Orthogroup	Conringia_planisiliqua	Aethionema_saxatile
OG0010829	CP11_g32835_DN3_SP0_c.t1	As002G052260
OG0010830	CP11_g32863_DN3_SP6_c.t1	As002G052480
OG0010831	CP2_g47739_DN3_SP5_c.t1	As002G052730
OG0010832	CP11_g32874_DN3_SP8_c.t1	As002G052740
OG0010833	CP11_g32920_DN3_SP3_c.t1	As002G053220
OG0010834	CP11_g32921_DN3_SP0_c.t1	As002G053230
OG0010835	CP11_g32956_DN1_SP0_c.t1	As002G053560
OG0010837	CP2_g47883_DN3_SP8_c.t1	As005G117180, As002G053860
OG0010838	CP11_g33045_DN3_SP0_c.t1	As002G054390
OG0010840	CP11_g33156_DN3_SP2_c.t1, CP11_g33155_DN3_SP0_c.t1	As002G055350
OG0010841	CP6_g7113_DN3_SP2_c.t1	As003G055640
OG0010842	CP6_g7050_DN3_SP0_c.t1	As003G056100
OG0010843	CP6_g7026_DN3_SP1_c.t1	As003G056380
OG0010844	CP6_g6972_DN3_SP3_c.t1	As003G056780
OG0010845	CP6_g6959_DN3_SP0_c.t1	As003G056990
OG0010846	CP6_g6952_DN3_SP0_c.t1	As003G057040
OG0010847	CP6_g6945_DN3_SP0_c.t1	As003G057110
OG0010848	CP6_g6915_DN3_SP4_c.t1	As003G057370
OG0010850	CP6_g6880_DN3_SP1_c.t1	As003G057710
OG0010851	CP6_g6858_DN3_SP0_c.t1	As003G057870
OG0010852	CP6_g6839_DN3_SP0_c.t1	As003G058050
OG0010853	CP6_g6778_DN3_SP3_c.t1	As003G058740
OG0010854	CP6_g6772_DN3_SP8_c.t1	As003G058810
OG0010855	CP6_g6728_DN3_SP7_c.t1	As003G059170
OG0010856	CP6_g6701_DN3_SP4_c.t1	As003G059560
OG0010857	CP6_g6695_DN3_SP8_c.t1	As003G059600
OG0010858	CP19_g18515_DN3_SP3_c.t1	As003G059750
OG0010860	CP19_g18301_DN3_SP8_c.t1	As003G061600
OG0010861	CP19_g18244_DN3_SP4_c.t1	As003G062170
OG0010862	CP7_g44557_DN3_SP8_c.t1	As004G083570, As003G062720
OG0010863	CP7_g44538_DN3_SP2_c.t1	As003G062830
OG0010864	CP7_g44526_DN3_SP8_c.t1	As003G062870
OG0010865	CP7_g44521_DN3_SP6_c.t1	As003G062970, As004G083300
OG0010866	CP7_g44425_DN3_SP7_c.t1	As003G063530, As004G080460
OG0010867	CP7_g44410_DN3_SP6_c.t1	As003G063580
OG0010868	CP1_g39358_DN1_SP0_c.t1	As003G064400
OG0010869	CP1_g38967_DN3_SP7_c.t1	As003G064560
OG0010870	CP1_g40780_DN3_SP0_c.t1	As003G064720
OG0010871	CP291_g50943_DN3_SP8_c.t1	As003G064840
OG0010872	CP1_g38470_DN3_SP0_c.t1	As003G065810
OG0010873	CP7_g45085_DN1_SP0_c.t1	As003G068400
OG0010874	CP7_g45067_DN3_SP4_c.t1	As003G068750
OG0010875	CP7_g45043_DN3_SP8_c.t1	As003G069110
OG0010876	CP7_g45040_DN2_SP0_c.t1	As003G069140
OG0010877	CP7_g45033_DN3_SP0_c.t1	As003G069210
OG0010878	CP7_g45010_DN3_SP7_c.t1	As003G069460
OG0010879	CP7_g44880_DN3_SP0_c.t1	As003G070740
OG0010880	CP7_g44854_DN3_SP4_c.t1	As003G071080
OG0010881	CP6_g7650_DN3_SP6_c.t1, CP7_g44837_DN3_SP1_c.t1	As003G071200
OG0010882	CP7_g44818_DN3_SP3_c.t1	As003G071330
OG0010883	CP20_g4136_DN3_SP1_c.t1	As003G071600
OG0010884	CP5_g444_DN3_SP0_c.t1	As011G264650, As003G071970
OG0010885	CP5_g403_DN3_SP0_c.t1	As003G072360
OG0010886	CP5_g380_DN3_SP8_c.t1	As003G072540
OG0010887	CP10_g43685_DN3_SP7_c.t1	As003G072700, As011G265440
OG0010888	CP5_g350_DN3_SP1_c.t1	As003G072860
OG0010889	CP5_g345_DN3_SP0_c.t1	As003G072910
OG0010890	CP5_g265_DN3_SP0_c.t1	As003G073690
OG0010891	CP5_g257_DN3_SP8_c.t1	As003G073800
OG0010892	CP5_g218_DN3_SP7_c.t1	As003G074290
OG0010893	CP16_g54861_DN3_SP0_c.t1	As007G180360
OG0010894	CP5_g163_DN3_SP0_c.t1	As003G074910
OG0010895	CP5_g117_DN3_SP0_c.t1	As003G075510
OG0010896	CP5_g89_DN3_SP8_c.t1	As003G075800
OG0010897	CP5_g46_DN3_SP8_c.t1	As003G076190
OG0010899	CP16_g54724_DN3_SP0_c.t1	As003G076280
OG0010900	CP16_g54722_DN2_SP7_c.t1	As007G182150, As003G076320
OG0010901	CP5_g13_DN2_SP0_c.t1	As003G076400
OG0010902	CP5_g19_DN2_SP8_c.t1	As003G076460
OG0010903	CP12_g30784_DN3_SP6_c.t1	As003G076530
OG0010904	CP9_g28538_DN3_SP0_c.t1	As003G076540
OG0010905	CP5_g2_DN2_SP0_c.t1	As003G076610
OG0010906	CP5_g2005_DN3_SP8_c.t1	As004G076860
OG0010907	CP5_g1951_DN3_SP8_c.t1	As004G076980
OG0010908	CP9_g28128_DN3_SP0_c.t1, CP5_g1818_DN3_SP8_c.t1	As004G077160
OG0010910	CP5_g1725_DN3_SP8_c.t1	As004G077400
OG0010911	CP5_g1615_DN2_SP0_c.t1, CP5_g1617_DN3_SP7_c.t1	As004G077890
OG0010912	CP5_g1609_DN3_SP0_c.t1	As004G077930
OG0010913	CP5_g1593_DN3_SP3_c.t1	As004G078020
OG0010914	CP5_g1574_DN3_SP8_c.t1	As004G078120
OG0010915	CP5_g1507_DN3_SP0_c.t1	As004G078460
OG0010916	CP4_g25242_DN3_SP0_c.t1	As004G078730
OG0010917	CP4_g25236_DN3_SP7_c.t1	As004G078780
OG0010918	CP4_g25214_DN3_SP0_c.t1	As004G079680
OG0010919	CP7_g44630_DN3_SP0_c.t1	As004G079750
OG0010920	CP20_g4065_DN3_SP6_c.t1	As004G080150
OG0010921	CP20_g4056_DN3_SP8_c.t1	As004G080170
OG0010922	CP14_g23203_DN3_SP3_c.t1	As004G080640
OG0010923	CP14_g23588_DN2_SP8_c.t1	As004G080780
OG0010924	CP14_g23414_DN3_SP6_c.t1	As004G080900
OG0010925	CP4_g25315_DN3_SP6_c.t1	As004G081090
OG0010926	CP4_g25334_DN3_SP2_c.t1	As004G081220
OG0010928	CP4_g25359_DN3_SP7_c.t1	As004G081450
OG0010929	CP13_g20317_DN3_SP0_c.t1	As004G081820
OG0010930	CP13_g20591_DN3_SP0_c.t1	As004G082330
OG0010931	CP13_g20656_DN3_SP2_c.t1	As004G082400
OG0010932	CP13_g20708_DN3_SP0_c.t1, CP13_g20657_DN3_SP0_c.t1	As004G082410
OG0010933	CP8_g52969_DN3_SP5_c.t1	As004G082450
OG0010934	CP22_g17281_DN3_SP2_c.t1	As004G082610
OG0010935	CP20_g4186_DN2_SP8_c.t1	As004G083440
OG0010936	CP20_g4251_DN3_SP8_c.t1	As004G083960
OG0010937	CP20_g4328_DN3_SP8_c.t1	As004G084430
OG0010938	CP20_g4402_DN3_SP3_c.t1	As004G084860
OG0010939	CP11_g31831_DN3_SP0_c.t1	As004G085630
OG0010940	CP11_g31878_DN3_SP3_c.t1	As004G085910
OG0010941	CP11_g31885_DN3_SP8_c.t1	As004G085960
OG0010942	CP11_g31889_DN3_SP8_c.t1	As004G086000
OG0010944	CP13_g20150_DN3_SP0_c.t1	As004G086720
OG0010945	CP9_g28382_DN3_SP4_c.t1	As004G087070
OG0010946	CP13_g19965_DN3_SP0_c.t1	As004G088020
OG0010947	CP13_g19946_DN3_SP1_c.t1	As004G088180
OG0010948	CP13_g19935_DN3_SP0_c.t1	As004G088250
OG0010949	CP13_g19865_DN3_SP1_c.t1	As004G088940
OG0010950	CP13_g19834_DN3_SP6_c.t1	As004G089130
OG0010951	CP13_g19783_DN3_SP0_c.t1	As004G089710
OG0010952	CP13_g19717_DN3_SP7_c.t1	As004G090540
OG0010953	CP13_g19756_DN3_SP7_c.t1	As004G091130
OG0010954	CP12_g31014_DN3_SP6_c.t1	As004G091520, As009G211660
OG0010955	CP12_g31030_DN3_SP8_c.t1	As004G091830
OG0010956	CP5_g2077_DN2_SP0_c.t1	As004G092560
OG0010957	CP12_g31049_DN3_SP0_c.t1	As004G092690, As011G258260
OG0010958	CP6_g9598_DN3_SP1_c.t1	As004G092860
OG0010959	CP6_g8329_DN3_SP6_c.t1	As004G092940
OG0010960	CP6_g8022_DN3_SP2_c.t1	As004G094080
OG0010961	CP6_g7618_DN2_SP0_c.t1, CP6_g7620_DN1_SP0_c.t1	As004G094860
OG0010962	CP6_g7605_DN3_SP1_c.t1	As004G094880
OG0010963	CP21_g11013_DN3_SP1_c.t1, CP6_g7596_DN1_SP0_c.t1, CP13_g20644_DN1_SP0_c.t1	As004G094920, As004G094930
OG0010964	CP6_g7589_DN3_SP0_c.t1	As004G095060
OG0010965	CP12_g30798_DN3_SP2_c.t1	As004G095260
OG0010966	CP6_g7473_DN3_SP0_c.t1	As004G095770
OG0010967	CP6_g7352_DN3_SP8_c.t1	As004G096550
OG0010968	CP5_g1455_DN3_SP0_c.t1	As004G096810
OG0010969	CP5_g1450_DN3_SP6_c.t1	As004G096830
OG0010970	CP5_g1439_DN3_SP0_c.t1	As004G096880
OG0010971	CP5_g1418_DN3_SP2_c.t1	As004G096940
OG0010972	CP5_g1417_DN3_SP8_c.t1, CP13_g19204_DN3_SP2_c.t1	As004G096950
OG0010973	CP5_g1414_DN3_SP0_c.t1	As004G096960
OG0010974	CP5_g1374_DN3_SP3_c.t1	As004G097260
OG0010975	CP5_g1368_DN3_SP3_c.t1	As004G097320
OG0010976	CP5_g1357_DN3_SP2_c.t1	As004G097430
OG0010977	CP5_g1350_DN3_SP6_c.t1	As004G097500
OG0010978	CP19_g17849_DN3_SP8_c.t1	As004G098180
OG0010979	CP19_g17820_DN3_SP0_c.t1	As004G098450
OG0010980	CP4_g23935_DN3_SP1_c.t1	As005G098830
OG0010981	CP4_g23941_DN3_SP0_c.t1	As005G098990
OG0010982	CP4_g23942_DN3_SP0_c.t1	As005G099000
OG0010983	CP4_g23975_DN3_SP8_c.t1	As005G099450
OG0010984	CP4_g23982_DN3_SP8_c.t1	As005G099520
OG0010985	CP6_g7564_DN3_SP0_c.t1, CP6_g7565_DN3_SP0_c.t1	As005G099610
OG0010986	CP4_g24003_DN3_SP8_c.t1	As005G099770
OG0010987	CP4_g24047_DN3_SP0_c.t1	As005G100290
OG0010988	CP4_g24107_DN3_SP0_c.t1	As005G100940
OG0010989	CP4_g24152_DN3_SP0_c.t1	As005G101350
OG0010990	CP4_g24160_DN3_SP5_c.t1	As005G101420
OG0010991	CP4_g24161_DN3_SP5_c.t1	As005G101430
OG0010992	CP4_g24204_DN3_SP8_c.t1	As005G101860
OG0010993	CP4_g24227_DN3_SP8_c.t1	As005G102100
OG0010995	CP4_g24264_DN3_SP2_c.t1	As005G102560
OG0010996	CP4_g24273_DN3_SP8_c.t1	As005G102630
OG0010997	CP4_g24288_DN3_SP1_c.t1	As005G102820
OG0010998	CP3_g13444_DN3_SP0_c.t1	As005G103970
OG0010999	CP9_g28426_DN3_SP1_c.t1	As005G104380
OG0011000	CP4_g24435_DN3_SP8_c.t1	As005G104430
OG0011001	CP4_g24447_DN3_SP8_c.t1	As005G104550
OG0011002	CP4_g24463_DN3_SP0_c.t1	As005G104730
OG0011003	CP4_g24493_DN3_SP1_c.t1	As005G105280
OG0011004	CP4_g24540_DN3_SP8_c.t1	As005G105490
OG0011005	CP4_g24547_DN3_SP0_c.t1	As005G105680
OG0011006	CP4_g24553_DN2_SP3_c.t1	As005G105800
OG0011007	CP4_g24554_DN3_SP8_c.t1	As005G105810
OG0011008	CP4_g24560_DN3_SP0_c.t1	As005G105960
OG0011009	CP4_g24563_DN3_SP8_c.t1	As005G106000
OG0011010	CP11_g33746_DN3_SP0_c.t1	As005G106200
OG0011011	CP11_g33742_DN1_SP0_c.t1	As005G106310
OG0011012	CP11_g33741_DN3_SP8_c.t1	As005G106320
OG0011013	CP11_g33734_DN1_SP0_c.t1	As005G106380
OG0011014	CP11_g33731_DN3_SP6_c.t1	As005G106400
OG0011015	CP11_g33728_DN3_SP5_c.t1	As005G106440
OG0011016	CP11_g31949_DN3_SP0_c.t1	As005G106710
OG0011017	CP11_g33652_DN3_SP0_c.t1	As005G107310
OG0011018	CP11_g33626_DN3_SP0_c.t1	As005G107570
OG0011019	CP11_g33617_DN3_SP2_c.t1	As005G107670
OG0011020	CP11_g33613_DN2_SP0_c.t1	As005G107700
OG0011021	CP11_g33595_DN2_SP0_c.t1	As005G107850
OG0011022	CP11_g33562_DN2_SP0_c.t1	As005G108190
OG0011023	CP6_g7553_DN3_SP8_c.t1	As005G108280
OG0011025	CP11_g33490_DN2_SP0_c.t1	As005G108970
OG0011026	CP2_g48518_DN3_SP8_c.t1	As005G109690
OG0011027	CP8_g54309_DN3_SP7_c.t1	As012G277170, As005G111460
OG0011028	CP2_g47518_DN2_SP8_c.t1	As005G111930, As005G120870
OG0011029	CP8_g54265_DN3_SP0_c.t1	As005G111950
OG0011030	CP8_g54249_DN3_SP8_c.t1	As005G112240
OG0011031	CP8_g54233_DN3_SP8_c.t1	As005G112410
OG0011033	CP8_g54196_DN3_SP0_c.t1	As005G113010, As005G113050, As005G113060
OG0011034	CP8_g54192_DN3_SP8_c.t1	As005G113070
OG0011036	CP8_g54147_DN3_SP8_c.t1	As005G113450
OG0011037	CP8_g54086_DN2_SP0_c.t1	As005G114090
OG0011038	CP8_g54082_DN3_SP0_c.t1	As005G114120
OG0011039	CP8_g54071_DN3_SP0_c.t1	As005G114230
OG0011041	CP8_g53945_DN2_SP0_c.t1	As005G115080
OG0011042	CP8_g53959_DN3_SP4_c.t1	As005G115600
OG0011043	CP8_g53902_DN3_SP3_c.t1	As005G115880
OG0011044	CP2_g47945_DN3_SP8_c.t1	As005G116560
OG0011045	CP2_g47922_DN3_SP8_c.t1	As005G116810
OG0011046	CP2_g47887_DN3_SP5_c.t1	As005G117120
OG0011047	CP2_g47886_DN3_SP0_c.t1	As005G117130
OG0011048	CP2_g47880_DN3_SP1_c.t1	As005G117220
OG0011049	CP2_g47837_DN3_SP6_c.t1	As005G117620
OG0011050	CP3_g14317_DN3_SP8_c.t1	As010G220920, As005G119800
OG0011051	CP2_g47598_DN3_SP8_c.t1	As005G119940
OG0011052	CP2_g47597_DN3_SP8_c.t1	As005G119950
OG0011054	CP2_g47541_DN3_SP8_c.t1	As005G120610
OG0011055	CP2_g47527_DN3_SP7_c.t1	As005G120790
OG0011056	CP2_g47511_DN3_SP8_c.t1	As005G120920
OG0011057	CP8_g54627_DN3_SP1_c.t1	As006G121390
OG0011058	CP8_g54628_DN3_SP8_c.t1	As006G121400
OG0011059	CP8_g54646_DN3_SP0_c.t1	As006G121590
OG0011060	CP8_g54656_DN3_SP2_c.t1	As006G121680
OG0011061	CP8_g54557_DN3_SP0_c.t1	As006G122180
OG0011062	CP8_g54535_DN3_SP2_c.t1	As006G122390
OG0011063	CP8_g54525_DN3_SP4_c.t1	As006G122450
OG0011064	CP8_g54524_DN3_SP0_c.t1	As006G122460
OG0011066	CP11_g32155_DN3_SP8_c.t1	As006G122560
OG0011067	CP11_g32152_DN3_SP7_c.t1	As006G122590
OG0011068	CP11_g32136_DN3_SP0_c.t1	As006G122680
OG0011069	CP11_g32142_DN3_SP8_c.t1	As006G122750
OG0011070	CP11_g32116_DN3_SP8_c.t1	As006G122860
OG0011071	CP11_g32087_DN3_SP0_c.t1	As006G123040
OG0011072	CP11_g32065_DN3_SP4_c.t1	As006G123220, As008G197650
OG0011073	CP11_g32061_DN3_SP3_c.t1	As006G123260
OG0011074	CP11_g32051_DN3_SP0_c.t1	As006G123340
OG0011075	CP11_g32013_DN3_SP0_c.t1	As006G123630
OG0011076	CP11_g32017_DN3_SP8_c.t1	As006G123670
OG0011077	CP11_g31955_DN3_SP8_c.t1	As006G124140
OG0011078	CP13_g20229_DN3_SP0_c.t1	As006G124730
OG0011079	CP4_g25452_DN3_SP8_c.t1	As006G125630
OG0011080	CP8_g54662_DN3_SP7_c.t1	As006G125890
OG0011081	CP4_g25474_DN3_SP8_c.t1	As006G125910
OG0011082	CP4_g25460_DN3_SP2_c.t1	As006G126030
OG0011083	CP4_g25458_DN3_SP8_c.t1	As006G126040
OG0011084	CP4_g25539_DN3_SP0_c.t1	As006G126390
OG0011085	CP4_g25630_DN3_SP8_c.t1	As006G127470
OG0011086	CP4_g25663_DN3_SP0_c.t1	As006G127690
OG0011087	CP4_g25704_DN3_SP8_c.t1	As006G128020
OG0011089	CP4_g25792_DN3_SP8_c.t1	As006G128770
OG0011090	CP4_g25808_DN1_SP2_c.t1	As006G128890
OG0011091	CP4_g25854_DN3_SP2_c.t1	As006G129310
OG0011092	CP4_g25885_DN3_SP0_c.t1	As006G129650
OG0011093	CP4_g25920_DN2_SP0_c.t1	As006G129920
OG0011094	CP4_g25925_DN3_SP8_c.t1	As006G129970
OG0011095	CP4_g25949_DN3_SP0_c.t1	As006G130110
OG0011096	CP4_g26029_DN3_SP8_c.t1	As006G130430
OG0011097	CP4_g26578_DN3_SP1_c.t1	As006G130500
OG0011098	CP4_g26110_DN3_SP6_c.t1	As006G130810
OG0011099	CP4_g26800_DN3_SP8_c.t1	As006G130980
OG0011100	CP4_g24846_DN3_SP8_c.t1	As006G130990
OG0011101	CP2_g48795_DN3_SP0_c.t1	As006G131250
OG0011102	CP2_g49198_DN3_SP8_c.t1	As006G131430
OG0011103	CP7_g45220_DN3_SP1_c.t1	As007G161430, As006G131800
OG0011104	CP16_g55632_DN3_SP0_c.t1	As006G132190
OG0011105	CP5_g1313_DN3_SP7_c.t1	As006G132710
OG0011106	CP10_g42161_DN3_SP8_c.t1	As006G132760
OG0011107	CP10_g42149_DN3_SP7_c.t1	As006G132840
OG0011108	CP10_g42125_DN3_SP3_c.t1	As006G133150
OG0011109	CP4_g25749_DN3_SP0_c.t1	As006G133270
OG0011110	CP3_g13043_DN2_SP5_c.t1	As006G133610
OG0011111	CP4_g24581_DN3_SP0_c.t1	As006G134030
OG0011112	CP4_g24582_DN3_SP8_c.t1	As006G134040
OG0011114	CP19_g17960_DN3_SP8_c.t1	As006G134570
OG0011115	CP19_g17963_DN3_SP0_c.t1	As006G134580
OG0011116	CP19_g17969_DN3_SP0_c.t1	As006G134660
OG0011117	CP10_g42261_DN3_SP8_c.t1	As006G135680
OG0011118	CP10_g42265_DN3_SP2_c.t1	As006G135740
OG0011119	CP10_g42289_DN3_SP7_c.t1	As009G202720, As006G135960
OG0011120	CP8_g54375_DN2_SP0_c.t1	As006G136290
OG0011121	CP10_g42368_DN3_SP8_c.t1	As006G136860
OG0011122	CP10_g42433_DN3_SP8_c.t1	As006G137620
OG0011123	CP10_g42494_DN3_SP0_c.t1	As006G138220
OG0011125	CP10_g42504_DN3_SP0_c.t1	As006G138420
OG0011126	CP10_g42536_DN3_SP0_c.t1	As006G138850
OG0011127	CP10_g42580_DN3_SP6_c.t1	As006G139240
OG0011128	CP10_g42608_DN3_SP7_c.t1	As006G139560
OG0011129	CP10_g42612_DN3_SP8_c.t1	As006G139610
OG0011130	CP12_g31488_DN3_SP4_c.t1	As006G139740
OG0011131	CP10_g42644_DN3_SP8_c.t1	As006G140030
OG0011132	CP2_g48777_DN3_SP6_c.t1	As006G141170
OG0011133	CP10_g42807_DN3_SP2_c.t1	As006G141720
OG0011134	CP10_g42820_DN3_SP8_c.t1	As006G141870
OG0011135	CP10_g42861_DN3_SP7_c.t1	As006G142220
OG0011136	CP10_g42862_DN3_SP8_c.t1	As006G142240
OG0011137	CP4_g24667_DN3_SP8_c.t1	As006G142340
OG0011138	CP4_g24724_DN3_SP0_c.t1	As006G142960
OG0011139	CP4_g24753_DN2_SP0_c.t1	As006G143320
OG0011140	CP4_g24824_DN2_SP4_c.t1	As006G144140
OG0011141	CP4_g24844_DN3_SP2_c.t1	As006G144310
OG0011142	CP4_g25141_DN2_SP0_c.t1	As006G144550
OG0011143	CP4_g25122_DN3_SP0_c.t1	As006G144750
OG0011144	CP4_g25043_DN3_SP8_c.t1	As006G145560
OG0011146	CP4_g24993_DN3_SP4_c.t1	As006G146170
OG0011147	CP4_g24966_DN3_SP0_c.t1	As006G146670
OG0011148	CP4_g24952_DN3_SP4_c.t1	As006G146820
OG0011149	CP4_g24934_DN3_SP0_c.t1	As006G147010
OG0011150	CP4_g24901_DN3_SP3_c.t1	As006G147090
OG0011151	CP4_g24872_DN1_SP0_c.t1	As006G148150
OG0011152	CP4_g24873_DN3_SP8_c.t1	As006G148270
OG0011153	CP7_g46139_DN3_SP8_c.t1	As007G152420
OG0011154	CP7_g46131_DN2_SP0_c.t1	As007G152510
OG0011155	CP7_g46128_DN3_SP4_c.t1	As007G152560
OG0011156	CP7_g46105_DN3_SP3_c.t1	As007G152860
OG0011158	CP7_g46023_DN3_SP8_c.t1	As007G153640, As010G241570
OG0011159	CP7_g45982_DN3_SP1_c.t1	As007G154100
OG0011160	CP7_g45979_DN3_SP0_c.t1	As007G154130
OG0011161	CP7_g45958_DN3_SP1_c.t1	As007G154370
OG0011162	CP7_g45796_DN3_SP0_c.t1	As007G155900
OG0011163	CP7_g45781_DN3_SP5_c.t1	As007G156020
OG0011164	CP7_g45755_DN3_SP0_c.t1	As007G156280
OG0011165	CP7_g45728_DN2_SP2_c.t1	As007G156530
OG0011166	CP7_g45643_DN3_SP6_c.t1	As007G157280
OG0011167	CP7_g45595_DN3_SP0_c.t1	As007G157980
OG0011168	CP7_g45496_DN3_SP0_c.t1	As007G159000
OG0011170	CP7_g45373_DN3_SP0_c.t1	As007G160040
OG0011172	CP7_g45318_DN3_SP0_c.t1	As007G160480
OG0011173	CP7_g45290_DN3_SP8_c.t1	As007G160730
OG0011174	CP10_g43236_DN2_SP0_c.t1	As007G160890
OG0011175	CP7_g45231_DN3_SP0_c.t1	As007G161310
OG0011176	CP7_g45227_DN3_SP0_c.t1	As007G161350
OG0011177	CP7_g45211_DN3_SP6_c.t1	As007G161480
OG0011178	CP7_g45196_DN3_SP0_c.t1	As007G161700
OG0011179	CP7_g45191_DN3_SP0_c.t1	As007G161730
OG0011180	CP7_g45166_DN3_SP2_c.t1	As007G161980
OG0011181	CP7_g45143_DN3_SP0_c.t1	As007G162040
OG0011182	CP9_g28282_DN3_SP0_c.t1	As010G228910, As007G162050
OG0011183	CP1_g36453_DN3_SP3_c.t1	As007G162290
OG0011184	CP7_g45131_DN3_SP2_c.t1	As007G162660
OG0011185	CP6_g8917_DN3_SP8_c.t1	As007G163420
OG0011186	CP19_g18131_DN3_SP2_c.t1	As007G164450
OG0011187	CP19_g18082_DN3_SP3_c.t1	As007G165170
OG0011190	CP5_g1441_DN2_SP0_c.t1	As007G177660
OG0011191	CP16_g55069_DN3_SP4_c.t1	As007G178530
OG0011192	CP16_g55026_DN2_SP8_c.t1	As007G179170
OG0011193	CP16_g55022_DN3_SP2_c.t1, CP16_g55023_DN2_SP0_c.t1	As007G179200
OG0011194	CP16_g54921_DN3_SP8_c.t1	As007G179860
OG0011195	CP16_g54840_DN3_SP8_c.t1	As007G180510
OG0011196	CP16_g54818_DN3_SP7_c.t1	As007G180640
OG0011197	CP16_g54792_DN3_SP7_c.t1	As007G180780
OG0011198	CP16_g54741_DN3_SP8_c.t1	As007G181920
OG0011200	CP1_g37730_DN3_SP2_c.t1	As008G183240
OG0011201	CP1_g37717_DN3_SP5_c.t1	As008G183300
OG0011202	CP1_g37694_DN3_SP0_c.t1	As008G183480
OG0011203	CP1_g37674_DN3_SP8_c.t1	As008G183680
OG0011204	CP1_g37596_DN3_SP7_c.t1	As008G184380
OG0011205	CP1_g37587_DN2_SP0_c.t1	As008G184460
OG0011206	CP1_g37553_DN3_SP0_c.t1	As008G184710
OG0011207	CP1_g37504_DN3_SP0_c.t1	As008G185360
OG0011208	CP1_g37481_DN3_SP3_c.t1	As008G185590
OG0011209	CP1_g37449_DN3_SP1_c.t1	As008G185960
OG0011211	CP1_g37342_DN3_SP8_c.t1	As008G187100
OG0011212	CP1_g37321_DN3_SP0_c.t1	As008G187310
OG0011213	CP1_g37290_DN3_SP5_c.t1	As008G187780
OG0011214	CP1_g37184_DN3_SP0_c.t1	As008G188990
OG0011215	CP6_g7166_DN3_SP4_c.t1	As008G189180
OG0011217	CP1_g37149_DN3_SP8_c.t1	As008G189970
OG0011218	CP1_g38362_DN3_SP6_c.t1	As008G190130
OG0011219	CP1_g37091_DN3_SP7_c.t1	As008G190880
OG0011222	CP1_g36977_DN3_SP0_c.t1	As008G193220
OG0011223	CP1_g36924_DN3_SP0_c.t1	As008G193720
OG0011224	CP1_g36896_DN3_SP6_c.t1	As008G194140
OG0011225	CP1_g36892_DN2_SP1_c.t1	As008G194180
OG0011226	CP1_g36889_DN3_SP0_c.t1, CP1_g36904_DN3_SP0_c.t1	As008G194230
OG0011227	CP1_g36886_DN3_SP8_c.t1	As008G194260
OG0011228	CP1_g36849_DN3_SP0_c.t1	As008G194730
OG0011230	CP1_g36832_DN3_SP0_c.t1	As008G194890
OG0011231	CP1_g36605_DN3_SP2_c.t1	As008G195880
OG0011232	CP1_g36618_DN3_SP3_c.t1	As008G196000
OG0011233	CP1_g36681_DN3_SP8_c.t1	As008G196730
OG0011234	CP1_g36720_DN3_SP0_c.t1	As008G196770
OG0011235	CP1_g36714_DN3_SP8_c.t1	As008G196830
OG0011236	CP1_g36699_DN3_SP7_c.t1	As008G196960
OG0011237	CP1_g36734_DN3_SP6_c.t1	As008G197150
OG0011238	CP1_g36740_DN3_SP0_c.t1	As008G197210
OG0011239	CP1_g36747_DN3_SP8_c.t1	As008G197300
OG0011241	CP1_g36776_DN3_SP8_c.t1	As008G197580
OG0011242	CP1_g36795_DN3_SP1_c.t1	As008G197780
OG0011243	CP1_g36805_DN3_SP4_c.t1	As008G197850
OG0011244	CP1_g36810_DN3_SP8_c.t1	As008G197920
OG0011245	CP1_g36493_DN3_SP8_c.t1	As008G198560
OG0011246	CP1_g38066_DN2_SP1_c.t1	As008G199400
OG0011247	CP11_g32570_DN3_SP8_c.t1	As009G199810
OG0011248	CP11_g32538_DN3_SP8_c.t1	As009G200100
OG0011249	CP11_g32549_DN3_SP5_c.t1	As009G200210
OG0011251	CP11_g32497_DN3_SP4_c.t1	As009G200440
OG0011252	CP11_g32440_DN3_SP5_c.t1	As009G201280
OG0011253	CP11_g32334_DN3_SP3_c.t1	As009G202350
OG0011254	CP11_g32323_DN3_SP6_c.t1	As009G202430
OG0011255	CP11_g32300_DN3_SP4_c.t1	As009G202640
OG0011256	CP11_g32232_DN3_SP8_c.t1	As009G203300
OG0011257	CP11_g32235_DN3_SP1_c.t1	As009G203350, As009G203340, As009G203330
OG0011258	CP11_g32189_DN3_SP3_c.t1	As009G203770
OG0011259	CP9_g28405_DN3_SP3_c.t1	As009G203940
OG0011260	CP8_g54500_DN3_SP2_c.t1	As009G204240
OG0011261	CP8_g54491_DN2_SP0_c.t1	As009G204340
OG0011263	CP8_g54429_DN3_SP0_c.t1	As009G204920
OG0011264	CP2_g48532_DN2_SP0_c.t1	As009G205430
OG0011265	CP2_g48553_DN3_SP5_c.t1	As009G205630
OG0011266	CP2_g48568_DN3_SP6_c.t1	As009G205730
OG0011267	CP2_g48564_DN3_SP1_c.t1	As009G205780
OG0011268	CP2_g48577_DN3_SP6_c.t1	As009G205920
OG0011269	CP2_g48622_DN3_SP0_c.t1	As009G206720
OG0011270	CP2_g48664_DN3_SP0_c.t1	As009G207180
OG0011271	CP2_g48671_DN3_SP8_c.t1	As009G207220
OG0011272	CP2_g48678_DN3_SP2_c.t1	As009G207320
OG0011273	CP2_g48695_DN3_SP8_c.t1	As009G207560
