Orthogroup	Cardamine_glauca	Erysimum_linariifolium
OG0006981	Cg008G298860	El001G062150
OG0006982	Cg004G122840	El005G242080
OG0006983	Cg004G122860	El005G242100
OG0006984	Cg004G123090	El005G242290
OG0006985	Cg004G123230	El005G242430
OG0006986	Cg004G123500	El005G242700
OG0006987	Cg004G123910	El005G243250
OG0006988	Cg004G124630	El005G244120
OG0006989	Cg005G165950	El006G289400
OG0006990	Cg005G166030	El006G289550
OG0006991	Cg005G166140	El006G289690
OG0006992	Cg005G166400	El006G289990
OG0006993	Cg005G166480	El006G290060
OG0006994	Cg005G166650	El006G290240
OG0006995	Cg005G166990	El006G290700
OG0006996	Cg005G166900	El006G290590
OG0006998	Cg005G167480	El006G291340
OG0006999	Cg005G167550	El006G291380
OG0007000	Cg005G167560	El008G368950, El006G291390
OG0007001	Cg005G170690	El006G295080
OG0007002	Cg005G170660	El005G243050, El006G295050
OG0007003	Cg005G170520	El006G294830
OG0007004	Cg005G170480	El006G294780
OG0007005	Cg005G170380	El006G294660
OG0007006	Cg005G170300	El006G294580
OG0007007	Cg005G170100	El006G294300
OG0007008	Cg005G169400	El006G293420
OG0007009	Cg005G169250	El006G293220
OG0007010	Cg005G169170	El006G293140
OG0007011	Cg005G169130	El006G293090
OG0007012	Cg005G169060	El006G292990
OG0007013	Cg005G168550	El006G292390
OG0007014	Cg005G168090	El006G291950
OG0007015	Cg005G167800	El006G291690
OG0007016	Cg006G230070	El002G099900
OG0007017	Cg007G280880	El004G233700
OG0007018	Cg006G229640	El008G369740, El002G100320
OG0007019	Cg004G128460	El005G248540
OG0007020	Cg006G229120	El002G100840
OG0007021	Cg006G229070	El002G100890
OG0007022	Cg006G228860	El002G101190
OG0007023	Cg007G272760	El004G224350
OG0007024	Cg006G228360	El002G101760
OG0007025	Cg003G087310, Cg006G228310	El001G023230, El003G181780, El002G101820
OG0007026	Cg006G228150	El002G101980
OG0007027	Cg006G228060	El002G102080
OG0007028	Cg006G227430	El002G102790
OG0007029	Cg006G227020	El002G103220
OG0007030	Cg006G227010	El002G103230
OG0007031	Cg006G226810	El002G103490
OG0007032	Cg006G226790	El002G103500
OG0007033	Cg006G226460	El002G103850, El002G103840
OG0007034	Cg006G226330	El002G103990, El037G374520
OG0007035	Cg006G225350	El002G105020
OG0007036	Cg006G225100	El003G192280, El002G105250
OG0007037	Cg006G224610	El002G105850
OG0007038	Cg006G224130	El002G106350
OG0007039	Cg006G224080	El002G106400, El004G203550
OG0007040	Cg006G223940	El002G106540
OG0007041	Cg006G223890	El002G106600
OG0007042	Cg007G272250	El004G223650
OG0007043	Cg006G222420	El002G108760
OG0007044	Cg006G222070	El002G109180
OG0007045	Cg006G221950	El002G109320
OG0007046	Cg006G221650	El002G109470, El002G109680
OG0007047	Cg006G220300	El002G111910
OG0007048	Cg006G219690	El002G112520
OG0007049	Cg006G219520	El002G112680
OG0007050	Cg001G016570	El003G160460
OG0007051	Cg001G016280	El003G160160
OG0007052	Cg001G016170	El003G160040
OG0007053	Cg003G098140	El007G342250
OG0007054	Cg001G013030	El003G156490
OG0007055	Cg005G190370	El006G316930
OG0007056	Cg005G191180	El006G318380
OG0007057	Cg005G168380	El006G292260
OG0007058	Cg005G191950	El006G319380
OG0007059	Cg005G192640	El006G320150
OG0007060	Cg005G193890	El006G321650
OG0007061	Cg008G312950	El007G349880
OG0007062	Cg006G231360	El002G098560
OG0007063	Cg006G231740	El002G098120
OG0007064	Cg006G232080	El002G097540
OG0007065	Cg006G232710	El002G096810
OG0007066	Cg006G232900	El002G096590
OG0007067	Cg006G232960	El002G096530
OG0007068	Cg006G233460	El002G095920
OG0007069	Cg006G233500	El002G095880
OG0007070	Cg006G234010	El002G095250
OG0007072	Cg006G234750	El002G094350
OG0007073	Cg006G234780	El002G094240
OG0007074	Cg006G234910	El007G365600, El002G094130
OG0007075	Cg006G234930	El002G094080
OG0007076	Cg006G235700	El002G093290
OG0007077	Cg006G235960	El002G093000
OG0007078	Cg006G236280	El002G092540
OG0007079	Cg006G236290	El002G092530
OG0007080	Cg006G236800	El002G092050
OG0007081	Cg006G237050	El002G091750, El002G124750
OG0007082	Cg006G237220	El002G091550
OG0007084	Cg005G159210	El006G281470
OG0007085	Cg006G238620, Cg006G238640	El002G090030, El002G090040
OG0007086	Cg006G238840	El002G089810
OG0007087	Cg006G238850	El002G089780
OG0007088	Cg006G239360	El002G089270
OG0007089	Cg003G097110	El007G343290
OG0007090	Cg001G007210	El003G149580, El004G211730
OG0007091	Cg006G240000	El002G088610
OG0007092	Cg006G240120	El002G088460
OG0007093	Cg006G240580	El002G087990
OG0007094	Cg006G241430	El002G087040
OG0007095	Cg006G241630	El002G086820
OG0007096	Cg006G241740	El002G086710
OG0007097	Cg006G241830	El002G086620
OG0007098	Cg006G241870	El002G086570
OG0007099	Cg006G242190	El002G086210
OG0007100	Cg006G242510	El002G085330
OG0007101	Cg006G242610	El002G085660
OG0007102	Cg006G243390	El002G084780
OG0007103	Cg006G243410	El002G084760
OG0007104	Cg006G243460	El002G084660
OG0007105	Cg006G243480	El002G084640
OG0007106	Cg006G244710	El002G083330
OG0007107	Cg002G055330	El001G021780
OG0007108	Cg006G245330	El002G082550
OG0007109	Cg008G294540	El001G067150
OG0007111	Cg008G294480	El001G067190
OG0007112	Cg008G294360	El001G067330
OG0007113	Cg008G295030	El003G179700, El001G066670
OG0007114	Cg008G295680	El001G066070
OG0007115	Cg008G295450	El001G066300
OG0007116	Cg008G295970	El001G065710
OG0007117	Cg008G296660	El001G064630
OG0007118	Cg008G296850	El001G064380
OG0007119	Cg008G296860	El001G064370
OG0007120	Cg008G297200	El005G274790, El001G064000
OG0007121	Cg008G297550	El001G063710
OG0007122	Cg008G297710	El001G063530
OG0007123	Cg008G299030	El001G061970
OG0007124	Cg008G299630	El001G061200
OG0007125	Cg008G306040	El001G051430
OG0007126	Cg008G306140	El001G051300
OG0007127	Cg008G306570	El001G050400
OG0007128	Cg008G306990	El001G049440
OG0007129	Cg008G307730	El001G047450
OG0007130	Cg008G308360	El007G345430
OG0007131	Cg008G309190, Cg008G310950	El007G346810
OG0007132	Cg008G311090, Cg008G309290	El007G346970
OG0007133	Cg008G312310	El007G349070
OG0007135	Cg008G293640	El001G068160
OG0007136	Cg008G287810	El001G074840
OG0007137	Cg008G287580	El001G075130
OG0007138	Cg008G287390	El001G075340
OG0007139	Cg008G293620	El001G068230
OG0007140	Cg008G293610	El001G068240
OG0007141	Cg008G287160	El001G075610
OG0007142	Cg008G286360	El001G076740
OG0007143	Cg008G285930	El001G077270
OG0007144	Cg008G285730	El001G077620
OG0007145	Cg008G285790	El001G077450
OG0007146	Cg008G285320	El001G078030
OG0007147	Cg008G299940, Cg008G299950	El007G328930
OG0007148	Cg008G305550	El001G052320
OG0007149	Cg008G305510	El001G052370
OG0007150	Cg008G305490	El001G052400
OG0007151	Cg008G304670	El001G054050
OG0007152	Cg008G304640	El001G054100
OG0007153	Cg008G304460	El001G054530
OG0007154	Cg008G304450	El001G054560
OG0007155	Cg008G303950	El001G055670
OG0007156	Cg008G303770	El001G055820
OG0007157	Cg008G303760	El001G055830
OG0007158	Cg002G058050	El001G018550
OG0007159	Cg008G303070, Cg008G303330	El001G056420
OG0007160	Cg008G303240	El001G056510
OG0007161	Cg008G303010	El001G056760
OG0007162	Cg008G303000	El001G056770
OG0007163	Cg003G108560	El007G330050
OG0007164	Cg003G108620	El007G329980
OG0007165	Cg003G108680	El007G329930
OG0007166	Cg003G108960	El007G329630
OG0007167	Cg003G109260	El007G329270
OG0007168	Cg003G110220	El007G328250
OG0007169	Cg003G110290	El007G328160
OG0007170	Cg003G110360	El007G328070
OG0007171	Cg003G110550	El007G327840
OG0007172	Cg002G058970	El001G017540
OG0007172	Cg002G058960	El001G017550
OG0007173	Cg003G110800	El007G327660
OG0007174	Cg003G106310	El007G332720
OG0007175	Cg002G055940	El001G021090
OG0007176	Cg002G057060	El001G019710
OG0007177	Cg002G057250	El001G019530
OG0007178	Cg002G058890	El001G017690
OG0007179	Cg003G110440	El007G327980
OG0007180	Cg002G059400	El001G017160
OG0007181	Cg002G060090	El001G016280
OG0007182	Cg007G277770	El001G015120
OG0007183	Cg002G062320	El006G306600
OG0007184	Cg002G062410	El001G013880
OG0007185	Cg002G063610	El001G012640
OG0007186	Cg002G064340	El001G012150
OG0007187	Cg007G267390	El004G217720
OG0007188	Cg007G267340	El004G217570
OG0007189	Cg002G045270	El001G033480
OG0007190	Cg004G124540	El005G244000
OG0007191	Cg007G269520	El004G220480
OG0007192	Cg007G269930	El004G220750
OG0007193	Cg007G268290	El004G218810
OG0007194	Cg007G270310	El004G221210
OG0007195	Cg007G270320	El004G221220
OG0007196	Cg007G270400	El004G221350
OG0007197	Cg007G271250	El004G222460
OG0007198	Cg007G271380	El004G222690
OG0007199	Cg007G271460	El004G222840
OG0007200	Cg007G271700, Cg007G271690	El004G223090
OG0007201	Cg007G272150	El004G223570
OG0007202	Cg007G272340	El004G223780
OG0007203	Cg008G300340	El001G060310
OG0007204	Cg007G278950	El006G310070, El004G231660
OG0007205	Cg007G278320	El004G230790
OG0007207	Cg007G277980	El004G230390
OG0007208	Cg007G277900	El004G230310
OG0007209	Cg007G277370	El004G229730
OG0007210	Cg007G277090	El004G229320
OG0007211	Cg007G276890	El004G229070
OG0007212	Cg007G276670	El004G228860
OG0007213	Cg007G276280	El004G228370
OG0007214	Cg007G276260	El004G228340
OG0007215	Cg007G275440	El004G227510
OG0007216	Cg007G275380	El004G227450
OG0007217	Cg007G275310	El004G227370
OG0007218	Cg007G275290	El004G227340
OG0007219	Cg007G274950	El004G227030
OG0007220	Cg007G274200	El004G226140
OG0007221	Cg007G273660	El004G225340
OG0007222	Cg005G175370	El006G279680
OG0007223	Cg007G273260	El004G224890
OG0007224	Cg007G272840	El004G224430
OG0007225	Cg007G279070, Cg007G279010	El004G231720
OG0007226	Cg007G279360	El004G232070
OG0007227	Cg004G126160	El003G150760, El005G245920
OG0007228	Cg007G279960	El004G232780
OG0007229	Cg007G280030	El004G232880
OG0007230	Cg007G280260	El004G233190
OG0007231	Cg006G229900	El002G100060
OG0007233	Cg007G280520	El004G233520
OG0007234	Cg007G280570	El004G233580
OG0007235	Cg007G280900	El004G233670
OG0007236	Cg007G280770, Cg007G280990	El004G233850
OG0007237	Cg006G230130	El002G099840
OG0007238	Cg007G281260	El002G104930
OG0007239	Cg007G281300, Cg003G091240	El004G234300
OG0007240	Cg004G128770	El005G248880
OG0007241	Cg004G128810	El005G248940
OG0007243	Cg004G129610	El005G249710
OG0007244	Cg004G129780	El005G249920
OG0007245	Cg004G130270	El005G250330
OG0007246	Cg004G130320	El005G250390
OG0007247	Cg004G130720	El005G250910
OG0007248	Cg004G131720	El005G251930
OG0007249	Cg004G131890	El005G252110
OG0007250	Cg004G131960	El005G252190
OG0007251	Cg004G132150	El005G252430
OG0007252	Cg004G132200	El005G252480
OG0007253	Cg004G132420	El002G097570, El005G252750
OG0007254	Cg004G132430	El005G252760
OG0007255	Cg004G132520	El005G252880
OG0007256	Cg004G132580	El005G252940
OG0007257	Cg004G134970	El005G255510, El007G352080
OG0007258	Cg004G133520	El005G253930
OG0007259	Cg004G133680	El005G254120
OG0007260	Cg004G134000	El005G254390
OG0007261	Cg004G134320	El005G254700
OG0007262	Cg004G134360	El005G254720
OG0007263	Cg004G134510	El005G254880
OG0007264	Cg004G134650	El005G259980, El004G202490, El005G255200
OG0007265	Cg004G134730	El005G255300
OG0007266	Cg004G135130	El005G255770
OG0007267	Cg004G135430	El005G256070
OG0007268	Cg004G135580	El005G256260
OG0007269	Cg004G135950	El005G256690
OG0007270	Cg004G136030	El005G256890
OG0007271	Cg004G136110	El005G256920
OG0007272	Cg004G136180	El005G256980
OG0007273	Cg004G136460	El005G257230
OG0007274	Cg004G136790	El005G257600
OG0007275	Cg004G137070	El005G257990
OG0007276	Cg004G137840	El005G258890
OG0007277	Cg004G138150	El005G259290
OG0007278	Cg004G138590	El005G259800
OG0007279	Cg004G138470	El005G259640
OG0007280	Cg004G138430	El005G259620
OG0007281	Cg004G138330	El005G259470
OG0007282	Cg004G139290	El005G260960
OG0007283	Cg004G139390	El005G260970
OG0007284	Cg004G139530	El005G261120
OG0007285	Cg004G139540	El005G261130
OG0007286	Cg004G139700	El005G261370
OG0007287	Cg004G139840, Cg004G139830	El005G261560
OG0007288	Cg004G139940	El005G261780
OG0007289	Cg004G141180	El005G265280
OG0007290	Cg004G141290	El005G265590, El005G265470
OG0007291	Cg004G141360	El005G265610, El005G265660
OG0007292	Cg004G141650	El005G266890
OG0007293	Cg004G141750	El005G267090, El002G084520
OG0007295	Cg004G142410	El005G267810
OG0007296	Cg004G147340	El005G271590
OG0007297	Cg005G179130	El001G010310
OG0007298	Cg004G147140	El005G271520
OG0007299	Cg004G149750, Cg004G150910	El005G272700
OG0007300	Cg004G152270	El005G273710
OG0007301	Cg004G153010	El005G274700
OG0007302	Cg004G153310	El005G274760
OG0007303	Cg004G153800	El005G275250
OG0007304	Cg004G154280	El005G276280
OG0007305	Cg004G155210	El005G277350
OG0007306	Cg004G155590	El005G277700
OG0007307	Cg004G155930	El005G278050
OG0007308	Cg004G156800	El005G278860
OG0007309	Cg004G128390	El005G248470
OG0007310	Cg006G194740	El002G140610
OG0007311	Cg006G194950	El002G140300
OG0007312	Cg006G195050	El002G140140
OG0007313	Cg006G195800	El002G139360
OG0007314	Cg006G197190	El002G137440
OG0007315	Cg006G197480	El002G136910
OG0007316	Cg006G197550	El002G136760
OG0007317	Cg006G198020	El002G136260
OG0007318	Cg006G198160	El002G135990
OG0007319	Cg006G199640	El002G134250
OG0007320	Cg006G200280	El002G133330
OG0007321	Cg006G201090	El002G132520
OG0007322	Cg006G200730	El002G132750
OG0007323	Cg006G201480	El002G131980, El001G047360
OG0007324	Cg006G201630	El002G131710
OG0007325	Cg006G201960	El002G131340
OG0007326	Cg001G025030	El003G171440
OG0007327	Cg001G025050	El003G171460
OG0007328	Cg001G025390	El003G172040
OG0007329	Cg005G171790	El006G296360
OG0007330	Cg005G171810	El006G296380, El005G275920
OG0007331	Cg002G054750	El005G259990
OG0007332	Cg002G054730	El001G022430
OG0007333	Cg002G054440	El001G022710
OG0007334	Cg002G054310	El001G022910
OG0007335	Cg002G054300	El001G022920
OG0007336	Cg002G053430	El001G023780
OG0007337	Cg002G055020	El001G022140
OG0007339	Cg002G052170	El001G025150
OG0007340	Cg002G051970	El001G025400
OG0007341	Cg002G051650	El001G025740
OG0007342	Cg002G050990	El001G026470
OG0007343	Cg001G007940	El003G150390
OG0007344	Cg002G050570	El001G027030
OG0007345	Cg002G049850	El001G027830
OG0007346	Cg002G049470	El001G028200
OG0007347	Cg002G047680	El001G030310
OG0007348	Cg002G047660	El001G030330
OG0007349	Cg001G027320	El003G174740
OG0007350	Cg002G045980	El001G032370
OG0007351	Cg002G045900	El001G032580
OG0007352	Cg002G045410	El001G033220
OG0007353	Cg002G044610	El001G034300
OG0007354	Cg002G044510	El001G034390
OG0007355	Cg002G043530	El001G035520
OG0007356	Cg006G197390	El002G137140
OG0007357	Cg005G167310	El006G291110
OG0007358	Cg003G101670	El007G337950
OG0007360	Cg002G044440	El001G034440
OG0007361	Cg008G325330	El007G366920
OG0007363	Cg005G172210	El006G296900
OG0007364	Cg005G172040	El006G296710
OG0007365	Cg005G171710	El006G296190
OG0007366	Cg005G159450	El003G171830, El003G171780, El003G171740, El006G282280
OG0007367	Cg004G141140	El005G265230
OG0007368	Cg007G275900	El004G227910
OG0007370	Cg001G008440	El003G150820
OG0007372	Cg006G242000, Cg005G186770	El002G086450
OG0007373	Cg006G233580	El002G095800
OG0007374	Cg004G134230	El005G254620
OG0007375	Cg008G313470	El003G184700
OG0007376	Cg004G132320	El005G252650
OG0007379	Cg008G293260	El001G068600
OG0007380	Cg001G019120	El003G163950
OG0007382	Cg001G022670	El003G168540, El003G168530
OG0007383	Cg001G018100, Cg005G172230	El006G296930
OG0007384	Cg005G180960	El007G349360, El001G009060, El001G009070
OG0007385	Cg008G297440	El001G063840
OG0007386	Cg008G307540	El001G048190
OG0007392	Cg006G221750	El002G109540
OG0007393	Cg004G154760	El005G276990
OG0007393	Cg004G154770	El005G277000
OG0007396	Cg002G073480	El001G038910, El001G038930, El001G038900
OG0007398	Cg002G060940	El001G015520
OG0007400	Cg003G098640	El007G341660, El007G341650
OG0007413	Cg001G012340	El003G155690
OG0007414	Cg001G012050	El003G155400
OG0007415	Cg001G012020	El003G155380
OG0007416	Cg001G011850	El003G155210
OG0007417	Cg001G011780	El003G155120
OG0007418	Cg001G011690	El003G154990
OG0007419	Cg001G011020	El003G153850, El003G153980
OG0007420	Cg001G010860	El003G153610
OG0007421	Cg001G010720	El003G153350
OG0007422	Cg001G010530	El003G153140
OG0007423	Cg001G010450	El003G153060
OG0007424	Cg001G010210	El003G152810
OG0007425	Cg001G009880	El003G152420
OG0007426	Cg001G009370	El003G151800
OG0007427	Cg001G009260	El003G151690
OG0007428	Cg001G009180	El003G151590
OG0007429	Cg001G009140	El003G151550
OG0007430	Cg001G009050	El003G151440
OG0007431	Cg001G009030	El003G151420
OG0007432	Cg001G008820	El003G151200
OG0007434	Cg001G008290	El003G150660
OG0007435	Cg001G008280	El003G150650
OG0007436	Cg001G008250	El003G150610
OG0007437	Cg001G008230	El003G150590
OG0007438	Cg001G008130	El003G150480
OG0007439	Cg001G007850	El003G150210
OG0007440	Cg001G007610	El003G149990
OG0007441	Cg001G007110	El003G149450
OG0007442	Cg001G007200	El003G149570
OG0007443	Cg001G006930	El003G149250
OG0007444	Cg001G006940	El003G149260
OG0007445	Cg001G006530	El003G148860
OG0007446	Cg001G006040	El003G148270
OG0007448	Cg001G006250	El003G148480
OG0007449	Cg001G006270	El003G148500
OG0007450	Cg001G006310	El003G148560
OG0007451	Cg001G005800	El003G148000
OG0007452	Cg001G005750	El003G147950
OG0007453	Cg001G005670	El003G147860
OG0007454	Cg001G005640	El003G147840
OG0007455	Cg001G005460	El003G147650
OG0007456	Cg001G005280	El003G147480
OG0007457	Cg006G215160	El002G118170
OG0007458	Cg006G214720	El002G118760
OG0007459	Cg006G214700	El002G118780
OG0007460	Cg006G214250	El002G119140
OG0007461	Cg006G214080	El002G119470
OG0007462	Cg006G213970	El002G119530
OG0007463	Cg006G213860	El002G119620
OG0007464	Cg001G024320	El003G170460
OG0007465	Cg001G024530	El003G170730
OG0007466	Cg001G024770	El003G171200
OG0007467	Cg001G024880	El003G171310
OG0007468	Cg007G257580	El004G210720
OG0007469	Cg007G256070	El004G209200
OG0007470	Cg001G025950	El003G172810
OG0007471	Cg007G253760	El004G206920
OG0007472	Cg008G288280	El001G074310
OG0007473	Cg007G252100	El004G204530
OG0007474	Cg007G251490	El004G202480
OG0007475	Cg007G250190	El004G200130
OG0007476	Cg007G249530	El004G199870
OG0007477	Cg006G234810	El002G094210
OG0007478	Cg007G248940	El004G199340
OG0007479	Cg007G248830, Cg007G248810	El004G199180
OG0007480	Cg007G248770, Cg007G248760	El004G199140
OG0007481	Cg002G075810	El001G035980
OG0007482	Cg002G075700	El001G036080
OG0007483	Cg002G075590	El001G036170
OG0007484	Cg002G075020	El001G036790
OG0007485	Cg006G231130	El002G098790
OG0007486	Cg002G074270	El001G037950
OG0007487	Cg002G074120	El001G038080
OG0007488	Cg002G074040	El001G038190
OG0007489	Cg002G073820	El001G038430
OG0007490	Cg002G073680	El001G038600
OG0007491	Cg006G226830	El002G103450
OG0007492	Cg002G073140	El001G039410
OG0007493	Cg002G072980, Cg002G072990	El001G039800
OG0007494	Cg002G072820	El001G040040
OG0007495	Cg002G072260	El001G040740
OG0007496	Cg002G072210	El001G040810
OG0007497	Cg002G071820	El001G041290
OG0007498	Cg002G071580	El001G041560
OG0007499	Cg002G071500	El001G041630, El001G041650
OG0007500	Cg002G071450	El001G041690
OG0007501	Cg002G071280, Cg002G071300	El001G041890
OG0007502	Cg002G071270	El001G041900
OG0007503	Cg002G071050	El001G042250
OG0007504	Cg002G070650	El001G042670
OG0007505	Cg002G068190	El001G045020
OG0007506	Cg002G068050	El001G045070
OG0007507	Cg002G067660	El001G045490
OG0007507	Cg001G039210	El003G188970
OG0007509	Cg002G065570	El001G046260
OG0007510	Cg007G267100	El004G217290
OG0007511	Cg007G266870	El004G217070
OG0007512	Cg007G266470	El004G216310
OG0007513	Cg007G265270	El004G215300
