Orthogroup	Cardamine_glauca	Brassica_napus
OG0008840	Cg001G041310	XP_013743317.2, XP_013647781.2, XP_013703011.2
OG0008841	Cg001G041910	XP_048612157.1, XP_013743369.2, XP_022560891.2, XP_013647801.2
OG0008842	Cg001G041890	XP_013699166.1, XP_013647798.2, XP_013731587.1, XP_013743371.2
OG0008843	Cg001G042410	XP_048592915.1, XP_048616957.1, XP_048633489.1, XP_013743424.1
OG0008844	Cg001G042820	XP_048616971.1, XP_013659435.2, XP_013743478.1, XP_013672017.2
OG0008845	Cg001G042940	XP_013743486.2, XP_013672022.2, XP_013661847.2, XP_013661846.2
OG0008846	Cg005G157600	XP_048593130.1, XP_048619624.1, XP_013697651.2, XP_048592765.1
OG0008847	Cg005G157670	XP_048609482.1, XP_048596216.1, XP_048631565.1
OG0008848	Cg005G157720	XP_013688584.1, XP_013732569.2
OG0008849	Cg005G158970	XP_048611280.1, XP_048634798.1, XP_013712180.2, XP_013747602.2
OG0008850	Cg005G159080	XP_048635425.1, XP_013712659.2, XP_013717061.1, XP_013750954.2
OG0008851	Cg005G159200	XP_013716903.1, XP_013750941.1, XP_022574852.2, XP_048610352.1
OG0008852	Cg005G159590	XP_013747876.2, XP_013752108.2, XP_013690612.1, XP_013675460.2
OG0008853	Cg005G159650	XP_013748081.1, XP_013748195.1, XP_013688235.2, XP_022545973.1
OG0008854	Cg005G160000	XP_013749662.1, XP_013688274.1, XP_013703421.1, XP_013748128.1
OG0008855	Cg005G160380	XP_022575961.1, XP_048609354.1, XP_048634773.1, XP_022574613.1
OG0008856	Cg005G160590	XP_013725802.1, XP_022571760.1, XP_013688134.2, XP_013666697.2
OG0008857	Cg005G160680	NP_001302494.1, NP_001302830.1, XP_013688140.2, XP_013665708.1
OG0008858	Cg005G160750	XP_013752132.1, XP_022556119.2, XP_013691183.2, XP_048634765.1
OG0008859	Cg002G046380	XP_013648261.2, XP_013700707.2, XP_022546952.1, XP_013710078.1
OG0008860	Cg005G161620	XP_013683860.2, XP_013740637.2, XP_013690824.1, XP_013690915.1
OG0008861	Cg005G161740	XP_048634742.1, XP_022574256.1, XP_013734756.2
OG0008862	Cg005G161780	XP_013691311.1, XP_013691262.1, XP_048608644.1, XP_013740636.2
OG0008863	Cg005G161790	XP_013740635.2, XP_048608643.1
OG0008864	Cg005G161960	XP_013686024.1, XP_013744396.3, XP_048608633.1, XP_013683851.3
OG0008865	Cg005G162570	XP_013683811.3, XP_022554872.1, XP_013688026.2, XP_013664171.2
OG0008866	Cg005G162830	XP_048611199.1, XP_013646865.2, XP_013730812.1, XP_013717410.1
OG0008867	Cg002G047360	XP_013663692.1, XP_022547263.2, XP_013648322.2, XP_013724442.1
OG0008868	Cg005G163270	XP_013745001.2, XP_013687869.1
OG0008869	Cg005G163590	XP_048636338.1, XP_013752063.2, XP_013691506.1, XP_013747415.2
OG0008870	Cg005G163620	XP_048636337.1, XP_013752065.2
OG0008871	Cg005G163650	XP_013727814.1, XP_013747773.2, XP_013691645.1, XP_048634690.1
OG0008872	Cg008G292160	XP_013726084.2, XP_013653792.1
OG0008873	Cg005G164110	XP_013691431.1, NP_001302918.1, XP_048609613.1, XP_013752079.2
OG0008874	Cg005G164240	XP_013724305.1, XP_048608614.1, XP_013686289.1, XP_048635458.1
OG0008875	Cg005G164480	XP_048610400.1, XP_013686095.2, XP_013687817.1, XP_013744953.2
OG0008876	Cg005G164490	XP_048608620.1, XP_048631745.1, XP_013687815.2, XP_013744950.2
OG0008877	Cg008G282520	XP_013723529.1, XP_013730070.1
OG0008878	Cg008G282620	XP_048623824.1, XP_013730111.2
OG0008879	Cg008G282670	XP_013732246.2, XP_013723572.2, XP_013730115.1
OG0008880	Cg008G282770	XP_013732277.3, XP_048602634.1
OG0008881	Cg008G283180	XP_013725207.2, XP_013746073.2, XP_013733492.3
OG0008882	Cg008G283500	XP_048602626.1, XP_048624357.1, XP_013666176.2
OG0008883	Cg008G283870	XP_048604469.1, XP_013720250.1, XP_013725007.3, XP_022566091.2
OG0008884	Cg008G284420	XP_013724758.2, XP_022554174.1, XP_013726252.1, XP_013666188.1
OG0008885	Cg008G284500	XP_013668370.1, XP_013730136.1, XP_022554177.1, XP_013724736.1
OG0008886	Cg008G284690	XP_013721399.1, XP_013668374.2, XP_048624321.1
OG0008888	Cg008G299830	XP_013721961.1, XP_013667371.2, XP_013663196.1
OG0008889	Cg008G300120	XP_013676027.2, XP_013721996.2, XP_013682023.2, XP_013730651.2
OG0008890	Cg008G300170	XP_048623386.1, XP_048599087.1, XP_013674671.1, XP_048605549.1
OG0008891	Cg008G300230	XP_022571495.1, XP_013667349.2, XP_013676024.2, XP_013721861.1
OG0008892	Cg008G300620	XP_013681977.2, XP_013730925.2, XP_048605638.1, XP_013675988.1
OG0008893	Cg008G300640	XP_013674660.1, XP_013721906.2, XP_013730934.2
OG0008894	Cg008G300250	XP_013667348.2, XP_048599082.1, XP_013730703.1, XP_013682011.2
OG0008895	Cg008G300960	XP_013667280.2, XP_013707695.1, XP_013721927.2
OG0008896	Cg003G108550	XP_013730931.1, XP_013672916.1
OG0008897	Cg008G301370	XP_013682268.1, XP_013731327.2, XP_013721890.1
OG0008898	Cg008G301390	XP_048599040.1, XP_048623339.1, XP_013721889.1
OG0008899	Cg008G301580	XP_048602480.1, XP_013717657.1, XP_048599032.1
OG0008900	Cg008G301640	XP_013680229.2, XP_013667225.1, XP_013717693.1
OG0008901	Cg008G301670	XP_013731400.2, XP_013682250.1, XP_013667221.2, XP_013717629.2
OG0008902	Cg008G301790	XP_048608097.1, XP_048627891.1, XP_013717641.2, XP_013667211.2
OG0008903	Cg008G302140	XP_013680079.2, XP_013723472.1, XP_013734953.1, XP_013667199.2
OG0008904	Cg008G302180	XP_013665879.2, XP_013740692.2, XP_013712859.1, XP_013723526.2
OG0008905	Cg008G302590	XP_013679927.1, XP_013724041.2, XP_048599005.1
OG0008906	Cg008G302730	XP_048598997.1, XP_013705873.1, XP_013705724.2, XP_013713045.2
OG0008907	Cg003G108390	XP_048598993.1, XP_048623290.1, XP_048605925.1, XP_022551586.1
OG0008908	Cg003G107980	XP_022556152.1, XP_022551593.2
OG0008909	Cg003G111720	XP_013643027.2, XP_013643187.1, XP_048625786.1, XP_048595450.1
OG0008910	Cg003G107640	XP_013715847.2, XP_013708157.1, XP_013714482.1
OG0008911	Cg003G107630	XP_013712170.1, XP_013714483.2, XP_048602571.1, XP_048606080.1
OG0008912	Cg003G107540	XP_013682125.1, XP_013715827.2
OG0008913	Cg003G107460	XP_013680853.2, XP_013652953.2, XP_013661753.2, XP_013708742.2
OG0008914	Cg003G107430	XP_013682155.2, XP_013680913.2, XP_013659397.1, XP_013716155.2
OG0008915	Cg003G106790	XP_013740285.1, XP_013682387.1, XP_013729601.1, XP_013716675.1
OG0008916	Cg003G106710	XP_013729596.1, XP_013716602.2
OG0008917	Cg003G107190	XP_048598959.1, XP_048602616.1, XP_013744532.2
OG0008918	Cg003G106870	XP_048606332.1, XP_048603178.1, XP_048603607.1, XP_022561026.1, XP_022566242.1, XP_013716734.1
OG0008919	Cg003G106620	XP_013743788.2, XP_013682549.1, XP_013716558.1, XP_013702725.2
OG0008920	Cg003G106580	XP_013743785.1, XP_022560603.2, XP_013716780.2, XP_013702150.2
OG0008921	Cg003G106540	XP_013716819.3, XP_013702209.2
OG0008922	Cg003G111600	XP_013705217.1, XP_013659220.2, XP_013643288.1, XP_013643016.2
OG0008923	Cg003G111660	XP_013661302.2, XP_013643242.1, XP_013643025.2
OG0008924	Cg006G237830	XP_013693684.2, XP_013716123.1, XP_013657596.1, XP_013729489.1
OG0008925	Cg003G111770	XP_048616500.1, XP_022562165.2, XP_048637893.1, XP_013662558.2
OG0008926	Cg003G112060	XP_013659224.2, XP_022566152.1
OG0008927	Cg003G112220	XP_013667298.2, XP_048625789.1, XP_013722839.2, XP_013643163.2
OG0008928	Cg003G112560	XP_048591372.1, XP_022555481.1, XP_013702406.2, XP_013667286.2
OG0008929	Cg003G112710	XP_048603259.1, XP_048630943.1, XP_013678373.2, XP_013669822.1, XP_013647075.1
OG0008930	Cg003G113150	XP_022570530.1, XP_013675425.1, XP_013643104.1, XP_013729792.1
OG0008931	Cg003G113050	XP_013647066.1, XP_013695967.1, XP_013711115.2
OG0008932	Cg003G113030	XP_022543291.1, XP_013643093.2, XP_013678424.1, XP_013723533.2
OG0008933	Cg003G114010	XP_022573168.1, XP_013655227.1, XP_048603294.1, XP_013722451.2
OG0008934	Cg003G114120	XP_022564242.1, XP_048616908.1, XP_013722474.1, XP_013727468.2
OG0008935	Cg003G114310	XP_013701896.1, XP_048631225.1, XP_013727456.2, XP_013686194.2, XP_013653497.1
OG0008936	Cg003G114450	XP_013661352.1, XP_013654738.1, XP_013689666.1, XP_013661911.1
OG0008937	Cg003G114830	XP_022564840.1, XP_013661339.2, XP_013653584.1, XP_013687060.1
OG0008938	Cg003G114980	XP_013651699.1, XP_013690968.1, XP_022568838.1, XP_013659239.2
OG0008939	Cg003G115000	XP_048617438.1, XP_013722541.1, XP_013690846.1, XP_013651697.1
OG0008940	Cg003G115130	XP_013661327.2, XP_013652797.1, XP_013653768.1, XP_013686271.1
OG0008941	Cg003G115290	XP_013653757.1, XP_048595507.1, XP_048623850.1
OG0008942	Cg003G115390	XP_013653747.1, XP_048618476.1, XP_013652814.1, XP_013661311.2
OG0008943	Cg003G115440	XP_013652817.2, XP_013661307.2, XP_013651742.1, XP_013651706.1
OG0008944	Cg003G115510	XP_013653735.1, XP_048618477.1
OG0008945	Cg003G115670	XP_013653734.1, XP_013653647.2, XP_022562644.1, XP_048603307.1
OG0008946	Cg003G115890	XP_013661367.2, XP_013691205.1, XP_022551341.1, XP_048631513.1, XP_013722590.3
OG0008947	Cg003G076580, Cg014G332990	XP_048595112.1, XP_013660402.2, XP_013735282.2, XP_013684297.2
OG0008948	Cg006G245070	XP_013651705.2, XP_013665585.1, XP_013722164.1, XP_013730423.1
OG0008949	Cg003G076300, Cg014G333280	XP_048626148.1, XP_013731259.2, XP_048632121.1, XP_048605975.1
OG0008950	Cg014G333370, Cg003G076210	XP_013740769.2, XP_013681109.1, XP_013732159.1, XP_013680919.1
OG0008951	Cg003G076190	XP_013732157.2, XP_048630969.1, XP_013728606.1, XP_013731244.2, XP_048595100.1
OG0008952	Cg014G332800, Cg003G076800	XP_013735309.1, XP_013660564.2, XP_022570686.2, XP_013684333.2
OG0008953	Cg003G077140, Cg014G332490	XP_013660661.1, XP_048625489.1
OG0008954	Cg014G331650, Cg003G078040	XP_013722752.1, XP_013735334.2, XP_022569748.2
OG0008955	Cg003G077400, Cg014G332220	XP_048595162.1, XP_048625515.1, XP_013735357.1, XP_013684405.1
OG0008956	Cg005G186550	XP_013735364.2, XP_022570029.1
OG0008957	Cg014G331410, Cg003G078240	XP_013694968.1, XP_013674966.1, XP_048632065.1, XP_013731975.1
OG0008958	Cg014G330720, Cg003G078810	XP_048595191.1, XP_013722960.2, XP_013693338.1, XP_013644114.1
OG0008959	Cg003G078890, Cg003G095060	XP_048595195.1, XP_013688526.1
OG0008960	Cg003G094780, Cg003G079220	XP_048608602.1, XP_048595203.1, XP_048625538.1
OG0008961	Cg003G079240, Cg003G094760	XP_013726309.1, XP_013675828.1, XP_013688556.1, XP_022547892.2
OG0008962	Cg005G173300	XP_013747255.1, XP_013671317.1, XP_048636694.1
OG0008963	Cg008G319770	XP_013707116.1, XP_048619688.1, XP_013682359.1, XP_048615462.1
OG0008964	Cg008G319750	XP_013752555.1, XP_013705148.1, XP_048595952.1, XP_013661746.1
OG0008965	Cg008G319380	XP_022570423.1, XP_013707161.1
OG0008966	Cg008G319220	XP_022571335.2, XP_013706027.2, XP_013735961.2, XP_013659391.1
OG0008967	Cg005G173340	XP_013748464.1, XP_013662710.2, XP_013734221.2, XP_013683452.1
OG0008968	Cg005G173530	XP_013672725.1, XP_013747247.2
OG0008969	Cg005G173410	XP_013672724.1, XP_013744462.2, XP_013683451.1, XP_013734220.2
OG0008970	Cg005G173820	XP_048636715.1, XP_013686115.1, XP_013683442.1, XP_013734215.1
OG0008971	Cg005G173760	XP_013683437.1, XP_013734211.1, XP_048636714.1
OG0008972	Cg005G174100	XP_013648049.1, XP_013748698.1
OG0008974	Cg005G174190	XP_013723832.1, XP_013747226.2, XP_048634882.1, XP_013737641.1
OG0008975	Cg006G194000	XP_048593075.1, XP_048619774.1
OG0008977	Cg005G175240	XP_013729402.1, XP_013744325.2, XP_013734156.2, XP_048608375.1
OG0008978	Cg005G175390	XP_013748754.2, XP_048610239.1, XP_013744315.2, XP_013687477.1
OG0008979	Cg005G175570	XP_048609964.1, XP_048634825.1, XP_013683217.2, XP_013738941.2
OG0008980	Cg005G175830, Cg005G175380	XP_048634871.1, XP_013698633.1
OG0008981	Cg005G176010	XP_048636791.1, XP_048610254.1, XP_048633847.1, XP_048609936.1
OG0008982	Cg005G176610, Cg005G176550	XP_048630578.1, XP_013748817.2, XP_013721114.1
OG0008983	Cg005G176590	XP_013733961.1, XP_013683271.1, XP_048633821.1
OG0008984	Cg005G177590	XP_013734936.2, XP_013744622.1, XP_048610830.1, XP_048630416.1, XP_048636855.1
OG0008985	Cg005G177880	XP_022552791.2, XP_048610436.1, XP_013691065.1, XP_013747131.1
OG0008986	Cg005G177900	XP_048633786.1, XP_013718332.1, XP_013651827.2
OG0008987	Cg005G178140	XP_013747137.2, XP_013643844.1, XP_013647698.2
OG0008988	Cg005G178170	XP_048633783.1, XP_013690844.2, XP_013729539.2, XP_013647693.2
OG0008989	Cg005G178530	XP_013744154.2, XP_022557003.2, XP_048592838.1, XP_048610461.1
OG0008990	Cg005G178590	XP_013747126.2, XP_013744202.2, XP_013740679.1, XP_013733793.1
OG0008991	Cg005G178900	XP_013744147.2, XP_048610074.1, XP_013692153.1, XP_013647669.2
OG0008992	Cg005G179030	XP_013692859.2, XP_013720131.2, XP_013743946.2, XP_013647677.2, XP_013746548.2
OG0008993	Cg005G179250	XP_013651799.2, XP_013687512.1, XP_013743948.2, XP_013720082.1
OG0008994	Cg005G179720	XP_013720462.1, XP_013747074.1
OG0008995	Cg005G179730	XP_013686090.1, XP_013647632.1, XP_013720531.1
OG0008996	Cg005G181530	XP_013692306.2, XP_013720518.1, XP_013744002.2
OG0008997	Cg005G181230	XP_013651729.1
OG0008998	Cg005G181100	XP_013720494.1, XP_013747079.1, XP_048631863.1, XP_013696029.2
OG0008999	Cg005G180430	XP_013735025.2, XP_013697303.1, XP_048591488.1
OG0009000	Cg005G181610	XP_013696252.1, XP_013744030.2, XP_048612429.1
OG0009001	Cg005G185000	XP_013658831.2, XP_013710901.1, XP_013722035.2, XP_013745984.2
OG0009002	Cg005G187230	XP_013664005.2, XP_022571808.2, XP_013698264.2
OG0009003	Cg005G187240, Cg005G185840	XP_048608753.1, XP_048631878.1, XP_013696899.1, XP_013744068.2
OG0009004	Cg001G013220	XP_013739883.2, XP_013705744.1, XP_013709847.2, XP_013655588.1
OG0009005	Cg001G013260	XP_013742975.1, XP_013671603.1, XP_013712631.1, XP_013709851.2
OG0009006	Cg001G013620	XP_048619107.1, XP_048619893.1, XP_013709846.1, XP_013711742.1
OG0009007	Cg004G116630	XP_048614340.1, XP_013730612.1, XP_013729724.2
OG0009008	Cg004G116610	XP_022570292.2, XP_013730603.2, XP_048614342.1
OG0009009	Cg004G116600	XP_022570295.1, XP_013730604.1, XP_048614346.1
OG0009010	Cg004G116350	XP_048631584.1, XP_048636270.1, XP_013729791.2
OG0009011	Cg004G116360	XP_048632130.1, XP_013684260.1, XP_013729811.2, XP_048636280.1
OG0009012	Cg004G116240	XP_048629969.1, XP_013689815.2, XP_013735610.2, XP_013684270.2
OG0009013	Cg001G014330	XP_013703504.1, XP_013738102.1, XP_013742297.2, XP_022567255.2
OG0009014	Cg001G013730	XP_013725695.1, XP_048593702.1, XP_022573217.2, XP_048600235.1
OG0009015	Cg001G013860	XP_013725699.1, XP_013654982.1, XP_013742449.1, XP_013742066.1
OG0009016	Cg004G117040	XP_013684229.2, XP_022571946.2, XP_048614309.1, XP_013750975.2
OG0009017	Cg004G117320	XP_013735672.2, XP_013684206.2, XP_048636994.1, XP_048614289.1
OG0009018	Cg004G117670	XP_048606002.1, XP_013735700.2, XP_013682574.2, XP_048601991.1
OG0009019	Cg004G117750	XP_048636229.1, XP_048614263.1, XP_048606015.1, XP_013735706.2
OG0009020	Cg004G118010	XP_013750922.2, XP_048636165.1, XP_013735732.2, XP_022571970.2
OG0009021	Cg004G118100	XP_048601972.1, XP_013732191.1
OG0009022	Cg004G118240	XP_013732343.2, XP_013732189.2, XP_048601964.1
OG0009023	Cg004G118310	XP_013732168.2, XP_048600840.1, XP_048636201.1, XP_048614216.1
OG0009024	Cg004G118320	XP_048636212.1, XP_048614221.1
OG0009025	Cg005G166380, Cg004G118590	XP_013752011.2, XP_048602274.1, XP_048591339.1
OG0009026	Cg004G119360	XP_048636196.1, XP_013712939.2
OG0009027	Cg004G119680	XP_048636179.1
OG0009028	Cg004G119760	XP_022542964.2, XP_048591789.1, XP_048636174.1, XP_013740262.2
OG0009029	Cg004G119770	XP_013731658.2, NP_001303189.1, XP_048591746.1
OG0009030	Cg004G119930	XP_048614550.1, XP_013725984.1, XP_013735761.1, XP_013745050.1
OG0009031	Cg004G120080	XP_048636151.1, XP_048614530.1, XP_013745057.1, XP_013735767.2
OG0009032	Cg004G120260	XP_013750446.1, XP_013735777.2, XP_013750777.2, XP_013750781.2
OG0009033	Cg004G120300	XP_013750776.2, XP_013735775.2, XP_013750445.1
OG0009034	Cg004G120340	XP_022559152.1, XP_022571977.2, XP_013729725.2, XP_048620524.1
OG0009035	Cg004G120580	XP_013640276.2, XP_013723566.1
OG0009037	Cg004G120940	XP_013750695.1, XP_013750730.1
OG0009038	Cg004G121470	XP_022559330.2, XP_048615392.1, XP_013684492.2, XP_013735944.2
OG0009039	Cg004G121490	XP_013735934.1, XP_048606069.1
OG0009040	Cg004G122000	XP_013735919.2, XP_013684469.1, XP_022571818.2, XP_013697949.2
OG0009041	Cg004G122220	XP_048636058.1, XP_013697721.2, XP_048632255.1, XP_048606081.1
OG0009042	Cg004G122490	XP_013750665.2, XP_013696373.1, XP_048628663.1, XP_048626169.1, XP_048628826.1
OG0009043	Cg004G122690	XP_048615354.1, XP_013750656.1, XP_013687913.1, XP_013735889.1
OG0009044	Cg004G122940	XP_048636032.1, XP_013684676.1, XP_013681021.1
OG0009045	Cg004G123160	XP_048617626.1, XP_022559324.1, XP_013750636.2
OG0009046	Cg008G311210, Cg008G309360	XP_013647380.2, XP_013647398.2, XP_013659082.2, XP_013724333.1
OG0009047	Cg004G123370	XP_048629777.1, XP_022575013.1
OG0009048	Cg008G309980, Cg008G311770	XP_048606108.1, XP_013684650.2
OG0009049	Cg004G123420	XP_013750564.2, XP_022559575.1, XP_048629764.1, XP_013748616.1
OG0009050	Cg004G124020	XP_013671955.2, XP_048593092.1
OG0009051	Cg005G185410	XP_048597377.1, XP_048597346.1, XP_048620928.1
OG0009052	Cg007G268500	XP_048637654.1, XP_013670958.1
OG0009053	Cg004G124120	XP_013724058.2, XP_048616149.1, XP_013750493.2, XP_013697701.1
OG0009054	Cg004G124160	XP_013724064.1, XP_048600788.1, XP_013736007.1, XP_013684616.1
OG0009055	Cg006G203160	XP_013749632.2, XP_048616902.1, XP_022545504.2, XP_013698662.2
OG0009057	Cg005G165600	XP_013683627.2, XP_013734513.1, XP_013744915.2, XP_013687741.2
OG0009058	Cg005G165650	XP_013687299.1, XP_013747871.1, XP_048611160.1, XP_013744921.2, XP_048611157.1, XP_048634606.1
OG0009059	Cg005G165740	XP_048634603.1, XP_013691668.2, XP_013752188.2, XP_013752173.2
OG0009060	Cg005G165800	XP_013690704.2, XP_013744937.1, XP_048609367.1, XP_013748065.2
OG0009061	Cg005G165930	XP_013740583.2, XP_048608573.1, XP_013695770.1, XP_013752169.1
OG0009062	Cg005G166560	XP_013744840.1, XP_013677140.2, XP_048636443.1, XP_013731939.2
OG0009063	Cg005G166570	XP_013748320.1, XP_013690556.1, XP_013675010.1, XP_013674888.2
OG0009064	Cg005G166730	XP_013752228.2, XP_013691735.1, XP_013747378.1, XP_013675004.1
OG0009065	Cg005G167050	XP_013748287.2, XP_022557961.2, XP_022554823.1, XP_013734609.1
OG0009066	Cg005G166820	XP_013752223.2, XP_013712451.1, XP_013690711.1
OG0009067	Cg005G167130	XP_013748279.2, XP_048609416.1, XP_013699135.2, XP_013745134.1
OG0009068	Cg005G167570	XP_013748255.1, XP_013698806.1, XP_013703704.1, XP_013745121.2
OG0009069	Cg007G268100	XP_013715985.2, XP_013715963.1, XP_048617084.1, XP_013652279.2
OG0009070	Cg005G167590	XP_013703373.1, XP_048631690.1, XP_048634563.1, XP_013702681.1
OG0009071	Cg005G170430	XP_048631423.1, XP_048628885.1, XP_048610579.1, XP_048630472.1, XP_022574932.1
OG0009072	Cg005G170370	XP_013681176.1, XP_048631494.1, XP_013752275.2, XP_013692355.1
OG0009073	Cg005G170350	XP_013683586.2, XP_013734372.2, XP_048628916.1, XP_048631417.1
OG0009074	Cg002G054040	XP_013646591.1, XP_013713837.1, XP_013659848.1, XP_013659806.1
OG0009075	Cg005G170060	XP_013647422.2, XP_013734360.2, XP_013748428.1, XP_048628436.1, XP_048610559.1
OG0009076	Cg005G169900	XP_022575978.2, XP_048628441.1, XP_048636552.1, XP_013691669.2, XP_048611034.1
OG0009077	Cg005G169620	XP_013734348.2, XP_013688829.2, XP_048611042.1, XP_048634497.1
OG0009078	Cg005G169460	XP_013688872.1, XP_048631646.1, XP_013684056.2, XP_048636522.1
OG0009079	Cg005G169140	XP_013752241.2, XP_013691302.2, XP_013682654.1, XP_048634521.1
OG0009080	Cg005G168580	XP_013723936.1, XP_013734718.1
OG0009081	Cg005G168570	XP_048636500.1, XP_013752262.2
OG0009082	Cg005G167700	XP_013703784.1, XP_013734666.2, XP_013748249.1, XP_013707607.1
OG0009083	Cg005G167720	XP_013705588.2, XP_013734668.1, XP_013748251.2, XP_013705652.1
OG0009084	Cg005G168350	XP_048631667.1, XP_013723918.1, XP_013748367.2, XP_013650239.1
OG0009085	Cg005G167820	XP_013701890.2, XP_013745103.2, XP_013734677.2
OG0009086	Cg005G168020	XP_013734684.2, XP_013732526.2
OG0009087	Cg005G168030	XP_048631672.1, XP_048608519.1, XP_013699359.1, XP_013747460.2
OG0009088	Cg005G170740	XP_013662090.2, XP_013680211.1, XP_013683611.2, XP_013734314.2
OG0009089	Cg006G230640	XP_013662202.2, XP_048621204.1, XP_013641527.1, XP_022558727.2
OG0009090	Cg006G230620	XP_048597670.1, XP_013711127.2, XP_013641528.3, XP_013749606.2
OG0009091	Cg006G230450	XP_013712385.2, XP_013662205.2, XP_048638298.1
OG0009092	Cg006G230390	XP_013702999.1, XP_013682895.2, XP_013749851.2, XP_013641498.2
OG0009093	Cg006G230290	XP_013710717.1, XP_048597664.1, XP_013646586.2, XP_013673800.1
OG0009094	Cg006G230240	XP_048638306.1, XP_013750449.2, XP_013659561.2, XP_013710216.2
OG0009095	Cg006G229920	XP_022546063.2, XP_013702122.1, XP_013710872.2, XP_013662242.2
OG0009096	Cg006G229790	XP_048614126.1
OG0009097	Cg006G229550	XP_013696078.1, XP_048597642.1, XP_048621161.1
OG0009098	Cg006G229460	XP_013710173.1, XP_013710208.1, XP_013746933.2, XP_013646624.1
OG0009099	Cg006G229430	XP_013641646.1, XP_013659026.1, XP_013710686.1, XP_013710562.1
OG0009100	Cg006G229090	XP_013711217.1, XP_013682947.2, XP_013660453.1, XP_013641611.1
OG0009101	Cg006G228740	XP_013710793.2, XP_013682964.2, XP_013744567.2, XP_013641567.1
OG0009102	Cg006G228610	XP_013744594.1, XP_048638350.1, XP_048622383.1
