Orthogroup	Cardamine_glauca	Odontarrhena_muralis
OG0010075	Cg003G113670	Om006G231510
OG0010076	Cg003G113710	Om006G231460
OG0010077	Cg003G114540	Om006G230500
OG0010078	Cg003G114710	Om006G230290
OG0010079	Cg003G114780	Om006G230260
OG0010080	Cg003G114810	Om006G230240
OG0010081	Cg003G114820	Om006G230220
OG0010082	Cg003G115030	Om006G229940
OG0010083	Cg002G059150	Om006G229540
OG0010085	Cg002G055440	Om006G257340
OG0010086	Cg003G096990, Cg003G115910	Om002G045320
OG0010087	Cg003G075980	Om004G157110
OG0010088	Cg003G076590, Cg014G332980	Om004G157780
OG0010089	Cg014G333030, Cg003G076540	Om004G157750
OG0010090	Cg006G227740	Om005G199880
OG0010091	Cg003G076840, Cg014G332760	Om004G158080
OG0010092	Cg003G077960, Cg014G331700	Om004G158700
OG0010093	Cg014G331990, Cg003G077620	Om004G159050
OG0010094	Cg003G078120, Cg014G331570	Om004G159450
OG0010095	Cg003G078160, Cg014G331480	Om004G159500
OG0010096	Cg003G078310, Cg014G331330	Om004G159740
OG0010097	Cg014G330930, Cg003G078620	Om004G160040
OG0010098	Cg003G078780, Cg014G330760	Om002G077450, Om004G160230
OG0010099	Cg003G094750, Cg003G079250	Om004G160760
OG0010100	Cg003G094690, Cg003G079320	Om004G160840
OG0010101	Cg003G079350, Cg003G094650	Om007G302180
OG0010102	Cg003G094620, Cg003G079390	Om007G302220
OG0010103	Cg003G079420, Cg003G094590	Om007G302250
OG0010104	Cg003G094370, Cg003G079650	Om007G293090
OG0010105	Cg008G319490	Om007G277840
OG0010106	Cg005G173250	Om007G278300
OG0010107	Cg005G173330	Om007G278400
OG0010108	Cg005G174300	Om007G279350
OG0010109	Cg005G174110	Om007G279540
OG0010110	Cg005G174730	Om007G279900
OG0010111	Cg005G174910	Om007G280080
OG0010112	Cg005G175450	Om007G280740
OG0010113	Cg005G175650	Om007G280960
OG0010114	Cg005G175980	Om007G281260
OG0010115	Cg005G176390	Om007G281650
OG0010116	Cg005G176890	Om007G282060
OG0010117	Cg005G177160	Om007G282210
OG0010118	Cg005G178090	Om007G283080
OG0010119	Cg005G178600	Om007G283450
OG0010120	Cg005G178850	Om007G283620
OG0010121	Cg005G179170	Om007G283890
OG0010122	Cg005G179190	Om007G283910
OG0010123	Cg005G179270	Om007G283970
OG0010124	Cg005G179650	Om007G284310
OG0010125	Cg005G179660	Om007G284320, Om003G111540, Om003G111570
OG0010126	Cg005G179670	Om002G085390, Om007G284330, Om002G085460, Om003G111550
OG0010127	Cg005G181140	Om007G284790
OG0010128	Cg005G182710	Om007G285340
OG0010129	Cg006G241520	Om007G300970
OG0010130	Cg005G183310	Om007G285470
OG0010131	Cg005G185700	Om004G149490
OG0010132	Cg001G013280	Om001G020380
OG0010133	Cg004G116120	Om002G042220
OG0010134	Cg004G124270	Om002G051010, Om002G051030
OG0010135	Cg008G281980	Om004G177340
OG0010136	Cg005G164570	Om008G328050
OG0010137	Cg005G164620	Om008G328130
OG0010139	Cg001G014250	Om001G017760
OG0010140	Cg004G116870	Om002G042970
OG0010141	Cg004G117950	Om002G044160
OG0010142	Cg004G118370	Om002G044660
OG0010143	Cg004G118390	Om002G044680
OG0010144	Cg004G119320	Om002G045140
OG0010145	Cg004G119370	Om002G045210
OG0010146	Cg004G119450	Om002G045290
OG0010147	Cg004G119520	Om002G045370
OG0010148	Cg004G119980	Om002G046050
OG0010150	Cg004G120460	Om002G046600
OG0010151	Cg004G121560	Om002G048010
OG0010152	Cg004G122740	Om002G049350
OG0010153	Cg004G122730	Om002G049360
OG0010154	Cg004G122960	Om002G049630
OG0010155	Cg004G122980	Om002G049710
OG0010156	Cg004G123150	Om002G049790
OG0010157	Cg004G123890	Om002G050560
OG0010158	Cg004G124050	Om002G050760
OG0010159	Cg003G109850	Om006G235990
OG0010160	Cg004G124400	Om002G051170
OG0010161	Cg005G166240	Om008G330840
OG0010162	Cg005G166390	Om008G331120
OG0010163	Cg005G166420	Om008G331080
OG0010164	Cg005G166780	Om008G331870
OG0010165	Cg002G051610	Om006G252670
OG0010166	Cg005G167250	Om008G332620
OG0010167	Cg005G167510	Om008G333170
OG0010168	Cg005G170140	Om008G337190
OG0010169	Cg005G169890	Om008G336820
OG0010170	Cg005G169730	Om008G336530
OG0010171	Cg005G169380	Om008G336060
OG0010172	Cg005G169370	Om008G336020
OG0010173	Cg005G169240	Om008G335900
OG0010175	Cg005G168200	Om008G334260, Om008G334350
OG0010176	Cg005G168310	Om008G334410
OG0010178	Cg006G239620	Om005G184080
OG0010179	Cg005G167610	Om008G333290
OG0010180	Cg006G230420	Om005G196150
OG0010181	Cg006G230370	Om005G196200
OG0010182	Cg006G229180	Om005G197750
OG0010183	Cg006G228420	Om005G198840
OG0010184	Cg006G228300	Om005G199030
OG0010185	Cg008G300550	Om006G241770
OG0010186	Cg006G227900	Om005G199620
OG0010187	Cg006G227360	Om005G200450
OG0010188	Cg006G227280	Om005G200560
OG0010189	Cg006G226780	Om005G201170
OG0010190	Cg006G226580	Om005G201380
OG0010191	Cg006G226490	Om005G201490
OG0010192	Cg006G226030	Om005G202060
OG0010193	Cg006G225990	Om005G202090
OG0010194	Cg006G225980	Om005G202100, Om004G170760
OG0010195	Cg006G225940	Om005G202130
OG0010196	Cg006G225890	Om005G202190
OG0010197	Cg006G225540	Om005G202560
OG0010198	Cg006G225250	Om005G202850
OG0010199	Cg006G225240	Om005G202860
OG0010200	Cg006G225140	Om005G202990
OG0010201	Cg006G224930	Om005G203270
OG0010202	Cg006G224320	Om005G204080
OG0010203	Cg006G224300	Om005G204110
OG0010204	Cg007G278360	Om004G134360
OG0010205	Cg006G223260	Om005G205190
OG0010206	Cg006G223090	Om005G205370
OG0010207	Cg006G222980	Om005G205530
OG0010208	Cg006G222740	Om005G205730
OG0010209	Cg006G222610	Om004G143620
OG0010210	Cg007G270940	Om005G207560
OG0010211	Cg006G221960	Om004G144500
OG0010212	Cg006G221230	Om004G145250
OG0010215	Cg006G220650	Om004G146410
OG0010216	Cg006G220410	Om004G146760
OG0010217	Cg006G220290	Om004G146920
OG0010218	Cg007G268320	Om005G211320
OG0010220	Cg006G219670	Om004G147710
OG0010221	Cg006G219660	Om004G147720
OG0010222	Cg006G219230	Om004G148380
OG0010223	Cg001G016190	Om006G240760
OG0010224	Cg001G015740	Om007G285940
OG0010225	Cg001G015720	Om007G285970
OG0010226	Cg001G015620	Om007G286080
OG0010227	Cg001G015610	Om007G286090
OG0010228	Cg001G015030	Om007G286790
OG0010229	Cg005G188270	Om004G149240
OG0010231	Cg005G189930	Om004G153410, Om018G374070
OG0010235	Cg005G191040	Om004G155400, Om004G153000
OG0010236	Cg005G191060	Om004G154880, Om004G152230
OG0010237	Cg005G191070	Om004G152220, Om004G154870
OG0010239	Cg005G191830	Om004G154380
OG0010240	Cg005G193160	Om004G155860
OG0010241	Cg005G193760	Om004G156380
OG0010242	Cg006G230730	Om005G195800
OG0010243	Cg006G230810	Om005G195680
OG0010244	Cg006G231140	Om005G195190
OG0010245	Cg006G231480	Om005G194610
OG0010246	Cg006G231680	Om005G194380
OG0010247	Cg006G232040	Om005G194090
OG0010248	Cg006G232580	Om005G193050
OG0010249	Cg006G232570	Om005G193060
OG0010250	Cg006G232730	Om005G192870
OG0010251	Cg006G233570	Om005G191760
OG0010252	Cg006G234630	Om005G190180
OG0010253	Cg006G234790	Om004G131880
OG0010254	Cg006G234940	Om005G189800
OG0010255	Cg006G235030	Om005G189670
OG0010256	Cg006G235330	Om005G189310
OG0010257	Cg006G235560	Om005G189020
OG0010258	Cg006G236490	Om005G187730
OG0010259	Cg006G236610	Om005G187560
OG0010261	Cg006G237060	Om005G187000
OG0010262	Cg006G237210	Om005G186850
OG0010263	Cg006G238440	Om005G185410
OG0010264	Cg006G239440	Om003G100720, Om005G184290
OG0010265	Cg006G239750	Om005G183930
OG0010267	Cg006G240560	Om005G183130
OG0010268	Cg006G240860	Om005G182810
OG0010269	Cg006G240880	Om005G182780
OG0010270	Cg006G241140	Om005G182460
OG0010271	Cg006G241150	Om005G182450
OG0010272	Cg006G241540	Om005G181990
OG0010273	Cg006G241600	Om005G181930
OG0010274	Cg006G241930	Om005G181650
OG0010275	Cg006G242120	Om005G181440
OG0010276	Cg006G242440	Om005G181050
OG0010277	Cg006G242480	Om005G181010
OG0010279	Cg006G242670	Om005G180810
OG0010280	Cg006G242620	Om005G180840
OG0010281	Cg006G243090	Om005G180220
OG0010282	Cg006G243370	Om005G179840
OG0010283	Cg006G243740	Om005G179430
OG0010284	Cg006G243930	Om005G179210, Om005G179250
OG0010285	Cg006G243890	Om005G179300
OG0010286	Cg006G244670	Om005G178440
OG0010287	Cg008G294080	Om007G302010
OG0010288	Cg008G294410	Om007G301550
OG0010289	Cg008G294950	Om007G300920
OG0010290	Cg008G295890	Om007G299560
OG0010291	Cg008G295740	Om007G299820
OG0010292	Cg008G296760	Om007G298230
OG0010293	Cg008G296930	Om007G297960
OG0010294	Cg008G296920	Om007G297970
OG0010295	Cg008G297010	Om007G297850
OG0010296	Cg008G297500	Om007G297340
OG0010297	Cg008G297570	Om007G297260
OG0010298	Cg008G297940	Om007G296710
OG0010299	Cg004G119640	Om002G045630
OG0010300	Cg008G298650	Om007G295940
OG0010301	Cg008G299400	Om007G295100
OG0010302	Cg008G299690	Om007G294790
OG0010303	Cg001G006970	Om001G030760
OG0010304	Cg008G307320	Om007G293380
OG0010305	Cg008G307520	Om007G293220
OG0010307	Cg008G307690	Om001G032820
OG0010309	Cg008G308370	Om007G303720, Om007G303740
OG0010310	Cg008G308390	Om007G303730
OG0010311	Cg008G310690, Cg008G309050	Om007G304270
OG0010312	Cg008G308460	Om007G303820
OG0010314	Cg004G123450	Om002G050080
OG0010315	Cg008G293800	Om004G161080
OG0010316	Cg008G287840	Om004G169560
OG0010317	Cg006G206990	Om003G099840, Om005G178300
OG0010318	Cg008G287280	Om004G170250
OG0010319	Cg008G287220	Om004G170330
OG0010320	Cg008G287120	Om004G170450
OG0010321	Cg008G286570	Om004G171180
OG0010322	Cg008G286480	Om004G171250
OG0010323	Cg008G286370	Om004G171410
OG0010324	Cg008G286240	Om004G171630
OG0010325	Cg008G286170	Om004G171780, Om004G171730
OG0010326	Cg008G286150	Om004G171830
OG0010327	Cg008G286050	Om004G171920
OG0010328	Cg008G286040	Om004G171930
OG0010329	Cg008G285840	Om004G172220
OG0010330	Cg008G285850	Om004G172200
OG0010331	Cg008G305580	Om006G240610
OG0010332	Cg008G304750	Om006G239850
OG0010333	Cg008G304240	Om006G239260
OG0010334	Cg008G304170	Om006G239130
OG0010335	Cg008G304220	Om006G239220
OG0010336	Cg008G303750	Om006G238710
OG0010337	Cg008G303680	Om006G238650
OG0010338	Cg008G303540	Om006G238430
OG0010339	Cg008G303310	Om006G238100
OG0010340	Cg008G302760	Om006G237480
OG0010341	Cg003G108630	Om006G237290
OG0010342	Cg003G109170	Om006G236660
OG0010343	Cg003G109290	Om006G236540
OG0010344	Cg003G110050	Om006G235700
OG0010347	Cg003G110480	Om006G235100
OG0010348	Cg003G105850	Om006G247930
OG0010349	Cg002G055450	Om006G257350
OG0010350	Cg002G055840	Om006G257860
OG0010351	Cg002G056010	Om006G258180
OG0010352	Cg002G056030	Om006G258190
OG0010353	Cg002G056450	Om006G258720
OG0010354	Cg002G057200	Om006G260120
OG0010355	Cg002G057750	Om006G260850
OG0010356	Cg002G057840	Om006G260950
OG0010357	Cg002G058330	Om006G261780
OG0010358	Cg002G058410	Om006G261890
OG0010359	Cg002G058470	Om006G262330, Om005G214270
OG0010360	Cg002G058760	Om006G262940
OG0010361	Cg002G059020	Om006G263560
OG0010362	Cg002G059220	Om006G263870
OG0010363	Cg002G061460	Om005G184940
OG0010364	Cg002G062450	Om006G267650
OG0010365	Cg002G063000	Om006G268900
OG0010366	Cg002G063200	Om006G269030
OG0010367	Cg002G064160	Om006G268690
OG0010368	Cg002G064270, Cg002G053390	Om004G134210
OG0010369	Cg002G071010	Om006G231160
OG0010370	Cg007G267710	Om005G212000
OG0010371	Cg007G267460	Om005G212290
OG0010372	Cg007G268340	Om005G211270
OG0010373	Cg007G267950	Om005G211680
OG0010374	Cg007G268760	Om005G210650
OG0010375	Cg007G268830	Om005G210590
OG0010376	Cg007G269030	Om005G210340
OG0010377	Cg007G268930	Om005G210460
OG0010379	Cg007G269450	Om005G209750
OG0010380	Cg007G269730	Om005G209700
OG0010381	Cg007G269540	Om005G209470
OG0010382	Cg007G270680	Om005G208080
OG0010383	Cg007G271520	Om005G206800
OG0010384	Cg007G271720	Om005G206600
OG0010385	Cg007G272140	Om005G205990
OG0010386	Cg007G272640	Om004G142920
OG0010387	Cg007G278920	Om004G133430
OG0010388	Cg007G278670	Om004G133990
OG0010390	Cg007G278250	Om004G134500
OG0010391	Cg007G278040	Om004G134850
OG0010392	Cg002G055350	Om006G257230
OG0010393	Cg007G277830	Om004G135120
OG0010394	Cg007G277720	Om004G144610
OG0010395	Cg006G225860	Om005G202240
OG0010396	Cg007G275670	Om004G137730
OG0010397	Cg007G274610	Om004G139980
OG0010398	Cg007G274580	Om004G140020, Om004G140030
OG0010400	Cg007G274250	Om004G140470
OG0010401	Cg007G274050	Om004G140820
OG0010402	Cg007G273950	Om004G140980
OG0010403	Cg007G273850	Om004G141140
OG0010404	Cg007G273490	Om004G141940
OG0010405	Cg007G273410	Om004G142030
OG0010407	Cg007G273400	Om004G142040
OG0010408	Cg007G272800	Om004G142680
OG0010409	Cg007G279790	Om004G132160
OG0010410	Cg007G280050	Om004G131810
OG0010411	Cg007G280340	Om004G131450
OG0010412	Cg007G280890	Om004G130900
OG0010413	Cg007G280830	Om004G130810
OG0010414	Cg007G280650	Om004G130490
OG0010415	Cg007G281310	Om004G130140
OG0010416	Cg007G281430	Om004G130000, Om004G132560
OG0010417	Cg003G102550	Om003G117110
OG0010418	Cg004G128950	Om002G057130
OG0010421	Cg004G130410	Om002G059110
OG0010422	Cg004G130550	Om002G059390
OG0010423	Cg004G130590	Om002G059430
OG0010424	Cg004G130640	Om002G059470
OG0010425	Cg004G130930	Om002G059870
OG0010426	Cg008G300560	Om006G241780
OG0010427	Cg004G131550	Om002G060480
OG0010428	Cg004G131680	Om002G060650
OG0010429	Cg004G131910	Om002G060950
OG0010430	Cg004G132070	Om002G061290
OG0010431	Cg004G132750	Om002G062400
OG0010432	Cg001G025210	Om003G100460
OG0010433	Cg004G133870	Om002G063960
OG0010434	Cg004G134120	Om002G064200
OG0010435	Cg004G134480	Om002G064640
OG0010436	Cg004G134900	Om002G065180
OG0010437	Cg004G135000	Om002G065300
OG0010438	Cg004G135050	Om002G065360
OG0010439	Cg004G135160	Om002G065540
OG0010440	Cg004G135290	Om002G065670
OG0010441	Cg004G135470	Om002G065940
OG0010442	Cg004G135620	Om002G066130
OG0010443	Cg004G135660	Om002G066160
OG0010444	Cg004G135740	Om002G066310
OG0010445	Cg006G200120	Om003G098150
OG0010446	Cg004G136410	Om002G067060
OG0010447	Cg004G136430	Om002G067100
OG0010448	Cg004G136620	Om002G067260
OG0010449	Cg004G136630	Om002G067270
OG0010450	Cg006G199360	Om003G097090
OG0010451	Cg004G137000	Om002G067840
OG0010452	Cg004G137020	Om002G067870
OG0010453	Cg004G137030	Om002G067880
OG0010454	Cg004G137080	Om002G067930
OG0010455	Cg004G137090	Om002G067940
OG0010456	Cg004G137300	Om002G068200
OG0010457	Cg004G137410	Om002G068330
OG0010458	Cg004G137450	Om002G068380
OG0010459	Cg004G137570	Om002G068550
OG0010460	Cg004G138000	Om002G069030
OG0010461	Cg004G138520	Om002G069550
OG0010462	Cg004G138760	Om002G069840
OG0010463	Cg004G138880	Om002G069970
OG0010464	Cg004G138920	Om002G070050
OG0010465	Cg004G139230	Om002G071250, Om002G071220, Om002G070340
OG0010466	Cg004G139980	Om002G071110
OG0010467	Cg004G142110	Om002G073800
OG0010468	Cg004G140210	Om002G071400
OG0010469	Cg004G140230	Om002G071430
OG0010470	Cg004G140290	Om002G071540
OG0010471	Cg004G140490	Om002G071750
OG0010472	Cg004G140620	Om002G071830
OG0010473	Cg004G141020	Om002G072410
OG0010474	Cg004G141550	Om002G073050
OG0010475	Cg004G141610	Om002G073120
OG0010476	Cg004G142120	Om002G073810
OG0010477	Cg004G143260	Om002G075340
OG0010478	Cg004G146640	Om001G007390
OG0010479	Cg004G149010	Om002G081010
OG0010480	Cg004G151110	Om002G081750
OG0010481	Cg004G151660	Om005G184970, Om008G320470, Om003G097340
OG0010482	Cg004G151690	Om002G082090
OG0010483	Cg004G152220	Om002G082510
OG0010484	Cg004G152770	Om002G083100
OG0010485	Cg004G152790	Om002G083190
OG0010486	Cg004G152900	Om002G083430
OG0010487	Cg004G153180	Om002G083800
OG0010488	Cg004G154570	Om002G085670
OG0010489	Cg004G155850	Om002G087200
OG0010490	Cg004G155870	Om002G087220, Om002G088680
OG0010491	Cg004G156010	Om002G087380
OG0010492	Cg004G156120	Om002G087500
OG0010494	Cg004G156420	Om002G087860
OG0010495	Cg001G011550	Om001G023660
OG0010496	Cg004G156530	Om002G087930
OG0010497	Cg004G156740	Om002G088160
OG0010498	Cg004G156910	Om002G088360
OG0010499	Cg004G156930	Om002G088370
OG0010500	Cg006G194060	Om003G089410
OG0010501	Cg006G194160, Cg006G194150	Om003G089480
OG0010502	Cg006G194610	Om003G090060
OG0010503	Cg001G030690	Om003G104550, Om003G104580
OG0010504	Cg006G198130	Om003G095630
OG0010505	Cg002G055340	Om006G257220
OG0010506	Cg006G198860	Om003G096410
OG0010507	Cg006G198430	Om003G096020
OG0010508	Cg006G199030	Om003G096640
OG0010509	Cg006G199240	Om003G096950
OG0010510	Cg006G199320	Om003G097000
OG0010511	Cg006G199440	Om003G097210
OG0010512	Cg006G200080	Om003G098130
OG0010513	Cg006G201040	Om003G099090
OG0010514	Cg006G200570	Om003G098760, Om003G097510, Om004G145440
OG0010515	Cg006G201340	Om003G099390
OG0010516	Cg006G201490	Om003G099590
OG0010517	Cg006G201750	Om003G099820
OG0010520	Cg005G172050	Om008G339930
OG0010521	Cg005G172090	Om008G340060
OG0010522	Cg002G054810	Om006G256560
OG0010523	Cg002G054760	Om006G256530
OG0010524	Cg002G054740	Om006G256510
OG0010525	Cg002G054540	Om006G256270
OG0010526	Cg002G054520	Om006G256250
OG0010527	Cg002G054350	Om006G255910
OG0010528	Cg002G053800	Om006G255400
OG0010529	Cg002G053790	Om006G255390
OG0010531	Cg002G053730	Om006G255330
OG0010532	Cg002G053380	Om006G254970
OG0010533	Cg002G053490	Om006G255060
OG0010534	Cg002G053410	Om006G254980
OG0010535	Cg002G053050	Om006G254560
OG0010536	Cg002G052930	Om006G254440
OG0010537	Cg002G052590	Om006G254010
OG0010538	Cg002G054960	Om006G256710
OG0010539	Cg002G052200	Om006G253370
OG0010540	Cg002G051930	Om006G253030
OG0010541	Cg002G051760	Om006G252790
OG0010542	Cg002G051460	Om006G252460
OG0010543	Cg002G051440	Om006G252440
OG0010544	Cg002G051260	Om006G252170
OG0010545	Cg002G050690	Om006G251560
OG0010546	Cg002G049450	Om003G119830
OG0010547	Cg002G049410	Om003G119840
OG0010548	Cg002G049360	Om003G119890
OG0010549	Cg002G047800	Om003G122290
OG0010550	Cg002G047780	Om003G122310
OG0010551	Cg002G047630	Om003G122510
OG0010552	Cg002G047440	Om003G123040
OG0010553	Cg002G052210	Om006G253380
OG0010554	Cg002G046890	Om003G123930
OG0010555	Cg002G046800	Om003G124100
OG0010556	Cg002G046150	Om003G125130
OG0010557	Cg002G045990	Om003G125570
OG0010558	Cg002G045550	Om003G126160
OG0010559	Cg002G045540	Om003G126170
OG0010560	Cg002G045430	Om003G126310
OG0010561	Cg002G045390	Om003G126390
OG0010562	Cg002G045220	Om003G126700
OG0010563	Cg002G044860	Om003G127270
OG0010564	Cg002G044770	Om003G127360
OG0010565	Cg002G044760	Om003G127370
OG0010566	Cg002G044700	Om003G127440
OG0010567	Cg002G044140	Om003G128110
OG0010568	Cg002G043780	Om003G128670
OG0010569	Cg006G215970	Om003G128840, Om007G291030
OG0010570	Cg002G043550	Om003G128980
OG0010572	Cg006G230600	Om005G195960
OG0010575	Cg002G054770	Om006G256540
OG0010576	Cg002G052150	Om006G253290
OG0010578	Cg005G166060	Om008G330590
OG0010579	Cg005G165330	Om008G329230
OG0010580	Cg001G010110	Om001G026060
OG0010581	Cg001G001160	Om001G040520
OG0010582	Cg006G243360	Om005G179850
OG0010583	Cg006G240820	Om005G182870
OG0010585	Cg006G238120	Om005G185850
OG0010586	Cg006G236510	Om005G187710
OG0010587	Cg006G233910	Om005G191240
OG0010589	Cg006G223930	Om005G204530
OG0010590	Cg007G270830	Om005G207810
OG0010591	Cg007G268660	Om005G210810
OG0010592	Cg007G268120	Om005G211450
OG0010594	Cg002G072200	Om005G225730, Om005G225760, Om006G272470
OG0010595	Cg005G179450	Om007G284170
OG0010596	Cg004G142400	Om002G074140
OG0010597	Cg004G139200	Om002G070310, Om002G078990
OG0010598	Cg004G134180	Om002G064300
OG0010599	Cg004G130390	Om002G059090
OG0010601	Cg004G128440	Om002G056510
OG0010602	Cg004G128270	Om002G056280
OG0010603	Cg004G125030	Om002G051960
OG0010604	Cg004G124670	Om002G051480
OG0010605	Cg004G123270	Om002G049920
OG0010608	Cg008G285940	Om004G172060
OG0010609	Cg008G287330	Om004G170200
OG0010610	Cg005G191490	Om004G156900
OG0010611	Cg005G192990	Om004G155720
OG0010613	Cg001G021700	Om001G003220
OG0010614	Cg001G022070, Cg001G022080	Om001G002700
OG0010615	Cg001G023540	Om001G000270
OG0010616	Cg006G216480	Om007G290390
OG0010617	Cg005G173770	Om007G278830
OG0010618	Cg008G289630	Om004G167060, Om006G233710
OG0010619	Cg008G296900	Om007G298020, Om002G046240, Om004G166630
OG0010621	Cg008G294000	Om007G302120
OG0010623	Cg008G307510	Om007G293230
OG0010624	Cg001G010990	Om001G024580
OG0010625	Cg002G064360	Om006G268610
OG0010626	Cg008G302030	Om006G243680
OG0010628	Cg008G305560	Om006G240590
OG0010629	Cg008G304260	Om006G239280
OG0010630	Cg003G110160	Om006G235620
OG0010633	Cg008G295260	Om001G029390
OG0010634	Cg006G204760	Om001G014060, Om007G278060
OG0010639	Cg004G141760	Om002G073280
OG0010644	Cg008G307880	Om007G303430
OG0010660	Cg001G012400	Om001G022210
OG0010661	Cg001G012260	Om001G022390
OG0010662	Cg001G011900	Om001G023040
OG0010663	Cg001G011160	Om001G024280
OG0010664	Cg001G010230	Om003G099440, Om001G025780
OG0010665	Cg001G009790	Om001G026670
OG0010666	Cg001G000080	Om001G041900
OG0010667	Cg001G009460	Om002G058370, Om001G027270
OG0010668	Cg001G009280	Om001G027530
OG0010669	Cg001G009080	Om001G027860
OG0010670	Cg001G008750	Om001G028360
OG0010671	Cg001G008330	Om001G028940
