Orthogroup	Cardamine_glauca	Aethionema_saxatile
OG0008051	Cg005G192240	As007G180160
OG0008053	Cg005G193010	As007G180650
OG0008055	Cg005G193400	As007G180960
OG0008056	Cg005G193620	As007G181760
OG0008057	Cg005G193650	As007G181800
OG0008058	Cg005G193780	As007G181910
OG0008059	Cg006G230750	As008G182330
OG0008060	Cg006G230830	As008G182400
OG0008061	Cg006G230850	As008G182430
OG0008063	Cg006G231060	As008G182650
OG0008064	Cg006G231300	As008G182810
OG0008065	Cg006G231490	As008G182990
OG0008066	Cg006G231920	As008G183360
OG0008067	Cg006G231970	As008G183410
OG0008068	Cg006G232240	As008G183650
OG0008069	Cg006G232770	As008G184200
OG0008070	Cg006G232880	As008G184290
OG0008071	Cg006G232890	As008G184300
OG0008072	Cg006G233320	As008G184630
OG0008073	Cg006G233410	As008G184730
OG0008074	Cg006G233490	As008G184810
OG0008075	Cg006G233820	As008G185300
OG0008076	Cg006G234030	As008G185520
OG0008077	Cg006G234050	As008G185570
OG0008078	Cg006G234320	As008G185810
OG0008080	Cg006G234490	As008G186010
OG0008081	Cg006G235380	As008G186980
OG0008082	Cg006G235630	As008G187220
OG0008083	Cg006G235800	As008G187430
OG0008084	Cg006G235860	As008G187870
OG0008085	Cg006G236230	As008G187970
OG0008086	Cg002G052110	As008G188130
OG0008087	Cg006G237230	As008G189490
OG0008088	Cg006G237490	As008G189820
OG0008089	Cg006G237470	As008G189840
OG0008090	Cg006G238550	As008G192490
OG0008091	Cg006G238930	As008G192990
OG0008092	Cg006G239160	As008G193100
OG0008094	Cg006G239450	As008G193340
OG0008095	Cg006G239590	As008G193500
OG0008096	Cg006G239640	As008G193550
OG0008097	Cg005G175790	As008G193600
OG0008098	Cg006G239720	As008G193630
OG0008099	Cg003G091380, Cg006G239880	As008G193780, As008G193800
OG0008100	Cg006G240100	As008G194080
OG0008101	Cg006G240370	As008G194340
OG0008102	Cg006G240660	As008G194660
OG0008103	Cg006G241340	As008G195440
OG0008104	Cg008G293860	As008G195720
OG0008105	Cg006G241860	As008G196020
OG0008106	Cg006G241990	As008G196150
OG0008107	Cg006G242020	As008G196170
OG0008108	Cg006G242260	As008G196400
OG0008109	Cg006G242870	As008G196790
OG0008110	Cg006G242850	As008G196810
OG0008111	Cg006G242840	As008G196820
OG0008112	Cg006G242810	As008G196850
OG0008113	Cg006G242640	As008G196990
OG0008114	Cg006G243130	As008G197230
OG0008115	Cg006G243190	As008G197320
OG0008116	Cg006G243240	As008G197370
OG0008117	Cg006G243520	As008G197640
OG0008118	Cg006G243960	As008G197970
OG0008119	Cg006G243920	As008G198000
OG0008120	Cg006G243910	As008G198010
OG0008121	Cg006G244020	As008G198130
OG0008122	Cg006G244320	As008G198470
OG0008123	Cg006G244900	As008G199010
OG0008124	Cg003G075890	As008G199540
OG0008125	Cg006G245400	As008G199620
OG0008126	Cg008G294640	As009G199990
OG0008127	Cg008G294390	As009G200160
OG0008128	Cg008G294930	As009G200450
OG0008129	Cg008G294940	As009G200460
OG0008130	Cg008G295020	As009G200570
OG0008131	Cg008G295880	As009G200930
OG0008132	Cg008G295840	As009G201000
OG0008133	Cg008G295820	As009G201010
OG0008134	Cg008G296410	As009G202010
OG0008135	Cg008G296720	As009G202410
OG0008136	Cg008G296750	As009G202440
OG0008137	Cg008G296800	As009G202490
OG0008138	Cg008G296880	As009G202570
OG0008139	Cg008G297180	As009G202880
OG0008140	Cg008G297730	As009G203400
OG0008141	Cg008G298000	As009G203680
OG0008142	Cg008G298150	As009G203780
OG0008143	Cg008G298160	As009G203790
OG0008144	Cg008G298210	As009G203900
OG0008145	Cg008G298580	As009G204120
OG0008147	Cg008G298790	As009G204320
OG0008148	Cg008G298900	As009G204430
OG0008149	Cg008G299070	As009G204580
OG0008150	Cg008G299190	As009G204650
OG0008151	Cg008G299440	As009G204880
OG0008152	Cg008G299450	As009G204890
OG0008153	Cg008G299490	As009G204930
OG0008154	Cg008G299600	As009G205020
OG0008155	Cg008G299780	As009G205180
OG0008156	Cg008G305950	As009G205200
OG0008157	Cg008G306010	As009G205330
OG0008158	Cg008G306020	As009G205340
OG0008159	Cg008G306090	As009G205420
OG0008160	Cg008G306400	As009G205700
OG0008161	Cg008G306660	As009G205950
OG0008162	Cg008G306720	As009G206000
OG0008163	Cg008G306890	As009G206180
OG0008164	Cg008G307070	As009G206550
OG0008165	Cg008G307940	As009G207280
OG0008166	Cg008G310660, Cg008G309020	As009G207940
OG0008167	Cg008G310470, Cg008G308810	As009G208010
OG0008168	Cg008G311200, Cg008G309350	As009G208410
OG0008169	Cg008G309800, Cg008G311620	As009G209500
OG0008170	Cg008G293890	As009G209650
OG0008171	Cg008G311820, Cg008G310040	As009G209880
OG0008172	Cg008G293780	As009G210310
OG0008173	Cg008G293700	As009G210480
OG0008174	Cg008G293650	As009G210520
OG0008175	Cg008G287850	As009G211270
OG0008176	Cg008G287560	As009G211690
OG0008177	Cg008G287350	As009G211950
OG0008178	Cg008G287310	As009G211990
OG0008179	Cg008G287140	As009G212370
OG0008180	Cg008G286030	As009G213920
OG0008181	Cg008G285430	As009G214510
OG0008182	Cg008G285360	As009G214530
OG0008183	Cg008G299790	As009G214780
OG0008184	Cg008G305070	As009G215330
OG0008185	Cg008G304660	As009G215580
OG0008186	Cg008G304340	As009G215880
OG0008187	Cg008G304300	As009G215920
OG0008188	Cg008G304270	As009G215950
OG0008189	Cg008G304040	As009G216110
OG0008190	Cg008G303870	As009G216460
OG0008191	Cg008G303430	As009G216820
OG0008192	Cg008G303380	As009G216900
OG0008193	Cg008G303190	As009G217090
OG0008194	Cg007G267990	As009G217230
OG0008195	Cg008G302910	As009G217320
OG0008196	Cg008G302830	As009G217390
OG0008197	Cg008G302810	As009G217410
OG0008198	Cg003G108650	As009G217640
OG0008199	Cg003G109100	As009G217980
OG0008200	Cg003G109380	As009G218250
OG0008201	Cg003G109590	As009G218410
OG0008202	Cg003G110070	As009G218740
OG0008203	Cg003G110090	As009G218760
OG0008204	Cg003G110190	As009G218850
OG0008205	Cg003G110300	As009G218980
OG0008206	Cg003G110340	As009G219020
OG0008207	Cg003G110520	As009G219160
OG0008208	Cg003G110770	As009G219370
OG0008209	Cg003G110910	As009G219470
OG0008210	Cg003G106090	As009G219860
OG0008211	Cg003G106080	As009G219870
OG0008212	Cg003G106030	As009G219920
OG0008213	Cg002G055660	As010G220430
OG0008214	Cg002G055690	As010G220450
OG0008215	Cg002G055720	As010G220470
OG0008216	Cg002G055990	As010G220700
OG0008217	Cg002G056290	As010G220950
OG0008218	Cg002G056840	As010G221330, As012G274920
OG0008219	Cg002G057350	As010G221730
OG0008220	Cg002G057360	As010G221740
OG0008221	Cg002G057670	As010G222070
OG0008222	Cg002G058550	As010G222760
OG0008223	Cg002G060330	As010G224340
OG0008224	Cg002G063120	As010G226050
OG0008225	Cg009G326010	As010G226700, As011G258480
OG0008226	Cg007G267680	As010G227790
OG0008227	Cg007G267660	As010G227920
OG0008228	Cg007G267640	As010G227970
OG0008229	Cg007G267600	As010G228060, As010G228070
OG0008230	Cg007G267520	As010G228230
OG0008231	Cg007G267480	As010G228240
OG0008232	Cg005G171760	As010G228430
OG0008233	Cg007G267330	As010G228830
OG0008234	Cg007G267820	As010G229490
OG0008235	Cg007G267250	As010G230510
OG0008236	Cg007G269200	As010G238090, As010G231770
OG0008237	Cg007G269210	As010G231800
OG0008238	Cg007G269290	As010G231860
OG0008239	Cg007G270250	As010G232870
OG0008240	Cg006G221470	As010G232910
OG0008241	Cg004G138770	As010G232950, As011G253840
OG0008242	Cg007G270620	As010G233160
OG0008243	Cg007G270640	As010G233180
OG0008244	Cg007G270700	As010G233220
OG0008245	Cg007G270790	As010G233290
OG0008246	Cg007G270840	As010G233330
OG0008247	Cg007G271470	As010G233940
OG0008248	Cg007G271800	As010G234190
OG0008249	Cg007G272190	As010G234610
OG0008250	Cg007G272630	As010G235070
OG0008251	Cg007G278770	As010G235290
OG0008252	Cg007G278750	As010G235310
OG0008253	Cg007G278730	As010G235330
OG0008254	Cg007G278490	As010G235590
OG0008255	Cg007G278440	As010G235620
OG0008256	Cg007G278110	As010G236010
OG0008257	Cg007G277860	As010G236270
OG0008258	Cg007G277730	As010G236340
OG0008260	Cg007G277150	As010G236990
OG0008261	Cg007G276650	As010G237460
OG0008263	Cg007G276370	As010G237680
OG0008264	Cg007G276360	As010G237690
OG0008265	Cg007G276220	As010G237830
OG0008266	Cg007G276170	As010G237900
OG0008267	Cg007G276070	As012G277330, As010G238000
OG0008268	Cg007G275680	As010G238370
OG0008269	Cg007G275410	As010G238620
OG0008270	Cg007G275210	As010G238800
OG0008271	Cg007G274810	As010G239160
OG0008272	Cg007G274600	As010G239390
OG0008273	Cg007G274400	As010G239580
OG0008274	Cg007G274280	As010G239690
OG0008275	Cg007G274230	As010G239760
OG0008276	Cg007G274090	As010G239920
OG0008278	Cg007G273800	As010G240250
OG0008279	Cg007G273560	As010G240590
OG0008281	Cg007G272990	As010G241250
OG0008282	Cg007G272700	As010G241550
OG0008283	Cg007G279740	As010G242430
OG0008284	Cg007G280130	As010G242880
OG0008285	Cg007G280290	As010G243070
OG0008286	Cg007G280380	As010G243170
OG0008287	Cg007G280590	As010G243420
OG0008288	Cg007G280840	As010G243510
OG0008289	Cg007G280700	As010G243660
OG0008290	Cg007G281190	As010G243860
OG0008293	Cg007G281690	As010G244430
OG0008294	Cg004G128420	As011G244630
OG0008295	Cg004G128820	As011G244880
OG0008296	Cg004G128860	As011G244910
OG0008297	Cg004G129120	As011G245150
OG0008298	Cg004G129280	As011G245370
OG0008299	Cg004G129830	As011G245870
OG0008300	Cg008G305460	As011G245890
OG0008301	Cg004G129860	As011G245900
OG0008302	Cg004G129890	As011G245940
OG0008303	Cg004G129920	As011G245980
OG0008304	Cg004G130220	As011G246170
OG0008305	Cg004G130250	As011G246220
OG0008306	Cg004G130300	As011G246270
OG0008307	Cg004G130360	As011G246340
OG0008309	Cg004G131230	As011G247200
OG0008310	Cg004G131560	As011G247370
OG0008311	Cg004G131590	As011G247400
OG0008312	Cg006G196960	As012G270440, As011G247770
OG0008313	Cg004G132260	As011G248080
OG0008314	Cg004G132630	As011G248420
OG0008315	Cg004G132680	As011G248470
OG0008316	Cg004G133190	As011G248950
OG0008317	Cg004G133720, Cg004G133700	As011G249360
OG0008318	Cg004G133890	As011G249470
OG0008319	Cg004G134330	As011G249860
OG0008320	Cg004G134520	As011G250010
OG0008321	Cg004G134940	As011G250380
OG0008323	Cg004G135340	As011G250760
OG0008324	Cg004G135420	As011G250830
OG0008325	Cg004G135760	As011G251190
OG0008326	Cg004G136160	As011G251550
OG0008327	Cg004G136190	As011G251580
OG0008328	Cg004G136980	As011G252360
OG0008329	Cg002G051950	As011G252590
OG0008330	Cg004G137480	As011G252880
OG0008331	Cg001G026580	As011G254090
OG0008332	Cg004G139640	As011G254410
OG0008333	Cg004G140390	As011G255020
OG0008334	Cg004G140770	As011G255300
OG0008335	Cg004G141710	As011G256150
OG0008336	Cg004G142030	As011G256280
OG0008338	Cg003G099370	As011G260660
OG0008339	Cg004G154370	As011G260780
OG0008340	Cg004G149870, Cg004G150830	As011G262670
OG0008341	Cg004G151270	As011G262830
OG0008342	Cg004G151580	As011G262970
OG0008343	Cg004G152100	As011G263330
OG0008344	Cg004G152460	As011G263510
OG0008345	Cg004G152780	As011G263740
OG0008346	Cg004G152890	As011G263870
OG0008347	Cg004G153390	As011G264400
OG0008348	Cg004G153460	As011G264440
OG0008349	Cg004G153480	As011G264450
OG0008350	Cg004G153860	As011G264740
OG0008351	Cg004G154800	As011G265130
OG0008352	Cg004G154750	As011G265150
OG0008353	Cg004G154930	As011G265580
OG0008354	Cg002G069130	As011G266000
OG0008355	Cg004G155940	As011G266310
OG0008356	Cg004G156760	As011G267090
OG0008357	Cg006G194390, Cg003G097930	As012G267930
OG0008358	Cg006G194490	As012G268030
OG0008359	Cg006G194910	As012G268660
OG0008360	Cg008G325310	As012G268680
OG0008361	Cg006G194990	As012G268770
OG0008362	Cg006G195690	As012G269360
OG0008363	Cg006G195720	As012G269380
OG0008364	Cg006G196040	As012G269650
OG0008365	Cg006G196200	As012G269720
OG0008366	Cg006G196320	As012G269790
OG0008367	Cg006G196500	As012G269910
OG0008369	Cg006G196560, Cg004G119070, Cg004G118830, Cg004G118700, Cg004G118940	As012G269970
OG0008370	Cg006G196660	As012G270070
OG0008371	Cg006G197570	As012G270970
OG0008372	Cg006G197820	As012G271060
OG0008373	Cg006G198070	As012G271360
OG0008374	Cg006G198350	As012G271880
OG0008375	Cg006G199170	As012G272050
OG0008376	Cg006G199460	As012G272290
OG0008377	Cg006G199540	As012G272340
OG0008378	Cg006G200400	As012G273050
OG0008379	Cg006G200620	As012G273310
OG0008380	Cg001G025060	As012G274290
OG0008381	Cg001G025200	As012G274450
OG0008382	Cg005G171720	As012G274860
OG0008383	Cg005G171770	As012G274900
OG0008384	Cg005G171800	As012G274950
OG0008385	Cg002G054910	As012G275480
OG0008386	Cg002G054670	As012G275690
OG0008387	Cg002G054510	As012G275840
OG0008388	Cg002G054420	As012G275920
OG0008389	Cg002G054030	As012G276240
OG0008390	Cg002G053810	As012G276440
OG0008391	Cg002G053000	As012G277260
OG0008392	Cg002G052880	As012G277360
OG0008393	Cg002G052760	As012G277610
OG0008394	Cg002G052660	As012G277760
OG0008395	Cg002G052470	As012G278280
OG0008396	Cg002G055090	As012G278960
OG0008397	Cg002G052230	As012G279870
OG0008398	Cg002G052220	As012G279900
OG0008399	Cg002G051860	As012G279910
OG0008400	Cg002G052260	As012G279990
OG0008401	Cg002G051890	As012G280030
OG0008402	Cg002G051590	As012G281030
OG0008403	Cg002G051040	As012G281830
OG0008404	Cg002G050940	As012G281960, As012G281970, As012G281980
OG0008405	Cg002G050280	As012G282560
OG0008406	Cg002G049860	As012G282950
OG0008407	Cg002G049310	As012G283490
OG0008408	Cg002G048710	As012G284090
OG0008409	Cg002G048130	As012G284580
OG0008410	Cg002G047900	As012G284720
OG0008411	Cg002G047720	As012G284910
OG0008412	Cg002G047710	As012G284920
OG0008413	Cg002G047640	As012G285000
OG0008414	Cg002G047580	As012G285030
OG0008415	Cg002G047500	As012G285080
OG0008416	Cg002G047490	As012G285090
OG0008417	Cg005G163010	As012G285100
OG0008418	Cg001G040720	As012G285410
OG0008419	Cg002G047090	As012G285440
OG0008420	Cg002G047000	As012G285540
OG0008421	Cg002G046970	As012G285580
OG0008422	Cg002G046880	As012G285690
OG0008423	Cg002G046830	As012G285730
OG0008424	Cg002G046760	As012G285810
OG0008425	Cg002G046490	As012G286040
OG0008426	Cg002G046410	As012G286130
OG0008427	Cg002G046220	As012G286290
OG0008428	Cg002G046030	As012G286690
OG0008429	Cg002G045950	As012G286770
OG0008430	Cg002G044920	As012G287780
OG0008431	Cg002G044690	As012G287930
OG0008432	Cg002G044670	As012G287950
OG0008433	Cg002G044540	As012G288040
OG0008434	Cg002G044430	As012G288130
OG0008436	Cg002G043800	As012G288730
OG0008437	Cg002G043790	As012G288760
OG0008438	Cg002G043760	As012G288790
OG0008439	Cg002G043610	As012G288970
OG0008440	Cg002G043460	As012G289160
OG0008504	Cg001G012330	As001G000180
OG0008505	Cg001G011870	As001G000550
OG0008506	Cg001G011680	As001G000740
OG0008507	Cg001G011540	As001G000850
OG0008508	Cg001G011450	As001G000890
OG0008509	Cg001G010650	As001G001780
OG0008510	Cg001G010630	As001G001810
OG0008512	Cg001G010580	As001G001840
OG0008513	Cg001G010490	As001G001920
OG0008514	Cg001G010260, Cg001G010250	As001G002240
OG0008515	Cg001G010160	As001G002330
OG0008516	Cg001G010080	As001G002420, As001G002430
OG0008517	Cg001G010050	As001G002460
OG0008518	Cg008G300350	As001G002850
OG0008519	Cg001G009680	As001G002970
OG0008520	Cg001G009650	As001G003000
OG0008521	Cg001G009150	As001G003680
OG0008522	Cg001G009000	As001G003840
OG0008523	Cg001G008780	As001G004010
OG0008524	Cg001G008680	As001G004140
OG0008525	Cg001G008620	As001G004220
OG0008526	Cg001G008310	As001G004640
OG0008527	Cg001G008240	As001G004710
OG0008528	Cg001G008210	As001G004780
OG0008529	Cg001G007730	As001G005390
OG0008530	Cg001G007350	As001G005630
OG0008531	Cg001G007380	As001G005730
OG0008532	Cg001G007370	As001G005760
OG0008533	Cg001G007140	As001G006030
OG0008534	Cg001G007680	As001G006490
OG0008535	Cg001G007040	As001G006610
OG0008536	Cg001G007030	As001G006640
OG0008537	Cg001G007020	As001G007120
OG0008538	Cg001G006960	As001G009960
OG0008540	Cg001G006020	As001G012830, As011G262590
OG0008541	Cg001G006220	As001G013640
OG0008542	Cg001G006350	As001G013790
OG0008543	Cg001G005830	As001G013820
OG0008544	Cg001G005810	As001G014120
OG0008545	Cg001G005710	As001G014230
OG0008546	Cg001G005500	As001G014430
OG0008547	Cg001G005330	As001G014730
OG0008548	Cg006G215000	As004G078980, As001G015890
OG0008549	Cg006G214470	As004G079200, As001G016210
OG0008550	Cg006G214390	As001G016330
OG0008551	Cg006G214230	As001G016460
OG0008552	Cg006G213900	As001G016700
OG0008553	Cg006G213590	As001G016930
OG0008554	Cg001G023920	As001G017310
OG0008555	Cg001G024010	As001G017370
OG0008556	Cg001G024500	As001G017690
OG0008557	Cg006G233690	As001G018270
OG0008558	Cg007G256370	As001G018540
OG0008559	Cg007G256100	As001G018570
OG0008560	Cg007G254170	As001G019050
OG0008561	Cg001G007290	As001G019300, As010G232740
OG0008562	Cg007G252160	As001G019640
OG0008563	Cg006G236120	As008G187600
OG0008564	Cg007G251930	As001G020010
OG0008565	Cg007G250900	As001G020510
OG0008566	Cg007G250850	As001G020550
OG0008567	Cg007G249780	As001G021060
OG0008568	Cg007G249700	As001G021110
OG0008569	Cg004G141670	As001G021120, As011G256100
OG0008570	Cg007G249520	As001G021510
OG0008571	Cg007G249290	As001G021610
OG0008572	Cg007G249200	As001G021630
OG0008573	Cg006G234580, Cg007G248930	As001G021750
OG0008574	Cg007G248910	As001G021760
OG0008575	Cg007G248880	As001G021800
OG0008576	Cg007G248670	As008G185790, As001G021980
OG0008577	Cg006G234070	As008G185580
OG0008578	Cg006G230700	As001G022230
OG0008579	Cg002G075220	As001G022750
OG0008580	Cg002G075040	As001G022920
OG0008581	Cg002G074920	As001G023070
OG0008582	Cg002G074560	As001G023440
OG0008583	Cg002G074280	As001G023730
OG0008584	Cg002G073700	As001G024130
OG0008585	Cg002G073500	As001G024350
OG0008586	Cg002G073130	As001G024620
OG0008587	Cg002G072880	As001G024880
OG0008588	Cg002G072790	As001G024960
OG0008589	Cg002G072630	As001G025100
OG0008590	Cg002G072150	As001G025420
OG0008591	Cg002G072000	As001G025540
OG0008592	Cg002G071680	As001G025780
OG0008593	Cg002G071660	As001G025800
OG0008594	Cg002G071340	As001G026030
OG0008595	Cg002G071210	As001G026150
OG0008596	Cg006G198900	As001G026230
OG0008597	Cg002G070580	As001G026720
OG0008598	Cg002G070550	As001G026730
OG0008599	Cg002G069100	As001G027020
OG0008600	Cg002G069150	As001G027040
OG0008601	Cg002G069570	As001G027250
OG0008602	Cg002G069680	As001G027370
OG0008603	Cg002G069790	As001G027390
OG0008604	Cg002G067760	As001G027840
OG0008605	Cg002G067710	As001G027860
OG0008606	Cg007G265480	As001G028920
OG0008607	Cg007G264970	As001G029150
OG0008609	Cg007G262690, Cg008G306590	As001G029480
OG0008610	Cg007G245530	As001G030220
OG0008611	Cg007G245570	As001G030290
OG0008612	Cg007G245880	As001G030570
OG0008613	Cg007G245910	As001G030600
OG0008614	Cg007G246180	As001G030840
OG0008615	Cg007G246290	As001G030950
OG0008616	Cg007G246410	As001G031050
OG0008617	Cg007G246990	As001G031420, As001G031440
OG0008618	Cg007G246980	As001G031430
OG0008619	Cg007G247310	As001G031660
OG0008620	Cg007G247790	As001G031990
OG0008621	Cg004G128370	As002G032320
OG0008622	Cg003G105070	As002G049150, As002G032530
OG0008623	Cg005G164780	As002G033140, As002G032960
OG0008624	Cg005G165010	As002G033460
OG0008625	Cg005G164940	As002G033520
OG0008626	Cg004G124960	As002G034200
OG0008627	Cg008G284380	As005G108520
OG0008628	Cg004G125860	As002G035500
OG0008629	Cg004G126350	As002G036150
OG0008630	Cg004G126620	As002G036470
OG0008631	Cg004G126720	As002G036760
OG0008632	Cg004G127220	As002G037280
OG0008633	Cg004G127270	As002G037390
OG0008634	Cg004G127650	As002G037840
