Orthogroup	Arabidopsis_thaliana	Erysimum_linariifolium
OG0006485	AT2G18660.1	El005G277070
OG0006486	AT2G18400.1	El005G276740
OG0006487	AT2G18260.1	El005G276610, El005G275880
OG0006488	AT2G19450.1	El005G277900
OG0006489	AT2G19490.1	El005G277950
OG0006490	AT2G20490.1	El005G278930
OG0006491	AT2G20585.6	El005G279110
OG0006492	AT1G55770.1	El002G140840
OG0006493	AT1G55750.1	El006G319760, El002G140800
OG0006494	AT1G55340.1	El002G140350
OG0006495	AT1G54217.2	El002G139890
OG0006496	AT1G54140.1	El002G139780
OG0006497	AT1G54120.1	El002G139760
OG0006498	AT1G53400.1	El002G138170
OG0006499	AT1G53320.1	El002G138300
OG0006500	AT1G52140.1	El002G136740
OG0006501	AT1G51950.1	El002G138670, El002G136580
OG0006502	AT1G51260.1	El002G135630
OG0006503	AT1G51410.1	El002G135740
OG0006504	AT1G50420.1	El002G134630
OG0006505	AT1G49850.1	El002G134040
OG0006506	AT1G49670.2	El002G133860
OG0006507	AT1G48020.1	El002G131400
OG0006508	AT4G16146.1	El003G171550
OG0006509	AT2G34630.2	El007G343240, El006G296640
OG0006510	AT2G34610.1	El006G296660
OG0006511	AT2G34560.2	El006G296730
OG0006512	AT2G34555.1	El006G296740
OG0006513	AT3G52110.1	El001G022460
OG0006514	AT3G52140.4	El001G022500
OG0006515	AT3G54826.1	El001G025630
OG0006516	AT3G55440.1	El001G026440
OG0006517	AT3G55450.2	El001G026450
OG0006518	AT3G55890.1	El001G027130, El007G355670
OG0006519	AT3G56360.1	El001G027690
OG0006520	AT3G56590.2	El001G027910
OG0006521	AT3G57280.1	El001G028730
OG0006522	AT3G58730.1	El001G030380
OG0006523	AT3G60140.1	El001G031700
OG0006524	AT3G60670.1	El001G032430
OG0006525	AT3G61070.1	El001G032950
OG0006526	AT5G36000.1, AT3G61730.1	El001G033900
OG0006527	AT3G61970.1	El001G034240
OG0006528	AT3G62980.1	El001G035290
OG0006529	AT3G63210.1	El001G035560
OG0006530	AT3G63220.2	El001G035590
OG0006531	AT3G63460.1	El001G035850
OG0006532	AT3G52105.2	El001G022450
OG0006535	AT3G44240.1	El001G012560, El001G012550
OG0006536	AT3G16600.1	El005G253370
OG0006538	AT1G77765.4	El004G230900
OG0006539	AT4G29030.1	El003G154780
OG0006540	AT1G07640.3	El002G090260
OG0006541	AT1G21050.2	El002G105410
OG0006542	AT1G68320.1	El004G218970
OG0006543	AT4G02040.1	El001G002320
OG0006544	AT3G22760.1	El005G261800
OG0006545	AT3G19350.1	El005G256860
OG0006549	AT4G22680.1	El003G162840
OG0006550	AT1G24405.1	El002G112710
OG0006552	AT1G43040.2	El001G047550, El001G047540
OG0006552	AT5G42410.1	El007G356790
OG0006553	AT2G04450.1	El005G269460
OG0006553	AT2G04430.1	El005G269450
OG0006554	AT2G01150.2	El001G036070
OG0006556	AT4G18501.1	El003G168020
OG0006557	AT5G43064.1	El007G358240
OG0006559	AT4G30074.1	El003G153070
OG0006570	AT4G28520.1	El003G155360
OG0006571	AT4G28610.1	El003G155250
OG0006572	AT4G28700.1	El003G155170
OG0006573	AT4G28730.1	El003G155110
OG0006574	AT4G29210.1	El003G154470
OG0006575	AT4G29230.1	El003G154440
OG0006576	AT4G29670.2	El003G153650
OG0006577	AT4G29930.3	El003G153230
OG0006578	AT5G48180.1	El007G349650
OG0006579	AT4G30460.1	El003G152600
OG0006580	AT4G31160.1	El003G151780
OG0006581	AT4G31330.1	El003G151640
OG0006582	AT4G31430.2	El003G151510
OG0006583	AT4G31990.3	El003G150880
OG0006584	AT4G32250.1	El003G150630
OG0006585	AT4G32570.1	El003G150180
OG0006586	AT1G18740.1	El002G102940
OG0006587	AT4G32680.1	El003G150070
OG0006589	AT4G33740.1	El003G148890
OG0006590	AT4G33920.1	El003G148710
OG0006591	AT4G34060.3	El004G210000, El003G148470
OG0006592	AT4G34660.1	El003G147750
OG0006593	AT4G34860.1	El003G147580
OG0006594	AT4G34980.1	El003G147470
OG0006595	AT4G34990.1	El003G147450
OG0006596	AT4G35110.3	El003G147300
OG0006597	AT4G35240.1	El003G147150
OG0006598	AT1G31040.1	El002G118040
OG0006599	AT1G32450.1	El002G119860
OG0006600	AT4G17090.1	El003G169990
OG0006601	AT4G16830.1	El003G170410
OG0006602	AT4G16820.1	El003G170420
OG0006603	AT4G16640.1	El003G170720
OG0006604	AT2G35760.1	El006G295240
OG0006605	AT5G30495.1	El007G350630, El007G352410
OG0006606	AT1G09660.1	El002G092470
OG0006607	AT1G59590.1	El004G202690
OG0006608	AT1G10510.1	El002G093480
OG0006609	AT1G61080.5	El004G200040
OG0006610	AT1G11390.1	El002G094660
OG0006611	AT1G11430.1	El002G094710
OG0006612	AT1G11755.1	El002G095110
OG0006613	AT1G15100.1	El002G099160
OG0006615	AT2G01430.1	El001G036280
OG0006616	AT2G01720.1	El001G036660
OG0006617	AT2G02990.1	El001G038050
OG0006618	AT1G13870.1	El002G097510
OG0006619	AT1G13740.1	El002G097410
OG0006620	AT2G04030.1	El001G039120
OG0006621	AT3G25640.2	El001G039550
OG0006622	AT3G25860.1	El001G039960
OG0006623	AT3G26360.1	El001G040730
OG0006624	AT3G26410.1	El001G040800
OG0006625	AT3G26710.1	El001G041170
OG0006626	AT3G26740.1	El001G041210
OG0006627	AT3G26980.1	El001G041610
OG0006628	AT3G27025.1	El001G041680
OG0006629	AT3G27530.1	El001G042490
OG0006630	AT3G27550.2	El001G042510
OG0006631	AT3G28040.1	El001G043040
OG0006632	AT3G28580.1	El001G043870
OG0006633	AT3G28730.1	El001G044070
OG0006634	AT3G29060.1	El001G044940
OG0006635	AT5G54590.2	El007G337820
OG0006636	AT1G65030.1	El004G211660
OG0006637	AT1G65020.1	El004G211640
OG0006638	AT1G64980.2	El003G190890
OG0006639	AT1G64760.1	El004G210960
OG0006639	AT2G19440.1	El005G277880
OG0006640	AT5G61020.1	El007G329860
OG0006641	AT1G58030.1	El004G203690, El004G205040
OG0006642	AT5G42090.1	El003G193640
OG0006643	AT5G41940.1	El003G193440
OG0006644	AT1G63970.1	El004G195120
OG0006645	AT1G63220.1	El004G196360
OG0006647	AT2G40650.1	El006G288860
OG0006648	AT3G09050.1	El005G244250
OG0006649	AT3G09090.1	El005G244300
OG0006650	AT4G35490.1	El003G146800
OG0006651	AT3G09290.1	El005G244460
OG0006652	AT5G03160.1	El001G079790
OG0006653	AT3G10040.1	El005G245320
OG0006654	AT3G10572.1	El005G245970
OG0006655	AT3G10760.1	El005G246160
OG0006656	AT3G10915.7	El005G246330
OG0006657	AT3G11020.1	El005G246470
OG0006658	AT3G11000.2	El005G246450
OG0006659	AT3G11440.1	El005G246980
OG0006660	AT3G11650.1	El005G247330
OG0006661	AT3G11720.3	El005G247410
OG0006662	AT3G11820.1	El005G247570
OG0006663	AT3G12060.1	El005G247870
OG0006664	AT3G12140.3	El005G247960
OG0006665	AT3G12480.1	El005G248250
OG0006666	AT5G49940.1	El007G344740
OG0006667	AT5G20040.3	El001G060120
OG0006668	AT4G24990.1	El003G159700
OG0006669	AT4G00650.1	El007G343020
OG0006670	AT5G51330.1	El007G342720
OG0006671	AT5G52420.1	El007G341160
OG0006672	AT5G52540.1	El007G341010
OG0006673	AT5G53120.6	El007G340050
OG0006674	AT5G53110.1	El007G340060
OG0006675	AT5G53390.1	El007G339730
OG0006676	AT5G54170.1	El007G338440
OG0006677	AT5G53850.5	El007G338880
OG0006678	AT5G54440.1	El007G337980
OG0006679	AT5G54480.1	El001G004330, El007G337940, El007G338280
OG0006680	AT5G54580.1	El007G337840
OG0006681	AT5G54660.1	El007G337720
OG0006682	AT5G55020.1	El007G337280
OG0006684	AT5G55730.1	El004G208230, El007G336380
OG0006685	AT5G56270.1	El007G335870
OG0006686	AT5G56530.1	El007G335410
OG0006687	AT5G57150.4	El007G334640
OG0006688	AT5G57270.1	El007G334440
OG0006689	AT5G57500.1	El007G334180
OG0006690	AT5G57630.1	El007G333970
OG0006691	AT5G47870.1	El007G351570
OG0006693	AT5G12930.1	El001G068820
OG0006694	AT5G12470.1	El001G068940
OG0006695	AT5G12410.1	El001G069090
OG0006696	AT5G10580.3	El001G071340
OG0006697	AT5G10490.1	El001G071460
OG0006698	AT5G10160.1	El001G071860
OG0006699	AT5G10100.1	El001G071930
OG0006700	AT5G09850.1	El001G072210
OG0006701	AT5G64130.3	El007G326360
OG0006702	AT5G09280.1	El001G072800
OG0006703	AT5G08530.1	El001G073180
OG0006704	AT5G08380.1	El001G073400
OG0006705	AT5G08290.1	El001G073510
OG0006706	AT5G08060.1	El001G073740
OG0006707	AT5G07670.1	El001G074120
OG0006708	AT4G17230.1	El003G169870
OG0006709	AT4G17300.2	El003G169800
OG0006710	AT4G17620.1	El003G169280
OG0006711	AT4G17670.1	El003G169240
OG0006712	AT4G18010.1	El003G168720
OG0006713	AT4G18040.1	El003G168680
OG0006714	AT4G18230.1	El003G168480
OG0006716	AT4G18990.1	El003G167280
OG0006717	AT4G19200.1	El003G166890
OG0006718	AT4G19645.1	El003G166290
OG0006719	AT4G19680.2	El003G166230
OG0006720	AT5G44790.1	El007G361670
OG0006721	AT4G20260.4	El003G165580
OG0006722	AT4G20325.1	El003G165500
OG0006723	AT4G17260.1	El003G169830
OG0006724	AT4G21445.1	El003G164610
OG0006725	AT4G21740.1	El003G164170
OG0006726	AT4G21870.1	El003G163960
OG0006727	AT4G22670.1	El003G162850
OG0006728	AT4G23470.1	El003G161720
OG0006729	AT4G23500.1	El003G161620
OG0006730	AT4G23640.1	El003G161420
OG0006731	AT4G23760.1	El003G161200
OG0006732	AT4G23820.1	El003G161140
OG0006733	AT4G23980.1	El003G160930
OG0006734	AT4G24015.1	El003G160860
OG0006735	AT4G24020.1	El003G160820
OG0006736	AT4G24130.1	El003G160690
OG0006737	AT4G24150.1	El003G160650
OG0006738	AT1G33770.1	El002G121710
OG0006739	AT1G35720.1	El002G124790
OG0006740	AT1G18340.1	El002G102480
OG0006741	AT1G44110.1	El002G127700
OG0006742	AT1G43770.2	El002G127350
OG0006743	AT1G15220.1	El002G099290
OG0006744	AT1G47603.1	El002G130410
OG0006745	AT1G47270.1	El002G129410
OG0006746	AT1G27910.1	El002G113540
OG0006747	AT1G07615.1	El002G090220
OG0006748	AT4G24200.1	El003G160590
OG0006749	AT1G27710.1	El002G113340
OG0006750	AT1G45688.1	El002G129060
OG0006751	AT1G27760.3	El002G113410
OG0006752	AT2G20060.1	El005G278500
OG0006753	AT1G28510.1	El002G114320
OG0006754	AT1G29120.5	El002G114970
OG0006755	AT1G29150.1	El002G114990
OG0006756	AT1G29195.1	El002G115050
OG0006757	AT1G29330.1	El002G115240
OG0006758	AT1G29760.1	El002G115790
OG0006759	AT1G30080.1	El002G116190
OG0006760	AT1G30320.1	El002G116580
OG0006761	AT1G30450.1	El002G116770
OG0006762	AT1G30700.1	El002G117370
OG0006763	AT1G30870.1	El002G117640
OG0006764	AT4G35720.1	El003G146530
OG0006765	AT4G36220.1	El003G145950
OG0006766	AT4G36620.1	El003G145600
OG0006767	AT4G36730.1	El003G145460
OG0006768	AT4G37000.1	El003G145040
OG0006769	AT4G36930.1	El003G144960
OG0006770	AT4G37610.1	El003G144580
OG0006771	AT4G37660.1	El003G144630
OG0006772	AT4G37850.1	El003G144220
OG0006773	AT2G22610.3	El006G319600
OG0006774	AT2G22125.1	El006G320220
OG0006775	AT2G21270.3	El006G321390
OG0006776	AT4G38900.1	El003G142350
OG0006777	AT4G38620.1	El003G142080
OG0006778	AT4G38470.1	El003G141910
OG0006779	AT1G49245.1	El002G133210
OG0006781	AT2G35470.1	El006G295630
OG0006782	AT4G08900.1	El001G010560
OG0006783	AT1G43850.1	El002G127490
OG0006784	AT2G34200.1	El006G297140
OG0006785	AT2G33793.1	El006G298030
OG0006786	AT5G42890.1	El007G357990
OG0006787	AT5G42830.1	El007G357770, El007G357900, El007G357860, El007G357890
OG0006788	AT5G42520.1	El007G356960
OG0006789	AT3G02870.1	El005G237130
OG0006790	AT4G09950.1	El001G009560
OG0006791	AT4G11260.1	El001G007710
OG0006792	AT4G11600.1	El001G007390
OG0006793	AT4G11690.1	El001G007290
OG0006794	AT4G11720.1	El001G007230
OG0006795	AT4G11820.2	El001G007090
OG0006796	AT4G12070.1	El001G006750
OG0006797	AT4G04480.1	El001G005560, El001G006150
OG0006798	AT4G04780.1	El001G005200
OG0006799	AT4G03610.4	El001G004360
OG0006800	AT5G44350.1	El007G360750
OG0006801	AT5G44540.1	El007G361070
OG0006802	AT4G27600.1	El003G156550
OG0006803	AT5G45830.1	El007G364090
OG0006804	AT5G46110.4	El007G364660
OG0006805	AT5G46620.1	El007G365470, El007G365510, El007G365490
OG0006806	AT5G46700.1	El007G365640
OG0006807	AT5G46740.1	El007G365680
OG0006808	AT5G46795.1	El007G365750
OG0006809	AT5G46860.1	El007G365850
OG0006810	AT5G47060.1	El007G366170
OG0006811	AT2G37990.1	El006G292280
OG0006812	AT5G47610.1	El007G366780
OG0006813	AT5G47740.2	El007G366930
OG0006814	AT2G18640.1	El005G277050
OG0006815	AT2G04240.1	El005G269340
OG0006816	AT3G25140.1	El005G268620
OG0006817	AT3G24660.1	El005G268130
OG0006818	AT4G13250.1	El003G178110
OG0006819	AT4G14110.1	El003G175890
OG0006820	AT3G22950.1	El005G262650
OG0006821	AT4G14770.1	El003G174340
OG0006822	AT4G14819.1	El003G174220, El003G173430
OG0006823	AT4G15430.1	El003G172970
OG0006824	AT4G15480.1	El003G172860
OG0006825	AT4G15570.1	El003G172610
OG0006826	AT5G40740.1	El003G191780
OG0006827	AT5G40840.2	El003G191890
OG0006828	AT5G42050.1	El003G193610
OG0006829	AT5G42080.1	El003G193630
OG0006830	AT2G48090.2	El006G279710
OG0006831	AT2G48060.2	El006G279750
OG0006832	AT1G33390.1	El002G121140
OG0006833	AT2G47420.1	El006G280410
OG0006834	AT2G34520.1	El006G296770
OG0006835	AT2G46820.1	El006G281090
OG0006836	AT2G46680.1	El006G281230
OG0006837	AT2G46400.1	El006G281670
OG0006838	AT2G46300.1	El006G281770
OG0006839	AT2G46040.2	El006G282080
OG0006840	AT2G45980.1	El006G282130
OG0006841	AT2G45830.1	El006G282460, El008G369370
OG0006842	AT2G45690.1	El006G282660
OG0006843	AT2G45670.1	El006G282710
OG0006844	AT2G45430.1	El006G282990
OG0006845	AT2G44830.1	El006G283820
OG0006846	AT2G43370.1	El006G285520
OG0006847	AT2G43130.1	El006G285740
OG0006848	AT2G42840.1	El006G286140
OG0006850	AT2G42400.1	El006G286700, El006G316130
OG0006851	AT2G42280.3	El006G286870
OG0006852	AT2G41800.1	El006G287480
OG0006853	AT2G41430.1	El006G287940
OG0006854	AT5G02110.1	El001G081000
OG0006855	AT5G02280.1	El001G080820
OG0006856	AT5G02460.1	El001G080670
OG0006857	AT5G02470.1	El001G080660
OG0006858	AT5G03050.1	El001G079900
OG0006859	AT5G03150.1	El001G079800
OG0006860	AT5G03230.1	El001G079660
OG0006861	AT5G03330.1	El001G079550
OG0006862	AT5G03880.1	El001G078770
OG0006863	AT5G03905.1	El001G078730
OG0006864	AT1G28815.1	El002G114580
OG0006865	AT5G19680.1	El001G060490
OG0006866	AT5G19880.1	El001G060270
OG0006867	AT5G19960.1	El001G060180
OG0006868	AT5G20180.1	El001G059950
OG0006869	AT5G20310.1	El001G059830
OG0006870	AT5G20850.1	El001G059210
OG0006871	AT5G20900.1	El001G059150
OG0006872	AT5G20960.1	El001G059060
OG0006873	AT5G21940.1	El001G058690
OG0006874	AT5G22080.1	El001G058490
OG0006875	AT5G22940.2	El001G057270
OG0006876	AT5G60660.1	El007G330280
OG0006877	AT5G60340.1	El007G330600
OG0006878	AT5G59980.2	El007G330980
OG0006879	AT5G59800.1	El007G331160
OG0006880	AT5G63160.1	El007G327420
OG0006881	AT5G63790.2	El007G326770
OG0006882	AT5G63800.1	El007G326760
OG0006883	AT5G64000.1	El007G326540
OG0006884	AT5G64080.1	El007G326410
OG0006885	AT5G64240.2	El007G326240
OG0006886	AT5G64300.1	El007G326160
OG0006887	AT5G64430.1	El007G325970
OG0006888	AT5G64440.1	El007G325960
OG0006889	AT5G64790.1	El007G325590
OG0006890	AT5G64905.1	El004G212220
OG0006891	AT5G65000.1	El007G325280
OG0006892	AT5G65090.1	El007G325190
OG0006893	AT5G65340.1	El007G324800
OG0006894	AT5G65500.2	El007G324610
OG0006895	AT5G67470.1	El007G323830
OG0006896	AT5G67440.1	El007G323800, El002G126070
OG0006897	AT5G67350.1	El007G323680
OG0006898	AT1G68070.1	El004G218680
OG0006899	AT5G66400.1	El007G322440
OG0006900	AT5G17280.1	El001G063690
OG0006901	AT5G66320.1	El002G129380, El007G322370
OG0006902	AT4G00026.1	El001G000060
OG0006903	AT4G00230.1	El001G000320
OG0006904	AT4G00700.1	El001G000790
OG0006905	AT4G00450.1	El001G000560
OG0006906	AT4G01110.1	El001G001150
OG0006907	AT4G00840.1	El001G001480
OG0006908	AT1G01120.1	El002G083760
OG0006909	AT4G02110.1	El001G002540, El001G002590, El001G002410, El001G002470
OG0006910	AT4G02880.2	El001G003550
OG0006911	AT4G02980.1	El001G003660
OG0006912	AT4G03100.1	El001G003780
OG0006913	AT4G03260.1	El001G003980
OG0006914	AT1G03730.1	El002G085540
OG0006915	AT5G43990.2	El007G359920
OG0006916	AT5G43940.2	El007G359860
OG0006917	AT5G43860.1	El007G359750
OG0006918	AT2G33360.1	El006G298590
OG0006919	AT2G33100.1	El006G298950
OG0006920	AT2G32230.1	El006G300030
OG0006921	AT2G32700.7	El006G299410
OG0006922	AT2G32750.2	El006G299350
OG0006923	AT2G32760.1	El006G299340
OG0006924	AT2G32860.2	El006G299190
OG0006925	AT2G32520.2	El006G299610
OG0006926	AT2G32460.1	El006G299750
OG0006927	AT2G32170.2	El006G300070
OG0006928	AT2G32020.1	El006G300230
OG0006929	AT2G31810.1	El006G300530
OG0006930	AT2G31790.1	El006G300550
OG0006931	AT2G31570.1	El006G300790
OG0006932	AT2G31010.1	El006G301530
OG0006933	AT2G30700.1	El006G301920
OG0006934	AT2G30505.1	El006G302150
OG0006935	AT2G30350.2	El006G302340
OG0006936	AT1G06950.1	El002G089350
OG0006937	AT2G30130.1	El006G302670
OG0006938	AT2G30090.1	El006G302790
OG0006939	AT2G29640.1	El006G303200
OG0006940	AT2G29020.1	El006G304200
OG0006941	AT2G28870.1	El006G304420
OG0006942	AT2G28710.1	El006G304730
OG0006943	AT2G28550.3	El006G305010
OG0006944	AT2G28390.1	El006G305290
OG0006945	AT2G26990.1	El006G308370
OG0006946	AT2G27080.1	El006G308190
OG0006947	AT2G27140.1	El006G308050
OG0006948	AT2G27310.1	El006G307270
OG0006949	AT2G27460.1	El006G306720
OG0006950	AT2G26140.1	El006G312830
OG0006951	AT2G25930.1	El006G313390
OG0006952	AT2G25840.2	El006G313650
OG0006953	AT3G01350.1	El005G235710
OG0006954	AT4G26410.1	El003G158070
OG0006955	AT4G26940.1	El003G157410
OG0006956	AT3G01290.1	El005G235840
OG0006957	AT3G01100.4	El005G236070
OG0006958	AT3G01085.3	El005G236100
OG0006959	AT3G02150.2	El005G236300
OG0006960	AT3G02570.1	El005G236750
OG0006961	AT3G02660.1	El005G236900
OG0006962	AT3G02850.1	El005G237110
OG0006963	AT3G02970.1	El005G237260
OG0006964	AT3G03060.1	El005G237340
OG0006965	AT3G03600.1	El005G237990
OG0006966	AT3G03710.1	El005G238140
OG0006967	AT3G03810.1	El005G238290
OG0006968	AT3G04030.3	El005G238600, El003G179570
OG0006969	AT3G04280.1	El005G238880
OG0006970	AT3G04380.1	El005G238990
OG0006971	AT3G04570.1	El005G239160
OG0006972	AT3G04790.1	El005G239560
OG0006973	AT3G04940.1	El005G239720
OG0006974	AT3G05330.1	El005G240220
OG0006975	AT3G05500.1	El005G240410
OG0006976	AT3G05980.1	El005G241080
OG0006977	AT3G05990.1	El005G241090
OG0006978	AT3G06070.1	El005G241210
OG0006979	AT3G06240.1	El005G241410
OG0006980	AT3G06270.1	El005G241450
OG0006981	AT5G18500.1	El001G062150
OG0006982	AT3G06778.1	El005G242080
OG0006983	AT3G06790.1	El005G242100
OG0006984	AT3G07020.1	El005G242290
OG0006985	AT3G07160.2	El005G242430
OG0006986	AT3G07420.1	El005G242700
OG0006987	AT3G07790.1	El005G243250
OG0006988	AT3G08980.1	El005G244120
OG0006989	AT2G40200.1	El006G289400
OG0006990	AT2G40120.1	El006G289550
OG0006991	AT2G40070.1	El006G289690
OG0006992	AT2G39830.2	El006G289990
OG0006993	AT2G39760.1	El006G290060
OG0006994	AT2G39630.1	El006G290240
OG0006995	AT2G39290.1	El006G290700
OG0006996	AT2G39370.1	El006G290590
OG0006998	AT2G38790.1	El006G291340
OG0006999	AT2G38750.1	El006G291380
OG0007000	AT2G38740.1	El008G368950, El006G291390
OG0007001	AT2G35880.1	El006G295080
OG0007002	AT2G35900.1	El005G243050, El006G295050
OG0007003	AT2G36026.1	El006G294830
OG0007004	AT2G36080.1	El006G294780
OG0007005	AT2G36200.2	El006G294660
OG0007006	AT2G36270.3	El006G294580
OG0007007	AT2G36430.1	El006G294300
OG0007008	AT2G37110.1	El006G293420
OG0007009	AT2G37250.1	El006G293220
OG0007010	AT2G37330.1	El006G293140
OG0007011	AT2G37380.1	El006G293090
OG0007012	AT2G37430.1	El006G292990
OG0007013	AT2G37890.1	El006G292390
OG0007014	AT2G38280.1	El006G291950
OG0007015	AT2G38490.1	El006G291690
OG0007016	AT1G15825.1	El002G099900, El006G290980
OG0007017	AT1G80680.1	El004G233700
OG0007018	AT1G16330.1	El008G369740, El002G100320
OG0007019	AT3G12730.1	El005G248540
OG0007020	AT1G16850.1	El002G100840
OG0007021	AT1G16900.1	El002G100890
OG0007022	AT1G17110.2	El002G101190
OG0007023	AT1G72310.1	El004G224350
OG0007024	AT1G17620.1	El002G101760
OG0007025	AT1G17680.1	El001G023230, El003G181780, El002G101820
OG0007026	AT1G17840.1	El002G101980
OG0007027	AT1G17950.1	El002G102080
OG0007028	AT1G18610.1	El002G102790
OG0007029	AT1G18990.1	El002G103220
OG0007030	AT1G19000.1	El002G103230
OG0007031	AT1G19210.1	El002G103490
OG0007032	AT1G19220.1	El002G103500
OG0007033	AT1G19540.1	El002G103840
OG0007034	AT1G19700.1	El002G103990, El037G374520
OG0007035	AT1G20670.1	El002G105020
OG0007036	AT1G20890.1	El003G192280, El002G105250
OG0007037	AT5G34780.1, AT1G21400.5	El002G105850
OG0007038	AT1G21880.2	El002G106350
OG0007039	AT1G21930.1, AT3G42150.1	El002G106400, El004G203550
OG0007040	AT1G22065.1	El002G106540
OG0007041	AT1G22100.1	El002G106600
OG0007042	AT1G71865.1	El004G223650
OG0007043	AT1G23420.2	El002G108760
OG0007044	AT1G23770.1	El002G109180
OG0007044	AT1G23780.1	El002G109190
OG0007045	AT1G23980.1	El002G109320
OG0007046	AT1G27210.1	El002G109470, El002G109680
OG0007047	AT1G25540.1	El002G111910
OG0007048	AT1G24575.1	El002G112520
OG0007049	AT1G24440.1	El002G112680
OG0007050	AT4G24310.1	El003G160460
OG0007051	AT4G24550.2	El003G160160
OG0007052	AT4G24680.1	El003G160040
OG0007053	AT5G51600.1	El007G342250
OG0007054	AT4G27650.1	El003G156490
OG0007054	AT3G58390.1	El001G029990
OG0007055	AT2G24430.1	El006G316930
OG0007056	AT2G23540.1	El006G318380
OG0007057	AT2G38010.2	El006G292260
OG0007058	AT2G22790.1	El006G319380
OG0007059	AT2G22180.1	El006G320150
OG0007060	AT2G21050.1	El006G321650
OG0007061	AT5G48150.1	El007G349880
OG0007062	AT1G14540.1	El002G098560
OG0007063	AT1G14220.1	El002G098120
OG0007064	AT1G13900.1	El002G097540
OG0007065	AT1G13195.1	El002G096810
OG0007066	AT1G13030.1	El002G096590
OG0007067	AT1G12950.1	El002G096530
OG0007068	AT1G12450.1	El002G095920
OG0007069	AT1G12410.1	El002G095880
OG0007070	AT1G11870.2	El002G095250
OG0007072	AT1G11190.1	El002G094350
OG0007073	AT1G11170.1	El002G094240
OG0007074	AT1G11060.1	El002G094130
