Orthogroup	Cochlearia_excelsa	Odontarrhena_muralis
OG0009785	g41249	Om003G114220
OG0009786	g41281	Om003G114770
OG0009787	g41275, g913	Om003G114660
OG0009788	g911	Om003G114600
OG0009789	g41284	Om003G114820
OG0009790	g28430	Om003G115120
OG0009791	g28450	Om003G115670
OG0009792	g28442	Om003G115510
OG0009793	g933	Om003G115430
OG0009794	g28440	Om003G115350
OG0009795	g39428	Om003G115950
OG0009796	g39406	Om003G116230
OG0009797	g37054	Om008G341840
OG0009798	g992, g39386	Om003G116860
OG0009799	g39384, g39388	Om003G116990
OG0009800	g39366	Om003G117630
OG0009801	g39365	Om003G117720
OG0009802	g39361	Om003G117940
OG0009803	g1061	Om003G118580
OG0009806	g28564	Om006G250270
OG0009807	g28571	Om006G250110
OG0009808	g1093	Om006G249890
OG0009809	g1112	Om006G249200
OG0009810	g28655	Om006G248650
OG0009811	g1134	Om006G248580
OG0009812	g1136	Om006G248550
OG0009813	g28679	Om006G248180
OG0009814	g28685	Om006G248110
OG0009815	g39282	Om006G248090
OG0009816	g2001	Om002G064810, Om003G122860
OG0009817	g28143	Om003G092210
OG0009818	g5286	Om004G161690
OG0009819	g29380, g45615	Om004G161740
OG0009820	g5314	Om004G162440
OG0009821	g5315, g29400	Om004G162460
OG0009822	g5317	Om004G162500
OG0009824	g29406	Om004G162700
OG0009825	g29413	Om004G162840
OG0009826	g5333	Om004G162870
OG0009827	g5339	Om004G163070
OG0009828	g29437	Om004G163590
OG0009829	g5369	Om004G163680
OG0009830	g29464	Om004G164400
OG0009832	g5396, g45555	Om004G164680
OG0009833	g5398	Om004G164750
OG0009834	g29500	Om004G165540, Om004G165550
OG0009835	g5424	Om004G165830
OG0009836	g29558	Om004G166740
OG0009837	g238	Om006G233140
OG0009838	g5467	Om004G166980
OG0009839	g29582	Om004G167430
OG0009840	g45500	Om004G167590
OG0009842	g5525	Om004G168120
OG0009843	g45485, g29614	Om004G168470
OG0009844	g29626	Om004G168760
OG0009845	g2733, g19505	Om006G264110
OG0009846	g47212	Om001G000330
OG0009847	g24234	Om001G000910
OG0009849	g24191	Om001G002130
OG0009850	g47273	Om001G002330
OG0009851	g17465	Om001G002740
OG0009852	g24154	Om001G003130
OG0009853	g24141	Om001G003720
OG0009854	g17429	Om001G004090
OG0009855	g24085	Om001G005020
OG0009856	g24035	Om001G006730
OG0009857	g24032	Om001G006900
OG0009858	g47400	Om001G007910, Om001G007920
OG0009859	g17317	Om001G008200
OG0009860	g23919	Om001G009970, Om001G009980
OG0009861	g23917	Om001G010000
OG0009862	g23898	Om001G010500
OG0009865	g47487, g23850	Om001G011590
OG0009867	g27804	Om001G012590
OG0009868	g32742, g50739	Om001G013030
OG0009869	g32766	Om001G013270
OG0009870	g50747	Om001G013310
OG0009871	g27852	Om001G013360
OG0009872	g32973	Om001G014190
OG0009873	g53740	Om001G015850
OG0009874	g36246	Om007G287150
OG0009875	g11667	Om001G016820
OG0009876	g36227	Om007G287900
OG0009877	g32320	Om007G288420
OG0009878	g32358	Om007G288930
OG0009879	g50504	Om007G289600
OG0009880	g32408	Om007G290100
OG0009881	g27688, g32410	Om007G290120
OG0009882	g27691	Om007G290320
OG0009883	g32429, g27693	Om007G290470
OG0009884	g32430	Om007G290480
OG0009885	g32451	Om007G290820
OG0009886	g27698	Om007G290860
OG0009887	g32457	Om007G290890
OG0009888	g27703	Om007G291040
OG0009890	g50567	Om007G291610
OG0009891	g23004	Om001G034610
OG0009892	g23000	Om001G034670
OG0009893	g22948	Om001G035870
OG0009894	g22933	Om001G036090
OG0009895	g22911	Om001G036640
OG0009896	g22909	Om001G036660
OG0009897	g22900	Om001G036750
OG0009898	g22892	Om001G036880
OG0009899	g22882	Om001G037160
OG0009900	g22879	Om001G037220
OG0009902	g22844	Om001G037970
OG0009903	g50943	Om004G151550
OG0009904	g22829	Om001G038260
OG0009905	g47993	Om001G038360
OG0009906	g22809	Om001G038700
OG0009907	g22802	Om001G038830
OG0009909	g22791	Om001G039150
OG0009910	g18295, g52911	Om001G039210
OG0009911	g22764	Om001G039560
OG0009912	g22733	Om001G039860
OG0009913	g22724	Om001G039930
OG0009914	g22705	Om001G040410
OG0009915	g18312	Om001G040880
OG0009916	g18321	Om001G041050
OG0009917	g18384	Om001G041980
OG0009918	g47433, g46857	Om003G106500
OG0009919	g17919, g46929	Om003G108670
OG0009920	g46741	Om007G314760
OG0009921	g46702	Om007G315470
OG0009922	g46700	Om007G315570
OG0009923	g46690	Om007G315720
OG0009924	g51494	Om005G224270, Om005G224240, Om008G339270
OG0009925	g38006	Om008G338340
OG0009926	g40963	Om005G223010
OG0009927	g1867	Om003G126400, Om005G208780
OG0009928	g51527	Om008G338570
OG0009929	g51526	Om008G338610
OG0009930	g51519, g37136	Om008G338850
OG0009932	g38000	Om008G338960
OG0009934	g40271	Om008G345970
OG0009935	g40262	Om008G343350
OG0009936	g38331	Om003G113850
OG0009937	g51423, g37089	Om008G340480
OG0009938	g51382	Om008G340900
OG0009939	g51370	Om008G340990
OG0009940	g51368	Om008G341010
OG0009941	g37026	Om002G086900
OG0009942	g37015	Om008G342360
OG0009943	g37137	Om008G342880
OG0009944	g25839	Om008G346450
OG0009945	g40291	Om008G346970, Om008G348220
OG0009946	g40295	Om008G347060
OG0009947	g40321	Om006G242090
OG0009948	g40327	Om008G349860, Om008G349880
OG0009949	g40382	Om008G351910
OG0009950	g25675	Om008G352750
OG0009951	g40410	Om008G353440
OG0009952	g40430	Om008G353750
OG0009953	g40435, g16067, g25593	Om008G353860
OG0009954	g40445, g25585	Om008G354010
OG0009955	g40447	Om008G354050
OG0009956	g40448	Om008G354090, Om008G354100
OG0009957	g40461	Om008G354910
OG0009958	g40492	Om008G356120, Om008G356090
OG0009959	g40538	Om008G357670
OG0009960	g10997	Om008G357990
OG0009961	g10985	Om008G358160
OG0009962	g10984	Om008G358180
OG0009963	g40602	Om008G359540
OG0009964	g40627	Om008G360010
OG0009965	g40635	Om008G360890
OG0009967	g40672, g10908	Om008G361830
OG0009968	g37770	Om008G318780
OG0009969	g10851, g40717	Om008G362780
OG0009970	g40719	Om008G362820, Om006G263120
OG0009971	g40706, g10865	Om008G362590
OG0009972	g46940	Om003G105210
OG0009973	g6538	Om002G072070, Om002G072000
OG0009974	g18267	Om001G037300
OG0009975	g24705	Om003G104180
OG0009976	g2304	Om006G253630
OG0009977	g47004	Om003G103950
OG0009978	g47009	Om003G103770
OG0009979	g47039	Om003G103320
OG0009980	g24522	Om003G102600
OG0009981	g47077	Om003G102360
OG0009982	g6665	Om002G069560
OG0009983	g43419, g43418	Om007G316280
OG0009984	g16872, g16873	Om007G316320
OG0009985	g16871	Om007G316330
OG0009986	g16850	Om007G316610
OG0009987	g4318	Om007G316620, Om001G005820
OG0009988	g37301	Om008G332840
OG0009989	g16787	Om007G318150
OG0009991	g16765	Om007G318470
OG0009992	g40274	Om008G346130
OG0009993	g37771	Om008G318730
OG0009994	g37745	Om008G319180
OG0009995	g50824	Om008G319550
OG0009996	g50822	Om008G319590
OG0009997	g37695	Om008G320340
OG0009998	g37688	Om008G320380
OG0009999	g50792	Om008G320540
OG0010000	g37651	Om008G321110
OG0010001	g37650	Om008G321140
OG0010002	g52278	Om008G321590
OG0010003	g52254	Om008G322100
OG0010004	g37606	Om008G322250
OG0010005	g52224	Om008G350040, Om008G322320
OG0010006	g52225	Om008G322330
OG0010007	g52208, g38239, g976	Om008G322820, Om008G322810
OG0010008	g52198	Om008G322840
OG0010009	g13838	Om002G071340
OG0010010	g52146	Om008G324130
OG0010011	g52130	Om008G324540
OG0010012	g52129	Om008G324550
OG0010013	g52126	Om008G324780
OG0010015	g52106	Om008G325640
OG0010016	g38203	Om008G325680
OG0010017	g52095	Om008G325700
OG0010018	g52093	Om008G325760
OG0010019	g52027	Om008G327090
OG0010020	g52031, g37435	Om008G327020
OG0010021	g18979	Om003G120860
OG0010022	g37411	Om008G327520
OG0010023	g38168	Om008G327350
OG0010024	g37394	Om008G327870
OG0010025	g51996	Om008G327930
OG0010026	g5798	Om004G175800
OG0010027	g5797	Om004G175810
OG0010028	g5790	Om004G175710
OG0010029	g45329	Om004G175530
OG0010030	g45337	Om004G175340
OG0010031	g5766	Om004G175110
OG0010033	g29836	Om004G174480
OG0010034	g5738	Om004G174440
OG0010035	g5734	Om004G174360
OG0010036	g5725	Om004G174230
OG0010037	g5724	Om004G174220
OG0010038	g29811	Om004G173650
OG0010039	g45376	Om004G173590
OG0010040	g29110	Om006G241080
OG0010041	g657	Om006G241250
OG0010042	g29123	Om006G241120
OG0010043	g703	Om006G241810
OG0010045	g711	Om006G241960
OG0010046	g28946	Om006G241920
OG0010047	g28932	Om006G242200
OG0010048	g28931, g41402	Om006G242210
OG0010049	g5072, g29206	Om007G299000
OG0010050	g734	Om006G242450
OG0010051	g41386	Om006G242620
OG0010052	g748, g28906	Om006G242910
OG0010054	g16809	Om001G029100
OG0010055	g41353	Om006G244100
OG0010056	g28849	Om006G244490
OG0010057	g843, g28828	Om005G180910, Om006G244780
OG0010058	g41327	Om006G244920
OG0010059	g861	Om006G245390
OG0010060	g1276	Om006G245910
OG0010061	g27644	Om007G288240
OG0010062	g28710, g1228	Om006G247140
OG0010063	g312	Om006G234460
OG0010064	g9819	Om006G234340
OG0010065	g305	Om006G234320
OG0010066	g302	Om006G234270
OG0010067	g1028	Om003G117710
OG0010068	g260	Om006G233590
OG0010069	g9781	Om006G233300
OG0010070	g9774	Om006G233190
OG0010071	g236	Om006G233110
OG0010072	g200	Om006G232390
OG0010073	g178, g9725	Om006G232160
OG0010074	g176	Om006G232150
OG0010075	g9700	Om006G231510
OG0010076	g140, g9698	Om006G231460
OG0010077	g72	Om006G230500
OG0010078	g61	Om006G230290
OG0010079	g59	Om006G230260
OG0010080	g54	Om006G230240
OG0010081	g9661	Om006G230220
OG0010082	g41, g19652	Om006G229940
OG0010083	g26	Om006G229540
OG0010084	g19642	Om006G229460
OG0010085	g2476, g19313	Om006G257340
OG0010086	g24055	Om006G228980
OG0010087	g25339	Om004G157110
OG0010089	g45271	Om004G157750
OG0010090	g31767	Om005G199880
OG0010091	g39482	Om004G158080
OG0010092	g25415, g25418, g45221	Om004G158700
OG0010093	g25433	Om004G159050
OG0010094	g39547	Om004G159450
OG0010095	g39549	Om004G159500
OG0010096	g45233	Om004G159740
OG0010097	g25471, g39591	Om004G160040
OG0010098	g25479	Om002G077450, Om004G160230
OG0010099	g25501	Om004G160760
OG0010100	g39636	Om004G160840
OG0010101	g25511	Om007G302180
OG0010102	g39639	Om007G302220
OG0010103	g39643, g45192	Om007G302250
OG0010104	g39668	Om007G293090
OG0010105	g11102	Om007G277840
OG0010106	g51351	Om007G278300
OG0010107	g51342	Om007G278400
OG0010109	g51305, g35972	Om007G279540
OG0010110	g51278	Om007G279900
OG0010111	g37915	Om007G280080
OG0010112	g39858	Om007G280740
OG0010113	g51233, g39873	Om007G280960
OG0010114	g39895	Om007G281260
OG0010115	g39916	Om007G281650
OG0010116	g39957	Om007G282060
OG0010118	g40013	Om007G283080
OG0010119	g39976	Om007G283450
OG0010120	g51077, g40034	Om007G283620
OG0010121	g40059	Om007G283890
OG0010122	g40063	Om007G283910
OG0010123	g40067	Om007G283970
OG0010124	g40084	Om007G284310
OG0010125	g40085	Om007G284320, Om003G111540, Om003G111570
OG0010126	g40086	Om002G085390, Om007G284330, Om002G085460, Om003G111550
OG0010127	g40116	Om007G284790
OG0010128	g40158	Om007G285340
OG0010129	g40178	Om007G300970
OG0010130	g40185	Om007G285470
OG0010131	g38288	Om004G149490
OG0010132	g23634	Om001G020380
OG0010133	g12721	Om002G042220
OG0010134	g7546	Om002G051010, Om002G051030
OG0010135	g3249	Om004G177340
OG0010136	g37389	Om008G328050
OG0010137	g37387	Om008G328130
OG0010139	g17131	Om001G017760
OG0010140	g12703	Om002G042970
OG0010141	g7856	Om002G044160
OG0010142	g12655	Om002G044660
OG0010143	g12653	Om002G044680
OG0010144	g7818	Om002G045140
OG0010145	g12781	Om002G045210
OG0010146	g7812	Om002G045290
OG0010147	g12620	Om002G045370
OG0010148	g7778, g7769	Om002G046050
OG0010149	g7762	Om002G046080
OG0010150	g12822	Om002G046600
OG0010151	g12533	Om002G048010
OG0010152	g12938	Om002G049350
OG0010153	g7630	Om002G049360
OG0010154	g7620	Om002G049630
OG0010155	g7615, g7324	Om002G049710
OG0010156	g12456	Om002G049790
OG0010157	g12982	Om002G050560
OG0010158	g12425	Om002G050760
OG0010159	g9874, g382	Om006G235990
OG0010160	g13000	Om002G051170
OG0010161	g51841	Om008G330840
OG0010162	g51820	Om008G331120
OG0010163	g37335	Om008G331080
OG0010164	g51778	Om008G331870
OG0010165	g2252	Om006G252670
OG0010166	g51748	Om008G332620
OG0010167	g37293	Om008G333170
OG0010169	g38045	Om008G336820
OG0010170	g51608	Om008G336530
OG0010171	g38062	Om008G336060
OG0010172	g37197	Om008G336020
OG0010173	g38069	Om008G335900
OG0010175	g51703	Om008G334260, Om008G334350
OG0010176	g51693	Om008G334410
OG0010178	g26986	Om005G184080
OG0010179	g38103	Om008G333290
OG0010180	g49940	Om005G196150
OG0010181	g27305, g31603	Om005G196200
OG0010182	g31666	Om005G197750
OG0010183	g50007, g31715	Om005G198840
OG0010184	g50014	Om005G199030
OG0010185	g41411	Om006G241770
OG0010186	g31751	Om005G199620
OG0010187	g31798	Om005G200450
OG0010188	g31805	Om005G200560
OG0010189	g31829	Om005G201170
OG0010190	g50086	Om005G201380
OG0010191	g31859	Om005G201490
OG0010192	g50112	Om005G202060
OG0010193	g31891	Om005G202090
OG0010194	g27447	Om005G202100, Om004G170760
OG0010195	g31892	Om005G202130
OG0010196	g50116	Om005G202190
OG0010197	g50141	Om005G202560
OG0010198	g27468	Om005G202850
OG0010199	g27469	Om005G202860
OG0010200	g27474	Om005G202990
OG0010201	g31964	Om005G203270
OG0010203	g27492	Om005G204110
OG0010204	g14076	Om004G134360
OG0010205	g27526	Om005G205190
OG0010206	g27535	Om005G205370
OG0010207	g50264	Om005G205530
OG0010209	g50281	Om004G143620
OG0010210	g45860	Om005G207560
OG0010212	g32128	Om004G145250
OG0010214	g44772	Om005G209690
OG0010215	g32165	Om004G146410
OG0010216	g32188	Om004G146760
OG0010217	g32192	Om004G146920
OG0010218	g41569	Om005G211320
OG0010220	g32244	Om004G147710
OG0010221	g32245	Om004G147720
OG0010222	g27626	Om004G148380
OG0010223	g17203	Om006G240760
OG0010224	g23800	Om007G285940
OG0010225	g17182	Om007G285970
OG0010226	g23787	Om007G286080
OG0010227	g23786	Om007G286090
OG0010228	g17156	Om007G286790
OG0010229	g38333	Om004G149240
OG0010231	g38371, g38375, g38379	Om004G153410, Om018G374070
OG0010234	g42712	Om001G023260
OG0010235	g50960	Om004G155400, Om004G153000
OG0010236	g5010, g38422	Om004G154880, Om004G152230
OG0010237	g36900	Om004G152220, Om004G154870
OG0010239	g50905	Om004G154380
OG0010240	g38523, g50878	Om004G155860
OG0010241	g50854	Om004G156380
OG0010242	g31576, g49931	Om005G195800
OG0010243	g27288	Om005G195680
OG0010244	g49919	Om005G195190
OG0010245	g49905, g31528	Om005G194610
OG0010246	g31513	Om005G194380
OG0010247	g49900, g27251, g31485	Om005G194090
OG0010248	g31451	Om005G193050
OG0010249	g27221	Om005G193060
OG0010250	g31436	Om005G192870
OG0010251	g31377	Om005G191760
OG0010252	g27151	Om005G190180
OG0010253	g49768	Om004G131880
OG0010254	g31295	Om005G189800
OG0010255	g31284	Om005G189670
OG0010256	g49735	Om005G189310
OG0010257	g49730, g31251	Om005G189020
OG0010258	g49623	Om005G187730
OG0010259	g31182	Om005G187560
OG0010260	g31161	Om005G187130
OG0010261	g27059	Om005G187000
OG0010262	g31139	Om005G186850
OG0010263	g49574	Om005G185410
OG0010264	g31025	Om003G100720, Om005G184290
OG0010265	g31001	Om005G183930
OG0010267	g30952	Om005G183130
OG0010268	g49499	Om005G182810
OG0010269	g30930, g49496	Om005G182780
OG0010270	g30916	Om005G182460
OG0010271	g30915	Om005G182450
OG0010272	g30900	Om005G181990
OG0010273	g30902	Om005G181930
OG0010274	g30873	Om005G181650
OG0010275	g30867	Om005G181440
OG0010276	g49440	Om005G181050
OG0010277	g49437	Om005G181010
OG0010279	g30840	Om005G180810
OG0010280	g49432	Om005G180840
OG0010281	g30815	Om005G180220
OG0010282	g30803	Om005G179840
OG0010283	g30780	Om005G179430
OG0010284	g49368	Om005G179210, Om005G179250
OG0010285	g49376	Om005G179300
OG0010286	g49322	Om005G178440
OG0010287	g29328	Om007G302010
OG0010288	g5201, g29315	Om007G301550
OG0010289	g5169	Om007G300920
OG0010290	g29239	Om007G299560
OG0010291	g29245	Om007G299820
OG0010292	g5043, g45734	Om007G298230
OG0010293	g45738	Om007G297960
OG0010294	g5028	Om007G297970
OG0010295	g5021	Om007G297850
OG0010296	g4999	Om007G297340
OG0010297	g29143	Om007G297260
OG0010298	g4985	Om007G296710
OG0010299	g12616	Om002G045630
OG0010300	g41475	Om007G295940
OG0010301	g4896, g29081	Om007G295100
OG0010302	g29101	Om007G294790
OG0010303	g23187	Om001G030760
OG0010304	g4715	Om007G293380
OG0010305	g10165	Om007G293220
OG0010307	g10175	Om001G032820
OG0010309	g10191	Om007G303720, Om007G303740
OG0010310	g10193	Om007G303730
OG0010311	g10213	Om007G304270
OG0010312	g4639	Om007G303820
OG0010313	g10256	Om007G307230, Om009G364250
OG0010314	g7595, g12444	Om002G050080
OG0010315	g5256	Om004G161080
OG0010316	g45468	Om004G169560
OG0010317	g53940, g53981	Om003G099840, Om005G178300
OG0010318	g29678	Om004G170250
OG0010319	g29681, g5597	Om004G170330
OG0010320	g29687	Om004G170450
OG0010321	g29710	Om004G171180
OG0010322	g29719	Om004G171250
OG0010325	g5643	Om004G171780, Om004G171730
OG0010326	g5644	Om004G171830
OG0010327	g29738	Om004G171920
OG0010328	g29739	Om004G171930
OG0010329	g5652	Om004G172220
OG0010330	g45409, g5650	Om004G172200
OG0010331	g622	Om006G240610
OG0010332	g583	Om006G239850
OG0010334	g10017	Om006G239130
OG0010335	g18568	Om006G239220
OG0010337	g514	Om006G238650
OG0010338	g508	Om006G238430
OG0010339	g9973	Om006G238100
OG0010340	g458	Om006G237480
OG0010341	g9940	Om006G237290
OG0010342	g421	Om006G236660
OG0010343	g415	Om006G236540
OG0010344	g9867	Om006G235700
OG0010346	g355	Om006G235450
OG0010347	g338	Om006G235100
OG0010348	g28696	Om006G247930
OG0010349	g2477	Om006G257350
OG0010350	g2513	Om006G257860
OG0010351	g2541	Om006G258180
OG0010352	g19343, g2543	Om006G258190
OG0010353	g19362	Om006G258720
OG0010354	g2618	Om006G260120
OG0010355	g11385	Om006G260850
OG0010356	g2647	Om006G260950
OG0010357	g19426	Om006G261780
OG0010358	g19422	Om006G261890
OG0010359	g2708	Om006G262330, Om005G214270
OG0010360	g19470, g2727	Om006G262940
OG0010361	g2758	Om006G263560
OG0010362	g2746	Om006G263870
OG0010363	g11437	Om005G184940
OG0010364	g11447, g3062	Om006G267650
OG0010365	g3118, g19603	Om006G268900
OG0010366	g3131	Om006G269030
OG0010367	g3435	Om006G268690
OG0010368	g19613	Om004G134210
OG0010370	g41628	Om005G212000
OG0010371	g41685	Om005G212290
OG0010372	g13637	Om005G211270
OG0010373	g44870	Om005G211680
OG0010374	g44826	Om005G210650
OG0010375	g13636	Om005G210590
OG0010376	g44803	Om005G210340
OG0010377	g13635	Om005G210460
OG0010380	g44773	Om005G209700
OG0010382	g45836	Om005G208080
OG0010383	g45896	Om005G206800
OG0010384	g45911	Om005G206600
OG0010385	g44638, g45944	Om005G205990
OG0010386	g44617	Om004G142920
OG0010387	g46437	Om004G133430
OG0010388	g46406	Om004G133990
OG0010390	g46376	Om004G134500
OG0010391	g46352	Om004G134850
OG0010392	g19307	Om006G257230
OG0010393	g46327	Om004G135120
OG0010394	g46322	Om004G144610
OG0010395	g50119, g27450	Om005G202240
OG0010396	g46186	Om004G137730
OG0010398	g44547	Om004G140020, Om004G140030
OG0010399	g46101	Om004G140400
OG0010400	g46096	Om004G140470
OG0010401	g46081	Om004G140820
OG0010402	g46068, g44564	Om004G140980
OG0010404	g44580	Om004G141940
OG0010405	g46025	Om004G142030
OG0010407	g46024	Om004G142040
OG0010408	g44610	Om004G142680
OG0010409	g46500, g44337	Om004G132160
OG0010410	g13605	Om004G131810
OG0010411	g13602	Om004G131450
OG0010413	g46564	Om004G130810
OG0010414	g44290	Om004G130490
OG0010415	g44277	Om004G130140
OG0010417	g39377	Om003G117110
OG0010419	g12243	Om002G057370
OG0010421	g12191	Om002G059110
OG0010423	g12178	Om002G059430
OG0010425	g12162, g7143	Om002G059870
OG0010426	g701	Om006G241780
OG0010427	g7105	Om002G060480
OG0010429	g12134	Om002G060950
OG0010430	g12115	Om002G061290
OG0010431	g7015	Om002G062400
OG0010434	g6931	Om002G064200
OG0010435	g12029	Om002G064640
OG0010436	g13305	Om002G065180
OG0010437	g6882	Om002G065300
OG0010438	g6880	Om002G065360
OG0010439	g12005	Om002G065540
OG0010440	g6861	Om002G065670
OG0010441	g13324	Om002G065940
OG0010442	g6847	Om002G066130
OG0010443	g11980, g6845	Om002G066160
OG0010444	g6834	Om002G066310
OG0010445	g28077	Om003G098150
OG0010446	g6781	Om002G067060
OG0010447	g6780	Om002G067100
