Orthogroup	Cochlearia_excelsa	Erysimum_linariifolium
OG0007536	g47566	El003G158520
OG0007537	g47572	El003G158430
OG0007538	g51955	El006G288650
OG0007540	g51947, g38146	El006G288780
OG0007541	g13021	El005G244340
OG0007542	g13015	El005G244350
OG0007543	g7510	El005G244400
OG0007544	g13050	El005G244680
OG0007545	g13054, g7484	El005G244720
OG0007546	g13061	El005G244940
OG0007547	g7466	El005G245040
OG0007548	g45368	El001G078930
OG0007549	g12387	El005G245300
OG0007550	g13070	El005G245420
OG0007551	g7436	El005G245690
OG0007552	g7427	El005G245890
OG0007553	g5681, g29785	El001G077950
OG0007554	g7413, g12355	El005G246170
OG0007555	g12331	El005G246680
OG0007556	g12327	El005G246740
OG0007557	g12322, g7384	El005G246950
OG0007558	g12320	El005G247080
OG0007559	g7369	El005G247280
OG0007560	g7364	El005G247380
OG0007561	g7359	El005G247420
OG0007562	g13124	El005G247540
OG0007563	g17064	El003G155890
OG0007564	g12298, g7343	El005G247720
OG0007565	g12297, g13129	El005G247730
OG0007566	g7341	El005G247770
OG0007568	g12286	El005G248130
OG0007569	g47872, g18201	El001G028690
OG0007570	g1468	El007G344830
OG0007571	g10915	El007G365840
OG0007572	g54003	El002G130140
OG0007573	g28285	El007G343530
OG0007574	g1382, g28286	El007G343470
OG0007575	g1369	El007G343370
OG0007576	g28296	El007G343330
OG0007577	g18151	El003G149320
OG0007578	g882	El007G341140
OG0007579	g41280	El007G339830
OG0007581	g28405	El007G340040
OG0007582	g28400	El007G340160
OG0007583	g28397, g41255	El007G340190
OG0007584	g41282	El007G339780, El006G299870
OG0007585	g28421	El007G339700
OG0007586	g28456	El007G338550
OG0007587	g940, g28448	El007G338760
OG0007588	g956	El007G338010
OG0007589	g28488, g39413	El007G337830
OG0007590	g28496	El007G337390
OG0007591	g39367, g28521	El007G336520
OG0007592	g28530	El007G336260
OG0007593	g1046	El007G336060
OG0007594	g28548	El007G335960
OG0007595	g27158	El002G094840
OG0007596	g28575	El007G335040
OG0007597	g1095	El007G334860
OG0007598	g28596	El007G334830
OG0007599	g28794, g28601	El007G334750
OG0007600	g39307	El007G334330
OG0007601	g28641	El007G334260
OG0007602	g28650	El007G333930
OG0007603	g1139, g28660	El007G333780
OG0007604	g1155	El007G333370
OG0007605	g10146	El001G049450
OG0007606	g5273	El001G068320
OG0007607	g5289	El001G068580
OG0007608	g29375, g45610	El001G068660
OG0007609	g29373, g5293	El001G068720
OG0007610	g29389	El001G068850
OG0007611	g45597	El001G069110
OG0007612	g45589	El001G069240
OG0007613	g5326	El001G069400
OG0007614	g5331	El001G069490
OG0007615	g5338, g29420	El001G069580
OG0007616	g5350	El001G069760
OG0007617	g5371, g29443	El001G070180
OG0007618	g5372, g29445, g45568	El001G070210
OG0007619	g29449	El001G070440
OG0007621	g5405	El001G071290
OG0007622	g5470	El001G072810
OG0007623	g45504, g5486	El001G073040
OG0007624	g29577	El001G073160
OG0007625	g29581	El001G073250
OG0007626	g45493	El001G073630
OG0007627	g5515	El001G073670
OG0007628	g29604	El001G073900
OG0007629	g5555	El001G074510
OG0007630	g5562	El001G074570
OG0007631	g17552	El003G169700, El003G169640
OG0007632	g47240	El003G168990
OG0007633	g47248, g24229	El003G168830
OG0007634	g24226	El003G168710
OG0007635	g24223, g17496	El003G168650
OG0007637	g13150, g40428	El001G005710
OG0007638	g47292	El003G167420
OG0007639	g17453	El003G167300
OG0007640	g47300	El003G166970
OG0007641	g17425, g24128	El003G166590
OG0007642	g24079	El003G165890
OG0007643	g40514	El007G361600
OG0007644	g9870	El007G328570
OG0007645	g17374, g47344	El003G165360
OG0007646	g47355	El003G165090
OG0007647	g25544	El001G004770
OG0007648	g47375	El003G164630
OG0007649	g47391, g23990	El003G164250
OG0007650	g17309	El003G163590
OG0007651	g23969	El003G163550
OG0007652	g47413	El003G163400
OG0007653	g17302	El003G163250
OG0007654	g17294	El003G162970
OG0007655	g23949	El003G162890
OG0007656	g17282	El003G162790
OG0007657	g23933	El003G162600
OG0007658	g47450	El003G162390
OG0007659	g47451, g23918	El003G162320
OG0007660	g23884	El003G161450
OG0007661	g23878	El003G161250
OG0007662	g23860	El003G160960
OG0007663	g50683	El002G120950
OG0007664	g50690	El002G120990
OG0007665	g32666	El002G121160
OG0007666	g32730	El002G122180
OG0007667	g50756, g32837	El002G123270
OG0007668	g27921	El002G125120
OG0007669	g53907, g35965	El002G128190
OG0007670	g36262	El002G130580
OG0007671	g53983	El002G129400
OG0007672	g54016	El002G130680
OG0007673	g7576	El005G242990
OG0007675	g32331	El002G113940
OG0007677	g32350, g50473	El002G114230
OG0007678	g50486, g32356	El002G114330
OG0007679	g32389	El002G115080
OG0007681	g27700	El002G116650
OG0007682	g27710	El002G117360
OG0007683	g32487	El002G117380
OG0007684	g32492	El002G117450
OG0007685	g22993	El003G146740
OG0007686	g29839	El001G079630
OG0007687	g18235	El003G146410
OG0007688	g47946	El003G146240
OG0007689	g22961	El003G146180
OG0007690	g47965, g22938	El003G145900
OG0007691	g22920	El003G145680
OG0007693	g22902	El003G145430
OG0007694	g47979	El003G145180
OG0007695	g38431	El006G318450
OG0007696	g22870	El003G145030
OG0007698	g22818	El003G144650
OG0007699	g22814	El003G144360
OG0007700	g22812	El003G172940, El003G144350
OG0007701	g18287	El003G144200
OG0007702	g22787	El003G143910
OG0007703	g22779	El003G143770
OG0007704	g22747	El003G143510
OG0007705	g22732	El003G143270
OG0007706	g22713	El003G143010
OG0007707	g18354	El003G141970
OG0007708	g46880	El003G182840
OG0007709	g16745	El003G185500
OG0007710	g43901, g46727	El003G188450
OG0007711	g37118	El006G296120
OG0007712	g37122	El006G296030
OG0007713	g37993	El006G295940
OG0007714	g31238, g27106	El002G093140
OG0007715	g27754	El002G118270
OG0007716	g41491	El001G062590
OG0007717	g51509	El006G295820
OG0007718	g51506, g37999	El006G295860
OG0007719	g40266	El001G009880
OG0007720	g40241	El001G010480
OG0007721	g40215	El001G011150
OG0007722	g32423	El002G116010
OG0007723	g51430	El006G297180
OG0007724	g51413	El006G297760
OG0007725	g51405	El006G297880
OG0007726	g51400	El006G297940
OG0007727	g51399	El006G297950
OG0007728	g51366	El006G298370
OG0007729	g37065	El006G298450
OG0007730	g11141	El007G357970
OG0007731	g40306	El001G009020
OG0007732	g40343	El001G008000
OG0007733	g25728	El001G007720
OG0007734	g25690	El001G007330
OG0007735	g25603	El001G006190
OG0007736	g40416	El001G005900
OG0007737	g40436	El001G005590
OG0007738	g25556, g40457	El001G005040
OG0007740	g40460	El001G004940
OG0007741	g11038, g40504	El007G361490
OG0007742	g11009	El007G363080, El007G363020, El007G362450
OG0007743	g10986	El007G363320
OG0007744	g10979, g40569	El007G363730
OG0007746	g40594, g10960	El007G364290
OG0007747	g40600	El007G364700
OG0007748	g40607	El007G364520
OG0007749	g10949	El007G364480
OG0007750	g10941	El007G365380
OG0007751	g29788	El001G078020
OG0007752	g10938, g4617	El007G365440
OG0007753	g40641	El007G365580
OG0007754	g40666	El007G365890
OG0007755	g10833	El003G172020, El004G204700
OG0007756	g46872	El003G183340
OG0007757	g46865	El003G183430
OG0007758	g4052	El003G181540, El005G277500
OG0007759	g11675	El005G268560
OG0007762	g24594	El003G176620
OG0007763	g47043, g36161, g24535	El003G175180
OG0007764	g47103	El003G173040
OG0007765	g46654	El003G192140
OG0007766	g16771	El003G193310
OG0007767	g16759	El003G193590
OG0007768	g44477	El004G199380
OG0007769	g50837	El006G279960
OG0007770	g37751	El006G280080
OG0007771	g50834	El006G280130
OG0007772	g50823	El006G280490
OG0007773	g50818	El006G280590
OG0007774	g50815	El006G280690
OG0007776	g50786, g37673	El006G281360
OG0007777	g50781	El006G281480
OG0007778	g37649	El006G281900
OG0007779	g37643	El006G282030
OG0007780	g52294	El006G282050
OG0007781	g37642	El006G282060
OG0007782	g37641	El006G282090
OG0007783	g37640	El006G282100
OG0007784	g37635	El006G282360
OG0007785	g37621	El006G282670
OG0007786	g37608	El006G283030
OG0007787	g52196	El006G283700
OG0007788	g52165	El006G284280
OG0007789	g37531	El006G284690
OG0007790	g52157	El006G284770
OG0007791	g52141	El006G284920
OG0007792	g37469	El006G286010
OG0007793	g52062	El006G286450
OG0007794	g52020	El006G287220
OG0007795	g52039	El006G286950
OG0007796	g5843	El001G081820
OG0007797	g5825	El001G081550
OG0007798	g5816	El001G081360
OG0007799	g5806	El001G081210
OG0007800	g45304	El001G081110
OG0007801	g29856	El001G080760
OG0007802	g5785	El001G080650
OG0007803	g45316	El001G080570
OG0007804	g45317	El001G080560
OG0007805	g5779	El001G080150
OG0007806	g5714, g29816	El001G078820
OG0007808	g45373	El001G078860
OG0007809	g29807	El001G078680
OG0007810	g45390	El001G078490
OG0007811	g5699, g29801	El001G078430
OG0007812	g29800	El001G078310
OG0007813	g29796	El001G078240
OG0007814	g29113	El001G060940
OG0007815	g41420	El001G060480
OG0007816	g19912	El001G060470
OG0007817	g28926	El001G059430
OG0007818	g28918	El001G059280
OG0007819	g41379	El001G059040
OG0007820	g746	El001G058980
OG0007821	g756	El001G058900
OG0007822	g759	El001G058870
OG0007823	g41365	El001G058590
OG0007824	g798	El001G058050
OG0007825	g28862, g811	El001G057560
OG0007826	g28850	El007G330130
OG0007827	g41331	El007G330210
OG0007828	g41328	El007G330420
OG0007829	g28803	El007G330740
OG0007830	g1299	El007G330970
OG0007831	g39225, g1284	El007G331290
OG0007833	g39256, g1239	El007G332240
OG0007834	g39264	El007G332500
OG0007835	g318, g9825	El007G327470
OG0007836	g314, g15977, g9822	El007G327400
OG0007837	g18631	El007G327390
OG0007838	g9814	El007G327100, El003G151980
OG0007839	g1092, g28589	El007G334940
OG0007840	g9793	El007G326560
OG0007841	g9790	El007G326510
OG0007842	g36015, g18644, g36014	El007G325870
OG0007843	g9750, g212	El007G325740
OG0007844	g9745	El007G325510
OG0007845	g9743	El007G325490
OG0007846	g9722	El007G325020
OG0007847	g9721	El007G324960
OG0007848	g160	El007G324880
OG0007849	g9699	El007G324430
OG0007850	g141	El007G324410
OG0007851	g129	El007G324290, El007G326480
OG0007852	g9684, g110	El007G323950
OG0007853	g87	El007G323700
OG0007854	g81	El001G020120
OG0007855	g9667, g74	El007G323500
OG0007856	g9649, g51	El007G323080
OG0007857	g28	El007G322520
OG0007858	g19323	El001G021400
OG0007859	g9629	El007G322340
OG0007860	g25371	El001G000810
OG0007861	g25368	El001G000680
OG0007862	g39487	El001G000950
OG0007863	g25400	El001G001210
OG0007864	g45261	El001G001280
OG0007865	g39494	El004G228500, El001G001620
OG0007866	g25423	El001G001860
OG0007867	g39538	El001G002400
OG0007868	g39554	El001G002780
OG0007869	g39557	El001G002810
OG0007870	g25464	El001G002850
OG0007871	g39603	El001G003310
OG0007872	g25487	El001G003410
OG0007873	g39631	El001G003700
OG0007874	g25510, g39637	El001G003900
OG0007875	g39677	El007G360270
OG0007876	g39699	El007G359830
OG0007877	g39738	El007G358740
OG0007878	g39742	El006G298510
OG0007879	g51352	El006G298540
OG0007880	g39790	El006G299940
OG0007881	g39789	El006G299960
OG0007882	g51297	El006G299990
OG0007883	g39761	El006G299070
OG0007884	g51299	El003G162200, El006G299860
OG0007885	g51269	El006G300520
OG0007886	g39855	El006G301230
OG0007887	g39868	El006G301380
OG0007888	g39878	El006G301540
OG0007891	g39890, g39889	El006G301770
OG0007892	g51213	El006G302140
OG0007893	g39917	El006G302320
OG0007894	g51201	El006G302350
OG0007895	g51193	El006G302500
OG0007896	g26996	El002G089580
OG0007897	g39952	El006G302810
OG0007898	g51098	El006G304620
OG0007899	g40000	El006G304640
OG0007900	g51078	El006G305090
OG0007901	g40036	El006G305260
OG0007902	g40046	El006G305430
OG0007903	g40080	El006G306110
OG0007904	g40141	El006G308240
OG0007905	g40175	El006G309640
OG0007907	g38279, g36807	El006G311870
OG0007908	g38291	El006G312560
OG0007909	g23638, g17089	El003G156850
OG0007910	g23655	El003G157190
OG0007911	g29287, g5162	El001G066720
OG0007912	g12716	El005G235490
OG0007914	g16736	El003G168760, El003G185170
OG0007915	g23696	El003G157990
OG0007916	g12741	El005G235950
OG0007917	g7918	El005G236000, El006G318480
OG0007918	g29261	El001G066180
OG0007919	g7901	El005G236290
OG0007920	g7880, g6215, g12685	El005G236520
OG0007921	g12679	El005G236890, El004G219040, El004G219030, El004G219020, El004G221610
OG0007922	g12671	El005G237050
OG0007923	g12670, g7848	El005G237150
OG0007924	g12659	El005G237380
OG0007925	g7824, g12634	El005G237770
OG0007926	g12622, g12790	El005G238220
OG0007927	g12612, g7790	El005G238690
OG0007928	g12815	El005G239430
OG0007929	g12589, g7743	El005G239480
OG0007930	g12833, g7736	El007G362480, El005G239680
OG0007931	g7719, g12842	El005G239950
OG0007932	g7725, g42578, g12835	El005G239800
OG0007934	g12847	El005G240080
OG0007935	g12857	El005G240210
OG0007937	g12864	El005G240380
OG0007938	g12877	El005G240650
OG0007939	g7682	El005G241000
OG0007940	g7669	El005G241120
OG0007941	g12921	El005G241290
OG0007942	g12928	El005G241730
OG0007943	g7641	El005G241790
OG0007944	g7640	El005G241810
OG0007945	g7638	El005G241830
OG0007946	g12930	El005G241860
OG0007947	g12931	El005G241870
OG0007948	g10224	El007G347000
OG0007949	g12453	El005G242390
OG0007950	g7598, g12445	El005G242600
OG0007951	g7584	El005G242850
OG0007952	g12978	El005G243070
OG0007953	g7568	El005G243160
OG0007954	g12433	El005G243170
OG0007955	g12996, g12426	El005G243410
OG0007956	g7549	El005G243540
OG0007958	g51868, g38141	El006G289440
OG0007960	g37352	El006G289530
OG0007961	g37339	El006G289780
OG0007962	g37336, g51823	El006G289940
OG0007963	g37320	El006G290400, El006G290440
OG0007964	g37296	El006G291310
OG0007965	g51565	El006G294820
OG0007967	g38029	El006G294630
OG0007968	g51586	El006G294280
OG0007969	g38039	El006G294240
OG0007970	g38046	El006G294020
OG0007971	g51616	El006G293600
OG0007972	g51619	El006G293570
OG0007973	g37194	El006G293450
OG0007974	g51630	El006G293300
OG0007975	g51657, g38075	El006G292710
OG0007976	g38081	El006G292620
OG0007977	g51664, g38085	El006G292530
OG0007978	g51677	El006G292400
OG0007979	g51695, g37252	El006G292150
OG0007980	g51709	El006G291990
OG0007981	g51716	El006G291840
OG0007982	g51545	El006G295190
OG0007983	g49939, g31597	El002G099470
OG0007984	g49965, g31642	El002G100260
OG0007985	g31661	El002G100720
OG0007986	g27396	El002G101960
OG0007987	g31766	El002G102450
OG0007988	g31756	El002G102350
OG0007989	g31772	El002G102510
OG0007991	g31779	El002G102640
OG0007992	g31795	El002G102800
OG0007993	g31797	El002G102850
OG0007994	g31811	El002G103030
OG0007995	g31834	El002G103550
OG0007996	g31835, g50079	El002G103570
OG0007997	g31851	El002G103740
OG0007998	g50087	El002G103770
OG0007999	g31887	El002G104180
OG0008000	g50105	El002G104190
OG0008002	g50125	El002G104520
OG0008003	g31915, g50131	El002G104610
OG0008004	g50157, g27470	El002G105200
OG0008005	g44398	El004G229360
OG0008006	g31958	El002G105370
OG0008007	g31985	El002G105770
OG0008008	g50192	El002G105900
OG0008009	g31995, g50197	El002G105920
OG0008010	g46324	El004G230140
OG0008011	g31997	El002G105930
OG0008012	g50202	El002G106040
OG0008013	g27491	El002G106130
OG0008014	g32024	El002G107200
OG0008015	g32027	El002G107380
OG0008016	g32039	El002G107590, El002G107580
OG0008017	g32045	El002G107730
OG0008018	g32046, g50278	El002G108300
OG0008019	g32101	El002G108770
OG0008020	g27555	El002G109200
OG0008021	g50326	El002G109690
OG0008022	g50372	El002G111820
OG0008023	g50373, g32190	El002G111860
OG0008024	g32194	El002G111940
OG0008025	g44856	El006G319480, El004G230290, El004G218790
OG0008026	g32249	El002G112610
OG0008027	g32269, g50404	El002G112910
OG0008028	g50403, g27629	El002G112900
OG0008029	g27633	El002G113070
OG0008030	g47492	El003G160580
OG0008031	g47497	El003G160530
OG0008032	g47501	El003G160470
OG0008033	g23834	El003G160230
OG0008034	g23829	El003G160150
OG0008035	g17183	El003G159570
OG0008036	g23791, g47530	El003G159500
OG0008037	g47534	El003G159350
OG0008038	g47539, g23767	El003G159190
OG0008039	g17175	El003G159210
OG0008040	g23605	El003G156230
OG0008041	g23589	El003G156110
OG0008042	g38354	El006G316080, El006G316060
OG0008043	g50996, g38362	El006G316710
OG0008044	g38387	El006G317100, El006G317110
OG0008045	g38436	El006G318570
OG0008046	g44538, g46132	El004G226810
OG0008047	g38471, g36918	El006G319410
OG0008048	g38472, g43539	El006G319430
OG0008049	g38476	El006G319500
OG0008050	g38483	El006G319610
OG0008051	g38486	El006G319660
OG0008052	g36943, g50888	El006G320340
OG0008053	g38517	El006G320460
OG0008055	g38528, g50866	El006G321140
OG0008056	g38537	El006G321310
OG0008058	g50852	El006G321550
OG0008059	g31574	El002G099170
OG0008060	g49928	El002G099090
OG0008061	g31569	El002G099070
OG0008062	g31561, g27286	El002G098950
OG0008063	g31553	El002G098840
OG0008064	g31537	El002G098610
OG0008065	g27269, g31527	El002G098360
OG0008066	g31493	El002G097930
OG0008067	g31487, g27256	El002G097860
OG0008068	g31476, g27246, g49888	El002G097390
OG0008069	g49867	El002G126700, El002G096740
OG0008070	g49862	El002G096610
OG0008071	g49861	El002G096600
OG0008072	g49830, g49835, g49841	El002G096120
OG0008073	g31388, g49823	El002G095970
OG0008074	g27188, g31383	El002G095890
OG0008075	g49800	El002G095440
OG0008076	g31338, g49784	El002G095230
OG0008077	g31337	El002G095210
OG0008078	g27163	El002G094910
OG0008080	g49777	El002G094720
OG0008081	g31264	El002G093650
OG0008082	g31249	El002G093370
OG0008083	g31241	El002G093170
OG0008084	g49723	El002G093100
OG0008085	g49702	El002G092590
OG0008086	g19151	El001G025240
OG0008087	g49657	El002G091540
OG0008088	g49672, g31124	El002G091270
OG0008089	g49671, g31126	El002G091290
OG0008090	g27010, g31071	El002G090110
OG0008091	g31050	El002G089690
OG0008092	g49561	El002G089500
OG0008093	g31011	El002G088950
OG0008094	g49552	El002G089170
OG0008095	g49547	El007G345360, El002G089030
OG0008096	g31010	El002G088940
OG0008098	g31005	El002G088860
OG0008099	g30993	El002G088720
OG0008100	g30976	El002G088480
OG0008101	g49517	El002G088200
OG0008102	g30942	El002G087850
OG0008103	g30906	El002G087150
OG0008104	g5250	El001G067930
OG0008105	g26939, g30877	El002G086580
OG0008106	g26937	El002G086470
OG0008107	g30871	El002G086430
