Orthogroup	Cochlearia_excelsa	Aethionema_saxatile
OG0008761	g44572	As003G069490, As010G240240
OG0008762	g50503	As003G069870
OG0008763	g32392	As003G069900
OG0008764	g27689	As003G070230
OG0008765	g50552	As003G071240
OG0008766	g50565	As003G071410
OG0008767	g32502	As003G071550
OG0008768	g50569	As003G071640
OG0008769	g47932	As003G072030
OG0008770	g22974	As003G072060
OG0008771	g22960	As003G072300
OG0008772	g22922	As003G072670
OG0008773	g47974, g22904	As003G072950
OG0008774	g22878	As003G073260
OG0008775	g22869	As003G073360
OG0008776	g22855	As003G073420
OG0008777	g22851	As003G073460
OG0008778	g22806	As003G074110
OG0008779	g22803	As003G074130
OG0008780	g22789	As003G074410
OG0008781	g22780	As003G074570
OG0008782	g22778, g22777	As003G074590
OG0008783	g22743	As003G074860
OG0008784	g18304, g38522	As003G075590
OG0008785	g23619	As004G076900
OG0008787	g46839	As004G077020
OG0008788	g46758	As004G077640
OG0008789	g37509	As004G077680
OG0008790	g16905	As004G078190
OG0008791	g32509	As004G078710
OG0008792	g29720	As004G079270
OG0008793	g32578	As004G079420
OG0008794	g51536	As004G079970
OG0008795	g40264	As004G080160
OG0008796	g51406	As004G081320
OG0008797	g37062	As004G081830
OG0008798	g37048	As004G082140
OG0008799	g37052	As004G082210
OG0008800	g52273, g37625	As004G082550
OG0008801	g18465, g18424	As004G082920
OG0008802	g40308	As004G083670
OG0008803	g40354	As004G084330
OG0008804	g45142	As004G084900
OG0008805	g40399, g25668	As004G085040
OG0008806	g25602	As004G085140
OG0008807	g25604	As004G085170
OG0008809	g25580	As004G085880
OG0008810	g40464	As004G086170
OG0008811	g25542	As004G086240
OG0008812	g40493	As004G086700
OG0008813	g40495	As004G086750
OG0008814	g11033	As004G087130
OG0008815	g40531	As004G087430
OG0008816	g40555	As004G087830
OG0008817	g10966	As004G088310
OG0008818	g40588	As004G088380
OG0008819	g10922	As004G089190
OG0008820	g40647	As004G089240
OG0008821	g10906	As004G089610
OG0008822	g40721, g10844	As004G090130
OG0008823	g40722	As004G090140
OG0008824	g46871, g25206	As004G092100
OG0008825	g46946	As004G092980
OG0008826	g24752, g24757	As004G093630
OG0008827	g46652	As004G093740
OG0008828	g24635, g46995	As004G094340
OG0008829	g13490	As004G094420
OG0008830	g24562	As004G095210
OG0008831	g17726	As004G095280
OG0008832	g24534	As004G095380
OG0008833	g47075	As004G095860
OG0008834	g17684	As004G096200
OG0008835	g24471	As004G096230
OG0008836	g36165, g14875, g52876, g43248, g47105	As004G096560
OG0008837	g47106	As004G096600
OG0008838	g16849	As004G097080
OG0008839	g46655	As004G097450, As004G097780
OG0008840	g46664	As004G097470, As008G190170
OG0008841	g16802	As004G097710
OG0008842	g46651, g16804	As004G097730
OG0008843	g16779, g16781	As004G098060
OG0008844	g46626	As004G098280
OG0008845	g46622	As004G098350
OG0008846	g5965	As005G098680
OG0008847	g37766	As005G098760
OG0008848	g37764	As005G098810
OG0008849	g37686	As005G100300
OG0008850	g50790	As005G100380
OG0008851	g50783	As005G100510
OG0008852	g52296	As005G100930
OG0008853	g52295	As005G101000
OG0008854	g37627	As005G101330
OG0008855	g37610	As005G101710
OG0008856	g37591, g52228	As005G101930
OG0008857	g37586	As005G102000
OG0008858	g37579, g52241	As005G102080
OG0008859	g1930	As012G286140, As005G102540
OG0008860	g38226	As005G103010
OG0008861	g52158	As005G103150
OG0008862	g52151, g52149	As005G103190
OG0008863	g52148	As005G103200
OG0008864	g37523	As005G103400
OG0008865	g37496	As005G104000
OG0008866	g52094	As005G104260
OG0008867	g18909	As005G104370
OG0008868	g52077	As005G104670
OG0008869	g37446	As005G104890
OG0008870	g38183	As005G104920
OG0008871	g37443	As005G104960
OG0008872	g5361	As005G105000
OG0008873	g52010	As005G105460
OG0008874	g37402	As005G105770
OG0008875	g51995	As005G106130
OG0008876	g37391	As005G106140
OG0008877	g45289	As005G106690
OG0008878	g45294	As005G106830
OG0008879	g5814	As005G106880
OG0008880	g5807	As005G106970, As005G106960
OG0008881	g5788	As005G107490
OG0008882	g29847	As005G107760
OG0008883	g5752	As005G108060
OG0008884	g29831	As005G108590
OG0008885	g5717	As005G108710
OG0008886	g29809	As005G108880
OG0008887	g5698	As005G109250
OG0008888	g29112	As005G109920
OG0008889	g656, g29127	As005G110230
OG0008890	g653, g28980	As005G110460
OG0008891	g28975	As005G110610
OG0008892	g704	As005G111310
OG0008893	g705	As005G111360
OG0008894	g664	As005G111650
OG0008895	g41401, g28929	As005G111820
OG0008896	g448	As008G192090
OG0008897	g28909	As005G112420
OG0008898	g743	As005G112450
OG0008899	g28901	As005G112710
OG0008900	g763	As005G112920
OG0008901	g28897	As005G112950
OG0008902	g770	As005G113110
OG0008903	g28873	As005G113320
OG0008904	g28871	As005G113360
OG0008905	g816	As005G113710
OG0008906	g41333	As005G113870
OG0008907	g831	As005G114030
OG0008908	g855, g28805	As005G114450
OG0008909	g266	As005G114520
OG0008910	g1295	As005G114660
OG0008911	g28783	As005G114670
OG0008912	g41303	As005G114750
OG0008913	g28763	As005G114820
OG0008914	g28761	As005G114900
OG0008915	g39245	As005G115290
OG0008916	g1245, g39248	As010G224270, As005G115400
OG0008917	g28746	As005G115610
OG0008918	g1257, g28700	As005G115750
OG0008919	g1240	As005G115810
OG0008920	g1236	As005G115850
OG0008921	g1232	As005G115890
OG0008922	g274	As005G116720
OG0008923	g9799, g270	As005G116780
OG0008924	g49612	As005G116820
OG0008925	g9796	As005G116880
OG0008927	g9770, g240	As005G117330
OG0008928	g9753	As005G117630
OG0008929	g9746	As005G117790
OG0008930	g197, g18663	As005G118120
OG0008931	g177	As005G118210
OG0008932	g9724	As005G118230
OG0008933	g117, g9687	As005G118980
OG0008934	g107	As005G119070
OG0008935	g88	As005G119240
OG0008936	g9669	As005G119360
OG0008937	g9660	As005G119710
OG0008938	g9644	As005G119860
OG0008939	g19653	As005G119870
OG0008940	g19647, g38	As005G120000
OG0008941	g19644	As005G120250
OG0008942	g27	As005G120320
OG0008944	g11353	As005G120520
OG0008945	g14, g9626	As005G120660
OG0008947	g45269	As006G121320
OG0008948	g26863	As006G121330
OG0008949	g25358	As006G121570
OG0008950	g25351	As006G121650
OG0008951	g39452	As006G121670
OG0008952	g45255	As006G121800
OG0008954	g39492	As006G122350
OG0008955	g39536, g25449	As006G122870
OG0008956	g39540	As006G122950
OG0008957	g39555	As006G123090
OG0008958	g39605	As006G123550
OG0008959	g39611	As006G123680
OG0008960	g25496	As006G123860
OG0008961	g39634	As006G123880
OG0008962	g51348	As006G124700, As006G125370
OG0008963	g39704	As006G124740
OG0008964	g39706	As006G124760
OG0008965	g46869	As006G124970
OG0008966	g39723, g11107	As006G125010
OG0008967	g51341, g39748	As006G125410
OG0008968	g51335	As006G125490
OG0008969	g39750	As006G125560
OG0008970	g39767	As006G125940
OG0008971	g51321	As006G126000
OG0008973	g39807	As006G126240
OG0008974	g51304	As006G126270
OG0008975	g27970, g49271, g5	As006G126750, As007G153780
OG0008976	g37920, g37919	As006G126800
OG0008977	g51251	As006G127280
OG0008978	g39850	As006G127390
OG0008979	g39869	As006G127540
OG0008981	g39897	As006G127910
OG0008982	g51194	As006G128240
OG0008984	g51139	As006G128900
OG0008985	g40015	As006G129120
OG0008986	g51120	As006G129140
OG0008987	g37849	As006G129300
OG0008988	g40003	As006G129340
OG0008989	g37845, g39981	As006G129590
OG0008990	g51090	As006G129630
OG0008991	g40038	As006G129880
OG0008992	g40048	As006G129950
OG0008993	g53382	As006G130070
OG0008994	g40089	As006G130350
OG0008995	g40090	As006G130360
OG0008996	g40125	As006G130760
OG0008997	g40119	As006G130820
OG0008998	g40115	As006G130860
OG0008999	g40102	As006G130940
OG0009001	g38272	As006G131550
OG0009002	g51068	As006G132080
OG0009003	g36847	As006G132180
OG0009004	g23632	As006G132280
OG0009005	g17086	As006G132310
OG0009006	g23658	As006G132590
OG0009007	g49985	As006G132800
OG0009008	g7929	As006G132820
OG0009009	g7930	As006G132830
OG0009010	g7942	As006G132920, As008G184190
OG0009011	g7941	As006G132930
OG0009012	g7946	As006G133240
OG0009013	g23704	As006G134080
OG0009014	g47613	As006G134370
OG0009015	g47605	As006G134500
OG0009016	g7914	As006G134920
OG0009017	g7896	As006G135170
OG0009018	g7866	As006G135550
OG0009019	g7862	As006G135610
OG0009020	g7852	As006G135840
OG0009021	g7842	As006G135930
OG0009022	g12662	As006G136080
OG0009023	g7833	As006G136150
OG0009024	g7832	As006G136160
OG0009025	g12635	As006G136460
OG0009026	g12780	As006G136720
OG0009027	g12801	As006G137270
OG0009028	g7793	As006G137330
OG0009029	g7792	As006G137340
OG0009030	g7781	As006G137480
OG0009031	g7772, g7763	As006G137660
OG0009032	g7749	As006G137830
OG0009033	g12592	As009G207100, As006G137860
OG0009034	g12591	As006G137910
OG0009035	g12582	As006G138100
OG0009036	g12844	As006G138400
OG0009037	g7714	As006G138450
OG0009038	g12875	As006G139040
OG0009039	g7686	As006G139060
OG0009041	g7656	As006G139860
OG0009042	g7642	As006G140160
OG0009043	g12935, g12482	As006G140280
OG0009044	g7622	As006G140540
OG0009045	g7610	As006G140780, As009G208470
OG0009047	g7600	As006G141030
OG0009048	g7597	As006G141060
OG0009049	g12965	As006G141080
OG0009050	g25028	As006G141670
OG0009051	g38281	As006G141700
OG0009052	g26908	As006G141800
OG0009053	g7552, g12992	As006G141810
OG0009054	g12420	As006G141880
OG0009055	g53945	As006G142230
OG0009056	g51915	As006G142280
OG0009057	g51909	As006G142350
OG0009058	g51886	As006G142450
OG0009060	g51468	As006G142590
OG0009061	g37351	As006G142720
OG0009062	g51800	As006G143340
OG0009063	g51793	As006G143350
OG0009064	g38128	As006G143520
OG0009065	g51763	As006G143720
OG0009066	g51774	As006G143920
OG0009067	g51756	As006G143950
OG0009068	g51737	As006G144360
OG0009069	g44860	As006G144370
OG0009070	g51735	As006G144400
OG0009071	g37149	As006G144660
OG0009072	g38028, g37156	As006G144720
OG0009073	g37160	As006G144740
OG0009075	g51587	As006G145080
OG0009076	g51599	As006G145190
OG0009077	g51613	As006G145460
OG0009078	g51623	As006G145720
OG0009079	g51634	As006G146050
OG0009080	g51675	As006G146930
OG0009081	g51676	As006G146940
OG0009082	g37287, g51728	As006G147260
OG0009083	g51727	As006G147310
OG0009084	g51692	As006G147940
OG0009085	g37278	As006G148410
OG0009086	g37269	As006G148420
OG0009087	g51714	As006G148610
OG0009088	g51547	As006G148830
OG0009089	g31585	As007G151900
OG0009090	g31586	As007G151920
OG0009091	g31596	As007G152000
OG0009092	g49942	As007G152060
OG0009093	g31610	As007G152180
OG0009094	g31614, g49946	As007G152210
OG0009095	g31628	As007G152440
OG0009096	g49962	As007G152660
OG0009097	g49970	As007G152890, As007G162460
OG0009098	g27345, g31653	As007G152980
OG0009099	g31654	As007G153010
OG0009100	g27357	As007G153290
OG0009101	g49994	As007G153650, As010G241560
OG0009102	g31699	As007G153810
OG0009103	g31702	As007G153920
OG0009104	g50012	As007G154080
OG0009105	g31754	As007G154600
OG0009106	g27412	As007G155010
OG0009107	g47579, g25029	As007G155050
OG0009110	g31816	As007G155460
OG0009111	g31889	As007G156120
OG0009112	g31890	As007G156130
OG0009113	g50126	As007G156360
OG0009115	g50166	As007G157120
OG0009116	g19162	As007G157770
OG0009117	g50211	As007G157910
OG0009118	g50225	As007G158070
OG0009119	g32019	As007G158080
OG0009120	g27527	As007G158720
OG0009121	g50251, g27528	As007G158730
OG0009122	g32047	As007G159220
OG0009123	g50291	As007G159470
OG0009124	g32100	As007G159600
OG0009125	g27554	As007G159690
OG0009126	g50335	As007G160210
OG0009127	g27580	As007G160330
OG0009128	g50349, g32146	As007G160560
OG0009130	g45791	As007G160660, As010G232420
OG0009131	g32161	As007G160770
OG0009132	g32170	As007G160920
OG0009133	g27597	As007G161000
OG0009134	g50368, g32180	As007G161010
OG0009135	g32200, g27607	As007G161290
OG0009137	g27616	As007G161560
OG0009138	g32225	As007G161590
OG0009139	g50398	As007G161860
OG0009140	g50407, g32279	As007G162090, As007G162100
OG0009141	g47500	As007G162760
OG0009142	g1500	As007G162940
OG0009143	g23833	As007G162980
OG0009144	g47523	As007G163550
OG0009145	g17188	As007G163730
OG0009146	g51038	As007G167100
OG0009148	g38345	As007G176810, As007G176820
OG0009149	g38340	As007G177640
OG0009150	g50993	As007G177990
OG0009151	g38391	As007G178310
OG0009152	g38401, g27289	As007G178970
OG0009153	g38411	As007G179130
OG0009154	g38437, g50952	As007G179580
OG0009155	g36914	As007G179720
OG0009156	g19308	As007G179780
OG0009157	g38485	As007G180150
OG0009158	g50898	As007G180250
OG0009159	g36955	As007G180660
OG0009160	g50862	As007G181040
OG0009162	g31570	As008G182420
OG0009163	g31551	As008G182670
OG0009164	g31541	As008G182780
OG0009165	g31508	As008G183180
OG0009166	g31506	As008G183270
OG0009167	g31486	As008G183440
OG0009168	g31447	As008G183960
OG0009169	g31449	As008G183980
OG0009170	g31420	As008G184350
OG0009171	g31378	As008G184880
OG0009172	g49781	As008G185600
OG0009173	g31331	As008G185680
OG0009174	g49773	As008G186050
OG0009175	g27127	As008G186790
OG0009176	g49745	As008G186830
OG0009177	g31269	As008G186930
OG0009178	g31243	As008G187340
OG0009179	g31221	As008G187540
OG0009180	g31226, g49713	As008G187640
OG0009181	g49626	As008G188250
OG0009182	g49637, g27069	As008G188450
OG0009183	g31174	As008G188540
OG0009184	g49638	As008G188920
OG0009185	g31152	As008G189090
OG0009186	g28965	As008G189310
OG0009187	g31141	As008G189380
OG0009188	g49658	As008G189500
OG0009189	g49670	As008G189850
OG0009190	g27030	As008G189870
OG0009191	g31128	As008G190010
OG0009192	g27032, g31129	As008G190070
OG0009193	g49675	As008G190600
OG0009194	g27026	As008G190940
OG0009196	g49694	As008G191310
OG0009199	g27001	As008G193010
OG0009200	g31003	As008G193650
OG0009201	g26975	As008G193700
OG0009202	g30991	As008G193870
OG0009203	g30990	As008G193910
OG0009204	g49527	As008G194220
OG0009205	g49515	As008G194430
OG0009206	g30927, g49493	As008G194920
OG0009207	g49492	As008G194930
OG0009208	g30923	As008G195010
OG0009209	g32231	As008G195110, As010G244040
OG0009210	g30893	As008G195560
OG0009211	g49465	As008G195710
OG0009212	g49464	As008G195790
OG0009213	g30876	As008G196040
OG0009214	g30865	As008G196300
OG0009215	g30845	As008G196590
OG0009216	g26906	As008G197030
OG0009217	g49399	As008G197410
OG0009218	g30805	As008G197490
OG0009219	g30794	As008G197680
OG0009220	g49378	As008G197910, As008G198100
OG0009221	g30773	As008G198030
OG0009222	g49358	As008G198230
OG0009223	g49356	As008G198350
OG0009224	g49350	As008G198410
OG0009225	g30762	As008G198510
OG0009226	g49341	As008G198580
OG0009227	g26875	As008G198620
OG0009228	g30737	As008G198690
OG0009229	g49303	As008G199110
OG0009231	g30721	As008G199630
OG0009232	g45632, g5229	As009G199790
OG0009233	g5223	As009G199840
OG0009234	g5203	As009G200170
OG0009235	g45637	As009G200290
OG0009236	g45673	As009G200650
OG0009237	g29278	As009G200690
OG0009238	g5142	As009G200750
OG0009239	g5093, g29238	As009G200890
OG0009240	g45692	As009G201180
OG0009241	g5128	As009G201350
OG0009242	g29220	As009G201560
OG0009243	g5062	As009G202040
OG0009244	g45723	As009G202110
OG0009245	g29178	As009G202630
OG0009246	g45739	As009G202710
OG0009247	g5004	As009G202960
OG0009248	g5000	As009G203050
OG0009249	g4987, g3922, g4018, g3921	As009G203530
OG0009250	g29031	As009G204000
OG0009251	g29075, g4901	As009G204710
OG0009252	g29078	As009G204800
OG0009253	g4877	As009G205120
OG0009254	g29106, g4872	As009G205130
OG0009255	g10150	As009G206510
OG0009256	g10176	As009G207140
OG0009257	g4115, g4116, g22330, g35991	As009G207300, As009G207960
OG0009258	g10184	As009G207350
OG0009259	g10216	As009G207900
OG0009260	g10232	As009G208150
OG0009261	g5770, g5771, g10230	As009G208170
OG0009262	g45626, g29343	As009G210270
OG0009263	g45623	As009G210410
OG0009264	g45462, g29655	As009G210690
OG0009265	g29653	As009G210710
OG0009267	g5241, g45627	As009G211490
OG0009268	g29662	As009G211750
OG0009269	g5589	As009G211780
OG0009270	g50766, g13773, g5275	As009G212010
OG0009271	g29691, g45450	As009G212450
OG0009272	g5607	As009G212460
OG0009273	g29696	As009G212660
OG0009274	g29699	As009G212700
OG0009275	g45436, g5621	As009G212950
OG0009276	g29731	As009G213350
OG0009277	g29735	As009G213860
OG0009278	g29737	As009G213890
OG0009279	g29757	As009G214220
OG0009280	g29767, g5662	As009G214270
OG0009281	g10071	As009G215050
OG0009283	g604	As009G215260
OG0009284	g10058	As009G215360
OG0009285	g10049	As009G215430
OG0009286	g581	As009G215500
OG0009287	g578	As009G215670
OG0009288	g577, g10033	As009G215690
OG0009289	g10024	As009G215870
OG0009290	g551	As009G215930
OG0009291	g19135	As009G215990
OG0009292	g549	As009G216000
OG0009293	g10016, g10013	As009G216200
OG0009294	g511	As009G216710
OG0009295	g492	As009G217070
OG0009296	g9961, g488	As009G217120
OG0009297	g483	As009G217170
OG0009298	g9959	As009G217190
OG0009299	g465	As009G217340
OG0009300	g9920	As009G217800
OG0009301	g399	As009G218320
OG0009302	g390	As009G218440
OG0009303	g331	As009G219260
OG0009304	g19485	As009G219350, As010G223030
OG0009305	g51953	As009G219410
OG0009306	g1221	As009G219580
OG0009307	g1177	As009G219970
OG0009308	g19317	As010G220370
OG0009309	g2489	As010G220390
OG0009310	g11352	As010G220400
OG0009311	g2508	As010G220520
OG0009312	g19337, g2516	As010G220620
OG0009313	g19353	As010G220860
OG0009314	g2563	As010G220970
OG0009315	g19379	As010G221350
OG0009316	g11367	As010G221380
OG0009317	g2599, g19383	As010G221400
OG0009318	g2620	As010G221660
OG0009319	g2631	As010G222050
OG0009320	g2644	As010G222170
OG0009321	g2689	As010G222430
OG0009322	g2704	As010G222580
OG0009323	g19461	As010G222710
OG0009324	g19465, g19464	As010G222780, As010G222770
OG0009325	g19496	As010G223160
OG0009326	g2752, g19491	As010G223290
OG0009327	g11405, g11398	As010G223700
OG0009328	g19609	As010G226210
OG0009329	g11522, g19620	As010G226500
OG0009330	g23206	As010G226860
OG0009331	g10308	As010G227410
OG0009332	g41728	As010G228440
OG0009333	g44915	As010G230630
OG0009334	g41505	As010G231180
OG0009335	g44801	As010G231380
OG0009336	g44813	As010G231550
OG0009337	g44781	As010G232020
OG0009338	g44767	As010G232270
OG0009339	g45789	As010G232390
OG0009340	g45800	As010G232590
OG0009341	g40188	As010G232790
OG0009342	g44724	As010G232850
