Orthogroup	Cochlearia_excelsa	Brassica_napus
OG0008761	g44572	XP_013702931.1, XP_013649635.1, XP_022566201.2, XP_013698490.1
OG0008762	g50503	XP_048619597.1, XP_013651537.2, XP_013698413.1, XP_013662625.1
OG0008763	g32392	XP_048606216.1, XP_013655098.2, XP_013696453.1, XP_013659674.1
OG0008764	g27689	XP_013656839.1, XP_013656852.2, XP_048596014.1, XP_022559360.1
OG0008765	g50552	XP_022546680.2, XP_013705518.1, XP_013718315.1, XP_022544408.1
OG0008766	g50565	XP_013748722.1, XP_013707712.1, XP_048619551.1, XP_013718359.2
OG0008767	g32502	XP_013661813.1, XP_013644578.2, XP_048594568.1, XP_013708765.2
OG0008768	g50569	XP_013661816.1, XP_013644572.1
OG0008769	g47932	XP_013641359.2, XP_013646222.2, XP_013733026.2, XP_013656464.2
OG0008770	g22974	XP_048593775.1, XP_013733025.2, XP_013641579.2, XP_048601051.1
OG0008771	g22960	XP_013743221.1, XP_048628158.1, XP_013643348.3
OG0008772	g22922	XP_013746687.2, XP_048634267.1
OG0008773	g47974, g22904	XP_013706128.2, XP_022575315.2, XP_048634194.1, XP_013739108.2
OG0008774	g22878	XP_022550140.2, XP_013734573.2, XP_013685628.2, XP_048630639.1, XP_013656614.1
OG0008775	g22869	XP_022550136.2, XP_013723033.1, XP_013706720.1, XP_013742530.1
OG0008776	g22855	XP_048600980.1, XP_048634022.1, XP_048626402.1, XP_013742525.1, XP_013707660.1
OG0008777	g22851	XP_013670126.1, XP_013656603.1, XP_013723012.2, XP_013736369.1
OG0008778	g22806	XP_013669048.1, XP_022549886.1, XP_013655008.1, XP_013681766.1
OG0008779	g22803	XP_013723009.1, XP_013685561.2, XP_013656584.2
OG0008780	g22789	XP_013732307.2, XP_013736512.1, XP_048627729.1, XP_013684522.1, XP_048593808.1
OG0008781	g22780	XP_048607505.1, XP_013684518.1, XP_013654999.2, XP_013669004.2, XP_013669444.1
OG0008782	g22778, g22777	XP_048627731.1, XP_013654997.2, XP_048593812.1
OG0008783	g22743	XP_013656560.1, XP_048630653.1, XP_013678086.1, XP_048600948.1, XP_013668138.2
OG0008784	g18304, g38522	XP_013677380.1
OG0008785	g23619	XP_013707218.1, XP_013738201.2, XP_048598846.1, XP_013728707.2
OG0008787	g46839	XP_013687461.2, XP_013752473.1, XP_048633307.1, XP_013641402.1
OG0008788	g46758	XP_048616546.1, XP_013647718.1, XP_013742982.2, XP_013725641.1
OG0008789	g37509	XP_013690831.1, XP_048634732.1
OG0008790	g16905	XP_048633380.1, XP_048610742.1, XP_013752033.1, XP_022559479.1
OG0008791	g32509	XP_048618737.1, XP_048592545.1, XP_013644574.1, XP_013661815.1
OG0008792	g29720	XP_048623222.1, XP_048598555.1
OG0008793	g32578	XP_013731521.2, XP_048629654.1, XP_013733829.1
OG0008794	g51536	XP_048610986.1, XP_013662096.2
OG0008795	g40264	XP_013735113.1, XP_013719697.1
OG0008796	g51406	XP_013680926.2, XP_013740494.2, XP_048636677.1, XP_022556563.1
OG0008797	g37062	XP_013747202.2, XP_013659376.3
OG0008798	g37048	XP_013727987.2, XP_048615344.1, XP_013644988.2, XP_048610053.1
OG0008799	g37052	XP_048595927.1, XP_013700736.1
OG0008800	g52273, g37625	XP_013734820.2, XP_013725842.1, XP_013749659.1, XP_013688277.1
OG0008801	g18465, g18424	XP_048618773.1, XP_013719481.1, XP_048610295.1
OG0008802	g40308	XP_013652160.1, XP_013735563.1, XP_013684074.1, XP_048614452.1, XP_048604434.1
OG0008803	g40354	XP_048631997.1, XP_048612859.1, XP_048603191.1
OG0008804	g45142	XP_013748814.2, XP_048596768.1, XP_048596766.1, XP_048624285.1
OG0008805	g40399	XP_013662172.1, XP_013712990.2, XP_048632012.1
OG0008806	g25602	XP_013700872.3, XP_013671367.2, XP_022552595.1, XP_048612675.1
OG0008807	g25604	XP_013657298.2, XP_013677010.2, XP_013684144.1, XP_013735503.2
OG0008809	g25580	XP_013711531.1, XP_013662010.2
OG0008810	g40464	XP_048612563.1, XP_013661978.2, XP_022569835.1
OG0008811	g25542	XP_048596709.1, XP_013644432.1
OG0008812	g40493	XP_013659415.2, XP_013713898.2, XP_048637401.1, XP_013675674.2
OG0008813	g40495	XP_013730314.1, XP_048604593.1, XP_013674585.2, XP_048619727.1
OG0008814	g11033	XP_013677533.1, XP_013661809.1, XP_013681658.1, XP_013687132.1
OG0008815	g40531	XP_048603805.1, XP_048603807.1, XP_048615593.1
OG0008816	g40555	XP_013721662.1, XP_013656409.2, XP_013723636.2, XP_048623540.1
OG0008817	g10966	XP_022563513.1, XP_048637374.1, XP_022546829.2, XP_013677177.1
OG0008818	g40588	XP_013674004.2, XP_013677065.1
OG0008819	g10922	XP_013693100.1, XP_013707406.2, XP_048624422.1, XP_013661939.1
OG0008820	g40647	XP_013693205.2, XP_048618351.1, XP_013695833.1, XP_022552683.1
OG0008821	g10906	XP_048618371.1, XP_013696423.2, XP_048596635.1, XP_013714700.2
OG0008822	g40721, g10844	XP_048620350.1, XP_048596646.1, XP_013714291.2
OG0008823	g40722	XP_013696687.2, XP_013706245.2, XP_048614665.1, XP_048604221.1
OG0008824	g46871, g25206	NP_001302944.1, XP_013686781.1, NP_001303068.1, XP_013715117.2
OG0008825	g46946	XP_022548876.1, XP_013696794.1, XP_013725524.2, XP_013711352.1
OG0008826	g24752, g24757	XP_013660077.2, XP_013742942.1
OG0008827	g46652	XP_013657445.2, XP_013662131.1
OG0008828	g24635, g46995	XP_013711783.1, XP_013710992.1
OG0008829	g13490	XP_048632545.1, XP_013707951.1, XP_013750064.1, XP_013747707.1
OG0008830	g24562	XP_013742846.1, XP_048610217.1, XP_013656772.2, XP_013736685.1
OG0008831	g17726	XP_048593855.1, XP_013736677.1, XP_048610209.1, XP_048634010.1
OG0008832	g24534	XP_013656788.1, XP_013736672.1, XP_013742824.1, XP_013686740.2
OG0008833	g47075	XP_013733442.1, XP_013654699.1, XP_013666216.1, XP_048631422.1
OG0008834	g17684	XP_022575791.1, XP_048628106.1, XP_013701524.1, XP_013752153.1, XP_013654704.1
OG0008835	g24471	XP_048629864.1, XP_048600289.1, XP_013640094.1
OG0008836	g36165, g14875, g52876, g43248, g47105	XP_013697833.1, XP_013737078.1
OG0008837	g47106	XP_013737075.2, XP_013696841.1, XP_013647620.2, XP_013675886.1
OG0008838	g16849	XP_048610785.1, XP_013743280.2, XP_013647766.2, XP_013698894.2
OG0008839	g46655	XP_013689979.2, XP_022573805.2
OG0008840	g46664	XP_013743317.2, XP_013647781.2, XP_013703011.2
OG0008841	g16802	XP_048612157.1, XP_013743369.2, XP_022560891.2, XP_013647801.2
OG0008842	g46651, g16804	XP_013699166.1, XP_013647798.2, XP_013731587.1, XP_013743371.2
OG0008843	g16779, g16781	XP_048592915.1, XP_048616957.1, XP_048633489.1, XP_013743424.1
OG0008844	g46626	XP_048616971.1, XP_013659435.2, XP_013743478.1, XP_013672017.2
OG0008845	g46622	XP_013743486.2, XP_013672022.2, XP_013661847.2, XP_013661846.2
OG0008846	g5965	XP_048593130.1, XP_048619624.1, XP_013697651.2, XP_048592765.1
OG0008847	g37766	XP_048609482.1, XP_048596216.1, XP_048631565.1
OG0008848	g37764	XP_013688584.1, XP_013732569.2
OG0008849	g37686	XP_048611280.1, XP_048634798.1, XP_013712180.2, XP_013747602.2
OG0008850	g50790	XP_048635425.1, XP_013712659.2, XP_013717061.1, XP_013750954.2
OG0008851	g50783	XP_013716903.1, XP_013750941.1, XP_022574852.2, XP_048610352.1
OG0008852	g52296	XP_013747876.2, XP_013752108.2, XP_013690612.1, XP_013675460.2
OG0008853	g52295	XP_013748081.1, XP_013748195.1, XP_013688235.2, XP_022545973.1
OG0008854	g37627	XP_013749662.1, XP_013688274.1, XP_013703421.1, XP_013748128.1
OG0008855	g37610	XP_022575961.1, XP_048609354.1, XP_048634773.1, XP_022574613.1
OG0008856	g37591, g52228	XP_013725802.1, XP_022571760.1, XP_013688134.2, XP_013666697.2
OG0008857	g37586	NP_001302494.1, NP_001302830.1, XP_013688140.2, XP_013665708.1
OG0008858	g52241	XP_013752132.1, XP_022556119.2, XP_013691183.2, XP_048634765.1
OG0008859	g1930	XP_013648261.2, XP_013700707.2, XP_022546952.1, XP_013710078.1
OG0008860	g38226	XP_013683860.2, XP_013740637.2, XP_013690824.1, XP_013690915.1
OG0008861	g52158	XP_048634742.1, XP_022574256.1, XP_013734756.2
OG0008862	g52151, g52149	XP_013691311.1, XP_013691262.1, XP_048608644.1, XP_013740636.2
OG0008863	g52148	XP_013691432.1, XP_013691296.1, XP_013740635.2, XP_048608643.1
OG0008864	g37523	XP_013686024.1, XP_013744396.3, XP_048608633.1, XP_013683851.3
OG0008865	g37496	XP_013683811.3, XP_022554872.1, XP_013688026.2, XP_013664171.2
OG0008866	g52094	XP_048611199.1, XP_013646865.2, XP_013730812.1, XP_013717410.1
OG0008867	g18909	XP_013663692.1, XP_022547263.2, XP_013648322.2, XP_013724442.1
OG0008868	g52077	XP_013745001.2, XP_013687869.1
OG0008869	g37446	XP_048636338.1, XP_013752063.2, XP_013691506.1, XP_013747415.2
OG0008870	g38183	XP_048636337.1, XP_013752065.2
OG0008871	g37443	XP_013727814.1, XP_013747773.2, XP_013691645.1, XP_048634690.1
OG0008872	g5361	XP_013726084.2, XP_013653792.1
OG0008873	g52010	XP_013691431.1, NP_001302918.1, XP_048609613.1, XP_013752079.2
OG0008874	g37402	XP_013724305.1, XP_048608614.1, XP_013686289.1, XP_048635458.1
OG0008875	g51995	XP_048610400.1, XP_013686095.2, XP_013687817.1, XP_013744953.2
OG0008876	g37391	XP_048608620.1, XP_048631745.1, XP_013687815.2, XP_013744950.2
OG0008877	g45289	XP_013723529.1, XP_013730070.1
OG0008878	g45294	XP_048623824.1, XP_013730111.2
OG0008879	g5814	XP_013732246.2, XP_013723572.2, XP_013730115.1
OG0008880	g5807	XP_013732277.3, XP_048602634.1
OG0008881	g5788	XP_013725207.2, XP_013746073.2, XP_013733492.3
OG0008882	g29847	XP_048602626.1, XP_048624357.1, XP_013666176.2
OG0008883	g5752	XP_048604469.1, XP_013720250.1, XP_013725007.3, XP_022566091.2
OG0008884	g29831	XP_013724758.2, XP_022554174.1, XP_013726252.1, XP_013666188.1
OG0008885	g5717	XP_013668370.1, XP_013730136.1, XP_022554177.1, XP_013724736.1
OG0008886	g29809	XP_013721399.1, XP_013668374.2, XP_048624321.1
OG0008887	g5698	XP_013721403.1, XP_013668208.2, XP_013668402.2
OG0008888	g29112	XP_013721961.1, XP_013667371.2, XP_013663196.1
OG0008889	g29127	XP_013676027.2, XP_013721996.2, XP_013682023.2, XP_013730651.2
OG0008890	g653, g28980	XP_048623386.1, XP_048599087.1, XP_013674671.1, XP_048605549.1
OG0008891	g28975	XP_022571495.1, XP_013667349.2, XP_013676024.2, XP_013721861.1
OG0008892	g704	XP_013681977.2, XP_013730925.2, XP_048605638.1, XP_013675988.1
OG0008893	g705	XP_013674660.1, XP_013721906.2, XP_013730934.2
OG0008894	g664	XP_013667348.2, XP_048599082.1, XP_013730703.1, XP_013682011.2
OG0008895	g28929	XP_013667280.2, XP_013707695.1, XP_013721927.2
OG0008896	g448	XP_013730931.1, XP_013672916.1
OG0008897	g28909	XP_013682268.1, XP_013731327.2, XP_013721890.1
OG0008898	g743	XP_048599040.1, XP_048623339.1, XP_013721889.1
OG0008899	g41371, g28901	XP_048602480.1, XP_013717657.1, XP_048599032.1
OG0008900	g763	XP_013680229.2, XP_013667225.1, XP_013717693.1
OG0008901	g28897	XP_013731400.2, XP_013682250.1, XP_013667221.2, XP_013717629.2
OG0008902	g770	XP_048608097.1, XP_048627891.1, XP_013717641.2, XP_013667211.2
OG0008903	g28873	XP_013680079.2, XP_013723472.1, XP_013734953.1, XP_013667199.2
OG0008904	g28871	XP_013665879.2, XP_013740692.2, XP_013712859.1, XP_013723526.2
OG0008905	g816	XP_013679927.1, XP_013724041.2, XP_048599005.1
OG0008906	g41333	XP_048598997.1, XP_013705873.1, XP_013705724.2, XP_013713045.2
OG0008907	g831	XP_048598993.1, XP_048623290.1, XP_048605925.1, XP_022551586.1
OG0008908	g855, g28805	XP_022556152.1, XP_022551593.2
OG0008909	g266	XP_013643027.2, XP_013643187.1, XP_048625786.1, XP_048595450.1
OG0008910	g1295	XP_013715847.2, XP_013708157.1, XP_013714482.1
OG0008911	g28783	XP_013712170.1, XP_013714483.2, XP_048602571.1, XP_048606080.1
OG0008912	g41303	XP_013682125.1, XP_013715827.2
OG0008913	g28763	XP_013680853.2, XP_013652953.2, XP_013661753.2, XP_013708742.2
OG0008914	g28761	XP_013682155.2, XP_013680913.2, XP_013659397.1, XP_013716155.2
OG0008915	g39245	XP_013740285.1, XP_013682387.1, XP_013729601.1, XP_013716675.1
OG0008916	g1245, g39248	XP_013729596.1, XP_013716602.2
OG0008917	g28746	XP_048598959.1, XP_048602616.1, XP_013744532.2
OG0008918	g1257, g28700	XP_048606332.1, XP_048603178.1, XP_048603607.1, XP_022561026.1, XP_022566242.1, XP_013716734.1
OG0008919	g1240	XP_013743788.2, XP_013682549.1, XP_013716558.1, XP_013702725.2
OG0008920	g1236	XP_013743785.1, XP_022560603.2, XP_013716780.2, XP_013702150.2
OG0008921	g1232	XP_013716819.3, XP_013702209.2
OG0008922	g274	XP_013705217.1, XP_013659220.2, XP_013643288.1, XP_013643016.2
OG0008923	g9799, g270	XP_013661302.2, XP_013643242.1, XP_013643025.2
OG0008924	g49612	XP_013693684.2, XP_013716123.1, XP_013657596.1, XP_013729489.1
OG0008925	g9796	XP_048616500.1, XP_022562165.2, XP_048637893.1, XP_013662558.2
OG0008927	g9770, g240	XP_013667298.2, XP_048625789.1, XP_013722839.2, XP_013643163.2
OG0008928	g9753	XP_048591372.1, XP_022555481.1, XP_013702406.2, XP_013667286.2
OG0008929	g9746	XP_048603259.1, XP_048630943.1, XP_013678373.2, XP_013669822.1, XP_013647075.1
OG0008930	g197	XP_022570530.1, XP_013675425.1, XP_013643104.1, XP_013729792.1
OG0008931	g177	XP_013647066.1, XP_013695967.1, XP_013711115.2
OG0008932	g9724	XP_022543291.1, XP_013643093.2, XP_013678424.1, XP_013723533.2
OG0008933	g117, g9687	XP_022573168.1, XP_013655227.1
OG0008934	g107	XP_022564242.1, XP_048616908.1, XP_013722474.1, XP_013727468.2
OG0008935	g88	XP_013701896.1, XP_048631225.1, XP_013727456.2, XP_013686194.2, XP_013653497.1
OG0008936	g9669	XP_013689666.1, XP_013661911.1
OG0008937	g9660	XP_022564840.1, XP_013661339.2, XP_013653584.1, XP_013687060.1
OG0008938	g9644	XP_013651699.1, XP_013690968.1, XP_022568838.1, XP_013659239.2
OG0008939	g19653	XP_048617438.1, XP_013722541.1, XP_013690846.1, XP_013651697.1
OG0008940	g19647, g38	XP_013661327.2, XP_013652797.1, XP_013653768.1, XP_013686271.1
OG0008941	g19644	XP_013653757.1, XP_048595507.1, XP_048623850.1
OG0008942	g27	XP_013653747.1, XP_048618476.1, XP_013652814.1, XP_013661311.2
OG0008945	g14, g9626	XP_013653734.1, XP_013653647.2, XP_022562644.1, XP_048603307.1
OG0008947	g45269	XP_048595112.1, XP_013660402.2, XP_013735282.2, XP_013684297.2
OG0008948	g26863	XP_013665585.1, XP_013722164.1, XP_013730423.1
OG0008949	g25358	XP_048626148.1, XP_013731259.2, XP_048632121.1, XP_048605975.1
OG0008950	g25351	XP_013740769.2, XP_013681109.1, XP_013732159.1, XP_013680919.1
OG0008951	g39452	XP_013732157.2, XP_048630969.1, XP_013728606.1, XP_013731244.2, XP_048595100.1
OG0008952	g45255	XP_013735309.1, XP_013660564.2, XP_022570686.2, XP_013684333.2
OG0008954	g39492	XP_013722752.1, XP_013735334.2, XP_022569748.2
OG0008955	g39536, g25449	XP_048595162.1, XP_048625515.1, XP_013735357.1, XP_013684405.1
OG0008956	g39540	XP_013735364.2, XP_022570029.1
OG0008957	g39555	XP_013694968.1, XP_013674966.1, XP_048632065.1, XP_013731975.1
OG0008958	g39605	XP_048595191.1, XP_013722960.2, XP_013693338.1, XP_013644114.1
OG0008959	g39611	XP_048595195.1, XP_013688526.1
OG0008960	g25496	XP_048608602.1, XP_048595203.1, XP_048625538.1
OG0008961	g39634	XP_013726309.1, XP_013675828.1, XP_013688556.1, XP_022547892.2
OG0008962	g51348	XP_013747255.1, XP_013671317.1, XP_048636694.1
OG0008963	g39704	XP_013707116.1, XP_048619688.1, XP_013682359.1, XP_048615462.1
OG0008964	g39706	XP_013752555.1, XP_013705148.1, XP_048595952.1, XP_013661746.1
OG0008965	g46869	XP_022570423.1, XP_013707161.1
OG0008966	g39723, g11107	XP_022571335.2, XP_013706027.2, XP_013735961.2, XP_013659391.1
OG0008967	g51341, g39748	XP_013748464.1, XP_013662710.2, XP_013734221.2, XP_013683452.1
OG0008968	g51335	XP_013672725.1, XP_013747247.2
OG0008969	g39750	XP_013672724.1, XP_013744462.2, XP_013683451.1, XP_013734220.2
OG0008970	g39767	XP_048636715.1, XP_013686115.1, XP_013683442.1, XP_013734215.1
OG0008971	g51321	XP_013683437.1, XP_013734211.1, XP_048636714.1
OG0008973	g39807	XP_048610112.1, XP_048636736.1, XP_013740456.1
OG0008974	g51304	XP_013723832.1, XP_013747226.2, XP_048634882.1, XP_013737641.1
OG0008975	g27970, g49271, g5	XP_048593075.1, XP_048619774.1
OG0008976	g37920, g37919	XP_048604121.1
OG0008977	g51251	XP_013729402.1, XP_013744325.2, XP_013734156.2, XP_048608375.1
OG0008978	g39850	XP_013748754.2, XP_048610239.1, XP_013744315.2, XP_013687477.1
OG0008979	g39869	XP_048609964.1, XP_048634825.1, XP_013683217.2, XP_013738941.2
OG0008980	g39884, g37902	XP_048634871.1, XP_013698633.1
OG0008981	g39897	XP_048636791.1, XP_048610254.1, XP_048633847.1, XP_048609936.1
OG0008982	g51194	XP_048630578.1, XP_013748817.2, XP_013721114.1
OG0008984	g51139	XP_013734936.2, XP_013744622.1, XP_048610830.1, XP_048630416.1, XP_048636855.1
OG0008985	g40015	XP_022552791.2, XP_048610436.1, XP_013691065.1, XP_013747131.1
OG0008986	g51120	XP_048633786.1, XP_013718332.1, XP_013651827.2
OG0008987	g37849	XP_013747137.2, XP_013643844.1, XP_013647698.2
OG0008988	g40003	XP_048633783.1, XP_013690844.2, XP_013729539.2, XP_013647693.2
OG0008989	g37845, g39981	XP_013744154.2, XP_022557003.2, XP_048592838.1, XP_048610461.1
OG0008990	g51090	XP_013747126.2, XP_013744202.2, XP_013740679.1, XP_013733793.1
OG0008991	g40038	XP_013744147.2, XP_048610074.1, XP_013692153.1, XP_013647669.2
OG0008992	g40048	XP_013692859.2, XP_013720131.2, XP_013743946.2, XP_013647677.2, XP_013746548.2
OG0008993	g53382	XP_013651799.2, XP_013687512.1, XP_013743948.2, XP_013720082.1
OG0008994	g40089	XP_013720462.1, XP_013747074.1
OG0008995	g40090	XP_013686090.1, XP_013647632.1, XP_013720531.1
OG0008996	g40125	XP_013692306.2, XP_013720518.1, XP_013744002.2
OG0008997	g40119, g53543	XP_013651729.1
OG0008998	g40115	XP_013720494.1, XP_013747079.1, XP_048631863.1, XP_013696029.2
OG0008999	g40102	XP_048591488.1
OG0009001	g38272	XP_013658831.2, XP_013710901.1, XP_013722035.2, XP_013745984.2
OG0009002	g51068	XP_013664005.2, XP_022571808.2, XP_013698264.2
OG0009003	g36847	XP_048608753.1, XP_048631878.1, XP_013696899.1, XP_013744068.2
OG0009004	g23632	XP_013739883.2, XP_013705744.1, XP_013709847.2, XP_013655588.1
OG0009005	g17086	XP_013742975.1, XP_013671603.1, XP_013712631.1, XP_013709851.2
OG0009006	g23658	XP_048619107.1, XP_048619893.1, XP_013709846.1, XP_013711742.1
OG0009007	g49985	XP_048614340.1, XP_013730612.1, XP_013729724.2
OG0009008	g7929	XP_022570292.2, XP_013730603.2, XP_048614342.1
OG0009009	g7930	XP_022570295.1, XP_013730604.1, XP_048614346.1
OG0009010	g7942	XP_048631584.1, XP_048636270.1, XP_013729791.2
OG0009011	g7941	XP_048632130.1, XP_013684260.1, XP_013729811.2, XP_048636280.1
OG0009012	g7946	XP_048629969.1, XP_013689815.2, XP_013735610.2, XP_013684270.2
OG0009013	g23704	XP_013703504.1, XP_013738102.1, XP_013742297.2, XP_022567255.2
OG0009014	g47613	XP_013725695.1, XP_048593702.1, XP_022573217.2, XP_048600235.1
OG0009015	g47605	XP_013725699.1, XP_013654982.1, XP_013742449.1, XP_013742066.1
OG0009016	g7914	XP_013684229.2, XP_022571946.2, XP_048614309.1, XP_013750975.2
OG0009017	g7896	XP_013735672.2, XP_013684206.2, XP_048636994.1, XP_048614289.1
OG0009018	g7866	XP_048606002.1, XP_013735700.2, XP_013682574.2, XP_048601991.1
OG0009019	g7862	XP_048636229.1, XP_048614263.1, XP_048606015.1, XP_013735706.2
OG0009020	g7852	XP_013750922.2, XP_048636165.1, XP_013735732.2, XP_022571970.2
OG0009021	g7842	XP_048601972.1, XP_013732191.1
OG0009022	g12662	XP_013732343.2, XP_013732189.2, XP_048601964.1
OG0009023	g7833	XP_013732168.2, XP_048600840.1, XP_048636201.1, XP_048614216.1
OG0009024	g7832	XP_013735736.2, XP_048636212.1, XP_048614221.1
OG0009025	g12635	XP_013752011.2, XP_048602274.1, XP_048591339.1
OG0009026	g12780	XP_048636196.1, XP_013712939.2
OG0009027	g12801	XP_048636179.1
OG0009028	g7793	XP_022542964.2, XP_048591789.1, XP_048636174.1, XP_013740262.2
OG0009029	g7792	XP_013731658.2, NP_001303189.1, XP_048591746.1
OG0009030	g7781	XP_048614550.1, XP_013725984.1, XP_013735761.1, XP_013745050.1
OG0009031	g7772, g7763	XP_048636151.1, XP_048614530.1, XP_013745057.1, XP_013735767.2
OG0009032	g7749	XP_013750446.1, XP_013735777.2, XP_013750777.2, XP_013750781.2
OG0009033	g12592	XP_013750776.2, XP_013735775.2, XP_013750445.1
OG0009034	g12591	XP_022559152.1, XP_022571977.2, XP_013729725.2, XP_048620524.1
OG0009035	g12582	XP_013640276.2, XP_013723566.1
OG0009036	g12844	XP_013740892.2, XP_048606063.1, XP_048636125.1, XP_013750691.2
OG0009037	g7714	XP_013750695.1, XP_013750730.1
OG0009038	g12875	XP_022559330.2, XP_048615392.1, XP_013684492.2, XP_013735944.2
OG0009039	g7686	XP_013735934.1, XP_048606069.1
OG0009041	g7656	XP_048636058.1, XP_013697721.2, XP_048632255.1, XP_048606081.1
OG0009042	g7642	XP_013750665.2, XP_013696373.1, XP_048628663.1, XP_048626169.1, XP_048628826.1
OG0009043	g12935, g12482	XP_048615354.1, XP_013750656.1, XP_013687913.1, XP_013735889.1
OG0009044	g7622	XP_048636032.1, XP_013684676.1, XP_013681021.1
OG0009045	g7610	XP_048617626.1, XP_022559324.1, XP_013750636.2
OG0009047	g7600	XP_022558408.1, XP_013750609.1, XP_048629777.1, XP_022575013.1
OG0009048	g7597	XP_048606108.1, XP_013684650.2
OG0009049	g12965	XP_013750564.2, XP_022559575.1, XP_048629764.1, XP_013748616.1
OG0009050	g25028	XP_013671955.2, XP_048593092.1
