Orthogroup	Brassica_rapa	Odontarrhena_muralis
OG0009037	XP_009147268.1	Om002G047200, Om002G047190, Om002G047210
OG0009038	XP_009147209.1, XP_009134838.2	Om002G047900
OG0009039	XP_009134848.1	Om002G047920
OG0009040	XP_009134870.1, XP_009129639.1	Om002G048510, Om002G048520
OG0009041	XP_009129655.1, XP_009134882.1	Om002G048800
OG0009042	XP_009147155.1, XP_009124818.1	Om002G049140
OG0009043	XP_009147140.1, XP_009134911.1	Om002G049310
OG0009044	XP_033148254.1, XP_009134938.1	Om002G049580
OG0009045	XP_009124525.1, XP_009147110.1	Om002G049800
OG0009047	XP_009147088.1, XP_009124384.1	Om002G050010
OG0009048	XP_009134962.1	Om002G050040
OG0009049	XP_009147084.1	Om002G050060
OG0009050	XP_033130580.1	Om007G307670, Om007G318270, Om007G313180
OG0009051	XP_033134868.1, XP_033135517.1	Om004G132500, Om006G270770, Om006G270450
OG0009052	XP_009129120.1	Om004G169230
OG0009053	XP_009123974.1, XP_009147007.1	Om002G050860
OG0009054	XP_009123944.1, XP_009135022.1	Om002G050920
OG0009055	XP_009123449.1, XP_009124593.1	Om007G287850
OG0009056	XP_009141916.1	Om008G329520
OG0009057	XP_009133438.1, XP_009141909.2	Om008G329620
OG0009058	XP_009142688.1	Om008G329820
OG0009059	XP_009141888.2, XP_009143220.1	Om008G330010
OG0009060	XP_009141885.1, XP_009143222.1	Om008G330090
OG0009061	XP_033144989.1, XP_033146932.1	Om008G330260
OG0009062	XP_009141830.2, XP_009143293.1	Om008G331470
OG0009063	XP_009143294.1, XP_009141828.1	Om008G331480
OG0009064	XP_009143306.1, XP_009141815.1	Om008G331800
OG0009065	XP_009143335.2, XP_009133349.1	Om008G332270
OG0009066	XP_009143319.1	Om008G331960, Om006G267510
OG0009067	XP_009143338.1, XP_009141789.1	Om008G332480
OG0009068	XP_009143364.1, XP_009141758.1	Om008G333240
OG0009069	XP_009127599.1, XP_009105359.1	Om005G211490
OG0009070	XP_009133288.1, XP_009141756.1	Om008G333260
OG0009071	XP_009143613.1	Om008G337620
OG0009072	XP_033143085.1, XP_009143607.1	Om008G337550
OG0009073	XP_018514283.1	Om008G337480
OG0009074	XP_009148736.1, XP_009115969.1	Om006G255640
OG0009075	XP_009133087.2, XP_033147789.1	Om008G337060
OG0009076	XP_033146940.1, XP_009141603.1	Om008G336850
OG0009077	XP_009133103.1, XP_009141619.1	Om008G336440
OG0009078	XP_009133111.1, XP_033148157.1	Om008G336180
OG0009079	XP_033148456.1, XP_009141650.1	Om008G335780
OG0009080	XP_009133212.1	Om008G334850
OG0009082	XP_009133271.1, XP_009143371.1	Om008G333410
OG0009083	XP_009133272.1, XP_009143372.1	Om008G333420
OG0009084	XP_009133228.1, XP_009143428.1	Om008G334590
OG0009085	XP_009141742.1, XP_009133261.1	Om008G333700, Om008G333670
OG0009086	XP_009133248.1	Om002G054090
OG0009087	XP_009133247.1, XP_009141734.1	Om008G333980
OG0009088	XP_009141522.2, XP_009133045.1	Om008G338070
OG0009089	XP_009117842.1, XP_009148909.2	Om005G195920
OG0009090	XP_009117839.1, XP_009148911.1	Om005G195940
OG0009091	XP_009117833.2, XP_009148928.1	Om005G196110
OG0009092	XP_009110481.1, XP_009148939.2	Om005G196180
OG0009093	XP_009117822.1, XP_009148952.1	Om005G196280
OG0009094	XP_009148958.1, XP_009117815.1	Om005G196420
OG0009095	XP_009110465.1, XP_009117787.1	Om005G196850
OG0009096	XP_009117778.1	Om005G197030
OG0009097	XP_009117766.1	Om005G197330, Om005G197320
OG0009098	XP_009117761.1, XP_033128780.1	Om005G197470
OG0009099	XP_009149087.1, XP_009117760.1	Om005G197500
OG0009100	XP_009110437.1, XP_009149124.1	Om005G197870
OG0009101	XP_009110419.1, XP_009149169.2	Om005G198340
OG0009102	XP_033129812.1	Om005G198520
OG0009103	XP_009110413.2, XP_009117662.2, XP_033128790.1	Om005G198640
OG0009104	XP_009149216.1	Om005G198990
OG0009105	XP_009149263.1, XP_009110360.1	Om005G199710
OG0009106	XP_009110338.1, XP_009149331.1	Om005G200310
OG0009107	XP_009110334.1	Om008G346320
OG0009108	XP_009110330.1, XP_009149351.1	Om005G200380
OG0009109	XP_033132684.1	Om005G200400
OG0009110	XP_009149383.1, XP_009110302.1	Om005G200920
OG0009111	XP_009110250.1, XP_009149489.1	Om005G202030
OG0009112	XP_009103373.1, XP_033128217.1	Om005G202050
OG0009113	XP_033133414.1, XP_009103350.1	Om005G202330
OG0009115	XP_009103308.1, XP_009149589.1	Om005G203300
OG0009116	XP_009103911.1, XP_009116108.1	Om006G253650
OG0009117	XP_009110165.1	Om005G204260
OG0009118	XP_009110156.1, XP_009145382.1	Om005G204460
OG0009119	XP_009103266.1, XP_009145380.1	Om005G204480
OG0009120	XP_033130855.1	Om005G205210
OG0009121	XP_009115609.1, XP_009103222.1	Om005G205220
OG0009122	XP_009115564.2, XP_009103199.1	Om005G205700
OG0009123	XP_009115540.1, XP_009110104.1	Om004G143700
OG0009124	XP_009115526.2, XP_018509925.1	Om004G143800
OG0009125	XP_009103160.2	Om004G144380
OG0009126	XP_009110059.1, XP_009115440.1	Om004G145080
OG0009127	XP_009115422.1, XP_009110053.1	Om004G145240
OG0009128	XP_009103107.2, XP_009115408.1	Om004G145520
OG0009129	XP_033132180.1, XP_033135159.1	Om004G146000, Om001G013680
OG0009130	XP_009105478.1, XP_009127723.1	Om005G209500
OG0009131	XP_009115365.1, XP_009103093.1	Om004G146210
OG0009132	XP_009115351.1, XP_009109913.1	Om004G146570
OG0009134	XP_009103085.1, XP_009109904.2	Om004G146670
OG0009135	XP_009103068.1, XP_009115317.1	Om004G147100
OG0009136	XP_009115314.1, XP_033131304.1	Om004G147220
OG0009137	XP_009115295.1, XP_009103053.1	Om004G170610
OG0009138	XP_009109862.1	Om004G147510
OG0009139	XP_009113798.1	Om004G148070
OG0009141	XP_009137903.1, XP_009137439.1	Om007G298170
OG0009142	XP_033135472.1, XP_033136551.1, XP_033135473.1	Om003G107490
OG0009143	XP_009137452.1, XP_009138109.1	Om007G292870
OG0009144	XP_009138515.1, XP_009137473.1	Om007G285700
OG0009145	XP_009137480.1, XP_009138628.1	Om007G285790
OG0009146	XP_009140635.1, XP_009117069.1	Om004G151700
OG0009148	XP_009117086.1, XP_009140613.1	Om004G151340
OG0009149	XP_009140621.1, XP_009117084.1	Om004G151590
OG0009150	XP_009117121.1, XP_009140559.2	Om004G153430, Om018G374090
OG0009151	XP_009117140.1, XP_009140530.1	Om018G373810, Om004G153110
OG0009153	XP_009117266.1	Om004G155310, Om004G152940
OG0009155	XP_009117298.1	Om004G151530
OG0009156	XP_009148978.2, XP_033136980.1	Om006G257240
OG0009157	XP_009140366.1, XP_009112511.1	Om004G154040
OG0009158	XP_009140358.1, XP_009112525.1	Om004G153850
OG0009159	XP_009140306.1	Om004G155750
OG0009160	XP_009117407.1	Om004G156120
OG0009161	XP_009140253.1	Om004G156450
OG0009162	XP_009148888.1, XP_033133820.1	Om005G195640
OG0009163	XP_009117875.1, XP_009148859.1	Om005G195260
OG0009164	XP_009117887.1, XP_009148844.1	Om005G195030
OG0009165	XP_009117925.2, XP_033129093.1	Om005G194260
OG0009166	XP_009148698.1, XP_018509595.1	Om005G194210
OG0009167	XP_009148676.1, XP_009117950.1	Om005G194050
OG0009168	XP_009118010.1, XP_009110592.1	Om005G192990
OG0009169	XP_009110590.1, XP_033128817.1	Om005G193020
OG0009170	XP_033135460.1, XP_033129166.1	Om005G192550
OG0009171	XP_009148600.1, XP_009118089.1	Om005G191770
OG0009172	XP_009110700.1, XP_009148515.1	Om005G191020
OG0009173	XP_009148504.1, XP_009110703.1	Om005G190870
OG0009174	XP_009148470.1, XP_009110734.1	Om005G190320
OG0009175	XP_033133578.1, XP_009118209.3	Om005G189470
OG0009176	XP_009144414.1, XP_009118207.1	Om005G189430
OG0009177	XP_009148410.1, XP_033133585.1	Om005G189320
OG0009178	XP_009148352.1, XP_009144461.1	Om005G188790
OG0009179	XP_009148290.2, XP_009110798.1	Om005G188190
OG0009180	XP_009148306.1, XP_009110792.1	Om005G188280
OG0009181	XP_009118315.2, XP_009148249.1	Om005G187690
OG0009182	XP_009118323.1, XP_009148183.1	Om005G187410
OG0009183	XP_009146845.1	Om005G184200
OG0009183	XP_009107966.1	Om005G187340
OG0009184	XP_009110854.1	Om005G187110
OG0009185	XP_009118331.1	Om005G186990
OG0009186	XP_009120848.2, XP_009126399.1	Om006G241580
OG0009187	XP_009148138.1, XP_009118346.1	Om005G186870
OG0009188	XP_009110875.1, XP_009148132.1	Om005G186820
OG0009189	XP_009118368.1, XP_009148112.1	Om005G186600
OG0009190	XP_033135437.1, XP_009148113.1	Om005G186610
OG0009191	XP_018515509.1, XP_033135438.1	Om005G186630
OG0009192	XP_009148114.2, XP_009110879.1	Om005G186650
OG0009193	XP_009118370.1, XP_009110889.1	Om005G186530
OG0009194	XP_033133211.1, XP_009118375.1	Om005G186440
OG0009195	XP_009148054.1, XP_009110910.1	Om005G185900
OG0009196	XP_009148090.1, XP_009118380.2	Om005G186300
OG0009197	XP_009148013.2, XP_009118422.1	Om005G185460
OG0009198	XP_009118961.2, XP_009118439.1	Om005G185170
OG0009199	XP_009118983.1, XP_009118459.1	Om005G184780
OG0009200	XP_009119058.1, XP_009110981.1	Om005G183940
OG0009201	XP_009110992.2, XP_009119065.1	Om005G183880
OG0009202	XP_009110996.1, XP_009118547.1	Om005G183750
OG0009203	XP_018511175.1, XP_009110999.1	Om005G183710
OG0009205	XP_009111027.2, XP_009119116.2	Om005G183180
OG0009206	XP_033138070.1, XP_009118589.1	Om005G182740
OG0009207	XP_009119162.1, XP_009118591.1	Om005G182700
OG0009208	XP_009119172.1, XP_009118603.1	Om005G182560
OG0009209	XP_009128444.1	Om004G130130
OG0009210	XP_009111070.1, XP_009119229.1	Om005G182140
OG0009211	XP_009119250.1, XP_033132347.1	Om005G181970, Om005G181960
OG0009212	XP_009111081.2, XP_009119254.1	Om005G181920
OG0009213	XP_009118638.1, XP_033138302.1	Om005G181590
OG0009214	XP_009119315.1, XP_009111113.1	Om005G181360
OG0009215	XP_009119342.1, XP_009118676.2	Om005G181060
OG0009216	XP_033135231.1, XP_009119539.1	Om005G180380
OG0009217	XP_009118716.1, XP_033138278.1	Om005G179950
OG0009218	XP_033134966.1, XP_033138360.1	Om005G179860
OG0009219	XP_009119609.1, XP_009118743.1	Om005G179600
OG0009220	XP_033138346.1	Om005G179360
OG0009221	XP_009118766.1, XP_009119629.2	Om005G179290
OG0009222	XP_009118783.1, XP_009119651.1	Om005G179000
OG0009223	XP_009119661.2	Om005G178910
OG0009224	XP_009119667.1	Om005G178820
OG0009225	XP_009119678.1, XP_009118796.1	Om005G178730
OG0009226	XP_009119681.1, XP_009118804.1	Om005G178640
OG0009227	XP_033135953.1, XP_009119686.1	Om005G178570
OG0009228	XP_009119709.1, XP_009118816.2	Om005G178290
OG0009229	XP_009119729.1	Om005G178100
OG0009230	XP_009118853.1, XP_009119750.1	Om005G177710
OG0009231	XP_009118862.2, XP_009119757.1	Om005G177600
OG0009232	XP_009131370.1	Om007G301950
OG0009233	XP_033137820.1, XP_009131376.1	Om007G301880
OG0009234	XP_009131392.2, XP_009121683.1	Om007G301580
OG0009235	XP_009121696.1, XP_009125962.1	Om007G301760
OG0009236	XP_009131426.1, XP_009126015.1	Om007G300580
OG0009237	XP_009131429.1, XP_009126019.1	Om007G300510
OG0009238	XP_009131432.1, XP_009126024.1	Om007G300440
OG0009239	XP_009126061.1, XP_009131487.1	Om007G299530
OG0009240	XP_009126046.1, XP_009121577.1	Om007G299870
OG0009241	XP_009131454.1, XP_009126040.1	Om007G300130
OG0009242	XP_009121547.2, XP_033140090.1	Om007G299320
OG0009243	XP_009121509.2, XP_009131524.1	Om007G298820
OG0009244	XP_033143162.1, XP_009121504.1	Om007G298690
OG0009245	XP_009126134.1, XP_009121459.1	Om007G297920
OG0009246	XP_009131556.2, XP_018511033.2	Om007G297840
OG0009247	XP_033145013.1, XP_009126160.1	Om007G297410
OG0009249	XP_009107530.1	Om007G296820
OG0009250	XP_009131638.1, XP_009121010.1	Om007G296150
OG0009251	XP_009131704.1	Om007G295000
OG0009252	XP_009120930.1, XP_009131714.1	Om007G295050
OG0009253	XP_009126315.1, XP_009120903.1	Om007G294760
OG0009254	XP_009120902.1, XP_009126352.1	Om007G294750
OG0009255	XP_033135610.1, XP_009129860.2	Om007G293610
OG0009256	XP_009151263.1, XP_009111899.1	Om007G303270
OG0009257	XP_033140522.1	Om001G005500
OG0009258	XP_009151292.1, XP_009111887.1	Om008G339630
OG0009260	XP_009130030.2, XP_009151698.1	Om007G304580
OG0009262	XP_009125929.1, XP_009121743.2	Om004G161140
OG0009263	XP_009125921.1, XP_009121754.1	Om004G161250
OG0009264	XP_009122296.1, XP_033144619.1	Om004G169800
OG0009265	XP_009122301.1, XP_009130965.2	Om004G169770
OG0009267	XP_009125947.1, XP_009131363.1	Om004G160870
OG0009268	XP_009130954.1, XP_009122282.1	Om004G169980
OG0009269	XP_033137636.1, XP_009125660.1	Om004G170020
OG0009270	XP_009121769.1	Om004G144900, Om004G156440, Om004G161500
OG0009271	XP_009130932.1	Om004G170500
OG0009272	XP_009130927.1, XP_033137384.1	Om004G170510
OG0009273	XP_033145098.1, XP_033138674.1	Om004G170740
OG0009274	XP_009130906.2, XP_009122207.1	Om004G170880
OG0009275	XP_009122183.1, XP_009125618.1	Om004G171120
OG0009276	XP_009122145.1	Om004G171690
OG0009277	XP_033137337.1, XP_009125593.1	Om004G171880
OG0009278	XP_009125592.1, XP_009130876.1	Om004G171910
OG0009279	XP_009130855.1, XP_018511109.2	Om004G172210
OG0009280	XP_033141394.1	Om004G172480
OG0009281	XP_009151078.1, XP_009129959.1	Om006G240280
OG0009282	XP_009151097.1, XP_009111675.1	Om006G240510
OG0009283	XP_009129956.1	Om006G240320
OG0009284	XP_009151060.1, XP_009129970.1	Om006G240070
OG0009285	XP_009111661.1, XP_009129972.1	Om006G239970
OG0009286	XP_009111656.1, XP_009129987.2	Om006G239830
OG0009287	XP_009129991.2, XP_009151023.1	Om006G239650
OG0009288	XP_018515434.1, XP_018510673.1	Om006G239630
OG0009289	XP_009150997.2, XP_009111642.2	Om006G239370
OG0009290	XP_009150986.1, XP_018512385.1	Om006G239310
OG0009291	XP_009139213.1, XP_033136727.1	Om006G252880
OG0009292	XP_009130056.1, XP_009150981.1	Om006G239270
OG0009293	XP_009150968.1, XP_009111628.1	Om006G239050
OG0009294	XP_009150918.2, XP_009130097.2	Om006G238530
OG0009295	XP_033135756.1, XP_009150881.1	Om006G238030
OG0009296	XP_009150872.2, XP_009141520.1	Om006G237930
OG0009297	XP_009150869.1	Om006G237820
OG0009298	XP_009141488.1, XP_009150862.1	Om006G237790
OG0009299	XP_018512359.1, XP_009136379.1	Om006G237620
OG0009300	XP_009130151.1, XP_009111978.1	Om006G237010
OG0009301	XP_009150124.1, XP_009112001.2	Om006G236320
OG0009302	XP_033128993.1	Om006G236140
OG0009303	XP_033129852.1, XP_009130237.2	Om006G234930
OG0009304	XP_009150874.1	Om006G263180
OG0009305	XP_009150365.1	Om006G234770
OG0009306	XP_009126739.1, XP_009120392.1	Om006G247320
OG0009307	XP_009120349.1, XP_009132055.2	Om006G247790
OG0009308	XP_009115808.1	Om006G257470
OG0009309	XP_033136715.1, XP_009115799.1	Om006G257520
OG0009310	XP_009136603.1, XP_009115798.1	Om006G257540
OG0009311	XP_009136581.1, XP_009115784.1	Om006G257740
OG0009312	XP_033148838.1, XP_009115771.1, XP_033144648.1	Om006G257960
OG0009313	XP_009115730.2, XP_033148823.1	Om006G258370
OG0009314	XP_009115721.1, XP_009101959.1	Om006G258590
OG0009315	XP_033143148.1, XP_033142679.1	Om006G259540
OG0009316	XP_009101514.1, XP_009115678.1	Om006G259590
OG0009317	XP_009115675.1	Om006G259620
OG0009318	XP_009150133.1, XP_009149726.1	Om006G260210
OG0009319	XP_009149751.1, XP_009150153.1	Om006G260480
OG0009320	XP_009150160.1, XP_009149765.1	Om005G221820, Om002G074190
OG0009321	XP_009149794.1, NP_001288988.1	Om006G261540
OG0009322	XP_009149810.1, XP_009151413.1	Om006G261870
OG0009323	XP_009149816.1, XP_009150194.1	Om006G262440
OG0009324	XP_009150197.1, XP_033128975.1	Om006G262570
OG0009325	XP_009149853.1	Om006G263490
OG0009326	XP_009149863.1	Om006G263780
OG0009327	XP_009149923.1	Om006G265870
OG0009328	XP_009150296.1	Om006G268820
OG0009329	XP_009106566.1	Om006G268550
OG0009330	XP_009108815.1, XP_033148320.1	Om001G030360
OG0009331	XP_009151574.1, XP_009111811.1	Om002G082360
OG0009332	XP_009127544.1, XP_009105273.1	Om005G212540
OG0009333	XP_009105275.1, XP_009105126.1	Om005G212520
OG0009334	XP_009127657.1, XP_009105032.1	Om005G210640
OG0009335	XP_009105430.1, XP_009105020.1	Om005G210290
OG0009336	XP_009127663.1, XP_009105422.1	Om005G210450
OG0009337	XP_009105454.1, XP_009127699.1	Om005G209860
OG0009338	XP_009105006.1, XP_009105470.2	Om005G209620
OG0009339	XP_009127721.1, XP_033130282.1	Om005G209530
OG0009340	XP_009105493.1, XP_009105596.3	Om005G209340
OG0009341	XP_009103548.1, XP_009123176.1	Om007G285500
OG0009342	XP_009105648.1, XP_009127762.1	Om005G208650
OG0009343	NP_001288882.1, XP_009105649.1	Om005G208640
OG0009344	XP_009127770.1, XP_009104974.1	Om005G208370
OG0009345	XP_009127790.1, XP_009105701.1	Om005G207820
OG0009346	XP_009105737.1, XP_018511759.1	Om005G207280
OG0009347	XP_009104926.2, XP_009127852.1	Om005G206630
OG0009348	XP_009104918.1	Om005G206490
OG0009349	XP_009104909.1	Om005G206140
OG0009350	XP_033141550.1, XP_033132005.1	Om005G205850
OG0009351	XP_009127884.1	Om005G205760
OG0009352	XP_009127906.1, XP_009104870.1	Om004G142970
OG0009353	XP_033131630.1, XP_009127910.1	Om004G142870
OG0009354	XP_009105882.2, XP_009127911.1	Om004G142860
OG0009355	XP_009105883.1, XP_033140723.1	Om004G142850
OG0009356	XP_009106530.2	Om004G133500
OG0009357	XP_009128214.1, XP_009106391.1	Om004G134980
OG0009358	XP_009106385.1, XP_033140805.1	Om004G135060
OG0009359	XP_009106363.1, XP_009104635.1	Om004G135270
OG0009360	XP_009145497.1, XP_009109690.1	Om002G069300
OG0009361	XP_009106357.1, XP_009104646.1	Om004G135400
OG0009362	XP_009106348.1, XP_009128204.1	Om004G135490
OG0009363	XP_009106217.1, XP_009128122.1	Om004G137600
OG0009364	XP_009106176.1, XP_009104715.1	Om004G137770
OG0009365	XP_009128069.1, XP_009106151.1	Om004G138700
OG0009367	XP_009106121.1, XP_009128050.1	Om004G139400
OG0009368	XP_009106115.1, XP_033140334.1	Om004G139460
OG0009369	XP_009128046.1, XP_009104760.1	Om004G139480
OG0009370	XP_033141308.1, XP_009106040.1	Om004G140440
OG0009371	XP_009128000.1, XP_009106015.1	Om004G140930
OG0009372	XP_009110355.1, XP_009149274.1	Om005G199860
OG0009373	XP_009104806.1	Om004G141030
OG0009374	XP_009106009.1	Om004G141090
OG0009375	XP_009104813.1	Om004G141320
OG0009376	XP_009120535.2	Om006G245270
OG0009377	XP_009127965.1, XP_009105956.1	Om004G141980
OG0009378	XP_009105586.2, XP_009105924.1	Om004G142380
OG0009379	XP_009105920.1, XP_009104850.2	Om004G142420
OG0009381	XP_009127935.1, XP_033130107.1	Om004G142550
OG0009382	XP_009105890.1, XP_009127925.1	Om004G142750
OG0009384	XP_033140018.1	Om004G133270
OG0009385	XP_009106549.2, XP_033140041.1	Om004G133230
OG0009386	XP_009106576.1, XP_009128302.1	Om004G132990
OG0009387	XP_009106577.1	Om004G132960
OG0009388	XP_009106579.1	Om004G132910, Om008G349180, Om001G021710, Om001G021700, Om004G132630
OG0009389	XP_009106593.1	Om004G132680
OG0009390	XP_033140007.1, XP_033130443.1	Om004G132380
OG0009391	XP_009106631.1	Om004G132150
OG0009392	XP_009104505.2, XP_009106694.1	Om004G131320
OG0009393	XP_009106700.1, XP_018508706.1	Om004G131300
OG0009394	XP_009106712.1, XP_009104493.1	Om004G131170
OG0009395	XP_009106736.2, XP_009128418.1	Om004G130590
OG0009396	XP_018508563.2, XP_009104452.1	Om004G130180
OG0009397	XP_009128449.1, XP_009104447.1	Om004G130080
OG0009398	XP_009104438.1, XP_009128456.1	Om004G129800
OG0009399	XP_009106780.1, XP_009128458.2	Om004G129780
OG0009400	XP_009114241.1, XP_009114240.2	Om004G129640
OG0009401	XP_009146584.1, XP_009135251.1	Om002G056640
OG0009402	XP_009135269.2, XP_009124693.2	Om002G056900
OG0009403	XP_009146555.1, XP_033136296.1	Om002G057010
OG0009404	XP_033137405.1, XP_009146553.1	Om002G057030
OG0009405	XP_033148262.1, XP_018513049.1	Om002G057320
OG0009406	XP_009124741.1, XP_009135300.1	Om002G057510
OG0009407	XP_009124751.1, XP_009146480.1	Om002G057810
OG0009408	XP_009117469.1, XP_009146456.3	Om002G058120
OG0009409	XP_009146389.2, XP_009135372.2	Om002G059030
OG0009410	XP_033148706.1, XP_009135374.2, XP_009117010.2	Om002G059100
OG0009411	XP_009116969.1, XP_009146380.1	Om002G059280
OG0009412	XP_009146372.1	Om002G059400
OG0009413	XP_009116765.1, XP_009146345.1	Om002G059560
OG0009414	XP_009146331.1, XP_009116677.2	Om002G059780
OG0009415	XP_009146329.1, XP_033132348.1	Om002G059800
OG0009416	XP_009146291.1, XP_009135422.1	Om002G060240
OG0009417	XP_009146287.1	Om002G060270
OG0009418	XP_009116478.1, XP_009146285.1	Om002G060290
OG0009419	XP_009115315.1, NP_001288943.1	Om002G061310
OG0009420	XP_009146198.1	Om002G061440
OG0009421	XP_033128837.1	Om002G061460
OG0009422	XP_009135458.1, XP_009146194.1	Om002G061490
OG0009423	XP_009115208.1, XP_033148724.1, XP_033148723.1	Om002G061510
OG0009424	XP_018514229.1, XP_018513540.1	Om002G061940
OG0009425	XP_009114853.1, XP_009146164.1	Om002G061990
OG0009426	XP_018513053.1, XP_033148274.1	Om002G062070
OG0009427	XP_009146057.1	Om002G063160
OG0009428	XP_009135501.1, XP_009146055.1	Om002G063260
OG0009429	XP_009135499.2, XP_009146051.1	Om002G063270
OG0009430	XP_009114452.1	Om002G063760
OG0009431	XP_009114136.1, XP_009135525.1	Om002G063880
OG0009432	XP_009146024.1	Om002G063890
OG0009433	XP_033136587.1, XP_009111460.1, XP_009134532.1	Om004G157890
OG0009434	XP_009135539.1, XP_009145997.1	Om002G064280
