Orthogroup	Brassica_rapa	Aethionema_saxatile
OG0006229	XP_009120858.1, XP_009131751.1, XP_009126390.1	As005G110670
OG0006230	XP_009126453.1, XP_009131800.1	As005G111880
OG0006231	XP_009126463.1, XP_009120788.1	As005G112080
OG0006232	XP_009120702.1, XP_033140509.1, XP_009131845.1	As005G113000
OG0006233	XP_009123289.1	As005G113150
OG0006234	XP_009133907.1	As005G113180
OG0006235	XP_009126592.1	As005G114160, As010G225350
OG0006236	XP_009131954.2, XP_009131943.2	As005G114480
OG0006237	XP_009113038.1, XP_009124342.1	As005G115190, As010G224500
OG0006238	XP_033137995.1, XP_009126718.1, XP_009132015.2	As005G115340
OG0006239	XP_009132025.1, XP_018510884.1	As005G115950
OG0006240	XP_009112067.1, XP_009150372.1	As005G116030
OG0006241	XP_009130260.1	As005G116430
OG0006242	XP_009112087.1, XP_009150409.1	As005G116480
OG0006243	XP_033141715.1, XP_009150461.1	As005G116910
OG0006244	XP_009123247.1	As005G117160, As005G117150
OG0006245	XP_009130464.1	As005G117690
OG0006246	XP_009112152.1, XP_009150551.1	As005G117730
OG0006247	XP_009130506.1, XP_009150623.1	As005G118430
OG0006248	XP_009130513.2, XP_009150636.1	As005G118550
OG0006249	XP_009130517.1, XP_009150644.1	As005G118620
OG0006250	XP_009150653.1, XP_009130519.1	As005G118690
OG0006251	XP_009103507.1, XP_009112313.2	As005G120150
OG0006252	XP_033138692.1	As005G120480
OG0006253	XP_009128476.1, XP_009111504.1	As006G121170
OG0006254	XP_009134521.1, XP_009111445.1	As006G121810, As006G121790
OG0006255	XP_009111377.1, XP_009128517.2	As006G122420
OG0006256	XP_009134459.2, XP_009111331.1	As006G122790
OG0006257	XP_009144577.1, XP_009134438.1	As006G123170
OG0006258	XP_009111271.1, XP_009134423.1	As006G123390
OG0006259	XP_009144550.1, XP_009111270.1	As006G123410
OG0006260	XP_009134421.1, XP_018510429.1	As006G123430
OG0006262	XP_009132931.1	As006G125260
OG0006263	XP_009141290.1, XP_009132913.1	As006G125470
OG0006264	XP_009143913.1, XP_009141284.1	As008G195460, As006G126050
OG0006265	XP_009132850.2, XP_009143983.2	As006G126160
OG0006266	XP_009141148.1, XP_009141196.1	As006G126900
OG0006267	XP_009141176.1, XP_009132814.1	As006G126980, As006G126970, As006G126990
OG0006268	XP_009144232.1, XP_033146060.1	As006G127500
OG0006269	XP_033143847.1, XP_018513585.1	As006G127630
OG0006270	XP_033146580.1, XP_009144306.1	As006G128120
OG0006271	XP_009144356.1, XP_009141017.1	As006G128680
OG0006272	XP_009141016.1, XP_009144357.1	As006G128690
OG0006273	XP_009144366.1	As006G128790
OG0006274	XP_009141009.1, XP_009144367.1	As006G128800
OG0006275	XP_009103689.2, XP_009140904.1	As006G129810
OG0006276	XP_009103620.1, XP_009140822.1	As006G130310
OG0006277	XP_009137658.1, XP_009143407.1	As006G132370, As006G132360
OG0006278	XP_009147431.2, XP_009125022.1	As006G132790
OG0006279	XP_033133228.1, XP_009144903.1	As006G133660
OG0006280	XP_009146997.1, XP_009123912.2, XP_009135099.1	As006G133710
OG0006281	XP_033141016.1, XP_033143440.1	As006G133930
OG0006282	XP_009142435.1	As006G134240
OG0006283	XP_009147405.1, XP_009117679.2	As006G134840
OG0006284	XP_009117743.1, XP_009147390.1	As006G135000
OG0006285	XP_009126066.1, XP_009121549.1	As009G201550, As006G135280
OG0006286	XP_009119226.2, XP_009130363.1	As006G136430
OG0006287	XP_009119295.1	As006G136590
OG0006288	XP_009102072.2, XP_033148249.1	As006G136830
OG0006289	XP_009134747.1, XP_009102086.1	As006G137140
OG0006290	XP_009134759.1	As006G137550
OG0006291	XP_033146527.1, XP_018514552.2	As006G138900
OG0006292	XP_018509202.1	As010G227200, As006G140640, As006G140630
OG0006293	XP_009124534.1, XP_033142935.1, XP_033147228.1	As006G140760
OG0006294	XP_033147306.1, XP_009134956.1	As006G140990
OG0006295	XP_009141907.1, XP_033144144.1, XP_009142693.1	As006G142370
OG0006296	XP_033148412.1, XP_009133434.2, XP_009141904.2	As006G142380
OG0006297	XP_009133380.1, XP_009143288.1	As006G143290
OG0006298	XP_009143301.1, XP_033145119.1	As006G143490
OG0006299	XP_009141783.1, XP_033148151.1	As006G143970
OG0006300	XP_009133293.1, XP_009141763.1	As006G144330
OG0006301	XP_009133055.1, XP_009133056.1, XP_033146327.1	As006G144460
OG0006302	XP_009133074.1, XP_009143597.1	As006G144890, As012G276300
OG0006303	XP_009143580.1	As006G145100
OG0006304	XP_009116060.1, XP_009139384.1	As006G146220
OG0006305	XP_009141671.1, XP_009143483.1	As009G212840, As006G146330
OG0006306	XP_009141692.1, XP_009133203.1, XP_009143452.1	As006G146810
OG0006307	XP_009133253.2, XP_009143394.2, XP_009141739.2	As006G148450
OG0006308	XP_009117802.1, XP_009110471.1	As007G152290
OG0006309	XP_009117776.1, XP_009110458.1	As007G152680
OG0006310	XP_033136569.1, XP_009149093.1	As007G153040
OG0006311	XP_009149089.1, XP_033136565.1	As007G153050
OG0006312	XP_009117745.1, XP_009149115.1	As007G153230
OG0006313	XP_009117732.1, XP_033128351.1, XP_033132695.1	As007G153390
OG0006314	XP_009149149.1, XP_009106553.1	As007G153520
OG0006315	XP_009149226.1, XP_009110395.1, XP_009117646.1	As007G154140, As007G154410
OG0006316	XP_033128155.1, XP_009110356.1, XP_009117618.1	As007G154500
OG0006318	XP_009110298.2, XP_009149388.1	As007G155530
OG0006319	XP_018515395.1, XP_009110235.2	As007G156450
OG0006320	XP_033131306.1, XP_009149523.1	As007G156560
OG0006321	XP_033131970.1	As010G237190, As007G156700
OG0006322	XP_009103329.2, XP_009149556.1	As007G156810, As010G237110
OG0006323	XP_009103326.1, XP_009149561.1, XP_033132216.1	As007G156860
OG0006324	XP_009110181.1, XP_033128553.1	As007G157570
OG0006325	XP_009115598.1, XP_009103218.1	As007G158930
OG0006326	XP_009103105.1, XP_033140928.1	As007G160600
OG0006327	XP_009110017.1, XP_009115373.1	As007G160720
OG0006328	XP_009105298.1, XP_009105111.1	As007G162000
OG0006329	XP_009113782.2, XP_009102994.1, XP_009109825.1	As007G162160
OG0006330	XP_033133330.1, XP_009113755.2	As007G162380
OG0006331	XP_009109797.1	As007G162410
OG0006332	XP_009109800.1, XP_009113761.1	As007G162650
OG0006334	XP_009137819.1, XP_009137429.1	As007G162720
OG0006335	XP_009138293.1, XP_009137464.1	As007G163100
OG0006336	XP_009137481.1	As007G163620
OG0006337	XP_009137508.1, XP_009139088.2	As007G164640
OG0006338	XP_009111606.2, XP_009129360.1, XP_009129359.1, XP_009151853.2	As007G179690
OG0006339	XP_009140350.1, XP_009112531.1	As007G180340
OG0006340	XP_009117414.1, XP_009134008.2	As007G181080, As007G181720, As007G181380
OG0006341	XP_009110505.1	As008G182300
OG0006342	XP_009117871.1, XP_009110514.1	As008G182600
OG0006343	XP_009110515.1, XP_009148869.1	As010G233450, As008G182630
OG0006344	XP_009117903.1, XP_009148818.1, XP_009110541.1	As008G183000
OG0006345	XP_009104758.1	As010G239020, As008G183030
OG0006346	XP_009110636.1, XP_009118071.1	As008G184660
OG0006347	XP_009110642.1, XP_009148586.1	As008G184750
OG0006348	XP_009151621.1, XP_033139814.1, XP_009129714.1	As008G185660
OG0006349	XP_009148457.1, XP_009118196.1	As008G186210
OG0006350	XP_033128425.1, XP_009148224.2	As008G187010
OG0006351	XP_009118292.1, XP_009148300.1	As008G187590
OG0006352	XP_009148336.1, XP_009118266.1	As008G187880
OG0006353	XP_033133677.1, XP_033136771.1, XP_009148147.1	As008G189270
OG0006354	XP_009148096.1, XP_009118378.1	As008G191050
OG0006355	XP_009148031.1	As008G192640
OG0006356	XP_009118457.1, XP_009118980.1	As008G193000
OG0006357	XP_033132340.1, XP_009118467.1, XP_033138399.1	As008G193180
OG0006358	XP_009110972.1, XP_009118474.1	As008G193260
OG0006359	XP_009136607.1, XP_009115804.2, XP_009149195.1	As008G193360
OG0006360	XP_009110997.1, XP_009119072.1	As008G193890, As008G193900
OG0006361	XP_009118552.1, XP_033138463.1	As008G194010
OG0006362	XP_009111064.1, XP_009119209.1	As008G195300, As008G195320
OG0006363	XP_009118876.2, XP_009111130.1	As008G196560
OG0006364	XP_009119554.1, XP_009111156.1	As008G197180
OG0006365	XP_009111155.1, XP_009119551.1	As008G197200
OG0006366	XP_033134967.1, XP_033138158.1	As008G197900
OG0006367	XP_009119649.1, XP_009118781.1	As008G198210
OG0006368	XP_009131390.1, XP_009121690.2	As009G200220
OG0006369	NP_001288964.1, NP_001288856.1	As009G200790
OG0006370	XP_009121584.1, XP_009131458.1, XP_009126044.1	As009G201250
OG0006371	XP_009126037.2, XP_009131448.2, XP_009121601.1	As009G201410
OG0006372	XP_033139551.1, XP_033139550.1, XP_033143165.1	As009G202250
OG0006373	XP_009126142.2, XP_009121441.1	As009G202780
OG0006374	XP_009131599.1, XP_009107528.1	As009G203490
OG0006375	XP_009105308.1	As010G228010, As009G203520
OG0006376	XP_009126200.1, XP_009107543.1	As009G203630
OG0006377	XP_009131612.1, XP_009126210.2	As009G203760
OG0006378	XP_009120960.1, XP_009131677.2, XP_009126269.1	As009G204460
OG0006379	XP_009151640.1, XP_018510474.1, XP_009129722.1	As009G209250
OG0006380	XP_009115921.1, XP_009139476.1	As012G275740
OG0006381	XP_009125778.1, XP_009122281.1	As009G211760
OG0006382	XP_009130916.1, XP_009125634.1	As009G212580
OG0006383	XP_018511237.1, XP_009125626.2	As009G212610
OG0006384	XP_018511288.1, XP_009125621.2	As009G212720
OG0006385	XP_009111500.1	As009G214490
OG0006386	XP_009129957.1, XP_009151080.1	As009G215270
OG0006387	XP_009151059.2, XP_009111664.1	As009G215350
OG0006388	XP_009139216.1, XP_018509568.1	As009G215970
OG0006389	NP_001288914.1, XP_009130064.1, NP_001288827.1	As009G216260
OG0006390	XP_033140435.1	As009G216440, As009G216430, As009G216420
OG0006392	XP_009130098.1, XP_018514970.1	As009G216790
OG0006393	XP_009141759.1	As009G216840
OG0006395	XP_009130166.1	As009G218220
OG0006396	XP_009130181.2, XP_009151310.1	As009G218480
OG0006397	XP_033136534.1, XP_009130195.1	As009G218620
OG0006398	XP_009151342.1, XP_033134780.1	As009G218710
OG0006399	XP_009130208.1, XP_009151354.1	As009G218820
OG0006400	XP_009151380.1, XP_009112027.1	As009G219050
OG0006401	XP_009151402.1, XP_009112034.1	As009G219210
OG0006402	XP_009151401.1, XP_009130232.1	As009G219220
OG0006403	XP_009132029.1, XP_009126741.1	As009G219630
OG0006404	XP_009132056.1, XP_009126754.1	As009G219980
OG0006405	XP_009136589.1, XP_009115790.1	As010G220440
OG0006406	XP_009115786.3, XP_009149316.1	As010G220490
OG0006407	XP_009115782.1, XP_009136580.1	As010G220540
OG0006408	XP_009101417.1	As010G221460
OG0006409	XP_009151520.1, XP_009149797.1	As010G222440
OG0006410	XP_009150726.1, XP_009150213.1, XP_009149859.1	As010G223260
OG0006411	XP_009150068.1	As010G225240
OG0006412	XP_033139614.1, XP_033131426.1, XP_009105385.1	As010G225310
OG0006413	XP_009150319.1, XP_033136887.1	As010G225700
OG0006414	XP_018508310.1	As010G227660
OG0006415	XP_009113797.1, XP_033132610.1	As010G227860
OG0006416	XP_009127579.1, XP_009105335.1	As010G228720
OG0006417	XP_009127676.2, XP_009105436.2, XP_009105019.2	As010G231690
OG0006418	XP_033130250.1, XP_009127705.1	As010G232090
OG0006419	XP_033130280.1, XP_033130554.1, XP_033140930.1	As010G232690
OG0006420	XP_009105645.1, XP_009127760.1	As010G232840
OG0006421	XP_009127768.1, XP_009105670.1, XP_009104975.1	As010G233000
OG0006422	XP_009148868.1	As010G233440
OG0006423	XP_009104912.1	As010G234320
OG0006424	XP_018508230.1, XP_009127883.1	As010G234760
OG0006425	XP_009127890.1, XP_009105865.1	As010G234850
OG0006426	XP_009122037.2, XP_009122038.1	As010G235020
OG0006427	XP_033140909.1, XP_033140910.1	As010G235090
OG0006428	XP_033140019.1, XP_009106464.2	As010G235280
OG0006429	XP_009106417.1, XP_009128250.1	As010G235680
OG0006430	XP_009104606.1	As010G235710
OG0006431	XP_009106382.1	As010G236280
OG0006432	XP_009106208.1, XP_033131315.1, XP_033141528.1	As010G237930
OG0006433	XP_009142825.2, XP_009106189.1	As010G238220
OG0006434	XP_009106137.1, XP_009104742.1	As010G238720
OG0006435	XP_009104797.1, XP_009128008.1, XP_009106032.1	As010G239820
OG0006436	XP_009127977.1, XP_009105967.1	As010G240500
OG0006437	XP_009104852.1, XP_009127940.1, XP_009105915.2	As010G241220
OG0006438	XP_009106621.2, XP_009128332.1, XP_009104551.1	As010G242400
OG0006439	XP_009104545.1, XP_033132022.1	As010G242540
OG0006440	XP_009104535.1	As010G242760
OG0006441	XP_009106733.1, XP_009128405.1	As010G243550
OG0006443	XP_009117153.1, XP_009146408.2	As011G246180
OG0006444	XP_009106984.1, XP_009144779.1	As012G269830, As011G247090
OG0006445	XP_009146245.1, XP_009116224.3	As011G247610
OG0006446	XP_009146226.1, XP_009135448.2	As011G247760
OG0006447	XP_009135459.1, XP_009146193.1	As011G248040
OG0006448	XP_009114876.1, XP_009146163.2	As011G248340
OG0006449	XP_009146040.1, XP_009114331.1	As011G249260
OG0006450	XP_009151859.1	As011G249430, As012G276940
OG0006451	XP_009114030.1, XP_009146013.1	As011G249520
OG0006452	XP_009146010.1, XP_009113949.1	As011G249570
OG0006454	XP_009113905.2, XP_009145998.1	As011G249680
OG0006455	XP_009145979.2, XP_009113773.2	As011G249820
OG0006456	XP_009113711.2, XP_009145968.1	As011G249900
OG0006457	XP_009113665.1	As011G249930, As012G273690
OG0006458	XP_009135553.1, XP_009113645.1	As011G249960
OG0006459	XP_009135563.1, XP_009145947.1	As011G250050
OG0006460	XP_009107828.1, XP_009147826.1	As011G250220
OG0006461	XP_009145920.1	As011G250300
OG0006462	XP_033147720.1, XP_009141362.1	As011G250490
OG0006464	XP_009135601.1, XP_009112300.1	As011G250950
OG0006465	XP_009111708.1, XP_009145774.1	As011G251630
OG0006466	XP_009145692.1, XP_009135663.1	As011G252140
OG0006467	XP_009111145.2, XP_009145641.1	As011G252600
OG0006468	XP_009110210.2, XP_009110229.2, XP_009135706.1	As011G253000, As011G252990
OG0006469	XP_009145581.1, XP_033131748.1	As011G253080
OG0006470	XP_033142900.1, XP_009145530.1, XP_033142090.1	As011G253170
OG0006471	XP_009109433.1, XP_009145472.1	As011G253390
OG0006472	XP_009145397.1	As011G254260
OG0006473	XP_009145388.1, XP_009135803.1	As011G254330
OG0006474	XP_009145262.2, XP_033132184.1	As011G254730
OG0006475	XP_009108592.2	As011G254800
OG0006476	XP_009102652.1, XP_009108147.1	As011G255180
OG0006477	XP_009102648.1, XP_009108122.1	As011G255220
OG0006478	XP_009107962.1, XP_009102606.1	As011G255430
OG0006479	XP_009135883.1, XP_009102535.2	As011G256270
OG0006480	XP_009136142.1, XP_009102377.1	As011G258950
OG0006481	XP_009136270.1, XP_009123237.2	As011G262730
OG0006482	XP_009150850.1, XP_009121145.1	As011G264260
OG0006483	XP_009150784.1	As011G264540
OG0006484	XP_009124573.2, XP_009121073.1	As011G264810
OG0006485	XP_009114707.1	As011G265110
OG0006486	XP_018508513.2, XP_018514953.1	As011G265320
OG0006487	XP_009150743.1, XP_009102253.1	As011G265450
OG0006488	XP_009102155.1, XP_009112604.1	As011G266100
OG0006489	XP_009124314.1, XP_009117536.1	As011G266150
OG0006490	XP_009117487.1, XP_009112675.1, XP_009102023.1	As011G267150
OG0006491	XP_009102006.1, XP_033136940.1	As011G267230
OG0006492	XP_033147042.1, XP_009106828.1, XP_033129303.1	As012G268100
OG0006494	XP_009147507.1, XP_009103728.1, XP_009106882.2	As012G268640
OG0006495	XP_009106917.2, XP_009107070.1	As012G269050
OG0006496	XP_009106935.1	As012G269140
OG0006498	XP_009144772.1, NP_001288925.1	As012G269760
OG0006499	XP_009124510.1, XP_009106981.1	As012G269810
OG0006500	XP_033132422.1, XP_009144859.1	As012G270930
OG0006501	XP_009107162.1, XP_009147721.1	As012G271050
OG0006503	XP_009107209.1, XP_009114927.1, XP_009144901.2	As012G271890
OG0006504	XP_009147840.2, XP_033128443.1, XP_009107220.1	As012G272200
OG0006505	XP_009107257.1, XP_009124562.1	As012G272590
OG0006506	XP_033133708.1, XP_009147884.1	As012G272720
OG0006507	XP_009107396.1, XP_033147970.1	As012G274130
OG0006508	XP_009136746.1, XP_009146416.1	As012G274360
OG0006509	XP_009143755.1, XP_009132994.1	As012G275160
OG0006510	XP_033146309.1, XP_009143758.1	As012G275210
OG0006511	XP_009143764.1, XP_009132993.1	As012G275270
OG0006512	XP_009133170.1, XP_033146339.1, XP_009143766.1	As012G275290
OG0006513	XP_033137054.1	As012G275660
OG0006514	XP_009139479.2, XP_009115919.1	As012G275700
OG0006515	XP_009103936.1, XP_009116161.2	As012G280650
OG0006517	XP_009116239.1, XP_018513898.1	As012G281920, As012G281910, As012G281900
OG0006518	XP_009116284.2, XP_009103975.1	As012G282380
OG0006519	XP_009116340.1, XP_033146562.1	As012G282850
OG0006520	XP_009139091.1, XP_009116360.1	As012G283040
OG0006521	XP_009116432.1	As012G283810
OG0006522	XP_009104169.1, XP_009116556.1	As012G285020
OG0006523	XP_009138868.1, XP_033136323.1	As012G286080
OG0006524	XP_018510165.1, XP_009138821.1	As012G286790
OG0006526	XP_009104341.1, XP_033146712.1	As012G287740
OG0006528	XP_009138698.3, XP_009104405.2, XP_009116967.2	As012G288830, As012G288820
OG0006529	XP_009138646.2, XP_009116987.1	As012G289090
OG0006530	XP_009135621.2, XP_009112090.1	As012G289100
OG0006531	XP_009104415.1, XP_009116998.2	As012G289390
OG0006571	XP_033133043.1, XP_009129517.1	As001G000540
OG0006572	XP_009137804.1, XP_009129394.1	As001G000600
OG0006573	XP_009109071.1, XP_009129320.1, XP_009137805.1	As001G000660
OG0006574	XP_033142707.1, XP_009128940.1	As001G001050
OG0006575	XP_009128919.2, XP_009137840.1	As001G001070
OG0006576	XP_009128576.1, XP_009137856.1	As001G001440
OG0006577	XP_033142260.1, XP_009128255.1	As001G001830
OG0006578	XP_009151618.1, XP_009129713.1	As001G002150
OG0006579	XP_009127787.1, XP_009137923.1	As001G002480
OG0006580	XP_009137994.2, XP_033132368.1	As001G003400
OG0006581	XP_033144481.1, XP_009127086.1	As001G003550
OG0006582	XP_033133897.1, XP_009126975.1	As001G003720
OG0006583	XP_033144918.1, XP_009126483.1	As001G004460
OG0006584	XP_009126259.1, XP_009108885.2, XP_018509092.1	As001G004680
OG0006585	XP_009108868.1, XP_009125824.1	As001G005280
OG0006586	XP_009149361.1	As001G006560, As007G155190
OG0006587	XP_009108862.2, XP_009125616.1	As001G006590
OG0006589	XP_009119695.1, XP_009138213.1	As001G012220
OG0006590	XP_009138217.1, XP_009108767.1	As001G012600
OG0006591	XP_009117384.2	As001G013670
OG0006592	XP_009108717.1, XP_009110394.1	As001G014380
OG0006593	XP_009108701.1	As001G014570
OG0006594	XP_009138332.1	As001G014780
OG0006595	XP_009107363.1, XP_009138333.1	As001G014790
OG0006597	XP_009104109.1, XP_009108620.2	As001G015510
OG0006598	XP_033134943.1, XP_009108144.1, XP_009102675.2	As001G015690
OG0006599	XP_009151431.1, XP_009114885.2	As001G016970
OG0006600	XP_009144721.1, XP_009136825.2	As001G017270
OG0006601	XP_009145362.1, XP_009108276.1	As001G017490
OG0006602	XP_009136810.1, XP_033145786.1	As001G017500
OG0006603	XP_033144788.1, XP_009145660.1	As001G017750
OG0006604	XP_009133041.1, XP_009141516.1	As001G018080
OG0006605	XP_009111916.1	As001G018550
OG0006606	XP_009110811.1, XP_009148265.1	As008G188090, As001G019370
OG0006607	XP_009103021.1, XP_033135476.1	As001G020130
OG0006608	XP_009148380.1, XP_033132794.1	As001G020480
OG0006609	XP_009113149.2, XP_033133473.1	As001G021440
OG0006610	XP_009148469.1, XP_009118188.1	As008G186060
OG0006611	XP_009148480.1, XP_009110725.1	As008G186020, As001G021810
OG0006612	XP_018509496.1, XP_009148510.1	As008G185620, As001G022110
OG0006613	XP_033128878.1, XP_009117848.1	As001G022290
OG0006614	XP_009107122.1, XP_033139710.1, XP_009107118.1	As001G022360
OG0006615	XP_018515064.1, XP_009129242.1	As001G022520
OG0006616	XP_009101319.1, XP_009129211.1	As001G022850
OG0006617	XP_009152222.1, XP_009129105.1	As001G023830
OG0006618	XP_009110574.1, XP_009117959.1	As001G024100, As008G183520
OG0006619	XP_009148664.1, XP_009117975.1	As001G024260
OG0006620	XP_009152136.1, XP_033136386.1	As001G024470
OG0006621	XP_009152125.1	As001G024660
OG0006622	XP_009114107.1, XP_009152104.1	As001G024870
OG0006623	XP_009152063.1, XP_009129511.1	As001G025300
OG0006624	XP_009129508.1, XP_009152059.1	As001G025340
OG0006625	XP_009129489.1, XP_009152027.2	As001G025580
