Orthogroup	Brassica_rapa	Erysimum_linariifolium
OG0010126	XP_033130149.1	El006G306220
OG0010127	XP_009140795.1, XP_009103593.1	El006G307240
OG0010128	XP_009133925.1, XP_009103559.1	El006G309440
OG0010129	XP_009127093.1	El002G086950
OG0010130	XP_009103552.1	El006G310310
OG0010131	XP_009117024.1, XP_009140736.1	El006G312510
OG0010132	XP_009137659.1, XP_009143442.1	El003G156780
OG0010133	XP_009128941.1, XP_009148929.1	El005G235060
OG0010134	XP_009146996.1	El005G243670
OG0010135	XP_009125387.2, NP_001288963.1	El001G082210
OG0010136	XP_009142741.1, XP_009141989.1	El006G287960
OG0010137	XP_009133485.1	El006G288000
OG0010138	XP_009137591.1, XP_009142222.1	El003G158080
OG0010139	XP_009142319.2, XP_009137597.1	El003G158020
OG0010140	XP_009147409.1, XP_009125038.1	El005G235900
OG0010141	XP_009147319.1, XP_009134711.1	El005G237060
OG0010142	XP_009119137.1, XP_009130343.1	El005G237490
OG0010143	XP_009130347.1, XP_009119148.1	El005G237510
OG0010144	XP_009102058.1, XP_033148251.1	El005G238000
OG0010145	XP_009130381.1	El005G238070
OG0010146	XP_033146795.1	El005G238180
OG0010147	XP_009102083.1, XP_009130391.1	El005G238280
OG0010148	XP_009124000.1	El005G238950
OG0010149	XP_033146828.1	El005G239050
OG0010150	XP_009124980.1, XP_009124197.1	El005G239550
OG0010151	XP_009124862.2, XP_009147213.1	El005G240700
OG0010152	XP_009124757.1	El005G241960
OG0010153	XP_009134916.1, XP_009124748.1	El005G241970
OG0010154	XP_009134939.1	El005G242200
OG0010155	XP_009147118.1	El005G242260
OG0010156	XP_009134950.1	El005G242350
OG0010157	XP_009147028.1, XP_009124159.1	El005G243230
OG0010158	XP_009124013.1, XP_033142696.1	El005G243420
OG0010159	XP_009151326.1	El007G328660
OG0010160	XP_009146983.1, XP_009123840.1	El005G243850
OG0010161	XP_009141854.2, XP_009143264.1	El006G289790
OG0010162	XP_009133389.1	El006G289980
OG0010163	XP_009141838.1, XP_009133386.1	El006G290010
OG0010164	XP_009143309.1	El006G290460
OG0010166	XP_009133328.1	El006G291040
OG0010167	XP_009143362.1	El006G291360
OG0010168	XP_009141588.1, XP_009143587.1	El006G294350
OG0010169	XP_033143187.1	El006G294070, El006G294080
OG0010170	XP_009143552.2	El003G170880, El006G293690
OG0010171	XP_009133118.1, XP_009141629.1	El006G293400
OG0010172	XP_009133122.1, XP_018514192.1	El006G293380
OG0010173	NP_001288885.1, XP_009133138.1	El006G293210
OG0010174	XP_033146948.1, XP_009135902.1	El006G292480
OG0010175	XP_009143417.1	El006G292100
OG0010176	XP_033148764.1, XP_009141718.2	El006G292180
OG0010178	XP_033134690.1, XP_009119047.1	El002G088960
OG0010179	XP_009133287.1	El006G291490
OG0010180	XP_009110485.1, XP_009148933.1	El002G099500
OG0010181	XP_009148941.1	El002G099550
OG0010182	XP_009117747.1	El002G100780
OG0010183	XP_033130086.1, XP_033133187.1	El002G101670
OG0010184	XP_009110396.1	El002G101830
OG0010185	XP_009126414.1, XP_009131769.1	El001G060090
OG0010186	XP_009149260.1, XP_009117626.3	El002G102250
OG0010187	XP_009110327.1	El002G102860
OG0010188	XP_009149360.1	El002G102930
OG0010189	XP_033135161.1, XP_033128459.1	El002G103510
OG0010190	XP_009149423.1, XP_009117540.1	El002G103720
OG0010191	XP_009149440.1	El002G103810
OG0010192	XP_009110249.1, XP_009149492.3	El002G104260
OG0010193	XP_009110245.1, XP_009103368.1	El002G104300
OG0010194	XP_009149495.1	El002G104310
OG0010195	XP_009110244.1, XP_009103366.2	El002G104350
OG0010196	XP_033131511.1, XP_033133410.1	El002G104410
OG0010197	XP_009149527.2, XP_009110228.1	El002G104790
OG0010198	XP_009103330.1, XP_009110215.1	El002G105110
OG0010199	XP_009110214.2, XP_009103327.1	El002G105120
OG0010200	XP_009110208.1, XP_009103325.2	El002G105210
OG0010201	XP_018509361.1, XP_009149585.1	El002G105460
OG0010202	XP_009110174.1, XP_009149687.1	El002G106160
OG0010203	XP_009110173.1, XP_009149690.1	El002G106180
OG0010204	XP_009106416.1, XP_009104607.1	El004G230830, El008G368320
OG0010205	XP_009115613.1, XP_009103224.1	El002G107770
OG0010206	XP_009103217.1, XP_009115593.1	El002G108010
OG0010207	XP_009103211.1	El002G108080
OG0010208	XP_009110119.1, XP_009110122.2	El002G108400
OG0010209	XP_009115549.1, XP_009103186.1	El002G108540
OG0010210	XP_009105717.1, XP_009127806.1	El004G222130
OG0010211	XP_009103151.2, XP_009115486.1	El002G109290
OG0010212	XP_009110052.1	El002G111640, El002G110200
OG0010213	XP_009103098.1, XP_009115381.1	El002G111270
OG0010214	XP_009127712.1	El004G220270
OG0010215	XP_009115356.1	El002G110990, El002G111020, El002G110960, El002G111510
OG0010216	XP_009109902.1, XP_033135763.1	El002G111770
OG0010217	XP_009109889.2, XP_009115334.1	El002G111920
OG0010218	XP_009105366.1	El004G218850
OG0010219	XP_009115296.1, XP_009109864.1	El002G112350
OG0010220	XP_009113818.1, XP_009113820.1, XP_018508413.1	El002G112540
OG0010222	XP_009102979.1, XP_009113766.1	El002G113010
OG0010223	XP_009109241.1, XP_009138327.1	El003G160060
OG0010224	XP_009137495.2, XP_009138829.1	El003G159550
OG0010225	XP_009138864.2	El003G159530
OG0010226	XP_033142983.1	El003G159430
OG0010227	XP_009138970.1	El003G159420
OG0010228	XP_009139444.1	El003G158770
OG0010229	XP_009140670.2, XP_009117062.1	El006G314880
OG0010230	XP_009117118.1, XP_009140561.1	El006G316780
OG0010231	XP_009140560.1	El006G316870
OG0010232	XP_009117235.1	El006G317260
OG0010233	XP_009133985.1, XP_009117243.1	El006G317540
OG0010235	XP_009140493.1	El006G318140
OG0010236	XP_009117271.1	El006G318180
OG0010237	XP_009140488.1	El006G318190
OG0010238	XP_033145476.1, XP_033136713.1	El006G318230
OG0010239	XP_009117320.1	El006G319250
OG0010240	XP_009117375.1	El006G320660
OG0010241	XP_009140258.1, XP_009117434.2	El006G321530
OG0010242	XP_009148898.2, XP_009117844.1	El002G099200
OG0010243	XP_009148890.2, XP_009117854.2	El002G099110
OG0010244	XP_009117878.1, XP_009148856.1	El002G098780
OG0010245	XP_009148819.1, XP_009117900.1	El002G098370
OG0010246	XP_009110551.1, XP_009148709.1	El002G098170
OG0010247	XP_009117952.1	El002G097770
OG0010248	XP_009148525.1	El002G096990
OG0010249	XP_009110585.1	El002G097000
OG0010250	XP_033129157.1, XP_009110597.1	El002G096790
OG0010251	XP_009148601.2, XP_009110653.1	El002G095810
OG0010252	XP_009110728.1, XP_009148459.1	El002G094560, El002G094590
OG0010253	XP_009118199.2	El002G094220
OG0010254	XP_009118228.1, XP_009144403.1	El002G094070
OG0010255	XP_009118218.1, XP_009148427.1	El002G093970
OG0010256	XP_009144424.1, XP_009148409.1	El002G093700
OG0010257	XP_009144439.1, XP_033136641.1	El002G093450
OG0010258	XP_009118309.2, XP_009148254.1	El002G092370
OG0010259	XP_009148242.1, XP_009110825.2	El002G092270
OG0010260	XP_009148168.1, XP_009110853.1	El002G091860
OG0010261	XP_009118330.1, XP_009110860.1	El002G091730
OG0010262	XP_009110873.1, XP_009148134.1	El002G091560
OG0010263	XP_009110932.1, XP_009118948.1	El002G090230
OG0010264	XP_009110973.1	El002G089190
OG0010265	XP_009119061.1, XP_009110988.1	El002G088830
OG0010266	XP_009118134.1	El006G279640
OG0010267	XP_009111029.1	El002G088010
OG0010268	XP_009118585.1, XP_009119153.1	El002G087660
OG0010269	XP_009119156.1	El002G087630
OG0010270	XP_009118613.1	El002G087360
OG0010271	XP_009118614.1, XP_009119183.1	El002G087350
OG0010272	XP_009111078.2	El002G086930
OG0010273	XP_009119252.1	El002G086860
OG0010274	XP_009119291.1, XP_033132350.1	El002G086510
OG0010275	XP_009119311.1, XP_033135594.1	El002G086300
OG0010276	XP_009118679.1, XP_018511180.1	El002G085870
OG0010277	XP_009119346.1	El002G085830
OG0010278	XP_009119525.2, XP_009111147.1	El002G085440
OG0010279	XP_009111142.2, XP_009119364.2	El002G085600
OG0010280	XP_009118688.1, XP_033138317.1	El002G085650
OG0010281	XP_009111157.1, XP_009119555.1	El002G085140
OG0010282	XP_018511083.2, XP_009118727.1	El002G084790
OG0010283	XP_009119617.1, XP_009111185.2	El002G084330
OG0010284	XP_009111198.1	El002G084130
OG0010285	XP_009118764.1, XP_009119626.1	El002G084170
OG0010287	XP_033137805.1	El001G067650
OG0010288	XP_009125968.1, XP_009121680.1	El001G067280
OG0010289	XP_009126003.1, XP_009121637.1	El001G066750
OG0010290	XP_009126059.1, XP_009121557.1	El001G065780
OG0010291	XP_009126047.1, XP_009121574.1	El001G066000
OG0010292	XP_018511035.2, XP_018513144.1	El001G064510
OG0010293	XP_009121463.1, XP_009131553.1	El001G064290
OG0010294	XP_009131552.1, XP_009121465.1	El001G064300
OG0010295	XP_009121454.1, XP_009126138.1	El001G064210
OG0010296	XP_009126170.1, XP_009121408.1	El001G063770
OG0010297	XP_009126174.1, XP_009121401.1	El001G063680
OG0010299	XP_009130404.1, XP_009102091.1	El005G238520
OG0010300	XP_009120985.1	El001G062360
OG0010301	XP_009131715.1, XP_033138735.1	El001G061480
OG0010302	XP_009126314.3, XP_009120904.1	El001G061140
OG0010303	XP_009138185.2, XP_009122889.2	El003G149290
OG0010304	XP_009151233.2, XP_009129845.1	El001G048810
OG0010305	XP_009129840.2, XP_009151247.2	El001G048240
OG0010306	XP_009151250.1	El001G047910
OG0010307	XP_009129815.1	El001G047660
OG0010308	XP_009151264.1, XP_009129814.1	El001G047620
OG0010309	XP_009151300.1, XP_009129786.2	El007G345450
OG0010310	XP_009151302.1, XP_009129792.1	El007G345470
OG0010311	XP_009129760.1, XP_009151710.1	El007G346260
OG0010312	XP_009129777.1	El007G345560, El007G345730, El007G345840, El007G345600
OG0010314	XP_009147082.2	El005G242660
OG0010315	XP_009125930.1, XP_009121742.2	El001G067990
OG0010316	XP_009122388.1, XP_009125673.1	El001G074810
OG0010317	XP_009107632.1	El003G151450
OG0010318	XP_033145084.1, XP_009122251.1	El001G075460
OG0010319	XP_009125644.1, XP_033137767.1	El001G075540
OG0010320	XP_009130936.1	El001G075870
OG0010322	XP_009125613.2	El001G076550
OG0010323	XP_009125606.1, XP_009122161.1	El001G076730
OG0010324	XP_009125599.1, XP_009122149.1	El001G076880
OG0010325	XP_009122140.1, XP_033141544.1	El001G076950
OG0010326	XP_009122138.1, NP_001288889.1	El001G076990
OG0010327	XP_009130873.3, XP_009122126.1	El001G077090
OG0010328	XP_009130874.2, XP_009122127.1	El001G077100
OG0010329	XP_018511797.2, XP_009130854.1	El001G077360
OG0010330	XP_009122544.1	El001G077350
OG0010331	XP_009111682.1, XP_033129733.1	El001G052250
OG0010332	XP_009151042.1, XP_009129982.1	El001G053570
OG0010333	XP_009150980.1, XP_009130057.1	El001G055170
OG0010334	XP_009111633.1, XP_018514978.1	El001G055310
OG0010335	XP_009150979.1, XP_009130058.1	El001G055250
OG0010336	XP_009150940.1, XP_009141925.1	El001G055840
OG0010337	XP_009141862.1, XP_009150932.1	El001G055910
OG0010338	XP_009141799.2, XP_009150912.1	El001G056150
OG0010339	XP_009144801.1, XP_009150887.1	El001G056480
OG0010340	XP_009136396.2	El001G057130
OG0010341	XP_009136414.1	El007G329970
OG0010342	XP_009136472.2	El007G329380
OG0010343	XP_033140364.1, XP_009136489.1	El007G329240
OG0010344	XP_009112094.1, XP_009151516.2	El007G328440
OG0010345	XP_009130216.1, XP_009151367.1	El007G328210
OG0010346	XP_009151371.1	El007G328170
OG0010347	XP_009112029.1, XP_009151389.1	El007G327930
OG0010348	XP_009120336.1, XP_009132070.1	El007G333270
OG0010349	XP_009136614.1, XP_009115818.1	El001G021640
OG0010350	XP_009115776.1	El001G021200
OG0010351	XP_018509755.1	El001G020980
OG0010352	XP_009115754.2	El001G020930
OG0010353	XP_009115713.1, XP_033143758.1	El001G020480
OG0010354	XP_009150132.1	El001G019560
OG0010355	XP_033137193.1	El001G018990
OG0010356	XP_009149770.1, XP_009150161.1	El001G018780
OG0010357	XP_009151475.2	El001G018280
OG0010358	XP_009149811.1, XP_009151403.1	El001G018200
OG0010359	XP_009150192.1	El001G018130
OG0010360	XP_009150202.1	El001G017820
OG0010361	XP_009149855.1, XP_009150754.1	El001G017490
OG0010362	XP_009150220.1, XP_009149870.1	El001G017300
OG0010363	XP_009150225.1	El001G014790
OG0010364	XP_009149823.1, XP_009150317.1	El001G013820
OG0010365	XP_018514955.1	El001G013090
OG0010366	XP_009150310.1	El001G012810
OG0010367	XP_033128592.1	El008G369500, El008G369440, El001G012290
OG0010368	XP_009150277.1	El001G012170
OG0010369	XP_009149872.1	El001G011930
OG0010370	XP_009105098.1, XP_009105323.1	El004G218170
OG0010371	XP_009127560.1, XP_009105296.1	El004G217780
OG0010372	XP_009127615.1, XP_009105370.1	El004G218880
OG0010373	XP_009105347.1	El004G218520
OG0010374	XP_009105034.1, XP_009105404.1	El004G219400
OG0010375	XP_009105028.1, XP_009105629.1	El004G219460
OG0010376	XP_033130288.1, XP_009127670.2	El004G219660
OG0010377	XP_033148265.1, XP_009105423.1	El004G219570
OG0010378	XP_009105451.2, XP_009105015.2	El004G220050
OG0010379	XP_009105462.1, XP_009127706.1	El004G220200
OG0010380	XP_009105466.1, XP_009127709.2	El004G220260
OG0010382	XP_033130255.1, XP_009127780.1	El004G221760
OG0010383	XP_009105772.1, XP_009127842.2	El004G222900
OG0010384	XP_009127854.1, XP_018508288.1	El004G223110
OG0010385	XP_009105835.2	El004G223560
OG0010386	XP_009104867.1	El004G224130
OG0010387	XP_009104577.1	El004G231640
OG0010388	XP_009106450.1	El004G231290
OG0010389	XP_033141101.1	El004G230940, El004G230930
OG0010390	XP_009106413.1	El004G230690
OG0010391	XP_009128225.1, XP_009106402.1	El004G230470
OG0010392	XP_009137087.1, XP_009148964.1	El001G021760
OG0010393	XP_009106380.1	El004G230180
OG0010394	XP_009106372.1	El004G230090
OG0010395	XP_009110240.1	El002G104440
OG0010396	XP_009106175.1, XP_009104718.1	El004G227720
OG0010397	XP_009128027.1, XP_009128028.1, XP_009106488.1	El004G226670
OG0010398	XP_009128025.1, XP_009106064.1	El004G226620
OG0010399	XP_018508894.1, XP_009104788.1	El004G226260
OG0010400	XP_009104792.1	El004G226200
OG0010401	XP_009128002.1, XP_009106022.1	El004G226010
OG0010402	XP_009106014.1, XP_009104805.1	El004G225810
OG0010403	XP_009106005.1, XP_009127989.1	El004G225670
OG0010404	XP_009127967.2, XP_009105958.1	El004G225160
OG0010405	XP_009127961.1, XP_009104835.1	El004G225080
OG0010407	XP_033130919.1, XP_009104836.1	El004G225070
OG0010408	XP_033131723.1, XP_009127927.2	El004G224390
OG0010409	XP_009106629.1, XP_009104546.1	El004G232540
OG0010410	XP_009128351.1, XP_009106660.1	El004G232900
OG0010411	XP_009106693.1, XP_009104506.1	El004G233330
OG0010412	XP_009104477.1	El004G233680
OG0010413	XP_009106730.1	El004G233750, El004G233760
OG0010414	XP_009128420.1	El004G233980
OG0010415	XP_009128443.1	El004G234310
OG0010416	XP_009106768.1	El004G234430
OG0010417	XP_009127013.2, XP_009120048.1	El007G336950
OG0010418	XP_018511609.1, XP_033146786.1	El005G249060
OG0010419	XP_033148263.1, XP_033142351.1	El005G249230
OG0010420	XP_009135313.1, XP_009146468.1	El005G249550
OG0010421	XP_009146387.1, XP_009117044.1	El005G250550
OG0010422	XP_009135378.1, XP_009146373.1	El005G250710
OG0010423	XP_009146366.1, XP_009116879.1	El005G250750
OG0010424	XP_033148646.1	El005G250800
OG0010425	XP_009135395.1	El005G251160
OG0010426	XP_009131770.1	El001G060080
OG0010427	XP_009146273.1	El005G251720
OG0010428	XP_009146259.1	El005G251890
OG0010429	XP_009115469.1, XP_009146232.2	El005G252130
OG0010430	XP_009115348.1, XP_009146213.1	El005G252310
OG0010431	XP_009146145.1, XP_009135483.1	El005G253110
OG0010432	XP_009136739.1	El003G171640
OG0010433	XP_009146017.1, XP_009146018.2	El005G254270
OG0010434	XP_009146003.1, XP_009135536.1	El005G254510
OG0010435	XP_009113630.1, XP_009145959.1	El005G254850
OG0010436	XP_009112842.1	El005G255430
OG0010437	XP_009112813.1	El005G255530
OG0010438	XP_009135578.2, XP_009112754.2	El005G255690
OG0010439	XP_009145887.1	El005G255810
OG0010440	XP_033148803.1	El005G255940
OG0010441	XP_009145856.2	El005G256110
OG0010442	XP_009145843.1	El005G256320
OG0010443	XP_009145838.1	El005G256380
OG0010444	XP_009145830.1	El005G256470
OG0010445	XP_009124376.1	El002G133540
OG0010446	XP_009145764.1	El005G257180
OG0010447	XP_009145759.1	El005G257210
OG0010448	XP_009145738.2	El005G257380
OG0010449	XP_009135651.1, XP_009111493.1	El005G257390
OG0010450	XP_009107218.1	El002G134640
OG0010451	XP_018514713.1, XP_009135670.1	El005G257920
OG0010452	XP_009111239.1, XP_009135668.1	El005G257940
OG0010453	XP_033148029.1	El005G257950
OG0010454	XP_009145655.1	El005G258000
OG0010455	XP_009145654.1	El005G258010
OG0010456	XP_009145630.1	El005G258230
OG0010457	XP_009110389.1, XP_009135691.1	El005G258360
OG0010458	XP_033135109.1, XP_009145615.1	El005G258410
OG0010459	XP_009145601.1	El005G258560
OG0010460	XP_009109937.1	El005G259060
OG0010461	XP_009145475.1	El005G259710
OG0010462	XP_009145459.2, XP_009135769.2	El005G260100
OG0010463	XP_009145446.1	El005G260250
OG0010464	XP_009109288.1	El005G260380
OG0010465	XP_033147565.1	El005G260900
OG0010466	XP_009135824.1, XP_009145268.1	El005G261810
OG0010467	XP_009102520.1	El005G267430
OG0010468	XP_009135837.1, XP_009108481.1	El005G262620
OG0010469	XP_009135839.1, XP_009108451.1	El005G262710
OG0010470	XP_009145243.1	El005G263070, El005G262930
OG0010471	XP_033130900.1	El005G263860
OG0010472	XP_009102650.1	El005G264400
OG0010473	XP_009102611.1	El005G265010
OG0010474	XP_009106266.1	El005G266710
OG0010475	XP_009102554.1	El005G266840, El005G266810
OG0010476	XP_033130351.1	El005G267520, El005G267450
OG0010477	XP_009102411.1, XP_009136116.1	El005G269070
OG0010478	XP_009113594.1, XP_009128724.2	El005G271400
OG0010479	XP_009123212.2, XP_009136250.2	El005G272430
OG0010480	XP_009119408.1	El005G272920
OG0010481	XP_009136286.1, XP_009119381.1	El005G273290
OG0010482	NP_001288966.1	El005G273320
OG0010483	XP_009121215.2	El005G273660
OG0010484	XP_009121196.2, XP_009136340.1	El005G274150
OG0010485	XP_009121199.1, XP_009136341.1	El005G274170
OG0010486	XP_009136361.1	El005G274330
OG0010487	XP_009112419.1, XP_009121144.1	El005G274550
OG0010488	XP_009112489.1, XP_009102248.1	El005G276720
OG0010489	XP_009124319.1, XP_009117534.1	El005G277990
OG0010490	XP_009124320.1	El005G278020
OG0010491	XP_009112622.1	El005G278120
OG0010492	XP_009102136.1, XP_009112633.1	El005G278240
OG0010494	XP_009112640.1, XP_009117508.1	El005G278530
OG0010495	XP_033141410.1	El003G154820
OG0010496	XP_033131021.1, XP_033130566.1, XP_009112643.2	El005G278630
OG0010497	XP_009112661.1, XP_009102037.1	El005G278820
OG0010498	XP_009117484.1, XP_009102015.1	El005G279060
OG0010499	XP_009102013.2, XP_009117480.1	El005G279080
OG0010500	XP_009106794.2, XP_033131120.1	El002G141510
OG0010501	XP_009104133.1	El002G141400
OG0010502	XP_009106835.1, XP_018515490.1	El002G140770
OG0010503	XP_009107672.1	El003G178810
OG0010504	XP_009147751.1, XP_033146866.1	El002G136020
OG0010505	XP_009115838.1, XP_009148954.1	El001G021770
OG0010506	XP_009144934.1, XP_009147794.1	El002G135190
OG0010507	XP_009144914.1, XP_009107198.1	El002G135640
OG0010508	XP_009147810.1, XP_033148139.1	El002G134970
OG0010509	XP_009147825.1	El002G134740
OG0010510	XP_009144953.1, XP_009147836.1	El002G134700
OG0010511	XP_009147844.1	El002G134560
OG0010512	XP_009147896.1	El002G133600
OG0010513	XP_009107336.1, XP_009147942.1	El002G132580
OG0010514	XP_009144992.1, XP_033147810.1	El002G137320, El002G132970
OG0010515	XP_009147969.1, XP_009147960.2	El002G132210, El007G347630
OG0010516	XP_009147971.1, XP_009107359.1	El002G131940, El002G131970
OG0010517	XP_009145023.1, XP_009144794.2	El002G131500
OG0010520	XP_009132992.1	El006G296720
OG0010521	XP_009141389.1, XP_009143768.1	El006G296760
OG0010522	XP_009136647.1, XP_009115904.1	El001G022370
OG0010523	XP_009115911.1, XP_009139487.1	El001G022410
OG0010524	XP_018513470.2, XP_009139488.1	El001G022420
OG0010525	XP_033146255.1, XP_009115933.2	El001G022610
