Orthogroup	Arabidopsis_arenosa	Capsella_rubella
OG0006845	jg5718	XP_006286901.1
OG0006846	jg5715	XP_006287474.1
OG0006847	jg5690	XP_006287778.1
OG0006848	jg5671	XP_006286525.1
OG0006849	jg21569	XP_006280043.1
OG0006850	jg6862	XP_006287954.1
OG0006851	jg21374	XP_023636600.1
OG0006852	jg15168	XP_006291053.1
OG0006853	jg15135	XP_006292564.1
OG0006854	jg15126	XP_006291251.2
OG0006855	jg15121	XP_006291350.1
OG0006856	jg15118	XP_006292069.1
OG0006857	jg26361	XP_006297966.1
OG0006858	jg15033	XP_006292791.1
OG0006859	jg15026	XP_006290414.1
OG0006860	jg15012	XP_006290733.1
OG0006861	jg15010	XP_006291098.1
OG0006862	jg28453	XP_006305388.1
OG0006864	jg28473	XP_023645957.1
OG0006865	jg28511	XP_006305651.1
OG0006866	jg28533	XP_006307364.1
OG0006867	jg28550	XP_006305482.1
OG0006868	jg28604	XP_006304742.1, XP_006279280.2
OG0006869	jg10967	XP_006307347.1
OG0006870	jg28619	XP_006307040.1
OG0006871	jg28703	XP_006305751.2
OG0006872	jg28745	XP_006306530.1
OG0006873	jg27600	XP_006299551.1
OG0006874	jg28779	XP_006304991.2
OG0006875	jg28788	XP_023645916.1
OG0006876	jg28798	XP_006305438.1
OG0006877	jg14254	XP_006292041.1
OG0006878	jg28818	XP_023644965.1
OG0006879	jg28844	XP_006306927.1
OG0006880	jg28861	XP_006305430.2
OG0006881	jg28903	XP_006305378.1
OG0006882	jg28956	XP_006306294.1
OG0006883	jg28959	XP_006306469.1
OG0006884	jg28999	XP_023644927.1
OG0006885	jg29007	XP_006306182.1
OG0006886	jg29030	XP_006304582.1
OG0006887	jg29047	XP_006306669.1
OG0006888	jg29051	XP_006306409.1
OG0006889	jg10041, jg10039	XP_006285371.1
OG0006890	jg29170	XP_006303231.1
OG0006891	jg29183	XP_006307337.2
OG0006892	jg29191	XP_006305247.1
OG0006893	jg29199	XP_006305148.1
OG0006894	jg29211	XP_006304289.1
OG0006895	jg29241	XP_023644669.1
OG0006896	jg29251	XP_006306754.2
OG0006897	jg29256	XP_023644972.1, XP_023644973.1
OG0006898	jg29272	XP_006303256.1
OG0006899	jg29293	XP_006305687.1
OG0006900	jg29344	XP_006305720.1
OG0006901	jg29373	XP_006307275.1
OG0006902	jg29391	XP_006304245.1
OG0006903	jg1091	XP_006302693.1
OG0006904	jg29442	XP_023644774.1
OG0006905	jg29481	XP_006304259.1
OG0006906	jg29512	XP_006303554.1
OG0006907	jg29531	XP_006307556.1
OG0006908	jg29535	XP_006304047.1
OG0006909	jg29537	XP_006305358.1
OG0006910	jg29542, jg29544	XP_006307247.1
OG0006911	jg29553	XP_006304884.2
OG0006912	jg29599	XP_006307273.1
OG0006913	jg29605	XP_006306217.1
OG0006914	jg29615	XP_006304774.1
OG0006915	jg29617	XP_006304957.1
OG0006916	jg29654	XP_006307075.1
OG0006917	jg29669	XP_006305002.1
OG0006918	jg29685	XP_006305499.1
OG0006919	jg8223	XP_006286453.1
OG0006920	jg29713	XP_023633148.1
OG0006921	jg29753	XP_006306102.1
OG0006922	jg29760	XP_006303934.1
OG0006923	jg29837	XP_006307257.1
OG0006924	jg29857	XP_006307639.1
OG0006925	jg29859	XP_006306963.1
OG0006926	jg29865	XP_006303969.1
OG0006927	jg29912	XP_006307552.1
OG0006928	jg29937	XP_006307428.1
OG0006929	jg29965	XP_006306626.1
OG0006930	jg29966	XP_006307707.2
OG0006931	jg29995	XP_006303368.1
OG0006932	jg30009	XP_006305733.1
OG0006933	jg30022	XP_006305625.1
OG0006934	jg30031	XP_006304045.2
OG0006935	jg30068	XP_006306593.1
OG0006936	jg30072	XP_006303285.1
OG0006937	jg30090	XP_006306900.2
OG0006938	jg30107	XP_006307669.1
OG0006939	jg13566	XP_023638072.1, XP_023638724.1
OG0006940	jg30203, jg30191	XP_006305740.1
OG0006941	jg30209	XP_006307037.2
OG0006942	jg30242	XP_006305593.1
OG0006943	jg30259	XP_006305861.1
OG0006944	jg30288	XP_006304112.1
OG0006945	jg30294	XP_006304882.1
OG0006946	jg30305	XP_006304496.1
OG0006947	jg30307	XP_006306770.1
OG0006948	jg30309	XP_006306902.1
OG0006949	jg30321	XP_006303242.1
OG0006950	jg30356	XP_006305456.1
OG0006951	jg6068, jg30370	XP_006291271.1
OG0006952	jg30384	XP_023632786.1
OG0006953	jg30416	XP_006304758.1
OG0006954	jg30449	XP_006306645.1
OG0006955	jg30479	XP_006304325.1
OG0006956	jg13463, jg30482	XP_006306267.1
OG0006958	jg30601	XP_006306495.1
OG0006959	jg30627	XP_023645538.1
OG0006960	jg30635	XP_006305382.1
OG0006961	jg30647	XP_006305547.1
OG0006962	jg30687	XP_006307400.1
OG0006963	jg30695	XP_006307452.1
OG0006964	jg30735	XP_006304209.1
OG0006965	jg30739	XP_006307634.1
OG0006966	jg30742	XP_006303331.1
OG0006967	jg30766	XP_023632744.1
OG0006968	jg20600	XP_006279912.1
OG0006969	jg11312	XP_006285415.1
OG0006970	jg2800	XP_006302855.1
OG0006971	jg2751	XP_023642977.1
OG0006971	jg2753	XP_006301610.2
OG0006972	jg2720	XP_006300583.1
OG0006973	jg2598	XP_006303019.1
OG0006974	jg10071	XP_006283265.1
OG0006975	jg10068	XP_023634790.1
OG0006976	jg27856	XP_006299270.2
OG0006976	jg27099	XP_006299582.1
OG0006977	jg578	XP_006300849.1
OG0006978	jg592	XP_006301753.1
OG0006979	jg677	XP_006301856.1
OG0006980	jg693	XP_006301659.2
OG0006981	jg773	XP_006300468.1
OG0006982	jg794	XP_006302586.1
OG0006983	jg31258	XP_006305784.1
OG0006984	jg867	XP_023643862.1
OG0006985	jg877, jg876	XP_006302267.1, XP_023643182.1
OG0006986	jg1178	XP_023643805.1
OG0006987	jg430	XP_006300405.1
OG0006988	jg2578, jg2576	XP_006300425.1
OG0006989	jg361	XP_006302733.1
OG0006990	jg12863	XP_006282859.1
OG0006991	jg20401	XP_006282042.1
OG0006992	jg20397	XP_006281627.1
OG0006993	jg20388	XP_006282214.1
OG0006994	jg20282	XP_006281644.1
OG0006995	jg20272	XP_006282223.1
OG0006996	jg8249, jg25371	XP_023637083.1
OG0006997	jg20670	XP_006281837.1
OG0006998	jg7805	XP_006287564.1
OG0006999	jg9484	XP_006284173.1
OG0007000	jg9461	XP_006284462.1
OG0007001	jg32877	XP_006306405.1
OG0007002	jg32891	XP_006303468.1
OG0007003	jg3153	XP_023642833.1
OG0007004	jg3149	XP_006300328.1
OG0007006	jg8302, jg8309	XP_023634407.1
OG0007007	jg8357	XP_006283456.1
OG0007008	jg8384	XP_006285580.1
OG0007009	jg8410	XP_006282536.1
OG0007010	jg8411	XP_006284053.2
OG0007011	jg8514	XP_006284157.1
OG0007012	jg8555	XP_006284261.1
OG0007013	jg8573	XP_023634614.1
OG0007014	jg8596	XP_006286073.1
OG0007015	jg8617	XP_006283961.1
OG0007016	jg8646	XP_006282585.2
OG0007017	jg8664	XP_006284152.1
OG0007018	jg8665	XP_023634546.1
OG0007019	jg8708	XP_023634462.1
OG0007020	jg8735	XP_006283732.1
OG0007021	jg8764	XP_023635449.1
OG0007022	jg8771	XP_006284101.1
OG0007023	jg8794	XP_006282468.1
OG0007024	jg813	XP_006302674.1
OG0007025	jg8845	XP_006286414.1, XP_006283890.1
OG0007027	jg8857	XP_006284274.1
OG0007028	jg8867	XP_006283418.1
OG0007029	jg8874	XP_006282478.1
OG0007030	jg8882	XP_006284292.2
OG0007031	jg9171	XP_006283157.1
OG0007032	jg9170	XP_006283357.1
OG0007033	jg9164	XP_006284395.2
OG0007034	jg9134	XP_023634921.1
OG0007035	jg9132	XP_006283989.1
OG0007036	jg9116	XP_006283764.1
OG0007037	jg9109	XP_006282817.1
OG0007038	jg18484	XP_006293522.1
OG0007039	jg17228	XP_006293368.1
OG0007040	jg9074	XP_006286081.1
OG0007041	jg9059	XP_006284473.1
OG0007042	jg9020	XP_006284796.1
OG0007043	jg27363	XP_006300115.1
OG0007044	jg9005	XP_006284113.1
OG0007045	jg8995	XP_006283689.1
OG0007046	jg8975	XP_006283921.1
OG0007047	jg8972	XP_023633721.1
OG0007049	jg8958	XP_006283036.1
OG0007050	jg8955	XP_006284441.1
OG0007051	jg9197	XP_006282718.1
OG0007053	jg9270	XP_006284442.1
OG0007054	jg9271	XP_006285612.1
OG0007055	jg9283	XP_006282988.1
OG0007056	jg9287	XP_006285718.1
OG0007057	jg9303	XP_006285443.1
OG0007058	jg9307	XP_023634240.1
OG0007059	jg9329	XP_006286217.1
OG0007060	jg26651	XP_006297629.1
OG0007061	jg26717	XP_006297061.1
OG0007062	jg2888	XP_006301468.2
OG0007063	jg2871	XP_006302701.1
OG0007064	jg2855	XP_006301256.1
OG0007065	jg30915, jg32006	XP_006304946.1
OG0007066	jg30926	XP_006306890.1
OG0007067	jg31012	XP_006307102.1
OG0007068	jg17227	XP_006294756.1
OG0007069	jg8043	XP_006287451.1
OG0007070	jg8089	XP_006288169.1
OG0007071	jg8158	XP_006288366.1
OG0007072	jg8137	XP_006287527.1
OG0007073	jg8120	XP_006289538.2
OG0007074	jg8106	XP_006286999.1
OG0007075	jg8172	XP_023636202.1
OG0007076	jg8224	XP_006288584.1
OG0007077	jg8244	XP_006288414.1
OG0007078	jg16780	XP_006296024.1
OG0007078	jg19498	XP_006296064.2
OG0007079	jg31231	XP_023633237.1
OG0007080	jg10062	XP_006283057.1
OG0007081	jg9622	XP_006282662.2
OG0007082	jg28566	XP_023645619.1
OG0007083	jg29847	XP_006306757.2
OG0007084	jg30218	XP_006306493.1
OG0007085	jg30264	XP_006305422.2
OG0007086	jg30918	XP_023633054.1
OG0007087	jg31097	XP_023632863.1, XP_006307570.1
OG0007088	jg31217	XP_006303472.1
OG0007089	jg31233, jg31234	XP_006305552.1
OG0007090	jg31253	XP_023645443.1
OG0007093	jg2883	XP_006302634.1
OG0007095	jg28218	XP_023641966.1
OG0007095	jg17089	XP_023640840.1
OG0007096	jg12914	XP_023638019.1
OG0007097	jg13242	XP_006292736.1
OG0007098	jg13707	XP_006291705.1
OG0007099	jg13856	XP_006292203.1
OG0007100	jg14122	XP_006292907.1
OG0007101	jg14475, jg14472, jg14471	XP_023638993.1
OG0007102	jg15120	XP_023639224.1
OG0007103	jg15249	XP_023638546.1
OG0007105	jg5701	XP_006287665.1
OG0007106	jg6579	XP_006289762.1
OG0007107	jg7271	XP_006289428.1
OG0007108	jg7577	XP_006286766.1
OG0007109	jg9804	XP_006285694.2
OG0007110	jg9853	XP_006283906.1
OG0007111	jg10214, jg10215	XP_023632697.1, XP_023635134.1
OG0007112	jg10693	XP_023633847.1
OG0007113	jg12310	XP_023638912.1, XP_023639023.1, XP_023638801.1
OG0007114	jg20430	XP_023633568.1
OG0007114	jg20429	XP_023633566.1
OG0007115	jg21358	XP_006281967.1
OG0007116	jg21547	XP_006280509.1
OG0007128	jg16403, jg16395, jg16411	XP_006292742.2
OG0007129	jg10218	XP_006285853.1
OG0007130	jg22234	XP_006280648.1
OG0007131	jg23305	XP_006281023.1
OG0007132	jg14662	XP_006291232.1
OG0007133	jg14656	XP_006291423.2
OG0007134	jg14635	XP_006291469.2
OG0007135	jg14596	XP_006291383.1
OG0007136	jg14592	XP_006292170.1
OG0007137	jg12902	XP_006291708.1
OG0007138	jg12918	XP_023638132.1
OG0007139	jg9477	XP_006286015.1
OG0007140	jg12973	XP_006291072.1
OG0007141	jg13032	XP_006290683.1
OG0007142	jg18951	XP_006295228.2
OG0007143	jg20387	XP_006279629.1
OG0007144	jg3488	XP_023643765.1
OG0007145	jg5605	XP_006288204.1
OG0007146	jg5599	XP_006286395.1
OG0007147	jg5578	XP_006286597.1
OG0007148	jg5576	XP_023636878.1
OG0007149	jg5553	XP_006290189.1
OG0007150	jg5547	XP_006288645.1
OG0007151	jg5522	XP_006287246.1
OG0007152	jg5507	XP_006286654.1
OG0007153	jg5487	XP_006288141.1
OG0007154	jg12320	XP_006287270.1
OG0007155	jg5481	XP_006288060.1
OG0007156	jg5471	XP_006289384.1
OG0007157	jg5454	XP_006288145.1
OG0007158	jg5437	XP_023636472.1, XP_023643809.1
OG0007159	jg18778	XP_006294200.1
OG0007160	jg5406	XP_023637264.1
OG0007161	jg5398	XP_006293389.1, XP_006288753.1
OG0007162	jg5380	XP_023636219.1
OG0007163	jg5379	XP_023636222.1
OG0007164	jg5349	XP_006288945.1
OG0007165	jg5326	XP_023637570.1
OG0007166	jg5317	XP_006286932.1
OG0007167	jg5316	XP_006287415.1
OG0007168	jg5312	XP_006286392.1
OG0007169	jg5304	XP_006288419.1
OG0007170	jg5298	XP_006288682.1
OG0007172	jg7409	XP_006289408.1
OG0007173	jg5240	XP_006286546.1
OG0007174	jg5239	XP_006287122.1
OG0007175	jg5236	XP_006287113.1
OG0007176	jg5225	XP_006289000.1
OG0007177	jg5219, jg14219	XP_006287422.1
OG0007178	jg5216	XP_006286842.1
OG0007179	jg5214	XP_006288429.2
OG0007180	jg5212	XP_006289410.1
OG0007181	jg5210	XP_023633385.1, XP_006287619.1
OG0007182	jg5209	XP_006287010.1
OG0007183	jg5186	XP_006287370.1
OG0007184	jg5182	XP_006288473.1
OG0007185	jg5181	XP_006289185.1
OG0007186	jg5176	XP_023636987.1
OG0007187	jg5175	XP_006286627.1
OG0007188	jg21511	XP_006281889.2
OG0007189	jg5169	XP_006288001.1
OG0007190	jg5164	XP_006289952.1
OG0007191	jg5163	XP_006288037.1
OG0007192	jg5152	XP_006286938.1
OG0007193	jg5144	XP_023637729.1
OG0007194	jg22420	XP_023638928.1
OG0007195	jg5122	XP_006286397.1
OG0007196	jg5114	XP_006287265.1
OG0007197	jg5080	XP_006288792.1
OG0007198	jg5051	XP_006287315.1
OG0007199	jg5044	XP_023636307.1
OG0007200	jg5032	XP_006289173.1
OG0007201	jg13769	XP_023638995.1
OG0007202	jg5010	XP_006288828.1
OG0007203	jg4980	XP_006288237.1
OG0007204	jg4976	XP_006289739.1
OG0007205	jg10058	XP_023633958.1
OG0007206	jg4965	XP_006288806.1
OG0007207	jg4897	XP_006289898.1
OG0007208	jg4888	XP_006289080.1
OG0007209	jg21349	XP_006281224.1
OG0007210	jg4878	XP_006289477.1
OG0007211	jg4861	XP_006286402.1
OG0007212	jg4846	XP_006288625.1
OG0007213	jg4840, jg4837	XP_006288804.2
OG0007214	jg4830	XP_023636208.1
OG0007215	jg4803	XP_006288046.1
OG0007216	jg4771	XP_006289683.1
OG0007217	jg4742	XP_006288927.1
OG0007218	jg4720	XP_023637235.1
OG0007219	jg4710	XP_023635989.1
OG0007221	jg4664	XP_006287925.1
OG0007222	jg4660	XP_023636353.1
OG0007223	jg4631	XP_006289808.1
OG0007224	jg7874	XP_006287436.1
OG0007225	jg7905	XP_006286760.1
OG0007226	jg7906	XP_006287030.2
OG0007227	jg7917	XP_006288367.1
OG0007228	jg9968	XP_006284729.1
OG0007229	jg9985	XP_006283812.1
OG0007230	jg10008	XP_023635579.1
OG0007231	jg17465	XP_006293818.1
OG0007232	jg17547	XP_023640225.1
OG0007233	jg17589	XP_006294834.2
OG0007234	jg17634	XP_006294532.1
OG0007235	jg17647	XP_023640674.1
OG0007236	jg17663	XP_006294358.1
OG0007237	jg17703	XP_006295271.1
OG0007238	jg17726	XP_006295762.1
OG0007239	jg17792	XP_006294505.2
OG0007240	jg17804	XP_006295257.1
OG0007241	jg17811	XP_006296187.1
OG0007242	jg17832	XP_006295654.1
OG0007243	jg17864	XP_006294186.1
OG0007244	jg17870	XP_006294561.1
OG0007245	jg17898	XP_006295222.1
OG0007246	jg17899	XP_006296014.2
OG0007247	jg17987	XP_006294390.1
OG0007248	jg17988	XP_006293938.1
OG0007249	jg18038	XP_006294159.1
OG0007250	jg18043	XP_006296397.1
OG0007251	jg6073	XP_006286633.1
OG0007252	jg18078	XP_006295663.1
OG0007253	jg18092	XP_023639373.1
OG0007254	jg18151	XP_006293862.1
OG0007255	jg18152	XP_006293717.1
OG0007256	jg18165	XP_023640914.1
OG0007257	jg18199	XP_006296307.1
OG0007258	jg18206	XP_023640657.1
OG0007259	jg18274	XP_006296107.1
OG0007260	jg18317	XP_006296077.2
OG0007261	jg18305	XP_023640688.1
OG0007262	jg18298	XP_006295126.1
OG0007263	jg18346	XP_023639632.1
OG0007265	jg32075, jg18371	XP_006293722.2
OG0007266	jg18377	XP_023640946.1
OG0007267	jg18380, jg12222	XP_023640272.1
OG0007268	jg18395	XP_006293609.1
OG0007269	jg18435	XP_006293864.1
OG0007270	jg18437, jg12217	XP_023640589.1
OG0007271	jg20808	XP_006280646.2
OG0007272	jg20774	XP_006279640.1
OG0007273	jg9950	XP_006285766.1
OG0007274	jg9935	XP_006283834.1
OG0007275	jg9903	XP_006283622.1
OG0007276	jg9893	XP_006284146.1
OG0007277	jg32756	XP_006303444.2
OG0007278	jg32753	XP_006304043.2
OG0007279	jg32728	XP_006304997.2
OG0007280	jg32745	XP_023644988.1
OG0007281	jg32746	XP_006307222.1
OG0007282	jg31294	XP_023633097.1
OG0007283	jg31315	XP_006304864.2
OG0007284	jg31329	XP_023644745.1
OG0007285	jg31363	XP_006304607.1
OG0007286	jg31385	XP_006307426.2, XP_023640936.1
OG0007287	jg31425	XP_023645783.1
OG0007288	jg31427	XP_006307623.1
OG0007289	jg31444	XP_023645588.1
OG0007290	jg31454	XP_023645719.1
OG0007291	jg31476, jg33222, jg31475	XP_023632917.1
OG0007292	jg31547	XP_006305258.1
OG0007293	jg31568	XP_006306777.1
OG0007294	jg31578	XP_023644924.1
OG0007295	jg31582	XP_006306879.1
OG0007296	jg31589	XP_006306671.2
OG0007297	jg31604	XP_006306764.1
OG0007298	jg32136	XP_006306030.1
OG0007298	jg31629	XP_006306380.1
OG0007299	jg31635	XP_006307230.1
OG0007300	jg31661	XP_006303512.1
OG0007302	jg31691	XP_006303652.1
OG0007303	jg31742	XP_006306664.1
OG0007304	jg31754	XP_006305056.1
OG0007305	jg31778	XP_023645562.1
OG0007306	jg31843	XP_023632928.1
OG0007307	jg31849	XP_006303981.1
OG0007308	jg31854	XP_006303176.1
OG0007310	jg31890	XP_006305496.1
OG0007311	jg31898	XP_006307023.1
OG0007312	jg13063	XP_006290253.1
OG0007313	jg13101	XP_006291795.1
OG0007314	jg13103	XP_023637839.1
OG0007315	jg13117	XP_006291078.1
OG0007316	jg13135	XP_006290926.1
OG0007317	jg23717	XP_006280348.1
OG0007318	jg23659	XP_006280438.2
OG0007319	jg23645	XP_006280866.1
OG0007320	jg23643	XP_023636839.1
OG0007321	jg9611	XP_006284345.1
OG0007322	jg23634	XP_023644482.1
OG0007323	jg23598	XP_006279944.1
OG0007324	jg23585	XP_006280337.2
OG0007325	jg23584	XP_006279483.1
OG0007327	jg23547	XP_006282319.1
OG0007328	jg23541	XP_006280072.1
OG0007329	jg23517	XP_006280422.2
OG0007330	jg23488	XP_006280757.1
OG0007331	jg23486	XP_006281667.1
OG0007332	jg23472	XP_006280921.1
OG0007333	jg23458	XP_006282086.1
OG0007335	jg23447	XP_006279853.1
OG0007336	jg23446	XP_006279847.1
OG0007337	jg23440	XP_006279993.1
OG0007338	jg23427	XP_023637322.1
OG0007339	jg23404	XP_006281329.1
OG0007340	jg23391	XP_006281488.1
OG0007341	jg23389	XP_006279637.1
OG0007342	jg23375	XP_006282266.1
OG0007343	jg23364, jg23369	XP_006279958.2
OG0007344	jg23356	XP_006280952.1
OG0007345	jg23289	XP_006280553.1
OG0007346	jg23287	XP_006280654.1
OG0007347	jg23284	XP_006281376.1
OG0007348	jg23282	XP_006281149.1
OG0007349	jg23278	XP_006282142.1
OG0007350	jg23231	XP_006280949.1
OG0007351	jg23197	XP_006281035.2
OG0007352	jg23196	XP_006280864.1
OG0007353	jg23179	XP_006280610.1
OG0007354	jg23142	XP_023635731.1
OG0007355	jg11428	XP_006284542.1
OG0007356	jg23114	XP_006281764.1
OG0007357	jg23107	XP_006281687.2
OG0007358	jg23103	XP_006280030.1
OG0007359	jg23100	XP_023632559.1
OG0007360	jg23078	XP_006280822.1
OG0007361	jg23047	XP_023637329.1
OG0007362	jg23035	XP_023633535.1
OG0007363	jg23034	XP_006280281.2
OG0007364	jg6148	XP_006288391.1
OG0007365	jg6209	XP_006288359.1
OG0007366	jg6219	XP_006286557.1
OG0007367	jg6225	XP_006288585.1
OG0007368	jg6240	XP_023635927.1
OG0007369	jg6269	XP_006289001.1
OG0007370	jg6278	XP_006288613.1
OG0007371	jg6293	XP_006288072.1
OG0007372	jg6311	XP_006287394.1
OG0007374	jg6330	XP_023637708.1
OG0007375	jg6331	XP_023637707.1
OG0007376	jg6338	XP_023635958.1
OG0007377	jg6375	XP_006289494.1
OG0007378	jg6378	XP_006288628.1
OG0007379	jg6379	XP_006288745.1
OG0007380	jg6414	XP_006287080.1
OG0007381	jg6434	XP_006288767.1
OG0007382	jg6439	XP_006286384.1
OG0007383	jg6455, jg27426	XP_006288826.1
OG0007384	jg5799	XP_023635832.1
OG0007385	jg5794	XP_006287675.2
OG0007386	jg5830	XP_006288189.1
OG0007387	jg5831	XP_006287100.1
OG0007388	jg5840	XP_006289267.1
OG0007390	jg5848	XP_006289623.2
OG0007391	jg5857	XP_006288554.1
OG0007392	jg5874	XP_006290058.1
OG0007393	jg5879	XP_006288232.2
OG0007394	jg5914	XP_023637303.1
OG0007395	jg5939	XP_006288672.1
OG0007396	jg5955	XP_006288695.1
OG0007397	jg5959	XP_023636170.1
OG0007398	jg5963	XP_006286896.1
OG0007399	jg5981	XP_006286832.1
OG0007400	jg5992	XP_006288462.1
OG0007401	jg5999	XP_006287376.1
OG0007402	jg6055	XP_023636153.1
OG0007403	jg6072	XP_006290167.1
OG0007403	jg6067, jg6070	XP_006289732.1
OG0007404	jg6097	XP_006289692.1
OG0007405	jg6101	XP_006287779.1
OG0007406	jg6129	XP_023637354.1
OG0007407	jg23020	XP_006280175.2
OG0007408	jg23011	XP_023639542.1
OG0007409	jg22992	XP_006281551.1
OG0007410	jg32921	XP_023644589.1
OG0007411	jg22945	XP_006281434.2
OG0007412	jg21842	XP_006282172.1
OG0007413	jg22938	XP_006280933.2
OG0007414	jg22935	XP_006280985.1
OG0007415	jg18623	XP_023640944.1
OG0007416	jg22907	XP_023640880.1
OG0007417	jg22867	XP_006282087.1
OG0007419	jg22836	XP_006279627.1
OG0007420	jg22825	XP_023645705.1
OG0007421	jg22803	XP_006280320.1
OG0007422	jg22792	XP_006280863.1
OG0007423	jg22786	XP_006281118.1
OG0007424	jg22763	XP_006279957.1
OG0007425	jg22762	XP_006281173.1
OG0007426	jg12118	XP_006284632.1
OG0007427	jg22705	XP_006282219.1
OG0007428	jg22688	XP_006281381.1
OG0007429	jg22686	XP_006280408.2
OG0007430	jg22683	XP_006279741.1
OG0007431	jg22669	XP_006280689.1
OG0007432	jg22644	XP_006281929.1
OG0007433	jg21730	XP_006282100.1
OG0007434	jg22591	XP_006280349.1
OG0007435	jg22594	XP_006280298.1
OG0007436	jg22605	XP_023635075.1
OG0007437	jg22606	XP_006280860.1
OG0007438	jg22611	XP_023645056.1
OG0007439	jg22574	XP_006279916.1
OG0007440	jg22532	XP_006279626.1
OG0007441	jg22467, jg22468	XP_023637306.1
OG0007442	jg22459	XP_006281519.1
OG0007443	jg22434	XP_006281106.1
OG0007444	jg9569	XP_006285528.1
OG0007445	jg22395	XP_006282268.1
OG0007446	jg22333	XP_023633407.1
OG0007447	jg22326	XP_006279592.2
OG0007448	jg22319	XP_023640493.1
OG0007449	jg14815	XP_006292916.1
OG0007450	jg14750	XP_006292572.1
OG0007451	jg14701	XP_006291034.1
OG0007452	jg22191	XP_006280953.1
OG0007453	jg22217	XP_023641170.1
OG0007454	jg22218	XP_023645845.1
OG0007455	jg7988	XP_006287533.1
OG0007456	jg7984	XP_006288215.1
OG0007457	jg7848	XP_006288678.1
OG0007458	jg7861	XP_006287974.1
OG0007459	jg4588	XP_006288596.1, XP_006286566.1
OG0007460	jg4567	XP_023636279.1
OG0007461	jg4556	XP_006287883.1
OG0007462	jg4529	XP_006287717.1
OG0007464	jg4428	XP_006290100.1
OG0007465	jg4426	XP_006290093.1
OG0007466	jg4398	XP_006288643.1
OG0007467	jg4339	XP_006288654.1
OG0007468	jg4320	XP_006287622.1
OG0007469	jg4279	XP_006286489.1
OG0007470	jg4276	XP_006287970.1
OG0007471	jg4229	XP_006288265.2
OG0007472	jg4206	XP_006286481.1
OG0007473	jg4180	XP_006287516.1
OG0007474	jg4165	XP_006286833.1
OG0007475	jg4150	XP_006288691.2
OG0007475	jg24953	XP_006296622.1
OG0007476	jg4135	XP_006289149.1
OG0007477	jg4129	XP_006289547.1
OG0007478	jg4100	XP_006289785.1
OG0007479	jg4079	XP_023636453.1
OG0007480	jg14388, jg4078	XP_006290989.1
OG0007481	jg17040	XP_006296476.1
OG0007482	jg4048	XP_006287667.1
OG0007483	jg4046	XP_006287634.1
OG0007484	jg4041	XP_006288605.1
OG0007485	jg4007	XP_006288341.2
OG0007487	jg3989	XP_023635850.1
OG0007488	jg3975	XP_006287552.1
OG0007489	jg3976	XP_023637182.1
OG0007490	jg3979	XP_023636751.1
OG0007491	jg3983	XP_023635974.1
OG0007492	jg13901	XP_006289002.1
