Orthogroup	Arabidopsis_arenosa	Arabidopsis_thaliana
OG0011829	jg29665	AT1G12230.2
OG0011831	jg29695	AT1G12520.1
OG0011832	jg29723, jg29733	AT1G12770.1
OG0011833	jg29739	AT1G12805.1
OG0011834	jg29780	AT1G13190.1
OG0011835	jg29793	AT1G13300.1
OG0011836	jg29794	AT1G13310.1
OG0011837	jg29801	AT1G13380.1
OG0011838	jg29820	AT1G13590.1
OG0011839	jg29828	AT1G13630.4
OG0011840	jg29848	AT1G13810.1
OG0011841	jg29861	AT1G13920.4
OG0011842	jg29862	AT1G13930.1
OG0011843	jg29955	AT1G14710.1
OG0011844	jg29957	AT1G14730.1
OG0011845	jg29962	AT1G14760.1
OG0011846	jg29999	AT1G15130.1
OG0011847	jg30005	AT1G15190.1
OG0011848	jg30008	AT1G15215.4
OG0011849	jg30040	AT1G15530.1
OG0011850	jg30051	AT1G15660.1
OG0011851	jg30073	AT1G15825.1
OG0011852	jg30096	AT1G16060.1
OG0011853	jg30118	AT1G16320.1
OG0011854	jg30127	AT1G16420.1
OG0011855	jg30154, jg30165, jg30177	AT1G16720.2
OG0011856	jg30183, jg30160, jg30171	AT1G16770.1
OG0011857	jg30205, jg30206, jg30193	AT1G16870.1
OG0011858	jg30244	AT1G17200.1
OG0011859	jg30246	AT1G17220.1
OG0011860	jg30261	AT1G17360.1
OG0011861	jg30295	AT1G17700.1
OG0011862	jg30303	AT1G17780.2
OG0011863	jg30306	AT1G17810.1
OG0011864	jg30310	AT1G17850.2
OG0011865	jg30315	AT1G17920.1
OG0011866	jg30339	AT1G18170.1
OG0011867	jg30366	AT1G18420.1
OG0011869	jg30397	AT1G18730.1
OG0011870	jg30450	AT1G19230.2
OG0011871	jg30478	AT1G19500.1
OG0011872	jg30480	AT1G19520.1
OG0011873	jg30485	AT1G19600.1
OG0011874	jg30521	AT1G19950.1
OG0011875	jg30530	AT1G20020.1
OG0011876	jg30536	AT1G20080.1
OG0011877	jg30573	AT1G20370.1
OG0011878	jg30579	AT1G20430.1
OG0011879	jg30584	AT1G20480.1
OG0011880	jg30598	AT1G20575.1
OG0011881	jg30600	AT1G20610.1
OG0011882	jg1932	AT1G65520.1
OG0011883	jg30620	AT1G20770.1
OG0011884	jg30621	AT1G20780.1
OG0011885	jg30628	AT1G20830.1
OG0011886	jg30720	AT1G21690.3
OG0011887	jg30721	AT1G21695.1
OG0011888	jg30826	AT1G22660.4
OG0011889	jg11005	AT4G16430.1
OG0011890	jg30837	AT1G22740.1
OG0011891	jg16843	AT2G23800.1
OG0011892	jg30848	AT1G22882.1
OG0011893	jg30850	AT1G22910.3
OG0011894	jg2790	AT1G71695.1
OG0011895	jg12015	AT5G35960.1
OG0011896	jg2783	AT1G71520.1
OG0011897	jg13643	AT3G28700.1
OG0011898	jg2743	AT1G71190.1
OG0011899	jg2724	AT1G71040.1
OG0011900	jg2719	AT1G71000.1
OG0011902	jg2656	AT1G70480.2
OG0011903	jg2633	AT1G70210.1
OG0011904	jg31930	AT1G32760.1
OG0011905	jg17153, jg17146	AT2G25625.1
OG0011906	jg540	AT1G63300.1
OG0011907	jg600	AT1G62981.1
OG0011908	jg601	AT1G62980.1
OG0011909	jg625	AT1G62840.1
OG0011910	jg627	AT1G62830.1
OG0011911	jg639	AT1G62710.1
OG0011912	jg690	AT1G62350.2
OG0011913	jg691	AT1G62340.1
OG0011914	jg697	AT1G62300.1
OG0011915	jg755	AT1G61900.1
OG0011916	jg767	AT1G61795.1
OG0011917	jg770	AT1G61770.1
OG0011918	jg786	AT1G61667.2
OG0011919	jg27129	AT2G05920.1
OG0011920	jg874	AT1G61010.1
OG0011921	jg878	AT1G60995.1
OG0011923	jg21334, jg943	AT1G60550.1
OG0011924	jg970	AT1G60390.1
OG0011925	jg982	AT1G60190.1
OG0011926	jg989	AT1G60140.1
OG0011927	jg1005	AT1G59970.1
OG0011928	jg1010	AT1G59910.1
OG0011929	jg1016	AT1G59850.1
OG0011930	jg1053	AT1G59740.1
OG0011931	jg1056	AT1G59730.1
OG0011932	jg1185	AT1G58210.1
OG0011933	jg1296	AT1G57700.1
OG0011934	jg1397	AT1G56500.1
OG0011935	jg1409	AT1G56440.1
OG0011936	jg1431	AT1G56290.1
OG0011937	jg1432	AT1G56280.2
OG0011938	jg429	AT1G64150.1
OG0011939	jg426	AT1G64180.1
OG0011940	jg380	AT1G64500.1
OG0011941	jg374	AT1G64550.1
OG0011942	jg373	AT1G64570.1
OG0011944	jg366	AT1G64640.1
OG0011945	jg20425	AT5G46420.1
OG0011947	jg23671	AT5G67120.1
OG0011948	jg20402	AT5G46580.1
OG0011949	jg20398	AT5G46620.1
OG0011950	jg10046	AT4G24320.1
OG0011951	jg20393	AT5G46690.1
OG0011952	jg20273	AT5G47635.1
OG0011953	jg20270	AT5G47660.1
OG0011954	jg20264	AT5G47720.2
OG0011955	jg17655	AT5G47760.1
OG0011956	jg31100	AT1G26550.1
OG0011957	jg11764, jg11865	AT5G33280.1
OG0011958	jg7821	AT4G03620.1
OG0011959	jg7807	AT4G05430.3
OG0011960	jg17179	AT2G25770.1
OG0011961	jg7770	AT4G05070.1
OG0011962	jg9494	AT4G29400.1
OG0011963	jg9429	AT4G29900.1
OG0011964	jg11045	AT4G16160.2
OG0011965	jg11933	AT5G35410.1
OG0011966	jg19194	AT2G39725.1
OG0011967	jg11037	AT4G16210.1
OG0011968	jg32906	AT1G48300.1
OG0011969	jg32920, jg32917	AT1G48405.1
OG0011970	jg32923	AT1G48420.1
OG0011971	jg30958	AT1G23890.2
OG0011972	jg32934	AT1G48540.1
OG0011973	jg32936	AT1G48560.2
OG0011974	jg32980	AT1G48960.1
OG0011975	jg16937	AT2G24500.1
OG0011976	jg3141	AT1G74890.1
OG0011977	jg8270	AT4G38120.3
OG0011978	jg8274	AT4G38160.3
OG0011979	jg8287	AT4G38260.1
OG0011980	jg8289	AT2G45250.2, AT4G38280.1
OG0011981	jg8292	AT4G38360.2
OG0011982	jg8300, jg8307	AT4G38440.1
OG0011983	jg8343	AT4G38760.1
OG0011984	jg8374	AT4G39040.1
OG0011985	jg8375	AT4G39050.1
OG0011986	jg8376	AT4G39070.1
OG0011987	jg8401	AT4G39320.1
OG0011988	jg8407	AT4G39370.3
OG0011989	jg8409	AT4G39390.1
OG0011990	jg8464	AT4G39680.1
OG0011991	jg8530	AT4G38020.1
OG0011992	jg8539	AT4G37925.1
OG0011993	jg8557	AT4G37770.1
OG0011994	jg8575	AT4G37590.1
OG0011995	jg8579	AT4G37540.1
OG0011996	jg8584	AT4G37490.1
OG0011997	jg8587	AT4G37460.1
OG0011998	jg8616	AT4G36920.1
OG0011999	jg8628	AT4G37030.1
OG0012000	jg8630	AT4G37040.1
OG0012003	jg8645	AT4G37200.1
OG0012004	jg8659	AT4G36780.1
OG0012005	jg8666	AT4G36710.1
OG0012006	jg8667	AT4G36700.1
OG0012007	jg488	AT1G63810.1
OG0012008	jg8698	AT4G36380.1
OG0012009	jg8713	AT4G36160.2
OG0012010	jg8721	AT4G36120.1
OG0012011	jg9030	AT4G33500.1
OG0012012	jg16866	AT2G24040.1
OG0012013	jg8800	AT4G35470.1
OG0012014	jg8860	AT4G34960.1
OG0012015	jg8864	AT4G34910.1
OG0012016	jg8873	AT4G34790.1
OG0012017	jg8921	AT4G34350.1
OG0012018	jg8929	AT4G34270.1
OG0012019	jg8932	AT4G34260.1
OG0012020	jg8933	AT4G34250.1
OG0012021	jg21520	AT5G49070.1
OG0012022	jg8951	AT4G34140.1
OG0012024	jg9142	AT4G32510.2
OG0012025	jg9133	AT4G32560.1
OG0012026	jg9129	AT4G32605.1
OG0012027	jg9117	AT4G32710.1
OG0012028	jg9114	AT4G32750.1
OG0012029	jg9103	AT4G32850.8
OG0012030	jg9100	AT4G32880.1
OG0012031	jg9069	AT4G33140.1
OG0012032	jg9060	AT4G33240.1
OG0012033	jg9049	AT4G33350.1
OG0012034	jg9045	AT4G33390.1
OG0012035	jg8994	AT4G33760.1
OG0012036	jg8990	AT4G33800.1
OG0012037	jg8976	AT4G33910.1
OG0012038	jg8959	AT4G34090.3
OG0012039	jg9198	AT4G32010.1
OG0012040	jg9206	AT4G31920.1
OG0012041	jg9218	AT4G31820.1
OG0012042	jg9223	AT4G31770.1
OG0012044	jg9276	AT4G31250.1
OG0012045	jg27979	AT2G18196.1
OG0012046	jg9291	AT4G31060.1
OG0012047	jg9293	AT4G31040.1
OG0012048	jg9328	AT4G30820.16
OG0012049	jg14570	AT3G47660.4
OG0012050	jg26667	AT3G24250.1
OG0012051	jg26725	AT3G23930.1
OG0012052	jg2906	AT1G72710.1
OG0012053	jg26125	AT3G19790.1
OG0012053	jg3701	AT1G80625.1
OG0012054	jg2869	AT1G72340.2
OG0012055	jg30890	AT1G23230.1
OG0012056	jg30904	AT1G23320.1
OG0012057	jg32004, jg30913	AT1G23400.1
OG0012058	jg30943	AT1G23740.1
OG0012059	jg30959	AT1G23900.1
OG0012060	jg30967	AT1G24020.1
OG0012061	jg30991	AT1G24160.1
OG0012062	jg31047	AT1G26930.1
OG0012063	jg31112	AT1G26450.1
OG0012064	jg31126	AT1G26330.2
OG0012065	jg4809	AT5G09890.2
OG0012066	jg7995	AT4G02220.1
OG0012067	jg8032	AT4G02020.1
OG0012068	jg8046	AT4G01900.1
OG0012069	jg8047	AT4G01897.1
OG0012070	jg8051	AT4G01880.1
OG0012071	jg8052	AT4G01870.2
OG0012072	jg8056	AT4G01840.1
OG0012073	jg8059	AT4G01790.1
OG0012074	jg8072	AT4G01660.1
OG0012075	jg8161	AT4G00800.1
OG0012076	jg8139	AT4G00950.1
OG0012077	jg8163	AT4G00770.1
OG0012078	jg12981	AT2G01770.1
OG0012079	jg8191	AT4G00525.1
OG0012080	jg8193	AT4G00500.1
OG0012081	jg8208	AT4G00355.1
OG0012082	jg8219	AT4G00295.1
OG0012083	jg8220	AT4G00234.1, AT4G00290.1
OG0012084	jg8232	AT1G73440.1
OG0012085	jg8238	AT4G00080.1
OG0012087	jg16495	AT2G20920.1
OG0012088	jg16497, jg16500	AT2G20940.1
OG0012089	jg16528, jg16513	AT2G21100.1
OG0012090	jg16515	AT2G21120.1
OG0012091	jg9810	AT4G26450.1
OG0012092	jg9859	AT4G26000.1
OG0012093	jg9752	AT4G26980.1
OG0012094	jg9740	AT4G27110.1
OG0012095	jg9681	AT4G27640.1
OG0012096	jg9617	AT4G28190.2
OG0012097	jg9615	AT4G28210.1
OG0012098	jg13181	AT2G03780.1
OG0012099	jg13220	AT3G25597.1
OG0012100	jg30075	AT4G00420.2
OG0012101	jg30948	AT1G23790.1
OG0012102	jg31098	AT1G26580.1
OG0012103	jg31137	AT1G26210.1
OG0012104	jg31138	AT1G26200.3
OG0012105	jg31276	AT1G27470.1
OG0012106	jg31944	AT1G32928.1
OG0012108	jg32311, jg21198, jg16955, jg32084, jg16954, jg32083, jg32310, jg21199	AT4G05553.1
OG0012109	jg32763, jg32762	AT1G47317.1
OG0012109	jg16563	AT2G21465.1
OG0012110	jg33459	AT1G52690.1
OG0012111	jg4618	AT5G07770.3, AT5G07780.1
OG0012111	jg4619	AT5G07650.1
OG0012111	jg1111	AT5G07760.2
OG0012113	jg2353	AT1G68160.1
OG0012114	jg2455	AT1G68795.1
OG0012115	jg2779	AT1G71470.1
OG0012115	jg26427	AT3G22090.1
OG0012116	jg25840, jg25836	AT3G17360.3
OG0012117	jg26441	AT3G22180.1
OG0012118	jg27371	AT2G12646.1
OG0012119	jg27775	AT2G16790.3
OG0012120	jg16598	AT2G21820.1
OG0012121	jg16783	AT2G23270.1
OG0012122	jg16838	AT2G23760.4
OG0012123	jg16858	AT2G23970.1
OG0012124	jg16948	AT2G24540.1
OG0012125	jg16965	AT2G24640.1
OG0012126	jg17043	AT2G25070.1
OG0012127	jg17172	AT2G25735.1
OG0012128	jg17668, jg17684, jg17657	AT2G27520.1
OG0012129	jg18563	AT2G34600.1
OG0012130	jg18689	AT2G35612.1
OG0012131	jg18809	AT2G36695.1
OG0012132	jg19431	AT2G41460.1
OG0012133	jg19748	AT2G44010.1
OG0012134	jg19854	AT2G44910.1
OG0012135	jg13030	AT2G02147.1
OG0012136	jg13178	AT2G03750.1
OG0012137	jg13274	AT3G25970.1
OG0012138	jg13452	AT3G27250.1
OG0012139	jg13599	AT3G28340.1
OG0012140	jg13656	AT3G28750.1
OG0012141	jg13683	AT3G28917.1
OG0012142	jg13835, jg13831	AT3G29810.1
OG0012143	jg280, jg126	AT2G07715.1
OG0012144	jg14184	AT3G44610.1
OG0012146	jg14616	AT3G48100.1
OG0012147	jg14873	AT3G50060.1
OG0012148	jg15053	AT3G51680.1
OG0012149	jg15227	AT3G53010.1
OG0012150	jg15797	AT3G57750.1
OG0012151	jg15986	AT3G59410.2
OG0012152	jg4881	AT5G10520.1
OG0012153	jg4886	AT5G10570.1
OG0012154	jg5039	AT5G11990.1
OG0012155	jg5375	AT5G15500.2
OG0012156	jg5618	AT5G17810.1
OG0012157	jg5626	AT5G17880.1
OG0012159	jg5911	AT5G20490.2
OG0012160	jg7038	AT4G08180.1
OG0012161	jg7628	AT4G12240.1
OG0012162	jg10030, jg7824	AT4G24470.3
OG0012163	jg7979	AT4G02390.1
OG0012164	jg9084	AT4G33030.1
OG0012165	jg9335	AT4G30730.1, AT4G30750.1
OG0012166	jg9376	AT4G30350.1
OG0012167	jg9834	AT4G26200.1
OG0012168	jg9851	AT4G26070.2
OG0012169	jg10291	AT4G22390.1
OG0012170	jg10627	AT4G19550.2
OG0012171	jg10810	AT4G17980.2
OG0012173	jg11244	AT4G14950.1
OG0012174	jg12383	AT5G38490.1
OG0012175	jg21398	AT5G48560.1
OG0012176	jg21426	AT5G48640.1
OG0012177	jg21527	AT5G49100.1
OG0012178	jg21530	AT5G49130.1
OG0012179	jg21537	AT5G49170.1
OG0012180	jg21545	AT5G49215.1
OG0012181	jg21729	AT5G50590.1, AT5G50690.1
OG0012182	jg21886	AT5G52020.1
OG0012183	jg22176, jg22182	AT5G54060.1
OG0012184	jg23161	AT5G62110.1
OG0012185	jg23411	AT5G64210.1
OG0012208	jg9730	AT4G27250.1
OG0012209	jg9360	AT4G30510.1
OG0012210	jg9349	AT4G30610.1
OG0012211	jg14432	AT3G46510.1
OG0012212	jg13953	AT3G42630.1
OG0012213	jg14674	AT3G48560.1
OG0012214	jg14672	AT3G48540.1
OG0012215	jg14646	AT3G48330.4
OG0012216	jg14639	AT3G48250.1
OG0012217	jg14631	AT3G48200.1
OG0012218	jg14586	AT3G47830.1
OG0012219	jg12964	AT2G01630.1
OG0012220	jg12969	AT2G01680.1
OG0012221	jg12978	AT2G01750.2
OG0012222	jg12995	AT2G01910.1
OG0012224	jg12666	AT5G40530.3
OG0012225	jg12664	AT5G40510.2
OG0012226	jg12662	AT5G40490.1
OG0012227	jg12654	AT5G40420.1
OG0012228	jg5654	AT5G18140.1
OG0012229	jg5595	AT5G17610.1
OG0012230	jg5575	AT5G17420.1
OG0012231	jg5570	AT5G17370.2
OG0012232	jg5552	AT5G17250.1
OG0012233	jg5546	AT5G17200.1
OG0012234	jg5543	AT5G17170.1
OG0012235	jg5530	AT5G17010.1
OG0012236	jg5526	AT5G16960.1
OG0012237	jg5521	AT5G16920.1
OG0012238	jg5508	AT5G16780.1
OG0012239	jg5501	AT5G16715.1
OG0012240	jg31230	AT1G24470.1
OG0012241	jg5473	AT5G16480.1
OG0012242	jg5452	AT5G16290.1
OG0012243	jg5444	AT5G16210.1
OG0012244	jg5433	AT5G16080.1
OG0012245	jg5425	AT5G16000.1
OG0012246	jg5419	AT5G15920.1
OG0012247	jg5418	AT5G15910.1
OG0012248	jg5415	AT5G15880.1
OG0012249	jg5399	AT5G15760.1
OG0012250	jg9846	AT4G26120.2
OG0012251	jg5396	AT5G15730.2
OG0012252	jg5394	AT5G15710.1
OG0012253	jg5393	AT5G15700.2
OG0012254	jg5373	AT5G15480.1
OG0012255	jg5366	AT5G15410.1
OG0012256	jg7182	AT4G08840.1
OG0012257	jg5364	AT5G15390.1
OG0012258	jg5355	AT5G15280.1
OG0012259	jg5353	AT5G15265.1
OG0012260	jg5352	AT5G15260.1
OG0012261	jg23957	AT3G01410.1
OG0012262	jg5308	AT5G14870.1
OG0012263	jg5306	AT5G14850.1
OG0012264	jg5299	AT5G14760.1
OG0012265	jg5297	AT5G14740.1
OG0012266	jg5281	AT5G14600.1
OG0012267	jg5280	AT5G14590.1
OG0012268	jg5267	AT5G14460.1
OG0012269	jg5262	AT5G14430.1
OG0012270	jg5259	AT5G14400.2
OG0012271	jg5249	AT5G14310.1
OG0012272	jg5215	AT5G14010.1
OG0012273	jg5211	AT5G13970.1
OG0012274	jg5172	AT5G13610.1
OG0012275	jg5145	AT5G13310.1
OG0012276	jg5140	AT5G13260.1
OG0012277	jg5138	AT5G13240.3
OG0012278	jg31222	AT1G24540.1
OG0012279	jg5130	AT5G13160.1
OG0012280	jg5108	AT5G12970.1
OG0012281	jg5099	AT5G12890.1
OG0012282	jg5096	AT5G12860.1
OG0012283	jg8233	AT4G00120.1
OG0012284	jg5090	AT5G12460.1
OG0012285	jg5070	AT5G12270.1
OG0012286	jg5063	AT5G12220.1
OG0012287	jg5025	AT5G11870.2
OG0012288	jg5019	AT5G11840.1
OG0012289	jg5014	AT5G11800.1
OG0012290	jg12966, jg1703	AT2G01650.1
OG0012291	jg5001	AT5G11690.1
OG0012292	jg5000	AT5G11680.1
OG0012293	jg4996	AT5G11650.1
OG0012294	jg4995	AT5G11640.1
OG0012295	jg4993	AT5G11620.1
OG0012296	jg4991	AT5G11590.1
OG0012297	jg4984	AT5G11520.1
OG0012298	jg4981	AT5G11490.2
OG0012299	jg4975	AT5G11430.1
OG0012300	jg4970	AT5G11390.1
OG0012301	jg4969	AT5G11380.1
OG0012302	jg4962	AT5G11330.1
OG0012303	jg4956	AT5G11280.1
OG0012304	jg4946	AT5G11190.1
OG0012305	jg4916	AT5G10870.1
OG0012306	jg4924	AT5G10950.1
OG0012307	jg4912	AT5G10810.1
OG0012308	jg4910	AT5G10790.1
OG0012309	jg17047	AT2G25090.1
OG0012310	jg4895	AT5G10630.4
OG0012311	jg4892	AT5G10610.1
OG0012311	jg4890	AT5G10600.1
OG0012312	jg4876	AT5G10470.2
OG0012313	jg4851	AT5G10210.1
OG0012314	jg4832	AT5G10080.1
OG0012315	jg4800	AT5G09820.2
OG0012316	jg4793	AT5G09790.2
OG0012317	jg4763	AT5G09470.1
OG0012318	jg4754	AT5G09400.1
OG0012319	jg4753	AT5G09390.1
OG0012320	jg4745	AT5G09300.1
OG0012321	jg4730	AT5G08740.1
OG0012322	jg4728	AT5G08720.1
OG0012323	jg4727	AT5G08710.1
OG0012324	jg4722	AT5G08650.1
OG0012325	jg4677	AT5G08310.1
OG0012326	jg4657	AT5G08120.1
OG0012327	jg4656	AT5G08110.3
OG0012328	jg4622	AT5G07810.1
OG0012329	jg4620	AT5G07790.1
OG0012330	jg4616	AT5G07730.1
OG0012331	jg4615	AT5G07720.1
OG0012332	jg4614	AT5G07710.1
OG0012333	jg7867	AT4G02820.1
OG0012334	jg7903	AT4G03030.1
OG0012335	jg7914	AT4G03180.1
OG0012336	jg7916	AT4G03200.1
OG0012337	jg7928	AT4G03330.1
OG0012338	jg9997	AT4G24760.1
OG0012339	jg9999	AT4G24740.1
OG0012340	jg10000	AT4G24730.1
OG0012341	jg10006	AT4G24700.1
OG0012342	jg17433	AT2G26600.1
OG0012343	jg17447	AT2G26700.1
OG0012344	jg17537	AT2G26900.1
OG0012345	jg17552	AT2G26980.4
OG0012346	jg17573	AT2G27060.1
OG0012347	jg17575	AT2G27090.1
OG0012348	jg27695	AT2G16390.2
OG0012349	jg17659	AT2G27470.1
OG0012350	jg17676	AT2G27580.1
OG0012351	jg17693	AT2G27690.1
OG0012352	jg17727	AT2G27920.1
OG0012353	jg17754	AT2G28060.1
OG0012354	jg17757	AT2G28070.1
OG0012355	jg17765	AT2G28130.1
OG0012356	jg17786	AT2G28260.1
OG0012357	jg17790	AT2G28305.1
OG0012358	jg13031	AT2G02148.1
OG0012359	jg17794	AT2G28330.1
OG0012360	jg17800	AT2G28370.1
OG0012361	jg17806	AT2G28420.1
OG0012362	jg17819	AT2G28510.1
OG0012363	jg17826	AT2G28550.3
OG0012364	jg17862	AT2G28830.1
OG0012365	jg28644	AT1G03290.1
OG0012366	jg17905	AT2G29090.1
OG0012367	jg17983	AT2G29620.1
OG0012368	jg17998	AT2G29760.1
OG0012369	jg1285, jg17309	AT2G26240.1
OG0012370	jg18021	AT2G29940.1
OG0012371	jg18022	AT2G29950.1
OG0012372	jg12864	AT5G42100.1
OG0012373	jg18074	AT2G30330.1
OG0012374	jg18099	AT2G30575.1
OG0012375	jg18102	AT2G30600.5
OG0012376	jg18120	AT2G30720.1
OG0012377	jg18127	AT2G30780.1
OG0012378	jg18138	AT2G30880.1
OG0012379	jg18140	AT2G30900.1
OG0012380	jg18144	AT2G30933.1
OG0012381	jg18160	AT2G31070.1
OG0012382	jg18170	AT2G31170.1
OG0012383	jg18198	AT2G31370.1
OG0012384	jg18230	AT2G31690.1
OG0012385	jg18247	AT2G31840.1
OG0012386	jg18254	AT2G31890.1
OG0012387	jg18258	AT2G31930.1
OG0012388	jg18264	AT2G31970.1
OG0012389	jg18268	AT2G32000.1
OG0012390	jg18284	AT2G32120.1
OG0012391	jg18285	AT2G32150.1
OG0012392	jg18336	AT2G32640.1
OG0012393	jg18320	AT2G32500.2
OG0012394	jg18299	AT2G32290.1
OG0012395	jg18364	AT2G32840.1
OG0012396	jg18401	AT2G33170.1
OG0012397	jg18413	AT2G33205.5
OG0012398	jg18420, jg18418	AT2G33250.1
OG0012399	jg18422	AT2G33260.2
OG0012400	jg20863, jg20866	AT5G43430.4
OG0012401	jg20850	AT5G43630.1
OG0012402	jg20845	AT5G43670.1
OG0012403	jg20832	AT5G43770.1
OG0012404	jg20825	AT5G43820.1
OG0012405	jg20811	AT5G43890.1
OG0012406	jg20803	AT5G43950.1
OG0012407	jg20798	AT5G44000.1
OG0012408	jg20796	AT5G44010.4
OG0012409	jg20794	AT5G44030.2
OG0012410	jg20793	AT5G44040.1
OG0012411	jg20790	AT5G44060.1
OG0012412	jg20787	AT5G44080.1
OG0012413	jg20773	AT5G44200.1
OG0012414	jg7847	AT4G03420.1
OG0012415	jg7938	AT4G03415.1
OG0012416	jg9954	AT4G25160.1
OG0012417	jg9952	AT4G25180.1
OG0012418	jg9941	AT4G25280.1
OG0012419	jg9932	AT4G25350.1
OG0012420	jg9931	AT4G25360.1
OG0012421	jg9925	AT4G25420.1
OG0012423	jg9905	AT4G25620.1
OG0012424	jg9902	AT4G25650.2
OG0012425	jg11021	AT4G16310.1
OG0012426	jg32833	AT1G47870.1
OG0012428	jg32808	AT1G47655.1
OG0012429	jg32783	AT1G47530.1
OG0012430	jg32779	AT1G47480.1
OG0012431	jg32668	AT1G45110.1
OG0012432	jg32714	AT1G45230.1
OG0012433	jg13728	AT3G29130.2
OG0012434	jg32716	AT1G45545.2
OG0012435	jg32732	AT1G46480.1
OG0012436	jg31292	AT1G27695.1
OG0012437	jg31302	AT1G19750.1, AT1G27840.3
OG0012438	jg31304	AT1G27880.1
OG0012439	jg31316	AT1G27990.1
OG0012440	jg31327	AT1G28080.2
OG0012441	jg31335	AT1G28140.1
OG0012442	jg31341	AT1G28200.1
OG0012443	jg31344	AT1G28220.1
OG0012444	jg12065	AT5G36710.2, AT5G36800.2
OG0012445	jg31375	AT1G28480.1
OG0012446	jg31382	AT1G28530.1
OG0012447	jg31396	AT1G28680.1
OG0012448	jg31406	AT1G29010.1
OG0012449	jg31420	AT1G29100.2
OG0012450	jg31429	AT1G29170.1
OG0012451	jg9634	AT4G28030.1
OG0012452	jg31521	AT1G29790.1
OG0012453	jg31524	AT1G29830.3, AT1G29820.1
OG0012455	jg31577	AT1G30290.2
OG0012456	jg31633	AT1G30750.1
OG0012457	jg31688	AT1G31020.1
OG0012458	jg31748	AT1G31335.1
OG0012459	jg31772	AT1G31440.1
OG0012460	jg31799	AT1G31720.1
OG0012461	jg31819	AT1G31860.1
OG0012462	jg31825	AT1G31930.1
OG0012463	jg31839	AT1G32070.2
OG0012464	jg31841	AT1G32090.1
OG0012465	jg31858	AT1G32180.1
OG0012466	jg31897	AT1G32440.1
OG0012467	jg31887	AT1G32370.2
OG0012468	jg31891	AT1G32410.1
OG0012469	jg31915	AT1G32640.1
OG0012470	jg13060	AT2G02500.1
OG0012471	jg13064	AT2G02570.1
OG0012472	jg13099	AT2G02970.1
OG0012473	jg13104	AT2G03070.1
OG0012474	jg13141	AT2G03420.1
OG0012475	jg13169	AT2G03670.1
OG0012476	jg23718	AT5G66720.1
OG0012477	jg23669	AT5G67130.1
OG0012478	jg23664	AT5G67170.1
OG0012479	jg23660	AT5G67210.1
OG0012480	jg23646	AT5G67340.1
OG0012481	jg23626	AT5G67520.1
OG0012482	jg23625	AT5G67530.1
OG0012483	jg23610	AT5G65890.1
OG0012484	jg23592	AT5G65720.1
OG0012486	jg23576	AT5G65630.1
OG0012487	jg23559	AT5G65460.3
OG0012488	jg23558	AT5G65450.2
OG0012489	jg7208	AT4G08940.1
OG0012490	jg23535	AT5G65240.2
OG0012491	jg23528	AT5G65200.1
OG0012492	jg23505	AT5G64970.1
OG0012493	jg23493, jg24329	AT5G64860.1
OG0012494	jg23485	AT5G64780.1
OG0012495	jg23462	AT5G64580.1
OG0012496	jg23456	AT5G64520.4
OG0012497	jg23454	AT5G64500.1
OG0012498	jg23450	AT5G64470.2
OG0012499	jg23428	AT5G64360.2
OG0012500	jg23425	AT5G64340.1
OG0012501	jg23416	AT5G64250.2
OG0012502	jg23409	AT5G64190.2
OG0012503	jg23407	AT5G64170.2
OG0012504	jg23405	AT5G64150.1
OG0012505	jg23396	AT5G64050.1
OG0012506	jg23337	AT5G63640.1
OG0012507	jg23335	AT5G63620.1
OG0012508	jg23327	AT5G63540.2
OG0012509	jg27397	AT2G13540.1
OG0012510	jg23306	AT5G63320.1
OG0012511	jg23303	AT5G63290.1
OG0012512	jg23302	AT5G63280.1
OG0012513	jg23291	AT5G63200.1
OG0012514	jg23270	AT5G63060.1
OG0012515	jg23269	AT5G63050.1
OG0012516	jg23254	AT5G62930.2
OG0012517	jg23251	AT5G62920.1
OG0012518	jg23238	AT5G62840.1
OG0012519	jg23230	AT5G62760.1
OG0012520	jg23226	AT5G62730.1
OG0012521	jg23224	AT5G62710.1
OG0012522	jg23219	AT5G62650.1
OG0012523	jg23207	AT5G62550.1
OG0012524	jg30413	AT1G18850.1
OG0012525	jg23201	AT5G62490.1
OG0012526	jg23190	AT5G62370.1
OG0012527	jg23151	AT5G62040.1
OG0012528	jg23135	AT5G61890.1
OG0012530	jg23108	AT5G61600.1
OG0012531	jg23098	AT5G61510.1
OG0012532	jg23096	AT5G61490.1
OG0012533	jg23090	AT5G61450.1
OG0012534	jg23071	AT5G61260.1
OG0012535	jg23054	AT5G61120.1
OG0012536	jg23051	AT5G61090.1
OG0012537	jg23048	AT5G61040.1
OG0012538	jg23045	AT5G61010.1
OG0012539	jg13638	AT3G28660.1, AT3G28640.1
OG0012540	jg6141	AT5G23030.1
OG0012541	jg6143	AT5G23050.1
OG0012542	jg6145	AT5G23070.1
OG0012543	jg6162	AT5G23170.1
OG0012544	jg6166	AT5G23210.1
OG0012545	jg6188	AT5G23395.1
OG0012546	jg6193	AT5G23430.1
OG0012547	jg6226	AT5G23760.1
OG0012548	jg6241	AT5G23920.1
OG0012549	jg6261	AT5G24090.1
OG0012550	jg6276	AT5G24240.1
OG0012551	jg6277	AT5G24260.1
OG0012552	jg6299	AT5G24360.2
