Orthogroup	Arabidopsis_arenosa	Rorippa_islandica
OG0009711	jg19684	Roisl.0028s0259.1.p
OG0009712	jg19667	Roisl.0028s0271.1.p
OG0009713	jg19662	Roisl.0028s0276.1.p
OG0009714	jg15990, jg19660	Roisl.0028s0278.1.p
OG0009715	jg19629	Roisl.0028s0307.1.p
OG0009716	jg19628	Roisl.0028s0309.1.p
OG0009717	jg19618	Roisl.0028s0320.1.p
OG0009718	jg19613	Roisl.0028s0324.1.p
OG0009720	jg19601	Roisl.0028s0333.1.p
OG0009721	jg19573	Roisl.0028s0357.1.p
OG0009722	jg19572	Roisl.0028s0358.1.p
OG0009723	jg19546	Roisl.0028s0372.1.p
OG0009724	jg19545	Roisl.0028s0373.1.p
OG0009725	jg19539	Roisl.0028s0381.1.p
OG0009726	jg19532	Roisl.0028s0389.1.p
OG0009727	jg19460, jg26670	Roisl.0028s0446.1.p
OG0009728	jg19476	Roisl.0028s0437.1.p
OG0009729	jg19479	Roisl.0028s0433.1.p
OG0009730	jg19433	Roisl.0028s0472.1.p
OG0009732	jg20360	Roisl.0005s0086.1.p
OG0009733	jg23994	Roisl.0016s0112.1.p
OG0009734	jg24023	Roisl.0016s0142.1.p
OG0009736	jg24054	Roisl.0016s0167.1.p
OG0009737	jg24073	Roisl.0016s0187.1.p
OG0009738	jg24080	Roisl.0016s0193.1.p
OG0009739	jg24106	Roisl.0016s0215.1.p
OG0009740	jg24117	Roisl.0016s0225.1.p
OG0009741	jg24145	Roisl.0016s0249.1.p
OG0009742	jg24152	Roisl.0016s0255.1.p
OG0009743	jg24154	Roisl.0016s0257.1.p
OG0009744	jg24184	Roisl.0016s0278.1.p
OG0009745	jg24202	Roisl.0016s0292.1.p, Roisl.0039s0153.1.p
OG0009746	jg24257	Roisl.0016s0335.1.p
OG0009747	jg24268	Roisl.0016s0348.1.p
OG0009748	jg24313	Roisl.0016s0376.1.p
OG0009749	jg24319	Roisl.0016s0384.1.p
OG0009756	jg24379	Roisl.0039s0008.1.p
OG0009758	jg24403	Roisl.0039s0030.1.p
OG0009759	jg24412, jg24413	Roisl.0039s0038.1.p
OG0009760	jg24481	Roisl.0039s0097.1.p
OG0009761	jg24537	Roisl.0039s0147.1.p
OG0009762	jg24539	Roisl.0039s0149.1.p
OG0009763	jg24555	Roisl.0213s0686.1.p, Roisl.0079s0002.1.p
OG0009764	jg24559	Roisl.0079s0006.1.p
OG0009765	jg24560	Roisl.0079s0007.1.p
OG0009766	jg24577	Roisl.0079s0020.1.p
OG0009767	jg24598	Roisl.0079s0037.1.p
OG0009769	jg24629	Roisl.0079s0069.1.p
OG0009770	jg9769	Roisl.0022s0347.1.p
OG0009771	jg24639	Roisl.0079s0077.1.p
OG0009772	jg24657	Roisl.0079s0093.1.p
OG0009773	jg24660	Roisl.0079s0095.1.p
OG0009774	jg24664	Roisl.0079s0099.1.p
OG0009775	jg24671	Roisl.0079s0107.1.p
OG0009776	jg24683	Roisl.0079s0124.1.p
OG0009777	jg24684	Roisl.0079s0125.1.p
OG0009778	jg24689	Roisl.0079s0128.1.p
OG0009779	jg24709	Roisl.0079s0150.1.p
OG0009780	jg24721	Roisl.0079s0161.1.p
OG0009781	jg24723	Roisl.0079s0163.1.p
OG0009782	jg24735	Roisl.0079s0178.1.p
OG0009783	jg24751	Roisl.0079s0193.1.p
OG0009784	jg24752	Roisl.0079s0194.1.p
OG0009785	jg24753	Roisl.0079s0195.1.p
OG0009786	jg24754	Roisl.0079s0196.1.p
OG0009787	jg9661	Roisl.0022s0452.1.p
OG0009788	jg24761	Roisl.0079s0203.1.p
OG0009789	jg24765	Roisl.0079s0206.1.p
OG0009790	jg24775	Roisl.0079s0218.1.p
OG0009791	jg24820	Roisl.0079s0260.1.p
OG0009792	jg24830	Roisl.0079s0269.1.p
OG0009793	jg24851	Roisl.0079s0285.1.p
OG0009794	jg24857	Roisl.0079s0291.1.p
OG0009795	jg24866	Roisl.0079s0297.1.p
OG0009796	jg24910	Roisl.0079s0343.1.p
OG0009797	jg24927	Roisl.0074s1025.1.p
OG0009798	jg24947	Roisl.0074s1013.1.p
OG0009799	jg24949	Roisl.0074s1012.1.p
OG0009800	jg24969	Roisl.0074s0991.1.p
OG0009801	jg24989	Roisl.0074s0964.1.p
OG0009802	jg4212	Roisl.0030s0189.1.p
OG0009803	jg2068	Roisl.0074s0956.1.p
OG0009804	jg25008	Roisl.0074s0944.1.p
OG0009805	jg25031	Roisl.0074s0924.1.p
OG0009806	jg25042	Roisl.0074s0914.1.p
OG0009807	jg25053	Roisl.0074s0904.1.p
OG0009808	jg25094	Roisl.0074s0864.1.p
OG0009809	jg25101	Roisl.0074s0859.1.p
OG0009811	jg25148	Roisl.0074s0809.1.p
OG0009812	jg25150	Roisl.0074s0806.1.p
OG0009813	jg25158	Roisl.0074s0797.1.p
OG0009814	jg25174	Roisl.0074s0786.1.p
OG0009815	jg25179	Roisl.0074s0781.1.p
OG0009816	jg25186	Roisl.0074s0775.1.p
OG0009817	jg25192	Roisl.0074s0770.1.p
OG0009818	jg25211	Roisl.0074s0752.1.p
OG0009819	jg28034	Roisl.0020s0078.1.p
OG0009820	jg25227	Roisl.0074s0735.1.p
OG0009821	jg25236	Roisl.0074s0726.1.p
OG0009822	jg25238	Roisl.0074s0724.1.p
OG0009823	jg25261	Roisl.0074s0701.1.p
OG0009824	jg25273	Roisl.0074s0695.1.p
OG0009825	jg25275	Roisl.0074s0693.1.p
OG0009826	jg25276	Roisl.0074s0692.1.p
OG0009827	jg25297	Roisl.0074s0670.1.p
OG0009828	jg25304	Roisl.0074s0665.1.p
OG0009829	jg25315	Roisl.0074s0656.1.p
OG0009830	jg25337	Roisl.0074s0635.1.p
OG0009831	jg25514, jg25346	Roisl.0074s0626.1.p
OG0009832	jg25367	Roisl.0074s0612.1.p
OG0009833	jg25368	Roisl.0074s0610.1.p
OG0009834	jg25415	Roisl.0074s0565.1.p
OG0009835	jg25433	Roisl.0074s0545.1.p
OG0009836	jg25436	Roisl.0074s0541.1.p
OG0009837	jg25438	Roisl.0074s0538.1.p
OG0009838	jg25439	Roisl.0074s0537.1.p
OG0009839	jg21184	Roisl.0075s0012.1.p
OG0009840	jg25446	Roisl.0074s0528.1.p
OG0009841	jg25456	Roisl.0074s0518.1.p
OG0009842	jg25491	Roisl.0074s0492.1.p
OG0009843	jg25532	Roisl.0074s0455.1.p
OG0009844	jg25533	Roisl.0074s0454.1.p
OG0009845	jg9776	Roisl.0022s0338.1.p
OG0009846	jg25549	Roisl.0074s0439.1.p
OG0009847	jg25550	Roisl.0074s0440.1.p
OG0009848	jg25553	Roisl.0074s0436.1.p
OG0009849	jg25569	Roisl.0074s0426.1.p
OG0009850	jg25600	Roisl.0074s0395.1.p
OG0009851	jg25628	Roisl.0074s0367.1.p
OG0009852	jg25658	Roisl.0074s0333.1.p
OG0009853	jg25660	Roisl.0074s0331.1.p
OG0009854	jg25662	Roisl.0074s0329.1.p
OG0009855	jg25668	Roisl.0074s0324.1.p
OG0009856	jg25683	Roisl.0074s0313.1.p
OG0009857	jg25688	Roisl.0074s0308.1.p, Roisl.0074s0307.1.p
OG0009858	jg25762	Roisl.0074s0259.1.p
OG0009859	jg25763	Roisl.0074s0257.1.p
OG0009860	jg25814	Roisl.0074s0218.1.p
OG0009861	jg9694, jg9692	Roisl.0022s0417.1.p
OG0009862	jg25895	Roisl.0074s0157.1.p
OG0009863	jg25910	Roisl.0074s0147.1.p
OG0009864	jg25926	Roisl.0074s0133.1.p
OG0009865	jg14798	Roisl.0046s0885.1.p
OG0009866	jg25948	Roisl.0074s0105.1.p
OG0009867	jg25952	Roisl.0074s0101.1.p
OG0009868	jg13049	Roisl.0011s0139.1.p
OG0009869	jg25969	Roisl.0074s0092.1.p
OG0009870	jg25973	Roisl.0074s0088.1.p
OG0009871	jg25982	Roisl.0074s0081.1.p
OG0009872	jg25987	Roisl.0074s0076.1.p
OG0009873	jg25993	Roisl.0074s0070.1.p
OG0009874	jg25997	Roisl.0074s0066.1.p
OG0009875	jg26013	Roisl.0074s0052.1.p
OG0009876	jg26034	Roisl.0074s0036.1.p
OG0009877	jg26038	Roisl.0074s0032.1.p
OG0009878	jg26042	Roisl.0074s0027.1.p
OG0009879	jg26046	Roisl.0074s0023.1.p
OG0009880	jg26052	Roisl.0074s0018.1.p
OG0009881	jg12909	Roisl.0011s0013.1.p
OG0009882	jg26090	Roisl.0028s0016.1.p
OG0009883	jg26092	Roisl.0028s0018.1.p
OG0009884	jg937, jg26112	Roisl.0115s0274.1.p
OG0009885	jg26114, jg21262, jg21251	Roisl.0115s0277.1.p
OG0009886	jg26132	Roisl.0115s0298.1.p
OG0009887	jg29621	Roisl.0021s0267.1.p
OG0009888	jg26146	Roisl.0115s0312.1.p
OG0009889	jg26171	Roisl.0115s0335.1.p
OG0009890	jg26172	Roisl.0115s0336.1.p
OG0009891	jg26178	Roisl.0115s0343.1.p
OG0009892	jg26187	Roisl.0115s0354.1.p
OG0009893	jg26227	Roisl.0115s0393.1.p
OG0009894	jg26258	Roisl.0115s0422.1.p
OG0009895	jg12482	Roisl.0022s0071.1.p
OG0009896	jg12430	Roisl.0213s0827.1.p
OG0009897	jg16936	Roisl.0051s0031.1.p
OG0009898	jg12407	Roisl.0213s0803.1.p
OG0009899	jg12386	Roisl.0213s0793.1.p
OG0009900	jg12324	Roisl.0046s0041.1.p
OG0009901	jg12170	Roisl.0210s2198.1.p, Roisl.0210s2177.1.p
OG0009902	jg12068, jg12063	Roisl.0008s0096.1.p
OG0009903	jg12064	Roisl.0008s0086.1.p
OG0009904	jg21246	Roisl.0188s0128.1.p
OG0009905	jg26597	Roisl.0053s0345.1.p
OG0009906	jg26595	Roisl.0053s0346.1.p
OG0009907	jg26558	Roisl.0053s0384.1.p
OG0009908	jg26530	Roisl.0053s0410.1.p
OG0009909	jg28319	Roisl.0214s0520.1.p
OG0009910	jg26513	Roisl.0115s0627.1.p
OG0009911	jg26469	Roisl.0115s0594.1.p
OG0009912	jg26456	Roisl.0115s0581.1.p
OG0009913	jg26452	Roisl.0115s0577.1.p
OG0009914	jg26425	Roisl.0115s0549.1.p
OG0009916	jg26394	Roisl.0115s0543.1.p
OG0009917	jg26393	Roisl.0115s0542.1.p
OG0009918	jg26386	Roisl.0115s0539.1.p
OG0009919	jg26371	Roisl.0115s0527.1.p
OG0009920	jg26345	Roisl.0115s0498.1.p
OG0009921	jg26322	Roisl.0115s0479.1.p
OG0009922	jg9374	Roisl.0003s0044.1.p
OG0009923	jg9380	Roisl.0003s0040.1.p
OG0009924	jg21821	Roisl.0189s0225.1.p
OG0009925	jg9410	Roisl.0003s0012.1.p
OG0009926	jg9425	Roisl.0003s0003.1.p
OG0009927	jg2085	Roisl.0055s0008.1.p
OG0009928	jg1764	Roisl.0195s0016.1.p
OG0009929	jg1908	Roisl.0022s0044.1.p
OG0009930	jg1559	Roisl.0083s0033.1.p, Roisl.0083s0032.1.p
OG0009931	jg5748	Roisl.0210s1607.1.p
OG0009932	jg5742	Roisl.0210s1601.1.p
OG0009933	jg6909	Roisl.0068s0006.1.p
OG0009934	jg6822	Roisl.0046s0484.1.p
OG0009935	jg6823	Roisl.0046s0485.1.p
OG0009936	jg6825	Roisl.0046s0486.1.p
OG0009937	jg21479	Roisl.0036s0043.1.p
OG0009938	jg21478	Roisl.0036s0042.1.p
OG0009939	jg21697	Roisl.0214s0195.1.p
OG0009940	jg15127	Roisl.0046s1184.1.p
OG0009941	jg15122	Roisl.0046s1175.1.p
OG0009942	jg15119	Roisl.0046s1172.1.p
OG0009943	jg15114	Roisl.0046s1167.1.p
OG0009944	jg15094	Roisl.0046s1152.1.p
OG0009945	jg15035	Roisl.0046s1098.1.p
OG0009946	jg15024	Roisl.0046s1088.1.p
OG0009947	jg15011	Roisl.0046s1077.1.p
OG0009948	jg15005	Roisl.0046s1071.1.p
OG0009949	jg28401	Roisl.0210s0008.1.p
OG0009950	jg28412	Roisl.0210s0017.1.p
OG0009951	jg28413	Roisl.0210s0020.1.p
OG0009952	jg28419	Roisl.0210s0025.1.p, Roisl.0210s0026.1.p
OG0009953	jg28455	Roisl.0210s0070.1.p
OG0009954	jg28462	Roisl.0210s0079.1.p
OG0009955	jg9254	Roisl.0082s0058.1.p
OG0009956	jg28496	Roisl.0210s0106.1.p
OG0009957	jg28502	Roisl.0210s0113.1.p
OG0009958	jg28508	Roisl.0210s0120.1.p
OG0009959	jg28515	Roisl.0210s0126.1.p
OG0009960	jg28522	Roisl.0210s0134.1.p
OG0009961	jg28548	Roisl.0210s0170.1.p
OG0009962	jg28554	Roisl.0210s0176.1.p
OG0009963	jg28585	Roisl.0210s0202.1.p
OG0009964	jg28586	Roisl.0066s0305.1.p, Roisl.0210s0203.1.p
OG0009965	jg28592	Roisl.0210s0209.1.p
OG0009966	jg28615	Roisl.0210s0239.1.p
OG0009967	jg28616	Roisl.0210s0240.1.p
OG0009968	jg28623	Roisl.0210s0248.1.p
OG0009969	jg28625	Roisl.0210s0250.1.p
OG0009970	jg28635	Roisl.0210s0259.1.p
OG0009971	jg28662	Roisl.0210s0283.1.p
OG0009972	jg28667	Roisl.0210s0289.1.p
OG0009973	jg28675	Roisl.0210s0298.1.p
OG0009974	jg28676	Roisl.0210s0299.1.p
OG0009975	jg28700	Roisl.0210s0318.1.p
OG0009976	jg28706	Roisl.0210s0323.1.p
OG0009977	jg28714	Roisl.0210s0331.1.p
OG0009978	jg28720	Roisl.0210s0336.1.p
OG0009979	jg28748	Roisl.0210s0366.1.p
OG0009980	jg28768	Roisl.0210s0387.1.p
OG0009981	jg28772	Roisl.0210s0391.1.p
OG0009982	jg28787	Roisl.0091s0707.1.p
OG0009983	jg28789	Roisl.0091s0709.1.p, Roisl.0028s0859.1.p
OG0009984	jg28792	Roisl.0091s0712.1.p
OG0009985	jg28800	Roisl.0091s0721.1.p
OG0009986	jg28801	Roisl.0091s0722.1.p
OG0009987	jg28854	Roisl.0091s0771.1.p
OG0009988	jg28855	Roisl.0091s0772.1.p
OG0009989	jg28879	Roisl.0091s0797.1.p
OG0009990	jg28883	Roisl.0091s0801.1.p
OG0009991	jg28887	Roisl.0091s0805.1.p
OG0009992	jg28897	Roisl.0091s0815.1.p
OG0009993	jg28949	Roisl.0091s0867.1.p
OG0009994	jg28954	Roisl.0091s0874.1.p
OG0009995	jg28976	Roisl.0091s0895.1.p
OG0009996	jg28981	Roisl.0091s0898.1.p
OG0009997	jg25447, jg1090, jg28988	Roisl.0091s0906.1.p
OG0009998	jg29004	Roisl.0091s0921.1.p
OG0009999	jg29008	Roisl.0091s0925.1.p
OG0010000	jg29014	Roisl.0091s0931.1.p
OG0010001	jg29079	Roisl.0091s0997.1.p, Roisl.0091s0995.1.p
OG0010002	jg29096	Roisl.0091s1016.1.p
OG0010004	jg29158	Roisl.0091s1077.1.p
OG0010005	jg29162	Roisl.0091s1081.1.p
OG0010006	jg29177	Roisl.0091s1096.1.p
OG0010007	jg29184	Roisl.0091s1105.1.p
OG0010008	jg29195	Roisl.0091s1114.1.p
OG0010009	jg29196	Roisl.0091s1115.1.p
OG0010010	jg29207	Roisl.0091s1131.1.p
OG0010011	jg29213	Roisl.0091s1137.1.p
OG0010012	jg29220	Roisl.0091s1144.1.p
OG0010013	jg29221	Roisl.0091s1145.1.p
OG0010014	jg29225	Roisl.0091s1150.1.p
OG0010015	jg31257	Roisl.0015s0094.1.p
OG0010016	jg29229	Roisl.0091s1154.1.p
OG0010017	jg29232	Roisl.0091s1157.1.p
OG0010018	jg29239	Roisl.0091s1164.1.p
OG0010019	jg1900	Roisl.0022s0041.1.p
OG0010020	jg29244	Roisl.0091s1169.1.p
OG0010021	jg29246	Roisl.0091s1171.1.p
OG0010022	jg29264	Roisl.0091s1188.1.p
OG0010023	jg32232, jg24227	Roisl.0210s2098.1.p
OG0010024	jg29294	Roisl.0091s1215.1.p
OG0010025	jg29299	Roisl.0091s1219.1.p
OG0010026	jg1350	Roisl.0214s0866.1.p
OG0010027	jg29318	Roisl.0091s1235.1.p
OG0010028	jg29319	Roisl.0091s1236.1.p
OG0010029	jg29441	Roisl.0021s0114.1.p
OG0010030	jg29467	Roisl.0021s0133.1.p
OG0010031	jg29468	Roisl.0021s0134.1.p
OG0010033	jg29477	Roisl.0021s0145.1.p
OG0010034	jg29480	Roisl.0021s0151.1.p
OG0010036	jg29498	Roisl.0021s0165.1.p
OG0010037	jg11088	Roisl.0002s0084.1.p
OG0010038	jg29523	Roisl.0021s0189.1.p
OG0010039	jg29530	Roisl.0021s0191.1.p
OG0010040	jg29564	Roisl.0021s0217.1.p
OG0010041	jg29565	Roisl.0021s0218.1.p
OG0010042	jg29588	Roisl.0021s0231.1.p
OG0010043	jg29596	Roisl.0021s0241.1.p
OG0010044	jg759	Roisl.0209s0642.1.p
OG0010045	jg29612	Roisl.0021s0255.1.p
OG0010046	jg29622	Roisl.0021s0268.1.p
OG0010047	jg29623	Roisl.0021s0269.1.p
OG0010048	jg29632	Roisl.0021s0279.1.p
OG0010049	jg29658	Roisl.0021s0310.1.p
OG0010050	jg29681	Roisl.0021s0327.1.p
OG0010051	jg29752	Roisl.0021s0387.1.p
OG0010052	jg29756	Roisl.0021s0390.1.p
OG0010053	jg29759	Roisl.0021s0395.1.p
OG0010054	jg29791	Roisl.0021s0426.1.p
OG0010055	jg29798	Roisl.0021s0433.1.p
OG0010056	jg29839	Roisl.0021s0478.1.p
OG0010057	jg29856	Roisl.0021s0489.1.p
OG0010058	jg29878	Roisl.0007s0748.1.p
OG0010059	jg29863	Roisl.0007s0764.1.p
OG0010060	jg29892	Roisl.0007s0730.1.p
OG0010061	jg29895	Roisl.0007s0727.1.p
OG0010062	jg29899	Roisl.0007s0723.1.p
OG0010063	jg17351	Roisl.0188s0132.1.p
OG0010064	jg29944	Roisl.0007s0678.1.p
OG0010065	jg29983	Roisl.0007s0636.1.p
OG0010066	jg29985	Roisl.0007s0634.1.p
OG0010067	jg29987	Roisl.0007s0631.1.p
OG0010068	jg29991	Roisl.0007s0628.1.p
OG0010069	jg30011	Roisl.0007s0609.1.p
OG0010070	jg30030	Roisl.0007s0588.1.p
OG0010071	jg30033	Roisl.0007s0585.1.p
OG0010072	jg30042	Roisl.0007s0574.1.p
OG0010073	jg30052	Roisl.0007s0567.1.p
OG0010074	jg30088	Roisl.0007s0535.1.p
OG0010075	jg30093	Roisl.0007s0229.1.p, Roisl.0007s0529.1.p
OG0010076	jg30119	Roisl.0007s0501.1.p
OG0010077	jg30123	Roisl.0007s0497.1.p
OG0010078	jg30125	Roisl.0007s0495.1.p
OG0010079	jg30136	Roisl.0007s0484.1.p
OG0010080	jg30138	Roisl.0007s0481.1.p
OG0010082	jg30207, jg30194	Roisl.0007s0445.1.p
OG0010084	jg30238	Roisl.0007s0414.1.p
OG0010085	jg30263	Roisl.0007s0390.1.p
OG0010087	jg30292	Roisl.0007s0363.1.p
OG0010088	jg30341	Roisl.0007s0317.1.p
OG0010089	jg30345	Roisl.0007s0315.1.p
OG0010090	jg30352	Roisl.0007s0307.1.p
OG0010091	jg30368	Roisl.0007s0290.1.p
OG0010092	jg30381	Roisl.0007s0277.1.p
OG0010094	jg30390	Roisl.0007s0265.1.p
OG0010095	jg30398	Roisl.0007s0256.1.p
OG0010096	jg30417	Roisl.0007s0242.1.p
OG0010097	jg30448	Roisl.0007s0206.1.p
OG0010098	jg30454	Roisl.0007s0200.1.p
OG0010099	jg30468	Roisl.0007s0188.1.p
OG0010100	jg30472	Roisl.0007s0185.1.p
OG0010101	jg30476	Roisl.0007s0182.1.p
OG0010102	jg30489	Roisl.0007s0169.1.p
OG0010103	jg30495	Roisl.0007s0163.1.p
OG0010104	jg30504	Roisl.0007s0154.1.p
OG0010105	jg30518	Roisl.0007s0142.1.p
OG0010106	jg30522	Roisl.0007s0139.1.p
OG0010107	jg30525	Roisl.0007s0136.1.p
OG0010108	jg30526	Roisl.0007s0135.1.p
OG0010109	jg30546	Roisl.0007s0112.1.p
OG0010110	jg30547	Roisl.0007s0111.1.p
OG0010111	jg30603	Roisl.0007s0072.1.p
OG0010112	jg30630	Roisl.0007s0048.1.p
OG0010113	jg30631	Roisl.0007s0047.1.p
OG0010114	jg30644	Roisl.0007s0034.1.p
OG0010115	jg30652	Roisl.0007s0019.1.p
OG0010116	jg30759	Roisl.0191s0034.1.p
OG0010117	jg30761	Roisl.0191s0036.1.p
OG0010118	jg30762	Roisl.0191s0037.1.p
OG0010119	jg12963	Roisl.0011s0061.1.p
OG0010120	jg30788	Roisl.0191s0058.1.p
OG0010121	jg30822	Roisl.0191s0095.1.p
OG0010122	jg30831	Roisl.0191s0105.1.p
OG0010123	jg30832	Roisl.0191s0106.1.p
OG0010124	jg30856	Roisl.0191s0133.1.p
OG0010125	jg30870	Roisl.0191s0145.1.p
OG0010126	jg2820	Roisl.0019s0323.1.p
OG0010127	jg2811	Roisl.0019s0330.1.p
OG0010129	jg2788	Roisl.0019s0357.1.p
OG0010130	jg2683	Roisl.0019s0462.1.p
OG0010131	jg2672, jg2671, jg2669	Roisl.0019s0476.1.p
OG0010132	jg2661	Roisl.0019s0483.1.p
OG0010133	jg2651	Roisl.0019s0494.1.p
OG0010134	jg2650	Roisl.0019s0495.1.p
OG0010135	jg2649	Roisl.0019s0496.1.p
OG0010136	jg2647, jg13574	Roisl.0019s0497.1.p
OG0010137	jg2638	Roisl.0019s0506.1.p
OG0010138	jg2635	Roisl.0019s0509.1.p
OG0010139	jg2601	Roisl.0019s0533.1.p
OG0010140	jg31974	Roisl.0040s0107.1.p
OG0010141	jg14014	Roisl.0208s0023.1.p
OG0010142	jg21067	Roisl.0055s0035.1.p
OG0010144	jg568	Roisl.0010s0136.1.p
OG0010145	jg594	Roisl.0010s0103.1.p
OG0010146	jg595	Roisl.0010s0104.1.p
OG0010147	jg648	Roisl.0010s0049.1.p
OG0010149	jg31987	Roisl.0046s0554.1.p, Roisl.0040s0086.1.p
OG0010150	jg787	Roisl.0209s0675.1.p
OG0010151	jg795	Roisl.0209s0684.1.p
OG0010152	jg797	Roisl.0209s0686.1.p
OG0010153	jg833	Roisl.0209s0722.1.p
OG0010154	jg839	Roisl.0209s0725.1.p
OG0010155	jg843	Roisl.0209s0728.1.p
OG0010156	jg885	Roisl.0214s0534.1.p
OG0010157	jg922	Roisl.0214s0575.1.p
OG0010158	jg925	Roisl.0214s0578.1.p
OG0010159	jg988	Roisl.0214s0622.1.p
OG0010160	jg995	Roisl.0214s0627.1.p
OG0010161	jg999	Roisl.0214s0634.1.p
OG0010162	jg1049	Roisl.0214s0668.1.p
OG0010163	jg1089	Roisl.0214s0681.1.p
OG0010164	jg1139	Roisl.0214s0716.1.p
OG0010165	jg1152	Roisl.0214s0731.1.p, Roisl.0214s0724.1.p
OG0010167	jg8114	Roisl.0191s0535.1.p
OG0010168	jg1184	Roisl.0214s0754.1.p
OG0010169	jg1198	Roisl.0214s0765.1.p
OG0010170	jg1335	Roisl.0214s0856.1.p
OG0010171	jg11159	Roisl.0002s0150.1.p
OG0010172	jg445	Roisl.0050s0090.1.p
OG0010173	jg395	Roisl.0050s0054.1.p
OG0010175	jg7047	Roisl.0020s0028.1.p
OG0010176	jg20395	Roisl.0005s0132.1.p
OG0010177	jg20384	Roisl.0005s0113.1.p
OG0010178	jg20382	Roisl.0005s0111.1.p
OG0010179	jg20268	Roisl.0005s0012.1.p
OG0010180	jg20267	Roisl.0005s0011.1.p
OG0010181	jg20662	Roisl.0012s0334.1.p
OG0010182	jg20665	Roisl.0012s0330.1.p
OG0010183	jg21033	Roisl.0055s0056.1.p
OG0010184	jg20703	Roisl.0012s0294.1.p
OG0010185	jg20717	Roisl.0012s0286.1.p
OG0010186	jg10052	Roisl.0008s0245.1.p
OG0010187	jg7759	Roisl.0082s0257.1.p
OG0010188	jg9500	Roisl.0044s0089.1.p
OG0010189	jg9463	Roisl.0019s0041.1.p, Roisl.0044s0117.1.p, Roisl.0019s0052.1.p, Roisl.0019s0054.1.p, Roisl.0019s0028.1.p, Roisl.0044s0115.1.p
OG0010191	jg8756	Roisl.0001s0205.1.p
OG0010192	jg32959	Roisl.0013s0072.1.p
OG0010193	jg32977	Roisl.0013s0058.1.p
OG0010194	jg32988	Roisl.0013s0052.1.p
OG0010195	jg32995	Roisl.0013s0048.1.p
OG0010196	jg33039	Roisl.0013s0014.1.p
OG0010197	jg3147	Roisl.0004s0403.1.p
OG0010198	jg3145	Roisl.0004s0405.1.p
OG0010199	jg8285	Roisl.0115s0766.1.p
OG0010200	jg8286	Roisl.0115s0765.1.p
OG0010201	jg8306, jg8299	Roisl.0115s0753.1.p
OG0010202	jg8315	Roisl.0115s0744.1.p
OG0010203	jg8327	Roisl.0115s0735.1.p
OG0010204	jg8328	Roisl.0115s0734.1.p
OG0010205	jg8364	Roisl.0115s0705.1.p
OG0010206	jg8389	Roisl.0115s0679.1.p
OG0010207	jg8397	Roisl.0214s0338.1.p
OG0010208	jg8404	Roisl.0115s0659.1.p
OG0010209	jg8414	Roisl.0115s0649.1.p
OG0010210	jg8470	Roisl.0001s0494.1.p
OG0010211	jg8479	Roisl.0001s0488.1.p
OG0010212	jg8485	Roisl.0001s0481.1.p
OG0010213	jg8489	Roisl.0001s0477.1.p
OG0010214	jg8516	Roisl.0001s0447.1.p
OG0010215	jg8525	Roisl.0001s0439.1.p
OG0010216	jg8526	Roisl.0001s0438.1.p
OG0010217	jg8528	Roisl.0001s0436.1.p
OG0010218	jg8553	Roisl.0001s0410.1.p
OG0010219	jg8561	Roisl.0001s0402.1.p
OG0010220	jg8569	Roisl.0001s0395.1.p
OG0010221	jg8581	Roisl.0001s0382.1.p
OG0010222	jg8590	Roisl.0001s0374.1.p
OG0010223	jg8603	Roisl.0001s0358.1.p
OG0010224	jg8612	Roisl.0001s0351.1.p
OG0010225	jg8622	Roisl.0001s0341.1.p
OG0010226	jg11721	Roisl.0075s0180.1.p
OG0010227	jg8662	Roisl.0001s0295.1.p
OG0010228	jg8681	Roisl.0001s0274.1.p
OG0010229	jg8683	Roisl.0001s0272.1.p
OG0010230	jg8699	Roisl.0001s0257.1.p, Roisl.0214s0217.1.p
OG0010231	jg8734	Roisl.0001s0224.1.p
OG0010232	jg8758	Roisl.0001s0203.1.p
OG0010233	jg8763	Roisl.0001s0197.1.p
OG0010234	jg8827	Roisl.0001s0136.1.p
OG0010235	jg8832	Roisl.0001s0130.1.p
OG0010236	jg8850	Roisl.0075s0190.1.p, Roisl.0001s0115.1.p
OG0010237	jg8862	Roisl.0001s0102.1.p
OG0010238	jg8878	Roisl.0001s0079.1.p
OG0010239	jg8884	Roisl.0001s0072.1.p
OG0010240	jg8900	Roisl.0001s0056.1.p
OG0010241	jg8904	Roisl.0001s0052.1.p
OG0010243	jg8910	Roisl.0001s0046.1.p
OG0010244	jg31219	Roisl.0015s0063.1.p
OG0010245	jg8912	Roisl.0001s0042.1.p
OG0010246	jg9077	Roisl.0003s0342.1.p
OG0010247	jg9130	Roisl.0003s0279.1.p
OG0010248	jg9125	Roisl.0003s0286.1.p
OG0010249	jg9119	Roisl.0003s0291.1.p, Roisl.0003s0297.1.p
OG0010250	jg9094	Roisl.0003s0328.1.p
OG0010251	jg9092	Roisl.0003s0330.1.p
OG0010252	jg9075	Roisl.0003s0344.1.p, Roisl.0066s0306.1.p
OG0010253	jg9071	Roisl.0003s0347.1.p
OG0010254	jg9065	Roisl.0008s0260.1.p
OG0010255	jg9050	Roisl.0008s0272.1.p
OG0010256	jg9048	Roisl.0008s0274.1.p
OG0010257	jg9043	Roisl.0008s0279.1.p
OG0010258	jg9041	Roisl.0008s0280.1.p
OG0010259	jg9039	Roisl.0008s0282.1.p
