Orthogroup	Arabidopsis_arenosa	Raphanus_sativus
OG0008600	jg16794	XP_018440587.1, XP_018467333.1, XP_018480334.1, XP_018461523.1
OG0008601	jg16883	XP_018441753.1, XP_018441870.1, XP_018459564.1, XP_018465796.1
OG0008602	jg16903	XP_018438414.1, XP_018481222.1, XP_018438416.1, XP_018467580.1
OG0008603	jg17162	XP_018434409.1, XP_018465965.1
OG0008604	jg18132	XP_018474146.1, XP_018480443.1
OG0008605	jg18521	XP_018476258.1, XP_018437626.1, XP_018440591.1
OG0008606	jg12945	XP_018455291.1, XP_018481271.1
OG0008607	jg13404	XP_018434963.1, XP_018438137.1, XP_018464156.1, XP_018470883.1, XP_018481848.1
OG0008608	jg13408, jg13407	XP_018450158.1, XP_018448438.1
OG0008609	jg13805	XP_018439209.1
OG0008610	jg5033	XP_018470809.1, XP_018446608.1
OG0008611	jg5223	XP_018473701.1, XP_018473700.1, XP_018446054.1
OG0008612	jg5524	XP_018455144.1, XP_018463931.1
OG0008613	jg6266	XP_018465406.1, XP_018481201.1, XP_018465792.1, XP_018479291.1
OG0008615	jg7587	XP_018452170.1, XP_018476508.1, XP_018474568.1
OG0008616	jg9107	XP_018470884.1
OG0008617	jg9811	XP_018482319.1, XP_018483453.1, XP_018470912.1
OG0008618	jg10061	XP_018469704.1, XP_018479117.1, XP_018479115.1
OG0008619	jg10064	XP_018477249.1, XP_018477243.1, XP_018470583.1
OG0008620	jg20658	XP_018455749.1
OG0008623	jg21196, jg21387, jg21386	XP_018436480.1
OG0008624	jg21347	XP_018482554.1, XP_018457910.1, XP_018440830.1
OG0008625	jg21404	XP_018436731.1, XP_018464976.1, XP_018481420.1
OG0008626	jg21472	XP_018454045.1, XP_018482628.1
OG0008627	jg21529	XP_018454933.1, XP_018480205.1
OG0008628	jg21727	XP_018473041.1, XP_018473229.1, XP_018473029.1, XP_018475165.1
OG0008629	jg22060	XP_018468920.1, XP_018475066.1
OG0008630	jg22082	XP_018453329.1, XP_018453330.1, XP_018471054.1
OG0008649	jg9371	XP_018449251.1
OG0008650	jg9368	XP_018483707.1
OG0008651	jg10220	XP_018477205.1
OG0008652	jg10223	XP_018467119.1, XP_018448470.1, XP_018448465.1
OG0008653	jg14448	XP_018440641.1, XP_018454023.1
OG0008654	jg14461	XP_018438229.1, XP_018469421.1
OG0008655	jg14676	XP_018469161.1, XP_018488134.1
OG0008656	jg14673	XP_018465085.1, XP_018437414.1, XP_018437412.1
OG0008657	jg29429	XP_018487772.1
OG0008658	jg14664	XP_018458336.1, XP_018458334.1
OG0008659	jg14601	XP_018487240.1, XP_018441118.1
OG0008660	jg14622	XP_018439975.1
OG0008661	jg14626	XP_018486378.1, XP_018439691.1
OG0008662	jg12896	XP_018439269.1, XP_018439742.1
OG0008663	jg12986	XP_018440338.1, XP_018483355.1
OG0008664	jg12661	XP_018445583.1
OG0008665	jg5652	XP_018442784.1, XP_018473076.1
OG0008666	jg5624	XP_018470490.1, XP_018442733.1
OG0008667	jg5622	XP_018444070.1, XP_018442689.1
OG0008668	jg5602	XP_018472233.1
OG0008669	jg25332	XP_018485996.1
OG0008670	jg5557	XP_018446025.1
OG0008671	jg5506	XP_018472583.1, XP_018442374.1
OG0008672	jg5505	XP_018443839.1, XP_018472145.1
OG0008674	jg5499	XP_018442940.1
OG0008675	jg5497	XP_018446661.1, XP_018476028.1
OG0008676	jg5489	XP_018442187.1, XP_018471421.1
OG0008677	jg5474	XP_018469275.1, XP_018444330.1
OG0008678	jg5455	XP_018466864.1, XP_018445368.1
OG0008679	jg19809	XP_018477828.1, XP_018477835.1, XP_018477846.1
OG0008680	jg5446	XP_018487841.1, XP_018446588.1
OG0008681	jg5439	XP_018477012.1, XP_018445344.1
OG0008682	jg5436	XP_018472832.1, XP_018442292.1
OG0008683	jg5422	XP_018474292.1, XP_018475893.1, XP_018462472.1, XP_018446254.1
OG0008684	jg5405	XP_018444079.1
OG0008685	jg5402	XP_018442178.1
OG0008686	jg5401	XP_018468334.1, XP_018446249.1
OG0008687	jg27176	XP_018493035.1, XP_018493029.1
OG0008689	jg5385	XP_018444490.1, XP_018453256.1
OG0008690	jg5359	XP_018444628.1
OG0008691	jg5354	XP_018445663.1, XP_018476551.1
OG0008692	jg18365	XP_018476581.1
OG0008693	jg5327	XP_018471901.1, XP_018467975.1
OG0008694	jg28810	XP_018453754.1, XP_018454476.1
OG0008695	jg25590	XP_018491123.1
OG0008696	jg5241	XP_018446259.1
OG0008697	jg5234	XP_018444292.1, XP_018443302.1
OG0008698	jg5203	XP_018475110.1
OG0008699	jg5198	XP_018444609.1, XP_018444612.1, XP_018475737.1, XP_018460995.1
OG0008700	jg22383	XP_018455724.1, XP_018476721.1
OG0008701	jg5177	XP_018470377.1, XP_018445451.1
OG0008702	jg5168	XP_018471847.1, XP_018446108.1
OG0008703	jg5148	XP_018445573.1, XP_018443006.1
OG0008704	jg5142	XP_018471162.1, XP_018445365.1
OG0008705	jg5129	XP_018475409.1, XP_018444613.1
OG0008706	jg5128	XP_018445568.1, XP_018442681.1
OG0008707	jg5124	XP_018475388.1
OG0008708	jg5121	XP_018455248.1, XP_018446441.1
OG0008709	jg5120	XP_018446440.1, XP_018455336.1
OG0008711	jg5084	XP_018446606.1, XP_018446572.1
OG0008712	jg5075	XP_018469892.1, XP_018442186.1
OG0008713	jg5074	XP_018444008.1
OG0008714	jg5069	XP_018445632.1, XP_018474311.1
OG0008715	jg5059	XP_018445829.1, XP_018474541.1
OG0008716	jg5038	XP_018444030.1
OG0008717	jg5036	XP_018449677.1, XP_018442338.1
OG0008718	jg5030	XP_018442465.1, XP_018476281.1
OG0008719	jg5029	XP_018476285.1, XP_018442468.1
OG0008720	jg5023	XP_018471490.1, XP_018462094.1
OG0008721	jg4988	XP_018446005.1, XP_018446004.1, XP_018471188.1
OG0008722	jg4961	XP_018444515.1, XP_018469102.1
OG0008723	jg22337	XP_018457195.1
OG0008724	jg4942	XP_018446916.1, XP_018472253.1
OG0008725	jg4929	XP_018446838.1, XP_018453695.1
OG0008726	jg4928	XP_018444452.1, XP_018469711.1
OG0008727	jg4902	XP_018471071.1, XP_018442309.1
OG0008728	jg4896	XP_018442127.1
OG0008729	jg4877	XP_018473113.1, XP_018445961.1
OG0008730	jg4844	XP_018468707.1
OG0008731	jg4827	XP_018471318.1, XP_018442773.1
OG0008732	jg4808	XP_018470985.1, XP_018446944.1
OG0008735	jg4746	XP_018476201.1, XP_018445459.1
OG0008736	jg4737, jg33794	XP_018471853.1
OG0008737	jg4715	XP_018476391.1, XP_018467393.1
OG0008738	jg4712	XP_018462490.1, XP_018476754.1, XP_018445279.1
OG0008739	jg13654	XP_018439290.1
OG0008740	jg21700	XP_018456284.1
OG0008742	jg4669	XP_018444389.1, XP_018474973.1
OG0008743	jg4652	XP_018459195.1, XP_018459312.1, XP_018442728.1
OG0008744	jg4635, jg14359	XP_018470448.1, XP_018470446.1
OG0008745	jg4632	XP_018473115.1
OG0008746	jg4623	XP_018446886.1, XP_018474588.1
OG0008747	jg4602	XP_018446035.1, XP_018468394.1
OG0008748	jg7865	XP_018455550.1, XP_018455551.1, XP_018456569.1
OG0008749	jg7868	XP_018474877.1
OG0008750	jg7908	XP_018457564.1, XP_018453018.1
OG0008751	jg7909	XP_018453231.1
OG0008752	jg7924	XP_018473367.1, XP_018452805.1
OG0008753	jg9960	XP_018472329.1, XP_018472339.1
OG0008754	jg21760	XP_018473395.1, XP_018470853.1
OG0008755	jg9982	XP_018482304.1, XP_018450321.1
OG0008756	jg9983	XP_018450311.1
OG0008757	jg8145	XP_018469167.1
OG0008758	jg17438	XP_018433128.1, XP_018481641.1
OG0008759	jg17442	XP_018440827.1, XP_018440838.1
OG0008760	jg17511	XP_018459371.1, XP_018474644.1, XP_018436627.1
OG0008761	jg17539	XP_018466279.1
OG0008762	jg17618	XP_018440098.1, XP_018440097.1
OG0008763	jg17632	XP_018480314.1
OG0008764	jg17639	XP_018441311.1
OG0008765	jg17642	XP_018444681.1, XP_018475315.1
OG0008766	jg17677	XP_018467342.1, XP_018482446.1
OG0008768	jg17704	XP_018437221.1
OG0008770	jg17717	XP_018485223.1
OG0008771	jg17725	XP_018440495.1
OG0008772	jg17736	XP_018439174.1, XP_018483664.1
OG0008773	jg17760	XP_018438526.1
OG0008774	jg17763	XP_018477635.1, XP_018439131.1
OG0008775	jg17764	XP_018477058.1, XP_018441946.1
OG0008776	jg17801	XP_018484410.1, XP_018441101.1
OG0008777	jg17807	XP_018436823.1, XP_018436809.1
OG0008778	jg17831	XP_018447541.1
OG0008779	jg17834	XP_018480655.1, XP_018439012.1
OG0008780	jg17855	XP_018438626.1, XP_018478543.1
OG0008781	jg17858	XP_018463081.1, XP_018435221.1, XP_018481473.1
OG0008782	jg17859, jg24238	XP_018485169.1
OG0008784	jg17866	XP_018436847.1, XP_018479834.1
OG0008785	jg17874	XP_018434542.1, XP_018466231.1, XP_018483579.1
OG0008786	jg17901	XP_018477386.1, XP_018434838.1
OG0008787	jg17946	XP_018433075.1, XP_018476483.1
OG0008788	jg17947	XP_018478075.1, XP_018478123.1
OG0008789	jg18036	XP_018434690.1, XP_018484445.1
OG0008790	jg18041	XP_018440851.1, XP_018463205.1
OG0008791	jg18045	XP_018482747.1
OG0008792	jg18053	XP_018464983.1, XP_018481557.1, XP_018438152.1
OG0008794	jg18079	XP_018465115.1, XP_018436294.1
OG0008795	jg18093	XP_018441739.1
OG0008796	jg18094	XP_018477578.1, XP_018472872.1
OG0008797	jg18119	XP_018483164.1
OG0008798	jg18159, jg18180	XP_018472758.1, XP_018477468.1
OG0008799	jg18163	XP_018475282.1
OG0008800	jg18164	XP_018478693.1, XP_018463675.1, XP_018472978.1
OG0008801	jg18172	XP_018477747.1, XP_018479855.1, XP_018482266.1
OG0008802	jg18185	XP_018480332.1, XP_018460850.1, XP_018439031.1
OG0008803	jg18188	XP_018439028.1, XP_018483903.1
OG0008804	jg18197	XP_018458220.1, XP_018472816.1, XP_018437316.1
OG0008805	jg18202	XP_018480398.1, XP_018476196.1
OG0008806	jg18239	XP_018483212.1, XP_018478873.1
OG0008807	jg18245	XP_018439591.1, XP_018484851.1
OG0008809	jg18283	XP_018439636.1
OG0008810	jg18321	XP_018480813.1, XP_018434837.1
OG0008811	jg18301	XP_018438654.1
OG0008812	jg11618	XP_018451856.1
OG0008814	jg18361	XP_018484313.1, XP_018462411.1
OG0008815	jg18402	XP_018485333.1, XP_018480781.1
OG0008816	jg18419, jg18421	XP_018477108.1, XP_018476898.1
OG0008817	jg18429	XP_018473333.1
OG0008818	jg18430	XP_018484564.1, XP_018438570.1
OG0008819	jg18433	XP_018482114.1, XP_018436340.1, XP_018436339.1
OG0008820	jg18438	XP_018433660.1, XP_018477163.1
OG0008821	jg20904	XP_018440565.1, XP_018483890.1
OG0008822	jg20855	XP_018482183.1, XP_018455078.1
OG0008823	jg20848	XP_018455115.1, XP_018467064.1, XP_018479551.1
OG0008824	jg20834	XP_018434668.1
OG0008825	jg20818	XP_018457639.1
OG0008826	jg20816	XP_018434402.1
OG0008827	jg10027	XP_018472309.1
OG0008828	jg20766	XP_018464348.1, XP_018481822.1, XP_018455754.1
OG0008830	jg9953	XP_018456800.1, XP_018456576.1
OG0008831	jg9951	XP_018467747.1, XP_018467443.1, XP_018479104.1
OG0008832	jg9933	XP_018477679.1, XP_018466508.1
OG0008833	jg32826	XP_018480699.1
OG0008834	jg32815	XP_018493604.1, XP_018447339.1
OG0008835	jg32809	XP_018485795.1
OG0008836	jg32796, jg32791	XP_018486470.1
OG0008837	jg32782	XP_018490980.1
OG0008838	jg32776	XP_018440459.1
OG0008839	jg32698	XP_018442646.1, XP_018441332.1, XP_018451413.1
OG0008840	jg32729	XP_018461639.1, XP_018447907.1
OG0008841	jg32742	XP_018458292.1, XP_018447566.1
OG0008842	jg31296	XP_018447257.1, XP_018435909.1
OG0008843	jg31309	XP_018432972.1, XP_018440813.1
OG0008844	jg31336	XP_018459365.1
OG0008845	jg26854	XP_018490066.1
OG0008846	jg31352	XP_018490375.1, XP_018489204.1
OG0008847	jg31369	XP_018493264.1
OG0008848	jg31415	XP_018460110.1, XP_018485375.1
OG0008849	jg31446	XP_018442517.1
OG0008850	jg31447	XP_018489627.1, XP_018442510.1
OG0008851	jg31452	XP_018465829.1, XP_018479188.1
OG0008852	jg31499	XP_018451056.1, XP_018490168.1
OG0008853	jg21550	XP_018455277.1
OG0008854	jg31516	XP_018449439.1, XP_018434497.1
OG0008855	jg31534	XP_018487825.1, XP_018487824.1
OG0008856	jg31543	XP_018434046.1
OG0008857	jg31580	XP_018435097.1, XP_018450596.1, XP_018450593.1
OG0008858	jg31623	XP_018491946.1, XP_018490768.1
OG0008859	jg31627	XP_018490686.1, XP_018492146.1
OG0008860	jg31634	XP_018459809.1, XP_018457460.1
OG0008861	jg31654	XP_018442661.1, XP_018491733.1
OG0008862	jg31660	XP_018459609.1, XP_018449967.1
OG0008863	jg31664	XP_018452810.1, XP_018466728.1
OG0008864	jg31685	XP_018451743.1, XP_018458994.1
OG0008865	jg31735	XP_018490850.1, XP_018487752.1
OG0008866	jg31744	XP_018486171.1, XP_018486776.1
OG0008867	jg21708	XP_018458018.1, XP_018462252.1
OG0008868	jg31776	XP_018447458.1, XP_018448600.1
OG0008869	jg31813	XP_018476340.1
OG0008870	jg31832	XP_018442639.1, XP_018448638.1
OG0008871	jg31882	XP_018465889.1
OG0008872	jg31907	XP_018469060.1
OG0008873	jg18651	XP_018482276.1, XP_018482236.1
OG0008874	jg13059	XP_018483485.1
OG0008876	jg13139	XP_018463737.1, XP_018478531.1
OG0008877	jg16265	XP_018491271.1
OG0008878	jg23715	XP_018433626.1
OG0008879	jg23712	XP_018438310.1
OG0008880	jg23710	XP_018437710.1, XP_018455406.1
OG0008881	jg23695	XP_018454481.1, XP_018434420.1
OG0008882	jg23693	XP_018440045.1, XP_018456928.1
OG0008883	jg23690	XP_018454825.1, XP_018440048.1
OG0008884	jg23683	XP_018441511.1, XP_018457362.1
OG0008885	jg23672	XP_018464181.1
OG0008886	jg23653	XP_018440392.1
OG0008887	jg23650	XP_018441631.1, XP_018441627.1
OG0008888	jg23631	XP_018441424.1, XP_018491145.1
OG0008890	jg23614	XP_018438004.1, XP_018489567.1
OG0008891	jg23583	XP_018433770.1, XP_018485736.1
OG0008892	jg23577	XP_018485684.1, XP_018441881.1, XP_018441728.1
OG0008893	jg23567	XP_018488455.1, XP_018488456.1, XP_018488457.1
OG0008894	jg23536	XP_018441304.1, XP_018492162.1
OG0008895	jg23522	XP_018487173.1, XP_018434519.1
OG0008896	jg23521	XP_018490252.1, XP_018438565.1, XP_018438564.1
OG0008897	jg23519	XP_018493354.1
OG0008898	jg23509	XP_018439353.1, XP_018432836.1
OG0008899	jg23501	XP_018432774.1
OG0008901	jg23468	XP_018492866.1, XP_018457903.1
OG0008902	jg23424	XP_018486094.1, XP_018456186.1
OG0008903	jg23413	XP_018459912.1, XP_018436528.1
OG0008904	jg23397	XP_018488474.1, XP_018466442.1
OG0008905	jg23381	XP_018440153.1, XP_018493330.1
OG0008906	jg23374	XP_018452249.1, XP_018454214.1, XP_018493305.1
OG0008907	jg23357	XP_018439401.1, XP_018491027.1
OG0008908	jg23339, jg23342	XP_018433901.1, XP_018433905.1
OG0008909	jg23319	XP_018485632.1, XP_018462986.1
OG0008910	jg23307	XP_018490841.1, XP_018458209.1
OG0008911	jg23292	XP_018456791.1, XP_018491957.1
OG0008912	jg23255	XP_018452806.1, XP_018489469.1
OG0008913	jg23243	XP_018489318.1, XP_018489323.1
OG0008914	jg23236	XP_018492922.1, XP_018493014.1
OG0008915	jg23228	XP_018485869.1, XP_018485848.1
OG0008916	jg23218	XP_018432707.1
OG0008917	jg23208	XP_018466422.1, XP_018458217.1
OG0008918	jg23204	XP_018434107.1, XP_018492002.1
OG0008919	jg23195	XP_018489917.1, XP_018435574.1
OG0008920	jg23189	XP_018488922.1, XP_018454600.1
OG0008921	jg23181	XP_018436780.1, XP_018487329.1
OG0008923	jg23152	XP_018491726.1, XP_018486705.1
OG0008925	jg23146	XP_018492793.1
OG0008926	jg23132	XP_018489569.1, XP_018463061.1, XP_018437915.1
OG0008927	jg23125	XP_018486621.1, XP_018454086.1
OG0008928	jg23089	XP_018480616.1, XP_018460654.1
OG0008929	jg23057	XP_018433050.1, XP_018457005.1
OG0008930	jg6142	XP_018485076.1, XP_018461634.1
OG0008931	jg6160	XP_018440124.1, XP_018484083.1, XP_018482843.1
OG0008932	jg6164	XP_018482854.1, XP_018480399.1
OG0008933	jg6180	XP_018484127.1, XP_018484143.1
OG0008934	jg6182	XP_018484739.1, XP_018484706.1
OG0008935	jg6195	XP_018439794.1, XP_018463632.1
OG0008936	jg6198	XP_018452357.1, XP_018483909.1
OG0008937	jg6205	XP_018457963.1, XP_018464960.1, XP_018479286.1
OG0008938	jg6243	XP_018478710.1, XP_018438575.1
OG0008939	jg6275	XP_018435000.1, XP_018464993.1, XP_018482937.1
OG0008940	jg6304	XP_018477405.1, XP_018452102.1
OG0008941	jg6308	XP_018454063.1, XP_018454064.1, XP_018481771.1
OG0008942	jg6324	XP_018480900.1, XP_018439342.1
OG0008943	jg6327	XP_018438077.1, XP_018482987.1
OG0008944	jg6339	XP_018482676.1, XP_018454061.1, XP_018454059.1
OG0008945	jg6367	XP_018485056.1, XP_018456521.1
OG0008946	jg6372	XP_018477215.1
OG0008947	jg6387	XP_018433495.1, XP_018452277.1
OG0008948	jg6389	XP_018462254.1, XP_018437510.1
OG0008949	jg6399	XP_018433976.1, XP_018455992.1
OG0008950	jg6411	XP_018483724.1, XP_018434672.1
OG0008952	jg6470	XP_018455019.1, XP_018481109.1
OG0008953	jg6532	XP_018454624.1, XP_018454625.1
OG0008954	jg5818	XP_018444667.1, XP_018469314.1
OG0008955	jg5827	XP_018444723.1, XP_018468837.1
OG0008956	jg5823	XP_018444810.1
OG0008957	jg5822	XP_018472075.1, XP_018472675.1
OG0008958	jg5821	XP_018450675.1, XP_018465959.1, XP_018443191.1
OG0008959	jg5819	XP_018455607.1
OG0008960	jg5835	XP_018470146.1, XP_018445418.1
OG0008961	jg5836	XP_018466707.1, XP_018459327.1, XP_018445417.1
OG0008963	jg5853	XP_018444093.1, XP_018468335.1
OG0008964	jg5855	XP_018453283.1, XP_018443012.1
OG0008965	jg5877	XP_018456754.1, XP_018470185.1
OG0008966	jg5881	XP_018443907.1, XP_018474705.1, XP_018474712.1, XP_018474710.1
OG0008967	jg5885	XP_018471736.1, XP_018444982.1
OG0008968	jg5890	XP_018471855.1, XP_018471898.1, XP_018444980.1
OG0008969	jg5912	XP_018468089.1, XP_018445734.1
OG0008970	jg5935	XP_018446969.1, XP_018472164.1
OG0008971	jg5948	XP_018445792.1
OG0008972	jg5951	XP_018474363.1, XP_018461950.1
OG0008973	jg5961	XP_018445024.1, XP_018471862.1
OG0008974	jg5965	XP_018476559.1, XP_018442963.1
OG0008975	jg5970	XP_018442473.1, XP_018475141.1
OG0008976	jg5972	XP_018446289.1
OG0008977	jg5990	XP_018456861.1, XP_018476488.1
OG0008978	jg6004	XP_018476770.1, XP_018445220.1
OG0008979	jg6028, jg6024	XP_018445777.1, XP_018444834.1
OG0008980	jg6043	XP_018471141.1, XP_018447001.1, XP_018447010.1
OG0008981	jg6050	XP_018468330.1, XP_018444164.1
OG0008982	jg6085	XP_018462068.1, XP_018442131.1, XP_018472271.1, XP_018472238.1
OG0008983	jg22175	XP_018474795.1
OG0008984	jg6118	XP_018449762.1
OG0008985	jg6135	XP_018445032.1, XP_018468741.1
OG0008986	jg23010	XP_018445383.1, XP_018469248.1
OG0008988	jg22966	XP_018472844.1, XP_018446138.1
OG0008989	jg22937	XP_018451651.1, XP_018462478.1
OG0008990	jg22934	XP_018462617.1, XP_018457487.1
OG0008991	jg22916	XP_018452857.1, XP_018468195.1
OG0008992	jg22924	XP_018452970.1
OG0008993	jg22912	XP_018454805.1, XP_018469073.1
OG0008994	jg22844	XP_018453314.1
OG0008995	jg22840	XP_018466463.1
OG0008996	jg22827	XP_018452132.1, XP_018452673.1, XP_018469410.1
OG0008997	jg22821	XP_018469411.1, XP_018457305.1
OG0008998	jg22818	XP_018453045.1
OG0008999	jg22779	XP_018456455.1
OG0009002	jg22721	XP_018467917.1, XP_018456807.1
OG0009003	jg30642	XP_018433286.1
OG0009004	jg22708	XP_018476124.1, XP_018455650.1
OG0009005	jg3531	XP_018464107.1, XP_018455602.1
OG0009006	jg22690	XP_018469194.1, XP_018456351.1, XP_018464322.1
OG0009007	jg22665	XP_018475497.1, XP_018469355.1
OG0009008	jg22654	XP_018454937.1, XP_018458364.1, XP_018462723.1
OG0009009	jg22637	XP_018446091.1
OG0009010	jg22629	XP_018454336.1, XP_018454339.1
OG0009011	jg22627, jg22625	XP_018476308.1
OG0009012	jg22618	XP_018456371.1, XP_018469553.1, XP_018469555.1
OG0009013	jg22615	XP_018457546.1, XP_018455061.1
OG0009014	jg22614	XP_018454287.1
OG0009015	jg22586	XP_018471840.1
OG0009016	jg22585	XP_018454802.1, XP_018468471.1
OG0009017	jg22573	XP_018475441.1, XP_018455552.1
OG0009018	jg22569	XP_018453193.1, XP_018473565.1
OG0009019	jg22562	XP_018457772.1, XP_018471294.1
OG0009020	jg22558	XP_018452826.1, XP_018473226.1
OG0009021	jg22540	XP_018454629.1, XP_018454426.1
OG0009022	jg22535	XP_018474769.1
OG0009023	jg22493	XP_018476128.1, XP_018457845.1
OG0009024	jg22490	XP_018472650.1, XP_018452156.1
OG0009025	jg22471	XP_018453565.1, XP_018456318.1
OG0009026	jg22480	XP_018476760.1
OG0009027	jg22439	XP_018475719.1, XP_018454378.1
OG0009028	jg22438	XP_018457032.1
OG0009029	jg22425	XP_018475843.1
OG0009030	jg22398	XP_018474678.1, XP_018455214.1, XP_018465775.1
OG0009031	jg22397	XP_018456864.1, XP_018452720.1
OG0009032	jg22388	XP_018453584.1, XP_018464717.1
OG0009033	jg22387	XP_018464718.1
OG0009034	jg22348	XP_018456110.1, XP_018476535.1
OG0009035	jg22339	XP_018468937.1, XP_018457192.1
OG0009036	jg22338	XP_018457194.1
OG0009037	jg22330	XP_018456101.1
OG0009038	jg22323	XP_018474680.1, XP_018454601.1
OG0009039	jg14806	XP_018489631.1, XP_018437229.1
OG0009040	jg14767	XP_018434705.1, XP_018464417.1
OG0009041	jg14765	XP_018471558.1
OG0009042	jg14742	XP_018488870.1, XP_018437241.1
OG0009043	jg14735, jg14738	XP_018433166.1
OG0009044	jg14714	XP_018469690.1, XP_018469645.1
OG0009045	jg14702	XP_018483135.1
OG0009046	jg22208	XP_018485016.1, XP_018473554.1
OG0009047	jg22220	XP_018471058.1
OG0009048	jg7983	XP_018466566.1
OG0009049	jg7860	XP_018460629.1, XP_018454879.1
OG0009050	jg17175	XP_018480417.1
OG0009051	jg4582	XP_018444950.1, XP_018444951.1, XP_018469037.1
OG0009052	jg11960	XP_018448631.1
OG0009053	jg370	XP_018456815.1, XP_018456801.1
OG0009054	jg4506	XP_018442210.1, XP_018472625.1
OG0009055	jg4442	XP_018469752.1
OG0009056	jg4423	XP_018442513.1
OG0009057	jg4417	XP_018446389.1
OG0009058	jg4396	XP_018474871.1, XP_018443140.1
OG0009059	jg4386	XP_018475101.1, XP_018445235.1
OG0009060	jg5693	XP_018476744.1
OG0009061	jg5692	XP_018469952.1
OG0009062	jg31198	XP_018485090.1, XP_018490216.1
OG0009063	jg4367	XP_018475593.1, XP_018443416.1
OG0009064	jg31214	XP_018442950.1
OG0009065	jg4356	XP_018442986.1
OG0009066	jg4355	XP_018474722.1, XP_018457123.1
OG0009068	jg4327	XP_018445049.1, XP_018470179.1
OG0009069	jg4316	XP_018471748.1, XP_018471745.1
OG0009070	jg4363, jg4240, jg4301, jg4392	XP_018476515.1, XP_018473074.1
OG0009071	jg4295	XP_018453053.1, XP_018444276.1, XP_018444273.1
OG0009072	jg4284	XP_018443402.1, XP_018443401.1
OG0009073	jg4275	XP_018476086.1, XP_018446252.1
OG0009074	jg4274	XP_018476085.1, XP_018446251.1
OG0009075	jg19595	XP_018480404.1
OG0009076	jg4257	XP_018443396.1, XP_018475362.1
OG0009077	jg4250	XP_018457550.1, XP_018446691.1
OG0009078	jg4249	XP_018468135.1, XP_018473672.1
OG0009079	jg4230	XP_018444216.1, XP_018476123.1
OG0009080	jg4196	XP_018445924.1
OG0009081	jg4181	XP_018442411.1, XP_018472819.1
