Orthogroup	Cardamine_amara	Euclidium_syriacum
OG0006235	evm.model.RL_8.2125	ESY6_g48939_DN3_SP1_c0.t1
OG0006236	evm.model.RL_8.2094.2.687c855f	ESY6_g48888_DN3_SP0_c0.t1
OG0006237	evm.model.RL_7.1722	ESY1_g8127_DN3_SP8_c0.t1
OG0006238	evm.model.RL_8.1999.1.687c855e	ESY6_g48680_DN3_SP7_c0.t1
OG0006239	evm.model.RL_8.1968	ESY6_g48653_DN3_SP0_c0.t1
OG0006240	evm.model.RL_8.2390	ESY6_g49744_DN3_SP8_c0.t1
OG0006241	evm.model.RL_8.2419	ESY6_g49668_DN3_SP0_c0.t1, ESY8_g60833_DN3_SP0_c0.t1, ESY6_g49670_DN3_SP0_c0.t1, ESY16_g61704_DN3_SP0_c0.t1
OG0006242	evm.model.RL_8.2422.2.687c8561	ESY6_g49664_DN3_SP0_c0.t1
OG0006243	evm.model.RL_8.2476	ESY6_g49596_DN3_SP8_c0.t1
OG0006244	evm.model.RL_1.2805	ESY29_g13610_DN1_SP0_c0.t1, ESY16_g62275_DN2_SP0_c0.t1
OG0006246	evm.model.RL_8.2554	ESY6_g50628_DN3_SP8_c0.t1
OG0006247	evm.model.RL_8.2619	ESY6_g50513_DN3_SP3_c0.t1
OG0006248	evm.model.RL_8.2633	ESY6_g50496_DN3_SP8_c0.t1
OG0006249	evm.model.RL_8.2640	ESY6_g50484_DN3_SP4_c0.t1
OG0006250	evm.model.RL_8.2651, evm.model.RL_8.2654	ESY6_g50470_DN3_SP0_c0.t1
OG0006251	evm.model.RL_8.2799	ESY6_g50285_DN3_SP0_c0.t1
OG0006252	evm.model.RL_8.2819	ESY6_g50245_DN3_SP0_c0.t1
OG0006253	evm.model.RL_8.33	ESY20_g13345_DN3_SP3_c0.t1
OG0006254	evm.model.RL_8.104	ESY20_g13007_DN3_SP0_c0.t1
OG0006255	evm.model.RL_8.219	ESY20_g13100_DN3_SP0_c0.t1
OG0006256	evm.model.RL_8.175	ESY20_g13163_DN3_SP0_c0.t1
OG0006257	evm.model.RL_8.258	ESY20_g13224_DN2_SP0_c0.t1
OG0006259	evm.model.RL_8.282	ESY20_g13279_DN3_SP6_c0.t1
OG0006260	evm.model.RL_8.284	ESY20_g13283_DN3_SP8_c0.t1
OG0006261	evm.model.RL_4.477	ESY8_g58135_DN3_SP0_c0.t1
OG0006262	evm.model.RL_6.1430	ESY20_g12847_DN3_SP0_c0.t1, ESY20_g12848_DN3_SP0_c0.t1
OG0006263	evm.model.RL_6.1400	ESY20_g12789_DN3_SP0_c0.t1
OG0006264	evm.model.RL_6.1384	ESY20_g12749_DN3_SP1_c0.t1
OG0006265	evm.model.RL_6.1330	ESY20_g12674_DN3_SP1_c0.t1
OG0006266	evm.model.RL_6.1278	ESY8_g58403_DN3_SP0_c0.t1
OG0006267	evm.model.RL_6.1273	ESY8_g58414_DN2_SP1_c0.t1
OG0006268	evm.model.RL_6.1211	ESY8_g58534_DN3_SP0_c0.t1
OG0006269	evm.model.RL_6.1192	ESY8_g58511_DN2_SP0_c0.t1
OG0006270	evm.model.RL_6.1132	ESY8_g58658_DN3_SP0_c0.t1
OG0006271	evm.model.RL_6.1069	ESY8_g58748_DN3_SP0_c0.t1
OG0006272	evm.model.RL_6.1067	ESY8_g58749_DN3_SP0_c0.t1
OG0006273	evm.model.RL_6.1056	ESY8_g58771_DN3_SP0_c0.t1
OG0006274	evm.model.RL_6.1055	ESY8_g58772_DN3_SP8_c0.t1
OG0006275	evm.model.RL_6.946	ESY8_g58927_DN3_SP0_c0.t1
OG0006276	evm.model.RL_5.681, evm.model.RL_6.877	ESY8_g59006_DN3_SP1_c0.t1
OG0006277	evm.model.RL_2.2253	ESY16_g62211_DN3_SP0_c14.t1
OG0006278	evm.model.RL_1.76	ESY3_g32617_DN3_SP5_c0.t1
OG0006279	evm.model.RL_1.4	ESY7_g19678_DN3_SP8_c0.t1
OG0006280	evm.model.RL_1.769	ESY3_g30770_DN2_SP7_c0.t1
OG0006281	evm.model.RL_4.3423	ESY7_g19657_DN3_SP0_c0.t1
OG0006282	evm.model.RL_2.2169	ESY16_g62505_DN3_SP8_c0.t1
OG0006283	evm.model.RL_1.104	ESY3_g32581_DN3_SP2_c0.t1, ESY3_g32582_DN3_SP1_c0.t1
OG0006284	evm.model.RL_1.116	ESY3_g32558_DN2_SP1_c0.t1, ESY3_g32557_DN3_SP0_c0.t1
OG0006285	evm.model.RL_4.2062	ESY7_g17408_DN3_SP0_c0.t1
OG0006286	evm.model.RL_1.258	ESY3_g32318_DN3_SP8_c0.t1, ESY4_g26290_DN3_SP0_c0.t1, ESY3_g32316_DN3_SP0_c0.t1, ESY3_g32317_DN3_SP0_c0.t1
OG0006287	evm.model.RL_1.272_evm.model.RL_1.273.2.687c9a62	ESY3_g32281_DN3_SP6_c0.t1
OG0006288	evm.model.RL_1.294	ESY3_g32238_DN3_SP8_c0.t1
OG0006289	evm.model.RL_1.305	ESY3_g32174_DN3_SP0_c0.t1
OG0006290	evm.model.RL_1.347	ESY3_g32045_DN3_SP6_c0.t1
OG0006291	evm.model.RL_1.460	ESY3_g31766_DN3_SP0_c0.t1
OG0006294	evm.model.RL_1.669	ESY3_g31401_DN3_SP0_c0.t1
OG0006295	evm.model.RL_6.2169	ESY12_g50907_DN3_SP8_c0.t1
OG0006296	evm.model.RL_6.2168	ESY12_g50904_DN3_SP8_c15.t1
OG0006297	evm.model.RL_6.2085	ESY9_g45597_DN3_SP8_c0.t1
OG0006298	evm.model.RL_6.2068	ESY9_g45551_DN3_SP0_c0.t1
OG0006299	evm.model.RL_6.2026	ESY9_g45449_DN3_SP6_c10.t1, ESY10_g15027_DN3_SP0_c0.t1, ESY3_g29263_DN1_SP0_c0.t1, ESY3_g29264_DN3_SP0_c0.t1
OG0006300	evm.model.RL_6.1985	ESY9_g45389_DN3_SP0_c0.t1
OG0006301	evm.model.RL_6.1679	ESY9_g44065_DN3_SP0_c0.t1
OG0006302	evm.model.RL_6.1725	ESY9_g44324_DN3_SP8_c0.t1
OG0006303	evm.model.RL_6.1746	ESY3_g32022_DN3_SP0_c0.t1
OG0006304	evm.model.RL_7.1021	ESY1_g11082_DN3_SP0_c0.t1
OG0006305	evm.model.RL_6.1830	ESY9_g44865_DN3_SP6_c0.t1
OG0006307	evm.model.RL_6.1946	ESY9_g45309_DN3_SP8_c0.t1
OG0006308	evm.model.RL_5.1436	ESY5_g2971_DN3_SP8_c0.t1
OG0006309	evm.model.RL_5.1463	ESY5_g3025_DN3_SP8_c0.t1
OG0006310	evm.model.RL_5.1501	ESY5_g3065_DN3_SP7_c0.t1
OG0006311	evm.model.RL_5.1502	ESY5_g3066_DN3_SP8_c0.t1
OG0006312	evm.model.RL_5.1523.1.687c88b5	ESY5_g4405_DN3_SP4_c0.t1
OG0006314	evm.model.RL_5.1554	ESY5_g4369_DN3_SP0_c0.t1
OG0006316	evm.model.RL_5.1653	ESY5_g4225_DN3_SP0_c0.t1
OG0006317	evm.model.RL_5.1640	ESY5_g4239_DN3_SP8_c0.t1
OG0006318	evm.model.RL_5.1749	ESY5_g4112_DN3_SP4_c4.t1
OG0006319	evm.model.RL_5.1856	ESY5_g3962_DN3_SP8_c0.t1
OG0006320	evm.model.RL_5.3693.1.687c88c4	ESY5_g3952_DN3_SP1_c0.t1
OG0006321	evm.model.RL_3.2043	ESY2_g34754_DN3_SP6_c0.t1
OG0006322	evm.model.RL_5.3667	ESY5_g3916_DN3_SP2_c0.t1
OG0006324	evm.model.RL_5.3597	ESY5_g2421_DN1_SP0_c0.t1
OG0006325	evm.model.RL_5.3485	ESY5_g2202_DN3_SP0_c0.t1
OG0006326	evm.model.RL_5.3302	ESY5_g1422_DN3_SP0_c0.t1
OG0006328	evm.model.RL_3.1136	ESY19_g41937_DN3_SP7_c0.t1, ESY8_g59827_DN3_SP0_c0.t1
OG0006329	evm.model.RL_5.3163	ESY13_g57818_DN3_SP8_c0.t1
OG0006330	evm.model.RL_5.3133	ESY13_g57390_DN3_SP0_c0.t1
OG0006331	evm.model.RL_5.3134	ESY13_g57210_DN3_SP8_c0.t1
OG0006332	evm.model.RL_5.3140	ESY13_g58043_DN3_SP0_c0.t1
OG0006334	evm.model.RL_2.1938	ESY13_g57255_DN2_SP0_c0.t1
OG0006335	evm.model.RL_2.1977	ESY13_g57633_DN3_SP8_c0.t1
OG0006336	evm.model.RL_2.2001	ESY13_g56940_DN3_SP0_c0.t1
OG0006337	evm.model.RL_2.2040	ESY13_g56699_DN3_SP0_c0.t1
OG0006339	evm.model.RL_6.140, evm.model.RL_8.1062.1.687c8559	ESY8_g59699_DN3_SP2_c0.t1
OG0006340	evm.model.RL_6.41	ESY8_g59867_DN3_SP8_c0.t1
OG0006341	evm.model.RL_5.1365.1.687c88b4	ESY5_g2886_DN3_SP4_c0.t1
OG0006342	evm.model.RL_5.1335	ESY5_g2853_DN3_SP8_c0.t1
OG0006343	evm.model.RL_5.1333	ESY5_g2851_DN3_SP8_c0.t1
OG0006344	evm.model.RL_5.1285	ESY5_g2796_DN2_SP0_c0.t1
OG0006346	evm.model.RL_5.1120	ESY5_g3829_DN3_SP6_c0.t1
OG0006347	evm.model.RL_8.744, evm.model.RL_8.743, evm.model.RL_5.1111	ESY5_g3809_DN3_SP8_c0.t1
OG0006348	evm.model.RL_4.776	ESY10_g14011_DN2_SP0_c0.t1, ESY3_g30695_DN3_SP0_c0.t1
OG0006349	evm.model.RL_5.990	ESY5_g3635_DN3_SP8_c0.t1
OG0006350	evm.model.RL_1.2919, evm.model.RL_5.657	ESY5_g4427_DN3_SP0_c0.t1
OG0006351	evm.model.RL_5.848	ESY5_g3378_DN3_SP8_c0.t1
OG0006352	evm.model.RL_5.875	ESY5_g3422_DN3_SP0_c0.t1
OG0006353	evm.model.RL_5.751	ESY5_g3211_DN3_SP0_c0.t1
OG0006354	evm.model.RL_5.695	ESY5_g3132_DN3_SP5_c0.t1
OG0006355	evm.model.RL_3.354, evm.model.RL_5.635	ESY5_g4462_DN3_SP0_c0.t1, ESY7_g18430_DN3_SP0_c0.t1
OG0006356	evm.model.RL_5.572	ESY5_g4565_DN3_SP0_c0.t1
OG0006358	evm.model.RL_5.537	ESY5_g4620_DN3_SP6_c0.t1
OG0006359	evm.model.RL_7.1258	ESY1_g10133_DN3_SP5_c0.t1
OG0006360	evm.model.RL_5.485	ESY5_g4696_DN3_SP0_c0.t1
OG0006361	evm.model.RL_5.472	ESY5_g4708_DN3_SP0_c14.t1
OG0006362	evm.model.RL_5.367	ESY5_g4878_DN3_SP0_c0.t1
OG0006363	evm.model.RL_5.260	ESY5_g5079_DN3_SP2_c0.t1
OG0006364	evm.model.RL_5.194.1.687c88aa	ESY5_g5180_DN3_SP8_c0.t1
OG0006365	evm.model.RL_5.197	ESY5_g5178_DN3_SP0_c0.t1
OG0006366	evm.model.RL_8.593, evm.model.RL_5.2620, evm.model.RL_5.111	ESY5_g5345_DN3_SP0_c0.t1
OG0006367	evm.model.RL_5.80	ESY5_g5388_DN3_SP7_c0.t1
OG0006368	evm.model.RL_4.2208, evm.model.RL_1.28	ESY7_g17649_DN3_SP7_c0.t1
OG0006369	evm.model.RL_4.2123	ESY4_g22448_DN2_SP0_c0.t1
OG0006369	evm.model.RL_4.2122	ESY7_g17511_DN3_SP1_c0.t1
OG0006370	evm.model.RL_4.2101	ESY7_g17464_DN3_SP7_c0.t1
OG0006371	evm.model.RL_4.2113	ESY7_g17480_DN2_SP0_c0.t1
OG0006372	evm.model.RL_4.2009	ESY7_g17319_DN3_SP1_c0.t1
OG0006374	evm.model.RL_4.1887	ESY7_g17151_DN3_SP0_c0.t1
OG0006375	evm.model.RL_3.1145	ESY5_g5119_DN3_SP0_c0.t1
OG0006376	evm.model.RL_4.1874	ESY7_g17137_DN3_SP0_c0.t1
OG0006377	evm.model.RL_4.1861	ESY2_g36070_DN3_SP0_c0.t1, ESY7_g17116_DN3_SP7_c0.t1
OG0006378	evm.model.RL_4.1795	ESY7_g17018_DN3_SP8_c0.t1
OG0006379	evm.model.RL_4.791	ESY15_g64748_DN3_SP1_c0.t1
OG0006380	evm.model.RL_7.1167	ESY1_g10342_DN3_SP5_c0.t1
OG0006381	evm.model.RL_4.2876	ESY7_g18716_DN3_SP3_c0.t1
OG0006382	evm.model.RL_4.2929	ESY7_g18793_DN3_SP4_c0.t1
OG0006383	evm.model.RL_1.607, evm.model.RL_1.606, evm.model.RL_4.2933.5.687c86dc	ESY7_g18800_DN3_SP8_c0.t1
OG0006384	evm.model.RL_4.2944	ESY7_g18833_DN3_SP6_c0.t1
OG0006385	evm.model.RL_8.38	ESY20_g12922_DN3_SP0_c0.t1
OG0006387	evm.model.RL_4.1200	ESY6_g49970_DN2_SP2_c0.t1
OG0006388	evm.model.RL_7.904	ESY1_g10869_DN3_SP0_c0.t1
OG0006389	evm.model.RL_4.1276	ESY6_g50055_DN3_SP1_c0.t1
OG0006391	evm.model.RL_4.1336	ESY6_g50121_DN3_SP0_c0.t1
OG0006392	evm.model.RL_4.1344	ESY6_g50130_DN3_SP5_c0.t1
OG0006393	evm.model.RL_4.1349	ESY6_g50133_DN3_SP0_c0.t1
OG0006394	evm.model.RL_8.2175	ESY6_g49565_DN3_SP0_c0.t1
OG0006395	evm.model.RL_8.2239	ESY6_g49474_DN3_SP0_c0.t1
OG0006396	evm.model.RL_8.2269	ESY6_g49489_DN2_SP0_c0.t1, ESY6_g49425_DN3_SP2_c0.t1
OG0006397	evm.model.RL_8.2285	ESY6_g49397_DN3_SP0_c0.t1
OG0006398	evm.model.RL_8.2296	ESY6_g49383_DN2_SP0_c0.t1
OG0006399	evm.model.RL_8.2306	ESY6_g49371_DN3_SP0_c0.t1
OG0006400	evm.model.RL_8.2330	ESY6_g49335_DN3_SP8_c0.t1
OG0006401	evm.model.RL_8.2349	ESY6_g49818_DN3_SP0_c0.t1
OG0006402	evm.model.RL_8.2350	ESY6_g49817_DN3_SP3_c0.t1
OG0006403	evm.model.RL_8.1952	ESY6_g48633_DN3_SP0_c0.t1
OG0006405	evm.model.RL_7.1273.2.687c84b8	ESY1_g10117_DN3_SP8_c0.t1
OG0006406	evm.model.RL_7.1279	ESY1_g10106_DN3_SP1_c0.t1
OG0006407	evm.model.RL_7.1284	ESY1_g10099_DN3_SP0_c0.t1
OG0006408	evm.model.RL_7.1415	ESY1_g9782_DN3_SP0_c0.t1
OG0006409	evm.model.RL_7.1513	ESY1_g9302_DN3_SP8_c0.t1
OG0006410	evm.model.RL_7.1586	ESY1_g8865_DN3_SP2_c0.t1
OG0006411	evm.model.RL_7.1811	ESY1_g7756_DN3_SP0_c0.t1
OG0006412	evm.model.RL_3.1225	ESY2_g34462_DN3_SP0_c0.t1
OG0006413	evm.model.RL_8.1091, evm.model.RL_7.1845	ESY2_g33528_DN3_SP0_c0.t1
OG0006414	evm.model.RL_3.1155	ESY19_g41900_DN2_SP6_c0.t1
OG0006415	evm.model.RL_5.3180, evm.model.RL_5.3274	ESY5_g760_DN3_SP0_c0.t1
OG0006416	evm.model.RL_3.1158	ESY19_g41901_DN3_SP0_c0.t1
OG0006417	evm.model.RL_3.1274	ESY2_g34398_DN3_SP5_c0.t1
OG0006418	evm.model.RL_3.1298	ESY2_g35368_DN3_SP0_c0.t1
OG0006419	evm.model.RL_3.1347	ESY2_g35433_DN2_SP0_c0.t1
OG0006420	evm.model.RL_3.1372.1.687c84bc	ESY2_g35458_DN3_SP6_c0.t1
OG0006422	evm.model.RL_5.1222, evm.model.RL_2.382, evm.model.RL_5.1332	ESY5_g2850_DN3_SP1_c0.t1
OG0006423	evm.model.RL_3.1553	ESY2_g35678_DN2_SP2_c0.t1
OG0006424	evm.model.RL_3.1587	ESY2_g35741_DN3_SP8_c0.t1
OG0006425	evm.model.RL_3.1595	ESY2_g35750_DN3_SP0_c0.t1
OG0006427	evm.model.RL_3.1613	ESY2_g35775_DN2_SP0_c0.t1
OG0006428	evm.model.RL_3.2213	ESY2_g35036_DN3_SP8_c0.t1
OG0006429	evm.model.RL_3.2176	ESY2_g35086_DN2_SP8_c0.t1
OG0006430	evm.model.RL_3.2172	ESY2_g35091_DN3_SP8_c0.t1
OG0006431	evm.model.RL_3.2121	ESY2_g34648_DN3_SP0_c0.t1
OG0006433	evm.model.RL_3.1949	ESY2_g36026_DN2_SP0_c0.t1
OG0006434	evm.model.RL_3.1896	ESY2_g35945_DN3_SP0_c0.t1
OG0006436	evm.model.RL_3.1725	ESY2_g35899_DN3_SP0_c0.t1
OG0006437	evm.model.RL_3.1646	ESY2_g35825_DN3_SP2_c0.t1
OG0006438	evm.model.RL_3.2307	ESY2_g36798_DN3_SP0_c0.t1
OG0006439	evm.model.RL_3.2321	ESY2_g36768_DN3_SP0_c0.t1
OG0006440	evm.model.RL_3.2340	ESY2_g36701_DN2_SP5_c0.t1
OG0006441	evm.model.RL_3.2413	ESY2_g36606_DN3_SP8_c0.t1
OG0006442	evm.model.RL_1.1184	ESY11_g52755_DN2_SP0_c0.t1, ESY3_g30123_DN3_SP0_c0.t1
OG0006443	evm.model.RL_1.1333	ESY3_g30339_DN3_SP8_c0.t1
OG0006444	evm.model.RL_5.3791	ESY2_g36911_DN3_SP4_c0.t1
OG0006445	evm.model.RL_1.1470	ESY3_g30577_DN3_SP8_c0.t1
OG0006446	evm.model.RL_1.1484	ESY3_g30598_DN3_SP7_c0.t1
OG0006447	evm.model.RL_1.1509	ESY3_g30640_DN3_SP4_c0.t1
OG0006449	evm.model.RL_1.1635	ESY3_g29845_DN3_SP0_c0.t1
OG0006450	evm.model.RL_7.1471	ESY2_g33453_DN3_SP0_c0.t1, ESY1_g9567_DN3_SP0_c0.t1
OG0006451	evm.model.RL_1.1664	ESY3_g29802_DN3_SP8_c15.t1
OG0006452	evm.model.RL_1.1669	ESY3_g29797_DN3_SP3_c0.t1
OG0006453	evm.model.RL_1.1672	ESY3_g29792_DN3_SP0_c0.t1
OG0006454	evm.model.RL_1.1679	ESY3_g29781_DN3_SP4_c0.t1
OG0006455	evm.model.RL_1.1693	ESY3_g29757_DN3_SP8_c0.t1
OG0006457	evm.model.RL_1.1702	ESY3_g29742_DN3_SP0_c0.t1
OG0006458	evm.model.RL_1.1704	ESY3_g29738_DN3_SP7_c0.t1
OG0006459	evm.model.RL_1.1712	ESY3_g29727_DN3_SP0_c0.t1
OG0006460	evm.model.RL_2.1039	ESY22_g41054_DN3_SP2_c0.t1
OG0006461	evm.model.RL_1.1733	ESY3_g29701_DN2_SP6_c0.t1
OG0006462	evm.model.RL_1.1754	ESY3_g29674_DN3_SP8_c0.t1
OG0006463	evm.model.RL_5.2096	ESY2_g37734_DN3_SP0_c0.t1
OG0006464	evm.model.RL_1.1795	ESY3_g29606_DN3_SP8_c0.t1
OG0006465	evm.model.RL_1.1859	ESY3_g29408_DN3_SP7_c0.t1
OG0006466	evm.model.RL_1.1922.1.687c87ee	ESY3_g29309_DN3_SP8_c4.t1
OG0006467	evm.model.RL_1.1952	ESY3_g29240_DN3_SP0_c0.t1
OG0006468	evm.model.RL_1.1995	ESY3_g29175_DN3_SP0_c0.t1
OG0006469	evm.model.RL_1.2004	ESY3_g29166_DN2_SP0_c0.t1
OG0006470	evm.model.RL_1.2016	ESY3_g29143_DN3_SP0_c0.t1
OG0006471	evm.model.RL_1.2080	ESY3_g29006_DN3_SP0_c0.t1
OG0006472	evm.model.RL_1.2136.1.687c87ef	ESY3_g28890_DN3_SP8_c0.t1
OG0006474	evm.model.RL_1.2176, evm.model.RL_1.2175	ESY3_g28859_DN3_SP0_c34.t1
OG0006475	evm.model.RL_1.2126	ESY3_g29498_DN3_SP0_c0.t1
OG0006475	evm.model.RL_1.2183	ESY3_g28885_DN3_SP0_c0.t1
OG0006476	evm.model.RL_1.2219	ESY3_g28559_DN3_SP8_c0.t1
OG0006477	evm.model.RL_1.2222	ESY3_g28547_DN2_SP0_c0.t1
OG0006478	evm.model.RL_1.2252	ESY3_g28383_DN3_SP6_c0.t1
OG0006479	evm.model.RL_1.2320	ESY3_g28088_DN3_SP0_c0.t1
OG0006480	evm.model.RL_1.2471	ESY3_g27042_DN3_SP4_c0.t1
OG0006481	evm.model.RL_1.2759	ESY33_g12626_DN3_SP0_c0.t1
OG0006482	evm.model.RL_1.2904	ESY11_g53976_DN3_SP4_c0.t1
OG0006483	evm.model.RL_1.2941	ESY11_g54070_DN2_SP0_c0.t1
OG0006484	evm.model.RL_1.2967	ESY11_g54149_DN3_SP0_c0.t1
OG0006485	evm.model.RL_1.3046	ESY11_g54342_DN3_SP0_c0.t1
OG0006486	evm.model.RL_1.3023	ESY11_g54289_DN2_SP0_c0.t1
OG0006487	evm.model.RL_1.3012	ESY11_g54255_DN2_SP0_c0.t1
OG0006488	evm.model.RL_1.3127.3.687c87f1	ESY11_g54614_DN3_SP4_c0.t1
OG0006489	evm.model.RL_1.3131.1.687c87f1	ESY11_g54626_DN3_SP0_c0.t1
OG0006490	evm.model.RL_1.3224	ESY3_g32128_DN3_SP7_c0.t1, ESY11_g53416_DN3_SP0_c0.t1
OG0006491	evm.model.RL_1.3243	ESY11_g54952_DN3_SP4_c0.t1, ESY3_g31443_DN3_SP0_c0.t1
OG0006492	evm.model.RL_5.3956	ESY2_g36354_DN3_SP0_c0.t1
OG0006493	evm.model.RL_5.3953	ESY2_g36349_DN3_SP5_c0.t1
OG0006494	evm.model.RL_5.3919	ESY2_g36283_DN3_SP8_c0.t1
OG0006495	evm.model.RL_5.3884	ESY2_g36238_DN2_SP3_c0.t1
OG0006496	evm.model.RL_5.3874	ESY2_g36221_DN3_SP7_c92.t1
OG0006497	evm.model.RL_5.3872	ESY2_g36219_DN1_SP0_c0.t1
OG0006498	evm.model.RL_5.3798	ESY2_g36903_DN3_SP7_c0.t1
OG0006499	evm.model.RL_5.3793	ESY2_g36909_DN3_SP8_c0.t1
OG0006500	evm.model.RL_5.1872	ESY2_g37133_DN3_SP0_c0.t1
OG0006501	evm.model.RL_5.1882	ESY2_g37165_DN3_SP1_c0.t1
OG0006502	evm.model.RL_5.1938	ESY5_g2997_DN3_SP3_c0.t1
OG0006503	evm.model.RL_5.1927	ESY2_g37268_DN3_SP7_c18.t1
OG0006504	evm.model.RL_5.2005	ESY2_g37468_DN3_SP0_c0.t1
OG0006505	evm.model.RL_5.2047	ESY2_g37574_DN3_SP0_c0.t1
OG0006506	evm.model.RL_5.2061	ESY2_g37635_DN3_SP4_c0.t1
OG0006507	evm.model.RL_5.2210	ESY2_g38310_DN3_SP0_c0.t1
OG0006509	evm.model.RL_6.1552	ESY1_g5703_DN3_SP5_c0.t1
OG0006511	evm.model.RL_6.1544	ESY1_g5738_DN3_SP8_c0.t1
OG0006513	evm.model.RL_7.1176	ESY1_g10321_DN3_SP0_c0.t1
OG0006514	evm.model.RL_7.1172	ESY1_g10329_DN3_SP8_c4.t1
OG0006515	evm.model.RL_7.895	ESY1_g10849_DN3_SP0_c0.t1
OG0006516	evm.model.RL_7.819	ESY1_g10751_DN3_SP8_c0.t1
OG0006517	evm.model.RL_7.818	ESY1_g10750_DN3_SP2_c0.t1
OG0006518	evm.model.RL_7.772	ESY1_g10646_DN3_SP0_c0.t1
OG0006519	evm.model.RL_7.729	ESY7_g18342_DN3_SP0_c0.t1, ESY1_g10537_DN3_SP0_c0.t1
OG0006520	evm.model.RL_7.712	ESY1_g11839_DN3_SP0_c0.t1
OG0006521	evm.model.RL_7.639	ESY1_g11713_DN3_SP1_c0.t1
OG0006522	evm.model.RL_7.489	ESY1_g11387_DN3_SP0_c0.t1
OG0006523	evm.model.RL_7.350	ESY1_g11984_DN3_SP0_c0.t1
OG0006524	evm.model.RL_7.298, evm.model.RL_7.441	ESY1_g12146_DN3_SP2_c0.t1
OG0006525	evm.model.RL_6.2711	ESY1_g12220_DN3_SP8_c0.t1
OG0006526	evm.model.RL_7.197	ESY1_g12354_DN3_SP0_c0.t1
OG0006527	evm.model.RL_7.171	ESY1_g12398_DN1_SP0_c0.t1
OG0006529	evm.model.RL_7.41	ESY1_g12561_DN2_SP2_c0.t1
OG0006530	evm.model.RL_7.40	ESY1_g12562_DN3_SP0_c0.t1
OG0006531	evm.model.RL_7.16	ESY1_g12587_DN3_SP3_c6.t1
OG0006532	evm.model.RL_7.1177	ESY1_g10320_DN2_SP0_c0.t1
OG0006533	evm.model.RL_7.1231	ESY1_g10178_DN3_SP0_c9.t1
OG0006536	evm.model.RL_1.1589	ESY3_g29921_DN3_SP0_c0.t1
OG0006538	evm.model.RL_3.2178	ESY2_g35084_DN1_SP0_c0.t1
OG0006539	evm.model.RL_2.2419	ESY4_g24223_DN3_SP0_c0.t1
OG0006540	evm.model.RL_5.615	ESY5_g4495_DN3_SP0_c0.t1
OG0006541	evm.model.RL_5.3639	ESY5_g2556_DN2_SP0_c0.t1
OG0006542	evm.model.RL_3.1211	ESY2_g34477_DN3_SP5_c0.t1
OG0006543	evm.model.RL_8.164	ESY20_g13169_DN3_SP0_c0.t1
OG0006544	evm.model.RL_1.2173	ESY3_g28841_DN3_SP0_c0.t1
OG0006545	evm.model.RL_8.438	ESY33_g12633_DN3_SP2_c0.t1
OG0006546	evm.model.RL_1.2358	ESY7_g19100_DN1_SP0_c0.t1
OG0006549	evm.model.RL_2.1769	ESY9_g43815_DN2_SP2_c0.t1
OG0006551	evm.model.RL_7.846, evm.model.RL_7.844, evm.model.RL_7.848, evm.model.RL_7.812	ESY7_g19473_DN2_SP0_c0.t1, ESY9_g44884_DN2_SP0_c0.t1
OG0006551	evm.model.RL_1.1324	ESY6_g50258_DN3_SP0_c0.t1
OG0006553	evm.model.RL_1.2462	ESY12_g51326_DN3_SP0_c0.t1
OG0006553	evm.model.RL_1.2461	ESY1_g12030_DN3_SP0_c0.t1, ESY1_g12031_DN3_SP0_c0.t1
OG0006554	evm.model.RL_7.2665	ESY10_g14658_DN3_SP0_c0.t1
OG0006555	evm.model.RL_2.565	ESY1_g12040_DN3_SP0_c0.t1
OG0006570	evm.model.RL_2.2369	ESY4_g24022_DN3_SP0_c6.t1, ESY7_g19302_DN3_SP0_c0.t1, ESY7_g19236_DN3_SP0_c0.t1
OG0006571	evm.model.RL_2.2378	ESY4_g24127_DN3_SP2_c0.t1
OG0006572	evm.model.RL_2.2387	ESY10_g13858_DN2_SP0_c0.t1
OG0006573	evm.model.RL_2.2393	ESY4_g24180_DN3_SP0_c0.t1
OG0006574	evm.model.RL_2.2441	ESY4_g24303_DN3_SP0_c18.t1
OG0006575	evm.model.RL_2.2443	ESY4_g24316_DN3_SP7_c0.t1
OG0006576	evm.model.RL_2.2485	ESY4_g24382_DN3_SP4_c0.t1
OG0006577	evm.model.RL_2.2516	ESY4_g24454_DN3_SP1_c0.t1
OG0006579	evm.model.RL_2.2560	ESY4_g24631_DN3_SP0_c0.t1
OG0006580	evm.model.RL_2.2622	ESY4_g24832_DN3_SP0_c5.t1
OG0006581	evm.model.RL_2.2639	ESY4_g24868_DN3_SP5_c0.t1
OG0006582	evm.model.RL_2.2656	ESY4_g24893_DN3_SP0_c3.t1
OG0006583	evm.model.RL_2.2710	ESY4_g25048_DN3_SP8_c0.t1
OG0006584	evm.model.RL_2.2729	ESY4_g25095_DN3_SP4_c0.t1
OG0006585	evm.model.RL_2.2771	ESY4_g25195_DN3_SP0_c0.t1
OG0006586	evm.model.RL_5.1711	ESY5_g4157_DN3_SP0_c0.t1
OG0006587	evm.model.RL_2.2782	ESY4_g25174_DN3_SP0_c0.t1
OG0006589	evm.model.RL_2.2889	ESY4_g25806_DN2_SP0_c0.t1
OG0006590	evm.model.RL_2.2905	ESY4_g25778_DN3_SP7_c0.t1
