Orthogroup	Cardamine_amara	Brassica_rapa
OG0006134	evm.model.RL_2.1858	XP_009136993.1, XP_009137340.2
OG0006135	evm.model.RL_2.1879	XP_009137281.1, XP_009137377.1
OG0006136	evm.model.RL_2.1894	XP_009137380.1, NP_001288947.1
OG0006137	evm.model.RL_2.1918	XP_009137645.2, XP_033144435.1
OG0006138	evm.model.RL_8.703	XP_009108223.1, XP_009134207.1
OG0006139	evm.model.RL_5.2570	XP_009145158.1, XP_033136105.1
OG0006140	evm.model.RL_5.2315	XP_009107473.1, XP_009124431.1
OG0006141	evm.model.RL_5.2361	XP_009145057.1, XP_009107647.1, XP_009123041.2
OG0006143	evm.model.RL_6.2520	XP_009142238.1, XP_009133648.1
OG0006144	evm.model.RL_5.3110	XP_009109772.1, XP_009113729.1
OG0006145	evm.model.RL_5.3092	XP_009109761.1, XP_009124448.1, XP_009102939.1
OG0006146	evm.model.RL_5.2283	XP_009123523.1, XP_009107443.1
OG0006147	evm.model.RL_5.3058	XP_009109731.1, XP_009113667.1
OG0006148	evm.model.RL_5.3056.8.687c88bf	XP_009109727.1, XP_033135415.1
OG0006149	evm.model.RL_5.3007	XP_009109680.1
OG0006150	evm.model.RL_5.2996	XP_009102864.1, XP_033133546.1, XP_033136317.1
OG0006151	evm.model.RL_5.2993	XP_009106350.1, XP_009109671.1
OG0006152	evm.model.RL_5.2989	XP_009115241.1, XP_009109667.2
OG0006153	evm.model.RL_5.2935	XP_009109627.3, XP_009115196.1
OG0006154	evm.model.RL_5.2944	XP_009115184.1, XP_033130703.1
OG0006155	evm.model.RL_6.1556	XP_009115160.1
OG0006155	evm.model.RL_5.2896	NP_001288887.1
OG0006156	evm.model.RL_5.2892	XP_009115147.1
OG0006157	evm.model.RL_2.3099	XP_009109278.1, XP_009150792.2
OG0006158	evm.model.RL_2.3187	XP_009109340.1, XP_009142559.1
OG0006159	evm.model.RL_2.3223	XP_009139093.1, XP_009138468.1
OG0006160	evm.model.RL_3.1857	XP_009109368.2, XP_009136769.1
OG0006161	evm.model.RL_2.3338	XP_009129608.1
OG0006162	evm.model.RL_2.3402	XP_009111564.1, XP_009101884.1
OG0006163	evm.model.RL_2.3462	XP_009109538.1, XP_009101933.2
OG0006164	evm.model.RL_2.477	XP_009139726.2
OG0006165	evm.model.RL_2.370	XP_009125081.1, XP_009139795.1, XP_018513667.1
OG0006166	evm.model.RL_2.356, evm.model.RL_2.359, evm.model.RL_2.349, evm.model.RL_2.465, evm.model.RL_2.350	XP_009139803.1
OG0006167	evm.model.RL_1.454	XP_009124074.1, XP_009147253.1
OG0006168	evm.model.RL_5.2808	XP_009108124.1, XP_009102665.1, XP_009114992.1
OG0006169	evm.model.RL_5.2788	XP_009114969.2, XP_009115332.1
OG0006170	evm.model.RL_6.1706	XP_009133176.2, XP_009143614.2
OG0006171	evm.model.RL_8.820	XP_033144484.1
OG0006172	evm.model.RL_8.917.1.687c8559	XP_009134093.1
OG0006173	evm.model.RL_6.1489	XP_033147734.1, XP_009143816.1
OG0006174	evm.model.RL_6.1474	XP_009141347.1, XP_009132954.1
OG0006175	evm.model.RL_4.690, evm.model.RL_4.688, evm.model.RL_4.689	XP_009113440.2
OG0006176	evm.model.RL_8.792	XP_033143784.1, XP_009113581.1
OG0006177	evm.model.RL_8.749	XP_009134190.1
OG0006179	evm.model.RL_8.621.1.687c8557	XP_009134242.1, XP_009128670.1
OG0006180	evm.model.RL_8.601	XP_009128660.1, XP_009123168.1
OG0006181	evm.model.RL_8.596	XP_009102711.2
OG0006182	evm.model.RL_8.560	XP_009114636.1, XP_009134254.1
OG0006183	evm.model.RL_8.513	XP_009114597.1, XP_009108555.1
OG0006184	evm.model.RL_8.479	XP_009134301.1, XP_009114571.1
OG0006185	evm.model.RL_8.466	XP_009134315.1, XP_009144514.1, XP_009114554.1
OG0006186	evm.model.RL_8.423.1.687c8556	XP_009114511.1
OG0006187	evm.model.RL_4.332	XP_009101620.2
OG0006188	evm.model.RL_4.301	XP_009128782.1, XP_009101609.2
OG0006189	evm.model.RL_4.199	XP_009114367.1, XP_009101530.2
OG0006190	evm.model.RL_4.200, evm.model.RL_4.198	XP_009114365.1, XP_009101529.1
OG0006192	evm.model.RL_4.5	XP_009107093.1, XP_033128859.1
OG0006193	evm.model.RL_1.2573.1.687c87f0	XP_009148347.2, XP_009118263.1
OG0006194	evm.model.RL_5.481	XP_018515449.2, XP_009111003.2
OG0006195	evm.model.RL_2.794	XP_009134909.1
OG0006196	evm.model.RL_2.836	XP_009139636.1, XP_009107693.1
OG0006197	evm.model.RL_2.876	XP_009139600.1
OG0006199	evm.model.RL_2.961	XP_009124105.1
OG0006200	evm.model.RL_2.1041	XP_009122949.1, XP_033147035.1
OG0006201	evm.model.RL_2.1093	XP_033133435.1, XP_009136706.1
OG0006202	evm.model.RL_2.128	XP_009140080.1
OG0006203	evm.model.RL_2.147	XP_009101523.1
OG0006204	evm.model.RL_6.2842	XP_009133792.1, XP_009142579.1
OG0006205	evm.model.RL_6.2822	XP_009142596.1, XP_033146678.1
OG0006206	evm.model.RL_6.2819	XP_009142447.1, XP_009142602.1
OG0006207	evm.model.RL_6.2805	XP_009133788.1, XP_009142430.1, XP_009142623.1
OG0006208	evm.model.RL_6.2798	XP_009142424.1, XP_009142633.1
OG0006209	evm.model.RL_7.201	XP_009104339.1
OG0006210	evm.model.RL_6.2762	XP_033148429.1
OG0006211	evm.model.RL_6.2676	XP_009143138.1, XP_009142333.2
OG0006212	evm.model.RL_6.2665	XP_009142330.2, XP_009143131.1
OG0006213	evm.model.RL_6.2640, evm.model.RL_6.2670	XP_033144708.1, XP_009142315.1
OG0006214	evm.model.RL_6.2630	XP_009142309.1, XP_009143085.1
OG0006216	evm.model.RL_6.2501	XP_009142963.1, XP_033130970.1
OG0006217	evm.model.RL_6.2496	XP_009133630.1, XP_009142970.1
OG0006218	evm.model.RL_5.2663, evm.model.RL_6.2460	XP_009133598.1, XP_009142928.1
OG0006219	evm.model.RL_6.2384	XP_009142852.1, XP_009133543.1
OG0006220	evm.model.RL_7.605, evm.model.RL_7.569	XP_009139027.1, XP_033136011.1
OG0006221	evm.model.RL_7.638	XP_009116433.2, XP_009139041.2
OG0006222	evm.model.RL_6.2281	XP_009141995.1, XP_033148418.1, XP_009133497.1
OG0006223	evm.model.RL_4.3378	XP_009130657.1, XP_009125422.1
OG0006224	evm.model.RL_4.3304	XP_009130698.1, XP_033137559.1
OG0006225	evm.model.RL_4.3259	XP_018512222.2, NP_001288808.1
OG0006226	evm.model.RL_4.2249	XP_009121729.1, XP_009125944.1
OG0006227	evm.model.RL_4.3175	XP_009130767.1
OG0006228	evm.model.RL_4.3125	XP_009125533.1, XP_009130793.1, XP_009122642.1
OG0006229	evm.model.RL_4.1670	XP_009120858.1, XP_009131751.1, XP_009126390.1
OG0006230	evm.model.RL_4.1598	XP_009126453.1, XP_009131800.1
OG0006231	evm.model.RL_4.1588	XP_009126463.1, XP_009120788.1
OG0006232	evm.model.RL_4.1527	XP_009120702.1, XP_033140509.1, XP_009131845.1
OG0006233	evm.model.RL_4.1516	XP_009131856.2
OG0006234	evm.model.RL_4.1512, evm.model.RL_6.803, evm.model.RL_6.1257	XP_009133907.1
OG0006235	evm.model.RL_8.2125	XP_018511275.1
OG0006236	evm.model.RL_8.2094.2.687c855f	XP_009131954.2, XP_009131943.2
OG0006237	evm.model.RL_7.1722	XP_009113038.1, XP_009124342.1
OG0006238	evm.model.RL_8.1999.1.687c855e	XP_009132015.2
OG0006239	evm.model.RL_8.1968	XP_009132025.1, XP_018510884.1
OG0006240	evm.model.RL_8.2390	XP_009112067.1, XP_009150372.1
OG0006241	evm.model.RL_8.2419	XP_009130260.1
OG0006242	evm.model.RL_8.2422.2.687c8561	XP_009112087.1, XP_009150409.1
OG0006243	evm.model.RL_8.2476	XP_033141715.1, XP_009150461.1
OG0006244	evm.model.RL_1.2805	XP_009123247.1
OG0006246	evm.model.RL_8.2554	XP_009112152.1, XP_009150551.1
OG0006247	evm.model.RL_8.2619	XP_009130506.1, XP_009150623.1
OG0006248	evm.model.RL_8.2633	XP_009130513.2, XP_009150636.1
OG0006249	evm.model.RL_8.2640	XP_009130517.1, XP_009150644.1
OG0006250	evm.model.RL_8.2651, evm.model.RL_8.2654	XP_009150653.1, XP_009130519.1
OG0006251	evm.model.RL_8.2799	XP_009103507.1, XP_009112313.2
OG0006252	evm.model.RL_8.2819	XP_033138692.1
OG0006253	evm.model.RL_8.33	XP_009128476.1, XP_009111504.1
OG0006254	evm.model.RL_8.104	XP_009134521.1, XP_009111445.1
OG0006255	evm.model.RL_8.219	XP_009111377.1, XP_009128517.2
OG0006256	evm.model.RL_8.175	XP_009134459.2, XP_009111331.1
OG0006257	evm.model.RL_8.258	XP_009144577.1, XP_009134438.1
OG0006258	evm.model.RL_8.280	XP_009111271.1, XP_009134423.1
OG0006259	evm.model.RL_8.282	XP_009144550.1, XP_009111270.1
OG0006260	evm.model.RL_8.284	XP_009134421.1, XP_018510429.1
OG0006261	evm.model.RL_4.477	XP_009101751.1, XP_009113961.1
OG0006262	evm.model.RL_6.1430	XP_009132931.1
OG0006263	evm.model.RL_6.1400	XP_009141290.1, XP_009132913.1
OG0006264	evm.model.RL_6.1384	XP_009143913.1, XP_009141284.1
OG0006265	evm.model.RL_6.1330	XP_009132850.2, XP_009143983.2
OG0006266	evm.model.RL_6.1278	XP_009141196.1
OG0006267	evm.model.RL_6.1273	XP_009141176.1, XP_009132814.1
OG0006268	evm.model.RL_6.1211	XP_009144232.1, XP_033146060.1
OG0006269	evm.model.RL_6.1192	XP_033143847.1, XP_018513585.1
OG0006270	evm.model.RL_6.1132	XP_033146580.1, XP_009144306.1
OG0006271	evm.model.RL_6.1069	XP_009144356.1, XP_009141017.1
OG0006272	evm.model.RL_6.1067	XP_009141016.1, XP_009144357.1
OG0006273	evm.model.RL_6.1056	XP_009144366.1
OG0006274	evm.model.RL_6.1055	XP_009141009.1, XP_009144367.1
OG0006275	evm.model.RL_6.946	XP_009103689.2, XP_009140904.1
OG0006276	evm.model.RL_5.681, evm.model.RL_6.877	XP_009103620.1, XP_009140822.1
OG0006277	evm.model.RL_2.2253	XP_009137658.1, XP_009143407.1
OG0006278	evm.model.RL_1.76	XP_009147431.2, XP_009125022.1
OG0006279	evm.model.RL_1.4	XP_033133228.1, XP_009144903.1
OG0006280	evm.model.RL_1.769	XP_009146997.1, XP_009123912.2, XP_009135099.1
OG0006281	evm.model.RL_4.3423	XP_033141016.1, XP_033143440.1
OG0006282	evm.model.RL_2.2169	XP_009142435.1
OG0006283	evm.model.RL_1.104	XP_009147405.1, XP_009117679.2
OG0006284	evm.model.RL_1.116	XP_009117743.1, XP_009147390.1
OG0006285	evm.model.RL_4.2062	XP_009126066.1, XP_009121549.1
OG0006286	evm.model.RL_1.258	XP_009119226.2, XP_009130363.1
OG0006288	evm.model.RL_1.294	XP_009102072.2, XP_033148249.1
OG0006289	evm.model.RL_1.305	XP_009134747.1, XP_009102086.1
OG0006290	evm.model.RL_1.347	XP_009124001.1, XP_009134759.1
OG0006291	evm.model.RL_1.460	XP_033146527.1, XP_018514552.2
OG0006293	evm.model.RL_1.648	XP_009124534.1, XP_033142935.1, XP_033147228.1
OG0006294	evm.model.RL_1.669	XP_033147306.1, XP_009134956.1
OG0006295	evm.model.RL_6.2169	XP_009141907.1, XP_033144144.1, XP_009142693.1
OG0006296	evm.model.RL_6.2168	XP_033148412.1, XP_009133434.2, XP_009141904.2
OG0006297	evm.model.RL_6.2085	XP_009133380.1, XP_009143288.1
OG0006298	evm.model.RL_6.2068	XP_009143301.1, XP_033145119.1
OG0006299	evm.model.RL_6.2026	XP_033148151.1
OG0006300	evm.model.RL_6.1985	XP_009133293.1, XP_009141763.1
OG0006301	evm.model.RL_6.1679	XP_009133055.1, XP_009133056.1, XP_033146327.1
OG0006302	evm.model.RL_6.1725	XP_009133074.1, XP_009143597.1
OG0006303	evm.model.RL_6.1746	XP_009143580.1
OG0006305	evm.model.RL_6.1830	XP_009141671.1, XP_009143483.1
OG0006306	evm.model.RL_6.1877	XP_009141692.1, XP_009133203.1, XP_009143452.1
OG0006307	evm.model.RL_6.1946	XP_009133253.2, XP_009143394.2, XP_009141739.2
OG0006308	evm.model.RL_5.1436	XP_009149012.1
OG0006309	evm.model.RL_5.1463	XP_009117776.1, XP_009110458.1
OG0006310	evm.model.RL_5.1501	XP_033136569.1, XP_009149093.1
OG0006311	evm.model.RL_5.1502	XP_009149089.1, XP_033136565.1
OG0006312	evm.model.RL_5.1523.1.687c88b5	XP_009117745.1, XP_009149115.1
OG0006314	evm.model.RL_5.1554	XP_009149149.1
OG0006316	evm.model.RL_5.1653	XP_033128155.1, XP_009110356.1, XP_009117618.1
OG0006318	evm.model.RL_5.1749	XP_009110298.2, XP_009149388.1
OG0006319	evm.model.RL_5.1856	XP_018515395.1, XP_009110235.2
OG0006320	evm.model.RL_5.3693.1.687c88c4	XP_033131306.1, XP_009149523.1
OG0006321	evm.model.RL_3.2043	XP_033131970.1
OG0006322	evm.model.RL_5.3667	XP_009103329.2, XP_009149556.1
OG0006325	evm.model.RL_5.3485	XP_009115598.1, XP_009103218.1
OG0006326	evm.model.RL_5.3302	XP_009103105.1
OG0006328	evm.model.RL_3.1136	XP_009105298.1, XP_009105111.1
OG0006329	evm.model.RL_5.3163	XP_009113782.2, XP_009102994.1, XP_009109825.1
OG0006330	evm.model.RL_5.3133	XP_033133330.1, XP_009113755.2
OG0006331	evm.model.RL_5.3134	XP_009109797.1
OG0006332	evm.model.RL_5.3140	XP_009109800.1, XP_009113761.1
OG0006334	evm.model.RL_2.1938	XP_009137819.1, XP_009137429.1
OG0006335	evm.model.RL_2.1977	XP_009138293.1, XP_009137464.1
OG0006336	evm.model.RL_2.2001	XP_009137481.1
OG0006337	evm.model.RL_2.2040	XP_009137508.1, XP_009139088.2
OG0006338	evm.model.RL_7.2164	XP_009111606.2, XP_009129360.1, XP_009129359.1, XP_009151853.2
OG0006339	evm.model.RL_6.140, evm.model.RL_8.1062.1.687c8559	XP_009140350.1, XP_009112531.1
OG0006340	evm.model.RL_6.41	XP_009117414.1, XP_009134008.2
OG0006341	evm.model.RL_5.1365.1.687c88b4	XP_009110505.1
OG0006342	evm.model.RL_5.1335	XP_009117871.1, XP_009110514.1
OG0006343	evm.model.RL_5.1333	XP_009110515.1, XP_009148869.1
OG0006344	evm.model.RL_5.1285	XP_009117903.1, XP_009148818.1, XP_009110541.1
OG0006346	evm.model.RL_5.1120	XP_009110636.1, XP_009118071.1
OG0006347	evm.model.RL_8.744, evm.model.RL_8.743, evm.model.RL_5.1111	XP_009110642.1, XP_009148586.1
OG0006348	evm.model.RL_4.776	XP_009151621.1, XP_033139814.1, XP_009129714.1
OG0006349	evm.model.RL_5.990	XP_009148457.1, XP_009118196.1
OG0006350	evm.model.RL_1.2919, evm.model.RL_5.657	XP_033128425.1, XP_009148224.2
OG0006351	evm.model.RL_5.848	XP_009118292.1, XP_009148300.1
OG0006352	evm.model.RL_5.875	XP_009148336.1, XP_009118266.1
OG0006353	evm.model.RL_5.751	XP_033133677.1, XP_033136771.1, XP_009148147.1
OG0006354	evm.model.RL_5.695	XP_009148096.1, XP_009118378.1
OG0006355	evm.model.RL_3.354, evm.model.RL_5.635	XP_009148031.1
OG0006356	evm.model.RL_5.572	XP_009118457.1, XP_009118980.1
OG0006358	evm.model.RL_5.537	XP_009110972.1, XP_009118474.1
OG0006359	evm.model.RL_7.1258	XP_009136607.1, XP_009115804.2, XP_009149195.1
OG0006360	evm.model.RL_5.485	XP_009110997.1, XP_009119072.1
OG0006361	evm.model.RL_5.472	XP_009118552.1, XP_033138463.1
OG0006362	evm.model.RL_5.367	XP_009111064.1, XP_009119209.1
OG0006363	evm.model.RL_5.260	XP_009118876.2, XP_009111130.1
OG0006364	evm.model.RL_5.194.1.687c88aa	XP_009119554.1, XP_009111156.1
OG0006366	evm.model.RL_8.593, evm.model.RL_5.2620, evm.model.RL_5.111	XP_033134967.1, XP_033138158.1
OG0006367	evm.model.RL_5.80	XP_009119649.1, XP_009118781.1
OG0006368	evm.model.RL_4.2208	XP_009131390.1, XP_009121690.2
OG0006369	evm.model.RL_4.2122	NP_001288964.1, NP_001288856.1
OG0006370	evm.model.RL_4.2101	XP_009121584.1, XP_009131458.1, XP_009126044.1
OG0006371	evm.model.RL_4.2113	XP_009126037.2, XP_009131448.2, XP_009121601.1
OG0006372	evm.model.RL_4.2009	XP_033139551.1, XP_033139550.1, XP_033143165.1
OG0006373	evm.model.RL_4.1958	XP_009121441.1
OG0006374	evm.model.RL_4.1887	XP_009131599.1, XP_009107528.1
OG0006375	evm.model.RL_3.1145	XP_009105308.1
OG0006376	evm.model.RL_4.1874	XP_009126200.1, XP_009107543.1
OG0006377	evm.model.RL_4.1861	XP_009131612.1, XP_009126210.2
OG0006378	evm.model.RL_4.1795	XP_009120960.1, XP_009131677.2, XP_009126269.1
OG0006379	evm.model.RL_4.791	XP_009151640.1, XP_018510474.1, XP_009129722.1
OG0006380	evm.model.RL_7.1167	XP_009115921.1, XP_009139476.1
OG0006381	evm.model.RL_4.2876	XP_009125778.1, XP_009122281.1, XP_009130955.1
OG0006383	evm.model.RL_1.607, evm.model.RL_1.606, evm.model.RL_4.2933.5.687c86dc	XP_018511237.1, XP_009125626.2
OG0006384	evm.model.RL_4.2944	XP_009125621.2
OG0006385	evm.model.RL_8.38	XP_009111500.1
OG0006386	evm.model.RL_4.1187	XP_009129957.1, XP_009151080.1
OG0006387	evm.model.RL_4.1200	XP_009151059.2, XP_009111664.1
OG0006388	evm.model.RL_7.904	XP_009139216.1, XP_018509568.1
OG0006389	evm.model.RL_4.1276	NP_001288914.1, XP_009130064.1, NP_001288827.1
OG0006391	evm.model.RL_4.1336	XP_009141839.1
OG0006392	evm.model.RL_4.1344	XP_009130098.1, XP_018514970.1
OG0006393	evm.model.RL_4.1349	XP_009141759.1
OG0006394	evm.model.RL_8.2175	XP_009136430.1, XP_033140505.1, XP_009111976.1
OG0006395	evm.model.RL_8.2239	XP_009130166.1, XP_033144966.1
OG0006396	evm.model.RL_8.2269	XP_009130181.2, XP_009151310.1
OG0006397	evm.model.RL_8.2285	XP_009130195.1
OG0006398	evm.model.RL_8.2296	XP_009151342.1, XP_033134780.1
OG0006399	evm.model.RL_8.2306	XP_009130208.1, XP_009151354.1
OG0006400	evm.model.RL_8.2330	XP_009151380.1, XP_009112027.1
OG0006401	evm.model.RL_8.2349	XP_009151402.1, XP_009112034.1
OG0006402	evm.model.RL_8.2350	XP_009151401.1, XP_009130232.1
OG0006403	evm.model.RL_8.1952	XP_009132029.1, XP_009126741.1
OG0006404	evm.model.RL_8.1914	XP_009126754.1
OG0006405	evm.model.RL_7.1273.2.687c84b8	XP_009115790.1
OG0006406	evm.model.RL_7.1279	XP_009115786.3, XP_009149316.1
OG0006407	evm.model.RL_7.1284	XP_009115782.1, XP_009136580.1
OG0006408	evm.model.RL_7.1415	XP_009136518.1, XP_009101417.1
OG0006409	evm.model.RL_7.1513	XP_009151520.1, XP_009149797.1
OG0006410	evm.model.RL_7.1586	XP_009150726.1, XP_009150213.1, XP_009149859.1
OG0006411	evm.model.RL_7.1811	XP_009150068.1
OG0006412	evm.model.RL_3.1225	XP_033139614.1, XP_033131426.1, XP_009105385.1
OG0006413	evm.model.RL_8.1091	XP_009150319.1
OG0006413	evm.model.RL_7.1845	XP_033136887.1
OG0006414	evm.model.RL_3.1155	XP_018508310.1, XP_018511813.2, XP_018508285.1
OG0006415	evm.model.RL_5.3180, evm.model.RL_5.3274	XP_009113797.1, XP_033132610.1
OG0006416	evm.model.RL_3.1158	XP_009127579.1, XP_009105335.1
OG0006417	evm.model.RL_3.1274	XP_009127676.2, XP_009105436.2, XP_009105019.2
OG0006418	evm.model.RL_3.1298	XP_033130250.1, XP_009127705.1
OG0006419	evm.model.RL_3.1347	XP_033130280.1, XP_033130554.1, XP_033140930.1
OG0006420	evm.model.RL_3.1372.1.687c84bc	XP_009105645.1, XP_009127760.1
OG0006421	evm.model.RL_3.1389	XP_009104975.1
OG0006422	evm.model.RL_2.382, evm.model.RL_5.1332	XP_009148868.1
OG0006423	evm.model.RL_3.1553	XP_009105816.1
OG0006424	evm.model.RL_3.1587	XP_018508230.1, XP_009127883.1
OG0006425	evm.model.RL_3.1595	XP_009127890.1, XP_009105865.1
OG0006426	evm.model.RL_4.2522	XP_009122037.2, XP_009122038.1
OG0006427	evm.model.RL_3.1613	XP_033140909.1, XP_033140910.1
OG0006428	evm.model.RL_3.2213	XP_033140019.1, XP_009106464.2
OG0006429	evm.model.RL_3.2176	XP_009106417.1, XP_009128250.1
OG0006430	evm.model.RL_3.2172	XP_009104606.1
OG0006431	evm.model.RL_3.2121	XP_009106382.1
OG0006432	evm.model.RL_3.1973	XP_009106208.1, XP_033131315.1, XP_033141528.1
OG0006433	evm.model.RL_3.1949	XP_009142825.2, XP_009106189.1
OG0006434	evm.model.RL_3.1896	XP_009106137.1, XP_009104742.1
OG0006435	evm.model.RL_3.1781	XP_009104797.1, XP_009128008.1, XP_009106032.1
OG0006436	evm.model.RL_3.1725	XP_009127977.1, XP_009105967.1
OG0006437	evm.model.RL_3.1646	XP_009104852.1, XP_009127940.1, XP_009105915.2
OG0006438	evm.model.RL_3.2307	XP_009106621.2, XP_009128332.1, XP_009104551.1
OG0006439	evm.model.RL_3.2321	XP_009104545.1, XP_033132022.1
OG0006440	evm.model.RL_3.2340	XP_009104535.1
OG0006441	evm.model.RL_3.2413	XP_009106733.1, XP_009128405.1
OG0006442	evm.model.RL_1.1184	XP_033148052.1, XP_009124679.1
OG0006443	evm.model.RL_1.1333	XP_009117153.1, XP_009146408.2
OG0006444	evm.model.RL_5.3791	XP_009106984.1, XP_009144779.1
OG0006445	evm.model.RL_1.1470	XP_009146245.1, XP_009116224.3
OG0006446	evm.model.RL_1.1484	XP_009146226.1, XP_009135448.2
OG0006447	evm.model.RL_1.1509	XP_009135459.1, XP_009146193.1
OG0006448	evm.model.RL_1.1541	XP_009146163.2
OG0006449	evm.model.RL_1.1635	XP_009146040.1, XP_009114331.1
OG0006450	evm.model.RL_7.1471	XP_009151859.1
OG0006451	evm.model.RL_1.1664	XP_009114030.1
OG0006452	evm.model.RL_1.1669	XP_009146010.1, XP_009113949.1
OG0006453	evm.model.RL_1.1672	XP_009135533.1, XP_009146007.1
OG0006454	evm.model.RL_1.1679	XP_009113905.2, XP_009145998.1
OG0006455	evm.model.RL_1.1693	XP_009145979.2, XP_009113773.2
OG0006457	evm.model.RL_1.1702	XP_009113665.1, XP_009145964.1
OG0006458	evm.model.RL_1.1704	XP_009135553.1, XP_009113645.1
OG0006459	evm.model.RL_1.1712	XP_009135563.1, XP_009145947.1
OG0006460	evm.model.RL_2.1039	XP_009107828.1, XP_009147826.1
OG0006461	evm.model.RL_1.1733	XP_009145920.1, XP_009113425.2
OG0006462	evm.model.RL_1.1754	XP_033147720.1, XP_009141362.1
OG0006463	evm.model.RL_1.1792	XP_009145857.2
OG0006464	evm.model.RL_1.1795	XP_009135601.1, XP_009112300.1
OG0006465	evm.model.RL_1.1859	XP_009111708.1, XP_009145774.1
OG0006466	evm.model.RL_1.1922.1.687c87ee	XP_009145692.1, XP_009135663.1
OG0006467	evm.model.RL_1.1952	XP_009111145.2, XP_009145641.1
OG0006468	evm.model.RL_1.1995	XP_009110210.2, XP_009110229.2, XP_009135706.1
OG0006469	evm.model.RL_1.2004	XP_009145581.1, XP_033131748.1
OG0006470	evm.model.RL_1.2016	XP_033142900.1, XP_009145530.1, XP_033142090.1
OG0006471	evm.model.RL_1.2080	XP_009109433.1, XP_009145472.1
OG0006472	evm.model.RL_1.2136.1.687c87ef	XP_009145397.1
OG0006474	evm.model.RL_1.2176, evm.model.RL_1.2175	XP_009145262.2, XP_033132184.1
OG0006475	evm.model.RL_8.1366	XP_009108592.2
OG0006476	evm.model.RL_1.2219	XP_009102652.1, XP_009108147.1
OG0006477	evm.model.RL_1.2222	XP_009102648.1
OG0006478	evm.model.RL_1.2252	XP_009107962.1, XP_009102606.1
OG0006480	evm.model.RL_1.2471	XP_009136142.1, XP_009102377.1
OG0006481	evm.model.RL_1.2759	XP_009136270.1, XP_009123237.2
OG0006482	evm.model.RL_1.2904	XP_009150850.1, XP_009121145.1
OG0006483	evm.model.RL_1.2941	XP_009150784.1
OG0006484	evm.model.RL_1.2967	XP_009124573.2, XP_009121073.1
OG0006485	evm.model.RL_1.3046	XP_009114707.1
OG0006486	evm.model.RL_1.3023	XP_018508513.2, XP_018514953.1
OG0006487	evm.model.RL_1.3012	XP_009150743.1, XP_009102253.1
OG0006488	evm.model.RL_1.3127.3.687c87f1	XP_009102155.1, XP_009112604.1
OG0006490	evm.model.RL_1.3224	XP_009117487.1, XP_009112675.1, XP_009102023.1
OG0006491	evm.model.RL_1.3243	XP_009102006.1
OG0006492	evm.model.RL_5.3956	XP_033147042.1, XP_009106828.1, XP_033129303.1
OG0006494	evm.model.RL_5.3919	XP_009147507.1, XP_009103728.1, XP_009106882.2
OG0006495	evm.model.RL_5.3884	XP_009106917.2, XP_009107070.1
OG0006496	evm.model.RL_5.3874	XP_009106935.1
OG0006497	evm.model.RL_5.3872	XP_009106936.1, XP_033129111.1
OG0006498	evm.model.RL_5.3798	XP_009144772.1, NP_001288925.1
OG0006499	evm.model.RL_5.3793	XP_009124510.1, XP_009106981.1
OG0006500	evm.model.RL_5.1872	XP_033132422.1, XP_009144859.1
OG0006501	evm.model.RL_5.1882	XP_009107162.1, XP_009147721.1
