Orthogroup	Cardamine_amara	Arabidopsis_lyrata_Rawat
OG0006531	evm.model.RL_7.16	AL5G46320
OG0006532	evm.model.RL_7.1177	AL5G32660
OG0006533	evm.model.RL_7.1231	AL5G32000
OG0006536	evm.model.RL_1.1589	AL3G29520
OG0006538	evm.model.RL_3.2178	AL2G38000
OG0006539	evm.model.RL_2.2419	AL7G23430
OG0006540	evm.model.RL_5.615	AL1G17830
OG0006541	evm.model.RL_5.3639	AL1G34090
OG0006542	evm.model.RL_3.1211	AL2G27150
OG0006543	evm.model.RL_8.164	AL6G51210
OG0006544	evm.model.RL_1.2173	AL3G37090
OG0006545	evm.model.RL_8.438	AL8G12530
OG0006545	evm.model.RL_1.1839	AL3G32750
OG0006549	evm.model.RL_2.1769	AL7G30910
OG0006551	evm.model.RL_7.846, evm.model.RL_7.844, evm.model.RL_7.848, evm.model.RL_7.812	AL5G36780
OG0006552	evm.model.RL_5.2387	AL1G51530
OG0006553	evm.model.RL_1.2462	AL3G42120
OG0006553	evm.model.RL_1.2461	AL3G42070
OG0006554	evm.model.RL_7.2665	AL5G10100
OG0006555	evm.model.RL_2.565	AL7G26450
OG0006556	evm.model.RL_2.1408	AL7G35780
OG0006570	evm.model.RL_2.2369	AL7G24030
OG0006571	evm.model.RL_2.2378	AL7G23930
OG0006572	evm.model.RL_2.2387	AL7G23830
OG0006573	evm.model.RL_2.2393	AL7G23770
OG0006574	evm.model.RL_2.2441	AL7G23250
OG0006575	evm.model.RL_2.2443	AL7G23230
OG0006576	evm.model.RL_2.2485	AL7G22640
OG0006579	evm.model.RL_2.2560	AL7G21690
OG0006580	evm.model.RL_2.2622	AL7G20910
OG0006581	evm.model.RL_2.2639	AL7G20750
OG0006582	evm.model.RL_2.2656	AL7G20630
OG0006583	evm.model.RL_2.2710	AL7G19900
OG0006584	evm.model.RL_2.2729	AL7G19620
OG0006585	evm.model.RL_2.2771	AL7G19190
OG0006586	evm.model.RL_5.1711	AL1G31210
OG0006587	evm.model.RL_2.2782	AL7G19060
OG0006589	evm.model.RL_2.2889	AL7G17720
OG0006590	evm.model.RL_2.2905	AL7G17510
OG0006591	evm.model.RL_2.2921	AL7G17320
OG0006592	evm.model.RL_2.2994	AL7G16540
OG0006593	evm.model.RL_2.3007	AL446U10020, AL7G16350
OG0006594	evm.model.RL_1.2842	AL3G49370
OG0006594	evm.model.RL_2.3021	AL7G16240
OG0006595	evm.model.RL_2.3022	AL7G16230
OG0006596	evm.model.RL_2.3034	AL7G16110
OG0006597	evm.model.RL_2.3048	AL7G15940
OG0006598	evm.model.RL_5.2830	AL1G45440
OG0006599	evm.model.RL_5.2714	AL1G46680
OG0006601	evm.model.RL_2.1246	AL7G37810
OG0006602	evm.model.RL_2.1245	AL7G37820
OG0006603	evm.model.RL_2.1221	AL7G38110
OG0006604	evm.model.RL_6.1665	AL4G31860
OG0006605	evm.model.RL_4.954	AL6G41010
OG0006606	evm.model.RL_5.824	AL1G20210
OG0006607	evm.model.RL_3.539	AL2G17480
OG0006608	evm.model.RL_5.914	AL1G21310
OG0006609	evm.model.RL_3.427, evm.model.RL_3.428	AL2G15350
OG0006610	evm.model.RL_5.1002	AL1G22480
OG0006611	evm.model.RL_5.1009	AL1G22520
OG0006612	evm.model.RL_5.1043	AL1G22930
OG0006613	evm.model.RL_5.1361	AL1G27160
OG0006615	evm.model.RL_7.2686	AL5G10410
OG0006616	evm.model.RL_7.2716.3.687c84be	AL5G10810
OG0006617	evm.model.RL_7.2556	AL5G12610
OG0006618	evm.model.RL_5.1231	AL1G25700
OG0006619	evm.model.RL_5.1217	AL1G25530
OG0006620	evm.model.RL_7.2478	AL5G13780
OG0006621	evm.model.RL_7.2457	AL5G14180, AL5G14160
OG0006622	evm.model.RL_7.2436	AL5G14500
OG0006623	evm.model.RL_7.2385	AL5G15130
OG0006624	evm.model.RL_7.2380	AL5G15180
OG0006625	evm.model.RL_7.2357	AL5G15550
OG0006626	evm.model.RL_7.2354	AL5G15590
OG0006628	evm.model.RL_7.2323	AL5G16060
OG0006629	evm.model.RL_7.2261	AL5G16950
OG0006630	evm.model.RL_7.2259	AL5G16970
OG0006631	evm.model.RL_7.2218	AL5G17560
OG0006632	evm.model.RL_7.2183	AL5G18230
OG0006633	evm.model.RL_7.267, evm.model.RL_7.2165	AL5G18450
OG0006635	evm.model.RL_8.1546	AL8G30050
OG0006636	evm.model.RL_3.853	AL2G19660
OG0006638	evm.model.RL_3.871	AL2G19530
OG0006639	evm.model.RL_3.786	AL2G19000
OG0006640	evm.model.RL_8.2174	AL8G37680
OG0006641	evm.model.RL_3.595	AL2G17900
OG0006642	evm.model.RL_2.202	AL7G47050
OG0006643	evm.model.RL_2.185	AL7G50530, AL7G47280
OG0006644	evm.model.RL_3.90	AL2G11140
OG0006645	evm.model.RL_3.168	AL2G12190, AL2G12160
OG0006646	evm.model.RL_3.184	AL2G12550, AL240U10020
OG0006647	evm.model.RL_6.2189	AL4G38520
OG0006648	evm.model.RL_1.814	AL3G20110
OG0006649	evm.model.RL_1.820	AL3G20170
OG0006650	evm.model.RL_2.3071	AL7G15680
OG0006651	evm.model.RL_1.837	AL3G20420, AL70U10010
OG0006652	evm.model.RL_4.3228, evm.model.RL_4.3183	AL6G12440
OG0006653	evm.model.RL_1.913	AL3G21370
OG0006654	evm.model.RL_1.964	AL3G22010, AL3G45830
OG0006655	evm.model.RL_1.987	AL3G22260
OG0006656	evm.model.RL_1.1003.2.687c87ec	AL3G22450
OG0006657	evm.model.RL_1.1014	AL3G22570
OG0006658	evm.model.RL_1.1013	AL3G22560
OG0006659	evm.model.RL_1.1050	AL3G22980
OG0006660	evm.model.RL_1.1071	AL222U10010, AL3G23200
OG0006661	evm.model.RL_1.1083	AL3G23280
OG0006662	evm.model.RL_1.1093	AL3G23380
OG0006663	evm.model.RL_1.1117	AL3G23670
OG0006664	evm.model.RL_1.1123	AL3G23790
OG0006665	evm.model.RL_1.1147	AL3G24110
OG0006666	evm.model.RL_8.1067	AL8G23890
OG0006667	evm.model.RL_4.1643	AL6G31580
OG0006668	evm.model.RL_2.2012	AL7G28180
OG0006669	evm.model.RL_8.1213	AL8G25340
OG0006670	evm.model.RL_8.1235	AL1G15420, AL8G25590
OG0006671	evm.model.RL_8.1340	AL8G26850
OG0006672	evm.model.RL_8.1353	AL8G27000
OG0006673	evm.model.RL_8.1407	AL8G27770
OG0006674	evm.model.RL_8.1406	AL8G27760
OG0006675	evm.model.RL_8.1434	AL8G28100, AL726U10010
OG0006676	evm.model.RL_8.1509	AL8G29390
OG0006677	evm.model.RL_8.1473	AL8G28910
OG0006678	evm.model.RL_8.1533	AL8G29790
OG0006680	evm.model.RL_8.1543	AL8G30030
OG0006681	evm.model.RL_8.1552	AL8G30110
OG0006682	evm.model.RL_8.1592	AL8G30510
OG0006683	evm.model.RL_8.2755	AL1105U10010, AL8G44410
OG0006684	evm.model.RL_8.1657	AL8G31310
OG0006685	evm.model.RL_8.1704	AL8G31900
OG0006686	evm.model.RL_8.1727	AL8G32290
OG0006687	evm.model.RL_8.1792	AL8G33080
OG0006688	evm.model.RL_8.1803.1.687c855d	AL8G33240
OG0006689	evm.model.RL_8.1826	AL8G33500, AL8G33440
OG0006690	evm.model.RL_8.1839.2.687c855e	AL8G33670
OG0006691	evm.model.RL_4.745	AL8G19860
OG0006692	evm.model.RL_4.2324	AL6G23580
OG0006693	evm.model.RL_4.2328	AL6G23500
OG0006694	evm.model.RL_4.2338	AL6G23370
OG0006695	evm.model.RL_4.2344	AL6G23210
OG0006696	evm.model.RL_4.2523	AL6G21110
OG0006697	evm.model.RL_4.2531	AL6G21010
OG0006698	evm.model.RL_4.2561	AL6G20650
OG0006699	evm.model.RL_4.2569	AL6G20550
OG0006700	evm.model.RL_4.2598	AL6G20260
OG0006701	evm.model.RL_8.2492.3.687c8561	AL8G41400
OG0006702	evm.model.RL_4.2659	AL6G19670
OG0006703	evm.model.RL_4.2689	AL6G19230
OG0006704	evm.model.RL_4.2708	AL6G18820
OG0006706	evm.model.RL_4.2745	AL6G18430
OG0006707	evm.model.RL_4.2782	AL6G18020
OG0006708	evm.model.RL_2.1276	AL7G37480
OG0006709	evm.model.RL_2.1283	AL7G37410
OG0006711	evm.model.RL_2.1318	AL7G36920
OG0006712	evm.model.RL_2.1356	AL7G36440
OG0006713	evm.model.RL_2.1359	AL7G36400
OG0006714	evm.model.RL_2.1376	AL7G36180
OG0006715	evm.model.RL_2.1407	AL7G35790
OG0006716	evm.model.RL_3.1035, evm.model.RL_2.1456	AL7G35170
OG0006717	evm.model.RL_2.1482	AL7G34870
OG0006718	evm.model.RL_2.1521	AL7G34410
OG0006720	evm.model.RL_4.374	AL8G14730
OG0006721	evm.model.RL_2.1569	AL7G33640
OG0006722	evm.model.RL_2.1575	AL7G33570
OG0006723	evm.model.RL_2.1280	AL7G37440
OG0006724	evm.model.RL_2.1648	AL7G32620
OG0006725	evm.model.RL_2.1680	AL7G31630, AL7G32200
OG0006726	evm.model.RL_2.1692	AL7G32030
OG0006727	evm.model.RL_2.1768	AL7G30920
OG0006728	evm.model.RL_2.1861	AL7G29990
OG0006729	evm.model.RL_2.1865	AL7G29950
OG0006730	evm.model.RL_2.1878	AL7G29720
OG0006731	evm.model.RL_2.1889	AL7G29590
OG0006731	evm.model.RL_8.671	AL6G45280
OG0006732	evm.model.RL_2.1895	AL7G29530
OG0006733	evm.model.RL_2.1912	AL7G29340
OG0006734	evm.model.RL_2.1915	AL7G29290
OG0006735	evm.model.RL_2.1916	AL7G29270
OG0006736	evm.model.RL_2.1927	AL7G29160
OG0006737	evm.model.RL_2.1929	AL7G29140
OG0006738	evm.model.RL_5.2601	AL1G48180
OG0006739	evm.model.RL_5.2449	AL1G50630
OG0006740	evm.model.RL_6.2430, evm.model.RL_5.1659	AL1G30720
OG0006741	evm.model.RL_5.2350	AL1G52160
OG0006742	evm.model.RL_5.2371	AL1G51860
OG0006743	evm.model.RL_5.1373	AL1G27310
OG0006745	evm.model.RL_5.2266	AL1G53410
OG0006746	evm.model.RL_5.3106	AL1G41390
OG0006747	evm.model.RL_5.613	AL1G17800
OG0006748	evm.model.RL_2.1934	AL7G29080
OG0006749	evm.model.RL_5.3121	AL1G41240
OG0006750	evm.model.RL_5.2284	AL1G53110
OG0006751	evm.model.RL_5.3113.1.687c88bf	AL1G41310
OG0006752	evm.model.RL_1.2481, evm.model.RL_1.3183	AL3G48030
OG0006753	evm.model.RL_5.3047	AL1G42130
OG0006754	evm.model.RL_5.3014	AL1G42840
OG0006755	evm.model.RL_5.3012	AL1G42860
OG0006756	evm.model.RL_5.3008	AL1G42910
OG0006757	evm.model.RL_5.2992	AL1G43140
OG0006758	evm.model.RL_5.2953	AL1G43590
OG0006759	evm.model.RL_5.2937	AL1G43980
OG0006760	evm.model.RL_5.2902	AL1G44260
OG0006761	evm.model.RL_5.2891	AL1G44390
OG0006762	evm.model.RL_5.2864	AL1G44760
OG0006763	evm.model.RL_5.2843	AL1G45160
OG0006764	evm.model.RL_2.3094	AL7G15400
OG0006765	evm.model.RL_2.3150	AL7G14830
OG0006766	evm.model.RL_2.3177	AL7G14450
OG0006767	evm.model.RL_2.3188	AL7G14280
OG0006768	evm.model.RL_2.3230	AL7G13770
OG0006769	evm.model.RL_2.3238	AL7G13690
OG0006770	evm.model.RL_2.3274	AL7G13150
OG0006771	evm.model.RL_2.3277	AL7G13110
OG0006773	evm.model.RL_6.163	AL4G12150
OG0006774	evm.model.RL_6.117	AL4G11470
OG0006775	evm.model.RL_6.36	AL4G10410
OG0006777	evm.model.RL_2.3463	AL7G10510
OG0006778	evm.model.RL_2.3480	AL7G10330
OG0006781	evm.model.RL_6.1632	AL4G31520
OG0006782	evm.model.RL_8.869	AL6G41660
OG0006783	evm.model.RL_5.2377	AL1G51990
OG0006784	evm.model.RL_6.1509	AL4G30100
OG0006785	evm.model.RL_6.1470	AL4G29540
OG0006786	evm.model.RL_4.614	AL8G18060
OG0006787	evm.model.RL_4.624	AL8G18180
OG0006788	evm.model.RL_4.672.1.687c86cf	AL8G18800
OG0006789	evm.model.RL_1.208	AL3G12290
OG0006790	evm.model.RL_8.793	AL6G43640
OG0006791	evm.model.RL_8.658	AL6G45470
OG0006792	evm.model.RL_8.617.1.687c8557	AL6G46180
OG0006794	evm.model.RL_8.605	AL6G46440, AL6G46320
OG0006795	evm.model.RL_8.597.1.687c8557	AL6G46530
OG0006796	evm.model.RL_8.566	AL6G46900
OG0006797	evm.model.RL_8.477	AL6G47950
OG0006798	evm.model.RL_8.455.1.687c8556	AL6G48270
OG0006799	evm.model.RL_8.386	AL6G49170
OG0006800	evm.model.RL_4.427	AL8G15540
OG0006802	evm.model.RL_6.794, evm.model.RL_2.2273	AL7G25120
OG0006803	evm.model.RL_4.245	AL8G12750
OG0006804	evm.model.RL_4.214	AL8G12380
OG0006805	evm.model.RL_4.162	AL8G11720
OG0006806	evm.model.RL_4.141	AL8G11650
OG0006807	evm.model.RL_4.137	AL8G11610
OG0006808	evm.model.RL_4.125, evm.model.RL_4.131	AL8G11540
OG0006809	evm.model.RL_4.119	AL8G11440
OG0006810	evm.model.RL_4.92	AL8G11170
OG0006811	evm.model.RL_6.1902	AL4G34970
OG0006812	evm.model.RL_4.27	AL8G10350
OG0006813	evm.model.RL_4.11	AL8G10210
OG0006814	evm.model.RL_1.3044	AL3G52000
OG0006815	evm.model.RL_1.2450	AL3G41950
OG0006816	evm.model.RL_1.2404	AL26U10010
OG0006817	evm.model.RL_1.2370	AL3G40280
OG0006818	evm.model.RL_2.826	AL9U10660
OG0006819	evm.model.RL_2.916	nbis-gene-1868
OG0006820	evm.model.RL_1.2189	AL3G37340
OG0006821	evm.model.RL_2.534, evm.model.RL_2.1007	AL7G41150
OG0006822	evm.model.RL_2.1013	AL7G41040
OG0006823	evm.model.RL_2.1066	AL7G40120
OG0006825	evm.model.RL_2.1088	AL7G39910
OG0006826	evm.model.RL_2.65	AL7G49000
OG0006827	evm.model.RL_2.73.1.687c86df	AL7G48780
OG0006828	evm.model.RL_2.195	AL7G47110
OG0006829	evm.model.RL_2.199, evm.model.RL_2.201	AL7G47060
OG0006830	evm.model.RL_6.2959	AL4G47690
OG0006831	evm.model.RL_6.2955	AL4G47650
OG0006832	evm.model.RL_5.2627	AL5G15310, AL1G47770, AL8G14950
OG0006833	evm.model.RL_6.2895	AL4G46980
OG0006834	evm.model.RL_6.1540	AL4G30490
OG0006835	evm.model.RL_6.2823	AL4G46290
OG0006836	evm.model.RL_6.2811	AL4G46130, AL4G46110
OG0006837	evm.model.RL_6.2782	AL4G45700
OG0006838	evm.model.RL_6.2773	AL4G45600
OG0006839	evm.model.RL_6.2748	AL4G45260
OG0006840	evm.model.RL_6.2743	AL4G45210
OG0006841	evm.model.RL_6.2729	AL4G45040
OG0006842	evm.model.RL_6.2705	AL4G44860
OG0006843	evm.model.RL_6.2703	AL4G44840
OG0006844	evm.model.RL_6.2678	AL4G44600
OG0006845	evm.model.RL_6.2616	AL4G43910
OG0006846	evm.model.RL_6.2461	AL4G42050
OG0006847	evm.model.RL_6.2439	AL4G41790
OG0006848	evm.model.RL_6.2410	AL4G41450
OG0006849	evm.model.RL_6.2407	AL4G41420
OG0006850	evm.model.RL_6.2363	AL4G40830, AL409U10020
OG0006851	evm.model.RL_6.2348	AL4G40640
OG0006852	evm.model.RL_6.2306	AL4G40120
OG0006853	evm.model.RL_6.2273	AL4G39510
OG0006854	evm.model.RL_4.3324	AL6G11340
OG0006855	evm.model.RL_4.3308	AL6G11540
OG0006857	evm.model.RL_4.3291	AL6G11710
OG0006859	evm.model.RL_4.3229	AL6G12430
OG0006860	evm.model.RL_4.3216	AL6G12520
OG0006861	evm.model.RL_4.3203	AL6G12660
OG0006862	evm.model.RL_4.3139	AL6G13460
OG0006863	evm.model.RL_4.3136.1.687c86dd	nbis-gene-1449
OG0006864	evm.model.RL_5.3034	AL1G42450
OG0006865	evm.model.RL_4.1679.1.687c86d5	AL6G31190
OG0006867	evm.model.RL_4.1651	AL6G31490
OG0006868	evm.model.RL_4.1627	AL5G13030, AL6G31740
OG0006869	evm.model.RL_4.1613	AL6G31860
OG0006870	evm.model.RL_4.1572	AL6G32360
OG0006871	evm.model.RL_4.1566	nbis-gene-1546
OG0006872	evm.model.RL_4.1559, evm.model.RL_4.795	AL6G32530
OG0006873	evm.model.RL_4.1529	AL6G32900
OG0006874	evm.model.RL_4.1515	AL6G33050
OG0006875	evm.model.RL_4.1429	AL5G32330, AL6G34080
OG0006876	evm.model.RL_8.2133	AL8G37250
OG0006877	evm.model.RL_4.594, evm.model.RL_8.2107	AL8G36960
OG0006878	evm.model.RL_8.2073.1.687c855f	AL8G36550
OG0006879	evm.model.RL_8.2058	AL8G36350
OG0006880	evm.model.RL_8.2391	AL8G40250
OG0006881	evm.model.RL_8.2448	AL8G41010
OG0006882	evm.model.RL_8.2449	AL8G41020
OG0006883	evm.model.RL_8.2479	AL8G41260
OG0006884	evm.model.RL_8.2487	AL8G41350
OG0006885	evm.model.RL_8.2503	AL8G41590, AL8G41560
OG0006886	evm.model.RL_8.2511	AL8G41660
OG0006887	evm.model.RL_8.2526	AL8G41800
OG0006888	evm.model.RL_8.2527	AL8G41810
OG0006889	evm.model.RL_8.2563	AL8G42250
OG0006890	evm.model.RL_8.2575	AL8G42400
OG0006891	evm.model.RL_8.2585	AL8G42500
OG0006892	evm.model.RL_8.2592	AL8G42590
OG0006893	evm.model.RL_8.2621	AL8G42930
OG0006894	evm.model.RL_8.2637	AL8G43090
OG0006895	evm.model.RL_8.2704	AL8G43830
OG0006896	evm.model.RL_8.2707	AL8G43870
OG0006897	evm.model.RL_8.2718	AL8G43980
OG0006898	evm.model.RL_3.1183	AL2G26840
OG0006899	evm.model.RL_8.2814	AL8G45130
OG0006900	evm.model.RL_4.1917	AL6G28340
OG0006901	evm.model.RL_8.2820	AL8G45200
OG0006902	evm.model.RL_8.12	AL6G53490
OG0006903	evm.model.RL_8.34	AL6G53260
OG0006904	evm.model.RL_8.88	AL6G52770
OG0006905	evm.model.RL_8.62	AL6G53010
OG0006906	evm.model.RL_8.121	nbis-gene-1672
OG0006907	evm.model.RL_8.150	AL6G52620
OG0006908	evm.model.RL_5.63	AL1G11400
OG0006909	evm.model.RL_8.232	AL6G51110
OG0006910	evm.model.RL_8.318	AL6G50040
OG0006911	evm.model.RL_8.326	AL6G49950
OG0006912	evm.model.RL_8.343	AL6G49850
OG0006913	evm.model.RL_8.359	AL6G49670
OG0006914	evm.model.RL_5.228	AL1G13270
OG0006915	evm.model.RL_4.474	AL8G16110
OG0006916	evm.model.RL_4.480	AL8G16170
OG0006917	evm.model.RL_4.488	AL8G16280
OG0006918	evm.model.RL_6.1421	AL4G29010
OG0006919	evm.model.RL_6.1396	AL4G28650
OG0006920	evm.model.RL_5.1315, evm.model.RL_6.1312	AL4G27590
OG0006921	evm.model.RL_6.1356	AL4G28140
OG0006923	evm.model.RL_6.1360	AL4G28200
OG0006924	evm.model.RL_6.1373	AL4G28360
OG0006925	evm.model.RL_6.1342	AL4G27910
OG0006926	evm.model.RL_6.1336	AL4G27850
OG0006927	evm.model.RL_6.1310	AL4G27520
OG0006927	evm.model.RL_6.1309	AL4G27510
OG0006928	evm.model.RL_6.1298	AL4G27400
OG0006929	evm.model.RL_6.1269	AL4G27070
OG0006930	evm.model.RL_6.1272	AL4G27050
OG0006931	evm.model.RL_6.1253	AL4G26830, AL762U10010
OG0006932	evm.model.RL_6.1190	AL4G26040
OG0006933	evm.model.RL_6.1164	AL4G25600
OG0006934	evm.model.RL_6.1143	AL4G25390
OG0006935	evm.model.RL_6.1127	AL4G25210
OG0006936	evm.model.RL_5.544	AL1G16990
OG0006938	evm.model.RL_6.1098	AL500U10010, AL4G24860
OG0006939	evm.model.RL_6.1064	nbis-gene-1036
OG0006940	evm.model.RL_6.1007	AL146U10030
OG0006941	evm.model.RL_6.991	AL4G23400
OG0006942	evm.model.RL_6.978	AL4G23240
OG0006943	evm.model.RL_6.960	AL4G23050
OG0006944	evm.model.RL_6.941	AL4G21640
OG0006945	evm.model.RL_6.759, evm.model.RL_3.1460.6.687c84bc	AL4G20470
OG0006946	evm.model.RL_6.771	AL4G20740, AL4G20640
OG0006947	evm.model.RL_6.784	AL4G20880
OG0006948	evm.model.RL_6.817	AL4G21260
OG0006949	evm.model.RL_6.831	AL4G21450
OG0006950	evm.model.RL_6.532	AL4G18380
OG0006951	evm.model.RL_6.517	AL4G18010
OG0006952	evm.model.RL_6.503	AL4G17680
OG0006953	evm.model.RL_1.85	AL3G10860
OG0006954	evm.model.RL_2.2155	AL7G26550
OG0006955	evm.model.RL_2.2211	AL7G25900
OG0006956	evm.model.RL_1.93	AL3G10950
OG0006957	evm.model.RL_1.112	AL3G11150
OG0006958	evm.model.RL_1.114	AL3G11170
OG0006959	evm.model.RL_1.127	AL3G11400
OG0006960	evm.model.RL_1.174	AL3G11940
OG0006961	evm.model.RL_1.183	AL3G12040
OG0006962	evm.model.RL_1.206	AL3G12270
OG0006963	evm.model.RL_1.221	AL3G12430
OG0006964	evm.model.RL_1.228	AL3G12570
OG0006965	evm.model.RL_1.281	AL3G13370
OG0006966	evm.model.RL_1.293	AL3G13510
OG0006967	evm.model.RL_1.304	AL3G13670
OG0006968	evm.model.RL_1.324	AL3G13940
OG0006969	evm.model.RL_1.345	AL3G14250
OG0006970	evm.model.RL_1.355	AL3G14380
OG0006971	evm.model.RL_1.369	AL3G14590
OG0006972	evm.model.RL_1.396	AL3G14950
OG0006973	evm.model.RL_1.412	AL3G15250
OG0006974	evm.model.RL_1.456	AL3G15780
OG0006975	evm.model.RL_1.472	AL3G16100
OG0006976	evm.model.RL_1.533	AL3G16790
OG0006977	evm.model.RL_1.534	AL3G16800
OG0006978	evm.model.RL_1.542	AL3G16910
OG0006979	evm.model.RL_1.558	AL3G17100
OG0006980	evm.model.RL_1.561	AL3G17160
OG0006981	evm.model.RL_4.1802	AL6G29760
OG0006982	evm.model.RL_1.616	AL504U10010, AL3G17900
OG0006983	evm.model.RL_1.623	AL3G17920
OG0006984	evm.model.RL_1.643	AL3G18230
OG0006985	evm.model.RL_1.657.1.687c87eb	AL3G18410
OG0006986	evm.model.RL_1.684	AL3G18720
OG0006987	evm.model.RL_1.731	AL3G19160
OG0006988	evm.model.RL_1.805	AL3G20000
OG0006989	evm.model.RL_6.2140	AL4G37930, AL108U10010
OG0006990	evm.model.RL_6.2131	AL4G37820
OG0006991	evm.model.RL_6.2118	AL4G37690
OG0006992	evm.model.RL_6.2095	AL4G37380
OG0006993	evm.model.RL_6.2086	AL4G37230
OG0006994	evm.model.RL_6.2072	AL4G37040
OG0006995	evm.model.RL_6.2042	AL5G26030, AL4G36600
OG0006996	evm.model.RL_6.2048	AL4G36720
OG0006997	evm.model.RL_6.1999	AL4G36150
OG0006998	evm.model.RL_6.1989	AL4G36090
OG0006999	evm.model.RL_6.1984	AL4G36050
OG0007000	evm.model.RL_6.1983	AL4G36040
OG0007001	evm.model.RL_6.1676	AL4G31980
OG0007002	evm.model.RL_6.1678	AL4G32000
OG0007003	evm.model.RL_6.1699	AL110U10020, AL4G32130
OG0007004	evm.model.RL_6.1703	AL4G32170
OG0007005	evm.model.RL_6.1712	AL4G32300
OG0007006	evm.model.RL_6.1719	AL4G32370
OG0007007	evm.model.RL_6.1740	AL4G32610
OG0007008	evm.model.RL_6.1872	AL4G33460
OG0007009	evm.model.RL_6.1876, evm.model.RL_6.1858	AL4G33630
OG0007010	evm.model.RL_6.1849	AL4G33710
OG0007011	evm.model.RL_6.1845	AL4G33760, AL4G34370
OG0007012	evm.model.RL_6.1839	AL4G33830
OG0007013	evm.model.RL_6.1892	AL4G34830
OG0007014	evm.model.RL_6.1933	AL4G35320
OG0007015	evm.model.RL_6.1959	AL4G35780
OG0007016	evm.model.RL_5.1437	AL1G27980
OG0007017	evm.model.RL_3.2404	AL2G40760
OG0007018	evm.model.RL_5.1479	AL1G28450
OG0007019	evm.model.RL_1.1171	AL3G24410
OG0007020	evm.model.RL_5.1527	AL1G29020
OG0007022	evm.model.RL_5.1555	AL1G29310
OG0007023	evm.model.RL_3.1624	AL2G31990
OG0007024	evm.model.RL_5.1598	AL1G29950
OG0007025	evm.model.RL_5.1603	AL1G30030
OG0007026	evm.model.RL_5.1616	AL1G30200
OG0007027	evm.model.RL_5.1626	AL1G30310
OG0007028	evm.model.RL_5.1696	AL1G31050
OG0007029	evm.model.RL_5.1732, evm.model.RL_5.1734	AL1G31550
OG0007030	evm.model.RL_5.1735	AL1G31560
OG0007031	evm.model.RL_5.1756	AL1G31790
OG0007032	evm.model.RL_5.1757	AL1G31800
OG0007033	evm.model.RL_5.1788	AL5G16560, AL1G32290
OG0007034	evm.model.RL_5.1801	AL1G32420
OG0007035	evm.model.RL_5.3673	AL1G33640
OG0007036	evm.model.RL_5.3656	AL1G33910
OG0007037	evm.model.RL_5.3611	AL1G34510
OG0007038	evm.model.RL_5.3569	AL1G35080
OG0007039	evm.model.RL_5.3563	AL1G35150, AL1G35290
OG0007042	evm.model.RL_3.1580	AL2G31450
OG0007043	evm.model.RL_5.3424	AL1G37210
OG0007044	evm.model.RL_5.3400	nbis-gene-144
OG0007045	evm.model.RL_5.3387	AL1G37740
OG0007046	evm.model.RL_5.3364	AL1G38240
OG0007047	evm.model.RL_5.3242	AL1G39760
OG0007048	evm.model.RL_5.3193	AL1G40340
OG0007049	evm.model.RL_5.3178	AL1G40500
OG0007050	evm.model.RL_2.1946	AL7G28910
OG0007051	evm.model.RL_2.1968	AL7G28660
OG0007052	evm.model.RL_2.1982.2.687c86e4	AL7G28520
OG0007053	evm.model.RL_8.1263	AL8G25880
OG0007054	evm.model.RL_2.2278	AL7G25070
OG0007055	evm.model.RL_6.335	AL4G14860
OG0007056	evm.model.RL_6.243	AL4G13530
OG0007057	evm.model.RL_6.1904	AL4G34990
OG0007058	evm.model.RL_6.185	AL4G12320
OG0007059	evm.model.RL_6.120	AL4G11660
OG0007060	evm.model.RL_6.14	AL4G10140
OG0007061	evm.model.RL_4.770	AL8G20810
OG0007062	evm.model.RL_5.1302	AL1G26510
OG0007063	evm.model.RL_5.1264	AL1G26110
OG0007065	evm.model.RL_5.1174	AL1G24880
OG0007066	evm.model.RL_5.1159	AL1G24680
OG0007067	evm.model.RL_5.1153	AL1G24590
OG0007068	evm.model.RL_5.1108	AL1G23790
OG0007069	evm.model.RL_5.1104	AL1G23740
OG0007070	evm.model.RL_5.1056	AL1G23040
OG0007072	evm.model.RL_5.981	AL1G22220
OG0007073	evm.model.RL_5.979	AL1G22190
OG0007074	evm.model.RL_5.968	AL1G22040
OG0007075	evm.model.RL_5.966	AL1G22020
OG0007076	evm.model.RL_5.894	AL1G21070
OG0007077	evm.model.RL_5.864	AL1G20720
OG0007078	evm.model.RL_5.832	AL1G20290
OG0007079	evm.model.RL_5.831	AL1G20280
OG0007080	evm.model.RL_5.788	AL1G19760
OG0007081	evm.model.RL_5.761	AL1G19440
OG0007082	evm.model.RL_5.740	AL1G19230
OG0007083	evm.model.RL_5.686	AL1G18690
OG0007084	evm.model.RL_6.2794	AL4G45920
OG0007085	evm.model.RL_5.601	AL1G17630, AL1G17640
OG0007086	evm.model.RL_5.582	AL1G17460
OG0007087	evm.model.RL_5.580	AL1G17440
OG0007088	evm.model.RL_5.540	AL1G16920
OG0007089	evm.model.RL_8.1193	AL8G25080
OG0007090	evm.model.RL_2.2826	AL7G18460
OG0007091	evm.model.RL_5.480	AL1G16190
OG0007092	evm.model.RL_5.466	AL1G16030
OG0007093	evm.model.RL_5.429	AL1G15630
OG0007094	evm.model.RL_5.348.1.687c88ab	AL1G14670
