Orthogroup	Cardamine_amara	Cardamine_glauca
OG0011478	evm.model.RL_7.659	Cg002G049190
OG0011479	evm.model.RL_7.618	Cg002G048820
OG0011480	evm.model.RL_7.547	Cg002G048230
OG0011481	evm.model.RL_7.535	Cg002G048120
OG0011482	evm.model.RL_5.732	Cg006G237320
OG0011483	evm.model.RL_7.410	Cg002G047020
OG0011484	evm.model.RL_7.935	Cg002G052130
OG0011485	evm.model.RL_7.321	Cg002G046160
OG0011486	evm.model.RL_7.299	Cg002G045940
OG0011487	evm.model.RL_7.265	Cg002G045670
OG0011488	evm.model.RL_6.2732	Cg005G159860
OG0011489	evm.model.RL_7.207	Cg002G045070
OG0011490	evm.model.RL_7.196	Cg002G044950
OG0011491	evm.model.RL_7.195	Cg002G044940
OG0011492	evm.model.RL_7.190	Cg002G044890
OG0011493	evm.model.RL_7.173	Cg002G044680
OG0011495	evm.model.RL_7.125	Cg002G044240
OG0011496	evm.model.RL_7.121, evm.model.RL_7.115	Cg002G044150
OG0011497	evm.model.RL_7.97	Cg002G043980
OG0011498	evm.model.RL_7.64	Cg002G043680
OG0011499	evm.model.RL_7.50	Cg002G043580
OG0011500	evm.model.RL_7.28	Cg002G043380
OG0011501	evm.model.RL_7.6	Cg002G043160
OG0011503	evm.model.RL_7.1277	Cg002G055730
OG0011504	evm.model.RL_7.1304	Cg002G056020
OG0011505	evm.model.RL_7.1293	Cg002G055920
OG0011506	evm.model.RL_7.1768	Cg002G061260
OG0011510	evm.model.RL_7.186	Cg002G044840
OG0011511	evm.model.RL_4.230	Cg008G323190
OG0011514	evm.model.RL_6.1458	Cg005G172940
OG0011515	evm.model.RL_7.1979	Cg002G064550
OG0011516	evm.model.RL_3.2004	Cg007G276550
OG0011517	evm.model.RL_3.1761	Cg007G273940
OG0011518	evm.model.RL_3.1760	Cg007G273930
OG0011523	evm.model.RL_3.596	Cg007G252590, Cg007G252580
OG0011524	evm.model.RL_5.666	Cg006G237930
OG0011525	evm.model.RL_5.678	Cg006G237820
OG0011526	evm.model.RL_5.983	Cg006G234730
OG0011527	evm.model.RL_5.1040	Cg006G234190
OG0011528	evm.model.RL_5.1201	Cg006G232380
OG0011529	evm.model.RL_5.1314	Cg006G231240
OG0011532	evm.model.RL_5.1580	Cg006G228560
OG0011533	evm.model.RL_5.3659	Cg006G225130
OG0011534	evm.model.RL_5.3585	Cg006G224310
OG0011535	evm.model.RL_5.3550.1.687c88c3	Cg006G223850
OG0011536	evm.model.RL_2.585	Cg001G034160
OG0011537	evm.model.RL_3.1228	Cg007G268600
OG0011538	evm.model.RL_5.3194	Cg006G219700
OG0011539	evm.model.RL_3.1096	Cg007G267090
OG0011543	evm.model.RL_5.2698	Cg006G213290
OG0011544	evm.model.RL_1.3202	Cg004G156630
OG0011545	evm.model.RL_1.3257	Cg004G157050
OG0011546	evm.model.RL_1.3121	Cg004G155700
OG0011548	evm.model.RL_1.1273	Cg004G129500
OG0011549	evm.model.RL_1.904	Cg004G125560
OG0011550	evm.model.RL_4.3416	Cg008G282080
OG0011551	evm.model.RL_4.3138	Cg008G284680
OG0011552	evm.model.RL_4.3100.1.687c86dd	Cg008G285100
OG0011553	evm.model.RL_8.303_evm.model.RL_8.304	Cg003G078860, Cg014G330670
OG0011554	evm.model.RL_2.1906	Cg001G016990
OG0011555	evm.model.RL_2.1811	Cg001G017910
OG0011556	evm.model.RL_5.2897	Cg006G216060
OG0011557	evm.model.RL_5.3122	Cg006G218940
OG0011558	evm.model.RL_6.1203	Cg005G175580
OG0011559	evm.model.RL_4.2486	Cg008G291460
OG0011561	evm.model.RL_4.2335	Cg008G292980
OG0011563	evm.model.RL_8.1447	Cg003G100440
OG0011564	evm.model.RL_8.1608	Cg003G102430
OG0011565	evm.model.RL_8.1723	Cg003G103960
OG0011566	evm.model.RL_8.1893	Cg003G105770
OG0011567	evm.model.RL_4.1641	Cg008G300540
OG0011568	evm.model.RL_4.1675	Cg008G300240
OG0011569	evm.model.RL_4.1686	Cg008G300130, Cg005G184200
OG0011570	evm.model.RL_4.1705	Cg008G299960
OG0011571	evm.model.RL_8.2485	Cg003G111900
OG0011572	evm.model.RL_5.430	Cg006G240570
OG0011573	evm.model.RL_5.1336	Cg006G231010
OG0011574	evm.model.RL_5.1439	Cg006G217230, Cg006G217320, Cg006G217290, Cg006G230030
OG0011575	evm.model.RL_5.3262	Cg006G220510
OG0011578	evm.model.RL_3.1206	Cg007G268360
OG0011579	evm.model.RL_1.2202	Cg004G140360
OG0011580	evm.model.RL_6.108	Cg005G192770
OG0011580	evm.model.RL_6.103	Cg005G192820
OG0011581	evm.model.RL_6.486	Cg005G187340
OG0011583	evm.model.RL_6.1196	Cg005G175660
OG0011584	evm.model.RL_6.2844	Cg005G158700
OG0011585	evm.model.RL_7.1065	Cg002G053320
OG0011586	evm.model.RL_2.2930	Cg001G006160
OG0011588	evm.model.RL_2.1939	Cg001G016650
OG0011590	evm.model.RL_4.906	Cg008G310480, Cg008G308820
OG0011591	evm.model.RL_2.2514, evm.model.RL_2.2438	Cg001G010620
OG0011603	evm.model.RL_2.2389, evm.model.RL_2.2384	Cg001G011800
OG0011604	evm.model.RL_2.2390.2.687c86e5	Cg001G011790
OG0011605	evm.model.RL_2.2424	Cg001G011460
OG0011607	evm.model.RL_2.2404	Cg001G011660
OG0011608	evm.model.RL_2.2459	Cg001G011150
OG0011609	evm.model.RL_2.2499	Cg001G010760
OG0011610	evm.model.RL_1.3047	Cg004G154840
OG0011611	evm.model.RL_2.2554	Cg001G010100
OG0011612	evm.model.RL_2.2563	Cg001G009980
OG0011613	evm.model.RL_2.2566	Cg001G009950
OG0011614	evm.model.RL_2.2568	Cg001G009920
OG0011615	evm.model.RL_2.2570	Cg001G009900
OG0011616	evm.model.RL_2.2584	Cg001G009770
OG0011617	evm.model.RL_2.2603	Cg001G009570
OG0011618	evm.model.RL_2.2664	Cg001G009040
OG0011619	evm.model.RL_5.736	Cg006G237260
OG0011620	evm.model.RL_2.2695	Cg001G008690
OG0011621	evm.model.RL_2.2770	Cg001G007820
OG0011622	evm.model.RL_2.2774	Cg001G007780
OG0011623	evm.model.RL_6.1553	Cg005G171980
OG0011624	evm.model.RL_2.2799.2.687c86e7	Cg001G007480
OG0011625	evm.model.RL_4.1530	Cg008G301680
OG0011626	evm.model.RL_2.2899	Cg001G006470
OG0011627	evm.model.RL_3.1542	Cg007G271840
OG0011628	evm.model.RL_4.1637	Cg008G300580
OG0011629	evm.model.RL_7.1610, evm.model.RL_2.2947	Cg001G006010
OG0011630	evm.model.RL_2.2975	Cg001G005740
OG0011631	evm.model.RL_2.3045	Cg001G005010
OG0011632	evm.model.RL_5.2819	Cg006G215110
OG0011633	evm.model.RL_5.2815	Cg006G215070
OG0011634	evm.model.RL_5.2814	Cg006G215060
OG0011635	evm.model.RL_5.2801.1.687c88bd	Cg006G214760
OG0011636	evm.model.RL_5.2791	Cg006G214680
OG0011637	evm.model.RL_5.2751	Cg006G214120
OG0011638	evm.model.RL_5.2744	Cg006G213980
OG0011639	evm.model.RL_5.2742	Cg006G213910
OG0011640	evm.model.RL_5.2715	Cg006G213510
OG0011641	evm.model.RL_5.2702	Cg006G213350
OG0011643	evm.model.RL_2.1249	Cg001G024240
OG0011645	evm.model.RL_2.1224	Cg001G024480
OG0011646	evm.model.RL_2.1204	Cg001G024690
OG0011647	evm.model.RL_6.128, evm.model.RL_1.2771	Cg005G192510
OG0011648	evm.model.RL_3.769	Cg007G257480
OG0011649	evm.model.RL_6.554	Cg005G185420
OG0011650	evm.model.RL_3.751	Cg007G256360
OG0011651	evm.model.RL_3.737	Cg007G255730
OG0011652	evm.model.RL_3.726	Cg007G255160
OG0011653	evm.model.RL_3.666	Cg007G254020
OG0011654	evm.model.RL_3.660	Cg007G253780
OG0011655	evm.model.RL_3.625	Cg007G253100
OG0011656	evm.model.RL_5.842	Cg006G236190
OG0011657	evm.model.RL_3.572	Cg007G252170
OG0011659	evm.model.RL_3.533, evm.model.RL_3.482	Cg007G250830
OG0011660	evm.model.RL_3.480	Cg007G250730
OG0011661	evm.model.RL_2.531	Cg001G035170
OG0011662	evm.model.RL_3.448	Cg007G250420
OG0011663	evm.model.RL_4.501	Cg008G319620
OG0011664	evm.model.RL_3.419	Cg007G250250
OG0011665	evm.model.RL_6.124	Cg007G248850
OG0011666	evm.model.RL_5.1039	Cg006G234200
OG0011667	evm.model.RL_7.2695	Cg002G075360
OG0011668	evm.model.RL_7.2715	Cg002G075130
OG0011669	evm.model.RL_7.2721	Cg002G075070
OG0011670	evm.model.RL_5.3468	Cg006G222930
OG0011671	evm.model.RL_7.2638	Cg002G075010
OG0011672	evm.model.RL_7.2622	Cg002G074870
OG0011673	evm.model.RL_7.2603	Cg002G074660
OG0011674	evm.model.RL_7.2585	Cg002G074480
OG0011675	evm.model.RL_7.2579	Cg002G074410
OG0011676	evm.model.RL_7.2547	Cg002G074070
OG0011677	evm.model.RL_7.2521	Cg002G073760
OG0011678	evm.model.RL_7.2458	Cg002G073110
OG0011679	evm.model.RL_7.2451	Cg002G073070
OG0011680	evm.model.RL_7.2445, evm.model.RL_7.2448	Cg002G073020
OG0011681	evm.model.RL_7.2432	Cg002G072840
OG0011682	evm.model.RL_7.2375	Cg002G072160
OG0011683	evm.model.RL_7.2364	Cg002G072020
OG0011684	evm.model.RL_7.2316	Cg002G071380
OG0011685	evm.model.RL_7.2305	Cg002G071260
OG0011686	evm.model.RL_2.37	Cg001G041170
OG0011687	evm.model.RL_7.2150	Cg002G069860
OG0011689	evm.model.RL_3.1084	Cg007G266930
OG0011690	evm.model.RL_3.1058	Cg007G266620
OG0011691	evm.model.RL_3.1051	Cg007G266490
OG0011692	evm.model.RL_3.1032	Cg007G266170
OG0011693	evm.model.RL_3.1022	Cg007G265720
OG0011694	evm.model.RL_3.1019	Cg007G265650
OG0011695	evm.model.RL_3.1010	Cg007G265530
OG0011696	evm.model.RL_3.999	Cg007G265370
OG0011697	evm.model.RL_3.972	Cg007G264870
OG0011698	evm.model.RL_5.282	Cg006G242180
OG0011699	evm.model.RL_2.331	Cg001G038660
OG0011700	evm.model.RL_5.3033	Cg006G217860
OG0011701	evm.model.RL_3.17	Cg007G245610
OG0011702	evm.model.RL_3.24	Cg007G245730
OG0011703	evm.model.RL_3.31	Cg007G245790
OG0011704	evm.model.RL_3.35	Cg007G245840
OG0011705	evm.model.RL_3.69	Cg007G246150
OG0011706	evm.model.RL_3.101	Cg007G246420
OG0011707	evm.model.RL_3.131	Cg007G246620
OG0011708	evm.model.RL_3.174	Cg007G247130
OG0011709	evm.model.RL_3.191	Cg007G247370
OG0011710	evm.model.RL_3.211	Cg007G247540
OG0011711	evm.model.RL_3.224	Cg007G247690
OG0011712	evm.model.RL_1.1157	Cg004G128310
OG0011713	evm.model.RL_2.2125	Cg001G014660
OG0011714	evm.model.RL_7.706	Cg002G049650
OG0011715	evm.model.RL_6.2223	Cg005G165030
OG0011716	evm.model.RL_6.2192	Cg005G165370
OG0011717	evm.model.RL_6.2187	Cg005G165430
OG0011718	evm.model.RL_1.816	Cg004G124730
OG0011719	evm.model.RL_1.842	Cg004G124970
OG0011720	evm.model.RL_1.856	Cg004G125090
OG0011721	evm.model.RL_1.860	Cg004G125150
OG0011722	evm.model.RL_1.863	Cg004G125190
OG0011723	evm.model.RL_1.900	Cg004G125500
OG0011724	evm.model.RL_8.1418	Cg003G100110, Cg007G266890
OG0011725	evm.model.RL_1.925	Cg004G125790
OG0011726	evm.model.RL_1.937	Cg004G125910
OG0011727	evm.model.RL_1.951	Cg004G126070
OG0011728	evm.model.RL_1.979	Cg004G126340
OG0011729	evm.model.RL_1.985	Cg004G126400
OG0011730	evm.model.RL_1.990	Cg004G126520
OG0011731	evm.model.RL_1.991	Cg004G126530
OG0011732	evm.model.RL_1.997	Cg004G126590
OG0011733	evm.model.RL_1.1002	Cg004G126660
OG0011734	evm.model.RL_1.1009	Cg004G126740
OG0011735	evm.model.RL_1.1073	Cg004G127440
OG0011736	evm.model.RL_1.1116	Cg004G127830
OG0011737	evm.model.RL_8.1069	Cg003G090780
OG0011738	evm.model.RL_8.1117	Cg016G334090, Cg003G095220
OG0011739	evm.model.RL_8.1115	Cg016G334080, Cg003G095210
OG0011740	evm.model.RL_8.1123	Cg003G095320, Cg016G334160
OG0011741	evm.model.RL_8.1184	Cg003G096880
OG0011742	evm.model.RL_8.1192	Cg003G097090
OG0011743	evm.model.RL_8.1214	Cg003G097580
OG0011744	evm.model.RL_8.1216	Cg003G097600
OG0011745	evm.model.RL_8.1225	Cg003G097680
OG0011746	evm.model.RL_8.1236	Cg003G097820
OG0011747	evm.model.RL_8.1252	Cg003G098010
OG0011748	evm.model.RL_8.1253	Cg003G098040
OG0011749	evm.model.RL_8.1298	Cg003G098620
OG0011750	evm.model.RL_8.1329	Cg003G099090
OG0011751	evm.model.RL_8.1335	Cg003G099140
OG0011752	evm.model.RL_8.1341	Cg003G099180
OG0011753	evm.model.RL_2.941, evm.model.RL_5.2602	Cg003G097360
OG0011754	evm.model.RL_2.2292	Cg001G012900
OG0011755	evm.model.RL_8.1457	Cg003G100660
OG0011756	evm.model.RL_8.1504	Cg003G101310
OG0011757	evm.model.RL_8.1489	Cg003G101130
OG0011758	evm.model.RL_8.1484	Cg003G101070
OG0011759	evm.model.RL_8.1521	Cg003G101520
OG0011760	evm.model.RL_8.1539	Cg003G101760
OG0011761	evm.model.RL_8.1542.1.687c855c	Cg003G101790
OG0011762	evm.model.RL_8.1582	Cg003G102190
OG0011763	evm.model.RL_2.2207	Cg001G013790
OG0011764	evm.model.RL_8.1624	Cg003G102650
OG0011765	evm.model.RL_8.1641	Cg003G102870
OG0011766	evm.model.RL_8.1656	Cg003G103040
OG0011767	evm.model.RL_8.1660	Cg003G103080
OG0011768	evm.model.RL_8.1682	Cg003G103330
OG0011769	evm.model.RL_8.1689	Cg003G103410
OG0011770	evm.model.RL_8.1696.1.687c855d	Cg003G103470
OG0011771	evm.model.RL_8.1735	Cg003G104080
OG0011772	evm.model.RL_8.1789	Cg003G104680
OG0011773	evm.model.RL_8.1790	Cg003G104730
OG0011774	evm.model.RL_8.1798	Cg003G104810
OG0011775	evm.model.RL_8.1836	Cg003G105190
OG0011776	evm.model.RL_8.1848	Cg003G105310
OG0011777	evm.model.RL_8.1863	Cg003G105450
OG0011778	evm.model.RL_8.1865	Cg003G105470
OG0011779	evm.model.RL_8.992	Cg003G088730
OG0011781	evm.model.RL_4.2304	Cg008G293330
OG0011782	evm.model.RL_4.2401	Cg008G292310
OG0011783	evm.model.RL_4.2406	Cg008G292250
OG0011784	evm.model.RL_4.2441	Cg008G291930
OG0011785	evm.model.RL_4.2495	Cg008G291360
OG0011786	evm.model.RL_4.2508	Cg008G291250
OG0011787	evm.model.RL_4.2525.2.687c86da	Cg008G291010
OG0011788	evm.model.RL_4.2546	Cg008G290750
OG0011789	evm.model.RL_4.2599	Cg008G290220
OG0011790	evm.model.RL_8.2532	Cg003G112400
OG0011791	evm.model.RL_4.2625, evm.model.RL_7.2189	Cg008G289960
OG0011792	evm.model.RL_4.2645	Cg008G289800
OG0011793	evm.model.RL_4.2648.2.687c86da	Cg008G289770
OG0011794	evm.model.RL_4.2676	Cg008G289520
OG0011795	evm.model.RL_4.2686	Cg008G289440
OG0011796	evm.model.RL_4.2693	Cg008G289370
OG0011797	evm.model.RL_4.2697	Cg008G289330
OG0011798	evm.model.RL_4.2707	Cg008G289250
OG0011799	evm.model.RL_4.2772	Cg008G288590
OG0011800	evm.model.RL_4.2786	Cg008G288450
OG0011801	evm.model.RL_4.2812	Cg008G288180
OG0011802	evm.model.RL_4.2821	Cg008G288090
OG0011803	evm.model.RL_4.2822	Cg008G288080
OG0011804	evm.model.RL_2.1311	Cg001G023360
OG0011805	evm.model.RL_2.1333	Cg001G023090
OG0011806	evm.model.RL_2.1386	Cg001G022550
OG0011807	evm.model.RL_5.1494	Cg006G229490
OG0011808	evm.model.RL_2.1403	Cg001G022350
OG0011809	evm.model.RL_2.1404	Cg001G022340
OG0011810	evm.model.RL_2.1458	Cg001G021690
OG0011811	evm.model.RL_2.1478	Cg001G021490
OG0011812	evm.model.RL_2.1484	Cg001G021410
OG0011813	evm.model.RL_2.1537	Cg001G020850
OG0011814	evm.model.RL_2.1547	Cg001G020760
OG0011815	evm.model.RL_2.1548	Cg001G020750
OG0011816	evm.model.RL_2.1554	Cg001G020690
OG0011817	evm.model.RL_2.1556	Cg001G020670
OG0011818	evm.model.RL_2.1562	Cg001G020620
OG0011819	evm.model.RL_2.1573	Cg001G020470
OG0011820	evm.model.RL_2.1581	Cg001G020380
OG0011821	evm.model.RL_2.1582	Cg001G020370
OG0011822	evm.model.RL_2.1583	Cg001G020360
OG0011823	evm.model.RL_7.1760, evm.model.RL_2.1600	Cg001G020150
OG0011824	evm.model.RL_2.1604	Cg001G020070
OG0011825	evm.model.RL_2.1606	Cg001G020050
OG0011826	evm.model.RL_2.1662	Cg001G019430
OG0011827	evm.model.RL_2.1675	Cg001G019310
OG0011828	evm.model.RL_2.1681	Cg001G019250
OG0011829	evm.model.RL_2.1706	Cg001G018980
OG0011830	evm.model.RL_2.1715	Cg001G018900
OG0011831	evm.model.RL_2.1723	Cg001G018810
OG0011832	evm.model.RL_2.1725	Cg001G018750
OG0011833	evm.model.RL_2.1730	Cg001G018690
OG0011834	evm.model.RL_2.1754	Cg001G018480
OG0011835	evm.model.RL_2.1803	Cg001G017980
OG0011836	evm.model.RL_2.1871	Cg001G017350
OG0011837	evm.model.RL_2.1887	Cg001G017150
OG0011838	evm.model.RL_2.1896	Cg001G017070
OG0011839	evm.model.RL_2.1898	Cg001G017050
OG0011840	evm.model.RL_2.1909	Cg001G016960
OG0011841	evm.model.RL_5.2685	Cg006G213100
OG0011842	evm.model.RL_5.2683	Cg006G213060
OG0011843	evm.model.RL_5.2661	Cg006G212910
OG0011844	evm.model.RL_5.2629	Cg006G212230
OG0011845	evm.model.RL_5.2619	Cg006G212050
OG0011846	evm.model.RL_5.2617	Cg006G212030
OG0011847	evm.model.RL_5.2538	Cg006G210490, Cg006G210480
OG0011848	evm.model.RL_5.2517	Cg006G210010
OG0011849	evm.model.RL_5.2477	Cg006G209680
OG0011850	evm.model.RL_5.2461	Cg006G209200
OG0011852	evm.model.RL_5.2326.1.687c88ba	Cg006G204000
OG0011853	evm.model.RL_4.3384	Cg008G282420
OG0011854	evm.model.RL_5.2378	Cg006G206040
OG0011855	evm.model.RL_5.3131	Cg006G219030
OG0011856	evm.model.RL_4.128, evm.model.RL_5.2301	Cg006G204260
OG0011857	evm.model.RL_5.2241	Cg006G202240
OG0011858	evm.model.RL_5.2243	Cg006G202350
OG0011859	evm.model.RL_5.2403	Cg006G206850
OG0011860	evm.model.RL_5.2292	Cg006G203640
OG0011861	evm.model.RL_4.1891	Cg008G297820
OG0011862	evm.model.RL_5.3088.1.687c88bf	Cg006G218600
OG0011863	evm.model.RL_5.3057	Cg006G218190
OG0011864	evm.model.RL_5.3009	Cg006G217640
OG0011866	evm.model.RL_5.2949	Cg006G216620
OG0011867	evm.model.RL_5.2939	Cg006G216310
OG0011868	evm.model.RL_5.2942	Cg006G216280
OG0011869	evm.model.RL_5.2849	Cg006G215490
OG0011870	evm.model.RL_2.3076	Cg001G004650
OG0011871	evm.model.RL_2.3142	Cg001G003940
OG0011872	evm.model.RL_2.3160, evm.model.RL_2.3226	Cg001G003770
OG0011873	evm.model.RL_2.3207	Cg001G003270
OG0011874	evm.model.RL_2.3211	Cg001G003250
OG0011875	evm.model.RL_2.3228	Cg001G003090
OG0011876	evm.model.RL_2.3262.2.687c86e8	Cg001G002730
OG0011877	evm.model.RL_2.3322	Cg001G002010
OG0011878	evm.model.RL_2.3323	Cg001G002000
OG0011879	evm.model.RL_2.3340	Cg001G001810
OG0011880	evm.model.RL_2.3346	Cg001G001740
OG0011881	evm.model.RL_2.3375	Cg001G001470
OG0011882	evm.model.RL_2.3396	Cg001G001230
OG0011883	evm.model.RL_2.3422	Cg001G000910
OG0011884	evm.model.RL_2.3428	Cg001G000860
OG0011885	evm.model.RL_2.3436.1.687c86e9	Cg001G000790
OG0011886	evm.model.RL_2.3439	Cg001G000760
OG0011887	evm.model.RL_2.3445	Cg001G000670
OG0011888	evm.model.RL_2.3451	Cg001G000610
OG0011889	evm.model.RL_2.3460	Cg001G000510
OG0011890	evm.model.RL_2.3466	Cg001G000470
OG0011891	evm.model.RL_2.3493	Cg001G000170
OG0011892	evm.model.RL_2.3491	Cg001G000190
OG0011893	evm.model.RL_2.3505	Cg001G000040
OG0011894	evm.model.RL_2.3506	Cg001G000030
OG0011895	evm.model.RL_2.574	Cg001G034360
OG0011896	evm.model.RL_2.542	Cg001G035000
OG0011897	evm.model.RL_2.518	Cg001G035530, Cg003G096850
OG0011898	evm.model.RL_5.2427	Cg001G035870, Cg006G224620
OG0011899	evm.model.RL_2.500	Cg001G035860
OG0011900	evm.model.RL_2.419	Cg001G037220
OG0011901	evm.model.RL_2.340	Cg001G038610
OG0011902	evm.model.RL_2.290	Cg001G039420
OG0011904	evm.model.RL_6.1598	Cg005G171480
OG0011906	evm.model.RL_2.2046	Cg001G015470
OG0011907	evm.model.RL_6.1634	Cg005G171100
OG0011908	evm.model.RL_6.1616	Cg005G171280
OG0011909	evm.model.RL_2.110	Cg001G042050
OG0011910	evm.model.RL_6.1655	Cg005G170940
OG0011911	evm.model.RL_8.812	Cg003G085110
OG0011912	evm.model.RL_8.817	Cg003G085140
OG0011913	evm.model.RL_8.838	Cg003G085450
OG0011914	evm.model.RL_8.859	Cg003G085920
OG0011915	evm.model.RL_8.861	Cg003G085940
OG0011916	evm.model.RL_8.864	Cg003G086040
OG0011917	evm.model.RL_8.865	Cg003G086060
OG0011918	evm.model.RL_8.866.2.687c8559	Cg003G086070
OG0011919	evm.model.RL_8.717	Cg003G083490
OG0011920	evm.model.RL_8.887	Cg003G086730
OG0011921	evm.model.RL_8.901	Cg003G087740
OG0011922	evm.model.RL_8.909	Cg003G087580
OG0011923	evm.model.RL_6.1499	Cg005G172500
OG0011924	evm.model.RL_6.1488	Cg005G172590
OG0011925	evm.model.RL_6.1482	Cg005G172690
OG0011926	evm.model.RL_6.1467	Cg005G172840
OG0011927	evm.model.RL_6.1466	Cg005G172860
OG0011929	evm.model.RL_6.1444	Cg005G173070
OG0011930	evm.model.RL_6.1440	Cg005G173090
OG0011931	evm.model.RL_4.555.2.687c86cf	Cg008G318820
OG0011932	evm.model.RL_5.129	Cg006G243650
OG0011933	evm.model.RL_4.839, evm.model.RL_4.580	Cg008G318430, Cg008G318370
OG0011934	evm.model.RL_4.631	Cg008G314320
OG0011935	evm.model.RL_4.635.1.687c86cf	Cg008G314580
OG0011936	evm.model.RL_4.658.1.687c86cf	Cg008G315780
OG0011937	evm.model.RL_4.670	Cg008G315830
OG0011938	evm.model.RL_4.707	Cg008G316950, Cg011G328760
OG0011939	evm.model.RL_4.737	Cg011G328780, Cg008G316920
OG0011940	evm.model.RL_8.769	Cg003G084230
OG0011941	evm.model.RL_8.707	Cg003G083320
OG0011942	evm.model.RL_8.706	Cg003G083250
OG0011943	evm.model.RL_8.700	Cg003G083190
OG0011944	evm.model.RL_8.641	Cg003G082430
OG0011945	evm.model.RL_8.610	Cg003G082050
OG0011946	evm.model.RL_8.586	Cg003G081800
OG0011947	evm.model.RL_8.580	Cg003G081740
OG0011948	evm.model.RL_8.567	Cg003G081660
OG0011949	evm.model.RL_8.556	Cg003G081510
OG0011950	evm.model.RL_8.540, evm.model.RL_8.539	Cg003G081230
OG0011952	evm.model.RL_8.510	Cg003G080950
OG0011953	evm.model.RL_8.449	Cg003G080290, Cg003G093690
OG0011954	evm.model.RL_8.447	Cg003G093710, Cg003G080270
OG0011955	evm.model.RL_8.398	Cg003G094210, Cg003G079810
OG0011956	evm.model.RL_8.387	Cg003G079720, Cg003G094310
OG0011957	evm.model.RL_4.330, evm.model.RL_4.327	Cg008G321950
OG0011958	evm.model.RL_4.294	Cg008G322520
OG0011959	evm.model.RL_4.259	Cg008G323730
OG0011960	evm.model.RL_4.246	Cg008G323000
OG0011961	evm.model.RL_4.236	Cg008G323130
OG0011962	evm.model.RL_4.210	Cg008G323470
OG0011963	evm.model.RL_4.206	Cg008G323500
OG0011964	evm.model.RL_4.169	Cg008G324020
OG0011965	evm.model.RL_4.121	Cg008G324380
OG0011966	evm.model.RL_4.43	Cg008G325070
OG0011967	evm.model.RL_2.657	Cg001G032950
OG0011968	evm.model.RL_4.57	Cg008G324910
OG0011969	evm.model.RL_8.1871	Cg003G105530
OG0011970	evm.model.RL_2.211.2.687c86e0	Cg001G040730
OG0011971	evm.model.RL_2.656	Cg001G032960
OG0011972	evm.model.RL_2.817	Cg001G030420
OG0011973	evm.model.RL_2.821	Cg001G030210
OG0011974	evm.model.RL_1.2375	Cg004G142670
OG0011975	evm.model.RL_1.2351.2.687c87ef	Cg004G142420
OG0011976	evm.model.RL_2.854	Cg001G029350
OG0011977	evm.model.RL_2.855	Cg001G029340
OG0011978	evm.model.RL_2.865	Cg001G029230
OG0011979	evm.model.RL_2.924	Cg001G028170
OG0011980	evm.model.RL_2.897	Cg001G028520
OG0011981	evm.model.RL_2.931	Cg001G028080
OG0011982	evm.model.RL_2.945, evm.model.RL_2.944	Cg001G027960
OG0011983	evm.model.RL_2.968	Cg001G027510
OG0011984	evm.model.RL_2.979	Cg001G027390
OG0011985	evm.model.RL_2.1009	Cg001G027030, Cg008G308640, Cg008G310300
OG0011986	evm.model.RL_2.1024	Cg001G026840
OG0011987	evm.model.RL_2.1033	Cg001G026740
OG0011988	evm.model.RL_2.1067	Cg001G026050
OG0011989	evm.model.RL_2.1090	Cg001G025840
OG0011990	evm.model.RL_1.2480	Cg004G144340
OG0011991	evm.model.RL_2.11	Cg001G040850
OG0011992	evm.model.RL_2.19.1.687c86df	Cg001G040930
OG0011993	evm.model.RL_2.25	Cg001G041020
OG0011994	evm.model.RL_2.29	Cg001G041070
OG0011995	evm.model.RL_2.39	Cg001G041190
OG0011996	evm.model.RL_2.40.1.687c86df	Cg001G041220
OG0011997	evm.model.RL_2.100	Cg001G041870
OG0011998	evm.model.RL_2.89	Cg001G041750
OG0011999	evm.model.RL_2.132	Cg001G042220
OG0012000	evm.model.RL_2.139	Cg001G042270
OG0012001	evm.model.RL_2.142	Cg001G042300
OG0012002	evm.model.RL_2.186	Cg001G042920
OG0012003	evm.model.RL_2.5	Cg001G043100
OG0012004	evm.model.RL_6.2944	Cg005G157680
OG0012005	evm.model.RL_6.2942	Cg005G157710
OG0012006	evm.model.RL_6.2936	Cg005G157770
OG0012007	evm.model.RL_6.2884, evm.model.RL_6.2840	Cg005G158370
OG0012008	evm.model.RL_6.2846	Cg005G158660
OG0012010	evm.model.RL_6.2803, evm.model.RL_6.2810	Cg005G159120
OG0012011	evm.model.RL_6.2763	Cg005G159540
OG0012012	evm.model.RL_7.224	Cg002G045250
