Orthogroup	Cardamine_amara	Camelina_sativa
OG0009052	evm.model.RL_3.1219	XP_010468442.1, XP_010497074.1, XP_010512990.1, XP_010490085.1
OG0009053	evm.model.RL_1.756	XP_010486384.1, XP_010461096.1, XP_010464451.1
OG0009054	evm.model.RL_1.760.2.687c87eb	XP_010464459.1, XP_010486388.1, XP_010461709.1
OG0009055	evm.model.RL_5.2274	XP_010500238.1, XP_010461513.1, XP_010479117.1
OG0009056	evm.model.RL_6.2178	XP_010508841.1, XP_010517486.1, XP_010505795.1
OG0009057	evm.model.RL_6.2171	XP_019102563.1, XP_010505787.1, XP_010508852.1
OG0009058	evm.model.RL_6.2166	XP_010508861.1, XP_010517470.1, XP_010505778.1
OG0009059	evm.model.RL_6.2157	XP_010508873.1, XP_010517456.1, XP_010505765.1
OG0009060	evm.model.RL_6.2153	XP_010508880.1, XP_010517451.1, XP_010505759.1
OG0009061	evm.model.RL_6.2141	XP_010508893.1, XP_010517437.1, XP_010505746.1
OG0009062	evm.model.RL_6.2079	XP_010508989.1, XP_010517325.1
OG0009063	evm.model.RL_6.2078	XP_019102024.1, XP_019099878.1, XP_019101240.1
OG0009064	evm.model.RL_6.2065	XP_010517305.1, XP_010505629.1, XP_010509005.1
OG0009065	evm.model.RL_6.2036	XP_010509059.1, XP_010517259.1
OG0009066	evm.model.RL_6.2056	XP_010505617.1, XP_010509014.1, XP_010517287.1, XP_010461597.1
OG0009067	evm.model.RL_6.2028	XP_010517249.1, XP_010509069.1, XP_010505578.1
OG0009068	evm.model.RL_6.1982	XP_010517191.1, XP_010509169.1, XP_010505527.1
OG0009069	evm.model.RL_3.1190	XP_010511773.1, XP_010419063.2, XP_010470740.1
OG0009070	evm.model.RL_6.1980	XP_010509168.1, XP_010505523.1
OG0009071	evm.model.RL_6.1707	XP_010509509.1, XP_010516822.1, XP_010505146.1
OG0009072	evm.model.RL_6.1713	XP_010516831.1, XP_010509500.1, XP_010505151.1
OG0009073	evm.model.RL_6.1715	XP_010505153.1, XP_010516832.1
OG0009074	evm.model.RL_7.1114.1.687c84b8	XP_010426893.1, XP_010515746.1, XP_010504018.1
OG0009075	evm.model.RL_6.1744	XP_010509468.1, XP_010516869.1, XP_010505194.1
OG0009076	evm.model.RL_6.1757	XP_010505211.1
OG0009077	evm.model.RL_6.1786	XP_010516925.1, XP_010509416.1, XP_010505240.1
OG0009078	evm.model.RL_6.1803	XP_010505262.1, XP_010509399.1, XP_010516950.1
OG0009079	evm.model.RL_6.1846	XP_010509347.1, XP_010517004.1, XP_010505318.1
OG0009080	evm.model.RL_6.1889	XP_010517062.1, XP_010505383.1, XP_010509269.1, XP_010509266.1
OG0009081	evm.model.RL_6.1890	XP_010509268.1, XP_010517065.1, XP_010505385.1
OG0009082	evm.model.RL_6.1968	XP_010509148.1, XP_010517165.1, XP_010505500.1
OG0009083	evm.model.RL_6.1967	XP_010509147.1, XP_010517161.1, XP_010505498.1
OG0009084	evm.model.RL_6.1907	XP_010509234.1, XP_010505415.1, XP_010517088.1
OG0009085	evm.model.RL_6.1957	XP_010517144.1, XP_010505476.1, XP_010509124.1
OG0009086	evm.model.RL_6.1940	XP_010509185.1, XP_010505458.1, XP_010517127.1
OG0009087	evm.model.RL_6.1939	XP_010505455.1, XP_010517124.1, XP_010509187.1
OG0009088	evm.model.RL_6.1671	XP_010509554.1, XP_010516789.1, XP_010505105.1
OG0009089	evm.model.RL_5.1375	XP_010476605.1, XP_010496960.1, XP_019091391.1
OG0009090	evm.model.RL_5.1377	XP_010459050.1, XP_010476608.1, XP_010496977.1
OG0009091	evm.model.RL_5.1393	XP_010497110.1, XP_010459073.1, XP_010476626.1
OG0009092	evm.model.RL_5.1399	XP_010476635.1, XP_010497148.1, XP_019091635.1
OG0009093	evm.model.RL_5.1412	XP_010459098.1, XP_010497240.1, NP_001306214.1
OG0009094	evm.model.RL_5.1418	XP_010476655.1, XP_010497299.1, XP_010459104.1
OG0009095	evm.model.RL_5.1451	XP_010459133.1, XP_010476700.1, XP_010497556.1
OG0009097	evm.model.RL_5.1487	XP_010459183.1, XP_010476753.1, XP_010497832.1
OG0009098	evm.model.RL_5.1497	XP_019095094.1, XP_019091293.1, XP_010497937.1
OG0009099	evm.model.RL_5.1499	XP_010476763.1, XP_019091292.1, XP_010497944.1
OG0009100	evm.model.RL_5.1530	XP_010476820.1, XP_010459240.1, XP_010498018.1
OG0009101	evm.model.RL_5.1566	XP_010480510.1, XP_010459294.1, XP_010501498.1
OG0009102	evm.model.RL_5.1576	XP_010498080.1, XP_010459322.1, XP_010476885.1
OG0009103	evm.model.RL_5.1578	XP_010476887.1, XP_010498085.1, XP_010459325.1
OG0009104	evm.model.RL_5.1600	XP_010498136.1, XP_010476920.1, XP_010459367.1
OG0009105	evm.model.RL_5.1644	XP_010498202.1, XP_010476994.1, XP_010459428.1
OG0009106	evm.model.RL_5.1693	XP_010459483.1
OG0009107	evm.model.RL_2.2137	XP_010438790.1, XP_010448310.1, XP_010433538.1
OG0009108	evm.model.RL_5.1698	XP_010498269.1, XP_010459497.1, XP_010477052.1
OG0009109	evm.model.RL_5.1700	XP_010462774.1, XP_010459500.1, XP_010498271.1, XP_010477053.1, XP_019098769.1
OG0009110	evm.model.RL_5.1739	XP_010477106.1, XP_010459562.1, XP_010498312.1
OG0009111	evm.model.RL_5.1820	XP_010477218.1, XP_010459671.1, XP_010498417.1
OG0009112	evm.model.RL_5.1821	XP_010477219.1, XP_010459672.1, XP_019099087.1
OG0009113	evm.model.RL_5.1850	XP_010498449.1, XP_010477251.1
OG0009114	evm.model.RL_5.3647	XP_010498551.1, XP_010459791.1, XP_010477353.1
OG0009115	evm.model.RL_5.3633	XP_010477371.1, XP_019090819.1, XP_010498563.1
OG0009116	evm.model.RL_7.960, evm.model.RL_6.405	XP_010427090.1, XP_010515938.1
OG0009117	evm.model.RL_5.3567	XP_010459912.1, XP_010477439.1, XP_010498648.1
OG0009118	evm.model.RL_5.3557	XP_010477455.1, XP_010498663.1, XP_010459927.1
OG0009119	evm.model.RL_5.3556	XP_010477456.1, XP_010498664.1, XP_010459928.1
OG0009120	evm.model.RL_5.3495	XP_010477531.1, XP_010498753.1, XP_010460031.1
OG0009121	evm.model.RL_5.3494	XP_010477533.1, XP_010460033.1
OG0009122	evm.model.RL_5.3454	XP_010498811.1, XP_010477593.1, XP_010460085.1
OG0009123	evm.model.RL_5.3432	XP_010498841.1, XP_010460119.1, XP_010477628.1
OG0009124	evm.model.RL_5.3421	XP_019091208.1, XP_019095451.1, XP_019091038.1, XP_019094439.1
OG0009125	evm.model.RL_5.3404	XP_010477677.1, XP_010460149.1
OG0009126	evm.model.RL_5.3348	XP_010477773.1, XP_010460224.1, XP_010498970.1
OG0009127	evm.model.RL_5.3333	XP_010477790.1, XP_010498980.1
OG0009128	evm.model.RL_5.3310	XP_010460269.1, XP_010477821.1, XP_010499001.1
OG0009129	evm.model.RL_5.3300	XP_010499012.1, XP_010477834.1, XP_010460284.1, XP_019084888.1
OG0009130	evm.model.RL_3.1317	XP_010470917.1, XP_010415575.1, XP_010511960.1
OG0009131	evm.model.RL_5.3281	XP_010460305.1, XP_010499037.1, XP_010477850.1
OG0009133	evm.model.RL_5.3261	XP_010460337.1, XP_019094827.1, XP_010499071.1, XP_019094450.1
OG0009134	evm.model.RL_5.3260	XP_010460339.1, XP_010499073.1, XP_010477885.1
OG0009135	evm.model.RL_5.3231	XP_010499109.1, XP_010477926.1, XP_010460380.1
OG0009136	evm.model.RL_5.3229	XP_010460383.1, XP_010499112.1, XP_010497915.1, XP_010477929.1
OG0009137	evm.model.RL_5.3207	XP_010499138.1, XP_010460407.1, XP_010477977.1
OG0009138	evm.model.RL_5.3204	XP_010499141.1, XP_010477982.1, XP_010460410.1
OG0009139	evm.model.RL_5.3181	XP_010478012.1, XP_010478014.1, XP_010499171.1, XP_010478015.1, XP_010460455.1
OG0009140	evm.model.RL_5.3157	XP_019091968.1, XP_010478056.1, XP_010499206.1
OG0009141	evm.model.RL_2.1944	XP_010433792.1, XP_010439062.1, XP_010448583.1
OG0009142	evm.model.RL_8.1031	XP_019090663.1, XP_019095602.1, XP_019087610.1
OG0009143	evm.model.RL_2.1961	XP_010433761.1, XP_010448556.1, XP_010439021.1
OG0009144	evm.model.RL_2.1993	XP_010438966.1, XP_010448517.1, XP_019086477.1
OG0009145	evm.model.RL_2.2004	XP_010433710.1, XP_010438956.1, XP_010448503.1
OG0009146	evm.model.RL_6.427	XP_010472526.1, XP_010417291.1, XP_010429519.1
OG0009148	evm.model.RL_6.404	XP_019083494.1, XP_010472510.1, XP_010429500.1
OG0009149	evm.model.RL_6.409	XP_010429504.1, XP_010417272.1, XP_010472514.1
OG0009150	evm.model.RL_6.346	XP_010472458.1, XP_010417208.1, XP_010429428.1
OG0009151	evm.model.RL_6.315	XP_010472430.1, XP_010417176.1, XP_010429397.1
OG0009152	evm.model.RL_6.285	XP_010429352.1, XP_010417139.1, XP_010472395.1
OG0009153	evm.model.RL_6.265	XP_010472375.1, XP_010417124.1, XP_010429334.1
OG0009154	evm.model.RL_6.230	XP_010417088.1, XP_010429282.1
OG0009155	evm.model.RL_6.216	XP_010429257.1, XP_010472313.1
OG0009156	evm.model.RL_7.1236	XP_010515555.1, XP_010426703.1, XP_010503840.1
OG0009157	evm.model.RL_6.157	XP_010417015.1, XP_010429178.1, XP_010472244.1
OG0009158	evm.model.RL_6.147	XP_010472235.1, XP_010417005.1, XP_010429168.1
OG0009159	evm.model.RL_6.91	XP_010416942.1, XP_010416941.1, XP_010472185.1, XP_010429103.1
OG0009160	evm.model.RL_6.45	XP_010416884.1, XP_010429050.1, XP_010429039.1, XP_010472124.1
OG0009161	evm.model.RL_4.421, evm.model.RL_6.21	XP_010416853.1, XP_010472089.1, XP_010429004.1
OG0009162	evm.model.RL_5.1354	XP_010459019.1, XP_010496760.1, XP_010476578.1
OG0009163	evm.model.RL_5.1329	XP_010496507.1, XP_010458991.1, XP_010476547.1
OG0009164	evm.model.RL_5.1312	XP_010496306.1, XP_010458968.1, XP_010476525.1
OG0009165	evm.model.RL_5.1261	XP_010476458.1, XP_010458905.1, XP_010495826.1
OG0009166	evm.model.RL_5.1259	XP_010476455.1, XP_010458903.1, XP_010495817.1
OG0009167	evm.model.RL_5.1240	XP_010476428.1, XP_010495685.1, XP_010458862.1
OG0009168	evm.model.RL_5.1180	XP_010495166.1, XP_010458778.1, XP_010476322.1
OG0009169	evm.model.RL_5.1183	XP_010476326.1, XP_010458781.1, XP_010495195.1
OG0009170	evm.model.RL_5.1155	XP_010494837.1, XP_010476282.1, XP_010458739.1
OG0009171	evm.model.RL_5.1100	XP_010494099.1, XP_010458665.1, XP_010476209.1
OG0009172	evm.model.RL_5.1049	XP_010458586.1, XP_010493326.1, XP_010476117.1
OG0009173	evm.model.RL_5.1038	XP_010476105.1, XP_010493180.1, XP_010458579.1
OG0009174	evm.model.RL_5.1003	XP_010476060.1, XP_010458536.1, XP_010492796.1
OG0009175	evm.model.RL_5.941	XP_010475970.1, XP_010458437.1
OG0009176	evm.model.RL_5.939	XP_010491841.1, XP_010475972.1, XP_010458435.1
OG0009177	evm.model.RL_5.931.1.687c88b0	XP_010458426.1, XP_010475943.1, XP_010491727.1
OG0009178	evm.model.RL_5.888	XP_010490885.1, XP_010490863.1, XP_010458365.1, XP_010475888.1
OG0009179	evm.model.RL_5.845	XP_010475836.1, XP_010490385.1, XP_010458291.1
OG0009180	evm.model.RL_5.854	XP_010475849.1, XP_010490467.1, XP_010458311.1
OG0009181	evm.model.RL_5.812	XP_010475789.1, XP_010490103.1, XP_010458240.1
OG0009182	evm.model.RL_5.793	XP_010475763.1, XP_010475764.1
OG0009184	evm.model.RL_5.770.2.687c88af	XP_010475734.1, XP_010458178.1, XP_010489701.1
OG0009185	evm.model.RL_5.759	XP_010475719.1, XP_010458167.1, XP_010489596.1, XP_010489566.1, XP_010458166.1, XP_010475716.1
OG0009186	evm.model.RL_4.1658	XP_010420808.1, XP_010454279.1, XP_010493079.1
OG0009187	evm.model.RL_5.743	XP_010489432.1, XP_010458148.1, XP_010475701.1
OG0009188	evm.model.RL_5.738	XP_010475689.1, XP_010458141.1, XP_010489367.1
OG0009189	evm.model.RL_5.718	XP_010475660.1, XP_010489027.1, XP_010458099.1
OG0009190	evm.model.RL_5.719	XP_010458100.1, XP_010489040.1, XP_010475661.1
OG0009191	evm.model.RL_5.721.2.687c88ae	XP_010458103.1, XP_010489091.1, XP_010475667.1
OG0009192	evm.model.RL_5.723	XP_010475668.1, XP_010489113.1, XP_010458105.1
OG0009193	evm.model.RL_5.711	XP_010501380.1, XP_010475650.1, XP_010458089.1
OG0009194	evm.model.RL_5.703.1.687c88ae.1.687c9b4c	XP_010475644.1, XP_010458082.1, XP_019098897.1
OG0009195	evm.model.RL_5.649	XP_010488273.1, XP_010458022.1, XP_010475587.1
OG0009196	evm.model.RL_5.691	XP_010488718.1, XP_010458068.1, XP_010475624.1
OG0009197	evm.model.RL_5.617	XP_010475533.1, XP_010457958.1
OG0009198	evm.model.RL_5.595	XP_010457921.1, XP_010487459.1
OG0009199	evm.model.RL_5.571	XP_010475472.1, XP_010487219.1, XP_010457886.1
OG0009200	evm.model.RL_5.503	XP_010475377.1, XP_010457774.1, XP_010486162.1
OG0009201	evm.model.RL_5.497	XP_010475368.1, XP_010486072.1, XP_010457769.1
OG0009202	evm.model.RL_5.487	XP_010457753.1, XP_010475359.1, XP_019097674.1
OG0009203	evm.model.RL_5.484	XP_010457749.1, XP_010501341.1, XP_019094966.1
OG0009205	evm.model.RL_5.436	XP_010485310.1, XP_010501329.1, XP_010475296.1
OG0009206	evm.model.RL_5.401	XP_010457623.1, XP_010484935.1, XP_010475228.1
OG0009207	evm.model.RL_5.398	XP_010475225.1, XP_010484916.1, XP_010457620.1
OG0009208	evm.model.RL_5.385	XP_010457608.1, XP_010484852.1, XP_010475209.1
OG0009209	evm.model.RL_3.2456	XP_010429994.1, XP_019093783.1, XP_019083572.1
OG0009210	evm.model.RL_5.349	XP_010457562.1, XP_010484434.1, XP_019095147.1
OG0009211	evm.model.RL_5.334	XP_010457542.1, XP_010484305.1, XP_010501319.1, XP_010475150.2
OG0009213	evm.model.RL_5.305	XP_010483923.1, XP_010457504.1, XP_010475114.1
OG0009214	evm.model.RL_5.284	XP_010483418.1, XP_010475083.1, XP_010457474.1
OG0009215	evm.model.RL_5.257	XP_010475037.1, XP_010482950.1, XP_010457424.1
OG0009216	evm.model.RL_5.207	XP_010457355.1, XP_010474969.1, XP_010482112.1
OG0009217	evm.model.RL_5.169	XP_019094932.1, XP_010457317.1
OG0009218	evm.model.RL_5.160	XP_010474905.1, XP_010457309.1, XP_010481465.1
OG0009219	evm.model.RL_5.136	XP_010474856.1, XP_010481252.1, XP_010457271.1
OG0009220	evm.model.RL_5.110	XP_010457240.1, XP_010481079.1, XP_010474670.1
OG0009221	evm.model.RL_5.100	XP_010457225.1, XP_010480981.1, XP_010474661.1
OG0009222	evm.model.RL_5.78	XP_010457190.1, XP_010474634.1, XP_010480836.1
OG0009224	evm.model.RL_5.68.1.687c88a9	XP_010474694.1, XP_010457175.1, XP_010480676.1
OG0009225	evm.model.RL_5.56	XP_010474708.1, XP_010457158.1, XP_010480585.1
OG0009226	evm.model.RL_5.49	XP_010457145.1, XP_010480467.1, XP_010474716.1
OG0009227	evm.model.RL_5.43	XP_010457138.1, XP_010480399.1, XP_010474723.1
OG0009228	evm.model.RL_5.10	XP_010474762.1, XP_010457106.1, XP_010480116.1
OG0009229	evm.model.RL_8.69	XP_019090537.1, XP_019087103.1, XP_019083751.1
OG0009229	evm.model.RL_8.2881	XP_019094775.1
OG0009230	evm.model.RL_8.2912	XP_010480322.1, XP_010496481.1, XP_019096728.1
OG0009231	evm.model.RL_8.2923	XP_010496684.1, XP_010496471.1, XP_019098013.1
OG0009232	evm.model.RL_4.2229	XP_010492182.1, XP_010420016.1, XP_010453502.2
OG0009233	evm.model.RL_4.2223	XP_010420023.1, XP_010492191.1, XP_010453509.1
OG0009235	evm.model.RL_4.2216	XP_019097617.1, XP_010453524.1, XP_019083805.1
OG0009236	evm.model.RL_4.2142	XP_010453619.1, XP_010492309.1, XP_010420138.1
OG0009237	evm.model.RL_4.2136	XP_010453624.1, XP_010492316.1, XP_010424099.1
OG0009238	evm.model.RL_4.2129.2.687c86d7	XP_019083815.1, XP_010453632.1, XP_010492323.1
OG0009239	evm.model.RL_4.2074	XP_010453701.1, XP_010492406.1
OG0009240	evm.model.RL_4.2094	XP_019083822.1, XP_010495204.2, XP_019090546.1
OG0009241	evm.model.RL_4.2109	XP_010453653.1, XP_010420181.1, XP_010492350.1
OG0009242	evm.model.RL_4.2061	XP_010492425.1, XP_010420252.1, XP_010453723.1
OG0009243	evm.model.RL_4.2025	XP_010492496.1, XP_010420296.1, XP_010453769.1
OG0009244	evm.model.RL_4.2018	XP_010420307.1, XP_010492506.1, XP_010453779.1
OG0009245	evm.model.RL_4.1971.1.687c86d6	XP_010420373.1, XP_010492591.1, XP_010453834.1
OG0009246	evm.model.RL_4.1964	XP_010453843.1, XP_010492601.1, XP_010420378.1
OG0009247	evm.model.RL_4.1933	XP_010492639.1, XP_010453887.1, XP_010420415.1
OG0009248	evm.model.RL_4.1925	XP_010453902.1, XP_010420426.1, XP_010492660.1
OG0009249	evm.model.RL_4.1885	XP_010492718.1, XP_010453958.1, XP_010420485.1
OG0009250	evm.model.RL_4.1837	XP_010420551.1, XP_010454033.1, XP_010492808.1
OG0009251	evm.model.RL_4.1765	XP_010492930.1, XP_010454141.1
OG0009252	evm.model.RL_4.1758	XP_010496742.1, XP_010454154.1, XP_010420678.1
OG0009253	evm.model.RL_4.1724	XP_019090559.1, XP_010420727.1, XP_010492983.1
OG0009254	evm.model.RL_4.1723	XP_010420728.1, XP_010492984.1, XP_010454199.1
OG0009255	evm.model.RL_4.1036	XP_010455127.1, XP_010421634.1, XP_010494012.1
OG0009257	evm.model.RL_4.882	XP_010482188.1, XP_010512519.1
OG0009259	evm.model.RL_4.887	XP_019087607.1, XP_019087452.1, XP_010440246.1, XP_010440254.1, XP_010445967.2
OG0009260	evm.model.RL_4.874	XP_010442346.1, XP_010439871.1, XP_010482172.1
OG0009261	evm.model.RL_4.871	XP_019085933.1, XP_019087980.1
OG0009263	evm.model.RL_4.2269	XP_010419941.1, XP_010453434.1, XP_010492116.1
OG0009264	evm.model.RL_4.2862	XP_010423291.1, XP_010491264.1
OG0009265	evm.model.RL_4.2860	XP_010452624.1, XP_010491265.1, XP_010423290.1
OG0009267	evm.model.RL_4.2245	XP_010456522.1, XP_010419991.1, XP_010492162.1
OG0009268	evm.model.RL_4.2875.1.687c86db	XP_010452611.1, XP_010423311.1, XP_010491249.1
OG0009269	evm.model.RL_4.2878	XP_010423313.1, XP_010452606.1, XP_010491244.1
OG0009270	evm.model.RL_4.2291	XP_010453398.1, XP_010492082.1, XP_010419910.1
OG0009271	evm.model.RL_4.2919	XP_010452544.1, XP_010491176.1, XP_010423371.1
OG0009272	evm.model.RL_4.2920.2.687c86dc	XP_010452542.1, XP_010491174.1, XP_010423372.1
OG0009273	evm.model.RL_4.2938	XP_010452520.1, XP_010423391.1, XP_010491152.1
OG0009274	evm.model.RL_4.2942	XP_010491149.1, XP_010423395.1, XP_010452512.1
OG0009275	evm.model.RL_4.2961	XP_010491129.1, XP_010423417.1, XP_010452492.1
OG0009276	evm.model.RL_4.3004	XP_010491070.1, XP_010423476.1, XP_010452441.1
OG0009277	evm.model.RL_4.3014	XP_010423490.1, XP_010491056.1, XP_010452427.1
OG0009278	evm.model.RL_4.3017	XP_010452423.1, XP_010423492.1, XP_010491053.1
OG0009279	evm.model.RL_4.3036	XP_010491031.1, XP_010423506.1, XP_010452404.1
OG0009280	evm.model.RL_4.3058	XP_010491002.1, XP_010452383.1, XP_010423533.1
OG0009281	evm.model.RL_4.1189	XP_010493805.1, XP_010421402.1, XP_010454881.1, XP_010421404.1, XP_010454882.1
OG0009282	evm.model.RL_4.1170	XP_010454918.1, XP_010421437.1, XP_010493834.1
OG0009283	evm.model.RL_4.1185	XP_010497495.1, XP_010454893.1, XP_010493811.1, XP_019083951.1
OG0009284	evm.model.RL_4.1199	XP_010493790.1, XP_010454860.1, XP_010421386.1
OG0009285	evm.model.RL_4.1212	XP_010421376.1, XP_010454848.1, XP_010493776.1
OG0009286	evm.model.RL_4.1222	XP_010454835.1, XP_010493762.1
OG0009287	evm.model.RL_4.1231	XP_010454825.1, XP_010421348.1, XP_010493749.1
OG0009288	evm.model.RL_4.1233	XP_010493742.1, XP_010454822.1, XP_010421344.1
OG0009289	evm.model.RL_4.1256	XP_010454796.1, XP_010421309.1
OG0009290	evm.model.RL_4.1262	XP_010421292.1, XP_010454791.1, XP_019097949.1
OG0009291	evm.model.RL_7.901	XP_010427189.1, XP_010516016.1, XP_010504298.1
OG0009292	evm.model.RL_4.1267	XP_010421283.1, XP_010454778.1, XP_010493708.1
OG0009293	evm.model.RL_4.1283	XP_010493596.1, XP_010424272.2, XP_010454750.1
OG0009294	evm.model.RL_4.1337	XP_019098053.1, XP_010454680.1, XP_010421201.1
OG0009295	evm.model.RL_4.1375	XP_010454636.1, XP_010421153.1, XP_010493470.1
OG0009296	evm.model.RL_4.1385	XP_010493463.1, XP_010454620.1, XP_010421141.1
OG0009297	evm.model.RL_4.1392	XP_010493455.1, XP_010454612.1
OG0009298	evm.model.RL_4.1395	XP_010493451.1, XP_010454614.1, XP_010421131.1
OG0009299	evm.model.RL_4.1408	XP_019097410.1, XP_010454596.1
OG0009300	evm.model.RL_8.2185	XP_010457002.1, XP_010483779.1, XP_010443932.1
OG0009301	evm.model.RL_8.2250	XP_010457702.1, XP_010444000.1, XP_010483856.1
OG0009302	evm.model.RL_8.2263	XP_010483877.1
OG0009304	evm.model.RL_7.1563	XP_010503439.1, XP_010515128.1, XP_010426284.1
OG0009305	evm.model.RL_8.2376	XP_010459673.1, XP_019093732.1, XP_019093736.1, XP_019093752.1, XP_019093739.1, XP_019088372.1, XP_019095863.1
OG0009306	evm.model.RL_8.1957	XP_010443627.1, XP_010483483.1, XP_010454243.1
OG0009307	evm.model.RL_8.1915	XP_010496656.1, XP_010483427.1
OG0009308	evm.model.RL_7.1256	XP_010515532.1, XP_010503820.1, XP_010426682.1
OG0009309	evm.model.RL_7.1261	XP_010503810.1, XP_010426669.1, XP_010515520.1
OG0009310	evm.model.RL_7.1263_evm.model.RL_7.1266	XP_010426666.1, XP_010503807.1, XP_010515518.1
OG0009311	evm.model.RL_7.1282	XP_010515484.1, XP_010426645.1
OG0009313	evm.model.RL_7.1318	XP_010515436.1, XP_010503731.1
OG0009314	evm.model.RL_7.1332	XP_010515424.1, XP_010426596.1, XP_010503722.1
OG0009315	evm.model.RL_7.1402	XP_010515359.1, XP_010503661.1, XP_010426524.1
OG0009316	evm.model.RL_7.1400	XP_010503658.1, XP_010515355.1, XP_010426519.1
OG0009317	evm.model.RL_7.1398	XP_010503656.1, XP_010515354.1, XP_010426517.1
OG0009318	evm.model.RL_7.1437	XP_010515311.1, XP_010503620.1, XP_010426481.1
OG0009319	evm.model.RL_7.1466	XP_010515269.1, XP_010503582.1, XP_010426434.1
OG0009320	evm.model.RL_7.1478	XP_010503557.1, XP_010515254.1, XP_010426412.1
OG0009321	evm.model.RL_7.1511	XP_010426373.1, XP_010515201.1, XP_010503518.1
OG0009322	evm.model.RL_7.1525	XP_010426352.1, XP_010503495.1, XP_010515175.1
OG0009323	evm.model.RL_7.1534	XP_010426341.1, XP_010503477.1, XP_010515164.1
OG0009324	evm.model.RL_7.1541	XP_010503466.1, XP_010515156.1, XP_010426329.1
OG0009325	evm.model.RL_7.1581	XP_010503421.1, XP_010515110.1, XP_010426271.1
OG0009326	evm.model.RL_7.1590	XP_010426255.1, XP_010507287.1, XP_010515102.1
OG0009327	evm.model.RL_7.1648	XP_010503338.1, XP_010426179.1, XP_010515044.1
OG0009328	evm.model.RL_7.1912	XP_010412577.1, XP_010503092.1, XP_010425857.1
OG0009329	evm.model.RL_7.1953	XP_010503023.1, XP_010425805.1, XP_010412483.1
OG0009330	evm.model.RL_2.2825	XP_010432617.1, XP_010447291.1, XP_010437807.1
OG0009331	evm.model.RL_7.2036	XP_010502756.1, XP_010425524.1, XP_010514457.1
OG0009332	evm.model.RL_3.1108	XP_010470633.1, XP_010415300.1, XP_010511652.1
OG0009333	evm.model.RL_3.1110.3.687c84bb	XP_019093313.1, XP_019083212.1, XP_010511658.1
OG0009334	evm.model.RL_3.1244	XP_010511866.1, XP_010415487.1, XP_010470813.1
OG0009335	evm.model.RL_3.1270	XP_010511901.1, XP_010415517.1, XP_010470846.1
OG0009336	evm.model.RL_3.1259	XP_010470860.1, XP_010511887.1, XP_010470865.1
OG0009337	evm.model.RL_3.1290	XP_010415531.1, XP_010470880.1, XP_010511930.1
OG0009338	evm.model.RL_3.1308	XP_010415560.1, XP_010470901.1, XP_010511949.1
OG0009339	evm.model.RL_3.1315	XP_010470914.1, XP_010470915.1, XP_010511957.1
