Orthogroup	Cardamine_amara	Arabidopsis_lyrata_NCBI
OG0007227	evm.model.RL_1.961	XP_002882679.1
OG0007228	evm.model.RL_3.2331	XP_020891289.1
OG0007229	evm.model.RL_3.2339	XP_020890242.1
OG0007230	evm.model.RL_3.2361	XP_002889257.1
OG0007231	evm.model.RL_7.1886	XP_020867552.1
OG0007232	evm.model.RL_3.2471	XP_020889728.1
OG0007233	evm.model.RL_3.2389	XP_020865878.1
OG0007234	evm.model.RL_3.2394	XP_020891170.1
OG0007235	evm.model.RL_3.2402	XP_020891056.1
OG0007236	evm.model.RL_3.2416, evm.model.RL_3.2480	XP_002878916.1, XP_020890381.1
OG0007237	evm.model.RL_5.1430	XP_020866082.1
OG0007238	evm.model.RL_3.2450	XP_020866955.1, XP_020891593.1
OG0007239	evm.model.RL_3.2454	XP_020891035.1, XP_020888897.1
OG0007240	evm.model.RL_1.1200, evm.model.RL_1.1294	XP_002884937.2
OG0007241	evm.model.RL_1.1205	XP_020886314.1
OG0007242	evm.model.RL_1.1268	XP_020888874.1, XP_020877216.1
OG0007243	evm.model.RL_1.1288	XP_020888550.1, XP_020872518.1
OG0007244	evm.model.RL_1.1300	XP_002882855.1
OG0007245	evm.model.RL_1.1338	XP_020887168.1
OG0007246	evm.model.RL_1.1343	XP_020886171.1
OG0007247	evm.model.RL_1.1383	XP_002882885.2
OG0007248	evm.model.RL_1.1463	XP_020888545.1
OG0007249	evm.model.RL_1.1478	XP_002882949.1
OG0007250	evm.model.RL_1.1483	XP_002882952.1
OG0007251	evm.model.RL_1.1500	XP_002882960.1
OG0007252	evm.model.RL_1.1505	XP_002885109.1
OG0007253	evm.model.RL_1.1527	XP_020876099.1, XP_002885122.2
OG0007254	evm.model.RL_1.1528.1.687c87ed	XP_002882975.1
OG0007255	evm.model.RL_1.1537	XP_020889011.1
OG0007256	evm.model.RL_1.1543	XP_002885129.1
OG0007257	evm.model.RL_1.1745	XP_020889005.1
OG0007258	evm.model.RL_1.1632	XP_002885186.1
OG0007259	evm.model.RL_1.1644	XP_020889090.1
OG0007260	evm.model.RL_1.1668	XP_002885212.1
OG0007261	evm.model.RL_1.1696	XP_002883087.1
OG0007262	evm.model.RL_1.1698	XP_020889154.1
OG0007263	evm.model.RL_1.1707	XP_020889188.1
OG0007264	evm.model.RL_4.1042	XP_002883108.1
OG0007265	evm.model.RL_1.1728	XP_020889028.1
OG0007266	evm.model.RL_1.1758	XP_020888393.1
OG0007267	evm.model.RL_1.1787	XP_002885279.1
OG0007268	evm.model.RL_1.1798	XP_002885282.1
OG0007269	evm.model.RL_1.1832	XP_020889547.1
OG0007270	evm.model.RL_1.1840	XP_002883175.1
OG0007271	evm.model.RL_1.1846	XP_020887476.1
OG0007272	evm.model.RL_1.1852	XP_002885310.1
OG0007273	evm.model.RL_1.1875	XP_020887916.1
OG0007274	evm.model.RL_1.1918	XP_002883220.1
OG0007275	evm.model.RL_1.1941	XP_002883238.1
OG0007276	evm.model.RL_1.2014	XP_020889078.1
OG0007277	evm.model.RL_1.2040	XP_002883292.1
OG0007278	evm.model.RL_1.2079	XP_002885448.1
OG0007279	evm.model.RL_1.2063	XP_002883305.1
OG0007280	evm.model.RL_1.2061	XP_002885437.1
OG0007281	evm.model.RL_1.2054	XP_020889299.1
OG0007282	evm.model.RL_1.2124	XP_002885485.1
OG0007283	evm.model.RL_1.2127	XP_020886687.1
OG0007284	evm.model.RL_1.2139	XP_020886711.1
OG0007285	evm.model.RL_1.2140	XP_002883353.1
OG0007286	evm.model.RL_1.2156	XP_002883370.1
OG0007287	evm.model.RL_1.2168	XP_002885515.1
OG0007288	evm.model.RL_1.2172	XP_002885523.1
OG0007289	evm.model.RL_1.2262	XP_002883441.1
OG0007290	evm.model.RL_1.2271	XP_020887229.1
OG0007291	evm.model.RL_1.2277	XP_002883458.1
OG0007292	evm.model.RL_1.2301	XP_002883479.1
OG0007293	evm.model.RL_1.2311	XP_002865600.2, XP_020887265.1, XP_020871382.1
OG0007294	evm.model.RL_1.2336	XP_002885644.1
OG0007295	evm.model.RL_1.2350	XP_020889030.1
OG0007296	evm.model.RL_1.2597	XP_002885852.1
OG0007298	evm.model.RL_1.2591.1.687c87f0	XP_020886994.1
OG0007299	evm.model.RL_1.2737	XP_002885951.1
OG0007301	evm.model.RL_1.2889	XP_002884040.1
OG0007302	evm.model.RL_1.2913	XP_002886111.1
OG0007303	evm.model.RL_1.2953	XP_020887859.1
OG0007305	evm.model.RL_1.3071	XP_002884186.1
OG0007306	evm.model.RL_1.3108	XP_020886959.1
OG0007307	evm.model.RL_1.3140	XP_002883982.1
OG0007308	evm.model.RL_1.3218	XP_020888113.1
OG0007309	evm.model.RL_1.1165	XP_002884917.1
OG0007310	evm.model.RL_5.3937	XP_020869477.1
OG0007311	evm.model.RL_5.3914	XP_020868917.1
OG0007312	evm.model.RL_5.3903	XP_002891819.1
OG0007313	evm.model.RL_5.3845	XP_020868938.1
OG0007314	evm.model.RL_5.3720	XP_020868988.1
OG0007315	evm.model.RL_5.1864	XP_002894368.2
OG0007316	evm.model.RL_5.1871.1.687c88b7	XP_020868586.1
OG0007317	evm.model.RL_5.1898	XP_020870960.1
OG0007318	evm.model.RL_5.1913	XP_002891647.1
OG0007319	evm.model.RL_5.2030	XP_002894227.1
OG0007320	evm.model.RL_5.2088	XP_020870906.1, XP_020866186.1
OG0007321	evm.model.RL_5.2139	XP_020868767.1
OG0007322	evm.model.RL_5.2124	XP_020868445.1
OG0007323	evm.model.RL_5.2171	XP_020868366.1
OG0007324	evm.model.RL_5.2186	XP_002894102.1
OG0007325	evm.model.RL_5.2219	XP_002894085.2
OG0007326	evm.model.RL_2.1171	XP_002862414.2, XP_002870171.1
OG0007327	evm.model.RL_2.1167	XP_002870174.1
OG0007328	evm.model.RL_2.1135	XP_020874335.1
OG0007329	evm.model.RL_6.1571	XP_002879516.2
OG0007330	evm.model.RL_6.1569	XP_002879515.1
OG0007331	evm.model.RL_7.1182	XP_002885456.1
OG0007332	evm.model.RL_7.1179	XP_002877842.1
OG0007333	evm.model.RL_7.1151	XP_002876138.1
OG0007334	evm.model.RL_7.1136	XP_020881616.1
OG0007335	evm.model.RL_7.1135	XP_020881411.1
OG0007337	evm.model.RL_7.1207	XP_002877826.1
OG0007338	evm.model.RL_7.1219	XP_002876101.1
OG0007339	evm.model.RL_7.939	XP_002877976.1
OG0007340	evm.model.RL_7.917, evm.model.RL_7.920	XP_020881310.1
OG0007341	evm.model.RL_7.887	XP_002878004.1
OG0007342	evm.model.RL_7.815_evm.model.RL_7.816	XP_002876305.1
OG0007343	evm.model.RL_2.2760	XP_020872660.1
OG0007344	evm.model.RL_7.778	XP_002876336.1
OG0007345	evm.model.RL_7.720	XP_020881352.1
OG0007346	evm.model.RL_7.681	XP_002878113.1
OG0007347	evm.model.RL_7.495	XP_020880600.1
OG0007348	evm.model.RL_7.493	XP_020880562.1
OG0007350	evm.model.RL_7.304	XP_020881697.1
OG0007351	evm.model.RL_7.295	XP_020882453.1
OG0007352	evm.model.RL_7.237	XP_002876606.1
OG0007353	evm.model.RL_7.166	XP_002876654.2
OG0007354	evm.model.RL_7.153	XP_020882476.1, XP_020881991.1
OG0007355	evm.model.RL_7.44	XP_002878502.1
OG0007356	evm.model.RL_5.3703	XP_020872582.1, XP_002878690.2, XP_002894376.1
OG0007357	evm.model.RL_6.2008	XP_020883463.1
OG0007358	evm.model.RL_8.1535	XP_002866044.1
OG0007360	evm.model.RL_7.147	XP_020882210.1
OG0007361	evm.model.RL_4.12	XP_002863324.1
OG0007363	evm.model.RL_6.1528	XP_020883006.1
OG0007364	evm.model.RL_6.1546	XP_002881344.2
OG0007365	evm.model.RL_6.1580	XP_020885623.1
OG0007366	evm.model.RL_6.2856	XP_020872654.1
OG0007366	evm.model.RL_6.2859	XP_020882927.1, XP_020882982.1
OG0007367	evm.model.RL_1.2258	XP_002883438.2
OG0007368	evm.model.RL_3.1950	XP_020890670.1
OG0007370	evm.model.RL_2.2715	XP_002869296.2
OG0007371	evm.model.RL_2.3145	XP_002869042.2
OG0007372	evm.model.RL_5.297, evm.model.RL_6.507	XP_020870674.1
OG0007373	evm.model.RL_5.1097	XP_020866036.1
OG0007374	evm.model.RL_1.1688	XP_002883079.1
OG0007375	evm.model.RL_4.2392	XP_020876204.1
OG0007376	evm.model.RL_1.1519	XP_020889490.1
OG0007377	evm.model.RL_6.1480	YP_009357304.1
OG0007380	evm.model.RL_2.1693	XP_020873270.1
OG0007381	evm.model.RL_2.1452	XP_020874538.1
OG0007382	evm.model.RL_2.1372	XP_002870064.1
OG0007383	evm.model.RL_2.1792, evm.model.RL_6.1525	XP_020883003.1
OG0007384	evm.model.RL_6.826	XP_002879085.1
OG0007385	evm.model.RL_4.1936	XP_020878208.1
OG0007386	evm.model.RL_4.981	XP_002872312.1
OG0007387	evm.model.RL_8.1722	XP_002864457.1
OG0007388	evm.model.RL_8.1807	XP_020887064.1
OG0007393	evm.model.RL_1.3039	XP_020886135.1
OG0007393	evm.model.RL_1.3040	XP_002884144.2
OG0007394	evm.model.RL_5.2728, evm.model.RL_5.2727, evm.model.RL_6.154	XP_002878621.1
OG0007396	evm.model.RL_7.2496	XP_020880422.1
OG0007400	evm.model.RL_8.1300	XP_002865890.1
OG0007402	evm.model.RL_2.1844	XP_020871416.1, XP_020887909.1
OG0007413	evm.model.RL_2.2337	XP_002867458.1
OG0007414	evm.model.RL_2.2365	XP_002867447.1
OG0007415	evm.model.RL_2.2367	XP_002869497.1
OG0007416	evm.model.RL_2.2382	XP_002869488.1
OG0007417	evm.model.RL_2.2392	XP_020872111.1
OG0007419	evm.model.RL_2.2473	XP_002867403.1
OG0007420	evm.model.RL_2.2490	XP_020874723.1
OG0007421	evm.model.RL_2.2503	XP_002869408.1
OG0007422	evm.model.RL_2.2522	XP_020874303.1
OG0007423	evm.model.RL_2.2526	XP_002867369.1
OG0007425	evm.model.RL_2.2572	XP_020873914.1
OG0007426	evm.model.RL_2.2620	XP_002869343.1
OG0007427	evm.model.RL_2.2635	XP_020874009.1
OG0007428	evm.model.RL_2.2650	XP_020874759.1
OG0007429	evm.model.RL_2.2654	XP_002869327.1
OG0007430	evm.model.RL_2.2662	XP_002867298.1
OG0007431	evm.model.RL_2.2629, evm.model.RL_2.2665	XP_020873892.1
OG0007432	evm.model.RL_2.2683	XP_002869316.1
OG0007433	evm.model.RL_2.2312	XP_002869525.1
OG0007434	evm.model.RL_2.2727	XP_020873103.1
OG0007435	evm.model.RL_2.2728, evm.model.RL_2.2646, evm.model.RL_2.2644	XP_002869288.1
OG0007436	evm.model.RL_2.2731	XP_020872422.1
OG0007437	evm.model.RL_2.2733	XP_020872064.1
OG0007439	evm.model.RL_2.2767	XP_002869265.2
OG0007440	evm.model.RL_2.2787	XP_020872497.1
OG0007441	evm.model.RL_2.2836	XP_002869219.1
OG0007442	evm.model.RL_2.2827	XP_002867201.1
OG0007443	evm.model.RL_2.2854	XP_002867181.1
OG0007444	evm.model.RL_2.2853	XP_002869213.1
OG0007445	evm.model.RL_2.2892	XP_020875097.1
OG0007446	evm.model.RL_2.2944	XP_002867126.1
OG0007448	evm.model.RL_2.2920	XP_002869178.1
OG0007449	evm.model.RL_2.2918	XP_020874466.1
OG0007450	evm.model.RL_2.2914	XP_002867140.1
OG0007451	evm.model.RL_2.2969	XP_002869145.1
OG0007452	evm.model.RL_2.2974	XP_020875514.1
OG0007453	evm.model.RL_2.2983	XP_002869138.2
OG0007454	evm.model.RL_2.2985	XP_002869137.1
OG0007455	evm.model.RL_2.3001	XP_002869127.1
OG0007456	evm.model.RL_2.3020	XP_020874644.1
OG0007458	evm.model.RL_5.2797.4.687c88bd	XP_020868637.1
OG0007459	evm.model.RL_5.2795.1.687c88bd	XP_020870440.1
OG0007460	evm.model.RL_5.2764.1.687c88bd	XP_020868438.1
OG0007461	evm.model.RL_5.2748	XP_002890968.1
OG0007462	evm.model.RL_5.2743	XP_020870373.1
OG0007463	evm.model.RL_5.2737	XP_020866628.1
OG0007464	evm.model.RL_2.1242	XP_020875352.1
OG0007465	evm.model.RL_2.1220	XP_002868110.1
OG0007466	evm.model.RL_2.1196	XP_020873987.1
OG0007467	evm.model.RL_2.1185	XP_002870164.2
OG0007468	evm.model.RL_3.771.1.687c84bb	XP_002894583.1
OG0007469	evm.model.RL_3.748.2.687c84bb	XP_020868131.1
OG0007470	evm.model.RL_2.1076	XP_020872068.1
OG0007471	evm.model.RL_3.658	XP_002894658.1
OG0007473	evm.model.RL_3.567	XP_002888245.1
OG0007474	evm.model.RL_3.535	XP_002886670.1
OG0007475	evm.model.RL_3.411	XP_020890131.1, XP_020890077.1
OG0007476	evm.model.RL_3.363	XP_020890026.1
OG0007477	evm.model.RL_5.976	XP_002889850.1
OG0007478	evm.model.RL_3.332	XP_002888080.1
OG0007479	evm.model.RL_3.317	XP_002886514.1
OG0007480	evm.model.RL_3.313	XP_002886509.1
OG0007481	evm.model.RL_5.7	XP_020879975.1
OG0007482	evm.model.RL_7.2666	XP_020881344.1
OG0007483	evm.model.RL_7.2675	XP_020882525.1
OG0007484	evm.model.RL_7.2639	XP_020880417.1
OG0007485	evm.model.RL_5.1325	XP_002892826.1
OG0007486	evm.model.RL_7.2565	XP_020880979.1
OG0007487	evm.model.RL_7.2553.2.687c84bd	XP_020880220.1
OG0007488	evm.model.RL_7.2544	XP_002876869.1
OG0007489	evm.model.RL_7.2526	XP_020880320.1
OG0007490	evm.model.RL_7.2514	XP_020881752.1
OG0007492	evm.model.RL_7.2461	XP_020882206.1
OG0007493	evm.model.RL_7.2442	XP_002875280.1
OG0007494	evm.model.RL_7.2428	XP_002876938.1
OG0007495	evm.model.RL_7.2384	XP_020881154.1
OG0007496	evm.model.RL_7.2379	XP_002875318.1
OG0007497	evm.model.RL_7.2347	XP_002876992.1
OG0007498	evm.model.RL_7.2334	XP_020881058.1
OG0007499	evm.model.RL_7.2326	XP_020881959.1
OG0007500	evm.model.RL_7.2322	XP_002877012.2
OG0007501	evm.model.RL_7.2308	XP_020879644.1
OG0007502	evm.model.RL_7.2307	XP_002877027.1
OG0007503	evm.model.RL_7.2280	XP_002875379.1
OG0007504	evm.model.RL_7.2247	XP_020880938.1
OG0007505	evm.model.RL_7.2115.2.687c84bb	XP_002877160.1
OG0007506	evm.model.RL_7.2108	XP_002877163.1
OG0007508	evm.model.RL_7.2075	XP_020881405.1
OG0007509	evm.model.RL_7.2045	XP_002875539.1
OG0007510	evm.model.RL_3.1097	XP_020890358.1
OG0007511	evm.model.RL_3.1081	XP_020891751.1
OG0007512	evm.model.RL_3.1049	XP_002887079.1
OG0007513	evm.model.RL_3.993	XP_002888484.1
OG0007514	evm.model.RL_3.989	XP_020865642.1
OG0007515	evm.model.RL_3.960	XP_020891388.1
OG0007516	evm.model.RL_3.914	XP_020890970.1
OG0007517	evm.model.RL_4.1864	XP_002873854.1
OG0007518	evm.model.RL_3.20	XP_020890980.1
OG0007519	evm.model.RL_5.3894	XP_020867643.1
OG0007520	evm.model.RL_3.70	XP_020890618.1
OG0007521	evm.model.RL_3.89	XP_020891602.1
OG0007522	evm.model.RL_3.132	XP_020865783.1
OG0007523	evm.model.RL_3.165	XP_020890359.1, XP_020889810.1
OG0007524	evm.model.RL_3.167	XP_020889812.1, XP_020889815.1
OG0007525	evm.model.RL_3.180	XP_020865601.1
OG0007526	evm.model.RL_3.187	XP_020890578.1
OG0007527	evm.model.RL_3.244	XP_020865857.1
OG0007528	evm.model.RL_3.253	XP_020889606.1
OG0007529	evm.model.RL_3.262	XP_020890412.1
OG0007530	evm.model.RL_1.1162	XP_002882784.1
OG0007531	evm.model.RL_1.1160	XP_020886408.1
OG0007532	evm.model.RL_1.1159	XP_002884914.1
OG0007533	evm.model.RL_1.1149	XP_002884907.1
OG0007534	evm.model.RL_2.2314	XP_020873015.1
OG0007535	evm.model.RL_2.2097	XP_002869652.1
OG0007536	evm.model.RL_2.2113	XP_002867586.1
OG0007537	evm.model.RL_2.2122	XP_002869631.1
OG0007538	evm.model.RL_6.2210	XP_020883147.1
OG0007539	evm.model.RL_6.2202	XP_020885564.1
OG0007540	evm.model.RL_6.2196	XP_002881735.1
OG0007541	evm.model.RL_1.824	XP_020889320.1
OG0007542	evm.model.RL_1.825	XP_002882608.1
OG0007543	evm.model.RL_1.830	XP_002882609.1
OG0007544	evm.model.RL_1.858	XP_002882622.1
OG0007545	evm.model.RL_1.862	XP_002884741.1
OG0007546	evm.model.RL_1.884	XP_002882636.1
OG0007547	evm.model.RL_1.893.1.687c87eb	XP_020888370.1
OG0007548	evm.model.RL_4.3158	XP_020879120.1
OG0007549	evm.model.RL_1.911	XP_002884771.1
OG0007550	evm.model.RL_1.919, evm.model.RL_1.871	XP_020888603.1
OG0007551	evm.model.RL_1.941	XP_020888890.1
OG0007552	evm.model.RL_1.959	XP_002884795.1
OG0007554	evm.model.RL_1.988	XP_002884813.1
OG0007555	evm.model.RL_1.1027	XP_020888300.1
OG0007556	evm.model.RL_1.1034.1.687c87ec	XP_002884839.1
OG0007557	evm.model.RL_1.1047	XP_020888273.1
OG0007558	evm.model.RL_1.1059	XP_020888330.1
OG0007559	evm.model.RL_1.1068	XP_002884854.2
OG0007560	evm.model.RL_1.1080	XP_020888301.1
OG0007561	evm.model.RL_1.1084	XP_002884861.1
OG0007562	evm.model.RL_1.1091	XP_020888303.1
OG0007563	evm.model.RL_2.2320.1.687c86e5	XP_020872771.1
OG0007564	evm.model.RL_1.1105	XP_002884874.1
OG0007565	evm.model.RL_1.1106	XP_002884875.1
OG0007566	evm.model.RL_1.1110	XP_020888231.1
OG0007567	evm.model.RL_1.1135	XP_020888293.1
OG0007568	evm.model.RL_1.1137	XP_002882774.1
OG0007569	evm.model.RL_7.644	XP_002876404.2
OG0007570	evm.model.RL_8.1058	XP_020883228.1
OG0007571	evm.model.RL_4.120	XP_020866797.1
OG0007572	evm.model.RL_5.2258	XP_020869253.1
OG0007573	evm.model.RL_8.1174	XP_020871173.1
OG0007574	evm.model.RL_8.1181	XP_002864075.1
OG0007576	evm.model.RL_8.1189	XP_020879409.1
OG0007577	evm.model.RL_2.2848	XP_002869217.1
OG0007578	evm.model.RL_8.1342	XP_002864174.1
OG0007579	evm.model.RL_8.1425, evm.model.RL_8.1427	XP_020866449.1
OG0007581	evm.model.RL_8.1408	XP_002865954.1
OG0007582	evm.model.RL_8.1401.1.687c855b	XP_002864215.1
OG0007583	evm.model.RL_8.1398	XP_002865951.2
OG0007584	evm.model.RL_8.1431.1.687c855b	XP_002864237.1
OG0007585	evm.model.RL_8.1436	XP_020868326.1
OG0007586	evm.model.RL_8.1503	XP_020871546.1
OG0007587	evm.model.RL_8.1485	XP_002866009.1
OG0007588	evm.model.RL_8.1530	XP_002864328.1
OG0007589	evm.model.RL_8.1545	XP_020871906.1
OG0007590	evm.model.RL_8.1584	XP_020871693.1
OG0007591	evm.model.RL_8.1643	XP_020886956.1
OG0007592	evm.model.RL_8.1672	XP_002864415.1
OG0007593	evm.model.RL_8.1687	XP_002888517.1, XP_002886967.1, XP_002864429.1
OG0007594	evm.model.RL_8.1697	XP_002864440.1
OG0007595	evm.model.RL_5.1021	XP_002889875.1
OG0007596	evm.model.RL_8.1763	XP_002866171.1
OG0007597	evm.model.RL_8.1777	XP_020877944.1
OG0007598	evm.model.RL_8.1779	XP_002864493.1
OG0007599	evm.model.RL_8.1784	XP_020868644.1
OG0007600	evm.model.RL_8.1815	XP_002864516.1
OG0007601	evm.model.RL_8.1820	XP_002864517.1
OG0007602	evm.model.RL_8.1841	XP_020871802.1
OG0007603	evm.model.RL_8.1855	XP_002866232.1
OG0007604	evm.model.RL_8.1891	XP_020872025.1
OG0007605	evm.model.RL_4.1040	XP_002872270.1
OG0007606	evm.model.RL_4.2285	XP_020877586.1
OG0007607	evm.model.RL_4.2310	XP_002873601.1
OG0007608	evm.model.RL_4.2316	XP_002873597.2
OG0007609	evm.model.RL_4.2320	XP_020877357.1
OG0007610	evm.model.RL_4.2330	XP_020879131.1
OG0007611	evm.model.RL_4.2346	XP_002873568.1
OG0007612	evm.model.RL_4.2358	XP_002873560.1
OG0007613	evm.model.RL_4.2374	XP_020876518.1
OG0007614	evm.model.RL_4.2381	XP_020878594.1
OG0007615	evm.model.RL_4.2394	XP_020878317.1
OG0007616	evm.model.RL_4.2407	XP_020877547.1
OG0007617	evm.model.RL_4.2442	XP_002873516.1
OG0007618	evm.model.RL_4.2444	XP_020878520.1
OG0007619	evm.model.RL_4.2464	XP_002871466.1
OG0007620	evm.model.RL_4.2484	XP_020879480.1
OG0007621	evm.model.RL_4.2521.1.687c86da	XP_002873467.1
OG0007622	evm.model.RL_4.2660	XP_002871365.1
OG0007623	evm.model.RL_4.2677	XP_002873374.1
OG0007624	evm.model.RL_4.2687	XP_020877629.1
OG0007625	evm.model.RL_4.2694	XP_002871330.1, XP_020889033.1
OG0007626	evm.model.RL_4.2732	XP_002873345.1
OG0007627	evm.model.RL_4.2736	XP_002871309.1
OG0007628	evm.model.RL_4.2762.2.687c86db	XP_020876615.1
OG0007629	evm.model.RL_4.2819	XP_002871263.1
OG0007630	evm.model.RL_4.2824	XP_002871260.1
OG0007631	evm.model.RL_2.1294	XP_020874563.1
OG0007632	evm.model.RL_2.1334	XP_002868034.1
OG0007633	evm.model.RL_2.1352	XP_002868028.2
OG0007634	evm.model.RL_2.1357.6.687c86e2	XP_020874565.1
OG0007635	evm.model.RL_2.1362	XP_020874386.1
OG0007637	evm.model.RL_8.497	XP_002872682.1
OG0007638	evm.model.RL_2.1446	XP_020874305.1
OG0007639	evm.model.RL_2.1454	XP_020874536.1
OG0007640	evm.model.RL_2.1476	XP_020874457.1
OG0007641	evm.model.RL_2.1496	XP_020874820.1
OG0007642	evm.model.RL_2.1546	XP_002867901.1
OG0007644	evm.model.RL_8.2290	XP_002864774.1
OG0007645	evm.model.RL_2.1587	XP_020875644.1
OG0007646	evm.model.RL_2.1605	XP_020873941.1
OG0007647	evm.model.RL_8.417	XP_002872738.1
OG0007648	evm.model.RL_2.1646	XP_020873263.1
OG0007649	evm.model.RL_2.1673	XP_002867832.1
OG0007650	evm.model.RL_2.1716	XP_002867795.1
OG0007651	evm.model.RL_2.1721	XP_002869840.1
OG0007652	evm.model.RL_2.1729	XP_002867780.2
OG0007653	evm.model.RL_2.1736	XP_020873706.1
OG0007654	evm.model.RL_2.1758	XP_020873320.1
OG0007655	evm.model.RL_2.1765	XP_002869817.2
OG0007656	evm.model.RL_2.1776	XP_020873604.1
OG0007657	evm.model.RL_2.1795	XP_020873584.1
OG0007659	evm.model.RL_2.1814	XP_020873451.1
OG0007661	evm.model.RL_2.1886	XP_002869767.1
OG0007662	evm.model.RL_2.1908	XP_002867683.2
OG0007663	evm.model.RL_5.2642	XP_020868150.1
OG0007664	evm.model.RL_5.2638	XP_020867956.1
OG0007665	evm.model.RL_5.2626	XP_020870413.1
OG0007666	evm.model.RL_5.2571	XP_002893798.1
OG0007667	evm.model.RL_5.2530, evm.model.RL_5.2528	XP_002891109.1
OG0007668	evm.model.RL_5.2435	XP_020869568.1
OG0007669	evm.model.RL_5.2323	XP_020867251.1
OG0007670	evm.model.RL_5.2245	XP_020870052.1
OG0007671	evm.model.RL_5.2267	XP_020866163.1
OG0007672	evm.model.RL_5.2239	XP_020868955.1
OG0007673	evm.model.RL_1.710	XP_020885965.1
OG0007674	evm.model.RL_5.3086	XP_020867717.1
OG0007675	evm.model.RL_5.3066	XP_020866568.1
OG0007676	evm.model.RL_6.395	XP_020874365.1, XP_002878815.1
OG0007677	evm.model.RL_5.3053	XP_020866525.1
OG0007679	evm.model.RL_5.3005	XP_002890798.1
OG0007680	evm.model.RL_5.2943	XP_002890853.1
OG0007681	evm.model.RL_5.2898	XP_020866900.1
OG0007682	evm.model.RL_5.2865	XP_002890888.1
OG0007683	evm.model.RL_5.2863	XP_002890890.1
OG0007684	evm.model.RL_5.2857	XP_002890896.2
OG0007685	evm.model.RL_2.3075	XP_002867069.1
OG0007686	evm.model.RL_5.1994	XP_020878375.1
OG0007687	evm.model.RL_2.3105	XP_020873010.1
OG0007688	evm.model.RL_2.3121	XP_002869049.1
OG0007689	evm.model.RL_2.3125	XP_020875306.1
OG0007690	evm.model.RL_2.3154	XP_020874273.1
OG0007691	evm.model.RL_2.3171	XP_020873066.1
OG0007693	evm.model.RL_2.3191	XP_020875402.1
OG0007694	evm.model.RL_2.3218	XP_020872237.1
OG0007695	evm.model.RL_6.238	XP_002880505.1
OG0007696	evm.model.RL_2.3231	XP_020874746.1
OG0007697	evm.model.RL_2.3269	XP_020875549.1
OG0007698	evm.model.RL_2.3279.2.687c86e8	XP_020874972.1
OG0007699	evm.model.RL_2.3284	XP_020875486.1
OG0007700	evm.model.RL_2.3285	XP_020875498.1
OG0007701	evm.model.RL_2.3298	XP_020872863.1
OG0007702	evm.model.RL_2.3317	XP_020872847.1
OG0007703	evm.model.RL_2.3325	XP_002866910.1
OG0007704	evm.model.RL_2.3350	XP_020872230.1
OG0007705	evm.model.RL_2.3369	XP_002868925.2
OG0007706	evm.model.RL_2.3386.1.687c86e9	XP_002868910.1
OG0007707	evm.model.RL_2.3474	XP_020873875.1
OG0007708	evm.model.RL_2.629	XP_020873019.1
OG0007709	evm.model.RL_2.483	XP_020875000.1
OG0007710	evm.model.RL_2.333	XP_002868750.1
OG0007711	evm.model.RL_8.2522	XP_002879528.2
OG0007712	evm.model.RL_6.1592	XP_020884507.1
OG0007713	evm.model.RL_6.1600	XP_002881379.1
OG0007714	evm.model.RL_5.878	XP_020868765.1
OG0007715	evm.model.RL_5.2816	XP_020889642.1, XP_020867427.1
OG0007716	evm.model.RL_3.490, evm.model.RL_4.1841	XP_020877779.1
OG0007717	evm.model.RL_6.1612	XP_002879543.1
OG0007718	evm.model.RL_6.1608	XP_002879539.1
OG0007719	evm.model.RL_8.822	XP_020878361.1
OG0007720	evm.model.RL_8.863	XP_002874500.1
OG0007721	evm.model.RL_8.915	XP_020877506.1
OG0007722	evm.model.RL_1.2809, evm.model.RL_1.2810, evm.model.RL_5.2926	XP_002893591.2
OG0007723	evm.model.RL_6.1507	XP_002881326.1
OG0007724	evm.model.RL_6.1793, evm.model.RL_6.1494	XP_020884235.1
OG0007725	evm.model.RL_6.1483	XP_020884338.1
OG0007726	evm.model.RL_6.1477	XP_002881309.1
OG0007727	evm.model.RL_6.1476	XP_020882698.1
OG0007728	evm.model.RL_6.1441	XP_002881288.1
OG0007729	evm.model.RL_6.1435	XP_020883912.1
OG0007730	evm.model.RL_4.620	XP_002863726.1
