Orthogroup	Arabidopsis_arenosa	Brassica_napus
OG0006255	jg8089	XP_022566754.2, XP_013665616.1, XP_013719435.1, XP_013731188.1
OG0006256	jg8043	XP_013684398.1, XP_013735352.2, XP_013731952.2, XP_013722797.2
OG0006257	jg7981	XP_048629444.1, XP_013719514.2, XP_013676995.1, XP_013735372.2, XP_013731976.1
OG0006258	jg7957	XP_048604949.1, XP_013736185.2, XP_013684159.2, XP_013735411.2
OG0006259	jg7955	XP_013722745.1, XP_013698352.1, XP_048627483.1, XP_013736179.2
OG0006260	jg7952	XP_048595185.1, XP_013722746.1, XP_048632061.1, XP_013684157.2
OG0006261	jg20802	XP_013733431.1, XP_048637431.1, XP_013706694.1, XP_022565957.2, XP_048623512.1
OG0006262	jg12218, jg18442	XP_013734232.2, XP_048605328.1
OG0006263	jg18400	XP_013747246.2, XP_013670316.2, XP_013740484.1, XP_013681959.1
OG0006264	jg18379	XP_048609610.1, XP_013748635.2, XP_013723827.2, XP_013672738.2
OG0006265	jg18311	XP_013734089.2, XP_013683373.1, XP_048636727.1, XP_013737628.2, XP_048612490.1
OG0006266	jg18251	XP_013747185.2, XP_013744285.2
OG0006267	jg18239	XP_013673378.2, XP_013675709.3, XP_013744301.2, XP_013734117.2, XP_013683409.2
OG0006268	jg18169	XP_022575045.2, XP_048636778.1, XP_013747196.2, XP_013655084.1
OG0006269	jg18154	XP_048626732.1, XP_013741734.1, XP_013682653.2, XP_048626729.1, XP_013740410.1, XP_013740411.1, XP_013682130.2, XP_013740473.1, XP_048626733.1
OG0006270	jg18081	XP_022543981.2, XP_022556745.2, XP_013752424.1, XP_048610270.1, XP_048636800.1
OG0006271	jg17988	XP_048630417.1, XP_022575431.1, XP_013692068.2, XP_013744211.2, XP_048633808.1
OG0006272	jg17987	XP_013685297.1, XP_013744269.1, XP_048609903.1, XP_013730387.1, XP_013660929.1, XP_022575432.1
OG0006273	jg17971	XP_048636845.1, XP_013748918.2, XP_013752460.1
OG0006274	jg17970	XP_048609899.1, XP_048633806.1, XP_048630423.1, XP_013748919.1, XP_013752458.1
OG0006275	jg17808	XP_022570883.1, XP_013647667.3, XP_048602064.1, XP_048633768.1, XP_013747124.1
OG0006276	jg17708	XP_013651794.2, XP_013690645.1, XP_022570010.1, XP_013747072.1
OG0006277	jg9710	XP_013705805.1, XP_013741577.2, XP_013671410.1, XP_013669953.2
OG0006278	jg23954	XP_013730613.2, XP_048614341.1, XP_013729711.2
OG0006279	jg3807	XP_013723683.1, XP_013685943.2, XP_013713041.1, XP_048628391.1, XP_048636958.1, XP_013693580.1
OG0006281	jg3823	XP_048602641.1, XP_048629398.1, XP_013640138.2, XP_022567126.2, XP_048607687.1, XP_048623731.1
OG0006282	jg9799	XP_013724491.1, XP_048598379.1
OG0006283	jg23984	XP_013640326.1, XP_048614319.1, XP_013721706.1, XP_013732000.2
OG0006284	jg24000	XP_013731983.2, XP_022565123.2, XP_048636256.1, XP_013640324.2
OG0006285	jg5400	XP_013659915.2, XP_013662337.1, XP_013667791.2, XP_013720953.1
OG0006286	jg24180	XP_013682579.2, XP_022570983.2, XP_048615035.1, XP_048636219.1
OG0006287	jg24198	XP_013682889.2, XP_048632266.1
OG0006288	jg24220	XP_048601372.1, XP_048600312.1, XP_048615103.1, XP_013714245.2
OG0006289	jg24242	XP_013735755.2, XP_048632206.1, XP_048601740.1, XP_048591925.1
OG0006290	jg24309	XP_013725986.1, XP_048614547.1, XP_013742252.2, XP_013745053.1, XP_048632214.1
OG0006291	jg24441	XP_048620115.1, XP_048600845.1, XP_048636102.1, XP_013750717.1
OG0006292	jg8494, jg20378	XP_022555717.2, XP_048608845.1, XP_022546485.1
OG0006293	jg24657	XP_013751486.2, XP_048636030.1, XP_013705871.2
OG0006294	jg24678	XP_048616997.1, XP_048629771.1, XP_013681354.2, XP_013681655.1
OG0006295	jg19310	XP_013734516.1, XP_013681220.2, XP_013752104.1, XP_013691246.1
OG0006296	jg19309	XP_013747870.1, XP_013734514.1, XP_013683623.2, XP_048611161.1, XP_013744918.2
OG0006297	jg19197	XP_048631716.1, XP_048608559.1, XP_022569103.1, XP_013748324.2
OG0006298	jg19178	XP_013748305.2, XP_013674908.1, XP_048634592.1, XP_013675008.1
OG0006299	jg19095	XP_048636462.1, XP_048609418.1
OG0006300	jg19060	XP_048631697.1, XP_048626382.1, XP_013740596.2, XP_013703606.1, XP_013745118.2, XP_048611089.1
OG0006301	jg18724	XP_013680928.2, XP_013695721.2, XP_048608459.1, XP_048631477.1, XP_013687523.1, XP_048634461.1
OG0006302	jg18764	XP_013683577.2, XP_013734370.2, XP_013686602.2, XP_048636537.1, XP_048631418.1
OG0006303	jg18785, jg18786	XP_048636542.1, XP_048628435.1, XP_013691816.2
OG0006305	jg18911	XP_013698509.2, XP_013744726.2, XP_048610797.1, NP_001302998.1
OG0006306	jg18938	XP_013701247.1, XP_022574598.1, XP_013716481.2, XP_013723902.1, XP_013710438.1, XP_013691207.2
OG0006307	jg19017	XP_013707083.1, XP_013734681.2, XP_013746472.2, XP_022557186.2
OG0006308	jg30072	XP_013641701.2, XP_013691901.2, XP_013662224.2, XP_013711675.1, XP_013682905.2
OG0006309	jg30107	XP_048597647.1, XP_013682920.1, XP_013702195.2, XP_048622371.1, XP_013712132.1
OG0006310	jg8011	XP_013712267.2, XP_013660486.1, XP_013641641.1
OG0006311	jg30141	XP_013641637.1, XP_048614143.1, XP_048597638.1, XP_013712392.2
OG0006312	jg30200, jg30187	XP_013708102.1, XP_013707825.1, XP_013646617.1, XP_013660463.1
OG0006313	jg30218	XP_048621151.1, XP_048597632.1, XP_048614151.1, XP_048638340.1, XP_013682961.2, XP_048622378.1
OG0006314	jg30233	XP_013744553.1, XP_013641599.1
OG0006315	jg30296	XP_013646645.1, XP_013723300.2, XP_048594094.1, XP_013651775.2, XP_013664586.2, XP_048621130.1
OG0006316	jg30351	XP_048638387.1, XP_013723313.1, XP_013657280.1, XP_013680695.2, XP_048621114.1, XP_013660237.2
OG0006317	jg30337	XP_013641807.1, XP_013664599.2, XP_048621119.1, XP_048622399.1
OG0006318	jg30439	XP_013728116.1, XP_013728118.2, XP_022543006.2, XP_013698211.1
OG0006319	jg30554	XP_013642033.1, XP_013729999.1, XP_048594041.1, XP_013727403.2
OG0006320	jg30577	XP_013653440.2, XP_013703655.1, XP_048638480.1, XP_048630528.1, XP_048612684.1
OG0006321	jg3291	XP_013699315.1, XP_013717823.1, XP_013652132.1, XP_013721143.1
OG0006322	jg30619	XP_048594029.1, XP_013653417.2, XP_013706673.1, XP_022543054.2, XP_013717649.2
OG0006323	jg30627	XP_013719606.1, XP_048592751.1, XP_022566255.2, XP_048638491.1, XP_013727412.2, XP_048594028.1
OG0006325	jg30843	XP_013697657.1, XP_013726021.1, XP_013705650.2, XP_013695819.1
OG0006326	jg31090	XP_013721748.2, XP_013651574.2
OG0006327	jg31099	XP_013721741.1
OG0006328	jg2294	XP_013751837.1, XP_013699092.1, XP_013705296.2, XP_013733204.1
OG0006329	jg31253	XP_022570474.2, XP_013659647.2, XP_013653278.2, XP_013721595.2, XP_022545907.1, XP_013655177.1
OG0006331	jg31282	XP_013685349.1, XP_013653228.2, XP_013721648.1
OG0006332	jg31275	XP_013685353.2, XP_013659840.1, XP_013653001.2, XP_013662513.1
OG0006333	jg10059	XP_013671520.2, XP_022572209.2, XP_022563788.2, XP_048593737.1
OG0006334	jg10058	XP_013711951.2, XP_048600086.1, XP_048619147.1, XP_048619055.1
OG0006335	jg10016	XP_013739335.2, XP_048597666.1, XP_013692778.2, XP_013644209.2, XP_013737975.2
OG0006336	jg9985	XP_013657004.2, XP_013706280.2
OG0006337	jg9943, jg12017, jg12016	XP_013656992.2, XP_013706562.2, XP_013740211.1, XP_048600141.1
OG0006338	jg13655	XP_048625583.1, XP_013666625.1, XP_048602948.1, XP_048627527.1, XP_013666623.1, XP_048602947.1, XP_013644538.2, XP_013687499.1
OG0006339	jg16667	XP_013702353.1, XP_013743579.2, XP_048597476.1, XP_013712199.2
OG0006340	jg16547	XP_013660970.3, XP_048629372.1, XP_048608784.1
OG0006341	jg30000	XP_013677764.2, XP_013661621.1
OG0006342	jg29968	XP_013730988.1, XP_013712220.2, XP_022551035.1, XP_013677771.2
OG0006343	jg29966	XP_013657407.1, XP_013677772.2, XP_013698424.1, XP_013641438.2
OG0006344	jg29917	XP_013676223.1, XP_013676224.2, XP_013695852.2, XP_013646564.2, XP_013675207.1, XP_048622349.1
OG0006345	jg3102	XP_022551745.2, XP_048604744.1, XP_022556804.2
OG0006346	jg29701	XP_022546090.2, XP_013732381.3, XP_013697602.2, XP_013709814.2
OG0006347	jg29691	XP_048594188.1, XP_013732377.1, XP_048638189.1, XP_013742610.2
OG0006348	jg21351	XP_022562939.2, XP_013647392.3, XP_048605182.1, XP_022552490.2, XP_022569725.1, XP_048630527.1, XP_022569724.1, XP_048627506.1
OG0006349	jg29542, jg29544	XP_013645416.2, XP_048613944.1, XP_013711294.2, XP_048597781.1
OG0006350	jg29170	XP_013710575.2, XP_013646469.1, XP_013646470.2, XP_013710721.2
OG0006351	jg29362	XP_013712709.2, XP_013716075.2, XP_013640955.1, XP_013697661.2
OG0006352	jg29391	XP_013645917.2, XP_013646434.1, XP_022546140.1, XP_013714009.1, XP_013716321.1
OG0006353	jg29251	XP_022563792.1, XP_013657666.1, XP_048597834.1, XP_013672614.2, XP_013641039.2, XP_048612632.1
OG0006354	jg29199	XP_048613844.1, XP_013641087.1, XP_013672644.1, XP_048597846.1
OG0006355	jg29141	XP_048637993.1, XP_013712278.2
OG0006356	jg29074	XP_048597875.1, XP_022564249.1, XP_013698120.2, XP_013687152.1
OG0006357	jg29051	XP_048621589.1, XP_013655303.1, XP_013716299.1, XP_048597880.1, XP_013695290.1, XP_013660222.2
OG0006358	jg29032	XP_048621585.1, XP_013657521.1, XP_013716099.2, XP_048621423.1
OG0006359	jg15010	XP_013737149.1, XP_048627760.1, XP_022546786.2, XP_013718202.1, XP_013644372.1
OG0006360	jg28978	XP_022563216.2, XP_022546207.1, XP_013696266.1, XP_048599443.1
OG0006361	jg28965	XP_013716403.1, XP_048597901.1, XP_013665676.1, XP_013695799.1
OG0006362	jg28844	XP_048594302.1, XP_048622003.1, XP_013697985.2, XP_013719860.2
OG0006363	jg28724	XP_013698856.2, XP_048626630.1, XP_013693502.1, XP_048621949.1
OG0006364	jg28648	XP_013695300.1, XP_013719246.1, XP_013697150.1, XP_013695356.1
OG0006366	jg28566	XP_013660317.2, XP_013710280.2, XP_048599190.1, XP_048612583.1
OG0006367	jg28534	XP_013666374.1, XP_013693249.1, NP_001302917.1, XP_013647672.2
OG0006368	jg5233	XP_022572675.1, XP_013727114.2, XP_048625151.1, XP_022549265.1
OG0006369	jg5334	XP_013662361.1, XP_013667720.1, XP_013681362.1
OG0006370	jg5358	XP_048598253.1, XP_013720859.1, XP_013740185.2, XP_013740171.2, NP_001303124.1
OG0006371	jg5345	XP_022554802.1, XP_013740190.3, XP_013740168.2, XP_013680510.1, XP_013667734.1
OG0006372	jg5454	XP_048626688.1, XP_048626371.1, XP_048626691.1, XP_048626397.1, XP_048626386.1, XP_022570967.2
OG0006373	jg5512	XP_013683055.1, XP_013667520.1
OG0006374	jg5589	XP_048627020.1, XP_013681793.1, XP_013683100.2, XP_013722373.2
OG0006375	jg2307, jg2309	XP_048616131.1, XP_013702006.1, XP_013751884.1
OG0006376	jg5603	XP_013728771.2, XP_048605246.1, XP_013683107.2, XP_013722347.2, XP_048624173.1
OG0006377	jg5619	XP_013681611.2, XP_013729830.1, XP_048605084.1, XP_013674674.2
OG0006378	jg5704	XP_048599120.1, XP_013730216.1, XP_013681881.1, XP_022551537.2, XP_048607852.1
OG0006379	jg21374	XP_013663329.2, XP_013644297.1, XP_013660766.2, XP_013699645.1, XP_013677700.2
OG0006383	jg4373, jg4374	XP_013728532.1, XP_048598541.1, XP_048602907.1, XP_013718967.1
OG0006384	jg4354	XP_013728472.2, XP_048598548.1, XP_022551414.2, XP_013718870.1, XP_013680992.2
OG0006385	jg8222	XP_013731237.2, XP_048624311.1
OG0006386	jg6436	XP_048625696.1, XP_022561631.1, XP_013700052.2, XP_013643750.2, XP_013661916.1
OG0006387	jg6412	XP_013706305.2, XP_013643739.2, XP_022565326.2, XP_013660868.2
OG0006388	jg15409	XP_013687336.1, XP_013742444.2, XP_013708762.1, XP_013708634.1
OG0006389	jg6311	XP_013724692.2, XP_013660995.2, XP_048604313.1, XP_013700489.1, XP_013643679.2, XP_013643418.2
OG0006391	jg6244	XP_013661025.2, XP_048595389.1
OG0006392	jg6236	XP_013721860.2, XP_022551328.2, XP_022562880.1, XP_022543372.2
OG0006393	jg6232	XP_013724602.2, XP_013661036.2
OG0006394	jg23047	XP_013736964.2, XP_048617978.1, XP_013661081.1, XP_013677624.2
OG0006395	jg23110	XP_048603215.1, XP_013665480.1, XP_048632681.1, XP_013695921.1
OG0006396	jg23142	XP_048603223.1, XP_048627951.1, XP_048637825.1, XP_048627805.1, XP_048627441.1, XP_048607589.1
OG0006397	jg23164	XP_013727947.1, XP_048629948.1, XP_048627929.1
OG0006398	jg23176, jg32020	XP_022543462.2, XP_013645419.1, XP_048626663.1, XP_022547403.1, XP_013658006.2
OG0006399	jg23188	XP_048631189.1, XP_048629749.1, XP_013683501.2, XP_013642846.1, XP_013642174.1
OG0006401	jg23235	XP_013642924.2, XP_013721088.1, XP_048595441.1, XP_048628561.1, XP_013702634.2
OG0006402	jg23236	XP_013642925.2, XP_013721089.2, XP_013701427.1, XP_048603337.1, XP_048629739.1
OG0006403	jg22787	XP_013682404.1, XP_013732370.2, XP_013682714.2, XP_048603001.1
OG0006404	jg22750	XP_013746595.2, XP_013713953.2, XP_013713729.2
OG0006405	jg14998	XP_013737054.2, XP_048618587.1, XP_013654847.2, XP_013662994.1
OG0006406	jg14989	XP_013662989.2, XP_048636820.1, XP_048596995.1, XP_013669001.2, XP_013744650.2
OG0006407	jg14984	XP_013748737.1, XP_013662987.2, XP_013737050.2, XP_013737177.1
OG0006408	jg14838	XP_013737013.1, XP_013693422.1, XP_048596960.1, XP_013732953.1, XP_013745526.2
OG0006409	jg14700	XP_013744998.1, XP_048600300.1, XP_048622041.1, XP_013727072.1, XP_022561135.1
OG0006410	jg14596	XP_013672016.1, XP_013708369.1, XP_013742222.1, XP_013721664.2, XP_013685290.1, XP_022543114.1
OG0006411	jg14311	XP_013641304.2, XP_013642519.2
OG0006412	jg2407	XP_013716580.2, XP_013704588.1, XP_013652295.1, XP_013699416.1
OG0006415	jg31231	XP_048615004.1, XP_013662546.2, XP_013657147.1, XP_013657018.1
OG0006416	jg2326	XP_013676460.1, XP_013688537.2, XP_013649270.1, XP_022571060.2, XP_013703083.2
OG0006417	jg2466	XP_013716697.2, XP_013652308.2, XP_013700983.2, XP_048591551.1, XP_013652233.2
OG0006418	jg2494	XP_013699611.2, XP_013652317.2, XP_022551789.1, XP_013716767.2
OG0006419	jg2547	XP_048592031.1, XP_048591843.1, XP_013698169.2, XP_013666219.1, XP_013717004.2
OG0006420	jg2570	XP_013728836.2, XP_013698957.2, XP_013690905.2, XP_022567201.1, XP_013746987.1
OG0006421	jg2594	XP_013743720.1, XP_013649241.1
OG0006422	jg29965	XP_013641436.2, XP_013696632.1
OG0006423	jg2780	XP_013702928.1, XP_013649489.1
OG0006424	jg2819	XP_013649516.1, XP_013672390.1, XP_013691388.1, XP_013691683.2
OG0006425	jg2830	XP_013691643.2, XP_013691336.1, XP_022544896.2, XP_048617320.1
OG0006426	jg4892, jg4890	XP_013668129.2, XP_013708925.1, XP_048625285.1, XP_048627135.1, XP_048630535.1, XP_013708924.1, XP_048625301.1, XP_013731660.2, XP_013731661.1
OG0006427	jg2855	XP_013701051.1, XP_013692362.2, XP_048613229.1, XP_048604405.1, XP_013729744.1
OG0006428	jg3490	XP_013719047.1, XP_048630567.1, XP_013714121.2, XP_013652464.1, XP_013720027.1
OG0006429	jg3446	XP_013693850.2, XP_013696203.1, XP_048615217.1, XP_048617490.1, XP_048617492.1, XP_013708408.1, XP_048627438.1
OG0006431	jg3385, jg30364	XP_048592288.1, XP_013688403.2
OG0006432	jg3214	XP_013717858.2, XP_013652125.1, XP_013729645.1, XP_013672762.1, XP_048613900.1
OG0006433	jg3191	XP_013752069.2, XP_013727795.1, XP_013649905.2, XP_013702833.1
OG0006434	jg3134	XP_013651283.2, XP_013700627.2, XP_013652579.1, XP_013680608.1
OG0006435	jg3015	XP_048615990.1, XP_013726367.2, XP_022558605.1, XP_013649660.2, XP_022560614.1
OG0006436	jg2962	XP_013695421.3, XP_013676605.2, XP_013649602.1, XP_013702525.1
OG0006437	jg2888	XP_022547524.2, XP_013676643.2, XP_013743337.1, XP_013649559.1, XP_013701023.1
OG0006438	jg3589	XP_013650103.1, XP_013673862.3, XP_013676895.3, XP_013648634.2, XP_013698899.1
OG0006439	jg3604	XP_048591689.1, XP_013701293.1, XP_022570485.1, XP_013652543.1
OG0006440	jg3628	XP_013702212.1, XP_013648621.1
OG0006441	jg3704	XP_048592419.1, XP_013727002.2, XP_048603422.1, XP_048630821.1, XP_048611817.1, XP_013708976.2
OG0006442	jg25241	XP_022568230.2, XP_013681466.1, XP_013670436.1, XP_013669805.2
OG0006443	jg25420	XP_048595468.1, XP_013673288.1, XP_022559139.1, XP_013749758.3
OG0006444	jg33535	XP_013672944.2, XP_048594404.1, XP_013749001.1, XP_048630839.1, XP_013642230.2
OG0006445	jg25585	XP_013697294.1, XP_013702138.2, XP_022556801.1, XP_013675989.1
OG0006446	jg25601	XP_013702005.1, XP_013697001.1, XP_013702494.1, XP_013736310.2
OG0006447	jg25629	XP_013702973.2, XP_048632422.1, XP_013697145.1, XP_013702088.2, XP_048627972.1
OG0006448	jg25664	XP_013697784.1, XP_013749737.1
OG0006449	jg25791	XP_048631318.1, XP_013749558.1, XP_013697962.1, XP_013681944.1, XP_048596760.1
OG0006450	jg14757	XP_013680426.1, XP_048632703.1, XP_013693269.1
OG0006451	jg25846	XP_013653202.1, XP_013725172.2
OG0006452	jg25851	XP_022560622.2, XP_013749580.1, XP_048635662.1, XP_013707239.1, XP_048600539.1
OG0006453	jg25855	XP_013736515.1, XP_013681166.1, XP_048635661.1, XP_013749583.1, XP_013719070.2
OG0006454	jg25863	XP_013728184.1, XP_013707224.1, XP_048635657.1, XP_013749464.1, XP_013719057.2
OG0006455	jg25885	XP_048635646.1, XP_013639974.1, XP_013732357.1, XP_013675343.1, XP_013740101.1
OG0006456	jg25900	XP_013642373.2, XP_013725441.2, XP_013732366.1, XP_048635641.1, XP_022543664.1
OG0006457	jg25902	XP_022550915.1, XP_013642323.2, XP_022575346.1, XP_048635639.1, XP_013749492.1
OG0006458	jg25910	XP_013736507.1, XP_013655506.1, XP_022550920.2, XP_013642297.1
OG0006459	jg25919	XP_013655494.1, XP_013736498.1, XP_048635631.1, XP_048614407.1
OG0006460	jg11219, jg11223	XP_013654703.1, XP_048621891.1, XP_048629607.1, XP_048628129.1, XP_048628102.1, XP_013707720.2
OG0006461	jg25943	XP_048635615.1, XP_013732539.2, XP_022570437.2, XP_013642097.1, XP_048594389.1
OG0006462	jg25974	XP_022574973.1, XP_013748550.1, XP_048634404.1, XP_022558409.1
OG0006463	jg26014	XP_048593526.1, XP_013749373.2, XP_048635592.1, XP_013744101.1
OG0006464	jg26017	XP_022572175.2, XP_048609124.1, XP_048600492.1, XP_013721513.2
OG0006465	jg26097	XP_048629387.1, XP_048600472.1, XP_013641309.1, XP_048635390.1, XP_013724528.2, XP_013672846.1
OG0006466	jg26151	XP_048635331.1, XP_013725006.2, XP_013721252.1, XP_013684960.1, XP_022555318.1
OG0006467	jg26189	XP_013693744.1, XP_013661444.2, XP_022553920.1, XP_048635299.1, XP_048614615.1
OG0006468	jg26244	XP_048593591.1, XP_048593609.1, XP_048600433.1, XP_013717098.1, XP_013681998.1
OG0006469	jg12323, jg26251	XP_013694829.2, XP_048630898.1, XP_013749296.2, XP_013678571.2, XP_013731934.2
OG0006470	jg26261	XP_022553064.1, XP_013716881.2, XP_048635279.1, XP_013749307.1, XP_013697365.1
OG0006471	jg26352	XP_048593360.1, XP_048600409.1, NP_001302498.1, XP_013743117.1
OG0006472	jg26452	XP_013736583.1, XP_013662079.1, XP_048609199.1, XP_013751477.1, XP_048629985.1, XP_048629982.1, XP_048635220.1
OG0006474	jg26515	XP_013749206.2, XP_048615108.1, XP_022545160.2, XP_013646731.2
OG0006475	jg26524	XP_013732915.2, XP_048600348.1
OG0006476	jg26568	XP_013651504.1, XP_013717756.1, XP_013674174.1, XP_013746851.2
OG0006477	jg26572	XP_013717764.1, XP_013651499.1
OG0006478	jg26602	XP_048592788.1, XP_013672460.2, XP_013750546.1, XP_013653037.2
OG0006480	jg26971	XP_013657090.2, XP_022566813.1, XP_013652934.1, XP_013707040.1
OG0006481	jg27570	XP_013736858.1, XP_013733466.1, XP_013747108.2, XP_013706958.1
OG0006482	jg27848	XP_013677471.1, XP_013643525.1, XP_013692848.1, XP_013727040.1
OG0006483	jg27889	XP_048607157.1, XP_013744352.2, XP_013690808.1
OG0006484	jg27920	XP_013643376.2, XP_013640419.2, XP_022549175.1, XP_013724177.1
OG0006485	jg28041	XP_013740553.1, XP_022547502.2, XP_013681408.1
OG0006486	jg28003	XP_013729050.1, XP_013680219.1, XP_013652860.1, XP_013643331.1
OG0006487	jg27985	XP_048590969.1, XP_048607196.1, XP_013651434.2
OG0006488	jg28129	XP_013677909.1, NP_001302732.1, NP_001302852.1, NP_001303201.1
OG0006489	jg28134	XP_013677905.1, XP_013651929.2, XP_013664655.1, XP_013664443.1
OG0006491	jg28280	XP_048619628.1, XP_013652675.1, XP_048597529.1, XP_013733093.1
OG0006492	jg33755	XP_048636876.1, XP_013654235.2, XP_013699198.1, XP_013739681.2, XP_022565794.1, XP_013646266.1
OG0006493	jg16198	XP_013689707.2, XP_013649884.1
OG0006494	jg33694	XP_013640380.1, XP_048629854.1, XP_013698731.2, XP_022569252.1, XP_013729889.2
OG0006495	jg33656	XP_013670376.2, XP_048594380.1, XP_013641630.1, XP_048636904.1, XP_048616682.1
OG0006496	jg33646	XP_048616679.1, XP_013730975.2, XP_013672993.1
OG0006497	jg33644	XP_013672995.2, XP_013727912.2, XP_013646273.2, XP_013647205.1
OG0006498	jg33549	XP_048627155.1, XP_013749003.2, XP_013703594.1, XP_022576213.1, XP_013640604.1, XP_013748858.1
OG0006499	jg33538	XP_048616651.1, XP_048628176.1, XP_013749002.2, XP_013672954.2, XP_013655464.2
OG0006500	jg33393	XP_048606505.1, XP_048594426.1, XP_013752504.2, XP_013721382.2
OG0006501	jg33370	XP_048606501.1, XP_013723612.1, XP_048616613.1, XP_013699618.1, XP_048637745.1
OG0006502	jg33271, jg33269	XP_048612893.1, XP_013648815.2, XP_048636965.1
OG0006503	jg33285	XP_013685942.2, XP_013740894.2, XP_013740258.1, XP_013740358.1, XP_048631128.1, XP_048636957.1, XP_013714164.2
OG0006504	jg33179	XP_048637801.1, XP_013703057.1, XP_013735826.1, XP_013714885.2
OG0006505	jg33112	XP_013695275.1, XP_013740905.2, XP_013749104.1, XP_048637026.1, XP_013721180.1
OG0006506	jg33088	XP_013735863.2, XP_013715143.1, XP_022569600.2, XP_013702614.2
OG0006507	jg32877	XP_013640186.1, XP_013725595.1, XP_022576045.1, XP_013639868.2
OG0006508	jg11049	XP_048621441.1, XP_013706056.1, XP_013741349.1, XP_013671756.1, XP_013701207.1
OG0006509	jg18566	XP_013691975.2, XP_013744870.1, XP_048636639.1, XP_013729059.1, XP_013734269.1, XP_013702419.2
