Orthogroup	Arabidopsis_arenosa	Aethionema_saxatile
OG0007225	jg3513	As010G241640
OG0007226	jg3550	As010G242070
OG0007227	jg24991	As010G242180
OG0007228	jg3616	As010G242660
OG0007229	jg3627	As010G242750
OG0007230	jg3651	As010G243030
OG0007231	jg30090, jg30502	As010G243260
OG0007232	jg3766	As010G243280, As010G244230
OG0007233	jg3678	As010G243350
OG0007234	jg3683	As010G243400
OG0007235	jg3693	As010G243450
OG0007236	jg17235, jg3708	As010G243600
OG0007237	jg30068	As010G243650
OG0007238	jg30597	As010G243970
OG0007239	jg24631	As010G244020
OG0007240	jg25264	As011G244850
OG0007241	jg25270	As011G244870
OG0007242	jg25343, jg25342	As011G245550
OG0007243	jg25366	As011G245680
OG0007244	jg25387	As011G245810
OG0007245	jg25425	As011G246240
OG0007246	jg25430	As011G246290
OG0007247	jg25475	As011G246770
OG0007248	jg25575	As011G247550
OG0007250	jg25600	As011G247750
OG0007251	jg25620	As011G247960
OG0007252	jg25625	As011G248010
OG0007253	jg25649	As011G248230
OG0007254	jg25650	As011G248240, As012G270780
OG0007255	jg25660	As011G248310
OG0007256	jg25666	As011G248360
OG0007257	jg25955	As011G248680
OG0007258	jg25784	As011G249230
OG0007259	jg25813	As011G249340
OG0007260	jg25850	As011G249560
OG0007261	jg25889	As011G249850
OG0007262	jg25895	As011G249870
OG0007263	jg25914	As011G250000
OG0007264	jg25930, jg26641	As011G250130
OG0007265	jg25936	As011G250210
OG0007266	jg25978	As011G250540
OG0007267	jg26009	As011G250850
OG0007268	jg26021	As011G250980
OG0007269	jg26064	As011G251360
OG0007270	jg26073	As011G251410
OG0007271	jg26080	As011G251470
OG0007272	jg26089	As011G251570
OG0007273	jg26116	As011G251790, As012G272410
OG0007274	jg26148	As011G252100
OG0007275	jg26176	As011G252500
OG0007276	jg26259	As011G253140
OG0007277	jg26301	As011G253320
OG0007278	jg26351	As011G253400
OG0007279	jg26336	As011G253510
OG0007280	jg26332	As011G253520
OG0007281	jg26322	As011G253590, As012G271280
OG0007282	jg26436	As011G254160
OG0007283	jg26440	As011G254170
OG0007284	jg26455	As011G254290
OG0007285	jg26456	As011G254300
OG0007286	jg26479	As011G254480
OG0007287	jg26495	As011G254580
OG0007288	jg26511	As011G254680
OG0007289	jg26614	As011G255510
OG0007290	jg26632	As011G255640
OG0007291	jg26638	As011G255700
OG0007292	jg26677	As011G256080
OG0007293	jg21323, jg26702	As011G256180
OG0007294	jg26748	As011G256440
OG0007295	jg26768	As011G256640
OG0007296	jg27363	As011G260430
OG0007297	jg7224, jg17783	As011G261230
OG0007298	jg27356	As011G261850
OG0007299	jg27552	As011G262630
OG0007300	jg27705	As011G263420
OG0007301	jg27833	As011G264170
OG0007302	jg27863	As011G264340
OG0007303	jg27905	As011G264710
OG0007304	jg27962	As011G265080
OG0007305	jg28068	As011G265680
OG0007306	jg28113	As011G265960
OG0007307	jg28149	As011G266300
OG0007308	jg28259	As011G267100
OG0007309	jg25222	As012G267680
OG0007310	jg33716	As012G268340
OG0007311	jg33689	As012G268730
OG0007312	jg33678	As012G268840
OG0007313	jg33604	As012G269430
OG0007314	jg33450	As012G270580
OG0007315	jg33408	As012G270840
OG0007316	jg33394	As012G270920
OG0007317	jg33334	As012G271320
OG0007318	jg33320	As012G271420
OG0007319	jg33126, jg33134	As012G272440
OG0007320	jg33039	As012G272970
OG0007321	jg32954	As012G273110
OG0007322	jg32977	As012G273370
OG0007323	jg32921	As012G273780
OG0007324	jg32902	As012G273920
OG0007326	jg11030, jg11035	As012G274270
OG0007327	jg11038	As012G274300
OG0007328	jg11090	As012G274620
OG0007329	jg18597	As012G274940
OG0007330	jg18595	As012G274960
OG0007331	jg26361	As012G275610
OG0007332	jg15118	As012G275630
OG0007333	jg15146	As012G275870
OG0007334	jg15167	As012G276020
OG0007335	jg15168	As012G276040
OG0007336	jg15249	As012G276720
OG0007337	jg15081, jg15066, jg15059	As012G278680
OG0007338	jg15065, jg15072	As012G279050
OG0007339	jg15375	As012G279530
OG0007340	jg15396	As012G280270
OG0007341	jg15426	As012G280940
OG0007342	jg15485	As012G281940
OG0007343	jg9141	As012G282120
OG0007344	jg15535	As012G282270
OG0007345	jg15621	As012G282960
OG0007346	jg15701	As012G283280
OG0007347	jg15894	As012G284950
OG0007348	jg15896	As012G284980
OG0007349	jg16009	As012G285660
OG0007350	jg16119	As012G286720
OG0007351	jg16129	As012G286820
OG0007352	jg16183	As012G287380
OG0007353	jg16271	As012G288010
OG0007354	jg16281	As012G288070
OG0007355	jg16406, jg16397, jg16390	As012G289070
OG0007413	jg9611	As001G000150
OG0007414	jg9584	As001G000370
OG0007415	jg9582	As001G000390
OG0007416	jg9566	As001G000570
OG0007417	jg9558	As001G000650
OG0007418	jg9549	As001G000730
OG0007419	jg9484	As001G001370
OG0007420	jg9457	As001G001520
OG0007422	jg9417	As001G001890
OG0007423	jg9404	As001G002040
OG0007424	jg9384	As001G002290
OG0007425	jg9350	As001G002640
OG0007426	jg9285	As001G003380
OG0007427	jg9273	As001G003490
OG0007428	jg9265	As001G003640
OG0007429	jg9261	As001G003690
OG0007430	jg9253	As001G003780
OG0007431	jg9249	As001G003800
OG0007432	jg9228	As001G003990
OG0007433	jg9638	As006G131030, As003G071030, As003G071040, As003G070990, As001G004430, As001G004440, As006G131020, As006G131130
OG0007434	jg9180	As001G004660
OG0007435	jg9171	As001G004670
OG0007436	jg9169	As001G004700
OG0007437	jg9167	As001G004730
OG0007438	jg9158	As001G004880
OG0007439	jg9137	As001G005170
OG0007440	jg9116	As001G006410
OG0007441	jg9062	As001G009850
OG0007442	jg9071	As001G010220
OG0007443	jg9038	As001G010250, As001G015350
OG0007444	jg9039	As001G010280, As001G015340
OG0007445	jg8992	As001G012310
OG0007446	jg8937	As001G012840
OG0007447	jg8075, jg22196	As003G064330, As004G092950, As001G013360, As001G013040
OG0007448	jg8961	As001G013680
OG0007449	jg8963	As001G013720
OG0007450	jg8967	As001G013760
OG0007451	jg8909	As001G014130
OG0007452	jg8904	As001G014200, As011G263190
OG0007453	jg8896	As001G014260
OG0007454	jg8894	As001G014280
OG0007455	jg8874	As001G014480
OG0007456	jg8859	As001G014770
OG0007458	jg31776	As001G016010, As004G079130
OG0007459	jg31778	As001G016030
OG0007460	jg31825	As001G016440
OG0007461	jg31844	As001G016650
OG0007462	jg31854	As001G016680
OG0007464	jg10935	As001G017540
OG0007465	jg10958	As001G017760
OG0007466	jg11002	As001G018070
OG0007467	jg11015	As001G018240
OG0007468	jg6688, jg1554	As001G018360
OG0007469	jg1520	As001G018600
OG0007470	jg11159	As001G019110
OG0007471	jg1363	As001G019140
OG0007472	jg4588	As001G019200
OG0007473	jg1178	As001G019690
OG0007474	jg1091	As001G020310
OG0007475	jg876, jg877	As001G021380
OG0007476	jg857	As001G021500
OG0007477	jg29524	As008G186460, As001G021550
OG0007478	jg795	As001G021730
OG0007479	jg776	As001G021870
OG0007480	jg771	As001G021900
OG0007481	jg12896	As001G022200
OG0007482	jg12908	As001G022300
OG0007483	jg12918	As001G022400
OG0007484	jg12986	As001G022940, As009G212260
OG0007485	jg29958	As001G022980, As008G182690
OG0007486	jg13083	As001G023750
OG0007487	jg13103	As001G023850
OG0007488	jg13117	As001G023910
OG0007489	jg13135	As001G024010
OG0007490	jg13152	As001G024150
OG0007491	jg30446	As001G024210
OG0007492	jg13220	As001G024610
OG0007493	jg13242	As001G024800
OG0007494	jg13264	As001G024930
OG0007495	jg13325	As001G025310
OG0007496	jg13330	As001G025350
OG0007497	jg13376	As001G025690
OG0007498	jg13396	As001G025820
OG0007499	jg13401	As001G025890
OG0007500	jg13406	As001G025930
OG0007501	jg13425	As001G026080
OG0007502	jg13426	As001G026090
OG0007503	jg13468	As001G026280
OG0007504	jg13527	As001G026630, As001G026650
OG0007506	jg13740	As001G027720
OG0007507	jg13782, jg12484	As001G027870
OG0007508	jg13805	As001G027900
OG0007509	jg13864	As001G028100
OG0007510	jg2243	As001G028260
OG0007511	jg2217	As001G028440
OG0007512	jg2174	As001G028570
OG0007513	jg2057	As001G029040
OG0007514	jg2052	As001G029070
OG0007515	jg1984	As001G029280
OG0007516	jg1867	As001G029510
OG0007517	jg5616	As001G030150
OG0007518	jg371	As001G030360
OG0007519	jg33666	As001G030410
OG0007520	jg430	As001G030810
OG0007521	jg464	As001G030970
OG0007522	jg505	As001G031230
OG0007523	jg546	As001G031450
OG0007524	jg548, jg551	As003G064110, As001G031470
OG0007525	jg578	As001G031600
OG0007526	jg595	As001G031670
OG0007527	jg677	As001G032080
OG0007528	jg683	As001G032120
OG0007529	jg693	As001G032210
OG0007530	jg25219	As002G032330
OG0007531	jg25217	As002G032350
OG0007532	jg25216	As002G032360
OG0007533	jg25204	As002G032460, As002G039160
OG0007534	jg9635	As002G032470
OG0007535	jg9881	As002G032510
OG0007536	jg9864	As002G032610
OG0007537	jg9853	As002G032670
OG0007538	jg19352	As002G033640
OG0007540	jg19338	As002G033740
OG0007541	jg24837	As002G034000
OG0007542	jg24841	As002G034010
OG0007543	jg24846	As002G034070
OG0007544	jg24878	As002G034350
OG0007545	jg24882	As002G034380
OG0007546	jg24901	As002G034700
OG0007547	jg24910, jg20316	As002G034850
OG0007548	jg4116	As002G035160, As002G035170
OG0007549	jg24933	As002G035190
OG0007550	jg24948	As002G035290
OG0007551	jg24969	As002G035580
OG0007552	jg24989	As002G035940, As002G035880
OG0007553	jg4209	As002G035980
OG0007554	jg25020	As002G036350
OG0007555	jg25068	As002G036990
OG0007556	jg25075	As002G037160
OG0007557	jg25092	As002G037210
OG0007558	jg25105	As002G037380
OG0007559	jg25113	As002G037460
OG0007560	jg25121	As002G037530
OG0007561	jg25126	As002G037550
OG0007562	jg25134	As002G037620
OG0007563	jg9629	As002G037770
OG0007564	jg25146	As002G037980
OG0007565	jg25147	As002G038000
OG0007566	jg25150	As002G038170
OG0007567	jg25186	As002G038870
OG0007568	jg25188	As002G038890
OG0007569	jg15725, jg15656	As002G039630
OG0007570	jg21639	As002G040500
OG0007571	jg20376	As002G041280, As002G041250, As002G041300, As002G041320, As004G089330
OG0007572	jg32776	As002G041540, As003G065590
OG0007573	jg21730	As002G042350
OG0007574	jg21735	As002G042420
OG0007575	jg21740	As002G042580
OG0007576	jg21743	As002G042650
OG0007577	jg9046	As002G042750
OG0007578	jg21939	As002G044270
OG0007579	jg22054	As002G044710
OG0007581	jg22037	As002G044880
OG0007582	jg22030	As002G044950
OG0007583	jg22027	As002G044990
OG0007584	jg22056	As002G045050
OG0007585	jg22062	As002G045160
OG0007586	jg22192	As002G045510
OG0007587	jg22163	As002G045650
OG0007588	jg22234	As002G046150
OG0007589	jg22282	As002G046360
OG0007590	jg22319	As002G046700
OG0007591	jg22395	As002G047370
OG0007592	jg22425	As002G047630, As006G134350
OG0007593	jg2115, jg22457	As002G047840
OG0007594	jg22467, jg22468	As002G047940
OG0007596	jg22574	As002G048580
OG0007597	jg22591	As002G048660
OG0007598	jg22594	As002G048710
OG0007599	jg22600	As002G048760
OG0007600	jg22637	As002G049080
OG0007601	jg22644	As002G049130
OG0007602	jg22669	As002G049330
OG0007603	jg22683	As002G049470
OG0007604	jg22721	As002G049960
OG0007605	jg6655	As002G050100
OG0007606	jg5152	As002G050240
OG0007607	jg5129	As007G162250, As002G050510
OG0007608	jg5122	As002G050580
OG0007609	jg5114	As002G050630
OG0007610	jg5100	As002G050750
OG0007611	jg5080	As002G050880
OG0007612	jg5070	As002G050980
OG0007613	jg5051	As002G051150
OG0007614	jg5044	As002G051200
OG0007615	jg5032	As002G051310
OG0007616	jg5013	As002G051480
OG0007617	jg4980	As002G051800
OG0007618	jg4978	As002G051820
OG0007619	jg4952	As002G052020
OG0007620	jg4930	As002G052200
OG0007621	jg4893	As002G052610
OG0007622	jg4742	As002G054000
OG0007623	jg4720	As002G054180
OG0007624	jg4710	As002G054260
OG0007626	jg4664	As002G054700
OG0007627	jg4660	As002G054730
OG0007628	jg4631	As002G054930
OG0007629	jg4567	As002G055450
OG0007630	jg4556	As002G055510
OG0007632	jg10828	As003G056210
OG0007633	jg10813	As003G056350
OG0007634	jg10806	As003G056410
OG0007635	jg10801	As003G056470
OG0007637	jg7687	As003G057290
OG0007638	jg10700	As003G057330
OG0007639	jg10691	As003G057410
OG0007640	jg10662	As003G057600
OG0007641	jg10640	As003G057780
OG0007642	jg10571	As003G058150
OG0007643	jg10559	As003G058280
OG0007643	jg20657, jg20658	As004G087160
OG0007644	jg23165	As003G058290
OG0007645	jg10502	As003G058640
OG0007646	jg10480	As003G058900
OG0007647	jg7780	As004G086180, As003G059420
OG0007648	jg10422	As003G059450
OG0007649	jg10394	As003G059710
OG0007650	jg10332	As003G060110
OG0007651	jg10327	As003G060230
OG0007652	jg10308	As003G060310
OG0007653	jg10299	As003G060380
OG0007654	jg10278	As003G060510
OG0007655	jg10270	As003G060590
OG0007656	jg10255	As003G060680, As004G085030
OG0007657	jg10237	As003G060890
OG0007658	jg10222	As003G061000
OG0007659	jg10219	As003G061020
OG0007660	jg10133	As003G061680
OG0007661	jg10117	As003G061830
OG0007662	jg17253, jg10094	As003G062020
OG0007663	jg31974	As003G062600, As004G083690
OG0007664	jg31978	As003G062640
OG0007665	jg31990	As003G062770
OG0007666	jg32070	As003G063120
OG0007667	jg32139	As003G063470
OG0007668	jg32284	As003G064170
OG0007669	jg32645	As003G064450
OG0007670	jg32809	As003G065430
OG0007671	jg32753	As003G065880
OG0007672	jg32815	As003G066810
OG0007673	jg24721	As003G067020, As008G191680
OG0007674	jg31329	As003G068540
OG0007675	jg31352	As003G068870
OG0007676	jg12163, jg17033	As003G068950, As006G121750, As011G266980
OG0007677	jg31371	As003G069090
OG0007678	jg31381	As003G069190
OG0007679	jg31444	As003G069840
OG0007680	jg31557	As003G070710
OG0007681	jg31582	As003G070870
OG0007682	jg31627	As003G071260, As012G274930
OG0007683	jg31629	As003G071280
OG0007684	jg31635	As003G071350
OG0007685	jg8794	As003G071760
OG0007686	jg4056	As003G071850, As010G236490
OG0007687	jg8758	As003G072110
OG0007688	jg8739	As003G072240
OG0007689	jg8735	As003G072290
OG0007690	jg8704	As003G072520
OG0007691	jg8683	As003G072710
OG0007692	jg8681	As003G072730, As003G072750
OG0007693	jg8661	As003G072960
OG0007694	jg8638	As003G073210
OG0007695	jg16806	As007G179490, As003G073250
OG0007696	jg8624	As003G073340
OG0007697	jg8579	As003G073830
OG0007698	jg8567	As003G073980
OG0007699	jg8561	As003G074030
OG0007700	jg8560	As003G074040
OG0007701	jg8549	As003G074180
OG0007702	jg8526	As003G074430
OG0007703	jg8515	As003G074580
OG0007704	jg8489	As003G074820
OG0007705	jg8468	As003G074990
OG0007706	jg8419	As003G075150
OG0007707	jg8315	As003G076310, As007G182140
OG0007708	jg11935	As004G076700
OG0007710	jg12430	As004G078010
OG0007711	jg18615	As004G078720
OG0007712	jg18623	As004G078790
OG0007713	jg18632	As004G078900
OG0007714	jg29394	As004G078920
OG0007715	jg2670, jg31733	As004G078940
OG0007716	jg5647	As004G079590
OG0007717	jg18648	As004G079720
OG0007718	jg18642	As004G079760
OG0007719	jg7277	As004G080100
OG0007720	jg7211	As004G080430
OG0007721	jg7087, jg7154	As004G080950
OG0007722	jg26963, jg31538	As004G080990
OG0007723	jg18519	As004G081130
OG0007725	jg18496	As004G081340
OG0007726	jg18490	As004G081410
OG0007727	jg18489	As004G081420
OG0007728	jg18452	As004G081720
OG0007729	jg18447	As004G081790
OG0007730	jg21005	As004G082240
OG0007731	jg7381	As004G083650
OG0007732	jg7463	As004G084180
OG0007733	jg7490	As004G084400
OG0007734	jg7558	As004G084650
OG0007735	jg7644	As004G085160
OG0007736	jg7669, jg11289	As004G085390
OG0007737	jg7698	As004G085640
OG0007738	jg7750	As004G085990
OG0007740	jg7762	As004G086080
OG0007741	jg20670	As004G087040
OG0007742	jg20604	As004G087600
OG0007743	jg20555	As004G087870
OG0007744	jg20527	As004G088070
OG0007745	jg20490	As004G088360
OG0007746	jg20480	As004G088470
OG0007747	jg20463	As004G088590
OG0007748	jg20447	As004G088700
OG0007749	jg20441	As004G088750
OG0007750	jg20414	As004G088970
OG0007751	jg4201	As009G214560, As004G089000
OG0007752	jg20401	As004G089070
OG0007753	jg20395	As004G089120
OG0007754	jg20373	As004G089510
OG0007755	jg11088	As004G091350, As004G091390
OG0007756	jg11958	As004G092060
OG0007757	jg11964	As009G212100, As004G092180
OG0007758	jg11721	As004G092630
OG0007760	jg26792	As004G093780
OG0007761	jg11525, jg11523	As004G094050
OG0007762	jg11428	As004G094850
OG0007763	jg11345	As004G095370, As011G255340
OG0007764	jg11177	As004G096450, As011G253760
OG0007765	jg12724	As004G097770
OG0007766	jg12824	As004G098220
OG0007767	jg12855	As004G098420
OG0007768	jg33045	As004G098510
OG0007769	jg20200	As005G098880
OG0007770	jg20188	As005G099130, As005G099110, As005G099120
OG0007771	jg20182	As005G099200, As005G099190
OG0007772	jg20147	As005G099560
OG0007773	jg20138	As005G099660
OG0007774	jg20130	As005G099730
OG0007775	jg20128	As005G099750
OG0007776	jg20062	As005G100460
OG0007777	jg20056	As005G100520
OG0007778	jg20021	As005G100880
OG0007779	jg20009	As005G100990
OG0007780	jg20007	As005G101010
OG0007781	jg20004	As005G101040
OG0007782	jg20001	As005G101070
OG0007783	jg20000	As005G101080
OG0007784	jg19989	As005G101160
OG0007785	jg19962	As005G101390
OG0007786	jg19932	As005G101740
OG0007787	jg19846	As005G102300
OG0007788	jg19798	As005G102800
OG0007789	jg19760	As005G103080
OG0007791	jg27629, jg19736	As005G103300
OG0007792	jg19613	As005G104450
OG0007793	jg19573	As005G104780
OG0007794	jg19491	As005G105020
OG0007795	jg19522	As005G105180
OG0007796	jg3855, jg24802	As005G106420, As006G142140
OG0007797	jg3890	As005G106670
OG0007798	jg3904	As005G106860
OG0007799	jg3923	As005G106980
OG0007800	jg3932	As005G107100
OG0007801	jg3973	As005G107440
OG0007802	jg3983	As005G107540
OG0007803	jg3989	As005G107580
OG0007804	jg3990	As005G107590
OG0007805	jg4009	As005G107780
OG0007806	jg4129	As005G108810, As005G107820
OG0007807	jg4041	As005G108000
OG0007808	jg4125	As005G108770
OG0007809	jg4142	As005G108920
OG0007810	jg4159	As005G109140, As005G108940
OG0007811	jg4165	As005G109220
OG0007812	jg4173	As005G109340
OG0007813	jg4180	As005G109430
OG0007814	jg5799	As005G109910
OG0007815	jg5831	As005G109990
OG0007817	jg5926	As005G111960
OG0007818	jg5939	As005G112250
OG0007819	jg5965	As005G112500
OG0007820	jg5970	As008G198270, As005G112570
OG0007821	jg5976	As005G112620
OG0007822	jg5979	As005G112660
OG0007823	jg5999	As005G113030
OG0007824	jg6055	As005G113460
OG0007825	jg6101	As005G113670
OG0007826	jg23020	As005G113900
OG0007827	jg23011	As005G114010
OG0007828	jg22992	As005G114200
OG0007829	jg22964	As005G114470
OG0007830	jg22938	As005G114630
OG0007831	jg22907	As005G114930
OG0007833	jg22825	As005G115820
OG0007834	jg22803	As005G115970
OG0007835	jg23282	As005G116020
OG0007836	jg23288	As005G116110
OG0007837	jg23289	As005G116120
OG0007838	jg23319	As005G116370
OG0007839	jg22582	As005G116540
OG0007840	jg23389	As005G116920
OG0007841	jg23394	As005G117000
OG0007842	jg23458	As005G117540
OG0007843	jg23472	As005G117680
OG0007844	jg23488	As005G117830
OG0007846	jg23532	As005G118320
OG0007847	jg23536	As005G118350
OG0007849	jg23583	As005G118720
OG0007850	jg23584	As005G118730
OG0007851	jg23598	As005G118830
OG0007852	jg23620	As005G119030
OG0007853	jg23643	As005G119260
OG0007854	jg23650	As005G119330, As010G221280
OG0007855	jg23659	As005G119420
OG0007857	jg23747	As005G120310
OG0007858	jg14999	As005G120510
OG0007859	jg23764	As005G120540
OG0007860	jg8170	As006G121250
OG0007861	jg8183	As006G121380
OG0007862	jg8104	As006G121780
OG0007863	jg8128	As006G122040
