Orthogroup	Arabidopsis_arenosa	Odontarrhena_muralis
OG0007243	jg25366	Om002G058080
OG0007244	jg25387	Om002G058330
OG0007245	jg25425	Om002G058890
OG0007246	jg25430	Om002G058960
OG0007247	jg25475	Om002G059610
OG0007248	jg25575	Om002G060690
OG0007249	jg25597	Om002G060930
OG0007250	jg25600	Om002G061120
OG0007251	jg25620	Om002G061410
OG0007252	jg25625	Om002G061470
OG0007253	jg25649	Om002G061850
OG0007254	jg25650	Om002G061860
OG0007255	jg25660	Om002G061960
OG0007256	jg25666	Om002G062050
OG0007257	jg25955	Om006G275130, Om002G065260
OG0007258	jg25784	Om002G063570
OG0007259	jg25813	Om002G063750
OG0007261	jg25889	Om002G064520
OG0007262	jg25895	Om002G064540
OG0007263	jg25914	Om002G064680
OG0007264	jg25930, jg26641	Om002G064850
OG0007265	jg25936	Om002G065040
OG0007266	jg25978	Om002G065510
OG0007267	jg26009	Om002G065850
OG0007268	jg26021	Om002G066070
OG0007269	jg26064	Om002G066620
OG0007270	jg26073	Om002G066680
OG0007271	jg26080	Om002G066770
OG0007272	jg26089	Om002G066830
OG0007273	jg26116	Om002G067120
OG0007274	jg26148	Om002G067500
OG0007275	jg26176	Om002G067920
OG0007276	jg26259	Om002G068880
OG0007277	jg26301	Om002G069200
OG0007278	jg26351	Om002G069620
OG0007279	jg26336	Om002G069500
OG0007280	jg26332	Om002G069490
OG0007281	jg26322	Om002G069390
OG0007282	jg26436	Om002G070430
OG0007283	jg26440	Om002G070440
OG0007284	jg26455	Om002G070570
OG0007285	jg26456	Om002G070580, Om002G045070
OG0007286	jg26479	Om002G070810
OG0007287	jg26495	Om002G070980
OG0007288	jg26511	Om002G071080
OG0007289	jg26614	Om002G072650
OG0007290	jg26632	Om002G072740
OG0007291	jg26638	Om002G072840
OG0007292	jg26677	Om002G073150
OG0007293	jg21323, jg26702	Om003G095730
OG0007294	jg26748	Om002G073880
OG0007295	jg26768	Om002G074200
OG0007296	jg27363	Om004G163750
OG0007297	jg7224, jg17783	Om007G283830
OG0007298	jg27356	Om002G077860
OG0007299	jg27552	Om002G081180
OG0007301	jg27833	Om002G083680
OG0007302	jg27863	Om002G083890
OG0007303	jg27905	Om002G084390
OG0007304	jg27962	Om002G085070, Om002G085060, Om002G085050
OG0007305	jg28068	Om002G086390
OG0007306	jg28113	Om002G086810
OG0007307	jg28149	Om002G087250
OG0007308	jg28259	Om002G088180
OG0007309	jg25222	Om002G056450
OG0007310	jg33716	Om003G090230
OG0007311	jg33689	Om003G090640, Om004G130800
OG0007312	jg33678	Om003G090870
OG0007313	jg33604	Om003G092150, Om003G092040
OG0007314	jg33450	Om003G094320
OG0007315	jg33408	Om003G094760
OG0007316	jg33394	Om003G094880
OG0007317	jg33334	Om003G095500
OG0007318	jg33320	Om003G095660, Om004G131340
OG0007319	jg33126, jg33134	Om003G097530
OG0007320	jg33039	Om003G098320
OG0007321	jg32954	Om003G099140
OG0007322	jg32977	Om003G098970
OG0007323	jg32921	Om003G099580
OG0007324	jg32902	Om003G099730
OG0007325	jg32852, jg32869	Om003G100090
OG0007327	jg11038	Om003G100230
OG0007328	jg11090	Om003G100690
OG0007329	jg18597	Om008G339610
OG0007331	jg15116, jg26361	Om006G256520
OG0007332	jg15118	Om006G256500
OG0007333	jg15146	Om006G256120
OG0007334	jg15167	Om006G255860
OG0007335	jg15168	Om006G255850
OG0007336	jg15249	Om006G255000
OG0007337	jg15081, jg15066, jg15059	Om006G256800
OG0007338	jg15065, jg15072	Om006G256910
OG0007339	jg15375	Om006G253330, Om006G253310
OG0007340	jg15396	Om006G253070
OG0007341	jg15426	Om006G252700
OG0007342	jg15485	Om006G251900
OG0007343	jg9141	Om002G065760, Om001G029410
OG0007344	jg15535	Om006G251320
OG0007345	jg15621	Om003G119400
OG0007346	jg15701	Om003G119810
OG0007347	jg15894	Om003G122460
OG0007348	jg15896	Om003G122480
OG0007349	jg16009	Om003G123890
OG0007350	jg16119	Om003G125600
OG0007351	jg16129	Om003G125770
OG0007352	jg16183	Om003G126340
OG0007353	jg16271	Om003G127610
OG0007354	jg16281	Om003G127720
OG0007355	jg16406, jg16397, jg16390	Om003G129010
OG0007356	jg33424	Om003G094610
OG0007357	jg19078	Om008G332810
OG0007360	jg16288	Om003G127770
OG0007361	jg20263	Om008G362880
OG0007362	jg20560, jg32204, jg6820, jg17856	Om004G153030, Om008G337780
OG0007363	jg18541	Om008G340180
OG0007364	jg18560	Om008G339920
OG0007365	jg18609	Om008G339430
OG0007366	jg11059, jg20117, jg19992	Om008G321430
OG0007367	jg26611	Om002G072590
OG0007368	jg3192	Om004G137950
OG0007369	jg3103	Om004G139420
OG0007370	jg9195	Om001G028790
OG0007371	jg8714	Om001G035860
OG0007372	jg28763	Om005G181700
OG0007373	jg29680	Om005G191750
OG0007374	jg25876	Om002G064360
OG0007375	jg12075, jg12093	Om001G001450
OG0007376	jg25637	Om002G061650
OG0007379	jg5127	Om004G161800
OG0007380	jg10366, jg10368	Om001G008100
OG0007381	jg10693	Om001G003140
OG0007382	jg10789	Om001G002160
OG0007384	jg17647	Om007G284750, Om007G284720
OG0007385	jg5541	Om007G297390
OG0007386	jg6779	Om007G293180
OG0007387	jg22527	Om003G119110
OG0007389	jg14445	Om006G246040
OG0007393	jg28027	Om002G085970
OG0007395	jg17122	Om004G139850
OG0007396	jg13178	Om005G206270
OG0007397	jg14168	Om008G341570, Om008G341720
OG0007398	jg14417	Om006G267160
OG0007400	jg21886	Om003G113180
OG0007413	jg9611	Om001G022280
OG0007414	jg9584	Om001G022750
OG0007415	jg9582	Om001G022790
OG0007416	jg9566	Om001G023150, Om001G023160
OG0007417	jg9558	Om001G023330
OG0007418	jg9549	Om001G023420
OG0007420	jg9457	Om001G024800
OG0007421	jg9436	Om001G024990
OG0007422	jg9417	Om001G025350
OG0007423	jg9404	Om001G025450
OG0007424	jg9384	Om001G025810
OG0007425	jg9350	Om001G026460
OG0007426	jg9285	Om001G027440
OG0007427	jg9273	Om001G027550
OG0007428	jg9265	Om001G027740
OG0007429	jg9261	Om001G027790
OG0007430	jg9253	Om001G027890
OG0007431	jg9249	Om001G027960
OG0007432	jg9228	Om001G028300
OG0007433	jg9638	Om007G285310
OG0007434	jg9180	Om001G028990
OG0007435	jg9171	Om001G029010
OG0007436	jg9169	Om001G029050
OG0007437	jg9167	Om001G029080
OG0007438	jg9158	Om001G029240, Om005G213890
OG0007439	jg9137	Om001G029470
OG0007440	jg9116	Om001G029750
OG0007441	jg9062	Om001G030550
OG0007442	jg9071	Om001G030380
OG0007443	jg9038	Om001G030840
OG0007444	jg9039	Om001G030830
OG0007445	jg8992	Om001G031530
OG0007446	jg8937	Om001G032350
OG0007447	jg20958	Om003G114780
OG0007448	jg8961	Om001G031940
OG0007449	jg8963	Om001G031920
OG0007450	jg8967	Om001G031860
OG0007451	jg8909	Om001G032760
OG0007452	jg8904	Om001G032830
OG0007453	jg8896	Om001G032920
OG0007454	jg8894	Om001G032940
OG0007455	jg8874	Om001G033310
OG0007456	jg8859	Om001G033580
OG0007457	jg31719	Om007G291830
OG0007458	jg31776	Om007G292250
OG0007459	jg31778	Om007G292270
OG0007460	jg31825	Om007G292720, Om010G364640
OG0007461	jg31844	Om007G277140
OG0007462	jg31854	Om007G277090
OG0007463	jg31866	Om007G277030
OG0007464	jg10935	Om007G276200
OG0007465	jg10958	Om007G276010
OG0007466	jg11002	Om007G275710
OG0007467	jg11015	Om007G275920, Om007G275960
OG0007468	jg1554	Om005G215950
OG0007469	jg1520	Om005G216190
OG0007470	jg11159	Om005G218330, Om011G365900
OG0007471	jg1363	Om011G365860, Om005G218230
OG0007472	jg4588	Om004G168830
OG0007473	jg1178	Om005G218800
OG0007475	jg876, jg877	Om005G221980
OG0007476	jg857	Om005G222220
OG0007477	jg29524	Om005G189930
OG0007478	jg795	Om005G223030
OG0007479	jg776	Om005G223410
OG0007480	jg771	Om005G223540
OG0007481	jg12896	Om006G275500
OG0007482	jg12908	Om003G089960
OG0007483	jg12918	Om006G275420, Om003G107160
OG0007484	jg12986	Om006G275050
OG0007485	jg29958	Om005G195200
OG0007486	jg13083	Om006G274380
OG0007487	jg13103	Om006G274230
OG0007488	jg13117	Om006G274150
OG0007489	jg13135	Om006G274030
OG0007490	jg13152	Om006G273860
OG0007491	jg30446	Om005G201100, Om005G201070, Om005G201060, Om005G201080
OG0007492	jg13220	Om006G273410
OG0007494	jg13264	Om006G272860
OG0007495	jg13325	Om006G272520
OG0007496	jg13330	Om006G272480
OG0007497	jg13376	Om006G272010
OG0007498	jg13396	Om006G271870
OG0007499	jg13401	Om006G271800
OG0007500	jg13406	Om006G271730
OG0007501	jg13425	Om006G271560
OG0007502	jg13426	Om006G271520
OG0007503	jg13468	Om006G271280
OG0007504	jg13527	Om006G271020
OG0007506	jg13740	Om006G269420
OG0007508	jg13805	Om006G269290
OG0007509	jg13864	Om006G269160
OG0007510	jg2243	Om005G212780
OG0007511	jg2217	Om005G213080
OG0007512	jg2174	Om005G213310
OG0007513	jg2057	Om005G214010
OG0007514	jg2052	Om005G214150
OG0007515	jg1984	Om005G214630
OG0007516	jg1867	Om003G127400
OG0007518	jg371	Om005G228780
OG0007519	jg33666	Om003G091000
OG0007520	jg430	Om005G227790
OG0007521	jg464	Om005G227210
OG0007522	jg505	Om005G226680
OG0007523	jg546	Om005G226110
OG0007524	jg548, jg551	Om005G226070
OG0007525	jg578	Om005G225690
OG0007526	jg595	Om005G225560
OG0007527	jg677	Om005G224810
OG0007528	jg683	Om005G224700
OG0007529	jg693	Om005G224510
OG0007530	jg25219	Om002G056420
OG0007531	jg25217	Om002G056400
OG0007532	jg25216	Om002G056390
OG0007533	jg25204	Om002G056210
OG0007534	jg9635	Om001G021870
OG0007535	jg9881	Om001G017010
OG0007536	jg9864	Om005G189400
OG0007538	jg19352	Om008G329080
OG0007539	jg19343	Om008G329190
OG0007540	jg19338	Om008G329240
OG0007541	jg24837	Om002G051550
OG0007542	jg24841	Om002G051520
OG0007543	jg24846	Om002G051670
OG0007544	jg24878	Om002G052120
OG0007545	jg24882	Om002G052160
OG0007546	jg24901	Om002G052390
OG0007547	jg24910, jg20316	Om002G052510
OG0007548	jg4116	Om004G173830
OG0007549	jg24933	Om002G052850
OG0007550	jg24948	Om002G052950
OG0007551	jg24969	Om008G337710, Om002G053190
OG0007552	jg24989	Om002G053450
OG0007553	jg4209	Om004G172700
OG0007554	jg25020	Om002G053900
OG0007555	jg25068	Om002G054550
OG0007556	jg25075	Om002G054600
OG0007557	jg25092	Om002G054820
OG0007559	jg25113	Om002G055170
OG0007560	jg25121	Om002G055260
OG0007561	jg25126	Om002G055300
OG0007562	jg25134	Om002G055410
OG0007563	jg9629	Om001G021980
OG0007564	jg25146	Om002G055530
OG0007565	jg25147	Om002G055540
OG0007566	jg25150	Om002G055600
OG0007567	jg25186	Om002G055990
OG0007568	jg25188	Om002G056010
OG0007570	jg21639	Om003G106850
OG0007571	jg20376	Om007G299090, Om007G299100, Om008G361570
OG0007572	jg32776	Om007G287220
OG0007573	jg21730	Om003G111890
OG0007574	jg21735	Om003G111870
OG0007575	jg21740	Om003G121640
OG0007576	jg21743	Om003G111640
OG0007577	jg9046	Om001G030710
OG0007578	jg21939	Om003G113670
OG0007579	jg22054	Om003G114760
OG0007581	jg22037	Om003G114410
OG0007582	jg22030	Om003G114330
OG0007583	jg22027	Om003G114300
OG0007584	jg22056	Om003G114800
OG0007585	jg22062	Om003G114950
OG0007586	jg22192	Om003G115750
OG0007587	jg22163	Om003G115600
OG0007588	jg22234	Om003G116050
OG0007589	jg22282	Om003G116200
OG0007590	jg22319	Om003G116660
OG0007591	jg22395	Om003G117620
OG0007592	jg22425	Om003G118030
OG0007593	jg2115, jg22457	Om003G118310
OG0007594	jg22467, jg22468	Om003G118450
OG0007596	jg22574	Om006G250050
OG0007597	jg22591	Om006G249870
OG0007598	jg22594	Om006G249840
OG0007599	jg22600	Om006G249760
OG0007600	jg22637	Om006G249400
OG0007601	jg22644	Om006G249340
OG0007602	jg22669	Om006G248980
OG0007603	jg22683	Om006G248490
OG0007604	jg22721	Om006G248040
OG0007605	jg6655	Om007G293650
OG0007606	jg5152	Om004G161450
OG0007607	jg5129	Om004G161780
OG0007608	jg5122	Om004G161890
OG0007609	jg5114	Om004G161960
OG0007610	jg5100	Om004G162080
OG0007611	jg5080	Om004G162290
OG0007612	jg5070	Om004G162450
OG0007613	jg5051	Om004G162710
OG0007614	jg5044	Om004G162800
OG0007615	jg5032	Om004G163010
OG0007616	jg5013	Om004G163190
OG0007617	jg4980	Om004G163710
OG0007618	jg4978	Om004G163740
OG0007619	jg4952	Om004G164160
OG0007620	jg4930	Om004G164490
OG0007621	jg4893	Om004G165110
OG0007622	jg4742	Om004G167020
OG0007623	jg4720	Om004G167250
OG0007624	jg4710	Om004G167330
OG0007626	jg4664	Om004G167880
OG0007627	jg4660	Om004G167910
OG0007628	jg4631	Om004G168200
OG0007629	jg4567	Om004G169090
OG0007630	jg4556	Om004G169150
OG0007631	jg10878	Om001G000220
OG0007632	jg10828	Om001G000960
OG0007633	jg10813	Om001G001110
OG0007634	jg10806	Om001G001340
OG0007635	jg10801	Om001G001390
OG0007637	jg7687	Om008G353730
OG0007638	jg10700	Om001G003000
OG0007639	jg10691	Om007G306840, Om009G363830, Om007G306850, Om009G363870, Om009G363850, Om009G363900, Om001G003170
OG0007640	jg10662	Om001G003600
OG0007641	jg10640	Om001G004160
OG0007642	jg10571	Om001G005260
OG0007643	jg10559	Om001G005510
OG0007643	jg20658	Om008G356820
OG0007644	jg23165	Om006G235810
OG0007645	jg10502	Om001G006140
OG0007646	jg10480	Om007G317630
OG0007647	jg7780	Om008G355160
OG0007648	jg10422	Om001G007240
OG0007649	jg10394	Om001G007620
OG0007650	jg10332	Om001G008570
OG0007651	jg10327	Om001G008630
OG0007652	jg10308	Om001G008790
OG0007653	jg10299	Om001G008910
OG0007654	jg10278	Om001G009160
OG0007655	jg10270	Om001G009250
OG0007656	jg10255	Om001G009440
OG0007657	jg10237	Om001G009740
OG0007658	jg10222	Om001G009960
OG0007659	jg10219	Om001G009990
OG0007660	jg10133	Om001G010820
OG0007661	jg10117	Om001G011020
OG0007662	jg17253, jg10094	Om001G011270
OG0007663	jg31974	Om001G012060
OG0007664	jg31978	Om001G012100
OG0007666	jg32070	Om001G012650
OG0007667	jg32139	Om001G013450
OG0007668	jg32284	Om001G014610
OG0007669	jg32645	Om001G015150
OG0007670	jg32809	Om007G287030
OG0007671	jg32753	Om007G287340
OG0007672	jg32815	Om007G286960
OG0007673	jg24721	Om002G050410
OG0007674	jg31329	Om007G288360
OG0007675	jg31352	Om007G288650
OG0007676	jg12163, jg17033	Om007G301530
OG0007677	jg31371	Om007G288830
OG0007678	jg31381	Om007G288890
OG0007679	jg31444	Om007G289500
OG0007680	jg31557	Om007G290690, Om007G290680
OG0007681	jg31582	Om007G290900
OG0007682	jg31627	Om007G291350
OG0007683	jg32136, jg31629	Om001G013430
OG0007684	jg31635	Om007G291440
OG0007685	jg8794	Om001G034790
OG0007686	jg4056	Om004G174560
OG0007687	jg8758	Om001G035250
OG0007688	jg8739	Om001G035500
OG0007689	jg8735	Om001G035580, Om001G035590
OG0007690	jg8704	Om001G036040
OG0007691	jg8683	Om001G036330
OG0007692	jg8681	Om001G036370
OG0007693	jg8661	Om001G036730
OG0007694	jg8638	Om001G037150
OG0007695	jg16806	Om004G152050
OG0007696	jg8624	Om001G037380
OG0007697	jg8579	Om001G038320
OG0007698	jg8567	Om001G038470
OG0007699	jg8561	Om001G038600
OG0007700	jg8560	Om001G038610
OG0007702	jg8526	Om001G039200
OG0007703	jg8515	Om001G039340
OG0007704	jg8489	Om001G039690
OG0007705	jg8468	Om001G039880
OG0007706	jg8419	Om001G040230
OG0007707	jg8315	Om001G041590
OG0007708	jg11935	Om003G106100
OG0007710	jg12430	Om007G315170
OG0007711	jg18615	Om008G339350
OG0007712	jg18623	Om008G339220
OG0007713	jg18632	Om008G339070
OG0007714	jg29394	Om005G188650
OG0007715	jg2670, jg31733	Om007G291920
OG0007716	jg5647	Om007G296200, Om006G239380, Om007G303710
OG0007717	jg18648	Om008G339010
OG0007718	jg18642	Om008G339040
OG0007719	jg7277	Om007G288100
OG0007720	jg7211	Om008G344310, Om043G376290
OG0007721	jg7087, jg7154	Om008G344810
OG0007722	jg26963, jg31538	Om007G290410
OG0007723	jg18519	Om008G340440
OG0007725	jg18496	Om008G340640
OG0007726	jg18490	Om008G327500
OG0007727	jg18489	Om008G340710
OG0007728	jg18452	Om008G341060
OG0007729	jg18447	Om008G341120
OG0007730	jg21005	Om008G341890
OG0007731	jg7381	Om008G347630
OG0007732	jg7463	Om008G350710
OG0007733	jg7490	Om008G351240
OG0007734	jg7558	Om008G351800
OG0007735	jg7644	Om008G353180
OG0007736	jg7669, jg11289	Om008G353540
OG0007737	jg7698	Om008G353900
OG0007738	jg7750	Om008G354610
OG0007739	jg5857	Om006G241640
OG0007740	jg7762	Om008G354840
OG0007741	jg20670	Om008G356590
OG0007742	jg20604	Om008G357550
OG0007743	jg20555	Om008G358140
OG0007744	jg20527	Om008G358510
OG0007745	jg20490	Om008G358960
OG0007746	jg20480	Om008G359140
OG0007747	jg20463	Om008G359500
OG0007748	jg20447	Om008G359720
OG0007749	jg20441	Om008G359810
OG0007750	jg20414	Om008G360840
OG0007751	jg4201	Om004G172810
OG0007752	jg20401	Om008G360940
OG0007753	jg20395	Om008G361160
OG0007754	jg20373	Om008G361660
OG0007755	jg11088	Om005G189710
OG0007756	jg11958	Om003G106170
OG0007757	jg11964	Om003G106750
OG0007758	jg11721	Om003G105410
OG0007759	jg26846	Om005G185830
OG0007760	jg26792	Om002G074340
OG0007761	jg11525, jg11523	Om003G104100
OG0007762	jg11428	Om006G236180
OG0007763	jg11345	Om003G103150
OG0007764	jg11177	Om004G143330
OG0007765	jg12724	Om007G317850
OG0007766	jg12824	Om007G318370
OG0007767	jg12855	Om002G067620
OG0007768	jg33045	Om004G137710
OG0007769	jg20200	Om008G318920
OG0007770	jg20188	Om008G319080
OG0007771	jg20182	Om008G319140
OG0007772	jg20147	Om008G319570
OG0007773	jg20138	Om008G319690
OG0007774	jg20130	Om008G319830
OG0007775	jg20128	Om008G319850
OG0007776	jg20062	Om008G320670
OG0007777	jg20056	Om008G320760, Om006G262030
OG0007778	jg20021	Om003G096140
OG0007779	jg20009	Om008G321260
OG0007780	jg20007	Om008G321280
OG0007781	jg20004	Om008G321290
OG0007782	jg20001	Om008G321320
OG0007783	jg20000	Om008G321330
OG0007784	jg19989	Om008G321450
OG0007785	jg19962	Om008G321790
OG0007786	jg19932	Om008G322210
OG0007787	jg19846	Om008G322900
OG0007788	jg19798	Om008G323420
OG0007789	jg19760	Om008G323940
OG0007791	jg27629, jg19736	Om008G324330
OG0007792	jg19613	Om008G326030
OG0007793	jg19573	Om008G326410
OG0007794	jg19491	Om008G327230
OG0007795	jg19522	Om008G326960
OG0007796	jg3855, jg24802	Om004G176910
OG0007797	jg3890	Om004G176670
OG0007798	jg3904	Om004G176470
OG0007799	jg3923	Om004G176240
OG0007800	jg3932	Om004G176160
OG0007801	jg3973	Om004G175740
OG0007802	jg3983	Om004G175640
OG0007803	jg3989	Om004G175590
OG0007804	jg3990	Om004G175580
OG0007805	jg4009	Om004G175270
OG0007806	jg4129	Om004G173710
OG0007808	jg4125	Om004G173750
OG0007809	jg4142	Om004G173570
OG0007810	jg4159	Om004G173330
OG0007811	jg4165	Om005G223510, Om004G173230
OG0007812	jg4173	Om004G173130
OG0007813	jg4180	Om004G173070
OG0007814	jg5799	Om006G241050
OG0007815	jg5831	Om006G241310
OG0007816	jg5832	Om006G241340
OG0007817	jg5926	Om006G242330
OG0007818	jg5939	Om006G242530
OG0007819	jg5965	Om006G242810
OG0007820	jg5970	Om006G242880
OG0007821	jg5976	Om006G242970
OG0007822	jg5979	Om006G243010
OG0007823	jg5999	Om006G243300
OG0007824	jg6055	Om006G243870
OG0007825	jg6101	Om006G244240
OG0007826	jg23020	Om006G244520
OG0007827	jg23011	Om006G244620
OG0007828	jg22992	Om006G244850
OG0007829	jg22964	Om006G245220
OG0007830	jg22938	Om006G245450
OG0007831	jg22907	Om006G245800
OG0007833	jg22825	Om006G246870
OG0007834	jg22803	Om006G247180
OG0007835	jg23282	Om006G234580
OG0007836	jg23288	Om006G234510
OG0007837	jg23289	Om006G234500
OG0007838	jg23319	Om006G234170
OG0007839	jg22582	Om006G249930
OG0007840	jg23389	Om006G233570
OG0007841	jg23394	Om006G233520
OG0007842	jg23458	Om006G257180, Om006G232870, Om006G257190
OG0007843	jg23472	Om006G232720
OG0007844	jg23488	Om006G232560
OG0007846	jg23532	Om006G232030
OG0007847	jg23536	Om006G232000
OG0007849	jg23583	Om006G231490
OG0007850	jg23584	Om006G231470
OG0007851	jg23598	Om006G231310
OG0007852	jg23620	Om006G231040
OG0007853	jg23643	Om006G230760
OG0007854	jg23650	Om006G230660
OG0007855	jg23659	Om006G230530
OG0007856	jg23704	Om006G230070
OG0007857	jg23747	Om006G229560
OG0007858	jg14999	Om006G257600
OG0007859	jg23764	Om006G229320
OG0007860	jg8170	Om004G157840
OG0007861	jg8183	Om004G157730
OG0007862	jg8104	Om004G158020
OG0007863	jg8128	Om004G158310
OG0007864	jg8135	Om004G158380
OG0007865	jg8094	Om004G158660
OG0007866	jg8071	Om004G158880
OG0007867	jg8016	Om004G159360
OG0007868	jg7991	Om004G159580
OG0007869	jg7988	Om004G159670
OG0007870	jg7984	Om004G159730
OG0007871	jg7848	Om004G160240
OG0007872	jg7858	Om004G160350
OG0007873	jg7902	Om004G160620
OG0007874	jg7917	Om007G302170
OG0007875	jg20774	Om007G292950
OG0007876	jg20808	Om007G277550, Om007G277560
OG0007877	jg20904	Om007G278200, Om005G190260
OG0007879	jg18438	Om007G278290
OG0007880	jg18301	Om007G279290
OG0007881	jg18298	Om007G279260
OG0007882	jg18296	Om007G279230
OG0007884	jg18305	Om007G279330
OG0007885	jg18245	Om007G280060
OG0007886	jg18183, jg18179	Om002G056920, Om007G280710
OG0007887	jg18165	Om007G280850
OG0007888	jg18151	Om007G281010
OG0007889	jg18149	Om007G281040
OG0007890	jg29004	Om005G184030
OG0007891	jg18136	Om007G281180
OG0007892	jg18093	Om007G281440
OG0007893	jg18078	Om007G281660
OG0007894	jg18075	Om007G281700
OG0007895	jg18063	Om007G281800
OG0007896	jg29064	Om005G184630
OG0007897	jg18041	Om007G282000
OG0007898	jg17858	Om007G283240
OG0007899	jg17855	Om007G283250
OG0007900	jg17811	Om007G283580
OG0007901	jg17804	Om007G283640
OG0007902	jg17792	Om007G283770
OG0007903	jg17726	Om007G284240
OG0007904	jg17569	Om007G285130
OG0007905	jg17465	Om007G285410
OG0007906	jg4422, jg4508	Om004G170260
