Orthogroup	Raphanus_sativus	Arabidopsis_lyrata_NCBI
OG0006997	XP_018437108.1, XP_018482080.1, XP_018477373.1	XP_020891054.1
OG0006998	XP_018457812.1, XP_018473646.1, XP_018476748.1	XP_002874841.1
OG0006999	XP_018447464.1	XP_002867403.1
OG0007000	XP_018484720.1, XP_018471912.1, XP_018457774.1	XP_002867397.1
OG0007001	XP_018490072.1, XP_018482071.1	XP_002894090.1, XP_002891407.1
OG0007002	XP_018449334.1, XP_018463831.1	XP_002891413.1
OG0007003	XP_018446356.1, XP_018442923.1, XP_018442930.1	XP_020891237.1
OG0007004	XP_018443050.1, XP_018443035.1, XP_018442898.1	XP_002889003.1
OG0007005	XP_018456369.1, XP_018446570.1, XP_018446568.1	XP_002888999.1
OG0007006	XP_018450227.1, XP_018470924.1	XP_002866800.1
OG0007007	XP_018478023.1, XP_018451113.1, XP_018464259.1, XP_018465708.1	XP_020872762.1
OG0007008	XP_018451028.1, XP_018485284.1, XP_018446007.1	XP_020874670.1
OG0007009	XP_018470690.1, XP_018450813.1	XP_002866847.1
OG0007010	XP_018447703.1, XP_018459481.1, XP_018478187.1, XP_018447706.1	XP_002868904.2
OG0007011	XP_018449727.1, XP_018448365.1, XP_018459823.1	XP_002866909.1, XP_020872367.1
OG0007012	XP_018447881.1, XP_018485123.1, XP_018447389.1	XP_020874925.1
OG0007013	XP_018468424.1, XP_018477095.1, XP_018463695.1	XP_020875165.1
OG0007014	XP_018453888.1, XP_018453948.1, XP_018449362.1	XP_002868991.1
OG0007015	XP_018449689.1, XP_018449018.1, XP_018468780.1	XP_002866965.2
OG0007016	XP_018448394.1, XP_018450125.1	XP_020874858.1
OG0007017	XP_018470389.1, XP_018471097.1	XP_002866995.1
OG0007018	XP_018479019.1, XP_018451845.1, XP_018470390.1, XP_018471099.1	XP_002869026.1
OG0007019	XP_018478158.1	XP_002867029.1
OG0007020	XP_018484587.1	XP_020875306.1
OG0007021	XP_018450400.1, XP_018450401.1, XP_018447316.1, XP_018471959.1	XP_020874957.1
OG0007022	XP_018481677.1, XP_018482529.1, XP_018448994.1	XP_020875053.1
OG0007023	XP_018471647.1, XP_018484074.1, XP_018484072.1	XP_002867069.1
OG0007024	XP_018433190.1	XP_002888084.1
OG0007025	XP_018450924.1, XP_018455565.1	XP_020875345.1
OG0007027	XP_018471417.1, XP_018451574.1, XP_018464191.1, XP_018478473.1	XP_002867097.1
OG0007028	XP_018451777.1	XP_020872041.1
OG0007029	XP_018469284.1, XP_018482083.1, XP_018450135.1	XP_002869127.1
OG0007030	XP_018477271.1, XP_018447802.1, XP_018454848.1	XP_020875245.1
OG0007031	XP_018471544.1, XP_018472258.1	XP_002869288.1
OG0007033	XP_018480255.1, XP_018480256.1, XP_018470797.1	XP_002869285.1
OG0007034	XP_018471466.1, XP_018484617.1	XP_020873929.1
OG0007035	XP_018472478.1	XP_020874675.1
OG0007036	XP_018447710.1, XP_018448505.1, XP_018444809.1	XP_020872497.1
OG0007037	XP_018448048.1, XP_018450778.1, XP_018480622.1	XP_002869242.1
OG0007038	XP_018477124.1	XP_002879472.1
OG0007039	XP_018440379.1, XP_018483654.1	XP_020883194.1
OG0007040	XP_018449604.1, XP_018449603.1, XP_018471780.1, XP_018468782.1	XP_020872316.1
OG0007042	XP_018449590.1, XP_018459250.1, XP_018459251.1, XP_018450171.1	XP_020872810.1
OG0007043	XP_018457713.1, XP_018493224.1	XP_002885852.1
OG0007044	XP_018450988.1, XP_018483721.1, XP_018483720.1, XP_018459402.1	XP_002867164.1
OG0007045	XP_018464207.1, XP_018459400.1, XP_018459401.1, XP_018477417.1	XP_020872573.1
OG0007046	XP_018477144.1, XP_018465410.1, XP_018447241.1	XP_002869186.1
OG0007047	XP_018471138.1, XP_018478666.1, XP_018480938.1	XP_020874428.1
OG0007048	XP_018465585.1, XP_018482101.1, XP_018449833.1, XP_018471140.1	XP_002869181.2
OG0007049	XP_018470174.1, XP_018450405.1	XP_002869176.1
OG0007050	XP_018478788.1, XP_018461193.1	XP_020875287.1
OG0007051	XP_018471699.1	XP_020873212.1
OG0007052	XP_018461715.1, XP_018479050.1	XP_020872815.1
OG0007053	XP_018480945.1, XP_018470671.1, XP_018469172.1	XP_020875642.1
OG0007054	XP_018469240.1, XP_018450205.1, XP_018482518.1	XP_002867305.1
OG0007055	XP_018450425.1, XP_018451237.1, XP_018483240.1	XP_020875696.1
OG0007056	XP_018447935.1, XP_018460836.1, XP_018485119.1	XP_020873214.1
OG0007057	XP_018471081.1	XP_020872912.1
OG0007058	XP_018468085.1, XP_018480428.1	XP_020873957.1
OG0007059	XP_018447141.1, XP_018482970.1, XP_018470144.1	XP_020872116.1
OG0007060	XP_018493034.1, XP_018440660.1, XP_018492534.1	XP_002883465.1
OG0007061	XP_018464638.1, XP_018432943.1, XP_018487328.1	XP_002883508.1
OG0007062	XP_018466370.1, XP_018462929.1, XP_018455861.1	XP_002888882.2
OG0007063	XP_018445532.1, XP_018445528.1, XP_018457836.1, XP_018457825.1	XP_020890571.1
OG0007064	XP_018444493.1, XP_018445520.1, XP_018468900.1	XP_020889937.1
OG0007065	XP_018438612.1, XP_018488238.1	XP_020869495.1
OG0007066	XP_018481364.1, XP_018449768.1, XP_018448131.1	XP_020869255.1
OG0007067	XP_018440746.1, XP_018450390.1	XP_002890615.1
OG0007068	XP_018474923.1, XP_018472529.1	XP_002880726.1
OG0007069	XP_018473253.1, XP_018459396.1, XP_018454861.1	XP_002872868.2
OG0007070	XP_018455533.1, XP_018475147.1, XP_018469605.1	XP_002874976.2
OG0007071	XP_018474389.1, XP_018474387.1, XP_018453202.1	XP_002872926.1
OG0007072	XP_018456564.1	XP_020879449.1
OG0007073	XP_018474910.1, XP_018460314.1, XP_018469008.1	XP_002872909.2
OG0007074	XP_018476892.1, XP_018475322.1	XP_020878700.1
OG0007075	XP_018472898.1, XP_018470378.1, XP_018465599.1	XP_020878862.1
OG0007076	XP_018454999.1	XP_020879138.1
OG0007077	XP_018457086.1	XP_020878532.1
OG0007078	XP_018462167.1	XP_002880489.1, XP_002881814.1
OG0007079	XP_018450502.1, XP_018433118.1	XP_020866849.1
OG0007080	XP_018484098.1	XP_020873253.1
OG0007081	XP_018447938.1, XP_018470119.1, XP_018481042.1	XP_020872099.1
OG0007082	XP_018489528.1, XP_018470791.1	XP_020868823.1
OG0007084	XP_018487374.1, XP_018487385.1, XP_018487450.1, XP_018450132.1	XP_020870053.1
OG0007085	XP_018460497.1, XP_018450129.1, XP_018450128.1, XP_018486107.1, XP_018489796.1	XP_020869347.1
OG0007086	XP_018473823.1, XP_018484462.1	XP_020870127.1
OG0007087	XP_018437508.1, XP_018460431.1, XP_018450075.1	XP_002893394.1
OG0007088	XP_018468193.1, XP_018450496.1	XP_020870569.1
OG0007089	XP_018467251.1, XP_018449328.1	XP_002893450.1
OG0007090	XP_018480830.1, XP_018449303.1	XP_002890717.1
OG0007091	XP_018482039.1, XP_018459895.1	XP_020887730.1
OG0007093	XP_018455571.1, XP_018460563.1, XP_018460572.1, XP_018463057.1, XP_018444605.1	XP_020891360.1
OG0007094	XP_018458250.1, XP_018458249.1, XP_018458234.1	XP_002883469.1, XP_002885442.1, XP_020882734.1
OG0007095	XP_018479355.1	XP_002886002.1, XP_002878847.1
OG0007096	XP_018438710.1, XP_018435727.1	XP_020882297.1
OG0007097	XP_018467180.1, XP_018481624.1, XP_018465027.1	XP_002875280.1
OG0007098	XP_018452451.1, XP_018434131.1, XP_018478369.1	XP_020881677.1
OG0007099	XP_018454665.1, XP_018481832.1, XP_018435652.1	XP_002875532.1
OG0007100	XP_018436135.1	XP_002875645.2
OG0007101	XP_018487986.1, XP_018437995.1	XP_002875806.1, XP_002875805.1
OG0007102	XP_018434390.1, XP_018438820.1, XP_018461673.1, XP_018482450.1, XP_018482801.1	XP_002876125.1
OG0007103	XP_018487977.1, XP_018486223.1, XP_018481664.1	XP_020881135.1
OG0007104	XP_018493499.1	XP_020880495.1
OG0007105	XP_018454621.1, XP_018464699.1, XP_018463879.1, XP_018458522.1	XP_020878766.1
OG0007106	XP_018435623.1	XP_002872237.1
OG0007107	XP_018475455.1	XP_002874578.1, XP_020876310.1
OG0007108	XP_018468635.1, XP_018462249.1, XP_018455284.1	XP_002872624.1
OG0007110	XP_018482899.1, XP_018480889.1, XP_018463907.1, XP_018467757.1	XP_002869631.1
OG0007111	XP_018479165.1, XP_018479166.1	XP_020873849.1
OG0007112	XP_018468209.1, XP_018468201.1, XP_018480893.1, XP_018450192.1	XP_020874538.1
OG0007113	XP_018482400.1	XP_020874803.1
OG0007115	XP_018439710.1, XP_018478845.1, XP_018477306.1	XP_002865623.1, XP_020871395.1
OG0007116	XP_018441199.1, XP_018440332.1, XP_018465748.1, XP_018477771.1	XP_002863975.1
OG0007117	YP_009046913.1	YP_009357266.1
OG0007117	YP_009046914.1	YP_009357267.1
OG0007128	XP_018459645.1	XP_002876714.1
OG0007129	XP_018472364.1	XP_002867733.1
OG0007130	XP_018449586.1, XP_018466342.1, XP_018454432.1	XP_002864328.1
OG0007131	XP_018486649.1	XP_020871760.1
OG0007132	XP_018458330.1	XP_002875905.1
OG0007133	XP_018434340.1, XP_018458331.1	XP_020880375.1
OG0007134	XP_018458333.1	XP_002875887.1
OG0007135	XP_018439847.1	XP_002877585.1
OG0007136	XP_018469901.1, XP_018437785.1	XP_002877582.1
OG0007137	XP_018441531.1, XP_018440619.1	XP_002875060.1
OG0007138	XP_018441693.1, XP_018440188.1	XP_020882525.1
OG0007139	XP_018447518.1	XP_020875255.1
OG0007140	XP_018485310.1, XP_018441252.1	XP_020882316.1
OG0007141	XP_018440699.1	XP_020881075.1
OG0007142	XP_018463997.1, XP_018481646.1, XP_018437391.1	XP_002879712.1
OG0007143	XP_018480229.1, XP_018480272.1, XP_018462153.1	XP_020869647.1
OG0007144	XP_018447782.1, XP_018458032.1	XP_020890356.1
OG0007145	XP_018447477.1, XP_018458555.1, XP_018446203.1	XP_002873846.1
OG0007146	XP_018473422.1, XP_018443970.1	XP_002873841.1
OG0007147	XP_018458843.1, XP_018442722.1, XP_018459151.1	XP_002871767.1
OG0007148	XP_018467647.1, XP_018460051.1	XP_002873828.1
OG0007149	XP_018474280.1, XP_018444790.1, XP_018446023.1	XP_020876528.1
OG0007150	XP_018442364.1, XP_018467977.1	XP_020878886.1
OG0007151	XP_018445011.1, XP_018444929.1, XP_018462894.1, XP_018445141.1	XP_002871744.1
OG0007152	XP_018444083.1, XP_018463755.1	XP_020879326.1
OG0007153	XP_018470215.1, XP_018460610.1, XP_018442917.1	XP_002871726.1
OG0007154	XP_018472003.1, XP_018446564.1	XP_002868800.1
OG0007155	XP_018444789.1, XP_018475383.1	XP_002871722.1
OG0007156	XP_018474290.1, XP_018467642.1, XP_018467641.1	XP_020878626.1
OG0007157	XP_018463868.1, XP_018475807.1	XP_020878122.1
OG0007158	XP_018468221.1, XP_018445351.1	XP_020878877.1
OG0007159	XP_018437698.1, XP_018478911.1	XP_002879612.1
OG0007160	XP_018442099.1, XP_018475629.1, XP_018476970.1	XP_020876571.1
OG0007161	XP_018449945.1	XP_002871682.1
OG0007162	XP_018470724.1, XP_018445607.1	XP_002873731.1
OG0007163	XP_018477006.1, XP_018445608.1	XP_002871669.1
OG0007164	XP_018474684.1, XP_018473464.1, XP_018455328.1	XP_020878765.1
OG0007165	XP_018470606.1, XP_018476267.1, XP_018476625.1	XP_020876792.1
OG0007166	XP_018470790.1, XP_018476470.1, XP_018474298.1	XP_020878025.1
OG0007167	XP_018459406.1, XP_018444435.1, XP_018444850.1	XP_002873698.1
OG0007168	XP_018470824.1, XP_018465110.1, XP_018474476.1	XP_020879130.1
OG0007169	XP_018446914.1, XP_018472970.1	XP_002873692.1
OG0007170	XP_018445337.1, XP_018448274.1	XP_002873688.1
OG0007172	XP_018475405.1, XP_018487579.1	XP_020879488.1
OG0007173	XP_018446191.1, XP_018473705.1	XP_020878248.1
OG0007174	XP_018443192.1, XP_018446188.1, XP_018473680.1	XP_020878247.1
OG0007175	XP_018445208.1, XP_018473690.1, XP_018473679.1	XP_020876332.1
OG0007176	XP_018469425.1, XP_018471003.1, XP_018473715.1, XP_018443937.1	XP_020877069.1
OG0007177	XP_018446692.1	XP_020877914.1
OG0007178	XP_018444738.1, XP_018477025.1	XP_020877908.1
OG0007179	XP_018445335.1, XP_018467010.1	XP_002871595.1
OG0007180	XP_018475686.1, XP_018476090.1, XP_018477023.1	XP_020875817.1
OG0007181	XP_018475689.1, XP_018476092.1	XP_020875818.1
OG0007182	XP_018475687.1, XP_018476141.1, XP_018443304.1	XP_020877432.1
OG0007183	XP_018471074.1, XP_018471059.1, XP_018442206.1	XP_020879552.1
OG0007184	XP_018442844.1, XP_018448819.1	XP_020877241.1
OG0007185	XP_018473416.1, XP_018468087.1	XP_002873624.1
OG0007186	XP_018470373.1, XP_018445449.1	XP_002871578.1
OG0007187	XP_018445450.1, XP_018470374.1	XP_020876535.1
OG0007188	XP_018438384.1	XP_002863949.1, XP_020890504.1
OG0007189	XP_018449053.1, XP_018473384.1	XP_020879227.1
OG0007190	XP_018471846.1, XP_018445423.1	XP_002871572.1
OG0007191	XP_018476054.1, XP_018465121.1	XP_020876670.1
OG0007192	XP_018445659.1, XP_018445686.1, XP_018470450.1	XP_020877586.1
OG0007193	XP_018464055.1, XP_018446073.1	XP_020878060.1
OG0007194	XP_018476346.1	XP_020890087.1
OG0007195	XP_018446446.1	XP_002873597.2
OG0007196	XP_018445597.1, XP_018475391.1	XP_020877357.1
OG0007197	XP_018443353.1, XP_018443193.1, XP_018471439.1	XP_002873568.1
OG0007198	XP_018445014.1, XP_018476776.1	XP_020876518.1
OG0007199	XP_018474744.1, XP_018475878.1	XP_020878594.1
OG0007200	XP_018474683.1, XP_018444422.1	XP_020878317.1
OG0007201	XP_018458461.1, XP_018479368.1	XP_020882324.1, XP_002877174.2
OG0007202	XP_018461194.1	XP_002871498.1
OG0007203	XP_018443344.1, XP_018442811.1	XP_002873516.1
OG0007204	XP_018444706.1, XP_018469551.1, XP_018489779.1	XP_002873513.1
OG0007205	XP_018471793.1, XP_018477735.1, XP_018477729.1	XP_020873560.1
OG0007206	XP_018446835.1	XP_002871470.1
OG0007207	XP_018476882.1, XP_018454484.1, XP_018444709.1	XP_002871431.1
OG0007208	XP_018444801.1, XP_018468595.1	XP_002871427.1
OG0007209	XP_018454719.1, XP_018481300.1	XP_002865614.1
OG0007210	XP_018445958.1, XP_018467563.1, XP_018461047.1	XP_002873462.1
OG0007211	XP_018468580.1, XP_018442588.1	XP_002873450.1
OG0007212	XP_018475888.1, XP_018475890.1	XP_002871407.1
OG0007213	XP_018469533.1, XP_018444753.1	XP_020878016.1
OG0007214	XP_018476853.1, XP_018472165.1	XP_020879335.1
OG0007215	XP_018445200.1, XP_018476928.1	XP_020878436.1
OG0007216	XP_018444517.1, XP_018469006.1, XP_018475990.1	XP_002871374.1
OG0007217	XP_018456922.1, XP_018444195.1	XP_002871365.1
OG0007218	XP_018476594.1, XP_018446136.1	XP_002873374.1
OG0007219	XP_018474849.1, XP_018445282.1	XP_020877629.1
OG0007220	XP_018442413.1, XP_018472268.1, XP_018476155.1	XP_002871319.1
OG0007221	XP_018446434.1, XP_018473036.1, XP_018466398.1	XP_002873345.1
OG0007222	XP_018473156.1, XP_018442349.1	XP_002871309.1
OG0007223	XP_018470403.1, XP_018456946.1, XP_018473118.1	XP_020876615.1
OG0007224	XP_018476875.1, XP_018476855.1	XP_020876390.1
OG0007225	XP_018476464.1	XP_002872798.1
OG0007226	XP_018469648.1, XP_018464452.1, XP_018464582.1	XP_020876356.1
OG0007227	XP_018457740.1, XP_018464262.1, XP_018472721.1	XP_020876449.1
OG0007228	XP_018470850.1, XP_018478374.1	XP_002869691.1
OG0007229	XP_018482301.1, XP_018482296.1, XP_018478098.1	XP_020873513.1
OG0007230	XP_018483489.1, XP_018467930.1	XP_020873225.1
OG0007231	XP_018440266.1, XP_018483704.1, XP_018483702.1	XP_020883953.1
OG0007232	XP_018473427.1, XP_018438179.1	XP_002880852.2
OG0007233	XP_018476723.1, XP_018478507.1, XP_018478505.1	XP_002880882.1
OG0007234	XP_018439067.1	XP_002880904.2
OG0007235	XP_018473873.1, XP_018444209.1, XP_018473441.1	XP_002879085.1
OG0007237	XP_018433207.1, XP_018465505.1, XP_018478886.1	XP_002879140.1
OG0007238	XP_018476313.1, XP_018483394.1	XP_020883779.1
OG0007239	XP_018484543.1, XP_018440676.1	XP_002880935.1, XP_002862929.1
OG0007240	XP_018480599.1, XP_018437145.1, XP_018437158.1	XP_002880928.1
OG0007241	XP_018475713.1, XP_018440393.1, XP_018438390.1	XP_020883973.1
OG0007242	XP_018481988.1, XP_018466212.1	XP_002879170.1
OG0007243	XP_018472682.1, XP_018441161.1	XP_020884056.1
OG0007244	XP_018460858.1, XP_018436856.1	XP_020885601.1
OG0007245	XP_018478764.1, XP_018462941.1, XP_018437272.1	XP_020885746.1, XP_020872910.1
OG0007246	XP_018481723.1, XP_018438055.1	XP_002881026.2, XP_002862801.2
OG0007247	XP_018477398.1, XP_018433029.1	XP_020885173.1
OG0007248	XP_018484450.1, XP_018460784.1, XP_018441494.1	XP_020883874.1
OG0007249	XP_018479840.1, XP_018433565.1	XP_020885048.1
OG0007250	XP_018482251.1, XP_018438474.1	XP_002881084.1
OG0007251	XP_018444308.1, XP_018453035.1	XP_002874078.1
OG0007252	XP_018481257.1	XP_020884381.1
OG0007253	XP_018436292.1, XP_018482394.1	XP_020883065.1
OG0007254	XP_018436282.1, XP_018485183.1	XP_020883084.1
OG0007255	XP_018485005.1, XP_018475706.1	XP_020883090.1
OG0007256	XP_018434359.1	XP_020884628.1
OG0007257	XP_018439835.1, XP_018466305.1, XP_018485000.1	XP_020883610.1
OG0007258	XP_018474528.1	XP_002881177.1
OG0007259	XP_018436715.1, XP_018481860.1, XP_018462871.1	XP_002881211.1
OG0007260	XP_018474126.1, XP_018481960.1, XP_018438011.1	XP_020885840.1
OG0007261	XP_018482355.1, XP_018476698.1	XP_020873169.1, XP_002881220.2
OG0007262	XP_018464487.1, XP_018437359.1	XP_020884388.1
OG0007263	XP_018476547.1, XP_018441105.1	XP_020883646.1
OG0007264	XP_018439257.1, XP_018462410.1, XP_018477080.1	XP_002879420.1
OG0007265	XP_018472900.1, XP_018439256.1, XP_018467287.1	XP_020884464.1
OG0007266	XP_018472619.1	XP_002881254.1
OG0007267	XP_018472972.1, XP_018441566.1	XP_020883856.1
OG0007268	XP_018481433.1	XP_020883975.1
OG0007269	XP_018474109.1, XP_018440526.1	XP_002879447.1
OG0007270	XP_018480995.1	XP_020882858.1
OG0007271	XP_018478890.1, XP_018481016.1, XP_018461506.1	XP_020871732.1
OG0007272	XP_018434634.1, XP_018434622.1, XP_018478265.1	XP_002865378.2
OG0007273	XP_018467991.1	XP_020873741.1
OG0007274	XP_018477418.1, XP_018448244.1	XP_002869679.1
OG0007275	XP_018478122.1	XP_002867601.1
OG0007276	XP_018462575.1, XP_018454596.1, XP_018454435.1	XP_002867595.1
OG0007277	XP_018449241.1	XP_002891344.1
OG0007278	XP_018486041.1, XP_018447222.1, XP_018447221.1	XP_020866163.1
OG0007279	XP_018451525.1	XP_020868940.1
OG0007280	XP_018484817.1, XP_018451308.1	XP_020867385.1, XP_020867387.1
OG0007281	XP_018451307.1	XP_002894035.1
OG0007282	XP_018485160.1, XP_018490456.1	XP_002890746.1
OG0007283	XP_018447225.1, XP_018451365.1	XP_002890754.1
OG0007284	XP_018461097.1, XP_018466257.1, XP_018463590.1	XP_020867717.1
OG0007285	XP_018484989.1, XP_018450479.1	XP_020870583.1
OG0007286	XP_018451803.1	XP_020868881.1
OG0007287	XP_018447431.1, XP_018447423.1	XP_020866902.1
OG0007288	XP_018493351.1, XP_018464727.1	XP_020866903.1
OG0007289	XP_018487370.1, XP_018450374.1, XP_018450372.1	XP_002890798.1
OG0007290	XP_018447699.1	XP_020870497.1
OG0007292	XP_018492602.1, XP_018447642.1, XP_018447651.1, XP_018447624.1	XP_020870693.1
OG0007293	XP_018447194.1, XP_018489677.1	XP_020867224.1
OG0007294	XP_018449225.1, XP_018450789.1, XP_018487890.1, XP_018487898.1	XP_020870725.1
OG0007295	XP_018491366.1, XP_018451022.1, XP_018451029.1	XP_020866900.1
OG0007296	XP_018451183.1, XP_018451184.1, XP_018492737.1	XP_020866910.1
OG0007297	XP_018488876.1, XP_018488887.1	XP_020867051.1
OG0007299	XP_018491734.1, XP_018467667.1	XP_002890896.2
OG0007300	XP_018458990.1	XP_020868657.1
OG0007301	XP_018458972.1	XP_020868659.1
OG0007302	XP_018458988.1, XP_018449766.1	XP_002893672.1
OG0007303	XP_018490310.1	XP_002893850.1
OG0007304	XP_018462854.1	XP_002891150.2
OG0007305	XP_018447459.1, XP_018447460.1, XP_018459278.1	XP_020870440.1
OG0007306	XP_018436361.1, XP_018435015.1	XP_020869350.1
OG0007307	XP_018435025.1	XP_002893702.1
OG0007308	XP_018447686.1, XP_018488928.1	XP_020870373.1
OG0007309	XP_018487391.1, XP_018486188.1	XP_020870009.1
OG0007310	XP_018486008.1, XP_018442936.1	XP_020869390.1
OG0007311	XP_018441357.1, XP_018492947.1	XP_002893724.1
OG0007312	XP_018440628.1, XP_018483966.1	XP_020881071.1
OG0007313	XP_018481142.1, XP_018437027.1, XP_018436961.1	XP_002875183.1
OG0007314	XP_018455441.1, XP_018454125.1, XP_018481144.1	XP_020880220.1
OG0007315	XP_018456161.1, XP_018483807.1	XP_002876869.1
OG0007316	XP_018477461.1, XP_018441452.1	XP_020880320.1
OG0007317	XP_018457880.1, XP_018457878.1, XP_018459862.1	XP_020889922.1
OG0007318	XP_018456168.1, XP_018438953.1	XP_002865017.1
OG0007319	XP_018434297.1, XP_018454691.1	XP_002865009.1
OG0007320	XP_018434068.1, XP_018440935.1, XP_018454415.1	XP_020871158.1
OG0007321	XP_018472344.1, XP_018477700.1	XP_002867458.1
OG0007322	XP_018452718.1, XP_018466093.1, XP_018455609.1, XP_018439397.1	XP_020891627.1
OG0007323	XP_018492909.1, XP_018456202.1	XP_020889071.1
OG0007324	XP_018486078.1	XP_020880237.1
OG0007325	XP_018486077.1, XP_018434445.1	XP_020880209.1
OG0007326	XP_018435556.1, XP_018464491.1, XP_018488459.1, XP_018493199.1	XP_020867149.1
OG0007327	XP_018454998.1, XP_018438163.1	XP_002866667.2
OG0007328	XP_018441642.1	XP_002864951.1
OG0007329	XP_018488885.1	XP_002864939.2
OG0007330	XP_018493548.1	XP_020871119.1
OG0007331	XP_018438375.1, XP_018455253.1	XP_020879267.1
OG0007332	XP_018486895.1, XP_018452242.1	XP_002866628.1
OG0007333	XP_018489995.1, XP_018489982.1	XP_020885590.1
OG0007334	XP_018473749.1	XP_020870182.1
OG0007335	XP_018437262.1, XP_018490678.1	XP_002864902.1
OG0007336	XP_018432882.1, XP_018434557.1	XP_020871871.1
OG0007337	XP_018492319.1	XP_002864898.1
OG0007338	XP_018486712.1, XP_018485579.1	XP_020871116.1
OG0007339	XP_018488740.1, XP_018456388.1, XP_018459913.1	XP_002866597.1
OG0007340	XP_018441431.1, XP_018488483.1	XP_002864882.1
OG0007341	XP_018467158.1, XP_018486603.1, XP_018456387.1	XP_002864880.1
OG0007342	XP_018456383.1	XP_002864874.1
OG0007343	XP_018491789.1	XP_002864871.1
OG0007344	XP_018491031.1, XP_018439406.1, XP_018439407.1	XP_002866576.1
OG0007345	XP_018492385.1, XP_018456790.1	XP_002866540.1
OG0007346	XP_018432920.1, XP_018458178.1	XP_002866538.1
OG0007347	XP_018488694.1, XP_018455232.1	XP_020866427.1
OG0007348	XP_018454459.1, XP_018490688.1	XP_002864838.1
OG0007349	XP_018492346.1, XP_018454894.1	XP_002866533.1
OG0007350	XP_018486933.1, XP_018486939.1, XP_018454558.1	XP_020871594.1
