Orthogroup	Raphanus_sativus	Arabidopsis_arenosa
OG0005942	XP_018460024.1, XP_018450847.1, XP_018492350.1	jg29343
OG0005943	XP_018487840.1, XP_018462754.1, XP_018488494.1, XP_018488479.1	jg29362
OG0005944	XP_018433409.1	jg29380
OG0005945	XP_018439010.1, XP_018492483.1	jg29410
OG0005946	XP_018472000.1, XP_018469287.1	jg29417
OG0005947	XP_018434091.1, XP_018490079.1	jg29487
OG0005948	XP_018434516.1, XP_018490060.1, XP_018486681.1	jg29489
OG0005949	XP_018447217.1	jg29548
OG0005949	XP_018458085.1	jg830
OG0005950	XP_018493439.1, XP_018490218.1	jg29555
OG0005951	XP_018449103.1, XP_018451402.1, XP_018463032.1, XP_018458357.1	jg29631
OG0005952	XP_018449482.1, XP_018451601.1, XP_018492942.1, XP_018463634.1	jg29644
OG0005953	XP_018432571.1, XP_018432517.1, XP_018451352.1, XP_018442358.1	jg29683
OG0005954	XP_018442050.1, XP_018433098.1, XP_018451431.1	jg29701
OG0005955	XP_018441617.1, XP_018451133.1, XP_018449956.1	jg29968
OG0005956	XP_018448130.1, XP_018447319.1, XP_018490256.1	jg30000
OG0005957	XP_018464067.1, XP_018438756.1	jg30103
OG0005958	XP_018440178.1	jg30126
OG0005959	XP_018440279.1, XP_018460753.1, XP_018459786.1	jg30141
OG0005960	XP_018459769.1, XP_018451405.1, XP_018442290.1	jg30148
OG0005961	XP_018459760.1, XP_018459782.1	jg30199, jg30186, jg30163, jg30174
OG0005962	XP_018451187.1, XP_018459792.1, XP_018459772.1	jg30187, jg30200
OG0005963	XP_018437415.1	jg30233
OG0005964	XP_018473592.1	jg30293
OG0005965	XP_018450239.1, XP_018440632.1	jg30337
OG0005966	XP_018467719.1	jg30354
OG0005967	XP_018435172.1, XP_018447708.1, XP_018480558.1	jg30380
OG0005968	XP_018485377.1, XP_018448112.1, XP_018448128.1	jg30439
OG0005969	XP_018460798.1	jg30459
OG0005970	XP_018476140.1, XP_018447309.1, XP_018491913.1, XP_018491902.1	jg30497
OG0005971	XP_018436587.1, XP_018449641.1, XP_018469552.1	jg30535
OG0005972	XP_018450816.1, XP_018492520.1	jg30711
OG0005973	XP_018482265.1	jg30745
OG0005975	XP_018450940.1, XP_018446425.1, XP_018437587.1	jg30783
OG0005976	XP_018450843.1	jg30792
OG0005977	XP_018489453.1, XP_018434552.1, XP_018447843.1	jg30810
OG0005978	XP_018489442.1	jg30811, jg30812
OG0005979	XP_018441938.1, XP_018437527.1	jg30843
OG0005980	XP_018445255.1, XP_018468473.1, XP_018453251.1	jg2799
OG0005981	XP_018453134.1	jg2780
OG0005982	XP_018472251.1, XP_018456985.1, XP_018442396.1	jg2728
OG0005983	XP_018463301.1, XP_018454431.1, XP_018461002.1, XP_018469989.1	jg2684
OG0005984	XP_018488360.1, XP_018451119.1, XP_018451120.1, XP_018450179.1	jg31943
OG0005985	XP_018453110.1, XP_018474932.1, XP_018456724.1	jg531
OG0005986	XP_018440082.1, XP_018440079.1	jg857
OG0005987	XP_018434568.1, XP_018451979.1	jg1199
OG0005988	XP_018464536.1, XP_018444482.1	jg12848
OG0005989	XP_018442813.1, XP_018451474.1, XP_018443084.1	jg2316
OG0005990	XP_018459938.1, XP_018459930.1, XP_018452748.1	jg20392
OG0005991	XP_018478539.1, XP_018478602.1, XP_018459927.1, XP_018452500.1	jg20381
OG0005992	XP_018439050.1, XP_018478509.1, XP_018478501.1, XP_018453260.1	jg20281
OG0005993	XP_018439545.1, XP_018439049.1, XP_018481155.1, XP_018481162.1	jg20276
OG0005994	XP_018477235.1, XP_018457618.1, XP_018440509.1	jg20263
OG0005995	XP_018453287.1, XP_018453311.1, XP_018475711.1, XP_018462857.1	jg7822
OG0005996	XP_018477298.1, XP_018477297.1, XP_018443814.1	jg9457
OG0005997	XP_018463629.1, XP_018464690.1	jg32852, jg32869
OG0005998	XP_018463281.1, XP_018477085.1	jg26583, jg8400
OG0005999	XP_018448532.1, XP_018451254.1, XP_018450552.1	jg31273
OG0006000	XP_018487519.1, XP_018488099.1, XP_018487692.1	jg32996
OG0006001	XP_018490065.1, XP_018490071.1, XP_018448800.1	jg33037, jg16758
OG0006002	XP_018459489.1, XP_018481609.1, XP_018450436.1	jg8481
OG0006003	XP_018450037.1, XP_018459828.1	jg8496
OG0006004	XP_018454518.1, XP_018450543.1	jg8570
OG0006005	XP_018482681.1, XP_018450091.1, XP_018449019.1, XP_018452386.1	jg8604
OG0006006	XP_018451248.1, XP_018482969.1	jg8631, jg8633
OG0006007	XP_018469087.1, XP_018449872.1, XP_018481856.1	jg8663
OG0006008	XP_018469988.1, XP_018448398.1	jg8687
OG0006009	XP_018483833.1, XP_018457877.1	jg8693
OG0006010	XP_018449048.1, XP_018449693.1, XP_018482104.1, XP_018481537.1, XP_018468904.1	jg8722
OG0006011	XP_018450391.1, XP_018447318.1, XP_018450402.1	jg8766, jg21526, jg8765
OG0006012	XP_018450190.1, XP_018482815.1, XP_018452234.1	jg8849
OG0006013	XP_018483705.1	jg8858
OG0006014	XP_018477275.1	jg8881
OG0006015	XP_018453168.1, XP_018466065.1, XP_018480360.1, XP_018447124.1	jg8914
OG0006016	XP_018467976.1, XP_018480784.1	jg9099
OG0006017	XP_018472466.1, XP_018459253.1, XP_018487401.1	jg9044
OG0006018	XP_018468027.1, XP_018467827.1	jg9012
OG0006019	XP_018466006.1, XP_018459421.1, XP_018479039.1	jg9011
OG0006020	XP_018479038.1, XP_018483719.1, XP_018459420.1, XP_018461790.1, XP_018462324.1	jg9010
OG0006021	XP_018467864.1, XP_018464219.1, XP_018480249.1, XP_018480250.1	jg9195
OG0006022	XP_018447502.1, XP_018480676.1, XP_018454698.1	jg9272
OG0006023	XP_018485108.1, XP_018463005.1, XP_018472277.1	jg9279
OG0006024	XP_018470477.1, XP_018447559.1, XP_018460686.1	jg9310
OG0006026	XP_018470407.1, XP_018470410.1, XP_018457249.1	jg2830
OG0006027	XP_018454473.1, XP_018454395.1, XP_018468158.1	jg2824
OG0006028	XP_018436781.1, XP_018448066.1, XP_018449771.1, XP_018468059.1	jg30919
OG0006029	XP_018465793.1, XP_018451528.1, XP_018449770.1, XP_018461986.1	jg30949
OG0006030	XP_018484252.1, XP_018449511.1, XP_018434905.1	jg31109
OG0006031	XP_018473309.1, XP_018476125.1, XP_018457542.1	jg8113
OG0006032	XP_018454559.1, XP_018476893.1, XP_018475323.1	jg8107
OG0006033	XP_018455997.1, XP_018456003.1, XP_018458932.1	jg8240
OG0006034	XP_018455184.1	jg7246
OG0006035	XP_018448414.1, XP_018450367.1, XP_018446156.1	jg9786
OG0006036	XP_018470293.1, XP_018483711.1	jg9684
OG0006037	XP_018437499.1, XP_018481405.1, XP_018463700.1	jg13173
OG0006038	XP_018491824.1, XP_018491825.1	jg28918, jg28921
OG0006039	XP_018466694.1, XP_018447512.1	jg29651
OG0006040	XP_018449588.1, XP_018450956.1, XP_018488804.1	jg30232, jg30230
OG0006041	XP_018460432.1, XP_018450077.1, XP_018487427.1, XP_018461212.1, XP_018437673.1	jg31096
OG0006042	XP_018448074.1, XP_018448080.1, XP_018491392.1	jg31179
OG0006043	XP_018438921.1, XP_018451762.1, XP_018432597.1	jg31193
OG0006045	XP_018474123.1	jg27243, jg27249, jg32515
OG0006047	XP_018432622.1, XP_018491372.1, XP_018439650.1	jg24978
OG0006049	XP_018436723.1, XP_018461650.1, XP_018436992.1, XP_018453274.1	jg12907
OG0006050	XP_018437634.1, XP_018481694.1, XP_018458396.1, XP_018455018.1	jg13208
OG0006051	XP_018478246.1, XP_018438730.1, XP_018455522.1, XP_018454094.1	jg13844
OG0006053	XP_018437200.1	jg14927
OG0006055	XP_018450191.1, XP_018464518.1, XP_018482481.1, XP_018460606.1, XP_018482480.1	jg10741
OG0006056	XP_018471408.1	jg10793
OG0006057	XP_018464688.1, XP_018455514.1	jg20907
OG0006058	XP_018479356.1, XP_018475665.1, XP_018475666.1, XP_018454044.1, XP_018490569.1	jg21467
OG0006060	YP_006666000.1	jg227
OG0006060	YP_009046971.1	jg23834
OG0006075	XP_018457145.1, XP_018481003.1	jg9366
OG0006076	XP_018471167.1, XP_018461848.1, XP_018480489.1	jg9350
OG0006077	XP_018480501.1, XP_018454951.1	jg9347
OG0006078	XP_018482813.1, XP_018470469.1	jg10222
OG0006079	XP_018438008.1	jg14524
OG0006080	XP_018433797.1	jg14608
OG0006081	XP_018487042.1, XP_018439982.1	jg14621
OG0006082	XP_018439270.1, XP_018441436.1	jg12899
OG0006083	XP_018464397.1, XP_018441331.1	jg12904
OG0006084	XP_018456904.1, XP_018484340.1, XP_018440010.1	jg12933
OG0006085	XP_018462605.1, XP_018478209.1, XP_018433157.1	jg12937
OG0006086	XP_018472613.1, XP_018442943.1	jg5653
OG0006087	XP_018483314.1	jg17610, jg17609
OG0006088	XP_018446134.1, XP_018446135.1, XP_018466348.1	jg5603
OG0006089	XP_018459148.1	jg5592, jg5591
OG0006090	XP_018445123.1, XP_018472966.1, XP_018467650.1, XP_018470948.1	jg5541
OG0006091	XP_018470950.1, XP_018479343.1, XP_018474547.1, XP_018458850.1	jg5537
OG0006092	XP_018467276.1	jg790
OG0006093	XP_018439441.1	jg25986
OG0006094	XP_018475803.1, XP_018467113.1, XP_018447413.1	jg5464
OG0006095	XP_018476749.1, XP_018461361.1, XP_018445908.1, XP_018446324.1	jg5451
OG0006097	XP_018449962.1, XP_018442655.1, XP_018446250.1	jg5400
OG0006098	XP_018463891.1, XP_018437497.1, XP_018437558.1	jg13698
OG0006099	XP_018476004.1, XP_018470198.1	jg5392
OG0006101	XP_018445962.1, XP_018471051.1	jg5383
OG0006102	XP_018471055.1, XP_018445788.1	jg5365
OG0006103	XP_018476991.1, XP_018476990.1, XP_018442896.1	jg5362
OG0006104	XP_018443122.1, XP_018475579.1, XP_018471012.1	jg5358
OG0006105	XP_018474727.1, XP_018475369.1, XP_018444861.1	jg5345
OG0006106	XP_018490802.1, XP_018490938.1, XP_018488280.1, XP_018490806.1	jg24483
OG0006107	XP_018447552.1, XP_018464179.1, XP_018448544.1	jg9384
OG0006108	XP_018454363.1, XP_018452433.1	jg28195
OG0006109	XP_018452946.1, XP_018461046.1, XP_018476922.1	jg7622
OG0006110	XP_018471660.1, XP_018446429.1	jg5295
OG0006111	XP_018471661.1, XP_018472971.1, XP_018474948.1	jg5294
OG0006112	XP_018464916.1, XP_018464917.1	jg6821
OG0006113	XP_018481701.1, XP_018437349.1, XP_018455112.1, XP_018455149.1	jg12931
OG0006114	XP_018473710.1, XP_018473711.1, XP_018448213.1, XP_018466856.1	jg5255
OG0006115	XP_018473706.1, XP_018473707.1, XP_018444880.1	jg5252
OG0006116	XP_018473709.1, XP_018446555.1, XP_018473708.1	jg5250
OG0006117	XP_018461468.1, XP_018477822.1	jg12163, jg17033
OG0006118	XP_018452586.1, XP_018460997.1, XP_018473297.1, XP_018456552.1	jg5192
OG0006119	XP_018448811.1, XP_018442843.1, XP_018465575.1	jg5183
OG0006120	XP_018475743.1	jg5166
OG0006121	XP_018471176.1, XP_018476271.1	jg5161
OG0006122	XP_018468226.1, XP_018445466.1	jg5160
OG0006123	XP_018445367.1	jg5143
OG0006124	XP_018475034.1, XP_018445358.1	jg5139
OG0006125	XP_018444808.1, XP_018469181.1, XP_018475578.1	jg5110
OG0006126	XP_018468299.1, XP_018468289.1, XP_018474602.1	jg5104
OG0006127	XP_018476839.1, XP_018444580.1, XP_018444545.1	jg5091
OG0006128	XP_018446414.1, XP_018446103.1	jg5085
OG0006129	XP_018473410.1, XP_018473424.1, XP_018442694.1, XP_018442682.1	jg5082
OG0006130	XP_018462095.1, XP_018473517.1, XP_018471133.1	jg5013
OG0006131	XP_018445431.1, XP_018442445.1, XP_018491403.1	jg4982
OG0006132	XP_018446520.1, XP_018450645.1	jg4952
OG0006133	XP_018476854.1	jg4829
OG0006134	XP_018471160.1, XP_018446453.1	jg4776
OG0006135	XP_018471178.1, XP_018445579.1	jg4723
OG0006136	XP_018446139.1	jg4719
OG0006136	XP_018469156.1	jg8241, jg12239
OG0006137	XP_018474511.1, XP_018446154.1	jg4708
OG0006138	XP_018473053.1	jg4685
OG0006139	XP_018445875.1, XP_018473556.1	jg4674
OG0006140	XP_018444923.1, XP_018469206.1	jg4662
OG0006141	XP_018476996.1, XP_018476997.1, XP_018442868.1	jg4629
OG0006142	XP_018446939.1, XP_018449516.1	jg4610
OG0006143	XP_018453091.1, XP_018453044.1, XP_018473263.1	jg7897
OG0006144	XP_018472706.1, XP_018457848.1	jg7902
OG0006145	XP_018475742.1	jg7907
OG0006146	XP_018455106.1	jg7918
OG0006147	XP_018465805.1, XP_018457400.1	jg7921
OG0006148	XP_018456769.1, XP_018476544.1, XP_018476404.1	jg7922
OG0006149	XP_018455191.1	jg7925
OG0006150	XP_018484620.1, XP_018484600.1, XP_018472015.1, XP_018471978.1	jg9957
OG0006151	XP_018472244.1, XP_018447554.1	jg9975
OG0006152	XP_018485102.1, XP_018477050.1, XP_018436555.1, XP_018436253.1, XP_018439696.1	jg17569
OG0006153	XP_018477154.1, XP_018474783.1	jg17574
OG0006154	XP_018466851.1, XP_018474544.1, XP_018444397.1	jg17635
OG0006155	XP_018440862.1, XP_018485225.1, XP_018478871.1	jg17658
OG0006156	XP_018438319.1	jg17708
OG0006157	XP_018475396.1, XP_018475332.1, XP_018438315.1	jg17759
OG0006158	XP_018479832.1, XP_018479816.1, XP_018479815.1	jg17770
OG0006159	XP_018434595.1	jg7224, jg17783
OG0006160	XP_018433726.1, XP_018438392.1, XP_018473895.1, XP_018473897.1	jg17802
OG0006161	XP_018441831.1, XP_018438393.1, XP_018467454.1	jg17808
OG0006162	XP_018437975.1, XP_018481891.1, XP_018475222.1	jg17850
OG0006163	XP_018463201.1, XP_018468192.1, XP_018452477.1	jg2822
OG0006164	XP_018478124.1, XP_018478076.1	jg17948
OG0006165	XP_018436953.1, XP_018460788.1, XP_018481186.1	jg17970
OG0006166	XP_018437056.1	jg17971
OG0006167	XP_018436263.1	jg17985
OG0006168	XP_018441563.1, XP_018477824.1, XP_018473426.1	jg18037
OG0006169	XP_018480958.1, XP_018475150.1, XP_018438043.1	jg18063
OG0006170	XP_018433132.1, XP_018481717.1, XP_018485159.1	jg18075
OG0006171	XP_018479844.1, XP_018485158.1, XP_018472954.1	jg18076
OG0006172	XP_018482543.1, XP_018438432.1	jg18081
OG0006173	XP_018485351.1	jg18118
OG0006174	XP_018472765.1, XP_018483621.1	jg18136
OG0006175	XP_018480453.1	jg18142
OG0006176	XP_018477457.1, XP_018441334.1	jg18149
OG0006177	XP_018475762.1, XP_018434378.1	jg18220
OG0006178	XP_018475763.1	jg18222
OG0006179	XP_018433020.1, XP_018483216.1	jg18242
OG0006180	XP_018433765.1, XP_018483219.1, XP_018472531.1	jg18244
OG0006181	XP_018436327.1, XP_018475570.1, XP_018475588.1	jg18326
OG0006182	XP_018438833.1	jg18322
OG0006183	XP_018484884.1, XP_018476697.1, XP_018440327.1	jg18311
OG0006184	XP_018433480.1	jg18293
OG0006185	XP_018434735.1, XP_018484170.1	jg18379
OG0006186	XP_018456943.1, XP_018456940.1, XP_018441991.1	jg20902
OG0006187	XP_018491472.1	jg26601
OG0006188	XP_018441738.1	jg20817
OG0006189	XP_018457799.1, XP_018485206.1	jg20804
OG0006190	XP_018441034.1, XP_018484161.1, XP_018461692.1	jg20799
OG0006191	XP_018484828.1, XP_018434074.1	jg20788
OG0006192	XP_018478424.1, XP_018455012.1	jg9937
OG0006193	XP_018440245.1	jg32785
OG0006194	XP_018445529.1, XP_018486637.1, XP_018449180.1	jg32730
OG0006195	XP_018489315.1, XP_018450222.1	jg31297
OG0006196	XP_018451361.1	jg31307
OG0006197	XP_018491104.1, XP_018447882.1, XP_018469654.1	jg31355
OG0006198	XP_018465137.1, XP_018463740.1, XP_018489604.1	jg31380
OG0006199	XP_018438981.1, XP_018440222.1, XP_018448021.1, XP_018463741.1	jg31381
OG0006200	XP_018451851.1, XP_018451836.1, XP_018489006.1	jg31401
OG0006201	XP_018488751.1, XP_018450379.1, XP_018449577.1	jg31437
OG0006202	XP_018449703.1, XP_018465600.1	jg31453
OG0006203	XP_018447066.1, XP_018447070.1, XP_018450293.1, XP_018493060.1, XP_018468704.1	jg31458
OG0006204	XP_018449440.1, XP_018474400.1, XP_018463647.1	jg31517
OG0006205	XP_018445947.1	jg26963, jg31538
OG0006206	XP_018449836.1, XP_018486578.1	jg31548
OG0006207	XP_018449585.1, XP_018449579.1, XP_018480689.1	jg31550
OG0006208	XP_018486689.1, XP_018485916.1	jg31563
OG0006209	XP_018450599.1, XP_018450788.1, XP_018490721.1	jg31579
OG0006210	XP_018482571.1	jg31584
OG0006211	XP_018488918.1, XP_018438377.1, XP_018482128.1	jg31588
OG0006212	XP_018474688.1, XP_018474700.1	jg31601
OG0006213	XP_018489666.1, XP_018489614.1	jg31745
OG0006215	XP_018457661.1, XP_018486680.1	jg31840
OG0006216	XP_018457785.1, XP_018492946.1	jg23421
OG0006217	XP_018445870.1, XP_018451278.1, XP_018459301.1	jg31866
OG0006218	XP_018483252.1, XP_018452391.1, XP_018452394.1	jg13071
OG0006219	XP_018461251.1, XP_018461249.1, XP_018478455.1, XP_018435148.1, XP_018462378.1	jg13083
OG0006220	XP_018478530.1, XP_018434258.1	jg13144
OG0006221	XP_018454479.1, XP_018452630.1, XP_018435695.1	jg13152
OG0006222	XP_018432595.1, XP_018432593.1	jg25946
OG0006223	XP_018457858.1, XP_018459869.1	jg23704
OG0006224	XP_018439148.1, XP_018459866.1	jg23701
OG0006225	XP_018454565.1, XP_018436481.1, XP_018433951.1	jg23636
OG0006226	XP_018435554.1, XP_018487233.1	jg23617
OG0006227	XP_018437471.1, XP_018491207.1, XP_018491206.1	jg23609
OG0006228	XP_018488802.1	jg23571
OG0006229	XP_018488462.1, XP_018490554.1, XP_018466250.1, XP_018435005.1	jg23566
OG0006230	XP_018457509.1, XP_018492135.1, XP_018488453.1	jg23563
OG0006231	XP_018441050.1, XP_018493585.1	jg23543
OG0006232	XP_018434926.1, XP_018485670.1	jg23526
OG0006233	XP_018486537.1, XP_018455440.1, XP_018455438.1	jg23520
OG0006234	XP_018454595.1, XP_018454554.1, XP_018490505.1, XP_018493201.1	jg23507
OG0006235	XP_018435559.1	jg22815, jg23498
OG0006236	XP_018452360.1, XP_018437665.1, XP_018493549.1	jg23487
OG0006237	XP_018435720.1, XP_018436665.1	jg27143, jg27147, jg23473
OG0006238	XP_018456331.1, XP_018461892.1, XP_018485986.1	jg23418
OG0006239	XP_018436787.1, XP_018466644.1, XP_018488476.1	jg23399
OG0006240	XP_018434835.1, XP_018466051.1, XP_018492758.1	jg23388
OG0006241	XP_018452191.1, XP_018485876.1	jg23371
OG0006242	XP_018456442.1, XP_018488144.1, XP_018488471.1	jg23328
OG0006243	XP_018466012.1, XP_018457671.1, XP_018492345.1	jg23280
OG0006244	XP_018486482.1, XP_018492664.1	jg23264
OG0006245	XP_018493140.1, XP_018493141.1, XP_018452511.1	jg23258
OG0006246	XP_018436804.1, XP_018466576.1	jg18615
OG0006247	XP_018493012.1, XP_018492921.1, XP_018452032.1	jg23235
OG0006248	XP_018452610.1, XP_018485735.1, XP_018485724.1	jg23233
OG0006249	XP_018461284.1, XP_018454514.1	jg6906
OG0006250	XP_018452177.1, XP_018490327.1, XP_018461746.1	jg23212
OG0006251	XP_018456306.1, XP_018467157.1, XP_018461744.1	jg23211
OG0006252	XP_018471600.1, XP_018461629.1, XP_018493089.1	jg23192
OG0006253	XP_018485808.1, XP_018434250.1, XP_018462432.1	jg23188
OG0006254	XP_018434366.1, XP_018454477.1, XP_018486880.1	jg23178
OG0006255	XP_018488148.1, XP_018454089.1	jg23176, jg32020
OG0006256	XP_018457739.1, XP_018439912.1	jg23169
OG0006257	XP_018461292.1, XP_018481580.1	jg23110
OG0006258	XP_018460508.1	jg23074
OG0006259	XP_018456469.1, XP_018466698.1, XP_018488993.1	jg23068
OG0006261	XP_018492469.1, XP_018452269.1	jg23042
OG0006262	XP_018488994.1, XP_018455057.1, XP_018437652.1	jg23039
OG0006263	XP_018455136.1, XP_018437648.1, XP_018490902.1	jg23037
OG0006264	XP_018484201.1, XP_018465376.1, XP_018457258.1	jg6146
OG0006265	XP_018484145.1, XP_018484128.1, XP_018456990.1, XP_018455606.1	jg6178
OG0006266	XP_018484142.1, XP_018484126.1, XP_018456987.1, XP_018454075.1	jg6179
OG0006267	XP_018456044.1, XP_018444288.1, XP_018478841.1	jg6201
OG0006268	XP_018439505.1, XP_018455969.1	jg6211
OG0006269	XP_018462229.1, XP_018454829.1, XP_018481348.1	jg6263
OG0006270	XP_018478471.1, XP_018478472.1, XP_018452621.1	jg6264
OG0006271	XP_018464015.1, XP_018439024.1, XP_018483928.1	jg6350
OG0006272	XP_018439015.1, XP_018464017.1, XP_018483927.1	jg6351
OG0006273	XP_018465704.1, XP_018464068.1, XP_018435112.1, XP_018459218.1	jg6388
OG0006274	XP_018483157.1, XP_018457915.1, XP_018441174.1	jg6436
OG0006275	XP_018458422.1, XP_018478445.1	jg6458
OG0006276	XP_018460132.1, XP_018478352.1, XP_018456156.1, XP_018454728.1	jg6461
OG0006277	XP_018456159.1, XP_018460134.1, XP_018460135.1, XP_018478673.1	jg6467
OG0006278	XP_018483378.1	jg6516
OG0006279	XP_018442354.1	jg5805, jg5806
OG0006280	XP_018470752.1, XP_018470753.1, XP_018443952.1	jg5798
OG0006281	XP_018469782.1, XP_018444689.1	jg5832
OG0006282	XP_018476717.1, XP_018446262.1	jg5854
OG0006283	XP_018467979.1, XP_018468442.1, XP_018475604.1	jg5868, jg19377
OG0006284	XP_018476785.1, XP_018476772.1, XP_018476774.1, XP_018468609.1	jg5883
OG0006285	XP_018454823.1, XP_018482996.1, XP_018482997.1	jg21578
OG0006286	XP_018474266.1, XP_018443858.1, XP_018443862.1	jg5896
OG0006287	XP_018470863.1, XP_018466692.1, XP_018446632.1, XP_018443382.1	jg5926
OG0006288	XP_018447596.1, XP_018442625.1, XP_018442852.1	jg17180
OG0006289	XP_018474848.1, XP_018469468.1, XP_018445254.1	jg5996
OG0006290	XP_018463716.1, XP_018456958.1, XP_018442980.1	jg6010
OG0006291	XP_018437750.1, XP_018437767.1, XP_018459289.1	jg6013
OG0006292	XP_018445774.1, XP_018443113.1, XP_018476916.1	jg6031
OG0006293	XP_018442152.1, XP_018471586.1, XP_018474653.1	jg23005
OG0006294	XP_018446948.1	jg22996
OG0006295	XP_018454351.1, XP_018474627.1	jg22964
OG0006296	XP_018435203.1, XP_018438196.1	jg28217
OG0006297	XP_018455482.1, XP_018472598.1	jg22917
OG0006298	XP_018457933.1	jg22817
OG0006299	XP_018472526.1, XP_018469808.1	jg22802
OG0006300	XP_018470904.1, XP_018457065.1, XP_018476431.1, XP_018473728.1	jg22740
OG0006301	XP_018469263.1	jg10271
OG0006302	XP_018490362.1, XP_018449058.1	jg28972
OG0006303	XP_018452522.1, XP_018472578.1	jg22729
OG0006304	XP_018455654.1, XP_018455655.1, XP_018472700.1	jg22711
OG0006305	XP_018447595.1, XP_018449302.1, XP_018451303.1	jg10889
OG0006306	XP_018465311.1, XP_018469723.1	jg7265, jg22675
OG0006307	XP_018452880.1, XP_018474412.1	jg22666
OG0006308	XP_018469009.1, XP_018474743.1	jg22664
OG0006309	XP_018449087.1	jg2819
OG0006310	XP_018476956.1, XP_018454331.1, XP_018454328.1	jg22624, jg22626
OG0006311	XP_018452055.1, XP_018476336.1, XP_018468243.1	jg22592
OG0006312	XP_018468079.1, XP_018466478.1, XP_018455987.1	jg22600
OG0006313	XP_018488193.1, XP_018485611.1	jg14821
OG0006314	XP_018452501.1, XP_018452306.1	jg22582
OG0006315	XP_018475316.1	jg22568
OG0006316	XP_018455898.1, XP_018455495.1	jg22531
OG0006317	XP_018475058.1, XP_018460522.1	jg22530
OG0006318	XP_018472516.1, XP_018456972.1	jg22477
OG0006319	XP_018457456.1	jg22457, jg2115
OG0006320	XP_018452072.1, XP_018468137.1	jg22340
OG0006321	XP_018490470.1, XP_018491138.1	jg11835
OG0006322	XP_018464601.1, XP_018455720.1, XP_018468220.1	jg22290
