Orthogroup	Raphanus_sativus	Cochlearia_excelsa
OG0006023	XP_018485108.1, XP_018463005.1, XP_018472277.1	g47773
OG0006024	XP_018470477.1, XP_018447559.1, XP_018460686.1	g23366
OG0006025	XP_018482971.1, XP_018470142.1	g16970
OG0006026	XP_018470407.1, XP_018470410.1	g44620, g45972
OG0006027	XP_018454473.1, XP_018454395.1, XP_018468158.1	g45975
OG0006028	XP_018436781.1, XP_018448066.1, XP_018449771.1, XP_018468059.1	g32099
OG0006029	XP_018465793.1, XP_018451528.1, XP_018449770.1, XP_018461986.1	g32090
OG0006030	XP_018484252.1, XP_018449511.1, XP_018434905.1	g50366, g32160
OG0006031	XP_018473309.1, XP_018476125.1, XP_018457542.1	g39479
OG0006032	XP_018454559.1, XP_018476893.1, XP_018475323.1	g39485
OG0006033	XP_018455997.1, XP_018456003.1, XP_018458932.1	g25337
OG0006034	XP_018450770.1	g25332
OG0006035	XP_018448414.1, XP_018450367.1, XP_018446156.1	g17126
OG0006036	XP_018470293.1, XP_018483711.1	g23621, g47637
OG0006037	XP_018437499.1, XP_018481405.1, XP_018463700.1	g10656
OG0006038	XP_018491824.1, XP_018491825.1	g30951
OG0006039	XP_018466694.1	g49801
OG0006039	XP_018447512.1	g31354
OG0006041	XP_018460432.1, XP_018450077.1	g50363
OG0006041	XP_018487427.1, XP_018461212.1, XP_018437673.1	g32154
OG0006042	XP_018448074.1, XP_018448080.1, XP_018491392.1	g32204
OG0006043	XP_018438921.1, XP_018451762.1, XP_018432597.1	g50388, g32212
OG0006045	XP_018474123.1	g18092, g11110
OG0006046	XP_018438812.1	g1697
OG0006047	XP_018432622.1, XP_018491372.1, XP_018439650.1	g7434
OG0006049	XP_018436723.1, XP_018461650.1, XP_018436992.1, XP_018453274.1	g10818
OG0006050	XP_018437634.1, XP_018481694.1, XP_018458396.1, XP_018455018.1	g10631
OG0006051	XP_018478246.1, XP_018438730.1, XP_018455522.1, XP_018454094.1	g10334
OG0006052	XP_018450454.1, XP_018465731.1	g11549
OG0006053	XP_018437200.1	g19360
OG0006055	XP_018450191.1, XP_018464518.1, XP_018482481.1, XP_018460606.1, XP_018482480.1	g24180
OG0006056	XP_018471408.1	g47257, g24209
OG0006057	XP_018464688.1, XP_018455514.1	g37062
OG0006060	YP_006666000.1	g19981, g8144, g20178
OG0006061	XP_018458370.1	g18455
OG0006075	XP_018457145.1, XP_018481003.1	g17816
OG0006076	XP_018471167.1, XP_018461848.1, XP_018480489.1	g47752
OG0006077	XP_018480501.1, XP_018454951.1	g16976
OG0006078	XP_018482813.1, XP_018470469.1	g47450
OG0006079	XP_018438008.1	g2787, g11405, g11398
OG0006080	XP_018433797.1	g2759
OG0006081	XP_018487042.1, XP_018439982.1	g19487, g2768
OG0006082	XP_018439270.1, XP_018441436.1	g10827
OG0006083	XP_018464397.1, XP_018441331.1	g10823
OG0006084	XP_018456904.1, XP_018484340.1, XP_018440010.1	g10800
OG0006085	XP_018462605.1, XP_018478209.1, XP_018433157.1	g10797
OG0006086	XP_018472613.1, XP_018442943.1	g41489
OG0006088	XP_018446134.1, XP_018446135.1, XP_018466348.1	g4982
OG0006089	XP_018459144.1, XP_018459148.1	g3922, g3921, g4018, g4987
OG0006090	XP_018445123.1, XP_018472966.1, XP_018467650.1, XP_018470948.1	g5003
OG0006091	XP_018470950.1, XP_018479343.1, XP_018474547.1, XP_018458850.1	g5004
OG0006092	XP_018467276.1	g40952
OG0006093	XP_018439441.1	g12002
OG0006094	XP_018475803.1, XP_018467113.1, XP_018447413.1	g29195
OG0006095	XP_018476749.1, XP_018461361.1, XP_018445908.1, XP_018446324.1	g5056
OG0006096	XP_018462579.1, XP_018445347.1, XP_018475003.1	g45720, g5060
OG0006097	XP_018449962.1, XP_018442655.1, XP_018446250.1	g5085
OG0006098	XP_018463891.1	g16482
OG0006099	XP_018476004.1, XP_018470198.1	g29236
OG0006100	XP_018453246.1, XP_018474607.1, XP_018472663.1	g5098
OG0006101	XP_018445962.1, XP_018471051.1	g5099, g29240
OG0006102	XP_018471055.1, XP_018445788.1	g45692
OG0006103	XP_018476991.1, XP_018476990.1, XP_018442896.1	g5117
OG0006104	XP_018443122.1, XP_018475579.1, XP_018471012.1	g5119
OG0006105	XP_018474727.1, XP_018475369.1, XP_018444861.1	g45687
OG0006106	XP_018490802.1, XP_018490938.1, XP_018488280.1, XP_018490806.1	g7686
OG0006107	XP_018447552.1, XP_018464179.1, XP_018448544.1	g47739
OG0006109	XP_018452946.1, XP_018461046.1, XP_018476922.1	g40399
OG0006110	XP_018471660.1, XP_018446429.1	g5170, g29290
OG0006111	XP_018471661.1	g5171
OG0006112	XP_018464916.1, XP_018464917.1	g10175
OG0006113	XP_018481701.1, XP_018437349.1, XP_018455112.1, XP_018455149.1	g18963
OG0006114	XP_018473710.1, XP_018473711.1, XP_018448213.1, XP_018466856.1	g5192
OG0006115	XP_018473706.1, XP_018473707.1	g5194
OG0006115	XP_018444880.1	g29313
OG0006116	XP_018473709.1, XP_018446555.1, XP_018473708.1	g5198
OG0006118	XP_018452586.1, XP_018460997.1, XP_018473297.1, XP_018456552.1	g5241, g45627
OG0006119	XP_018448811.1, XP_018442843.1, XP_018465575.1	g5250
OG0006120	XP_018475743.1	g5264
OG0006121	XP_018471176.1, XP_018476271.1	g5268
OG0006122	XP_018468226.1, XP_018445466.1	g5269
OG0006123	XP_018445367.1	g29363
OG0006124	XP_018475034.1, XP_018445358.1	g29367
OG0006125	XP_018444808.1, XP_018469181.1, XP_018475578.1	g29384
OG0006126	XP_018468299.1, XP_018468289.1, XP_018474602.1	g5298, g29388
OG0006127	XP_018476839.1, XP_018444580.1, XP_018444545.1	g29394, g5303
OG0006128	XP_018446414.1, XP_018446103.1	g29395
OG0006129	XP_018473410.1, XP_018473424.1, XP_018442694.1, XP_018442682.1	g5309
OG0006130	XP_018462095.1, XP_018473517.1, XP_018471133.1	g5350
OG0006131	XP_018445431.1, XP_018442445.1, XP_018491403.1	g5370, g45569
OG0006132	XP_018446520.1, XP_018450645.1	g29449
OG0006133	XP_018476854.1	g45527
OG0006134	XP_018471160.1, XP_018446453.1	g29554
OG0006135	XP_018471178.1, XP_018445579.1	g5480, g45505
OG0006136	XP_018446139.1	g45503
OG0006137	XP_018474511.1, XP_018446154.1	g5493, g45061
OG0006138	XP_018458028.1	g5504
OG0006139	XP_018445875.1, XP_018473556.1	g29592, g45499
OG0006140	XP_018444923.1, XP_018469206.1	g45492
OG0006140	XP_018474329.1	g5514
OG0006141	XP_018476996.1, XP_018476997.1, XP_018442868.1	g5532
OG0006142	XP_018446939.1, XP_018449516.1	g5536
OG0006143	XP_018453091.1, XP_018453044.1, XP_018473263.1	g25494
OG0006144	XP_018472706.1, XP_018457848.1	g39631
OG0006145	XP_018475742.1	g25500
OG0006146	XP_018455106.1	g25511
OG0006147	XP_018465805.1, XP_018457400.1	g39639
OG0006148	XP_018456769.1, XP_018476544.1, XP_018476404.1	g39641
OG0006149	XP_018455191.1	g45190
OG0006150	XP_018484620.1, XP_018484600.1, XP_018472015.1, XP_018471978.1	g23791, g47530
OG0006151	XP_018472244.1	g47526
OG0006151	XP_018447554.1	g23806
OG0006152	XP_018485102.1, XP_018477050.1, XP_018436555.1, XP_018436253.1, XP_018439696.1	g40141
OG0006153	XP_018477154.1, XP_018474783.1	g40138
OG0006154	XP_018466851.1, XP_018474544.1, XP_018444397.1	g40118
OG0006155	XP_018440862.1, XP_018485225.1, XP_018478871.1	g40107
OG0006156	XP_018438319.1	g40087
OG0006157	XP_018475396.1, XP_018475332.1, XP_018438315.1	g37817, g53389
OG0006158	XP_018479832.1, XP_018479816.1, XP_018479815.1	g40063
OG0006159	XP_018434595.1	g40058
OG0006160	XP_018433726.1, XP_018438392.1, XP_018473895.1, XP_018473897.1	g37840
OG0006161	XP_018441831.1, XP_018438393.1	g37841
OG0006162	XP_018437975.1, XP_018481891.1, XP_018475222.1	g37847, g39997
OG0006163	XP_018463201.1, XP_018468192.1, XP_018452477.1	g44623
OG0006164	XP_018478124.1, XP_018478076.1	g51159
OG0006165	XP_018436953.1, XP_018460788.1, XP_018481186.1	g39971, g51173
OG0006166	XP_018437056.1	g39970, g51174
OG0006167	XP_018436263.1	g39967
OG0006168	XP_018441563.1, XP_018477824.1, XP_018473426.1	g51185
OG0006169	XP_018480958.1, XP_018475150.1, XP_018438043.1	g51193
OG0006170	XP_018433132.1, XP_018481717.1, XP_018485159.1	g51201
OG0006171	XP_018479844.1, XP_018485158.1, XP_018472954.1	g51202
OG0006172	XP_018482543.1, XP_018438432.1	g51205
OG0006173	XP_018485351.1	g39896
OG0006174	XP_018472765.1, XP_018483621.1	g39889, g39890
OG0006175	XP_018480453.1	g39884, g37902
OG0006176	XP_018477457.1, XP_018441334.1	g39879
OG0006177	XP_018475762.1, XP_018434378.1	g39833
OG0006178	XP_018475763.1	g51260
OG0006179	XP_018433020.1, XP_018483216.1	g51266
OG0006180	XP_018433765.1, XP_018483219.1, XP_018472531.1	g51268
OG0006181	XP_018436327.1, XP_018475570.1, XP_018475588.1	g39807
OG0006182	XP_018478197.1	g37929
OG0006183	XP_018484884.1, XP_018476697.1, XP_018440327.1	g39796
OG0006184	XP_018433480.1	g39785
OG0006185	XP_018434735.1, XP_018484170.1	g39762
OG0006186	XP_018456943.1, XP_018456940.1, XP_018441991.1	g39736
OG0006187	XP_018491472.1	g6525
OG0006188	XP_018441738.1	g39705
OG0006189	XP_018457799.1, XP_018485206.1	g11087
OG0006190	XP_018441034.1	g39693
OG0006190	XP_018484161.1, XP_018461692.1	g11085
OG0006191	XP_018484828.1, XP_018434074.1	g39686
OG0006192	XP_018455012.1	g47537
OG0006193	XP_018440245.1	g54005
OG0006194	XP_018445529.1, XP_018486637.1, XP_018449180.1	g53957
OG0006195	XP_018489315.1, XP_018450222.1	g50435, g32294
OG0006196	XP_018468246.1, XP_018451361.1	g32299, g32303
OG0006197	XP_018491104.1, XP_018447882.1, XP_018469654.1	g50463
OG0006198	XP_018465137.1, XP_018463740.1, XP_018489604.1	g27665, g50485
OG0006199	XP_018438981.1, XP_018440222.1, XP_018448021.1, XP_018463741.1	g50486, g32356
OG0006200	XP_018451851.1, XP_018451836.1, XP_018489006.1	g22267
OG0006201	XP_018488751.1	g32384
OG0006201	XP_018450379.1, XP_018449577.1	g27677
OG0006202	XP_018449703.1, XP_018465600.1	g51433, g32393
OG0006203	XP_018447066.1, XP_018447070.1, XP_018450293.1	g27679
OG0006203	XP_018493060.1, XP_018468704.1	g32399
OG0006204	XP_018449440.1	g32412
OG0006204	XP_018474400.1, XP_018463647.1	g50515
OG0006205	XP_018445947.1	g32423
OG0006206	XP_018449836.1, XP_018486578.1	g32435
OG0006207	XP_018449585.1, XP_018449579.1, XP_018480689.1	g32441
OG0006208	XP_018486689.1, XP_018485916.1	g32448
OG0006209	XP_018450599.1, XP_018450788.1, XP_018490721.1	g32456
OG0006210	XP_018482571.1	g27701
OG0006211	XP_018488918.1, XP_018438377.1	g50537
OG0006213	XP_018489666.1, XP_018489614.1	g32524
OG0006214	XP_018467742.1, XP_018451289.1, XP_018451291.1	g50612
OG0006216	XP_018457785.1, XP_018492946.1	g9773, g242
OG0006217	XP_018445870.1, XP_018451278.1, XP_018459301.1	g32597
OG0006218	XP_018483252.1, XP_018452391.1, XP_018452394.1	g10701
OG0006219	XP_018461251.1, XP_018461249.1, XP_018478455.1, XP_018435148.1, XP_018462378.1	g16698
OG0006220	XP_018478530.1, XP_018434258.1	g16679
OG0006221	XP_018454479.1, XP_018452630.1, XP_018435695.1	g10659
OG0006222	XP_018432595.1, XP_018432593.1	g12015
OG0006223	XP_018457858.1, XP_018459869.1	g9649
OG0006224	XP_018439148.1, XP_018459866.1	g9654, g19654
OG0006225	XP_018433951.1	g96
OG0006226	XP_018435554.1	g18674
OG0006227	XP_018437471.1, XP_018491207.1, XP_018491206.1	g119
OG0006228	XP_018488802.1	g145, g9703
OG0006229	XP_018488462.1, XP_018490554.1, XP_018466250.1, XP_018435005.1	g9706
OG0006230	XP_018457509.1, XP_018492135.1, XP_018488453.1	g9708
OG0006231	XP_018441050.1, XP_018493585.1	g158
OG0006232	XP_018434926.1, XP_018485670.1	g168
OG0006233	XP_018486537.1, XP_018455440.1, XP_018455438.1	g177
OG0006234	XP_018454595.1, XP_018454554.1, XP_018490505.1, XP_018493201.1	g9729
OG0006235	XP_018488182.1, XP_018435559.1	g201
OG0006236	XP_018452360.1, XP_018437665.1, XP_018493549.1	g203
OG0006238	XP_018456331.1, XP_018461892.1, XP_018485986.1	g9775
OG0006239	XP_018436787.1, XP_018466644.1, XP_018488476.1	g9788
OG0006240	XP_018434835.1, XP_018466051.1, XP_018492758.1	g9794
OG0006241	XP_018452191.1, XP_018485876.1	g269
OG0006242	XP_018456442.1, XP_018488144.1, XP_018488471.1	g289
OG0006243	XP_018466012.1, XP_018457671.1, XP_018492345.1	g319
OG0006244	XP_018486482.1, XP_018492664.1	g51953
OG0006245	XP_018493140.1, XP_018493141.1, XP_018452511.1	g325
OG0006246	XP_018436804.1, XP_018466576.1	g37118
OG0006247	XP_018493012.1, XP_018492921.1, XP_018452032.1	g9841
OG0006248	XP_018452610.1, XP_018485735.1, XP_018485724.1	g9842
OG0006249	XP_018461284.1, XP_018454514.1	g4754
OG0006250	XP_018452177.1, XP_018490327.1, XP_018461746.1	g346
OG0006251	XP_018456306.1, XP_018467157.1, XP_018461744.1	g347
OG0006252	XP_018471600.1, XP_018461629.1, XP_018493089.1	g361, g9863
OG0006253	XP_018485808.1, XP_018434250.1, XP_018462432.1	g9861
OG0006254	XP_018434366.1, XP_018454477.1, XP_018486880.1	g9866
OG0006255	XP_018488148.1, XP_018454089.1	g9868
OG0006256	XP_018457739.1, XP_018439912.1	g372, g9869
OG0006257	XP_018461292.1	g409
OG0006259	XP_018456469.1, XP_018466698.1, XP_018488993.1	g9912
OG0006261	XP_018492469.1, XP_018452269.1	g442
OG0006262	XP_018455057.1, XP_018437652.1	g443, g9932
OG0006263	XP_018455136.1, XP_018437648.1	g444
OG0006264	XP_018484201.1, XP_018465376.1, XP_018457258.1	g9953
OG0006265	XP_018484145.1, XP_018484128.1, XP_018456990.1, XP_018455606.1	g9957
OG0006266	XP_018484142.1, XP_018484126.1, XP_018456987.1, XP_018454075.1	g9958
OG0006267	XP_018456044.1, XP_018444288.1, XP_018478841.1	g493, g18587
OG0006268	XP_018439505.1, XP_018455969.1	g498
OG0006269	XP_018462229.1, XP_018454829.1, XP_018481348.1	g521, g9996
OG0006270	XP_018478471.1, XP_018478472.1, XP_018452621.1	g522
OG0006271	XP_018464015.1, XP_018439024.1, XP_018483928.1	g562
OG0006272	XP_018439015.1, XP_018464017.1, XP_018483927.1	g563
OG0006273	XP_018465704.1, XP_018464068.1, XP_018435112.1, XP_018459218.1	g582
OG0006274	XP_018483157.1, XP_018457915.1, XP_018441174.1	g10069, g603
OG0006275	XP_018458422.1, XP_018478445.1	g10077
OG0006276	XP_018460132.1, XP_018478352.1, XP_018456156.1, XP_018454728.1	g616, g10078
OG0006277	XP_018456159.1, XP_018460134.1, XP_018460135.1, XP_018478673.1	g618
OG0006278	XP_018464735.1, XP_018483378.1	g635
OG0006279	XP_018442354.1	g29117
OG0006280	XP_018470752.1, XP_018470753.1, XP_018443952.1	g29112
OG0006281	XP_018469782.1, XP_018444689.1	g28977
OG0006282	XP_018476717.1, XP_018446262.1	g28964, g684
OG0006283	XP_018467979.1, XP_018468442.1, XP_018475604.1	g695
OG0006284	XP_018476785.1, XP_018476772.1, XP_018476774.1, XP_018468609.1	g41406
OG0006285	XP_018454823.1, XP_018482996.1, XP_018482997.1	g10190
OG0006286	XP_018474266.1, XP_018443858.1, XP_018443862.1	g41403, g41559
OG0006287	XP_018470863.1, XP_018466692.1, XP_018446632.1, XP_018443382.1	g28926
OG0006288	XP_018447596.1, XP_018442625.1, XP_018442852.1	g28904
OG0006289	XP_018474848.1, XP_018469468.1	g28891
OG0006290	XP_018463716.1, XP_018456958.1, XP_018442980.1	g28886
OG0006291	XP_018437750.1, XP_018437767.1, XP_018459289.1	g41362
OG0006292	XP_018445774.1, XP_018443113.1, XP_018476916.1	g783
OG0006294	XP_018460400.1, XP_018471584.1, XP_018446948.1	g28827
OG0006295	XP_018454351.1, XP_018474627.1	g28803
OG0006296	XP_018435203.1, XP_018438196.1	g13865, g5936
OG0006297	XP_018472598.1	g28765, g41301
OG0006298	XP_018457933.1	g1232
OG0006299	XP_018472526.1, XP_018469808.1	g39265
OG0006300	XP_018470904.1, XP_018457065.1, XP_018476431.1, XP_018473728.1	g1162
OG0006301	XP_018469263.1	g47430
OG0006302	XP_018490362.1, XP_018449058.1	g30983
OG0006303	XP_018452522.1, XP_018472578.1	g28692
OG0006304	XP_018455654.1, XP_018455655.1, XP_018472700.1	g1150
OG0006305	XP_018447595.1, XP_018449302.1, XP_018451303.1	g24271
OG0006306	XP_018465311.1, XP_018469723.1	g1130
OG0006307	XP_018452880.1, XP_018474412.1	g1119
OG0006308	XP_018469009.1, XP_018474743.1	g28649, g1117
OG0006309	XP_018449087.1	g45977
OG0006310	XP_018476956.1, XP_018454331.1, XP_018454328.1	g28630
OG0006311	XP_018452055.1, XP_018476336.1, XP_018468243.1	g28595
OG0006312	XP_018468079.1, XP_018466478.1, XP_018455987.1	g28794, g28601
OG0006313	XP_018488193.1, XP_018485611.1	g2618
OG0006314	XP_018452501.1, XP_018452306.1	g28589, g1092
OG0006315	XP_018473381.1	g39336
OG0006315	XP_018475316.1	g1084, g28568
OG0006315	XP_018481853.1	g28569, g28570
OG0006316	XP_018455898.1, XP_018455495.1	g28557
OG0006317	XP_018475058.1, XP_018460522.1	g1075
OG0006318	XP_018472516.1, XP_018456972.1	g1060, g28553
OG0006319	XP_018457456.1	g1046
OG0006320	XP_018468137.1	g39383, g28508
OG0006321	XP_018490470.1, XP_018491138.1	g17887
OG0006322	XP_018464601.1, XP_018455720.1, XP_018468220.1	g39405, g41744
OG0006323	XP_018432767.1, XP_018441133.1	g2624
OG0006324	XP_018493154.1, XP_018439933.1, XP_018471955.1	g19414
OG0006325	XP_018458894.1	g19415, g36001, g2640
OG0006326	XP_018433042.1, XP_018486982.1	g2680
OG0006327	XP_018485944.1, XP_018433724.1	g2690
OG0006328	XP_018448104.1, XP_018466653.1	g28456
OG0006329	XP_018473490.1, XP_018484751.1	g947
OG0006330	XP_018473321.1	g25465
OG0006331	XP_018456963.1	g25487
OG0006332	XP_018443102.1	g29636
OG0006333	XP_018469262.1, XP_018475288.1, XP_018444463.1	g29634
OG0006334	XP_018478284.1, XP_018434350.1	g41092
OG0006335	XP_018449238.1, XP_018442420.1, XP_018444045.1	g45467
OG0006336	XP_018444366.1, XP_018475121.1, XP_018464231.1	g29659
OG0006337	XP_018475345.1, XP_018444246.1	g29670
OG0006338	XP_018469824.1, XP_018469260.1, XP_018446616.1	g29674
OG0006340	XP_018455447.1, XP_018455510.1, XP_018444054.1	g29683
OG0006341	XP_018472755.1, XP_018473310.1, XP_018472754.1, XP_018446932.1	g5600
OG0006342	XP_018466940.1, XP_018456022.1	g29691, g45450
OG0006343	XP_018452877.1, XP_018452872.1	g19548
OG0006344	XP_018445341.1, XP_018476516.1, XP_018474992.1, XP_018463418.1	g29727, g5638
OG0006345	XP_018446075.1, XP_018446088.1	g29731
OG0006346	XP_018443399.1, XP_018446253.1	g29740
OG0006347	XP_018472850.1	g5647, g29749
OG0006348	XP_018443900.1, XP_018475442.1	g5658
OG0006349	XP_018461905.1, XP_018461904.1, XP_018467164.1, XP_018443394.1, XP_018475449.1	g29761
OG0006350	XP_018445945.1, XP_018445943.1, XP_018475444.1	g29762
OG0006351	XP_018470155.1, XP_018444748.1, XP_018444744.1	g5679, g5678
OG0006352	XP_018454117.1	g29788
OG0006353	XP_018442864.1, XP_018442867.1, XP_018475782.1	g5677, g29789
OG0006354	XP_018446980.1, XP_018471279.1, XP_018476111.1	g29791, g5690
OG0006355	XP_018444646.1, XP_018469490.1	g29807
OG0006356	XP_018446602.1, XP_018473525.1	g29810
OG0006357	XP_018474660.1	g5738
OG0006359	XP_018470362.1, XP_018473110.1, XP_018443047.1	g5754
OG0006360	XP_018470612.1	g5761
OG0006361	XP_018470610.1, XP_018446143.1, XP_018473581.1	g5763
OG0006362	XP_018471838.1, XP_018476811.1, XP_018446612.1, XP_018446619.1	g5779
OG0006363	XP_018475612.1, XP_018475973.1	g5095, g16718
OG0006364	XP_018444399.1, XP_018473035.1, XP_018453553.1	g5787
OG0006365	XP_018467492.1, XP_018443975.1, XP_018443980.1, XP_018472740.1	g5786
OG0006367	XP_018472879.1, XP_018463574.1, XP_018466186.1	g45307
OG0006368	XP_018445143.1, XP_018464780.1	g3005
OG0006369	XP_018467106.1, XP_018477594.1	g10287
OG0006370	XP_018445127.1, XP_018475903.1, XP_018469212.1	g5827
OG0006371	XP_018486380.1	g6883
OG0006372	XP_018442137.1, XP_018484298.1	g16767
OG0006373	XP_018442548.1, XP_018443577.1, XP_018471578.1	g19596
OG0006374	XP_018475729.1	g44282
OG0006375	XP_018445798.1, XP_018471117.1	g44286, g46582
OG0006377	XP_018444340.1, XP_018467022.1, XP_018453327.1	g46559
OG0006378	XP_018470832.1	g46533
OG0006378	XP_018446884.1	g44313
OG0006379	XP_018466524.1	g46517
OG0006380	XP_018453406.1, XP_018457392.1, XP_018443806.1	g44327
OG0006382	XP_018455357.1	g17932
OG0006383	XP_018468970.1, XP_018468977.1, XP_018489623.1, XP_018455192.1	g46424
OG0006384	XP_018452049.1, XP_018468678.1	g46389
OG0006385	XP_018449395.1	g46348
OG0006386	XP_018478482.1, XP_018462656.1, XP_018449982.1	g47244
OG0006387	XP_018465391.1, XP_018465826.1	g18514
OG0006388	XP_018478956.1, XP_018446613.1	g46310, g44382
OG0006389	XP_018468921.1, XP_018444483.1	g44399, g46274
OG0006390	XP_018445445.1, XP_018463657.1	g43487, g44436
OG0006391	XP_018470540.1, XP_018443152.1, XP_018462825.1, XP_018465970.1	g44440
OG0006392	XP_018444447.1, XP_018462476.1, XP_018444505.1	g44447
OG0006393	XP_018469296.1, XP_018444591.1, XP_018444590.1	g44466
OG0006394	XP_018459174.1, XP_018444874.1	g44473, g46191
OG0006395	XP_018443983.1, XP_018460685.1	g44477
OG0006396	XP_018489016.1	g14033
OG0006397	XP_018488745.1, XP_018440664.1, XP_018433426.1	g6049, g14006
OG0006398	XP_018472319.1, XP_018450102.1	g19386
OG0006399	XP_018437495.1, XP_018449327.1, XP_018472321.1, XP_018472322.1	g2609
OG0006400	XP_018465666.1, XP_018463075.1	g39414
OG0006400	XP_018476940.1	g28487
OG0006401	XP_018485548.1, XP_018439616.1	g2733, g19505
OG0006402	XP_018485491.1, XP_018490522.1	g12928
OG0006403	XP_018440546.1, XP_018450690.1, XP_018450689.1	g36739
OG0006404	XP_018448908.1, XP_018448911.1, XP_018438628.1	g36734
OG0006405	XP_018450306.1, XP_018450840.1, XP_018467099.1, XP_018438778.1, XP_018489565.1	g54306
OG0006406	XP_018448881.1, XP_018448903.1, XP_018464268.1	g36721
OG0006407	XP_018441019.1, XP_018478160.1	g10649
OG0006408	XP_018447811.1, XP_018460269.1	g36710
OG0006409	XP_018451556.1	g36693
OG0006410	XP_018442683.1, XP_018489439.1	g54346
