Orthogroup	Raphanus_sativus	Cardamine_hirsuta
OG0010039	XP_018490857.1, XP_018490854.1	CARHR011370
OG0010040	XP_018485592.1, XP_018435134.1	CARHR011630
OG0010041	XP_018448149.1, XP_018435144.1	CARHR011640
OG0010042	XP_018463326.1, XP_018465991.1, XP_018458287.1	CARHR011800, CARHR011810
OG0010043	XP_018449631.1	CARHR011890
OG0010044	XP_018456877.1	CARHR050470
OG0010045	XP_018451317.1	CARHR012030
OG0010046	XP_018458290.1, XP_018458288.1, XP_018449102.1	CARHR012150
OG0010047	XP_018449116.1, XP_018472128.1	CARHR012160
OG0010048	XP_018449672.1, XP_018449115.1, XP_018462886.1, XP_018482232.1	CARHR012250
OG0010049	XP_018487114.1, XP_018449528.1	CARHR012500
OG0010050	XP_018493562.1, XP_018480039.1	CARHR012650
OG0010051	XP_018449547.1, XP_018449553.1	CARHR013290
OG0010052	XP_018489120.1, XP_018489384.1	CARHR013320
OG0010053	XP_018441579.1	CARHR013350
OG0010054	XP_018447873.1, XP_018447874.1	CARHR013650
OG0010055	XP_018450416.1, XP_018450413.1, XP_018450417.1	CARHR013720
OG0010056	XP_018470098.1, XP_018440583.1	CARHR014140
OG0010057	XP_018434354.1	CARHR014240
OG0010058	XP_018438255.1, XP_018451085.1	CARHR014450
OG0010059	XP_018433228.1	CARHR014310
OG0010060	XP_018442097.1, XP_018433842.1	CARHR014610
OG0010061	XP_018449838.1, XP_018449913.1	CARHR014640
OG0010062	XP_018468787.1, XP_018449353.1, XP_018449350.1	CARHR014690
OG0010063	XP_018467946.1, XP_018477875.1	CARHR118360
OG0010064	XP_018436897.1, XP_018435307.1, XP_018483526.1	CARHR015130
OG0010065	XP_018441596.1, XP_018491103.1	CARHR015490
OG0010066	XP_018491126.1, XP_018441597.1	CARHR015530
OG0010067	XP_018472427.1, XP_018447860.1	CARHR015550
OG0010068	XP_018437549.1, XP_018492097.1	CARHR015580
OG0010069	XP_018479785.1, XP_018472471.1	CARHR015770
OG0010070	XP_018448239.1, XP_018440558.1	CARHR015970
OG0010071	XP_018438957.1, XP_018451694.1	CARHR016000
OG0010072	XP_018438498.1, XP_018479445.1	CARHR016110
OG0010073	XP_018469716.1, XP_018439370.1	CARHR016170
OG0010074	XP_018438760.1, XP_018447314.1	CARHR016470
OG0010075	XP_018438764.1, XP_018487545.1	CARHR016530
OG0010076	XP_018433469.1, XP_018449266.1	CARHR016800
OG0010077	XP_018458476.1, XP_018470462.1	CARHR016850
OG0010078	XP_018449559.1	CARHR016860
OG0010079	XP_018439237.1	CARHR016980
OG0010080	XP_018463606.1	CARHR017010
OG0010081	XP_018465307.1, XP_018465253.1	CARHR072610
OG0010082	XP_018438686.1	CARHR017350
OG0010083	XP_018437409.1, XP_018450946.1, XP_018451549.1	CARHR017650
OG0010084	XP_018479365.1, XP_018466496.1, XP_018465080.1	CARHR017720
OG0010085	XP_018448243.1	CARHR017980
OG0010087	XP_018480199.1	CARHR018270
OG0010089	XP_018449792.1	CARHR018730, CARHR011770
OG0010090	XP_018470236.1, XP_018447372.1	CARHR018870
OG0010091	XP_018451519.1	CARHR019070
OG0010092	XP_018468257.1, XP_018449165.1, XP_018447099.1	CARHR019200
OG0010093	XP_018439972.1, XP_018449301.1, XP_018449171.1	CARHR019260
OG0010094	XP_018441903.1, XP_018449153.1, XP_018451785.1	CARHR019300
OG0010095	XP_018435901.1, XP_018439455.1	CARHR019380
OG0010096	XP_018468163.1, XP_018441022.1	CARHR019540
OG0010097	XP_018435384.1, XP_018449740.1, XP_018449728.1	CARHR019810
OG0010098	XP_018487191.1, XP_018450585.1	CARHR019870
OG0010099	XP_018493186.1, XP_018440215.1	CARHR019990
OG0010100	XP_018493175.1, XP_018440213.1	CARHR020020
OG0010101	XP_018438195.1, XP_018447444.1	CARHR020050
OG0010102	XP_018469974.1, XP_018449678.1	CARHR020160
OG0010103	XP_018490607.1, XP_018481347.1	CARHR020220
OG0010104	XP_018437697.1, XP_018450528.1	CARHR020310
OG0010105	XP_018449496.1, XP_018442616.1	CARHR020410
OG0010106	XP_018438599.1, XP_018449346.1	CARHR020440
OG0010107	XP_018433848.1, XP_018447989.1	CARHR020470
OG0010109	XP_018449765.1	CARHR020680
OG0010110	XP_018439312.1	CARHR020690
OG0010111	XP_018438023.1	CARHR021100
OG0010112	XP_018447497.1	CARHR021280
OG0010113	XP_018449793.1	CARHR021290
OG0010114	XP_018437568.1	CARHR021450
OG0010115	XP_018437516.1, XP_018467286.1	CARHR021560
OG0010116	XP_018448278.1	CARHR022360
OG0010117	XP_018450347.1, XP_018468587.1	CARHR022380
OG0010118	XP_018437369.1, XP_018442571.1, XP_018483669.1	CARHR022390
OG0010119	XP_018439850.1, XP_018481470.1	CARHR144190
OG0010120	XP_018437927.1, XP_018483714.1	CARHR022620
OG0010121	XP_018451340.1, XP_018440321.1	CARHR022990
OG0010122	XP_018441265.1, XP_018433922.1	CARHR023070
OG0010123	XP_018441704.1, XP_018434057.1	CARHR023080
OG0010124	XP_018493024.1, XP_018491868.1	CARHR023350
OG0010125	XP_018433798.1, XP_018435771.1	CARHR023470
OG0010126	XP_018454697.1, XP_018462524.1	CARHR064750
OG0010127	XP_018469045.1, XP_018453259.1	CARHR064680
OG0010128	XP_018455476.1, XP_018455480.1	CARHR290890
OG0010129	XP_018468908.1, XP_018444256.1	CARHR291120
OG0010130	XP_018456148.1, XP_018452830.1	CARHR063950
OG0010131	XP_018472134.1	CARHR063780
OG0010132	XP_018458108.1, XP_018455048.1	CARHR063710
OG0010133	XP_018452900.1, XP_018471528.1	CARHR063600
OG0010134	XP_018465526.1	CARHR063590
OG0010135	XP_018452259.1, XP_018469441.1	CARHR063580
OG0010136	XP_018456739.1, XP_018459185.1	CARHR063540
OG0010137	XP_018459177.1, XP_018457513.1	CARHR063400
OG0010138	XP_018452171.1, XP_018459187.1, XP_018459186.1	CARHR063350
OG0010139	XP_018456275.1, XP_018442597.1	CARHR063100
OG0010140	XP_018438652.1, XP_018447113.1	CARHR032600
OG0010141	XP_018441724.1	CARHR054440
OG0010142	XP_018484416.1	CARHR181830
OG0010143	XP_018456325.1, XP_018462492.1	CARHR047420
OG0010144	XP_018452613.1	CARHR048330
OG0010145	XP_018452283.1	CARHR048620
OG0010146	XP_018457514.1, XP_018457336.1	CARHR048630
OG0010147	XP_018454453.1	CARHR049250
OG0010148	XP_018452300.1	CARHR049750
OG0010149	XP_018461716.1	CARHR032780
OG0010150	XP_018452285.1, XP_018433350.1	CARHR050690
OG0010151	XP_018434943.1, XP_018458075.1	CARHR050770
OG0010152	XP_018464023.1, XP_018437068.1, XP_018454960.1	CARHR050790
OG0010153	XP_018458049.1, XP_018439489.1	CARHR051300
OG0010154	XP_018455113.1	CARHR051340
OG0010155	XP_018453013.1, XP_018441454.1	CARHR051390
OG0010156	XP_018456057.1, XP_018463707.1, XP_018442048.1	CARHR051990
OG0010157	XP_018438088.1, XP_018457368.1	CARHR051680
OG0010158	XP_018436653.1	CARHR052290, CARHR052300
OG0010159	XP_018440731.1	CARHR260750, CARHR052770
OG0010160	XP_018436935.1, XP_018453316.1	CARHR052890
OG0010161	XP_018433539.1	CARHR052990
OG0010162	XP_018446497.1, XP_018440574.1	CARHR053360
OG0010163	XP_018456300.1, XP_018454178.1	CARHR053590, CARHR053580
OG0010164	XP_018454294.1	CARHR283980, CARHR284110
OG0010165	XP_018463361.1, XP_018454177.1	CARHR284140
OG0010166	XP_018453551.1, XP_018455628.1, XP_018455195.1, XP_018473132.1, XP_018473370.1, XP_018474212.1, XP_018473135.1, XP_018473136.1	CARHR270660
OG0010167	XP_018453905.1, XP_018453907.1	CARHR249110
OG0010168	XP_018457351.1, XP_018461255.1	CARHR053800
OG0010169	XP_018455108.1, XP_018435150.1	CARHR053920
OG0010170	XP_018437771.1, XP_018454171.1, XP_018455234.1, XP_018455229.1	CARHR054730
OG0010171	XP_018469771.1, XP_018450802.1	CARHR222300
OG0010172	XP_018451994.1, XP_018454281.1	CARHR046850
OG0010173	XP_018453312.1, XP_018452046.1	CARHR046560
OG0010174	XP_018456625.1	CARHR046520, CARHR046530
OG0010175	XP_018473471.1, XP_018474936.1	CARHR259330
OG0010176	XP_018466934.1, XP_018455696.1	CARHR174850
OG0010177	XP_018477801.1, XP_018459929.1	CARHR174720
OG0010178	XP_018459932.1	CARHR174700
OG0010179	XP_018456259.1	CARHR173630
OG0010180	XP_018439838.1, XP_018464925.1	CARHR173620
OG0010181	XP_018457976.1, XP_018483842.1	CARHR178170
OG0010182	XP_018439032.1, XP_018482052.1	CARHR178200
OG0010183	XP_018485020.1	CARHR181640, CARHR181700
OG0010184	XP_018436947.1, XP_018480685.1	CARHR178560
OG0010185	XP_018455641.1, XP_018481166.1	CARHR178600
OG0010186	XP_018468862.1, XP_018482360.1	CARHR231710
OG0010187	XP_018455212.1	CARHR252540
OG0010188	XP_018450973.1, XP_018470640.1	CARHR237150
OG0010189	XP_018471913.1	CARHR237510
OG0010190	XP_018470694.1, XP_018451166.1	CARHR237730
OG0010191	XP_018471121.1, XP_018467838.1, XP_018471120.1	CARHR244200
OG0010192	XP_018469297.1, XP_018463021.1	CARHR038760
OG0010193	XP_018464744.1, XP_018488098.1	CARHR038920
OG0010194	XP_018458038.1, XP_018488158.1	CARHR039000
OG0010195	XP_018489584.1, XP_018489531.1, XP_018458037.1	CARHR039050
OG0010196	XP_018487076.1	CARHR039370, CARHR039360, CARHR039340
OG0010197	XP_018445150.1, XP_018445149.1, XP_018461951.1	CARHR068270
OG0010198	XP_018464094.1, XP_018443056.1, XP_018445404.1	CARHR068250
OG0010199	XP_018483960.1, XP_018484301.1, XP_018466433.1	CARHR294030
OG0010200	XP_018477147.1, XP_018483265.1, XP_018466432.1, XP_018472276.1	CARHR294060
OG0010201	XP_018493586.1, XP_018493555.1	CARHR294160
OG0010202	XP_018480215.1, XP_018450231.1	CARHR294250
OG0010203	XP_018447628.1, XP_018480221.1	CARHR294340
OG0010204	XP_018480218.1, XP_018447271.1	CARHR294350
OG0010205	XP_018450575.1, XP_018449394.1, XP_018483853.1	CARHR247810
OG0010206	XP_018450458.1, XP_018451518.1, XP_018484168.1	CARHR247540
OG0010207	XP_018444443.1, XP_018450461.1	CARHR247430
OG0010209	XP_018477695.1, XP_018459475.1	CARHR247260
OG0010210	XP_018449295.1, XP_018465842.1	CARHR246980
OG0010211	XP_018481834.1, XP_018459490.1, XP_018469318.1	CARHR246910
OG0010212	XP_018471773.1, XP_018450437.1	CARHR246860
OG0010213	XP_018480429.1, XP_018472226.1	CARHR246820
OG0010214	XP_018469094.1, XP_018459829.1, XP_018449517.1	CARHR246520
OG0010215	XP_018447144.1	CARHR246480
OG0010216	XP_018451319.1	CARHR246470
OG0010217	XP_018451318.1, XP_018471431.1	CARHR246450
OG0010218	XP_018469587.1, XP_018449698.1	CARHR246200
OG0010219	XP_018453535.1, XP_018480866.1	CARHR246120
OG0010220	XP_018485262.1	CARHR246050
OG0010221	XP_018444530.1, XP_018444269.1	CARHR245910
OG0010222	XP_018447405.1, XP_018449011.1	CARHR245830
OG0010223	XP_018452375.1, XP_018480946.1	CARHR245700
OG0010224	XP_018449607.1, XP_018449596.1, XP_018468644.1	CARHR245630
OG0010225	XP_018449992.1, XP_018484536.1	CARHR245530
OG0010226	XP_018471941.1, XP_018471942.1	CARHR220550
OG0010228	XP_018451011.1, XP_018481512.1, XP_018469839.1, XP_018469852.1	CARHR244870
OG0010229	XP_018451013.1, XP_018477855.1	CARHR289500
OG0010230	XP_018470279.1, XP_018483965.1	CARHR244700
OG0010232	XP_018470491.1, XP_018449127.1	CARHR244170
OG0010233	XP_018450397.1, XP_018450399.1, XP_018467834.1, XP_018471957.1	CARHR244100
OG0010234	XP_018463778.1, XP_018472024.1	CARHR243550
OG0010235	XP_018449549.1, XP_018468638.1	CARHR243510
OG0010236	XP_018449255.1	CARHR243340
OG0010237	XP_018469072.1, XP_018450164.1	CARHR243210
OG0010238	XP_018470601.1	CARHR243030
OG0010239	XP_018471130.1, XP_018449242.1	CARHR242970
OG0010240	XP_018452964.1, XP_018469632.1, XP_018469562.1	CARHR242880
OG0010241	XP_018450581.1	CARHR242770
OG0010242	XP_018468010.1, XP_018480344.1, XP_018480345.1	CARHR242760
OG0010243	XP_018468006.1, XP_018451802.1	CARHR242310
OG0010244	XP_018474040.1	CARHR026520
OG0010245	XP_018469622.1, XP_018450350.1	CARHR242340
OG0010246	XP_018446879.1, XP_018468797.1	CARHR241070
OG0010247	XP_018448072.1, XP_018471990.1	CARHR240570
OG0010248	XP_018481190.1, XP_018459210.1	CARHR240620
OG0010249	XP_018451898.1, XP_018471221.1	CARHR240680
OG0010250	XP_018471357.1, XP_018478039.1	CARHR240940
OG0010251	XP_018478038.1	CARHR240960
OG0010252	XP_018468789.1, XP_018468783.1	CARHR241100
OG0010253	XP_018468791.1, XP_018470263.1, XP_018481011.1	CARHR241140
OG0010254	XP_018462200.1	CARHR241210
OG0010255	XP_018458095.1, XP_018459243.1	CARHR241380
OG0010256	XP_018477532.1, XP_018459252.1	CARHR241400
OG0010257	XP_018450160.1, XP_018477296.1	CARHR241460
OG0010258	XP_018470812.1, XP_018483754.1	CARHR241470
OG0010259	XP_018483753.1, XP_018465086.1	CARHR241500
OG0010260	XP_018470816.1, XP_018448445.1, XP_018459258.1	CARHR241510
OG0010262	XP_018472300.1, XP_018462050.1	CARHR257950
OG0010263	XP_018465843.1, XP_018471136.1	CARHR242080
OG0010264	XP_018450922.1, XP_018465433.1, XP_018483648.1	CARHR242140
OG0010265	XP_018463103.1, XP_018449393.1, XP_018465742.1	CARHR240070
OG0010266	XP_018469720.1, XP_018457181.1, XP_018450351.1	CARHR239750
OG0010267	XP_018471843.1	CARHR239650
OG0010269	XP_018480623.1, XP_018468607.1	CARHR239440
OG0010270	XP_018451801.1, XP_018472036.1	CARHR239420
OG0010271	XP_018478864.1	CARHR239410
OG0010272	XP_018447448.1, XP_018451542.1	CARHR239310
OG0010273	XP_018449899.1, XP_018481434.1	CARHR239250
OG0010274	XP_018460693.1, XP_018450249.1, XP_018467810.1	CARHR238780
OG0010275	XP_018452504.1, XP_018483602.1	CARHR238710
OG0010276	XP_018492599.1	CARHR099990
OG0010277	XP_018434280.1, XP_018461770.1, XP_018460853.1	CARHR100050
OG0010278	XP_018469631.1, XP_018457248.1	CARHR065640
OG0010279	XP_018469343.1, XP_018457406.1, XP_018462928.1	CARHR065520
OG0010280	XP_018457121.1, XP_018457125.1, XP_018453817.1	CARHR065190
OG0010281	XP_018469986.1, XP_018454612.1	CARHR065090
OG0010282	XP_018454727.1, XP_018468692.1	CARHR065080
OG0010283	XP_018452536.1	CARHR064900
OG0010284	XP_018446245.1, XP_018444200.1	CARHR064850
OG0010285	XP_018452475.1, XP_018442404.1	CARHR064770
OG0010286	XP_018438269.1	CARHR024800
OG0010287	XP_018450979.1, XP_018492834.1	CARHR024850
OG0010288	XP_018436860.1, XP_018448160.1	CARHR024980, CARHR024970
OG0010289	XP_018472912.1, XP_018435047.1	CARHR025210
OG0010290	XP_018484274.1, XP_018434906.1	CARHR025490
OG0010292	XP_018437366.1	CARHR026910
OG0010293	XP_018472159.1, XP_018475463.1	CARHR250480
OG0010294	XP_018463324.1, XP_018472160.1, XP_018457519.1	CARHR250470
OG0010295	XP_018453458.1, XP_018471008.1	CARHR250430
OG0010296	XP_018455982.1, XP_018455985.1	CARHR250410
OG0010297	XP_018465869.1	CARHR250340
OG0010298	XP_018472747.1, XP_018473612.1	CARHR250290
OG0010299	XP_018475957.1	CARHR249620
OG0010300	XP_018454500.1, XP_018454499.1	CARHR249640
OG0010301	XP_018461671.1, XP_018456484.1	CARHR249820
OG0010302	XP_018481015.1, XP_018437613.1	CARHR292560
OG0010304	XP_018474999.1, XP_018452544.1	CARHR250200
OG0010305	XP_018453088.1	CARHR250210
OG0010306	XP_018453011.1	CARHR250230
OG0010307	XP_018474367.1, XP_018474383.1	CARHR249250
OG0010308	XP_018453027.1, XP_018462388.1	CARHR249050
OG0010309	XP_018456206.1	CARHR249010
OG0010310	XP_018475318.1	CARHR248910
OG0010311	XP_018456216.1	CARHR248800
OG0010312	XP_018476565.1, XP_018456211.1	CARHR248790
OG0010313	XP_018457498.1, XP_018457502.1	CARHR288840, CARHR248760
OG0010314	XP_018452606.1, XP_018452616.1	CARHR248720
OG0010315	XP_018464597.1, XP_018456140.1	CARHR248590
OG0010316	XP_018460265.1, XP_018468998.1	CARHR248390
OG0010317	XP_018453304.1	CARHR171470
OG0010318	XP_018440491.1	CARHR114580, CARHR111870
OG0010319	XP_018484987.1, XP_018478789.1	CARHR111910
OG0010320	XP_018433761.1	CARHR026620
OG0010321	XP_018447387.1, XP_018479203.1	CARHR025930
OG0010322	XP_018435706.1, XP_018448146.1	CARHR025800
OG0010323	XP_018441300.1, XP_018477401.1	CARHR292420
OG0010324	XP_018472263.1	CARHR233930
OG0010325	XP_018449380.1, XP_018445987.1	CARHR234570
OG0010326	XP_018451427.1	CARHR234580
OG0010327	XP_018447516.1, XP_018450909.1, XP_018484612.1	CARHR234730
OG0010328	XP_018482197.1, XP_018469400.1	CARHR234980
OG0010329	XP_018485138.1, XP_018468980.1	CARHR235110
OG0010330	XP_018468985.1, XP_018451092.1	CARHR235130
OG0010331	XP_018449584.1, XP_018481697.1	CARHR235160
OG0010332	XP_018484983.1, XP_018471551.1	CARHR235200
OG0010333	XP_018482283.1, XP_018469517.1, XP_018472186.1	CARHR235800
OG0010334	XP_018451745.1	CARHR235910, CARHR228840
OG0010335	XP_018464786.1, XP_018451344.1, XP_018451345.1	CARHR235970
OG0010336	XP_018455150.1	CARHR236000
OG0010337	XP_018482592.1, XP_018455802.1	CARHR146040
OG0010338	XP_018477315.1, XP_018435168.1, XP_018464838.1	CARHR146120
OG0010339	XP_018467396.1, XP_018458397.1, XP_018455715.1, XP_018438663.1	CARHR146230
OG0010340	XP_018460567.1, XP_018480668.1, XP_018436839.1	CARHR146580
OG0010341	XP_018465303.1, XP_018465493.1	CARHR000950, CARHR001510
OG0010343	XP_018450086.1	CARHR247530
OG0010345	XP_018473771.1	CARHR023710
OG0010346	XP_018489577.1, XP_018462297.1, XP_018480014.1	CARHR026040
OG0010347	XP_018482205.1, XP_018450340.1	CARHR026310
OG0010349	XP_018467405.1	CARHR166940
OG0010349	XP_018453560.1, XP_018453561.1	CARHR216240
OG0010350	XP_018488109.1, XP_018478253.1, XP_018467444.1	CARHR041280
OG0010351	XP_018493468.1	CARHR089300
OG0010352	XP_018478892.1, XP_018490124.1	CARHR044190
OG0010353	XP_018491900.1	CARHR160450
OG0010357	XP_018484525.1	CARHR034940
OG0010359	XP_018437777.1	CARHR078240
OG0010361	XP_018447693.1, XP_018448121.1, XP_018456741.1	CARHR065390
OG0010362	XP_018468173.1, XP_018456034.1, XP_018456031.1	CARHR066710
OG0010363	XP_018440382.1, XP_018493440.1, XP_018487444.1	CARHR082360
OG0010364	XP_018435357.1	CARHR050200, CARHR050190, CARHR050180, CARHR087020, CARHR151140
OG0010365	XP_018489252.1, XP_018459549.1, XP_018435380.1	CARHR088720
OG0010367	XP_018481660.1	CARHR174940, CARHR174930
OG0010368	XP_018438873.1, XP_018438867.1	CARHR113420
OG0010368	XP_018484541.1	CARHR113430
OG0010369	XP_018439594.1, XP_018480725.1, XP_018480720.1	CARHR113660
OG0010371	XP_018433686.1, XP_018477768.1	CARHR117460
OG0010372	XP_018480972.1, XP_018437180.1	CARHR117310
OG0010374	XP_018435138.1, XP_018483630.1	CARHR116020
OG0010376	XP_018466020.1, XP_018481237.1, XP_018478625.1	CARHR126520
OG0010377	XP_018475331.1, XP_018475168.1, XP_018481558.1	CARHR130160
OG0010378	XP_018482273.1, XP_018484982.1	CARHR133540, CARHR184260, CARHR133550
OG0010379	XP_018467535.1	CARHR219050
OG0010380	XP_018472745.1, XP_018478643.1, XP_018479140.1	CARHR137450
OG0010381	XP_018444784.1, XP_018470426.1	CARHR142310, CARHR142320, CARHR253990
OG0010382	XP_018459536.1, XP_018481829.1, XP_018455141.1	CARHR144510
OG0010383	XP_018434716.1, XP_018483331.1, XP_018463593.1	CARHR146830
OG0010384	XP_018454714.1, XP_018437931.1	CARHR149090, CARHR149080
OG0010385	XP_018481635.1, XP_018455989.1	CARHR255770, CARHR151840
OG0010386	XP_018432855.1, XP_018440374.1	CARHR157420
OG0010387	XP_018479276.1, XP_018470232.1	CARHR159110
OG0010388	XP_018455667.1, XP_018490298.1	CARHR163020
OG0010389	XP_018484418.1	CARHR186750, CARHR167420
OG0010390	XP_018473716.1, XP_018473717.1	CARHR199230
OG0010391	XP_018444895.1	CARHR190620
OG0010392	XP_018437190.1, XP_018440043.1, XP_018452851.1, XP_018461278.1	CARHR185460
OG0010393	XP_018468384.1, XP_018468376.1	CARHR256070
OG0010394	XP_018482488.1, XP_018460085.1, XP_018482426.1, XP_018482485.1, XP_018460083.1, XP_018460084.1	CARHR237030
OG0010395	XP_018484459.1, XP_018484323.1, XP_018470638.1	CARHR233350
OG0010396	XP_018485299.1, XP_018485306.1, XP_018472336.1	CARHR231660
OG0010399	XP_018437375.1	CARHR226360
OG0010400	XP_018480316.1	CARHR223880
OG0010401	XP_018482541.1, XP_018469931.1	CARHR284620
OG0010402	XP_018451004.1, XP_018484121.1	CARHR220470
OG0010405	XP_018444585.1, XP_018481356.1, XP_018482164.1	CARHR212950
OG0010406	XP_018443183.1, XP_018453079.1	CARHR272980
OG0010407	XP_018480696.1, XP_018454159.1	CARHR181240
OG0010408	XP_018436802.1	CARHR184540
OG0010409	XP_018454873.1	CARHR183730, CARHR183740, CARHR183710
OG0010410	XP_018480421.1, XP_018454929.1	CARHR182920
OG0010411	XP_018435635.1, XP_018435636.1, XP_018462133.1, XP_018478355.1	CARHR182340
OG0010412	XP_018454841.1, XP_018467577.1	CARHR182230
OG0010413	XP_018461569.1, XP_018461025.1, XP_018462045.1	CARHR258800
OG0010414	XP_018452737.1, XP_018451971.1	CARHR264190
OG0010415	XP_018452388.1	CARHR264930
OG0010416	XP_018457492.1	CARHR265480
OG0010417	XP_018471877.1, XP_018457781.1, XP_018455781.1	CARHR265910
OG0010418	XP_018452832.1, XP_018469070.1, XP_018466755.1, XP_018474215.1	CARHR271010
OG0010419	XP_018434892.1, XP_018437265.1, XP_018452382.1	CARHR281210
OG0010421	XP_018453712.1	CARHR222940
OG0010421	XP_018480682.1	CARHR129980
OG0010422	XP_018449837.1, XP_018485551.1, XP_018490142.1	CARHR026960
OG0010423	XP_018468844.1, XP_018464246.1, XP_018455161.1, XP_018455028.1	CARHR266300
OG0010424	XP_018463562.1, XP_018467802.1	CARHR289140
OG0010426	XP_018480973.1, XP_018437022.1	CARHR152090
OG0010437	XP_018484553.1, XP_018484551.1	CARHR238380
OG0010438	XP_018445242.1, XP_018480487.1	CARHR238410
OG0010439	XP_018462809.1, XP_018449521.1	CARHR238430
OG0010440	XP_018461850.1, XP_018480495.1	CARHR238450
OG0010441	XP_018471656.1, XP_018471655.1	CARHR238530
OG0010442	XP_018485245.1, XP_018463836.1	CARHR238600
OG0010443	XP_018485205.1	CARHR115430
OG0010444	XP_018471727.1	CARHR230180
OG0010445	XP_018491444.1, XP_018465907.1, XP_018440642.1	CARHR155180
OG0010446	XP_018471575.1	CARHR157400
OG0010447	XP_018446104.1, XP_018445898.1	CARHR157330
OG0010448	XP_018458319.1	CARHR157230
OG0010449	XP_018440765.1	CARHR157160
OG0010450	XP_018437757.1, XP_018437751.1, XP_018458125.1	CARHR156700
OG0010451	XP_018439977.1, XP_018458791.1	CARHR156880
