Orthogroup	Raphanus_sativus	Arabidopsis_thaliana
OG0009650	XP_018441666.1, XP_018477170.1	AT5G26740.1
OG0009651	XP_018456923.1, XP_018467586.1	AT5G26670.1
OG0009652	XP_018478317.1, XP_018462675.1	AT5G26770.5
OG0009653	XP_018484287.1	AT5G26940.1
OG0009654	XP_018478887.1, XP_018466511.1	AT5G27920.1
OG0009655	XP_018446359.1	AT2G03820.1
OG0009656	XP_018436694.1, XP_018464477.1, XP_018484832.1	AT5G27740.1
OG0009657	XP_018433097.1, XP_018433094.1, XP_018484151.1	AT5G27610.1
OG0009658	XP_018441787.1, XP_018457580.1	AT5G27450.1
OG0009659	XP_018478965.1, XP_018441789.1	AT5G27430.1
OG0009660	XP_018484251.1, XP_018441967.1	AT5G28290.1
OG0009661	XP_018467037.1, XP_018438184.1	AT2G20020.1
OG0009662	XP_018437776.1, XP_018455764.1	AT2G20080.1
OG0009663	XP_018438191.1, XP_018438188.1	AT2G20180.2
OG0009664	XP_018454373.1, XP_018454368.1, XP_018434047.1	AT2G20310.1
OG0009665	XP_018437384.1, XP_018457936.1	AT2G20362.1
OG0009666	XP_018440427.1, XP_018440481.1	AT2G20470.1
OG0009667	XP_018438546.1	AT2G20815.3, AT2G20616.1
OG0009669	XP_018434025.1	AT3G46210.1
OG0009670	XP_018434024.1	AT3G46200.1
OG0009671	XP_018439576.1, XP_018439182.1, XP_018482862.1	AT2G48060.2
OG0009672	XP_018441624.1, XP_018439245.1, XP_018440110.1	AT2G48020.1
OG0009673	XP_018440848.1, XP_018440839.1	AT2G47980.1
OG0009674	XP_018484148.1, XP_018484094.1	AT2G47940.1
OG0009675	XP_018484471.1, XP_018484451.1	AT2G47900.3
OG0009676	XP_018434827.1, XP_018434836.1	AT2G47890.1
OG0009677	XP_018472662.1, XP_018462049.1, XP_018458607.1	AT2G47820.1
OG0009678	XP_018437976.1, XP_018480836.1	AT2G47670.1
OG0009679	XP_018484925.1, XP_018440366.1	AT2G46735.1
OG0009680	XP_018484924.1, XP_018440365.1	AT2G46710.1
OG0009681	XP_018485199.1, XP_018433263.1	AT2G46630.1
OG0009682	XP_018439865.1, XP_018485202.1	AT2G46510.1
OG0009683	XP_018472413.1	AT4G27120.1
OG0009684	XP_018439867.1, XP_018473064.1	AT2G46505.1
OG0009685	XP_018484440.1, XP_018476218.1	AT2G46500.1
OG0009686	XP_018438537.1, XP_018436464.1	AT2G46455.2
OG0009687	XP_018467982.1, XP_018447609.1	AT1G44575.1
OG0009688	XP_018434750.1, XP_018434757.1	AT2G46250.1
OG0009689	XP_018441386.1, XP_018441387.1	AT2G46225.2
OG0009690	XP_018437470.1, XP_018481707.1	AT2G46160.1
OG0009691	XP_018485232.1, XP_018464999.1	AT2G46080.1
OG0009692	XP_018475752.1, XP_018482502.1, XP_018479141.1	AT2G46020.2
OG0009693	XP_018478853.1, XP_018433754.1	AT2G45750.1
OG0009694	XP_018475671.1, XP_018440977.1	AT2G45730.1
OG0009695	XP_018475669.1, XP_018475668.1	AT2G45720.1
OG0009696	XP_018476179.1, XP_018476177.1	AT2G45640.1
OG0009697	XP_018434154.1, XP_018478861.1	AT2G45500.5
OG0009698	XP_018478605.1	AT2G45490.1
OG0009699	XP_018481520.1, XP_018440274.1	AT2G45420.1
OG0009700	XP_018440033.1	AT2G45270.1
OG0009701	XP_018476827.1, XP_018441655.1	AT2G45260.1
OG0009702	XP_018478089.1	AT2G45200.2
OG0009703	XP_018466162.1, XP_018481625.1	AT2G45130.1
OG0009704	XP_018436974.1	AT2G45050.1
OG0009705	XP_018441212.1	AT1G45332.1, AT2G45030.1
OG0009706	XP_018464254.1, XP_018476963.1	AT2G44730.1
OG0009707	XP_018464482.1, XP_018437178.1, XP_018437167.1	AT2G44420.2
OG0009708	XP_018439869.1, XP_018474748.1	AT2G44190.1
OG0009709	XP_018472775.1, XP_018463097.1, XP_018441686.1	AT2G44130.1
OG0009710	XP_018473177.1, XP_018440107.1	AT2G43800.1
OG0009711	XP_018441268.1, XP_018477349.1	AT2G43490.1
OG0009712	XP_018481577.1, XP_018481608.1, XP_018461148.1	AT2G43370.1
OG0009713	XP_018472888.1, XP_018485134.1	AT2G43320.1
OG0009714	XP_018472925.1	AT2G43290.1
OG0009715	XP_018477906.1, XP_018463279.1	AT2G43050.1
OG0009716	XP_018475589.1, XP_018466483.1, XP_018439966.1	AT2G43040.1
OG0009717	XP_018440471.1	AT2G42940.1
OG0009718	XP_018476972.1	AT2G42890.1
OG0009719	XP_018464424.1	AT5G46730.1
OG0009720	XP_018483391.1	AT2G42820.1
OG0009721	XP_018482780.1, XP_018478624.1, XP_018436549.1, XP_018436550.1	AT2G42570.1
OG0009722	XP_018482352.1, XP_018482775.1	AT2G42560.1
OG0009723	XP_018484080.1	AT2G42410.3
OG0009724	XP_018433046.1	AT2G42400.1
OG0009725	XP_018435062.1, XP_018484079.1	AT2G42360.1
OG0009726	XP_018484075.1, XP_018441462.1	AT2G42320.1
OG0009727	XP_018433278.1	AT2G41710.4
OG0009728	XP_018440706.1, XP_018482942.1	AT2G41820.1
OG0009729	XP_018481943.1, XP_018438181.1	AT2G41850.1
OG0009730	XP_018477900.1, XP_018439306.1	AT2G41475.1
OG0009731	XP_018486884.1	AT3G19430.2
OG0009732	XP_018456254.1, XP_018483064.1	AT5G47020.1
OG0009733	XP_018488829.1, XP_018432675.1	AT3G01120.1
OG0009734	XP_018485688.1, XP_018491348.1	AT3G02170.1
OG0009735	XP_018490816.1	AT3G02360.1
OG0009736	XP_018464033.1, XP_018492987.1	AT3G02410.1
OG0009737	XP_018492744.1, XP_018433202.1	AT3G02550.1
OG0009738	XP_018485932.1, XP_018492609.1	AT3G02600.1
OG0009739	XP_018493541.1, XP_018491798.1, XP_018491797.1	AT3G02840.1
OG0009740	XP_018434565.1, XP_018488972.1	AT3G02910.1
OG0009741	XP_018433592.1, XP_018492089.1	AT3G03140.1
OG0009742	XP_018489098.1	AT3G03200.1
OG0009743	XP_018493353.1, XP_018466903.1	AT3G03220.1
OG0009744	XP_018434907.1, XP_018487356.1	AT3G03420.1
OG0009745	XP_018487306.1, XP_018492677.1	AT3G03570.1
OG0009746	XP_018486138.1, XP_018466336.1, XP_018438964.1	AT3G03950.3
OG0009747	XP_018438968.1, XP_018489808.1	AT3G04060.1
OG0009748	XP_018491240.1	AT3G04340.1
OG0009749	XP_018493055.1	AT3G04460.2
OG0009750	XP_018490374.1	AT3G04570.1
OG0009751	XP_018433513.1	AT3G04580.1
OG0009752	XP_018486261.1, XP_018486450.1	AT3G04630.3
OG0009753	XP_018486727.1	AT3G04670.1
OG0009754	XP_018490119.1	AT3G04700.1
OG0009755	XP_018467588.1, XP_018439561.1	AT3G04730.1
OG0009756	XP_018492869.1	AT3G04910.1
OG0009757	XP_018432740.1	AT3G05000.1
OG0009758	XP_018492429.1	AT3G05070.1
OG0009759	XP_018435321.1	AT3G05155.1
OG0009760	XP_018493311.1, XP_018485487.1	AT3G05670.1
OG0009761	XP_018491645.1	AT3G06050.1
OG0009762	XP_018488738.1, XP_018487365.1	AT3G06070.1
OG0009764	XP_018437033.1, XP_018486268.1	AT3G06270.1
OG0009765	XP_018492040.1, XP_018492054.1	AT3G06290.1
OG0009766	XP_018490400.1, XP_018493517.1, XP_018488980.1	AT3G06420.1
OG0009767	XP_018485718.1	AT3G06540.1
OG0009768	XP_018490181.1, XP_018492196.1	AT3G66654.1
OG0009769	XP_018486088.1, XP_018436965.1	AT3G06790.1
OG0009770	XP_018449683.1, XP_018467853.1	AT4G26810.1
OG0009771	XP_018491720.1, XP_018489647.1	AT3G06890.1
OG0009772	XP_018437863.1, XP_018491705.1, XP_018486476.1	AT3G07070.1
OG0009773	XP_018439559.1, XP_018491119.1	AT3G07090.1
OG0009774	XP_018485586.1, XP_018438100.1, XP_018491709.1	AT3G07120.1
OG0009775	XP_018490986.1, XP_018485401.1	AT3G07195.2
OG0009776	XP_018491500.1, XP_018438906.1, XP_018441876.1	AT3G07300.3
OG0009777	XP_018437987.1, XP_018491503.1	AT3G07310.1
OG0009778	XP_018487165.1, XP_018434768.1	AT3G07350.1
OG0009779	XP_018493241.1, XP_018493244.1	AT3G07540.1
OG0009780	XP_018486346.1, XP_018485661.1	AT3G07630.1
OG0009781	XP_018434555.1, XP_018486888.1	AT3G07650.1
OG0009782	XP_018439784.1, XP_018485970.1	AT3G07770.1
OG0009783	XP_018434018.1, XP_018486315.1	AT3G07940.1
OG0009784	XP_018433964.1, XP_018486774.1	AT3G07950.1
OG0009785	XP_018490925.1, XP_018438723.1	AT3G07960.1
OG0009786	XP_018493188.1, XP_018490353.1	AT3G07970.1
OG0009787	XP_018480979.1, XP_018469300.1	AT4G27810.1
OG0009788	XP_018433365.1	AT3G08030.1
OG0009789	XP_018485411.1, XP_018489309.1	AT3G08500.1
OG0009790	XP_018486467.1	AT3G08620.1
OG0009791	XP_018437580.1, XP_018437800.1, XP_018490545.1	AT3G09020.1
OG0009792	XP_018433605.1, XP_018439327.1	AT3G09085.1
OG0009793	XP_018490492.1	AT3G09280.1
OG0009794	XP_018488304.1	AT3G09330.1, AT3G09340.1
OG0009795	XP_018489843.1, XP_018489592.1	AT3G09400.1
OG0009796	XP_018489184.1, XP_018438155.1, XP_018433628.1	AT3G09830.1
OG0009797	XP_018490184.1, XP_018462975.1, XP_018432519.1	AT3G09980.1
OG0009798	XP_018487193.1	AT3G10130.1
OG0009799	XP_018492807.1	AT3G10140.1
OG0009800	XP_018439651.1, XP_018488623.1	AT3G10350.2
OG0009801	XP_018441143.1, XP_018466053.1	AT3G10520.1
OG0009802	XP_018445460.1, XP_018445461.1	AT5G04630.1, AT3G10560.1
OG0009803	XP_018489644.1, XP_018489645.1	AT1G66245.1
OG0009804	XP_018488914.1	AT3G10680.1
OG0009805	XP_018485416.1, XP_018435212.1	AT3G10870.1
OG0009806	XP_018486736.1, XP_018434869.1, XP_018439289.1	AT3G10960.1
OG0009807	XP_018436571.1	AT3G11040.3, AT3G61010.1
OG0009808	XP_018462124.1, XP_018488624.1	AT3G11430.1
OG0009809	XP_018487280.1, XP_018462126.1, XP_018441910.1	AT3G11490.1
OG0009810	XP_018487112.1, XP_018485567.1	AT3G11890.2, AT3G11860.1
OG0009811	XP_018491967.1	AT3G11960.1
OG0009812	XP_018490808.1, XP_018462719.1, XP_018437301.1	AT3G11980.1
OG0009813	XP_018432839.1	AT3G12050.1
OG0009814	XP_018486902.1, XP_018458692.1	AT3G12150.1
OG0009815	XP_018492732.1, XP_018492731.1	AT3G12210.2
OG0009816	XP_018490425.1, XP_018491886.1, XP_018491885.1	AT3G12290.1
OG0009817	XP_018435356.1, XP_018492984.1	AT3G12360.1
OG0009818	XP_018490595.1, XP_018441391.1	AT3G12560.1
OG0009819	XP_018470879.1, XP_018468183.1, XP_018454465.1	AT4G10100.1
OG0009820	XP_018434408.1, XP_018489771.1	AT3G12710.1
OG0009821	XP_018485716.1, XP_018485955.1	AT2G07640.1, AT3G12800.1
OG0009822	XP_018435360.1, XP_018435359.1	AT3G12820.1
OG0009823	XP_018438824.1, XP_018491142.1	AT3G12980.1
OG0009824	XP_018441009.1, XP_018491539.1	AT3G13060.2
OG0009825	XP_018434186.1, XP_018489620.1	AT3G13065.1
OG0009826	XP_018432658.1, XP_018492505.1	AT3G13070.1
OG0009827	XP_018489385.1	AT3G13227.1
OG0009828	XP_018441337.1, XP_018486695.1	AT3G13235.1
OG0009829	XP_018488496.1, XP_018440122.1	AT3G13360.2
OG0009830	XP_018464235.1, XP_018490075.1	AT3G13540.1
OG0009831	XP_018490556.1, XP_018486386.1	AT3G13620.1
OG0009832	XP_018487293.1	AT3G13740.3
OG0009833	XP_018440008.1, XP_018491012.1	AT3G13750.1
OG0009834	XP_018435174.1, XP_018435191.1, XP_018463108.1	AT3G14075.1
OG0009835	XP_018434737.1, XP_018437206.1	AT3G14220.1
OG0009836	XP_018492820.1, XP_018488937.1	AT3G14240.1
OG0009837	XP_018488936.1, XP_018461343.1	AT3G14260.1
OG0009838	XP_018488935.1, XP_018440431.1	AT3G14270.1
OG0009839	XP_018444253.1, XP_018441442.1	AT5G42180.1
OG0009840	XP_018487524.1, XP_018491991.1, XP_018440600.1	AT3G14350.1
OG0009841	XP_018493026.1, XP_018464678.1	AT3G14430.1
OG0009842	XP_018485604.1, XP_018461777.1	AT3G14740.2
OG0009843	XP_018492578.1	AT3G15110.1
OG0009844	XP_018489075.1, XP_018433342.1	AT3G15115.1
OG0009845	XP_018491250.1, XP_018480869.1	AT4G26730.1, AT2G16030.1
OG0009846	XP_018490724.1, XP_018459438.1, XP_018490760.1	AT3G15260.1
OG0009847	XP_018490762.1	AT3G15270.1
OG0009848	XP_018439141.1, XP_018486941.1	AT3G15300.1
OG0009849	XP_018490786.1, XP_018466107.1	AT3G15353.1
OG0009850	XP_018493331.1	AT3G15550.1
OG0009851	XP_018493301.1, XP_018492474.1	AT3G15840.1
OG0009852	XP_018435424.1, XP_018486785.1	AT3G16130.1
OG0009853	XP_018438857.1, XP_018489144.1	AT3G16150.1
OG0009854	XP_018441773.1, XP_018485882.1	AT3G16170.1
OG0009855	XP_018489530.1, XP_018487543.1	AT3G16210.1
OG0009856	XP_018488588.1	AT3G16320.1
OG0009857	XP_018486822.1	AT3G16370.1
OG0009858	XP_018432657.1, XP_018461240.1	AT3G16850.1
OG0009859	XP_018493413.1, XP_018463462.1	AT3G16857.2
OG0009860	XP_018435145.1	AT3G17210.1
OG0009862	XP_018486132.1, XP_018488263.1, XP_018440209.1	AT3G17810.1
OG0009863	XP_018492871.1, XP_018435449.1	AT3G17900.1
OG0009864	XP_018485831.1, XP_018485590.1	AT3G18050.1
OG0009865	XP_018470666.1	AT3G49500.1
OG0009866	XP_018489173.1, XP_018439135.1	AT3G18260.1
OG0009867	XP_018438581.1, XP_018490135.1	AT3G18290.1
OG0009868	XP_018483416.1, XP_018483414.1	AT2G02370.1
OG0009869	XP_018489863.1, XP_018438585.1	AT3G18380.2
OG0009870	XP_018493074.1	AT3G18420.1
OG0009871	XP_018488554.1, XP_018488572.1	AT3G18510.1
OG0009872	XP_018463894.1, XP_018436898.1	AT3G18560.1
OG0009873	XP_018493521.1, XP_018482566.1	AT3G18620.1
OG0009874	XP_018433053.1	AT3G18660.2
OG0009875	XP_018491133.1	AT3G18790.1
OG0009876	XP_018492012.1	AT3G18960.1, AT4G01580.1
OG0009877	XP_018486659.1	AT3G19010.1
OG0009878	XP_018491406.1	AT3G19050.1
OG0009879	XP_018487584.1	AT3G19090.2
OG0009880	XP_018438446.1	AT3G19160.1
OG0009881	XP_018452017.1, XP_018441777.1	AT2G01180.3
OG0009882	XP_018437822.1, XP_018487094.1	AT3G19500.1
OG0009883	XP_018486856.1	AT3G19510.1, AT3G19530.1
OG0009884	XP_018492675.1, XP_018458846.1	AT3G19650.1
OG0009885	XP_018493598.1, XP_018458852.1	AT3G19670.1
OG0009886	XP_018466526.1, XP_018464027.1	AT3G19850.1
OG0009887	XP_018458298.1, XP_018458297.1	AT1G11800.1
OG0009888	XP_018486299.1, XP_018485830.1	AT3G19970.1
OG0009889	XP_018438472.1, XP_018490031.1, XP_018490297.1	AT3G20190.1
OG0009890	XP_018435470.1, XP_018487600.1, XP_018489819.1	AT3G20200.1
OG0009891	XP_018489155.1, XP_018488859.1, XP_018487601.1, XP_018490734.1	AT3G20260.1
OG0009892	XP_018490778.1, XP_018439953.1, XP_018439941.1	AT3G20320.1
OG0009893	XP_018486185.1	AT3G20660.1
OG0009894	XP_018486739.1, XP_018458256.1	AT3G20880.1
OG0009895	XP_018481193.1, XP_018481881.1	AT5G39220.1
OG0009896	XP_018485346.1, XP_018463493.1	AT5G38865.1
OG0009897	XP_018478184.1	AT2G24490.1
OG0009898	XP_018443137.1, XP_018459844.1	AT5G38660.2
OG0009899	XP_018477934.1, XP_018477561.1	AT5G38530.1
OG0009900	XP_018483878.1, XP_018463825.1, XP_018459887.1	AT5G38200.1
OG0009901	XP_018448621.1, XP_018467129.1	AT5G37380.1
OG0009902	XP_018485186.1	AT5G36890.1
OG0009903	XP_018483206.1	AT5G36790.1, AT5G36700.1
OG0009904	XP_018483368.1	AT5G47830.1
OG0009905	XP_018433748.1, XP_018491702.1	AT3G23430.1
OG0009906	XP_018491703.1	AT3G23410.1
OG0009907	XP_018438719.1	AT3G23130.1
OG0009908	XP_018488891.1, XP_018436816.1, XP_018436819.1	AT3G22942.1
OG0009909	XP_018441172.1	AT2G20860.1
OG0009910	XP_018493471.1	AT3G22780.1
OG0009911	XP_018486260.1, XP_018486830.1	AT3G22420.3
OG0009912	XP_018488349.1, XP_018465171.1, XP_018486485.1	AT3G22300.1
OG0009913	XP_018486567.1, XP_018437103.1	AT3G22260.2
OG0009914	XP_018435119.1, XP_018489031.1, XP_018487021.1	AT3G22070.1
OG0009915	XP_018491189.1, XP_018489515.1, XP_018486418.1	AT3G29040.1, AT3G21970.1
OG0009916	XP_018437116.1	AT3G21890.1
OG0009917	XP_018438218.1	AT3G21880.2
OG0009918	XP_018491558.1, XP_018491559.1	AT3G21820.1
OG0009919	XP_018458533.1, XP_018489512.1	AT3G21720.1
OG0009920	XP_018486157.1	AT3G21490.1
OG0009921	XP_018489296.1	AT3G21330.1
OG0009922	XP_018449745.1, XP_018468286.1	AT4G30370.1
OG0009923	XP_018446826.1, XP_018482103.1	AT4G30320.1
OG0009924	XP_018456040.1, XP_018454641.1, XP_018453065.1	AT5G51510.1
OG0009925	XP_018450298.1, XP_018482124.1	AT4G30060.1
OG0009926	XP_018472029.1, XP_018450297.1	AT4G29940.1
OG0009927	XP_018453767.1, XP_018442708.1	AT1G66330.1
OG0009928	XP_018444356.1	AT1G64970.1
OG0009929	XP_018470699.1, XP_018462715.1, XP_018446066.1	AT1G65440.1
OG0009930	XP_018464040.1	AT1G54440.2
OG0009931	XP_018444019.1, XP_018476600.1	AT5G18970.1
OG0009932	XP_018465276.1, XP_018475374.1	AT5G18910.1
OG0009933	XP_018461281.1, XP_018457730.1	AT5G30510.1
OG0009934	XP_018478492.1, XP_018454324.1	AT5G28750.1
OG0009935	XP_018464918.1, XP_018477740.1	AT5G28770.2
OG0009936	XP_018452515.1	AT5G28830.1
OG0009937	XP_018454781.1, XP_018484877.1	AT5G48970.1
OG0009938	XP_018433281.1	AT5G48960.1
OG0009939	XP_018459263.1, XP_018474668.1	AT5G50340.1
OG0009940	XP_018433927.1	AT3G52190.1
OG0009941	XP_018461675.1, XP_018458902.1	AT3G52115.1
OG0009942	XP_018482789.1, XP_018433563.1	AT3G52100.1
OG0009943	XP_018483172.1, XP_018440317.1	AT3G52060.1
OG0009944	XP_018477721.1, XP_018442022.1	AT3G51895.2
OG0009945	XP_018468737.1, XP_018463826.1	AT3G51490.2
OG0009946	XP_018437928.1	AT3G51380.1
OG0009947	XP_018434569.1, XP_018478309.1, XP_018471826.1	AT3G51280.1
OG0009948	XP_018437854.1, XP_018481095.1	AT3G51220.1
OG0009949	XP_018486752.1, XP_018433689.1	AT1G02145.3
OG0009950	XP_018490665.1	AT1G02080.1
OG0009951	XP_018489258.1, XP_018439145.1	AT1G02065.1
OG0009952	XP_018492644.1	AT1G02020.1
OG0009953	XP_018485851.1, XP_018436371.1	AT1G01650.1
OG0009954	XP_018489689.1, XP_018488634.1	AT1G01580.2
OG0009955	XP_018458913.1	AT4G31500.1
OG0009956	XP_018489466.1, XP_018433008.1	AT1G01310.1
OG0009957	XP_018467237.1, XP_018489012.1	AT1G01250.1
OG0009958	XP_018486716.1	AT1G01190.2
OG0009959	XP_018432765.1, XP_018492711.1	AT1G01120.1
OG0009960	XP_018490458.1	AT1G01060.1
OG0009961	XP_018468351.1	AT1G02400.1
OG0009962	XP_018489052.1, XP_018443120.1	AT1G02460.1
OG0009963	XP_018462080.1, XP_018486506.1	AT1G02740.1
OG0009964	XP_018486522.1, XP_018463860.1	AT1G02750.1
OG0009965	XP_018470147.1, XP_018487162.1	AT1G02816.1
OG0009966	XP_018486935.1, XP_018466088.1	AT1G03010.1
OG0009967	XP_018485380.1	AT1G03020.1
OG0009968	XP_018490842.1, XP_018433553.1	AT1G03080.1
OG0009970	XP_018451349.1	AT1G03190.1
OG0009971	XP_018479553.1, XP_018470395.1	AT1G03470.1
OG0009972	XP_018490500.1	AT1G03530.1
OG0009973	XP_018478466.1	AT1G03620.12
OG0009974	XP_018447342.1, XP_018477724.1	AT1G03630.1
OG0009975	XP_018490519.1, XP_018447905.1	AT1G03840.1
OG0009976	XP_018490381.1, XP_018490380.1, XP_018490273.1	AT1G03890.1
OG0009977	XP_018449724.1, XP_018447308.1, XP_018449285.1, XP_018448178.1	AT1G03950.1
OG0009978	XP_018451881.1, XP_018466522.1	AT1G04000.1
OG0009979	XP_018479593.1, XP_018447750.1	AT1G04310.1
OG0009980	XP_018487915.1, XP_018461435.1	AT1G04500.1
OG0009981	XP_018489866.1, XP_018471106.1	AT1G04540.1
OG0009982	XP_018435553.1, XP_018447574.1	AT1G04650.1
OG0009983	XP_018489196.1, XP_018487403.1	AT1G04670.1
OG0009984	XP_018489646.1	AT1G04700.1
OG0009985	XP_018450935.1, XP_018490781.1	AT1G04780.1
OG0009986	XP_018465447.1, XP_018435970.1	AT1G04790.1
OG0009987	XP_018492522.1, XP_018440511.1	AT1G05200.1
OG0009988	XP_018492525.1	AT1G05205.1
OG0009989	XP_018489254.1, XP_018483990.1	AT1G05420.2
OG0009990	XP_018490171.1, XP_018435791.1	AT1G05450.2
OG0009991	XP_018442035.1	AT1G05500.1
OG0009992	XP_018463015.1, XP_018487864.1	AT1G05577.1
OG0009993	XP_018449707.1, XP_018486355.1	AT1G06010.1
OG0009994	XP_018451540.1	AT1G06060.1
OG0009995	XP_018461807.1, XP_018435582.1, XP_018447158.1	AT1G06250.1
OG0009996	XP_018449852.1, XP_018490366.1	AT1G06280.1
OG0009997	XP_018486997.1, XP_018487013.1	AT1G06380.1
OG0009998	XP_018472716.1	AT1G06530.1
OG0010000	XP_018451141.1, XP_018472588.1	AT1G06660.1
OG0010001	XP_018492569.1, XP_018492557.1	AT1G07260.1
OG0010002	XP_018487337.1, XP_018487333.1, XP_018467352.1, XP_018490395.1	AT1G07430.1
OG0010003	XP_018450570.1, XP_018470159.1	AT1G07620.2
OG0010004	XP_018480040.1, XP_018489427.1	AT1G07980.1
OG0010005	XP_018491719.1, XP_018471672.1, XP_018448201.1	AT1G08030.1
OG0010006	XP_018471729.1, XP_018471706.1, XP_018461842.1, XP_018490103.1	AT1G08135.1
OG0010007	XP_018447169.1	AT1G08220.1
OG0010008	XP_018462878.1, XP_018490143.1	AT1G08320.1
OG0010009	XP_018481738.1, XP_018466384.1	AT1G08340.1
OG0010010	XP_018447162.1, XP_018491497.1	AT1G08450.1
OG0010011	XP_018489785.1, XP_018449614.1	AT1G08500.1
OG0010012	XP_018491799.1, XP_018493424.1	AT1G08570.1
OG0010013	XP_018481414.1, XP_018493425.1	AT1G08580.1
OG0010014	XP_018433339.1, XP_018451127.1	AT1G08620.3
OG0010015	XP_018436089.1	AT1G27300.1
OG0010016	XP_018485926.1	AT1G08660.1
OG0010017	XP_018492409.1, XP_018440625.1	AT1G08700.1
OG0010018	XP_018433657.1	AT1G08780.1
OG0010019	XP_018446415.1	AT1G65420.1
OG0010020	XP_018435956.1	AT1G08830.1
OG0010021	XP_018435944.1, XP_018486799.1	AT1G08845.2
OG0010022	XP_018451336.1, XP_018466081.1	AT1G09060.3
OG0010023	XP_018438380.1	AT3G03776.2
OG0010024	XP_018489014.1, XP_018485729.1	AT1G09320.1
OG0010025	XP_018461997.1, XP_018467268.1	AT1G09370.1
OG0010026	XP_018457322.1	AT1G09410.1, AT1G56690.1
OG0010027	XP_018443444.1, XP_018485406.1	AT1G09530.1
OG0010028	XP_018449721.1, XP_018481404.1	AT1G09540.1
OG0010029	XP_018441129.1, XP_018437595.1	AT1G10500.1
OG0010030	XP_018437515.1, XP_018433518.1	AT1G10650.1
OG0010031	XP_018438114.1, XP_018481536.1, XP_018437535.1	AT1G10657.1
OG0010032	XP_018437525.1, XP_018467759.1, XP_018442073.1	AT1G10660.1
OG0010033	XP_018435082.1, XP_018487085.1	AT1G10740.1
OG0010034	XP_018491981.1, XP_018440005.1	AT1G10760.1
OG0010035	XP_018438545.1, XP_018436272.1, XP_018436271.1	AT1G10875.1
OG0010036	XP_018432997.1	AT1G10890.1
OG0010037	XP_018439743.1	AT4G15950.1
OG0010038	XP_018462299.1, XP_018480817.1	AT1G11125.1
OG0010039	XP_018490857.1, XP_018490854.1	AT1G11160.1
OG0010040	XP_018485592.1, XP_018435134.1	AT1G11390.1
OG0010041	XP_018448149.1, XP_018435144.1	AT1G11400.1
OG0010042	XP_018463326.1, XP_018465991.1, XP_018458287.1	AT1G11530.1
OG0010043	XP_018449631.1	AT5G28237.1
OG0010044	XP_018456877.1	AT1G61850.2
OG0010045	XP_018451317.1	AT1G11720.2
OG0010046	XP_018458290.1, XP_018458288.1, XP_018449102.1	AT1G11820.2
OG0010047	XP_018449116.1, XP_018472128.1	AT1G11840.6
OG0010048	XP_018449672.1, XP_018449115.1, XP_018462886.1, XP_018482232.1	AT1G11915.1
OG0010049	XP_018487114.1, XP_018449528.1	AT1G12150.1
OG0010050	XP_018493562.1, XP_018480039.1	AT1G12360.1
OG0010051	XP_018449547.1, XP_018449553.1	AT1G12940.1, AT4G14358.1
OG0010052	XP_018489120.1, XP_018489384.1	AT1G12980.1
OG0010053	XP_018441579.1	AT1G13020.1
OG0010054	XP_018447873.1, XP_018447874.1	AT1G13270.1
OG0010055	XP_018450416.1, XP_018450413.1, XP_018450417.1	AT1G13340.1
OG0010056	XP_018470098.1, XP_018440583.1	AT1G13740.1
OG0010057	XP_018434354.1	AT1G13870.1
OG0010058	XP_018438255.1, XP_018451085.1	AT1G14060.1
OG0010059	XP_018433228.1	AT1G13940.1
OG0010060	XP_018442097.1, XP_018433842.1	AT1G14200.1
OG0010061	XP_018449838.1, XP_018449913.1	AT1G14220.1
OG0010062	XP_018468787.1, XP_018449353.1, XP_018449350.1	AT1G14270.1
OG0010063	XP_018467946.1, XP_018477875.1	AT2G26430.1
OG0010064	XP_018436897.1, XP_018435307.1, XP_018483526.1	AT1G14630.1
OG0010065	XP_018441596.1, XP_018491103.1	AT1G14970.1
OG0010066	XP_018491126.1, XP_018441597.1	AT1G14990.2
OG0010067	XP_018472427.1, XP_018447860.1	AT1G15010.1
OG0010068	XP_018437549.1, XP_018492097.1	AT1G15040.1
OG0010069	XP_018479785.1, XP_018472471.1	AT1G15240.2
OG0010070	XP_018448239.1, XP_018440558.1	AT1G15415.1
OG0010071	XP_018438957.1, XP_018451694.1	AT1G15440.1
OG0010072	XP_018438498.1, XP_018479445.1	AT1G15550.1
OG0010073	XP_018469716.1, XP_018439370.1	AT1G15670.1
OG0010074	XP_018438760.1, XP_018447314.1	AT1G15970.1
OG0010075	XP_018438764.1, XP_018487545.1	AT1G16022.1
OG0010076	XP_018433469.1, XP_018449266.1	AT1G16330.1
OG0010077	XP_018458476.1, XP_018470462.1	AT1G16370.1
OG0010078	XP_018449559.1	AT1G16390.1
