Orthogroup	Raphanus_sativus	Capsella_rubella
OG0010353	XP_018491900.1	XP_006297566.2
OG0010356	XP_018438610.1, XP_018475535.1	XP_023640979.1
OG0010360	XP_018455644.1	XP_023644293.1
OG0010361	XP_018447693.1, XP_018448121.1, XP_018456741.1	XP_006302712.1
OG0010362	XP_018468173.1, XP_018456034.1, XP_018456031.1	XP_023643675.1
OG0010363	XP_018440382.1, XP_018493440.1, XP_018487444.1	XP_006296980.1
OG0010364	XP_018435357.1	XP_006296626.1
OG0010365	XP_018489252.1, XP_018459549.1, XP_018435380.1	XP_006298859.1
OG0010368	XP_018438873.1, XP_018438867.1, XP_018484541.1	XP_006294964.1
OG0010369	XP_018439594.1, XP_018480725.1, XP_018480720.1	XP_006295215.1
OG0010371	XP_018433686.1, XP_018477768.1	XP_006294856.1
OG0010372	XP_018480972.1, XP_018437180.1	XP_006293367.1
OG0010374	XP_018435138.1, XP_018483630.1	XP_006293772.2
OG0010376	XP_018466020.1, XP_018481237.1, XP_018478625.1	XP_023640161.1
OG0010377	XP_018475331.1, XP_018475168.1, XP_018481558.1	XP_006294959.1
OG0010378	XP_018482273.1, XP_018484982.1	XP_006295897.1
OG0010380	XP_018472745.1, XP_018478643.1, XP_018479140.1	XP_023640780.1
OG0010381	XP_018444784.1, XP_018470426.1	XP_023639685.1
OG0010382	XP_018459536.1, XP_018481829.1, XP_018455141.1	XP_006292014.2
OG0010383	XP_018434716.1, XP_018483331.1, XP_018463593.1	XP_006291959.1
OG0010384	XP_018454714.1, XP_018437931.1	XP_006293022.1
OG0010385	XP_018481635.1, XP_018455989.1	XP_006291154.1
OG0010386	XP_018432855.1, XP_018440374.1	XP_006292435.1
OG0010387	XP_018479276.1, XP_018470232.1	XP_006291079.1
OG0010388	XP_018455667.1, XP_018490298.1	XP_006293276.2
OG0010389	XP_018484418.1	XP_006291780.1
OG0010390	XP_018473716.1, XP_018473717.1	XP_023637117.1
OG0010391	XP_018444895.1	XP_006290040.1
OG0010392	XP_018437190.1, XP_018440043.1, XP_018452851.1, XP_018461278.1	XP_006287842.1
OG0010393	XP_018468384.1, XP_018468376.1	XP_006286458.1, XP_006286454.1, XP_006287119.2, XP_023636580.1
OG0010394	XP_018482488.1, XP_018460085.1, XP_018482426.1, XP_018482485.1, XP_018460083.1, XP_018460084.1	XP_023635569.1, XP_006282509.1
OG0010395	XP_018484459.1, XP_018484323.1, XP_018470638.1	XP_023634091.1
OG0010396	XP_018485299.1, XP_018485306.1, XP_018472336.1	XP_006284025.1
OG0010397	XP_018469829.1	XP_023633810.1, XP_023634928.1
OG0010399	XP_018437375.1	XP_006285958.2
OG0010400	XP_018480316.1	XP_006285661.1
OG0010401	XP_018482541.1, XP_018469931.1	XP_006285756.1
OG0010402	XP_018451004.1, XP_018484121.1	XP_006283452.1
OG0010405	XP_018444585.1, XP_018481356.1, XP_018482164.1	XP_006282952.1
OG0010406	XP_018443183.1, XP_018453079.1	XP_006284079.1
OG0010407	XP_018480696.1, XP_018454159.1	XP_006281025.1
OG0010408	XP_018436802.1	XP_006281988.1
OG0010410	XP_018480421.1, XP_018454929.1	XP_006281072.1
OG0010411	XP_018435635.1, XP_018435636.1, XP_018462133.1, XP_018478355.1	XP_023633365.1
OG0010412	XP_018454841.1, XP_018467577.1	XP_006280725.1
OG0010413	XP_018461569.1, XP_018461025.1, XP_018462045.1	XP_006281844.1
OG0010414	XP_018452737.1, XP_018451971.1	XP_006280628.1
OG0010415	XP_018452388.1	XP_006281628.1
OG0010416	XP_018457492.1	XP_006280138.1
OG0010417	XP_018471877.1, XP_018457781.1, XP_018455781.1	XP_023638211.1
OG0010419	XP_018434892.1, XP_018437265.1, XP_018452382.1	XP_023643146.1, XP_023640825.1
OG0010421	XP_018480682.1	XP_006295379.1
OG0010422	XP_018449837.1, XP_018485551.1, XP_018490142.1	XP_006304739.2
OG0010423	XP_018468844.1, XP_018464246.1	XP_023644353.1
OG0010424	XP_018463562.1, XP_018467802.1	XP_023635370.1
OG0010426	XP_018480973.1, XP_018437022.1	XP_006291898.1
OG0010437	XP_018484553.1, XP_018484551.1	XP_023634724.1
OG0010438	XP_018445242.1, XP_018480487.1	XP_006282454.1
OG0010439	XP_018462809.1, XP_018449521.1	XP_006284413.1
OG0010440	XP_018461850.1, XP_018480495.1	XP_006283996.1
OG0010441	XP_018471656.1, XP_018471655.1	XP_006282769.1
OG0010442	XP_018485245.1, XP_018463836.1	XP_023635389.1
OG0010443	XP_018485205.1	XP_006294868.1
OG0010444	XP_018471727.1	XP_006283533.1
OG0010445	XP_018491444.1, XP_018465907.1, XP_018440642.1	XP_023638461.1
OG0010446	XP_018471575.1	XP_006290899.1
OG0010447	XP_018446104.1, XP_018445898.1	XP_006291189.1
OG0010448	XP_018458319.1	XP_006290545.1
OG0010449	XP_018440765.1	XP_006291299.1
OG0010450	XP_018437757.1, XP_018437751.1, XP_018458125.1	XP_006293069.1
OG0010451	XP_018439977.1, XP_018458791.1	XP_023638264.1
OG0010452	XP_018458316.1	XP_023639170.1
OG0010453	XP_018488785.1, XP_018440404.1	XP_023638007.1
OG0010454	XP_018441330.1	XP_023638294.1
OG0010455	XP_018433149.1	XP_006291506.1
OG0010456	XP_018434521.1, XP_018484363.1	XP_006292801.1
OG0010457	XP_018483930.1	XP_006290522.1
OG0010459	XP_018477908.1, XP_018462554.1	XP_006285613.1
OG0010460	XP_018478500.1	XP_006284798.1
OG0010461	XP_018472704.1, XP_018442267.1	XP_006287398.1
OG0010462	XP_018474625.1	XP_006288731.2
OG0010463	XP_018476829.1	XP_023636846.1
OG0010464	XP_018472062.1, XP_018472061.1	XP_006286681.1
OG0010465	XP_018445549.1, XP_018468710.1	XP_006287303.1
OG0010466	XP_018442110.1, XP_018459140.1	XP_006289966.1
OG0010467	XP_018472107.1	XP_006288298.1
OG0010468	XP_018466659.1, XP_018469291.1	XP_006289937.1
OG0010469	XP_018444305.1	XP_006289224.1
OG0010470	XP_018486401.1	XP_006305908.1
OG0010471	XP_018443844.1, XP_018443843.1	XP_006287176.2
OG0010472	XP_018476027.1	XP_023637405.1
OG0010473	XP_018476526.1	XP_023636270.1
OG0010474	XP_018444666.1, XP_018476527.1	XP_006287232.1
OG0010475	XP_018466740.1	XP_006288706.1
OG0010476	XP_018467882.1	XP_006287146.2
OG0010477	XP_018448322.1, XP_018462578.1, XP_018462580.1	XP_023636406.1
OG0010478	XP_018446844.1, XP_018446872.1	XP_006286611.1, XP_006279211.1
OG0010479	XP_018462901.1, XP_018472697.1	XP_006295921.2
OG0010480	XP_018470892.1	XP_006287005.1
OG0010481	XP_018470893.1	XP_006289177.1
OG0010482	XP_018444854.1	XP_023636959.1
OG0010483	XP_018443546.1	XP_023637724.1
OG0010485	XP_018444160.1	XP_006288442.1
OG0010486	XP_018442750.1, XP_018472475.1	XP_006287978.1
OG0010487	XP_018472628.1, XP_018472774.1	XP_006287862.1
OG0010488	XP_018477632.1	XP_006283161.1
OG0010489	XP_018466353.1, XP_018473684.1, XP_018473682.1	XP_006292935.1
OG0010490	XP_018444897.1, XP_018444630.1, XP_018469503.1	XP_023637719.1
OG0010491	XP_018472545.1	XP_006288432.1
OG0010492	XP_018477019.1	XP_006287629.1
OG0010493	XP_018475142.1, XP_018444335.1	XP_023636657.1
OG0010494	XP_018476673.1	XP_023637169.1
OG0010495	XP_018470375.1, XP_018476674.1	XP_006287537.1
OG0010496	XP_018445422.1	XP_006287291.1
OG0010497	XP_018476273.1	XP_006287758.1
OG0010498	XP_018447845.1, XP_018447968.1	XP_023637713.1
OG0010499	XP_018442268.1	XP_006288880.1
OG0010500	XP_018472323.1, XP_018445536.1	XP_023637499.1
OG0010501	XP_018444569.1, XP_018444532.1	XP_006290068.2
OG0010502	XP_018456293.1, XP_018456126.1	XP_023644341.1
OG0010503	XP_018470498.1	XP_006286367.1
OG0010504	XP_018443435.1	XP_006281574.1
OG0010505	XP_018473111.1, XP_018472252.1	XP_006287316.1
OG0010506	XP_018474866.1, XP_018446645.1	XP_006288920.1
OG0010507	XP_018446891.1	XP_023636610.1
OG0010508	XP_018445013.1	XP_006287082.2
OG0010509	XP_018462093.1, XP_018474318.1, XP_018467578.1	XP_006289727.1
OG0010510	XP_018471489.1	XP_006290206.1
OG0010511	XP_018472110.1	XP_023636303.1
OG0010512	XP_018454880.1	XP_006289615.1
OG0010513	XP_018491937.1	XP_006287007.1
OG0010514	XP_018446776.1	XP_006288109.1
OG0010515	XP_018468413.1	XP_006288722.1
OG0010516	XP_018474470.1, XP_018446975.1	XP_006286536.1
OG0010517	XP_018445275.1	XP_006287517.1
OG0010518	XP_018453158.1	XP_006287216.2
OG0010519	XP_018446599.1	XP_006288266.1
OG0010520	XP_018446626.1	XP_006287980.1
OG0010521	XP_018445622.1	XP_023636341.1
OG0010522	XP_018474715.1	XP_023636599.1
OG0010523	XP_018445201.1	XP_006287029.1
OG0010524	XP_018469448.1, XP_018443360.1	XP_006290209.2
OG0010525	XP_018475989.1, XP_018471159.1	XP_006297121.1
OG0010526	XP_018475995.1, XP_018442520.1	XP_006289146.1
OG0010527	XP_018442759.1	XP_006286476.1
OG0010528	XP_018443985.1	XP_006288444.1
OG0010529	XP_018488633.1	XP_006299002.1
OG0010530	XP_018486827.1	XP_006296587.2, XP_006279193.2
OG0010531	XP_018474514.1	XP_023637484.1
OG0010532	XP_018446307.1	XP_006286937.1
OG0010533	XP_018471190.1	XP_006287409.1
OG0010534	XP_018474526.1	XP_023636012.1
OG0010535	XP_018474524.1	XP_023636010.1
OG0010536	XP_018473255.1, XP_018459317.1, XP_018459205.1	XP_006288987.2
OG0010537	XP_018468184.1, XP_018468179.1	XP_006288943.1
OG0010538	XP_018468287.1, XP_018443352.1	XP_006287698.1
OG0010539	XP_018474774.1, XP_018475659.1	XP_006289670.1
OG0010540	XP_018476736.1	XP_006287839.1
OG0010541	XP_018456566.1	XP_006287389.1
OG0010542	XP_018452251.1, XP_018452218.1	XP_006290007.1
OG0010543	XP_018457826.1	XP_006289846.2
OG0010544	XP_018457828.1, XP_018466930.1	XP_006288323.1
OG0010545	XP_018457830.1, XP_018467227.1, XP_018466931.1	XP_006288764.1
OG0010546	XP_018476118.1, XP_018472813.1	XP_006287352.1
OG0010547	XP_018456770.1	XP_006288328.1
OG0010548	XP_018452829.1	XP_006288394.1
OG0010549	XP_018472014.1, XP_018471977.1	XP_006283769.1
OG0010550	XP_018470852.1	XP_006282460.1
OG0010551	XP_018435680.1	XP_006296441.2, XP_006295879.2, XP_023640283.1
OG0010552	XP_018484845.1, XP_018435480.1	XP_006283098.1
OG0010553	XP_018436254.1	XP_006299197.1
OG0010554	XP_018456570.1, XP_018454965.1	XP_006294946.1
OG0010555	XP_018474989.1	XP_006295066.1
OG0010556	XP_018482472.1	XP_023640973.1
OG0010557	XP_018482603.1, XP_018477699.1	XP_006294697.1
OG0010558	XP_018436557.1	XP_006296128.1
OG0010559	XP_018478697.1	XP_006294149.1
OG0010560	XP_018436262.1	XP_023639993.1
OG0010561	XP_018434136.1	XP_006295016.1
OG0010562	XP_018437925.1, XP_018483665.1	XP_023640567.1
OG0010563	XP_018439142.1	XP_023639937.1
OG0010564	XP_018439989.1	XP_006294310.2
OG0010565	XP_018465534.1, XP_018478629.1	XP_006293709.1
OG0010566	XP_018438391.1, XP_018441830.1	XP_006293437.2
OG0010567	XP_018480571.1, XP_018473477.1	XP_006294914.1
OG0010568	XP_018436859.1	XP_006295178.1
OG0010569	XP_018475451.1	XP_006295110.1
OG0010570	XP_018439611.1	XP_006293680.1
OG0010571	XP_018441750.1	XP_006294130.1
OG0010572	XP_018440850.1	XP_006294331.1
OG0010573	XP_018475325.1, XP_018482241.1	XP_023640977.1
OG0010574	XP_018436293.1	XP_023640721.1
OG0010575	XP_018478969.1, XP_018437491.1	XP_006296395.1
OG0010576	XP_018477701.1	XP_006295754.1
OG0010577	XP_018436300.1	XP_023640921.1
OG0010578	XP_018440081.1, XP_018436284.1	XP_006296398.2
OG0010579	XP_018485007.1	XP_006294392.2
OG0010580	XP_018442030.1, XP_018442029.1	XP_006295186.1
OG0010581	XP_018481763.1	XP_006294262.2
OG0010582	XP_018473017.1	XP_023639924.1
OG0010583	XP_018433643.1	XP_006295163.1
OG0010584	XP_018483214.1, XP_018476739.1	XP_023639990.1
OG0010585	XP_018436318.1	XP_006295439.1
OG0010586	XP_018473068.1, XP_018473080.1	XP_006296168.2
OG0010587	XP_018439633.1	XP_006294714.1
OG0010588	XP_018485641.1	XP_006294860.2
OG0010589	XP_018434266.1	XP_006294769.1
OG0010590	XP_018440716.1	XP_006293810.1
OG0010591	XP_018485126.1	XP_023639720.1
OG0010592	XP_018476694.1, XP_018440324.1	XP_006293634.1
OG0010593	XP_018436321.1	XP_006295421.1
OG0010594	XP_018476729.1	XP_023639631.1
OG0010595	XP_018482053.1, XP_018475221.1	XP_006296512.1
OG0010596	XP_018441855.1	XP_023640041.1
OG0010597	XP_018484169.1, XP_018478782.1	XP_006293986.1
OG0010598	XP_018434265.1, XP_018486835.1, XP_018464783.1, XP_018478655.1	XP_006294883.2
OG0010599	XP_018434056.1	XP_023633325.1
OG0010601	XP_018478454.1, XP_018477380.1	XP_006280398.1
OG0010602	XP_018457126.1	XP_006279983.1
OG0010603	XP_018463583.1, XP_018455812.1	XP_006281737.1
OG0010604	XP_018455760.1, XP_018473520.1	XP_006287141.1
OG0010605	XP_018455358.1, XP_018463082.1	XP_006288774.2
OG0010606	XP_018452772.1	XP_006288534.1
OG0010607	XP_018456432.1	XP_023633490.1, XP_006286979.1
OG0010608	XP_018452189.1, XP_018490302.1	XP_006287333.1
OG0010609	XP_018450867.1	XP_023645181.1
OG0010610	XP_018493603.1, XP_018447338.1	XP_006304132.1
OG0010611	XP_018447762.1	XP_006304116.1
OG0010612	XP_018485647.1	XP_006307540.1
OG0010613	XP_018451927.1	XP_006305392.1
OG0010614	XP_018486356.1, XP_018447499.1, XP_018461039.1	XP_023645436.1
OG0010615	XP_018447468.1	XP_006303253.1
OG0010616	XP_018463588.1, XP_018481615.1	XP_006307190.1
OG0010617	XP_018461862.1, XP_018437347.1	XP_006305796.1
OG0010618	XP_018450474.1, XP_018450475.1, XP_018447211.1	XP_006303715.1
OG0010619	XP_018458762.1	XP_023646001.1
OG0010620	XP_018451805.1	XP_006304922.1
OG0010621	XP_018464454.1	XP_023632909.1
OG0010623	XP_018451055.1	XP_006307132.1
OG0010624	XP_018463617.1	XP_006304076.1
OG0010625	XP_018451812.1	XP_006303619.1
OG0010626	XP_018434032.1	XP_006303170.1
OG0010627	XP_018464222.1	XP_006307061.1
OG0010628	XP_018447417.1, XP_018458087.1	XP_006305401.2
OG0010629	XP_018451673.1, XP_018462751.1, XP_018481864.1	XP_006304276.2
OG0010630	XP_018489748.1, XP_018485390.1	XP_006304331.1
OG0010631	XP_018469638.1	XP_006304825.1
OG0010632	XP_018488629.1	XP_006303548.1
OG0010634	XP_018485153.1	XP_006283481.1
OG0010636	XP_018489861.1, XP_018458993.1	XP_006304042.1
OG0010637	XP_018458970.1	XP_006307462.2
OG0010638	XP_018458971.1	XP_006305190.1
OG0010639	XP_018485691.1	XP_006304027.1
OG0010640	XP_018492634.1, XP_018490848.1	XP_023633193.1
OG0010641	XP_018447583.1	XP_006305246.1
OG0010642	XP_018449831.1, XP_018449810.1	XP_006306542.1
OG0010643	XP_018485667.1	XP_006303926.1
OG0010644	XP_018492696.1, XP_018438129.1	XP_006307042.1
OG0010645	XP_018432813.1	XP_006307062.1
OG0010646	XP_018486593.1	XP_006303381.1
OG0010647	XP_018435037.1	XP_023632929.1
OG0010648	XP_018459294.1	XP_006307621.1
OG0010649	XP_018436497.1, XP_018485969.1	XP_006305028.1
OG0010650	XP_018486101.1	XP_006304564.1
OG0010651	XP_018448651.1	XP_006306402.1
OG0010652	XP_018469541.1, XP_018489347.1	XP_006304295.1
OG0010653	XP_018489249.1	XP_006305626.1
OG0010655	XP_018440271.1, XP_018483250.1	XP_006291104.1
OG0010656	XP_018437008.1, XP_018461631.1	XP_006291006.1
OG0010657	XP_018437567.1	XP_006294528.1
OG0010658	XP_018433293.1, XP_018481143.1	XP_006291657.2
OG0010659	XP_018456339.1	XP_006290321.1
OG0010660	XP_018478326.1	XP_006291183.1
OG0010661	XP_018459864.1	XP_006280658.1
OG0010663	XP_018441159.1, XP_018459868.1	XP_023637062.1
OG0010664	XP_018434422.1	XP_006279753.1
OG0010665	XP_018440049.1, XP_018462264.1	XP_006281717.1
OG0010666	XP_018439806.1, XP_018466189.1	XP_006281049.1
OG0010667	XP_018434325.1, XP_018457748.1	XP_006279808.1
OG0010668	XP_018440920.1, XP_018440919.1	XP_006280127.1
OG0010669	XP_018452223.1, XP_018438954.1, XP_018438952.1	XP_006281625.1
OG0010670	XP_018439243.1, XP_018441340.1	XP_006280202.1
OG0010671	XP_018452679.1	XP_023633483.1
OG0010672	XP_018491148.1	XP_006282183.1
OG0010673	XP_018464298.1, XP_018454753.1	XP_006288529.1
OG0010674	XP_018457013.1	XP_006280916.2
OG0010676	XP_018488562.1, XP_018488573.1	XP_006279667.1
OG0010677	XP_018492913.1	XP_006279648.1
OG0010678	XP_018448276.1	XP_023644316.1
OG0010679	XP_018492136.1, XP_018488454.1	XP_006280144.2
OG0010680	XP_018492461.1	XP_006281202.1
OG0010681	XP_018439352.1	XP_006281347.1
OG0010682	XP_018437668.1, XP_018489494.1	XP_006281397.1
OG0010683	XP_018455807.1, XP_018490512.1	XP_006281935.1
OG0010684	XP_018492867.1	XP_006280417.1
OG0010685	XP_018492656.1, XP_018452134.1	XP_006282150.1
OG0010686	XP_018457332.1	XP_006280257.1
OG0010688	XP_018489867.1	XP_006281242.1
OG0010689	XP_018439958.1, XP_018488478.1	XP_006281931.1
OG0010690	XP_018492756.1	XP_023636364.1
OG0010691	XP_018452339.1	XP_023637913.1
OG0010692	XP_018491028.1	XP_006280564.1
OG0010693	XP_018491026.1	XP_006280065.1
OG0010694	XP_018485532.1, XP_018440987.1	XP_006279576.1
OG0010695	XP_018453359.1	XP_006281225.1
OG0010696	XP_018486385.1, XP_018452840.1	XP_006280996.1
OG0010697	XP_018458768.1, XP_018480841.1	XP_006285513.1
OG0010698	XP_018486343.1, XP_018452209.1	XP_006280999.1
OG0010699	XP_018453181.1	XP_006280920.1
OG0010700	XP_018492001.1, XP_018492000.1	XP_006279602.2
OG0010701	XP_018490336.1	XP_006282202.1
OG0010702	XP_018461083.1	XP_006282196.1
OG0010703	XP_018463142.1, XP_018452755.1	XP_006280873.1
OG0010704	XP_018461294.1, XP_018481581.1	XP_006281993.1
OG0010705	XP_018465183.1, XP_018456829.1	XP_023635270.1
OG0010706	XP_018463946.1, XP_018478709.1	XP_006280544.1
OG0010707	XP_018482857.1, XP_018485344.1	XP_006287889.1
OG0010708	XP_018437111.1	XP_023636568.1
OG0010709	XP_018485343.1, XP_018482856.1, XP_018474862.1	XP_006286752.1
OG0010711	XP_018453326.1, XP_018485068.1	XP_006287340.1
OG0010712	XP_018464961.1	XP_006287292.1
OG0010713	XP_018442841.1	XP_006287676.1
OG0010714	XP_018484022.1	XP_006286847.1
OG0010715	XP_018460749.1, XP_018461454.1	XP_006289265.1
OG0010716	XP_018452094.1	XP_006287257.1
OG0010717	XP_018458679.1, XP_018481486.1, XP_018462232.1	XP_023637297.1
OG0010718	XP_018482335.1, XP_018482331.1	XP_006289578.1
OG0010719	XP_018463834.1, XP_018478534.1, XP_018478528.1	XP_006286396.1
OG0010720	XP_018439164.1	XP_023637562.1
OG0010721	XP_018452538.1, XP_018484422.1	XP_006289195.1
OG0010722	XP_018477615.1, XP_018441339.1	XP_006288115.1
OG0010723	XP_018437502.1, XP_018481691.1	XP_006289014.1
OG0010724	XP_018482678.1	XP_006287790.2
OG0010725	XP_018481223.1	XP_006289462.1
OG0010726	XP_018437833.1	XP_006289060.1
OG0010727	XP_018478279.1	XP_006287849.1
OG0010728	XP_018457402.1	XP_006287097.1
OG0010729	XP_018465788.1, XP_018491792.1	XP_006297824.1
OG0010730	XP_018454593.1, XP_018480748.1	XP_006288766.1
OG0010731	XP_018482922.1, XP_018462110.1	XP_023636409.1
OG0010732	XP_018470485.1	XP_006289198.1
OG0010733	XP_018476651.1	XP_006288340.1
OG0010734	XP_018473130.1	XP_006288539.2
OG0010735	XP_018458749.1	XP_023635768.1
OG0010736	XP_018469064.1, XP_018468611.1, XP_018446723.1	XP_006289358.1
OG0010737	XP_018475603.1, XP_018450936.1	XP_006286497.1
OG0010738	XP_018458682.1, XP_018475602.1	XP_006288411.2
OG0010739	XP_018475601.1, XP_018471597.1	XP_006287773.1
OG0010740	XP_018475749.1, XP_018475748.1	XP_006288642.1
OG0010741	XP_018476773.1, XP_018476784.1, XP_018476771.1	XP_006286416.1
OG0010742	XP_018443857.1, XP_018443859.1	XP_023636188.1
OG0010743	XP_018446546.1, XP_018446378.1	XP_006289532.1
OG0010744	XP_018444844.1	XP_006290165.1
OG0010745	XP_018445241.1	XP_023636474.1
OG0010746	XP_018470596.1, XP_018467872.1	XP_023636167.1
OG0010747	XP_018443816.1	XP_006287375.1, XP_006289913.1
OG0010748	XP_018444105.1, XP_018444108.1	XP_006286444.1
OG0010749	XP_018453795.1, XP_018444109.1	XP_006287493.1
OG0010750	XP_018476486.1	XP_023636446.1
OG0010751	XP_018469710.1	XP_006288274.1
OG0010752	XP_018470788.1, XP_018474263.1	XP_023635834.1
OG0010753	XP_018475247.1, XP_018469110.1	XP_006288125.1
OG0010754	XP_018443103.1, XP_018443110.1	XP_006289533.1
OG0010755	XP_018442595.1, XP_018468462.1, XP_018468460.1	XP_006288782.1
OG0010756	XP_018442234.1, XP_018457477.1	XP_023637036.1
OG0010757	XP_018446402.1, XP_018446406.1	XP_006287277.1
OG0010758	XP_018444503.1	XP_006287672.1, XP_006279136.1
OG0010759	XP_018462069.1	XP_006288937.1
OG0010760	XP_018471324.1	XP_006287001.1
OG0010761	XP_018443175.1	XP_023639858.1
OG0010762	XP_018468748.1, XP_018460398.1, XP_018476947.1	XP_006279682.1
OG0010763	XP_018446832.1, XP_018446640.1	XP_006280031.1
OG0010764	XP_018451731.1	XP_023641327.1
OG0010765	XP_018484487.1	XP_023639683.1
OG0010766	XP_018455032.1	XP_023633603.1
OG0010767	XP_018450224.1	XP_006280937.1
OG0010768	XP_018472919.1	XP_006280925.1
OG0010769	XP_018472005.1	XP_006281016.1
OG0010770	XP_018467150.1	XP_023638986.1
OG0010772	XP_018451991.1	XP_023644710.1
OG0010773	XP_018469408.1	XP_006280011.2
OG0010774	XP_018457303.1	XP_006281690.1
OG0010775	XP_018456338.1	XP_006281108.1
OG0010776	XP_018453085.1, XP_018456368.1	XP_006281241.1
OG0010777	XP_018456364.1, XP_018453083.1	XP_006280710.1
OG0010778	XP_018457068.1	XP_006281461.2
OG0010779	XP_018476475.1, XP_018473724.1	XP_006279871.1
OG0010780	XP_018473741.1, XP_018476477.1	XP_006281105.1
OG0010781	XP_018452597.1	XP_006282287.1
OG0010782	XP_018450517.1, XP_018466351.1	XP_023632873.1
OG0010783	XP_018457784.1	XP_006280397.1
OG0010784	XP_018474459.1	XP_006281337.1
OG0010785	XP_018474550.1	XP_006281144.1
OG0010786	XP_018457966.1	XP_006281450.1
OG0010787	XP_018469766.1, XP_018457967.1, XP_018456350.1	XP_006279606.1
OG0010788	XP_018456355.1	XP_006281816.1
OG0010789	XP_018451191.1, XP_018455730.1	XP_006281520.1, XP_006282118.1
OG0010790	XP_018474220.1	XP_006281107.1
OG0010791	XP_018454469.1	XP_006282050.1
OG0010792	XP_018472016.1, XP_018456654.1	XP_006279472.1
OG0010793	XP_018476458.1	XP_006280166.1
OG0010794	XP_018457705.1	XP_023633229.1
OG0010795	XP_018454007.1	XP_006280089.2
OG0010796	XP_018472511.1	XP_006280841.1
OG0010797	XP_018453346.1, XP_018475935.1	XP_006280419.1
OG0010798	XP_018456809.1	XP_023635819.1
OG0010799	XP_018468096.1, XP_018457897.1	XP_006281761.1
OG0010800	XP_018455848.1, XP_018472295.1	XP_006279613.1
