Orthogroup	Raphanus_sativus	Rorippa_islandica
OG0010685	XP_018492656.1, XP_018452134.1	Roisl.0024s0318.1.p
OG0010686	XP_018457332.1	Roisl.0024s0309.1.p
OG0010688	XP_018489867.1	Roisl.0024s0298.1.p
OG0010689	XP_018439958.1, XP_018488478.1	Roisl.0024s0283.1.p
OG0010690	XP_018492756.1	Roisl.0024s0276.1.p
OG0010691	XP_018452339.1	Roisl.0024s0265.1.p
OG0010692	XP_018491028.1	Roisl.0024s0260.1.p
OG0010693	XP_018491026.1	Roisl.0024s0259.1.p
OG0010694	XP_018485532.1, XP_018440987.1	Roisl.0024s0255.1.p
OG0010695	XP_018453359.1	Roisl.0024s0223.1.p
OG0010696	XP_018486385.1, XP_018452840.1	Roisl.0024s0214.1.p
OG0010697	XP_018458768.1, XP_018480841.1	Roisl.0200s0020.1.p
OG0010698	XP_018486343.1, XP_018452209.1	Roisl.0024s0141.1.p
OG0010699	XP_018453181.1	Roisl.0024s0129.1.p
OG0010700	XP_018492001.1, XP_018492000.1	Roisl.0024s0120.1.p
OG0010701	XP_018490336.1	Roisl.0080s0021.1.p
OG0010702	XP_018461083.1	Roisl.0080s0034.1.p
OG0010703	XP_018463142.1, XP_018452755.1	Roisl.0080s0076.1.p
OG0010704	XP_018461294.1, XP_018481581.1	Roisl.0080s0087.1.p
OG0010705	XP_018465183.1, XP_018456829.1	Roisl.0080s0117.1.p
OG0010706	XP_018463946.1, XP_018478709.1	Roisl.0080s0187.1.p
OG0010707	XP_018482857.1, XP_018485344.1	Roisl.0210s1984.1.p
OG0010708	XP_018437111.1	Roisl.0210s1987.1.p
OG0010709	XP_018485343.1, XP_018482856.1, XP_018474862.1	Roisl.0210s1988.1.p
OG0010711	XP_018453326.1, XP_018485068.1	Roisl.0210s2008.1.p
OG0010712	XP_018464961.1	Roisl.0210s2026.1.p
OG0010713	XP_018442841.1	Roisl.0042s0115.1.p
OG0010714	XP_018484022.1	Roisl.0210s2056.1.p
OG0010715	XP_018460749.1, XP_018461454.1	Roisl.0046s0073.1.p
OG0010716	XP_018452094.1	Roisl.0046s0074.1.p
OG0010717	XP_018458679.1, XP_018481486.1, XP_018462232.1	Roisl.0046s0080.1.p
OG0010718	XP_018482335.1, XP_018482331.1	Roisl.0046s0083.1.p
OG0010719	XP_018463834.1, XP_018478534.1, XP_018478528.1	Roisl.0046s0089.1.p
OG0010721	XP_018452538.1, XP_018484422.1	Roisl.0046s0125.1.p
OG0010722	XP_018477615.1, XP_018441339.1	Roisl.0046s0133.1.p
OG0010723	XP_018437502.1, XP_018481691.1	Roisl.0046s0137.1.p
OG0010724	XP_018482678.1	Roisl.0046s0146.1.p
OG0010725	XP_018481223.1	Roisl.0046s0168.1.p
OG0010726	XP_018437833.1	Roisl.0046s0237.1.p
OG0010727	XP_018478279.1	Roisl.0046s0242.1.p
OG0010728	XP_018457402.1	Roisl.0046s0243.1.p
OG0010729	XP_018465788.1, XP_018491792.1	Roisl.0049s0013.1.p
OG0010730	XP_018454593.1, XP_018480748.1	Roisl.0046s0269.1.p
OG0010731	XP_018482922.1, XP_018462110.1	Roisl.0046s0270.1.p
OG0010732	XP_018470485.1	Roisl.0210s1669.1.p
OG0010733	XP_018476651.1	Roisl.0210s1654.1.p
OG0010734	XP_018473130.1	Roisl.0210s1682.1.p
OG0010735	XP_018458749.1	Roisl.0210s1703.1.p
OG0010736	XP_018469064.1, XP_018468611.1, XP_018446723.1	Roisl.0210s1711.1.p
OG0010737	XP_018475603.1, XP_018450936.1	Roisl.0210s1729.1.p
OG0010738	XP_018458682.1, XP_018475602.1	Roisl.0210s1730.1.p
OG0010739	XP_018475601.1, XP_018471597.1	Roisl.0210s1732.1.p
OG0010740	XP_018475749.1, XP_018475748.1	Roisl.0210s1736.1.p
OG0010741	XP_018476773.1, XP_018476784.1, XP_018476771.1	Roisl.0210s1745.1.p
OG0010742	XP_018443857.1, XP_018443859.1	Roisl.0210s1760.1.p
OG0010743	XP_018446546.1, XP_018446378.1	Roisl.0210s1786.1.p
OG0010744	XP_018444844.1	Roisl.0210s1794.1.p
OG0010746	XP_018470596.1, XP_018467872.1	Roisl.0210s1817.1.p
OG0010747	XP_018443816.1	Roisl.0210s1837.1.p
OG0010748	XP_018444105.1, XP_018444108.1	Roisl.0210s1845.1.p
OG0010749	XP_018453795.1, XP_018444109.1	Roisl.0210s1849.1.p
OG0010750	XP_018476486.1	Roisl.0210s1850.1.p
OG0010751	XP_018469710.1	Roisl.0210s1855.1.p
OG0010752	XP_018470788.1, XP_018474263.1	Roisl.0210s1861.1.p
OG0010753	XP_018475247.1, XP_018469110.1	Roisl.0210s1886.1.p
OG0010754	XP_018443103.1, XP_018443110.1	Roisl.0210s1892.1.p
OG0010755	XP_018442595.1, XP_018468462.1, XP_018468460.1	Roisl.0210s1907.1.p
OG0010756	XP_018442234.1, XP_018457477.1	Roisl.0210s1915.1.p
OG0010757	XP_018446402.1, XP_018446406.1	Roisl.0210s1916.1.p
OG0010758	XP_018444503.1	Roisl.0189s0268.1.p, Roisl.0027s0045.1.p
OG0010759	XP_018462069.1	Roisl.0210s1921.1.p
OG0010760	XP_018471324.1	Roisl.0210s1939.1.p
OG0010761	XP_018443175.1	Roisl.0080s0193.1.p
OG0010762	XP_018468748.1, XP_018460398.1, XP_018476947.1	Roisl.0080s0223.1.p
OG0010763	XP_018446832.1, XP_018446640.1	Roisl.0080s0226.1.p
OG0010764	XP_018451731.1	Roisl.0080s0233.1.p
OG0010765	XP_018484487.1	Roisl.0028s0590.1.p
OG0010766	XP_018455032.1	Roisl.0080s0318.1.p
OG0010767	XP_018450224.1	Roisl.0080s0324.1.p
OG0010768	XP_018472919.1	Roisl.0080s0333.1.p
OG0010769	XP_018472005.1	Roisl.0080s0334.1.p
OG0010770	XP_018467150.1	Roisl.0080s0339.1.p
OG0010772	XP_018451991.1	Roisl.0080s0377.1.p
OG0010773	XP_018469408.1	Roisl.0080s0385.1.p
OG0010774	XP_018457303.1	Roisl.0080s0392.1.p
OG0010775	XP_018456338.1	Roisl.0080s0407.1.p
OG0010776	XP_018453085.1, XP_018456368.1	Roisl.0080s0415.1.p, Roisl.0074s0005.1.p
OG0010777	XP_018456364.1, XP_018453083.1	Roisl.0080s0416.1.p
OG0010778	XP_018457068.1	Roisl.0080s0459.1.p
OG0010779	XP_018476475.1, XP_018473724.1	Roisl.0080s0468.1.p
OG0010780	XP_018473741.1, XP_018476477.1	Roisl.0080s0469.1.p
OG0010781	XP_018452597.1	Roisl.0080s0470.1.p
OG0010782	XP_018450517.1, XP_018466351.1	Roisl.0080s0476.1.p
OG0010783	XP_018457784.1	Roisl.0080s0484.1.p
OG0010784	XP_018474459.1	Roisl.0080s0494.1.p
OG0010785	XP_018474550.1	Roisl.0080s0491.1.p
OG0010786	XP_018457966.1	Roisl.0080s0492.1.p
OG0010787	XP_018469766.1, XP_018457967.1, XP_018456350.1	Roisl.0080s0496.1.p
OG0010788	XP_018456355.1	Roisl.0080s0506.1.p
OG0010789	XP_018451191.1, XP_018455730.1	Roisl.0080s0514.1.p
OG0010790	XP_018474220.1	Roisl.0080s0518.1.p
OG0010791	XP_018454469.1	Roisl.0080s0521.1.p
OG0010792	XP_018472016.1, XP_018456654.1	Roisl.0080s0528.1.p
OG0010793	XP_018476458.1	Roisl.0080s0554.1.p
OG0010794	XP_018457705.1	Roisl.0080s0583.1.p
OG0010795	XP_018454007.1	Roisl.0080s0615.1.p
OG0010796	XP_018472511.1	Roisl.0080s0633.1.p
OG0010797	XP_018453346.1, XP_018475935.1	Roisl.0080s0640.1.p
OG0010798	XP_018456809.1	Roisl.0080s0654.1.p
OG0010799	XP_018468096.1, XP_018457897.1	Roisl.0080s0672.1.p
OG0010800	XP_018455848.1, XP_018472295.1	Roisl.0080s0709.1.p
OG0010801	XP_018455851.1, XP_018452446.1	Roisl.0080s0715.1.p
OG0010802	XP_018455094.1, XP_018454301.1	Roisl.0080s0725.1.p
OG0010803	XP_018468681.1	Roisl.0080s0761.1.p
OG0010804	XP_018472286.1, XP_018472573.1	Roisl.0080s0763.1.p
OG0010805	XP_018476162.1	Roisl.0080s0773.1.p
OG0010806	XP_018456740.1	Roisl.0019s0254.1.p
OG0010807	XP_018464846.1, XP_018436109.1	Roisl.0046s1033.1.p
OG0010808	XP_018470615.1	Roisl.0080s0794.1.p
OG0010809	XP_018475862.1, XP_018470569.1	Roisl.0080s0818.1.p
OG0010810	XP_018469886.1, XP_018457197.1	Roisl.0080s0827.1.p
OG0010811	XP_018466473.1	Roisl.0080s0837.1.p
OG0010812	XP_018452075.1, XP_018452958.1	Roisl.0080s0846.1.p
OG0010813	XP_018441274.1, XP_018493247.1	Roisl.0046s0828.1.p
OG0010814	XP_018437074.1	Roisl.0046s0820.1.p
OG0010815	XP_018465978.1, XP_018492448.1, XP_018492445.1	Roisl.0046s0805.1.p
OG0010816	XP_018449279.1	Roisl.0052s0066.1.p, Roisl.0184s0122.1.p
OG0010817	XP_018461679.1, XP_018463465.1, XP_018478512.1	Roisl.0052s0040.1.p
OG0010818	XP_018453369.1, XP_018484749.1	Roisl.0052s0047.1.p
OG0010819	XP_018472818.1, XP_018460452.1	Roisl.0052s0014.1.p
OG0010820	XP_018452655.1	Roisl.0191s0678.1.p
OG0010821	XP_018476628.1	Roisl.0020s0015.1.p
OG0010822	XP_018448490.1	Roisl.0082s0430.1.p
OG0010823	XP_018451950.1	Roisl.0082s0421.1.p
OG0010824	XP_018471086.1	Roisl.0082s0420.1.p
OG0010825	XP_018476971.1, XP_018476230.1	Roisl.0082s0407.1.p
OG0010826	XP_018457337.1, XP_018456906.1	Roisl.0082s0404.1.p
OG0010828	XP_018451314.1, XP_018446112.1	Roisl.0210s0464.1.p
OG0010829	XP_018474332.1, XP_018474331.1	Roisl.0210s0453.1.p
OG0010830	XP_018449201.1	Roisl.0191s0448.1.p
OG0010831	XP_018442474.1	Roisl.0210s0437.1.p
OG0010832	XP_018442419.1, XP_018444044.1	Roisl.0210s0434.1.p
OG0010833	XP_018446173.1, XP_018444040.1	Roisl.0210s0433.1.p
OG0010834	XP_018475540.1, XP_018475635.1	Roisl.0210s0428.1.p
OG0010835	XP_018445825.1	Roisl.0210s0415.1.p
OG0010836	XP_018445479.1	Roisl.0042s0004.1.p
OG0010837	XP_018442269.1	Roisl.0042s0037.1.p
OG0010838	XP_018442680.1	Roisl.0042s0040.1.p
OG0010839	XP_018458455.1	Roisl.0042s0050.1.p
OG0010840	XP_018471101.1, XP_018447014.1	Roisl.0042s0052.1.p
OG0010841	XP_018445906.1	Roisl.0042s0108.1.p
OG0010842	XP_018444652.1	Roisl.0042s0116.1.p
OG0010843	XP_018444221.1	Roisl.0042s0117.1.p
OG0010844	XP_018446074.1, XP_018446087.1	Roisl.0042s0125.1.p
OG0010845	XP_018451919.1	Roisl.0042s0132.1.p
OG0010848	XP_018444791.1, XP_018473425.1	Roisl.0042s0159.1.p
OG0010849	XP_018446436.1	Roisl.0030s0205.1.p
OG0010850	XP_018439485.1, XP_018439482.1	Roisl.0021s0601.1.p
OG0010851	XP_018445973.1, XP_018443935.1	Roisl.0030s0176.1.p
OG0010852	XP_018441280.1	Roisl.0191s0329.1.p
OG0010853	XP_018442237.1, XP_018442236.1	Roisl.0030s0162.1.p
OG0010854	XP_018476291.1, XP_018444502.1	Roisl.0030s0116.1.p
OG0010856	XP_018442494.1	Roisl.0030s0098.1.p
OG0010857	XP_018476380.1, XP_018474348.1	Roisl.0030s0086.1.p
OG0010858	XP_018446207.1, XP_018446214.1	Roisl.0030s0064.1.p
OG0010859	XP_018442321.1, XP_018442406.1, XP_018447826.1	Roisl.0030s0045.1.p
OG0010860	XP_018442319.1, XP_018442407.1, XP_018475932.1	Roisl.0006s0104.1.p
OG0010861	XP_018468207.1, XP_018474835.1	Roisl.0030s0027.1.p
OG0010862	XP_018459027.1	Roisl.0034s0169.1.p
OG0010864	XP_018444132.1, XP_018474713.1	Roisl.0034s0162.1.p
OG0010865	XP_018443891.1, XP_018474813.1	Roisl.0034s0158.1.p
OG0010866	XP_018446080.1	Roisl.0034s0129.1.p
OG0010867	XP_018463385.1, XP_018473431.1, XP_018473432.1	Roisl.0034s0123.1.p
OG0010868	XP_018474926.1	Roisl.0034s0120.1.p
OG0010869	XP_018443159.1, XP_018446982.1	Roisl.0034s0106.1.p
OG0010870	XP_018444659.1	Roisl.0034s0098.1.p
OG0010871	XP_018446401.1	Roisl.0034s0093.1.p
OG0010872	XP_018475234.1	Roisl.0034s0081.1.p
OG0010873	XP_018446681.1	Roisl.0034s0072.1.p, Roisl.0034s0077.1.p
OG0010874	XP_018455242.1, XP_018474421.1	Roisl.0034s0044.1.p
OG0010875	XP_018461847.1, XP_018434055.1	Roisl.0028s0212.1.p, Roisl.0034s0023.1.p
OG0010876	XP_018458934.1, XP_018480779.1	Roisl.0034s0015.1.p
OG0010877	XP_018474466.1, XP_018474467.1	Roisl.0034s0009.1.p
OG0010878	XP_018464965.1, XP_018446539.1	Roisl.0009s0176.1.p
OG0010879	XP_018467349.1	Roisl.0009s0173.1.p
OG0010880	XP_018477164.1	Roisl.0009s0132.1.p
OG0010881	XP_018483220.1	Roisl.0009s0110.1.p
OG0010882	XP_018483582.1, XP_018446958.1	Roisl.0009s0090.1.p
OG0010883	XP_018477443.1, XP_018460157.1	Roisl.0009s0085.1.p
OG0010884	XP_018484292.1, XP_018446650.1	Roisl.0009s0068.1.p
OG0010886	XP_018484372.1, XP_018458766.1	Roisl.0200s0022.1.p
OG0010887	XP_018445246.1	Roisl.0115s0007.1.p
OG0010888	XP_018443177.1	Roisl.0115s0016.1.p
OG0010889	XP_018446085.1, XP_018446098.1	Roisl.0115s0018.1.p
OG0010890	XP_018448726.1	Roisl.0115s0068.1.p, Roisl.0115s0067.1.p
OG0010891	XP_018461739.1, XP_018471118.1	Roisl.0115s0078.1.p
OG0010892	XP_018452680.1	Roisl.0115s0114.1.p
OG0010893	XP_018444326.1, XP_018454427.1	Roisl.0115s0131.1.p
OG0010894	XP_018453401.1, XP_018442376.1	Roisl.0115s0160.1.p
OG0010895	XP_018452483.1	Roisl.0115s0192.1.p
OG0010896	XP_018457760.1, XP_018446800.1	Roisl.0115s0221.1.p
OG0010897	XP_018432835.1, XP_018441871.1	Roisl.0209s0356.1.p
OG0010898	XP_018452455.1, XP_018455866.1	Roisl.0004s0026.1.p, Roisl.0209s0665.1.p
OG0010899	XP_018469673.1	Roisl.0001s0415.1.p
OG0010900	XP_018455349.1	Roisl.0004s0052.1.p
OG0010901	XP_018457153.1	Roisl.0004s0066.1.p
OG0010902	XP_018463476.1	Roisl.0004s0074.1.p
OG0010903	XP_018452721.1	Roisl.0004s0089.1.p
OG0010904	XP_018461729.1, XP_018452729.1	Roisl.0004s0091.1.p
OG0010905	XP_018461734.1	Roisl.0004s0108.1.p
OG0010906	XP_018442511.1, XP_018461018.1	Roisl.0004s0126.1.p
OG0010907	XP_018468887.1	Roisl.0004s0139.1.p
OG0010908	XP_018447866.1, XP_018444186.1	Roisl.0004s0155.1.p
OG0010909	XP_018458365.1	Roisl.0004s0157.1.p
OG0010910	XP_018455999.1, XP_018455250.1	Roisl.0004s0172.1.p
OG0010911	XP_018443210.1	Roisl.0004s0188.1.p
OG0010912	XP_018484597.1, XP_018445812.1	Roisl.0004s0232.1.p
OG0010913	XP_018435467.1, XP_018435468.1	Roisl.0115s0330.1.p
OG0010914	XP_018440074.1	Roisl.0087s0015.1.p
OG0010915	XP_018446822.1	Roisl.0004s0263.1.p
OG0010916	XP_018438422.1	Roisl.0021s0612.1.p, Roisl.0021s0613.1.p
OG0010917	XP_018433194.1, XP_018433193.1	Roisl.0004s0287.1.p
OG0010918	XP_018484346.1	Roisl.0210s0208.1.p
OG0010919	XP_018444263.1	Roisl.0004s0324.1.p
OG0010920	XP_018472334.1	Roisl.0004s0363.1.p
OG0010921	XP_018445044.1	Roisl.0004s0382.1.p
OG0010922	XP_018445357.1, XP_018445363.1	Roisl.0004s0386.1.p
OG0010923	XP_018451963.1, XP_018437232.1	Roisl.0066s0194.1.p
OG0010924	XP_018457912.1	Roisl.0066s0193.1.p
OG0010925	XP_018465579.1	Roisl.0066s0177.1.p
OG0010926	XP_018492322.1, XP_018460667.1	Roisl.0074s0003.1.p
OG0010927	XP_018476939.1	Roisl.0080s0887.1.p, Roisl.0015s0181.1.p
OG0010928	XP_018441316.1	Roisl.0209s0459.1.p
OG0010929	XP_018486950.1, XP_018433924.1	Roisl.0209s0462.1.p
OG0010930	XP_018440103.1	Roisl.0007s0813.1.p
OG0010931	XP_018447846.1	Roisl.0007s0779.1.p
OG0010932	XP_018436252.1, XP_018436988.1	Roisl.0006s0540.1.p
OG0010933	XP_018451019.1	Roisl.0006s0488.1.p
OG0010934	XP_018439389.1	Roisl.0179s0024.1.p
OG0010935	XP_018493349.1	Roisl.0006s0448.1.p
OG0010936	XP_018442068.1	Roisl.0006s0441.1.p
OG0010937	XP_018491600.1	Roisl.0006s0425.1.p
OG0010938	XP_018447647.1	Roisl.0006s0421.1.p
OG0010939	XP_018448134.1, XP_018489268.1	Roisl.0006s0390.1.p
OG0010940	XP_018485640.1	Roisl.0198s0054.1.p
OG0010941	XP_018484131.1	Roisl.0006s0385.1.p
OG0010942	XP_018477538.1, XP_018434994.1	Roisl.0028s1043.1.p
OG0010943	XP_018475384.1, XP_018438141.1	Roisl.0028s1049.1.p
OG0010944	XP_018478975.1, XP_018441529.1	Roisl.0028s1050.1.p
OG0010945	XP_018440891.1	Roisl.0054s0017.1.p
OG0010946	XP_018475528.1	Roisl.0054s0025.1.p
OG0010947	XP_018455657.1, XP_018482246.1	Roisl.0054s0038.1.p
OG0010948	XP_018468261.1	Roisl.0027s0105.1.p
OG0010949	XP_018455613.1	Roisl.0027s0089.1.p
OG0010950	XP_018441149.1, XP_018441131.1	Roisl.0037s0003.1.p
OG0010951	XP_018439108.1, XP_018483901.1	Roisl.0188s0054.1.p
OG0010952	XP_018451724.1	Roisl.0213s0010.1.p
OG0010953	XP_018458104.1	Roisl.0053s0069.1.p
OG0010954	XP_018466994.1	Roisl.0031s0060.1.p
OG0010955	XP_018457846.1	Roisl.0214s0176.1.p
OG0010956	XP_018459056.1, XP_018456080.1	Roisl.0214s0075.1.p
OG0010957	XP_018447841.1	Roisl.0213s0020.1.p
OG0010958	XP_018478404.1	Roisl.0058s0050.1.p
OG0010959	XP_018436592.1, XP_018440689.1	Roisl.0058s0014.1.p
OG0010960	XP_018484844.1	Roisl.0075s0056.1.p
OG0010961	XP_018488276.1, XP_018449196.1, XP_018467497.1	Roisl.0075s0106.1.p
OG0010962	XP_018480666.1	Roisl.0075s0123.1.p, Roisl.0075s0122.1.p
OG0010963	XP_018486855.1	Roisl.0038s0019.1.p
OG0010964	XP_018450685.1, XP_018450684.1, XP_018450683.1	Roisl.0075s0151.1.p
OG0010965	XP_018442418.1	Roisl.0075s0168.1.p
OG0010966	XP_018484314.1	Roisl.0082s0090.1.p
OG0010967	XP_018471402.1, XP_018445284.1	Roisl.0075s0216.1.p
OG0010968	XP_018448287.1	Roisl.0002s0248.1.p
OG0010969	XP_018477081.1	Roisl.0213s0854.1.p
OG0010970	XP_018451586.1	Roisl.0002s0226.1.p
OG0010971	XP_018457685.1	Roisl.0011s0433.1.p
OG0010973	XP_018477893.1, XP_018482402.1	Roisl.0002s0194.1.p
OG0010974	XP_018485154.1, XP_018485170.1	Roisl.0002s0161.1.p
OG0010975	XP_018466827.1, XP_018462217.1	Roisl.0002s0138.1.p
OG0010976	XP_018485178.1, XP_018433946.1	Roisl.0191s0009.1.p
OG0010977	XP_018461026.1, XP_018461484.1	Roisl.0214s0066.1.p
OG0010978	XP_018483760.1	Roisl.0002s0091.1.p
OG0010979	XP_018458437.1, XP_018448105.1	Roisl.0002s0085.1.p
OG0010980	XP_018455520.1	Roisl.0002s0094.1.p
OG0010981	XP_018457985.1, XP_018442676.1	Roisl.0019s0193.1.p
OG0010982	XP_018463417.1, XP_018443520.1	Roisl.0019s0172.1.p
OG0010983	XP_018469649.1, XP_018471629.1, XP_018458559.1, XP_018444987.1	Roisl.0019s0171.1.p
OG0010984	XP_018442116.1, XP_018457295.1	Roisl.0019s0145.1.p
OG0010985	XP_018468821.1, XP_018454934.1	Roisl.0019s0141.1.p
OG0010986	XP_018443524.1	Roisl.0019s0126.1.p
OG0010987	XP_018472020.1, XP_018457761.1	Roisl.0019s0123.1.p
OG0010988	XP_018463851.1, XP_018456029.1, XP_018456030.1	Roisl.0019s0112.1.p
OG0010989	XP_018482234.1, XP_018482916.1	Roisl.0028s1015.1.p
OG0010990	XP_018487859.1, XP_018453306.1	Roisl.0019s0095.1.p
OG0010991	XP_018454690.1	Roisl.0019s0092.1.p
OG0010992	XP_018454984.1, XP_018444418.1	Roisl.0019s0088.1.p
OG0010993	XP_018470962.1	Roisl.0004s0515.1.p
OG0010994	XP_018457619.1	Roisl.0004s0510.1.p
OG0010995	XP_018443171.1	Roisl.0004s0489.1.p
OG0010996	XP_018470875.1, XP_018445083.1	Roisl.0004s0478.1.p
OG0010997	XP_018445132.1, XP_018445180.1	Roisl.0004s0466.1.p
OG0010998	XP_018444382.1, XP_018444476.1	Roisl.0004s0454.1.p
OG0010999	XP_018468356.1, XP_018468357.1, XP_018444012.1	Roisl.0004s0453.1.p
OG0011001	XP_018446109.1, XP_018446114.1	Roisl.0004s0415.1.p
OG0011002	XP_018446117.1, XP_018446111.1	Roisl.0004s0414.1.p
OG0011003	XP_018444190.1, XP_018444213.1	Roisl.0004s0413.1.p
OG0011004	XP_018446394.1, XP_018456841.1	Roisl.0019s0697.1.p
OG0011005	XP_018443173.1	Roisl.0019s0687.1.p
OG0011006	XP_018456858.1	Roisl.0019s0644.1.p
OG0011007	XP_018457891.1	Roisl.0019s0640.1.p
OG0011008	XP_018454871.1, XP_018453505.1	Roisl.0019s0629.1.p
OG0011009	XP_018471208.1	Roisl.0019s0602.1.p
OG0011010	XP_018449186.1	Roisl.0213s0019.1.p
OG0011011	XP_018470530.1, XP_018470536.1	Roisl.0044s0018.1.p
OG0011012	XP_018460046.1, XP_018482229.1, XP_018469225.1	Roisl.0044s0031.1.p
OG0011013	XP_018469628.1	Roisl.0044s0032.1.p
OG0011014	XP_018482834.1, XP_018470194.1	Roisl.0044s0045.1.p
OG0011015	XP_018471224.1	Roisl.0044s0055.1.p
OG0011016	XP_018451495.1, XP_018471542.1	Roisl.0044s0056.1.p
OG0011017	XP_018488739.1	Roisl.0213s0734.1.p
OG0011019	XP_018456482.1	Roisl.0010s0194.1.p
OG0011020	XP_018457822.1	Roisl.0010s0197.1.p
OG0011021	XP_018455676.1	Roisl.0010s0200.1.p
OG0011022	XP_018455675.1	Roisl.0050s0108.1.p
OG0011023	XP_018454274.1	Roisl.0050s0106.1.p
OG0011024	XP_018454284.1	Roisl.0050s0104.1.p
OG0011025	XP_018485010.1	Roisl.0009s0270.1.p
OG0011026	XP_018477362.1, XP_018478167.1	Roisl.0213s0773.1.p
OG0011027	XP_018477866.1, XP_018478583.1	Roisl.0213s0765.1.p
OG0011028	XP_018466436.1, XP_018477587.1	Roisl.0009s0239.1.p
OG0011029	XP_018479660.1, XP_018480524.1	Roisl.0009s0235.1.p
OG0011030	XP_018483744.1, XP_018477907.1	Roisl.0009s0232.1.p
OG0011031	XP_018482644.1	Roisl.0009s0231.1.p, Roisl.0046s0850.1.p
OG0011032	XP_018478966.1	Roisl.0002s0147.1.p
OG0011033	XP_018433715.1	Roisl.0184s0196.1.p, Roisl.0025s0074.1.p
OG0011034	XP_018483790.1	Roisl.0025s0033.1.p
OG0011035	XP_018441557.1, XP_018477100.1	Roisl.0025s0070.1.p
OG0011036	XP_018441023.1	Roisl.0037s0063.1.p
OG0011037	XP_018438068.1, XP_018485066.1	Roisl.0011s0574.1.p
OG0011038	XP_018484321.1	Roisl.0006s0147.1.p
OG0011039	XP_018478190.1	Roisl.0011s0514.1.p
OG0011040	XP_018456599.1, XP_018484561.1	Roisl.0011s0491.1.p
OG0011041	XP_018484498.1, XP_018453034.1	Roisl.0011s0454.1.p
OG0011042	XP_018483055.1	Roisl.0011s0439.1.p
OG0011043	XP_018477232.1, XP_018433216.1	Roisl.0011s0425.1.p
OG0011044	XP_018480771.1, XP_018480759.1	Roisl.0011s0417.1.p
OG0011045	XP_018482731.1, XP_018453198.1	Roisl.0011s0381.1.p
OG0011046	XP_018477149.1, XP_018462352.1	Roisl.0011s0359.1.p
OG0011047	XP_018438005.1, XP_018481744.1	Roisl.0011s0349.1.p
OG0011048	XP_018456431.1	Roisl.0011s0345.1.p
OG0011049	XP_018441565.1	Roisl.0011s0332.1.p
OG0011050	XP_018460461.1, XP_018477076.1, XP_018460918.1	Roisl.0011s0331.1.p
OG0011051	XP_018452097.1	Roisl.0019s0563.1.p
OG0011052	XP_018456715.1, XP_018452782.1	Roisl.0019s0567.1.p
OG0011053	XP_018442541.1, XP_018464392.1	Roisl.0213s0138.1.p
OG0011054	XP_018456778.1, XP_018469864.1	Roisl.0019s0577.1.p
OG0011055	XP_018466350.1, XP_018455205.1	Roisl.0019s0583.1.p
OG0011056	XP_018462194.1, XP_018452661.1	Roisl.0019s0595.1.p
OG0011057	XP_018451974.1, XP_018444653.1	Roisl.0019s0616.1.p
OG0011058	XP_018452667.1	Roisl.0019s0614.1.p
OG0011059	XP_018455224.1, XP_018437855.1, XP_018481807.1	Roisl.0005s0187.1.p
OG0011060	XP_018452518.1, XP_018452570.1	Roisl.0005s0203.1.p
OG0011061	XP_018476445.1	Roisl.0032s0034.1.p
OG0011062	XP_018467513.1, XP_018455834.1, XP_018438065.1	Roisl.0005s0221.1.p
OG0011063	XP_018472572.1, XP_018472571.1	Roisl.0020s0032.1.p
OG0011064	XP_018435784.1	Roisl.0005s0231.1.p
OG0011065	XP_018481191.1, XP_018465741.1, XP_018479798.1	Roisl.0005s0238.1.p
OG0011066	XP_018433549.1	Roisl.0005s0257.1.p
OG0011067	XP_018482260.1, XP_018461601.1	Roisl.0005s0206.1.p
OG0011068	XP_018477434.1	Roisl.0005s0289.1.p
OG0011069	XP_018477852.1	Roisl.0005s0295.1.p
OG0011071	XP_018485065.1	Roisl.0005s0312.1.p
OG0011072	XP_018457786.1, XP_018441543.1	Roisl.0005s0313.1.p
OG0011073	XP_018454742.1, XP_018457925.1, XP_018457923.1	Roisl.0005s0314.1.p
OG0011074	XP_018469142.1, XP_018444564.1	Roisl.0022s0045.1.p
OG0011075	XP_018464621.1	Roisl.0006s0014.1.p
OG0011076	XP_018486917.1	Roisl.0018s0078.1.p
OG0011077	XP_018438113.1, XP_018438120.1	Roisl.0006s0036.1.p
OG0011078	XP_018448810.1, XP_018448807.1	Roisl.0006s0044.1.p
OG0011079	XP_018470183.1, XP_018449366.1	Roisl.0006s0054.1.p
OG0011080	XP_018432602.1, XP_018432603.1, XP_018451701.1	Roisl.0006s0059.1.p
OG0011081	XP_018493366.1, XP_018491233.1	Roisl.0006s0068.1.p
OG0011082	XP_018463507.1, XP_018492623.1, XP_018436165.1	Roisl.0006s0101.1.p
OG0011083	XP_018487057.1	Roisl.0006s0106.1.p, Roisl.0006s0108.1.p
OG0011084	XP_018436590.1, XP_018436539.1, XP_018462441.1	Roisl.0006s0124.1.p
OG0011085	XP_018480337.1, XP_018480303.1, XP_018462439.1	Roisl.0006s0125.1.p
OG0011086	XP_018486200.1, XP_018465444.1, XP_018456885.1	Roisl.0006s0133.1.p
OG0011087	XP_018466198.1, XP_018483032.1	Roisl.0006s0135.1.p
OG0011088	XP_018490524.1, XP_018489932.1	Roisl.0006s0152.1.p
OG0011089	XP_018490389.1	Roisl.0006s0158.1.p
