Orthogroup	Raphanus_sativus	Arabidopsis_lyrata_Rawat
OG0006800	XP_018492896.1, XP_018437885.1, XP_018437880.1	AL3G28090
OG0006801	XP_018493295.1, XP_018493397.1	AL3G28510
OG0006802	XP_018492114.1, XP_018440718.1	AL3G28530
OG0006803	XP_018434356.1, XP_018434329.1, XP_018493138.1	AL3G28890
OG0006804	XP_018437257.1, XP_018441148.1, XP_018466889.1, XP_018492998.1	AL3G28950
OG0006805	XP_018487904.1, XP_018436837.1	AL1G13810
OG0006806	XP_018464643.1, XP_018437466.1, XP_018485973.1	AL3G30080
OG0006807	XP_018465487.1, XP_018439902.1, XP_018493569.1, XP_018490439.1, XP_018490440.1	AL3G30230
OG0006808	XP_018433920.1	AL3G30500
OG0006809	XP_018490213.1, XP_018463207.1, XP_018489539.1	AL3G30590
OG0006810	XP_018466418.1	AL9U11610
OG0006812	XP_018488900.1, XP_018440896.1	AL3G30690
OG0006814	XP_018466682.1, XP_018486220.1, XP_018460933.1	AL3G31030
OG0006815	XP_018487211.1, XP_018434797.1	AL3G31340
OG0006816	XP_018462659.1, XP_018441109.1	AL3G31420
OG0006817	XP_018492387.1, XP_018438589.1, XP_018463386.1, XP_018489608.1	AL3G31690
OG0006818	XP_018442060.1, XP_018485748.1	AL3G31770
OG0006819	XP_018439821.1, XP_018489410.1, XP_018491759.1, XP_018492886.1	AL3G32120
OG0006820	XP_018493285.1, XP_018492515.1	AL3G32250
OG0006821	XP_018451263.1, XP_018451256.1, XP_018435057.1	AL1G31380
OG0006822	XP_018489854.1, XP_018489851.1, XP_018485423.1, XP_018433299.1, XP_018433323.1	AL3G33640
OG0006823	XP_018461646.1, XP_018487352.1, XP_018486940.1	AL3G33680
OG0006824	XP_018439951.1, XP_018439950.1, XP_018490782.1	AL3G34060
OG0006825	XP_018490918.1	AL3G34380
OG0006826	XP_018490920.1, XP_018436820.1	AL3G34430
OG0006827	XP_018438617.1, XP_018490010.1	AL3G34440
OG0006828	XP_018432639.1, XP_018458251.1	AL3G34740
OG0006829	XP_018487136.1, XP_018491263.1, XP_018491805.1	AL3G34870
OG0006830	XP_018485782.1	AL3G35040
OG0006831	XP_018486093.1	AL3G35200
OG0006832	XP_018433084.1, XP_018488446.1	AL1G20430
OG0006834	XP_018481395.1, XP_018482724.1	AL7G46220
OG0006835	XP_018484594.1, XP_018454483.1	AL8G19860
OG0006836	XP_018456618.1, XP_018483366.1	AL8G19790
OG0006837	XP_018439957.1	AL3G38650
OG0006838	XP_018435170.1, XP_018489261.1	AL3G37120, AL166U10020
OG0006839	XP_018435484.1, XP_018435235.1	AL3G36670
OG0006840	XP_018488486.1, XP_018462685.1, XP_018458537.1, XP_018458536.1	AL3G35660
OG0006841	XP_018450303.1, XP_018470903.1	AL7G22280
OG0006844	XP_018471906.1	AL2G19530
OG0006845	XP_018472680.1, XP_018446343.1	AL6G29980
OG0006846	XP_018474275.1, XP_018476202.1, XP_018445554.1, XP_018445555.1	AL6G29950
OG0006847	XP_018458835.1, XP_018464241.1, XP_018463138.1	AL6G29710
OG0006848	XP_018473507.1, XP_018468696.1, XP_018442763.1	AL6G29500
OG0006849	XP_018441363.1	AL8G23010
OG0006850	XP_018484789.1, XP_018436648.1	AL6G40840
OG0006851	XP_018483439.1, XP_018440865.1	AL8G21190
OG0006852	XP_018485251.1, XP_018485248.1, XP_018484888.1, XP_018484874.1	AL5G33210
OG0006853	XP_018459163.1, XP_018459164.1, XP_018442458.1, XP_018438424.1	AL5G32860
OG0006854	XP_018438822.1, XP_018439581.1, XP_018458897.1	AL5G32760
OG0006855	XP_018434389.1, XP_018438819.1, XP_018461674.1, XP_018482449.1	AL5G32670
OG0006856	XP_018483174.1, XP_018436838.1	AL5G32640
OG0006857	XP_018482794.1, XP_018433337.1	AL3G35760
OG0006858	XP_018441057.1, XP_018440252.1, XP_018447435.1	AL5G31910
OG0006859	XP_018433832.1, XP_018465099.1, XP_018458449.1	AL5G31850
OG0006860	XP_018439733.1	AL5G31710
OG0006861	XP_018471827.1, XP_018478808.1	AL5G31690
OG0006862	XP_018482313.1, XP_018475015.1	AL1G10690
OG0006863	XP_018436378.1	AL1G10700
OG0006864	XP_018476450.1, XP_018485674.1, XP_018487367.1	AL1G10920
OG0006865	XP_018486753.1, XP_018488718.1, XP_018463497.1	AL1G11340
OG0006866	XP_018489210.1, XP_018492211.1, XP_018455109.1	AL1G11600
OG0006867	XP_018486489.1, XP_018469773.1	AL1G11770
OG0006868	XP_018481298.1, XP_018447787.1	AL1G12340
OG0006869	XP_018447731.1, XP_018487355.1	AL1G12410
OG0006870	XP_018487766.1, XP_018465992.1, XP_018490619.1	AL1G12500
OG0006871	XP_018466598.1, XP_018449244.1, XP_018449975.1	AL1G13430
OG0006872	XP_018486279.1, XP_018486284.1, XP_018479598.1	AL1G13880
OG0006873	XP_018491587.1, XP_018491589.1	AL3G47460
OG0006874	XP_018489988.1, XP_018463393.1, XP_018443303.1	AL1G14270
OG0006875	XP_018448183.1, XP_018471126.1, XP_018489455.1, XP_018489195.1	AL1G14370
OG0006876	XP_018490792.1	AL1G14480
OG0006877	XP_018441369.1	AL5G23480
OG0006878	XP_018447327.1, XP_018491699.1, XP_018487925.1, XP_018487920.1	AL1G14670
OG0006879	XP_018439273.1, XP_018451457.1	AL1G14860
OG0006880	XP_018479338.1	AL1G15040
OG0006881	XP_018448002.1, XP_018448008.1	AL1G15530
OG0006882	XP_018489200.1, XP_018485320.1, XP_018482889.1	AL1G16030
OG0006883	XP_018451702.1, XP_018483154.1, XP_018490379.1	AL1G16060
OG0006884	XP_018492532.1, XP_018472495.1	AL1G16510
OG0006885	XP_018472577.1, XP_018447292.1	AL1G16590
OG0006886	XP_018432664.1	AL1G16840
OG0006887	XP_018436551.1, XP_018462861.1, XP_018451170.1	AL1G16990
OG0006888	XP_018489753.1, XP_018486524.1	AL1G17020
OG0006889	XP_018449670.1, XP_018471242.1	AL7G28840
OG0006890	XP_018482343.1	AL1G18440
OG0006892	XP_018438239.1, XP_018432797.1	AL1G18690
OG0006893	XP_018432662.1, XP_018443025.1	AL1G18780
OG0006894	XP_018490640.1, XP_018447525.1	AL1G18910
OG0006895	XP_018461720.1, XP_018450254.1, XP_018441594.1	AL1G19230
OG0006896	XP_018450257.1, XP_018485514.1, XP_018471789.1	AL1G19340
OG0006897	XP_018465802.1, XP_018491076.1	AL1G19410
OG0006898	XP_018451117.1, XP_018451118.1	AL1G19600
OG0006899	XP_018448988.1, XP_018451316.1, XP_018488899.1	AL1G19800
OG0006900	XP_018475571.1, XP_018471893.1, XP_018460025.1, XP_018450853.1	AL1G20290
OG0006901	XP_018469419.1, XP_018432794.1	AL1G20590
OG0006902	XP_018459727.1, XP_018437109.1	AL1G20830
OG0006903	XP_018469664.1	AL2G17350
OG0006904	XP_018434029.1, XP_018472175.1, XP_018437584.1	AL1G21310
OG0006905	XP_018438210.1, XP_018489450.1, XP_018485373.1	AL1G21700
OG0006906	XP_018436269.1, XP_018450159.1, XP_018484065.1, XP_018461429.1	AL1G22020
OG0006907	XP_018481110.1	AL1G22190
OG0006908	XP_018447851.1, XP_018447852.1, XP_018490863.1, XP_018489023.1	AL1G22220
OG0006909	XP_018486246.1	AL1G22240
OG0006910	XP_018485450.1, XP_018490230.1	AL1G22290
OG0006911	XP_018476032.1, XP_018450773.1	AL1G22380
OG0006912	XP_018450314.1, XP_018458349.1	AL1G22730
OG0006913	XP_018458315.1, XP_018458312.1, XP_018490292.1	AL1G22790
OG0006914	XP_018449120.1, XP_018470337.1, XP_018492672.1	AL1G22930
OG0006916	XP_018464592.1, XP_018451619.1, XP_018439156.1	AL1G23380
OG0006917	XP_018449566.1, XP_018451870.1, XP_018432728.1	AL1G23550
OG0006918	XP_018487265.1, XP_018487287.1, XP_018468108.1	AL1G23740
OG0006919	XP_018452769.1	AL6G53260
OG0006920	XP_018463938.1, XP_018449465.1	AL1G24090, AL1G23980
OG0006921	XP_018437911.1, XP_018450019.1, XP_018450029.1	AL1G24590
OG0006922	XP_018434740.1, XP_018468415.1, XP_018468435.1	AL1G24680
OG0006923	XP_018491226.1, XP_018437635.1	AL1G25500
OG0006924	XP_018460548.1, XP_018450382.1, XP_018460553.1	AL1G25710
OG0006925	XP_018440700.1, XP_018483092.1	AL1G25730
OG0006926	XP_018433071.1, XP_018438796.1	AL1G25800
OG0006927	XP_018433788.1, XP_018433840.1	AL1G26260
OG0006929	XP_018493570.1	AL7G45360, AL1G26820
OG0006930	XP_018451134.1, XP_018449958.1, XP_018480412.1	AL1G26830
OG0006931	XP_018466612.1, XP_018434985.1, XP_018434947.1	AL1G27160
OG0006932	XP_018479734.1, XP_018479749.1, XP_018449174.1	AL1G27310
OG0006933	XP_018465558.1, XP_018483306.1	AL1G27460
OG0006934	XP_018464250.1, XP_018449245.1, XP_018466040.1, XP_018440547.1	AL1G27540
OG0006935	XP_018450700.1, XP_018492740.1, XP_018440061.1	AL1G27930
OG0006936	XP_018440768.1, XP_018441215.1	AL1G27970
OG0006937	XP_018488797.1	AL1G32490, AL1G28150
OG0006938	XP_018439928.1, XP_018447661.1, XP_018450949.1	AL1G28310
OG0006939	XP_018440921.1, XP_018464329.1, XP_018452349.1	AL5G17580
OG0006940	XP_018484810.1, XP_018455007.1	AL1G29020
OG0006941	XP_018467059.1	nbis-gene-96
OG0006942	XP_018449950.1, XP_018449953.1, XP_018479412.1	AL1G29410
OG0006943	XP_018488230.1, XP_018450057.1, XP_018450046.1	AL1G29600
OG0006944	XP_018461056.1, XP_018449205.1, XP_018481929.1	AL1G29950
OG0006945	XP_018461057.1, XP_018449525.1	AL1G30040
OG0006946	XP_018469904.1	AL1G30160
OG0006947	XP_018466696.1, XP_018434627.1, XP_018434471.1	AL1G30180
OG0006948	XP_018447888.1, XP_018441752.1, XP_018432655.1	AL1G30200
OG0006949	XP_018449713.1, XP_018437706.1, XP_018437708.1	AL1G30310
OG0006950	XP_018447977.1, XP_018483186.1, XP_018464264.1	AL1G30720
OG0006951	XP_018439680.1, XP_018439692.1, XP_018447302.1	AL1G30910
OG0006952	XP_018449161.1, XP_018449158.1, XP_018461069.1, XP_018451578.1	AL1G31050
OG0006953	XP_018447331.1, XP_018464301.1	AL1G31450
OG0006954	XP_018435373.1, XP_018450274.1, XP_018451575.1	AL1G31800
OG0006955	XP_018436473.1, XP_018464048.1	AL1G32260
OG0006956	XP_018432819.1, XP_018432795.1	AL1G32290
OG0006957	XP_018484389.1	AL1G32960
OG0006958	XP_018434628.1, XP_018451124.1, XP_018458481.1	AL1G33580
OG0006959	XP_018433640.1, XP_018467726.1, XP_018448267.1	AL1G33830
OG0006960	XP_018464775.1, XP_018464932.1, XP_018434680.1	AL1G33920
OG0006961	XP_018447921.1, XP_018470383.1	AL1G34090
OG0006962	XP_018450506.1, XP_018440788.1, XP_018440777.1	AL1G34510
OG0006963	XP_018447932.1	AL1G34590
OG0006964	XP_018461922.1, XP_018490019.1	AL1G35020
OG0006965	XP_018448053.1, XP_018448058.1, XP_018447920.1, XP_018473018.1	AL1G35080
OG0006966	XP_018450679.1, XP_018449518.1, XP_018449317.1	AL1G35110
OG0006967	XP_018449696.1, XP_018462978.1, XP_018482672.1	AL1G35500
OG0006968	XP_018485069.1, XP_018434456.1	AL8G14060
OG0006969	XP_018486647.1	AL7G41600
OG0006970	XP_018446522.1, XP_018446524.1, XP_018452646.1	AL2G31350
OG0006971	XP_018454248.1	AL2G30900
OG0006972	XP_018470580.1	AL2G30570
OG0006973	XP_018468964.1, XP_018454726.1, XP_018465490.1	AL2G29210
OG0006974	XP_018481187.1, XP_018472055.1	AL7G29170
OG0006975	XP_018477246.1, XP_018477241.1, XP_018469123.1	AL7G29140
OG0006976	XP_018469788.1, XP_018482490.1	AL3G50190
OG0006977	XP_018457562.1, XP_018452048.1	AL2G12430
OG0006978	XP_018455023.1, XP_018454835.1	AL240U10020, AL2G12550
OG0006979	XP_018455369.1, XP_018456833.1	AL2G13420
OG0006980	XP_018470184.1, XP_018456824.1	AL2G13600
OG0006981	XP_018465567.1, XP_018435229.1, XP_018452876.1	AL2G14380
OG0006982	XP_018463250.1, XP_018436634.1	AL2G14620
OG0006983	XP_018447716.1, XP_018436098.1	AL1G40710
OG0006984	XP_018456333.1, XP_018438330.1, XP_018435522.1	AL2G15350
OG0006985	XP_018473478.1	AL2G15450
OG0006986	XP_018439445.1, XP_018456098.1	AL2G18260
OG0006987	XP_018454272.1, XP_018456974.1, XP_018456967.1	AL2G10890
OG0006989	XP_018455679.1, XP_018457420.1	AL2G10080
OG0006990	XP_018460182.1, XP_018446416.1	AL7G47050
OG0006991	XP_018437053.1, XP_018461558.1, XP_018481438.1	AL8G11760
OG0006992	XP_018434118.1, XP_018452321.1	AL8G11710
OG0006993	XP_018478285.1, XP_018478318.1, XP_018462152.1, XP_018459928.1	AL8G11610
OG0006994	XP_018436479.1, XP_018485075.1	AL8G10410
OG0006995	XP_018456760.1, XP_018456266.1, XP_018439540.1	AL8G10310
OG0006996	XP_018439738.1, XP_018439267.1	AL3G25830
OG0006997	XP_018437108.1, XP_018482080.1, XP_018477373.1	AL8G14890
OG0006998	XP_018457812.1, XP_018473646.1, XP_018476748.1	AL6G49000
OG0006999	XP_018447464.1	AL7G22880
OG0007000	XP_018484720.1, XP_018471912.1, XP_018457774.1	AL7G22640
OG0007001	XP_018490072.1, XP_018482071.1	AL1G54540, AL1G54590
OG0007002	XP_018449334.1, XP_018463831.1	AL1G54720
OG0007003	XP_018446356.1, XP_018442923.1, XP_018442930.1	AL2G34900
OG0007004	XP_018443050.1, XP_018443035.1, XP_018442898.1	AL2G34860
OG0007005	XP_018456369.1, XP_018446570.1, XP_018446568.1	AL2G34790
OG0007006	XP_018450227.1, XP_018470924.1	AL7G10330
OG0007007	XP_018478023.1, XP_018451113.1, XP_018464259.1, XP_018465708.1	AL7G10780
OG0007008	XP_018451028.1, XP_018485284.1, XP_018446007.1	AL7G11080
OG0007009	XP_018470690.1, XP_018450813.1	AL7G11420
OG0007010	XP_018447703.1, XP_018459481.1, XP_018478187.1, XP_018447706.1	AL7G11440
OG0007011	XP_018449727.1, XP_018448365.1, XP_018459823.1	AL7G12430, AL7G12410
OG0007012	XP_018447881.1, XP_018485123.1, XP_018447389.1	AL7G12880
OG0007013	XP_018468424.1, XP_018477095.1, XP_018463695.1	AL7G13150
OG0007014	XP_018453888.1, XP_018453948.1, XP_018449362.1	AL7G13420
OG0007015	XP_018449689.1, XP_018449018.1, XP_018468780.1	AL7G13690
OG0007016	XP_018448394.1, XP_018450125.1	AL2G36200, nbis-gene-1716, AL7G14010
OG0007017	XP_018470389.1, XP_018471097.1	AL7G14280
OG0007018	XP_018479019.1, XP_018451845.1, XP_018470390.1, XP_018471099.1	AL7G14290
OG0007019	XP_018478158.1	AL7G14830
OG0007020	XP_018484587.1	AL7G15060
OG0007021	XP_018450400.1, XP_018450401.1, XP_018447316.1, XP_018471959.1	AL7G15350
OG0007022	XP_018481677.1, XP_018482529.1, XP_018448994.1	AL7G15400
OG0007023	XP_018471647.1, XP_018484074.1, XP_018484072.1	AL7G15630
OG0007024	XP_018433190.1	AL2G14790
OG0007025	XP_018450924.1, XP_018455565.1	AL7G16110
OG0007027	XP_018471417.1, XP_018451574.1, XP_018464191.1, XP_018478473.1	AL7G16230
OG0007028	XP_018451777.1	AL7G16350, AL446U10020
OG0007029	XP_018469284.1, XP_018482083.1, XP_018450135.1	AL7G16430
OG0007030	XP_018477271.1, XP_018447802.1, XP_018454848.1	AL7G16520
OG0007031	XP_018471544.1, XP_018472258.1	AL7G19640
OG0007033	XP_018480255.1, XP_018480256.1, XP_018470797.1	AL7G19540
OG0007034	XP_018471466.1, XP_018484617.1	AL7G19210
OG0007035	XP_018472478.1	AL7G19190
OG0007036	XP_018447710.1, XP_018448505.1, XP_018444809.1	AL7G19020
OG0007037	XP_018448048.1, XP_018450778.1, XP_018480622.1	AL7G18930
OG0007038	XP_018477124.1	AL4G29540
OG0007039	XP_018440379.1, XP_018483654.1	AL4G18010
OG0007040	XP_018449604.1, XP_018449603.1, XP_018471780.1, XP_018468782.1	AL7G18480
OG0007041	XP_018455709.1, XP_018459245.1, XP_018459244.1, XP_018462038.1	AL7G18300
OG0007042	XP_018449590.1, XP_018459250.1, XP_018459251.1, XP_018450171.1	AL7G17970
OG0007043	XP_018457713.1, XP_018493224.1	AL3G44920
OG0007044	XP_018450988.1, XP_018483721.1, XP_018483720.1, XP_018459402.1	AL7G17810
OG0007045	XP_018464207.1, XP_018459400.1, XP_018459401.1, XP_018477417.1	AL7G17720
OG0007046	XP_018477144.1, XP_018465410.1, XP_018447241.1	AL7G17510
OG0007047	XP_018471138.1, XP_018478666.1, XP_018480938.1	AL7G17480
OG0007048	XP_018465585.1, XP_018482101.1, XP_018449833.1, XP_018471140.1	AL7G17440
OG0007049	XP_018470174.1, XP_018450405.1	AL7G17300
OG0007050	XP_018478788.1, XP_018461193.1	AL7G17270
OG0007051	XP_018471699.1	AL7G19870
OG0007052	XP_018461715.1, XP_018479050.1	AL7G19900
OG0007053	XP_018480945.1, XP_018470671.1, XP_018469172.1	AL7G20750
OG0007054	XP_018469240.1, XP_018450205.1, XP_018482518.1	AL7G20760
OG0007055	XP_018450425.1, XP_018451237.1, XP_018483240.1	AL7G20910
OG0007056	XP_018447935.1, XP_018460836.1, XP_018485119.1	AL7G20950
OG0007057	XP_018471081.1	AL7G21120
OG0007058	XP_018468085.1, XP_018480428.1	AL7G21160
OG0007059	XP_018447141.1, XP_018482970.1, XP_018470144.1	AL7G21320
OG0007060	XP_018493034.1, XP_018440660.1, XP_018492534.1	AL3G38810
OG0007061	XP_018464638.1, XP_018432943.1, XP_018487328.1	AL3G39530
OG0007062	XP_018466370.1, XP_018462929.1, XP_018455861.1	AL2G32230
OG0007063	XP_018445532.1, XP_018445528.1, XP_018457836.1, XP_018457825.1	AL2G32040
OG0007064	XP_018444493.1, XP_018445520.1, XP_018468900.1	AL2G31870
OG0007065	XP_018438612.1, XP_018488238.1	AL1G37210
OG0007066	XP_018481364.1, XP_018449768.1, XP_018448131.1	AL1G37300
OG0007067	XP_018440746.1, XP_018450390.1	AL1G38250
OG0007068	XP_018474923.1, XP_018472529.1	AL4G17990
OG0007069	XP_018473253.1, XP_018459396.1, XP_018454861.1	AL6G51340
OG0007070	XP_018455533.1, XP_018475147.1, XP_018469605.1	AL6G51880
OG0007071	XP_018474389.1, XP_018474387.1, XP_018453202.1	AL6G52620
OG0007072	XP_018456564.1	AL6G52430
OG0007073	XP_018474910.1, XP_018460314.1, XP_018469008.1	nbis-gene-1672
OG0007074	XP_018476892.1, XP_018475322.1	AL6G52100
OG0007075	XP_018472898.1, XP_018470378.1, XP_018465599.1	AL6G52770
OG0007076	XP_018454999.1	AL6G53280
OG0007077	XP_018457086.1	AL6G53490
OG0007078	XP_018462167.1	AL4G13130, AL4G40360
OG0007079	XP_018450502.1, XP_018433118.1	AL1G40480
OG0007080	XP_018484098.1	AL7G29080
OG0007081	XP_018447938.1, XP_018470119.1, XP_018481042.1	AL7G24460
OG0007082	XP_018489528.1, XP_018470791.1	AL1G14210, AL1G11910
OG0007084	XP_018487374.1, XP_018487385.1, XP_018487450.1, XP_018450132.1	AL1G29130
OG0007085	XP_018460497.1, XP_018450129.1, XP_018450128.1, XP_018486107.1, XP_018489796.1	AL1G29660
OG0007087	XP_018437508.1, XP_018460431.1, XP_018450075.1	AL1G39140
OG0007088	XP_018468193.1, XP_018450496.1	AL1G40340
OG0007089	XP_018467251.1, XP_018449328.1	AL1G40500
OG0007090	XP_018480830.1, XP_018449303.1	AL1G40680
OG0007091	XP_018482039.1, XP_018459895.1	AL5G24460, AL8G28930, AL3G41000, AL5G38990, AL5G38970
OG0007093	XP_018455571.1, XP_018460563.1, XP_018460572.1, XP_018463057.1, XP_018444605.1	AL2G32180
OG0007094	XP_018458250.1, XP_018458249.1, XP_018458234.1	AL3G38870, AL3G35580, AL662U10010
OG0007095	XP_018479355.1	AL4G16640
OG0007096	XP_018438710.1, XP_018435727.1	AL5G10190
OG0007097	XP_018467180.1, XP_018481624.1, XP_018465027.1	AL5G14360
OG0007098	XP_018452451.1, XP_018434131.1, XP_018478369.1	AL5G18890
OG0007099	XP_018454665.1, XP_018481832.1, XP_018435652.1	AL5G19910
OG0007100	XP_018436135.1	AL5G22200
OG0007101	XP_018487986.1, XP_018437995.1	AL5G25860, AL5G25850
OG0007102	XP_018434390.1, XP_018438820.1, XP_018461673.1, XP_018482450.1, XP_018482801.1	AL5G32660
OG0007103	XP_018487977.1, XP_018486223.1, XP_018481664.1	AL5G34060
OG0007104	XP_018493499.1	AL5G40700
OG0007105	XP_018454621.1, XP_018464699.1, XP_018463879.1, XP_018458522.1	AL6G29820
OG0007106	XP_018435623.1	AL6G38680
OG0007107	XP_018475455.1	AL6G43200, AL6G43190
OG0007108	XP_018468635.1, XP_018462249.1, XP_018455284.1	AL6G46490
OG0007109	XP_018472154.1, XP_018469572.1	AL7G26450
OG0007110	XP_018482899.1, XP_018480889.1, XP_018463907.1, XP_018467757.1	AL7G26940
OG0007111	XP_018479165.1, XP_018479166.1	AL7G30410, AL6G44050
OG0007112	XP_018468209.1, XP_018468201.1, XP_018480893.1, XP_018450192.1	AL7G35210
OG0007113	XP_018482400.1	AL7G52730
OG0007115	XP_018439710.1, XP_018478845.1, XP_018477306.1	AL8G20980, AL8G20990
OG0007116	XP_018441199.1, XP_018440332.1, XP_018465748.1, XP_018477771.1	AL8G22840
OG0007117	YP_009046913.1	nbis-gene-488, nbis-gene-475
OG0007117	YP_009046914.1	nbis-gene-474, nbis-gene-489
OG0007128	XP_018459645.1	AL5G46080
OG0007129	XP_018472364.1	AL7G30430
OG0007130	XP_018449586.1, XP_018466342.1, XP_018454432.1	AL8G29730
OG0007131	XP_018486649.1	AL8G40390
OG0007132	XP_018458330.1	AL5G27870
OG0007133	XP_018434340.1, XP_018458331.1	AL5G27810
OG0007134	XP_018458333.1	AL5G27600
OG0007135	XP_018439847.1	AL5G27250
OG0007136	XP_018469901.1, XP_018437785.1	AL5G27210
OG0007137	XP_018441531.1, XP_018440619.1	AL5G10050
OG0007138	XP_018441693.1, XP_018440188.1	AL5G10230
OG0007139	XP_018447518.1	AL7G22820
OG0007140	XP_018485310.1, XP_018441252.1	AL5G10810
OG0007141	XP_018440699.1	AL5G11440
OG0007142	XP_018463997.1, XP_018481646.1, XP_018437391.1	AL4G34810
OG0007143	XP_018480229.1, XP_018480272.1, XP_018462153.1	AL8G11590
OG0007144	XP_018447782.1, XP_018458032.1	AL2G38450
OG0007145	XP_018447477.1, XP_018458555.1, XP_018446203.1	AL6G28800
OG0007146	XP_018473422.1, XP_018443970.1	AL6G28740
OG0007147	XP_018458843.1, XP_018442722.1, XP_018459151.1	AL6G28520
OG0007148	XP_018467647.1, XP_018460051.1	AL6G28500
OG0007149	XP_018474280.1, XP_018444790.1, XP_018446023.1	AL6G28310
OG0007150	XP_018442364.1, XP_018467977.1	AL6G28260
OG0007151	XP_018445011.1, XP_018444929.1, XP_018462894.1, XP_018445141.1	AL6G27930
OG0007152	XP_018444083.1, XP_018463755.1	AL6G27790
OG0007153	XP_018470215.1, XP_018460610.1, XP_018442917.1	AL6G27560
OG0007154	XP_018472003.1, XP_018446564.1	AL7G52670, AL7G52680
OG0007155	XP_018444789.1, XP_018475383.1	AL6G27480
OG0007156	XP_018474290.1, XP_018467642.1, XP_018467641.1	AL6G27400
OG0007157	XP_018463868.1, XP_018475807.1	AL6G27210
OG0007158	XP_018468221.1, XP_018445351.1	AL6G27000
OG0007159	XP_018437698.1, XP_018478911.1	AL4G32610
OG0007160	XP_018442099.1, XP_018475629.1, XP_018476970.1	AL6G26670
OG0007161	XP_018449945.1	AL6G26590
OG0007162	XP_018470724.1, XP_018445607.1	AL6G26400
OG0007163	XP_018477006.1, XP_018445608.1	AL6G26390
OG0007164	XP_018474684.1, XP_018473464.1, XP_018455328.1	AL6G26080
OG0007165	XP_018470606.1, XP_018476267.1, XP_018476625.1	AL6G25840
OG0007166	XP_018470790.1, XP_018476470.1, XP_018474298.1	AL6G25740
OG0007167	XP_018459406.1, XP_018444435.1, XP_018444850.1	AL6G25730
OG0007168	XP_018470824.1, XP_018465110.1, XP_018474476.1	AL6G25690
OG0007169	XP_018446914.1, XP_018472970.1	nbis-gene-1517
OG0007170	XP_018445337.1, XP_018448274.1	AL6G25530
OG0007172	XP_018475405.1, XP_018487579.1	AL6G44650
OG0007174	XP_018443192.1, XP_018446188.1, XP_018473680.1	AL6G24910
OG0007175	XP_018445208.1, XP_018473690.1, XP_018473679.1	AL6G24880
OG0007176	XP_018469425.1, XP_018471003.1, XP_018473715.1, XP_018443937.1	AL6G24770
OG0007177	XP_018446692.1	AL6G24710
OG0007178	XP_018444738.1, XP_018477025.1	AL6G24680
OG0007179	XP_018445335.1, XP_018467010.1	AL6G24660
OG0007180	XP_018475686.1, XP_018476090.1, XP_018477023.1	AL6G24640
OG0007181	XP_018475689.1, XP_018476092.1	AL6G24620
OG0007182	XP_018475687.1, XP_018476141.1, XP_018443304.1	AL6G24610
OG0007183	XP_018471074.1, XP_018471059.1, XP_018442206.1	AL6G24380
OG0007184	XP_018442844.1, XP_018448819.1	AL6G24330
