Orthogroup	Capsella_rubella	Rorippa_islandica
OG0008172	XP_006282345.2	Roisl.0031s0025.1.p
OG0008173	XP_023639638.1	Roisl.0031s0031.1.p
OG0008174	XP_006285608.1	Roisl.0009s0310.1.p
OG0008175	XP_006283142.1	Roisl.0213s0828.1.p
OG0008176	XP_006283389.1	Roisl.0210s2192.1.p
OG0008177	XP_006279397.1	Roisl.0206s0003.1.p
OG0008178	XP_006297936.1	Roisl.0053s0315.1.p
OG0008179	XP_006298134.1	Roisl.0053s0325.1.p
OG0008180	XP_006298691.1	Roisl.0053s0341.1.p
OG0008181	XP_006298606.1	Roisl.0053s0361.1.p
OG0008182	XP_006297933.2	Roisl.0053s0393.1.p
OG0008183	XP_006298653.1	Roisl.0053s0409.1.p
OG0008184	XP_023642765.1	Roisl.0115s0645.1.p
OG0008185	XP_006298057.1	Roisl.0115s0641.1.p
OG0008186	XP_023642485.1	Roisl.0115s0623.1.p
OG0008187	XP_006298746.1	Roisl.0115s0600.1.p
OG0008188	XP_006298022.1	Roisl.0115s0589.1.p
OG0008190	XP_006298614.1	Roisl.0115s0559.1.p
OG0008191	XP_023641622.1	Roisl.0115s0565.1.p
OG0008192	XP_023642659.1	Roisl.0115s0553.1.p, Roisl.0053s0390.1.p, Roisl.0115s0562.1.p
OG0008193	XP_006292770.1	Roisl.0011s0060.1.p
OG0008194	XP_006296594.1	Roisl.0115s0497.1.p
OG0008195	XP_006297976.1	Roisl.0115s0491.1.p
OG0008196	XP_006298617.1	Roisl.0115s0489.1.p
OG0008197	XP_006284097.1	Roisl.0003s0033.1.p
OG0008198	XP_006284349.1	Roisl.0003s0032.1.p
OG0008199	XP_006283218.1	Roisl.0003s0029.1.p
OG0008200	XP_006284662.1	Roisl.0003s0026.1.p
OG0008201	XP_006283080.1	Roisl.0003s0020.1.p
OG0008202	XP_023635190.1	Roisl.0003s0017.1.p
OG0008203	XP_006282765.1	Roisl.0003s0009.1.p
OG0008205	XP_023644057.1	Roisl.0024s0023.1.p
OG0008206	XP_006302327.1	Roisl.0209s0053.1.p
OG0008207	XP_006301644.1	Roisl.0209s0030.1.p
OG0008208	XP_006279425.1	Roisl.0083s0021.1.p
OG0008209	XP_006300856.1	Roisl.0214s0788.1.p
OG0008210	XP_006302501.1	Roisl.0083s0040.1.p
OG0008211	XP_006293748.1	Roisl.0194s0005.1.p
OG0008212	XP_006302622.1	Roisl.0189s0045.1.p
OG0008213	XP_023643201.1	Roisl.0189s0048.1.p
OG0008214	XP_006288171.1	Roisl.0210s1616.1.p
OG0008215	XP_023636416.1	Roisl.0210s1596.1.p
OG0008216	XP_006287641.1	Roisl.0210s1567.1.p
OG0008217	XP_023635873.1	Roisl.0210s1560.1.p
OG0008218	XP_006280872.1, XP_023636577.1	Roisl.0210s1546.1.p
OG0008219	XP_023636230.1	Roisl.0210s1532.1.p
OG0008220	XP_006289303.1	Roisl.0046s0465.1.p
OG0008221	XP_006283898.1	Roisl.0012s0090.1.p
OG0008222	XP_006279717.1	Roisl.0036s0030.1.p
OG0008223	XP_006279691.2	Roisl.0014s0069.1.p
OG0008224	XP_006290607.1	Roisl.0046s1220.1.p
OG0008225	XP_006292182.1	Roisl.0046s1206.1.p
OG0008226	XP_006292558.1	Roisl.0046s1204.1.p
OG0008227	XP_006291291.1	Roisl.0046s1195.1.p
OG0008228	XP_006292260.1	Roisl.0046s1177.1.p
OG0008229	XP_006291208.1	Roisl.0046s1155.1.p
OG0008230	XP_006292370.1	Roisl.0046s1135.1.p
OG0008231	XP_006293287.1	Roisl.0046s1133.1.p
OG0008232	XP_006292079.1	Roisl.0046s1115.1.p
OG0008233	XP_006290290.1	Roisl.0046s1101.1.p
OG0008234	XP_023637869.1	Roisl.0046s1066.1.p
OG0008235	XP_006303364.2	Roisl.0210s0009.1.p
OG0008236	XP_006307506.1	Roisl.0210s0125.1.p
OG0008237	XP_006306020.2	Roisl.0210s0174.1.p
OG0008238	XP_006305772.2	Roisl.0210s0175.1.p
OG0008239	XP_006305500.1	Roisl.0210s0186.1.p
OG0008240	XP_006305276.1	Roisl.0210s0215.1.p
OG0008241	XP_006306600.1	Roisl.0210s0234.1.p
OG0008242	XP_006307604.1	Roisl.0210s0251.1.p
OG0008243	XP_023644693.1	Roisl.0210s0257.1.p
OG0008244	XP_006307322.1	Roisl.0210s0260.1.p
OG0008245	XP_006303226.1	Roisl.0210s0267.1.p, Roisl.0021s0103.1.p
OG0008246	XP_006307489.1	Roisl.0210s0272.1.p
OG0008247	XP_006306523.1	Roisl.0210s0291.1.p
OG0008248	XP_006307439.1	Roisl.0210s0295.1.p
OG0008249	XP_006305712.1	Roisl.0210s0296.1.p
OG0008250	XP_006306864.1	Roisl.0210s0308.1.p
OG0008251	XP_006304520.2	Roisl.0210s0316.1.p
OG0008252	XP_006304565.1	Roisl.0210s0332.1.p
OG0008253	XP_023645530.1	Roisl.0210s0337.1.p
OG0008254	XP_006305335.1	Roisl.0210s0353.1.p
OG0008255	XP_006283629.1	Roisl.0008s0241.1.p
OG0008256	XP_006305986.1	Roisl.0210s0379.1.p
OG0008257	XP_006304286.1	Roisl.0091s0695.1.p
OG0008258	XP_006306448.1	Roisl.0091s0696.1.p
OG0008259	XP_006303497.2	Roisl.0091s0732.1.p
OG0008260	XP_006306965.1	Roisl.0091s0752.1.p
OG0008261	XP_006303761.1	Roisl.0091s0783.1.p
OG0008262	XP_023645167.1	Roisl.0091s0791.1.p
OG0008263	XP_006307581.1	Roisl.0091s0794.1.p
OG0008264	XP_023632544.1	Roisl.0091s0799.1.p
OG0008265	XP_023633266.1	Roisl.0091s0803.1.p
OG0008266	XP_006303598.1	Roisl.0091s0834.1.p
OG0008267	XP_023633111.1	Roisl.0091s0839.1.p
OG0008268	XP_006305373.1	Roisl.0091s0849.1.p
OG0008269	XP_023644997.1	Roisl.0091s0850.1.p
OG0008270	XP_006304386.1	Roisl.0091s0863.1.p
OG0008271	XP_023645254.1	Roisl.0091s0875.1.p
OG0008272	XP_006305076.1	Roisl.0091s0890.1.p
OG0008273	XP_006306755.1	Roisl.0091s0908.1.p
OG0008274	XP_006307661.1	Roisl.0091s0914.1.p
OG0008275	XP_006307063.1	Roisl.0091s0944.1.p
OG0008276	XP_006305915.1	Roisl.0091s0945.1.p
OG0008277	XP_006305953.1	Roisl.0091s0972.1.p
OG0008278	XP_006306685.1	Roisl.0091s0989.1.p
OG0008279	XP_006307276.1	Roisl.0091s0991.1.p
OG0008280	XP_023645703.1	Roisl.0091s1000.1.p
OG0008281	XP_023633268.1	Roisl.0091s1002.1.p
OG0008282	XP_006306385.1	Roisl.0091s1044.1.p
OG0008283	XP_006306352.1	Roisl.0091s1097.1.p
OG0008284	XP_006307476.1	Roisl.0091s1106.1.p
OG0008285	XP_006307126.1	Roisl.0091s1141.1.p
OG0008286	XP_006306373.1	Roisl.0091s1143.1.p
OG0008287	XP_006304461.1	Roisl.0091s1147.1.p
OG0008288	XP_006303594.1	Roisl.0091s1165.1.p
OG0008289	XP_006306703.1	Roisl.0091s1183.1.p
OG0008290	XP_023645314.1	Roisl.0091s1193.1.p
OG0008291	XP_006304709.1	Roisl.0091s1210.1.p
OG0008292	XP_006280151.2	Roisl.0031s0022.1.p
OG0008293	XP_006305461.1	Roisl.0021s0003.1.p
OG0008294	XP_006306034.1	Roisl.0021s0019.1.p
OG0008295	XP_023633235.1	Roisl.0021s0038.1.p
OG0008296	XP_006306176.1	Roisl.0021s0047.1.p
OG0008297	XP_006307457.1	Roisl.0021s0050.1.p
OG0008298	XP_023645735.1	Roisl.0021s0052.1.p
OG0008299	XP_006306697.2	Roisl.0021s0065.1.p
OG0008300	XP_023645860.1	Roisl.0021s0069.1.p
OG0008301	XP_006304225.1	Roisl.0021s0072.1.p
OG0008302	XP_006303228.1	Roisl.0021s0081.1.p
OG0008303	XP_023646005.1	Roisl.0021s0097.1.p
OG0008304	XP_006306313.1	Roisl.0021s0129.1.p
OG0008305	XP_006285906.1	Roisl.0022s0250.1.p
OG0008306	XP_023644819.1	Roisl.0021s0181.1.p
OG0008307	XP_006306832.1	Roisl.0021s0190.1.p
OG0008308	XP_006304167.1	Roisl.0021s0223.1.p
OG0008309	XP_006305141.1	Roisl.0021s0224.1.p
OG0008310	XP_023633245.1	Roisl.0021s0229.1.p
OG0008311	XP_006300892.1	Roisl.0209s0627.1.p
OG0008311	XP_023645868.1	Roisl.0021s0258.1.p
OG0008312	XP_006307610.2	Roisl.0021s0271.1.p
OG0008313	XP_006304804.1	Roisl.0021s0273.1.p
OG0008314	XP_006305062.1	Roisl.0021s0283.1.p
OG0008315	XP_006307537.1	Roisl.0021s0332.1.p
OG0008316	XP_006303251.1	Roisl.0021s0335.1.p
OG0008317	XP_006305183.1	Roisl.0021s0340.1.p
OG0008318	XP_006303822.1	Roisl.0021s0342.1.p
OG0008319	XP_023632593.1	Roisl.0021s0355.1.p, Roisl.0021s0356.1.p
OG0008320	XP_006305015.1	Roisl.0021s0391.1.p
OG0008321	XP_006304861.1	Roisl.0021s0397.1.p
OG0008322	XP_006303574.1	Roisl.0021s0398.1.p
OG0008323	XP_023644843.1	Roisl.0021s0417.1.p
OG0008324	XP_006306205.1	Roisl.0021s0432.1.p
OG0008325	XP_006303717.1	Roisl.0021s0452.1.p
OG0008326	XP_006307549.1	Roisl.0007s0757.1.p
OG0008327	XP_006303979.1	Roisl.0007s0761.1.p
OG0008328	XP_006305210.1	Roisl.0007s0733.1.p
OG0008329	XP_006307508.1	Roisl.0007s0716.1.p
OG0008330	XP_006306515.1	Roisl.0007s0705.1.p
OG0008331	XP_006304526.1	Roisl.0007s0704.1.p
OG0008332	XP_006305840.1	Roisl.0007s0687.1.p
OG0008333	XP_006303284.1	Roisl.0007s0681.1.p
OG0008334	XP_023632727.1	Roisl.0007s0676.1.p
OG0008335	XP_006306862.1	Roisl.0007s0663.1.p
OG0008336	XP_006293203.2	Roisl.0007s0662.1.p
OG0008336	XP_006306054.1	Roisl.0007s0656.1.p
OG0008337	XP_006306970.2	Roisl.0007s0657.1.p
OG0008338	XP_006306014.1	Roisl.0007s0607.1.p
OG0008339	XP_006305566.2	Roisl.0007s0643.1.p
OG0008340	XP_006292215.1	Roisl.0011s0044.1.p
OG0008341	XP_006307523.1	Roisl.0007s0633.1.p
OG0008342	XP_006307139.2	Roisl.0007s0630.1.p
OG0008343	XP_023632949.1	Roisl.0007s0622.1.p
OG0008344	XP_006305911.1	Roisl.0007s0592.1.p
OG0008345	XP_006304401.1	Roisl.0007s0591.1.p
OG0008346	XP_023644737.1	Roisl.0007s0551.1.p
OG0008347	XP_006303890.1	Roisl.0007s0507.1.p
OG0008348	XP_006305777.1	Roisl.0007s0461.1.p
OG0008349	XP_006303354.2	Roisl.0007s0449.1.p
OG0008350	XP_006302499.1	Roisl.0021s0641.1.p
OG0008351	XP_006303573.1	Roisl.0007s0359.1.p
OG0008352	XP_006303188.1	Roisl.0007s0314.1.p
OG0008353	XP_023632809.1	Roisl.0007s0308.1.p
OG0008354	XP_006305717.1	Roisl.0007s0305.1.p
OG0008355	XP_006303901.1	Roisl.0007s0299.1.p
OG0008356	XP_006303925.1	Roisl.0007s0298.1.p
OG0008357	XP_023633012.1	Roisl.0007s0273.1.p
OG0008358	XP_023633020.1	Roisl.0007s0270.1.p
OG0008359	XP_006307360.1	Roisl.0007s0269.1.p
OG0008360	XP_006307358.2	Roisl.0007s0245.1.p
OG0008361	XP_006306072.1	Roisl.0007s0235.1.p
OG0008362	XP_023644829.1	Roisl.0007s0234.1.p
OG0008363	XP_006304206.1	Roisl.0007s0266.1.p, Roisl.0007s0222.1.p
OG0008364	XP_006304867.1	Roisl.0007s0198.1.p
OG0008365	XP_006306683.2	Roisl.0007s0151.1.p
OG0008366	XP_006307667.1	Roisl.0007s0148.1.p
OG0008367	XP_006303154.1	Roisl.0007s0147.1.p
OG0008368	XP_006307252.1	Roisl.0007s0141.1.p
OG0008369	XP_006307043.1	Roisl.0007s0121.1.p
OG0008370	XP_006303317.1	Roisl.0007s0103.1.p
OG0008371	XP_006307295.1	Roisl.0007s0095.1.p
OG0008372	XP_006306922.2	Roisl.0007s0069.1.p
OG0008373	XP_006306658.1	Roisl.0007s0058.1.p
OG0008374	XP_006306869.1	Roisl.0007s0049.1.p
OG0008375	XP_006303575.2	Roisl.0007s0022.1.p
OG0008376	XP_006306088.2	Roisl.0049s0041.1.p
OG0008377	XP_006307071.1	Roisl.0049s0051.1.p
OG0008378	XP_006304297.1	Roisl.0049s0055.1.p
OG0008379	XP_006303607.1	Roisl.0049s0065.1.p
OG0008380	XP_006303211.1	Roisl.0049s0066.1.p
OG0008381	XP_006307189.1	Roisl.0049s0073.1.p
OG0008382	XP_023643873.1, XP_023645193.1	Roisl.0049s0078.1.p
OG0008383	XP_006304198.1	Roisl.0191s0016.1.p
OG0008384	XP_006305058.1	Roisl.0191s0041.1.p
OG0008385	XP_006304067.1	Roisl.0191s0065.1.p
OG0008386	XP_006305765.1	Roisl.0191s0140.1.p
OG0008387	XP_006287133.1	Roisl.0213s0617.1.p
OG0008388	XP_006303687.1	Roisl.0191s0149.1.p
OG0008389	XP_006300777.1	Roisl.0019s0338.1.p
OG0008390	XP_006300829.1	Roisl.0019s0361.1.p
OG0008391	XP_006302043.1	Roisl.0019s0377.1.p
OG0008392	XP_023641022.1, XP_023643284.1	Roisl.0019s0380.1.p
OG0008393	XP_006300960.1	Roisl.0019s0402.1.p
OG0008394	XP_006300424.1	Roisl.0019s0407.1.p
OG0008395	XP_006302853.1	Roisl.0019s0422.1.p
OG0008396	XP_023643747.1	Roisl.0019s0424.1.p
OG0008397	XP_023643546.1	Roisl.0019s0437.1.p
OG0008398	XP_006302873.1	Roisl.0019s0448.1.p
OG0008400	XP_006303034.1	Roisl.0019s0499.1.p
OG0008401	XP_023643397.1	Roisl.0019s0515.1.p
OG0008402	XP_006300446.1	Roisl.0019s0517.1.p
OG0008403	XP_006284668.1	Roisl.0008s0225.1.p
OG0008404	XP_006304185.1	Roisl.0209s0128.1.p
OG0008405	XP_006305115.1	Roisl.0040s0103.1.p
OG0008406	XP_006300370.1	Roisl.0050s0092.1.p
OG0008407	XP_006302684.2	Roisl.0027s0015.1.p, Roisl.0010s0151.1.p
OG0008408	XP_006302696.1	Roisl.0027s0014.1.p, Roisl.0010s0150.1.p
OG0008409	XP_023643226.1	Roisl.0010s0149.1.p, Roisl.0027s0013.1.p
OG0008410	XP_006302563.1	Roisl.0010s0129.1.p
OG0008411	XP_006302629.1	Roisl.0010s0106.1.p
OG0008412	XP_006303863.1	Roisl.0015s0109.1.p
OG0008413	XP_006302349.1	Roisl.0209s0563.1.p
OG0008414	XP_023645511.1	Roisl.0213s0103.1.p
OG0008415	XP_006300326.1	Roisl.0209s0655.1.p
OG0008416	XP_006301587.1	Roisl.0209s0659.1.p
OG0008417	XP_006302148.1	Roisl.0209s0670.1.p
OG0008418	XP_006300546.1	Roisl.0209s0740.1.p
OG0008420	XP_006302027.2	Roisl.0214s0602.1.p
OG0008421	XP_006302316.1	Roisl.0214s0643.1.p
OG0008422	XP_006301836.1	Roisl.0214s0693.1.p
OG0008423	XP_006300736.1	Roisl.0214s0695.1.p
OG0008424	XP_006302570.1	Roisl.0214s0744.1.p
OG0008425	XP_006302042.1	Roisl.0214s0793.1.p
OG0008426	XP_006302446.1	Roisl.0214s0838.1.p
OG0008427	XP_006304358.1	Roisl.0191s0451.1.p
OG0008428	XP_006302966.1	Roisl.0050s0055.1.p
OG0008429	XP_006300890.1	Roisl.0050s0052.1.p
OG0008430	XP_006300553.1	Roisl.0050s0040.1.p
OG0008431	XP_006301812.1	Roisl.0050s0021.1.p
OG0008432	XP_006301683.1	Roisl.0050s0005.1.p
OG0008433	XP_006282004.1	Roisl.0005s0266.1.p
OG0008434	XP_023641145.1	Roisl.0005s0142.1.p
OG0008435	XP_006280954.1	Roisl.0005s0105.1.p
OG0008436	XP_023641201.1	Roisl.0005s0098.1.p
OG0008437	XP_006281218.1	Roisl.0005s0009.1.p
OG0008438	XP_006282304.1	Roisl.0005s0006.1.p
OG0008439	XP_006281843.1	Roisl.0012s0290.1.p
OG0008440	XP_023642815.1	Roisl.0012s0288.1.p
OG0008441	XP_023643720.1	Roisl.0012s0266.1.p
OG0008442	XP_006279512.1	Roisl.0012s0258.1.p
OG0008443	XP_023635476.1	Roisl.0091s0207.1.p
OG0008444	XP_006287750.1	Roisl.0082s0273.1.p
OG0008445	XP_006288769.1	Roisl.0082s0261.1.p
OG0008446	XP_006287620.1	Roisl.0082s0252.1.p
OG0008447	XP_006285614.1	Roisl.0044s0139.1.p
OG0008448	XP_023634881.1	Roisl.0002s0050.1.p
OG0008449	XP_006283974.1	Roisl.0002s0049.1.p
OG0008450	XP_023645297.1	Roisl.0013s0140.1.p
OG0008451	XP_006303585.1	Roisl.0013s0133.1.p, Roisl.0214s0112.1.p
OG0008452	XP_006303387.1	Roisl.0013s0119.1.p
OG0008453	XP_006303438.1	Roisl.0013s0077.1.p
OG0008454	XP_006307560.1	Roisl.0013s0069.1.p
OG0008455	XP_006305976.1	Roisl.0013s0024.1.p
OG0008456	XP_006302797.1	Roisl.0004s0404.1.p
OG0008457	XP_006283960.1	Roisl.0001s0520.1.p
OG0008458	XP_006285621.1	Roisl.0001s0496.1.p
OG0008459	XP_006283901.1	Roisl.0001s0478.1.p
OG0008460	XP_006283532.1	Roisl.0001s0463.1.p
OG0008461	XP_006283990.1	Roisl.0001s0448.1.p
OG0008462	XP_006285120.1	Roisl.0001s0427.1.p
OG0008463	XP_006283269.1	Roisl.0001s0417.1.p
OG0008464	XP_006284822.1	Roisl.0001s0412.1.p
OG0008465	XP_006283492.1	Roisl.0001s0403.1.p
OG0008467	XP_006283903.1	Roisl.0001s0397.1.p
OG0008468	XP_006285964.2	Roisl.0001s0356.1.p
OG0008469	XP_006286095.1	Roisl.0001s0353.1.p
OG0008470	XP_006284246.1	Roisl.0001s0331.1.p
OG0008471	XP_006283606.1	Roisl.0001s0318.1.p
OG0008472	XP_023634772.1	Roisl.0001s0306.1.p
OG0008473	XP_006285193.1	Roisl.0001s0296.1.p, Roisl.0019s0069.1.p
OG0008474	XP_006286076.2	Roisl.0001s0280.1.p
OG0008475	XP_006283005.1, XP_006290550.1	Roisl.0001s0270.1.p
OG0008476	XP_006284108.1	Roisl.0001s0253.1.p
OG0008477	XP_006284061.1	Roisl.0001s0219.1.p
OG0008478	XP_006283590.2	Roisl.0001s0192.1.p
OG0008479	XP_023634155.1	Roisl.0001s0167.1.p
OG0008480	XP_023634716.1	Roisl.0001s0141.1.p
OG0008481	XP_006284702.1	Roisl.0001s0146.1.p
OG0008482	XP_006286192.1	Roisl.0001s0147.1.p
OG0008483	XP_006284672.2	Roisl.0001s0106.1.p
OG0008484	XP_006285956.1	Roisl.0001s0091.1.p
OG0008485	XP_006286142.1	Roisl.0001s0062.1.p
OG0008486	XP_006284498.1	Roisl.0001s0060.1.p
OG0008487	XP_006285233.1	Roisl.0001s0047.1.p
OG0008488	XP_006284005.1	Roisl.0001s0020.1.p
OG0008489	XP_006283905.1	Roisl.0001s0007.1.p
OG0008490	XP_006285689.1	Roisl.0003s0238.1.p
OG0008491	XP_006282661.1	Roisl.0003s0239.1.p
OG0008492	XP_006284420.1	Roisl.0003s0240.1.p
OG0008493	XP_006283914.1	Roisl.0003s0243.1.p
OG0008494	XP_006286020.1	Roisl.0003s0274.1.p
OG0008495	XP_006284289.1	Roisl.0003s0289.1.p
OG0008496	XP_006283680.1	Roisl.0003s0333.1.p
OG0008497	XP_006285283.1	Roisl.0003s0346.1.p
OG0008498	XP_006283815.1	Roisl.0008s0258.1.p
OG0008499	XP_006283426.2	Roisl.0008s0263.1.p
OG0008500	XP_023635183.1	Roisl.0008s0287.1.p
OG0008501	XP_006284537.1	Roisl.0008s0323.1.p
OG0008502	XP_006284635.2	Roisl.0008s0352.1.p
OG0008503	XP_006285691.1	Roisl.0008s0356.1.p
OG0008504	XP_006284297.2	Roisl.0008s0358.1.p
OG0008505	XP_006282554.1	Roisl.0003s0234.1.p
OG0008506	XP_006283209.1	Roisl.0003s0232.1.p
OG0008507	XP_023633932.1	Roisl.0003s0205.1.p
OG0008508	XP_006284466.1	Roisl.0003s0164.1.p
OG0008509	XP_023634069.1	Roisl.0003s0154.1.p
OG0008510	XP_006284065.1	Roisl.0003s0153.1.p
OG0008512	XP_006283637.1	Roisl.0003s0130.1.p
OG0008513	XP_006294420.1	Roisl.0004s0002.1.p
OG0008514	XP_023641123.1	Roisl.0209s0341.1.p, Roisl.0053s0294.1.p
OG0008515	XP_006297507.1	Roisl.0053s0280.1.p
OG0008516	XP_023641504.1	Roisl.0053s0274.1.p
OG0008517	XP_023641505.1	Roisl.0053s0273.1.p
OG0008518	XP_006297247.1	Roisl.0053s0255.1.p
OG0008519	XP_023643580.1	Roisl.0019s0230.1.p
OG0008520	XP_023643659.1	Roisl.0019s0241.1.p
OG0008521	XP_006302918.1	Roisl.0019s0245.1.p
OG0008522	XP_023643149.1	Roisl.0019s0261.1.p
OG0008523	XP_006302551.1	Roisl.0019s0271.1.p
OG0008524	XP_023643818.1	Roisl.0019s0282.1.p
OG0008525	XP_006302881.2	Roisl.0019s0283.1.p
OG0008526	XP_006301744.2	Roisl.0019s0290.1.p
OG0008527	XP_006300302.1	Roisl.0019s0291.1.p
OG0008528	XP_006302172.1	Roisl.0019s0294.1.p
OG0008529	XP_006306219.1	Roisl.0191s0160.1.p
OG0008530	XP_006307417.1	Roisl.0191s0172.1.p
OG0008531	XP_006305600.1	Roisl.0191s0183.1.p
OG0008532	XP_006303932.1	Roisl.0191s0274.1.p
OG0008533	XP_006307636.1	Roisl.0191s0290.1.p
OG0008534	XP_006307269.1	Roisl.0191s0361.1.p
OG0008535	XP_006306992.1	Roisl.0191s0386.1.p
OG0008536	XP_006303401.1	Roisl.0015s0093.1.p
OG0008537	XP_006285129.1	Roisl.0022s0093.1.p
OG0008539	XP_006281172.1	Roisl.0012s0053.1.p
OG0008540	XP_006286549.1	Roisl.0191s0625.1.p
OG0008541	XP_006288567.2	Roisl.0191s0630.1.p
OG0008542	XP_006288081.1	Roisl.0210s1615.1.p, Roisl.0191s0634.1.p
OG0008543	XP_006288590.1	Roisl.0191s0650.1.p
OG0008544	XP_006287840.1	Roisl.0191s0564.1.p
OG0008545	XP_023636324.1	Roisl.0191s0557.1.p, Roisl.0191s0555.1.p, Roisl.0191s0559.1.p
OG0008546	XP_006286665.1	Roisl.0191s0548.1.p
OG0008547	XP_023636291.1	Roisl.0191s0524.1.p
OG0008548	XP_006289072.1	Roisl.0191s0509.1.p
OG0008549	XP_006287312.1	Roisl.0191s0493.1.p
OG0008550	XP_006286877.1	Roisl.0191s0475.1.p
OG0008551	XP_023633665.1	Roisl.0022s0320.1.p, Roisl.0022s0319.1.p
OG0008552	XP_006294110.1	Roisl.0063s0019.1.p
OG0008553	XP_006305832.1	Roisl.0015s0068.1.p
OG0008554	XP_006304969.1	Roisl.0191s0433.1.p
OG0008555	XP_023645470.1	Roisl.0191s0413.1.p
OG0008556	XP_006307460.1	Roisl.0191s0408.1.p
OG0008557	XP_006305408.1	Roisl.0191s0407.1.p
OG0008558	XP_006285834.1	Roisl.0022s0306.1.p
OG0008559	XP_023634960.1	Roisl.0022s0361.1.p
OG0008560	XP_006286036.1	Roisl.0022s0402.1.p
OG0008561	XP_006284199.1	Roisl.0022s0401.1.p
OG0008562	XP_006282698.1	Roisl.0022s0408.1.p
OG0008563	XP_006284998.1	Roisl.0022s0423.1.p
OG0008564	XP_006283929.1	Roisl.0022s0428.1.p
OG0008565	XP_006283816.1	Roisl.0022s0463.1.p
OG0008566	XP_006305744.1	Roisl.0191s0348.1.p
OG0008567	XP_006284669.1	Roisl.0022s0471.1.p
OG0008568	XP_006286280.1, XP_006283985.1	Roisl.0022s0473.1.p
OG0008569	XP_006285537.1	Roisl.0022s0474.1.p
OG0008570	XP_006285510.1	Roisl.0022s0477.1.p
OG0008571	XP_006284665.1	Roisl.0022s0508.1.p
OG0008572	XP_006304456.1	Roisl.0091s0903.1.p
OG0008573	XP_006306774.1	Roisl.0021s0182.1.p
OG0008574	XP_006303938.1	Roisl.0007s0650.1.p
OG0008575	XP_023645578.1	Roisl.0191s0224.1.p
OG0008576	XP_006306753.1	Roisl.0191s0354.1.p, Roisl.0191s0352.1.p
OG0008577	XP_006307606.1	Roisl.0191s0425.1.p
OG0008581	XP_006303534.1	Roisl.0179s0078.1.p
OG0008582	XP_006306152.1	Roisl.0179s0071.1.p
OG0008583	XP_023642533.1	Roisl.0074s0513.1.p
OG0008584	XP_006300810.1	Roisl.0010s0191.1.p
OG0008585	XP_006301572.1	Roisl.0214s0612.1.p, Roisl.0214s0615.1.p, Roisl.0214s0613.1.p, Roisl.0214s0616.1.p
OG0008586	XP_006301038.1	Roisl.0019s0735.1.p
OG0008587	XP_006300685.1	Roisl.0019s0646.1.p
OG0008588	XP_023644331.1	Roisl.0004s0119.1.p
OG0008591	XP_006284958.1	Roisl.0074s0630.1.p
OG0008592	XP_023641526.1	Roisl.0074s0602.1.p
OG0008594	XP_023641177.1	Roisl.0053s0396.1.p
OG0008596	XP_006295251.1	Roisl.0204s0155.1.p
OG0008597	XP_006296112.1	Roisl.0046s0637.1.p, Roisl.0046s0633.1.p
OG0008598	XP_006295655.1	Roisl.0046s0558.1.p
OG0008599	XP_006294623.1	Roisl.0046s0555.1.p
OG0008600	XP_006295403.1	Roisl.0006s0591.1.p
OG0008601	XP_023640140.1	Roisl.0021s0604.1.p
OG0008602	XP_006294501.1	Roisl.0004s0006.1.p
OG0008603	XP_006294596.1	Roisl.0189s0073.1.p
OG0008604	XP_023640185.1	Roisl.0033s0100.1.p
OG0008605	XP_006294894.1	Roisl.0028s0824.1.p
OG0008606	XP_023634248.1	Roisl.0075s0155.1.p
OG0008607	XP_023638059.1	Roisl.0011s0493.1.p
OG0008609	XP_023638774.1	Roisl.0184s0225.1.p
OG0008610	XP_006304869.2	Roisl.0210s0920.1.p
OG0008611	XP_006288042.1	Roisl.0210s1109.1.p
OG0008612	XP_006288955.1	Roisl.0210s1398.1.p
OG0008613	XP_006289749.1	Roisl.0046s0085.1.p, Roisl.0046s0084.1.p
OG0008615	XP_023636296.1	Roisl.0213s0534.1.p
OG0008617	XP_006286239.1	Roisl.0022s0300.1.p
OG0008618	XP_006285527.2	Roisl.0008s0235.1.p
OG0008619	XP_023634400.1	Roisl.0008s0231.1.p
OG0008620	XP_006282847.1	Roisl.0091s0296.1.p
OG0008621	XP_006306442.2, XP_023641264.1	Roisl.0074s0839.1.p, Roisl.0074s0840.1.p
OG0008622	XP_023644065.1	Roisl.0012s0063.1.p
OG0008623	XP_006281372.1	Roisl.0014s0070.1.p
OG0008624	XP_006280361.1	Roisl.0014s0003.1.p
OG0008626	XP_006281529.2	Roisl.0036s0033.1.p
OG0008627	XP_006281276.1	Roisl.0036s0069.1.p
OG0008628	XP_006280669.1	Roisl.0214s0244.1.p
OG0008629	XP_006282349.1	Roisl.0031s0112.1.p
OG0008630	XP_006281836.1	Roisl.0031s0136.1.p
OG0008631	XP_006290199.1	Roisl.0210s0598.1.p
OG0008632	XP_023635640.1	Roisl.0075s0167.1.p, Roisl.0075s0158.1.p, Roisl.0075s0165.1.p, Roisl.0075s0157.1.p
OG0008632	XP_006285438.1	Roisl.0075s0166.1.p
OG0008649	XP_006284621.1	Roisl.0003s0051.1.p
OG0008650	XP_006282616.1	Roisl.0003s0055.1.p
OG0008651	XP_023634182.1	Roisl.0091s0009.1.p
OG0008652	XP_006283777.1	Roisl.0091s0013.1.p
OG0008653	XP_006291468.1	Roisl.0209s0366.1.p
