Orthogroup	Capsella_rubella	Cardamine_hirsuta
OG0009336	XP_006295494.2	CARHR130010
OG0009337	XP_006294910.1	CARHR130040
OG0009338	XP_006293693.1	CARHR130060
OG0009339	XP_023634387.1	CARHR226210
OG0009340	XP_006294824.1	CARHR134650
OG0009341	XP_006284190.1	CARHR226010
OG0009342	XP_006284265.1	CARHR225770
OG0009343	XP_006285076.1	CARHR225860
OG0009344	XP_006284623.1	CARHR288450, CARHR225840
OG0009345	XP_006284465.1	CARHR224810
OG0009346	XP_006284290.1	CARHR224680
OG0009347	XP_006285880.1	CARHR224530
OG0009348	XP_006284068.2	CARHR224520
OG0009349	XP_006284396.1	CARHR224370
OG0009350	XP_006284020.1	CARHR223890
OG0009351	XP_006284054.1	CARHR223850
OG0009352	XP_006283554.1	CARHR223830
OG0009353	XP_006293541.1	CARHR152450
OG0009354	XP_006290590.1	CARHR160530
OG0009355	XP_006292057.1	CARHR160470
OG0009357	XP_006290909.1	CARHR160290
OG0009358	XP_006290928.1	CARHR160170
OG0009359	XP_006291658.1	CARHR160070
OG0009360	XP_006290766.1	CARHR160030
OG0009361	XP_006291682.1	CARHR159950
OG0009362	XP_023639279.1	CARHR159930
OG0009363	XP_023634548.1	CARHR230810
OG0009364	XP_006280326.1	CARHR258380
OG0009365	XP_006280961.1	CARHR265330
OG0009366	XP_006281075.1	CARHR265170
OG0009367	XP_006280994.1	CARHR264720
OG0009368	XP_023640403.1	CARHR264120
OG0009369	XP_006292595.1	CARHR152390
OG0009370	XP_023641658.1	CARHR105010
OG0009371	XP_023642576.1	CARHR105360
OG0009372	XP_006297541.1	CARHR105830
OG0009373	XP_006297640.1	CARHR106070
OG0009374	XP_006298159.1	CARHR106090
OG0009375	XP_006296940.1	CARHR106470
OG0009376	XP_023641215.1	CARHR107010
OG0009377	XP_006291022.1	CARHR172660
OG0009378	XP_023642741.1	CARHR293520
OG0009379	XP_006297300.1	CARHR293590
OG0009380	XP_006282677.1	CARHR231490
OG0009381	XP_006284086.1	CARHR231450
OG0009382	XP_023635319.1	CARHR231280
OG0009383	XP_023634916.1	CARHR231330, CARHR231320
OG0009384	XP_006284043.1	CARHR230070
OG0009385	XP_006283352.2	CARHR230040
OG0009386	XP_023635126.1	CARHR229680
OG0009387	XP_006282748.1	CARHR229500
OG0009388	XP_006282681.1	CARHR229230
OG0009389	XP_006284970.1	CARHR228960
OG0009390	XP_006283727.1	CARHR212680
OG0009391	XP_006282474.1	CARHR228720
OG0009392	XP_006284439.2, XP_006284074.2	CARHR212820
OG0009393	XP_006284454.1	CARHR226780
OG0009394	XP_006286233.1	CARHR227010
OG0009395	XP_006285330.1	CARHR227110
OG0009396	XP_006286019.2	CARHR227230
OG0009397	XP_006284231.1	CARHR227240
OG0009398	XP_023635553.1	CARHR227290
OG0009399	XP_006291936.2, XP_006292943.2	CARHR257470
OG0009400	XP_006307010.1	CARHR017480, CARHR154100
OG0009401	XP_006286293.1	CARHR227660
OG0009402	XP_006284832.2	CARHR227780
OG0009403	XP_006282924.1	CARHR227920
OG0009404	XP_006291919.1	CARHR145700
OG0009405	XP_006285753.1	CARHR228190
OG0009406	XP_006298061.1	CARHR111430
OG0009407	XP_006281732.1	CARHR194620
OG0009408	XP_023633647.1	CARHR222690
OG0009409	XP_006284806.1	CARHR222840
OG0009410	XP_006284408.1	CARHR222950
OG0009411	XP_023634932.1	CARHR223080, CARHR223070
OG0009412	XP_006286060.1	CARHR223160
OG0009413	XP_006284614.1	CARHR223240
OG0009414	XP_023635507.1	CARHR223600
OG0009415	XP_006282658.1	CARHR223650
OG0009416	XP_006298568.1	CARHR075140
OG0009417	XP_023641074.1	CARHR075250
OG0009418	XP_023641075.1	CARHR075270
OG0009419	XP_006297690.1	CARHR075480
OG0009420	XP_006296902.1	CARHR075600
OG0009421	XP_006282122.1	CARHR281040
OG0009422	XP_023638701.1	CARHR281280
OG0009423	XP_006279868.1	CARHR281290
OG0009424	XP_006292230.1	CARHR156560
OG0009425	XP_006279495.1	CARHR281310
OG0009426	XP_006282144.1	CARHR281520
OG0009427	XP_006282185.1	CARHR281570
OG0009428	XP_006292989.1	CARHR291690
OG0009429	XP_023638418.1	CARHR291710
OG0009430	XP_006293019.1	CARHR173420
OG0009431	XP_006290792.1	CARHR173270
OG0009432	XP_023638658.1	CARHR173210
OG0009433	XP_006292773.1	CARHR172760
OG0009434	XP_006290990.1	CARHR172730
OG0009435	XP_006292520.1	CARHR172620
OG0009436	XP_023638514.1	CARHR172320
OG0009437	XP_006292576.1	CARHR172290
OG0009438	XP_006299935.1	CARHR079780, CARHR079800
OG0009439	XP_023638081.1	CARHR172180
OG0009440	XP_006292708.1	CARHR172160
OG0009441	XP_006290611.1	CARHR171980
OG0009442	XP_006290409.1	CARHR171700
OG0009443	XP_006296020.1	CARHR128210
OG0009444	XP_006291893.1	CARHR171510
OG0009445	XP_023638040.1	CARHR171410
OG0009446	XP_006291604.1	CARHR171370
OG0009447	XP_006290471.2, XP_023638209.1	CARHR171060
OG0009448	XP_023638322.1	CARHR171000
OG0009449	XP_006291749.1	CARHR170930
OG0009450	XP_006293294.1	CARHR170920
OG0009451	XP_006292084.1	CARHR170860
OG0009452	XP_006293167.2	CARHR170810
OG0009453	XP_006292861.1	CARHR170260
OG0009454	XP_006293254.1	CARHR169870
OG0009455	XP_006291674.1	CARHR169850
OG0009456	XP_023638736.1	CARHR169730
OG0009457	XP_006291096.1	CARHR169680
OG0009458	XP_006290454.1	CARHR169640
OG0009459	XP_006291160.1	CARHR169330
OG0009460	XP_006290475.2	CARHR169180
OG0009461	XP_023639110.1	CARHR169100
OG0009462	XP_006290610.1	CARHR169030
OG0009463	XP_006292695.1	CARHR168940
OG0009464	XP_006293247.1	CARHR168840
OG0009465	XP_006292973.1	CARHR168570
OG0009466	XP_006291177.1	CARHR168500
OG0009467	XP_006292283.1	CARHR168320
OG0009468	XP_006291732.1	CARHR168170
OG0009469	XP_023639152.1	CARHR119890
OG0009470	XP_006292207.1	CARHR167300
OG0009471	XP_006290322.1	CARHR167250
OG0009472	XP_006291223.1	CARHR167090
OG0009473	XP_006291036.1	CARHR167080
OG0009474	XP_006291598.2	CARHR166630
OG0009475	XP_006291922.1	CARHR166450
OG0009476	XP_023639066.1	CARHR166050
OG0009477	XP_006290335.1	CARHR165960
OG0009478	XP_006290450.1	CARHR165610
OG0009479	XP_006291806.1	CARHR165440
OG0009480	XP_006291398.1	CARHR165380
OG0009481	XP_006290263.1	CARHR165270
OG0009482	XP_023638323.1	CARHR165250
OG0009483	XP_006290988.1	CARHR164930
OG0009484	XP_006290949.1	CARHR164900
OG0009485	XP_023638140.1	CARHR164690
OG0009486	XP_006290666.1	CARHR164640
OG0009487	XP_006291849.1	CARHR164600
OG0009488	XP_006291209.1	CARHR164270
OG0009489	XP_006290665.1	CARHR164260
OG0009490	XP_006292799.1	CARHR164190
OG0009491	XP_006290705.1	CARHR164140
OG0009492	XP_006291452.1	CARHR082370
OG0009493	XP_006292735.1	CARHR164060, CARHR164070
OG0009494	XP_006292186.1	CARHR164000
OG0009495	XP_006303357.1	CARHR021320
OG0009496	XP_006291210.1	CARHR163950
OG0009497	XP_023639241.1	CARHR163770
OG0009498	XP_006291805.1	CARHR163390
OG0009499	XP_023638664.1	CARHR163080
OG0009500	XP_006293114.1	CARHR163100
OG0009501	XP_006290999.1	CARHR163110
OG0009502	XP_006292242.2	CARHR163000
OG0009503	XP_006291074.1	CARHR162740
OG0009504	XP_006292552.1	CARHR162730
OG0009505	XP_006291461.1	CARHR162390
OG0009507	XP_006280651.1	CARHR266820
OG0009508	XP_006282367.2	CARHR266700
OG0009510	XP_006281392.1	CARHR266620
OG0009511	XP_006279555.1	CARHR286540, CARHR266580
OG0009512	XP_006280226.1	CARHR266480
OG0009513	XP_006281057.1	CARHR266390
OG0009514	XP_006286049.2	CARHR290740
OG0009515	XP_023642336.1	CARHR100640
OG0009516	XP_006298493.1	CARHR100800
OG0009517	XP_006297446.1	CARHR101520
OG0009518	XP_006280656.1	CARHR103410
OG0009519	XP_006296695.1	CARHR100350
OG0009520	XP_006298290.1	CARHR100410
OG0009521	XP_006302368.2	CARHR058730
OG0009522	XP_006302436.1	CARHR217530
OG0009523	XP_006302636.1	CARHR059820
OG0009524	XP_006300568.2	CARHR059890
OG0009525	XP_006300543.1	CARHR059900
OG0009526	XP_006300697.1	CARHR060130
OG0009527	XP_006300620.2	CARHR060280
OG0009528	XP_023644368.1	CARHR060580, CARHR182750
OG0009529	XP_006302467.2	CARHR060620
OG0009530	XP_006301325.1	CARHR060780
OG0009531	XP_006302290.1	CARHR060800
OG0009532	XP_006302452.1	CARHR060880
OG0009533	XP_006302814.1	CARHR060920
OG0009534	XP_006302578.1	CARHR061220
OG0009535	XP_006283199.1	CARHR216560
OG0009536	XP_006283724.1	CARHR216490, CARHR257530
OG0009537	XP_006279790.1	CARHR182910
OG0009538	XP_006298345.1	CARHR108490
OG0009539	XP_006299600.1	CARHR108620
OG0009540	XP_006296613.1	CARHR109220
OG0009541	XP_006299217.1	CARHR109520
OG0009542	XP_006298555.1	CARHR109960
OG0009543	XP_006297590.1	CARHR109970
OG0009544	XP_006298772.1	CARHR110150, CARHR110140
OG0009545	XP_006293558.1	CARHR136310
OG0009546	XP_006296259.2	CARHR136100
OG0009547	XP_006293992.2	CARHR135940
OG0009548	XP_023640660.1	CARHR135870
OG0009549	XP_006294727.1	CARHR135830
OG0009550	XP_023640054.1	CARHR135750
OG0009551	XP_006294357.1	CARHR135610
OG0009552	XP_023640682.1	CARHR135600
OG0009553	XP_006293898.1	CARHR135450
OG0009554	XP_006294281.1	CARHR135410
OG0009555	XP_006296102.1	CARHR135250
OG0009556	XP_006295116.1	CARHR135090
OG0009557	XP_006294993.1	CARHR135060
OG0009558	XP_023639852.1	CARHR134790
OG0009559	XP_006294610.1	CARHR134740
OG0009560	XP_023639374.1	CARHR134700
OG0009561	XP_023639375.1	CARHR134690
OG0009562	XP_006295330.1	CARHR134540
OG0009563	XP_006290516.1, XP_006290517.1	CARHR108980, CARHR148440
OG0009564	XP_006296517.1	CARHR134400
OG0009565	XP_006295866.1	CARHR134360
OG0009566	XP_006295146.1	CARHR134300, CARHR087370
OG0009567	XP_006294078.1	CARHR133980
OG0009568	XP_023640506.1	CARHR133890
OG0009569	XP_023639588.1	CARHR133610
OG0009570	XP_006295813.2	CARHR133500
OG0009571	XP_006294252.2	CARHR125840
OG0009572	XP_006295009.1	CARHR133420
OG0009573	XP_006294982.1	CARHR133400
OG0009574	XP_023639402.1	CARHR133370
OG0009575	XP_006294628.2	CARHR133280
OG0009576	XP_006296330.1	CARHR133270
OG0009577	XP_006294268.1	CARHR133190
OG0009578	XP_006295055.1	CARHR133170
OG0009579	XP_006294306.1	CARHR132890
OG0009580	XP_006294718.1	CARHR132850
OG0009581	XP_006294066.1	CARHR132690
OG0009582	XP_023640763.1	CARHR132610
OG0009583	XP_023639464.1	CARHR132540
OG0009585	XP_006294261.1	CARHR132410
OG0009586	XP_023640871.1	CARHR131750
OG0009587	XP_006295072.1	CARHR132160
OG0009588	XP_006294922.1	CARHR132180
OG0009589	XP_006296230.1	CARHR132230
OG0009590	XP_006293082.1	CARHR144680
OG0009591	XP_006294639.2	CARHR132260
OG0009592	XP_006286513.2	CARHR259970
OG0009593	XP_006294743.1	CARHR132340
OG0009594	XP_006294588.1	CARHR131640
OG0009595	XP_023639829.1	CARHR131550
OG0009596	XP_006295254.1	CARHR131400
OG0009597	XP_023639505.1	CARHR131390
OG0009598	XP_023636830.1	CARHR253650
OG0009599	XP_006286437.2	CARHR253590
OG0009600	XP_006288273.1	CARHR253300
OG0009601	XP_006286741.1	CARHR253070
OG0009602	XP_006288768.1	CARHR252900
OG0009603	XP_006291538.2	CARHR144010
OG0009604	XP_023636989.1	CARHR252690
OG0009605	XP_023637418.1	CARHR254160
OG0009606	XP_006290181.1	CARHR253880
OG0009607	XP_006289479.2	CARHR253810
OG0009608	XP_006287348.1	CARHR253780
OG0009610	XP_006296345.1	CARHR112170
OG0009611	XP_006294113.1	CARHR112490
OG0009612	XP_006296197.1	CARHR112620
OG0009613	XP_023640229.1	CARHR112920
OG0009614	XP_006295926.1	CARHR112930
OG0009615	XP_006293370.1	CARHR293090
OG0009616	XP_006294862.1	CARHR184850
OG0009617	XP_006293851.1	CARHR263820, CARHR184800
OG0009618	XP_006294499.1	CARHR117780
OG0009619	XP_006294721.1	CARHR116260
OG0009620	XP_006293518.1	CARHR116580
OG0009621	XP_006296019.1	CARHR118390
OG0009622	XP_006296065.1	CARHR118480
OG0009623	XP_006293907.1	CARHR115120
OG0009624	XP_006295731.1	CARHR287840
OG0009625	XP_006285315.1	CARHR232030
OG0009626	XP_006303694.1	CARHR035410
OG0009627	XP_006306184.1	CARHR134910
OG0009628	XP_006304790.2	CARHR106320
OG0009629	XP_006307678.1	CARHR034970
OG0009630	XP_006307395.1	CARHR034240
OG0009631	XP_006305413.1	CARHR034050
OG0009632	XP_006305490.1	CARHR033980
OG0009633	XP_023632610.1	CARHR033810
OG0009634	XP_006305078.2	CARHR033220
OG0009635	XP_006307443.1	CARHR032960
OG0009636	XP_006288223.1	CARHR260740
OG0009637	XP_006286471.1	CARHR260710
OG0009638	XP_006286649.1	CARHR259570
OG0009639	XP_006286815.1	CARHR259460
OG0009640	XP_006288470.1	CARHR256280
OG0009641	XP_023637256.1	CARHR255980
OG0009642	XP_006289081.1	CARHR255940
OG0009643	XP_006289104.1, XP_006289115.1	CARHR255880
OG0009644	XP_006287617.1	CARHR255810
OG0009645	XP_006287806.1	CARHR254520
OG0009646	XP_006288364.1	CARHR193700
OG0009647	XP_006286808.1	CARHR193690
OG0009648	XP_006286572.1	CARHR187070
OG0009649	XP_006286926.1	CARHR187040
OG0009650	XP_006287821.1	CARHR186990
OG0009651	XP_023636967.1	CARHR186900
OG0009652	XP_023636718.1	CARHR186800
OG0009653	XP_006288239.1	CARHR186630
OG0009654	XP_006290009.1	CARHR186520
OG0009655	XP_006290919.1	CARHR057990
OG0009656	XP_006288049.1	CARHR186260
OG0009657	XP_006287004.1	CARHR186140
OG0009658	XP_006286519.1	CARHR186060
OG0009659	XP_006288797.1	CARHR186040
OG0009660	XP_006287384.1	CARHR185090
OG0009661	XP_006297110.1	CARHR110500
OG0009662	XP_006300043.1	CARHR110580
OG0009663	XP_023641704.1	CARHR110680
OG0009664	XP_006299077.1	CARHR110800
OG0009665	XP_006298816.1	CARHR110890
OG0009666	XP_006299305.1	CARHR111020
OG0009667	XP_006297565.1	CARHR046100, CARHR111500
OG0009668	XP_023638221.1	CARHR154660
OG0009669	XP_006291764.1	CARHR154650
OG0009670	XP_006291533.2, XP_023642317.1	CARHR154620
OG0009671	XP_023640847.1	CARHR143440
OG0009672	XP_023640156.1	CARHR143410
OG0009673	XP_023640836.1	CARHR143360
OG0009674	XP_006295823.1	CARHR143330
OG0009675	XP_006295942.1	CARHR143290
OG0009676	XP_006294564.1	CARHR143280
OG0009677	XP_023639718.1	CARHR143230
OG0009678	XP_006295007.1	CARHR143060
OG0009679	XP_006296420.1	CARHR142080
OG0009680	XP_006294192.1	CARHR142060
OG0009681	XP_023640105.1	CARHR141970
OG0009682	XP_006293427.2	CARHR141840
OG0009683	XP_006284962.1, XP_006280870.1	CARHR234770
OG0009684	XP_006295169.1	CARHR141830
OG0009685	XP_006293911.1	CARHR141820
OG0009687	XP_006304103.1	CARHR035950
OG0009688	XP_006294096.1	CARHR141520
OG0009689	XP_006294665.1	CARHR141510
OG0009690	XP_006294928.2	CARHR141440
OG0009691	XP_006294507.1	CARHR141340
OG0009692	XP_023639615.1	CARHR141280
OG0009693	XP_006293834.1	CARHR141000
OG0009694	XP_006294219.1	CARHR140980
OG0009695	XP_006293423.1	CARHR140960
OG0009696	XP_006295168.1	CARHR140860
OG0009697	XP_023639332.1	CARHR140690
OG0009698	XP_006294742.1	CARHR140680
OG0009699	XP_006295913.1	CARHR140610
OG0009700	XP_023639687.1	CARHR140480
OG0009701	XP_006295880.1	CARHR140470
OG0009702	XP_006294906.1	CARHR140420
OG0009703	XP_006294897.1	CARHR140360
OG0009704	XP_006294606.1	CARHR140300
OG0009705	XP_006293736.1	CARHR140280
OG0009706	XP_006293533.1	CARHR139940
OG0009707	XP_006294518.1	CARHR139580
OG0009708	XP_006294139.2	CARHR139350
OG0009709	XP_006296002.2	CARHR139310
OG0009710	XP_006293646.1	CARHR138990
OG0009711	XP_023640022.1	CARHR138580
OG0009712	XP_006294553.1	CARHR138450
OG0009713	XP_006294500.1	CARHR138390
OG0009714	XP_006296176.1	CARHR138380
OG0009715	XP_006294020.1	CARHR138120
OG0009716	XP_006293776.1	CARHR138090
OG0009717	XP_006295752.1	CARHR138000
OG0009718	XP_006293659.2	CARHR137960
OG0009719	XP_023641766.1	CARHR174770
OG0009720	XP_006295152.1	CARHR137900
OG0009721	XP_006294317.2	CARHR137710
OG0009722	XP_006295815.1	CARHR137700
OG0009723	XP_006295653.1	CARHR137470
OG0009724	XP_023639827.1	CARHR137460
OG0009725	XP_006294919.1	CARHR137410
OG0009726	XP_006293794.1	CARHR137360
OG0009727	XP_023639691.1	CARHR136810
OG0009728	XP_006293653.1	CARHR136900
OG0009729	XP_006296029.1	CARHR136940
OG0009730	XP_006295090.1	CARHR136590
OG0009732	XP_023635393.1	CARHR174450
OG0009733	XP_006297283.2	CARHR075930
OG0009734	XP_006296946.1	CARHR076140
OG0009735	XP_006297535.1	CARHR076340
OG0009736	XP_006297801.1	CARHR076380
OG0009737	XP_006299215.1	CARHR076550
OG0009738	XP_006297994.1	CARHR076620
OG0009739	XP_006300058.1	CARHR076850
OG0009740	XP_006298631.1	CARHR076940
OG0009741	XP_006299220.1	CARHR077160
OG0009742	XP_006297561.1	CARHR077220
OG0009743	XP_006296727.1	CARHR077240
OG0009744	XP_006298615.1	CARHR077440
OG0009745	XP_006299815.1	CARHR077580
OG0009746	XP_006297729.1	CARHR078080
OG0009747	XP_006298074.1	CARHR078180
OG0009748	XP_006300181.1	CARHR078520
OG0009749	XP_006297858.1	CARHR078590
OG0009750	XP_006299205.1	CARHR078750
OG0009751	XP_006297039.1	CARHR078760, CARHR104900
OG0009752	XP_023642530.1	CARHR078840
OG0009753	XP_006299280.1	CARHR078900
OG0009754	XP_006299371.1	CARHR078930
OG0009755	XP_006298436.1	CARHR078980
OG0009756	XP_023641440.1	CARHR079190
OG0009758	XP_006300259.1	CARHR079400
OG0009759	XP_023641720.1	CARHR079480
OG0009760	XP_006296950.1	CARHR080110
OG0009761	XP_006298588.1	CARHR080550
OG0009762	XP_006298729.1	CARHR080580
OG0009763	XP_006300040.1	CARHR080740
OG0009764	XP_006298039.1	CARHR080790
OG0009765	XP_006299214.1	CARHR080780
OG0009766	XP_006298681.2	CARHR080950
OG0009767	XP_006297352.1	CARHR081090
OG0009768	XP_023642726.1	CARHR081200
OG0009769	XP_006298387.2	CARHR081410
OG0009770	XP_006282479.2	CARHR234430
OG0009771	XP_006298817.1	CARHR081510
OG0009772	XP_006299098.1	CARHR081660
OG0009773	XP_006298333.1	CARHR081680
OG0009774	XP_006296764.1	CARHR081720
OG0009775	XP_023642399.1	CARHR081840
OG0009776	XP_023642476.1	CARHR081950
OG0009777	XP_006297949.1	CARHR081960
OG0009778	XP_006298220.1	CARHR082000
OG0009779	XP_006296958.2	CARHR082210
OG0009780	XP_006297908.1	CARHR082330
OG0009781	XP_006296715.1	CARHR082350
OG0009782	XP_006299404.1	CARHR082480
OG0009783	XP_006297895.1	CARHR082680
OG0009784	XP_006298204.1	CARHR082690
OG0009785	XP_023641859.1	CARHR082700
OG0009786	XP_006299494.1	CARHR082710
OG0009787	XP_006284577.2	CARHR235540
OG0009788	XP_006297975.1	CARHR082770
OG0009789	XP_006298049.1	CARHR082800
OG0009790	XP_006298282.1	CARHR082920
OG0009791	XP_006297800.1	CARHR083360
OG0009792	XP_006299823.1	CARHR083460
OG0009793	XP_006299709.1	CARHR083640
OG0009794	XP_023641128.1	CARHR083700
OG0009795	XP_006297140.1	CARHR083790
OG0009796	XP_006297732.1	CARHR084280
OG0009797	XP_006298664.1	CARHR084490
OG0009798	XP_006279664.1	CARHR084610
OG0009799	XP_023642587.1	CARHR084620, CARHR067400
OG0009800	XP_023641064.1	CARHR084830
OG0009801	XP_006298719.1	CARHR085030
OG0009802	XP_006287416.2	CARHR208660
OG0009804	XP_006299188.1	CARHR085260
OG0009805	XP_006298200.2	CARHR085450
OG0009806	XP_006299813.1	CARHR085540
OG0009807	XP_006297068.2	CARHR085620
OG0009808	XP_006297481.1	CARHR085980
OG0009809	XP_006299782.1	CARHR086040
OG0009810	XP_023641672.1	CARHR086420
OG0009811	XP_023641465.1	CARHR086510
OG0009812	XP_006299443.1	CARHR086540
OG0009813	XP_006297989.1	CARHR086620
OG0009814	XP_006297995.1	CARHR086730
OG0009815	XP_006298544.1	CARHR086780
OG0009816	XP_023642255.1	CARHR086840
OG0009817	XP_006297284.1	CARHR086890
OG0009818	XP_006297175.1	CARHR087060
OG0009819	XP_006288974.1	CARHR261140
OG0009820	XP_006298177.1	CARHR087230
OG0009821	XP_006298224.1	CARHR087330
OG0009822	XP_006300061.1	CARHR087350
OG0009823	XP_006299058.1	CARHR087520
OG0009824	XP_023641089.1	CARHR087620
OG0009825	XP_006300119.1	CARHR087640
OG0009826	XP_006296606.1	CARHR087650
OG0009827	XP_006299721.1	CARHR087850
OG0009828	XP_006297783.1	CARHR087890
OG0009829	XP_006297605.1	CARHR087980
OG0009830	XP_006298373.1	CARHR088210
OG0009831	XP_006297574.1	CARHR088320
OG0009832	XP_006298414.1	CARHR088470
OG0009833	XP_006300095.1	CARHR088480
OG0009834	XP_023642074.1	CARHR088930
OG0009835	XP_006297992.1	CARHR089120
OG0009836	XP_006298945.1	CARHR089160
OG0009837	XP_006299918.1	CARHR089190
OG0009838	XP_006296819.1	CARHR089200
OG0009839	XP_006282231.1	CARHR284700
OG0009840	XP_006300068.1	CARHR089440
OG0009841	XP_006296799.1	CARHR089340
OG0009842	XP_023642114.1	CARHR089680
OG0009843	XP_006298320.1	CARHR090080
OG0009844	XP_006298103.1	CARHR090090
OG0009845	XP_006284468.1	CARHR234350
OG0009846	XP_006298258.1	CARHR090240
OG0009847	XP_006298553.2	CARHR090250
OG0009848	XP_006299297.1	CARHR090280
OG0009849	XP_006298919.1	CARHR090380
OG0009850	XP_006299741.1	CARHR090640
OG0009851	XP_006298164.2	CARHR090930
OG0009852	XP_023641560.1	CARHR091290
OG0009853	XP_006298133.1	CARHR091310
OG0009854	XP_006297255.1	CARHR091330
OG0009855	XP_006299171.1	CARHR091400
OG0009856	XP_023642500.1	CARHR091530
OG0009857	XP_006298028.1	CARHR091580, CARHR091590
OG0009858	XP_006297662.1	CARHR092110
OG0009859	XP_006297106.1	CARHR092120
OG0009860	XP_006298852.1	CARHR115180
OG0009862	XP_006299873.1	CARHR093160
OG0009863	XP_006296984.1	CARHR093230
OG0009864	XP_006297874.2	CARHR093370
OG0009865	XP_006290518.1	CARHR158500
OG0009866	XP_006298494.1	CARHR093610
OG0009867	XP_006296844.1	CARHR093650
OG0009868	XP_006291502.1	CARHR283560
OG0009869	XP_023641868.1	CARHR093730
OG0009870	XP_006299864.1	CARHR093780
OG0009871	XP_006298927.1	CARHR093880
OG0009872	XP_006298611.1	CARHR093930
OG0009873	XP_006298055.1	CARHR094000
OG0009874	XP_006297149.1	CARHR094040
OG0009875	XP_006298218.1	CARHR094200
OG0009876	XP_006299629.1	CARHR094380
OG0009877	XP_006298036.1, XP_006299950.2, XP_006299134.1	CARHR094430
OG0009878	XP_006296809.1	CARHR094490
OG0009879	XP_006299563.1	CARHR094520
OG0009880	XP_023641333.1	CARHR094560
OG0009881	XP_023639132.1	CARHR143720
OG0009882	XP_006298260.1	CARHR094920
OG0009883	XP_023641273.1	CARHR094940
OG0009884	XP_006298083.2	CARHR095110
OG0009885	XP_006299213.1	CARHR095130
