Orthogroup	Capsella_rubella	Arabidopsis_lyrata_Rawat
OG0006356	XP_006288128.1	AL6G13460
OG0006357	XP_023636757.1	AL6G12700
OG0006358	XP_023637196.1	AL6G12500
OG0006359	XP_006287530.1	AL6G12430
OG0006360	XP_006288868.1	AL6G12340
OG0006361	XP_006288928.1	AL6G12320
OG0006362	XP_023635967.1	AL6G12020
OG0006363	XP_006289880.1	AL6G11590
OG0006364	XP_006287887.1	AL6G11700
OG0006365	XP_006288373.1	AL6G11710
OG0006366	XP_006288865.1	AL6G11540
OG0006367	XP_006288471.1	AL6G11270
OG0006368	XP_006292759.2	AL5G23600
OG0006369	XP_006280811.1	AL8G20880
OG0006370	XP_006288194.1	AL6G10740
OG0006371	XP_006299498.2	AL3G31560
OG0006372	XP_006283370.2	AL7G47280
OG0006373	XP_006303727.1	AL1G33500
OG0006374	XP_006301132.2	AL7G51770
OG0006375	XP_023644377.1	AL2G41090
OG0006376	XP_006302184.1	AL2G40890, AL4G18160
OG0006377	XP_006302811.1	AL2G40740
OG0006378	XP_006301913.1	AL2G40290
OG0006379	XP_006302952.2	AL2G40000
OG0006380	XP_006300360.1	AL2G39990
OG0006381	XP_006302765.2	AL2G38830
OG0006382	XP_006303023.1	AL2G38780
OG0006383	XP_006301657.2	AL2G38470
OG0006384	XP_023643958.1	AL2G38010
OG0006385	XP_006302591.1	AL2G37530
OG0006386	XP_023633852.1, XP_006283229.1	AL7G36630
OG0006387	XP_006303082.1	AL2G37100
OG0006388	XP_006300884.2	AL2G37010
OG0006389	XP_006301620.1	AL2G36530
OG0006390	XP_023643459.1	AL2G35720
OG0006391	XP_023643874.1	AL2G35690
OG0006392	XP_006303028.1	AL2G35560
OG0006393	XP_006302653.1	AL2G35290
OG0006394	XP_006302600.1	AL2G35160
OG0006395	XP_006303064.1	AL1G56360
OG0006396	XP_006298842.1	AL3G50230
OG0006397	XP_006300131.1	AL3G50710
OG0006398	XP_006291343.1	AL5G29780
OG0006399	XP_006292132.1	AL5G29770
OG0006400	XP_006281245.1	AL8G30030
OG0006401	XP_006292030.1	AL5G26940
OG0006402	XP_006297962.1	AL3G17510
OG0006403	XP_006307696.2	AL1G64040
OG0006404	XP_023645891.1	AL1G63890
OG0006405	XP_006303750.1	AL1G63880
OG0006406	XP_006303152.1	AL1G63600
OG0006407	XP_023639026.1	AL5G13590, AL3G42500
OG0006408	XP_023645252.1	AL1G63390
OG0006409	XP_006303224.1	AL1G63080
OG0006410	XP_006305462.1	AL1G62880
OG0006411	XP_006305783.1	AL1G62840
OG0006412	XP_006305008.1	AL1G62730
OG0006413	XP_006304029.1	AL1G62320
OG0006414	XP_006304058.1	AL1G62170
OG0006415	XP_006305531.1	AL1G61430
OG0006416	XP_006303921.1	AL1G61410
OG0006417	XP_023639678.1	AL4G32040
OG0006418	XP_006296415.1	AL4G32130, AL110U10020
OG0006419	XP_006304770.1	AL1G39000, AL1G38990
OG0006420	XP_023635313.1	AL7G35790
OG0006421	XP_006292677.1	AL5G22480
OG0006422	XP_006290866.1	AL5G22530
OG0006423	XP_006291277.1	AL5G20150
OG0006424	XP_023634586.1	AL7G43750
OG0006425	XP_006280593.1	AL8G27680
OG0006426	XP_006280571.2	AL8G27760
OG0006427	XP_023634777.1	AL8G23890
OG0006428	XP_023639271.1	AL664U10010, AL8G24390
OG0006429	XP_006283586.1	AL9U10660
OG0006430	XP_006286186.1	AL9U10310
OG0006431	XP_006285346.1	AL9U10100
OG0006432	XP_023635135.1, XP_023634252.1	AL7G42780, AL5G12130
OG0006433	XP_006284562.1	nbis-gene-1868
OG0006434	XP_006283992.1	AL7G41860
OG0006435	XP_006302263.1	AL2G34390
OG0006436	XP_006285697.1	AL7G40120
OG0006437	XP_006283360.1	AL7G40070
OG0006438	XP_023635119.1	AL7G39780
OG0006439	XP_006282934.1	AL7G39540
OG0006440	XP_006284766.1	AL7G39340
OG0006441	XP_006302100.1	AL2G32470
OG0006442	XP_006302743.2	AL2G32980
OG0006443	XP_023643108.1, XP_023643105.1, XP_006303119.2, XP_006290234.2, XP_006302888.1	AL2G33280
OG0006444	XP_006301106.1, XP_023644026.1	AL2G33270
OG0006445	XP_006302057.1	AL2G33530
OG0006446	XP_006300512.1	AL2G33570
OG0006447	XP_023643329.1	AL2G33720
OG0006448	XP_006302961.1	AL2G33770
OG0006449	XP_006302806.1	AL2G38710
OG0006450	XP_023642846.1	AL2G34350
OG0006451	XP_023643684.1	AL2G34680
OG0006452	XP_006302562.2	AL2G34720
OG0006453	XP_023644109.1	AL2G27650
OG0006454	XP_006302433.2	AL2G27840
OG0006455	XP_006303022.1	AL2G28320
OG0006456	XP_006282920.1	AL7G24010
OG0006457	XP_006285981.1	AL7G23830
OG0006458	XP_023634851.1	AL7G23670
OG0006459	XP_023634890.1	AL7G23600
OG0006460	XP_006283796.1	AL7G23580
OG0006461	XP_023635395.1	AL7G23230
OG0006462	XP_006302770.1	AL2G11140
OG0006463	XP_023639779.1	AL8G25010
OG0006464	XP_006291111.1	AL5G13600
OG0006465	XP_006291690.1	AL5G19260
OG0006466	XP_006291358.1	AL5G20010
OG0006467	XP_006291020.1	AL5G18320
OG0006468	XP_006290429.1	AL5G21900
OG0006469	XP_006296560.2, XP_006293545.2	AL4G46770
OG0006470	XP_006290840.2	AL5G16970
OG0006471	XP_023638765.1	AL5G16720
OG0006472	XP_006291590.1	AL5G16680
OG0006473	XP_006291939.1	AL5G16320
OG0006474	XP_006291586.1	AL5G16220
OG0006475	XP_023638112.1	AL5G15130
OG0006476	XP_006292610.1	AL5G15120
OG0006477	XP_006290883.1	AL5G14810
OG0006478	XP_006282893.1	AL7G28910
OG0006479	XP_006291003.1	AL5G14500
OG0006480	XP_006290541.1	AL5G17560
OG0006481	XP_006290275.2	AL5G14160
OG0006482	XP_023644301.1	AL22U10080
OG0006485	XP_006302342.1	AL2G28710
OG0006486	XP_006302617.2	AL2G28570
OG0006487	XP_023644088.1	AL2G28500
OG0006488	XP_006279925.1	AL8G12440
OG0006489	XP_006279569.1	AL8G12650
OG0006490	XP_006281156.2	AL8G13090
OG0006491	XP_006305480.1	AL1G11440
OG0006492	XP_006280793.2	AL8G14140
OG0006493	XP_006303310.1	AL1G56960
OG0006494	XP_006306999.1	AL1G57080
OG0006495	XP_006305474.2	AL1G57390
OG0006496	XP_006305613.1	AL1G57590
OG0006497	XP_006307314.1	AL1G58100
OG0006498	XP_006280002.1	AL271U10010, AL8G26670
OG0006499	XP_006307147.1	nbis-gene-287
OG0006500	XP_006304879.1	AL1G59520
OG0006501	XP_006303216.2	AL1G60410
OG0006502	XP_006307544.1	AL1G60630
OG0006503	XP_006281165.1	AL8G30180
OG0006505	XP_023639844.1	AL4G30530
OG0006506	XP_006296464.1	AL4G30550
OG0006507	XP_006296047.1	AL270U10020, AL4G30590
OG0006508	XP_006293953.1	AL4G30790
OG0006509	XP_023640216.1	AL4G30930
OG0006510	XP_006294812.1	AL4G31200
OG0006511	XP_006293822.1	AL4G31650
OG0006512	XP_006296076.2	AL4G24500, AL4G31740
OG0006513	XP_006295018.1	AL4G31860
OG0006514	XP_023639812.1	AL4G19940
OG0006516	XP_006286029.1	AL486U10010
OG0006517	XP_006284627.1	AL7G34870
OG0006518	XP_023634413.1	AL7G34930
OG0006519	XP_006282955.1	AL7G34970
OG0006520	XP_006283967.1	AL7G35390
OG0006521	XP_006283762.1	AL7G35490
OG0006522	XP_006284515.1	nbis-gene-1818, AL7G35870
OG0006523	XP_006291449.1	AL5G19120
OG0006524	XP_006283886.1	AL7G35970
OG0006525	XP_023640304.1, XP_023635671.1	AL7G36180
OG0006526	XP_006283544.2	AL7G36260
OG0006527	XP_006286242.1	AL7G36440
OG0006528	XP_006285789.1	AL7G36580
OG0006529	XP_006283833.1	AL7G36640
OG0006530	XP_006284649.1	AL7G36920
OG0006531	XP_006282773.1	AL7G37170
OG0006532	XP_006283515.1	AL7G37480
OG0006533	XP_006285627.1	AL7G37520
OG0006534	XP_006291335.1	AL5G31480
OG0006535	XP_006291410.2	AL5G31420
OG0006536	XP_006291031.1	AL5G31270
OG0006537	XP_006291611.1	AL5G31220
OG0006538	XP_006293003.1	AL5G30560
OG0006539	XP_006282914.1	AL7G29720
OG0006540	XP_006284386.1	AL7G29990
OG0006541	XP_023638562.1	AL8G27000
OG0006542	XP_006280561.1	AL8G25080
OG0006543	XP_006280181.2	AL8G25340
OG0006544	XP_006279785.2	AL8G25390
OG0006545	XP_006297461.1	AL3G44830
OG0006546	XP_006296617.2	nbis-gene-852
OG0006547	XP_006298230.1	AL3G47010
OG0006548	XP_006304833.1, XP_006305873.1	AL3G52250
OG0006549	XP_006298034.1	AL3G49970
OG0006550	XP_006282537.1	AL7G29270
OG0006551	XP_006284643.1	AL7G29290
OG0006552	XP_006283738.1	AL7G29530
OG0006553	XP_023634262.1	AL7G29610
OG0006554	XP_023634502.1	AL7G30850
OG0006555	XP_006284014.1	AL3G53390, AL7G30880
OG0006556	XP_006284312.1	AL7G30910
OG0006557	XP_023634828.1	AL7G30920
OG0006558	XP_006283721.1	AL7G31350
OG0006559	XP_006302926.1	AL1G66470
OG0006560	XP_006302039.1	AL2G12040, AL2G12140
OG0006561	XP_006283377.1	AL7G33580
OG0006562	XP_023642148.1	AL7G26180
OG0006563	XP_023633787.1	AL7G33210
OG0006564	XP_006285638.1	AL7G33130
OG0006565	XP_006294326.1	AL4G17680
OG0006566	XP_006283242.1	AL7G32970
OG0006567	XP_006282720.1	AL7G32890
OG0006568	XP_023634853.1	AL7G32650
OG0006569	XP_006284699.1	AL7G32620
OG0006570	XP_006286024.1	AL7G32380
OG0006571	XP_006284671.1	AL7G31630, AL7G32200
OG0006572	XP_006284735.1	AL7G32030
OG0006573	XP_006285946.1	AL7G34220
OG0006574	XP_023635242.1	AL7G34360
OG0006575	XP_023635201.1	AL7G38620
OG0006576	XP_006283956.1	AL7G38110
OG0006577	XP_006282944.1	AL7G37820
OG0006578	XP_006284415.1	AL7G37690
OG0006579	XP_006280199.1	AL8G44910
OG0006580	XP_006281247.1	AL8G44930
OG0006581	XP_023642785.1	AL8G45150
OG0006582	XP_023637774.1	AL5G46320
OG0006583	XP_023639073.1	AL5G46030
OG0006584	XP_006291197.1	AL5G45690
OG0006585	XP_023638977.1	AL5G45420
OG0006586	XP_006290277.1	AL5G44680
OG0006587	XP_006291541.1	AL5G44580
OG0006588	XP_006297440.1, XP_006293127.1	AL5G44220
OG0006589	XP_006290506.1	AL5G44190
OG0006590	XP_006291217.1	AL5G43590
OG0006591	XP_006292176.1	AL5G43520
OG0006592	XP_006290379.1	AL5G43280
OG0006593	XP_006291587.2	AL5G43020
OG0006594	XP_006280751.1	AL8G18800
OG0006595	XP_023637741.1	AL5G41920
OG0006596	XP_023638479.1	AL5G40500
OG0006597	XP_006292621.1	AL5G40460
OG0006598	XP_006291768.1	AL5G40430
OG0006599	XP_006281366.2	AL8G24980
OG0006600	XP_006292876.1	AL5G39140
OG0006601	XP_006292867.1	AL5G39080
OG0006602	XP_006291150.1	AL5G38830
OG0006603	XP_023638030.1	AL5G38230
OG0006604	XP_006292006.1	AL5G37840
OG0006605	XP_006292721.1	AL5G37510
OG0006606	XP_006291873.1	AL5G37290
OG0006607	XP_006292054.1	AL5G37180
OG0006608	XP_006291982.1	AL5G36620
OG0006609	XP_006291722.1	AL5G36590
OG0006610	XP_006293038.1	AL5G36270
OG0006611	XP_006291772.1	AL5G36000
OG0006612	XP_006292193.1	AL5G35910
OG0006613	XP_006291884.1	AL5G34580
OG0006614	XP_006290564.1	AL5G33660
OG0006615	XP_023645121.1	AL8G28910
OG0006616	XP_006280286.1	AL8G28710
OG0006617	XP_006282207.1	AL8G28640
OG0006618	XP_006284818.1	AL7G38990
OG0006619	XP_006297130.2	AL3G40280
OG0006620	XP_006298308.1	AL3G39850
OG0006621	XP_023644287.1	AL2G25770
OG0006622	XP_006301511.1	AL2G26560
OG0006623	XP_006300986.1	AL2G26600
OG0006624	XP_006302734.2	AL2G27000
OG0006625	XP_006301020.1	AL2G27150
OG0006626	XP_023633465.1	AL8G21800
OG0006627	XP_006296673.2, XP_006299700.2	AL3G51340
OG0006628	XP_006298651.1	AL3G51670
OG0006629	XP_006298862.1	AL3G51680
OG0006630	XP_006296658.1	AL3G52850
OG0006631	XP_023641516.1	AL3G49030
OG0006632	XP_006293073.1	AL5G10920
OG0006633	XP_006299296.1	AL3G48800
OG0006634	XP_006298678.1	AL3G11190
OG0006635	XP_006298321.1	AL3G48660
OG0006636	XP_006298182.1	AL3G48650
OG0006637	XP_006299675.1	AL3G48450
OG0006638	XP_023640053.1	AL4G38520
OG0006639	XP_006293896.1	AL4G38300
OG0006640	XP_023640863.1	AL4G45260
OG0006641	XP_006294294.1	AL4G37980
OG0006642	XP_006294672.2	AL4G37930, AL108U10010
OG0006643	XP_006293879.1	AL4G37820
OG0006644	XP_006293855.1	AL4G37690
OG0006645	XP_006293994.1	AL4G37380
OG0006646	XP_006294342.1	AL4G37230
OG0006647	XP_006293498.1	AL4G37040
OG0006648	XP_006307351.1	AL1G17800
OG0006649	XP_006293474.1	AL4G35950
OG0006650	XP_023640082.1	AL4G35840
OG0006651	XP_006293466.1	AL4G35750
OG0006652	XP_023640810.1	AL4G35520
OG0006653	XP_006296155.1	AL4G35500
OG0006654	XP_006295634.1	AL4G35320
OG0006655	XP_006294411.2	AL4G35240, AL811U10010
OG0006656	XP_006292928.1	AL5G18230
OG0006657	XP_006293379.1	AL4G35120
OG0006658	XP_006296084.1	AL4G34990
OG0006659	XP_023640561.1	AL4G34920
OG0006660	XP_006294503.2	AL4G34030
OG0006661	XP_006294104.1	AL4G33870
OG0006662	XP_006294615.1	AL4G34370, AL4G33760
OG0006663	XP_006294706.1	AL4G33110
OG0006664	XP_006288514.1	nbis-gene-1648
OG0006665	XP_006290012.1	AL6G48110
OG0006666	XP_023636522.1	AL6G46550, AL6G46540
OG0006667	XP_006287702.1	AL6G46530
OG0006668	XP_006287742.1	AL6G30630
OG0006669	XP_006294649.1	AL4G10390
OG0006670	XP_006293930.1	AL4G10510
OG0006671	XP_023640012.1	AL4G10750
OG0006672	XP_006294013.1	AL4G11170
OG0006673	XP_006295285.1	AL4G11320
OG0006674	XP_006293421.1	AL4G11660
OG0006675	XP_006294399.1	AL4G13530
OG0006676	XP_023639554.1	AL4G18380
OG0006677	XP_006293906.2	AL4G15860
OG0006678	XP_006284348.1	AL7G26550
OG0006679	XP_006283347.1	AL7G28580
OG0006680	XP_023645684.1	AL1G48890
OG0006681	XP_006305634.1	AL1G48450
OG0006682	XP_006304524.1	AL1G48410
OG0006683	XP_023637427.1	AL6G43270
OG0006684	XP_006286826.2	AL6G43650
OG0006685	XP_006305572.1	AL1G56820
OG0006686	XP_006289598.1	AL6G45460
OG0006687	XP_006288031.1	AL6G45470
OG0006688	XP_006290010.1	AL6G38380
OG0006689	XP_006288318.1	AL6G39110
OG0006690	XP_006284812.1	AL7G28780
OG0006691	XP_023636645.1	AL6G39410
OG0006692	XP_023637497.1	AL6G39460
OG0006693	XP_006286490.1	AL6G39640
OG0006694	XP_023636730.1	AL6G39860
OG0006695	XP_006299779.1	AL3G48240
OG0006696	XP_006297939.1	AL3G47810
OG0006697	XP_023641974.1	AL3G53370
OG0006698	XP_006297759.1	AL3G53400
OG0006699	XP_006283249.1	AL7G49300
OG0006700	XP_006294845.1	AL4G46110, AL4G46130
OG0006701	XP_006295720.1	AL4G46030
OG0006702	XP_006294447.1	AL4G46020
OG0006703	XP_006294543.1	AL4G45700
OG0006704	XP_006295826.2	AL4G45600
OG0006705	XP_006294923.1	AL4G45480
OG0006706	XP_006294818.1	AL4G45210
OG0006707	XP_006296425.1	AL4G45010
OG0006708	XP_023640626.1	AL4G44860
OG0006709	XP_023640103.1	AL4G44840
OG0006710	XP_006296351.1	AL4G44600
OG0006711	XP_006293950.2	AL4G44340
OG0006712	XP_006294796.1	AL4G44150
OG0006713	XP_006296400.1	AL4G44060
OG0006714	XP_023640073.1	AL4G44050
OG0006715	XP_006294932.2	AL4G43820
OG0006716	XP_006295424.1	AL4G43320
OG0006717	XP_006294356.2	nbis-gene-1156
OG0006718	XP_006293480.1	AL4G42540
OG0006719	XP_023640204.1	AL4G42500
OG0006720	XP_006294749.1	AL4G42440
OG0006721	XP_006296125.1	AL4G42430
OG0006722	XP_006295063.1	AL4G42020
OG0006723	XP_006294977.1	AL4G41790
OG0006724	XP_006294534.2	AL4G41450
OG0006725	XP_006293724.1	AL4G41030
OG0006726	XP_006294933.2	AL409U10010, AL4G40810
OG0006727	XP_006294481.1	AL4G40640
OG0006728	XP_006293839.1	AL4G39600
OG0006729	XP_006295150.1, XP_006295145.1	AL4G39510
OG0006730	XP_006294950.1	AL4G39290
OG0006731	XP_006294436.1	AL4G39270
OG0006732	XP_006280541.1	AL8G11150
OG0006733	XP_006286258.1	AL7G18190
OG0006734	XP_006299849.1	AL3G11150
OG0006735	XP_006279901.1	AL8G29790
OG0006736	XP_023641768.1	AL3G11650
OG0006737	XP_006297370.2	AL3G12040
OG0006738	XP_006296988.1	AL3G12270
OG0006739	XP_023642022.1	AL3G12290
OG0006740	XP_006298717.1	AL3G12490, AL3G12700
OG0006741	XP_006296875.1	AL3G13060
OG0006742	XP_006298513.1	AL3G13370
OG0006743	XP_023641709.1	AL3G13580
OG0006744	XP_006297167.1	AL3G13670
OG0006745	XP_023641442.1	AL3G14380
OG0006746	XP_006297638.1	AL3G15760
OG0006747	XP_006297554.1	AL3G15780
OG0006748	XP_006298408.1	AL3G16100
OG0006749	XP_006297722.1	AL3G16160
OG0006750	XP_006303524.1	AL1G40410
OG0006751	XP_006299758.1	AL3G16790
OG0006752	XP_006297437.1	AL3G16800
OG0006753	XP_006299066.1	AL3G17910
OG0006754	XP_006299713.1	AL3G18000
OG0006755	XP_023642449.1	AL759U10010, AL3G18550
OG0006756	XP_006297636.1	AL3G18620
OG0006757	XP_006297120.1	AL3G18630
OG0006758	XP_006298287.1	AL3G18670
OG0006759	XP_006297192.1	AL3G18720
OG0006760	XP_006299539.2	AL3G18830
OG0006761	XP_006298757.1	AL3G18940
OG0006762	XP_006298255.1	AL3G19110
OG0006763	XP_006297465.1	AL3G19160
OG0006764	XP_006298445.1	AL3G19170
OG0006765	XP_006299559.1	AL3G19830
OG0006766	XP_023641404.1	AL3G20000
OG0006767	XP_006298117.1	AL3G20230
OG0006768	XP_023641497.1	AL3G20110
OG0006769	XP_006298988.1	AL70U10010, AL3G20420
OG0006770	XP_006299896.1	AL3G21370
OG0006771	XP_006297374.1	AL3G22980
OG0006772	XP_006298486.1	AL3G22450
OG0006773	XP_023642166.1	AL3G22570
OG0006774	XP_006297667.1	AL3G22580, AL467U10020
OG0006775	XP_006297848.1	AL3G22940
OG0006776	XP_006296745.1	AL3G23160
OG0006777	XP_006299102.2	AL3G23170
OG0006778	XP_006299547.1	AL3G23200, AL222U10010
OG0006779	XP_023641701.1	AL3G23280
OG0006780	XP_006298573.1	AL3G23290
OG0006781	XP_006298501.1	AL3G23840
OG0006782	XP_006298138.1	AL3G24130
OG0006783	XP_006297280.1	AL3G24340
OG0006784	XP_006298455.1	AL3G24410
OG0006785	XP_006296721.1	AL3G24580
OG0006786	XP_006300100.2	AL3G24720
OG0006787	XP_006293850.1	AL4G26460
OG0006788	XP_006297084.1	AL3G25630
OG0006789	XP_006297518.1	AL180U10020, AL3G25780
OG0006790	XP_006299984.1	AL3G26110
OG0006791	XP_006286709.2	AL6G43580, AL6G43570
OG0006792	XP_006296843.1	AL3G26410
OG0006793	XP_006298639.1	AL3G26440
OG0006794	XP_006297265.1	AL3G26820
OG0006795	XP_023642351.1	AL3G26930
OG0006796	XP_006298454.1	AL3G27080
OG0006797	XP_023642518.1	AL3G27240
OG0006798	XP_006298594.1	AL3G27580
OG0006799	XP_006298390.1	AL3G27870
OG0006800	XP_006300207.1	AL3G28090
OG0006801	XP_006297956.1	AL3G28510
OG0006802	XP_006296854.2	AL3G28530
OG0006803	XP_006297618.2	AL3G28890
OG0006804	XP_006298569.1	AL3G28950
OG0006805	XP_023632912.1	AL1G13810
OG0006806	XP_006298463.1	AL3G30080
OG0006807	XP_006296888.1	AL3G30230
OG0006808	XP_006297612.1	AL3G30500
OG0006809	XP_006299106.1	AL3G30590
OG0006811	XP_023642063.1	AL3G30680
OG0006812	XP_006298093.1	AL3G30690
OG0006814	XP_006296614.1	AL3G31030
OG0006815	XP_006298386.1	AL3G31340
OG0006816	XP_006298426.1	AL3G31420
OG0006817	XP_006299794.1	AL3G31690
OG0006818	XP_006297109.1	AL3G31770
OG0006819	XP_006297199.1	AL3G32120
OG0006820	XP_023641340.1	AL3G32250
OG0006821	XP_006307111.1	AL1G31380
OG0006822	XP_006297736.1	AL3G33640
OG0006823	XP_006297715.1	AL3G33680
OG0006824	XP_006298848.1	AL3G34060
OG0006825	XP_006297970.2	AL3G34380
OG0006826	XP_006298570.1	AL3G34430
OG0006827	XP_006299310.1	AL3G34440
OG0006828	XP_006298942.2	AL3G34740
OG0006829	XP_023641434.1	AL3G34870
OG0006830	XP_006297241.1	AL3G35040
OG0006831	XP_006298157.1	AL3G35200
OG0006832	XP_006307232.1	AL1G20430
OG0006834	XP_006286311.2	AL7G46220
OG0006835	XP_023637014.1	AL8G19860
OG0006836	XP_023635478.1	AL8G19790
OG0006837	XP_006296979.1, XP_006296927.1	AL3G38650
OG0006838	XP_006299744.1	AL3G37120, AL166U10020
OG0006839	XP_006296682.1	AL3G36670
OG0006840	XP_006300191.1	AL3G35660
OG0006841	XP_006284250.1	AL7G22280
OG0006844	XP_023638878.1, XP_006302711.1	AL2G19530
OG0006845	XP_006286901.1	AL6G29980
OG0006846	XP_006287474.1	AL6G29950
OG0006847	XP_006287778.1	AL6G29710
OG0006848	XP_006286525.1	AL6G29500
OG0006849	XP_006280043.1	AL8G23010
OG0006850	XP_006287954.1	AL6G40840
OG0006851	XP_023636600.1	AL8G21190
OG0006852	XP_006291053.1	AL5G33210
OG0006853	XP_006292564.1	AL5G32860
OG0006854	XP_006291251.2	AL5G32760
OG0006855	XP_006291350.1	AL5G32670
OG0006856	XP_006292069.1	AL5G32640
OG0006857	XP_006297966.1	AL3G35760
OG0006858	XP_006292791.1	AL5G31910
OG0006859	XP_006290414.1	AL5G31850
OG0006860	XP_006290733.1	AL5G31710
OG0006861	XP_006291098.1	AL5G31690
OG0006862	XP_006305388.1	AL1G10690
OG0006863	XP_006307571.1	AL1G10700
OG0006864	XP_023645957.1	AL1G10920
OG0006865	XP_006305651.1	AL1G11340
OG0006866	XP_006307364.1	AL1G11600
OG0006867	XP_006305482.1	AL1G11770
OG0006868	XP_006304742.1, XP_006279280.2	AL1G12340
OG0006869	XP_006307347.1	AL1G12410
OG0006870	XP_006307040.1	AL1G12500
OG0006871	XP_006305751.2	AL1G13430
OG0006872	XP_006306530.1	AL1G13880
OG0006873	XP_006299551.1	AL3G47460
OG0006874	XP_006304991.2	AL1G14270
OG0006875	XP_023645916.1	AL1G14370
OG0006876	XP_006305438.1	AL1G14480
OG0006877	XP_006292041.1	AL5G23480
OG0006878	XP_023644965.1	AL1G14670
OG0006879	XP_006306927.1	AL1G14860
OG0006880	XP_006305430.2	AL1G15040
OG0006881	XP_006305378.1	AL1G15530
OG0006882	XP_006306294.1	AL1G16030
OG0006883	XP_006306469.1	AL1G16060
OG0006884	XP_023644927.1	AL1G16510
OG0006885	XP_006306182.1	AL1G16590
OG0006886	XP_006304582.1	AL1G16840
OG0006887	XP_006306669.1	AL1G16990
OG0006888	XP_006306409.1	AL1G17020
OG0006889	XP_006285371.1	AL7G28840
OG0006890	XP_006303231.1	AL1G18440
OG0006891	XP_006307337.2	AL1G18620
OG0006892	XP_006305247.1	AL1G18690
OG0006893	XP_006305148.1	AL1G18780
OG0006894	XP_006304289.1	AL1G18910
OG0006895	XP_023644669.1	AL1G19230
OG0006896	XP_006306754.2	AL1G19340
OG0006897	XP_023644972.1, XP_023644973.1	AL1G19410
OG0006898	XP_006303256.1	AL1G19600
OG0006899	XP_006305687.1	AL1G19800
OG0006900	XP_006305720.1	AL1G20290
OG0006901	XP_006307275.1	AL1G20590
OG0006902	XP_006304245.1	AL1G20830
OG0006903	XP_006302693.1	AL2G17350
OG0006904	XP_023644774.1	AL1G21310
OG0006905	XP_006304259.1	AL1G21700
OG0006906	XP_006303554.1	AL1G22020
OG0006907	XP_006307556.1	AL1G22190
OG0006908	XP_006304047.1	AL1G22220
OG0006909	XP_006305358.1	AL1G22240
OG0006910	XP_006307247.1	AL1G22290
OG0006911	XP_006304884.2	AL1G22380
OG0006912	XP_006307273.1	AL1G22730
OG0006913	XP_006306217.1	AL1G22790
OG0006914	XP_006304774.1	AL1G22930
OG0006915	XP_006304957.1	AL1G22950
OG0006916	XP_006307075.1	AL1G23380
OG0006917	XP_006305002.1	AL1G23550
OG0006918	XP_006305499.1	AL1G23740
OG0006919	XP_006286453.1	AL6G53260
OG0006920	XP_023633148.1	AL1G24090, AL1G23980
OG0006921	XP_006306102.1	AL1G24590
OG0006922	XP_006303934.1	AL1G24680
OG0006923	XP_006307257.1	AL1G25500
OG0006924	XP_006307639.1	AL1G25710
OG0006925	XP_006306963.1	AL1G25730
OG0006926	XP_006303969.1	AL1G25800
OG0006927	XP_006307552.1	AL1G26260
OG0006928	XP_006307428.1	AL1G26540
OG0006929	XP_006306626.1	AL7G45360, AL1G26820
OG0006930	XP_006307707.2	AL1G26830
OG0006931	XP_006303368.1	AL1G27160
OG0006932	XP_006305733.1	AL1G27310
OG0006933	XP_006305625.1	AL1G27460
OG0006934	XP_006304045.2	AL1G27540
OG0006935	XP_006306593.1	AL1G27930
OG0006936	XP_006303285.1	AL1G27970
OG0006937	XP_006306900.2	AL1G28150
OG0006938	XP_006307669.1	AL1G28310
OG0006939	XP_023638072.1, XP_023638724.1	AL5G17580
OG0006940	XP_006305740.1	AL1G29020
OG0006942	XP_006305593.1	AL1G29410
OG0006943	XP_006305861.1	AL1G29600
OG0006944	XP_006304112.1	AL1G29950
OG0006945	XP_006304882.1	AL1G30040
OG0006946	XP_006304496.1	AL1G30160
OG0006947	XP_006306770.1	AL1G30180
OG0006948	XP_006306902.1	AL1G30200
OG0006949	XP_006303242.1	AL1G30310
OG0006950	XP_006305456.1	AL1G30720
OG0006951	XP_006291271.1	AL1G30910
OG0006952	XP_023632786.1	AL1G31050
OG0006953	XP_006304758.1	AL1G31450
OG0006954	XP_006306645.1	AL1G31800
OG0006955	XP_006304325.1	AL1G32260
OG0006956	XP_006306267.1	AL5G16560, AL1G32290
OG0006957	XP_006304433.1	AL1G32960
OG0006958	XP_006306495.1	AL1G33580
OG0006959	XP_023645538.1	AL1G33830
OG0006960	XP_006305382.1	AL1G33920
OG0006961	XP_006305547.1	AL1G34090
