Orthogroup	Capsella_rubella	Arabidopsis_thaliana
OG0007320	XP_023636839.1	AT5G67370.1
OG0007321	XP_006284345.1	AT4G28250.1
OG0007322	XP_023644482.1	AT5G67440.1
OG0007323	XP_006279944.1	AT5G65780.2, AT5G65770.2
OG0007324	XP_006280337.2	AT5G65687.1
OG0007325	XP_006279483.1	AT5G65690.2
OG0007326	XP_023645010.1	AT5G65470.1
OG0007327	XP_006282319.1	AT5G65340.1
OG0007328	XP_006280072.1	AT5G65290.1
OG0007329	XP_006280422.2	AT5G65090.1
OG0007330	XP_006280757.1	AT5G64813.1
OG0007331	XP_006281667.1	AT5G64790.1
OG0007332	XP_006280921.1	AT5G64670.1
OG0007333	XP_006282086.1	AT5G64540.1
OG0007335	XP_006279853.1	AT5G64440.1
OG0007336	XP_006279847.1	AT5G64430.1
OG0007337	XP_006279993.1	AT5G64390.3
OG0007338	XP_023637322.1	AT5G64350.1
OG0007339	XP_006281329.1	AT5G64130.3
OG0007340	XP_006281488.1	AT5G64000.1
OG0007341	XP_006279637.1	AT5G63980.1
OG0007342	XP_006282266.1	AT5G63900.1
OG0007343	XP_006279958.2	AT5G63840.2
OG0007344	XP_006280952.1	AT5G63790.2
OG0007345	XP_006280553.1	AT5G63180.1
OG0007346	XP_006280654.1	AT5G63160.1
OG0007347	XP_006281376.1	AT5G63135.1
OG0007348	XP_006281149.1	AT5G63130.1
OG0007349	XP_006282142.1	AT5G63090.1
OG0007350	XP_006280949.1	AT5G62770.1
OG0007351	XP_006281035.2	AT5G62440.1
OG0007352	XP_006280864.1	AT5G62430.1
OG0007353	XP_006280610.1	AT5G62270.2
OG0007354	XP_023635731.1	AT5G61960.1
OG0007355	XP_006284542.1	AT4G13830.2
OG0007356	XP_006281764.1	AT5G61660.1
OG0007357	XP_006281687.2	AT5G61590.1
OG0007358	XP_006280030.1	AT5G61560.3
OG0007359	XP_023632559.1	AT5G61530.1
OG0007360	XP_006280822.1	AT5G61340.2
OG0007361	XP_023637329.1	AT5G61030.1
OG0007362	XP_023633535.1	AT5G60930.2
OG0007363	XP_006280281.2	AT5G60920.1
OG0007364	XP_006288391.1	AT5G23100.1
OG0007365	XP_006288359.1	AT5G23590.1
OG0007366	XP_006286557.1	AT5G23710.1
OG0007367	XP_006288585.1	AT5G23750.3
OG0007368	XP_023635927.1	AT5G23910.2
OG0007369	XP_006289001.1	AT5G24165.1
OG0007370	XP_006288613.1	AT5G24270.1
OG0007371	XP_006288072.1	AT5G24330.1
OG0007372	XP_006287394.1	AT5G24470.1
OG0007374	XP_023637708.1	AT5G24620.3
OG0007375	XP_023637707.1	AT5G24630.6
OG0007376	XP_023635958.1	AT5G24690.1
OG0007377	XP_006287981.1	AT5G25040.2
OG0007377	XP_006289494.1	AT5G25050.1
OG0007378	XP_006288628.1	AT5G25080.1
OG0007379	XP_006288745.1	AT5G25090.1
OG0007380	XP_006287080.1	AT5G25370.1
OG0007381	XP_006288767.1	AT5G25490.1
OG0007382	XP_006286384.1	AT5G25540.1
OG0007383	XP_006288826.1	AT5G25760.1
OG0007384	XP_023635832.1	AT5G19400.1
OG0007385	XP_006287675.2	AT5G19350.1
OG0007386	XP_006288189.1	AT5G19680.1
OG0007387	XP_006287100.1	AT5G19690.1
OG0007388	XP_006289267.1	AT5G19790.1
OG0007389	XP_006289190.1	AT5G19855.1
OG0007390	XP_006289623.2	AT5G19860.1
OG0007391	XP_006288554.1	AT5G19940.1
OG0007392	XP_006290058.1	AT5G20100.1
OG0007393	XP_006288232.2	AT5G20150.1
OG0007394	XP_023637303.1	AT5G20520.1
OG0007395	XP_006288672.1	AT5G20740.2
OG0007396	XP_006288695.1	AT5G20900.1
OG0007397	XP_023636170.1	AT5G20935.1
OG0007398	XP_006286896.1	AT5G20960.1
OG0007399	XP_006286832.1	AT5G21160.3
OG0007400	XP_006288462.1	AT5G21940.1
OG0007401	XP_006287376.1	AT5G21990.1
OG0007402	XP_023636153.1	AT5G22450.1
OG0007403	XP_006290167.1	AT5G22560.1
OG0007403	XP_006289732.1	AT5G22550.2
OG0007404	XP_006289692.1	AT5G22760.1
OG0007405	XP_006287779.1	AT5G22790.1
OG0007406	XP_023637354.1	AT5G22940.2
OG0007407	XP_006280175.2	AT5G60790.1
OG0007408	XP_023639542.1	AT5G60710.1
OG0007409	XP_006281551.1	AT5G60530.1
OG0007410	XP_023644589.1	AT1G48410.2
OG0007411	XP_006281434.2	AT5G60060.1
OG0007412	XP_006282172.1	AT5G51660.1
OG0007413	XP_006280933.2	AT5G59990.1
OG0007414	XP_006280985.1	AT5G59960.1
OG0007415	XP_023640944.1	AT2G35050.1
OG0007416	XP_023640880.1	AT5G59710.1
OG0007417	XP_006282087.1	AT5G59340.1
OG0007419	XP_006279627.1	AT5G59220.1
OG0007420	XP_023645705.1	AT5G59000.1
OG0007421	XP_006280320.1	AT5G58860.1
OG0007422	XP_006280863.1	AT5G58770.1
OG0007423	XP_006281118.1	AT5G58710.1
OG0007424	XP_006279957.1	AT5G58510.1
OG0007425	XP_006281173.1	AT5G58500.1
OG0007426	XP_006284632.1	AT5G37055.1
OG0007427	XP_006282219.1	AT5G58010.1
OG0007428	XP_006281381.1	AT5G57860.1
OG0007429	XP_006280408.2	AT5G57840.1
OG0007430	XP_006279741.1	AT5G57810.1
OG0007431	XP_006280689.1	AT5G57660.1
OG0007432	XP_006281929.1	AT5G57420.1
OG0007433	XP_006282100.1	AT5G50600.1, AT5G50700.1
OG0007434	XP_006280349.1	AT5G57010.1
OG0007435	XP_006280298.1	AT5G57030.1
OG0007436	XP_023635075.1	AT5G57110.1
OG0007437	XP_006280860.1	AT5G57120.1
OG0007438	XP_023645056.1	AT5G57150.4
OG0007439	XP_006279916.1	AT5G56890.1
OG0007440	XP_006279626.1	AT5G56530.1
OG0007441	XP_023637306.1	AT5G56190.7
OG0007442	XP_006281519.1	AT5G56110.1
OG0007443	XP_006281106.1	AT5G55940.1
OG0007444	XP_006285528.1	AT4G28630.1, AT4G28620.1
OG0007445	XP_006282268.1	AT5G55590.1
OG0007446	XP_023633407.1	AT5G55090.2
OG0007447	XP_006279592.2	AT5G55020.1
OG0007448	XP_023640493.1	AT5G54930.1
OG0007449	XP_006292916.1	AT3G49600.1
OG0007450	XP_006292572.1	AT3G49142.1
OG0007451	XP_006291034.1	AT3G48760.1
OG0007452	XP_006280953.1	AT5G54110.1
OG0007453	XP_023641170.1	AT5G54250.1
OG0007454	XP_023645845.1	AT5G54260.2
OG0007455	XP_006287533.1	AT4G02290.1
OG0007456	XP_006288215.1	AT4G02340.1
OG0007457	XP_006288678.1	AT4G02715.1
OG0007458	XP_006287974.1	AT4G02790.1
OG0007459	XP_006288596.1, XP_006286566.1	AT5G07460.1
OG0007460	XP_023636279.1	AT5G07300.1
OG0007461	XP_006287883.1	AT5G07240.2
OG0007462	XP_006287717.1	AT5G07030.1
OG0007463	XP_006287297.1	AT5G06700.1
OG0007464	XP_006290100.1	AT5G06490.1
OG0007465	XP_006290093.1	AT5G06470.1
OG0007466	XP_006288643.1	AT5G06300.1
OG0007467	XP_006288654.1	AT5G05830.1
OG0007468	XP_006287622.1	AT5G05630.1
OG0007469	XP_006286489.1	AT5G05240.1
OG0007470	XP_006287970.1	AT5G05210.1
OG0007471	XP_006288265.2	AT5G04820.1
OG0007472	XP_006286481.1	AT5G04550.1
OG0007473	XP_006287516.1	AT5G04310.1
OG0007474	XP_006286833.1	AT5G04180.1
OG0007475	XP_006296622.1	AT3G10190.1
OG0007476	XP_006289149.1	AT5G03900.2
OG0007477	XP_006289547.1	AT5G03840.1
OG0007478	XP_006289785.1	AT5G03560.2
OG0007479	XP_023636453.1	AT5G03415.1
OG0007480	XP_006290989.1	AT3G46100.1, AT5G03406.1
OG0007482	XP_006287667.1	AT5G03180.2
OG0007483	XP_006287634.1	AT5G03160.1
OG0007484	XP_006288605.1	AT5G03080.1
OG0007485	XP_006288341.2	AT5G02750.1
OG0007487	XP_023635850.1	AT5G02530.1
OG0007488	XP_006287552.1	AT5G02410.1
OG0007489	XP_023637182.1	AT5G02420.1
OG0007490	XP_023636751.1	AT5G02430.1
OG0007491	XP_023635974.1	AT5G02480.1
OG0007492	XP_006289002.1	AT5G02220.1
OG0007493	XP_006288058.1	AT5G01090.1
OG0007494	XP_006287256.1	AT5G01100.1
OG0007495	XP_006287534.1	AT5G01220.1
OG0007496	XP_006287885.1	AT5G01260.2
OG0007497	XP_006288271.1	AT5G01340.1
OG0007498	XP_006279345.1	AT5G01860.1
OG0007499	XP_006283644.2	AT5G41040.1
OG0007500	XP_006283718.1	AT5G41800.1
OG0007501	XP_006283614.2	AT5G41900.1
OG0007502	XP_006284002.1	AT5G42050.1
OG0007503	XP_006300949.1	AT1G79870.1
OG0007504	XP_006302052.2	AT1G80530.1
OG0007505	XP_006302189.2	AT1G80570.2
OG0007506	XP_006302240.1	AT1G80600.1
OG0007507	XP_006300673.1	AT1G80680.1
OG0007508	XP_023643632.1	AT1G80750.1
OG0007509	XP_006300498.1	AT1G80950.1
OG0007510	XP_006300815.1	AT1G79640.1
OG0007511	XP_006298318.1	AT2G17280.1
OG0007512	XP_023643056.1	AT1G79270.1
OG0007513	XP_006302502.1	AT1G79110.1
OG0007514	XP_023644153.1	AT1G79060.1
OG0007515	XP_006301561.1	AT1G79050.1
OG0007516	XP_023643035.1	AT1G79020.1
OG0007517	XP_006301292.1	AT1G79000.2
OG0007518	XP_006302731.2	AT1G78780.3
OG0007519	XP_006302567.1	AT1G78700.1
OG0007520	XP_006301840.1	AT1G78690.1
OG0007521	XP_006302525.1	AT1G78620.2
OG0007522	XP_006302488.1	AT1G78290.2
OG0007523	XP_006302124.1	AT1G78120.1
OG0007524	XP_006302909.1	AT1G78040.1
OG0007525	XP_023643424.1	AT1G77800.3
OG0007526	XP_006301166.2	AT1G77765.4
OG0007527	XP_006300594.1	AT1G77620.1
OG0007528	XP_006302393.1	AT1G77470.1
OG0007529	XP_006302133.1	AT1G77250.1
OG0007530	XP_006300367.1	AT1G77200.1
OG0007531	XP_006302710.1	AT1G77145.1, AT1G77160.1
OG0007532	XP_006301250.1	AT1G77100.1
OG0007533	XP_006302213.1	AT1G76900.1
OG0007534	XP_006301259.1	AT1G76750.1
OG0007535	XP_006301451.1	AT1G76250.1
OG0007536	XP_006302690.1	AT1G76070.1
OG0007537	XP_006301363.1	AT1G76060.1
OG0007538	XP_006302754.1	AT1G75980.1
OG0007539	XP_006301599.1	AT1G75810.1
OG0007540	XP_006301887.1	AT1G75800.1
OG0007541	XP_006302134.1	AT1G75680.1
OG0007542	XP_006290511.1	AT5G48600.2
OG0007543	XP_006300630.1	AT1G75200.1
OG0007544	XP_006302529.1	AT1G75080.1
OG0007545	XP_006296985.1	AT2G17410.1
OG0007546	XP_006298646.1	AT2G17450.1
OG0007547	XP_006299646.1	AT2G17480.1
OG0007548	XP_006299902.1	AT2G17760.1
OG0007549	XP_006291765.1	AT3G49940.1
OG0007550	XP_006291812.1	AT3G49930.1
OG0007551	XP_006293131.1	AT3G49880.1
OG0007552	XP_006281306.1	AT5G54585.1
OG0007553	XP_006280901.1	AT5G54540.1
OG0007554	XP_006291760.1	AT3G47640.1
OG0007555	XP_006306665.1	AT1G56145.2
OG0007556	XP_006305348.1	AT1G55840.1
OG0007557	XP_023638260.1	AT2G01170.1
OG0007558	XP_006307597.2	AT1G55280.2
OG0007559	XP_006305837.1	AT1G55190.1
OG0007560	XP_006304226.1	AT1G55160.3
OG0007561	XP_006307069.2	AT1G54170.1
OG0007562	XP_006303363.2	AT1G53903.1, AT1G53885.1
OG0007563	XP_006304315.1	AT1G53400.1
OG0007564	XP_006306910.1	AT1G53300.1
OG0007565	XP_006307191.1	AT1G53040.1
OG0007566	XP_006294872.1	AT2G36080.1
OG0007567	XP_006296104.1	AT2G36270.3
OG0007568	XP_023639835.1	AT2G36310.1
OG0007569	XP_006290826.1	AT3G45040.1
OG0007570	XP_006290745.1, XP_006279395.2	AT3G44600.1
OG0007571	XP_023641416.1	AT5G50210.1
OG0007572	XP_023634813.1	AT5G50380.1
OG0007573	XP_006279561.1	AT5G52910.2
OG0007574	XP_006279485.1	AT5G53060.1
OG0007575	XP_023635118.1	AT5G53070.1
OG0007576	XP_006280090.1	AT5G53130.1
OG0007577	XP_006280044.1	AT5G49890.1
OG0007578	XP_006280184.1	AT5G50350.1
OG0007579	XP_006280367.1	AT5G61020.1
OG0007580	XP_006306789.2, XP_006282564.1	AT5G35430.1
OG0007581	XP_006284506.2	AT5G35620.1
OG0007582	XP_006282600.2	AT4G12740.1
OG0007583	XP_006284212.1	AT4G13160.1
OG0007584	XP_006284538.2	AT4G13220.1
OG0007585	XP_006283246.1	AT4G13370.1
OG0007586	XP_006283302.1	AT4G13460.1
OG0007587	XP_006283531.2	AT4G13700.1
OG0007588	XP_006282443.1	AT4G14330.1
OG0007589	XP_006283701.1	AT4G14340.1
OG0007590	XP_006285669.2	AT4G14590.1
OG0007591	XP_023634954.1	AT4G14746.1
OG0007592	XP_006282514.1	AT4G14770.1
OG0007593	XP_006285217.1	AT4G14819.1
OG0007594	XP_006285268.1, XP_006279096.1	AT4G15093.1
OG0007595	XP_023635013.1	AT4G15200.1
OG0007598	XP_006300826.1	AT1G73020.1
OG0007599	XP_006303029.1	AT1G73120.1
OG0007600	XP_006302810.1	AT1G73350.5
OG0007601	XP_006301097.1	AT1G73360.1
OG0007602	XP_006302251.1	AT1G73805.1
OG0007603	XP_006300550.2	AT1G73820.2
OG0007604	XP_006301143.1	AT1G74480.1
OG0007605	XP_006302897.1	AT1G74520.1
OG0007606	XP_006302742.2	AT1G74730.1
OG0007607	XP_006302328.1	AT1G68520.1
OG0007608	XP_006283639.1	AT4G32360.1
OG0007609	XP_006300869.1	AT1G68910.1
OG0007610	XP_006302571.1	AT1G69010.1
OG0007611	XP_023633694.1	AT4G28485.2
OG0007612	XP_006282820.1	AT4G28520.1
OG0007613	XP_023635659.1	AT4G28610.1
OG0007614	XP_006285300.1	AT4G28720.1
OG0007615	XP_006283327.1	AT4G29210.1
OG0007616	XP_023645995.1, XP_023640900.1	AT5G53150.2
OG0007617	XP_006291140.2	AT3G26440.5
OG0007618	XP_006292560.1	AT3G51020.1
OG0007619	XP_006300873.2	AT1G63650.1
OG0007620	XP_006301318.1	AT1G63980.1
OG0007621	XP_006282843.1	AT5G39940.1
OG0007622	XP_006284753.1	AT5G39950.1
OG0007623	XP_023638261.1	AT3G29320.1
OG0007624	XP_023639032.1	AT3G43850.1
OG0007625	XP_006281215.2	AT5G49410.1
OG0007626	XP_006290601.1	AT3G27260.3
OG0007627	XP_006290382.1	AT3G27160.2
OG0007628	XP_006293066.1	AT3G26790.1
OG0007629	XP_006292029.1	AT3G26740.1
OG0007630	XP_023638373.1	AT3G26710.1
OG0007631	XP_006290838.1	AT3G26370.1
OG0007632	XP_006292902.2	AT3G26140.3
OG0007633	XP_006281168.1	AT5G51040.3
OG0007634	XP_006301524.1	AT1G69930.1
OG0007635	XP_006302005.1	AT1G69870.1
OG0007636	XP_006302641.1	AT1G69840.1
OG0007637	XP_006301936.1	AT1G69810.1
OG0007638	XP_006302260.1	AT1G69800.2
OG0007639	XP_023642319.1	AT2G05990.1
OG0007641	XP_023637149.1	AT5G46280.1
OG0007642	XP_006280347.2	AT5G46220.1
OG0007643	XP_006281137.1	AT5G48545.1
OG0007644	XP_006281117.2	AT5G46160.1
OG0007645	XP_006280560.1	AT5G46110.4
OG0007646	XP_006279616.1	AT5G46100.1
OG0007647	XP_006280800.1	AT5G46080.1
OG0007649	XP_023639323.1	AT5G45360.1
OG0007650	XP_006285336.1	AT5G35700.1
OG0007651	XP_006280245.1	AT5G45275.1
OG0007652	XP_006306346.1	AT1G49540.2
OG0007653	XP_023645453.1	AT1G49560.1
OG0007654	XP_006285002.1	AT4G25820.1
OG0007655	XP_006306237.1	AT1G50120.2
OG0007656	XP_006306595.1	AT1G50240.2
OG0007657	XP_006304231.1	AT1G50320.1
OG0007658	XP_006304574.1	AT1G50610.1
OG0007659	XP_006304507.1	AT1G50910.1
OG0007660	XP_006306296.1	AT1G51210.1
OG0007661	XP_006307335.1	AT1G51405.1
OG0007662	XP_006307609.1	AT1G51630.1
OG0007663	XP_006304800.1	AT1G51660.1
OG0007664	XP_006304889.1	AT1G51745.1
OG0007665	XP_006305524.1	AT1G51950.1
OG0007666	XP_006307177.1	AT1G04950.1
OG0007667	XP_006307107.1	AT1G52080.1
OG0007668	XP_006306297.1	AT1G52150.2
OG0007669	XP_006304343.1	AT1G52342.1
OG0007670	XP_006305362.1, XP_006306194.1	AT1G52760.1
OG0007671	XP_006304958.1	AT1G17640.1
OG0007672	XP_006281946.1	AT5G42740.1
OG0007673	XP_006293595.1	AT2G22610.3
OG0007674	XP_006280430.2	AT5G42830.1
OG0007675	XP_006279965.1	AT5G42870.1
OG0007676	XP_023639507.1	AT2G33490.1
OG0007677	XP_006294638.1	AT2G33550.1
OG0007678	XP_006295284.1	AT2G33830.2
OG0007679	XP_006293825.2	AT2G33835.1
OG0007680	XP_006296039.1	AT2G33860.1
OG0007681	XP_006295172.1	AT2G34000.1
OG0007682	XP_023640554.1, XP_006307028.1	AT2G34400.1
OG0007683	XP_006295160.1	AT2G34450.2
OG0007684	XP_006294696.2	AT2G34570.1
OG0007685	XP_006293570.1	AT2G34780.1
OG0007686	XP_006281348.1	AT5G49540.1
OG0007687	XP_006295109.1	AT2G35470.1
OG0007688	XP_006295043.1	AT2G35700.1
OG0007689	XP_006304035.1	AT1G08710.2
OG0007690	XP_006295617.1	AT2G35880.1
OG0007691	XP_006295062.1	AT2G35900.1
OG0007692	XP_006282736.2	AT4G19430.1
OG0007693	XP_006282800.1	AT4G19170.1
OG0007694	XP_006285745.1	AT4G18930.1
OG0007695	XP_006282609.1	AT4G18550.2
OG0007696	XP_006282804.2	AT4G18450.1
OG0007697	XP_023635261.1	AT4G18370.1
OG0007698	XP_023634532.1	AT4G18070.1
OG0007699	XP_006283488.1	AT4G18020.1
OG0007700	XP_006283799.1	AT4G17950.1
OG0007701	XP_006283775.1	AT4G17840.1
OG0007702	XP_006285463.1	AT4G17810.1
OG0007703	XP_006284139.1	AT4G17720.1
OG0007704	XP_006284129.1	AT4G17695.1
OG0007705	XP_006283484.1	AT4G17620.1
OG0007706	XP_006285372.1	AT4G17430.1
OG0007707	XP_006279620.1	AT5G46370.1
OG0007708	XP_023638341.1	AT3G51140.1
OG0007709	XP_006291860.1	AT3G51100.1
OG0007710	XP_006290377.1	AT3G51090.1
OG0007711	XP_006292776.1	AT3G51030.1
OG0007712	XP_006291865.1	AT3G50830.1
OG0007713	XP_006291985.1	AT3G50810.1
OG0007714	XP_006284373.1	AT4G23620.2
OG0007715	XP_006283603.1	AT4G23500.1
OG0007716	XP_006279826.1	AT5G52440.1
OG0007717	XP_006282311.1	AT5G52420.1
OG0007718	XP_006280174.1	AT5G52340.1
OG0007719	XP_023640639.1	AT5G51700.1
OG0007720	XP_006280007.1	AT5G51430.1
OG0007722	XP_006281278.1	AT5G50930.1
OG0007723	XP_006280262.1	AT5G50900.1
OG0007724	XP_023641295.1	AT2G07050.1
OG0007725	XP_023642665.1	AT2G14890.1
OG0007726	XP_006297287.1	AT2G15620.1
OG0007727	XP_006297462.1	AT2G15860.2
OG0007728	XP_006297630.1	AT2G16365.1
OG0007729	XP_006298069.1	AT2G16630.1
OG0007730	XP_006300017.1	AT2G16910.1
OG0007731	XP_006297442.2, XP_006279156.2	AT2G17033.2
OG0007732	XP_006298800.1	AT2G17240.1
OG0007733	XP_006282779.2	AT4G24100.4
OG0007734	XP_006284583.1	AT4G23930.1
OG0007735	XP_023634150.1	AT4G23980.1
OG0007736	XP_006284175.1	AT4G23730.3
OG0007737	XP_023635289.1	AT4G23493.1
OG0007738	XP_006305083.1, XP_023634794.1	AT4G22930.1
OG0007739	XP_006283819.1	AT4G22880.1
OG0007740	XP_023635128.1, XP_023635127.1	AT4G22755.1
OG0007741	XP_023633650.1	AT4G22540.1
OG0007742	XP_006285154.1	AT4G22310.1
OG0007743	XP_006284541.1	AT4G22250.1
OG0007744	XP_006300843.1	AT1G64610.1
OG0007745	XP_006284762.1	AT4G19980.1
OG0007746	XP_006284687.1	AT4G20030.1
OG0007747	XP_023634029.1	AT4G20150.1
OG0007748	XP_006283067.1	AT4G20270.1
OG0007750	XP_006284288.1	AT4G20325.1
OG0007751	XP_006283838.1	AT4G20460.1
OG0007753	XP_006283396.1	AT4G21680.1
OG0007754	XP_006284907.1	AT4G21770.1
OG0007755	XP_006286889.1	AT5G17910.1
OG0007756	XP_006280388.1	AT5G66690.1, AT5G26310.1
OG0007757	XP_006287566.2	AT4G09560.1
OG0007758	XP_006280831.1	AT5G42150.1
OG0007759	XP_023632609.1	AT5G42650.1
OG0007760	XP_006282729.1	AT4G16444.1
OG0007761	XP_006286159.1	AT4G16630.1
OG0007762	XP_006282732.1	AT4G16750.1
OG0007763	XP_006282590.1	AT4G16790.1
OG0007764	XP_023634046.1	AT4G16830.1
OG0007765	XP_023642192.1	AT3G06550.2
OG0007766	XP_006297859.1	AT3G01910.1
OG0007767	XP_006300020.1	AT3G01530.1
OG0007768	XP_006299626.1	AT3G01470.1
OG0007769	XP_006296811.1	AT3G01460.1
OG0007770	XP_006298510.1	AT3G01440.1
OG0007771	XP_006279638.1	AT5G66670.1
OG0007772	XP_006281171.1	AT5G66400.1
OG0007773	XP_006280758.1	AT5G66320.1
OG0007774	XP_023645753.1	AT5G66290.2
OG0007775	XP_006291443.1	AT3G51390.1
OG0007776	XP_006292277.1	AT3G63250.1
OG0007777	XP_006291308.1	AT3G63200.1
OG0007778	XP_006291652.1	AT3G63170.1
OG0007779	XP_006290368.1	AT3G62940.2
OG0007781	XP_023638055.1	AT3G62420.1
OG0007782	XP_006292461.1	AT3G62180.2
OG0007783	XP_006293116.1	AT3G62170.1
OG0007784	XP_006291055.1	AT3G62110.1
OG0007785	XP_006291194.1	AT3G62080.2
OG0007786	XP_006291903.1	AT3G61920.1
OG0007787	XP_006291605.1	AT3G61770.1
OG0007788	XP_006290256.2	AT3G61740.1
OG0007789	XP_006291512.1	AT3G61610.1
OG0007790	XP_006292416.1	AT5G28370.1, AT5G28460.1, AT3G61520.1
OG0007791	XP_006291716.1	AT3G61470.1
OG0007792	XP_006292178.1	AT3G61300.1
OG0007793	XP_006292623.1	AT3G61270.1
OG0007794	XP_006292212.1	AT3G61230.1
OG0007795	XP_006292865.2	AT3G60650.1
OG0007796	XP_023639069.1	AT3G60570.1
OG0007797	XP_006285975.1	AT3G60380.1
OG0007798	XP_006291545.1	AT3G60200.1
OG0007799	XP_006290704.1	AT3G60110.1
OG0007800	XP_006295468.1	AT2G43770.1
OG0007801	XP_023639244.1	AT3G59710.2
OG0007802	XP_006293224.1	AT3G59670.1
OG0007803	XP_006291212.1	AT3G59530.1
OG0007804	XP_006290416.1	AT3G59510.1
OG0007805	XP_006292282.1	AT3G59400.1
OG0007806	XP_006294408.1	AT2G43360.1
OG0007807	XP_006291237.2	AT3G59090.2
OG0007808	XP_023638009.1	AT3G59020.2
OG0007809	XP_023638203.1	AT3G58850.1
OG0007810	XP_006291508.1	AT3G58840.1
OG0007811	XP_006293106.1	AT3G58760.3
OG0007812	XP_006291660.1	AT3G58710.1
OG0007813	XP_023638760.1	AT3G58630.1
OG0007814	XP_023639303.1	AT3G58160.1
OG0007815	XP_006280250.1	AT5G50320.1
OG0007816	XP_023638426.1	AT3G57700.1
OG0007817	XP_006290488.1	AT3G57660.1
OG0007818	XP_006291644.1	AT3G57600.1
OG0007819	XP_006292732.1	AT3G57130.1
OG0007820	XP_023638522.1	AT3G57000.1
OG0007821	XP_006290655.1	AT3G56990.1
OG0007822	XP_006290430.2	AT3G56480.1
OG0007823	XP_006290350.1	AT3G56200.1
OG0007824	XP_006280190.1	AT5G48380.1
OG0007825	XP_023638437.1	AT3G55510.1
OG0007826	XP_006292571.1	AT3G56050.1
OG0007827	XP_006291276.1	AT3G55800.1
OG0007828	XP_023637786.1	AT3G55450.2
OG0007829	XP_023637979.1	AT3G54670.1
OG0007830	XP_006293084.1	AT3G54630.1
OG0007831	XP_006291043.1	AT3G54470.1
OG0007832	XP_006292507.2	AT3G54450.1
OG0007833	XP_006291188.1	AT3G54400.1
OG0007834	XP_006292594.1	AT3G54340.1
OG0007835	XP_023637759.1	AT3G54320.1
OG0007836	XP_023637760.1	AT3G54310.1
OG0007837	XP_006291407.1	AT3G54290.1
OG0007838	XP_006292719.1	AT3G54130.1
OG0007839	XP_006306684.1	AT1G12470.1
OG0007840	XP_023638489.1	AT3G53900.2
OG0007841	XP_006291268.1	AT3G53780.2
OG0007842	XP_006291827.1	AT3G53620.1
OG0007843	XP_006291758.2	AT3G53530.2
OG0007844	XP_023638222.1	AT3G53130.1
OG0007845	XP_006291790.1	AT3G52960.1
OG0007846	XP_006293211.1	AT3G52740.1
OG0007847	XP_006282084.1	AT5G53950.1
OG0007848	XP_006279801.1	AT5G53910.1
OG0007849	XP_006281523.1	AT5G53550.1
OG0007850	XP_006280149.1	AT5G53500.1
OG0007851	XP_023643324.1	AT5G53440.1
OG0007852	XP_006280958.1	AT5G53420.1
OG0007853	XP_006280717.1	AT5G53290.1
OG0007854	XP_006279677.1	AT5G53280.1
OG0007855	XP_006283871.1	AT4G16100.1
OG0007856	XP_006296716.1	AT3G24520.1
OG0007858	XP_006299616.1	AT3G24620.1
OG0007859	XP_006297348.1	AT3G25140.1
OG0007860	XP_006298708.1	AT2G04240.1
OG0007861	XP_023641750.1	AT2G04790.10
OG0007862	XP_006298491.1	AT2G06530.1
OG0007863	XP_023643876.1	AT1G66820.1
OG0007864	XP_006300368.1	AT1G66850.1
OG0007865	XP_006300743.1	AT1G67040.2
OG0007866	XP_006301498.1	AT1G67140.2
OG0007867	XP_023642838.1	AT1G67220.1
OG0007868	XP_006300299.1	AT1G67230.1
OG0007869	XP_006301418.1	AT1G67330.1
OG0007871	XP_023637040.1	AT5G26720.1
OG0007872	XP_023643716.1	AT1G67370.1
OG0007873	XP_006302174.2	AT1G67410.1
OG0007874	XP_023644114.1	AT1G67420.4
OG0007875	XP_006302407.1	AT1G67480.1
OG0007876	XP_006302470.1	AT1G67590.1
OG0007877	XP_006302128.1	AT1G67710.1
OG0007878	XP_006302399.2	AT1G67730.1
OG0007879	XP_023643957.1	AT1G67785.1
OG0007880	XP_006303478.1	AT1G24577.1
OG0007881	XP_006301917.2	AT1G68010.2
OG0007882	XP_006301618.1	AT1G68300.1
OG0007883	XP_006301738.1	AT1G68360.1
OG0007884	XP_006302341.1	AT1G68390.1
OG0007885	XP_006298137.1	AT2G18500.1
OG0007886	XP_023635382.1	AT5G44790.1
OG0007887	XP_006298812.1	AT2G18660.1
OG0007888	XP_006297211.1	AT2G18750.1
OG0007889	XP_023641620.1	AT2G19180.1
OG0007890	XP_006291510.1	AT2G02400.1
OG0007891	XP_006293028.1	AT3G28430.1
OG0007892	XP_006300293.2	AT2G19600.1
OG0007893	XP_006294890.1	AT2G41240.1
OG0007894	XP_006295195.1	AT2G41180.1
OG0007895	XP_006294851.1	AT2G41130.1
OG0007896	XP_006294842.1	AT2G41070.4
OG0007897	XP_006290349.2	AT3G51720.1
OG0007898	XP_006295098.1	AT2G40780.1
OG0007899	XP_006293704.1	AT2G40730.1
OG0007900	XP_006295545.1	AT2G40540.1
OG0007901	XP_006294938.1	AT2G40470.1
OG0007902	XP_006294355.1	AT2G40180.1
OG0007903	XP_006295728.1	AT2G40150.1
OG0007904	XP_006293648.1	AT2G40130.2
OG0007905	XP_006293965.1	AT2G40090.1
OG0007906	XP_006295818.1	AT2G39980.1
OG0007907	XP_006300574.1	AT1G65700.3
