Orthogroup	Capsella_rubella	Arabis_alpina
OG0008071	XP_023642689.1	Aa_G174170.h1.t1
OG0008072	XP_023642678.1	Aa_G500870.h1.t1
OG0008073	XP_023641837.1	Aa_G24220.h1.t1
OG0008074	XP_006299014.1	Aa_G24090.h1.t1
OG0008075	XP_006297513.2	Aa_G101490.h1.t1
OG0008076	XP_006299294.1	Aa_G101430.h1.t1
OG0008077	XP_023641399.1	Aa_G101400.h1.t1
OG0008078	XP_006297844.1	Aa_G101330.h1.t1
OG0008079	XP_006297189.1	Aa_G34880.h2.t1, Aa_G34880.h1.t1
OG0008080	XP_006296961.1	Aa_G34810.h1.t1
OG0008081	XP_006296729.1	Aa_G34640.h1.t1
OG0008082	XP_006299999.1	Aa_G616440.h1.t1
OG0008083	XP_006281180.1	Aa_G551310.h1.t1
OG0008084	XP_006299482.1	Aa_G338720.h1.t1
OG0008085	XP_006284160.1	Aa_G460300.h1.t1
OG0008086	XP_023642484.1	Aa_G137240.h1.t1
OG0008087	XP_006298091.1	Aa_G136970.h1.t1
OG0008088	XP_006298102.1	Aa_G136960.h1.t1
OG0008089	XP_006298090.1	Aa_G136850.h1.t1
OG0008090	XP_006300021.2	Aa_G743030.h1.t1
OG0008092	XP_023641495.1	Aa_G195470.h1.t1
OG0008095	XP_023641595.1	Aa_G216050.h1.t1
OG0008096	XP_006296618.1	Aa_G102810.h1.t1
OG0008097	XP_006297639.1	Aa_G102820.h1.t1
OG0008098	XP_006298425.1	Aa_G5630.h1.t1
OG0008099	XP_023642119.1	Aa_G5610.h1.t1
OG0008101	XP_006297385.1	Aa_G5470.h1.t1
OG0008102	XP_006299462.1	Aa_G5330.h1.t1, Aa_G5340.h1.t1
OG0008103	XP_006296688.1	Aa_G40580.h1.t1
OG0008104	XP_023641654.1	Aa_G40540.h1.t1, Aa_G167270.h1.t1
OG0008105	XP_006300016.1	Aa_G40410.h1.t1
OG0008106	XP_023641078.1	Aa_G40220.h1.t1
OG0008107	XP_023641396.1	Aa_G40200.h1.t1
OG0008108	XP_006299890.1	Aa_G40190.h1.t1
OG0008109	XP_006299067.1	Aa_G40140.h1.t1
OG0008110	XP_006299970.1	Aa_G290310.h1.t1
OG0008111	XP_006299899.1	Aa_G290240.h1.t1
OG0008112	XP_006298149.1	Aa_G374000.h1.t1
OG0008113	XP_006298924.1	Aa_G373900.h1.t1
OG0008114	XP_006288537.1, XP_006298419.1	Aa_G176090.h1.t1
OG0008115	XP_006298101.1	Aa_G243350.h1.t1
OG0008116	XP_006299589.1	Aa_G641610.h1.t1
OG0008118	XP_006299792.1, XP_023641290.1	Aa_G237650.h1.t1
OG0008119	XP_006298170.1	Aa_G237550.h1.t1
OG0008120	XP_006297883.1	Aa_G76690.h1.t1
OG0008121	XP_006299225.2	Aa_G207880.h1.t1
OG0008122	XP_006297156.1	Aa_G56220.h1.t1
OG0008123	XP_023642082.1	Aa_G140280.h1.t1
OG0008124	XP_023641103.1	Aa_G1450.h1.t1
OG0008125	XP_006297964.1	Aa_G1220.h1.t1
OG0008126	XP_006299372.1	Aa_G1200.h1.t1
OG0008127	XP_006298161.1	Aa_G421880.h1.t1
OG0008128	XP_006298689.1	Aa_G32040.h1.t1
OG0008129	XP_006298699.1	Aa_G32060.h1.t1
OG0008130	XP_006298791.1	Aa_G32200.h1.t1
OG0008131	XP_006298512.1	Aa_G32250.h1.t1
OG0008132	XP_006297115.1	Aa_G241910.h1.t1
OG0008134	XP_006299175.1	Aa_G223510.h1.t1
OG0008136	XP_006299431.1	Aa_G367510.h1.t1
OG0008137	XP_006297124.1	Aa_G97070.h1.t1
OG0008138	XP_006299552.2	Aa_G56910.h1.t1
OG0008139	XP_006298881.1	Aa_G527550.h1.t1
OG0008140	XP_006298441.1	Aa_G53630.h1.t1
OG0008141	XP_006298577.1	Aa_G53540.h1.t1
OG0008142	XP_006298145.1	Aa_G53530.h1.t1
OG0008143	XP_006298110.1	Aa_G498890.h1.t1
OG0008144	XP_006297794.1	Aa_G498900.h1.t1
OG0008146	XP_006298549.1	Aa_G176960.h1.t1
OG0008147	XP_023641577.1	Aa_G86810.h1.t1
OG0008149	XP_023641415.1	Aa_G82050.h1.t1
OG0008150	XP_006298499.1	Aa_G104700.h1.t1
OG0008151	XP_023642321.1	Aa_G522280.h1.t1
OG0008152	XP_006283519.1	Aa_G9740.h1.t1
OG0008153	XP_006299410.1	Aa_G922750.h1.t1, Aa_G922750.h2.t1
OG0008154	XP_006297395.1	Aa_G429460.h1.t1
OG0008155	XP_006297926.1	Aa_G342850.h1.t1
OG0008156	XP_006298564.1	Aa_G382290.h1.t1
OG0008157	XP_006297417.2	Aa_G371340.h1.t1
OG0008158	XP_006298597.1	Aa_G20160.h1.t1
OG0008159	XP_006297212.2	Aa_G20190.h1.t1
OG0008160	XP_006297570.1	Aa_G604180.h1.t1
OG0008161	XP_023634605.1	Aa_G214230.h1.t1
OG0008162	XP_023634458.1	Aa_G184900.h1.t1
OG0008163	XP_006296794.1	Aa_G152530.h1.t1
OG0008164	XP_006285173.1	Aa_G173290.h1.t1
OG0008165	XP_023641572.1	Aa_G250540.h1.t1
OG0008166	XP_023635443.1	Aa_G64110.h1.t1
OG0008167	XP_023642727.1	Aa_G136650.h1.t1
OG0008168	XP_006297362.1	Aa_G161920.h1.t1
OG0008169	XP_006297313.1	Aa_G162020.h1.t1
OG0008170	XP_006297757.1	Aa_G430380.h1.t1
OG0008171	XP_006280617.1	Aa_G398440.h1.t1
OG0008172	XP_006282345.2	Aa_G238040.h1.t1
OG0008173	XP_023639638.1	Aa_G190330.h1.t1
OG0008174	XP_006285608.1	Aa_G169320.h1.t1
OG0008175	XP_006283142.1	Aa_G365230.h1.t1
OG0008176	XP_006283389.1	Aa_G266720.h1.t1
OG0008177	XP_006279397.1	Aa_G103490.h1.t1
OG0008178	XP_006297936.1	Aa_G428250.h1.t1
OG0008179	XP_006298134.1	Aa_G293440.h1.t1
OG0008180	XP_006298691.1	Aa_G261500.h1.t1
OG0008181	XP_006298606.1	Aa_G543600.h1.t1
OG0008182	XP_006297933.2	Aa_G391640.h1.t1
OG0008183	XP_006298653.1	Aa_G51870.h1.t1, Aa_G408730.h1.t1
OG0008184	XP_023642765.1	Aa_G413540.h1.t1
OG0008185	XP_006298057.1	Aa_G413600.h1.t1
OG0008186	XP_023642485.1	Aa_G280080.h1.t1
OG0008187	XP_006298746.1	Aa_G212420.h1.t1
OG0008188	XP_006298022.1	Aa_G326750.h1.t1
OG0008189	XP_006293233.1	Aa_G326740.h1.t1
OG0008189	XP_023641356.1	Aa_G326760.h1.t1
OG0008190	XP_006298614.1	Aa_G698510.h1.t1
OG0008191	XP_023641622.1	Aa_G603130.h1.t1
OG0008192	XP_023642659.1	Aa_G384930.h1.t1
OG0008193	XP_006292770.1	Aa_G640070.h1.t1
OG0008194	XP_006296594.1	Aa_G388600.h1.t1
OG0008195	XP_006297976.1	Aa_G229440.h1.t1
OG0008196	XP_006298617.1	Aa_G229430.h1.t1
OG0008197	XP_006284097.1	Aa_G279930.h1.t1
OG0008198	XP_006284349.1	Aa_G279910.h1.t1
OG0008199	XP_006283218.1	Aa_G368090.h1.t1
OG0008200	XP_006284662.1	Aa_G620360.h1.t1
OG0008201	XP_006283080.1	Aa_G172860.h1.t1
OG0008202	XP_023635190.1	Aa_G543310.h1.t1
OG0008203	XP_006282765.1	Aa_G506660.h1.t1
OG0008204	XP_006283055.1	Aa_G289470.h1.t1
OG0008205	XP_023644057.1	Aa_G214910.h1.t1, Aa_G966540.h1.t1
OG0008206	XP_006302327.1	Aa_G282740.h1.t1
OG0008207	XP_006301644.1	Aa_G359630.h1.t1
OG0008208	XP_006279425.1	Aa_G213070.h1.t1
OG0008209	XP_006300856.1	Aa_G669770.h1.t1, Aa_G882550.h1.t1
OG0008210	XP_006302501.1	Aa_G62070.h1.t1
OG0008211	XP_006293748.1	Aa_G456080.h1.t1
OG0008212	XP_006302622.1	Aa_G6720.h1.t1
OG0008213	XP_023643201.1	Aa_G256280.h1.t1
OG0008214	XP_006288171.1	Aa_G83560.h1.t1
OG0008215	XP_023636416.1	Aa_G126140.h1.t1
OG0008216	XP_006287641.1	Aa_G280280.h1.t1
OG0008217	XP_023635873.1	Aa_G280200.h1.t1
OG0008218	XP_006280872.1, XP_023636577.1	Aa_G416080.h1.t1
OG0008219	XP_023636230.1	Aa_G411000.h1.t1
OG0008221	XP_006283898.1	Aa_G236270.h1.t1, Aa_G447140.h1.t1
OG0008223	XP_006279691.2	Aa_G28550.h1.t1
OG0008224	XP_006290607.1	Aa_G328480.h1.t1
OG0008225	XP_006292182.1	Aa_G478780.h1.t1
OG0008226	XP_006292558.1	Aa_G114570.h1.t1
OG0008227	XP_006291291.1	Aa_G114500.h1.t1
OG0008228	XP_006292260.1	Aa_G300360.h1.t1
OG0008229	XP_006291208.1	Aa_G87970.h1.t1
OG0008230	XP_006292370.1	Aa_G236030.h1.t1
OG0008231	XP_006293287.1	Aa_G178550.h1.t1
OG0008232	XP_006292079.1	Aa_G726980.h1.t1
OG0008233	XP_006290290.1	Aa_G122850.h1.t1
OG0008234	XP_023637869.1	Aa_G326340.h1.t1
OG0008235	XP_006303364.2	Aa_G106280.h1.t1
OG0008236	XP_006307506.1	Aa_G290650.h1.t1
OG0008237	XP_006306020.2	Aa_G6370.h1.t1
OG0008238	XP_006305772.2	Aa_G6380.h1.t1
OG0008239	XP_006305500.1	Aa_G6470.h1.t1, Aa_G6480.h1.t1
OG0008240	XP_006305276.1	Aa_G6770.h1.t1
OG0008241	XP_006306600.1	Aa_G6950.h1.t1
OG0008242	XP_006307604.1	Aa_G228310.h1.t1
OG0008243	XP_023644693.1	Aa_G358030.h1.t1
OG0008244	XP_006307322.1	Aa_G135120.h1.t1
OG0008245	XP_006303226.1	Aa_G135100.h1.t1
OG0008246	XP_006307489.1	Aa_G135050.h1.t1
OG0008247	XP_006306523.1	Aa_G134860.h1.t1
OG0008248	XP_006307439.1	Aa_G134840.h1.t1
OG0008249	XP_006305712.1	Aa_G134830.h1.t1
OG0008250	XP_006306864.1	Aa_G134690.h1.t1
OG0008251	XP_006304520.2	Aa_G134610.h1.t1
OG0008252	XP_006304565.1	Aa_G400270.h1.t1
OG0008253	XP_023645530.1	Aa_G400310.h1.t1
OG0008254	XP_006305335.1	Aa_G217720.h1.t1
OG0008255	XP_006283629.1	Aa_G320700.h1.t1
OG0008256	XP_006305986.1	Aa_G38740.h1.t1
OG0008257	XP_006304286.1	Aa_G38870.h1.t1
OG0008258	XP_006306448.1	Aa_G38880.h1.t1
OG0008259	XP_006303497.2	Aa_G217800.h1.t1
OG0008260	XP_006306965.1	Aa_G493510.h1.t1
OG0008261	XP_006303761.1	Aa_G218990.h1.t1
OG0008262	XP_023645167.1	Aa_G219070.h1.t1
OG0008263	XP_006307581.1	Aa_G219090.h1.t1
OG0008264	XP_023632544.1	Aa_G79280.h1.t1
OG0008265	XP_023633266.1	Aa_G79330.h1.t1
OG0008266	XP_006303598.1	Aa_G219970.h1.t1
OG0008267	XP_023633111.1	Aa_G220020.h1.t1
OG0008268	XP_006305373.1	Aa_G114740.h1.t1, Aa_G220660.h1.t1
OG0008269	XP_023644997.1	Aa_G220650.h1.t1
OG0008270	XP_006304386.1	Aa_G140050.h1.t1
OG0008271	XP_023645254.1	Aa_G140130.h1.t1
OG0008272	XP_006305076.1	Aa_G469740.h1.t1
OG0008273	XP_006306755.1	Aa_G22850.h1.t1
OG0008274	XP_006307661.1	Aa_G22790.h1.t1
OG0008275	XP_006307063.1	Aa_G22430.h1.t1
OG0008276	XP_006305915.1	Aa_G22410.h1.t1
OG0008277	XP_006305953.1	Aa_G663690.h1.t1
OG0008278	XP_006306685.1	Aa_G182230.h1.t1
OG0008279	XP_006307276.1	Aa_G182210.h1.t1
OG0008280	XP_023645703.1	Aa_G275850.h1.t1
OG0008281	XP_023633268.1	Aa_G275830.h1.t1
OG0008282	XP_006306385.1	Aa_G257680.h1.t1, Aa_G686500.h1.t1
OG0008284	XP_006307476.1	Aa_G151800.h1.t1, Aa_G151810.h1.t1
OG0008285	XP_006307126.1	Aa_G442640.h1.t1
OG0008286	XP_006306373.1	Aa_G442620.h1.t1
OG0008287	XP_006304461.1	Aa_G442580.h1.t1
OG0008288	XP_006303594.1	Aa_G92620.h1.t1, Aa_G80730.h1.t1
OG0008289	XP_006306703.1	Aa_G19280.h1.t1
OG0008290	XP_023645314.1	Aa_G19180.h1.t1
OG0008291	XP_006304709.1	Aa_G394800.h1.t1
OG0008292	XP_006280151.2	Aa_G697320.h1.t1, Aa_G238080.h1.t1
OG0008293	XP_006305461.1	Aa_G161020.h1.t1
OG0008294	XP_006306034.1	Aa_G160850.h1.t1
OG0008295	XP_023633235.1	Aa_G550210.h1.t1
OG0008296	XP_006306176.1	Aa_G440230.h1.t1
OG0008297	XP_006307457.1	Aa_G171310.h1.t1
OG0008299	XP_006306697.2	Aa_G495660.h1.t1
OG0008300	XP_023645860.1	Aa_G165500.h1.t1
OG0008301	XP_006304225.1	Aa_G446350.h1.t1
OG0008302	XP_006303228.1	Aa_G446400.h1.t1
OG0008303	XP_023646005.1	Aa_G226560.h1.t1, Aa_G226540.h1.t1
OG0008304	XP_006306313.1	Aa_G535910.h1.t1
OG0008305	XP_006285906.1	Aa_G240660.h1.t1
OG0008306	XP_023644819.1	Aa_G457660.h1.t1
OG0008307	XP_006306832.1	Aa_G572760.h1.t1
OG0008308	XP_006304167.1	Aa_G688400.h1.t1
OG0008309	XP_006305141.1	Aa_G688390.h1.t1
OG0008310	XP_023633245.1	Aa_G469880.h1.t1
OG0008311	XP_006300892.1	Aa_G548740.h1.t1
OG0008311	XP_023645868.1	Aa_G339010.h1.t1
OG0008312	XP_006307610.2	Aa_G338870.h1.t1
OG0008313	XP_006304804.1	Aa_G647510.h1.t1
OG0008314	XP_006305062.1	Aa_G299000.h1.t1
OG0008315	XP_006307537.1	Aa_G270640.h1.t1
OG0008316	XP_006303251.1	Aa_G10850.h1.t1
OG0008317	XP_006305183.1	Aa_G10790.h1.t1
OG0008318	XP_006303822.1	Aa_G10770.h1.t1
OG0008320	XP_006305015.1	Aa_G26640.h1.t1
OG0008321	XP_006304861.1	Aa_G26680.h1.t1
OG0008322	XP_006303574.1	Aa_G26690.h1.t1
OG0008323	XP_023644843.1	Aa_G584910.h1.t1
OG0008324	XP_006306205.1	Aa_G164230.h1.t1
OG0008325	XP_006303717.1	Aa_G109510.h1.t1
OG0008326	XP_006307549.1	Aa_G585800.h1.t1
OG0008327	XP_006303979.1	Aa_G599470.h1.t1
OG0008328	XP_006305210.1	Aa_G676720.h1.t1
OG0008329	XP_006307508.1	Aa_G93080.h1.t1, Aa_G93070.h1.t1
OG0008330	XP_006306515.1	Aa_G117730.h1.t1
OG0008331	XP_006304526.1	Aa_G117720.h1.t1
OG0008332	XP_006305840.1	Aa_G393300.h1.t1
OG0008333	XP_006303284.1	Aa_G523760.h1.t1
OG0008335	XP_006306862.1	Aa_G676340.h1.t1
OG0008337	XP_006306970.2	Aa_G284130.h1.t1
OG0008338	XP_006306014.1	Aa_G121210.h1.t1
OG0008339	XP_006305566.2	Aa_G375710.h1.t1
OG0008340	XP_006292215.1	Aa_G278140.h1.t1
OG0008341	XP_006307523.1	Aa_G668570.h1.t1, Aa_G668560.h1.t1
OG0008342	XP_006307139.2	Aa_G668540.h1.t1
OG0008343	XP_023632949.1	Aa_G121050.h1.t1
OG0008344	XP_006305911.1	Aa_G163870.h1.t1
OG0008345	XP_006304401.1	Aa_G163860.h1.t1
OG0008346	XP_023644737.1	Aa_G707370.h1.t1
OG0008347	XP_006303890.1	Aa_G66490.h1.t1
OG0008348	XP_006305777.1	Aa_G103760.h1.t1
OG0008349	XP_006303354.2	Aa_G131920.h1.t1
OG0008350	XP_006302499.1	Aa_G560590.h1.t1
OG0008351	XP_006303573.1	Aa_G278290.h1.t1
OG0008352	XP_006303188.1	Aa_G379830.h1.t1
OG0008354	XP_006305717.1	Aa_G55250.h1.t1
OG0008355	XP_006303901.1	Aa_G718690.h1.t1
OG0008356	XP_006303925.1	Aa_G132310.h1.t1
OG0008357	XP_023633012.1	Aa_G119030.h1.t1
OG0008358	XP_023633020.1	Aa_G119100.h1.t1
OG0008359	XP_006307360.1	Aa_G119130.h1.t1
OG0008361	XP_006306072.1	Aa_G493830.h1.t1
OG0008362	XP_023644829.1	Aa_G493820.h1.t1
OG0008363	XP_006304206.1	Aa_G762130.h1.t1
OG0008364	XP_006304867.1	Aa_G407800.h1.t1
OG0008365	XP_006306683.2	Aa_G329250.h1.t1
OG0008366	XP_006307667.1	Aa_G329280.h1.t1
OG0008367	XP_006303154.1	Aa_G329290.h1.t1
OG0008368	XP_006307252.1	Aa_G643700.h1.t1
OG0008369	XP_006307043.1	Aa_G266370.h1.t1
OG0008370	XP_006303317.1	Aa_G436650.h1.t1
OG0008371	XP_006307295.1	Aa_G622570.h1.t1
OG0008372	XP_006306922.2	Aa_G119540.h1.t1
OG0008373	XP_006306658.1	Aa_G546730.h1.t1
OG0008374	XP_006306869.1	Aa_G334130.h1.t1
OG0008375	XP_006303575.2	Aa_G60710.h1.t1
OG0008376	XP_006306088.2	Aa_G331060.h1.t1
OG0008377	XP_006307071.1	Aa_G374420.h1.t1
OG0008378	XP_006304297.1	Aa_G374380.h1.t1
OG0008379	XP_006303607.1	Aa_G86940.h1.t1
OG0008380	XP_006303211.1	Aa_G86930.h1.t1
OG0008381	XP_006307189.1	Aa_G86830.h1.t1
OG0008382	XP_023643873.1, XP_023645193.1	Aa_G454180.h1.t1
OG0008383	XP_006304198.1	Aa_G329450.h1.t1
OG0008384	XP_006305058.1	Aa_G166160.h1.t1
OG0008385	XP_006304067.1	Aa_G292690.h1.t1
OG0008386	XP_006305765.1	Aa_G367180.h1.t1
OG0008387	XP_006287133.1	Aa_G289300.h1.t1
OG0008388	XP_006303687.1	Aa_G367310.h1.t1
OG0008389	XP_006300777.1	Aa_G245810.h1.t1
OG0008390	XP_006300829.1	Aa_G319460.h1.t1
OG0008391	XP_006302043.1	Aa_G297550.h1.t1
OG0008392	XP_023641022.1, XP_023643284.1	Aa_G297630.h1.t1
OG0008393	XP_006300960.1	Aa_G170710.h1.t1
OG0008394	XP_006300424.1	Aa_G56760.h1.t1
OG0008395	XP_006302853.1	Aa_G214090.h1.t1
OG0008396	XP_023643747.1	Aa_G214070.h1.t1
OG0008397	XP_023643546.1	Aa_G342030.h1.t1
OG0008398	XP_006302873.1	Aa_G163350.h1.t1
OG0008399	XP_006300899.1	Aa_G101680.h1.t1
OG0008400	XP_006303034.1	Aa_G521040.h1.t1
OG0008401	XP_023643397.1	Aa_G221970.h1.t1
OG0008402	XP_006300446.1	Aa_G221940.h1.t1
OG0008403	XP_006284668.1	Aa_G332020.h1.t1
OG0008404	XP_006304185.1	Aa_G380470.h1.t1
OG0008405	XP_006305115.1	Aa_G107930.h1.t1
OG0008406	XP_006300370.1	Aa_G324270.h1.t1
OG0008407	XP_006302684.2	Aa_G72490.h1.t1
OG0008408	XP_006302696.1	Aa_G72480.h1.t1
OG0008409	XP_023643226.1	Aa_G72470.h1.t1
OG0008410	XP_006302563.1	Aa_G95410.h1.t1, Aa_G95400.h1.t1
OG0008411	XP_006302629.1	Aa_G274760.h1.t1
OG0008412	XP_006303863.1	Aa_G415700.h1.t1
OG0008413	XP_006302349.1	Aa_G18480.h1.t1
OG0008414	XP_023645511.1	Aa_G472910.h1.t1
OG0008415	XP_006300326.1	Aa_G400850.h1.t1
OG0008416	XP_006301587.1	Aa_G400810.h1.t1
OG0008417	XP_006302148.1	Aa_G149990.h1.t1, Aa_G149960.h1.t1
OG0008418	XP_006300546.1	Aa_G341990.h1.t1
OG0008420	XP_006302027.2	Aa_G645840.h1.t1
OG0008421	XP_006302316.1	Aa_G225920.h1.t1
OG0008422	XP_006301836.1	Aa_G282490.h1.t1
OG0008423	XP_006300736.1	Aa_G282520.h1.t1
OG0008424	XP_006302570.1	Aa_G11200.h1.t1, Aa_G348410.h1.t1
OG0008425	XP_006302042.1	Aa_G167210.h1.t1
OG0008426	XP_006302446.1	Aa_G229590.h1.t1
OG0008427	XP_006304358.1	Aa_G233480.h1.t1
OG0008428	XP_006302966.1	Aa_G186250.h1.t1
OG0008429	XP_006300890.1	Aa_G270040.h1.t1
OG0008430	XP_006300553.1	Aa_G488490.h1.t1
OG0008431	XP_006301812.1	Aa_G277390.h1.t1
OG0008432	XP_006301683.1	Aa_G615250.h1.t1
OG0008433	XP_006282004.1	Aa_G160500.h1.t1
OG0008434	XP_023641145.1	Aa_G160430.h1.t1
OG0008435	XP_006280954.1	Aa_G295500.h1.t1
OG0008436	XP_023641201.1	Aa_G523250.h1.t1
OG0008437	XP_006281218.1	Aa_G63440.h1.t1
OG0008438	XP_006282304.1	Aa_G63470.h1.t1
OG0008440	XP_023642815.1	Aa_G480010.h1.t1
OG0008442	XP_006279512.1	Aa_G577840.h1.t1
OG0008444	XP_006287750.1	Aa_G631470.h1.t1
OG0008445	XP_006288769.1	Aa_G798900.h1.t1
OG0008446	XP_006287620.1	Aa_G257020.h1.t1
OG0008447	XP_006285614.1	Aa_G301220.h1.t1
OG0008448	XP_023634881.1	Aa_G461410.h1.t1
OG0008449	XP_006283974.1	Aa_G689480.h1.t1
OG0008450	XP_023645297.1	Aa_G57540.h1.t1
OG0008451	XP_006303585.1	Aa_G57580.h1.t1
OG0008452	XP_006303387.1	Aa_G110850.h1.t1
OG0008453	XP_006303438.1	Aa_G161150.h1.t1
OG0008454	XP_006307560.1	Aa_G464600.h1.t1
OG0008455	XP_006305976.1	Aa_G716930.h1.t1
OG0008456	XP_006302797.1	Aa_G477010.h1.t1
OG0008457	XP_006283960.1	Aa_G374900.h1.t1
OG0008458	XP_006285621.1	Aa_G557580.h1.t1
OG0008459	XP_006283901.1	Aa_G437420.h1.t1
OG0008460	XP_006283532.1	Aa_G486240.h1.t1
OG0008461	XP_006283990.1	Aa_G294330.h1.t1
OG0008462	XP_006285120.1	Aa_G237290.h1.t1
OG0008463	XP_006283269.1	Aa_G237370.h1.t1
OG0008464	XP_006284822.1	Aa_G615880.h1.t1
OG0008465	XP_006283492.1	Aa_G95210.h1.t1, Aa_G95200.h1.t1
OG0008467	XP_006283903.1	Aa_G661980.h1.t1
OG0008469	XP_006286095.1	Aa_G402110.h1.t1
OG0008470	XP_006284246.1	Aa_G139460.h1.t1
OG0008471	XP_006283606.1	Aa_G214220.h1.t1
OG0008473	XP_006285193.1	Aa_G223170.h1.t1
OG0008474	XP_006286076.2	Aa_G342290.h1.t1
OG0008475	XP_006283005.1, XP_006290550.1	Aa_G179590.h1.t1
OG0008476	XP_006284108.1	Aa_G179400.h1.t1
OG0008477	XP_006284061.1	Aa_G514670.h1.t1
OG0008478	XP_006283590.2	Aa_G157020.h1.t1, Aa_G157010.h1.t1
OG0008479	XP_023634155.1	Aa_G426370.h1.t1, Aa_G396490.h1.t1
OG0008480	XP_023634716.1	Aa_G379300.h1.t1
OG0008481	XP_006284702.1	Aa_G293830.h1.t1
OG0008482	XP_006286192.1	Aa_G548440.h1.t1
OG0008483	XP_006284672.2	Aa_G724130.h1.t1
OG0008484	XP_006285956.1	Aa_G385130.h1.t1
OG0008485	XP_006286142.1	Aa_G547700.h1.t1
OG0008486	XP_006284498.1	Aa_G614640.h1.t1
OG0008487	XP_006285233.1	Aa_G144840.h1.t1
OG0008488	XP_006284005.1	Aa_G737720.h1.t1
OG0008489	XP_006283905.1	Aa_G97330.h1.t1
OG0008490	XP_006285689.1	Aa_G395000.h1.t1
OG0008491	XP_006282661.1	Aa_G395020.h1.t1
OG0008492	XP_006284420.1	Aa_G395030.h1.t1
OG0008493	XP_006283914.1	Aa_G395050.h1.t1
OG0008494	XP_006286020.1	Aa_G9640.h1.t1
OG0008495	XP_006284289.1	Aa_G425190.h1.t1
OG0008496	XP_006283680.1	Aa_G58550.h1.t1
OG0008497	XP_006285283.1	Aa_G432660.h1.t1
OG0008498	XP_006283815.1	Aa_G432610.h1.t1
OG0008499	XP_006283426.2	Aa_G288290.h1.t1
OG0008500	XP_023635183.1	Aa_G328880.h1.t1
OG0008501	XP_006284537.1	Aa_G214580.h1.t1
OG0008502	XP_006284635.2	Aa_G274220.h1.t1
OG0008503	XP_006285691.1	Aa_G274260.h1.t1
OG0008504	XP_006284297.2	Aa_G274290.h1.t1
OG0008505	XP_006282554.1	Aa_G394950.h1.t1
OG0008506	XP_006283209.1	Aa_G394910.h1.t1
OG0008507	XP_023633932.1	Aa_G45780.h1.t1
OG0008508	XP_006284466.1	Aa_G59780.h1.t1
OG0008509	XP_023634069.1	Aa_G59710.h1.t1
OG0008510	XP_006284065.1	Aa_G860280.h1.t1
OG0008511	XP_006284480.1	Aa_G32970.h1.t1
OG0008512	XP_006283637.1	Aa_G33070.h1.t1
OG0008513	XP_006294420.1	Aa_G436810.h1.t1, Aa_G436810.h2.t1, Aa_G436850.h1.t1
OG0008514	XP_023641123.1	Aa_G179120.h1.t1
OG0008515	XP_006297507.1	Aa_G358500.h1.t1
OG0008516	XP_023641504.1	Aa_G199100.h1.t1
OG0008517	XP_023641505.1	Aa_G199090.h1.t1
OG0008518	XP_006297247.1	Aa_G568380.h1.t1
OG0008519	XP_023643580.1	Aa_G187250.h1.t1
OG0008520	XP_023643659.1	Aa_G187130.h1.t1, Aa_G187140.h1.t1
OG0008521	XP_006302918.1	Aa_G187100.h1.t1
OG0008522	XP_023643149.1	Aa_G199250.h1.t1
OG0008523	XP_006302551.1	Aa_G347870.h1.t1
OG0008524	XP_023643818.1	Aa_G347940.h1.t1
OG0008525	XP_006302881.2	Aa_G347950.h1.t1
OG0008526	XP_006301744.2	Aa_G252160.h1.t1, Aa_G252140.h1.t1
OG0008527	XP_006300302.1	Aa_G252130.h1.t1
OG0008528	XP_006302172.1	Aa_G252090.h1.t1, Aa_G46980.h1.t1
OG0008529	XP_006306219.1	Aa_G62610.h1.t1
OG0008530	XP_006307417.1	Aa_G62480.h1.t1
OG0008531	XP_006305600.1	Aa_G62370.h1.t1
OG0008532	XP_006303932.1	Aa_G352740.h1.t1
OG0008533	XP_006307636.1	Aa_G126620.h1.t1
OG0008534	XP_006307269.1	Aa_G617570.h1.t1
OG0008535	XP_006306992.1	Aa_G490150.h1.t1
OG0008536	XP_006303401.1	Aa_G475520.h1.t1
OG0008537	XP_006285129.1	Aa_G367130.h1.t1
OG0008538	XP_006286487.2	Aa_G46540.h1.t1
OG0008540	XP_006286549.1	Aa_G46810.h1.t1
OG0008541	XP_006288567.2	Aa_G46860.h1.t1, Aa_G347350.h1.t1, Aa_G443950.h1.t1
OG0008542	XP_006288081.1	Aa_G347390.h1.t1
OG0008543	XP_006288590.1	Aa_G53150.h1.t1
OG0008544	XP_006287840.1	Aa_G67840.h1.t1
OG0008545	XP_023636324.1	Aa_G67880.h1.t1
OG0008546	XP_006286665.1	Aa_G67900.h1.t1
OG0008547	XP_023636291.1	Aa_G53240.h1.t1, Aa_G356870.h1.t1
OG0008548	XP_006289072.1	Aa_G724620.h1.t1
OG0008549	XP_006287312.1	Aa_G425560.h1.t1
OG0008550	XP_006286877.1	Aa_G299860.h2.t1, Aa_G299860.h1.t1
OG0008551	XP_023633665.1	Aa_G69780.h1.t1
OG0008552	XP_006294110.1	Aa_G36610.h1.t1
OG0008553	XP_006305832.1	Aa_G61670.h1.t1
OG0008554	XP_006304969.1	Aa_G442200.h1.t1
OG0008555	XP_023645470.1	Aa_G596310.h1.t1
OG0008556	XP_006307460.1	Aa_G587350.h1.t1
OG0008557	XP_006305408.1	Aa_G587360.h1.t1
OG0008558	XP_006285834.1	Aa_G227920.h1.t1
