Orthogroup	Capsella_rubella	Euclidium_syriacum
OG0007636	XP_006302641.1	ESY2_g35466_DN3_SP0_c0.t1, ESY2_g35464_DN3_SP8_c0.t1
OG0007637	XP_006301936.1	ESY2_g35462_DN3_SP1_c0.t1
OG0007638	XP_006302260.1	ESY2_g35461_DN3_SP7_c0.t1
OG0007639	XP_023642319.1	ESY11_g52423_DN3_SP8_c0.t1
OG0007641	XP_023637149.1	ESY10_g15106_DN3_SP1_c0.t1
OG0007642	XP_006280347.2	ESY10_g15128_DN3_SP0_c0.t1
OG0007643	XP_006281137.1	ESY15_g64535_DN3_SP5_c0.t1
OG0007644	XP_006281117.2	ESY10_g15146_DN3_SP1_c0.t1
OG0007645	XP_006280560.1	ESY10_g15164_DN3_SP8_c0.t1
OG0007646	XP_006279616.1	ESY10_g15199_DN2_SP0_c22.t1, ESY10_g15169_DN2_SP0_c0.t1
OG0007647	XP_006280800.1	ESY10_g15201_DN3_SP0_c0.t1
OG0007649	XP_023639323.1	ESY7_g16788_DN3_SP0_c0.t1, ESY4_g24308_DN2_SP0_c0.t1
OG0007650	XP_006285336.1	ESY5_g1763_DN3_SP0_c0.t1, ESY17_g39830_DN3_SP8_c12.t1
OG0007651	XP_006280245.1	ESY7_g16770_DN3_SP8_c0.t1
OG0007652	XP_006306346.1, XP_006279513.1	ESY2_g37662_DN3_SP1_c0.t1
OG0007653	XP_023645453.1	ESY2_g37655_DN3_SP0_c0.t1
OG0007654	XP_006285002.1	ESY13_g56306_DN3_SP1_c0.t1
OG0007655	XP_006306237.1	ESY2_g37514_DN2_SP3_c0.t1
OG0007656	XP_006306595.1	ESY2_g37490_DN3_SP8_c5.t1
OG0007657	XP_006304231.1	ESY2_g37480_DN3_SP0_c0.t1
OG0007658	XP_006304574.1	ESY2_g37433_DN3_SP0_c0.t1
OG0007659	XP_006304507.1	ESY2_g37394_DN3_SP0_c0.t1
OG0007660	XP_006306296.1	ESY2_g37300_DN2_SP0_c0.t1, ESY2_g37302_DN3_SP0_c0.t1
OG0007661	XP_006307335.1	ESY2_g37269_DN3_SP0_c0.t1
OG0007662	XP_006307609.1	ESY2_g37239_DN3_SP8_c0.t1
OG0007663	XP_006304800.1	ESY2_g37234_DN3_SP0_c0.t1
OG0007664	XP_006304889.1	ESY2_g37216_DN3_SP6_c0.t1
OG0007665	XP_006305524.1	ESY2_g37165_DN3_SP1_c0.t1
OG0007666	XP_006307177.1	ESY5_g4911_DN3_SP1_c10.t1
OG0007667	XP_006307107.1	ESY2_g37144_DN3_SP0_c0.t1
OG0007668	XP_006306297.1	ESY2_g37131_DN3_SP8_c0.t1
OG0007669	XP_006304343.1	ESY2_g37081_DN3_SP0_c0.t1
OG0007670	XP_006305362.1, XP_006306194.1	ESY2_g37016_DN3_SP6_c0.t1
OG0007671	XP_006304958.1	ESY5_g4291_DN3_SP0_c0.t1
OG0007672	XP_006281946.1	ESY1_g6227_DN3_SP7_c0.t1
OG0007673	XP_006293595.1	ESY8_g59675_DN3_SP2_c0.t1
OG0007675	XP_006279965.1	ESY1_g6382_DN3_SP0_c0.t1
OG0007676	XP_023639507.1	ESY1_g5978_DN3_SP0_c0.t1
OG0007677	XP_006294638.1	ESY1_g6092_DN3_SP0_c0.t1
OG0007678	XP_006295284.1	ESY16_g61719_DN3_SP5_c0.t1
OG0007679	XP_006293825.2	ESY16_g61723_DN3_SP0_c0.t1
OG0007680	XP_006296039.1	ESY1_g6165_DN3_SP1_c0.t1
OG0007681	XP_006295172.1	ESY1_g5887_DN2_SP0_c0.t1
OG0007683	XP_006295160.1	ESY1_g5764_DN3_SP0_c0.t1
OG0007684	XP_006294696.2	ESY1_g5737_DN3_SP0_c0.t1
OG0007685	XP_006293570.1	ESY1_g5613_DN3_SP0_c0.t1
OG0007686	XP_006281348.1	ESY10_g15888_DN3_SP7_c0.t1
OG0007687	XP_006295109.1	ESY3_g31983_DN3_SP0_c0.t1
OG0007689	XP_006304035.1	ESY5_g3188_DN3_SP1_c0.t1
OG0007690	XP_006295617.1	ESY9_g44058_DN3_SP0_c0.t1
OG0007691	XP_006295062.1	ESY7_g19347_DN3_SP0_c0.t1
OG0007693	XP_006282800.1	ESY9_g42897_DN3_SP0_c0.t1
OG0007694	XP_006282471.1	ESY9_g42796_DN3_SP0_c0.t1
OG0007694	XP_006285745.1	ESY9_g42794_DN3_SP0_c0.t1
OG0007695	XP_006282609.1	ESY9_g42709_DN3_SP2_c0.t1
OG0007696	XP_006282804.2	ESY9_g42668_DN3_SP0_c0.t1
OG0007697	XP_023635261.1	ESY9_g42642_DN3_SP8_c0.t1
OG0007698	XP_023634532.1	ESY9_g42552_DN3_SP0_c0.t1
OG0007699	XP_006283488.1	ESY9_g42545_DN3_SP1_c0.t1
OG0007700	XP_006283799.1	ESY9_g42531_DN3_SP0_c0.t1
OG0007701	XP_006283775.1	ESY9_g42505_DN3_SP5_c0.t1
OG0007702	XP_006285463.1	ESY9_g42502_DN3_SP0_c0.t1
OG0007703	XP_006284139.1	ESY9_g42490_DN3_SP8_c0.t1
OG0007704	XP_006284129.1	ESY9_g42485_DN3_SP2_c0.t1
OG0007705	XP_006283484.1	ESY9_g42476_DN3_SP4_c0.t1, ESY9_g42472_DN1_SP0_c0.t1, ESY9_g42473_DN1_SP0_c0.t1
OG0007707	XP_006279620.1	ESY10_g15097_DN3_SP0_c0.t1
OG0007708	XP_023638341.1	ESY1_g10118_DN3_SP3_c0.t1
OG0007709	XP_006291860.1	ESY1_g10115_DN3_SP5_c0.t1
OG0007710	XP_006290377.1	ESY1_g10114_DN3_SP8_c0.t1
OG0007711	XP_006292776.1	ESY1_g10101_DN3_SP8_c0.t1
OG0007712	XP_006291865.1	ESY1_g10068_DN3_SP1_c0.t1
OG0007713	XP_006291985.1	ESY1_g10058_DN3_SP0_c0.t1
OG0007714	XP_006284373.1	ESY23_g160_DN3_SP8_c0.t1
OG0007715	XP_006283603.1	ESY23_g111_DN3_SP8_c0.t1
OG0007716	XP_006279826.1	ESY6_g46813_DN3_SP0_c0.t1
OG0007717	XP_006282311.1	ESY6_g46810_DN3_SP0_c0.t1
OG0007718	XP_006280174.1	ESY6_g46770_DN3_SP8_c0.t1
OG0007719	XP_023640639.1	ESY6_g46489_DN3_SP0_c0.t1
OG0007720	XP_006280007.1	ESY6_g46202_DN3_SP8_c0.t1
OG0007722	XP_006281278.1	ESY24_g33219_DN3_SP8_c0.t1, ESY12_g51826_DN2_SP1_c0.t1
OG0007723	XP_006280262.1	ESY24_g33228_DN3_SP0_c0.t1
OG0007724	XP_023641295.1	ESY11_g52791_DN3_SP8_c0.t1
OG0007725	XP_023642665.1	ESY11_g53522_DN2_SP0_c0.t1
OG0007726	XP_006297287.1	ESY11_g53670_DN3_SP8_c0.t1
OG0007727	XP_006297462.1	ESY4_g25680_DN3_SP0_c0.t1, ESY11_g53723_DN3_SP4_c0.t1
OG0007728	XP_006297630.1	ESY11_g53790_DN3_SP0_c0.t1
OG0007729	XP_006298069.1	ESY11_g53859_DN3_SP0_c0.t1
OG0007730	XP_006300017.1	ESY11_g53929_DN3_SP1_c0.t1
OG0007731	XP_006297442.2, XP_006279156.2	ESY11_g53947_DN3_SP0_c0.t1
OG0007732	XP_006298800.1	ESY11_g53976_DN3_SP4_c0.t1
OG0007733	XP_006282779.2	ESY23_g421_DN3_SP5_c0.t1
OG0007734	XP_006284583.1	ESY23_g309_DN3_SP0_c0.t1
OG0007735	XP_023634150.1	ESY23_g319_DN3_SP1_c0.t1
OG0007736	XP_006284175.1	ESY23_g210_DN3_SP5_c0.t1
OG0007737	XP_023635289.1	ESY23_g122_DN2_SP0_c0.t1
OG0007738	XP_006305083.1, XP_023634794.1	ESY18_g63312_DN3_SP8_c0.t1
OG0007739	XP_006283819.1	ESY26_g42324_DN3_SP8_c0.t1
OG0007740	XP_023635128.1, XP_023635127.1	ESY26_g42287_DN3_SP2_c0.t1
OG0007741	XP_023633650.1	ESY9_g43784_DN3_SP7_c5.t1
OG0007742	XP_006285154.1	ESY9_g43755_DN3_SP8_c0.t1
OG0007743	XP_006284541.1	ESY9_g43747_DN2_SP0_c0.t1
OG0007744	XP_006300843.1	ESY2_g33260_DN3_SP0_c0.t1
OG0007745	XP_006284762.1	ESY9_g43215_DN3_SP0_c0.t1
OG0007746	XP_006284687.1	ESY9_g43232_DN3_SP6_c0.t1
OG0007747	XP_023634029.1	ESY9_g43257_DN3_SP8_c0.t1
OG0007749	XP_023636140.1, XP_006287747.1	ESY10_g14970_DN3_SP0_c0.t1, ESY4_g24474_DN3_SP0_c0.t1
OG0007750	XP_006284288.1	ESY9_g43276_DN3_SP0_c0.t1, ESY9_g43277_DN2_SP0_c0.t1
OG0007751	XP_006283838.1	ESY9_g43315_DN3_SP8_c19.t1
OG0007752	XP_006284004.2	ESY1_g10904_DN1_SP0_c0.t1, ESY9_g43538_DN3_SP8_c0.t1
OG0007753	XP_006283396.1	ESY9_g43610_DN3_SP8_c0.t1
OG0007754	XP_006284907.1	ESY9_g43579_DN3_SP0_c0.t1
OG0007755	XP_006286889.1	ESY9_g42916_DN3_SP0_c0.t1, ESY7_g17105_DN2_SP0_c0.t1
OG0007757	XP_006287566.2	ESY19_g41486_DN3_SP0_c0.t1
OG0007758	XP_006280831.1	ESY1_g6635_DN3_SP4_c0.t1
OG0007759	XP_023632609.1	ESY2_g35391_DN3_SP0_c0.t1, ESY20_g13044_DN3_SP0_c0.t1
OG0007760	XP_006282729.1	ESY16_g61473_DN3_SP3_c0.t1
OG0007761	XP_006286159.1	ESY16_g61500_DN3_SP5_c0.t1
OG0007762	XP_006282732.1	ESY16_g61530_DN3_SP0_c41.t1
OG0007763	XP_006282590.1	ESY16_g61544_DN3_SP0_c0.t1
OG0007765	XP_023642192.1	ESY3_g31514_DN3_SP8_c0.t1
OG0007766	XP_006297859.1	ESY3_g32675_DN3_SP6_c0.t1
OG0007767	XP_006300020.1	ESY3_g32636_DN3_SP2_c0.t1
OG0007769	XP_006296811.1	ESY3_g32614_DN3_SP0_c0.t1
OG0007770	XP_006298510.1	ESY3_g32616_DN3_SP0_c0.t1
OG0007771	XP_006279638.1	ESY9_g42917_DN2_SP0_c0.t1
OG0007772	XP_006281171.1	ESY6_g50234_DN3_SP0_c0.t1
OG0007773	XP_006280758.1	ESY6_g50244_DN3_SP1_c0.t1
OG0007774	XP_023645753.1	ESY6_g50241_DN3_SP3_c0.t1
OG0007775	XP_006291443.1	ESY6_g50755_DN3_SP0_c0.t1
OG0007776	XP_006292277.1	ESY1_g12564_DN3_SP4_c0.t1
OG0007777	XP_006291308.1	ESY1_g12560_DN3_SP5_c0.t1
OG0007778	XP_006291652.1	ESY1_g12556_DN3_SP0_c0.t1
OG0007779	XP_006290368.1	ESY1_g12524_DN3_SP0_c0.t1
OG0007781	XP_023638055.1	ESY1_g12460_DN3_SP0_c0.t1
OG0007782	XP_006292461.1	ESY1_g12423_DN2_SP0_c0.t1
OG0007784	XP_006291055.1	ESY1_g12417_DN3_SP8_c8.t1
OG0007785	XP_006291194.1	ESY1_g12414_DN3_SP0_c0.t1
OG0007786	XP_006291903.1	ESY1_g12391_DN2_SP0_c0.t1
OG0007787	XP_006291605.1	ESY1_g12358_DN3_SP7_c0.t1
OG0007788	XP_006290256.2	ESY1_g12355_DN3_SP0_c0.t1
OG0007789	XP_006291512.1	ESY1_g12332_DN3_SP7_c0.t1
OG0007790	XP_006292416.1	ESY1_g12312_DN2_SP0_c0.t1
OG0007791	XP_006291716.1	ESY1_g12301_DN3_SP8_c0.t1
OG0007792	XP_006292178.1	ESY1_g12270_DN3_SP0_c0.t1
OG0007793	XP_006292623.1	ESY1_g12264_DN3_SP0_c0.t1, ESY1_g12265_DN3_SP0_c0.t1
OG0007794	XP_006292212.1	ESY1_g12256_DN3_SP7_c0.t1
OG0007796	XP_023639069.1	ESY1_g12116_DN3_SP0_c0.t1
OG0007797	XP_006285975.1	ESY1_g12061_DN3_SP0_c0.t1
OG0007798	XP_006291545.1	ESY1_g12003_DN3_SP0_c0.t1
OG0007799	XP_006290704.1	ESY1_g11978_DN3_SP0_c0.t1
OG0007800	XP_006295468.1	ESY12_g52172_DN1_SP0_c0.t1
OG0007801	XP_023639244.1	ESY8_g58593_DN3_SP0_c0.t1, ESY1_g11878_DN3_SP0_c0.t1
OG0007802	XP_006293224.1	ESY1_g11869_DN3_SP1_c0.t1
OG0007803	XP_006291212.1	ESY1_g11198_DN3_SP7_c0.t1
OG0007804	XP_006290416.1	ESY1_g11201_DN1_SP0_c0.t1
OG0007805	XP_006292282.1	ESY1_g11215_DN3_SP0_c0.t1
OG0007806	XP_006294408.1	ESY12_g51482_DN3_SP8_c6.t1
OG0007807	XP_006291237.2	ESY1_g11294_DN3_SP6_c0.t1
OG0007808	XP_023638009.1	ESY1_g11302_DN3_SP8_c0.t1
OG0007809	XP_023638203.1	ESY1_g11368_DN3_SP0_c0.t1
OG0007810	XP_006291508.1	ESY1_g11369_DN1_SP0_c0.t1
OG0007811	XP_006293106.1	ESY1_g11385_DN3_SP6_c0.t1
OG0007812	XP_006291660.1	ESY1_g11390_DN3_SP7_c0.t1
OG0007813	XP_023638760.1	ESY1_g11402_DN1_SP0_c0.t1
OG0007814	XP_023639303.1	ESY1_g11501_DN3_SP8_c3.t1
OG0007815	XP_006280250.1	ESY24_g33125_DN3_SP8_c0.t1
OG0007817	XP_006290488.1	ESY1_g11627_DN3_SP0_c0.t1, ESY1_g11626_DN2_SP0_c0.t1
OG0007818	XP_006291644.1	ESY1_g11638_DN3_SP0_c14.t1
OG0007819	XP_006292732.1	ESY1_g11743_DN1_SP8_c0.t1
OG0007820	XP_023638522.1	ESY1_g11764_DN3_SP2_c0.t1
OG0007821	XP_006290655.1	ESY1_g11765_DN3_SP0_c0.t1
OG0007822	XP_006290430.2	ESY1_g10518_DN3_SP2_c0.t1
OG0007823	XP_006290350.1	ESY1_g10561_DN3_SP6_c0.t1
OG0007824	XP_006280190.1	ESY15_g64745_DN3_SP0_c0.t1
OG0007825	XP_023638437.1	ESY1_g10734_DN3_SP0_c0.t1, ESY1_g10735_DN3_SP0_c0.t1
OG0007826	XP_006292571.1	ESY1_g10609_DN3_SP1_c0.t1
OG0007827	XP_006291276.1	ESY1_g10676_DN3_SP8_c0.t1
OG0007828	XP_023637786.1	ESY1_g10750_DN3_SP2_c0.t1
OG0007829	XP_023637979.1	ESY2_g35264_DN3_SP0_c0.t1, ESY1_g10884_DN3_SP2_c0.t1, ESY2_g35265_DN3_SP0_c0.t1
OG0007830	XP_006293084.1	ESY1_g10891_DN3_SP0_c0.t1, ESY1_g10975_DN1_SP0_c0.t1
OG0007831	XP_006291043.1	ESY1_g10951_DN3_SP8_c0.t1
OG0007832	XP_006292507.2	ESY1_g10953_DN3_SP1_c0.t1
OG0007833	XP_006291188.1	ESY1_g10958_DN3_SP4_c0.t1
OG0007834	XP_006292594.1	ESY1_g10964_DN3_SP8_c0.t1
OG0007835	XP_023637759.1	ESY1_g10966_DN3_SP2_c15.t1
OG0007836	XP_023637762.1, XP_023637760.1	ESY1_g10968_DN3_SP0_c0.t1
OG0007837	XP_006291407.1	ESY1_g10972_DN3_SP2_c0.t1
OG0007838	XP_006292719.1	ESY1_g10992_DN3_SP5_c0.t1
OG0007839	XP_006306684.1	ESY5_g3809_DN3_SP8_c0.t1
OG0007840	XP_023638489.1	ESY1_g11030_DN3_SP7_c0.t1
OG0007841	XP_006291268.1	ESY1_g11048_DN3_SP4_c0.t1
OG0007842	XP_006291827.1	ESY1_g11084_DN3_SP8_c0.t1
OG0007843	XP_006291758.2	ESY1_g11098_DN2_SP2_c0.t1
OG0007844	XP_023638222.1	ESY1_g11164_DN3_SP7_c0.t1, ESY5_g2012_DN2_SP0_c0.t1
OG0007845	XP_006291790.1	ESY1_g10507_DN3_SP0_c0.t1
OG0007846	XP_006293211.1	ESY1_g10453_DN2_SP0_c0.t1
OG0007847	XP_006282084.1	ESY6_g47548_DN3_SP6_c0.t1
OG0007848	XP_006279801.1	ESY2_g34550_DN2_SP0_c0.t1, ESY7_g18764_DN2_SP0_c0.t1
OG0007849	XP_006281523.1	ESY4_g23451_DN3_SP0_c0.t1, ESY6_g47459_DN3_SP8_c0.t1
OG0007850	XP_006280149.1	ESY6_g47419_DN3_SP0_c0.t1
OG0007851	XP_023643324.1	ESY6_g47409_DN3_SP0_c0.t1
OG0007852	XP_006280958.1	ESY6_g47407_DN3_SP3_c0.t1
OG0007853	XP_006280717.1	ESY6_g47351_DN3_SP0_c0.t1
OG0007854	XP_006279677.1	ESY6_g47348_DN3_SP5_c0.t1, ESY6_g47175_DN3_SP0_c0.t1
OG0007855	XP_006283871.1	ESY2_g38438_DN3_SP2_c0.t1, ESY2_g38439_DN3_SP2_c0.t1
OG0007856	XP_006296716.1	ESY3_g27934_DN3_SP3_c0.t1
OG0007857	XP_006298341.1	ESY3_g27889_DN3_SP7_c0.t1
OG0007858	XP_006299616.1	ESY3_g27883_DN3_SP8_c0.t1
OG0007859	XP_006297348.1	ESY3_g27518_DN3_SP8_c0.t1
OG0007860	XP_006298708.1	ESY3_g27298_DN3_SP0_c0.t1
OG0007861	XP_023641750.1	ESY2_g35426_DN3_SP1_c0.t1
OG0007862	XP_006298491.1	ESY11_g52878_DN3_SP8_c0.t1
OG0007863	XP_023643876.1	ESY2_g35215_DN3_SP0_c0.t1
OG0007864	XP_006300368.1	ESY2_g35212_DN2_SP0_c0.t1
OG0007865	XP_006300743.1	ESY2_g35195_DN3_SP0_c0.t1
OG0007866	XP_006301498.1	ESY2_g35183_DN3_SP6_c0.t1
OG0007867	XP_023642838.1	ESY2_g35176_DN3_SP0_c0.t1
OG0007868	XP_006300299.1	ESY2_g35175_DN3_SP0_c2.t1
OG0007869	XP_006301418.1	ESY2_g33455_DN2_SP0_c0.t1
OG0007871	XP_023637040.1	ESY10_g15296_DN1_SP0_c0.t1
OG0007872	XP_023643716.1	ESY12_g51321_DN3_SP0_c0.t1
OG0007873	XP_006302174.2	ESY3_g32487_DN3_SP0_c0.t1, ESY7_g19623_DN3_SP0_c0.t1
OG0007874	XP_023644114.1	ESY19_g42013_DN2_SP0_c0.t1
OG0007875	XP_006302407.1	ESY19_g41929_DN3_SP0_c0.t1
OG0007876	XP_006302470.1	ESY19_g41974_DN3_SP6_c0.t1
OG0007877	XP_006302128.1	ESY19_g41840_DN3_SP8_c0.t1
OG0007878	XP_006302399.2	ESY19_g41842_DN3_SP7_c0.t1
OG0007879	XP_023643957.1	ESY19_g41900_DN2_SP6_c0.t1
OG0007881	XP_006301917.2	ESY2_g34517_DN3_SP8_c0.t1
OG0007882	XP_006301618.1	ESY2_g34479_DN3_SP0_c0.t1
OG0007883	XP_006301738.1	ESY2_g34469_DN1_SP0_c0.t1
OG0007884	XP_006302341.1	ESY2_g34466_DN2_SP0_c0.t1
OG0007885	XP_006298137.1	ESY11_g54318_DN3_SP0_c0.t1
OG0007886	XP_023635382.1	ESY7_g16688_DN3_SP8_c0.t1
OG0007887	XP_006298812.1	ESY11_g54342_DN3_SP0_c0.t1
OG0007888	XP_006297211.1	ESY11_g54356_DN3_SP8_c0.t1
OG0007889	XP_023641620.1	ESY11_g54514_DN3_SP0_c0.t1
OG0007890	XP_006291510.1	ESY10_g14388_DN3_SP3_c0.t1
OG0007891	XP_006293028.1	ESY10_g14671_DN3_SP8_c0.t1
OG0007892	XP_006300293.2	ESY11_g54654_DN3_SP8_c0.t1
OG0007893	XP_006294890.1	ESY12_g51085_DN3_SP0_c0.t1
OG0007894	XP_006295195.1	ESY12_g51058_DN3_SP0_c19.t1
OG0007895	XP_006294851.1	ESY12_g51049_DN3_SP8_c0.t1
OG0007896	XP_006294842.1	ESY12_g51042_DN1_SP0_c0.t1, ESY12_g51041_DN3_SP1_c0.t1
OG0007897	XP_006290349.2	ESY1_g10203_DN3_SP0_c0.t1
OG0007898	XP_006295098.1	ESY12_g50982_DN3_SP8_c0.t1
OG0007899	XP_006293704.1	ESY11_g52863_DN3_SP0_c0.t1, ESY12_g50968_DN3_SP8_c0.t1
OG0007900	XP_006295545.1	ESY12_g50939_DN3_SP8_c16.t1
OG0007901	XP_006294938.1	ESY12_g50907_DN3_SP8_c0.t1
OG0007902	XP_006294355.1	ESY12_g50824_DN3_SP0_c0.t1
OG0007903	XP_006295728.1	ESY12_g50816_DN3_SP0_c0.t1
OG0007904	XP_006293648.1	ESY12_g50814_DN3_SP0_c0.t1
OG0007905	XP_006293965.1	ESY9_g45682_DN3_SP8_c0.t1
OG0007906	XP_006295818.1	ESY9_g45651_DN3_SP0_c0.t1
OG0007907	XP_006300574.1	ESY2_g35316_DN3_SP8_c0.t1
OG0007908	XP_006295819.1	ESY9_g45551_DN3_SP0_c0.t1
OG0007909	XP_023639351.1	ESY9_g45532_DN3_SP7_c0.t1
OG0007910	XP_023640564.1	ESY9_g45507_DN3_SP0_c0.t1
OG0007911	XP_006296100.1	ESY9_g45506_DN3_SP0_c0.t1
OG0007912	XP_006294945.1, XP_006285254.1, XP_006294913.1	ESY9_g45441_DN1_SP0_c0.t1
OG0007913	XP_023641627.1	ESY3_g31487_DN3_SP0_c0.t1
OG0007914	XP_023640693.1	ESY9_g45402_DN3_SP7_c0.t1
OG0007915	XP_006294631.1	ESY9_g45398_DN3_SP0_c0.t1
OG0007916	XP_006293560.1	ESY9_g45390_DN3_SP8_c0.t1
OG0007917	XP_023640214.1	ESY9_g45389_DN3_SP0_c0.t1
OG0007918	XP_006293497.2	ESY9_g45388_DN3_SP0_c9.t1
OG0007919	XP_006294866.1	ESY9_g45377_DN3_SP8_c15.t1
OG0007920	XP_006295035.1	ESY9_g45366_DN3_SP0_c0.t1
OG0007921	XP_006305289.2	ESY6_g47536_DN3_SP0_c0.t1, ESY13_g57569_DN3_SP0_c0.t1
OG0007922	XP_006295108.1	ESY9_g45269_DN2_SP7_c0.t1
OG0007923	XP_023640291.1	ESY9_g45251_DN2_SP0_c0.t1
OG0007924	XP_006294617.1	ESY9_g45160_DN3_SP1_c0.t1
OG0007925	XP_006295903.1	ESY9_g45124_DN3_SP0_c0.t1
OG0007926	XP_006296678.1	ESY6_g49320_DN3_SP0_c0.t1
OG0007928	XP_006296475.1	ESY9_g45052_DN3_SP0_c0.t1
OG0007929	XP_006295025.2	ESY9_g44961_DN2_SP0_c0.t1
OG0007930	XP_023639901.1	ESY9_g44806_DN3_SP0_c0.t1
OG0007931	XP_006295079.1	ESY9_g44754_DN3_SP5_c0.t1
OG0007932	XP_006294887.1	ESY9_g44732_DN3_SP6_c11.t1
OG0007933	XP_006293893.1	ESY9_g44719_DN3_SP0_c0.t1
OG0007934	XP_006296293.2	ESY9_g44640_DN2_SP0_c0.t1
OG0007935	XP_006289154.1	ESY7_g16071_DN2_SP0_c0.t1
OG0007936	XP_006290188.2	ESY7_g16091_DN3_SP3_c0.t1
OG0007937	XP_006292412.1	ESY10_g14623_DN3_SP1_c0.t1
OG0007938	XP_006287494.1	ESY7_g16217_DN3_SP0_c0.t1
OG0007939	XP_006287881.1	ESY7_g16222_DN3_SP0_c0.t1
OG0007940	XP_006286991.1	ESY7_g16327_DN3_SP0_c0.t1
OG0007941	XP_006289429.1	ESY18_g62969_DN3_SP0_c0.t1
OG0007942	XP_006293831.1	ESY8_g59842_DN3_SP8_c0.t1
OG0007943	XP_006294766.2	ESY8_g59770_DN3_SP8_c0.t1
OG0007944	XP_006293551.1	ESY8_g59733_DN3_SP8_c0.t1
OG0007945	XP_006295667.1	ESY8_g59699_DN3_SP2_c0.t1
OG0007946	XP_023640030.1	ESY8_g59683_DN3_SP7_c0.t1
OG0007947	XP_023640929.1	ESY8_g59679_DN3_SP0_c0.t1
OG0007948	XP_023640798.1	ESY8_g59657_DN3_SP0_c0.t1
OG0007949	XP_006282862.1, XP_006303162.1	ESY5_g800_DN3_SP1_c0.t1
OG0007950	XP_006294574.1	ESY8_g59651_DN3_SP0_c0.t1
OG0007951	XP_006294685.1	ESY8_g59636_DN3_SP8_c0.t1
OG0007952	XP_006295757.1	ESY8_g59635_DN3_SP0_c0.t1
OG0007953	XP_006293682.1	ESY8_g59604_DN3_SP8_c0.t1
OG0007955	XP_023640057.1	ESY8_g59581_DN3_SP0_c0.t1
OG0007956	XP_006294776.1	ESY8_g59523_DN3_SP0_c0.t1
OG0007957	XP_006295798.1	ESY8_g59504_DN2_SP0_c0.t1
OG0007958	XP_006296121.1	ESY8_g59483_DN3_SP8_c0.t1
OG0007959	XP_006293830.1	ESY8_g59260_DN3_SP3_c0.t1
OG0007960	XP_006293760.1	ESY8_g59312_DN3_SP0_c22.t1
OG0007961	XP_006293899.2	ESY8_g59242_DN3_SP8_c0.t1
OG0007962	XP_006296338.1	ESY8_g59433_DN3_SP6_c0.t1
OG0007963	XP_006293919.2	ESY8_g59285_DN3_SP0_c0.t1
OG0007964	XP_023635593.1	ESY13_g57134_DN3_SP0_c0.t1
OG0007965	XP_006283726.1	ESY13_g57133_DN3_SP8_c0.t1
OG0007966	XP_006283365.1	ESY13_g57345_DN3_SP8_c0.t1
OG0007967	XP_006307521.1	ESY5_g4403_DN3_SP5_c0.t1
OG0007968	XP_023645326.1	ESY14_g20949_DN3_SP8_c0.t1
OG0007969	XP_006307397.1	ESY14_g20910_DN3_SP1_c0.t1
OG0007970	XP_006305116.1	ESY14_g21495_DN3_SP6_c0.t1
OG0007971	XP_006305434.1	ESY14_g21155_DN3_SP1_c0.t1
OG0007972	XP_006305394.1	ESY14_g20841_DN3_SP7_c0.t1
OG0007973	XP_023633002.1	ESY14_g20826_DN3_SP0_c0.t1
OG0007974	XP_006303282.1	ESY14_g20737_DN3_SP6_c0.t1
OG0007975	XP_006303971.2	ESY14_g20597_DN3_SP8_c0.t1
OG0007976	XP_006303943.1	ESY14_g20548_DN3_SP1_c0.t1
OG0007977	XP_006306856.1	ESY14_g19957_DN3_SP8_c0.t1
OG0007978	XP_006305703.1	ESY14_g20154_DN3_SP1_c0.t1
OG0007979	XP_006305458.1	ESY14_g20192_DN3_SP7_c0.t1
OG0007980	XP_006307022.1	ESY14_g20311_DN3_SP8_c0.t1
OG0007981	XP_006288727.1	ESY25_g62920_DN3_SP4_c0.t1
OG0007982	XP_023636553.1	ESY25_g62866_DN3_SP0_c0.t1
OG0007984	XP_006286584.2	ESY25_g62606_DN3_SP1_c0.t1
OG0007985	XP_006289826.1	ESY18_g63980_DN3_SP8_c0.t1
OG0007986	XP_023634789.1, XP_006284615.1	ESY17_g40183_DN2_SP1_c0.t1
OG0007987	XP_006287969.1	ESY18_g63290_DN3_SP0_c0.t1
OG0007988	XP_006287228.1	ESY18_g63003_DN3_SP7_c0.t1
OG0007989	XP_006286855.1	ESY7_g16908_DN3_SP8_c0.t1
OG0007990	XP_006287336.1	ESY7_g16903_DN3_SP2_c0.t1
OG0007991	XP_006289450.1	ESY7_g16897_DN3_SP0_c0.t1
OG0007992	XP_023636211.1	ESY7_g16873_DN3_SP0_c0.t1
OG0007993	XP_006286419.1	ESY7_g16867_DN3_SP0_c0.t1
OG0007994	XP_006288080.1	ESY7_g16866_DN2_SP0_c0.t1
OG0007996	XP_023636212.1	ESY10_g15396_DN3_SP6_c0.t1
OG0007997	XP_006300089.1	ESY11_g54836_DN3_SP0_c0.t1
OG0007998	XP_006299260.1	ESY11_g54862_DN3_SP3_c0.t1
OG0007999	XP_023642273.1	ESY11_g53416_DN3_SP0_c0.t1, ESY3_g32128_DN3_SP7_c0.t1
OG0008000	XP_006300273.2, XP_006295530.2	ESY12_g52337_DN2_SP1_c0.t1
OG0008001	XP_006294213.1	ESY12_g52321_DN3_SP7_c0.t1
OG0008002	XP_006294141.1	ESY12_g52298_DN3_SP7_c11.t1
