Orthogroup	Capsella_rubella	Camelina_sativa
OG0008976	XP_023637138.1	XP_010454427.1, XP_010493225.1, XP_010420956.1
OG0008977	XP_006288523.1	XP_010493251.1, XP_010454454.1, XP_010420979.1
OG0008978	XP_006287048.1	XP_010493261.1, XP_010420992.1, XP_010454466.2
OG0008979	XP_006289607.2	XP_010493281.1
OG0008979	XP_006289502.1	XP_010456631.1, XP_019084767.1, XP_019097675.1
OG0008980	XP_006290047.1	XP_010454498.1, XP_010421022.1
OG0008981	XP_006288668.1	XP_010493323.1, XP_010421028.1, XP_010454501.1
OG0008982	XP_006289712.1	XP_010421056.1, XP_010493354.1, XP_010454528.1
OG0008983	XP_006281795.1	XP_019095805.1, XP_010446338.1, XP_010442976.1
OG0008984	XP_006287602.1	XP_010454562.1, XP_010421081.1, XP_010493398.1
OG0008985	XP_006286724.1	XP_010454579.1, XP_010493408.1, XP_010421097.1
OG0008986	XP_006279968.1	XP_010456674.1, XP_010443872.1, XP_010483721.1
OG0008987	XP_023642097.1	XP_010483677.1, XP_010456289.1, XP_010443831.1
OG0008988	XP_006290831.1, XP_023645188.1	XP_010443813.1, XP_010456108.1
OG0008989	XP_006293773.1	XP_010443786.1, XP_010483645.1, XP_010455791.1
OG0008990	XP_023634992.1	XP_010443783.1, XP_019095512.1, XP_010455759.1
OG0008991	XP_006280519.1	XP_019088126.1, XP_010455528.1, XP_010483624.1
OG0008992	XP_023638254.1	XP_010443770.1, XP_010483632.1, XP_010455671.1
OG0008993	XP_006281031.1	XP_010483621.1, XP_010443753.1, XP_010455489.1
OG0008994	XP_023641139.1	XP_010454733.1, XP_010443665.1, XP_010483536.1
OG0008995	XP_006281196.1	XP_010443662.1, XP_010483531.1, XP_010454701.1
OG0008996	XP_006280372.1	XP_010483518.1, XP_010443652.1
OG0008997	XP_006279671.1	XP_010483509.1, XP_010454521.1, XP_010443645.1
OG0008998	XP_006279615.1	XP_010454543.1, XP_010483507.1, XP_010443643.1
OG0008999	XP_023643525.1	XP_010483465.1, XP_010443606.1, XP_010454052.1, XP_010454024.1
OG0009000	XP_023635520.1	XP_010496656.1, XP_010483427.1
OG0009001	XP_023636738.1	XP_010443551.1, XP_010483402.1, XP_010453493.1
OG0009002	XP_006279902.1	XP_019096090.1, XP_019088436.1
OG0009003	XP_006306592.1	XP_010498551.1, XP_010459791.1, XP_010477353.1
OG0009004	XP_023635942.1	XP_010443517.1, XP_010453107.1, XP_010483368.1
OG0009005	XP_006301182.1	XP_010416830.1, XP_010472071.1, XP_010428981.1, XP_010428982.1
OG0009006	XP_023642862.1	XP_010483346.1, XP_010452894.1, XP_010443500.1
OG0009007	XP_006281936.1	XP_010443455.1, XP_010452554.1, XP_010483291.1
OG0009008	XP_006279674.1	XP_010483277.1, XP_010446167.1
OG0009009	XP_006281056.1	XP_010452049.1, XP_010443423.1, XP_010483251.1
OG0009010	XP_006280913.1	XP_010483235.1, XP_010451940.1, XP_010443411.1
OG0009011	XP_006280906.1	XP_010483233.1, XP_019085649.1, XP_010451922.1, XP_010443408.1
OG0009012	XP_006279508.1	XP_010483224.1, XP_010443398.1, XP_010451872.1
OG0009013	XP_006280489.1	XP_019088457.1, XP_010451861.1, XP_010483220.1
OG0009014	XP_023637192.1	XP_010443393.1, XP_010483219.2, XP_010451857.1
OG0009015	XP_006279738.1	XP_010451679.1, XP_010483183.1, XP_010443357.1
OG0009016	XP_006280310.1	XP_010443356.1, XP_010485196.1, XP_010451653.1
OG0009017	XP_006279744.1	XP_010451561.1, XP_010483174.1, XP_010443346.1
OG0009018	XP_006280948.2	XP_010443340.1, XP_010483171.1, XP_010451524.1
OG0009019	XP_006280137.1	XP_010483160.1, XP_010451467.1, XP_010443334.1
OG0009020	XP_006280735.1	XP_010451438.1, XP_010483154.1, XP_010443325.1
OG0009021	XP_006280707.1	XP_010443310.1, XP_010451275.1, XP_010483133.1
OG0009022	XP_006281190.1	XP_010451263.1, XP_010483132.1, XP_010443308.1
OG0009023	XP_006281822.1	XP_010483113.1, XP_010443293.1, XP_010451052.1
OG0009024	XP_006279491.1	XP_010443291.1, XP_010483111.1, XP_019092318.1
OG0009025	XP_023641740.1	XP_010443270.1, XP_010450814.1, XP_010485162.1
OG0009026	XP_023639322.1	XP_010450900.1, XP_010483103.1, XP_010443280.1
OG0009027	XP_006280769.1	XP_010483065.1, XP_010443237.1, XP_010450483.1
OG0009028	XP_006280160.1	XP_010443236.1, XP_010483064.1, XP_010450475.1
OG0009029	XP_006280158.1	XP_010443226.1, XP_010483056.1, XP_010450217.1
OG0009030	XP_006279709.2	XP_010449954.1, XP_010443201.1, XP_010483015.1
OG0009031	XP_006280801.1	XP_010449946.1, XP_010483013.1, XP_010443200.1
OG0009032	XP_023639392.1	XP_010443191.1, XP_010483004.1, XP_010449756.1, XP_010483000.1
OG0009033	XP_006280497.1	XP_010443189.1, XP_010449741.1, XP_010483001.1
OG0009034	XP_006281212.1	XP_010449262.1, XP_010443141.1, XP_010482953.1
OG0009035	XP_006282076.1	XP_010449150.1, XP_010443123.1, XP_010482936.1
OG0009036	XP_006280426.1	XP_010443121.1, XP_010482934.1, XP_010449124.1
OG0009037	XP_006280143.1	XP_010448971.1, XP_010443105.1, XP_010482927.1
OG0009038	XP_006281148.1	XP_010443098.1, XP_010482912.1, XP_010448898.1
OG0009039	XP_006292653.1	XP_010503614.1, XP_010426469.1
OG0009040	XP_006291064.1	XP_010515269.1, XP_010503582.1, XP_010426434.1
OG0009041	XP_006290719.1	XP_010515267.1, XP_010426430.1, XP_010503573.1
OG0009042	XP_006292100.1	XP_010515254.1, XP_010503557.1, XP_010426412.1
OG0009043	XP_006291032.1	XP_010426409.1, XP_010503553.1, XP_010515243.1
OG0009044	XP_023639246.1	XP_010426392.1
OG0009045	XP_023637923.1	XP_010431143.1, XP_010503517.1
OG0009046	XP_006279997.1	XP_010446663.1, XP_010482829.1, XP_010442997.1
OG0009047	XP_006280962.1	XP_010482838.1, XP_010446757.1, XP_010443004.1
OG0009048	XP_023636023.1	XP_010456046.1, XP_010429530.1, XP_010422607.1
OG0009049	XP_006289666.1	XP_010422537.1, XP_010455922.1, XP_010430291.1
OG0009050	XP_006294138.1	XP_010417351.1, XP_010429580.1, XP_010472594.1
OG0009051	XP_006289810.1	XP_010491358.1, XP_010423212.1, XP_010452707.1
OG0009052	XP_023634306.1	XP_010450399.1, XP_010445516.1, XP_019086750.1
OG0009053	XP_006302082.2	XP_010418535.1, XP_010473728.1, XP_010430603.1
OG0009054	XP_023637538.1	XP_010423290.1, XP_010491265.1, XP_010452624.1
OG0009055	XP_006289455.1	XP_010423313.1, XP_010452606.1, XP_010491244.1, XP_019098537.1
OG0009056	XP_006287604.1	XP_019084488.1, XP_010491206.1, XP_010452573.1
OG0009057	XP_006286714.1	XP_010452568.2, XP_010423343.2, XP_010491201.2
OG0009058	XP_006288840.1	XP_010491181.1, XP_010452552.1, XP_010424757.1, XP_010423362.1
OG0009059	XP_006288431.1	XP_010423372.1, XP_010491174.1, XP_010452542.1
OG0009060	XP_006287478.1	XP_010454088.1, XP_010492852.1, XP_010420611.1
OG0009061	XP_006287560.1	XP_019083871.1, XP_019090468.1, XP_019097903.1
OG0009062	XP_006305965.2	XP_010477977.1, XP_010499138.1, XP_010460407.1
OG0009063	XP_006289430.1	XP_010423391.1, XP_010452520.1, XP_010491152.1
OG0009064	XP_006307219.2	XP_010499150.1, XP_010477988.1, XP_010460423.1
OG0009065	XP_006288491.1	XP_010452512.1, XP_010491149.1, XP_010423395.1
OG0009066	XP_006286388.1	XP_010452511.1, XP_010423396.1, XP_019097296.1
OG0009067	XP_006290162.1	XP_010491114.1, XP_010423430.1, XP_010452483.1, XP_010452484.1
OG0009068	XP_006287674.1	XP_010452477.1, XP_010423443.1, XP_010491100.1
OG0009069	XP_023636172.1	XP_010491091.1, XP_010423452.1, XP_010452464.1
OG0009070	XP_006287194.1	XP_010491078.1, XP_010452448.1, XP_010423470.1
OG0009071	XP_006287390.1	XP_010423473.1, XP_010491073.1, XP_010452444.1
OG0009072	XP_006289507.1	XP_010423483.1, XP_010491065.1, XP_010452431.1
OG0009073	XP_006287452.1	XP_010452420.1, XP_010423494.1, XP_010491051.1
OG0009074	XP_006289555.1	XP_010452422.1, XP_010423493.1, XP_010491052.1
OG0009075	XP_006293385.2	XP_010517818.1, XP_010508530.1
OG0009076	XP_006290160.1	XP_010452410.1, XP_010491036.1, XP_010423502.1
OG0009077	XP_006287668.1	XP_010423509.1, XP_010423507.1, XP_010452403.1, XP_010491030.1
OG0009078	XP_023636663.1	XP_010491029.1, XP_010452399.1, XP_010423510.1
OG0009079	XP_006288713.1	XP_010491003.1, XP_010452384.1, XP_010423532.1
OG0009080	XP_006288505.1	XP_010423577.1, XP_010452341.1, XP_010490956.1
OG0009081	XP_023636592.1	XP_010495070.1, XP_010424783.1, XP_010452328.1
OG0009082	XP_006288103.1	XP_010423600.1, XP_010452319.1, XP_010490929.1
OG0009083	XP_006288211.1	XP_010423614.1, XP_010490925.1
OG0009084	XP_023636564.1	XP_010419576.1, XP_010456292.1, XP_010426983.1
OG0009085	XP_023636192.1	XP_010456390.1, XP_010436241.1, XP_019084532.1, XP_019089985.1, XP_010490896.1
OG0009086	XP_006290048.1	XP_010452291.1, XP_010423648.1, XP_010490887.1
OG0009087	XP_006287909.1	XP_010490880.1, XP_010423654.1, XP_010452282.1
OG0009088	XP_006287392.2	XP_010490872.1, XP_010423660.1
OG0009089	XP_006287469.1	XP_010490868.1, XP_010423663.1, XP_010452272.1
OG0009090	XP_023636205.1	XP_010490866.1, XP_010423667.1, XP_010452270.1
OG0009091	XP_006282380.1	XP_019088158.1, XP_010482396.1, XP_010442437.1
OG0009092	XP_006287496.1	XP_010490857.1, XP_010452260.1, XP_010423679.1
OG0009093	XP_006287255.1	XP_010490838.1, XP_010423699.1, XP_010452234.1
OG0009094	XP_006289737.1	XP_010423700.1, XP_010452233.1, XP_010490837.1
OG0009095	XP_006287832.1	XP_010423734.1, XP_010490808.1, XP_010452206.1
OG0009096	XP_006288791.1	XP_010452194.1, XP_010490791.1, XP_010423745.1
OG0009097	XP_006286413.1	XP_010490785.1, XP_010452179.1, XP_010424800.1
OG0009098	XP_023635896.1	XP_010423798.1, XP_010452151.1, XP_010490758.1
OG0009099	XP_006303418.2	XP_010479024.1, XP_010500120.1, XP_010461426.1
OG0009100	XP_023635849.1	XP_010490713.1, XP_019084578.1, XP_010452097.1
OG0009101	XP_006287066.1	XP_010490689.1, XP_019084749.1, XP_010452077.1
OG0009102	XP_006288408.1	XP_010490640.1, XP_010423885.1, XP_010452055.1
OG0009103	XP_006286728.1	XP_010490627.1, XP_010452043.1, XP_010423900.1
OG0009104	XP_006288842.1	XP_010423907.1, XP_010452035.1, XP_010490616.1
OG0009105	XP_006287499.1	XP_010423969.1, XP_010451971.1, XP_010490537.1
OG0009106	XP_006286631.1	XP_010490534.1, XP_010451960.1, XP_010423975.1
OG0009107	XP_006286518.2	XP_010451946.1, XP_010423984.1, XP_010490517.1
OG0009108	XP_006289888.1	XP_010451938.1, XP_010423990.1, XP_010490510.1
OG0009109	XP_006288609.1	XP_010423993.1, XP_010451936.1, XP_010451935.1, XP_010490507.1
OG0009110	XP_006288717.2	XP_010490509.1, XP_010451937.1
OG0009111	XP_006300110.1, XP_023633461.1	XP_010496816.1
OG0009112	XP_006283863.1	XP_010450637.1, XP_010441214.1, XP_010435997.1
OG0009113	XP_023635414.1	XP_010441243.1, XP_010436021.1, XP_010450609.1
OG0009114	XP_023634758.1	XP_010441246.1, XP_010450606.1, XP_010436026.1
OG0009116	XP_006282744.1	XP_010436044.1, XP_010441267.1, XP_010450573.1
OG0009117	XP_006283939.1	XP_010450569.1, XP_010441271.1, XP_010436048.1
OG0009118	XP_023635074.1	XP_010450565.1, XP_010441272.1, XP_010436050.1
OG0009119	XP_006297652.1	XP_010459910.1, XP_019096295.1, XP_010464438.1
OG0009120	XP_006282949.2	XP_010436148.1, XP_010446915.1
OG0009121	XP_006302956.1	XP_010430033.1, XP_010473006.1, XP_019083594.1
OG0009122	XP_006301537.1	XP_010430040.1, XP_010417769.1, XP_019094031.1
OG0009123	XP_006302429.1	XP_010430041.1, XP_010473010.1, XP_010417771.1
OG0009124	XP_006301046.1	XP_010431660.1, XP_010431662.1, XP_010473019.1, XP_010417785.1
OG0009125	XP_006300358.1	XP_010430020.1, XP_010472995.1, XP_010417757.1
OG0009126	XP_023643437.1	XP_010417748.1, XP_010430006.1, XP_010472988.1, XP_010472538.1
OG0009127	XP_006302602.1	XP_010472985.1, XP_010417746.1, XP_010430005.1
OG0009128	XP_006302357.1	XP_010417743.1, XP_010472979.1, XP_010430003.1
OG0009129	XP_023637896.1	XP_010429994.1
OG0009129	XP_023642929.1	XP_019083572.1, XP_019093783.1
OG0009130	XP_006301335.1	XP_010417734.1, XP_010429991.1, XP_010472958.1
OG0009131	XP_006302138.1	XP_010417719.1, XP_010472947.1, XP_010429977.1
OG0009132	XP_023643758.1	XP_010429939.1, XP_010472908.1
OG0009133	XP_006301662.1	XP_019093394.1, XP_010431654.1, XP_010417688.1
OG0009134	XP_023642970.1	XP_010417685.1, XP_010474512.1, XP_010429931.1
OG0009135	XP_006302289.1	XP_010417684.1, XP_010429929.1, XP_010474511.1
OG0009136	XP_006301140.1	XP_010472875.1, XP_010429905.1, XP_010417662.1
OG0009137	XP_006302564.1	XP_019083555.1, XP_010429893.1, XP_010472866.2
OG0009138	XP_023642914.1	XP_010429879.1, XP_010472848.1, XP_010417647.1
OG0009139	XP_006302129.2	XP_010429875.1, XP_010417641.1, XP_010472845.1
OG0009140	XP_023642902.1	XP_019085169.1, XP_010417638.1
OG0009141	XP_023643711.1	XP_010417610.1, XP_010472805.1, XP_019085661.1
OG0009142	XP_023643575.1	XP_010419368.1, XP_010429781.1
OG0009143	XP_023643969.1	XP_010472730.1, XP_019085659.1, XP_010417508.1
OG0009144	XP_006301760.2	XP_010472708.2, XP_010417483.1, XP_010429714.1
OG0009145	XP_006301170.1	XP_010429700.1, XP_010417475.1, XP_010472706.1
OG0009146	XP_006302566.1	XP_010472692.1, XP_010429687.1
OG0009147	XP_006302337.1	XP_010416824.1, XP_010428968.1, XP_010472058.1
OG0009148	XP_006302015.2	XP_010472055.1, XP_010416821.1, XP_010428966.1
OG0009149	XP_006302801.1	XP_010428964.1, XP_010472053.1
OG0009150	XP_006302534.1	XP_010472011.1, XP_010428925.1, XP_010416779.1
OG0009151	XP_006301942.1, XP_006300771.1	XP_010472005.1, XP_010416771.1, XP_010428909.1
OG0009152	XP_006302016.2	XP_010471984.1, XP_010416742.1, XP_010428870.1
OG0009153	XP_023638557.1, XP_006293319.2	XP_010503059.1, XP_010514744.1, XP_010427121.1
OG0009154	XP_006302950.1	XP_010428860.1, XP_010471972.1, XP_010416731.1
OG0009155	XP_006300460.1	XP_010471965.1, XP_010428852.1, XP_010416725.1
OG0009156	XP_006302756.1	XP_010428820.1, XP_010416681.1, XP_010471933.1
OG0009157	XP_006302208.2	XP_010471932.1, XP_010416680.1, XP_010429845.1, XP_010428818.1
OG0009158	XP_023643017.1	XP_010471913.1, XP_010428799.1
OG0009159	XP_023642875.1	XP_010428791.1, XP_010471910.1, XP_019083413.1
OG0009160	XP_006302402.1	XP_010471899.1, XP_010416639.1
OG0009161	XP_023643124.1	XP_010416625.1, XP_010471865.1, XP_010428767.1
OG0009162	XP_006301556.1	XP_010428763.1, XP_010416621.1, XP_019093810.1, XP_019093185.1
OG0009163	XP_006302046.1	XP_010416569.1, XP_010471802.1, XP_010428712.1
OG0009164	XP_006302835.2	XP_010471799.1, XP_010416565.1, XP_010428704.1
OG0009165	XP_006300320.1	XP_010471780.1, XP_010428685.1, XP_010416543.1
OG0009166	XP_006301553.1	XP_010471763.1, XP_019083396.1, XP_010428665.1
OG0009167	XP_006304422.1	XP_019097913.1, XP_019091520.1, XP_019095981.1, XP_019091101.1
OG0009168	XP_006297702.1	XP_010419081.1, XP_010465269.1, XP_010487173.1
OG0009169	XP_006302577.1	XP_010471749.1, XP_010416508.1, XP_010428647.1
OG0009170	XP_006300997.1, XP_023644096.1	XP_010471742.1, XP_010416500.1, XP_010428643.1
OG0009171	XP_006302949.1	XP_010428600.1, XP_010471691.1, XP_010416461.1
OG0009172	XP_006298565.1	XP_010496025.1, XP_010467163.1, XP_010413798.1
OG0009173	XP_006301893.1	XP_019093353.1, XP_019093354.1, XP_010416410.1, XP_010428549.1
OG0009174	XP_006303004.2	XP_010471632.1, XP_010428536.1, XP_010416394.1
OG0009175	XP_006300634.1	XP_010471626.1, XP_010428528.1
OG0009176	XP_006299875.1	XP_010422909.1, XP_010490382.1, XP_010422920.1, XP_010467537.1
OG0009177	XP_006297733.1	XP_010489391.1, XP_010467538.1, XP_010514789.1
OG0009178	XP_006298508.1	XP_010514738.1, XP_010467543.1, XP_010489395.1
OG0009179	XP_006297310.1	XP_010489430.1, XP_010413335.1, XP_010467588.1
OG0009180	XP_006290911.1	XP_010515355.1, XP_010503658.1, XP_010426519.1
OG0009181	XP_006281141.1	XP_010443038.1, XP_010482867.1, XP_010448378.1
OG0009182	XP_023639470.1	XP_010482866.1, XP_010448366.1
OG0009183	XP_023644639.1	XP_010443033.1, XP_010446113.2, XP_010448300.2, XP_010482861.1
OG0009184	XP_006303229.1	XP_010462486.1, XP_010501258.1, XP_010480187.1, XP_010480185.1
OG0009185	XP_006304022.1	XP_010480160.1, XP_010501233.1
OG0009186	XP_023632616.1	XP_019099548.1, XP_010462456.1, XP_010480150.1
OG0009187	XP_023632661.1	XP_019094611.1, XP_019091371.1, XP_010501209.1
OG0009188	XP_006307003.1	XP_010480110.1, XP_010462424.1, XP_010501189.1
OG0009189	XP_023645892.1	XP_019091668.1, XP_010480068.1
OG0009190	XP_023645694.1	XP_010462370.1, XP_010501137.1, XP_010480053.1
OG0009191	XP_006303393.1	XP_010462306.1, XP_010501066.1, XP_010479983.1
OG0009192	XP_006307089.1	XP_010479957.1, XP_010462286.1, XP_010501041.1
OG0009193	XP_006303266.1	XP_010501037.2, XP_010462284.1, XP_010479954.1
OG0009194	XP_006304699.1	XP_010501035.1, XP_010479951.1, XP_010462281.1
OG0009195	XP_006304929.2	XP_010462259.1, XP_010501016.1, XP_010479934.1
OG0009196	XP_006307019.1	XP_010501003.1, XP_010462249.1, XP_010479917.1
OG0009197	XP_023645145.1	XP_010462243.1, XP_010479912.1, XP_010500997.1
OG0009198	XP_006304815.1	XP_010462240.1, XP_010500995.1, XP_010479909.1
OG0009199	XP_006302249.1	XP_010511842.1, XP_010415466.1
OG0009200	XP_006305990.1	XP_010462195.1, XP_010500955.1, XP_010479870.1
OG0009201	XP_023640776.1	XP_010505125.1, XP_010509524.1, XP_010516807.1
OG0009202	XP_006295981.1	XP_010509517.1, XP_010505133.1, XP_010516815.1
OG0009203	XP_006295719.1	XP_010509501.1, XP_010516828.1, XP_010505150.1
OG0009204	XP_006294667.1	XP_010516832.1, XP_010505153.1
OG0009205	XP_006295828.1	XP_010516867.1, XP_010505192.1, XP_010509470.1
OG0009206	XP_006282704.1	XP_010438785.1, XP_010433534.1, XP_010448306.1
OG0009207	XP_006293554.1	XP_010516914.1, XP_010509427.1
OG0009208	XP_006290326.1	XP_010514875.1, XP_010425965.1
OG0009209	XP_006291596.1	XP_010514834.1, XP_010503152.1, XP_010425930.1
OG0009210	XP_006279377.1	XP_010514792.1, XP_010425885.1, XP_010503116.1
OG0009211	XP_006291578.1	XP_010425690.1, XP_010514615.1, XP_010502902.1
OG0009212	XP_006287922.1	XP_010438787.1, XP_010496789.1, XP_010455217.1
OG0009213	XP_006280738.2	XP_010442499.1, XP_010441670.1, XP_010482325.1
OG0009214	XP_006281005.1	XP_010482686.1, XP_010442857.1, XP_010445479.1
OG0009215	XP_006285759.1	XP_010450427.1, XP_010435475.1, XP_010440775.1
OG0009216	XP_023634544.1	XP_010440692.1, XP_010450347.1, XP_010435394.1
OG0009217	XP_006282617.1	XP_010450396.1, XP_010440748.1, XP_010435449.1
OG0009218	XP_006283038.1	XP_010445475.1, XP_010450235.1, XP_019098378.1, XP_019086298.1
OG0009219	XP_006282464.1	XP_010435345.1, XP_010450247.1, XP_010440626.1
OG0009220	XP_023634797.1	XP_010435269.1, XP_010450211.1, XP_010440582.1
OG0009221	XP_023635500.1	XP_010450089.1, XP_010435178.1
OG0009222	XP_006283428.1	XP_010450087.1, XP_010440516.1, XP_010435176.1
OG0009223	XP_006283225.1	XP_010437154.1, XP_010446597.1
OG0009224	XP_006283879.1	XP_010449997.1, XP_010435074.1, XP_010440400.1
OG0009225	XP_006285018.1	XP_010449990.1, XP_010440392.1, XP_010435069.1
OG0009226	XP_006284221.1	XP_010495895.1, XP_010440338.1, XP_010435022.1
OG0009227	XP_023635533.1	XP_010449959.1, XP_010440324.1, XP_010435035.1
OG0009228	XP_006284243.2	XP_010440304.1, XP_010434338.1, XP_010434979.1
OG0009229	XP_023635616.1	XP_010434962.1, XP_010440293.1, XP_010434482.1
OG0009230	XP_023643754.1	XP_010428203.1, XP_010471347.1, XP_010416075.1
OG0009231	XP_006302030.2	XP_019084980.1, XP_010471352.1, XP_010416081.1
OG0009232	XP_006301095.1	XP_010471360.1, XP_010416089.1
OG0009233	XP_006300819.2	XP_010428223.1, XP_019083327.1, XP_010471371.2
OG0009234	XP_006302218.1	XP_010428276.1, XP_010416162.1
OG0009235	XP_006302706.2	XP_010471414.1, XP_010428280.1, XP_010416166.1
OG0009236	XP_006300865.1	XP_010428303.1, XP_010471435.1
OG0009237	XP_006302372.1	XP_010428325.1, XP_010471459.1, XP_010416203.1
OG0009238	XP_006301608.1	XP_010471474.1, XP_010428344.1, XP_010416219.1
OG0009239	XP_006302516.1	XP_010428378.1, XP_010419185.1
OG0009240	XP_006301501.1	XP_010428380.1, XP_010471502.1, XP_010416244.1
OG0009241	XP_006279985.2	XP_010512519.1, XP_010482188.1
OG0009242	XP_006300588.1	XP_010471513.1, XP_010416277.1, XP_010428408.1
OG0009243	XP_023643322.1	XP_010471525.1, XP_010428418.1
OG0009244	XP_006301071.1	XP_010415487.1, XP_010511866.1, XP_010470813.1
OG0009245	XP_006302435.1	XP_010511901.1, XP_010415517.1, XP_010470846.1
OG0009246	XP_006302168.1	XP_010511918.1, XP_010415501.1, XP_019093011.1
OG0009247	XP_006302244.1	XP_010415531.1, XP_010470880.1, XP_010511930.1
OG0009248	XP_006302500.1	XP_010415560.1, XP_010470901.1, XP_010511949.1
OG0009249	XP_006282981.2	XP_010433209.1, XP_010447971.1, XP_010438444.1
OG0009250	XP_023633988.1	XP_010438415.2, XP_010433190.1, XP_010447947.1
OG0009251	XP_023634208.1	XP_010433189.1, XP_010438409.1, XP_010447944.1
OG0009252	XP_006282737.1	XP_010438390.1, XP_010433169.1, XP_010447922.1
OG0009253	XP_006284536.1	XP_010438377.1, XP_010447912.1
OG0009254	XP_006285877.1	XP_010447903.1, XP_010433149.1, XP_010438363.1
OG0009255	XP_023642593.1	XP_010442872.1, XP_010445592.1, XP_010482703.1
OG0009256	XP_006302105.1	XP_010473631.1, XP_010418426.1, XP_010430498.1
OG0009257	XP_006302791.1	XP_010430502.1, XP_010473632.1, XP_010418425.1
OG0009258	XP_006301676.1	XP_010418439.1, XP_010473645.1, XP_010430513.1
OG0009259	XP_006285085.1	XP_010441114.1, XP_010435963.1, XP_010450748.1
OG0009260	XP_006298752.1	XP_010518613.1, XP_010467025.1, XP_010488712.1
OG0009261	XP_006286129.1	XP_010441132.1, XP_010436824.1, XP_010450697.1
OG0009262	XP_006286151.1	XP_010441130.1, XP_010435921.1, XP_010450696.1
OG0009263	XP_023634765.1	XP_010435919.1, XP_010450695.1, XP_019087511.1
