Orthogroup	Capsella_rubella	Arabidopsis_arenosa
OG0007219	XP_023635989.1	jg4710
OG0007221	XP_006287925.1	jg4664
OG0007222	XP_023636353.1	jg4660
OG0007223	XP_006289808.1	jg4631
OG0007224	XP_006287436.1	jg7874
OG0007225	XP_006286760.1	jg7905
OG0007226	XP_006287030.2	jg7906
OG0007227	XP_006288367.1	jg7917
OG0007228	XP_006284729.1	jg9968
OG0007229	XP_006283812.1	jg9985
OG0007230	XP_023635579.1	jg10008
OG0007231	XP_006293818.1	jg17465
OG0007232	XP_023640225.1	jg17547
OG0007233	XP_006294834.2	jg17589
OG0007234	XP_006294532.1	jg17634
OG0007235	XP_023640674.1	jg17647
OG0007236	XP_006294358.1	jg17663
OG0007237	XP_006295271.1	jg17703
OG0007238	XP_006295762.1	jg17726
OG0007239	XP_006294505.2	jg17792
OG0007240	XP_006295257.1	jg17804
OG0007241	XP_006296187.1	jg17811
OG0007242	XP_006295654.1	jg17832
OG0007243	XP_006294186.1	jg17864
OG0007244	XP_006294561.1	jg17870
OG0007245	XP_006295222.1	jg17898
OG0007246	XP_006296014.2	jg17899
OG0007247	XP_006294390.1	jg17987
OG0007248	XP_006293938.1	jg17988
OG0007249	XP_006294159.1	jg18038
OG0007250	XP_006296397.1	jg18043
OG0007251	XP_006286633.1	jg6073
OG0007252	XP_006295663.1	jg18078
OG0007253	XP_023639373.1	jg18092
OG0007254	XP_006293862.1	jg18151
OG0007255	XP_006293717.1	jg18152
OG0007256	XP_023640914.1	jg18165
OG0007257	XP_006296307.1	jg18199
OG0007258	XP_023640657.1	jg18206
OG0007259	XP_006296107.1	jg18274
OG0007260	XP_006296077.2	jg18317
OG0007261	XP_023640688.1	jg18305
OG0007262	XP_006295126.1	jg18298
OG0007263	XP_023639632.1	jg18346
OG0007265	XP_006293722.2	jg32075, jg18371
OG0007266	XP_023640946.1	jg18377
OG0007267	XP_023640272.1	jg18380, jg12222
OG0007268	XP_006293609.1	jg18395
OG0007269	XP_006293864.1	jg18435
OG0007270	XP_023640589.1	jg18437, jg12217
OG0007271	XP_006280646.2	jg20808
OG0007272	XP_006279640.1	jg20774
OG0007273	XP_006285766.1	jg9950
OG0007274	XP_006283834.1	jg9935
OG0007275	XP_006283622.1	jg9903
OG0007276	XP_006284146.1	jg9893
OG0007277	XP_006303444.2	jg32756
OG0007278	XP_006304043.2	jg32753
OG0007279	XP_006304997.2	jg32728
OG0007280	XP_023644988.1	jg32745
OG0007281	XP_006307222.1	jg32746
OG0007282	XP_023633097.1	jg31294
OG0007283	XP_006304864.2	jg31315
OG0007284	XP_023644745.1	jg31329
OG0007285	XP_006304607.1	jg31363
OG0007286	XP_006307426.2, XP_023640936.1	jg31385
OG0007287	XP_023645783.1	jg31425
OG0007288	XP_006307623.1	jg31427
OG0007289	XP_023645588.1	jg31444
OG0007290	XP_023645719.1	jg31454
OG0007291	XP_023632917.1	jg31476, jg33222, jg31475
OG0007292	XP_006305258.1	jg31547
OG0007293	XP_006306777.1	jg31568
OG0007294	XP_023644924.1	jg31578
OG0007295	XP_006306879.1	jg31582
OG0007296	XP_006306671.2	jg31589
OG0007297	XP_006306764.1	jg31604
OG0007298	XP_006306030.1	jg32136
OG0007298	XP_006306380.1	jg31629
OG0007299	XP_006307230.1	jg31635
OG0007300	XP_006303512.1	jg31661
OG0007302	XP_006303652.1	jg31691
OG0007303	XP_006306664.1	jg31742
OG0007304	XP_006305056.1	jg31754
OG0007305	XP_023645562.1	jg31778
OG0007306	XP_023632928.1	jg31843
OG0007307	XP_006303981.1	jg31849
OG0007308	XP_006303176.1	jg31854
OG0007310	XP_006305496.1	jg31890
OG0007311	XP_006307023.1	jg31898
OG0007312	XP_006290253.1	jg13063
OG0007313	XP_006291795.1	jg13101
OG0007314	XP_023637839.1	jg13103
OG0007315	XP_006291078.1	jg13117
OG0007316	XP_006290926.1	jg13135
OG0007317	XP_006280348.1	jg23717
OG0007318	XP_006280438.2	jg23659
OG0007319	XP_006280866.1	jg23645
OG0007320	XP_023636839.1	jg23643
OG0007321	XP_006284345.1	jg9611
OG0007322	XP_023644482.1	jg23634
OG0007323	XP_006279944.1	jg23598
OG0007324	XP_006280337.2	jg23585
OG0007325	XP_006279483.1	jg23584
OG0007327	XP_006282319.1	jg23547
OG0007328	XP_006280072.1	jg23541
OG0007329	XP_006280422.2	jg23517
OG0007330	XP_006280757.1	jg23488
OG0007331	XP_006281667.1	jg23486
OG0007332	XP_006280921.1	jg23472
OG0007333	XP_006282086.1	jg23458
OG0007335	XP_006279853.1	jg23447
OG0007336	XP_006279847.1	jg23446
OG0007337	XP_006279993.1	jg23440
OG0007338	XP_023637322.1	jg23427
OG0007339	XP_006281329.1	jg23404
OG0007340	XP_006281488.1	jg23391
OG0007341	XP_006279637.1	jg23389
OG0007342	XP_006282266.1	jg23375
OG0007343	XP_006279958.2	jg23364, jg23369
OG0007344	XP_006280952.1	jg23356
OG0007345	XP_006280553.1	jg23289
OG0007346	XP_006280654.1	jg23287
OG0007347	XP_006281376.1	jg23284
OG0007348	XP_006281149.1	jg23282
OG0007349	XP_006282142.1	jg23278
OG0007350	XP_006280949.1	jg23231
OG0007351	XP_006281035.2	jg23197
OG0007352	XP_006280864.1	jg23196
OG0007353	XP_006280610.1	jg23179
OG0007354	XP_023635731.1	jg23142
OG0007355	XP_006284542.1	jg11428
OG0007356	XP_006281764.1	jg23114
OG0007357	XP_006281687.2	jg23107
OG0007358	XP_006280030.1	jg23103
OG0007359	XP_023632559.1	jg23100
OG0007360	XP_006280822.1	jg23078
OG0007361	XP_023637329.1	jg23047
OG0007362	XP_023633535.1	jg23035
OG0007363	XP_006280281.2	jg23034
OG0007364	XP_006288391.1	jg6148
OG0007365	XP_006288359.1	jg6209
OG0007366	XP_006286557.1	jg6219
OG0007367	XP_006288585.1	jg6225
OG0007368	XP_023635927.1	jg6240
OG0007369	XP_006289001.1	jg6269
OG0007370	XP_006288613.1	jg6278
OG0007371	XP_006288072.1	jg6293
OG0007372	XP_006287394.1	jg6311
OG0007374	XP_023637708.1	jg6330
OG0007375	XP_023637707.1	jg6331
OG0007376	XP_023635958.1	jg6338
OG0007377	XP_006289494.1	jg6375
OG0007378	XP_006288628.1	jg6378
OG0007379	XP_006288745.1	jg6379
OG0007380	XP_006287080.1	jg6414
OG0007381	XP_006288767.1	jg6434
OG0007382	XP_006286384.1	jg6439
OG0007383	XP_006288826.1	jg6455, jg27426
OG0007384	XP_023635832.1	jg5799
OG0007385	XP_006287675.2	jg5794
OG0007386	XP_006288189.1	jg5830
OG0007387	XP_006287100.1	jg5831
OG0007388	XP_006289267.1	jg5840
OG0007390	XP_006289623.2	jg5848
OG0007391	XP_006288554.1	jg5857
OG0007392	XP_006290058.1	jg5874
OG0007393	XP_006288232.2	jg5879
OG0007394	XP_023637303.1	jg5914
OG0007395	XP_006288672.1	jg5939
OG0007396	XP_006288695.1	jg5955
OG0007397	XP_023636170.1	jg5959
OG0007398	XP_006286896.1	jg5963
OG0007399	XP_006286832.1	jg5981
OG0007400	XP_006288462.1	jg5992
OG0007401	XP_006287376.1	jg5999
OG0007402	XP_023636153.1	jg6055
OG0007403	XP_006290167.1	jg6072
OG0007403	XP_006289732.1	jg6067, jg6070
OG0007404	XP_006289692.1	jg6097
OG0007405	XP_006287779.1	jg6101
OG0007406	XP_023637354.1	jg6129
OG0007407	XP_006280175.2	jg23020
OG0007408	XP_023639542.1	jg23011
OG0007409	XP_006281551.1	jg22992
OG0007410	XP_023644589.1	jg32921
OG0007411	XP_006281434.2	jg22945
OG0007412	XP_006282172.1	jg21842
OG0007413	XP_006280933.2	jg22938
OG0007414	XP_006280985.1	jg22935
OG0007415	XP_023640944.1	jg18623
OG0007416	XP_023640880.1	jg22907
OG0007417	XP_006282087.1	jg22867
OG0007419	XP_006279627.1	jg22836
OG0007420	XP_023645705.1	jg22825
OG0007421	XP_006280320.1	jg22803
OG0007422	XP_006280863.1	jg22792
OG0007423	XP_006281118.1	jg22786
OG0007424	XP_006279957.1	jg22763
OG0007425	XP_006281173.1	jg22762
OG0007426	XP_006284632.1	jg12118
OG0007427	XP_006282219.1	jg22705
OG0007428	XP_006281381.1	jg22688
OG0007429	XP_006280408.2	jg22686
OG0007430	XP_006279741.1	jg22683
OG0007431	XP_006280689.1	jg22669
OG0007432	XP_006281929.1	jg22644
OG0007433	XP_006282100.1	jg21730
OG0007434	XP_006280349.1	jg22591
OG0007435	XP_006280298.1	jg22594
OG0007436	XP_023635075.1	jg22605
OG0007437	XP_006280860.1	jg22606
OG0007438	XP_023645056.1	jg22611
OG0007439	XP_006279916.1	jg22574
OG0007440	XP_006279626.1	jg22532
OG0007441	XP_023637306.1	jg22467, jg22468
OG0007442	XP_006281519.1	jg22459
OG0007443	XP_006281106.1	jg22434
OG0007444	XP_006285528.1	jg9569
OG0007445	XP_006282268.1	jg22395
OG0007446	XP_023633407.1	jg22333
OG0007447	XP_006279592.2	jg22326
OG0007448	XP_023640493.1	jg22319
OG0007449	XP_006292916.1	jg14815
OG0007450	XP_006292572.1	jg14750
OG0007451	XP_006291034.1	jg14701
OG0007452	XP_006280953.1	jg22191
OG0007453	XP_023641170.1	jg22217
OG0007454	XP_023645845.1	jg22218
OG0007455	XP_006287533.1	jg7988
OG0007456	XP_006288215.1	jg7984
OG0007457	XP_006288678.1	jg7848
OG0007458	XP_006287974.1	jg7861
OG0007459	XP_006288596.1, XP_006286566.1	jg4588
OG0007460	XP_023636279.1	jg4567
OG0007461	XP_006287883.1	jg4556
OG0007462	XP_006287717.1	jg4529
OG0007464	XP_006290100.1	jg4428
OG0007465	XP_006290093.1	jg4426
OG0007466	XP_006288643.1	jg4398
OG0007467	XP_006288654.1	jg4339
OG0007468	XP_006287622.1	jg4320
OG0007469	XP_006286489.1	jg4279
OG0007470	XP_006287970.1	jg4276
OG0007471	XP_006288265.2	jg4229
OG0007472	XP_006286481.1	jg4206
OG0007473	XP_006287516.1	jg4180
OG0007474	XP_006286833.1	jg4165
OG0007475	XP_006288691.2	jg4150
OG0007475	XP_006296622.1	jg24953
OG0007476	XP_006289149.1	jg4135
OG0007477	XP_006289547.1	jg4129
OG0007478	XP_006289785.1	jg4100
OG0007479	XP_023636453.1	jg4079
OG0007480	XP_006290989.1	jg14388, jg4078
OG0007481	XP_006296476.1	jg17040
OG0007482	XP_006287667.1	jg4048
OG0007483	XP_006287634.1	jg4046
OG0007484	XP_006288605.1	jg4041
OG0007485	XP_006288341.2	jg4007
OG0007487	XP_023635850.1	jg3989
OG0007488	XP_006287552.1	jg3975
OG0007489	XP_023637182.1	jg3976
OG0007490	XP_023636751.1	jg3979
OG0007491	XP_023635974.1	jg3983
OG0007492	XP_006289002.1	jg13901
OG0007493	XP_006288058.1	jg3923
OG0007494	XP_006287256.1	jg3922
OG0007495	XP_006287534.1	jg3906
OG0007496	XP_006287885.1	jg3901
OG0007497	XP_006288271.1	jg3892
OG0007498	XP_006279345.1	jg3823
OG0007499	XP_006283644.2	jg12724
OG0007500	XP_006283718.1	jg12824
OG0007501	XP_006283614.2	jg12838, jg19296
OG0007502	XP_006284002.1	jg12857
OG0007503	XP_006300949.1	jg3783
OG0007504	XP_006302052.2	jg3714
OG0007506	XP_006302240.1	jg3704
OG0007507	XP_006300673.1	jg3695
OG0007508	XP_023643632.1	jg3686
OG0007509	XP_006300498.1	jg3664
OG0007510	XP_006300815.1	jg3655
OG0007511	XP_006298318.1	jg27853
OG0007512	XP_023643056.1	jg3615
OG0007513	XP_006302502.1	jg3598
OG0007514	XP_023644153.1	jg3593
OG0007515	XP_006301561.1	jg3592
OG0007516	XP_023643035.1	jg3589
OG0007517	XP_006301292.1	jg3588
OG0007518	XP_006302731.2	jg3558
OG0007519	XP_006302567.1	jg3552
OG0007520	XP_006301840.1	jg3550
OG0007521	XP_006302525.1	jg3541
OG0007522	XP_006302488.1	jg3505
OG0007523	XP_006302124.1	jg3486
OG0007524	XP_006302909.1	jg3476
OG0007525	XP_023643424.1	jg3451
OG0007526	XP_006301166.2	jg3448
OG0007527	XP_006300594.1	jg3431
OG0007528	XP_006302393.1	jg3415
OG0007529	XP_006302133.1	jg3391
OG0007530	XP_006300367.1	jg3386
OG0007531	XP_006302710.1	jg3382, jg3383
OG0007532	XP_006301250.1	jg3376
OG0007533	XP_006302213.1	jg3353
OG0007534	XP_006301259.1	jg3338
OG0007535	XP_006301451.1	jg3285
OG0007536	XP_006302690.1	jg3262
OG0007537	XP_006301363.1	jg3260
OG0007538	XP_006302754.1	jg3253
OG0007539	XP_006301599.1	jg3238
OG0007540	XP_006301887.1	jg3237
OG0007541	XP_006302134.1	jg3225
OG0007542	XP_006290511.1	jg21406
OG0007543	XP_006300630.1	jg3172
OG0007544	XP_006302529.1	jg3160
OG0007545	XP_006296985.1	jg27867
OG0007546	XP_006298646.1	jg27870
OG0007547	XP_006299646.1	jg27879
OG0007548	XP_006299902.1	jg27912
OG0007549	XP_006291765.1	jg14854
OG0007550	XP_006291812.1	jg14853
OG0007551	XP_006293131.1	jg14848
OG0007552	XP_006281306.1	jg22282
OG0007553	XP_006280901.1	jg22258, jg7895
OG0007554	XP_006291760.1	jg14568
OG0007555	XP_006306665.1	jg33808
OG0007556	XP_006305348.1	jg33763
OG0007557	XP_023638260.1	jg12908
OG0007558	XP_006307597.2	jg33688
OG0007559	XP_006305837.1	jg33678
OG0007560	XP_006304226.1	jg33673
OG0007561	XP_006307069.2	jg33649
OG0007562	XP_006303363.2	jg33619
OG0007563	XP_006304315.1	jg33549
OG0007564	XP_006306910.1	jg33535
OG0007565	XP_006307191.1	jg33506
OG0007566	XP_006294872.1	jg18740
OG0007567	XP_006296104.1	jg18759
OG0007568	XP_023639835.1	jg18764
OG0007569	XP_006290826.1	jg14266, jg14262
OG0007570	XP_006290745.1, XP_006279395.2	jg14177
OG0007571	XP_023641416.1	jg21676
OG0007572	XP_023634813.1	jg21707
OG0007573	XP_006279561.1	jg22004
OG0007574	XP_006279485.1	jg22030
OG0007576	XP_006280090.1	jg22037
OG0007577	XP_006280044.1	jg21639
OG0007578	XP_006280184.1	jg21699
OG0007579	XP_006280367.1	jg23046
OG0007580	XP_006306789.2, XP_006282564.1	jg11935
OG0007581	XP_006284506.2	jg11958
OG0007582	XP_006282600.2	jg11687
OG0007583	XP_006284212.1	jg11580
OG0007584	XP_006284538.2	jg11568
OG0007585	XP_006283246.1	jg11525
OG0007586	XP_006283302.1	jg11506
OG0007587	XP_006283531.2	jg11442
OG0007588	XP_006282443.1	jg11345
OG0007589	XP_006283701.1	jg11344
OG0007590	XP_006285669.2	jg11304
OG0007591	XP_023634954.1	jg11279
OG0007592	XP_006282514.1	jg11276
OG0007593	XP_006285217.1	jg11260
OG0007594	XP_006285268.1, XP_006279096.1	jg11219, jg11223
OG0007595	XP_023635013.1	jg11206
OG0007598	XP_006300826.1	jg2942
OG0007599	XP_006303029.1	jg2952
OG0007600	XP_006302810.1	jg2976
OG0007601	XP_006301097.1	jg2977
OG0007602	XP_006302251.1	jg3021
OG0007603	XP_006300550.2	jg3023
OG0007604	XP_006301143.1	jg3101
OG0007605	XP_006302897.1	jg3105
OG0007606	XP_006302742.2	jg3125
OG0007607	XP_006302328.1	jg2418
OG0007608	XP_006283639.1	jg9158
OG0007609	XP_006300869.1	jg2474
OG0007610	XP_006302571.1	jg2482
OG0007611	XP_023633694.1	jg9584
OG0007612	XP_006282820.1	jg9580
OG0007614	XP_006285300.1	jg9558
OG0007615	XP_006283327.1	jg9514
OG0007616	XP_023645995.1, XP_023640900.1	jg22039
OG0007617	XP_006291140.2	jg13335
OG0007618	XP_006292560.1	jg14985
OG0007619	XP_006300873.2	jg505
OG0007620	XP_006301318.1	jg464
OG0007621	XP_006282843.1	jg12571
OG0007622	XP_006284753.1	jg12572
OG0007623	XP_023638261.1	jg13767
OG0007624	XP_023639032.1	jg14076
OG0007625	XP_006281215.2	jg21572
OG0007626	XP_006290601.1	jg13453
OG0007627	XP_006290382.1	jg13417
OG0007628	XP_006293066.1	jg13376
OG0007629	XP_006292029.1	jg13366
OG0007630	XP_023638373.1	jg13360
OG0007631	XP_006290838.1	jg13325
OG0007632	XP_006292902.2	jg13299
OG0007633	XP_006281168.1	jg21762
OG0007634	XP_006301524.1	jg2594
OG0007635	XP_006302005.1	jg2586
OG0007636	XP_006302641.1	jg2582
OG0007637	XP_006301936.1	jg2575
OG0007638	XP_006302260.1	jg2574
OG0007639	XP_023642319.1	jg27138
OG0007641	XP_023637149.1	jg20441
OG0007642	XP_006280347.2	jg20447
OG0007643	XP_006281137.1	jg21397
OG0007644	XP_006281117.2	jg20454
OG0007645	XP_006280560.1	jg20460
OG0007646	XP_006279616.1	jg20461
OG0007647	XP_006280800.1	jg20463
OG0007649	XP_023639323.1	jg20555
OG0007650	XP_006285336.1	jg11964
OG0007651	XP_006280245.1	jg20568
OG0007652	XP_006306346.1	jg33074
OG0007653	XP_023645453.1	jg33075
OG0007654	XP_006285002.1	jg9881
OG0007655	XP_006306237.1	jg33146
OG0007656	XP_006306595.1	jg33154
OG0007657	XP_006304231.1	jg33167
OG0007658	XP_006304574.1	jg33197
OG0007659	XP_006304507.1	jg33227
OG0007660	XP_006306296.1	jg33264
OG0007661	XP_006307335.1	jg33284
OG0007662	XP_006307609.1	jg33322
OG0007663	XP_006304800.1	jg33325
OG0007664	XP_006304889.1	jg33334
OG0007665	XP_006305524.1	jg33370
OG0007666	XP_006307177.1	jg28819
OG0007667	XP_006307107.1	jg33392
OG0007668	XP_006306297.1	jg33394
OG0007669	XP_006304343.1	jg33424
OG0007670	XP_006305362.1, XP_006306194.1	jg33470
OG0007671	XP_006304958.1	jg30290
OG0007672	XP_006281946.1	jg21028
OG0007673	XP_006293595.1	jg16688
OG0007674	XP_006280430.2	jg21013, jg21011
OG0007675	XP_006279965.1	jg21005
OG0007676	XP_023639507.1	jg18447
OG0007677	XP_006294638.1	jg18452
OG0007678	XP_006295284.1	jg18489
OG0007679	XP_006293825.2	jg18490
OG0007680	XP_006296039.1	jg18496
OG0007681	XP_006295172.1	jg18503
OG0007682	XP_023640554.1, XP_006307028.1	jg18542
OG0007683	XP_006295160.1	jg18547
OG0007684	XP_006294696.2	jg18559
OG0007685	XP_006293570.1	jg18595
OG0007686	XP_006281348.1	jg21594
OG0007687	XP_006295109.1	jg18671
OG0007688	XP_006295043.1	jg18703
OG0007689	XP_006304035.1	jg29233
OG0007690	XP_006295617.1	jg18721
OG0007691	XP_006295062.1	jg18723
OG0007692	XP_006282736.2	jg10640
OG0007693	XP_006282800.1	jg10661
OG0007694	XP_006282471.1	jg10696
OG0007695	XP_006282609.1	jg10737
OG0007696	XP_006282804.2	jg10748
OG0007697	XP_023635261.1	jg10758
OG0007698	XP_023634532.1	jg10801
OG0007699	XP_006283488.1	jg10806
OG0007700	XP_006283799.1	jg10813
OG0007701	XP_006283775.1	jg10828
OG0007702	XP_006285463.1	jg10831
OG0007703	XP_006284139.1	jg10842
OG0007704	XP_006284129.1	jg10846
OG0007705	XP_006283484.1	jg10853
OG0007706	XP_006285372.1	jg10878
OG0007707	XP_006279620.1	jg20431
OG0007708	XP_023638341.1	jg14999
OG0007709	XP_006291860.1	jg14993
OG0007710	XP_006290377.1	jg14992
OG0007711	XP_006292776.1	jg14986
OG0007712	XP_006291865.1	jg14959
OG0007713	XP_006291985.1	jg14956
OG0007714	XP_006284373.1	jg10133
OG0007715	XP_006283603.1	jg10151
OG0007716	XP_006279826.1	jg21939
OG0007717	XP_006282311.1	jg21937
OG0007718	XP_006280174.1	jg21927
OG0007719	XP_023640639.1	jg21846
OG0007720	XP_006280007.1	jg21812
OG0007722	XP_006281278.1	jg21751
OG0007723	XP_006280262.1	jg21748
OG0007724	XP_023641295.1	jg27266
OG0007725	XP_023642665.1	jg27531
OG0007726	XP_006297287.1	jg27587
OG0007727	XP_006297462.1	jg27621
OG0007728	XP_006297630.1	jg27686
OG0007729	XP_006298069.1	jg27752
OG0007730	XP_006300017.1	jg27790
OG0007731	XP_006297442.2, XP_006279156.2	jg27807
OG0007732	XP_006298800.1	jg27848
OG0007733	XP_006282779.2	jg10073
OG0007734	XP_006284583.1	jg17253, jg10094
OG0007735	XP_023634150.1	jg10090
OG0007736	XP_006284175.1	jg10117
OG0007737	XP_023635289.1	jg10153
OG0007738	XP_006305083.1, XP_023634794.1	jg10232
OG0007739	XP_006283819.1	jg10237
OG0007740	XP_023635128.1, XP_023635127.1	jg10253
OG0007741	XP_023633650.1	jg10278
OG0007742	XP_006285154.1	jg10300
OG0007743	XP_006284541.1	jg10308
OG0007744	XP_006300843.1	jg369
OG0007745	XP_006284762.1	jg10571
OG0007746	XP_006284687.1	jg10564
OG0007747	XP_023634029.1	jg10552
OG0007748	XP_006283067.1	jg10542
OG0007749	XP_023636140.1, XP_006287747.1	jg7856
OG0007750	XP_006284288.1	jg10537
OG0007751	XP_006283838.1	jg10502
OG0007752	XP_006284004.2	jg10419
OG0007753	XP_006283396.1	jg10394
OG0007754	XP_006284907.1	jg10382
OG0007755	XP_006286889.1	jg32478
OG0007756	XP_006280388.1	jg23721
OG0007757	XP_006287566.2	jg7262
OG0007758	XP_006280831.1	jg21186
OG0007759	XP_023632609.1	jg21050
OG0007760	XP_006282729.1	jg11002
OG0007761	XP_006286159.1	jg10958
OG0007762	XP_006282732.1	jg10942
OG0007763	XP_006282590.1	jg10935
OG0007764	XP_023634046.1	jg10930
OG0007765	XP_023642192.1	jg24600
OG0007766	XP_006297859.1	jg23899
OG0007767	XP_006300020.1	jg23941
OG0007768	XP_006299626.1	jg23950
OG0007769	XP_006296811.1	jg23951
OG0007770	XP_006298510.1	jg23953
OG0007771	XP_006279638.1	jg23724
OG0007772	XP_006281171.1	jg23754
OG0007773	XP_006280758.1	jg23761
OG0007774	XP_023645753.1	jg23764
OG0007775	XP_006291443.1	jg15025
OG0007776	XP_006292277.1	jg16414
OG0007777	XP_006291308.1	jg16400, jg16408, jg16392, jg16399
OG0007778	XP_006291652.1	jg16388
OG0007779	XP_006290368.1	jg16363
OG0007781	XP_023638055.1	jg16313
OG0007782	XP_006292461.1	jg16289
OG0007783	XP_006293116.1	jg16288
OG0007784	XP_006291055.1	jg16281
OG0007785	XP_006291194.1	jg16278
OG0007786	XP_006291903.1	jg16255
OG0007787	XP_006291605.1	jg16241
OG0007788	XP_006290256.2	jg16238
OG0007789	XP_006291512.1	jg16217
OG0007790	XP_006292416.1	jg16207
OG0007791	XP_006291716.1	jg16203
OG0007792	XP_006292178.1	jg16181
OG0007793	XP_006292623.1	jg16179
OG0007794	XP_006292212.1	jg16175
OG0007795	XP_006292865.2	jg16124
OG0007796	XP_023639069.1	jg16115
OG0007797	XP_006285975.1	jg16095
OG0007798	XP_006291545.1	jg16075
OG0007799	XP_006290704.1	jg16067
OG0007800	XP_006295468.1	jg19724
OG0007801	XP_023639244.1	jg16019
OG0007802	XP_006293224.1	jg16015
OG0007803	XP_006291212.1	jg16000
OG0007804	XP_006290416.1	jg15999
OG0007805	XP_006292282.1	jg15985
OG0007806	XP_006294408.1	jg19666
OG0007807	XP_006291237.2	jg15950
OG0007808	XP_023638009.1	jg15941
OG0007809	XP_023638203.1	jg15914
OG0007810	XP_006291508.1	jg15913
OG0007811	XP_006293106.1	jg15903
OG0007812	XP_006291660.1	jg15898
OG0007813	XP_023638760.1	jg15890
OG0007814	XP_023639303.1	jg15836
OG0007815	XP_006280250.1	jg21693
OG0007817	XP_006290488.1	jg15784
OG0007818	XP_006291644.1	jg15772
OG0007819	XP_006292732.1	jg15669
OG0007820	XP_023638522.1	jg15684
OG0007821	XP_006290655.1	jg15685
OG0007822	XP_006290430.2	jg15620
OG0007823	XP_006290350.1	jg15590
OG0007824	XP_006280190.1	jg21372
OG0007825	XP_023638437.1	jg15489
OG0007826	XP_006292571.1	jg15573
OG0007827	XP_006291276.1	jg15535
OG0007828	XP_023637786.1	jg15484
OG0007829	XP_023637979.1	jg15402
OG0007830	XP_006293084.1	jg15398
OG0007831	XP_006291043.1	jg15380
OG0007832	XP_006292507.2	jg15378
OG0007833	XP_006291188.1	jg15375
OG0007834	XP_006292594.1	jg15371
OG0007835	XP_023637759.1	jg15370
OG0007836	XP_023637760.1	jg15369
OG0007837	XP_006291407.1	jg15368
OG0007838	XP_006292719.1	jg15351
OG0007839	XP_006306684.1	jg29691
OG0007840	XP_023638489.1	jg15325
OG0007841	XP_006291268.1	jg15314
OG0007842	XP_006291827.1	jg15297
OG0007843	XP_006291758.2	jg15285
OG0007844	XP_023638222.1	jg15244
OG0007845	XP_006291790.1	jg15222
OG0007846	XP_006293211.1	jg15197
OG0007847	XP_006282084.1	jg22163
OG0007848	XP_006279801.1	jg22157
OG0007849	XP_006281523.1	jg22078
OG0007850	XP_006280149.1	jg22072
OG0007851	XP_023643324.1	jg22064
OG0007852	XP_006280958.1	jg22062
OG0007853	XP_006280717.1	jg22049
OG0007854	XP_006279677.1	jg22048
OG0007855	XP_006283871.1	jg11056
OG0007856	XP_006296716.1	jg26768
OG0007857	XP_006298341.1	jg26792
OG0007858	XP_006299616.1	jg26793
OG0007859	XP_006297348.1	jg26852
OG0007860	XP_006298708.1	jg26933
OG0007861	XP_023641750.1	jg26997
