Orthogroup	Arabidopsis_lyrata_NCBI	Cardamine_amara
OG0008572	XP_020890122.1	evm.model.RL_3.346
OG0008573	XP_020890108.1	evm.model.RL_5.1000, evm.model.RL_3.331
OG0008574	XP_002888077.1	evm.model.RL_3.328
OG0008575	XP_020890088.1	evm.model.RL_3.324
OG0008576	XP_020891306.1	evm.model.RL_3.298
OG0008577	XP_020869317.1	evm.model.RL_5.1051
OG0008578	XP_020867017.1	evm.model.RL_5.1367
OG0008579	XP_002876765.1	evm.model.RL_7.2705
OG0008580	XP_002875094.1	evm.model.RL_7.2641
OG0008581	XP_020880019.1	evm.model.RL_7.2629
OG0008582	XP_020881088.1	evm.model.RL_7.2594
OG0008583	XP_002876842.1	evm.model.RL_7.2566
OG0008584	XP_002875207.1	evm.model.RL_7.2516
OG0008585	XP_002876893.1	evm.model.RL_7.2498
OG0008586	XP_002875265.1	evm.model.RL_7.2460
OG0008587	XP_002876935.1	evm.model.RL_7.2435
OG0008588	XP_020880390.1	evm.model.RL_7.2426
OG0008589	XP_020880634.1	evm.model.RL_7.2411
OG0008590	XP_020880967.1	evm.model.RL_7.2373
OG0008591	XP_020880230.1	evm.model.RL_7.2361
OG0008592	XP_020880413.1	evm.model.RL_7.2340
OG0008593	XP_020881618.1	evm.model.RL_7.2337
OG0008594	XP_002875359.1	evm.model.RL_7.2312
OG0008595	XP_020880279.1	evm.model.RL_7.2291
OG0008596	XP_020881033.1	evm.model.RL_5.1973
OG0008597	XP_002875402.1	evm.model.RL_7.2242
OG0008598	XP_002875403.1	evm.model.RL_7.2241
OG0008599	XP_020879744.1	evm.model.RL_7.2203
OG0008600	XP_020880258.1	evm.model.RL_7.2200
OG0008601	XP_020881954.1	evm.model.RL_7.2163
OG0008602	XP_002875475.1	evm.model.RL_7.2154
OG0008603	XP_002877137.1	evm.model.RL_7.2152
OG0008604	XP_020882324.1	evm.model.RL_7.2080
OG0008605	XP_002875515.1	evm.model.RL_7.2078
OG0008606	XP_020891676.1	evm.model.RL_3.1006
OG0008608	XP_020889692.1	evm.model.RL_3.957
OG0008609	XP_020891211.1	evm.model.RL_3.920
OG0008610	XP_002887868.1	evm.model.RL_3.10
OG0008611	XP_020890379.1	evm.model.RL_3.14
OG0008612	XP_002887890.1	evm.model.RL_3.39
OG0008613	XP_002887892.1	evm.model.RL_3.41
OG0008614	XP_002887921.1	evm.model.RL_3.77
OG0008615	XP_020891548.1	evm.model.RL_3.87
OG0008616	XP_020891384.1	evm.model.RL_1.2923, evm.model.RL_3.100
OG0008617	XP_002886416.1, XP_002886413.2, XP_002886406.2	evm.model.RL_3.164
OG0008618	XP_002886415.1, XP_002886405.1, XP_020890362.1	evm.model.RL_3.163
OG0008619	XP_002886441.1	evm.model.RL_3.186
OG0008620	XP_020891587.1	evm.model.RL_3.228
OG0008621	XP_002884916.1	evm.model.RL_1.1163
OG0008622	XP_020883257.1	evm.model.RL_8.1823
OG0008623	XP_002881762.1	evm.model.RL_6.2253
OG0008624	XP_020884298.1	evm.model.RL_6.2225
OG0008625	XP_020884137.1	evm.model.RL_6.2232
OG0008626	XP_020886599.1	evm.model.RL_1.841
OG0008627	XP_020879580.1	evm.model.RL_4.3168
OG0008628	XP_020886431.1	evm.model.RL_1.932
OG0008629	XP_002882690.1	evm.model.RL_1.980
OG0008630	XP_002884817.1	evm.model.RL_1.999
OG0008631	XP_020887368.1	evm.model.RL_1.1008
OG0008632	XP_002884847.1	evm.model.RL_1.1055
OG0008633	XP_020888213.1	evm.model.RL_1.1060
OG0008634	XP_020888254.1, XP_020888252.1	evm.model.RL_1.1097
OG0008635	XP_020888201.1	evm.model.RL_1.1107
OG0008636	XP_020888199.1	evm.model.RL_1.1108.1.687c87ec
OG0008637	XP_020888278.1	evm.model.RL_1.1125
OG0008638	XP_020888234.1	evm.model.RL_1.1140
OG0008639	XP_002865764.1	evm.model.RL_8.1060
OG0008640	XP_020871330.1, XP_020882581.1	evm.model.RL_8.1135
OG0008641	XP_002865797.1	evm.model.RL_8.1151, evm.model.RL_2.1745
OG0008642	XP_002865818.1	evm.model.RL_8.1171
OG0008643	XP_002865826.1	evm.model.RL_8.1191
OG0008644	XP_002865829.1	evm.model.RL_8.1194
OG0008645	XP_002864092.1	evm.model.RL_8.1209
OG0008646	XP_020884727.1	evm.model.RL_8.1269
OG0008647	XP_002864133.1	evm.model.RL_8.1281
OG0008648	XP_002865926.1	evm.model.RL_8.1367
OG0008649	XP_002864200.1	evm.model.RL_8.1385
OG0008650	XP_002865955.1	evm.model.RL_8.1413.2.687c855b
OG0008651	XP_002864216.1	evm.model.RL_8.1402
OG0008652	XP_020877901.1	evm.model.RL_8.1397
OG0008653	XP_020872011.1	evm.model.RL_8.1444.1.687c97c0
OG0008655	XP_020885204.1	evm.model.RL_8.1453
OG0008657	XP_020890010.1, XP_020871255.1	evm.model.RL_8.1502
OG0008658	XP_002864273.1	evm.model.RL_8.1466
OG0008659	XP_002866029.2	evm.model.RL_8.1514
OG0008660	XP_020870600.1	evm.model.RL_8.1523
OG0008661	XP_002866040.1	evm.model.RL_8.1528
OG0008662	XP_002864367.1	evm.model.RL_8.1588
OG0008663	XP_002866077.1	evm.model.RL_8.1604
OG0008664	XP_002866082.1	evm.model.RL_8.1614
OG0008665	XP_002864397.1	evm.model.RL_8.1637
OG0008666	XP_020871114.1	evm.model.RL_8.1645
OG0008667	XP_002864403.1	evm.model.RL_8.1646
OG0008669	XP_020871324.1	evm.model.RL_8.1710
OG0008670	XP_002866138.1	evm.model.RL_8.1712
OG0008671	XP_002866155.1	evm.model.RL_8.1730
OG0008672	XP_020885454.1	evm.model.RL_8.1746
OG0008673	XP_020888738.1	evm.model.RL_8.1748
OG0008674	XP_002866175.1	evm.model.RL_8.1774
OG0008675	XP_020885786.1	evm.model.RL_8.1788
OG0008676	XP_020866733.1	evm.model.RL_8.1795
OG0008677	XP_020871616.1	evm.model.RL_8.1806
OG0008678	XP_002864522.1	evm.model.RL_8.1838
OG0008679	XP_020870801.1	evm.model.RL_8.1862
OG0008680	XP_002866245.1	evm.model.RL_8.1878
OG0008681	XP_002864546.1	evm.model.RL_8.1879
OG0008682	XP_020882963.1	evm.model.RL_4.740
OG0008683	XP_002863831.1	evm.model.RL_4.750
OG0008684	XP_020871317.1	evm.model.RL_4.751
OG0008685	XP_020878060.1	evm.model.RL_4.2295
OG0008686	XP_002871558.1	evm.model.RL_4.2297
OG0008687	XP_002871546.1	evm.model.RL_4.2314
OG0008688	XP_020878896.1	evm.model.RL_4.2317
OG0008689	XP_002871544.2	evm.model.RL_4.2318
OG0008690	XP_020876649.1	evm.model.RL_4.2323
OG0008691	XP_002873565.1	evm.model.RL_4.2350
OG0008692	XP_020875810.1	evm.model.RL_4.2354
OG0008693	XP_002873554.1	evm.model.RL_4.2367
OG0008694	XP_002873540.1	evm.model.RL_4.2389
OG0008695	XP_002873534.1	evm.model.RL_4.2402
OG0008696	XP_020878856.1	evm.model.RL_4.2404
OG0008697	XP_002871498.1	evm.model.RL_4.2412
OG0008698	XP_020876789.1	evm.model.RL_4.2456
OG0008699	XP_002873472.1	evm.model.RL_4.2512
OG0008700	XP_002873461.1	evm.model.RL_4.2532
OG0008702	XP_020879428.1, XP_002873442.1	evm.model.RL_4.2562
OG0008703	XP_002873428.1	evm.model.RL_4.2594
OG0008704	XP_020877966.1	evm.model.RL_4.2617
OG0008705	XP_020879534.1	evm.model.RL_4.2622
OG0008706	XP_020877302.1	evm.model.RL_4.2653
OG0008707	XP_002871352.1	evm.model.RL_4.2678
OG0008708	XP_002873373.1	evm.model.RL_4.2680
OG0008709	XP_020878144.1	evm.model.RL_4.2704
OG0008710	XP_002873348.1	evm.model.RL_4.2726
OG0008711	XP_002873333.1	evm.model.RL_4.2757
OG0008712	XP_020876613.1	evm.model.RL_4.2761
OG0008713	XP_020878020.1	evm.model.RL_4.2769
OG0008714	XP_002871278.1	evm.model.RL_4.2788
OG0008715	XP_002868078.1	evm.model.RL_2.1275
OG0008716	XP_002870092.1	evm.model.RL_2.1316
OG0008717	XP_020872104.1	evm.model.RL_2.1321
OG0008718	XP_020872424.1	evm.model.RL_2.1331
OG0008721	XP_020874070.1	evm.model.RL_2.1351
OG0008722	XP_002870069.1	evm.model.RL_2.1368
OG0008723	XP_002867978.1	evm.model.RL_2.1435
OG0008724	XP_020867529.1	evm.model.RL_4.291
OG0008725	XP_020874534.1	evm.model.RL_2.1474
OG0008726	XP_002869997.1	evm.model.RL_2.1477
OG0008727	XP_002867938.2	evm.model.RL_2.1495
OG0008728	XP_020874296.1	evm.model.RL_2.1502
OG0008729	XP_002867932.1	evm.model.RL_2.1512
OG0008730	XP_002867898.1	evm.model.RL_2.1549
OG0008731	XP_020872857.1	evm.model.RL_2.1552
OG0008732	XP_020872465.1	evm.model.RL_2.1567
OG0008733	XP_002869928.1	evm.model.RL_4.415, evm.model.RL_2.1588
OG0008734	XP_002869913.2	evm.model.RL_2.1611
OG0008735	XP_020886920.1, XP_020875595.1	evm.model.RL_2.1627
OG0008736	XP_002869886.1	evm.model.RL_2.1649
OG0008737	XP_020873558.1	evm.model.RL_2.1687
OG0008738	XP_002867758.1	evm.model.RL_2.1764
OG0008739	XP_020877685.1	evm.model.RL_8.555
OG0008740	XP_020873637.1	evm.model.RL_2.1778.1.687c86e3
OG0008741	XP_020873428.1	evm.model.RL_2.1794
OG0008743	XP_020873599.1	evm.model.RL_2.1810
OG0008744	XP_020873421.1	evm.model.RL_2.1818
OG0008745	XP_020873419.1	evm.model.RL_2.1862
OG0008746	XP_002887304.2	evm.model.RL_3.1442.3.687c84bc
OG0008747	XP_002869758.1	evm.model.RL_2.1902
OG0008748	XP_002872510.1	evm.model.RL_8.747
OG0008749	XP_002893773.1	evm.model.RL_5.2614
OG0008750	XP_020868478.1	evm.model.RL_5.2560
OG0008751	XP_020868483.1	evm.model.RL_5.2549
OG0008752	XP_020870382.1	evm.model.RL_5.2542
OG0008753	XP_020870139.1	evm.model.RL_5.2523
OG0008754	XP_020869395.1	evm.model.RL_5.2470
OG0008755	XP_002893992.1	evm.model.RL_5.2327
OG0008756	XP_002891292.1	evm.model.RL_5.2328
OG0008757	XP_020869260.1	evm.model.RL_5.3130
OG0008758	XP_020868860.1	evm.model.RL_5.2295
OG0008759	XP_002893494.1	evm.model.RL_5.3104
OG0008760	XP_002893517.1	evm.model.RL_5.3068
OG0008761	XP_002888926.1	evm.model.RL_3.1739
OG0008762	XP_020869318.1	evm.model.RL_5.3002
OG0008763	XP_002890801.1	evm.model.RL_5.2997
OG0008764	XP_020867531.1	evm.model.RL_5.2954
OG0008765	XP_002890885.1	evm.model.RL_5.2868
OG0008766	XP_020869701.1	evm.model.RL_5.2850
OG0008767	XP_002893652.1	evm.model.RL_5.2844
OG0008768	XP_020867863.1	evm.model.RL_5.2835
OG0008769	XP_020875052.1	evm.model.RL_2.3095
OG0008770	XP_020874956.1	evm.model.RL_2.3100
OG0008771	XP_002869047.1	evm.model.RL_2.3129
OG0008772	XP_020874307.1	evm.model.RL_2.3169
OG0008773	XP_002869025.1	evm.model.RL_2.3190
OG0008774	XP_020872293.1	evm.model.RL_2.3221
OG0008775	XP_002869002.1	evm.model.RL_2.3233
OG0008776	XP_020874971.1	evm.model.RL_2.3239
OG0008777	XP_020875640.1	evm.model.RL_2.3243
OG0008778	XP_002868962.1	evm.model.RL_2.3292.1.687c86e8
OG0008779	XP_002866930.1	evm.model.RL_2.3294
OG0008780	XP_020872846.1	evm.model.RL_2.3315.1.687c86e8
OG0008781	XP_002868943.1	evm.model.RL_2.3324
OG0008782	XP_020872367.1, XP_002866909.1	evm.model.RL_2.3326
OG0008783	XP_020874393.1	evm.model.RL_2.3354
OG0008784	XP_020872550.1	evm.model.RL_2.3406
OG0008785	XP_002867489.1	evm.model.RL_4.2491, evm.model.RL_2.2277.3.687c86e5
OG0008786	XP_020874640.1	evm.model.RL_2.569
OG0008787	XP_020875059.1	evm.model.RL_2.547
OG0008788	XP_002870862.1	evm.model.RL_2.405
OG0008790	XP_002870798.1	evm.model.RL_2.300
OG0008791	XP_002893669.1	evm.model.RL_8.59, evm.model.RL_5.2836
OG0008793	XP_002893702.1	evm.model.RL_5.2747
OG0008794	XP_020883711.1	evm.model.RL_6.1656
OG0008796	XP_020882856.1	evm.model.RL_6.1485
OG0008797	XP_002863668.1, XP_002862895.2, XP_002862894.1, XP_002863670.1	evm.model.RL_4.547
OG0008798	XP_002863705.1	evm.model.RL_4.590.1.687c86cf
OG0008799	XP_020871843.1	evm.model.RL_4.613.1.687c86cf
OG0008800	XP_020883901.1	evm.model.RL_6.2710
OG0008801	XP_002865562.1	evm.model.RL_4.705
OG0008802	XP_002874623.1	evm.model.RL_8.746
OG0008803	XP_020878308.1	evm.model.RL_8.665
OG0008805	XP_020877697.1	evm.model.RL_8.558.2.687c8557
OG0008806	XP_020877728.1	evm.model.RL_8.547
OG0008807	XP_002874771.1	evm.model.RL_8.544
OG0008809	XP_020878411.1	evm.model.RL_8.451
OG0008810	XP_020876407.1	evm.model.RL_8.418
OG0008811	XP_002867858.1	evm.model.RL_2.1631
OG0008812	XP_002865365.1	evm.model.RL_4.414
OG0008813	XP_002863566.1	evm.model.RL_4.409
OG0008814	XP_020891092.1	evm.model.RL_4.382
OG0008815	XP_002863535.1, XP_002865286.1	evm.model.RL_4.351
OG0008816	XP_002863489.1	evm.model.RL_4.300
OG0008817	XP_020871630.1	evm.model.RL_4.244
OG0008818	XP_002865219.1	evm.model.RL_4.238
OG0008819	XP_020868342.1	evm.model.RL_4.138
OG0008820	XP_002865162.1	evm.model.RL_4.133
OG0008821	XP_020887097.1	evm.model.RL_4.97
OG0008822	XP_002863326.1	evm.model.RL_4.16
OG0008823	XP_020884195.1	evm.model.RL_4.15
OG0008824	XP_020873163.1	evm.model.RL_2.614
OG0008825	XP_002863290.1	evm.model.RL_2.769
OG0008826	XP_020876124.1	evm.model.RL_2.818
OG0008827	XP_002863159.2	evm.model.RL_2.823.1.687c86e1, evm.model.RL_6.1337
OG0008828	XP_002863127.1	evm.model.RL_2.851
OG0008829	XP_002885629.1	evm.model.RL_1.2324
OG0008830	XP_002868304.1	evm.model.RL_2.929
OG0008831	XP_002868296.1	evm.model.RL_2.946
OG0008832	XP_002868291.1	evm.model.RL_2.954
OG0008833	XP_020874697.1	evm.model.RL_2.1005.1.687c86e2
OG0008834	XP_002868223.2	evm.model.RL_2.1042
OG0008835	XP_020875428.1	evm.model.RL_2.1047
OG0008836	XP_020872794.1	evm.model.RL_1.2900
OG0008837	XP_002868198.1	evm.model.RL_2.1078
OG0008839	XP_002868619.1	evm.model.RL_7.2103, evm.model.RL_2.96
OG0008840	XP_002868644.2	evm.model.RL_2.52
OG0008841	XP_002870652.1	evm.model.RL_2.104
OG0008842	XP_020875424.1	evm.model.RL_2.102
OG0008843	XP_002868585.1	evm.model.RL_2.153
OG0008844	XP_020875603.1	evm.model.RL_2.180
OG0008845	XP_002870604.2	evm.model.RL_2.188
OG0008846	XP_020883158.1	evm.model.RL_6.2952
OG0008847	XP_020874861.1, XP_020884407.1	evm.model.RL_6.2945
OG0008848	XP_002882136.1, XP_020874885.1	evm.model.RL_6.2941
OG0008849	XP_002880260.1	evm.model.RL_6.2814
OG0008850	XP_002880255.1	evm.model.RL_6.2807
OG0008851	XP_020884075.1	evm.model.RL_6.2795
OG0008852	XP_002880221.1	evm.model.RL_6.2759
OG0008853	XP_002882050.1	evm.model.RL_6.2752
OG0008854	XP_020885574.1	evm.model.RL_6.2712
OG0008855	XP_020882833.1	evm.model.RL_6.2677
OG0008856	XP_002882001.1	evm.model.RL_6.2654
OG0008857	XP_002880158.1	evm.model.RL_6.2646
OG0008858	XP_002880154.1	evm.model.RL_6.2639
OG0008859	XP_020882474.1	evm.model.RL_7.343
OG0008860	XP_002880093.1	evm.model.RL_6.2544
OG0008861	XP_002880080.1	evm.model.RL_6.2530
OG0008862	XP_020885056.1	evm.model.RL_6.2526
OG0008863	XP_020882654.1	evm.model.RL_6.2525
OG0008864	XP_020884221.1	evm.model.RL_6.2505
OG0008865	XP_020883301.1	evm.model.RL_6.2456
OG0008866	XP_020885826.1	evm.model.RL_6.2431
OG0008867	XP_020880567.1	evm.model.RL_7.451.5.687c84b4
OG0008868	XP_020884015.1	evm.model.RL_6.2393
OG0008869	XP_002862495.1, XP_002879984.1	evm.model.RL_6.2364
OG0008870	XP_002881841.1, XP_002862496.1	evm.model.RL_6.2362
OG0008871	XP_002879982.1	evm.model.RL_6.2358
OG0008872	XP_002871491.1	evm.model.RL_4.2416
OG0008873	XP_020884034.1	evm.model.RL_6.2312
OG0008874	XP_020884199.1	evm.model.RL_6.2299
OG0008875	XP_020883889.1	evm.model.RL_6.2277
OG0008876	XP_020883886.1	evm.model.RL_6.2276
OG0008877	XP_002870929.1	evm.model.RL_1.3088, evm.model.RL_4.3373
OG0008878	XP_020876846.1	evm.model.RL_4.3359
OG0008879	XP_002870938.1	evm.model.RL_4.3354
OG0008880	XP_020876700.1	evm.model.RL_4.3341
OG0008881	XP_002870972.1	evm.model.RL_4.3298
OG0008882	XP_002870987.1	evm.model.RL_4.3266
OG0008883	XP_020877442.1	evm.model.RL_4.3225
OG0008884	XP_020879145.1	evm.model.RL_4.3164
OG0008885	XP_020878220.1	evm.model.RL_4.3154
OG0008886	XP_020876684.1	evm.model.RL_4.3137
OG0008887	XP_020878499.1	evm.model.RL_4.3110
OG0008888	XP_020877967.1	evm.model.RL_4.1713.1.687c86d5
OG0008889	XP_002873955.1	evm.model.RL_4.1687
OG0008890	XP_002873958.2	evm.model.RL_4.1682
OG0008891	XP_002871903.1	evm.model.RL_4.1676
OG0008892	XP_002871924.1	evm.model.RL_4.1633
OG0008893	XP_002871925.1	evm.model.RL_4.1631
OG0008894	XP_002871905.1	evm.model.RL_4.1674
OG0008895	XP_002874000.1	evm.model.RL_4.1599
OG0008896	XP_002866399.2	evm.model.RL_8.2154
OG0008897	XP_002871962.2	evm.model.RL_4.1562
OG0008898	XP_020877927.1	evm.model.RL_4.1560
OG0008899	XP_020877224.1	evm.model.RL_4.1540.1.687c86d4
OG0008900	XP_002871976.1	evm.model.RL_4.1534
OG0008901	XP_002874035.2	evm.model.RL_4.1531
OG0008902	XP_020877824.1	evm.model.RL_4.1520
OG0008903	XP_002874065.1	evm.model.RL_4.1480
OG0008904	XP_020875807.1	evm.model.RL_4.1475
OG0008905	XP_002874096.1	evm.model.RL_4.1440
OG0008906	XP_002872028.1	evm.model.RL_4.1422
OG0008907	XP_002866391.2	evm.model.RL_8.2138
OG0008908	XP_020887607.1	evm.model.RL_8.2100
OG0008909	XP_002866581.1	evm.model.RL_8.2458
OG0008910	XP_020884068.1	evm.model.RL_8.2071
OG0008911	XP_020884083.1	evm.model.RL_8.2070
OG0008912	XP_020884140.1, XP_002862718.1	evm.model.RL_8.2065
OG0008913	XP_020871499.1	evm.model.RL_8.2057
OG0008914	XP_002866346.1	evm.model.RL_8.2053
OG0008915	XP_002864612.1, XP_002863037.1	evm.model.RL_8.2002
OG0008916	XP_020874688.1, XP_020871089.1	evm.model.RL_8.1989
OG0008917	XP_002866338.1	evm.model.RL_8.2037
OG0008918	XP_020870133.1	evm.model.RL_8.2008
OG0008919	XP_020885125.1	evm.model.RL_8.1981.1.687c855e
OG0008920	XP_020871705.1	evm.model.RL_8.1977
OG0008921	XP_020871288.1, XP_020872986.1	evm.model.RL_8.1973
OG0008922	XP_020869831.1	evm.model.RL_8.2447
OG0008923	XP_002864871.1	evm.model.RL_8.2453.1.687c8561
OG0008924	XP_020870699.1	evm.model.RL_5.677
OG0008925	XP_002864878.1	evm.model.RL_8.2473
OG0008926	XP_020870016.1, XP_020883691.1	evm.model.RL_8.2500
OG0008926	XP_020883686.1	evm.model.RL_1.2564
OG0008927	XP_020879555.1	evm.model.RL_8.2514
OG0008928	XP_002864912.1	evm.model.RL_8.2547
OG0008929	XP_020871889.1	evm.model.RL_8.2561
OG0008930	XP_020884850.1	evm.model.RL_8.2587
OG0008931	XP_002864940.1	evm.model.RL_8.2595
OG0008932	XP_002866651.1	evm.model.RL_8.2597
OG0008933	XP_002864987.2	evm.model.RL_8.2686
OG0008934	XP_002864994.1	evm.model.RL_8.2696
OG0008935	XP_002866705.1	evm.model.RL_8.2715
OG0008936	XP_020882263.1	evm.model.RL_8.2726
OG0008937	XP_020871940.1	evm.model.RL_8.2762
OG0008938	XP_020866132.1	evm.model.RL_8.2777
OG0008939	XP_020883213.1	evm.model.RL_8.2779
OG0008940	XP_002865052.1	evm.model.RL_8.2791
OG0008941	XP_020889340.1	evm.model.RL_8.2804
OG0008942	XP_002865067.1	evm.model.RL_8.2811
OG0008943	XP_002865069.1	evm.model.RL_8.2813
OG0008944	XP_020868073.1	evm.model.RL_8.2821
OG0008945	XP_020883935.1	evm.model.RL_8.2843
OG0008946	XP_002866780.1	evm.model.RL_8.2863
OG0008947	XP_020878086.1	evm.model.RL_8.85
OG0008948	XP_002892043.1	evm.model.RL_8.2887
OG0008949	XP_002872956.2	evm.model.RL_8.55
OG0008950	XP_020878834.1	evm.model.RL_8.45
OG0008951	XP_020876519.1	evm.model.RL_8.42
OG0008952	XP_002872896.1	evm.model.RL_8.103
OG0008953	XP_020879449.1	evm.model.RL_8.139
OG0008954	XP_020878933.1	evm.model.RL_8.229
OG0008955	XP_002874943.1	evm.model.RL_8.162
OG0008956	XP_002880726.1	evm.model.RL_6.514
OG0008957	XP_020879162.1	evm.model.RL_8.247
OG0008958	XP_020878174.1	evm.model.RL_8.298
OG0008959	XP_020879176.1	evm.model.RL_8.308
OG0008960	XP_020876356.1	evm.model.RL_8.342
OG0008961	XP_020876403.1	evm.model.RL_8.344
OG0008962	XP_020882947.1	evm.model.RL_6.1420
OG0008963	XP_002863628.1	evm.model.RL_4.487
OG0008964	XP_020871619.1	evm.model.RL_4.490
OG0008965	XP_020871090.1	evm.model.RL_4.515
OG0008966	XP_002865417.1	evm.model.RL_4.529
OG0008967	XP_020884400.1	evm.model.RL_6.1415
OG0008968	XP_020885627.1, XP_020886883.1	evm.model.RL_6.1402
OG0008969	XP_002879442.1	evm.model.RL_6.1410
OG0008970	XP_020884312.1	evm.model.RL_6.1372
OG0008971	XP_020884464.1	evm.model.RL_6.1379
OG0008972	XP_020882868.1	evm.model.RL_6.1349
OG0008973	XP_002879396.1	evm.model.RL_6.1345
OG0008974	XP_002881230.1	evm.model.RL_6.1341
OG0008975	XP_002894568.1	evm.model.RL_5.3
OG0008977	XP_002881174.1	evm.model.RL_6.1237
OG0008978	XP_020883393.1	evm.model.RL_6.1223
OG0008979	XP_002881157.1	evm.model.RL_6.1204
OG0008980	XP_020884623.1	evm.model.RL_6.1181, evm.model.RL_6.1224
OG0008981	XP_002879276.1	evm.model.RL_6.1161, evm.model.RL_6.1162
OG0008982	XP_002881097.1	evm.model.RL_6.1121
OG0008983	XP_002881092.1, XP_002862558.2	evm.model.RL_6.1118
OG0008985	XP_020882830.1	evm.model.RL_6.1010
OG0008986	XP_002881026.2, XP_002862801.2	evm.model.RL_6.1008
OG0008987	XP_020885601.1	evm.model.RL_6.995
OG0008988	XP_020885054.1	evm.model.RL_6.992
OG0008989	XP_002880999.1	evm.model.RL_6.968
OG0008991	XP_020884453.1	evm.model.RL_6.940
OG0008992	XP_020884515.1	evm.model.RL_6.931
OG0008993	XP_002880951.1	evm.model.RL_6.910
OG0008994	XP_002880971.1	evm.model.RL_6.874
OG0008995	XP_002879140.1	evm.model.RL_6.872
OG0008996	XP_020884278.1	evm.model.RL_6.804
OG0008997	XP_002880904.2	evm.model.RL_6.816
OG0008998	XP_002880911.1	evm.model.RL_6.823
OG0008999	XP_002880921.1	evm.model.RL_6.837
OG0009000	XP_020877676.1, XP_002880886.1	evm.model.RL_6.795
OG0009001	XP_020882815.1	evm.model.RL_6.575
OG0009002	XP_020883367.1	evm.model.RL_6.491
OG0009003	XP_020885042.1	evm.model.RL_6.490
OG0009004	XP_020874347.1	evm.model.RL_2.2261
OG0009005	XP_002867503.1	evm.model.RL_2.2257
OG0009006	XP_002869580.1	evm.model.RL_2.2223
OG0009007	XP_020887381.1	evm.model.RL_1.75
OG0009008	XP_002884279.1	evm.model.RL_1.73
OG0009009	XP_020886095.1	evm.model.RL_1.72
OG0009010	XP_020887863.1	evm.model.RL_1.48
OG0009011	XP_020886882.1	evm.model.RL_1.49
OG0009012	XP_020887817.1	evm.model.RL_1.37
OG0009013	XP_002867567.1	evm.model.RL_2.2153
OG0009014	XP_020873765.1	evm.model.RL_2.2212
OG0009015	XP_020873835.1	evm.model.RL_2.2199
OG0009016	XP_020886317.1	evm.model.RL_1.111
OG0009017	XP_002884306.1	evm.model.RL_1.129
OG0009018	XP_020887334.1	evm.model.RL_1.171
OG0009019	XP_020886871.1	evm.model.RL_1.178
OG0009020	XP_002882254.1	evm.model.RL_1.205
OG0009021	XP_020887905.1	evm.model.RL_1.214
OG0009022	XP_002884353.1	evm.model.RL_1.229
OG0009023	XP_020887187.1	evm.model.RL_1.236
OG0009024	XP_002884361.1	evm.model.RL_1.237
OG0009025	XP_020888670.1	evm.model.RL_1.261
OG0009026	XP_020888931.1	evm.model.RL_1.286
OG0009027	XP_020887037.1	evm.model.RL_1.320
OG0009028	XP_002884425.1	evm.model.RL_1.327
OG0009029	XP_020887019.1	evm.model.RL_1.328
OG0009030	XP_020888614.1	evm.model.RL_1.346
OG0009031	XP_020886790.1	evm.model.RL_1.360.2.687c87ea
OG0009032	XP_020888471.1	evm.model.RL_1.377.1.687c87ea
OG0009033	XP_020888964.1	evm.model.RL_1.382
OG0009034	XP_020888960.1	evm.model.RL_1.386
OG0009035	XP_002882379.1	evm.model.RL_1.406
OG0009036	XP_020886887.1	evm.model.RL_1.435
OG0009037	XP_002884494.1	evm.model.RL_1.440
OG0009038	XP_020887072.1	evm.model.RL_1.494
OG0009039	XP_020887063.1	evm.model.RL_1.498
OG0009040	XP_020887652.1	evm.model.RL_1.543
OG0009041	XP_020886810.1	evm.model.RL_1.562
OG0009042	XP_020886774.1	evm.model.RL_1.588
OG0009043	XP_020887671.1	evm.model.RL_1.602
OG0009044	XP_020885978.1	evm.model.RL_1.633, evm.model.RL_1.631
OG0009045	XP_002884625.1	evm.model.RL_1.650.2.687c87eb
OG0009046	XP_002865681.1	evm.model.RL_4.858
OG0009047	XP_020886553.1	evm.model.RL_1.673
OG0009048	XP_020887489.1	evm.model.RL_1.676
OG0009049	XP_020889414.1	evm.model.RL_1.678
OG0009050	XP_002882558.2	evm.model.RL_1.746
