Orthogroup	Arabidopsis_lyrata_NCBI	Erysimum_linariifolium
OG0007567	XP_020888293.1	El005G248110
OG0007568	XP_002882774.1	El005G248130
OG0007569	XP_002876404.2	El001G028690
OG0007570	XP_020883228.1	El007G344830
OG0007571	XP_020866797.1	El007G365840
OG0007572	XP_020869253.1	El002G130140
OG0007573	XP_020871173.1	El007G343530
OG0007574	XP_002864075.1	El007G343470
OG0007575	XP_002865825.1	El007G343370
OG0007576	XP_020879409.1	El007G343330
OG0007577	XP_002869217.1	El003G149320
OG0007578	XP_002864174.1	El007G341140
OG0007579	XP_020866449.1	El007G339830
OG0007580	XP_020871083.1	El007G339910
OG0007581	XP_002865954.1	El007G340040
OG0007582	XP_002864215.1	El007G340160
OG0007583	XP_002865951.2	El007G340190
OG0007584	XP_002864237.1	El007G339780, El006G299870
OG0007585	XP_020868326.1	El007G339700
OG0007586	XP_020871546.1	El007G338550
OG0007587	XP_002866009.1	El007G338760
OG0007588	XP_002864328.1	El007G338010
OG0007589	XP_020871906.1	El007G337830
OG0007590	XP_020871693.1	El007G337390
OG0007591	XP_020886956.1	El007G336520
OG0007592	XP_002864415.1	El007G336260
OG0007593	XP_002888517.1, XP_002886967.1, XP_002864429.1	El007G336060
OG0007594	XP_002864440.1	El007G335960
OG0007595	XP_002889875.1	El002G094840
OG0007596	XP_002866171.1	El007G335040
OG0007597	XP_020877944.1	El007G334860
OG0007598	XP_002864493.1	El007G334830
OG0007599	XP_020868644.1	El007G334750
OG0007600	XP_002864516.1	El007G334330
OG0007601	XP_002864517.1	El007G334260
OG0007602	XP_020871802.1	El007G333930
OG0007603	XP_002866232.1	El007G333780
OG0007604	XP_020872025.1	El007G333370
OG0007605	XP_002872270.1	El001G049450
OG0007606	XP_020877586.1	El001G068320
OG0007607	XP_002873601.1	El001G068580
OG0007608	XP_002873597.2	El001G068660
OG0007609	XP_020877357.1	El001G068720
OG0007610	XP_020879131.1	El001G068850
OG0007611	XP_002873568.1	El001G069110
OG0007612	XP_002873560.1	El001G069240
OG0007613	XP_020876518.1	El001G069400
OG0007614	XP_020878594.1	El001G069490
OG0007615	XP_020878317.1	El001G069580
OG0007616	XP_020877547.1	El001G069760
OG0007617	XP_002873516.1	El001G070180
OG0007618	XP_020878520.1	El001G070210
OG0007619	XP_002871466.1	El001G070440
OG0007620	XP_020879480.1	El001G070880
OG0007621	XP_002873467.1	El001G071290
OG0007622	XP_002871365.1	El001G072810
OG0007623	XP_002873374.1	El001G073040
OG0007624	XP_020877629.1	El001G073160
OG0007625	XP_002871330.1	El001G073250
OG0007626	XP_002873345.1	El001G073630
OG0007627	XP_002871309.1	El001G073670
OG0007628	XP_020876615.1	El001G073900
OG0007629	XP_002871263.1	El001G074510
OG0007630	XP_002871260.1	El001G074570
OG0007632	XP_002868034.1	El003G168990
OG0007633	XP_002868028.2	El003G168830
OG0007634	XP_020874565.1	El003G168710
OG0007635	XP_020874386.1	El003G168650
OG0007636	XP_020873919.1	El003G168150
OG0007637	XP_002872682.1	El001G005710
OG0007638	XP_020874305.1	El003G167420
OG0007639	XP_020874536.1	El003G167300
OG0007640	XP_020874457.1	El003G166970
OG0007641	XP_020874820.1	El003G166590
OG0007642	XP_002867901.1	El003G165890
OG0007643	XP_002869949.1	El003G165730
OG0007643	XP_020881145.1	El007G361600
OG0007644	XP_002864774.1	El007G328570
OG0007645	XP_020875644.1	El003G165360
OG0007646	XP_020873941.1	El003G165090
OG0007647	XP_002872738.1	El001G004770
OG0007648	XP_020873263.1	El003G164630
OG0007649	XP_002867832.1	El003G164250
OG0007650	XP_002867795.1	El003G163590
OG0007651	XP_002869840.1	El003G163550
OG0007652	XP_002867780.2	El003G163400
OG0007653	XP_020873706.1	El003G163250
OG0007654	XP_020873320.1	El003G162970
OG0007655	XP_002869817.2	El003G162890
OG0007656	XP_020873604.1	El003G162790
OG0007657	XP_020873584.1	El003G162600
OG0007658	XP_020873425.1	El003G162390
OG0007659	XP_020873451.1	El003G162320
OG0007660	XP_020873682.1	El003G161450
OG0007661	XP_002869767.1	El003G161250
OG0007662	XP_002867683.2	El003G160960
OG0007663	XP_020868150.1	El002G120950
OG0007664	XP_020867956.1	El002G120990
OG0007665	XP_020870413.1	El002G121160
OG0007666	XP_002893798.1	El002G122180
OG0007667	XP_002891109.1	El002G123270
OG0007668	XP_020869568.1	El002G125120
OG0007669	XP_020867251.1	El002G128190
OG0007670	XP_020870052.1	El002G130580
OG0007671	XP_020866163.1	El002G129400
OG0007672	XP_020868955.1	El002G130680
OG0007673	XP_020885965.1	El005G242990
OG0007674	XP_020867717.1	El002G113720
OG0007675	XP_020866568.1	El002G113940
OG0007676	XP_020874365.1, XP_002878815.1	El006G315920
OG0007677	XP_020866525.1	El002G114230
OG0007678	XP_020868878.1	El002G114330
OG0007679	XP_002890798.1	El002G115080
OG0007680	XP_002890853.1	El002G116360
OG0007681	XP_020866900.1	El002G116650
OG0007682	XP_002890888.1	El002G117360
OG0007683	XP_002890890.1	El002G117380
OG0007684	XP_002890896.2	El002G117450
OG0007685	XP_002867069.1	El003G146740
OG0007686	XP_020878375.1	El001G079630
OG0007687	XP_020873010.1	El003G146410
OG0007688	XP_002869049.1	El003G146240
OG0007689	XP_020875306.1	El003G146180
OG0007690	XP_020874273.1	El003G145900
OG0007691	XP_020873066.1	El003G145680
OG0007692	XP_002869031.1	El003G145660
OG0007693	XP_020875402.1	El003G145430
OG0007694	XP_020872237.1	El003G145180
OG0007695	XP_002880505.1	El006G318450
OG0007696	XP_020874746.1	El003G145030
OG0007697	XP_020875549.1	El003G144520
OG0007698	XP_020874972.1	El003G144650
OG0007699	XP_020875486.1	El003G144360
OG0007700	XP_020875498.1	El003G172940, El003G144350
OG0007701	XP_020872863.1	El003G144200
OG0007702	XP_020872847.1	El003G143910
OG0007703	XP_002866910.1	El003G143770
OG0007704	XP_020872230.1	El003G143510
OG0007705	XP_002868925.2	El003G143270
OG0007706	XP_002868910.1	El003G143010
OG0007707	XP_020873875.1	El003G141970
OG0007708	XP_020873019.1	El003G182840
OG0007709	XP_020875000.1	El003G185500
OG0007710	XP_002868750.1	El003G188450
OG0007711	XP_002879528.2	El006G296120
OG0007712	XP_020884507.1	El006G296030
OG0007713	XP_002881379.1	El006G295940
OG0007714	XP_020868765.1	El002G093140
OG0007715	XP_020889642.1, XP_020867427.1	El002G118270
OG0007716	XP_020877779.1	El001G062590
OG0007717	XP_002879543.1	El006G295820
OG0007718	XP_002879539.1	El006G295860
OG0007719	XP_020878361.1	El001G009880
OG0007720	XP_002874500.1	El001G010480
OG0007721	XP_020877506.1	El001G011150
OG0007722	XP_002893591.2	El002G116010
OG0007723	XP_002881326.1	El006G297180
OG0007724	XP_020884235.1	El006G297760
OG0007725	XP_020884338.1	El006G297880
OG0007726	XP_002881309.1	El006G297940
OG0007727	XP_020882698.1	El006G297950
OG0007728	XP_002881288.1	El006G298370
OG0007729	XP_020883912.1	El006G298450
OG0007730	XP_002863726.1	El007G357970
OG0007731	XP_002874620.1	El001G009020
OG0007732	XP_002872544.1	El001G008000
OG0007733	XP_020877942.1	El001G007720
OG0007734	XP_002872608.1	El001G007330
OG0007735	XP_002874769.1	El001G006190
OG0007736	XP_020877639.1, XP_020875717.1	El001G005900
OG0007737	XP_002872692.1	El001G005590
OG0007738	XP_002874821.1	El001G005040
OG0007739	XP_002871911.1	El001G060200
OG0007740	XP_002872727.1	El001G004940
OG0007741	XP_020891054.1	El007G361490
OG0007742	XP_020885876.1	El007G363080, El007G363020, El007G362450
OG0007743	XP_002863486.1	El007G363320
OG0007744	XP_020871944.1	El007G363730
OG0007745	XP_020878457.1	El007G364150
OG0007746	XP_002865214.1	El007G364290
OG0007747	XP_020871910.1	El007G364700
OG0007748	XP_020871684.1	El007G364520
OG0007749	XP_002863413.1	El007G364480
OG0007751	XP_002871098.1	El001G078020
OG0007752	XP_020870568.1	El007G365440
OG0007753	XP_002865171.1	El007G365580
OG0007754	XP_020871346.1	El007G365890
OG0007755	XP_020874333.1	El003G172020, El004G204700
OG0007756	XP_020874944.1	El003G183340
OG0007757	XP_020874722.1	El003G183430
OG0007758	XP_020876182.1	El003G181540, El005G277500
OG0007759	XP_002883572.1	El005G268560
OG0007760	XP_002885661.2	El005G268040
OG0007761	XP_020876302.1	El003G177740
OG0007762	XP_020875125.1	El003G176620
OG0007763	XP_002870320.1	El003G175180
OG0007764	XP_020875506.1	El003G173040
OG0007765	XP_020875311.1	El003G192140
OG0007766	XP_020875110.1	El003G193310
OG0007767	XP_020874353.1	El003G193590
OG0007769	XP_020874837.1, XP_002880326.1	El006G279960
OG0007770	XP_002880321.2	El006G280080
OG0007771	XP_002882126.1	El006G280130
OG0007772	XP_002880296.1	El006G280490
OG0007773	XP_020885622.1	El006G280590
OG0007774	XP_020884295.1	El006G280690
OG0007775	XP_002880286.1	El006G280710
OG0007776	XP_020882705.1	El006G281360
OG0007777	XP_020883109.1	El006G281480
OG0007778	XP_020884504.1	El006G281900
OG0007779	XP_020884048.1	El006G282030
OG0007781	XP_020884253.1	El006G282060
OG0007782	XP_002882046.1	El006G282090
OG0007783	XP_020883402.1	El006G282100
OG0007784	XP_020883943.1	El006G282360
OG0007785	XP_020885215.1	El006G282670
OG0007786	XP_020884177.1	El006G283030
OG0007787	XP_002880142.1	El006G283700
OG0007788	XP_020884819.1	El006G284280
OG0007789	XP_002880085.2	El006G284690
OG0007790	XP_002880079.1	El006G284770
OG0007792	XP_020885406.1	El006G286010
OG0007793	XP_020885461.1	El006G286450
OG0007794	XP_002881810.2	El006G287220
OG0007795	XP_002879972.1	El006G286950
OG0007796	XP_002870910.1	El001G081820
OG0007797	XP_002870926.1	El001G081550
OG0007798	XP_020879390.1	El001G081360
OG0007799	XP_002873031.1	El001G081210
OG0007800	XP_020878230.1	El001G081110
OG0007801	XP_002873049.1	El001G080760
OG0007802	XP_002870975.1	El001G080650
OG0007803	XP_020878417.1	El001G080570
OG0007804	XP_002870978.1	El001G080560
OG0007805	XP_020877236.1	El001G080150
OG0007806	XP_002873117.1	El001G078820
OG0007807	XP_002871010.1	El001G079860
OG0007808	XP_002873114.1	El001G078860
OG0007809	XP_020876151.1	El001G078680
OG0007810	XP_002871076.1	El001G078490
OG0007811	XP_020878200.1	El001G078430
OG0007812	XP_002871083.1	El001G078310
OG0007813	XP_020878100.1	El001G078240
OG0007814	XP_020879393.1	El001G060940
OG0007815	XP_020877063.1	El001G060480
OG0007816	XP_002873960.1	El001G060470
OG0007817	XP_020878303.1	El001G059430
OG0007818	XP_020879538.1	El001G059280
OG0007819	XP_020878923.1	El001G059040
OG0007820	XP_002871965.1	El001G058980
OG0007821	XP_020878847.1	El001G058900
OG0007822	XP_020879341.1	El001G058870
OG0007823	XP_020878237.1	El001G058590
OG0007824	XP_020877243.1	El001G058050
OG0007825	XP_002874086.1	El001G057560
OG0007826	XP_002866394.1	El007G330130
OG0007827	XP_020887750.1	El007G330210
OG0007828	XP_020869944.1	El007G330420
OG0007829	XP_002862257.1, XP_002864672.1	El007G330740
OG0007830	XP_002866360.1	El007G330970
OG0007831	XP_020867614.1	El007G331290
OG0007833	XP_002864605.2	El007G332240
OG0007834	XP_020888725.1, XP_002862636.1	El007G332500
OG0007835	XP_002864838.1	El007G327470
OG0007836	XP_002866539.1	El007G327400
OG0007837	XP_002866540.1	El007G327390
OG0007838	XP_020882783.1	El007G327100, El003G151980
OG0007839	XP_002863022.1, XP_002864488.1	El007G334940
OG0007840	XP_002864880.1	El007G326560
OG0007841	XP_020870113.1	El007G326510
OG0007842	XP_020885590.1	El007G325870
OG0007843	XP_002866628.1	El007G325740
OG0007844	XP_020871119.1	El007G325510
OG0007845	XP_002866636.1	El007G325490
OG0007847	XP_020869091.1	El007G324960
OG0007848	XP_002864951.1	El007G324880
OG0007849	XP_020880205.1	El007G324430
OG0007850	XP_020880209.1	El007G324410
OG0007851	XP_020889071.1	El007G324290, El007G326480
OG0007852	XP_002866696.1	El007G323950
OG0007853	XP_020871158.1	El007G323700
OG0007854	XP_002866710.1	El001G020120
OG0007855	XP_002865017.1	El007G323500
OG0007856	XP_002865048.1	El007G323080
OG0007857	XP_020890730.1	El007G322520
OG0007858	XP_020881060.1	El001G021400
OG0007859	XP_020887419.1	El007G322340
OG0007860	XP_020878513.1	El001G000810
OG0007861	XP_002872940.1	El001G000680
OG0007862	XP_002874990.1	El001G000950
OG0007863	XP_020877996.1	El001G001210
OG0007864	XP_020876522.1	El001G001280
OG0007865	XP_020879030.1	El004G228500, El001G001620
OG0007866	XP_002872881.1	El001G001860
OG0007867	XP_020879250.1	El001G002400
OG0007868	XP_020879158.1	El001G002780
OG0007869	XP_002872847.1	El001G002810
OG0007870	XP_020877293.1	El001G002850
OG0007871	XP_020878201.1	El001G003310
OG0007872	XP_020878566.1	El001G003410
OG0007873	XP_002872801.1	El001G003700
OG0007874	XP_020876449.1	El001G003900
OG0007875	XP_002865378.2	El007G360270
OG0007876	XP_020871732.1	El007G359830
OG0007877	XP_020884674.1	El007G358740
OG0007878	XP_020884392.1	El006G298510
OG0007879	XP_002879448.1	El006G298540
OG0007880	XP_002879382.1	El006G299940
OG0007881	XP_020884388.1	El006G299960
OG0007882	XP_020884594.1	El006G299990
OG0007883	XP_020883856.1	El006G299070
OG0007884	XP_002881220.2, XP_020873169.1	El003G162200, El006G299860
OG0007885	XP_020882667.1	El006G300520
OG0007886	XP_020884017.1	El006G301230
OG0007887	XP_020884628.1	El006G301380
OG0007888	XP_020883084.1	El006G301540
OG0007889	XP_020883083.1	El006G301580
OG0007890	XP_020869236.1	El002G088910
OG0007891	XP_020885289.1	El006G301770
OG0007892	XP_020883063.1	El006G302140
OG0007893	XP_020884381.1	El006G302320
OG0007894	XP_020884301.1	El006G302350
OG0007895	XP_020882690.1	El006G302500
OG0007896	XP_002889633.1	El002G089580
OG0007897	XP_020884160.1	El006G302810
OG0007898	XP_020885214.1	El006G304620
OG0007899	XP_002881008.1	El006G304640
OG0007900	XP_020883973.1	El006G305090
OG0007901	XP_002880928.1	El006G305260
OG0007902	XP_002862929.1, XP_002880935.1	El006G305430
OG0007903	XP_020883779.1	El006G306110
OG0007904	XP_020883961.1	El006G308240
OG0007905	XP_020883953.1	El006G309640
OG0007906	XP_002871235.1, XP_002873255.1	El001G075470, El001G074970
OG0007907	XP_020882784.1	El006G311870
OG0007908	XP_002880771.1	El006G312560
OG0007909	XP_020874358.1	El003G156850
OG0007910	XP_020873640.1	El003G157190
OG0007911	XP_002873688.1	El001G066720
OG0007912	XP_002882176.1	El005G235490
OG0007913	XP_020878712.1	El001G067450
OG0007914	XP_002870500.1	El003G168760, El003G185170
OG0007915	XP_020873715.1	El003G157990
OG0007916	XP_002882193.1	El005G235950
OG0007917	XP_002882196.1	El005G236000
OG0007918	XP_020876815.1	El001G066180
OG0007919	XP_020886913.1	El005G236290
OG0007920	XP_020886899.1	El005G236520
OG0007921	XP_020887111.1	El005G236890
OG0007922	XP_002884340.1	El005G237050
OG0007923	XP_002882256.1	El005G237150
OG0007924	XP_002884359.1	El005G237380
OG0007925	XP_002882294.1	El005G237770
OG0007926	XP_020887002.1	El005G238220
OG0007927	XP_002884428.1	El005G238690
OG0007928	XP_020888965.1	El005G239430
OG0007929	XP_020886530.1	El005G239480
OG0007930	XP_002882382.1	El007G362480, El005G239680
OG0007931	XP_020887058.1	El005G239950
OG0007932	XP_020886443.1, XP_002862604.2	El005G239800
OG0007933	XP_020888188.1	El005G240040
OG0007934	XP_020886934.1	El005G240080
OG0007935	XP_002884502.1	El005G240210
OG0007936	XP_002882421.2	El005G240430
OG0007937	XP_002884514.1	El005G240380
OG0007938	XP_020888748.1	El005G240650
OG0007939	XP_002884544.1	El005G241000
OG0007940	XP_002882446.1	El005G241120
OG0007941	XP_020888616.1	El005G241290
OG0007942	XP_002884588.1	El005G241730
OG0007943	XP_002884589.1	El005G241790
OG0007944	XP_020887927.1	El005G241810
OG0007945	XP_002884593.1	El005G241830
OG0007946	XP_002884595.1	El005G241860
OG0007947	XP_002882482.1	El005G241870
OG0007948	XP_002863925.1	El007G347000
OG0007949	XP_002882512.1	El005G242390
OG0007950	XP_002884642.1	El005G242600
OG0007951	XP_020887273.1	El005G242850
OG0007952	XP_002884662.1	El005G243070
OG0007953	XP_002882547.1	El005G243160
OG0007954	XP_002882548.1	El005G243170
OG0007955	XP_002882562.1	El005G243410
OG0007956	XP_020889442.1	El005G243540
OG0007958	XP_002879851.1	El006G289440
OG0007959	XP_020884498.1, XP_020884499.1	El006G289510, El006G289490
OG0007960	XP_020884066.1	El006G289530
OG0007961	XP_002881688.1	El006G289780
OG0007962	XP_020885427.1	El006G289940
OG0007963	XP_020885188.1, XP_020871527.1	El006G290400, El006G290440
OG0007964	XP_020885465.1	El006G291310
OG0007965	XP_020883723.1	El006G294820
OG0007966	XP_002879591.1	El006G294770
OG0007967	XP_020885464.1	El006G294630
OG0007968	XP_020884245.1	El006G294280
OG0007969	XP_020883988.1	El006G294240
OG0007970	XP_020883023.1	El006G294020
OG0007971	XP_002881482.1	El006G293600
OG0007972	XP_002879636.1	El006G293570
OG0007973	XP_020883879.1	El006G293450
OG0007974	XP_002881495.1	El006G293300
OG0007975	XP_020885011.1, XP_020883180.1	El006G292710
OG0007976	XP_020885727.1	El006G292620
OG0007977	XP_002881549.1	El006G292530
OG0007978	XP_020885599.1	El006G292400
OG0007979	XP_020885159.1	El006G292150
OG0007980	XP_002879733.1, XP_020883347.1	El006G291990
OG0007981	XP_020882753.1, XP_020884749.1	El006G291840
OG0007982	XP_002879574.1	El006G295190
OG0007983	XP_002892865.1	El002G099470
OG0007984	XP_020868648.1	El002G100260
OG0007985	XP_002890186.1	El002G100720
OG0007986	XP_002892968.1	El002G101960
OG0007987	XP_002890269.1	El002G102450
OG0007988	XP_002892987.1	El002G102350
OG0007989	XP_002893000.1	El002G102510
OG0007990	XP_020867436.1	El002G102530
OG0007991	XP_002890278.1	El002G102640
OG0007992	XP_020867610.1	El002G102800
OG0007993	XP_020867617.1	El002G102850
OG0007994	XP_002893020.1	El002G103030
OG0007995	XP_020866500.1	El002G103550
OG0007996	XP_002893040.1	El002G103570
OG0007997	XP_020867722.1	El002G103740
OG0007998	XP_020870085.1	El002G103770
OG0007999	XP_020866995.1	El002G104180
OG0008000	XP_002893077.1	El002G104190
OG0008001	XP_020870430.1	El002G104270
OG0008002	XP_020869772.1	El002G104520
OG0008003	XP_020869122.1	El002G104610
OG0008004	XP_020870736.1	El002G105200
OG0008005	XP_002889084.1	El004G229360
OG0008006	XP_002893147.1	El002G105370
OG0008007	XP_002890437.2	El002G105770
OG0008008	XP_020867511.1	El002G105900
OG0008009	XP_002893165.1	El002G105920
OG0008010	XP_002887670.1	El004G230140
OG0008011	XP_002893169.1	El002G105930
OG0008012	XP_020868555.1	El002G106040
OG0008013	XP_020868864.1	El002G106130
OG0008014	XP_002890505.1	El002G107200
OG0008015	XP_002890509.1	El002G107380
OG0008016	XP_020866361.1, XP_020869830.1	El002G107590, El002G107580
OG0008017	XP_020867351.1	El002G107730
OG0008018	XP_020870660.1	El002G108300
OG0008019	XP_002890583.1	El002G108770
OG0008020	XP_002890596.1	El002G109200
OG0008021	XP_002890615.1	El002G109690
OG0008022	XP_002890680.1	El002G111820
OG0008023	XP_002890682.1	El002G111860
OG0008024	XP_002890686.1	El002G111940
OG0008025	XP_020891774.1	El006G319480, El004G230290, El004G218790
OG0008026	XP_020867104.1	El002G112610
OG0008027	XP_002890719.1	El002G112910
OG0008028	XP_020868421.1	El002G112900
OG0008029	XP_002893467.1	El002G113070
OG0008030	XP_002867675.2	El003G160580
OG0008031	XP_002867673.1	El003G160530
OG0008032	XP_020873383.1	El003G160470
OG0008033	XP_020873353.1	El003G160230
OG0008034	XP_020873252.1	El003G160150
OG0008035	XP_002869691.1	El003G159570
OG0008036	XP_020873681.1	El003G159500
OG0008037	XP_002869681.1	El003G159350
OG0008038	XP_002869679.1	El003G159190
OG0008039	XP_020873454.1	El003G159210
OG0008040	XP_020872159.1	El003G156230
OG0008041	XP_002869530.1	El003G156110
OG0008042	XP_002878803.1	El006G316080, El006G316060
OG0008043	XP_020885197.1	El006G316710
OG0008044	XP_020885751.1	El006G317100, El006G317110
OG0008045	XP_020884079.1	El006G318570
