Orthogroup	Arabidopsis_lyrata_NCBI	Aethionema_saxatile
OG0011338	XP_020865996.1	As010G233900
OG0011339	XP_002887377.1	As010G234360
OG0011340	XP_002887381.1	As010G234420
OG0011341	XP_020865882.1	As010G234590
OG0011342	XP_002887411.1	As010G234910
OG0011343	XP_002887731.1	As010G235200
OG0011344	XP_002889179.2	As010G235230
OG0011345	XP_002887709.1	As010G235530
OG0011346	XP_002887681.1	As010G236040
OG0011347	XP_020869337.1	As010G236500
OG0011348	XP_002889078.1	As010G237130
OG0011349	XP_020891392.1	As010G237770
OG0011350	XP_002887607.2	As010G237800
OG0011351	XP_020872505.1	As010G237890
OG0011352	XP_002894022.2	As010G237970
OG0011353	XP_002863819.1	As010G238210
OG0011354	XP_020891135.1	As010G238230
OG0011355	XP_002887574.1	As010G238430
OG0011356	XP_020890792.1	As010G238700
OG0011357	XP_002887542.2	As010G239060
OG0011358	XP_020890836.1	As010G239140
OG0011359	XP_002887517.1	As010G239530
OG0011360	XP_020889636.1	As010G239590
OG0011361	XP_020891088.1	As010G241050
OG0011362	XP_020891465.1	As010G243580
OG0011364	XP_002887830.1	As010G243790
OG0011365	XP_002889309.1	As010G244150
OG0011366	XP_002882797.1	As011G244760
OG0011367	XP_002882799.1	As011G244830
OG0011368	XP_002882806.2	As011G244970
OG0011369	XP_002884950.1	As011G245020
OG0011370	XP_020888501.1	As011G245040
OG0011371	XP_020888432.1	As011G245430
OG0011372	XP_020872509.1, XP_020888551.1	As011G245690
OG0011373	XP_002882849.1	As011G245780
OG0011374	XP_002884991.1	As011G246050
OG0011375	XP_002885011.1	As011G246130
OG0011376	XP_002882873.1	As011G246320
OG0011377	XP_002885046.1	As011G246570
OG0011378	XP_002894447.1	As012G269660, As011G246750, As011G246760
OG0011379	XP_020888815.1	As011G247040
OG0011380	XP_020887453.1	As011G247120
OG0011381	XP_002885068.1	As011G247220
OG0011382	XP_002885077.1	As011G247380
OG0011383	XP_020886011.1	As011G247440
OG0011384	XP_002882937.1	As011G247540
OG0011385	XP_020891582.1, XP_002885089.1	As011G247640
OG0011386	XP_020887317.1	As011G248390
OG0011387	XP_020888624.1	As011G248490
OG0011388	XP_002883000.1	As011G248510, As011G248520
OG0011389	XP_020889183.1	As011G248550
OG0011390	XP_020889081.1	As011G249460
OG0011392	XP_002883097.1	As011G249980
OG0011393	XP_020887520.1	As011G250320
OG0011394	XP_002883140.1	As011G250660
OG0011395	XP_020886258.1	As011G250820
OG0011396	XP_020888402.1	As011G251130
OG0011397	XP_020887707.1	As011G251270
OG0011398	XP_020887148.1	As011G251380
OG0011399	XP_020886191.1	As011G251390
OG0011400	XP_002883176.2	As011G251420
OG0011401	XP_002885325.1	As011G251820
OG0011403	XP_002885372.1	As011G252690
OG0011404	XP_020889339.1	As011G252780
OG0011405	XP_002883266.1	As011G252970
OG0011406	XP_020886951.1	As011G253340
OG0011407	XP_002883319.1	As011G253940
OG0011408	XP_020887137.1	As011G253960
OG0011409	XP_020886756.1	As011G254100
OG0011410	XP_002885486.1	As011G254190
OG0011411	XP_020886729.1	As011G254500
OG0011412	XP_002885509.1	As011G254530
OG0011413	XP_002883399.1	As011G255030
OG0011414	XP_020889512.1	As011G255270
OG0011415	XP_020887630.1	As011G256010
OG0011416	XP_020887897.1	As011G256340
OG0011417	XP_002885656.1	As011G256720
OG0011418	XP_020888531.1, XP_002883570.1	As011G257350
OG0011419	XP_020888747.1, XP_020888688.1	As011G257680
OG0011420	XP_002885736.1, XP_020886078.1	As011G258410, As011G258370, As011G258360
OG0011421	XP_002883661.1	As011G258770
OG0011422	XP_020888901.1	As011G259280
OG0011423	XP_002883742.1	As011G261000
OG0011424	XP_002885821.1	As011G261120
OG0011425	XP_020886548.1	As011G261280
OG0011426	XP_020888718.1	As011G261540
OG0011427	XP_020888053.1	As011G261630
OG0011428	XP_020865776.1	As011G261800
OG0011429	XP_020887800.1, XP_020889292.1	As011G262810
OG0011431	XP_002886213.1	As011G263210
OG0011432	XP_002884069.1	As011G264550
OG0011433	XP_002884095.2	As011G264940
OG0011434	XP_002886173.1	As011G265260
OG0011435	XP_002886165.1	As011G265370
OG0011436	XP_002886254.1	As011G265660
OG0011437	XP_002883994.1	As011G266070
OG0011438	XP_002883987.1	As011G266170
OG0011439	XP_002883969.1	As011G266490
OG0011440	XP_002886005.1	As011G266640
OG0011441	XP_020888877.1	As011G266790
OG0011442	XP_002886282.1	As011G267140
OG0011443	XP_002886308.1	As011G267430
OG0011444	XP_002886305.1	As011G267480
OG0011445	XP_002894476.1	As012G269270
OG0011446	XP_002894451.1, XP_020869813.1	As012G269620
OG0011447	XP_002894443.1	As012G269740
OG0011448	XP_002891745.1	As012G269800
OG0011449	XP_002891673.1	As012G271040
OG0011450	XP_020866555.1	As012G271090
OG0011451	XP_020867999.1, XP_020870270.1	As012G271260
OG0011452	XP_002885367.1	As012G272000
OG0011453	XP_020881515.1	As012G272840
OG0011454	XP_020870686.1	As012G273620
OG0011455	XP_020880654.1, XP_002894092.1	As012G274070
OG0011456	XP_020874981.1	As012G274320
OG0011457	XP_002870180.1	As012G274410
OG0011458	XP_002879512.1	As012G275030
OG0011459	XP_002862435.2, XP_020885641.1	As012G275040
OG0011460	XP_002879507.2, XP_002862643.1	As012G275170
OG0011461	XP_020866109.1, XP_020887867.1, XP_020877205.1, XP_020882748.1	As012G275380
OG0011462	XP_020880275.1	As012G275670
OG0011463	XP_020880639.1	As012G275750
OG0011464	XP_020868699.1	As012G276160
OG0011465	XP_002877890.1	As012G276390
OG0011466	XP_020881382.1	As012G276430
OG0011467	XP_020881387.1	As012G276540
OG0011468	XP_020881161.1	As012G276790
OG0011469	XP_020872772.1	As012G277160
OG0011470	XP_020881464.1	As012G277970
OG0011471	XP_020880886.1	As012G280340
OG0011472	XP_002876273.1	As012G280860
OG0011473	XP_020882549.1	As012G281560
OG0011474	XP_020881974.1	As012G282200
OG0011475	XP_020882246.1	As012G282410
OG0011476	XP_002878117.1	As012G283330
OG0011477	XP_020881229.1	As012G283590
OG0011478	XP_020881678.1	As012G283620
OG0011479	XP_020881486.1	As012G284010
OG0011480	XP_020881354.1	As012G284480
OG0011481	XP_020880166.1	As012G284590
OG0011482	XP_020869693.1	As012G285460
OG0011483	XP_020881165.1	As012G285520
OG0011484	XP_002876254.1	As012G285800
OG0011485	XP_002876557.1	As012G286380
OG0011486	XP_020881340.1	As012G286780
OG0011487	XP_020882045.1	As012G287070
OG0011488	XP_020883212.1	As012G287370
OG0011489	XP_020880810.1	As012G287660
OG0011490	XP_020880808.1	As012G287750
OG0011491	XP_002878410.1	As012G287760
OG0011492	XP_020880830.1	As012G287800
OG0011493	XP_020880824.1	As012G287940
OG0011494	XP_002886995.1, XP_002878447.1	As012G288220
OG0011495	XP_020872231.1, XP_020880111.1	As012G288320
OG0011496	XP_020880949.1	As012G288370
OG0011497	XP_002878473.1	As012G288700
OG0011498	XP_020881171.1	As012G288870
OG0011499	XP_002876710.1	As012G289010
OG0011500	XP_020882095.1	As012G289230
OG0011501	XP_002878523.1	As012G289510
OG0011603	XP_002869481.1	As001G000620
OG0011604	XP_020872278.1	As001G000640
OG0011605	XP_020875093.1	As001G000750
OG0011606	XP_002869469.2	As001G000760
OG0011607	XP_002869824.1, XP_002869468.1	As001G000770, As001G000780
OG0011608	XP_020875341.1	As001G001200
OG0011609	XP_020872848.1	As001G001680, As011G266060
OG0011610	XP_020887456.1	As001G002380, As011G265100
OG0011611	XP_020875671.1	As001G002390
OG0011612	XP_020875104.1	As001G002520
OG0011613	XP_002867342.1	As001G002550
OG0011614	XP_002869371.2	As001G002600
OG0011615	XP_020874794.1	As001G002620
OG0011616	XP_020872112.1	As001G002860
OG0011617	XP_020873955.1	As001G003110
OG0011618	XP_002869322.1	As001G003790
OG0011619	XP_002889713.1	As001G003900
OG0011620	XP_020874219.1	As001G004120
OG0011621	XP_020874676.1	As001G005270
OG0011622	XP_020875747.1	As001G005320
OG0011623	XP_020883165.1	As001G005480
OG0011624	XP_020872874.1	As001G005990
OG0011625	XP_002871979.1	As005G112960, As001G012020
OG0011626	XP_020872414.1	As001G012440
OG0011627	XP_002888832.1	As010G234230, As001G012570
OG0011628	XP_020878817.1	As001G012750
OG0011629	XP_002869161.1	As001G012800
OG0011630	XP_020875517.1	As001G014210, As011G263200
OG0011631	XP_020875201.1	As001G015240, As001G015480, As001G015160
OG0011632	XP_002893832.1	As001G015830
OG0011633	XP_020867425.1	As001G015850, As004G078950
OG0011634	XP_002891123.2	As001G015860
OG0011635	XP_002891145.1	As001G015970
OG0011636	XP_020870909.1	As001G016040
OG0011637	XP_020868712.1	As001G016570
OG0011638	XP_002890970.1	As001G016670
OG0011639	XP_020871014.1	As001G016690
OG0011640	XP_020867646.1	As001G016960
OG0011641	XP_002890996.1	As001G017080
OG0011642	XP_002870122.1	As001G017280
OG0011643	XP_020875366.1	As001G017510
OG0011644	XP_002870138.1	As001G017650
OG0011645	XP_002870139.1	As001G017680
OG0011646	XP_002870154.1	As001G017950
OG0011647	XP_002878604.2	As001G018260
OG0011648	XP_002894585.1	As001G018380
OG0011649	XP_002878955.1	As001G018410
OG0011650	XP_002894598.1	As001G018560
OG0011651	XP_002894608.1	As001G018700
OG0011652	XP_002891931.1	As001G018770
OG0011653	XP_020867630.1	As001G019090
OG0011654	XP_020869222.1	As001G019120
OG0011655	XP_020869664.1	As001G019320
OG0011656	XP_002889771.1	As001G019530
OG0011657	XP_020865979.1	As001G019630
OG0011659	XP_002886636.1	As001G020570
OG0011660	XP_020889590.1	As001G020620
OG0011661	XP_002868503.1	As001G020690
OG0011662	XP_002886610.1	As001G020930
OG0011663	XP_002863061.1, XP_020871039.1	As001G020950
OG0011664	XP_002888110.2	As001G021420
OG0011665	XP_020890028.1	As001G021850
OG0011666	XP_020866625.1	As008G185670, As001G022070
OG0011667	XP_002876754.1	As001G022630
OG0011668	XP_020882320.1	As001G022840
OG0011669	XP_020881056.1	As001G022900
OG0011670	XP_020869678.1	As007G159130
OG0011671	XP_020881530.1	As001G022970
OG0011672	XP_002876787.2	As001G023110
OG0011673	XP_020881083.1	As001G023330
OG0011674	XP_002876821.1	As001G023540
OG0011675	XP_020881303.1	As001G023600, As012G281070
OG0011676	XP_020880259.1	As001G023900
OG0011677	XP_002876885.1	As001G024050
OG0011678	XP_002876921.1	As001G024640
OG0011679	XP_020882482.1	As001G024710
OG0011680	XP_020882047.1	As001G024780
OG0011681	XP_002875289.1	As001G024910
OG0011682	XP_002876976.1	As001G025400, As001G025410
OG0011683	XP_002876985.1	As001G025520
OG0011684	XP_020880797.1	As001G025990
OG0011685	XP_002877028.1	As001G026100
OG0011686	XP_020874715.1	As001G026550, As004G097360, As004G097350
OG0011687	XP_020882230.1	As001G027420
OG0011688	XP_020879912.1	As001G028050
OG0011689	XP_002887099.1	As001G028410
OG0011690	XP_002887087.2	As001G028470
OG0011691	XP_002888550.1	As001G028550
OG0011692	XP_002888528.1	As001G028720
OG0011693	XP_020891551.1	As001G028750
OG0011694	XP_002887038.1	As001G028830
OG0011695	XP_002887025.1	As001G028880
OG0011696	XP_020865919.1	As001G028990
OG0011697	XP_020865635.1	As001G029140
OG0011698	XP_002892206.1	As001G029230, As008G196310
OG0011699	XP_020872990.1	As001G029920
OG0011700	XP_020869629.1	As001G030100
OG0011701	XP_002887870.1	As001G030330
OG0011702	XP_020891133.1	As001G030400
OG0011703	XP_002887881.1	As001G030470
OG0011704	XP_002887887.1	As001G030520
OG0011705	XP_002886361.1	As001G030800
OG0011706	XP_002887934.1	As001G031060
OG0011708	XP_002887973.1	As001G031520
OG0011709	XP_002887987.2	As001G031700
OG0011710	XP_002886450.1	As001G031840
OG0011711	XP_020890775.1	As001G031940
OG0011712	XP_020888203.1	As002G032380
OG0011713	XP_002869630.1	As002G032700
OG0011714	XP_002876376.2	As002G033400
OG0011715	XP_002881752.1	As002G033440, As012G283120
OG0011716	XP_002879885.1	As002G033770
OG0011717	XP_020884296.1	As002G033830
OG0011718	XP_020886469.1, XP_020886468.1	As002G033950
OG0011719	XP_020888591.1	As002G034210
OG0011720	XP_002884738.1	As002G034330
OG0011721	XP_020887445.1	As002G034360
OG0011722	XP_020887465.1	As002G034390
OG0011723	XP_020888376.1	As002G034970
OG0011724	XP_020871764.1	As002G035260
OG0011727	XP_020887375.1	As002G035680
OG0011728	XP_020886855.1	As002G036120
OG0011729	XP_020886843.1, XP_020887446.1	As002G036300
OG0011730	XP_002882698.1	As002G036360
OG0011731	XP_020885972.1	As002G036370
OG0011732	XP_002884816.1	As002G036450
OG0011733	XP_020886080.1	As002G036490
OG0011734	XP_020888353.1	As002G036750
OG0011735	XP_002862712.1, XP_002884857.1	As002G037510
OG0011736	XP_020888277.1	As002G038350
OG0011737	XP_020871824.1	As002G040720
OG0011738	XP_020869578.1	As002G041710
OG0011739	XP_020871315.1	As002G041720
OG0011740	XP_020885302.1	As002G041880
OG0011741	XP_002865823.1	As002G042540
OG0011742	XP_002865827.1	As002G042680
OG0011743	XP_002865842.1	As002G042900
OG0011744	XP_020883755.1	As002G042950
OG0011745	XP_002865845.2	As002G043150
OG0011746	XP_002864105.1	As002G043330
OG0011747	XP_002864116.1	As002G043440
OG0011748	XP_002864117.1	As002G043450
OG0011749	XP_002865886.1	As002G043880
OG0011750	XP_020871985.1	As002G044160
OG0011751	XP_020887034.1	As002G044210
OG0011752	XP_020888598.1	As002G044260
OG0011753	XP_020888712.1	As002G044380
OG0011754	XP_020874225.1	As002G045290, As007G165960
OG0011755	XP_002864264.1	As002G045380
OG0011756	XP_020871334.1	As002G045500
OG0011757	XP_020879304.1	As002G045630
OG0011758	XP_002866007.1	As002G045660
OG0011760	XP_002864338.1	As002G046300
OG0011761	XP_002866052.1	As002G046330
OG0011762	XP_020871688.1	As002G046690
OG0011763	XP_020873396.1	As002G046870
OG0011764	XP_002866094.1	As002G047210
OG0011765	XP_002866104.2, XP_002862240.2	As002G047350
OG0011766	XP_002864408.1	As002G047490
OG0011767	XP_020877296.1, XP_020873969.1	As002G047540
OG0011768	XP_002866123.1	As002G047790
OG0011769	XP_002866128.1	As002G047880
OG0011770	XP_020885706.1	As002G047930
OG0011772	XP_002866185.1	As002G048820
OG0011773	XP_002864500.2	As002G048840
OG0011774	XP_020868903.1, XP_020872774.1	As002G048920
OG0011775	XP_002864520.1	As002G049270
OG0011776	XP_002866226.1	As002G049400
OG0011777	XP_020870810.1	As002G049580
OG0011778	XP_002864537.1	As002G049600
OG0011779	XP_020876123.1	As002G049980, As002G049970
OG0011780	XP_002872348.2	As002G050060
OG0011781	XP_002871552.1	As002G050460
OG0011782	XP_020878854.1	As002G051370
OG0011783	XP_020877546.1	As002G051450
OG0011784	XP_020877986.1	As002G051790
OG0011785	XP_020876733.1	As002G052300
OG0011786	XP_002871441.1	As002G052410
OG0011787	XP_002873465.1	As002G052640
OG0011788	XP_020879503.1	As002G052960
OG0011789	XP_002871387.1	As002G053490
OG0011790	XP_002864905.1	As005G117500, As002G053630
OG0011791	XP_002871378.1	As002G053690
OG0011792	XP_020878670.1	As002G053830
OG0011793	XP_002871367.1	As002G053870
OG0011794	XP_020877933.1	As002G054170
OG0011795	XP_020877626.1	As002G054250
OG0011796	XP_020878150.1, XP_002873361.1, XP_002862430.2	As002G054320
OG0011797	XP_020878131.1, XP_020878167.1	As002G054360
OG0011798	XP_002871324.1	As002G054490
OG0011799	XP_020878813.1	As002G055030
OG0011800	XP_002871279.1	As002G055160
OG0011801	XP_020876118.1	As002G055370
OG0011802	XP_020878912.1	As002G055480
OG0011803	XP_020878751.1	As002G055490
OG0011804	XP_020874905.1	As003G055960
OG0011805	XP_020873141.1	As003G056200
OG0011806	XP_002870057.1	As003G056670
OG0011807	XP_020868559.1	As007G152950, As007G162560, As003G056840
OG0011808	XP_020872694.1	As003G056920
OG0011809	XP_020872695.1	As003G056930
OG0011810	XP_002867965.1	As003G057440
OG0011811	XP_020874453.1	As003G057630
OG0011812	XP_020875371.1	As003G057690
OG0011813	XP_002867914.1	As003G058090
OG0011814	XP_020872708.1	As003G058160
OG0011815	XP_020872705.1	As003G058170
OG0011816	XP_020875611.1	As003G058250
OG0011817	XP_002869950.1	As003G058270
OG0011818	XP_020875216.1	As003G058340
OG0011819	XP_020872754.1	As003G058510
OG0011820	XP_020874737.1	As003G058580
OG0011821	XP_020874732.1	As003G058590
OG0011822	XP_002867883.1	As003G058600
OG0011823	XP_002867870.1	As003G058860
OG0011824	XP_020875731.1	As003G058890
OG0011825	XP_020873942.1	As003G058910
OG0011826	XP_020873613.1	As003G059610
OG0011827	XP_020882372.1, XP_020873259.1	As003G059720
OG0011828	XP_020873783.1	As003G059770
OG0011830	XP_002867796.1	As003G060120
OG0011831	XP_020873643.1	As003G060250
OG0011832	XP_002867785.1	As003G060260
OG0011833	XP_002867779.1	As003G060320
OG0011834	XP_002867767.1	As008G189170, As003G060490
OG0011835	XP_020873392.1	As003G060950
OG0011836	XP_002867701.2	As003G061570
OG0011837	XP_002869766.1	As003G061840
OG0011838	XP_020873391.1	As003G061920
OG0011839	XP_020873471.1	As003G061940
OG0011840	XP_002869753.1	As003G062030
OG0011841	XP_020870711.1	As003G062280
OG0011842	XP_020870920.1	As003G062300
OG0011843	XP_020869011.1	As003G062420, As003G062400
OG0011844	XP_002893764.1, XP_002865333.1	As003G062760
OG0011845	XP_020866355.1	As003G062800
OG0011846	XP_020866357.1	As003G062810
OG0011847	XP_020867314.1	As003G063390
OG0011848	XP_020868807.1	As003G063550
OG0011849	XP_002891173.1	As003G063790
OG0011850	XP_020870653.1, XP_002884411.1	As003G063910
OG0011851	XP_002891232.1	As003G064390
OG0011853	XP_020876775.1	As003G064510, As005G106580
OG0011854	XP_020866953.1	As003G064710
OG0011855	XP_002890739.1	As003G065160
OG0011856	XP_002891309.1	As003G065240
OG0011857	XP_020870675.1	As003G065370
OG0011858	XP_002891380.2	As003G065380
OG0011859	XP_002891240.1	As003G066070
OG0011860	XP_020870344.1	As003G066250
OG0011861	XP_020878402.1	As003G066880
OG0011862	XP_020867714.1	As003G068420
OG0011863	XP_002893526.1	As003G069040
OG0011864	XP_002893550.1	As003G069800
OG0011866	XP_002890831.2	As003G070290
OG0011867	XP_020866018.1	As003G070680
OG0011868	XP_020870272.1	As003G070700
OG0011869	XP_020870636.1	As003G071420
OG0011870	XP_002869081.1	As003G071810
OG0011871	XP_020872760.1	As003G072420
OG0011872	XP_020872802.1	As003G072560
OG0011873	XP_002866982.1	As003G073120
OG0011874	XP_020872898.1	As003G073140
OG0011875	XP_002866972.1	As003G073300
OG0011876	XP_002866946.1	As003G073730
OG0011877	XP_002866912.1	As003G074520
OG0011878	XP_002868944.1	As003G074550
OG0011879	XP_002868937.1	As003G074710
OG0011880	XP_002866894.1	As003G074770
OG0011881	XP_020874263.1	As003G075070
OG0011882	XP_002866845.1	As003G075480
OG0011883	XP_020872667.1	As003G075760
OG0011884	XP_002868881.1	As003G075820
OG0011885	XP_020875229.1	As003G075890
OG0011886	XP_020875044.1	As003G075920
OG0011887	XP_020874686.1	As003G076030
OG0011888	XP_020874399.1	As003G076090
OG0011889	XP_020874422.1	As003G076180
OG0011890	XP_002868849.1	As003G076220
OG0011891	XP_002868841.1	As003G076410
OG0011892	XP_020872533.1	As003G076430
OG0011893	XP_020872836.1	As003G076620
OG0011894	XP_020872840.1	As003G076630
OG0011895	XP_020875047.1	As004G076870
OG0011896	XP_002868485.1	As004G077060
OG0011897	XP_002870504.2	As004G077110
OG0011898	XP_020874764.1	As004G077130
OG0011900	XP_002870874.1	As004G077520
OG0011901	XP_002870819.2	As004G078000
OG0011902	XP_020872929.1	As004G078340
OG0011903	XP_020883011.1	As004G078760
OG0011904	XP_020884114.1	As004G078880
OG0011905	XP_002891152.1	As004G079030
OG0011906	XP_002869678.1	As004G079400
OG0011907	XP_002881399.1	As004G079490
OG0011908	XP_002862457.1, XP_002881388.1	As004G079670
OG0011909	XP_020872635.1, XP_020874318.1	As004G079900
OG0011910	XP_002879565.1	As004G079950
OG0011911	XP_002872459.2	As004G080060
OG0011912	XP_020879291.1	As004G080080
OG0011913	XP_002874566.1	As004G080250
OG0011914	XP_020877471.1	As004G080400
OG0011915	XP_002874499.1	As004G080420
OG0011916	XP_020877495.1	As004G080440
