Orthogroup	Erysimum_linariifolium	Capsella_rubella
OG0011295	El001G055860	XP_006288262.2
OG0011296	El002G090310	XP_006306502.1
OG0011297	El001G056250	XP_023636966.1
OG0011298	El007G329770	XP_023642225.1
OG0011299	El007G329190	XP_006281978.1
OG0011300	El007G327920	XP_006280999.1
OG0011301	El007G332600	XP_006281108.1
OG0011302	El007G332940, El007G332670, El007G332680	XP_023645918.1
OG0011303	El007G333110	XP_006282283.2
OG0011304	El007G333130	XP_006281461.2
OG0011305	El007G333290	XP_006282287.1
OG0011306	El001G021370	XP_006291860.1
OG0011307	El001G020700	XP_023638346.1
OG0011308	El001G020680	XP_006292709.2
OG0011309	El001G020650	XP_006292956.1
OG0011310	El001G020540	XP_006291682.1
OG0011311	El001G020520	XP_023639279.1
OG0011313	El001G018760	XP_006291032.1
OG0011314	El001G018260	XP_006290291.1
OG0011315	El001G018240	XP_006293107.1
OG0011316	El001G017760	XP_006293299.1
OG0011317	El002G097630	XP_006305737.1
OG0011318	El001G015370	XP_023638221.1
OG0011319	El001G015350	XP_023642317.1, XP_006291533.2
OG0011320	El001G013960	XP_006291936.2, XP_006292943.2
OG0011320	El001G014000, El001G014010, El001G013990	XP_006292227.2
OG0011321	El001G013890	XP_006291978.1
OG0011322	El001G012720	XP_023638487.1
OG0011323	El002G123100	XP_006290561.1
OG0011324	El001G049660, El001G012070	XP_023633679.1
OG0011325	El003G191900	XP_023634758.1
OG0011326	El004G218840	XP_006302452.1
OG0011327	El004G218780	XP_023643435.1
OG0011328	El004G218470	XP_006300741.1
OG0011329	El004G219420	XP_006302916.1
OG0011330	El004G219490	XP_006302940.1
OG0011331	El004G220790	XP_006302745.1
OG0011332	El004G220900	XP_006302879.1
OG0011333	El004G223920	XP_006301547.2
OG0011335	El004G222140	XP_006301715.1
OG0011336	El004G222200	XP_006302037.1
OG0011337	El004G222430	XP_006301432.1
OG0011338	El004G222790	XP_006302913.1
OG0011339	El004G223390	XP_006301935.1
OG0011340	El004G223460	XP_006302455.1
OG0011341	El004G223590	XP_006301453.1
OG0011342	El004G223980	XP_006301234.1
OG0011343	El004G231600	XP_006302645.1
OG0011344	El004G231560	XP_006302572.1
OG0011345	El004G231150	XP_023643179.1
OG0011346	El004G230480	XP_006302269.1
OG0011347	El002G105750	XP_006303502.1
OG0011348	El004G229230	XP_006301389.1
OG0011349	El004G228360	XP_006300329.2
OG0011350	El004G228330	XP_023644143.1
OG0011351	El003G153320	XP_006294391.1
OG0011352	El002G128960	XP_006304756.1
OG0011353	El007G355370	XP_006281732.1
OG0011354	El004G227890	XP_006301893.1
OG0011355	El004G227690	XP_006301759.1
OG0011356	El004G227380	XP_006300609.1
OG0011357	El004G227010	XP_006301350.1
OG0011358	El004G226930	XP_023642962.1
OG0011359	El004G226400	XP_006300750.1
OG0011360	El004G226340	XP_006301546.1
OG0011361	El004G224810	XP_006302226.1
OG0011362	El004G233830	XP_006301662.1
OG0011363	El004G233840	XP_006302189.2
OG0011364	El004G234080	XP_006302432.1
OG0011365	El004G234390	XP_006302825.1
OG0011366	El005G248740	XP_006291793.1
OG0011368	El005G249050	XP_006299704.1
OG0011369	El005G249100	XP_006298851.1
OG0011371	El005G249430	XP_006297234.2
OG0011372	El005G249730	XP_006298414.1
OG0011373	El005G249860	XP_006298000.1
OG0011374	El005G249890	XP_006299792.1, XP_023641290.1
OG0011375	El005G250230	XP_023642074.1
OG0011376	El005G250470	XP_006297992.1
OG0011377	El005G250790	XP_006299303.1
OG0011378	El002G139030	XP_006304250.2
OG0011379	El005G251270	XP_023641107.1
OG0011380	El005G251340	XP_006296851.1
OG0011381	El005G251520	XP_006298320.1
OG0011382	El005G251740	XP_006299257.1
OG0011383	El005G251810	XP_006296973.1
OG0011384	El005G251920	XP_006298621.1
OG0011385	El005G252030	XP_006296948.1
OG0011386	El005G252970	XP_006297723.2
OG0011387	El005G253060	XP_023642500.1
OG0011388	El005G253080	XP_023641554.1
OG0011389	El005G253120	XP_006298028.1
OG0011390	El005G254290	XP_006296812.1
OG0011391	El005G254640	XP_006298357.2
OG0011392	El005G254860	XP_006299786.1
OG0011393	El005G255400	XP_006297111.1
OG0011394	El005G255880	XP_006298611.1
OG0011395	El005G256050	XP_006297322.1
OG0011396	El005G256420	XP_006298036.1, XP_006299950.2, XP_006299134.1
OG0011397	El005G256600	XP_006298352.1
OG0011398	El005G256740	XP_023641137.1
OG0011399	El005G256750	XP_006297790.1
OG0011400	El005G256900, El004G217040	XP_023642121.1
OG0011401	El005G257260	XP_006299952.1
OG0011402	El005G257980	XP_006298484.2
OG0011403	El005G258210	XP_006297866.1
OG0011404	El005G258300	XP_023641567.1
OG0011405	El005G258690	XP_023642712.1
OG0011406	El005G259310	XP_006298071.1
OG0011407	El005G260160	XP_006298132.1
OG0011408	El005G260240	XP_006299351.1
OG0011409	El005G260910	XP_023642659.1
OG0011410	El005G261000	XP_006297752.1
OG0011411	El005G261420	XP_006299356.1
OG0011412	El005G261460	XP_006298853.1
OG0011413	El005G265110	XP_006298402.1
OG0011414	El006G318870	XP_023642793.1, XP_023638936.1
OG0011415	El005G266880	XP_006296681.1
OG0011416	El005G270570	XP_006297361.1
OG0011417	El005G267890	XP_006298493.1
OG0011418	El005G268450	XP_006300154.1
OG0011419	El005G268750, El005G268710	XP_006298517.1
OG0011420	El005G269280	XP_006297538.1
OG0011421	El005G269780	XP_023641750.1
OG0011422	El005G271470	XP_006279422.2
OG0011423	El005G271130	XP_006298748.1
OG0011424	El005G271100	XP_006298491.1
OG0011425	El005G270910	XP_006297880.1
OG0011426	El005G270720	XP_006280656.1
OG0011427	El005G270530	XP_006298647.2
OG0011428	El004G224210	XP_023643458.1
OG0011429	El005G272940	XP_006298558.2
OG0011430	El005G273400	XP_006298171.1
OG0011431	El005G273460	XP_006296940.1
OG0011432	El005G275070	XP_006299875.1
OG0011433	El005G275600	XP_006298345.1
OG0011434	El005G276840	XP_006297209.1
OG0011435	El005G276680	XP_006299733.1
OG0011436	El005G277330	XP_023642434.1
OG0011437	El005G277850	XP_006297423.1
OG0011438	El005G277960	XP_006297443.2
OG0011439	El005G278250	XP_023641773.1
OG0011440	El005G278470	XP_006297110.1
OG0011441	El005G278640	XP_006300089.1
OG0011442	El005G278910	XP_023642592.1, XP_006298892.2
OG0011443	El005G279500	XP_006299212.1
OG0011444	El005G279450	XP_006297302.1
OG0011445	El002G139670	XP_006303393.1
OG0011446	El002G139100	XP_006304929.2
OG0011447	El002G138850	XP_006304815.1
OG0011448	El002G138240	XP_006307423.1
OG0011449	El002G136590	XP_006306443.1
OG0011450	El002G136500	XP_023645517.1
OG0011451	El002G136350	XP_006306732.1
OG0011452	El005G258070	XP_023641307.1
OG0011453	El002G133530	XP_023645954.1
OG0011454	El002G132270	XP_023645468.1
OG0011455	El002G131420	XP_006305060.1
OG0011456	El003G171500	XP_006282709.1
OG0011457	El003G171590	XP_006284647.1
OG0011458	El006G296450	XP_006293685.1
OG0011459	El006G296460	XP_006295021.1
OG0011460	El006G296650	XP_006294677.1
OG0011461	El006G296840	XP_006295160.1
OG0011462	El001G022470	XP_023638001.1
OG0011463	El001G022560	XP_006292187.1
OG0011464	El002G115990	XP_023633093.1
OG0011465	El001G023380	XP_006292552.1
OG0011466	El001G023400	XP_006291173.1
OG0011467	El001G023530	XP_006291790.1
OG0011468	El001G023740, El005G262550	XP_006291371.1
OG0011469	El003G155930	XP_006286280.1, XP_006283985.1
OG0011470	El001G024660	XP_006292076.1
OG0011471	El001G025450	XP_006290828.1
OG0011472	El001G025660	XP_023639198.1, XP_023638302.1
OG0011474	El001G026920	XP_006291148.1
OG0011475	El001G027090	XP_006290335.1
OG0011476	El001G028250	XP_006293146.1
OG0011477	El001G028440	XP_006291071.1
OG0011478	El001G028470	XP_006293161.1
OG0011479	El001G028930	XP_006291773.1
OG0011481	El001G029740	XP_006292052.1
OG0011482	El002G091460	XP_006307432.1
OG0011483	El001G031060	XP_006293254.1
OG0011484	El001G025220	XP_006292507.2
OG0011485	El001G032170	XP_006293153.1
OG0011486	El001G032420	XP_023638209.1, XP_006290471.2
OG0011487	El001G032940	XP_006291604.1
OG0011488	El006G282420	XP_006295349.1
OG0011489	El001G034040, El001G033720	XP_006290611.1
OG0011490	El001G033910	XP_006290256.2
OG0011491	El001G033920	XP_006291263.1
OG0011492	El001G033960	XP_006292976.1
OG0011493	El001G034220	XP_023638571.1
OG0011494	El001G034560	XP_006292520.1
OG0011495	El001G034660	XP_006290990.1
OG0011496	El001G034750	XP_006290311.1
OG0011497	El001G034910	XP_006292741.1
OG0011499	El001G035460	XP_006293101.1
OG0011500	El001G035700	XP_023638548.1
OG0011501	El001G035960	XP_006291620.2
OG0011503	El001G021350	XP_023637874.1
OG0011504	El001G020970	XP_006293267.1
OG0011505	El001G021110	XP_006291743.1
OG0011506	El001G013290	XP_006292872.2
OG0011507	El003G189060	XP_006290349.2
OG0011508	El001G026570	XP_006290450.1
OG0011509	El001G031860	XP_006292302.2
OG0011510	El001G034020	XP_006292708.1
OG0011511	El007G364300	XP_023640913.1
OG0011512	El006G309600	XP_023639812.1
OG0011514	El006G298240	XP_006296339.1
OG0011515	El001G011920, El001G011910	XP_006293327.2, XP_006293326.2
OG0011516	El004G228730	XP_006300997.1, XP_023644096.1
OG0011517	El004G225790	XP_006301407.2
OG0011518	El004G225780	XP_006302706.2
OG0011519	El003G156970	XP_006285000.1
OG0011520	El003G155480	XP_006286278.1
OG0011521	El003G153270	XP_006284889.1
OG0011522	El003G152140	XP_023635282.1
OG0011523	El002G087960	XP_023645877.1
OG0011524	El002G090840	XP_006304761.1
OG0011525	El002G090950	XP_006307476.1
OG0011526	El002G094380	XP_006305358.1
OG0011527	El004G198660	XP_006300892.1
OG0011527	El002G095080	XP_023645868.1
OG0011528	El002G097210	XP_006303655.1
OG0011529	El002G098670	XP_023632727.1
OG0011530	El002G100250	XP_006305972.1
OG0011532	El002G101530	XP_006306718.1
OG0011533	El002G105220	XP_006304545.2
OG0011534	El002G106170	XP_006304194.1
OG0011535	El002G106630, El002G107050	XP_006303516.1
OG0011536	El003G183710	XP_006282623.2
OG0011537	El004G219210	XP_006301434.1
OG0011538	El002G112510	XP_006303478.1
OG0011539	El004G217280	XP_023642838.1
OG0011543	El002G120050	XP_006306402.1
OG0011544	El005G278710	XP_006296827.1
OG0011545	El005G279190	XP_006298234.1
OG0011546	El005G277840	XP_006299093.1
OG0011547	El001G042590	XP_006293233.1
OG0011548	El005G249580, El005G249590	XP_006298648.1
OG0011549	El005G245160	XP_006299409.1
OG0011550	El001G082050	XP_006288717.2
OG0011551	El001G078750	XP_006288765.1
OG0011552	El001G078230	XP_023636592.1
OG0011553	El001G003400	XP_006287747.1, XP_023636140.1
OG0011554	El003G161030	XP_023634916.1
OG0011555	El003G162430	XP_006283777.1
OG0011556	El002G116670	XP_006304825.1
OG0011557	El002G113330	XP_006303253.1
OG0011558	El006G301400	XP_006295721.1
OG0011559	El001G070910	XP_006286600.1
OG0011560	El007G337180	XP_006281884.1
OG0011561	El001G068900	XP_006286367.1
OG0011563	El007G339530	XP_006281558.1
OG0011564	El007G337090	XP_006279788.1
OG0011565	El002G119670	XP_006304001.1
OG0011566	El007G333350	XP_023632873.1
OG0011567	El001G060100	XP_006286497.1
OG0011568	El001G060430	XP_006289406.2
OG0011569	El001G060570	XP_006290114.1
OG0011570	El001G060830	XP_023637456.1
OG0011571	El007G326430	XP_006280680.1
OG0011572	El002G088000	XP_006304284.1
OG0011573	El002G098890	XP_006303938.1
OG0011574	El007G354850, El007G355050, El007G352130, El002G099930	XP_006305688.1
OG0011575	El002G110830	XP_023644595.1
OG0011577	El004G203400	XP_023644061.1
OG0011577	El004G220920	XP_023642820.1
OG0011578	El004G218900	XP_006301038.1
OG0011579	El005G263610	XP_023641177.1
OG0011580	El006G320320	XP_006296112.1
OG0011581	El006G313910	XP_006294596.1
OG0011583	El006G301480	XP_006296387.2
OG0011584	El006G280940	XP_023639685.1
OG0011585	El001G023860	XP_006293276.2
OG0011586	El003G148390	XP_006283463.2
OG0011588	El003G160540	XP_006284025.1
OG0011589	El003G154770	XP_006285756.1
OG0011590	El007G346050	XP_006280304.2
OG0011603	El003G155140	XP_006285679.1
OG0011604	El003G155130	XP_023633623.1
OG0011605	El003G154690	XP_006282541.1
OG0011606	El003G154970	XP_006285831.1
OG0011607	El003G154960	XP_006285072.1
OG0011608	El003G154280	XP_006282432.1
OG0011609	El003G153390	XP_023639695.1
OG0011610	El005G277080	XP_006298956.1
OG0011611	El003G152670	XP_006282480.1
OG0011612	El003G152570	XP_023634724.1
OG0011613	El003G152540	XP_006282454.1
OG0011614	El003G152500	XP_006284413.1
OG0011615	El003G152440	XP_006283996.1
OG0011616	El003G152260	XP_023635389.1
OG0011617	El003G152090	XP_006285471.2
OG0011618	El003G151430	XP_006284070.1
OG0011619	El002G091510	XP_006306848.1
OG0011620	El003G151100	XP_006283420.1
OG0011621	El003G150190	XP_023634922.1
OG0011622	El003G150150	XP_006284921.1
OG0011623	El006G296630, El007G343250	XP_006295623.1
OG0011624	El003G149850	XP_006283159.1
OG0011625	El001G058700	XP_006287036.1
OG0011626	El003G151520	XP_023634591.1
OG0011627	El004G223220	XP_006300870.2
OG0011628	El001G060060	XP_006288934.1
OG0011629	El003G148230	XP_023633764.1
OG0011630	El003G147940	XP_006283584.2
OG0011631	El001G016240	XP_006284255.2
OG0011632	El002G118240	XP_023633193.1
OG0011633	El002G118280	XP_006306724.1
OG0011634	El002G118300	XP_006303745.1
OG0011635	El002G118700	XP_006307312.2
OG0011636	El002G118800	XP_006305246.1
OG0011637	El002G119420	XP_006304000.1
OG0011638	El002G119520	XP_006307539.2
OG0011639	El002G119540	XP_006304580.1
OG0011640	El002G119850	XP_006306461.1
OG0011642	El003G170000	XP_023634070.1
OG0011643	El003G170370	XP_023634371.1
OG0011644	El003G170630	XP_006284854.2
OG0011645	El003G170690	XP_023634101.1
OG0011646	El001G048030, El003G171110	XP_006284379.2
OG0011647	El007G355180, El007G356260	XP_006295426.1
OG0011648	El004G210680	XP_006301938.1
OG0011649	El006G312160	XP_006294860.2
OG0011650	El004G210080	XP_023642920.1
OG0011651	El004G209610	XP_006301039.1
OG0011652	El004G209970	XP_006302225.1
OG0011653	El004G207290	XP_006301486.1
OG0011654	El004G206940	XP_006302021.1
OG0011655	El004G205740	XP_006300312.1
OG0011656	El002G092640	XP_023632679.1
OG0011659	El004G201430	XP_006302607.1
OG0011660	El004G201340	XP_006301089.1
OG0011661	El003G184870	XP_006283341.1
OG0011662	El004G200910	XP_023643394.1
OG0011663	El007G359640	XP_006281002.2
OG0011664	El004G200090	XP_006301196.1
OG0011665	El004G199200	XP_006300381.1
OG0011666	El002G095050	XP_006305061.1
OG0011668	El001G036650	XP_006291506.1
OG0011669	El001G036710	XP_023638732.1
OG0011670	El002G108170	XP_006303768.1
OG0011671	El001G036800	XP_006290535.1
OG0011672	El001G036950	XP_006290522.1
OG0011673	El001G037560, El001G037230	XP_006290343.2
OG0011674	El001G037700	XP_006292733.1
OG0011675	El001G037780	XP_023638101.1
OG0011676	El001G038150	XP_006290321.1
OG0011677	El001G038500	XP_006291904.2
OG0011678	El001G039510	XP_006290691.1
OG0011679	El001G039660	XP_006290457.1
OG0011680	El001G039750	XP_023638108.1
OG0011681	El001G040020	XP_006291428.1
OG0011682	El001G040870	XP_006292787.2
OG0011683	El001G041050	XP_006291116.1
OG0011684	El001G041790	XP_023638623.1
OG0011685	El001G041960	XP_006293065.1
OG0011686	El003G191450	XP_023634128.1
OG0011687	El001G044350	XP_023638745.1
OG0011688	El001G046130	XP_006292319.1
OG0011689	El004G217130	XP_006303122.2
OG0011690	El004G216460	XP_006302675.1
OG0011691	El004G216350	XP_006300854.1
OG0011692	El004G216070	XP_006302582.1
OG0011693	El004G215800	XP_006302355.1
OG0011694	El004G215690	XP_006302390.1
OG0011695	El004G215590	XP_006300898.1
OG0011696	El004G215350	XP_006301525.1
OG0011697	El004G214960, El004G214940	XP_006302098.1
OG0011699	El003G188470	XP_006282467.2
OG0011700	El002G114600	XP_006303988.2
OG0011701	El004G193890	XP_023643464.1
OG0011702	El004G194010	XP_006300778.2
OG0011703	El004G194080	XP_006301204.1
OG0011704	El004G199890, El004G194090, El004G194140	XP_006300998.1
OG0011705	El004G194730	XP_006301439.1
OG0011706	El004G195430	XP_006302105.1
OG0011707	El004G195740	XP_006300443.1
OG0011708	El004G196530	XP_006302394.1
OG0011709	El004G197050	XP_006302491.1
OG0011710	El004G197390	XP_006301287.2
OG0011711	El004G197600	XP_006302155.2
OG0011712	El005G248390	XP_006299331.1
OG0011713	El003G158410	XP_023633966.1, XP_023636917.1
OG0011714	El001G027990	XP_006292950.1
OG0011715	El006G288460, El007G357120	XP_006295739.2
OG0011716	El006G288810	XP_006294208.2
OG0011717	El006G288880	XP_006293961.1
OG0011718	El005G244270	XP_006299294.1
OG0011719	El005G244500	XP_023641128.1
OG0011720	El005G244650	XP_006297711.1
OG0011721	El005G244700	XP_006297973.1
OG0011722	El005G244730	XP_006297691.1
OG0011723	El005G245110	XP_006298566.1, XP_023641251.1
OG0011724	El007G339940	XP_023641867.1
OG0011725	El005G245510	XP_006296622.1
OG0011727	El005G245780	XP_023642149.1
OG0011728	El005G246060	XP_006298079.1
OG0011729	El005G246120	XP_006299521.1
OG0011730	El005G246190	XP_006296784.1
OG0011731	El005G246200	XP_006297497.2
OG0011732	El005G246240	XP_023642346.1
OG0011733	El005G246310	XP_006296655.1
OG0011734	El005G246390	XP_006297971.1
OG0011735	El005G247350	XP_006297007.1
OG0011736	El005G247860	XP_006297989.1
OG0011737	El007G344710	XP_023634763.1
OG0011738	El007G344420	XP_006280738.2
OG0011739	El007G344430	XP_006279875.1
OG0011740	El007G344300	XP_006281877.1
OG0011741	El007G343440	XP_006281748.1
OG0011742	El007G343300	XP_006282380.1
OG0011743	El007G343010	XP_006279672.1
OG0011744	El007G342980	XP_006280978.2
OG0011745	El007G342900	XP_006280896.1
OG0011746	El007G342710	XP_023636460.1
OG0011747	El007G342520	XP_006281970.1
OG0011748	El007G342510	XP_006280095.1
OG0011749	El007G341690	XP_006281628.1
OG0011750	El007G341250	XP_006280174.1
OG0011751	El007G341180	XP_006280307.1
OG0011752	El007G341150	XP_006280487.1
OG0011753	El007G345170	XP_006280260.1
OG0011754	El003G156300	XP_006285381.1
OG0011755	El007G339120	XP_006281415.1
OG0011756	El007G338540	XP_023635613.1
OG0011757	El007G338740	XP_006281237.1
OG0011758	El007G338770	XP_006281269.2
OG0011759	El007G338300	XP_023645845.1
OG0011760	El007G337890	XP_006281230.1
OG0011761	El007G337850	XP_023644639.1
OG0011762	El007G337410	XP_006280063.1
OG0011763	El003G157430	XP_006282825.2
OG0011764	El007G336780	XP_006279466.2
OG0011765	El007G336540	XP_006279810.1
OG0011766	El007G336390	XP_006279784.1
OG0011767	El004G207630, El007G336350	XP_023641545.1
OG0011768	El007G336110	XP_006282376.1
OG0011769	El007G336020	XP_006282164.1
OG0011770	El007G335970	XP_006279613.1
OG0011771	El007G335310	XP_023635819.1
OG0011772	El007G334700	XP_006280860.1
OG0011773	El007G334660	XP_006279932.1
OG0011774	El007G334530	XP_023633229.1
OG0011775	El007G336280, El007G334000	XP_006282217.1
OG0011776	El007G333850	XP_006280338.1
OG0011777	El007G333670	XP_006281816.1
OG0011778	El007G333650	XP_006282028.1
OG0011779	El001G011590	XP_006289202.1
OG0011780	El001G011640	XP_006288801.2
OG0011781	El001G068510	XP_023637713.1
OG0011782	El001G069690	XP_006288309.1
OG0011783	El001G069750	XP_006289394.1
OG0011784	El001G070170	XP_006287067.1
OG0011785	El001G071000	XP_006287517.1
OG0011786	El001G071120	XP_006287405.1
OG0011787	El001G071370	XP_006287090.2
OG0011788	El001G071660	XP_023636341.1
OG0011789	El001G072220	XP_006287029.1
OG0011790	El007G325920	XP_023638697.1
OG0011791	El001G072460	XP_023642258.1
OG0011792	El001G072650	XP_006286476.1
OG0011793	El001G072680	XP_023635836.1
OG0011794	El001G073030	XP_006288144.1
OG0011795	El001G073150	XP_023635988.1
