Orthogroup	Erysimum_linariifolium	Arabidopsis_thaliana
OG0006676	El007G338440	AT5G54170.1
OG0006677	El007G338880	AT5G53850.5
OG0006678	El007G337980	AT5G54440.1
OG0006679	El001G004330, El007G337940, El007G338280	AT5G54480.1
OG0006680	El007G337840	AT5G54580.1
OG0006681	El007G337720	AT5G54660.1
OG0006682	El007G337280	AT5G55020.1
OG0006684	El004G208230, El007G336380	AT5G55730.1
OG0006685	El007G335870	AT5G56270.1
OG0006686	El007G335410	AT5G56530.1
OG0006687	El007G334640	AT5G57150.4
OG0006688	El007G334440	AT5G57270.1
OG0006689	El007G334180	AT5G57500.1
OG0006690	El007G333970	AT5G57630.1
OG0006691	El007G351570	AT5G47870.1
OG0006693	El001G068820	AT5G12930.1
OG0006694	El001G068940	AT5G12470.1
OG0006695	El001G069090	AT5G12410.1
OG0006696	El001G071340	AT5G10580.3
OG0006697	El001G071460	AT5G10490.1
OG0006698	El001G071860	AT5G10160.1
OG0006699	El001G071930	AT5G10100.1
OG0006700	El001G072210	AT5G09850.1
OG0006701	El007G326360	AT5G64130.3
OG0006702	El001G072800	AT5G09280.1
OG0006703	El001G073180	AT5G08530.1
OG0006704	El001G073400	AT5G08380.1
OG0006705	El001G073510	AT5G08290.1
OG0006706	El001G073740	AT5G08060.1
OG0006707	El001G074120	AT5G07670.1
OG0006708	El003G169870	AT4G17230.1
OG0006709	El003G169800	AT4G17300.2
OG0006710	El003G169280	AT4G17620.1
OG0006711	El003G169240	AT4G17670.1
OG0006712	El003G168720	AT4G18010.1
OG0006713	El003G168680	AT4G18040.1
OG0006714	El003G168480	AT4G18230.1
OG0006716	El003G167280	AT4G18990.1
OG0006717	El003G166890	AT4G19200.1
OG0006718	El003G166290	AT4G19645.1
OG0006719	El003G166230	AT4G19680.2
OG0006720	El007G361670	AT5G44790.1
OG0006721	El003G165580	AT4G20260.4
OG0006722	El003G165500	AT4G20325.1
OG0006723	El003G169830	AT4G17260.1
OG0006724	El003G164610	AT4G21445.1
OG0006725	El003G164170	AT4G21740.1
OG0006726	El003G163960	AT4G21870.1
OG0006727	El003G162850	AT4G22670.1
OG0006728	El003G161720	AT4G23470.1
OG0006729	El003G161620	AT4G23500.1
OG0006730	El003G161420	AT4G23640.1
OG0006731	El003G161200	AT4G23760.1
OG0006732	El003G161140	AT4G23820.1
OG0006733	El003G160930	AT4G23980.1
OG0006734	El003G160860	AT4G24015.1
OG0006735	El003G160820	AT4G24020.1
OG0006736	El003G160690	AT4G24130.1
OG0006737	El003G160650	AT4G24150.1
OG0006738	El002G121710	AT1G33770.1
OG0006739	El002G124790	AT1G35720.1
OG0006740	El002G102480	AT1G18340.1
OG0006741	El002G127700	AT1G44110.1
OG0006742	El002G127350	AT1G43770.2
OG0006743	El002G099290	AT1G15220.1
OG0006744	El002G130410	AT1G47603.1
OG0006745	El002G129410	AT1G47270.1
OG0006746	El002G113540	AT1G27910.1
OG0006747	El002G090220	AT1G07615.1
OG0006748	El003G160590	AT4G24200.1
OG0006749	El002G113340	AT1G27710.1
OG0006750	El002G129060	AT1G45688.1
OG0006751	El002G113410	AT1G27760.3
OG0006752	El005G278500	AT2G20060.1
OG0006753	El002G114320	AT1G28510.1
OG0006754	El002G114970	AT1G29120.5
OG0006755	El002G114990	AT1G29150.1
OG0006756	El002G115050	AT1G29195.1
OG0006757	El002G115240	AT1G29330.1
OG0006758	El002G115790	AT1G29760.1
OG0006759	El002G116190	AT1G30080.1
OG0006760	El002G116580	AT1G30320.1
OG0006761	El002G116770	AT1G30450.1
OG0006762	El002G117370	AT1G30700.1
OG0006763	El002G117640	AT1G30870.1
OG0006764	El003G146530	AT4G35720.1
OG0006765	El003G145950	AT4G36220.1
OG0006766	El003G145600	AT4G36620.1
OG0006767	El003G145460	AT4G36730.1
OG0006768	El003G145040	AT4G37000.1
OG0006769	El003G144960	AT4G36930.1
OG0006770	El003G144580	AT4G37610.1
OG0006771	El003G144630	AT4G37660.1
OG0006772	El003G144220	AT4G37850.1
OG0006773	El006G319600	AT2G22610.3
OG0006774	El006G320220	AT2G22125.1
OG0006775	El006G321390	AT2G21270.3
OG0006776	El003G142350	AT4G38900.1
OG0006777	El003G142080	AT4G38620.1
OG0006778	El003G141910	AT4G38470.1
OG0006779	El002G133210	AT1G49245.1
OG0006781	El006G295630	AT2G35470.1
OG0006782	El001G010560	AT4G08900.1
OG0006783	El002G127490	AT1G43850.1
OG0006784	El006G297140	AT2G34200.1
OG0006785	El006G298030	AT2G33793.1
OG0006786	El007G357990	AT5G42890.1
OG0006787	El007G357770, El007G357900, El007G357860, El007G357890	AT5G42830.1
OG0006788	El007G356960	AT5G42520.1
OG0006789	El005G237130	AT3G02870.1
OG0006790	El001G009560	AT4G09950.1
OG0006791	El001G007710	AT4G11260.1
OG0006792	El001G007390	AT4G11600.1
OG0006793	El001G007290	AT4G11690.1
OG0006794	El001G007230	AT4G11720.1
OG0006795	El001G007090	AT4G11820.2
OG0006796	El001G006750	AT4G12070.1
OG0006797	El001G005560, El001G006150	AT4G04480.1
OG0006798	El001G005200	AT4G04780.1
OG0006799	El001G004360	AT4G03610.4
OG0006800	El007G360750	AT5G44350.1
OG0006801	El007G361070	AT5G44540.1
OG0006802	El003G156550	AT4G27600.1
OG0006803	El007G364090	AT5G45830.1
OG0006804	El007G364660	AT5G46110.4
OG0006805	El007G365470, El007G365510, El007G365490	AT5G46620.1
OG0006806	El007G365640	AT5G46700.1
OG0006807	El007G365680	AT5G46740.1
OG0006808	El007G365750	AT5G46795.1
OG0006809	El007G365850	AT5G46860.1
OG0006810	El007G366170	AT5G47060.1
OG0006811	El006G292280	AT2G37990.1
OG0006812	El007G366780	AT5G47610.1
OG0006813	El007G366930	AT5G47740.2
OG0006814	El005G277050	AT2G18640.1
OG0006815	El005G269340	AT2G04240.1
OG0006816	El005G268620	AT3G25140.1
OG0006817	El005G268130	AT3G24660.1
OG0006818	El003G178110	AT4G13250.1
OG0006819	El003G175890	AT4G14110.1
OG0006820	El005G262650	AT3G22950.1
OG0006821	El003G174340	AT4G14770.1
OG0006822	El003G174220, El003G173430	AT4G14819.1
OG0006823	El003G172970	AT4G15430.1
OG0006824	El003G172860	AT4G15480.1
OG0006825	El003G172610	AT4G15570.1
OG0006826	El003G191780	AT5G40740.1
OG0006827	El003G191890	AT5G40840.2
OG0006828	El003G193610	AT5G42050.1
OG0006829	El003G193630	AT5G42080.1
OG0006830	El006G279710	AT2G48090.2
OG0006831	El006G279750	AT2G48060.2
OG0006832	El002G121140	AT1G33390.1
OG0006833	El006G280410	AT2G47420.1
OG0006834	El006G296770	AT2G34520.1
OG0006835	El006G281090	AT2G46820.1
OG0006836	El006G281230	AT2G46680.1
OG0006837	El006G281670	AT2G46400.1
OG0006838	El006G281770	AT2G46300.1
OG0006839	El006G282080	AT2G46040.2
OG0006840	El006G282130	AT2G45980.1
OG0006841	El006G282460, El008G369370	AT2G45830.1
OG0006842	El006G282660	AT2G45690.1
OG0006843	El006G282710	AT2G45670.1
OG0006844	El006G282990	AT2G45430.1
OG0006845	El006G283820	AT2G44830.1
OG0006846	El006G285520	AT2G43370.1
OG0006847	El006G285740	AT2G43130.1
OG0006848	El006G286140	AT2G42840.1
OG0006850	El006G286700, El006G316130	AT2G42400.1
OG0006851	El006G286870	AT2G42280.3
OG0006852	El006G287480	AT2G41800.1
OG0006853	El006G287940	AT2G41430.1
OG0006854	El001G081000	AT5G02110.1
OG0006855	El001G080820	AT5G02280.1
OG0006856	El001G080670	AT5G02460.1
OG0006857	El001G080660	AT5G02470.1
OG0006858	El001G079900	AT5G03050.1
OG0006859	El001G079800	AT5G03150.1
OG0006860	El001G079660	AT5G03230.1
OG0006861	El001G079550	AT5G03330.1
OG0006862	El001G078770	AT5G03880.1
OG0006863	El001G078730	AT5G03905.1
OG0006864	El002G114580	AT1G28815.1
OG0006865	El001G060490	AT5G19680.1
OG0006866	El001G060270	AT5G19880.1
OG0006867	El001G060180	AT5G19960.1
OG0006868	El001G059950	AT5G20180.1
OG0006869	El001G059830	AT5G20310.1
OG0006870	El001G059210	AT5G20850.1
OG0006871	El001G059150	AT5G20900.1
OG0006872	El001G059060	AT5G20960.1
OG0006873	El001G058690	AT5G21940.1
OG0006874	El001G058490	AT5G22080.1
OG0006875	El001G057270	AT5G22940.2
OG0006876	El007G330280	AT5G60660.1
OG0006877	El007G330600	AT5G60340.1
OG0006878	El007G330980	AT5G59980.2
OG0006879	El007G331160	AT5G59800.1
OG0006880	El007G327420	AT5G63160.1
OG0006881	El007G326770	AT5G63790.2
OG0006882	El007G326760	AT5G63800.1
OG0006883	El007G326540	AT5G64000.1
OG0006884	El007G326410	AT5G64080.1
OG0006885	El007G326240	AT5G64240.2
OG0006886	El007G326160	AT5G64300.1
OG0006887	El007G325970	AT5G64430.1
OG0006888	El007G325960	AT5G64440.1
OG0006889	El007G325590	AT5G64790.1
OG0006890	El004G212220	AT5G64905.1
OG0006891	El007G325280	AT5G65000.1
OG0006892	El007G325190	AT5G65090.1
OG0006893	El007G324800	AT5G65340.1
OG0006894	El007G324610	AT5G65500.2
OG0006895	El007G323830	AT5G67470.1
OG0006896	El007G323800, El002G126070	AT5G67440.1
OG0006897	El007G323680	AT5G67350.1
OG0006898	El004G218680	AT1G68070.1
OG0006899	El007G322440	AT5G66400.1
OG0006900	El001G063690	AT5G17280.1
OG0006901	El002G129380, El007G322370	AT5G66320.1
OG0006902	El001G000060	AT4G00026.1
OG0006903	El001G000320	AT4G00230.1
OG0006904	El001G000790	AT4G00700.1
OG0006905	El001G000560	AT4G00450.1
OG0006906	El001G001150	AT4G01110.1
OG0006907	El001G001480	AT4G00840.1
OG0006908	El002G083760	AT1G01120.1
OG0006909	El001G002540, El001G002590, El001G002410, El001G002470	AT4G02110.1
OG0006910	El001G003550	AT4G02880.2
OG0006911	El001G003660	AT4G02980.1
OG0006912	El001G003780	AT4G03100.1
OG0006913	El001G003980	AT4G03260.1
OG0006914	El002G085540	AT1G03730.1
OG0006915	El007G359920	AT5G43990.2
OG0006916	El007G359860	AT5G43940.2
OG0006917	El007G359750	AT5G43860.1
OG0006918	El006G298590	AT2G33360.1
OG0006919	El006G298950	AT2G33100.1
OG0006920	El006G300030	AT2G32230.1
OG0006921	El006G299410	AT2G32700.7
OG0006922	El006G299350	AT2G32750.2
OG0006923	El006G299340	AT2G32760.1
OG0006924	El006G299190	AT2G32860.2
OG0006925	El006G299610	AT2G32520.2
OG0006926	El006G299750	AT2G32460.1
OG0006927	El006G300070	AT2G32170.2
OG0006928	El006G300230	AT2G32020.1
OG0006929	El006G300530	AT2G31810.1
OG0006930	El006G300550	AT2G31790.1
OG0006931	El006G300790	AT2G31570.1
OG0006932	El006G301530	AT2G31010.1
OG0006933	El006G301920	AT2G30700.1
OG0006934	El006G302150	AT2G30505.1
OG0006935	El006G302340	AT2G30350.2
OG0006936	El002G089350	AT1G06950.1
OG0006937	El006G302670	AT2G30130.1
OG0006938	El006G302790	AT2G30090.1
OG0006939	El006G303200	AT2G29640.1
OG0006940	El006G304200	AT2G29020.1
OG0006941	El006G304420	AT2G28870.1
OG0006942	El006G304730	AT2G28710.1
OG0006943	El006G305010	AT2G28550.3
OG0006944	El006G305290	AT2G28390.1
OG0006945	El006G308370	AT2G26990.1
OG0006946	El006G308190	AT2G27080.1
OG0006947	El006G308050	AT2G27140.1
OG0006948	El006G307270	AT2G27310.1
OG0006949	El006G306720	AT2G27460.1
OG0006950	El006G312830	AT2G26140.1
OG0006951	El006G313390	AT2G25930.1
OG0006952	El006G313650	AT2G25840.2
OG0006953	El005G235710	AT3G01350.1
OG0006954	El003G158070	AT4G26410.1
OG0006955	El003G157410	AT4G26940.1
OG0006956	El005G235840	AT3G01290.1
OG0006957	El005G236070	AT3G01100.4
OG0006958	El005G236100	AT3G01085.3
OG0006959	El005G236300	AT3G02150.2
OG0006960	El005G236750	AT3G02570.1
OG0006961	El005G236900	AT3G02660.1
OG0006962	El005G237110	AT3G02850.1
OG0006963	El005G237260	AT3G02970.1
OG0006964	El005G237340	AT3G03060.1
OG0006965	El005G237990	AT3G03600.1
OG0006966	El005G238140	AT3G03710.1
OG0006967	El005G238290	AT3G03810.1
OG0006968	El005G238600, El003G179570	AT3G04030.3
OG0006969	El005G238880	AT3G04280.1
OG0006970	El005G238990	AT3G04380.1
OG0006971	El005G239160	AT3G04570.1
OG0006972	El005G239560	AT3G04790.1
OG0006973	El005G239720	AT3G04940.1
OG0006974	El005G240220	AT3G05330.1
OG0006975	El005G240410	AT3G05500.1
OG0006976	El005G241080	AT3G05980.1
OG0006977	El005G241090	AT3G05990.1
OG0006978	El005G241210	AT3G06070.1
OG0006979	El005G241410	AT3G06240.1
OG0006980	El005G241450	AT3G06270.1
OG0006981	El001G062150	AT5G18500.1
OG0006982	El005G242080	AT3G06778.1
OG0006983	El005G242100	AT3G06790.1
OG0006984	El005G242290	AT3G07020.1
OG0006985	El005G242430	AT3G07160.2
OG0006986	El005G242700	AT3G07420.1
OG0006987	El005G243250	AT3G07790.1
OG0006988	El005G244120	AT3G08980.1
OG0006989	El006G289400	AT2G40200.1
OG0006990	El006G289550	AT2G40120.1
OG0006991	El006G289690	AT2G40070.1
OG0006992	El006G289990	AT2G39830.2
OG0006993	El006G290060	AT2G39760.1
OG0006994	El006G290240	AT2G39630.1
OG0006995	El006G290700	AT2G39290.1
OG0006996	El006G290590	AT2G39370.1
OG0006998	El006G291340	AT2G38790.1
OG0006999	El006G291380	AT2G38750.1
OG0007000	El008G368950, El006G291390	AT2G38740.1
OG0007001	El006G295080	AT2G35880.1
OG0007002	El005G243050, El006G295050	AT2G35900.1
OG0007003	El006G294830	AT2G36026.1
OG0007004	El006G294780	AT2G36080.1
OG0007005	El006G294660	AT2G36200.2
OG0007006	El006G294580	AT2G36270.3
OG0007007	El006G294300	AT2G36430.1
OG0007008	El006G293420	AT2G37110.1
OG0007009	El006G293220	AT2G37250.1
OG0007010	El006G293140	AT2G37330.1
OG0007011	El006G293090	AT2G37380.1
OG0007012	El006G292990	AT2G37430.1
OG0007013	El006G292390	AT2G37890.1
OG0007014	El006G291950	AT2G38280.1
OG0007015	El006G291690	AT2G38490.1
OG0007016	El002G099900, El006G290980	AT1G15825.1
OG0007017	El004G233700	AT1G80680.1
OG0007018	El008G369740, El002G100320	AT1G16330.1
OG0007019	El005G248540	AT3G12730.1
OG0007020	El002G100840	AT1G16850.1
OG0007021	El002G100890	AT1G16900.1
OG0007022	El002G101190	AT1G17110.2
OG0007023	El004G224350	AT1G72310.1
OG0007024	El002G101760	AT1G17620.1
OG0007025	El001G023230, El003G181780, El002G101820	AT1G17680.1
OG0007026	El002G101980	AT1G17840.1
OG0007027	El002G102080	AT1G17950.1
OG0007028	El002G102790	AT1G18610.1
OG0007029	El002G103220	AT1G18990.1
OG0007030	El002G103230	AT1G19000.1
OG0007031	El002G103490	AT1G19210.1
OG0007032	El002G103500	AT1G19220.1
OG0007033	El002G103840	AT1G19540.1
OG0007034	El002G103990, El037G374520	AT1G19700.1
OG0007035	El002G105020	AT1G20670.1
OG0007036	El003G192280, El002G105250	AT1G20890.1
OG0007037	El002G105850	AT5G34780.1, AT1G21400.5
OG0007038	El002G106350	AT1G21880.2
OG0007039	El002G106400, El004G203550	AT1G21930.1, AT3G42150.1
OG0007040	El002G106540	AT1G22065.1
OG0007041	El002G106600	AT1G22100.1
OG0007042	El004G223650	AT1G71865.1
OG0007043	El002G108760	AT1G23420.2
OG0007044	El002G109180	AT1G23770.1
OG0007044	El002G109190	AT1G23780.1
OG0007045	El002G109320	AT1G23980.1
OG0007046	El002G109470, El002G109680	AT1G27210.1
OG0007047	El002G111910	AT1G25540.1
OG0007048	El002G112520	AT1G24575.1
OG0007049	El002G112680	AT1G24440.1
OG0007050	El003G160460	AT4G24310.1
OG0007051	El003G160160	AT4G24550.2
OG0007052	El003G160040	AT4G24680.1
OG0007053	El007G342250	AT5G51600.1
OG0007054	El003G156490	AT4G27650.1
OG0007054	El001G029990	AT3G58390.1
OG0007055	El006G316930	AT2G24430.1
OG0007056	El006G318380	AT2G23540.1
OG0007057	El006G292260	AT2G38010.2
OG0007058	El006G319380	AT2G22790.1
OG0007059	El006G320150	AT2G22180.1
OG0007060	El006G321650	AT2G21050.1
OG0007061	El007G349880	AT5G48150.1
OG0007062	El002G098560	AT1G14540.1
OG0007063	El002G098120	AT1G14220.1
OG0007064	El002G097540	AT1G13900.1
OG0007065	El002G096810	AT1G13195.1
OG0007066	El002G096590	AT1G13030.1
OG0007067	El002G096530	AT1G12950.1
OG0007068	El002G095920	AT1G12450.1
OG0007069	El002G095880	AT1G12410.1
OG0007070	El002G095250	AT1G11870.2
OG0007072	El002G094350	AT1G11190.1
OG0007073	El002G094240	AT1G11170.1
OG0007074	El002G094130	AT1G11060.1
OG0007075	El002G094080	AT1G11040.1
OG0007076	El002G093290	AT1G10330.1
OG0007077	El002G093000	AT1G10020.1
OG0007078	El002G092540	AT1G09740.1
OG0007079	El002G092530	AT1G09730.1
OG0007080	El002G092050	AT1G09270.1
OG0007081	El002G091750, El002G124750	AT1G09010.1
OG0007082	El002G091550	AT1G08800.1
OG0007083	El002G091010	AT1G08290.1
OG0007084	El006G281470	AT2G46505.1
OG0007085	El002G090030, El002G090040	AT1G07476.1
OG0007086	El002G089810	AT1G07310.1
OG0007087	El002G089780	AT1G07290.1
OG0007088	El002G089270	AT1G06900.1
OG0007089	El007G343290	AT5G50890.1
OG0007090	El003G149580	AT4G33100.1
OG0007091	El002G088610	AT1G06210.1
OG0007092	El002G088460	AT1G06080.1
OG0007093	El002G087990	AT1G05720.1
OG0007094	El002G087040	AT1G04945.3
OG0007095	El002G086820	AT1G04770.1
OG0007096	El002G086710	AT1G04660.1
OG0007097	El002G086620	AT1G04590.2
OG0007098	El002G086570	AT1G04555.1
OG0007099	El002G086210	AT1G04280.1
OG0007100	El002G085330	AT1G03940.1
OG0007101	El002G085660	AT1G03850.1
OG0007102	El002G084780	AT1G02990.3
OG0007103	El002G084760	AT1G02970.1
OG0007104	El002G084660	AT1G02900.1
OG0007105	El002G084640	AT2G44750.2, AT1G02880.6
OG0007106	El002G083330	AT1G01490.4
OG0007107	El001G021780	AT3G51520.1
OG0007108	El002G082550	AT1G02080.1
OG0007109	El001G067150	AT5G14360.1
OG0007111	El001G067190	AT5G14320.1
OG0007112	El001G067330	AT5G14210.2
OG0007113	El003G179700, El001G066670	AT5G14800.1
OG0007114	El001G066070	AT5G15350.1
OG0007115	El001G066300	AT5G15180.1
OG0007116	El001G065710	AT5G15680.1
OG0007117	El001G064630	AT5G16390.1
OG0007118	El001G064380	AT5G16590.1
OG0007119	El001G064370	AT5G16600.1
OG0007120	El001G064000	AT5G16950.1
OG0007121	El001G063710	AT5G17260.1
OG0007122	El001G063530	AT5G17430.1
OG0007123	El001G061970	AT5G18670.1
OG0007124	El001G061200	AT5G19180.1
OG0007125	El001G051430	AT5G26570.1
OG0007126	El001G051300	AT5G26720.1
OG0007127	El001G050400	AT5G27920.1
OG0007128	El001G049440	AT5G27450.1
OG0007129	El001G047450	AT5G28840.1
OG0007130	El007G345430	AT5G49450.1
OG0007131	El007G346810	AT5G48970.1
OG0007132	El007G346970	AT5G48890.1
OG0007133	El007G349070	AT5G48380.1
OG0007134	El007G347680	AT5G48657.5
OG0007135	El001G068160	AT5G13500.1
OG0007136	El001G074840	AT5G06990.1
OG0007137	El001G075130	AT5G06760.1
OG0007138	El001G075340	AT5G06570.3
OG0007139	El001G068230	AT5G13480.2
OG0007140	El001G068240	AT5G13470.1
OG0007141	El001G075610	AT5G06320.1
OG0007142	El001G076740	AT5G05560.2
OG0007143	El001G077270	AT5G05080.1
OG0007144	El001G077620	AT5G04885.2
OG0007145	El001G077450	AT5G04930.1
OG0007146	El001G078030	AT5G04490.1
OG0007147	El007G328930	AT5G19470.2
OG0007147	El001G060860	AT5G19460.1
OG0007148	El001G052320	AT5G25830.1
OG0007149	El001G052370	AT5G25810.1
OG0007150	El001G052400	AT5G25800.2
OG0007151	El001G054050	AT5G25090.1
OG0007152	El001G054100	AT5G25050.1
OG0007153	El001G054530	AT5G24810.2
OG0007154	El001G054560	AT5G24800.1
OG0007155	El001G055670	AT5G24270.1
OG0007156	El001G055820	AT5G24120.1
OG0007157	El001G055830	AT5G24110.1
OG0007158	El001G018550	AT3G48890.1
OG0007159	El001G056420	AT5G23630.1
OG0007160	El001G056510	AT5G23530.1
OG0007161	El001G056760	AT5G23300.1
OG0007162	El001G056770	AT5G23290.1
OG0007163	El007G330050	AT5G60880.1
OG0007164	El007G329980	AT5G60920.1
OG0007165	El007G329930	AT5G60970.1
OG0007166	El007G329630	AT5G61230.1
OG0007167	El007G329270	AT5G61530.1
OG0007168	El007G328250	AT5G62420.1
OG0007169	El007G328160	AT5G62500.1
OG0007170	El007G328070	AT5G62580.1
OG0007171	El007G327840	AT5G62770.1
OG0007172	El001G017540	AT3G48030.1
OG0007173	El007G327660	AT5G62960.1
OG0007174	El007G332720	AT5G58710.1
OG0007175	El001G021090	AT3G50870.1
OG0007176	El001G019710	AT3G49780.1
OG0007177	El001G019530	AT3G49601.1
OG0007178	El001G017690	AT3G48150.1
OG0007179	El007G327980	AT5G62670.1
OG0007180	El001G017160	AT3G47640.1
OG0007181	El001G016280	AT3G46940.2
OG0007182	El001G015120	AT3G46020.1
OG0007183	El006G306600	AT3G45100.1
OG0007184	El001G013880	AT3G45040.1
OG0007185	El001G012640	AT3G44330.1
OG0007186	El001G012150	AT3G43860.1
OG0007187	El004G217720	AT1G67480.1
OG0007188	El004G217570	AT1G67420.4
OG0007189	El001G033480	AT3G61470.1
OG0007190	El005G244000	AT3G08900.1
OG0007191	El004G220480	AT1G69390.1
OG0007192	El004G220750	AT1G69570.1
OG0007193	El004G218810	AT1G68180.1
OG0007194	El004G221210	AT1G69890.1
OG0007195	El004G221220	AT1G69900.1
OG0007196	El004G221350	AT1G69970.1
OG0007197	El004G222460	AT1G70790.1
OG0007198	El004G222690	AT1G70920.1
OG0007199	El004G222840	AT1G71010.1
OG0007200	El004G223090	AT1G71170.1, AT1G71180.1
OG0007201	El004G223570	AT1G71780.1
OG0007202	El004G223780	AT1G71940.2
OG0007203	El001G060310	AT5G19855.1
OG0007204	El006G310070, El004G231660	AT1G78310.1
OG0007205	El004G230790	AT1G77690.1
OG0007207	El004G230390	AT1G77330.1
OG0007208	El004G230310	AT1G77250.1
OG0007209	El004G229730	AT1G76750.1
OG0007210	El004G229320	AT1G76420.1
OG0007211	El004G229070	AT1G76250.1
OG0007212	El004G228860	AT1G76070.1
OG0007213	El004G228370	AT1G75730.1
OG0007214	El004G228340	AT1G75710.1
OG0007215	El004G227510	AT1G74970.1
OG0007216	El004G227450	AT1G74910.1
OG0007217	El004G227370	AT1G74840.1
OG0007218	El004G227340	AT1G74800.1
OG0007219	El004G227030	AT1G74470.1
OG0007220	El004G226140	AT1G73760.1
OG0007221	El004G225340	AT1G73210.1
OG0007222	El006G279680	AT2G48120.1
OG0007223	El004G224890	AT1G72790.1
OG0007224	El004G224430	AT1G72390.1
OG0007225	El004G231720	AT1G78380.1
OG0007226	El004G232070	AT1G78690.1
OG0007227	El003G150760, El005G245920	AT3G10530.1
OG0007228	El004G232780	AT1G79280.2
OG0007229	El004G232880	AT1G79380.1
OG0007230	El004G233190	AT1G79600.1
OG0007231	El002G100060	AT1G15990.1
OG0007231	El002G104080, El037G374610	AT1G19780.1
OG0007232	El004G234490, El004G199300	AT1G80040.1
OG0007233	El004G233520	AT1G80820.1
OG0007234	El004G233580	AT1G80770.6
OG0007235	El004G233670	AT1G80700.1, AT1G80980.1
OG0007236	El004G233850	AT2G26000.2
OG0007237	El002G099840	AT1G15780.2
OG0007238	El002G104930	AT1G20570.3
OG0007239	El004G234300	AT1G80210.1, AT3G06820.2
OG0007240	El005G248880	AT3G13000.2
OG0007241	El005G248940	AT3G13040.1
OG0007243	El005G249710	AT3G13730.1
OG0007244	El005G249920	AT3G13850.1
OG0007245	El005G250330	AT3G14172.1
OG0007246	El005G250390	AT3G14205.1
OG0007247	El005G250910	AT3G14595.1
OG0007248	El005G251930	AT3G15370.2
