Orthogroup	Erysimum_linariifolium	Raphanus_sativus
OG0009239	El001G065740	XP_018449744.1, XP_018473374.1, XP_018474745.1
OG0009240	El001G066040	XP_018471055.1, XP_018445788.1
OG0009241	El001G066250	XP_018473464.1, XP_018474684.1, XP_018455328.1
OG0009242	El001G065600	XP_018446249.1, XP_018468334.1
OG0009243	El001G065190	XP_018445344.1, XP_018477012.1
OG0009244	El001G065110	XP_018487841.1, XP_018446588.1
OG0009245	El001G064260	XP_018469366.1, XP_018469352.1, XP_018486381.1, XP_018442585.1
OG0009246	El001G064200	XP_018472583.1, XP_018442374.1
OG0009247	El001G063890	XP_018470950.1, XP_018479343.1, XP_018458850.1, XP_018474547.1
OG0009248	El001G063780	XP_018442364.1, XP_018467977.1
OG0009249	El001G063290	XP_018459148.1
OG0009250	El001G062540	XP_018473076.1, XP_018442784.1
OG0009251	El001G061610	XP_018465276.1, XP_018475374.1
OG0009252	El001G061520	XP_018444019.1, XP_018476600.1
OG0009253	El001G061120	XP_018448763.1, XP_018442322.1
OG0009254	El001G061080	XP_018472480.1
OG0009255	El001G049420	XP_018484307.1, XP_018438896.1
OG0009256	El001G047650	XP_018478492.1, XP_018454324.1
OG0009257	El007G346150	XP_018438118.1
OG0009258	El007G345290	XP_018454915.1, XP_018483031.1, XP_018466620.1, XP_018454737.1
OG0009259	El004G208900, El007G346490, El007G346460	XP_018438384.1
OG0009260	El007G346880	XP_018433281.1
OG0009261	El007G346930	XP_018454045.1, XP_018482628.1
OG0009262	El001G068020	XP_018470374.1, XP_018445450.1
OG0009263	El001G068100	XP_018471847.1, XP_018446108.1
OG0009264	El001G075040	XP_018445825.1, XP_018472627.1
OG0009265	El001G075020	XP_018442210.1, XP_018472625.1
OG0009267	El001G067840	XP_018452586.1, XP_018460997.1, XP_018473297.1
OG0009268	El001G075210	XP_018442295.1
OG0009270	El001G068360	XP_018445573.1, XP_018443006.1
OG0009272	El001G075940	XP_018475101.1, XP_018445235.1
OG0009273	El001G076150	XP_018475593.1, XP_018443416.1
OG0009274	El001G076210	XP_018442986.1
OG0009275	El001G076400	XP_018442798.1, XP_018468498.1
OG0009276	El001G076920	XP_018446075.1, XP_018446088.1
OG0009277	El001G077050	XP_018446752.1, XP_018467912.1
OG0009278	El001G077080	XP_018444459.1, XP_018472594.1
OG0009279	El001G077340	XP_018472826.1, XP_018442792.1
OG0009280	El001G077740	XP_018445128.1, XP_018465799.1
OG0009281	El001G052670	XP_018480695.1
OG0009282	El001G052420	XP_018477256.1, XP_018456150.1, XP_018456153.1
OG0009283	El001G052630	XP_018437833.1
OG0009284	El001G052990	XP_018483724.1, XP_018434672.1
OG0009285	El001G053390	XP_018455992.1, XP_018433976.1
OG0009286	El001G053600, El002G128900	XP_018452277.1, XP_018433495.1
OG0009287	El001G054250	XP_018477215.1
OG0009288	El001G054310	XP_018485056.1, XP_018456521.1
OG0009289	El001G054760	XP_018482676.1, XP_018454059.1, XP_018454061.1
OG0009290	El001G055050	XP_018483448.1, XP_018439022.1, XP_018439020.1
OG0009291	El001G025550	XP_018464132.1, XP_018489947.1
OG0009292	El001G055150	XP_018480900.1, XP_018439342.1
OG0009293	El001G055410, El001G055380	XP_018477405.1, XP_018452102.1
OG0009294	El001G056090	XP_018478710.1, XP_018438575.1
OG0009295	El001G056540	XP_018452357.1, XP_018483909.1
OG0009296	El001G056650	XP_018485068.1, XP_018453326.1
OG0009297	El001G056720	XP_018484706.1, XP_018484739.1
OG0009298	El001G056750	XP_018484143.1, XP_018484127.1
OG0009299	El001G056970	XP_018440124.1, XP_018482843.1, XP_018484083.1
OG0009300	El007G329740	XP_018433050.1, XP_018457005.1
OG0009301	El007G329060	XP_018486621.1, XP_018454086.1
OG0009302	El007G328830	XP_018489875.1
OG0009303	El007G327760	XP_018489323.1, XP_018489318.1, XP_018458195.1
OG0009304	El001G017700	XP_018439977.1, XP_018458791.1
OG0009305	El007G327610	XP_018492664.1, XP_018486482.1
OG0009306	El007G332650	XP_018468954.1, XP_018468953.1, XP_018456113.1
OG0009307	El007G333080	XP_018456688.1, XP_018476616.1, XP_018473720.1
OG0009308	El001G021530	XP_018439733.1
OG0009309	El001G021480	XP_018433381.1, XP_018481666.1
OG0009310	El001G021460	XP_018481095.1, XP_018437854.1
OG0009311	El001G021300	XP_018459326.1, XP_018437117.1
OG0009312	El001G021150	XP_018468901.1, XP_018466742.1, XP_018436867.1, XP_018437039.1, XP_018484497.1
OG0009313	El001G020740	XP_018437608.1, XP_018455427.1, XP_018455313.1
OG0009314	El001G020620	XP_018441091.1, XP_018448468.1
OG0009315	El001G020000	XP_018481067.1, XP_018481055.1
OG0009316	El001G019970	XP_018454801.1, XP_018439293.1
OG0009317	El001G019950	XP_018441805.1
OG0009318	El001G019520	XP_018486896.1, XP_018440857.1
OG0009319	El001G019150	XP_018434705.1, XP_018464417.1
OG0009320	El001G018850	XP_018488870.1, XP_018437241.1
OG0009321	El001G018440	XP_018433275.1, XP_018432564.1
OG0009322	El001G018220	XP_018437412.1, XP_018437414.1, XP_018465085.1
OG0009323	El001G018110	XP_018458330.1
OG0009324	El001G018020	XP_018440765.1
OG0009325	El001G017510	XP_018487240.1, XP_018441118.1
OG0009326	El001G017410	XP_018437785.1, XP_018469901.1
OG0009328	El001G012670	XP_018434450.1
OG0009329	El001G011680	XP_018437423.1
OG0009330	El003G149590	XP_018471780.1, XP_018468782.1
OG0009331	El001G046650	XP_018452778.1
OG0009332	El004G217410	XP_018471219.1, XP_018445567.1
OG0009333	El004G217440	XP_018442891.1, XP_018442555.1
OG0009334	El004G219410	XP_018470082.1, XP_018442315.1
OG0009335	El004G219690	XP_018453071.1, XP_018468456.1
OG0009336	El004G219580	XP_018465630.1, XP_018470943.1, XP_018456577.1
OG0009337	El004G220090	XP_018453348.1, XP_018446893.1
OG0009338	El004G220300	XP_018443014.1, XP_018456111.1
OG0009339	El004G220390	XP_018452667.1
OG0009340	El004G220620	XP_018452015.1, XP_018445318.1
OG0009341	El006G310330	XP_018433128.1, XP_018481641.1
OG0009342	El004G221080	XP_018456447.1, XP_018452574.1, XP_018467985.1
OG0009343	El004G221090	XP_018468146.1, XP_018454553.1
OG0009344	El004G221380	XP_018456275.1, XP_018442597.1
OG0009345	El004G221990	XP_018469441.1, XP_018452259.1
OG0009346	El004G222330	XP_018456148.1, XP_018452830.1
OG0009347	El004G223080	XP_018446469.1, XP_018446470.1, XP_018469265.1
OG0009348	El004G223200	XP_018445041.1, XP_018452307.1
OG0009349	El004G223440	XP_018444529.1
OG0009350	El004G223680	XP_018469045.1, XP_018453259.1
OG0009351	El004G223770	XP_018454697.1, XP_018462524.1
OG0009352	El004G224080	XP_018459985.1, XP_018442132.1
OG0009353	El004G224170	XP_018454727.1, XP_018468692.1
OG0009354	El004G224180	XP_018454612.1, XP_018469986.1
OG0009355	El004G224190	XP_018467489.1, XP_018454466.1, XP_018469160.1
OG0009356	El004G231580	XP_018463476.1
OG0009357	El004G230340	XP_018471757.1, XP_018489704.1, XP_018464088.1
OG0009358	El004G230240	XP_018452297.1, XP_018471712.1, XP_018471709.1
OG0009359	El004G230000	XP_018445658.1, XP_018446144.1
OG0009360	El005G259360	XP_018459588.1
OG0009361	El004G229930	XP_018445631.1, XP_018445494.1
OG0009362	El004G229850	XP_018446613.1, XP_018478956.1
OG0009363	El004G228320	XP_018444145.1, XP_018470543.1
OG0009364	El004G227750	XP_018444755.1, XP_018442365.1, XP_018460677.1
OG0009365	El004G227490	XP_018461951.1, XP_018445149.1, XP_018445150.1
OG0009366	El004G227470	XP_018443056.1, XP_018445404.1, XP_018464094.1
OG0009367	El004G227070	XP_018469455.1, XP_018461852.1
OG0009368	El004G227040	XP_018446924.1, XP_018460357.1, XP_018460348.1
OG0009369	El004G227020	XP_018468357.1, XP_018468356.1, XP_018444012.1
OG0009370	El004G226220	XP_018454690.1
OG0009371	El004G225900	XP_018472020.1, XP_018457761.1
OG0009372	El002G102430	XP_018447372.1, XP_018470236.1
OG0009373	El004G225770	XP_018443995.1
OG0009374	El004G225730	XP_018446862.1, XP_018457734.1
OG0009375	El004G225580	XP_018443033.1
OG0009376	El001G064670, El003G149800, El005G267360	XP_018452215.1
OG0009377	El004G225120	XP_018464234.1, XP_018452860.1
OG0009378	El004G224740	XP_018442243.1, XP_018442888.1, XP_018457467.1
OG0009379	El004G224700	XP_018457406.1, XP_018462928.1, XP_018469343.1
OG0009381	El004G224490	XP_018447693.1, XP_018448121.1, XP_018456741.1
OG0009382	El004G224340	XP_018457125.1, XP_018457121.1
OG0009383	El004G231680	XP_018445097.1
OG0009384	El004G231740	XP_018461488.1, XP_018456015.1
OG0009385	El004G231790	XP_018452136.1, XP_018456544.1
OG0009386	El004G231960	XP_018455872.1, XP_018468215.1, XP_018469089.1
OG0009387	El004G231990	XP_018452990.1, XP_018455867.1
OG0009388	El004G232040	XP_018455866.1, XP_018452455.1
OG0009390	El004G232370	XP_018453409.1
OG0009391	El004G232570	XP_018456492.1
OG0009392	El004G233360	XP_018445641.1, XP_018457756.1
OG0009393	El004G233380	XP_018457804.1, XP_018445646.1
OG0009394	El004G233470	XP_018457549.1, XP_018446635.1
OG0009395	El004G233880	XP_018454903.1, XP_018469644.1
OG0009396	El004G234270	XP_018444743.1, XP_018445137.1
OG0009397	El004G234360	XP_018447748.1, XP_018442862.1
OG0009398	El004G234550	XP_018446064.1, XP_018443024.1, XP_018459572.1
OG0009399	El004G234570	XP_018456729.1, XP_018469392.1
OG0009400	El004G234700	XP_018457191.1
OG0009401	El005G248600	XP_018485716.1, XP_018485955.1
OG0009402	El005G248860	XP_018491142.1, XP_018438824.1
OG0009403	El005G248960	XP_018491539.1, XP_018441009.1
OG0009404	El005G248980	XP_018434186.1, XP_018489620.1
OG0009405	El005G249170	XP_018489385.1
OG0009406	El005G249300	XP_018440122.1, XP_018488496.1
OG0009407	El005G249480	XP_018490075.1, XP_018464235.1
OG0009408	El005G249740	XP_018440008.1, XP_018491012.1
OG0009409	El005G250500	XP_018492820.1, XP_018488937.1
OG0009410	El005G250540	XP_018488935.1, XP_018440431.1
OG0009411	El005G250650	XP_018440600.1, XP_018487524.1, XP_018491991.1
OG0009412	El005G250720	XP_018467241.1, XP_018485855.1, XP_018491921.1
OG0009413	El005G250860	XP_018437817.1, XP_018488705.1
OG0009414	El005G251030	XP_018440258.1
OG0009416	El005G251470	XP_018489337.1
OG0009417	El005G251510	XP_018433341.1, XP_018487531.1, XP_018492577.1
OG0009418	El005G251530	XP_018433342.1, XP_018489075.1
OG0009419	El005G252330	XP_018434954.1, XP_018487026.1
OG0009420	El005G252450	XP_018488599.1, XP_018463721.1, XP_018434959.1
OG0009421	El005G252470	XP_018434945.1, XP_018489174.1
OG0009422	El005G252510	XP_018493301.1, XP_018492474.1
OG0009423	El005G252530	XP_018435419.1
OG0009424	El005G252860	XP_018486785.1, XP_018435424.1
OG0009425	El005G252900	XP_018441773.1, XP_018485882.1
OG0009426	El005G252950	XP_018489530.1, XP_018487543.1
OG0009427	El005G253600	XP_018438615.1
OG0009428	El005G253660	XP_018461240.1, XP_018432657.1
OG0009429	El005G253680	XP_018493413.1, XP_018463462.1
OG0009430	El005G254130	XP_018435145.1
OG0009431	El005G254230	XP_018434787.1, XP_018438202.1, XP_018491508.1, XP_018490653.1
OG0009432	El005G275900, El005G254240	XP_018492777.1
OG0009433	El001G000830	XP_018475318.1
OG0009434	El005G254550	XP_018485938.1
OG0009435	El005G255140	XP_018485590.1, XP_018485831.1
OG0009436	El005G255410	XP_018432593.1, XP_018432595.1
OG0009437	El005G255680	XP_018489863.1, XP_018438585.1
OG0009438	El005G255890	XP_018488974.1, XP_018436886.1
OG0009439	El005G255930	XP_018493521.1, XP_018482566.1
OG0009440	El005G256330	XP_018488515.1
OG0009441	El005G256930	XP_018486884.1
OG0009442	El005G257000	XP_018437209.1
OG0009443	El005G257010	XP_018486856.1
OG0009444	El005G257500	XP_018486233.1, XP_018433781.1
OG0009445	El005G257580	XP_018486299.1, XP_018485830.1
OG0009446	El005G258060	XP_018490778.1, XP_018439941.1, XP_018439953.1
OG0009447	El005G258240	XP_018489351.1
OG0009448	El005G258290	XP_018490978.1
OG0009449	El005G258390	XP_018490918.1
OG0009450	El005G258880	XP_018486739.1, XP_018458256.1
OG0009451	El005G259170	XP_018493170.1, XP_018486526.1, XP_018492183.1
OG0009452	El005G260030	XP_018432645.1
OG0009453	El005G261110	XP_018490002.1, XP_018491658.1
OG0009454	El005G261320, El004G207180	XP_018491950.1
OG0009455	El005G262500	XP_018440960.1
OG0009456	El005G264910	XP_018491703.1
OG0009457	El005G264920	XP_018433748.1, XP_018491702.1
OG0009458	El005G268670, El005G268740	XP_018491019.1
OG0009459	El007G342620	XP_018457054.1
OG0009460	El005G271420	XP_018457007.1, XP_018474164.1, XP_018475896.1
OG0009461	El005G271360	XP_018493136.1
OG0009462	El005G271570	XP_018453031.1, XP_018486359.1
OG0009463	El005G271710	XP_018462406.1
OG0009464	El005G271720	XP_018493557.1, XP_018454663.1
OG0009465	El005G271880	XP_018456010.1, XP_018491586.1
OG0009466	El004G205120	XP_018442465.1
OG0009466	El001G069610	XP_018476281.1
OG0009467	El005G273100	XP_018491589.1, XP_018491587.1
OG0009468	El005G273110	XP_018491590.1, XP_018490571.1, XP_018433506.1
OG0009469	El005G273130	XP_018454562.1, XP_018437199.1
OG0009470	El005G273180	XP_018440148.1, XP_018440149.1
OG0009471	El005G274590	XP_018452747.1, XP_018433432.1
OG0009472	El005G274870	XP_018493302.1, XP_018454775.1, XP_018457148.1
OG0009473	El005G274920	XP_018451963.1, XP_018437232.1
OG0009474	El005G275480	XP_018490480.1, XP_018435882.1
OG0009475	El005G276880	XP_018491776.1, XP_018437049.1
OG0009476	El005G277490, El005G277510	XP_018440983.1
OG0009477	El005G278000	XP_018456620.1
OG0009478	El005G278730	XP_018454373.1, XP_018454368.1, XP_018434047.1
OG0009479	El005G278750	XP_018439878.1, XP_018454360.1
OG0009480	El005G278810	XP_018437384.1, XP_018457936.1
OG0009481	El005G278900	XP_018440427.1, XP_018440481.1
OG0009482	El005G279480, El003G155760	XP_018440723.1, XP_018436831.1
OG0009484	El002G140280	XP_018448004.1, XP_018448005.1
OG0009485	El002G140080	XP_018447684.1
OG0009486	El002G139690	XP_018438185.1
OG0009487	El002G139340	XP_018489447.1, XP_018435647.1
OG0009488	El002G139320	XP_018450968.1, XP_018435630.1
OG0009489	El002G138900	XP_018491588.1, XP_018492077.1
OG0009490	El002G138550, El002G138650	XP_018489101.1, XP_018484131.1
OG0009491	El002G137990	XP_018447796.1, XP_018487183.1
OG0009492	El002G137860	XP_018490570.1, XP_018488780.1
OG0009493	El002G137210	XP_018468136.1, XP_018491379.1
OG0009494	El002G135180	XP_018436162.1
OG0009495	El002G135460	XP_018469164.1, XP_018449519.1
OG0009496	El002G134600	XP_018486019.1, XP_018440190.1, XP_018481307.1
OG0009497	El002G134420	XP_018451764.1
OG0009498	El002G134260	XP_018493366.1, XP_018491233.1
OG0009499	El001G067940	XP_018448819.1, XP_018442844.1
OG0009500	El002G133930	XP_018447275.1, XP_018467836.1
OG0009501	El002G133720	XP_018491205.1, XP_018434296.1, XP_018487815.1, XP_018483121.1, XP_018473759.1
OG0009502	El002G133610	XP_018488852.1, XP_018453875.1
OG0009503	El001G034870	XP_018490129.1
OG0009504	El002G132910	XP_018489584.1, XP_018489531.1, XP_018458037.1
OG0009505	El002G132860	XP_018458038.1, XP_018488158.1
OG0009506	El002G132780	XP_018449388.1
OG0009507	El006G296620	XP_018461502.1, XP_018438639.1
OG0009508	El006G296680	XP_018461505.1, XP_018481130.1, XP_018439310.1, XP_018439311.1
OG0009509	El006G296890	XP_018439697.1, XP_018478434.1
OG0009510	El001G022230	XP_018477721.1, XP_018442022.1
OG0009511	El001G022440	XP_018482789.1, XP_018433563.1
OG0009512	El001G022510	XP_018458899.1
OG0009513	El001G023390	XP_018458102.1, XP_018477923.1
OG0009514	El001G023790	XP_018450837.1, XP_018485995.1
OG0009515	El001G023750	XP_018489728.1, XP_018461245.1, XP_018486797.1, XP_018461241.1
OG0009516	El001G024120	XP_018446433.1, XP_018463623.1, XP_018464021.1
OG0009517	El001G024510	XP_018464827.1, XP_018481182.1
OG0009518	El001G024750	XP_018485847.1
OG0009519	El001G024840	XP_018492708.1, XP_018458882.1, XP_018458881.1
OG0009520	El001G024860	XP_018486350.1, XP_018481560.1
OG0009521	El001G021970	XP_018437914.1, XP_018481862.1, XP_018481871.1
OG0009522	El001G024890	XP_018443873.1, XP_018491306.1
OG0009523	El007G356410, El007G356420, El007G356400	XP_018477698.1
OG0009524	El001G025470	XP_018446131.1, XP_018443131.1
OG0009525	El001G025460	XP_018491893.1
OG0009526	El006G291180	XP_018458420.1, XP_018474671.1
OG0009527	El001G025590	XP_018483041.1
OG0009528	El001G025800	XP_018492496.1, XP_018445863.1
OG0009529	El001G026300	XP_018477452.1, XP_018486435.1
OG0009530	El001G027250	XP_018490677.1, XP_018489659.1
OG0009531	El001G027270	XP_018446281.1
OG0009532	El001G027500	XP_018461230.1, XP_018461229.1
OG0009533	El001G027600	XP_018487252.1, XP_018462538.1
OG0009534	El001G028300	XP_018492480.1, XP_018446220.1
OG0009535	El001G028360	XP_018491158.1, XP_018443553.1
OG0009536	El001G028450	XP_018493410.1
OG0009537	El001G029500	XP_018481757.1, XP_018490237.1
OG0009538	El001G029710	XP_018486052.1, XP_018445165.1
OG0009539	El001G029770	XP_018461781.1, XP_018480145.1, XP_018490092.1
OG0009540	El001G030440	XP_018446596.1, XP_018492763.1
OG0009541	El001G030600	XP_018460419.1, XP_018484182.1
OG0009542	El001G030880	XP_018486548.1, XP_018486527.1
OG0009543	El001G031040	XP_018442925.1, XP_018487129.1
OG0009544	El001G056440, El003G188750	XP_018482696.1, XP_018482697.1
OG0009545	El001G032250	XP_018444198.1, XP_018432803.1
OG0009546	El001G032270	XP_018444168.1, XP_018487237.1
OG0009547	El001G032450	XP_018461534.1, XP_018481213.1
OG0009548	El001G033000	XP_018484570.1, XP_018492877.1
OG0009549	El001G033140	XP_018491665.1, XP_018491593.1
OG0009550	El001G033170	XP_018443600.1, XP_018491591.1, XP_018491663.1
OG0009551	El001G033650	XP_018446195.1, XP_018492823.1
OG0009552	El001G034680	XP_018445940.1, XP_018466607.1, XP_018485761.1
OG0009553	El001G034690	XP_018445939.1
OG0009554	El001G035430	XP_018481158.1, XP_018488663.1
OG0009555	El001G035540	XP_018459659.1
OG0009556	El001G035630	XP_018459633.1, XP_018432949.1
OG0009557	El001G032710	XP_018442155.1
OG0009559	El002G137400	XP_018490148.1
OG0009561	El002G133490	XP_018447488.1, XP_018492716.1
OG0009562	El003G146390	XP_018471121.1, XP_018467838.1, XP_018471120.1
OG0009563	El001G028550	XP_018490194.1, XP_018443895.1
OG0009564	El007G322780	XP_018437070.1
OG0009565	El007G361530	XP_018439032.1, XP_018482052.1
OG0009567	El003G158240	XP_018448344.1
OG0009568	El006G292340	XP_018487889.1, XP_018460912.1, XP_018483036.1
OG0009569	El006G291910	XP_018480722.1, XP_018441899.1
OG0009570	El006G288210	XP_018439610.1, XP_018437313.1, XP_018474784.1
OG0009571	El006G281620	XP_018438537.1, XP_018436464.1
OG0009572	El004G224820	XP_018469631.1, XP_018457248.1
OG0009573	El003G155920	XP_018485214.1, XP_018478586.1, XP_018471451.1
OG0009574	El003G148690	XP_018471138.1, XP_018480938.1, XP_018478666.1
OG0009575	El003G149510	XP_018481342.1, XP_018465734.1
OG0009576	El002G087470	XP_018487844.1, XP_018466571.1, XP_018487931.1
OG0009579	El002G092900	XP_018433695.1, XP_018437249.1
OG0009580	El002G093690	XP_018437515.1, XP_018433518.1
OG0009581	El002G095330	XP_018489847.1, XP_018439255.1
OG0009582	El002G095520	XP_018486646.1
OG0009583	El002G099880	XP_018441214.1, XP_018440758.1, XP_018466946.1
OG0009585	El004G223230	XP_018446417.1, XP_018460190.1, XP_018452526.1
OG0009586	El004G219290	XP_018459113.1, XP_018443039.1
OG0009587	El005G277440	XP_018455751.1
OG0009588	El002G130940	XP_018433001.1
OG0009590	El003G174320, El003G149230	XP_018438572.1
OG0009591	El001G068070	XP_018470677.1, XP_018470682.1, XP_018445842.1
OG0009592	El001G080940	XP_018473432.1, XP_018463385.1, XP_018473431.1
OG0009595	El003G169510	XP_018480890.1, XP_018463744.1, XP_018447533.1
OG0009597	El002G129360	XP_018484817.1, XP_018451308.1
OG0009598	El002G130670	XP_018447338.1
OG0009600	El002G124660, El006G299450	XP_018466020.1, XP_018481237.1, XP_018478625.1
OG0009601	El006G301040	XP_018439835.1, XP_018466305.1, XP_018485000.1
OG0009603	El001G067600	XP_018445335.1, XP_018467010.1
OG0009604	El001G066540	XP_018459406.1, XP_018444435.1, XP_018444850.1
OG0009605	El001G066200	XP_018475014.1, XP_018473548.1, XP_018445667.1
OG0009606	El001G066020	XP_018470893.1, XP_018474303.1, XP_018474302.1
