Orthogroup	Erysimum_linariifolium	Brassica_oleracea
OG0006993	El006G290060	XP_013622183.1, XP_013631286.1
OG0006994	El006G290240	XP_013634095.1, XP_013625334.1
OG0006995	El006G290700	XP_013633422.1, XP_013630400.1
OG0006996	El006G290590	XP_013635529.1, XP_013632471.1, XP_013635191.1
OG0006998	El006G291340	XP_013634889.1, XP_013623964.1
OG0006999	El006G291380	XP_013635614.1, XP_013625203.1
OG0007000	El008G368950, El006G291390	XP_013637346.1, XP_013622936.1
OG0007001	El006G295080	XP_013637580.1
OG0007002	El005G243050, El006G295050	XP_013633824.1, XP_013626800.1
OG0007003	El006G294830	XP_013635023.1, XP_013634307.1
OG0007004	El006G294780	XP_013614625.1, XP_013634346.1
OG0007005	El006G294660	XP_013630972.1, XP_013631832.1
OG0007006	El006G294580	XP_013632062.1, XP_013632438.1
OG0007007	El006G294300	XP_013631376.1
OG0007008	El006G293420	XP_013622802.1, XP_013631013.1
OG0007009	El006G293220	XP_013626567.1, XP_013633663.1
OG0007010	El006G293140	XP_013630874.1, XP_013634850.1
OG0007011	El006G293090	XP_013622926.1, XP_013634500.1
OG0007012	El006G292990	XP_013635243.1, XP_013635180.1
OG0007013	El006G292390	XP_013626056.1, XP_013633883.1
OG0007014	El006G291950	XP_013637438.1, XP_013637128.1
OG0007015	El006G291690	XP_013625083.1, XP_013634670.1
OG0007016	El002G099900, El006G290980, El002G099910	XP_013639249.1, XP_013602529.1
OG0007017	El004G233700	XP_013620862.1, XP_013591711.1
OG0007018	El008G369740, El002G100320	XP_013639251.1, XP_013587139.1, XP_013602597.1
OG0007019	El005G248540	XP_013636485.1
OG0007020	El002G100840	XP_013586868.1, XP_013602646.1
OG0007021	El002G100890	XP_013638179.1
OG0007022	El002G101190	XP_013586181.1, XP_013605376.1
OG0007023	El004G224350	XP_013618487.1, XP_013588430.1
OG0007024	El002G101760	XP_013600319.1, XP_013638435.1
OG0007025	El001G023230, El003G181780, El002G101820	XP_013587053.1
OG0007026	El002G101980	XP_013605931.1, XP_013613973.1
OG0007027	El002G102080	XP_013603727.1, XP_013603420.1
OG0007028	El002G102790	XP_013602073.1, XP_013638867.1
OG0007029	El002G103220	XP_013638885.1, XP_013599651.1
OG0007031	El002G103490	XP_013605109.1, XP_013600333.1
OG0007032	El002G103500	XP_013605108.1, XP_013586633.1
OG0007033	El002G103850, El002G103840	XP_013586512.1
OG0007034	El002G103990, El037G374520	XP_013601523.1, XP_013587448.1
OG0007035	El002G105020	XP_013605408.1, XP_013587603.1
OG0007036	El003G192280, El002G105250	XP_013585066.1, XP_013596184.1
OG0007037	El002G105850	XP_013587107.1
OG0007038	El002G106350	XP_013603642.1, XP_013638141.1
OG0007039	El002G106400, El004G203550	XP_013583613.1
OG0007040	El002G106540	XP_013597244.1, XP_013603581.1, XP_013584890.1
OG0007041	El002G106600	XP_013605402.1
OG0007042	El004G223650	XP_013590231.1, XP_013587821.1
OG0007043	El002G108760	XP_013597000.1, XP_013587101.1
OG0007044	El002G109180, El002G109190	XP_013592930.1
OG0007045	El002G109320	XP_013602956.1, XP_013583743.1
OG0007046	El002G109470, El002G109680	XP_013604920.1, XP_013587648.1
OG0007047	El002G111910	XP_013630095.1, XP_013586666.1
OG0007048	El002G112520	XP_013596999.1, XP_013584301.1, XP_013622481.1
OG0007049	El002G112680	XP_013625894.1, XP_013638297.1
OG0007050	El003G160460	XP_013603517.1, XP_013607403.1
OG0007051	El003G160160	XP_013599478.1, XP_013597818.1, XP_013599941.1
OG0007052	El003G160040	XP_013597149.1, XP_013599487.1
OG0007053	El007G342250	XP_013622941.1, XP_013606870.1
OG0007054	El003G156490	XP_013593866.1
OG0007055	El006G316930	XP_013634645.1, XP_013603036.1
OG0007056	El006G318380	XP_013634422.1, XP_013602701.1
OG0007057	El006G292260	XP_013636387.1, XP_013632309.1
OG0007058	El006G319380	XP_013600791.1, XP_013634578.1
OG0007059	El006G320150	XP_013635342.1, XP_013604016.1
OG0007060	El006G321650	XP_013622912.1, XP_013605406.1
OG0007061	El007G349880	XP_013621066.1, XP_013612889.1, XP_013593626.1
OG0007063	El002G098120	XP_013603796.1, XP_013603406.1
OG0007064	El002G097540	XP_013605556.1, XP_013605012.1, XP_013584466.1
OG0007065	El002G096810	XP_013602786.1, XP_013586096.1
OG0007066	El002G096590	XP_013601051.1, XP_013583602.1, XP_013585765.1
OG0007067	El002G096530	XP_013601054.1, XP_013602950.1
OG0007068	El002G095920	XP_013602077.1, XP_013600422.1, XP_013584044.1
OG0007069	El002G095880	XP_013599933.1, XP_013583874.1
OG0007070	El002G095250	XP_013605647.1, XP_013602118.1
OG0007072	El002G094350	XP_013600778.1, XP_013601930.1
OG0007073	El002G094240	XP_013583501.1
OG0007074	El002G094130	XP_013587073.1, XP_013605813.1
OG0007075	El002G094080	XP_013585167.1, XP_013604045.1
OG0007076	El002G093290	XP_013586601.1
OG0007077	El002G093000	XP_013586576.1, XP_013599710.1
OG0007078	El002G092540	XP_013585675.1, XP_013602369.1
OG0007079	El002G092530	XP_013586564.1, XP_013605145.1
OG0007080	El002G092050	XP_013604201.1, XP_013585591.1
OG0007081	El002G091750, El002G124750	XP_013599466.1, XP_013586060.1
OG0007082	El002G091550	XP_013585596.1, XP_013605036.1
OG0007083	El002G091010	XP_013599634.1, XP_013587539.1
OG0007084	El006G281470	XP_013625202.1
OG0007085	El002G090030, El002G090040	XP_013638217.1
OG0007086	El002G089810	XP_013585958.1, XP_013605552.1
OG0007087	El002G089780	XP_013603469.1, XP_013584966.1
OG0007088	El002G089270	XP_013586735.1
OG0007089	El007G343290	XP_013616408.1, XP_013612224.1
OG0007090	El003G149580	XP_013623506.1
OG0007090	El004G211730	XP_013638780.1
OG0007091	El002G088610	XP_013583928.1, XP_013600103.1, XP_013599531.1
OG0007092	El002G088460	XP_013584065.1, XP_013602452.1
OG0007093	El002G087990	XP_013605710.1, XP_013605711.1, XP_013605594.1
OG0007094	El002G087040	XP_013605323.1, XP_013590787.1
OG0007095	El002G086820	XP_013638521.1
OG0007096	El002G086710	XP_013604065.1, XP_013639098.1, XP_013601889.1
OG0007097	El002G086620	XP_013602348.1, XP_013583980.1
OG0007098	El002G086570	XP_013584246.1
OG0007099	El002G086210	XP_013587165.1, XP_013600976.1
OG0007100	El002G085330	XP_013604043.1
OG0007101	El002G085660	XP_013603097.1, XP_013584177.1
OG0007102	El002G084780	XP_013604831.1, XP_013586609.1
OG0007103	El002G084760	XP_013603061.1, XP_013600962.1
OG0007104	El002G084660	XP_013602889.1, XP_013584788.1
OG0007105	El002G084640	XP_013602652.1, XP_013583843.1
OG0007106	El002G083330	XP_013638107.1, XP_013600183.1
OG0007107	El001G021780	XP_013594038.1, XP_013602347.1
OG0007108	El002G082550	XP_013591460.1, XP_013601914.1
OG0007109	El001G067150	XP_013626659.1, XP_013606207.1, XP_013616131.1
OG0007111	El001G067190	XP_013612722.1, XP_013629852.1
OG0007112	El001G067330	XP_013611512.1, XP_013622047.1
OG0007113	El003G179700, El001G066670	XP_013632792.1, XP_013606202.1, XP_013630753.1
OG0007114	El001G066070	XP_013625514.1, XP_013608790.1
OG0007115	El001G066300	XP_013619074.1, XP_013614401.1
OG0007116	El001G065710	XP_013628170.1, XP_013619283.1
OG0007117	El001G064630	XP_013615949.1, XP_013625183.1
OG0007118	El001G064380	XP_013606214.1, XP_013621473.1
OG0007119	El001G064370	XP_013607265.1, XP_013618404.1
OG0007121	El001G063710	XP_013626927.1, XP_013610106.1
OG0007122	El001G063530	XP_013619663.1, XP_013610008.1, XP_013608410.1
OG0007123	El001G061970	XP_013630003.1, XP_013612526.1
OG0007124	El001G061200	XP_013630358.1, XP_013606054.1
OG0007125	El001G051430	XP_013608682.1, XP_013620961.1
OG0007126	El001G051300	XP_013596402.1
OG0007127	El001G050400	XP_013612799.1, XP_013593508.1
OG0007128	El001G049440	XP_013618588.1, XP_013612539.1
OG0007129	El001G047450	XP_013615999.1, XP_013597857.1
OG0007130	El007G345430	XP_013609292.1, XP_013595315.1
OG0007131	El007G346810	XP_013598300.1, XP_013609971.1
OG0007132	El007G346970	XP_013612214.1, XP_013596912.1
OG0007133	El007G349070	XP_013598687.1, XP_013621046.1
OG0007134	El007G347680	XP_013598852.1, XP_013610228.1
OG0007135	El001G068160	XP_013611741.1, XP_013625513.1
OG0007136	El001G074840	XP_013619808.1, XP_013611376.1
OG0007137	El001G075130	XP_013609988.1, XP_013629850.1
OG0007138	El001G075340	XP_013626387.1, XP_013610400.1
OG0007139	El001G068230	XP_013629338.1, XP_013612879.1
OG0007140	El001G068240	XP_013609545.1, XP_013612899.1
OG0007141	El001G075610	XP_013606012.1, XP_013625501.1
OG0007142	El001G076740	XP_013621198.1, XP_013629416.1
OG0007143	El001G077270	XP_013608812.1, XP_013608526.1, XP_013608525.1, XP_013625184.1
OG0007144	El001G077620	XP_013626899.1, XP_013611937.1
OG0007145	El001G077450	XP_013628259.1, XP_013611031.1
OG0007146	El001G078030	XP_013623340.1
OG0007147	El007G328930, El001G060860	XP_013607348.1
OG0007148	El001G052320	XP_013593984.1, XP_013610011.1
OG0007149	El001G052370	XP_013595600.1, XP_013609293.1
OG0007150	El001G052400	XP_013620798.1, XP_013615246.1, XP_013595352.1
OG0007151	El001G054050	XP_013589592.1, XP_013591213.1, XP_013609126.1, XP_013596805.1
OG0007152	El001G054100	XP_013596799.1, XP_013616479.1
OG0007153	El001G054530	XP_013598286.1
OG0007154	El001G054560	XP_013618288.1, XP_013598287.1
OG0007155	El001G055670	XP_013595933.1, XP_013618954.1
OG0007156	El001G055820	XP_013612963.1, XP_013593585.1
OG0007157	El001G055830	XP_013608759.1, XP_013596670.1
OG0007158	El001G018550	XP_013603538.1, XP_013622618.1
OG0007159	El001G056420	XP_013611957.1, XP_013620526.1
OG0007160	El001G056510	XP_013609082.1, XP_013595542.1
OG0007161	El001G056760	XP_013597843.1, XP_013606327.1
OG0007162	El001G056770	XP_013606328.1, XP_013597846.1
OG0007163	El007G330050	XP_013596934.1, XP_013609454.1
OG0007164	El007G329980	XP_013612979.1, XP_013598882.1
OG0007165	El007G329930	XP_013618814.1, XP_013595689.1
OG0007166	El007G329630	XP_013598291.1
OG0007167	El007G329270	XP_013606298.1, XP_013598810.1
OG0007168	El007G328250	XP_013627888.1, XP_013619810.1
OG0007169	El007G328160	XP_013618915.1, XP_013626219.1
OG0007170	El007G328070	XP_013609188.1, XP_013630255.1
OG0007171	El007G327840	XP_013625359.1, XP_013609966.1
OG0007172	El001G017540, El001G017550	XP_013604325.1
OG0007173	El007G327660	XP_013623556.1, XP_013609034.1
OG0007174	El007G332720	XP_013612451.1, XP_013630628.1
OG0007175	El001G021090	XP_013603273.1, XP_013596593.1
OG0007176	El001G019710	XP_013603189.1, XP_013628809.1
OG0007177	El001G019530	XP_013604913.1
OG0007178	El001G017690	XP_013598170.1, XP_013604538.1
OG0007180	El001G017160	XP_013628646.1
OG0007181	El001G016280	XP_013628197.1
OG0007182	El001G015120	XP_013619666.1
OG0007183	El006G306600	XP_013606956.1
OG0007184	El001G013880	XP_013631941.1, XP_013616602.1
OG0007185	El001G012640	XP_013614106.1, XP_013630536.1
OG0007186	El001G012150	XP_013626854.1, XP_013626798.1
OG0007187	El004G217720	XP_013621678.1, XP_013592469.1
OG0007188	El004G217570	XP_013588328.1, XP_013590452.1
OG0007189	El001G033480	XP_013592908.1, XP_013603222.1, XP_013637451.1
OG0007190	El004G220230	XP_013627838.1
OG0007191	El004G220480	XP_013614645.1, XP_013588505.1
OG0007192	El004G220750	XP_013588706.1, XP_013588756.1
OG0007193	El004G218810	XP_013589551.1, XP_013619602.1, XP_013591083.1
OG0007194	El004G221210	XP_013615896.1
OG0007195	El004G221220	XP_013615895.1, XP_013590110.1
OG0007196	El004G221350	XP_013591016.1, XP_013619392.1, XP_013590545.1
OG0007197	El004G222460	XP_013590130.1, XP_013590726.1
OG0007198	El004G222690	XP_013590514.1, XP_013590457.1, XP_013618746.1
OG0007199	El004G222840	XP_013591627.1, XP_013620450.1
OG0007200	El004G223090	XP_013593513.1
OG0007201	El004G223570	XP_013589845.1
OG0007202	El004G223780	XP_013588728.1, XP_013616003.1
OG0007203	El001G060310	XP_013621379.1, XP_013623433.1, XP_013610464.1
OG0007204	El004G231660	XP_013620874.1
OG0007205	El004G230790	XP_013590163.1, XP_013616521.1
OG0007207	El004G230390	XP_013618524.1, XP_013590249.1
OG0007208	El004G230310	XP_013588038.1, XP_013592818.1
OG0007209	El004G229730	XP_013620253.1, XP_013589460.1
OG0007210	El004G229320	XP_013619595.1, XP_013588851.1
OG0007211	El004G229070	XP_013590923.1, XP_013590569.1
OG0007212	El004G228860	XP_013591846.1, XP_013619590.1
OG0007213	El004G228370	XP_013621243.1, XP_013588159.1
OG0007214	El004G228340	XP_013616458.1, XP_013592738.1
OG0007215	El004G227510	XP_013592294.1, XP_013588412.1
OG0007216	El004G227450	XP_013591658.1, XP_013616410.1, XP_013589736.1
OG0007217	El004G227370	XP_013619062.1, XP_013589742.1
OG0007218	El004G227340	XP_013592714.1, XP_013589732.1
OG0007219	El004G227030	XP_013620980.1, XP_013591812.1
OG0007220	El004G226140	XP_013592431.1, XP_013588278.1
OG0007221	El004G225340	XP_013590296.1, XP_013613910.1
OG0007222	El006G279680	XP_013633120.1, XP_013615076.1, XP_013632355.1, XP_013635856.1
OG0007223	El004G224890	XP_013591673.1, XP_013588771.1
OG0007224	El004G224430	XP_013620456.1, XP_013591610.1
OG0007225	El004G231720	XP_013592836.1, XP_013618106.1
OG0007226	El004G232070	XP_013592612.1, XP_013619025.1
OG0007227	El003G150760, El005G245920	XP_013638074.1, XP_013590421.1
OG0007228	El004G232780	XP_013591306.1, XP_013591156.1
OG0007229	El004G232880	XP_013592656.1, XP_013592498.1
OG0007230	El004G233190	XP_013591701.1, XP_013620448.1
OG0007231	El002G100060, El002G104080, El037G374610	XP_013585954.1
OG0007232	El004G234490, El004G199300	XP_013587980.1
OG0007233	El004G233520	XP_013621398.1, XP_013588654.1
OG0007234	El004G233580	XP_013588131.1, XP_013588631.1
OG0007235	El004G233670	XP_013588622.1, XP_013628060.1, XP_013590397.1
OG0007236	El004G233850	XP_013620405.1
OG0007237	El002G099840	XP_013602005.1, XP_013604530.1
OG0007238	El002G104930	XP_013621565.1
OG0007239	El004G234300	XP_013588128.1
OG0007240	El005G248880	XP_013628244.1, XP_013638803.1
OG0007241	El005G248940	XP_013611102.1, XP_013623193.1
OG0007243	El005G249710	XP_013620690.1, XP_013638908.1
OG0007244	El005G249920	XP_013593301.1, XP_013585108.1
OG0007245	El005G250330	XP_013625309.1, XP_013585112.1
OG0007246	El005G250390	XP_013635422.1, XP_013586610.1
OG0007247	El005G250910	XP_013622621.1, XP_013586088.1
OG0007248	El005G251930	XP_013627477.1, XP_013585035.1
OG0007249	El005G252110	XP_013637924.1, XP_013592115.1
OG0007250	El005G252190	XP_013638339.1, XP_013619295.1
OG0007251	El005G252430	XP_013610032.1, XP_013584556.1
OG0007252	El005G252480	XP_013622801.1, XP_013587674.1
OG0007253	El002G097570, El005G252750	XP_013609852.1
OG0007254	El005G252760	XP_013633307.1, XP_013587000.1
OG0007255	El005G252880	XP_013584312.1, XP_013619517.1
OG0007256	El005G252940	XP_013617085.1, XP_013586917.1
OG0007257	El005G255510, El007G352080	XP_013587552.1
OG0007258	El005G253930	XP_013585554.1, XP_013623683.1
OG0007259	El005G254120	XP_013609422.1, XP_013586853.1
OG0007260	El005G254390	XP_013613845.1, XP_013633065.1, XP_013583294.1
OG0007261	El005G254700	XP_013637266.1, XP_013637740.1
OG0007262	El005G254720	XP_013637726.1, XP_013584617.1
OG0007263	El005G254880	XP_013638286.1
OG0007264	El005G259980, El004G202490, El005G255200	XP_013615447.1, XP_013615267.1
OG0007265	El005G255300	XP_013635879.1, XP_013583266.1, XP_013583977.1
OG0007266	El005G255770	XP_013638126.1, XP_013608634.1
OG0007267	El005G256070	XP_013602074.1, XP_013638707.1
OG0007268	El005G256260	XP_013637683.1, XP_013637565.1
OG0007269	El005G256690	XP_013638881.1, XP_013626462.1
OG0007270	El005G256890	XP_013637872.1, XP_013625473.1
OG0007271	El005G256920	XP_013608451.1, XP_013587306.1
OG0007272	El005G256980	XP_013628995.1, XP_013586501.1
OG0007273	El005G257230	XP_013608380.1, XP_013587494.1, XP_013627317.1
OG0007274	El005G257600	XP_013614427.1, XP_013611277.1
OG0007275	El005G257990	XP_013585988.1, XP_013630618.1
OG0007276	El005G258890	XP_013623212.1, XP_013638395.1
OG0007277	El005G259290	XP_013607942.1, XP_013638229.1
OG0007278	El005G259800	XP_013584095.1, XP_013583854.1
OG0007279	El005G259640	XP_013587123.1, XP_013583934.1
OG0007280	El005G259620	XP_013638068.1, XP_013625853.1
OG0007281	El005G259470	XP_013584279.1, XP_013627418.1
OG0007282	El005G260960	XP_013584546.1, XP_013584736.1
OG0007283	El005G260970	XP_013607599.1, XP_013586359.1
OG0007284	El005G261120	XP_013623118.1, XP_013583598.1
OG0007285	El005G261130	XP_013625739.1, XP_013583584.1
OG0007286	El005G261370	XP_013630067.1, XP_013638715.1, XP_013638464.1
OG0007287	El005G261560	XP_013589284.1
OG0007288	El005G261780	XP_013609362.1, XP_013583754.1
OG0007289	El005G265280	XP_013596709.1, XP_013590294.1
OG0007290	El005G265590, El005G265470	XP_013593660.1, XP_013606771.1
OG0007291	El005G265610, El005G265660	XP_013598769.1, XP_013606721.1
OG0007292	El005G266890	XP_013630198.1, XP_013597433.1
OG0007293	El005G267090, El002G084520	XP_013598338.1
OG0007294	El005G267610	XP_013617359.1
OG0007295	El005G267810	XP_013593227.1, XP_013630574.1
OG0007296	El005G271590	XP_013612958.1, XP_013622533.1
OG0007297	El001G010310	XP_013633748.1
OG0007298	El005G271520	XP_013622308.1, XP_013606256.1
OG0007299	El005G272700	XP_013593597.1, XP_013607184.1
OG0007301	El005G274700	XP_013623132.1, XP_013593789.1
OG0007302	El005G274760	XP_013625570.1, XP_013595898.1
OG0007303	El005G275250	XP_013625373.1, XP_013593176.1
OG0007304	El005G276280	XP_013615564.1, XP_013596295.1, XP_013596217.1
OG0007305	El005G277350	XP_013609131.1, XP_013614943.1, XP_013626490.1
OG0007306	El005G277700	XP_013606372.1, XP_013615456.1
OG0007307	El005G278050	XP_013604300.1, XP_013615142.1
OG0007308	El005G278860	XP_013608607.1, XP_013593105.1
OG0007309	El005G248470	XP_013617148.1, XP_013586038.1
OG0007310	El002G140610	XP_013627960.1, XP_013588326.1
OG0007311	El002G140300	XP_013590341.1, XP_013590137.1
OG0007312	El002G140140	XP_013588107.1, XP_013590205.1
OG0007313	El002G139360	XP_013592700.1, XP_013588134.1
OG0007314	El002G137440	XP_013590748.1, XP_013590860.1
OG0007315	El002G136910	XP_013592400.1, XP_013592582.1
OG0007316	El002G136760	XP_013621760.1, XP_013592012.1
OG0007317	El002G136260	XP_013592902.1, XP_013591951.1
OG0007318	El002G135990	XP_013588325.1, XP_013590865.1
OG0007319	El002G134250	XP_013628374.1, XP_013589852.1
OG0007320	El002G133330	XP_013583880.1, XP_013614205.1
OG0007321	El002G132520	XP_013613775.1, XP_013602984.1
OG0007322	El002G132750	XP_013592627.1, XP_013637895.1
OG0007323	El002G131980, El001G047360	XP_013585914.1, XP_013604277.1
OG0007324	El002G131710	XP_013604738.1, XP_013587899.1, XP_013590212.1
OG0007325	El002G131340	XP_013589892.1
OG0007326	El003G171440	XP_013596793.1
OG0007327	El003G171460	XP_013593284.1, XP_013604339.1
OG0007328	El003G172040	XP_013593520.1, XP_013599927.1
OG0007329	El006G296360	XP_013628268.1, XP_013628261.1, XP_013615393.1, XP_013637172.1
OG0007330	El006G296380, El005G275920	XP_013629409.1, XP_013636258.1, XP_013636437.1
OG0007331	El005G259990	XP_013598320.1, XP_013614178.1, XP_013599560.1
OG0007332	El001G022430	XP_013602936.1, XP_013636098.1
OG0007333	El001G022710	XP_013603470.1, XP_013636222.1
OG0007334	El001G022910	XP_013631571.1
OG0007335	El001G022920	XP_013637314.1, XP_013593998.1
OG0007336	El001G023780	XP_013605508.1, XP_013591858.1
OG0007337	El001G022140	XP_013608796.1, XP_013604397.1
OG0007338	El001G022000	XP_013593921.1, XP_013603056.1
OG0007339	El001G025150	XP_013637247.1, XP_013605659.1
OG0007340	El001G025400	XP_013631821.1, XP_013631281.1
OG0007341	El001G025740	XP_013592874.1
OG0007342	El001G026470	XP_013635449.1, XP_013602480.1
OG0007343	El003G150390	XP_013628456.1, XP_013601256.1
OG0007344	El001G027030	XP_013637554.1
OG0007345	El001G027830	XP_013633773.1, XP_013601986.1
OG0007346	El001G028200	XP_013587795.1, XP_013605050.1, XP_013631588.1
OG0007347	El001G030310	XP_013602328.1, XP_013633660.1
OG0007348	El001G030330	XP_013600058.1, XP_013590012.1
