Orthogroup	Erysimum_linariifolium	Alyssum_gmelinii
OG0009861	El003G162310	Ag006G547700, Ag001G028960, Ag006G549930, Ag006G547740, Ag001G028950
OG0009862	El003G161780	Ag006G545870, Ag006G548650
OG0009865	El003G160730	Ag006G541690, Ag006G543780
OG0009867	El002G121800	Ag006G536920, Ag006G539440
OG0009868	El002G122350	Ag006G539040, Ag006G536490
OG0009869	El002G122880	Ag006G538760, Ag006G536260
OG0009870	El002G122900, El002G123160, El002G122890, El002G123170	Ag006G536180
OG0009871	El002G122950	Ag006G536060
OG0009872	El002G123690	Ag006G534960
OG0009873	El002G127260	Ag006G531640
OG0009875	El002G125980	Ag003G247830
OG0009876	El002G129370	Ag007G584150
OG0009877	El002G113770	Ag007G583640
OG0009878	El002G114370	Ag007G582990
OG0009879	El002G115190	Ag007G582240
OG0009880	El002G115650	Ag007G581770
OG0009881	El002G115670	Ag007G581750
OG0009882	El002G115900	Ag007G581500
OG0009883	El002G116060	Ag007G581120
OG0009884	El002G116070	Ag007G581110
OG0009885	El002G116510, El002G116490	Ag007G580860
OG0009886	El002G116560	Ag007G580770
OG0009887	El002G116600	Ag007G580730
OG0009888	El002G117100	Ag007G580570
OG0009889	El002G117420, El002G117430	Ag007G580130, Ag007G580140
OG0009890	El002G117620	Ag007G579820
OG0009891	El003G146870	Ag003G285470
OG0009892	El003G146830	Ag003G285530
OG0009893	El003G145990	Ag003G288290
OG0009894	El003G145840	Ag003G288570
OG0009897	El003G145410	Ag003G289340
OG0009898	El003G145320	Ag003G289520
OG0009899	El003G145170	Ag003G289810, Ag005G448610
OG0009900	El003G145150	Ag003G289960
OG0009901	El006G318660	Ag006G523810
OG0009902	El003G144830	Ag003G290930
OG0009904	El003G144490	Ag003G291280
OG0009905	El003G144560	Ag003G291660
OG0009906	El003G144320	Ag003G292050
OG0009907	El003G144230	Ag003G292250
OG0009908	El003G144140	Ag003G292400
OG0009909	El003G144270, El003G143980, El003G143990	Ag003G292570, Ag003G292600, Ag003G292550
OG0009910	El003G143900	Ag003G292720
OG0009911	El003G143630	Ag003G293250
OG0009912	El003G143290	Ag003G293960
OG0009913	El003G143220	Ag003G294030
OG0009914	El003G142890	Ag003G294940
OG0009915	El003G142520	Ag003G295590
OG0009916	El003G142410	Ag003G295870
OG0009917	El003G141580	Ag003G297180
OG0009918	El003G183600	Ag001G041620
OG0009919	El003G181650	Ag001G047230, Ag001G045510, Ag006G561470
OG0009920	El003G187500	Ag007G647170
OG0009921	El003G189200	Ag007G648330
OG0009922	El003G189260	Ag007G648620
OG0009923	El003G189580	Ag007G648980
OG0009924	El006G296050	Ag002G162290
OG0009925	El006G295410	Ag002G164220
OG0009926	El004G199360	Ag004G376370
OG0009927	El001G033270	Ag001G094430
OG0009929	El006G295590	Ag002G163790
OG0009930	El006G295690	Ag002G163300
OG0009931	El006G295750	Ag002G163190
OG0009932	El006G295800	Ag002G163080
OG0009933	El001G009700	Ag009G737490, Ag002G152460
OG0009934	El001G009780	Ag002G152210, Ag009G737320, Ag009G737260
OG0009935	El001G010070	Ag002G156000, Ag002G153470
OG0009936	El007G340960	Ag004G310260
OG0009937	El006G297660	Ag002G176280, Ag001G094350
OG0009939	El006G298330	Ag002G158690
OG0009940	El006G298350	Ag002G158620
OG0009941	El007G357510	Ag002G157240
OG0009942	El007G357250	Ag002G154560, Ag002G157020
OG0009943	El007G355460	Ag002G154250, Ag002G156680
OG0009944	El001G009360	Ag002G148820
OG0009945	El001G009270	Ag005G470990
OG0009946	El001G009200	Ag002G148420
OG0009947	El001G008540	Ag005G476510, Ag005G466120, Ag007G614510
OG0009948	El001G008320	Ag002G147480
OG0009949	El001G007120	Ag002G144870
OG0009951	El001G006060	Ag002G141920, Ag002G141870, Ag002G141900
OG0009952	El001G005690	Ag002G140480
OG0009953	El001G005610	Ag002G140310
OG0009954	El001G005380	Ag002G139740
OG0009955	El001G005360	Ag002G139450
OG0009957	El001G004890	Ag002G131920
OG0009958	El007G360980	Ag002G127200
OG0009959	El007G362600	Ag002G103020
OG0009960	El007G363160	Ag002G103530
OG0009961	El007G363330	Ag002G103890
OG0009962	El007G363340	Ag002G103900
OG0009963	El007G364670	Ag002G108190, Ag002G111660
OG0009965	El007G365400	Ag002G117600
OG0009967	El007G365980	Ag005G450010, Ag002G115540, Ag002G120820
OG0009968	El006G279830	Ag002G206580
OG0009969	El007G366810	Ag002G123560
OG0009970	El007G366850	Ag002G123590
OG0009971	El007G366590	Ag002G123330
OG0009972	El003G179770	Ag001G043080
OG0009973	El005G264670	Ag005G435250, Ag013G741570
OG0009974	El003G145110	Ag003G290200
OG0009975	El003G177840, El003G177870	Ag001G039040
OG0009976	El001G024960	Ag001G074780
OG0009977	El003G177240	Ag004G339800, Ag001G038660
OG0009978	El003G176740	Ag001G038280
OG0009979	El003G175660	Ag001G037430
OG0009980	El003G174820	Ag001G036400
OG0009981	El003G174330	Ag001G035340
OG0009982	El005G259720	Ag005G441480
OG0009983	El003G189910	Ag007G649860
OG0009984	El003G190020	Ag007G649880
OG0009985	El003G189920	Ag007G649930
OG0009986	El003G190710	Ag007G651050
OG0009987	El003G190740, El003G190730	Ag002G178230, Ag007G651060
OG0009988	El006G291140	Ag002G178940
OG0009989	El003G192620	Ag007G656060
OG0009991	El003G193460	Ag001G065910
OG0009992	El001G009710	Ag009G737400, Ag002G152390
OG0009993	El006G279770	Ag002G206630
OG0009994	El006G280180	Ag002G206120
OG0009995	El006G280480	Ag002G205760
OG0009996	El006G280510	Ag002G205730
OG0009997	El006G281140	Ag002G204210
OG0009999	El006G281250	Ag002G203840
OG0010000	El006G281850	Ag002G203190
OG0010001	El006G281880	Ag002G203100
OG0010002	El006G282530	Ag002G202560
OG0010003	El006G282920	Ag005G441120, Ag002G201770
OG0010004	El006G283060	Ag002G201530
OG0010005	El006G283150	Ag002G201450
OG0010006	El006G283160	Ag002G201440
OG0010007	El006G283570	Ag002G200660, Ag002G200650
OG0010009	El005G279550	Ag005G436880
OG0010010	El006G284840, El004G217630	Ag002G198540
OG0010011	El006G285060	Ag002G198130
OG0010012	El006G285070	Ag002G198120
OG0010013	El006G285160	Ag002G197780
OG0010014	El006G285320	Ag002G197320
OG0010015	El006G285750	Ag002G196500
OG0010016	El006G285790	Ag002G196320
OG0010017	El006G285820	Ag002G196290
OG0010018	El006G285840	Ag002G196150
OG0010019	El006G287120	Ag002G192960
OG0010020	El006G287040	Ag002G193240
OG0010021	El001G029100	Ag001G085230
OG0010022	El006G287410	Ag002G192000
OG0010023	El006G287650	Ag002G192390, Ag002G192380
OG0010024	El006G287820	Ag002G191110
OG0010025	El006G287870	Ag002G191000
OG0010026	El001G080980	Ag006G492770
OG0010027	El001G080970	Ag006G492780
OG0010028	El001G080740	Ag006G493120
OG0010029	El001G080450	Ag006G493470
OG0010030	El001G080220	Ag064G744860, Ag002G114080, Ag006G493630, Ag006G493760, Ag006G493710
OG0010031	El001G080020	Ag006G494110
OG0010032	El001G079620	Ag006G495120
OG0010033	El001G079560	Ag006G495250
OG0010034	El001G079440	Ag006G495450
OG0010035	El001G079370	Ag006G495500
OG0010036	El001G079250	Ag006G495700
OG0010037	El001G079240	Ag006G495720
OG0010038	El001G078780	Ag006G496770
OG0010039	El001G078690	Ag006G496870
OG0010040	El001G060970	Ag008G719500
OG0010041	El001G060600	Ag008G719300
OG0010042	El001G060710	Ag008G719460
OG0010043	El001G060050	Ag008G718430
OG0010044	El001G060040	Ag008G718420
OG0010045	El001G059890	Ag008G718140
OG0010046	El001G059930	Ag008G718220
OG0010047	El001G059570	Ag008G717810
OG0010048	El001G059560	Ag008G717790
OG0010049	El001G065350	Ag007G620760
OG0010050	El001G059320	Ag008G717510
OG0010051	El001G059190	Ag008G717030
OG0010052	El001G058960	Ag008G716530
OG0010053	El001G058910	Ag008G716490
OG0010054	El003G192050	Ag005G410740, Ag001G042090
OG0010055	El001G057800	Ag008G714490
OG0010056	El007G330160	Ag008G712930
OG0010057	El007G330370	Ag008G712390
OG0010058	El007G330490	Ag008G712170
OG0010059	El007G330890	Ag008G710640
OG0010060	El007G331460	Ag008G709220
OG0010061	El002G113620	Ag007G583860
OG0010062	El007G332460, El004G208030, El004G208170, El004G208020	Ag008G706990, Ag004G315130
OG0010063	El007G327360	Ag008G729140
OG0010064	El007G327270	Ag005G450230
OG0010065	El007G327260	Ag008G729260
OG0010066	El007G327190	Ag008G729350
OG0010067	El007G347440, El004G208220, El004G207660, El004G207890, El004G207900, El007G336420	Ag008G696280, Ag007G585670
OG0010068	El007G326580	Ag008G730540
OG0010069	El007G326310	Ag008G730840
OG0010070	El007G326180	Ag008G731030
OG0010071	El007G326090	Ag008G731110
OG0010072	El007G325350	Ag008G732030
OG0010073	El007G325170	Ag008G732430
OG0010074	El007G325140	Ag008G732450
OG0010075	El007G324440	Ag008G733360
OG0010076	El007G324400	Ag004G390790, Ag004G322120, Ag008G733400
OG0010077	El007G323470	Ag008G734490
OG0010078	El007G323270	Ag008G734690
OG0010079	El007G323200	Ag008G734740
OG0010080	El007G323180	Ag008G734760
OG0010081	El007G323170	Ag008G734770
OG0010082	El007G322910	Ag008G735070
OG0010083	El001G017360	Ag001G099850
OG0010084	El007G322430	Ag001G099680
OG0010085	El001G021650	Ag001G067230
OG0010087	El001G000110	Ag006G518970
OG0010088	El001G000760	Ag006G516950
OG0010089	El001G000700	Ag006G517010
OG0010090	El002G102460	Ag004G329710
OG0010091	El001G001010	Ag006G516350
OG0010092	El001G001670	Ag006G514350
OG0010093	El001G002100	Ag006G513200
OG0010094	El001G002670	Ag006G512190
OG0010095	El001G002720	Ag006G511850
OG0010096	El001G002860	Ag006G511200
OG0010097	El001G003100	Ag008G661480, Ag006G510060
OG0010098	El001G003290	Ag006G509610
OG0010099	El001G003800	Ag007G599230
OG0010100	El001G003870	Ag007G599160
OG0010101	El001G003910	Ag007G599100
OG0010102	El001G003960	Ag007G599060
OG0010103	El001G004000	Ag007G598960
OG0010104	El001G004320	Ag007G586570
OG0010105	El007G359250	Ag007G587540
OG0010106	El006G298550	Ag007G588180
OG0010107	El006G298640	Ag007G588250
OG0010108	El006G299830	Ag007G589460
OG0010109	El006G299560, El003G154010	Ag007G589720
OG0010110	El006G300350	Ag007G590220
OG0010111	El006G300540	Ag007G590580
OG0010112	El006G301260	Ag007G591460
OG0010113	El006G301470	Ag007G591670
OG0010114	El006G301910	Ag007G592120
OG0010115	El006G302310	Ag007G592510
OG0010116	El006G302880	Ag007G593440
OG0010117	El006G303050, El006G303060	Ag007G593660
OG0010118	El006G304320	Ag007G594910
OG0010119	El006G304950	Ag007G595450
OG0010120	El006G305120	Ag007G595730
OG0010121	El006G305600	Ag007G596060
OG0010122	El006G305650	Ag007G596080
OG0010123	El006G305760	Ag007G596140
OG0010124	El006G306190	Ag007G596550
OG0010125	El006G306210	Ag007G596560
OG0010126	El006G306220	Ag007G596570
OG0010127	El006G307240	Ag007G597070
OG0010128	El006G309440	Ag007G597910
OG0010129	El002G086950	Ag007G615200
OG0010130	El006G310310	Ag007G598100
OG0010131	El006G312510	Ag006G527100
OG0010132	El003G156780	Ag003G251630
OG0010133	El005G235060	Ag001G100870
OG0010134	El005G243670	Ag005G478730
OG0010135	El001G082210	Ag006G490870
OG0010136	El006G287960	Ag002G190750
OG0010137	El006G288000	Ag002G190480
OG0010139	El003G158020	Ag003G248250
OG0010140	El005G235900	Ag005G490420
OG0010141	El005G237060	Ag005G488570
OG0010142	El005G237490	Ag005G487980
OG0010143	El005G237510	Ag005G487960
OG0010144	El005G238000	Ag005G487030
OG0010145	El005G238070	Ag005G486970
OG0010146	El005G238180	Ag005G486840, Ag001G061140
OG0010147	El005G238280	Ag005G486680
OG0010148	El005G238950	Ag005G485700, Ag005G488520
OG0010150	El005G239550	Ag005G484930
OG0010151	El005G240700	Ag005G483010
OG0010152	El005G241960	Ag005G481110
OG0010153	El005G241970	Ag005G481100
OG0010154	El005G242200	Ag005G480670
OG0010155	El005G242260	Ag005G480600
OG0010156	El005G242350	Ag005G480450
OG0010157	El005G243230	Ag005G479250
OG0010158	El005G243420	Ag005G479040
OG0010159	El007G328660	Ag008G726890
OG0010160	El005G243850	Ag005G478580
OG0010161	El006G289790	Ag006G526390, Ag001G065640, Ag002G184640
OG0010162	El006G289980	Ag002G183960
OG0010163	El006G290010	Ag002G183880
OG0010164	El006G290460	Ag002G181750
OG0010165	El001G025810	Ag001G076480
OG0010166	El006G291040	Ag002G179660
OG0010167	El006G291360	Ag002G178030
OG0010168	El006G294350	Ag002G166970
OG0010169	El006G294070, El006G294080	Ag002G168040
OG0010170	El003G170880, El006G293690	Ag002G168560
OG0010171	El006G293400	Ag002G171130
OG0010172	El006G293380	Ag002G171180
OG0010173	El006G293210	Ag002G171540
OG0010174	El006G292480	Ag002G174050
OG0010175	El006G292100	Ag002G175460
OG0010176	El006G292180	Ag002G175180
OG0010178	El002G088960	Ag004G305700
OG0010179	El006G291490	Ag002G177820
OG0010180	El002G099500	Ag004G322990
OG0010181	El002G099550	Ag004G323040
OG0010182	El002G100780	Ag004G325520
OG0010183	El002G101670	Ag004G327590
OG0010184	El002G101830	Ag004G328020
OG0010185	El001G060090	Ag008G718510
OG0010186	El002G102250	Ag004G329340
OG0010187	El002G102860	Ag004G330410
OG0010188	El002G102930	Ag004G330610
OG0010189	El002G103510	Ag004G331950
OG0010190	El002G103720	Ag004G332140
OG0010191	El002G103810	Ag004G332310
OG0010192	El002G104260	Ag004G333280
OG0010193	El002G104300	Ag004G333360
OG0010194	El002G104310	Ag004G333370
OG0010195	El002G104350	Ag004G333430
OG0010196	El002G104410	Ag004G333590
OG0010197	El002G104790	Ag004G334300
OG0010198	El002G105110	Ag004G334870
OG0010199	El002G105120	Ag004G334880
OG0010200	El002G105210	Ag004G335290
OG0010201	El002G105460	Ag004G335990
OG0010202	El002G106160	Ag004G337710
OG0010203	El002G106180	Ag004G337740
OG0010204	El004G230830, El008G368320	Ag003G216370
OG0010205	El002G107770	Ag004G340190
OG0010206	El002G108010	Ag004G340720
OG0010207	El002G108080	Ag004G340930
OG0010208	El002G108400	Ag004G341500
OG0010209	El002G108540	Ag003G241540
OG0010210	El004G222130	Ag004G344960
OG0010211	El002G109290	Ag003G242690
OG0010212	El002G111640, El002G110200	Ag003G244270
OG0010214	El004G220270	Ag004G349870
OG0010215	El002G110990, El002G111020, El002G110960, El002G111510	Ag003G245600
OG0010216	El002G111770	Ag003G247820
OG0010217	El002G111920	Ag003G247360
OG0010218	El004G218850	Ag004G353910
OG0010220	El002G112540	Ag003G281860
OG0010221	El002G112550, El004G226630	Ag003G246720
OG0010222	El002G113010	Ag006G531270
OG0010223	El003G160060	Ag008G719860
OG0010224	El003G159550	Ag007G598750
OG0010225	El003G159530	Ag007G598790
OG0010226	El003G159430	Ag007G586280
OG0010227	El003G159420	Ag007G586270
OG0010228	El003G158770	Ag005G445330, Ag007G585460
OG0010229	El006G314880	Ag006G524950
OG0010231	El006G316870	Ag007G647400, Ag007G647460
OG0010232	El006G317260	Ag003G266810
OG0010235	El006G318140	Ag006G524350
OG0010236	El006G318180	Ag006G524410
OG0010237	El006G318190	Ag006G524400
OG0010239	El006G319250	Ag006G523650
OG0010240	El006G320660	Ag006G521660
OG0010241	El006G321530	Ag006G520570
OG0010242	El002G099200	Ag004G322640
OG0010243	El002G099110	Ag004G322390
OG0010244	El002G098780	Ag004G321290
OG0010245	El002G098370	Ag004G320740
OG0010246	El002G098170	Ag004G320050
OG0010247	El002G097770	Ag004G319520
OG0010248	El002G096990	Ag004G317900
OG0010249	El002G097000	Ag004G317910
OG0010250	El002G096790	Ag004G317500
OG0010251	El002G095810	Ag004G315710
OG0010252	El002G094560, El002G094590	Ag004G313600
OG0010253	El002G094220	Ag004G313270
OG0010254	El002G094070	Ag004G313000
OG0010255	El002G093970	Ag004G312860
OG0010256	El002G093700	Ag004G312330
OG0010257	El002G093450	Ag004G311950
OG0010258	El002G092370	Ag004G310370
OG0010259	El002G092270	Ag004G310150
OG0010260	El002G091860	Ag004G309340
OG0010261	El002G091730	Ag004G309190
OG0010262	El002G091560	Ag004G308990
OG0010263	El002G090230	Ag004G307280
OG0010264	El002G089190	Ag004G305940
OG0010265	El002G088830	Ag004G305580
OG0010266	El006G279640	Ag002G206780
OG0010267	El002G088010	Ag004G304600
OG0010268	El002G087660	Ag004G304090
OG0010269	El002G087630	Ag004G304010
OG0010270	El002G087360	Ag004G303650
OG0010271	El002G087350	Ag004G303640
OG0010272	El002G086930	Ag004G303040
OG0010273	El002G086860	Ag004G302980
OG0010274	El002G086510	Ag004G302540
OG0010275	El002G086300	Ag004G302370
OG0010276	El002G085870	Ag004G301970
OG0010277	El002G085830	Ag004G301930
OG0010278	El002G085440	Ag004G301200
OG0010279	El002G085600	Ag004G301590
OG0010280	El002G085650	Ag004G301630
OG0010281	El002G085140	Ag004G300650
OG0010282	El002G084790	Ag004G300120
OG0010283	El002G084330	Ag004G299660
OG0010284	El002G084130	Ag004G299380
OG0010285	El002G084170	Ag004G299460
OG0010286	El002G083360	Ag004G298350
OG0010287	El001G067650	Ag007G613030
OG0010288	El001G067280	Ag007G613600
OG0010289	El001G066750	Ag007G615340
OG0010290	El001G065780	Ag007G619220
OG0010291	El001G066000	Ag007G618620
OG0010292	El001G064510	Ag007G622520
OG0010293	El001G064290	Ag007G623110
OG0010294	El001G064300	Ag007G623100
OG0010295	El001G064210	Ag007G623420
OG0010296	El001G063770	Ag007G624640
OG0010297	El001G063680	Ag007G624760
OG0010298	El001G063210	Ag007G626520
OG0010299	El005G238520	Ag005G486320
OG0010300	El001G062360	Ag007G631190
OG0010301	El001G061480	Ag007G631820
OG0010303	El003G149290	Ag003G276450
OG0010304	El001G048810	Ag007G637660
OG0010305	El001G048240	Ag007G637990
OG0010306	El001G047910	Ag007G638830
OG0010307	El001G047660	Ag007G614590, Ag003G282030, Ag003G283280
OG0010308	El001G047620	Ag007G641590
OG0010309	El007G345450	Ag007G642630
OG0010310	El007G345470	Ag007G642610
OG0010312	El007G345560, El007G345730, El007G345840, El007G345600	Ag004G399920
OG0010314	El005G242660	Ag005G479810
OG0010315	El001G067990	Ag007G612180
OG0010316	El001G074810	Ag006G506050
OG0010317	El003G151450	Ag001G026890, Ag001G026900, Ag004G298180
OG0010318	El001G075460	Ag006G504520, Ag006G504500
OG0010320	El001G075870	Ag006G503780
OG0010322	El001G076550	Ag006G501200
OG0010323	El001G076730	Ag006G501020
OG0010324	El001G076880	Ag006G500500
OG0010325	El001G076950	Ag006G500340
OG0010326	El001G076990	Ag006G500290
OG0010327	El001G077090	Ag006G500000
OG0010328	El001G077100	Ag006G499990
OG0010329	El001G077360	Ag006G499370
OG0010330	El001G077350	Ag006G499440
OG0010331	El001G052250	Ag008G720190
OG0010332	El001G053570	Ag008G721240
OG0010333	El001G055170	Ag008G722100
OG0010334	El001G055310	Ag008G722370
OG0010335	El001G055250	Ag008G722260
OG0010336	El001G055840	Ag008G722960
OG0010337	El001G055910	Ag008G723080
OG0010338	El001G056150	Ag008G723370
OG0010339	El001G056480	Ag008G723800
OG0010340	El001G057130	Ag008G724520
OG0010341	El007G329970	Ag008G724930
OG0010342	El007G329380	Ag008G725900
OG0010343	El007G329240	Ag008G726110
OG0010344	El007G328440	Ag008G727140
OG0010346	El007G328170	Ag008G727810
OG0010347	El007G327930	Ag008G728260
OG0010348	El007G333270	Ag008G705450
OG0010349	El001G021640	Ag001G067290
OG0010350	El001G021200	Ag001G059850, Ag004G401490, Ag001G063370, Ag001G059840
OG0010351	El001G020980	Ag001G062680
OG0010352	El001G020930	Ag001G062660
OG0010353	El001G020480	Ag001G061130
OG0010354	El001G019560	Ag008G701390
OG0010355	El001G018990	Ag008G691930
OG0010356	El001G018780	Ag008G691710
OG0010357	El001G018280	Ag001G057200
OG0010358	El001G018200	Ag001G056730
OG0010359	El001G018130	Ag001G056360
OG0010360	El001G017820	Ag001G055640
OG0010361	El001G017490	Ag001G055410
OG0010362	El001G017300	Ag001G054480
OG0010363	El001G014790	Ag008G721950
OG0010364	El001G013820	Ag001G049740, Ag010G740000
OG0010365	El001G013090	Ag010G739680, Ag001G049550
OG0010366	El001G012810	Ag001G049540, Ag010G739670
OG0010367	El008G369500, El008G369440, El001G012290	Ag008G671330
OG0010368	El001G012170	Ag003G215700
OG0010369	El001G011930	Ag006G522250, Ag002G182550
OG0010370	El004G218170	Ag004G355220
OG0010371	El004G217780	Ag001G006500
OG0010372	El004G218880	Ag004G353860
OG0010373	El004G218520	Ag004G354570
