Orthogroup	Erysimum_linariifolium	Euclidium_syriacum
OG0008911	El007G331010	ESY6_g48853_DN3_SP4_c0.t1
OG0008912	El007G331090	ESY6_g48845_DN2_SP1_c0.t1
OG0008913	El007G331170	ESY6_g48826_DN3_SP7_c0.t1
OG0008914	El007G331210	ESY6_g48820_DN3_SP0_c0.t1
OG0008915	El007G332030	ESY6_g48684_DN3_SP7_c0.t1
OG0008916	El007G332130	ESY6_g48678_DN3_SP1_c0.t1
OG0008917	El007G331550	ESY1_g12541_DN3_SP0_c0.t1
OG0008919	El007G332230	ESY6_g48663_DN3_SP8_c0.t1
OG0008920	El007G332340	ESY6_g48668_DN3_SP8_c0.t1
OG0008921	El007G332390	ESY6_g48659_DN3_SP0_c0.t1, ESY3_g28828_DN3_SP0_c0.t1
OG0008922	El007G326780	ESY6_g49624_DN3_SP0_c0.t1
OG0008923	El007G326720	ESY6_g49619_DN3_SP8_c0.t1
OG0008924	El002G090940	ESY5_g3096_DN3_SP0_c0.t1
OG0008925	El007G326600	ESY6_g49601_DN3_SP6_c11.t1
OG0008927	El007G326130	ESY6_g50697_DN3_SP8_c17.t1
OG0008928	El007G325780	ESY6_g50640_DN3_SP0_c0.t1
OG0008930	El007G325260	ESY6_g50563_DN3_SP8_c0.t1
OG0008931	El007G325150	ESY6_g50545_DN3_SP1_c0.t1
OG0008932	El007G325130	ESY6_g50543_DN3_SP8_c0.t1
OG0008933	El007G324070	ESY6_g50426_DN2_SP0_c0.t1
OG0008934	El007G323910	ESY6_g50437_DN3_SP0_c0.t1
OG0008935	El007G323720	ESY6_g50404_DN3_SP1_c13.t1
OG0008936	El007G323560	ESY6_g50387_DN3_SP4_c10.t1
OG0008937	El007G323160	ESY6_g50364_DN3_SP5_c0.t1
OG0008938	El007G322960	ESY6_g50324_DN3_SP0_c0.t1
OG0008939	El007G322940	ESY6_g50310_DN3_SP5_c0.t1
OG0008940	El007G322810	ESY6_g50323_DN3_SP8_c0.t1
OG0008941	El007G322590	ESY6_g50275_DN3_SP0_c0.t1
OG0008942	El007G322510	ESY6_g50266_DN3_SP1_c0.t1
OG0008943	El007G322490	ESY6_g50256_DN3_SP0_c0.t1
OG0008944	El007G322360	ESY6_g50243_DN3_SP3_c0.t1
OG0008945	El007G322180	ESY6_g50228_DN3_SP0_c0.t1
OG0008946	El007G321950	ESY6_g50761_DN3_SP8_c0.t1
OG0008947	El001G000750	ESY20_g12969_DN3_SP8_c0.t1
OG0008948	El002G082950	ESY5_g5529_DN3_SP7_c0.t1
OG0008949	El001G000500	ESY20_g12940_DN3_SP7_c0.t1
OG0008951	El001G000360	ESY20_g12926_DN3_SP0_c19.t1
OG0008952	El001G000960	ESY20_g13006_DN3_SP2_c0.t1
OG0008953	El001G001300	ESY20_g13055_DN3_SP0_c0.t1
OG0008954	El001G001570	ESY20_g13089_DN3_SP0_c0.t1
OG0008955	El001G002340	ESY20_g13173_DN3_SP8_c12.t1
OG0008956	El006G313510	ESY20_g13188_DN3_SP1_c0.t1
OG0008957	El001G002790	ESY20_g13214_DN3_SP0_c0.t1
OG0008958	El001G003330	ESY20_g13298_DN3_SP0_c0.t1
OG0008959	El001G003430	ESY20_g13312_DN3_SP0_c0.t1
OG0008960	El001G003770	ESY8_g58319_DN3_SP0_c0.t1
OG0008961	El001G003790	ESY8_g58317_DN3_SP5_c0.t1
OG0008962	El006G298600	ESY20_g12832_DN3_SP0_c0.t1
OG0008963	El007G359760	ESY8_g58110_DN3_SP8_c0.t1
OG0008964	El007G359740	ESY8_g58108_DN3_SP8_c0.t1
OG0008965	El007G359220, El003G162370	ESY20_g12897_DN3_SP8_c0.t1
OG0008966	El007G359190	ESY20_g12885_DN3_SP0_c0.t1
OG0008967	El006G298670	ESY20_g12827_DN3_SP8_c0.t1
OG0008968	El006G298880, El006G297470, El006G297280	ESY20_g12793_DN3_SP2_c0.t1
OG0008969	El006G298760	ESY20_g12810_DN3_SP5_c0.t1
OG0008970	El006G299210	ESY20_g12739_DN3_SP0_c0.t1
OG0008971	El006G299150	ESY20_g12744_DN3_SP1_c4.t1
OG0008972	El006G299550, El003G185380, El003G185420	ESY20_g12694_DN3_SP2_c0.t1
OG0008973	El006G299590	ESY9_g42715_DN3_SP0_c13.t1
OG0008974	El006G299620	ESY20_g12684_DN3_SP0_c0.t1
OG0008975	El002G121760, El002G141570	ESY2_g36445_DN3_SP5_c0.t1
OG0008977	El006G301010	ESY8_g58477_DN3_SP0_c0.t1
OG0008978	El006G301160	ESY8_g58551_DN3_SP0_c0.t1
OG0008979	El006G301390	ESY8_g58525_DN3_SP3_c0.t1
OG0008980	El006G301700	ESY8_g58494_DN3_SP4_c0.t1
OG0008981	El006G301940	ESY8_g58584_DN3_SP0_c0.t1
OG0008982	El006G302410, El002G090440	ESY8_g58669_DN3_SP0_c0.t1
OG0008983	El006G302450, El006G302480	ESY8_g58673_DN3_SP0_c0.t1
OG0008984	El006G303650	ESY8_g58790_DN3_SP7_c0.t1
OG0008985	El006G304170	ESY8_g58829_DN2_SP0_c0.t1
OG0008986	El006G304190	ESY8_g58831_DN2_SP4_c0.t1
OG0008987	El006G304370	ESY8_g58858_DN3_SP0_c0.t1
OG0008988	El006G304400	ESY8_g58861_DN3_SP1_c0.t1
OG0008989	El006G304900	ESY8_g58898_DN2_SP0_c0.t1
OG0008990	El006G304940	ESY8_g58902_DN3_SP3_c0.t1
OG0008991	El006G305300	ESY8_g58934_DN3_SP8_c0.t1
OG0008992	El006G305450	ESY8_g58947_DN3_SP8_c0.t1
OG0008993	El006G305720	ESY8_g58970_DN1_SP0_c0.t1
OG0008994	El006G306280	ESY8_g59010_DN3_SP6_c0.t1
OG0008995	El006G306300	ESY8_g59011_DN3_SP0_c0.t1
OG0008996	El006G307450	ESY8_g59064_DN3_SP4_c0.t1
OG0008997	El006G307090, El006G307290	ESY8_g59055_DN3_SP3_c0.t1
OG0008998	El006G307210	ESY8_g59049_DN3_SP8_c0.t1
OG0008999	El006G306680	ESY8_g59028_DN3_SP1_c0.t1
OG0009000	El006G307520	ESY8_g59189_DN3_SP0_c0.t1
OG0009001	El006G311510	ESY8_g59212_DN3_SP0_c0.t1
OG0009002	El006G313790	ESY8_g59285_DN3_SP0_c0.t1
OG0009003	El006G313820	ESY7_g16884_DN3_SP0_c0.t1, ESY8_g59286_DN3_SP5_c0.t1
OG0009004	El003G156710	ESY16_g62193_DN3_SP4_c0.t1
OG0009005	El003G156760	ESY16_g62196_DN3_SP8_c0.t1
OG0009006	El003G157270	ESY16_g62327_DN3_SP7_c0.t1
OG0009007	El005G235610	ESY3_g32616_DN3_SP0_c0.t1
OG0009008	El005G235590	ESY3_g32614_DN3_SP0_c0.t1
OG0009010	El005G235330	ESY3_g32651_DN3_SP3_c0.t1
OG0009011	El005G235340	ESY3_g32650_DN3_SP7_c0.t1
OG0009012	El005G235170	ESY3_g32664_DN3_SP8_c0.t1
OG0009013	El003G158100	ESY16_g62573_DN3_SP8_c0.t1
OG0009014	El003G157380	ESY16_g62359_DN3_SP6_c0.t1
OG0009015	El003G157510	ESY16_g62395_DN3_SP7_c0.t1
OG0009016	El005G236060, El001G066110	ESY3_g32569_DN3_SP6_c0.t1
OG0009017	El005G236340	ESY3_g32534_DN3_SP0_c0.t1
OG0009018	El005G236720	ESY3_g32475_DN2_SP3_c0.t1
OG0009019	El005G236840	ESY3_g32469_DN3_SP7_c0.t1
OG0009020	El005G237100	ESY3_g32433_DN3_SP0_c0.t1
OG0009021	El005G237200	ESY3_g32404_DN1_SP0_c0.t1
OG0009022	El005G237350	ESY3_g32383_DN3_SP8_c0.t1
OG0009023	El005G237420	ESY3_g32362_DN3_SP0_c0.t1
OG0009024	El005G237430	ESY3_g32361_DN2_SP0_c0.t1
OG0009025	El005G237750	ESY3_g32302_DN3_SP8_c0.t1
OG0009026	El005G238050	ESY3_g32254_DN3_SP6_c0.t1
OG0009027	El005G238560	ESY3_g32132_DN3_SP0_c0.t1
OG0009028	El005G238660	ESY3_g32113_DN3_SP5_c0.t1
OG0009029	El005G238670	ESY3_g32112_DN3_SP0_c0.t1
OG0009030	El005G238900	ESY3_g32046_DN3_SP8_c0.t1
OG0009031	El005G239040	ESY3_g32024_DN3_SP0_c0.t1
OG0009032	El005G239240	ESY3_g31976_DN3_SP0_c0.t1
OG0009033	El005G239350	ESY3_g31961_DN3_SP8_c0.t1
OG0009034	El005G239440	ESY3_g31955_DN3_SP6_c0.t1
OG0009036	El005G240010	ESY3_g31807_DN3_SP2_c0.t1
OG0009037	El005G240060	ESY3_g31799_DN3_SP0_c0.t1
OG0009038	El005G240620	ESY3_g31667_DN3_SP0_c0.t1
OG0009039	El005G240640	ESY3_g31665_DN3_SP4_c3.t1
OG0009040	El005G241230	ESY3_g31591_DN3_SP1_c0.t1
OG0009041	El005G241460	ESY3_g31555_DN3_SP0_c0.t1
OG0009042	El005G241760	ESY3_g31518_DN3_SP0_c0.t1
OG0009043	El005G241920	ESY3_g31494_DN3_SP7_c0.t1
OG0009044	El005G242180	ESY3_g31452_DN3_SP0_c0.t1
OG0009045	El005G242360	ESY3_g31482_DN3_SP2_c0.t1
OG0009046	El007G347060	ESY15_g64453_DN3_SP0_c0.t1
OG0009047	El005G242570	ESY3_g31396_DN3_SP8_c0.t1
OG0009048	El005G242610	ESY15_g64513_DN3_SP0_c0.t1, ESY15_g64548_DN3_SP8_c0.t1
OG0009049	El005G242640	ESY3_g31387_DN3_SP0_c0.t1
OG0009050	El005G243390	ESY10_g15083_DN3_SP0_c0.t1
OG0009051	El006G312150	ESY8_g59225_DN3_SP6_c0.t1
OG0009052	El005G265950, El005G266070	ESY3_g30742_DN3_SP0_c0.t1, ESY5_g3399_DN3_SP0_c0.t1
OG0009053	El005G243490	ESY3_g30743_DN3_SP7_c0.t1, ESY10_g14328_DN3_SP0_c0.t1
OG0009054	El005G243550	ESY3_g30754_DN3_SP5_c0.t1
OG0009055	El002G129290	ESY4_g22315_DN3_SP0_c0.t1
OG0009056	El006G288990	ESY12_g50939_DN3_SP8_c16.t1
OG0009057	El006G289060	ESY12_g50909_DN3_SP1_c0.t1
OG0009058	El006G289110	ESY12_g50893_DN3_SP7_c0.t1
OG0009059	El006G289210	ESY12_g50864_DN3_SP8_c8.t1
OG0009060	El006G289250	ESY12_g50858_DN3_SP8_c0.t1
OG0009061	El006G289380	ESY12_g50828_DN3_SP0_c0.t1
OG0009062	El006G290120	ESY9_g45588_DN2_SP0_c0.t1
OG0009063	El006G290130	ESY9_g45586_DN3_SP0_c0.t1
OG0009064	El006G290380	ESY9_g45537_DN3_SP6_c0.t1
OG0009065	El006G290800	ESY9_g45470_DN3_SP4_c0.t1
OG0009066	El006G290500	ESY9_g45522_DN3_SP0_c0.t1
OG0009067	El006G290900	ESY9_g45451_DN3_SP6_c0.t1
OG0009068	El006G291400	ESY9_g45375_DN2_SP8_c11.t1
OG0009069	El004G218740	ESY2_g34506_DN2_SP0_c0.t1
OG0009070	El006G291420	ESY9_g45371_DN3_SP7_c0.t1
OG0009071	El006G294720	ESY9_g44246_DN2_SP8_c0.t1
OG0009072	El006G294650	ESY9_g44267_DN3_SP0_c0.t1
OG0009073	El006G294620	ESY3_g31831_DN3_SP8_c0.t1
OG0009074	El001G023180	ESY1_g10452_DN3_SP7_c0.t1
OG0009075	El006G294250	ESY9_g44413_DN3_SP0_c0.t1
OG0009076	El006G294090	ESY7_g17198_DN3_SP0_c0.t1, ESY20_g13167_DN3_SP0_c0.t1
OG0009077	El006G293610	ESY9_g44622_DN3_SP8_c21.t1
OG0009078	El006G293480	ESY9_g44687_DN3_SP5_c0.t1
OG0009079	El006G293110	ESY9_g44799_DN3_SP4_c0.t1
OG0009080	El006G292420	ESY9_g45122_DN3_SP3_c0.t1
OG0009081	El006G292410	ESY9_g45123_DN1_SP0_c0.t1
OG0009082	El006G291580	ESY9_g45357_DN3_SP8_c0.t1
OG0009083	El006G291590	ESY9_g45356_DN3_SP0_c0.t1
OG0009084	El006G292230	ESY9_g45164_DN3_SP0_c0.t1
OG0009085	El006G291710	ESY9_g45329_DN3_SP0_c0.t1
OG0009086	El006G291870	ESY9_g45281_DN3_SP6_c0.t1
OG0009087	El006G291880	ESY9_g45273_DN3_SP5_c9.t1
OG0009088	El006G295170	ESY9_g44054_DN3_SP7_c0.t1
OG0009089	El002G099310	ESY5_g2894_DN3_SP0_c0.t1
OG0009090	El002G099330	ESY5_g2895_DN2_SP0_c0.t1
OG0009091	El002G099460	ESY5_g2918_DN3_SP4_c0.t1
OG0009092	El002G099530	ESY5_g2924_DN3_SP0_c0.t1
OG0009093	El002G099640	ESY5_g2936_DN3_SP2_c0.t1
OG0009095	El002G100040	ESY5_g2999_DN3_SP2_c0.t1
OG0009096	El002G100170	ESY5_g3049_DN3_SP0_c0.t1, ESY5_g3023_DN2_SP0_c0.t1
OG0009097	El002G100400	ESY5_g3048_DN3_SP0_c0.t1
OG0009098	El002G100490	ESY5_g3060_DN2_SP0_c0.t1
OG0009099	El002G100520	ESY5_g3063_DN2_SP0_c0.t1
OG0009100	El002G100870	ESY5_g4395_DN3_SP6_c0.t1
OG0009101	El002G101320	ESY5_g4349_DN3_SP8_c0.t1
OG0009102	El002G101460	ESY5_g4333_DN3_SP0_c0.t1
OG0009103	El002G101490	ESY5_g4329_DN3_SP0_c0.t1
OG0009104	El002G101780	ESY5_g4291_DN3_SP0_c0.t1
OG0009105	El002G102330	ESY5_g4235_DN3_SP5_c0.t1
OG0009106	El002G102760	ESY5_g4186_DN1_SP8_c7.t1
OG0009107	El003G158280	ESY5_g4182_DN3_SP0_c0.t1
OG0009108	El002G102810	ESY5_g4179_DN3_SP1_c0.t1
OG0009109	El002G102830	ESY5_g4177_DN3_SP2_c0.t1
OG0009110	El002G103270	ESY5_g4121_DN3_SP5_c0.t1
OG0009111	El002G104240	ESY5_g4009_DN3_SP8_c0.t1
OG0009112	El002G104250	ESY5_g4003_DN3_SP4_c0.t1
OG0009113	El002G104530	ESY5_g3969_DN3_SP8_c12.t1
OG0009114	El002G105350	ESY5_g3885_DN3_SP0_c0.t1
OG0009115	El002G105490	ESY5_g2552_DN3_SP0_c0.t1
OG0009116	El001G024930	ESY1_g10983_DN3_SP8_c0.t1
OG0009117	El002G106370	ESY5_g2382_DN3_SP0_c0.t1
OG0009118	El002G106490	ESY5_g2367_DN3_SP8_c0.t1
OG0009119	El002G106500	ESY5_g2366_DN1_SP0_c0.t1
OG0009120	El002G107810	ESY5_g2235_DN3_SP8_c0.t1
OG0009121	El002G107840	ESY5_g2233_DN3_SP8_c0.t1
OG0009122	El002G108360	ESY5_g2140_DN3_SP8_c0.t1
OG0009123	El002G108670	ESY5_g2086_DN3_SP4_c0.t1
OG0009124	El002G108780	ESY5_g2033_DN1_SP0_c0.t1
OG0009125	El002G109120, El002G109130, El003G188910	ESY5_g1949_DN3_SP2_c0.t1
OG0009126	El002G109960, El002G136990	ESY5_g1702_DN3_SP0_c0.t1
OG0009127	El002G110190	ESY43_g13370_DN3_SP8_c0.t1
OG0009128	El002G111420	ESY2_g35360_DN3_SP0_c0.t1
OG0009129	El002G111320	ESY5_g2730_DN2_SP6_c0.t1
OG0009130	El004G220410	ESY2_g35394_DN3_SP8_c0.t1
OG0009131	El002G111150	ESY5_g1355_DN3_SP8_c0.t1
OG0009132	El002G110890	ESY12_g51327_DN1_SP0_c0.t1
OG0009134	El002G111680	ESY5_g1236_DN3_SP8_c0.t1
OG0009136	El002G112040	ESY5_g1061_DN2_SP0_c0.t1
OG0009137	El002G112360	ESY5_g3919_DN3_SP0_c0.t1
OG0009138	El003G179110, El002G112410	ESY6_g47536_DN3_SP0_c0.t1, ESY13_g57569_DN3_SP0_c0.t1
OG0009139	El002G112640	ESY1_g11471_DN3_SP8_c0.t1
OG0009140	El002G112960	ESY5_g1143_DN3_SP3_c0.t1
OG0009141	El003G160490	ESY13_g57306_DN2_SP0_c0.t1
OG0009142	El007G345110	ESY15_g65035_DN3_SP6_c0.t1
OG0009143	El003G160220	ESY8_g58191_DN2_SP0_c0.t1, ESY8_g58189_DN3_SP0_c0.t1
OG0009144	El003G159900	ESY13_g56958_DN3_SP0_c0.t1
OG0009145	El003G159800	ESY13_g56931_DN2_SP0_c0.t1
OG0009146	El006G315070	ESY8_g59357_DN3_SP8_c0.t1
OG0009148	El006G315820	ESY8_g59383_DN3_SP8_c0.t1
OG0009149	El006G315740	ESY8_g59377_DN3_SP8_c0.t1
OG0009150	El006G316850	ESY8_g59422_DN3_SP0_c11.t1
OG0009151	El006G317150	ESY8_g59467_DN3_SP8_c0.t1
OG0009152	El006G317770	ESY8_g59504_DN2_SP0_c0.t1
OG0009153	El006G318090	ESY8_g59525_DN3_SP0_c0.t1
OG0009154	El006G318580	ESY8_g59582_DN3_SP6_c0.t1
OG0009155	El006G318880	ESY8_g59604_DN3_SP8_c0.t1
OG0009156	El001G021750	ESY1_g10166_DN3_SP8_c0.t1
OG0009157	El006G319640	ESY8_g59682_DN2_SP3_c0.t1
OG0009158	El006G319790	ESY8_g59693_DN2_SP0_c0.t1
OG0009159	El006G320470	ESY8_g59771_DN3_SP1_c0.t1
OG0009160	El006G321220	ESY8_g59864_DN3_SP0_c0.t1
OG0009161	El006G321580	ESY8_g59911_DN3_SP8_c0.t1
OG0009162	El002G099080	ESY5_g2871_DN3_SP0_c0.t1
OG0009163	El002G098820	ESY5_g2846_DN3_SP1_c0.t1
OG0009165	El002G098090	ESY5_g2767_DN3_SP0_c0.t1
OG0009166	El002G098060	ESY5_g2765_DN3_SP0_c0.t1
OG0009167	El002G097820	ESY5_g2727_DN3_SP8_c0.t1
OG0009168	El002G096930	ESY5_g2619_DN3_SP5_c0.t1
OG0009169	El002G096960	ESY5_g2623_DN3_SP4_c0.t1
OG0009170	El002G096550	ESY5_g2567_DN3_SP0_c0.t1
OG0009171	El002G095830	ESY5_g3795_DN3_SP8_c0.t1
OG0009172	El002G095160	ESY5_g3722_DN3_SP8_c0.t1
OG0009173	El002G095040	ESY6_g48757_DN3_SP0_c0.t1, ESY5_g3711_DN3_SP5_c0.t1
OG0009174	El002G094670	ESY5_g3664_DN3_SP4_c0.t1
OG0009175	El002G093830	ESY5_g3540_DN3_SP7_c0.t1
OG0009176	El002G093810	ESY5_g3534_DN3_SP0_c0.t1
OG0009177	El002G093710	ESY5_g3524_DN3_SP1_c0.t1
OG0009178	El002G093230	ESY5_g3464_DN3_SP8_c0.t1
OG0009179	El002G092670	ESY5_g3373_DN3_SP4_c0.t1
OG0009180	El002G092880	ESY5_g3383_DN3_SP7_c0.t1
OG0009181	El002G092330	ESY5_g3315_DN3_SP0_c0.t1
OG0009182	El002G092100	ESY5_g3280_DN3_SP0_c0.t1
OG0009183	El002G092030	ESY5_g4639_DN3_SP0_c0.t1, ESY5_g4636_DN3_SP0_c0.t1, ESY5_g4637_DN1_SP0_c0.t1
OG0009184	El002G091840	ESY5_g3246_DN3_SP8_c0.t1
OG0009185	El002G091720	ESY5_g3224_DN3_SP0_c0.t1
OG0009186	El001G060260	ESY6_g49284_DN3_SP2_c0.t1
OG0009187	El002G091580	ESY5_g3203_DN3_SP8_c0.t1
OG0009188	El002G091530	ESY5_g3198_DN3_SP3_c0.t1
OG0009189	El002G091300	ESY5_g3155_DN3_SP6_c0.t1
OG0009190	El002G091310	ESY5_g3156_DN3_SP0_c0.t1
OG0009191	El002G091330	ESY5_g3158_DN3_SP2_c0.t1
OG0009192	El002G091350	ESY5_g3161_DN3_SP0_c0.t1
OG0009193	El002G091230	ESY5_g3147_DN3_SP1_c0.t1
OG0009194	El002G091170	ESY5_g3141_DN3_SP8_c0.t1
OG0009195	El002G090690	ESY5_g4439_DN3_SP5_c0.t1
OG0009196	El002G091050	ESY5_g3125_DN3_SP8_c0.t1
OG0009197	El002G090280	ESY5_g4492_DN3_SP8_c0.t1
OG0009198	El002G089970	ESY5_g4523_DN3_SP2_c0.t1
OG0009200	El002G088840	ESY5_g4670_DN3_SP8_c5.t1
OG0009201	El002G088780	ESY5_g4679_DN3_SP8_c0.t1
OG0009202	El002G088670	ESY5_g4693_DN3_SP0_c0.t1
OG0009203	El002G088640	ESY5_g4697_DN3_SP0_c0.t1
OG0009204	El002G088340	ESY5_g4732_DN3_SP0_c0.t1
OG0009205	El002G088070	ESY5_g4761_DN3_SP4_c0.t1
OG0009206	El002G087590	ESY5_g4827_DN3_SP8_c0.t1
OG0009207	El002G087570	ESY5_g4831_DN3_SP8_c0.t1
OG0009208	El002G087440	ESY5_g4848_DN3_SP8_c0.t1
OG0009209	El004G234320	ESY2_g36538_DN3_SP7_c0.t1
OG0009210	El002G087050	ESY5_g4911_DN3_SP1_c10.t1
OG0009211	El002G086900	ESY5_g4934_DN3_SP8_c0.t1
OG0009212	El002G086850	ESY5_g4948_DN3_SP7_c0.t1
OG0009213	El002G086550	ESY5_g4985_DN3_SP0_c0.t1
OG0009214	El002G086260	ESY5_g5037_DN3_SP0_c0.t1
OG0009215	El002G085880	ESY5_g5082_DN3_SP8_c0.t1
OG0009216	El002G085310	ESY5_g5167_DN3_SP8_c0.t1
OG0009217	El002G084880	ESY5_g5239_DN2_SP0_c0.t1
OG0009218	El002G084810	ESY5_g5247_DN3_SP0_c0.t1
OG0009219	El002G084510	ESY5_g5312_DN3_SP0_c0.t1
OG0009220	El002G084240	ESY5_g5346_DN2_SP0_c0.t1
OG0009221	El002G084160	ESY5_g5367_DN3_SP8_c11.t1
OG0009222	El002G083930	ESY5_g5396_DN3_SP2_c0.t1
OG0009223	El002G083860	ESY5_g5429_DN3_SP0_c0.t1
OG0009224	El002G083810	ESY5_g5443_DN3_SP0_c0.t1
OG0009225	El002G083680	ESY10_g15706_DN1_SP0_c0.t1
OG0009226	El002G083600	ESY5_g5465_DN3_SP0_c0.t1
OG0009227	El002G083530	ESY5_g5471_DN3_SP0_c0.t1
OG0009228	El002G083200	ESY5_g5501_DN3_SP1_c0.t1
OG0009229	El001G000630	ESY5_g5523_DN3_SP2_c0.t1
OG0009230	El002G082570	ESY5_g5561_DN3_SP5_c0.t1, ESY4_g24092_DN3_SP1_c0.t1
OG0009231	El002G082460	ESY5_g5576_DN3_SP3_c0.t1
OG0009232	El001G067640	ESY7_g17677_DN3_SP0_c0.t1
OG0009233	El001G067580	ESY7_g17670_DN3_SP1_c0.t1
OG0009234	El001G067310	ESY7_g17638_DN3_SP0_c0.t1
OG0009235	El001G067460	ESY7_g17658_DN1_SP1_c0.t1
OG0009236	El001G066580	ESY7_g17540_DN3_SP5_c0.t1
OG0009237	El001G066530	ESY7_g17531_DN3_SP6_c0.t1
OG0009238	El001G066450	ESY7_g17524_DN3_SP0_c0.t1
OG0009239	El001G065740	ESY7_g17424_DN3_SP8_c0.t1
OG0009240	El001G066040	ESY7_g17454_DN3_SP8_c0.t1
OG0009241	El001G066250	ESY7_g17476_DN3_SP0_c0.t1
OG0009242	El001G065600	ESY7_g17407_DN1_SP0_c0.t1
OG0009243	El001G065190	ESY7_g17351_DN3_SP8_c0.t1
OG0009244	El001G065110	ESY7_g17334_DN3_SP0_c0.t1, ESY7_g17339_DN2_SP0_c6.t1, ESY7_g17338_DN1_SP0_c0.t1
OG0009245	El001G064260	ESY7_g17262_DN3_SP6_c0.t1
OG0009246	El001G064200	ESY7_g17255_DN3_SP0_c0.t1
OG0009247	El001G063890	ESY7_g17223_DN3_SP0_c0.t1
OG0009248	El001G063780	ESY7_g17206_DN3_SP0_c0.t1
OG0009249	El001G063290	ESY7_g17149_DN2_SP0_c0.t1
OG0009250	El001G062540	ESY7_g17077_DN3_SP0_c0.t1
OG0009251	El001G061610	ESY7_g16942_DN3_SP8_c0.t1
OG0009252	El001G061520	ESY7_g16927_DN3_SP8_c0.t1
OG0009253	El001G061120	ESY7_g16874_DN3_SP0_c0.t1
OG0009254	El001G061080	ESY7_g16873_DN3_SP0_c0.t1
OG0009255	El001G049420	ESY10_g15582_DN2_SP0_c0.t1
OG0009256	El001G047650	ESY10_g15818_DN3_SP2_c0.t1
OG0009257	El007G346150	ESY2_g33575_DN3_SP0_c0.t1
OG0009258	El007G345290	ESY10_g15888_DN3_SP7_c0.t1
OG0009259	El004G208900, El007G346490, El007G346460	ESY15_g64381_DN2_SP0_c0.t1
OG0009260	El007G346880	ESY15_g64432_DN3_SP8_c0.t1
OG0009262	El001G068020	ESY7_g17721_DN3_SP8_c0.t1
OG0009263	El001G068100	ESY7_g17732_DN3_SP7_c0.t1
OG0009264	El001G075040	ESY7_g18388_DN3_SP0_c0.t1, ESY7_g18453_DN3_SP1_c0.t1
OG0009265	El001G075020	ESY7_g18455_DN3_SP8_c0.t1
OG0009266	El001G011610	ESY9_g44903_DN2_SP0_c0.t1
OG0009267	El001G067840	ESY7_g17696_DN3_SP0_c4.t1
OG0009268	El001G075210	ESY7_g18715_DN3_SP5_c0.t1
OG0009269	El001G075240	ESY7_g18719_DN3_SP8_c0.t1
OG0009270	El001G068360	ESY7_g18434_DN3_SP6_c0.t1
OG0009271	El001G075920	ESY11_g52690_DN2_SP0_c0.t1
OG0009272	El001G075940	ESY7_g18783_DN2_SP3_c0.t1
OG0009273	El001G076150	ESY7_g18816_DN3_SP0_c0.t1
OG0009274	El001G076210	ESY7_g18831_DN3_SP0_c0.t1
OG0009275	El001G076400	ESY7_g18854_DN3_SP4_c0.t1
OG0009276	El001G076920	ESY7_g18928_DN2_SP1_c0.t1
OG0009277	El001G077050	ESY7_g18948_DN3_SP0_c0.t1
OG0009278	El001G077080	ESY7_g18952_DN3_SP0_c0.t1
OG0009279	El001G077340	ESY7_g18987_DN3_SP4_c0.t1
OG0009280	El001G077740	ESY7_g19020_DN3_SP0_c0.t1
OG0009281	El001G052670	ESY6_g49955_DN2_SP0_c0.t1
OG0009282	El001G052420	ESY6_g49930_DN3_SP0_c0.t1
OG0009283	El001G052630	ESY6_g49951_DN3_SP8_c0.t1
OG0009284	El001G052990	ESY6_g49971_DN3_SP0_c0.t1
OG0009285	El001G053390	ESY6_g49979_DN3_SP8_c0.t1
OG0009286	El001G053600, El002G128900	ESY6_g49992_DN3_SP8_c0.t1
OG0009287	El001G054250	ESY6_g50003_DN3_SP8_c0.t1
OG0009288	El001G054310	ESY6_g50004_DN2_SP6_c0.t1
OG0009289	El001G054760	ESY6_g50032_DN3_SP7_c0.t1
OG0009290	El001G055050	ESY6_g50040_DN3_SP0_c0.t1
OG0009291	El001G025550	ESY1_g10866_DN3_SP2_c0.t1
OG0009292	El001G055150	ESY6_g50047_DN3_SP6_c0.t1
OG0009293	El001G055410, El001G055380	ESY6_g50065_DN3_SP4_c0.t1
OG0009294	El001G056090	ESY6_g50122_DN2_SP3_c0.t1
OG0009295	El001G056540	ESY6_g50164_DN3_SP0_c0.t1
OG0009297	El001G056720	ESY6_g50180_DN3_SP8_c0.t1
OG0009298	El001G056750	ESY6_g50183_DN3_SP7_c0.t1
OG0009299	El001G056970	ESY6_g50198_DN3_SP0_c0.t1
OG0009300	El007G329740	ESY6_g49551_DN3_SP0_c7.t1
OG0009301	El007G329060	ESY6_g49448_DN3_SP8_c0.t1
OG0009302	El007G328830	ESY6_g49432_DN3_SP5_c0.t1
OG0009303	El007G327760	ESY6_g49806_DN3_SP0_c0.t1
OG0009304	El001G017700	ESY1_g9003_DN2_SP6_c0.t1
OG0009305	El007G327610	ESY6_g49781_DN3_SP1_c0.t1
OG0009306	El007G332650	ESY6_g48639_DN3_SP4_c0.t1
OG0009307	El007G333080	ESY6_g48584_DN3_SP0_c0.t1
OG0009308	El001G021530	ESY1_g10139_DN3_SP8_c0.t1
OG0009310	El001G021460	ESY1_g10128_DN3_SP0_c0.t1
OG0009311	El001G021300	ESY1_g10101_DN3_SP8_c0.t1
