Orthogroup	Erysimum_linariifolium	Arabis_alpina
OG0011625	El001G058700	Aa_G9030.h1.t1
OG0011627	El004G223220	Aa_G297610.h1.t1, Aa_G297600.h1.t1
OG0011628	El001G060060	Aa_G68250.h1.t1
OG0011629	El003G148230	Aa_G258790.h1.t1
OG0011630	El003G147940	Aa_G667950.h1.t1
OG0011631	El001G016240	Aa_G118840.h1.t1
OG0011632	El002G118240	Aa_G299210.h1.t1
OG0011633	El002G118280	Aa_G299250.h1.t1
OG0011635	El002G118700	Aa_G434700.h1.t1
OG0011636	El002G118800	Aa_G434800.h1.t1, Aa_G434780.h1.t1
OG0011637	El002G119420	Aa_G302430.h1.t1
OG0011638	El002G119520	Aa_G489280.h1.t1
OG0011639	El002G119540	Aa_G489300.h1.t1
OG0011640	El002G119850	Aa_G109350.h1.t1
OG0011641	El002G119990	Aa_G16500.h1.t1
OG0011642	El003G170000	Aa_G16670.h1.t1
OG0011643	El003G170370	Aa_G296000.h1.t1
OG0011644	El003G170630	Aa_G406660.h1.t1
OG0011645	El003G170690	Aa_G406690.h1.t1
OG0011646	El001G048030, El003G171110	Aa_G49360.h1.t1
OG0011647	El007G355180, El007G356260	Aa_G91710.h1.t1
OG0011648	El004G210680	Aa_G62090.h1.t1
OG0011649	El006G312160	Aa_G371740.h1.t1
OG0011650	El004G210080	Aa_G256300.h1.t1
OG0011651	El004G209610	Aa_G316170.h1.t1
OG0011652	El004G209970	Aa_G252540.h1.t1
OG0011653	El004G207290	Aa_G7600.h1.t1
OG0011654	El004G206940	Aa_G7620.h1.t1
OG0011656	El002G092640	Aa_G635810.h1.t1
OG0011657	El004G204610	Aa_G656800.h1.t1
OG0011659	El004G201430	Aa_G137220.h1.t1, Aa_G17420.h1.t1
OG0011660	El004G201340	Aa_G147480.h1.t1
OG0011661	El003G184870	Aa_G267710.h1.t1, Aa_G456700.h1.t1
OG0011662	El004G200910	Aa_G600650.h1.t1
OG0011663	El007G359640	Aa_G316920.h1.t1
OG0011665	El004G199200	Aa_G400740.h1.t1
OG0011666	El002G095050	Aa_G339020.h1.t1
OG0011667	El001G036370	Aa_G278150.h1.t1
OG0011668	El001G036650	Aa_G244070.h1.t1
OG0011669	El001G036710	Aa_G244010.h1.t1
OG0011670	El002G108170	Aa_G399830.h1.t1
OG0011671	El001G036800	Aa_G312320.h1.t1
OG0011672	El001G036950	Aa_G280910.h1.t1
OG0011673	El001G037560, El001G037230	Aa_G323310.h1.t1
OG0011674	El001G037700	Aa_G484310.h1.t1
OG0011675	El001G037780	Aa_G344890.h1.t1
OG0011676	El001G038150	Aa_G171930.h1.t1
OG0011677	El001G038500	Aa_G480400.h1.t1
OG0011678	El001G039510	Aa_G328990.h1.t1
OG0011679	El001G039660	Aa_G227080.h1.t1
OG0011680	El001G039750	Aa_G409760.h1.t1
OG0011681	El001G040020	Aa_G257420.h1.t1
OG0011682	El001G040870	Aa_G276880.h1.t1
OG0011683	El001G041050	Aa_G25650.h1.t1, Aa_G25650.h2.t1
OG0011684	El001G041790	Aa_G120800.h1.t1
OG0011685	El001G041960	Aa_G424670.h1.t1
OG0011686	El003G191450	Aa_G459590.h1.t1
OG0011687	El001G044350	Aa_G234260.h1.t1
OG0011689	El004G217130	Aa_G544030.h1.t1
OG0011690	El004G216460	Aa_G190960.h1.t1, Aa_G756430.h1.t1
OG0011691	El004G216350	Aa_G3680.h1.t1
OG0011692	El004G216070	Aa_G424330.h1.t1
OG0011693	El004G215800	Aa_G633550.h1.t1, Aa_G214920.h1.t1
OG0011694	El004G215690	Aa_G288130.h1.t1
OG0011695	El004G215590	Aa_G211020.h1.t1
OG0011696	El004G215350	Aa_G201310.h1.t1
OG0011697	El004G214960, El004G214940	Aa_G387700.h1.t1
OG0011699	El003G188470	Aa_G194970.h1.t1
OG0011700	El002G114600	Aa_G133910.h1.t1
OG0011701	El004G193890	Aa_G277430.h1.t1
OG0011702	El004G194010	Aa_G488540.h1.t1
OG0011703	El004G194080	Aa_G488470.h1.t1
OG0011704	El004G199890, El004G194090	Aa_G270090.h1.t1
OG0011705	El004G194730	Aa_G681170.h1.t1
OG0011706	El004G195430	Aa_G65920.h1.t1
OG0011707	El004G195740	Aa_G234490.h1.t1
OG0011708	El004G196530	Aa_G95350.h1.t1
OG0011710	El004G197390	Aa_G357240.h1.t1, Aa_G202710.h1.t1
OG0011711	El004G197600	Aa_G262880.h1.t1
OG0011712	El005G248390	Aa_G40270.h1.t1
OG0011713	El003G158410	Aa_G5850.h1.t1
OG0011714	El001G027990	Aa_G728370.h1.t1
OG0011715	El006G288460, El007G357120	Aa_G144270.h1.t1
OG0011716	El006G288810	Aa_G401770.h1.t1
OG0011717	El006G288880	Aa_G401710.h1.t1
OG0011718	El005G244270	Aa_G101430.h1.t1
OG0011720	El005G244650	Aa_G403530.h1.t1
OG0011721	El005G244700	Aa_G34830.h1.t1
OG0011722	El005G244730	Aa_G34800.h1.t1
OG0011723	El005G245110	Aa_G34460.h1.t1
OG0011724	El007G339940	Aa_G206890.h1.t1
OG0011725	El005G245510	Aa_G322240.h1.t1
OG0011726	El005G245640	Aa_G419520.h1.t1
OG0011727	El005G245780	Aa_G586930.h1.t1, Aa_G586950.h1.t1
OG0011728	El005G246060	Aa_G137070.h1.t1
OG0011729	El005G246120	Aa_G137010.h1.t1
OG0011730	El005G246190	Aa_G136940.h1.t1
OG0011731	El005G246200	Aa_G136930.h1.t1
OG0011732	El005G246240	Aa_G136900.h1.t1
OG0011733	El005G246310	Aa_G136830.h1.t1
OG0011734	El005G246390	Aa_G710110.h1.t1
OG0011735	El005G247350	Aa_G695020.h1.t1
OG0011736	El005G247860	Aa_G314030.h1.t1, Aa_G5350.h1.t1
OG0011737	El007G344710	Aa_G201690.h1.t1
OG0011738	El007G344420	Aa_G584320.h1.t1, Aa_G73960.h1.t1
OG0011739	El007G344430	Aa_G73930.h1.t1
OG0011740	El007G344300	Aa_G97310.h1.t1
OG0011741	El007G343440	Aa_G424180.h1.t1
OG0011742	El007G343300	Aa_G124240.h1.t1
OG0011743	El007G343010	Aa_G153100.h1.t1
OG0011744	El007G342980	Aa_G498060.h1.t1, Aa_G391110.h1.t1
OG0011745	El007G342900	Aa_G83900.h1.t1
OG0011746	El007G342710	Aa_G84120.h1.t1
OG0011747	El007G342520	Aa_G338140.h1.t1
OG0011748	El007G342510	Aa_G503920.h1.t1
OG0011749	El007G341690	Aa_G375200.h1.t1
OG0011750	El007G341250	Aa_G372050.h1.t1, Aa_G491480.h1.t1
OG0011752	El007G341150	Aa_G629810.h1.t1
OG0011753	El007G345170	Aa_G177460.h1.t1, Aa_G244090.h1.t1
OG0011755	El007G339120	Aa_G82390.h1.t1
OG0011756	El007G338540	Aa_G88100.h1.t1
OG0011757	El007G338740	Aa_G88230.h1.t1
OG0011758	El007G338770	Aa_G141210.h1.t1
OG0011759	El007G338300	Aa_G335480.h1.t1
OG0011760	El007G337890	Aa_G123520.h1.t1
OG0011761	El007G337850	Aa_G123490.h1.t1
OG0011762	El007G337410	Aa_G149040.h1.t1
OG0011763	El003G157430	Aa_G234110.h1.t1
OG0011764	El007G336780	Aa_G59080.h1.t1
OG0011765	El007G336540	Aa_G48470.h1.t1
OG0011766	El007G336390	Aa_G417990.h1.t1
OG0011768	El007G336110	Aa_G537150.h1.t1
OG0011770	El007G335970	Aa_G216670.h1.t1
OG0011771	El007G335310	Aa_G22160.h1.t1
OG0011772	El007G334700	Aa_G331640.h1.t1
OG0011773	El007G334660	Aa_G68990.h1.t1
OG0011774	El007G334530	Aa_G69080.h1.t1
OG0011775	El007G336280, El007G334000	Aa_G228150.h1.t1
OG0011776	El007G333850	Aa_G227650.h1.t1
OG0011777	El007G333670	Aa_G31730.h1.t1
OG0011779	El001G011590	Aa_G312940.h1.t1
OG0011780	El001G011640	Aa_G142900.h1.t1
OG0011781	El001G068510	Aa_G349800.h1.t1
OG0011782	El001G069690	Aa_G278970.h1.t1
OG0011783	El001G069750	Aa_G267680.h1.t1
OG0011784	El001G070170	Aa_G116830.h1.t1
OG0011785	El001G071000	Aa_G168840.h1.t1
OG0011786	El001G071120	Aa_G793320.h1.t1, Aa_G168690.h1.t1
OG0011787	El001G071370	Aa_G98310.h1.t1
OG0011788	El001G071660	Aa_G159110.h1.t1
OG0011789	El001G072220	Aa_G152850.h1.t1, Aa_G3740.h1.t1
OG0011790	El007G325920	Aa_G51370.h1.t1, Aa_G27210.h1.t1
OG0011791	El001G072460	Aa_G231090.h1.t1
OG0011792	El001G072650	Aa_G365600.h1.t1, Aa_G307090.h1.t1
OG0011793	El001G072680	Aa_G365560.h1.t1
OG0011794	El001G073030	Aa_G521430.h1.t1
OG0011795	El001G073150	Aa_G210840.h1.t1
OG0011796	El001G073240	Aa_G210770.h1.t1
OG0011797	El001G073280	Aa_G210740.h1.t1
OG0011798	El001G073380	Aa_G210640.h1.t1
OG0011799	El004G208840, El001G074030	Aa_G76430.h1.t1
OG0011800	El001G074160	Aa_G471550.h1.t1
OG0011801	El001G074410	Aa_G275540.h1.t1
OG0011802	El001G074530	Aa_G56650.h1.t1
OG0011803	El001G074540	Aa_G762810.h1.t1
OG0011804	El003G169330	Aa_G423240.h1.t1
OG0011805	El003G169000	Aa_G152290.h1.t1
OG0011806	El003G168370	Aa_G155420.h1.t1
OG0011807	El002G100460	Aa_G377570.h1.t1, Aa_G1025850.h1.t1
OG0011808	El003G168070	Aa_G340020.h1.t1
OG0011809	El003G168060	Aa_G340010.h1.t1
OG0011810	El003G167260	Aa_G244650.h1.t1
OG0011811	El003G166950	Aa_G78210.h1.t1
OG0011812	El003G166830	Aa_G357030.h1.t1
OG0011813	El003G166020	Aa_G448190.h1.t1
OG0011814	El003G165880	Aa_G204080.h1.t1, Aa_G204090.h1.t1
OG0011815	El003G165870	Aa_G204070.h1.t1
OG0011816	El003G165760	Aa_G204010.h1.t1
OG0011817	El003G165740	Aa_G203980.h1.t1
OG0011818	El003G165680	Aa_G203920.h1.t1
OG0011819	El003G165520, El003G165540, El003G165550	Aa_G221290.h1.t1
OG0011820	El003G165420	Aa_G245280.h1.t1
OG0011821	El003G165410	Aa_G245270.h1.t1
OG0011822	El003G165400	Aa_G245260.h1.t1
OG0011823	El003G165160	Aa_G580390.h1.t1
OG0011824	El003G165100	Aa_G621210.h1.t1
OG0011825	El003G165080	Aa_G621220.h1.t1
OG0011826	El003G164440	Aa_G398610.h1.t1
OG0011827	El003G164220	Aa_G408950.h1.t1
OG0011828	El003G164160	Aa_G298500.h1.t1
OG0011829	El003G163680	Aa_G117460.h1.t1
OG0011830	El003G163600	Aa_G156180.h1.t1
OG0011831	El003G163530	Aa_G371060.h1.t1
OG0011832	El003G163450	Aa_G380860.h1.t1
OG0011833	El003G163390	Aa_G517280.h1.t1
OG0011834	El003G163040	Aa_G660290.h1.t1, Aa_G660290.h2.t1
OG0011835	El003G162510	Aa_G20010.h1.t1
OG0011836	El003G161550	Aa_G55710.h1.t1
OG0011837	El003G161240	Aa_G417300.h1.t1
OG0011838	El003G161130	Aa_G124490.h1.t1
OG0011839	El003G161110	Aa_G124470.h1.t1
OG0011840	El003G160950	Aa_G500520.h1.t1
OG0011841	El002G120250	Aa_G167080.h1.t1
OG0011842	El002G120280	Aa_G618620.h1.t1
OG0011843	El002G120500	Aa_G380470.h1.t1
OG0011844	El002G121100	Aa_G124900.h1.t1
OG0011845	El002G121240	Aa_G300830.h1.t1
OG0011846	El002G121270	Aa_G300860.h1.t1
OG0011847	El002G122980, El005G265810	Aa_G276610.h1.t1
OG0011848	El002G124530	Aa_G507040.h1.t1
OG0011849	El002G124050, El002G124170	Aa_G737020.h1.t1
OG0011850	El002G123720	Aa_G354020.h1.t1
OG0011851	El002G125540	Aa_G101110.h1.t1
OG0011852	El002G128150	Aa_G82620.h1.t1
OG0011853	El001G081660	Aa_G54050.h1.t1
OG0011854	El002G127500	Aa_G462850.h1.t1
OG0011856	El002G128530	Aa_G533080.h1.t1
OG0011857	El002G130660	Aa_G29420.h1.t1
OG0011858	El002G130640, El001G011830	Aa_G29410.h1.t1
OG0011859	El001G049530	Aa_G127480.h1.t1
OG0011860	El002G128840	Aa_G128450.h1.t1
OG0011861	El001G063410	Aa_G255830.h1.t1
OG0011862	El002G113710	Aa_G48040.h1.t1
OG0011863	El002G114160	Aa_G472900.h1.t1
OG0011864	El002G115010	Aa_G366330.h1.t1
OG0011865	El002G115610	Aa_G108490.h1.t1
OG0011866	El002G115830	Aa_G108300.h1.t1, Aa_G69710.h1.t1
OG0011867	El002G116240	Aa_G667480.h1.t1
OG0011868	El002G116270	Aa_G538640.h1.t1
OG0011869	El002G117590	Aa_G216410.h1.t1
OG0011870	El003G146730	Aa_G426420.h1.t1
OG0011871	El003G146010	Aa_G285800.h1.t1
OG0011872	El003G145830	Aa_G179470.h1.t1
OG0011873	El003G145270	Aa_G363190.h1.t1
OG0011874	El003G145240	Aa_G363210.h1.t1
OG0011875	El003G145100	Aa_G139540.h1.t1
OG0011876	El003G144450	Aa_G552920.h1.t1, Aa_G153320.h1.t1
OG0011877	El003G143830	Aa_G294380.h1.t1
OG0011878	El003G143800	Aa_G294360.h1.t1
OG0011879	El003G143620	Aa_G486250.h1.t1
OG0011880	El003G143550, El003G143560	Aa_G486330.h1.t1
OG0011881	El003G143190	Aa_G450620.h1.t1
OG0011882	El003G142860	Aa_G539070.h1.t1, Aa_G553680.h1.t1
OG0011883	El003G142570	Aa_G351870.h1.t1
OG0011884	El003G142510	Aa_G468070.h1.t1
OG0011885	El003G142430	Aa_G137770.h1.t1
OG0011886	El003G142400	Aa_G137800.h1.t1
OG0011887	El003G142280	Aa_G137910.h1.t1
OG0011888	El003G142200	Aa_G137970.h1.t1
OG0011889	El003G142100	Aa_G138050.h1.t1
OG0011890	El003G142070	Aa_G138090.h1.t1
OG0011891	El003G141750	Aa_G541070.h1.t1
OG0011892	El003G141770	Aa_G541120.h1.t1
OG0011895	El003G184020	Aa_G447110.h1.t1
OG0011896	El003G184760	Aa_G331440.h1.t1
OG0011898	El003G185290	Aa_G746280.h1.t1
OG0011899	El003G185280	Aa_G36190.h1.t1
OG0011900	El003G186710	Aa_G551810.h1.t1
OG0011901	El003G187800	Aa_G365190.h1.t1
OG0011902	El003G189220	Aa_G245540.h1.t1
OG0011903	El006G296060	Aa_G263970.h1.t1
OG0011904	El006G295960	Aa_G344550.h1.t1
OG0011905	El002G118460	Aa_G414370.h1.t1
OG0011906	El003G159200	Aa_G90920.h1.t1
OG0011907	El006G295610	Aa_G502520.h1.t1
OG0011908	El006G295780	Aa_G52100.h1.t1
OG0011909	El003G192350	Aa_G298270.h1.t1
OG0011910	El006G295380	Aa_G24770.h1.t1
OG0011911	El001G009810	Aa_G71400.h1.t1
OG0011912	El001G009840	Aa_G71380.h1.t1
OG0011913	El001G010140	Aa_G334270.h1.t1
OG0011914	El001G010440	Aa_G61110.h1.t1
OG0011915	El001G010460	Aa_G97690.h1.t1
OG0011916	El001G010510	Aa_G97650.h1.t1
OG0011917	El001G010520	Aa_G97640.h1.t1
OG0011918	El001G010540	Aa_G97620.h1.t1
OG0011919	El001G008340	Aa_G558810.h1.t1
OG0011920	El001G010820	Aa_G97480.h1.t1
OG0011921	El001G011380	Aa_G151100.h1.t1
OG0011922	El001G011320	Aa_G151190.h1.t1
OG0011923	El008G369570, El006G297630, El006G297670	Aa_G464410.h1.t1
OG0011924	El006G297810	Aa_G255670.h1.t1
OG0011925	El006G297890	Aa_G305820.h1.t1
OG0011926	El006G298120	Aa_G337810.h1.t1
OG0011927	El006G298160	Aa_G465700.h1.t1
OG0011928	El006G298260	Aa_G113430.h1.t1
OG0011929	El006G298360	Aa_G440090.h1.t1
OG0011930	El006G298380	Aa_G440070.h1.t1
OG0011931	El007G358650	Aa_G215080.h1.t1
OG0011932	El002G084440	Aa_G31320.h1.t1, Aa_G6610.h1.t1
OG0011933	El007G358200	Aa_G584470.h1.t1
OG0011934	El007G357690	Aa_G150400.h1.t1
OG0011935	El007G357600	Aa_G150440.h1.t1
OG0011936	El007G357090	Aa_G39650.h1.t1
OG0011937	El007G357020	Aa_G39610.h1.t1
OG0011938	El007G356070	Aa_G604580.h1.t1
OG0011939	El007G355360	Aa_G375640.h1.t1
OG0011940	El001G009260	Aa_G453780.h1.t1
OG0011941	El001G008250	Aa_G107480.h1.t1
OG0011942	El001G008240	Aa_G107470.h1.t1
OG0011943	El001G008180	Aa_G689120.h1.t1
OG0011944	El001G007590	Aa_G39340.h1.t1
OG0011945	El001G007320, El003G179440	Aa_G452380.h1.t1
OG0011946	El001G007000	Aa_G225560.h1.t1
OG0011947	El001G006920	Aa_G35250.h1.t1
OG0011948	El001G006760	Aa_G35130.h1.t1
OG0011949	El001G006370	Aa_G35030.h1.t1
OG0011950	El001G006130	Aa_G93500.h1.t1
OG0011951	El001G006070	Aa_G93590.h1.t1
OG0011952	El001G005810	Aa_G337940.h1.t1
OG0011953	El001G005130	Aa_G257120.h1.t1
OG0011954	El001G005110	Aa_G257090.h1.t1
OG0011955	El001G004520	Aa_G42000.h1.t1
OG0011956	El001G004370	Aa_G577810.h1.t1
OG0011957	El007G362610	Aa_G254520.h1.t1
OG0011958	El007G363350	Aa_G290880.h1.t1
OG0011959	El007G363900	Aa_G176630.h1.t1
OG0011960	El007G364080	Aa_G419950.h1.t1
OG0011961	El007G364240	Aa_G385510.h1.t1
OG0011962	El007G364610	Aa_G58190.h1.t1
OG0011963	El007G364560	Aa_G58260.h1.t1
OG0011964	El007G365430	Aa_G160410.h1.t1
OG0011965	El007G365820	Aa_G295540.h1.t1
OG0011966	El007G366640	Aa_G162810.h1.t1
OG0011967	El003G181830	Aa_G194960.h1.t1
OG0011968	El007G366470	Aa_G315580.h1.t1
OG0011969	El007G333580	Aa_G625750.h1.t1
OG0011970	El003G182790	Aa_G589730.h1.t1
OG0011971	El003G181860	Aa_G241700.h1.t1
OG0011972	El003G178350	Aa_G413410.h1.t1
OG0011973	El003G178250	Aa_G183890.h1.t1
OG0011974	El005G268170	Aa_G284670.h1.t1
OG0011975	El005G267830	Aa_G571720.h1.t1
OG0011976	El003G177310	Aa_G198040.h1.t1
OG0011977	El003G177300	Aa_G198050.h1.t1
OG0011978	El003G176950	Aa_G79960.h1.t1
OG0011979	El003G175740	Aa_G369090.h1.t1, Aa_G369100.h1.t1, Aa_G677800.h1.t1
OG0011980	El003G176160	Aa_G7420.h1.t1
OG0011981	El003G175640	Aa_G250840.h1.t1
OG0011982	El003G175270	Aa_G408330.h1.t1
OG0011983	El003G174990	Aa_G362620.h1.t1
OG0011984	El003G174800	Aa_G498460.h1.t1
OG0011985	El003G174260	Aa_G31070.h1.t1
OG0011986	El003G174090	Aa_G31270.h1.t1
OG0011987	El003G174030	Aa_G418470.h1.t1
OG0011988	El003G172920	Aa_G496650.h1.t1
OG0011989	El003G172600	Aa_G432430.h1.t1
OG0011990	El005G269630	Aa_G151360.h1.t1
OG0011991	El003G190820	Aa_G675960.h1.t1
OG0011992	El003G191040	Aa_G545920.h1.t1
OG0011993	El003G190990, El003G191150, El003G190570	Aa_G495350.h1.t1
OG0011994	El003G191270	Aa_G495320.h1.t1
OG0011995	El003G191470	Aa_G459560.h1.t1
OG0011996	El003G191490	Aa_G612810.h1.t1
OG0011997	El003G192160	Aa_G298360.h1.t1
OG0011998	El003G192060	Aa_G370890.h1.t1
OG0011999	El003G192570	Aa_G547890.h1.t1
OG0012000	El003G192640	Aa_G165350.h1.t1
OG0012001	El003G192680	Aa_G165300.h1.t1
OG0012002	El003G193450	Aa_G184970.h1.t1
OG0012003	El003G193670	Aa_G184810.h1.t1
OG0012005	El006G279880	Aa_G12980.h1.t1
OG0012007	El006G280530	Aa_G226080.h1.t1
OG0012008	El006G280910	Aa_G177980.h1.t1
OG0012009	El006G281240	Aa_G332700.h1.t1
OG0012010	El006G281320	Aa_G332620.h1.t1
OG0012011	El006G281910	Aa_G381100.h1.t1
OG0012012	El001G033490	Aa_G81000.h1.t1
OG0012013	El006G282290, El006G282340	Aa_G17050.h1.t1
OG0012014	El006G282380	Aa_G17090.h1.t1
OG0012015	El006G282900	Aa_G16130.h1.t1
OG0012016	El006G282960	Aa_G16210.h1.t1
OG0012017	El006G283470	Aa_G175230.h1.t1
OG0012018	El006G283500	Aa_G175260.h1.t1
OG0012019	El001G056830, El006G283720	Aa_G252330.h1.t1
OG0012020	El006G284110	Aa_G265130.h1.t1
OG0012021	El006G284170	Aa_G265200.h1.t1
OG0012022	El001G060340	Aa_G230460.h1.t1
OG0012023	El006G285660	Aa_G401450.h1.t1
OG0012024	El006G285690, El001G046180	Aa_G401470.h1.t1
OG0012025	El006G285760	Aa_G401560.h1.t1
OG0012026	El006G285870	Aa_G454700.h1.t1
OG0012027	El006G286220	Aa_G813060.h1.t1
OG0012028	El006G286230	Aa_G757360.h1.t1, Aa_G374580.h1.t1
OG0012029	El006G286460	Aa_G415350.h1.t1
OG0012030	El006G287030	Aa_G67390.h1.t1
OG0012031	El006G287310	Aa_G67200.h1.t1
OG0012032	El006G287520	Aa_G145770.h1.t1
OG0012033	El006G287710	Aa_G145880.h1.t1
OG0012034	El001G081800	Aa_G53910.h1.t1
OG0012035	El001G081490	Aa_G420130.h1.t1
OG0012036	El001G081430	Aa_G612080.h1.t1
OG0012037	El001G080860	Aa_G274580.h1.t1
OG0012039	El001G079830	Aa_G451870.h1.t1
OG0012040	El001G078920	Aa_G226390.h1.t1
OG0012041	El001G078900	Aa_G226370.h1.t1
OG0012042	El001G060790	Aa_G112780.h1.t1, Aa_G112790.h1.t1
OG0012043	El001G060810	Aa_G112760.h1.t1
OG0012044	El001G059640	Aa_G15690.h1.t1
OG0012045	El001G059630	Aa_G15680.h1.t1
OG0012046	El001G059860	Aa_G642610.h1.t1
OG0012047	El001G059960	Aa_G68160.h1.t1
OG0012048	El001G059820	Aa_G755180.h1.t1, Aa_G662230.h1.t1
OG0012049	El001G058830	Aa_G9120.h1.t1
OG0012050	El001G058820	Aa_G9110.h1.t1
OG0012051	El001G058790	Aa_G9090.h1.t1
OG0012052	El001G058720	Aa_G9050.h1.t1
OG0012053	El001G058200	Aa_G459180.h1.t1
OG0012054	El001G058070	Aa_G447590.h1.t1
OG0012055	El001G057690	Aa_G173890.h1.t1
OG0012056	El001G068050	Aa_G526420.h1.t1
OG0012057	El007G330580	Aa_G362140.h1.t1
OG0012058	El007G330910	Aa_G33990.h1.t1
OG0012059	El007G332220	Aa_G345570.h1.t1
OG0012060	El007G332350	Aa_G19190.h1.t1, Aa_G345640.h1.t1
OG0012061	El004G208180, El007G332450	Aa_G246250.h1.t1
OG0012062	El007G327300	Aa_G75380.h1.t1
OG0012063	El007G327120	Aa_G75200.h1.t1
OG0012064	El007G326750	Aa_G76080.h1.t1
OG0012065	El007G326730	Aa_G76090.h1.t1
OG0012066	El007G326620	Aa_G76200.h1.t1
OG0012067	El007G326340, El003G185470	Aa_G268390.h1.t1
OG0012068	El007G326050	Aa_G51490.h1.t1, Aa_G231060.h1.t1
OG0012069	El007G325680	Aa_G20950.h1.t1
OG0012070	El007G325450	Aa_G20800.h1.t1
OG0012071	El007G325310	Aa_G20690.h1.t1
OG0012072	El007G324970	Aa_G37260.h1.t1
OG0012073	El001G019170, El007G324660	Aa_G526990.h1.t1
OG0012074	El007G324630	Aa_G527020.h1.t1
OG0012075	El007G324220	Aa_G23380.h1.t1
OG0012076	El007G323540	Aa_G165790.h1.t1
OG0012077	El007G323490	Aa_G165840.h1.t1
OG0012078	El007G323480	Aa_G165850.h1.t1
OG0012079	El007G323400	Aa_G165940.h1.t1
OG0012080	El007G323370	Aa_G482310.h1.t1
OG0012081	El007G323090	Aa_G180730.h1.t1
OG0012082	El007G322200	Aa_G113920.h1.t1
OG0012083	El007G322130	Aa_G113850.h1.t1
OG0012084	El001G000180	Aa_G136200.h1.t1, Aa_G72460.h1.t1
OG0012086	El002G083000	Aa_G94380.h1.t1
OG0012087	El001G000600	Aa_G511710.h1.t1, Aa_G417480.h1.t1
OG0012088	El002G083250	Aa_G105760.h1.t1
OG0012089	El002G083570	Aa_G325180.h1.t1
OG0012090	El007G338390	Aa_G78420.h1.t1
OG0012091	El001G001950	Aa_G46760.h1.t1
OG0012092	El001G002150	Aa_G46720.h1.t1
OG0012093	El001G002110	Aa_G46700.h1.t1
OG0012094	El001G002060	Aa_G46650.h1.t1, Aa_G95480.h1.t1
OG0012095	El001G002080	Aa_G46670.h1.t1
OG0012096	El001G002020	Aa_G46600.h1.t1
OG0012097	El001G002170	Aa_G46590.h1.t1
OG0012098	El001G002300	Aa_G191410.h1.t1
OG0012099	El001G002580	Aa_G387400.h1.t1, Aa_G191490.h1.t1
OG0012100	El001G002650	Aa_G191510.h1.t1
OG0012101	El001G002750	Aa_G191630.h1.t1
OG0012102	El001G002800	Aa_G115790.h1.t1
OG0012103	El001G002900	Aa_G99670.h1.t1
OG0012104	El001G002980, El002G129870	Aa_G99580.h1.t1
OG0012105	El001G003260	Aa_G188720.h1.t1
OG0012106	El001G003670	Aa_G189080.h1.t1
OG0012107	El001G003820	Aa_G187640.h1.t1
OG0012108	El001G003830	Aa_G187650.h1.t1
OG0012110	El001G003990	Aa_G187760.h1.t1
OG0012111	El001G004020	Aa_G187800.h1.t1
OG0012112	El001G004170	Aa_G384380.h1.t1
OG0012113	El001G004280	Aa_G132990.h1.t1
OG0012114	El001G004300	Aa_G132960.h1.t1
OG0012115	El001G004310	Aa_G132950.h1.t1
OG0012116	El007G360240	Aa_G215290.h1.t1
OG0012117	El004G217840, El007G360020	Aa_G89550.h1.t1
OG0012118	El007G359980	Aa_G89580.h1.t1
OG0012119	El007G359930	Aa_G89630.h1.t1
OG0012120	El007G359300	Aa_G203770.h1.t1
OG0012121	El007G359080	Aa_G519840.h1.t1
OG0012122	El006G298530	Aa_G208650.h1.t1
OG0012123	El006G299260	Aa_G257900.h1.t1, Aa_G257910.h1.t1
OG0012124	El006G299910	Aa_G243690.h1.t1
OG0012125	El006G299510	Aa_G346460.h1.t1
OG0012126	El006G300140	Aa_G346350.h1.t1
OG0012127	El006G300640	Aa_G445740.h1.t1, Aa_G708690.h1.t1, Aa_G24700.h1.t1
OG0012129	El006G300820	Aa_G821270.h1.t1
OG0012131	El006G301200	Aa_G343110.h1.t1
OG0012132	El006G301730	Aa_G86030.h1.t1
OG0012134	El006G302760	Aa_G597530.h1.t1
OG0012135	El006G302800	Aa_G135340.h1.t1
OG0012136	El006G302970	Aa_G530810.h1.t1
OG0012137	El006G302990	Aa_G477930.h1.t1
OG0012138	El006G303370	Aa_G199720.h1.t1
OG0012139	El006G297720	Aa_G49110.h1.t1
OG0012140	El006G303970	Aa_G786480.h1.t1
OG0012141	El006G304130	Aa_G425700.h1.t1
OG0012142	El006G303210	Aa_G118790.h1.t1
OG0012143	El006G304610	Aa_G707890.h1.t1
OG0012145	El006G305100	Aa_G18220.h1.t1
OG0012146	El006G305310	Aa_G18140.h1.t1
OG0012147	El006G305350	Aa_G18100.h1.t1
OG0012149	El006G306150	Aa_G30150.h1.t1
OG0012150	El006G306260	Aa_G918240.h1.t1
OG0012151	El006G306470	Aa_G321570.h1.t1, Aa_G348710.h1.t1
OG0012153	El001G025060	Aa_G300480.h1.t1
OG0012154	El006G307000	Aa_G545240.h1.t1, Aa_G545240.h2.t1
OG0012155	El006G306710	Aa_G35900.h1.t1
OG0012156	El005G276860, El006G308670	Aa_G83050.h1.t1
OG0012158	El006G311770	Aa_G363330.h1.t1
OG0012159	El006G311850	Aa_G371800.h1.t1
OG0012160	El006G312170	Aa_G371730.h1.t1, Aa_G595380.h1.t1
OG0012161	El006G313350	Aa_G480880.h1.t1
OG0012162	El006G313780	Aa_G35740.h1.t1
