Orthogroup	Erysimum_linariifolium	Eutrema_salsugineum
OG0010340	El001G057130	XP_006394569.1
OG0010341	El007G329970	XP_024007600.1
OG0010342	El007G329380	XP_006394505.2
OG0010343	El007G329240	XP_024006739.1
OG0010344	El007G328440	XP_024007550.1
OG0010345	El007G328210	XP_006394393.1
OG0010346	El007G328170	XP_006394389.1
OG0010347	El007G327930	XP_006394359.1
OG0010348	El007G333270	XP_006401108.1
OG0010349	El001G021640	XP_006403923.1
OG0010350	El001G021200	XP_006403969.1
OG0010351	El001G020980	XP_006403996.1
OG0010352	El001G020930	XP_006404000.1
OG0010353	El001G020480	XP_006404034.1
OG0010354	El001G019560	XP_006404118.1
OG0010355	El001G018990	XP_024013510.1
OG0010356	El001G018780	XP_006404182.1
OG0010357	El001G018280	XP_006404232.1
OG0010358	El001G018200	XP_006404241.1
OG0010359	El001G018130	XP_006404254.1
OG0010360	El001G017820	XP_006404285.1, XP_024013737.1
OG0010361	El001G017490	XP_006404312.1
OG0010362	El001G017300	XP_006404335.1
OG0010363	El001G014790	XP_006419010.1
OG0010364	El001G013820	XP_006419084.1
OG0010365	El001G013090	XP_006419115.1
OG0010366	El001G012810	XP_006419120.1
OG0010367	El008G369500, El008G369440, El001G012290	XP_006404519.1
OG0010368	El001G012170	XP_006404521.1
OG0010369	El001G011930	XP_024009532.1
OG0010370	El004G218170	XP_024007963.1
OG0010371	El004G217780	XP_006391260.1
OG0010372	El004G218880	XP_006391166.1
OG0010373	El004G218520	XP_006391198.1
OG0010374	El004G219400	XP_006391121.1
OG0010375	El004G219460	XP_006391116.1
OG0010376	El004G219660	XP_006391096.1
OG0010377	El004G219570	XP_024012836.1
OG0010378	El004G220050	XP_024009885.1
OG0010379	El004G220200	XP_006391054.1
OG0010380	El004G220260	XP_006391042.1
OG0010382	El004G221760	XP_006390912.1
OG0010383	El004G222900	XP_006390813.1
OG0010384	El004G223110	XP_006390794.1
OG0010385	El004G223560	XP_006390745.1
OG0010386	El004G224130	XP_006390689.2
OG0010387	El004G231640	XP_006390000.1
OG0010388	El004G231290	XP_006390031.1
OG0010389	El004G230930	XP_006390054.2
OG0010390	El004G230690	XP_006390073.1
OG0010391	El004G230470	XP_006390094.1
OG0010392	El001G021760	XP_024013798.1
OG0010393	El004G230180	XP_006390119.1
OG0010394	El004G230090	XP_006390126.1, XP_006405098.1
OG0010395	El002G104440	XP_006416433.1
OG0010396	El004G227720	XP_006390337.1
OG0010397	El004G226670	XP_024005561.1
OG0010398	El004G226620	XP_006390468.1
OG0010399	El004G226260	XP_024011685.1
OG0010400	El004G226200	XP_024008509.1
OG0010401	El004G226010	XP_006390532.1
OG0010402	El004G225810	XP_024011604.1
OG0010403	El004G225670	XP_006390559.1
OG0010404	El004G225160	XP_024005926.1
OG0010405	El004G225080	XP_006390607.1
OG0010407	El004G225070	XP_024005927.1
OG0010408	El004G224390	XP_006390671.1
OG0010409	El004G232540	XP_006389922.1
OG0010410	El004G232900	XP_006389893.1
OG0010411	El004G233330	XP_024009979.1
OG0010412	El004G233680	XP_006389825.1
OG0010413	El004G233750, El004G233760	XP_006389817.2
OG0010414	El004G233980	XP_006389800.1
OG0010415	El004G234310	XP_006389767.1
OG0010416	El004G234430	XP_024015551.1
OG0010417	El007G336950	XP_006401472.1
OG0010418	El005G249060	XP_024015805.1
OG0010419	El005G249230	XP_006407241.2
OG0010420	El005G249550	XP_024015106.1
OG0010421	El005G250550	XP_006407096.1
OG0010422	El005G250710	XP_006407086.1
OG0010423	El005G250750	XP_024015359.1
OG0010425	El005G251160	XP_006407042.1
OG0010426	El001G060080	XP_006400573.1
OG0010427	El005G251720	XP_006406995.1
OG0010428	El005G251890	XP_024015045.1
OG0010429	El005G252130	XP_006406958.1
OG0010430	El005G252310	XP_006406937.1
OG0010431	El005G253110	XP_006406841.1
OG0010432	El003G171640	XP_006414394.1
OG0010433	El005G254270	XP_006406740.1
OG0010434	El005G254510	XP_006406713.1
OG0010435	El005G254850	XP_006406674.1
OG0010436	El005G255430	XP_006406630.1
OG0010437	El005G255530	XP_006406616.1
OG0010438	El005G255690	XP_006406610.1
OG0010439	El005G255810	XP_006406596.1
OG0010440	El005G255940	XP_006406583.1
OG0010441	El005G256110	XP_006406563.1
OG0010442	El005G256320	XP_006406550.1
OG0010443	El005G256380	XP_006406546.1
OG0010444	El005G256470	XP_024015333.1
OG0010445	El002G133540	XP_006393250.1
OG0010446	El005G257180	XP_006406475.1
OG0010447	El005G257210	XP_024015113.1
OG0010448	El005G257380	XP_006406451.2
OG0010449	El005G257390	XP_006406450.1
OG0010450	El002G134640	XP_006393153.1
OG0010451	El005G257920	XP_006406414.1
OG0010452	El005G257940	XP_006406412.1
OG0010453	El005G257950	XP_006406411.1
OG0010454	El005G258000	XP_006406407.1
OG0010455	El005G258010	XP_006406405.1
OG0010456	El005G258230	XP_006406382.1
OG0010457	El005G258360	XP_006406373.1
OG0010458	El005G258410	XP_006406370.2
OG0010459	El005G258560	XP_006406361.1
OG0010460	El005G259060	XP_006406325.1
OG0010461	El005G259710	XP_006406265.2
OG0010462	El005G260100	XP_006406239.2
OG0010463	El005G260250	XP_006406233.1
OG0010464	El005G260380	XP_006406229.1
OG0010465	El005G260900	XP_006406212.1
OG0010466	El005G261810	XP_006406129.1
OG0010467	El005G267430	XP_006418761.1
OG0010468	El005G262620	XP_006406109.1
OG0010469	El005G262710	XP_006406108.1
OG0010470	El005G263070, El005G262930	XP_006406104.1
OG0010471	El005G263860	XP_006406075.1
OG0010472	El005G264400	XP_006406065.1
OG0010474	El005G266710	XP_006418823.1
OG0010475	El005G266840, El005G266810	XP_006418815.2
OG0010476	El005G267520, El005G267450	XP_006418760.1
OG0010477	El005G269070	XP_006418625.1
OG0010478	El005G271400	XP_006397106.1
OG0010479	El005G272430	XP_006409637.1
OG0010480	El005G272920	XP_006409546.1
OG0010481	El005G273290	XP_024016507.1
OG0010483	El005G273660	XP_006409437.1
OG0010484	El005G274150	XP_006409375.1
OG0010485	El005G274170	XP_006409371.1
OG0010486	El005G274330	XP_024016446.1
OG0010487	El005G274550	XP_006409332.1
OG0010488	El005G276720	XP_006409160.1
OG0010489	El005G277990	XP_006409038.1
OG0010490	El005G278020	XP_006409036.1
OG0010491	El005G278120	XP_006408887.1
OG0010492	El005G278240	XP_006408898.1
OG0010493	El005G278400, El003G191340	XP_024016018.1
OG0010494	El005G278530	XP_006408922.1
OG0010495	El003G154820	XP_006412892.1
OG0010496	El005G278630	XP_006408933.1
OG0010497	El005G278820	XP_006408956.1
OG0010498	El005G279060	XP_006408984.1
OG0010499	El005G279080	XP_006408985.1
OG0010500	El002G141510	XP_006392555.1
OG0010501	El002G141400	XP_006392561.2
OG0010502	El002G140770	XP_024006171.1
OG0010503	El003G178810	XP_024005230.1
OG0010504	El002G136020	XP_006393019.1, XP_006393016.1
OG0010505	El001G021770	XP_006403908.1
OG0010506	El002G135190	XP_006393097.1
OG0010507	El002G135640	XP_006393065.1
OG0010508	El002G134970	XP_006393115.1
OG0010509	El002G134740	XP_006393141.1
OG0010510	El002G134700	XP_006393148.1
OG0010511	El002G134560	XP_006393162.1
OG0010512	El002G133600	XP_006393248.1
OG0010513	El002G132580	XP_006393358.1
OG0010514	El002G137320, El002G132970	XP_006393315.1
OG0010515	El002G132210, El007G347630	XP_006393394.1
OG0010516	El002G131940, El002G131970	XP_006393419.1
OG0010517	El002G131500	XP_006393475.1
OG0010520	El006G296720	XP_006410603.1
OG0010521	El006G296760	XP_024004004.1
OG0010522	El001G022370	XP_006403853.1
OG0010523	El001G022410	XP_006403849.1
OG0010524	El001G022420	XP_006403847.1
OG0010525	El001G022610	XP_006403822.1
OG0010526	El001G022630	XP_006403820.1
OG0010527	El001G022810	XP_006403802.1
OG0010528	El001G023430	XP_006403757.1
OG0010529	El003G179520, El001G023440	XP_006403756.1
OG0010530	El001G060220	XP_006400556.1
OG0010531	El001G023500	XP_006403748.1
OG0010532	El001G023820	XP_006403715.1
OG0010533	El001G023730	XP_006403722.1, XP_024016099.1
OG0010534	El001G023800	XP_024013780.1
OG0010535	El001G024130	XP_006403683.1
OG0010536	El001G024190	XP_006403673.1
OG0010537	El001G024650, El001G059540, El002G085480, El002G086180, El001G028920	XP_006403633.1
OG0010538	El001G022210	XP_006403872.1
OG0010539	El001G025100	XP_006403583.1
OG0010540	El001G025440	XP_006403551.1
OG0010541	El001G025620	XP_006403531.1
OG0010542	El001G025940	XP_006403497.1
OG0010543	El001G025960	XP_006403495.1
OG0010544	El001G026060	XP_006403481.1
OG0010545	El001G026890	XP_006403428.1
OG0010546	El007G352640, El001G028220	XP_006402939.1
OG0010547	El001G028240	XP_006402938.1
OG0010548	El001G028290	XP_006402931.1
OG0010550	El001G030190	XP_006402772.1
OG0010551	El001G030370	XP_006402756.1
OG0010552	El001G030590	XP_006402733.2
OG0010553	El001G025090	XP_006403584.1
OG0010554	El001G031270	XP_006402669.1
OG0010555	El001G031360	XP_006402658.1
OG0010556	El001G032180	XP_006402579.2
OG0010557	El001G032360	XP_024013009.1
OG0010558	El001G033090	XP_006402510.1
OG0010559	El001G033100	XP_006402509.1
OG0010560	El001G033200	XP_006402497.1
OG0010561	El003G153020, El001G033260	XP_006402490.1
OG0010562	El001G033520	XP_006409459.1
OG0010563	El001G033990	XP_006402438.1
OG0010564	El001G034110	XP_006402432.1
OG0010565	El001G034120	XP_006402431.1
OG0010566	El001G034180	XP_006403729.1, XP_006402429.1
OG0010567	El001G034760, El002G123660	XP_006402370.1
OG0010568	El001G035210	XP_006402326.1
OG0010569	El002G117090	XP_024007966.1
OG0010570	El001G035500	XP_006402302.1
OG0010571	El001G035600	XP_024012905.1
OG0010572	El002G099340	XP_024008431.1
OG0010575	El001G022400	XP_006403851.1
OG0010576	El001G025190	XP_006403577.1
OG0010577	El001G029460	XP_024012931.1
OG0010578	El006G289580	XP_006411260.1
OG0010579	El006G288770	XP_006411340.2
OG0010580	El003G152690	XP_006412714.1
OG0010581	El003G142780	XP_006411734.1
OG0010582	El002G084800	XP_006418277.1
OG0010583	El002G087720	XP_024008634.1
OG0010585	El002G090650	XP_006417743.1
OG0010587	El002G095360	XP_006417284.1
OG0010589	El002G106590	XP_006416233.2
OG0010590	El004G222000	XP_006390891.1
OG0010591	El004G219270	XP_006391133.1
OG0010592	El004G218760	XP_006391182.1
OG0010593	El005G270670	XP_006412265.2
OG0010594	El001G040820	XP_024007169.1
OG0010595	El006G305940	XP_006409814.1
OG0010596	El005G267800	XP_006418733.1
OG0010597	El005G260870	XP_024015600.1
OG0010598	El005G254570	XP_006406707.2
OG0010599	El005G250530	XP_006407098.1
OG0010601	El005G248520	XP_006407303.1
OG0010602	El005G248350	XP_006407321.1
OG0010603	El005G244580	XP_006407679.1
OG0010604	El005G244180	XP_006407719.1
OG0010605	El005G242470	XP_006407859.1
OG0010608	El001G077260	XP_006398968.1
OG0010609	El001G075410	XP_006399122.1
OG0010610	El006G318760	XP_006404531.1
OG0010611	El006G320430	XP_006404643.1
OG0010613	El003G167270	XP_006414027.2
OG0010615	El003G169540	XP_006414228.1
OG0010616	El002G116000	XP_024008252.1
OG0010617	El006G299160	XP_006410427.1
OG0010618	El001G072850	XP_006399394.1, XP_006394234.1
OG0010621	El001G067760	XP_024011511.1
OG0010623	El001G048260	XP_006395012.1
OG0010624	El003G153790, El003G154060, El003G153950	XP_006412825.1
OG0010626	El001G058240	XP_006400734.1
OG0010628	El001G052310	XP_006394836.1
OG0010629	El001G055130	XP_006394715.1
OG0010630	El007G328340	XP_006394407.1
OG0010631	El007G352200, El007G342770	XP_024016463.1
OG0010632	El002G097460	XP_024008185.1, XP_024008508.1
OG0010634	El002G127990	XP_024006623.1
OG0010636	El007G347390, El007G347330, El007G349230, El007G347120	XP_006401325.1
OG0010637	El002G135570	XP_006393069.1
OG0010638	El004G225280	XP_006390587.1
OG0010639	El004G214150, El004G214170, El004G214060, El004G214180, El007G346290, El004G214190, El004G214080, El005G267100	XP_006418797.1
OG0010640	El005G272080	XP_024014223.1, XP_006404622.1
OG0010640	El006G320650	XP_006404626.2
OG0010642	El003G154890	XP_024005596.1
OG0010644	El001G047280	XP_006395039.1
OG0010645	El003G169840	XP_006414251.1
OG0010660	El003G155740	XP_006412983.1
OG0010661	El003G155620	XP_006412970.1
OG0010662	El003G155260	XP_006412930.1
OG0010664	El003G152830	XP_006412729.2
OG0010665	El003G152280	XP_006412675.1
OG0010666	El003G141650	XP_006411601.1
OG0010667	El003G151900	XP_006412637.1
OG0010668	El003G151710	XP_006412614.1
OG0010669	El003G151480	XP_006412588.1
OG0010670	El003G151160	XP_006412556.1
OG0010671	El003G150700	XP_006412509.1
OG0010672	El003G150160	XP_006412451.1
OG0010673	El003G149970	XP_006412435.1
OG0010674	El003G149480	XP_006412382.1
OG0010675	El003G149620	XP_006412395.1
OG0010676	El001G058270	XP_006400732.1
OG0010677	El003G148730	XP_006412300.1
OG0010678	El006G292780	XP_006410945.1
OG0010679	El003G148310, El005G264840	XP_006412260.1
OG0010680	El008G370570, El003G148460	XP_006412279.1
OG0010681	El006G308660, El003G148040	XP_006412230.1
OG0010682	El004G217420	XP_006391293.1
OG0010683	El003G147530	XP_006412174.2
OG0010685	El001G067860	XP_006399878.1
OG0010686	El002G118920	XP_006415307.1
OG0010687	El002G119380	XP_006415258.2
OG0010688	El003G169980	XP_006414270.1
OG0010689	El003G170030	XP_006414277.1
OG0010690	El003G170070	XP_024005114.1
OG0010691	El003G170800	XP_006414328.1
OG0010692	El003G171040	XP_006414336.1
OG0010693	El006G295270	XP_024003964.1
OG0010694	El003G171160	XP_024004775.1
OG0010695	El003G171240	XP_006414353.1
OG0010696	El003G171280	XP_006414357.1
OG0010697	El004G208670, El004G208430, El004G208620, El004G208520	XP_006392453.1
OG0010698	El001G027850	XP_006402980.2
OG0010699	El004G208370, El004G208530	XP_006392442.1
OG0010700	El002G092200, El004G206430	XP_006392403.1
OG0010701	El004G206290	XP_006392394.1
OG0010702	El004G204760	XP_024004458.1
OG0010703	El004G204640	XP_024015246.1
OG0010704	El004G203310	XP_024016613.1
OG0010705	El004G202170	XP_006392244.1
OG0010706	El004G202320	XP_024016146.1
OG0010707	El004G201770	XP_006392224.1
OG0010708	El004G201700	XP_024016082.1
OG0010709	El005G253550, El004G201630	XP_024013342.1
OG0010710	El004G201510	XP_006392208.1
OG0010711	El004G201400	XP_006392184.1
OG0010712	El004G201360	XP_006392183.1
OG0010713	El004G201330	XP_006392179.1
OG0010714	El004G201150	XP_006392169.1
OG0010715	El004G201080	XP_006415165.1
OG0010716	El004G200610, El001G076090	XP_006392134.1
OG0010717	El004G200100	XP_006392066.1
OG0010718	El004G199740	XP_006392028.1
OG0010719	El004G199230	XP_006391981.1
OG0010720	El004G199130	XP_006391967.1
OG0010722	El001G036050	XP_006398498.1
OG0010723	El001G036750	XP_006395851.1
OG0010725	El001G037620	XP_006395788.1
OG0010726	El001G037670	XP_006395783.1
OG0010727	El001G037760	XP_006395772.1
OG0010728	El001G037820	XP_006395761.1
OG0010729	El001G037920	XP_024006799.1
OG0010730	El001G038480	XP_006395708.1
OG0010731	El001G039580, El004G200350	XP_006401772.1
OG0010733	El001G040250	XP_006395601.1
OG0010734	El002G096800	XP_006417146.1
OG0010735	El001G040380	XP_006395584.1
OG0010736	El001G040490	XP_024006700.1
OG0010737	El001G040720	XP_006395565.2
OG0010738	El001G042530	XP_006395418.1
OG0010739	El001G042610	XP_006395412.1
OG0010740	El007G367000, El007G321870	XP_024006842.1
OG0010741	El001G043380	XP_006395371.1
OG0010742	El001G045980	XP_006395263.1
OG0010743	El004G216080	XP_006391413.1
OG0010744	El004G213250	XP_006391555.1
OG0010745	El004G211180	XP_006419163.1
OG0010746	El005G238830	XP_006408212.1
OG0010747	El003G181570	XP_006419183.1
OG0010748	El004G193790	XP_006391590.1
OG0010749	El004G193810	XP_024015661.1
OG0010750	El002G127960	XP_006391603.1
OG0010751	El004G194160	XP_006391619.1
OG0010752	El004G194200	XP_006391620.1
OG0010753	El004G194330	XP_006391641.1, XP_024016269.1
OG0010754	El004G194680	XP_006391661.1
OG0010755	El004G195150	XP_006391692.1
OG0010756	El004G195680	XP_006391723.1, XP_024013605.1
OG0010757	El004G197360	XP_006391815.1
OG0010758	El005G248280	XP_006407326.1
OG0010759	El003G158270	XP_006413217.1
OG0010760	El006G288130	XP_006411390.2
OG0010761	El006G288510	XP_006411361.1
OG0010762	El006G288440	XP_006411363.1
OG0010763	El006G288890	XP_006411330.1
OG0010764	El005G244170	XP_006407720.1
OG0010765	El005G244290	XP_006407711.1
OG0010766	El005G244610	XP_006407677.1
OG0010767	El005G245480	XP_006407602.1
OG0010768	El005G245540	XP_006407595.1
OG0010769	El005G245550	XP_006407594.1
OG0010770	El003G165560	XP_006413886.1
OG0010771	El005G246210	XP_006407501.1
OG0010772	El004G195480	XP_024015308.1, XP_024005662.1
OG0010773	El005G246490	XP_006407477.2
OG0010774	El003G149500	XP_006412384.1
OG0010775	El005G247070	XP_006407440.1
OG0010777	El005G247890	XP_006407373.1
OG0010778	El005G248030	XP_006407357.1
OG0010779	El005G248050	XP_006407356.1
OG0010780	El005G248180	XP_006407338.1
OG0010781	El005G248190	XP_006407337.1
OG0010782	El001G011540	XP_006397347.1
OG0010783	El006G318540	XP_006402222.2
OG0010784	El007G344860	XP_024011607.1
OG0010785	El007G344820, El007G344810	XP_006402213.1
OG0010786	El007G343870	XP_006402110.1
OG0010787	El007G344110	XP_006402129.1
OG0010788	El007G344060	XP_006402126.1
OG0010789	El007G343850	XP_006402108.1
OG0010790	El007G343450	XP_024012318.1
OG0010791	El007G343120	XP_024005334.1
OG0010792	El007G342880	XP_006402005.1
OG0010793	El007G342630	XP_006401981.1
OG0010794	El007G342540	XP_006401968.1
OG0010795	El007G342170	XP_006401932.1
OG0010796	El007G341930	XP_006401904.1
OG0010797	El007G341400	XP_006401847.1
OG0010798	El007G339850	XP_006401721.1
OG0010799	El007G340020	XP_006403563.1
OG0010800	El007G339650	XP_024011475.1
OG0010801	El007G339080	XP_006401675.1
OG0010802	El007G338430	XP_024012671.1
OG0010803	El007G338630, El007G338800	XP_024011209.1
OG0010804	El007G338920	XP_006401663.1
OG0010805	El007G337690	XP_006401545.1
OG0010806	El003G157240	XP_006413106.2
OG0010807	El007G337380	XP_006401506.1
OG0010808	El007G336600	XP_006401445.1
OG0010809	El007G336360, El004G207620	XP_024012482.1
OG0010810	El007G336180	XP_006401396.1
OG0010811	El007G335930	XP_006401363.1
OG0010812	El007G334810	XP_006401250.1
OG0010813	El007G334610	XP_006401235.1
OG0010814	El007G334520	XP_006401228.1
OG0010815	El007G334030	XP_006401190.1
OG0010816	El007G333750	XP_024012274.1
OG0010817	El007G333540	XP_006401140.1
OG0010818	El001G068590	XP_006399802.1
OG0010819	El001G069050	XP_006399760.1
OG0010820	El001G069420, El006G316330	XP_006399727.2
OG0010821	El001G069720	XP_006399698.1
OG0010822	El001G069890	XP_006399683.1
OG0010823	El001G069950	XP_006399672.1
OG0010824	El001G070050	XP_006399666.1
OG0010825	El001G070100	XP_006399662.1
OG0010826	El001G070500	XP_006399616.1
OG0010827	El001G070530	XP_006399613.1
OG0010828	El001G070900	XP_006399599.1
OG0010829	El001G070950, El003G174870	XP_024012702.1
OG0010830	El001G071260	XP_024012446.1
OG0010831	El007G324570	XP_006394014.1
OG0010832	El001G071430	XP_006399550.1
OG0010833	El001G071940	XP_006399499.1
OG0010834	El001G071950	XP_006399498.1
OG0010835	El001G072310	XP_006399458.1
OG0010836	El001G072450	XP_006399438.1
OG0010838	El001G073310	XP_024011637.1
OG0010839	El006G279650	XP_006398010.2
OG0010840	El001G074380	XP_006399223.1
OG0010841	El003G169860	XP_006414256.1
OG0010842	El003G169150	XP_006414192.1
OG0010843	El003G168790	XP_006414166.1
OG0010844	El003G168180	XP_006414108.1
OG0010845	El003G167980	XP_024004353.1
OG0010846	El003G167930	XP_006414086.2
OG0010847	El003G167860	XP_006414075.1
OG0010848	El003G167360	XP_006414039.1
OG0010849	El003G167060, El001G024040	XP_006414010.1
OG0010850	El003G166740	XP_024005615.1
