Orthogroup	Erysimum_linariifolium	Brassica_napus
OG0006822	El003G174220, El003G173430	XP_013654701.1, XP_013714177.1, XP_048601860.1, XP_048631107.1
OG0006823	El003G172970	XP_013744178.2, XP_048601838.1, XP_048594592.1, XP_013703479.2
OG0006824	El003G172860	XP_013742906.2, XP_013737077.1
OG0006825	El003G172610	XP_013715299.2, XP_048601951.1, XP_048628344.1
OG0006826	El003G191780	XP_022560341.2, XP_048592903.1, XP_048633444.1, XP_048612135.1
OG0006827	El003G191890	XP_048633447.1, XP_022570636.1, XP_048617152.1
OG0006828	El003G193610	XP_013743491.1, XP_048633505.1, XP_013672030.2, XP_022567634.2, XP_048616978.1
OG0006829	El003G193630	XP_013661832.1, XP_048592939.1, XP_048627215.1, XP_048633506.1, XP_013743493.1, XP_013672031.2
OG0006830	El006G279710	XP_048631573.1, XP_048596221.1, XP_022549938.2, XP_013688575.1, XP_048637007.1, XP_048637005.1, XP_013724540.2
OG0006831	El006G279750	XP_022574691.2, XP_022557844.2, XP_048612500.1, XP_048596213.1, XP_013688576.2
OG0006832	El002G121140	XP_048600730.1, XP_013697992.1, XP_048602920.1
OG0006833	El006G280410	XP_013734897.2, XP_048631831.1, XP_013700650.1, XP_048635405.1
OG0006834	El006G296770	XP_048630448.1, XP_013747389.1, XP_013687307.1, XP_013729066.1, XP_022557121.2, YP_717170.1
OG0006835	El006G281090	XP_013688177.1, XP_013712039.2, XP_013747588.2
OG0006836	El006G281230	XP_013640321.1, XP_013716910.1, XP_013712527.1, XP_013747603.1
OG0006837	El006G281670	XP_013710134.1, XP_013712213.1
OG0006838	El006G281770	XP_048610365.1, XP_013752113.2, XP_013740656.2, XP_022553837.1
OG0006839	El006G282080	XP_022557945.1, XP_022574825.1, XP_013690289.2, XP_013688239.2
OG0006840	El006G282130	XP_013748100.2, XP_013748210.1, XP_013749685.1, XP_013688256.1
OG0006841	El006G282460, El008G369370	XP_013749671.1, XP_013688263.2, XP_013752176.2, XP_048636415.1
OG0006842	El006G282660	NP_001303036.1, XP_013748131.1, XP_013734818.2, XP_013725809.2
OG0006843	El006G282710	XP_013725855.1, XP_013734815.1, XP_013749656.1, XP_048611264.1
OG0006844	El006G282990	XP_013640017.2, XP_013691115.1
OG0006845	El006G283820	XP_013747978.1, XP_013692145.2, XP_013666717.2, XP_013725394.2
OG0006846	El006G285520	XP_048614496.1, XP_048604896.1, XP_048611214.1
OG0006847	El006G285740	XP_013680848.1, XP_022575071.1
OG0006848	El006G286140	XP_013745008.2, XP_013687863.1
OG0006849	El006G286190	XP_013673086.1, XP_013657034.1
OG0006850	El006G286700, El006G316130	XP_022557286.1, XP_048634691.1, XP_048636336.1, XP_048609290.1
OG0006851	El006G286870	XP_013687887.1, XP_013744984.2, XP_013727781.1, XP_013747782.2
OG0006852	El006G287480	XP_048610410.1, XP_022574732.2, XP_013691104.1, XP_013747403.2
OG0006853	El006G287940	XP_013687812.1, XP_013744948.2, XP_013734474.1, XP_013647881.1
OG0006854	El001G081000	XP_013729826.1, XP_013729842.1, XP_013740095.2, XP_013672818.1
OG0006855	El001G080820	XP_013735571.2, XP_048631062.1, XP_048607710.1, XP_013725278.1
OG0006856	El001G080670	XP_013681300.2, XP_013666171.2, XP_013672787.2, XP_013725196.2, XP_013720160.1
OG0006857	El001G080660	XP_048598645.1, XP_013685271.1, XP_013725185.2, XP_013672777.2
OG0006858	El002G127650	XP_013668316.2, XP_013704007.1
OG0006858	El001G079900	XP_048629268.1, XP_013720239.1
OG0006859	El001G079800	XP_048607723.1, XP_013725015.3, XP_048598634.1, XP_013703862.2
OG0006860	El001G079660	XP_022566094.2, XP_013724986.3, XP_013732418.1, XP_013668326.2
OG0006861	El001G079550	XP_013720202.1, XP_013699844.2, XP_013699808.2
OG0006862	El001G078770	XP_013724709.2, XP_022554180.1, XP_022549520.2, XP_013730142.1
OG0006863	El001G078730	XP_013673156.2, XP_013668376.2, XP_013730153.1
OG0006864	El002G114580	XP_013655104.2, XP_022546489.1, XP_013718330.1, XP_013733478.1
OG0006865	El001G060490	XP_013721846.1, XP_048602433.1, XP_013727552.1, XP_013667351.2
OG0006866	El001G060270	XP_013674667.1, XP_013721916.1, XP_013741051.1, XP_048599073.1, XP_013741050.1, XP_048599075.1
OG0006867	El001G060180	XP_013721838.1, XP_013676007.1, XP_048608062.1
OG0006868	El001G059950	XP_013681972.2, XP_013740243.2, XP_048605646.1, XP_013674658.2
OG0006869	El001G059830	XP_013679035.2, XP_022567963.2, XP_048623376.1, XP_048599061.1
OG0006870	El001G059210	XP_013680566.2, XP_013740252.1, XP_013731255.1, XP_048599043.1, XP_048623353.1
OG0006871	El001G059150	XP_013671938.2, XP_013667255.2, XP_013721886.1
OG0006872	El001G059060	XP_048602475.1, XP_013667249.2, XP_013671945.1
OG0006873	El001G058690	XP_013667220.2, XP_013717630.1, XP_013731412.1, XP_013682248.1
OG0006874	El001G058490	XP_048602493.1, XP_048628526.1, XP_013717636.1, XP_013667208.1
OG0006875	El001G057270	XP_013667161.2, XP_013682104.1, XP_013682184.1, XP_013715839.2
OG0006876	El007G330280	XP_013716050.1, XP_013713234.1, XP_013712979.1, XP_013680554.1
OG0006877	El007G330600	XP_013701443.2, XP_013682164.2, XP_013715813.1, XP_048598982.1, XP_013692965.1
OG0006878	El007G330980	XP_013681073.2, XP_013642467.2, XP_013713061.2, XP_013708783.2
OG0006879	El007G331160	XP_048628264.1, XP_013682117.1, XP_048625447.1, XP_013710365.2
OG0006880	El007G327420	XP_048631092.1, XP_048628365.1, XP_013719031.2, XP_013642938.2
OG0006881	El007G326770	XP_013643020.2, XP_013643322.1, XP_048616473.1, NP_001302764.1, NP_001302556.1
OG0006882	El007G326760	XP_048630905.1, XP_048603233.1, XP_048630988.1, XP_013701177.2, XP_013643022.2, XP_013643277.1
OG0006883	El007G326540	XP_048603242.1, XP_013701105.1, XP_048616524.1, XP_013643195.2, XP_048606653.1
OG0006884	El007G326410	XP_013642942.2, XP_013643186.1, XP_013701039.2, XP_048616554.1
OG0006885	El007G326240	XP_048603249.1
OG0006886	El007G326160	XP_013643168.2, XP_013722822.1, XP_013652779.1, XP_013661292.2
OG0006887	El007G325970	XP_013643150.2, XP_048637910.1, XP_013700937.2, XP_048630879.1, XP_022562709.1
OG0006888	El007G325960	XP_048630880.1, XP_013722019.2, XP_022561594.2, XP_048606626.1, XP_048637914.1
OG0006889	El007G325590	XP_048630942.1, XP_013675418.2, XP_048603260.1, XP_048625413.1, XP_048595459.1
OG0006890	El004G212220, El007G325380	XP_013675422.1, XP_013675439.1
OG0006891	El007G325280	XP_013710642.1, XP_048595465.1, XP_013729795.1, XP_048590851.1
OG0006892	El007G325190	XP_048606604.1, XP_013643096.2
OG0006893	El007G324800	XP_013678411.1, XP_048616835.1, XP_048603278.1, XP_048595467.1, XP_013710676.1
OG0006894	El007G324610	XP_013712012.1, XP_048595469.1, XP_013713006.1, XP_013728158.2
OG0006895	El008G369050	XP_013655208.2, XP_048590957.1
OG0006896	El007G323800, El002G126070	XP_013738514.2, XP_013712387.1, XP_013687716.1, XP_013653492.1
OG0006897	El007G323680	XP_048618442.1, XP_013653500.2, XP_013659250.2, XP_013654737.1, XP_013719107.1
OG0006898	El004G218680, El007G324710	XP_048611288.1, XP_013698886.1, XP_013649290.2, XP_013703015.2
OG0006899	El007G322440	XP_013712573.2, XP_048631529.1, XP_048630035.1, XP_013661393.2, XP_013688517.1
OG0006900	El001G063690	XP_013683083.1, XP_048624110.1, XP_048604970.1, XP_013649799.2
OG0006901	El002G129380, El007G322370	XP_013641396.2, XP_013736642.2, XP_048595515.1, XP_048623856.1
OG0006902	El001G000060	XP_048625838.1, XP_048595092.1, XP_013710364.2, XP_013710302.1
OG0006903	El001G000320	XP_048624309.1, XP_013731239.2
OG0006904	El001G000790	XP_013642477.2, XP_013683696.3, XP_048632102.1, XP_013684310.2
OG0006905	El001G000560	XP_013735269.2, XP_022555098.2, XP_013731252.2, XP_048623077.1
OG0006906	El001G001150	XP_013735318.1, XP_022555091.1, XP_048604100.1, XP_048612288.1
OG0006907	El001G001480	XP_048595143.1, XP_013732725.2, XP_013735331.2, XP_022569745.1
OG0006908	El002G083760	NP_001302982.1, XP_048621803.1, XP_048613596.1, XP_048599274.1
OG0006909	El001G002540, El001G002590, El001G002410, El001G002470	XP_013684408.1, XP_048632071.1
OG0006910	El001G003550	XP_013735420.2, XP_013717664.2, XP_013675660.2, XP_013676975.2
OG0006911	El001G003660	XP_013717538.1, XP_013735427.2, XP_048595201.1, XP_013688536.1
OG0006912	El001G003780	XP_013735433.2, XP_013727751.2
OG0006913	El001G003980	XP_013685766.1, XP_013688567.1, XP_013735438.2, XP_013727771.2
OG0006914	El002G085540	XP_013700766.2
OG0006915	El007G359920	XP_013682371.1, XP_013703185.1, XP_013652720.1, XP_013706514.2
OG0006916	El007G359860	XP_048637432.1, XP_013706695.1, XP_013733432.1, XP_022565958.2, XP_048623513.1
OG0006917	El007G359750	XP_048623503.1, XP_013661747.2, XP_013749161.2, XP_013703582.2
OG0006918	El006G298590	XP_013734224.1, XP_013683453.2
OG0006919	El006G298950	XP_048611493.1, XP_013696985.2, XP_013672729.1, XP_013747244.2
OG0006920	El006G300030	XP_013748667.2, XP_013692271.1
OG0006921	El006G299410	XP_048634365.1, XP_013692130.1, XP_048636720.1, XP_048608397.1, XP_013734179.1
OG0006922	El006G299350	XP_013734187.1, XP_013683413.1, XP_048610101.1, XP_013752361.2
OG0006923	El006G299340	XP_022573991.1, XP_048634367.1, XP_013683414.2, XP_013734189.1
OG0006924	El006G299190	XP_013692270.2, XP_013748645.2, XP_013648866.1, XP_013723857.2
OG0006925	El006G299610	XP_013748694.2, XP_013737642.1
OG0006926	El006G299750	XP_022554711.1, XP_013723838.1, XP_048634358.1, XP_013741431.1, XP_013752365.2
OG0006927	El006G300070	XP_013693439.2, XP_013744389.2
OG0006928	El006G300230	XP_048636738.1, XP_013691120.2, XP_013752374.1, XP_013747178.2, XP_013695550.2
OG0006929	El006G300530	XP_048630747.1, XP_048608388.1, XP_013675713.1, XP_013744293.2, XP_013726269.2
OG0006930	El006G300550	XP_013726265.2, XP_013748712.2, XP_013675711.1, XP_013744299.1
OG0006931	El006G300790	XP_048608382.1, XP_013734132.1, XP_013743109.1, XP_013686050.1
OG0006932	El006G301530	XP_013683227.1, XP_013733929.2, XP_048634828.1, XP_013701983.1
OG0006933	El006G301920	XP_048633841.1, XP_048609937.1, XP_048630512.1, XP_013683244.1
OG0006934	El006G302150	XP_022556293.1, XP_013748809.2
OG0006935	El006G302340	XP_013683263.1, XP_013733955.1, XP_013643597.2, XP_013659710.2
OG0006936	El002G089350	XP_048621579.1, XP_013657525.1, XP_013696753.2, XP_013664538.1
OG0006937	El006G302670	XP_013642854.1, XP_013731173.1, XP_013670280.1, XP_013752430.1, XP_048630587.1, XP_013733966.2
OG0006938	El006G302790	XP_013647196.2, XP_013731174.1, XP_022576011.2, XP_048630278.1, XP_013752432.2
OG0006939	El006G303200	XP_048630414.1
OG0006940	El006G304200	XP_013687278.1, XP_013744179.1, XP_013647708.1, XP_013718265.1
OG0006941	El006G304420	XP_013647692.2, XP_022567650.1, XP_048633782.1, XP_013691154.1, XP_013747292.1, XP_013740681.1
OG0006942	El006G304730	XP_048610081.1, XP_013747141.2, XP_013651819.2, XP_048610458.1
OG0006943	El006G305010	XP_048592836.1, XP_013653876.2, XP_048631850.1, XP_013733814.1
OG0006944	El006G305290	XP_013647668.2, XP_048610478.1, XP_048631854.1, XP_013726740.1
OG0006945	El006G308370	XP_013683914.1, XP_013735013.2, XP_013692328.2
OG0006946	El006G308190	XP_013742460.2, XP_048612432.1, XP_013680885.1, XP_013740719.2
OG0006947	El006G308050	XP_013740720.1, XP_013680887.1, XP_013744012.2, XP_013746508.1
OG0006948	El006G307270	XP_048633750.1, XP_013720439.1, XP_013693424.2, XP_013735021.2
OG0006949	El006G306720	XP_013743988.1, XP_013720536.1, XP_013653685.1, XP_013688302.2
OG0006950	El006G312830	XP_048612425.1, XP_013744037.2, XP_013710994.1, XP_013663993.2
OG0006951	El006G313390	XP_048612423.1, XP_048633716.1, XP_022547044.2, XP_048620950.1
OG0006952	El006G313650	XP_013693388.2, XP_013744052.2, XP_013733914.2, XP_013686839.1
OG0006953	El005G235710	XP_013640048.1, XP_048614335.1
OG0006954	El003G158070	XP_013706745.1, XP_013741548.1, XP_013741151.1, XP_013742272.2
OG0006955	El003G157410	XP_013738127.2, XP_013707524.1, XP_048621730.1, XP_013656547.2
OG0006956	El005G235840	XP_048626834.1, XP_013640016.1, XP_048614325.1, XP_013684233.2, XP_013735650.1
OG0006957	El005G236070	XP_048614302.1, XP_013750974.1, XP_013684221.2, XP_048632147.1
OG0006958	El005G236100	XP_022555118.2, XP_022571949.2, XP_048636251.1, XP_013721714.2, XP_013731987.2
OG0006959	El005G236300	XP_048636248.1, XP_048636992.1, XP_048627989.1, XP_022575679.2, XP_013684210.2, XP_013735670.2
OG0006960	El005G236750	XP_048614258.1, XP_013661461.2, XP_048636227.1, XP_048601989.1, XP_013682569.2
OG0006961	El005G236900	XP_048601975.1, XP_013682563.2, XP_048606006.1, XP_013735721.2
OG0006962	El005G237110	XP_013735733.2, XP_048606005.1
OG0006963	El005G237260	XP_022562200.2, XP_013740874.2, XP_013747435.1
OG0006964	El005G237340	XP_013732342.2, XP_048595755.1, XP_013732188.2
OG0006965	El005G237990	XP_048612835.1, XP_048636198.1, XP_013735745.2, XP_013745032.2
OG0006966	El005G238140	XP_048606041.1, XP_013745033.1, XP_013735747.2
OG0006967	El005G238290	XP_013742282.2, XP_013729366.2, XP_048632203.1, XP_013745040.1
OG0006968	El005G238600, El003G179570	XP_013727554.2, XP_022570615.1, XP_013731664.2, XP_048636175.1
OG0006969	El005G238880	XP_013747444.2, XP_048632212.1, XP_048614551.1, XP_013677062.1
OG0006970	El005G238990	XP_048632215.1, XP_013745054.1, XP_048614543.1, XP_048636149.1
OG0006971	El005G239160	XP_048636154.1, XP_013640662.2, XP_013746437.2, XP_013659041.2
OG0006972	El005G239560	XP_013742232.3, XP_048620452.1, XP_048636170.1, XP_013723592.1
OG0006973	El005G239720	XP_013684422.2, XP_013684424.1, XP_022559423.1
OG0006974	El005G240220	XP_013750713.2, XP_048615406.1, XP_013732127.2, XP_013705408.2
OG0006975	El005G240410	XP_048599536.1, XP_048619144.1, XP_048636099.1, XP_013750728.1
OG0006976	El005G241080	XP_013695820.2, XP_022548464.2, XP_022548049.2, XP_048600051.1
OG0006977	El005G241090	XP_013725443.2, XP_048602041.1, XP_022548465.2, XP_013693069.2
OG0006978	El005G241210	XP_013680996.2, XP_013740928.2, XP_013677355.1, XP_048602046.1, XP_013696383.2, XP_022571820.2
OG0006979	El005G241410	XP_013735917.2, XP_013684462.1
OG0006980	El005G241450	XP_013684461.1, XP_013735916.2, XP_048599267.1, XP_013647836.1, XP_013640776.2
OG0006981	El001G062150	XP_013727728.2, XP_048624995.1, XP_013683169.2, XP_013730188.2
OG0006982	El005G242080	XP_048600819.1, XP_048630084.1, XP_013681022.1, XP_013684672.2
OG0006983	El005G242100	XP_013684558.1, XP_013684671.2, XP_048630090.1, XP_048600818.1, XP_013640815.2
OG0006984	El005G242290	XP_013750642.2, XP_013706276.1, XP_022555157.2, XP_022551022.2
OG0006985	El005G242430	XP_048617033.1, XP_048615340.1, XP_048636025.1
OG0006986	El005G242700	XP_013750569.2, XP_013696368.1, XP_013684533.1, XP_013684646.2
OG0006987	El005G243250	XP_048600800.1, XP_013724121.2, XP_013750509.2, XP_013697585.1
OG0006988	El005G244120	XP_013696924.1, XP_022575609.1, XP_048600769.1, XP_013724169.1
OG0006989	El006G289400	XP_013690745.1, XP_013744811.2, XP_013734524.2, XP_013716972.2
OG0006990	El006G289550	XP_048634585.1, XP_048611125.1, XP_013748057.1, XP_013693682.1
OG0006991	El006G289690	XP_013734539.2, XP_013717059.1, XP_013748053.1, XP_013697343.1
OG0006992	El006G289990	XP_013734570.2, XP_013716905.1, XP_013748028.1, XP_013686955.2
OG0006993	El006G290060	XP_013716888.1, XP_013687680.1, XP_013744831.1
OG0006994	El006G290240	XP_013748304.2, XP_013676828.2, XP_013717104.2, XP_048608558.1
OG0006995	El006G290700	XP_022544411.1, XP_048634602.1, XP_022554827.1
OG0006996	El006G290590	XP_048609406.1, XP_013752216.2, XP_013744855.1, XP_048611101.1
OG0006998	El006G291340	XP_013748258.2, XP_013705385.1, XP_022554813.1, XP_048626380.1, XP_013734652.1
OG0006999	El006G291380	XP_013745122.3, XP_048611084.1, XP_048626378.1, XP_048631692.1, XP_013706654.2
OG0007000	El008G368950, El006G291390	XP_048634564.1, XP_048611086.1, XP_013734653.2, XP_048631693.1, XP_013706652.1
OG0007001	El006G295080	XP_013748529.1, XP_048630062.1, XP_013742631.1
OG0007002	El005G243050, El006G295050	XP_013679674.2, XP_048610997.1, XP_013740518.2, XP_013680790.1
OG0007003	El006G294830	XP_013691159.1, XP_013747325.1, XP_048630056.1, XP_013752306.1, XP_013746568.1
OG0007004	El006G294780	XP_013747322.2, XP_013690753.1, XP_048610583.1, XP_048630483.1, XP_048631425.1
OG0007005	El006G294660	XP_013692354.1, XP_048636530.1, XP_048631411.1, XP_013744704.2, XP_013687551.2
OG0007006	El006G294580	NP_001303059.1, XP_048631424.1, XP_048610573.1, XP_013744702.2, XP_013688083.1
OG0007007	El006G294300	XP_013744674.1, XP_048611023.1
OG0007008	El006G293420	XP_013688907.1, XP_013688942.1, XP_013738288.2, XP_048634506.1, XP_048611048.1
OG0007009	El006G293220	XP_013738306.1, XP_013689001.1, XP_013744760.2, XP_013682667.1
OG0007010	El006G293140	XP_013682658.1, XP_013719274.2, XP_013692183.2
OG0007011	El006G293090	XP_013716429.2, XP_022570915.2, XP_013752243.2, XP_013690779.2
OG0007012	El006G292990	XP_013747338.2, XP_048629496.1, XP_013690983.2, XP_013752244.2, XP_013723913.1, XP_013716440.1
OG0007013	El006G292390	XP_013723887.2, XP_048631663.1, XP_013744782.2, XP_013698871.1
OG0007014	El006G291950	XP_013702651.1, XP_022574110.2, XP_048609456.1, XP_048636484.1
OG0007015	El006G291690	XP_013740609.2, XP_013705662.1, XP_022574896.2, NP_001302975.1
OG0007016	El002G099900, El006G290980, El002G099910	XP_013691899.2, XP_013641699.2, XP_013708469.2, XP_013662222.2
OG0007017	El004G233700	XP_048630825.1, XP_013676928.2, XP_013648578.2, XP_013702689.1
OG0007018	El008G369740, El002G100320	XP_013641667.1, XP_048614130.1, XP_013699498.1, XP_048594112.1
OG0007019	El005G248540	XP_022567022.2, XP_048600613.1
OG0007020	El002G100840	XP_013660459.2, XP_013641617.1, XP_048597633.1, XP_048621154.1
OG0007021	El002G100890	XP_013641610.1, XP_013660452.2, XP_013682953.2, XP_013708282.1
OG0007022	El002G101190	XP_013641591.1, XP_013744550.1, XP_013682952.2, XP_048594104.1, XP_013712195.2
OG0007023	El004G224350	XP_013659951.2, XP_013729340.1, XP_013649541.1, XP_013702336.1
OG0007024	El002G101760	XP_013682980.1, XP_048622388.1, XP_013744611.1, XP_013641762.2
OG0007025	El001G023230, El003G181780, El002G101820	XP_048610897.1, XP_048614194.1, XP_013641754.2
OG0007026	El002G101980	XP_048594087.1, XP_013653870.1, XP_013723315.2, XP_013641741.2
OG0007027	El002G102080	XP_013681194.2, XP_013691442.1, XP_013660229.2, XP_048621124.1
OG0007028	El002G102790	XP_013683029.1, XP_013657259.2, XP_013641835.2, XP_013723272.2
OG0007029	El002G103220	XP_013696697.3, XP_022557242.1, XP_013664637.2, XP_013660190.1
OG0007031	El002G103490	XP_013654473.2, XP_013728153.1, XP_048621083.1, XP_048597554.1, XP_013697581.1, XP_013646712.2
OG0007032	El002G103500	XP_013728152.1, XP_013657228.2, XP_013697580.2, XP_013641917.2
OG0007033	El002G103850, El002G103840	XP_048638457.1, XP_048626852.1, XP_022557231.1
OG0007034	El002G103990, El037G374520	XP_013741505.2, XP_013729467.1, XP_013641869.2, XP_013712297.1
OG0007035	El002G105020	XP_013737920.2, XP_013727431.1, XP_048612694.1, XP_048612707.1, XP_013717670.2
OG0007036	El003G192280, El002G105250	XP_048638495.1, XP_013719590.1, XP_013651640.1
OG0007037	El002G105850	XP_013686011.1, XP_013722054.2, XP_013642334.2, XP_013671984.1
OG0007038	El002G106350	XP_048594014.1, XP_013728283.1, XP_048612757.1, XP_013642374.2
OG0007039	El002G106400, El004G203550	XP_013721817.1, XP_022546754.1
OG0007040	El002G106540	XP_048618694.1, XP_013722110.2, XP_048622464.1, XP_013752335.1, XP_022559454.1
OG0007041	El002G106600	XP_048622465.1, XP_013722138.2
OG0007042	El004G223650	XP_048626615.1, XP_048591794.1, XP_022567432.1, XP_013649510.1, XP_013695262.2
OG0007043	El002G108760	XP_013665723.2, XP_048592704.1, XP_013662883.1, XP_013696181.2
OG0007044	El002G109180, El002G109190	XP_013653306.2, XP_013666525.1
OG0007045	El002G109320	XP_013710207.1, XP_013732627.1, XP_013693739.2, XP_013662842.1
OG0007046	El002G109470, El002G109680	XP_022545987.1, XP_048621841.1, XP_013662864.1, XP_013698468.2
OG0007047	El002G111910	XP_013657186.1, XP_022545963.2, XP_048612828.1, XP_013642098.2
OG0007048	El002G112520	XP_013662670.1, XP_013659657.1, XP_013657023.1, XP_013655169.1
OG0007049	El002G112680	XP_013657148.1, XP_013657017.1, XP_048615006.1, XP_013662545.2
