Orthogroup	Erysimum_linariifolium	Arabidopsis_lyrata_Rawat
OG0009512	El001G022510	AL5G32720
OG0009513	El001G023390	AL5G33640
OG0009514	El001G023790	AL5G34070
OG0009515	El001G023750	AL5G34030
OG0009516	El001G024120	AL5G34410
OG0009517	El001G024510	AL5G34830
OG0009518	El001G024750	AL5G35060
OG0009519	El001G024840	AL5G35150
OG0009520	El001G024860	AL5G35190
OG0009521	El001G021970	AL5G32120
OG0009522	El001G024890	AL5G35210
OG0009523	El007G356410, El007G356420, El007G356400	AL8G19350
OG0009524	El001G025470	AL5G35760
OG0009525	El001G025460	AL5G35750
OG0009526	El006G291180	AL4G36190
OG0009527	El001G025590	AL5G35870
OG0009528	El001G025800	AL5G36030
OG0009529	El001G026300	AL5G36510
OG0009530	El001G027250	AL5G37250
OG0009531	El001G027270	AL5G37270
OG0009532	El001G027500	AL5G37520
OG0009533	El001G027600	AL5G37620
OG0009534	El001G028300	AL5G38370
OG0009535	El001G028360	AL5G38450
OG0009536	El001G028450	AL5G38540
OG0009537	El001G029500	AL5G39650
OG0009538	El001G029710	AL5G39830
OG0009539	El001G029770	AL5G39890
OG0009540	El001G030440	AL5G40570
OG0009541	El001G030600	AL5G40900
OG0009542	El001G030880	AL5G41180
OG0009543	El001G031040	AL5G41380
OG0009544	El001G056440, El003G188750	AL6G34890
OG0009545	El001G032250	AL5G42820
OG0009546	El001G032270	AL5G42830
OG0009547	El001G032450	AL5G43000
OG0009548	El001G033000	AL5G43370
OG0009549	El001G033140	AL5G43520
OG0009550	El001G033170	AL5G43550
OG0009551	El001G033650	AL5G44000
OG0009552	El001G034680	AL5G45210
OG0009553	El001G034690	AL5G45220
OG0009554	El001G035430	AL5G45940
OG0009555	El001G035540	AL5G46050
OG0009556	El001G035630	AL5G46110
OG0009557	El001G032710	AL5G43150
OG0009558	El028G373590	AL9U12000
OG0009559	El002G137400	AL1G60820
OG0009561	El002G133490	AL1G56820
OG0009562	El003G146390	AL7G15250
OG0009563	El001G028550	AL5G38610
OG0009564	El007G322780	AL8G44820
OG0009565	El007G361530	AL8G14840
OG0009566	El036G374460	AL1G45040
OG0009567	El003G158240	AL7G26750
OG0009568	El006G292340	AL4G34880
OG0009569	El006G291910	AL1G65950
OG0009570	El006G288210	AL4G39150
OG0009571	El006G281620	AL4G45770
OG0009572	El004G224820	AL2G32400
OG0009573	El003G155920	AL7G24560
OG0009574	El003G148690	AL7G17480
OG0009575	El003G149510	AL7G18390
OG0009576	El002G087470	nbis-gene-35
OG0009577	El002G091640	AL1G19330
OG0009579	El002G092900	nbis-gene-60
OG0009580	El002G093690	AL1G21500
OG0009581	El002G095330	AL1G23130
OG0009582	El002G095520	AL1G23330
OG0009583	El002G099880	AL1G27960
OG0009585	El004G223230	AL2G31020
OG0009586	El004G219290	AL2G27420
OG0009587	El005G277440	AL3G52910
OG0009588	El002G130940	AL1G54260
OG0009590	El003G174320	AL7G41090
OG0009591	El001G068070	AL6G24200
OG0009592	El001G080940	AL6G11400
OG0009593	El006G290340	AL4G36770, AL380U10020, AL1G56980
OG0009594	El001G079120	nbis-gene-1447
OG0009594	El001G079110	AL6G13110
OG0009595	El003G169510	AL7G37170
OG0009596	El002G115530, El002G114640	AL1G43310, AL1G43340, AL1G58600
OG0009597	El002G129360	AL1G53370
OG0009598	El002G130670	AL1G54100
OG0009599	El002G131030, El002G131130, El002G131120	AL1G54350
OG0009600	El002G124660, El006G299450	AL4G28070
OG0009601	El006G301040	AL4G26630
OG0009603	El001G067600	AL6G24660
OG0009604	El001G066540	AL6G25730
OG0009605	El001G066200	AL6G26120
OG0009606	El001G066020	AL6G26280
OG0009607	El001G064180	AL6G27790
OG0009608	El001G062710	AL6G29070
OG0009609	El003G191680	AL7G49100
OG0009610	El003G193410	AL7G47320
OG0009611	El007G333230	AL8G34400
OG0009612	El001G052620	AL6G37340
OG0009613	El007G329200	AL1041U10010, AL8G38320
OG0009614	El007G329150	AL8G38370
OG0009615	El007G323110	AL8G44530
OG0009616	El007G323050	AL8G44620
OG0009618	El007G363050	AL6G42190, AL6G45140, AL3G45880, AL7G35330, AL5G19230, AL6G45130
OG0009621	El006G301800	AL4G25750
OG0009622	El001G021940	AL5G32100
OG0009623	El007G357750	AL5G40700
OG0009625	El007G348190	AL8G21570, AL43U10060
OG0009626	El001G005910	nbis-gene-1039
OG0009628	El002G113000	AL1G40780
OG0009635	El005G279410	AL3G53870
OG0009636	El003G168890, El006G319880	AL7G36600
OG0009637	El003G153430, El003G154260	AL7G23000
OG0009638	El003G153660	AL7G22650
OG0009639	El003G153410	AL7G22470
OG0009640	El003G153290	AL7G22360
OG0009641	El003G152980, El008G370520	AL7G22040
OG0009642	El003G152720	AL7G21800
OG0009643	El003G152480	AL7G21570
OG0009644	El001G060230	AL6G31440
OG0009645	El003G152220	AL7G21310
OG0009646	El003G151880	AL7G21010
OG0009647	El002G130920	AL1G54240
OG0009648	El005G243630, El003G151210	AL7G20310
OG0009649	El003G150270	AL7G19300
OG0009650	El003G149820	AL7G18830
OG0009651	El003G149880	AL7G18910
OG0009652	El003G149540	AL7G18430
OG0009653	El003G149220	AL7G18090
OG0009654	El001G058730	AL6G32870
OG0009655	El003G148880	AL7G17710
OG0009656	El003G148840	AL7G17660
OG0009657	El003G148520	AL7G17380
OG0009659	El003G148140	AL7G16920
OG0009660	El003G147490	AL7G16260
OG0009661	El003G147380	AL7G16160
OG0009662	El001G057530	AL6G33900
OG0009663	El003G147170	AL7G15950
OG0009665	El002G118890	AL1G45790
OG0009666	El002G119070	AL1G45950
OG0009667	El002G119080	AL1G45960
OG0009668	El002G119160	AL1G46040
OG0009669	El002G119720	AL1G46530
OG0009670	El002G119740	AL1G46550
OG0009671	El002G119890	AL1G46710
OG0009672	El002G119980	AL1G48020
OG0009673	El003G162540	AL7G30590
OG0009674	El002G120150	AL1G46900
OG0009675	El002G120190	AL1G46920
OG0009676	El002G120200	AL1G46950
OG0009677	El002G120220	AL1G47010
OG0009678	El003G170120	AL7G37720
OG0009679	El003G170180	AL7G37750
OG0009680	El003G171230	AL7G38580
OG0009681	El003G171340	AL7G38720
OG0009682	El004G208600	AL1G65900
OG0009683	El004G206370	AL1G67090
OG0009684	El004G206310	AL1G67160
OG0009685	El004G206280	AL1G67190
OG0009687	El004G203460	AL2G18350
OG0009688	El004G202140	AL2G17120
OG0009689	El004G202150	AL2G17130
OG0009690	El004G201600	AL2G16750
OG0009691	El004G200140	AL2G15460
OG0009692	El004G200120	AL2G15430
OG0009693	El004G199090	AL2G14310
OG0009695	El001G036240	AL5G10350
OG0009696	El001G036260	nbis-gene-1181
OG0009697	El001G036290	AL5G10420
OG0009698	El002G099060	AL1G27050
OG0009699	El001G036350	AL5G10480
OG0009700	El001G036560	AL5G10720
OG0009701	El002G098580	AL1G26540
OG0009702	El001G037250	AL5G11440
OG0009703	El001G038110	AL5G12660
OG0009704	El001G038850	nbis-gene-1200
OG0009705	El001G038950	AL5G13570
OG0009706	El001G038970	AL5G13600
OG0009707	El001G039670	AL5G14240
OG0009708	El001G039700	AL5G14250
OG0009709	El001G040080	AL5G14590
OG0009710	El001G040830	AL5G15220
OG0009711	El001G040950	AL5G15360
OG0009712	El001G041240	AL5G15630
OG0009714	El001G042330	AL5G16760
OG0009715	El001G042630	AL5G17080
OG0009716	El001G044390	AL5G18700
OG0009717	El001G044430	AL8G21600
OG0009718	El001G044480	AL5G18820
OG0009719	El001G045190	AL5G19280
OG0009720	El001G045890	AL5G20130
OG0009721	El001G045900	AL5G20150
OG0009722	El003G188460	AL7G51550
OG0009723	El004G217220	AL2G25670
OG0009724	El004G217210	AL2G25520
OG0009725	El004G215810	AL2G22970
OG0009726	El004G215130	AL2G23690
OG0009727	El004G214980	AL2G23550
OG0009728	El004G213630	AL2G22470
OG0009729	El004G213210	AL2G22130
OG0009730	El004G213050	AL2G22090
OG0009731	El004G211790	AL2G19720
OG0009732	El004G211680	AL2G19670
OG0009733	El004G211500	AL2G19520
OG0009734	El004G193880	AL2G10130
OG0009735	El004G193940	AL2G10150
OG0009736	El004G194120	AL2G10390
OG0009737	El004G194280	AL2G10480
OG0009738	El004G194790	AL2G10990
OG0009739	El004G195170	AL2G11190
OG0009740	El004G195660	AL2G11450
OG0009741	El004G196630	AL2G12390
OG0009742	El004G197060	AL2G12650
OG0009743	El002G095980	AL1G23870
OG0009744	El004G198320	AL2G13630
OG0009745	El006G321170	AL4G10620
OG0009746	El003G158570	AL7G27130
OG0009747	El003G158470, El004G209660	AL7G26990
OG0009748	El006G288140	AL4G39220
OG0009749	El006G288170	AL4G39190
OG0009750	El006G288590	AL4G38820
OG0009751	El006G288610	AL4G38800
OG0009752	El006G288640	AL4G38780
OG0009753	El006G288660	AL4G38760
OG0009754	El006G288710	AL4G34450, AL4G38670
OG0009755	El006G288720	AL4G34440, AL4G38660
OG0009756	El005G244450	AL3G20400, AL70U10030
OG0009757	El005G244830	AL3G20880
OG0009759	El004G215420	AL2G23980
OG0009760	El005G246480	AL3G22580, AL467U10020
OG0009761	El005G246570	AL3G22650
OG0009762	El005G246860	AL3G22840
OG0009763	El005G247650	AL3G23480
OG0009764	El005G248090	AL3G23930
OG0009765	El005G274510	AL3G50150
OG0009767	El007G344370	AL8G24240
OG0009768	El007G344310	AL8G24250
OG0009769	El007G344150	AL8G24380, AL664U10020
OG0009770	El007G344070	AL8G24460
OG0009771	El007G343230	nbis-gene-2088
OG0009772	El007G342930, El007G342970	AL8G25400
OG0009773	El007G342920	AL8G25410
OG0009774	El007G342660	AL8G25690
OG0009775	El007G342580	AL8G25760
OG0009776	El001G067850	AL6G24430
OG0009777	El007G341980	AL8G26100
OG0009778	El007G341590	AL8G26430
OG0009779	El007G341430	AL8G26590
OG0009780	El007G341350	AL8G26670, AL271U10010
OG0009781	El007G341210	AL8G26780
OG0009782	El007G341080	AL205U10020, AL8G26970
OG0009783	El007G340590, El007G340660	AL8G27340
OG0009784	El007G340510	AL8G27410
OG0009785	El007G340390, El007G340440	AL8G27450
OG0009786	El007G339820	AL8G28050
OG0009787	El007G339880, El003G187590	AL8G27930
OG0009788	El007G339980	AL8G27840
OG0009789	El007G339760	AL8G28080
OG0009790	El007G339500	AL8G28280
OG0009791	El007G338680	AL8G29150
OG0009792	El007G338840	AL8G28960
OG0009793	El007G338890	AL8G28890
OG0009794	El007G338970	AL8G28680
OG0009795	El007G338120	AL8G29600
OG0009796	El007G337800	AL8G30060
OG0009797	El007G337630	AL8G30180
OG0009798	El007G337240	AL8G30560, AL989U10010
OG0009799	El007G337140, El007G337110	AL8G30660
OG0009800	El007G336510	AL8G31170
OG0009801	El007G336410	AL8G31280
OG0009802	El007G336300	AL8G31380
OG0009803	El007G335850	AL8G31920
OG0009804	El007G335480	AL8G32210
OG0009805	El007G335350	AL8G32400
OG0009806	El007G335190	AL8G32590
OG0009807	El007G335090	AL8G32690
OG0009808	El007G334890	AL52U10060, AL8G32850
OG0009809	El007G334120	AL8G33530
OG0009810	El007G333870	AL8G33750
OG0009811	El007G333830	AL8G33800
OG0009812	El007G333800	AL8G33830
OG0009813	El007G333530	AL8G34120
OG0009814	El007G333430	AL8G34200
OG0009815	El007G333410	AL8G34220
OG0009816	El001G030570	AL5G40770
OG0009817	El002G128390	AL1G52570
OG0009818	El001G068520	AL6G23800
OG0009819	El001G068570	AL6G23760
OG0009820	El001G069230	AL6G23090
OG0009821	El001G069250	AL6G23070
OG0009822	El001G069270	AL6G23040
OG0009823	El001G069280	AL6G23030
OG0009824	El001G069390	AL6G22910
OG0009825	El001G069510	AL6G22800
OG0009826	El001G069540	AL6G22770
OG0009827	El001G069620	AL6G22660
OG0009828	El001G070090	AL6G22230
OG0009829	El001G070150	AL6G22180
OG0009830	El001G070830, El001G070730	AL6G21660
OG0009831	El001G070940	AL6G21550
OG0009832	El001G071030	AL6G21450
OG0009833	El001G071090	AL6G21390
OG0009834	El001G071570	AL6G20910
OG0009835	El001G071840	AL6G20670
OG0009836	El001G072560	AL6G19880
OG0009837	El007G326110	AL8G41710
OG0009838	El001G072770	AL6G19700
OG0009839	El001G073270	AL6G18940, AL6G19130
OG0009840	El001G073370	AL6G18860
OG0009842	El001G073840	nbis-gene-1485
OG0009843	El001G074110	AL6G18040
OG0009844	El001G074290	AL6G17780
OG0009845	El001G017170	AL5G26940
OG0009846	El003G169470	AL7G37140
OG0009847	El003G169030	AL7G36730
OG0009848	El003G168310	AL7G36040
OG0009849	El003G168290	AL7G36010
OG0009850	El003G168080	AL7G35840
OG0009851	El003G167650	AL7G35550
OG0009852	El003G167340	AL7G35220
OG0009853	El003G166930	AL7G34900
OG0009854	El003G166660	AL7G34730
OG0009855	El004G222530	AL7G34080
OG0009855	El003G166000	AL7G34150
OG0009856	El003G165000	AL7G33060
OG0009857	El003G164880	AL7G32930
OG0009858	El003G164130	AL7G32160
OG0009859	El003G163830	AL7G31910
OG0009860	El003G162330	AL7G30450
OG0009861	El003G162310	AL7G30430
OG0009862	El003G161780	AL7G30050
OG0009863	El003G161640	AL7G29970
OG0009864	El003G161610	AL4G33900
OG0009864	El003G161590	AL7G29930, AL7G29910
OG0009865	El003G160730	AL7G29190
OG0009866	El002G120260	AL1G47080
OG0009867	El002G121800	AL1G48280
OG0009868	El002G122350	AL1G48630
OG0009869	El002G122880	AL1G48850
OG0009870	El002G122900, El002G123160, El002G122890, El002G123170	AL1G48860
OG0009871	El002G122950	AL1G48910
OG0009872	El002G123690	AL1G50540
OG0009873	El002G127260	AL1G51820
OG0009874	El002G130250	AL1G53790
OG0009875	El002G125980	AL1G51340
OG0009876	El002G129370	AL1G53380
OG0009877	El002G113770	nbis-gene-166
OG0009878	El002G114370	nbis-gene-170
OG0009879	El002G115190	AL1G43090
OG0009880	El002G115650	AL1G43490
OG0009881	El002G115670	AL1G43510
OG0009882	El002G115900	AL1G43700
OG0009883	El002G116060	AL1G43880
OG0009884	El002G116070	AL1G43890
OG0009885	El002G116510, El002G116490	AL1G44210
OG0009886	El002G116560	AL1G44250
OG0009887	El002G116600	AL1G44270
OG0009888	El002G117100	AL1G44500
OG0009889	El002G117420, El002G117430	AL1G44810
OG0009890	El002G117620	AL1G45140
OG0009891	El003G146870	AL7G15740
OG0009892	El003G146830	AL7G15700
OG0009893	El003G145990	AL7G14880
OG0009894	El003G145840	AL7G14710
OG0009895	El003G145510	AL7G14330
OG0009896	El003G145490	AL7G14310
OG0009897	El003G145410	AL7G14220
OG0009898	El003G145320	AL7G14110
OG0009899	El003G145170	AL7G13890
OG0009900	El003G145150	AL7G13870
OG0009901	El006G318660	AL4G13200
OG0009902	El003G144830	AL7G13540
OG0009903	El006G318860	AL4G13010
OG0009904	El003G144490	AL7G13300
OG0009905	El003G144560	AL7G13170
OG0009906	El003G144320	AL7G12910
OG0009907	El003G144230	AL7G12830
OG0009908	El003G144140	AL7G12740
OG0009909	El003G144270, El003G143980, El003G143990	AL7G12620
OG0009910	El003G143900	AL7G12570
OG0009911	El003G143630	AL7G12270
OG0009912	El003G143290	AL7G11940
OG0009913	El003G143220	AL7G11880
OG0009914	El003G142890	AL7G11410
OG0009915	El003G142520	AL7G10990
OG0009916	El003G142410	AL7G10860
OG0009917	El003G141580	AL7G10010
OG0009918	El003G183600	AL7G44760
OG0009919	El003G181650	AL7G43750
OG0009920	El003G187500	AL7G52060
OG0009921	El003G189200	AL7G50930
OG0009922	El003G189260	AL7G50810
OG0009923	El003G189580	AL7G50630
OG0009924	El006G296050	AL4G31060
OG0009925	El006G295410	AL4G31700
OG0009926	El004G199360	AL2G14660
OG0009927	El001G033270	AL1G53570, AL5G43620
OG0009928	El006G295570	AL4G31580
OG0009929	El006G295590	AL4G31560
OG0009930	El006G295690	AL4G31460
OG0009931	El006G295750	AL4G31400
OG0009932	El006G295800	AL4G31320
OG0009933	El001G009700	AL6G43470
OG0009934	El001G009780	AL6G43390
OG0009935	El001G010070	AL6G43110
OG0009936	El007G340960	AL8G27030
OG0009937	El006G297660	AL4G30010
OG0009938	El006G298250	AL4G29370
OG0009939	El006G298330	AL4G29260
OG0009940	El006G298350	AL4G29240
OG0009941	El007G357510	AL8G18390
OG0009942	El007G357250	AL8G18570, AL8G18730
OG0009943	El007G355460	AL8G19670
OG0009944	El001G009360	AL6G43750
OG0009945	El001G009270	AL6G43910
OG0009946	El001G009200	AL6G43980, AL6G44000
OG0009947	El001G008540	AL6G44650
OG0009948	El001G008320	AL6G44720
OG0009949	El001G007120	AL6G46500
OG0009951	El001G006060	AL6G47480
OG0009952	El001G005690	AL6G47830
OG0009954	El001G005380	AL6G48100
OG0009955	El001G005360	AL6G48130
OG0009957	El001G004890	AL6G48670
OG0009958	El007G360980	AL8G15390
OG0009959	El007G362600	AL8G14030
OG0009960	El007G363160	AL8G13570, AL8G13610
OG0009961	El007G363330	AL8G13430
OG0009962	El007G363340	AL8G13420
OG0009963	El007G364670	AL8G12410
OG0009964	El007G364880, El007G364780	AL8G12040
OG0009964	El007G364830, El007G364870, El007G364770	AL8G12030
OG0009965	El007G365400	AL8G11790
OG0009967	El007G365980	AL8G11270
OG0009968	El006G279830	AL4G47570, AL7G17990
OG0009969	El007G366810	AL8G10320
OG0009970	El007G366850	AL8G10290
OG0009971	El007G366590	AL8G10510
OG0009972	El003G179770	AL9U11910
OG0009973	El005G264670	AL3G37930
OG0009974	El003G145110	AL7G13820
OG0009975	El003G177840, El003G177870	AL9U10380
OG0009976	El001G024960	AL5G35260
OG0009977	El003G177240	AL7G43170
OG0009978	El003G176740	AL7G42800, AL5G12160
OG0009979	El003G175660	AL7G42150
OG0009980	El003G174820	AL7G41540
OG0009981	El003G174330	AL7G41100
OG0009982	El005G259720	AL3G35600, AL7G43520, AL5G19540
OG0009983	El003G189910	AL7G50200
OG0009984	El003G190020	AL7G50190
OG0009986	El003G190710	AL7G49830
OG0009987	El003G190740, El003G190730	AL7G49770
OG0009988	El006G291140	AL4G36240
OG0009989	El003G192620	AL7G48080
OG0009990	El003G193140	AL7G47680
OG0009991	El003G193460	AL7G47260
OG0009992	El001G009710	AL6G43450
OG0009993	El006G279770	AL4G47630
OG0009994	El006G280180	AL4G47200
OG0009995	El006G280480	AL4G46920
OG0009996	El006G280510	AL4G46890
OG0009997	El006G281140	AL4G46240
OG0009999	El006G281250	AL4G46090
OG0010000	El006G281850	AL4G45520
OG0010001	El006G281880	AL4G45490
OG0010002	El006G282530	AL4G44970
OG0010003	El006G282920	AL4G44670
OG0010004	El006G283060	nbis-gene-1163
OG0010005	El006G283150	AL4G44370
OG0010006	El006G283160	AL4G44360
OG0010007	El006G283570	AL4G44030
OG0010008	El006G283610	AL4G44010
OG0010009	El005G279550	AL3G54110, AL3G54090
OG0010010	El006G284840	AL4G42850
OG0010011	El006G285060	AL4G42630
OG0010012	El006G285070	AL4G42620
OG0010013	El006G285160	AL4G42500
OG0010014	El006G285320	AL4G42350
OG0010015	El006G285750	AL4G41780
OG0010016	El006G285790	AL4G41730
OG0010017	El006G285820	AL4G41710
OG0010018	El006G285840	AL4G41680
OG0010019	El006G287120	AL4G40430
OG0010020	El006G287040	AL4G40490
OG0010021	El001G029100	AL5G39280
OG0010022	El006G287410	AL4G40140
OG0010023	El006G287650	AL4G40030
OG0010024	El006G287820	AL4G39630
OG0010025	El006G287870	AL4G39570
OG0010026	El001G080980	AL6G11360
OG0010027	El001G080970	AL6G11370
OG0010028	El001G080740	AL6G11640
OG0010029	El001G080450	AL6G11850
OG0010030	El001G080220	AL6G11950
OG0010031	El001G080020	AL6G12160
OG0010032	El001G079620	AL6G12570
OG0010033	El001G079560	AL6G12650
OG0010034	El001G079440	AL6G12700
OG0010035	El001G079370	AL6G12740
OG0010036	El001G079250	AL6G12970
OG0010037	El001G079240	AL6G12980
OG0010038	El001G078780	AL6G13450
OG0010039	El001G078690	AL6G13540
OG0010040	El001G060970	AL6G30860
OG0010041	El001G060600	AL6G31100
OG0010042	El001G060710	AL6G31070
OG0010043	El001G060050	AL6G31650
OG0010044	El001G060040	AL6G31660
OG0010045	El001G059890	AL6G31800
OG0010046	El001G059930	AL6G31760
OG0010047	El001G059570	AL6G32020
OG0010048	El001G059560	AL6G32030
OG0010049	El001G065350	AL6G26870
OG0010050	El001G059320	AL6G32260
OG0010051	El001G059190	AL6G32410
OG0010052	El001G058960	AL6G32630
OG0010054	El003G192050	AL7G48630
OG0010055	El001G057800	AL6G33610
OG0010056	El007G330160	AL8G37350
OG0010057	El007G330370	AL8G37180
OG0010058	El007G330490	AL8G37060
OG0010059	El007G330890	AL71U10010, AL8G36650
OG0010060	El007G331460	AL8G36110
OG0010061	El002G113620	AL1G41470
OG0010062	El007G332460, El004G208030, El004G208170	AL8G35220
OG0010063	El007G327360	nbis-gene-2205
OG0010064	El007G327270	AL8G40390
OG0010065	El007G327260	AL8G40410
OG0010066	El007G327190	AL8G40460
OG0010067	El007G347440, El004G208220, El004G207660, El004G207890, El004G207900, El007G336420	AL8G31270
OG0010068	El007G326580	AL8G41220
OG0010069	El007G326310	AL8G41450
OG0010070	El007G326180	AL8G41650
OG0010071	El007G326090	AL8G41730
OG0010072	El007G325350	AL8G42430
OG0010073	El007G325170	AL8G42610
OG0010074	El007G325140	AL8G42630
OG0010075	El007G324440	AL8G43260
OG0010076	El007G324400	AL8G43330
OG0010077	El007G323470	AL8G44150
OG0010078	El007G323270	AL8G44330
OG0010079	El007G323200	AL8G44400
OG0010080	El007G323180	AL8G44430
OG0010081	El007G323170	AL8G44440
OG0010082	El007G322910	nbis-gene-2218
OG0010083	El001G017360	AL5G27160, AL8G45080
OG0010084	El007G322430	AL8G45140
OG0010085	El001G021650	AL5G31840
OG0010086	El007G321930	AL8G45680
OG0010087	El001G000110	AL6G53440
OG0010088	El001G000760	AL6G52790
OG0010089	El001G000700	AL6G52840
OG0010090	El002G102460	AL1G30700
OG0010091	El001G001010	AL6G52130
OG0010092	El001G001670	AL6G51900
OG0010093	El001G002100	AL6G51420
OG0010094	El001G002670	AL6G51000
OG0010095	El001G002720	AL6G50940
OG0010096	El001G002860	AL6G50770
OG0010097	El001G003100	AL6G50490
OG0010098	El001G003290	AL6G50320
