Orthogroup	Erysimum_linariifolium	Camelina_sativa
OG0008846	El006G279800	XP_019100688.1, XP_010507821.2
OG0008847	El006G279850	XP_010506841.1, XP_010518514.1, XP_010507830.1
OG0008848	El006G279900	XP_010506831.1, XP_010507835.1, XP_010518507.1
OG0008849	El006G281190	XP_010518349.1, XP_010506687.1, XP_010507982.1
OG0008850	El006G281270	XP_010518341.1, XP_010506676.1, XP_010507990.1
OG0008851	El006G281460	XP_010506659.1, XP_010518324.1, XP_010508006.1
OG0008852	El006G281950	XP_010508059.1, XP_019082422.1, XP_010506614.1
OG0008853	El006G282040	XP_010518269.1, XP_010508065.1, XP_010506604.1
OG0008854	El006G282590	XP_010518192.1, XP_010506552.1, XP_010508116.1
OG0008855	El006G283000	XP_010413062.1, XP_010506484.1, XP_010508173.1
OG0008856	El006G283200	XP_010506458.1, XP_010508201.1, XP_010518133.1
OG0008857	El006G283350	XP_010518125.1, XP_010508209.1, XP_010506449.1
OG0008858	El006G283420	XP_010518115.1, XP_010506442.1, XP_010508217.1
OG0008859	El001G031920	XP_010512329.1, XP_010413591.1
OG0008860	El006G284590	XP_010506332.1, XP_010508325.1, XP_010518011.1
OG0008861	El006G284760	XP_010517839.1, XP_010506143.1, XP_010508493.1
OG0008862	El006G284800	XP_010508349.1, XP_010506308.1, XP_010517983.1
OG0008863	El006G284810	XP_010506305.1, XP_010508350.1
OG0008864	El006G285010	XP_010506281.1, XP_010508372.1, XP_010517960.1
OG0008865	El006G285570	XP_010506201.1, XP_010508446.1, XP_010517889.1
OG0008866	El006G285830	XP_010508475.1, XP_010506161.1
OG0008867	El001G030680	XP_010512141.1, XP_010413748.1, XP_010469370.1
OG0008868	El001G045560, El006G286320	XP_010517806.1, XP_010508539.1, XP_010506105.1
OG0008869	El006G286680	XP_010508577.1, XP_010517767.1
OG0008870	El006G286720	XP_010507700.1, XP_010517756.1, XP_010506062.1, XP_010508582.1
OG0008871	El006G286750	XP_010508584.1, XP_010506058.1, XP_010517755.1
OG0008872	El001G069880	XP_010419753.1, XP_010491916.1, XP_010453220.1
OG0008873	El006G287370	XP_010507688.1, XP_010413001.1, XP_010508675.1
OG0008874	El006G287660	XP_010505961.1, XP_010517665.1, XP_010508684.1
OG0008875	El006G287890	XP_010508716.1, XP_010517640.1, XP_010505927.1
OG0008876	El006G287910	XP_010505926.2, XP_019082314.1, XP_010508717.1
OG0008877	El001G081520	XP_010423946.1, XP_010490576.1, XP_010451997.1
OG0008878	El001G081420	XP_010490588.1, XP_010423928.1, XP_010452006.1
OG0008879	El001G081340	XP_010452011.1, XP_010490595.1, XP_019084601.1
OG0008880	El001G081220	XP_010423912.1, XP_010452024.1, XP_010490606.1
OG0008881	El001G080710	XP_010423864.1, XP_010452082.1, XP_010490696.1
OG0008882	El001G080180	XP_010490735.1, XP_010423832.1, XP_010452120.1
OG0008883	El001G079780	XP_010452179.1, XP_010490785.1
OG0008884	El001G079020	XP_010423679.1, XP_010452260.1, XP_010490857.1
OG0008885	El001G078910	XP_010423663.1, XP_010490868.1, XP_010452272.1
OG0008886	El001G078740	XP_010423652.1, XP_010452287.1, XP_010490883.1
OG0008887	El001G078400	XP_010423614.1, XP_010490925.1
OG0008888	El001G060950	XP_010492996.1, XP_010454211.1, XP_010420741.2
OG0008889	El001G060580	XP_010493036.1, XP_010454244.1
OG0008890	El001G060520	XP_010493041.1, XP_010420776.1
OG0008891	El001G060450	XP_010420786.1, XP_010493050.1, XP_010454257.1
OG0008892	El001G060020	XP_010493120.1, XP_010454316.1, XP_010420852.1
OG0008893	El001G059990	XP_010420853.1, XP_010493122.1, XP_010454318.1
OG0008894	El001G060410	XP_010420790.1, XP_010493055.1, XP_010454259.1
OG0008895	El001G059530	XP_010454357.1, XP_010420889.1, XP_010493157.1
OG0008896	El007G330060	XP_010443893.1, XP_010456788.1, XP_010483741.1
OG0008897	El001G059100	XP_010493210.1, XP_010420943.1, XP_010454409.1
OG0008898	El001G059080	XP_010493212.1, XP_019084755.1, XP_019090077.1
OG0008899	El001G058840	XP_010420964.1, XP_010493238.1, XP_010454438.1
OG0008900	El001G058770	XP_010420976.1, XP_010454451.1, XP_010493247.1
OG0008901	El001G058710	XP_010493251.1, XP_010454454.1, XP_010420979.1
OG0008902	El001G058550	XP_010454466.2, XP_010420992.1, XP_010493261.1
OG0008903	El001G058170	XP_010421022.1, XP_010454498.1
OG0008904	El001G058120	XP_010493323.1, XP_010421028.1, XP_010454501.1
OG0008905	El001G057460	XP_010454562.1, XP_010421081.1, XP_010493398.1
OG0008906	El001G057160	XP_010493408.1, XP_010454579.1, XP_010421097.1
OG0008907	El007G330220	XP_010443872.1, XP_010456674.1, XP_010483721.1
OG0008908	El007G330720	XP_010443813.1, XP_010456108.1
OG0008909	El007G326670	XP_010461119.1, XP_010444311.1
OG0008910	El007G331000	XP_010483642.1
OG0008911	El007G331010	XP_019095512.1, XP_010455759.1
OG0008912	El007G331090	XP_010483632.1, XP_010443770.1, XP_010455671.1
OG0008913	El007G331170	XP_010455528.1, XP_010483624.1, XP_019088126.1
OG0008914	El007G331210	XP_010443753.1, XP_010483621.1, XP_010455489.1
OG0008915	El007G332030	XP_010483536.1, XP_010454733.1, XP_010443665.1
OG0008916	El007G332130	XP_010483528.1, XP_010454666.1, XP_010443659.1
OG0008917	El007G331550	XP_010455175.1, XP_010443717.1, XP_010483597.1
OG0008919	El007G332230	XP_010443652.1, XP_010483518.1
OG0008920	El007G332340	XP_010454521.1, XP_010483509.1, XP_010443645.1
OG0008921	El007G332390	XP_010443641.1, XP_010454555.1, XP_010483506.1
OG0008922	El007G326780	XP_010444296.1, XP_010484133.1, XP_010460987.1
OG0008923	El007G326720	XP_019095947.1, XP_010444304.1, XP_010461069.1
OG0008924	El002G090940	XP_010488594.1, XP_010475612.1, XP_010458054.1
OG0008925	El007G326600	XP_010484157.1, XP_010461177.1, XP_010444315.1
OG0008926	El007G326280	XP_010461503.1, XP_010484191.1
OG0008927	El007G326130	XP_010484212.1, XP_010461672.1
OG0008928	El007G325780	XP_010484252.1, XP_010444403.1, XP_010462916.1
OG0008929	El007G325610	XP_010462770.1, XP_019095773.1, XP_010444424.1
OG0008930	El007G325260	XP_010484307.1, XP_010444468.1, XP_010462444.1
OG0008931	El007G325150	XP_010462275.1, XP_010484315.1, XP_010444486.1
OG0008932	El007G325130	XP_010484318.1, XP_010462232.1, XP_010444490.1
OG0008933	El007G324070	XP_010444616.1, XP_010484447.1, XP_019094449.1
OG0008934	El007G323910	XP_010463908.1, XP_010484480.1, XP_010444630.1
OG0008935	El007G323720	XP_010464139.1, XP_010484507.1
OG0008936	El007G323560	XP_010444673.1, XP_019096046.1, XP_010464277.1
OG0008937	El007G323160	XP_010444709.1, XP_010484568.1, XP_010464727.1
OG0008938	El007G322960	XP_010444729.1, XP_010484586.1, XP_010464858.1
OG0008939	El007G322940	XP_010444731.1, XP_010464881.1, XP_010484591.1, XP_010484587.1
OG0008940	El007G322810	XP_010465067.1, XP_010444752.1
OG0008941	El007G322590	XP_010484630.1, XP_010444783.1, XP_010465327.1
OG0008942	El007G322510	XP_010465469.1, XP_010484638.1, XP_010444793.1
OG0008943	El007G322490	XP_010444796.1, XP_010484644.1, XP_010465492.1
OG0008944	El007G322360	XP_010484662.1, XP_010444813.1, XP_010465682.1
OG0008945	El007G322180	XP_019087703.1, XP_010484678.1, XP_010465855.1
OG0008946	El007G321950	XP_010484705.1, XP_010466350.1, XP_010444860.1
OG0008947	El001G000750	XP_010456256.1, XP_010466626.1
OG0008948	El002G082950	XP_010474800.1, XP_010479778.1, XP_010457082.1
OG0008949	El001G000500	XP_010426983.1, XP_010456292.1, XP_010419576.1
OG0008950	El001G000400	XP_010456302.1, XP_010419563.1, XP_010426845.1
OG0008951	El001G000360	XP_019084720.1, XP_010456306.1, XP_010466590.2
OG0008952	El001G000960	XP_010427535.1, XP_010456234.1, XP_010422800.1
OG0008953	El001G001300	XP_010422750.1, XP_010456190.1
OG0008954	El001G001570	XP_010456160.1, XP_010428281.1
OG0008955	El001G002340	XP_010429125.1, XP_010422645.1
OG0008956	El006G313510	XP_010472620.2, XP_010417371.1, XP_010429609.1
OG0008957	El001G002790	XP_010422614.1, XP_010456054.1, XP_010429456.1
OG0008958	El001G003330	XP_010422549.1, XP_010455987.1, XP_010430119.1
OG0008959	El001G003430	XP_010430291.1, XP_010455922.1, XP_010422537.1
OG0008960	El001G003770	XP_019089073.1, XP_010422503.2
OG0008961	El001G003790	XP_010430712.1, XP_019084154.1
OG0008962	El006G298600	XP_010413883.1, XP_010469486.1, XP_019101330.1
OG0008963	El007G359760	XP_010494370.1, XP_010481815.1, XP_010441973.1
OG0008964	El007G359740	XP_010441978.1, XP_010481817.1, XP_010494368.1
OG0008965	El007G359220	XP_010494336.1
OG0008965	El003G162370	XP_010442007.1, XP_010481848.1
OG0008966	El007G359190	XP_010481851.1, XP_010442011.1, XP_010494335.1
OG0008967	El006G298670	XP_010413890.1, XP_019085954.1, XP_010469494.1, XP_010509906.1
OG0008968	El006G298880, El006G297470, El006G297280	XP_010413905.1, XP_010469511.1, XP_010509920.1
OG0008969	El006G298760	XP_010509912.1, XP_010413895.2, XP_010469501.2
OG0008970	El006G299210	XP_010413940.1, XP_010509956.1, XP_010469538.1
OG0008971	El006G299150	XP_019094153.1, XP_010413935.1, XP_010509959.1
OG0008972	El006G299550	XP_010469567.1, XP_010509994.1, XP_010413974.1, XP_010469568.1
OG0008972	El003G185380, El003G185420	XP_010451693.1
OG0008973	El006G299590	XP_010469574.1, XP_010413983.1, XP_010510000.1
OG0008974	El006G299620	XP_010413987.1, XP_010469578.1, XP_019101351.1
OG0008975	El002G121760, El002G141570	XP_010501253.1, XP_010480194.1, XP_010462493.1
OG0008976	El006G300340	XP_019093714.1, XP_010497013.1, XP_019101069.1, XP_019100806.1, XP_019101111.1, XP_019083004.1, XP_019101370.1, XP_010481691.1, XP_019097822.1
OG0008977	El006G301010	XP_010469707.1, XP_010414130.1, XP_010510199.1
OG0008978	El006G301160	XP_010414147.1, XP_010469739.1, XP_010510217.1
OG0008979	El006G301390	XP_010469762.1, XP_010414182.1, XP_010510241.1
OG0008980	El006G301700	XP_010469784.1, XP_010414201.1
OG0008981	El006G301940	XP_010510304.1, XP_010469812.1
OG0008982	El006G302410, El002G090440	XP_010469875.1, XP_010510384.1, XP_010442279.1, XP_010493680.1, XP_010482103.1
OG0008983	El006G302450, El006G302480	XP_010418763.1, XP_010513216.1, XP_010469880.2
OG0008984	El006G303650	XP_010469957.1, XP_019083062.1, XP_010510495.1
OG0008985	El006G304170	XP_010510543.1, XP_010414448.1, XP_010470002.1
OG0008986	El006G304190	XP_010414451.2, XP_010510547.1, XP_010470007.2
OG0008987	El006G304370	XP_010510563.1, XP_010470027.1, XP_010414464.1
OG0008988	El006G304400	XP_010470033.1, XP_019083086.1, XP_010510567.1
OG0008989	El006G304900	XP_010510599.1, XP_010470059.1
OG0008990	El006G304940	XP_010474004.1, XP_010470062.1, XP_010414499.1, XP_010510610.1
OG0008991	El006G305300	XP_010470087.1, XP_010414533.1, XP_010510628.1
OG0008992	El006G305450	XP_010510645.1
OG0008993	El006G305720	XP_010470138.1, XP_010414589.1, XP_010510684.1
OG0008994	El006G306280	XP_010510736.1, XP_010417923.1, XP_010473166.1
OG0008995	El006G306300	XP_010473165.1, XP_010417920.1, XP_010510737.1
OG0008996	El006G307450	XP_010417875.1, XP_010473116.1, XP_010510793.1
OG0008997	El006G307090, El006G307290	XP_010417881.1, XP_010510787.1, XP_010473120.1
OG0008998	El006G307210	XP_010473135.1, XP_010510780.1, XP_010417897.1
OG0008999	El006G306680	XP_010510766.1, XP_019094133.1
OG0009000	El006G307520	XP_010510800.1, XP_010417871.1, XP_010473111.1
OG0009001	El006G311510	XP_010429671.1, XP_010417442.1, XP_010472677.1
OG0009002	El006G313790	XP_010429581.1, XP_010472592.1, XP_010417350.1
OG0009003	El006G313820	XP_010472594.1, XP_010429580.1, XP_010417351.1
OG0009004	El003G156710	XP_010433361.1, XP_010438606.1
OG0009005	El003G156760	XP_010433366.1, XP_010438613.1, XP_010448133.1
OG0009006	El003G157270	XP_010433407.1, XP_010438659.1, XP_010448178.1
OG0009007	El005G235610	XP_010485415.1, XP_010463522.1
OG0009008	El005G235590	XP_010417087.1, XP_019092136.1, XP_010489629.1, XP_010496552.1
OG0009009	El005G235580	XP_010496310.1, XP_010485418.1, XP_010435620.1
OG0009010	El005G235330	XP_010496279.1, XP_010435652.1
OG0009011	El005G235340	XP_010496280.1, XP_010435651.1, XP_010485384.1
OG0009012	El005G235170	XP_010496440.1, XP_019096723.1, XP_010435671.1
OG0009013	El003G158100	XP_010433514.1, XP_010448282.1, XP_010438768.1
OG0009014	El003G157380	XP_010448191.1, XP_010438676.1, XP_010433422.1
OG0009015	El003G157510	XP_010448207.1, XP_010438693.1, XP_010433434.1
OG0009016	El005G236060	XP_010463584.1, XP_010485423.1, XP_010429549.1
OG0009017	El005G236340	XP_010463610.1, XP_010485453.1, XP_010451241.1
OG0009018	El005G236720	XP_010485564.1, XP_010463667.1, XP_010498637.1
OG0009019	El005G236840	XP_010485576.1, XP_010463677.1, XP_010499263.1
OG0009020	El005G237100	XP_010502050.1, XP_010485614.1, XP_010463713.1
OG0009021	El005G237200	XP_010463725.1, XP_010503306.1, XP_010485623.1
OG0009022	El005G237350	XP_010485643.1, XP_010463753.1, XP_010506077.1
OG0009023	El005G237420	XP_010485649.1, XP_010506908.1, XP_010463763.1
OG0009024	El005G237430	XP_010506826.1, XP_010485651.1
OG0009025	El005G237750	XP_010463792.1, XP_010510521.1, XP_010485683.1
OG0009026	El005G238050	XP_010467993.1, XP_010463892.1, XP_010463819.1, XP_010513039.1, XP_010489660.1, XP_010467991.1
OG0009027	El005G238560	XP_010485769.1, XP_010463870.1, XP_010517275.1
OG0009028	El005G238660	XP_010518044.1, XP_010463878.1, XP_010485777.1
OG0009029	El005G238670	XP_010485778.1, XP_010518139.1, XP_010463881.1
OG0009030	El005G238900	XP_010463906.1, XP_010485798.1, XP_010413520.1
OG0009031	El005G239040	XP_010463925.1, XP_010485824.1, XP_010415376.1
OG0009032	El005G239240	XP_019092015.1, XP_019099861.1, XP_019096297.1
OG0009033	El005G239350	XP_010485848.1, XP_010463951.1, XP_010417626.1
OG0009034	El005G239440	XP_010418051.1, XP_010485854.2, XP_010463958.1
OG0009036	El005G240010	XP_010464025.1, XP_010485916.1, XP_010423838.1
OG0009037	El005G240060	XP_010464034.1, XP_010464032.1, XP_010424413.1, XP_010485942.1
OG0009038	El005G240620	XP_010430694.1, XP_010464100.1, XP_010486029.1
OG0009039	El005G240640	XP_019096325.1, XP_010464105.1, XP_010430845.1
OG0009040	El005G241230	XP_010464174.1, XP_010486093.1, XP_010435750.1
OG0009041	El005G241460	XP_010486124.1, XP_019100249.1, XP_010464198.1
OG0009042	El005G241760	XP_010441245.1, XP_010464224.1
OG0009043	El005G241920	XP_010464248.1, XP_010443061.1, XP_010486183.1
OG0009044	El005G242180	XP_019093897.1, XP_010464282.1, XP_010486218.1
OG0009045	El005G242360	XP_010448096.1, XP_010464298.2, XP_010486241.1
OG0009046	El007G347060	XP_010482148.1, XP_010439694.1, XP_010442331.1
OG0009047	El005G242570	XP_010450495.1, XP_010464343.1
OG0009048	El005G242610	XP_010464352.1, XP_010451216.1, XP_010486280.1
OG0009049	El005G242640	XP_010486283.1, XP_010464355.1, XP_010451469.1
OG0009050	El005G243390	XP_019096295.1, XP_010459910.1, XP_010464438.1
OG0009051	El006G312150	XP_010429658.1, XP_010472664.1, XP_010417423.1
OG0009052	El005G265950, El005G266070	XP_010468442.1, XP_010497074.1, XP_010512990.1, XP_010490085.1
OG0009053	El005G243490	XP_010486384.1, XP_010461096.1, XP_010464451.1
OG0009054	El005G243550	XP_010464459.1, XP_010486388.1, XP_010461709.1
OG0009055	El002G129290	XP_010500238.1, XP_010461513.1, XP_010479117.1
OG0009056	El006G288990	XP_010508841.1, XP_010517486.1, XP_010505795.1
OG0009057	El006G289060	XP_019102563.1, XP_010505787.1, XP_010508852.1
OG0009058	El006G289110	XP_010508861.1, XP_010517470.1, XP_010505778.1
OG0009059	El006G289210	XP_010508873.1, XP_010517456.1, XP_010505765.1
OG0009060	El006G289250	XP_010508880.1, XP_010517451.1, XP_010505759.1
OG0009061	El006G289380	XP_010508893.1, XP_010517437.1, XP_010505746.1
OG0009062	El006G290120	XP_010508989.1, XP_010517325.1
OG0009063	El006G290130	XP_019102024.1, XP_019099878.1, XP_019101240.1
OG0009064	El006G290380	XP_010517305.1, XP_010505629.1, XP_010509005.1
OG0009065	El006G290800	XP_010509059.1, XP_010517259.1
OG0009066	El006G290500	XP_010505617.1, XP_010509014.1, XP_010517287.1, XP_010461597.1
OG0009067	El006G290900	XP_010517249.1, XP_010509069.1, XP_010505578.1
OG0009068	El006G291400	XP_010517191.1, XP_010509169.1, XP_010505527.1
OG0009069	El004G218740	XP_010511773.1, XP_010419063.2, XP_010470740.1
OG0009070	El006G291420	XP_010509168.1, XP_010505523.1
OG0009071	El006G294720	XP_010509509.1, XP_010516822.1, XP_010505146.1
OG0009072	El006G294650	XP_010516831.1, XP_010509500.1, XP_010505151.1
OG0009073	El006G294620	XP_010505153.1, XP_010516832.1
OG0009074	El001G023180	XP_010426893.1, XP_010515746.1, XP_010504018.1
OG0009075	El006G294250	XP_010509468.1, XP_010516869.1, XP_010505194.1
OG0009076	El006G294090	XP_010505211.1
OG0009077	El006G293610	XP_010516925.1, XP_010509416.1, XP_010505240.1
OG0009078	El006G293480	XP_010505262.1, XP_010509399.1, XP_010516950.1
OG0009079	El006G293110	XP_010509347.1, XP_010517004.1, XP_010505318.1
OG0009080	El006G292420	XP_010517062.1, XP_010505383.1, XP_010509269.1, XP_010509266.1
OG0009081	El006G292410	XP_010509268.1, XP_010517065.1, XP_010505385.1
OG0009082	El006G291580	XP_010509148.1, XP_010517165.1, XP_010505500.1
OG0009083	El006G291590	XP_010509147.1, XP_010517161.1, XP_010505498.1
OG0009084	El006G292230	XP_010509234.1, XP_010505415.1, XP_010517088.1
OG0009085	El006G291710	XP_010517144.1, XP_010505476.1, XP_010509124.1
OG0009086	El006G291870	XP_010509185.1, XP_010505458.1, XP_010517127.1
OG0009087	El006G291880	XP_010505455.1, XP_010517124.1, XP_010509187.1
OG0009088	El006G295170	XP_010509554.1, XP_010516789.1, XP_010505105.1
OG0009089	El002G099310	XP_010476605.1, XP_010496960.1, XP_019091391.1
OG0009090	El002G099330	XP_010459050.1, XP_010476608.1, XP_010496977.1
OG0009091	El002G099460	XP_010497110.1, XP_010459073.1, XP_010476626.1
OG0009092	El002G099530	XP_010476635.1, XP_010497148.1, XP_019091635.1
OG0009093	El002G099640	XP_010459098.1, XP_010497240.1, NP_001306214.1
OG0009094	El002G099710	XP_010476655.1, XP_010497299.1, XP_010459104.1
OG0009095	El002G100040	XP_010459133.1, XP_010476700.1, XP_010497556.1
OG0009097	El002G100400	XP_010459183.1, XP_010476753.1, XP_010497832.1
OG0009098	El002G100490	XP_019095094.1, XP_019091293.1, XP_010497937.1
OG0009099	El002G100520	XP_010476763.1, XP_019091292.1, XP_010497944.1
OG0009100	El002G100870	XP_010476820.1, XP_010459240.1, XP_010498018.1
OG0009101	El002G101320	XP_010480510.1, XP_010459294.1, XP_010501498.1
OG0009102	El002G101460	XP_010498080.1, XP_010459322.1, XP_010476885.1
OG0009103	El002G101490	XP_010476887.1, XP_010498085.1, XP_010459325.1
OG0009104	El002G101780	XP_010498136.1, XP_010476920.1, XP_010459367.1
OG0009105	El002G102330	XP_010498202.1, XP_010476994.1, XP_010459428.1
OG0009106	El002G102760	XP_010459483.1
OG0009107	El003G158280	XP_010438790.1, XP_010448310.1, XP_010433538.1
OG0009108	El002G102810	XP_010498269.1, XP_010459497.1, XP_010477052.1
OG0009109	El002G102830	XP_010462774.1, XP_010459500.1, XP_010498271.1, XP_010477053.1
OG0009110	El002G103270	XP_010477106.1, XP_010459562.1, XP_010498312.1
OG0009111	El002G104240	XP_010477218.1, XP_010459671.1, XP_010498417.1
OG0009112	El002G104250	XP_010477219.1, XP_010459672.1, XP_019099087.1
OG0009113	El002G104530	XP_010498449.1, XP_010477251.1
OG0009114	El002G105350	XP_010498551.1, XP_010459791.1, XP_010477353.1
OG0009115	El002G105490	XP_010477371.1, XP_019090819.1, XP_010498563.1
OG0009116	El001G024930	XP_010427090.1, XP_010515938.1
OG0009117	El002G106370	XP_010459912.1, XP_010477439.1, XP_010498648.1
OG0009118	El002G106490	XP_010477455.1, XP_010498663.1, XP_010459927.1
OG0009119	El002G106500	XP_010477456.1, XP_010498664.1, XP_010459928.1
OG0009120	El002G107810	XP_010477531.1, XP_010498753.1, XP_010460031.1
OG0009121	El002G107840	XP_010477533.1, XP_010460033.1
OG0009122	El002G108360	XP_010498811.1, XP_010477593.1, XP_010460085.1
OG0009123	El002G108670	XP_010498841.1, XP_010460119.1, XP_010477628.1
OG0009124	El002G108780	XP_019091208.1
OG0009125	El002G109120, El002G109130, El003G188910	XP_010477677.1, XP_010460149.1
OG0009126	El002G109960, El002G136990	XP_010477773.1, XP_010460224.1, XP_010498970.1
OG0009127	El002G110190	XP_010477790.1, XP_010498980.1
OG0009128	El002G111420	XP_010460269.1, XP_010477821.1, XP_010499001.1
