Orthogroup	Erysimum_linariifolium	Arabidopsis_arenosa
OG0009355	El004G224190	jg2860
OG0009356	El004G231580	jg3500
OG0009357	El004G230340	jg3396
OG0009358	El004G230240	jg3388
OG0009359	El004G230000	jg3366
OG0009360	El005G259360	jg26312
OG0009361	El004G229930	jg3357
OG0009362	El004G229850	jg3351
OG0009363	El004G228320	jg3226
OG0009364	El004G227750	jg3173
OG0009365	El004G227490	jg3147
OG0009366	El004G227470	jg3145
OG0009367	El004G227070	jg3105
OG0009368	El004G227040	jg3101
OG0009369	El004G227020	jg3099
OG0009370	El004G226220	jg3025
OG0009371	El004G225900	jg2998
OG0009372	El002G102430	jg30352
OG0009373	El004G225770	jg2991
OG0009374	El004G225730	jg2987
OG0009375	El004G225580, El004G225570	jg2976
OG0009376	El001G064670, El003G149800, El005G267360	jg22956
OG0009377	El004G225120	jg2941
OG0009378	El004G224740	jg2899
OG0009379	El004G224700	jg2893
OG0009380	El004G224610	jg2887
OG0009381	El004G224490	jg2879
OG0009382	El004G224340	jg2865
OG0009383	El004G231680	jg3510
OG0009384	El004G231740	jg3515
OG0009385	El004G231790	jg3519
OG0009386	El004G231960	jg3538
OG0009387	El004G231990	jg3541
OG0009388	El004G232040	jg3546
OG0009389	El004G232200	jg3559
OG0009390	El004G232370	jg3581
OG0009391	El004G232570	jg3598
OG0009392	El004G233360	jg3663
OG0009393	El004G233380	jg3665
OG0009394	El004G233470	jg3675
OG0009395	El004G233880	jg3713
OG0009396	El004G234270	jg3746
OG0009397	El004G234360	jg3755
OG0009398	El004G234550	jg3772
OG0009399	El004G234570	jg3774
OG0009400	El004G234700	jg3785
OG0009401	El005G248600	jg25236
OG0009402	El005G248860	jg25261
OG0009403	El005G248960	jg25273
OG0009404	El005G248980	jg25275
OG0009405	El005G249170	jg25297
OG0009406	El005G249300	jg25315
OG0009407	El005G249480	jg25337
OG0009408	El005G249740	jg25368
OG0009409	El005G250500	jg25436
OG0009410	El005G250540	jg25439
OG0009411	El005G250650	jg25446
OG0009412	El005G250720	jg25453
OG0009413	El005G250860	jg25471
OG0009414	El005G251030	jg25489
OG0009416	El005G251470	jg25528
OG0009417	El005G251510	jg25531
OG0009418	El005G251530	jg25533
OG0009419	El005G252330	jg25614
OG0009420	El005G252450	jg25622
OG0009421	El005G252470	jg25624
OG0009422	El005G252510	jg25628
OG0009423	El005G252530	jg25630
OG0009424	El005G252860	jg25658
OG0009425	El005G252900	jg25662
OG0009426	El005G252950	jg25668
OG0009427	El005G253600	jg25751
OG0009428	El005G253660	jg25762
OG0009429	El005G253680	jg25763
OG0009430	El005G254130	jg25814
OG0009431	El005G254230	jg25828
OG0009432	El005G275900, El005G254240	jg25829
OG0009433	El001G000830	jg8168
OG0009434	El005G254550	jg25868
OG0009435	El005G255140	jg25926
OG0009436	El005G255410	jg25946
OG0009437	El005G255680	jg25969
OG0009438	El005G255890	jg25989
OG0009439	El005G255930	jg25993
OG0009440	El005G256330	jg26032
OG0009441	El005G256930	jg26081
OG0009442	El005G257000	jg26091
OG0009443	El005G257010	jg26092
OG0009444	El005G257500	jg26139
OG0009445	El005G257580	jg26146
OG0009446	El005G258060	jg26187
OG0009447	El005G258240	jg26202
OG0009448	El005G258290	jg26204
OG0009449	El005G258390	jg26212, jg16924
OG0009450	El005G258880	jg26258
OG0009451	El005G259170	jg26292
OG0009452	El005G260030	jg26364
OG0009453	El005G261110	jg26454
OG0009454	El005G261320	jg26474
OG0009455	El005G262500	jg26527
OG0009456	El005G264910	jg26595
OG0009457	El005G264920	jg26597
OG0009458	El005G268670, El005G268740	jg26857, jg26856
OG0009459	El007G342620	jg21812
OG0009460	El005G271420	jg27273
OG0009461	El005G271360	jg27266
OG0009462	El005G271570	jg27359
OG0009463	El005G271710	jg27391
OG0009464	El005G271720	jg27392
OG0009466	El001G069610	jg5030
OG0009467	El005G273100	jg27600
OG0009468	El005G273110	jg27602
OG0009469	El005G273130	jg27606
OG0009470	El005G273180	jg27610
OG0009471	El005G274590	jg27845
OG0009472	El005G274870	jg27869
OG0009473	El005G274920	jg27880
OG0009474	El005G275480	jg27925
OG0009475	El005G276880	jg28011
OG0009476	El005G277490, El005G277510	jg28092
OG0009477	El005G278000	jg28143
OG0009478	El005G278730	jg28246
OG0009479	El005G278750	jg28247
OG0009480	El005G278810	jg28252
OG0009481	El005G278900	jg28267
OG0009482	El005G279480	jg28312
OG0009483	El002G141240	jg33782
OG0009484	El002G140280	jg33688
OG0009485	El002G140080	jg33673
OG0009486	El002G139690	jg33637
OG0009487	El002G139340	jg33601
OG0009488	El002G139320	jg33599
OG0009489	El002G138900	jg33558
OG0009490	El002G138550	jg33518
OG0009491	El002G137990	jg33500
OG0009492	El002G137860	jg33485
OG0009493	El002G137210	jg33433
OG0009494	El002G135180	jg33227
OG0009495	El002G135460	jg33260
OG0009496	El002G134600	jg33176
OG0009497	El002G134420	jg33146
OG0009498	El002G134260	jg33135
OG0009499	El001G067940	jg5182
OG0009500	El002G133930	jg33098
OG0009501	El002G133720	jg33078
OG0009502	El002G133610	jg33075
OG0009503	El001G034870	jg16334
OG0009504	El002G132910	jg32995
OG0009505	El002G132860	jg32988
OG0009506	El002G132780	jg32980
OG0009507	El006G296620	jg18568
OG0009508	El006G296680	jg18563
OG0009509	El006G296890	jg18542
OG0009510	El001G022230	jg15094
OG0009511	El001G022440	jg15119
OG0009513	El001G023390	jg15210
OG0009514	El001G023790	jg15250
OG0009515	El001G023750	jg15246
OG0009516	El001G024120	jg15281
OG0009517	El001G024510	jg15321
OG0009518	El001G024750	jg15341
OG0009519	El001G024840	jg15351
OG0009520	El001G024860	jg15355
OG0009521	El001G021970	jg15053
OG0009522	El001G024890	jg15357
OG0009523	El007G356410, El007G356420, El007G356400	jg21139
OG0009524	El001G025470	jg15403
OG0009525	El001G025460	jg15402
OG0009526	El006G291180	jg19071
OG0009527	El001G025590	jg15413
OG0009528	El001G025800	jg15429
OG0009529	El001G026300	jg15475
OG0009530	El001G027250	jg15565
OG0009531	El001G027270	jg15567
OG0009532	El001G027500	jg15590
OG0009533	El001G027600	jg15599
OG0009534	El001G028300	jg15690
OG0009535	El001G028360	jg15684
OG0009536	El001G028450	jg15678
OG0009537	El001G029500	jg15819
OG0009538	El001G029710	jg15834
OG0009539	El001G029770	jg15839
OG0009540	El001G030440	jg15907
OG0009541	El001G030600	jg15941
OG0009542	El001G030880	jg15974
OG0009543	El001G031040	jg15992
OG0009544	El001G056440, El003G188750	jg6209
OG0009545	El001G032250	jg16111
OG0009546	El001G032270	jg16112
OG0009547	El001G032450	jg16128
OG0009548	El001G033000	jg16164
OG0009549	El001G033140	jg16177
OG0009550	El001G033170	jg16179
OG0009551	El001G033650	jg16217
OG0009552	El001G034680	jg16312
OG0009553	El001G034690	jg16313
OG0009554	El001G035430	jg16382
OG0009555	El001G035540	jg16399, jg16392, jg16408, jg16400
OG0009556	El001G035630	jg16415
OG0009557	El001G032710	jg16140
OG0009558	El028G373590	jg23832
OG0009559	El002G137400	jg33447
OG0009561	El002G133490	jg33069
OG0009562	El003G146390	jg8756
OG0009563	El001G028550	jg15669
OG0009564	El007G322780	jg23724
OG0009565	El007G361530	jg20665
OG0009567	El003G158240	jg9832
OG0009568	El006G292340	jg18957
OG0009569	El006G291910	jg1424
OG0009570	El006G288210	jg19394
OG0009571	El006G281620	jg20046
OG0009572	El004G224820	jg2907
OG0009573	El003G155920	jg9632
OG0009574	El003G148690	jg8972
OG0009575	El003G149510	jg9067
OG0009576	El002G087470	jg28864
OG0009577	El002G091640	jg29250
OG0009579	El002G092900	jg29369
OG0009580	El002G093690	jg29467
OG0009581	El002G095330	jg29634
OG0009582	El002G095520	jg29650
OG0009583	El002G099880	jg30071
OG0009585	El004G223230	jg2767
OG0009586	El004G219290	jg2418
OG0009587	El005G277440	jg28084
OG0009588	El002G130940	jg32830
OG0009593	El006G290340	jg19158, jg19109
OG0009594	El001G079120	jg4103
OG0009594	El001G079110	jg4104
OG0009595	El003G169510	jg10872
OG0009596	El002G115530, El002G114640	jg31475, jg31476, jg33222
OG0009597	El002G129360	jg32745
OG0009598	El002G130670	jg32814
OG0009599	El002G131030, El002G131130, El002G131120	jg32838
OG0009600	El002G124660, El006G299450	jg18339
OG0009601	El006G301040	jg18199
OG0009603	El001G067600	jg5214
OG0009604	El001G066540	jg5316
OG0009605	El001G066200	jg5352
OG0009606	El001G066020	jg5368
OG0009607	El001G064180	jg5507
OG0009609	El003G191680	jg12683
OG0009610	El003G193410	jg12838, jg19296
OG0009612	El001G052620	jg6439
OG0009613	El007G329200	jg23107
OG0009614	El007G329150	jg23111
OG0009615	El007G323110	jg23701
OG0009616	El007G323050	jg23708
OG0009618	El007G363050	jg6644, jg1837, jg301, jg1039, jg17279
OG0009621	El006G301800	jg18132
OG0009622	El001G021940	jg15051
OG0009623	El007G357750	jg15920
OG0009625	El007G348190	jg21404
OG0009635	El005G279410	jg28299
OG0009636	El003G168890, El006G319880	jg10817
OG0009637	El003G153430, El003G154260	jg9494
OG0009638	El003G153660	jg9462
OG0009639	El003G153410	jg9441
OG0009640	El003G153290	jg9430
OG0009641	El003G152980, El008G370520	jg9396
OG0009642	El003G152720	jg9376
OG0009643	El003G152480	jg9353
OG0009645	El003G152220	jg9328
OG0009646	El003G151880	jg9291
OG0009647	El002G130920	jg32826
OG0009648	El005G243630, El003G151210	jg9229
OG0009649	El003G150270	jg9142
OG0009650	El003G149820	jg9100
OG0009651	El003G149880	jg9107
OG0009652	El003G149540	jg9069
OG0009653	El003G149220	jg9036
OG0009654	El001G058730	jg5988
OG0009655	El003G148880	jg8994
OG0009656	El003G148840	jg8990
OG0009657	El003G148520	jg8965
OG0009658	El005G273200	jg27614
OG0009659	El003G148140	jg8921
OG0009660	El003G147490	jg8860
OG0009661	El003G147380	jg8850
OG0009662	El001G057530	jg6112
OG0009663	El003G147170	jg8827
OG0009664	El002G118020	jg31687
OG0009665	El002G118890	jg31799
OG0009666	El002G119070	jg31818
OG0009667	El002G119080	jg31819
OG0009668	El002G119160	jg31831
OG0009669	El002G119720	jg31882
OG0009670	El002G119740	jg31884
OG0009671	El002G119890	jg31899
OG0009673	El003G162540	jg10232
OG0009674	El002G120150	jg31915
OG0009675	El002G120190	jg31919
OG0009676	El002G120200	jg31921
OG0009677	El002G120220	jg31927
OG0009678	El003G170120	jg10920
OG0009679	El003G170180	jg10923
OG0009680	El003G171230	jg11005
OG0009681	El003G171340	jg11020
OG0009682	El004G208600	jg1431
OG0009683	El004G206370	jg1342
OG0009684	El004G206310	jg1335
OG0009685	El004G206280	jg1333
OG0009687	El004G203460	jg1168
OG0009688	El004G202140	jg1049
OG0009689	El004G202150	jg1053
OG0009690	El004G201600	jg1002
OG0009691	El004G200140	jg878
OG0009692	El004G200120	jg874
OG0009693	El004G199090	jg767
OG0009695	El001G036240	jg12927
OG0009696	El001G036260	jg12929
OG0009697	El001G036290	jg12932
OG0009698	El002G099060	jg29985
OG0009699	El001G036350	jg12938
OG0009700	El001G036560	jg12963
OG0009701	El002G098580	jg29937
OG0009702	El001G037250	jg13032
OG0009703	El001G038110	jg13105
OG0009704	El001G038850	jg13174
OG0009705	El001G038950	jg13181
OG0009706	El001G038970	jg13183
OG0009707	El001G039670	jg13232
OG0009708	El001G039700	jg13233
OG0009709	El001G040080	jg13271
OG0009710	El001G040830	jg13335
OG0009711	El001G040950	jg13345
OG0009712	El001G041240	jg13369
OG0009713	El001G041250	jg13370
OG0009714	El001G042330	jg13476
OG0009715	El001G042630	jg13522
OG0009716	El001G044390	jg13683
OG0009717	El001G044430	jg21406
OG0009718	El001G044480	jg13699
OG0009719	El001G045190	jg13756
OG0009720	El001G045890	jg13827
OG0009721	El001G045900	jg13829
OG0009722	El003G188460	jg12431
OG0009724	El004G217210	jg2234
OG0009725	El004G215810	jg2116
OG0009726	El004G215130	jg2045
OG0009727	El004G214980	jg2033
OG0009728	El004G213630	jg1932
OG0009729	El004G213210	jg1908
OG0009730	El004G213050	jg1900
OG0009731	El004G211790	jg1810
OG0009732	El004G211680	jg1802
OG0009733	El004G211500	jg1764
OG0009735	El004G193940	jg369
OG0009736	El004G194120	jg388
OG0009737	El004G194280	jg395
OG0009738	El004G194790	jg447
OG0009739	El004G195170	jg470
OG0009740	El004G195660	jg496
OG0009741	El004G196630	jg573
OG0009742	El004G197060	jg601
OG0009743	El002G095980	jg29695
OG0009744	El004G198320	jg697
OG0009745	El006G321170	jg16561
OG0009746	El003G158570	jg9872
OG0009747	El003G158470, El004G209660	jg9859
OG0009748	El006G288140	jg19400
OG0009749	El006G288170	jg19398
OG0009750	El006G288590	jg19356
OG0009751	El006G288610	jg19354
OG0009753	El006G288660	jg19351
OG0009754	El006G288710	jg19345
OG0009755	El006G288720	jg19344
OG0009756	El005G244450	jg24851
OG0009757	El005G244830	jg24893
OG0009758	El005G245430	jg24947
OG0009759	El004G215420	jg2068
OG0009760	El005G246480	jg25052
OG0009761	El005G246570	jg25060
OG0009762	El005G246860	jg25080
OG0009763	El005G247650	jg25142
OG0009764	El005G248090	jg25184
OG0009765	El005G274510	jg27853
OG0009767	El007G344370	jg21676
OG0009768	El007G344310	jg21678
OG0009769	El007G344150	jg21693
OG0009770	El007G344070	jg21699
OG0009771	El007G343230	jg21751
OG0009772	El007G342930, El007G342970	jg21774
OG0009773	El007G342920	jg21775
OG0009774	El007G342660	jg21810
OG0009775	El007G342580	jg21817
OG0009776	El001G067850	jg5191
OG0009777	El007G341980	jg21860
OG0009778	El007G341590	jg21891
OG0009779	El007G341430	jg21913
OG0009780	El007G341350	jg21921
OG0009781	El007G341210	jg21930
OG0009782	El007G341080	jg21946
OG0009783	El007G340590, El007G340660	jg21995
OG0009784	El007G340510	jg22004
OG0009785	El007G340390, El007G340440	jg22008
OG0009786	El007G339820	jg22055
OG0009787	El007G339880, El003G187590	jg22048
OG0009788	El007G339980	jg22042
OG0009789	El007G339760	jg22058
OG0009790	El007G339500	jg22078
OG0009791	El007G338680	jg22175
OG0009792	El007G338840	jg22151
OG0009793	El007G338890	jg22145
OG0009794	El007G338970	jg22133
OG0009795	El007G338120	jg22220
OG0009796	El007G337800	jg22284
OG0009797	El007G337630	jg22299
OG0009798	El007G337240	jg22330
OG0009799	El007G337140, El007G337110	jg22339
OG0009800	El007G336510	jg22396
OG0009801	El007G336410	jg22406
OG0009802	El007G336300	jg22420
OG0009803	El007G335850	jg22480
OG0009804	El007G335480	jg22526
OG0009805	El007G335350	jg22540
OG0009806	El007G335190	jg22558
OG0009807	El007G335090	jg22569
OG0009808	El007G334890	jg22586
OG0009809	El007G334120	jg22654
OG0009810	El007G333870	jg22674
OG0009811	El007G333830	jg22679
OG0009812	El007G333800	jg22681
OG0009813	El007G333530	jg22706
OG0009814	El007G333430	jg22715
OG0009815	El007G333410	jg22717
OG0009816	El001G030570	jg15927
OG0009817	El002G128390	jg32656
OG0009818	El001G068520	jg5133
OG0009819	El001G068570	jg5130
OG0009820	El001G069230	jg5071
OG0009821	El001G069250	jg5069
OG0009822	El001G069270	jg5066
OG0009823	El001G069280	jg5065
OG0009824	El001G069390	jg5053
OG0009825	El001G069510	jg5041
OG0009826	El001G069540	jg5038
OG0009827	El001G069620	jg5029
OG0009828	El001G070090	jg4988
OG0009829	El001G070150	jg4983
OG0009830	El001G070830, El001G070730	jg4934
OG0009831	El001G070940	jg4925
OG0009832	El001G071030	jg4918
OG0009833	El001G071090	jg4912
OG0009835	El001G071840	jg4848
OG0009836	El001G072560	jg4764
OG0009837	El007G326110	jg23427
OG0009838	El001G072770	jg4746
OG0009839	El001G073270	jg4700
OG0009840	El001G073370	jg4690
OG0009842	El001G073840	jg4636
OG0009843	El001G074110	jg4611
OG0009844	El001G074290	jg4590
OG0009845	El001G017170	jg14569
OG0009846	El003G169470	jg10869
OG0009847	El003G169030	jg10833
OG0009848	El003G168310	jg10761
OG0009849	El003G168290	jg10758
OG0009850	El003G168080	jg10748
OG0009851	El003G167650	jg10717
OG0009852	El003G167340	jg10694
OG0009853	El003G166930	jg10659
OG0009854	El003G166660	jg10644
OG0009856	El003G165000	jg10463
OG0009857	El003G164880	jg10449
OG0009858	El003G164130	jg10382
OG0009859	El003G163830	jg10356
OG0009860	El003G162330	jg10220
OG0009861	El003G162310	jg10218
OG0009862	El003G161780	jg10162
OG0009863	El003G161640	jg10153
OG0009864	El003G161590	jg10148
OG0009865	El003G160730	jg10073
OG0009866	El002G120260	jg31931
OG0009867	El002G121800	jg32042
OG0009868	El002G122350	jg32090
OG0009869	El002G122880	jg32105
OG0009870	El002G122900, El002G123160, El002G122890, El002G123170	jg32106
OG0009871	El002G122950	jg32115
OG0009872	El002G123690	jg32238
OG0009873	El002G127260	jg32535
OG0009874	El002G130250	jg32785
OG0009875	El002G125980	jg32464, jg32451
OG0009876	El002G129370	jg32746
OG0009877	El002G113770	jg31336
OG0009878	El002G114370	jg31385
OG0009879	El002G115190	jg31454
OG0009880	El002G115650	jg31499
OG0009881	El002G115670	jg31501
OG0009882	El002G115900	jg31527
OG0009883	El002G116060	jg31543
OG0009884	El002G116070	jg31544
OG0009885	El002G116510, El002G116490	jg31570
OG0009886	El002G116560	jg31578
OG0009887	El002G116600	jg31580
OG0009888	El002G117100	jg31602
OG0009889	El002G117420, El002G117430	jg31633
OG0009890	El002G117620	jg31659
OG0009891	El003G146870	jg8804
OG0009892	El003G146830	jg8800
OG0009893	El003G145990	jg8713
OG0009894	El003G145840	jg8698
OG0009895	El003G145510	jg8669
OG0009896	El003G145490	jg8667
OG0009897	El003G145410	jg8659
OG0009898	El003G145320	jg8650
OG0009899	El003G145170	jg8636
OG0009901	El006G318660	jg16789
OG0009902	El003G144830	jg8603
OG0009903	El006G318860	jg16763
OG0009904	El003G144490	jg8584
OG0009905	El003G144560	jg8575
OG0009906	El003G144320	jg8557
OG0009907	El003G144230	jg8550
OG0009908	El003G144140	jg8542
OG0009909	El003G144270, El003G143980, El003G143990	jg8530
OG0009910	El003G143900	jg8525
OG0009911	El003G143630	jg8503
OG0009912	El003G143290	jg8470
OG0009913	El003G143220	jg8464
OG0009914	El003G142890	jg8409
OG0009915	El003G142520	jg8375
OG0009916	El003G142410	jg8364
OG0009917	El003G141580	jg8270
OG0009918	El003G183600	jg11995
OG0009919	El003G181650	jg11861
OG0009920	El003G187500	jg12384
OG0009921	El003G189200	jg12505
OG0009922	El003G189260	jg12518
OG0009923	El003G189580	jg12540
OG0009924	El006G296050	jg18621
OG0009925	El006G295410	jg18694
OG0009926	El004G199360	jg797
OG0009927	El001G033270	jg16187, jg32489
OG0009928	El006G295570	jg18678
OG0009929	El006G295590	jg18675
OG0009930	El006G295690	jg18664
OG0009931	El006G295750	jg18658
OG0009932	El006G295800	jg18650
OG0009933	El001G009700	jg7302
OG0009934	El001G009780	jg7291
OG0009935	El001G010070	jg7262
OG0009936	El007G340960	jg21954
OG0009937	El006G297660	jg18514
OG0009938	El006G298250	jg18468
OG0009939	El006G298330	jg18456
OG0009940	El006G298350	jg18454
OG0009941	El007G357510	jg21028
OG0009942	El007G357250	jg21050
OG0009943	El007G355460	jg21186
OG0009944	El001G009360	jg7338
OG0009945	El001G009270	jg28034
OG0009946	El001G009200	jg7358, jg7361, jg7360, jg7362
OG0009947	El001G008540	jg7409
OG0009948	El001G008320	jg7416
OG0009949	El001G007120	jg7578
OG0009951	El001G006060	jg7657
OG0009952	El001G005690	jg7689
OG0009953	El001G005610	jg7696
OG0009954	El001G005380	jg7713
OG0009955	El001G005360	jg7720
OG0009957	El001G004890	jg7770
OG0009958	El007G360980	jg20720
OG0009959	El007G362600	jg20597
OG0009960	El007G363160	jg20568
OG0009961	El007G363330	jg20554
OG0009962	El007G363340	jg20553
OG0009963	El007G364670	jg20461
OG0009964	El007G364880, El007G364780	jg20430
OG0009964	El007G364830, El007G364870, El007G364770	jg20429
OG0009965	El007G365400	jg20404
OG0009967	El007G365980	jg20361
OG0009968	El006G279830	jg20213, jg9022
OG0009969	El007G366810	jg20273
OG0009970	El007G366850	jg20270
