Orthogroup	Erysimum_linariifolium	Cochlearia_excelsa
OG0010453	El005G257950	g6753
OG0010454	El005G258000	g6749
OG0010455	El005G258010	g6748
OG0010456	El005G258230	g6724
OG0010457	El005G258360	g11907
OG0010459	El005G258560	g6711, g6717
OG0010460	El005G259060	g6692
OG0010461	El005G259710	g11867
OG0010462	El005G260100	g6628
OG0010463	El005G260250	g13401
OG0010464	El005G260380	g11847
OG0010465	El005G260900	g6597
OG0010466	El005G261810	g11804
OG0010467	El005G267430	g6458
OG0010468	El005G262620	g11780
OG0010469	El005G262710	g13447
OG0010470	El005G263070, El005G262930	g6556
OG0010471	El005G263860	g6549, g11766
OG0010472	El005G264400	g6544
OG0010473	El005G265010	g13470
OG0010474	El005G266710	g6491
OG0010475	El005G266840, El005G266810	g11735
OG0010476	El005G267520, El005G267450	g13494
OG0010477	El005G269070	g6392
OG0010478	El005G271400	g6333
OG0010479	El005G272430	g14345
OG0010480	El005G272920	g14257, g14260
OG0010481	El005G273290	g6147
OG0010482	El005G273320	g13703
OG0010483	El005G273660	g39572, g6387
OG0010484	El005G274150	g14060
OG0010485	El005G274170	g6120
OG0010486	El005G274330	g14050
OG0010487	El005G274550	g14041
OG0010488	El005G276720	g6008
OG0010489	El005G277990	g13906
OG0010490	El005G278020	g13805
OG0010491	El005G278120	g13901
OG0010492	El005G278240	g13895
OG0010494	El005G278530	g5935
OG0010495	El003G154820	g23513
OG0010496	El005G278630	g5929
OG0010497	El005G278820	g5909
OG0010499	El005G279080	g5901
OG0010501	El002G141400	g54385
OG0010502	El002G140770	g36726
OG0010503	El003G178810	g24798
OG0010504	El002G136020	g36514
OG0010505	El001G021770	g2470
OG0010506	El002G135190	g36164
OG0010507	El002G135640	g28040
OG0010508	El002G134970	g54198
OG0010509	El002G134740	g28053
OG0010510	El002G134700	g28055
OG0010512	El002G133600	g54136
OG0010513	El002G132580	g28095
OG0010514	El002G137320, El002G132970	g28083
OG0010515	El002G132210, El007G347630	g54084
OG0010516	El002G131940, El002G131970	g54076
OG0010517	El002G131500	g54047, g28108
OG0010520	El006G296720	g37095, g37076
OG0010521	El006G296760	g37079
OG0010522	El001G022370	g2437
OG0010523	El001G022410	g19279
OG0010524	El001G022420	g2432
OG0010525	El001G022610	g19272
OG0010526	El001G022630	g2417
OG0010527	El001G022810	g2412
OG0010528	El001G023430	g19216
OG0010530	El001G060220	g685
OG0010531	El001G023500	g2391
OG0010532	El001G023820	g19207
OG0010533	El001G023730	g2381
OG0010534	El001G023800	g2370
OG0010535	El001G024130	g19194
OG0010536	El001G024190	g2341
OG0010537	El001G024650, El001G059540, El002G085480, El002G086180, El001G028920	g19172
OG0010539	El001G025100	g2293
OG0010540	El001G025440	g19146
OG0010541	El001G025620	g2266
OG0010543	El001G025960	g2236
OG0010544	El001G026060	g2231
OG0010545	El001G026890	g19069
OG0010546	El007G352640, El001G028220	g2061, g19007
OG0010547	El001G028240	g2062
OG0010548	El001G028290	g19004
OG0010550	El001G030190	g1983, g18946
OG0010551	El001G030370	g11206
OG0010552	El001G030590	g18914
OG0010553	El001G025090	g2294, g19156
OG0010554	El001G031270	g18880
OG0010555	El001G031360	g1965
OG0010556	El001G032180	g18820
OG0010557	El001G032360	g18806
OG0010558	El001G033090	g18689
OG0010559	El001G033100	g1873
OG0010560	El001G033200	g1870
OG0010562	El001G033520	g1844
OG0010563	El001G033990	g11161
OG0010564	El001G034110	g1802
OG0010565	El001G034120	g1796
OG0010566	El001G034180	g1794
OG0010567	El001G034760, El002G123660	g18796
OG0010568	El001G035210	g18744
OG0010570	El001G035500	g18768
OG0010571	El001G035600	g18773
OG0010572	El002G099340	g31587
OG0010575	El001G022400	g2434
OG0010576	El001G025190	g2291
OG0010577	El001G029460	g2051, g45608, g18970
OG0010578	El006G289580	g51857
OG0010579	El006G288770	g38147
OG0010580	El003G152690	g23409
OG0010582	El002G084800	g30804
OG0010583	El002G087720	g30934
OG0010585	El002G090650	g49602
OG0010586	El002G092350	g49625
OG0010587	El002G095360	g27178
OG0010588	El006G303520, El006G303570, El006G303550, El006G303620, El006G303490	g27362
OG0010589	El002G106590	g27512
OG0010590	El004G222000	g44700
OG0010591	El004G219270	g41533
OG0010592	El004G218760	g44858
OG0010594	El001G040820	g1592
OG0010595	El006G305940	g37813
OG0010596	El005G267800	g13509
OG0010597	El005G260870	g6599
OG0010598	El005G254570	g12037
OG0010601	El005G248520	g12270
OG0010602	El005G248350	g7303
OG0010603	El005G244580	g12399
OG0010604	El005G244180	g7518, g13014
OG0010605	El005G242470	g7606
OG0010609	El001G075410	g26055, g29676
OG0010611	El006G320430	g36954
OG0010613	El003G167270	g17450
OG0010615	El003G169540	g24264
OG0010616	El002G116000	g32422
OG0010617	El006G299160	g51319
OG0010618	El001G072850	g5473
OG0010623	El001G048260	g10164
OG0010624	El003G153790, El003G154060, El003G153950	g47700
OG0010625	El001G012140	g11501
OG0010626	El001G058240	g787, g28877
OG0010628	El001G052310	g14921, g18551
OG0010629	El001G055130	g550
OG0010630	El007G328340	g9862
OG0010632	El002G097460	g31479
OG0010634	El002G127990	g36358, g36354
OG0010639	El004G214150, El004G214170, El004G214060, El004G214180, El007G346290, El004G214190, El004G214080, El005G267100	g6471
OG0010640	El005G272080	g50879
OG0010644	El001G047280	g4745
OG0010645	El003G169840	g24280
OG0010660	El003G155740	g17055
OG0010661	El003G155620	g47662
OG0010662	El003G155260	g23539
OG0010664	El003G152830	g23420
OG0010665	El003G152280	g23380
OG0010666	El003G141650	g18381
OG0010667	El003G151900	g47764, g23356
OG0010668	El003G151710	g23343
OG0010670	El003G151160	g47791
OG0010671	El003G150700	g23286
OG0010672	El003G150160	g23254
OG0010673	El003G149970	g47822
OG0010674	El003G149480	g23199
OG0010675	El003G149620	g47834, g23208
OG0010676	El001G058270	g785
OG0010677	El003G148730	g18184
OG0010678	El006G292780	g37222, g51648
OG0010679	El003G148310, El005G264840	g18200
OG0010680	El008G370570, El003G148460	g18194
OG0010681	El006G308660, El003G148040	g23096
OG0010683	El003G147530	g47898
OG0010685	El001G067860	g29336
OG0010686	El002G118920	g32533
OG0010687	El002G119380	g32554
OG0010688	El003G169980	g17557
OG0010689	El003G170030	g47196, g24302
OG0010690	El003G170070	g47195
OG0010691	El003G170800	g17575, g24332
OG0010692	El003G171040	g17577
OG0010694	El003G171160	g17582, g24349
OG0010695	El003G171240	g24357
OG0010696	El003G171280	g17588
OG0010697	El004G208670, El004G208430, El004G208620, El004G208520	g41122
OG0010698	El001G027850	g19021
OG0010699	El004G208370, El004G208530	g43970
OG0010700	El004G206430	g41095
OG0010701	El004G206290	g41093
OG0010702	El004G204760	g41074
OG0010703	El004G204640	g24716
OG0010704	El004G203310	g44048
OG0010706	El004G202320	g44084
OG0010707	El004G201770	g41037, g41039
OG0010708	El004G201700	g41043
OG0010709	El005G253550, El004G201630	g44103
OG0010710	El004G201510	g41036
OG0010711	El004G201400	g41031
OG0010712	El004G201360	g44111
OG0010713	El004G201330	g41027
OG0010714	El004G201150	g41025
OG0010716	El004G200610, El001G076090	g40998
OG0010717	El004G200100	g40982
OG0010718	El004G199740	g44157
OG0010719	El004G199230	g44188
OG0010720	El004G199130	g44196
OG0010722	El001G036050	g10822
OG0010723	El001G036750	g10763
OG0010724	El001G037240	g10728
OG0010725	El001G037620	g16704
OG0010726	El001G037670	g10710, g10714
OG0010727	El001G037760	g10705
OG0010728	El001G037820	g10699
OG0010729	El001G037920	g10693
OG0010730	El001G038480	g10665
OG0010731	El001G039580, El004G200350	g1564
OG0010732	El002G097030	g31453
OG0010733	El001G040250	g10591
OG0010734	El002G096800	g49870
OG0010735	El001G040380	g10585
OG0010736	El001G040490	g10578
OG0010737	El001G040720	g1588
OG0010738	El001G042530	g10475
OG0010739	El001G042610	g10467
OG0010740	El007G367000, El007G321870	g10442
OG0010741	El001G043380	g10431
OG0010742	El001G045980	g10335
OG0010743	El004G216080	g18050
OG0010744	El004G213250	g45083
OG0010745	El004G211180	g45128
OG0010746	El005G238830	g12795
OG0010747	El003G181570	g17890
OG0010748	El004G193790	g40732
OG0010749	El004G193810	g40735
OG0010750	El004G193950, El002G127960	g40748
OG0010752	El004G194200	g40767
OG0010753	El004G194490, El004G194330	g40777
OG0010754	El004G194680	g40821
OG0010755	El004G195150, El006G294810	g40804
OG0010756	El004G195680	g40792
OG0010757	El004G197360	g44240
OG0010758	El005G248280	g12278
OG0010759	El003G158270	g23711
OG0010760	El006G288130	g51980
OG0010761	El006G288510	g37374
OG0010762	El006G288440	g37376
OG0010763	El006G288890	g51924
OG0010764	El005G244170	g13013
OG0010765	El005G244290	g13020
OG0010766	El005G244610	g7493
OG0010768	El005G245540	g7444
OG0010769	El005G245550	g7443
OG0010772	El004G195480	g22915
OG0010773	El005G246490	g7397
OG0010774	El003G149500	g47838
OG0010775	El005G247070	g7375
OG0010777	El005G247890	g7332
OG0010778	El005G248030	g12290, g7322
OG0010779	El005G248050	g7320
OG0010780	El005G248180	g7313
OG0010781	El005G248190	g7312
OG0010782	El001G011540	g41148
OG0010783	El006G318540	g1475
OG0010784	El007G344860, El005G276330	g1481
OG0010785	El007G344820, El007G344810	g1461
OG0010786	El007G343870	g28262
OG0010787	El007G344110	g28250, g26853
OG0010788	El007G344060	g1405
OG0010789	El007G343850	g28306, g28267
OG0010790	El007G343450	g28288
OG0010791	El007G343120	g1345, g23799
OG0010792	El007G342880	g1340, g28323
OG0010794	El007G342540	g1331
OG0010795	El007G342170	g41172
OG0010796	El007G341930	g1316
OG0010797	El007G341400	g872
OG0010798	El007G339850	g41278
OG0010799	El007G340020	g28407
OG0010800	El007G339650	g41288
OG0010801	El007G339080	g28436, g35041, g35317, g41295, g19656
OG0010802	El007G338430	g39432
OG0010803	El007G338630, El007G338800	g28445
OG0010804	El007G338920	g931
OG0010805	El007G337690	g971
OG0010806	El003G157240	g23656
OG0010808	El007G336600	g28516
OG0010809	El007G336360, El004G207620	g1031
OG0010810	El007G336180	g1040
OG0010811	El007G335930	g1057
OG0010812	El007G334810	g39327
OG0010813	El007G334610	g1099
OG0010814	El007G334520	g39317, g39322, g28626
OG0010815	El007G334030	g1116
OG0010816	El007G333750	g28662
OG0010817	El007G333540	g28677
OG0010818	El001G068590	g5291
OG0010819	El001G069050	g29396
OG0010820	El001G069420, El006G316330	g5327
OG0010821	El001G069720	g5345
OG0010822	El001G069890	g45574
OG0010823	El001G069950	g29431
OG0010824	El001G070050	g29435
OG0010825	El001G070100	g29438
OG0010826	El001G070500	g5385
OG0010827	El001G070530	g5388
OG0010828	El001G070900	g29469
OG0010829	El001G070950, El003G174870	g29470
OG0010830	El001G071260	g5404
OG0010831	El007G324570	g9704
OG0010832	El001G071430	g5407
OG0010833	El001G071940	g5429, g29520
OG0010834	El001G071950	g29521
OG0010835	El001G072310	g29548
OG0010836	El001G072450	g45518, g5451
OG0010837	El007G326290	g246
OG0010838	El001G073310	g5499
OG0010839	El006G279650	g37778
OG0010840	El001G074380	g5547
OG0010841	El003G169860	g24284
OG0010842	El003G169150	g24238
OG0010844	El003G168180	g24185
OG0010845	El003G167980	g24179
OG0010846	El003G167930	g47277
OG0010847	El003G167860	g24173
OG0010849	El001G024050, El003G167060, El001G024040	g47296
OG0010851	El003G166380, El003G180960	g24123
OG0010853	El003G165310	g24050, g36081
OG0010854	El003G165220	g17373
OG0010855	El003G164770	g47370
OG0010856	El003G164520	g24005
OG0010857	El003G164460	g47384
OG0010858	El003G164180	g47396
OG0010859	El003G155750	g23571
OG0010861	El003G160740	g47486
OG0010862	El002G121060	g50702
OG0010863	El002G121370, El002G121290	g32679
OG0010864	El002G121550	g32692
OG0010865	El002G121720	g50716, g32705
OG0010866	El002G123450	g27868
OG0010867	El002G124390	g32891
OG0010868	El002G125550	g27961
OG0010869	El002G128020	g53850
OG0010870	El002G127400	g28180
OG0010871	El002G127180	g28205
OG0010873	El002G113700	g32312
OG0010874	El002G113890	g50456
OG0010875	El002G114280	g32353
OG0010876	El002G114300	g27658
OG0010877	El002G114350	g50488
OG0010878	El002G114730, El002G114720	g32373
OG0010880	El002G117110	g32470
OG0010881	El002G117270, El002G116820	g50547
OG0010882	El002G117440	g27713
OG0010883	El002G117680	g27720
OG0010884	El003G146590, El008G369060	g18230
OG0010885	El003G146080	g22955
OG0010886	El003G145860	g22935
OG0010887	El005G276620	g13972
OG0010888	El003G145530	g47973
OG0010889	El003G145480	g22908
OG0010890	El003G144420	g22833, g47988
OG0010891	El003G144500	g22828
OG0010892	El003G144120, El003G143930	g18289
OG0010894	El003G143380	g22738
OG0010895	El003G142830	g25989
OG0010897	El002G113420	g18341
OG0010898	El003G142030	g18345
OG0010899	El006G321720	g50843
OG0010900	El006G321750	g50842
OG0010901	El003G141740	g18376
OG0010902	El003G141810	g18371
OG0010903	El006G320190	g18365
OG0010904	El006G320180, El001G060420	g18364
OG0010905	El003G141620, El004G196130	g19274, g19268
OG0010906	El003G184080	g46850
OG0010907	El003G184540	g16733
OG0010909	El005G261660, El005G261720, El005G261610, El005G261650, El005G261710	g13433
OG0010910	El003G186240	g46777
OG0010911	El003G188210	g46734
OG0010912	El003G188060	g46731
OG0010913	El003G188480	g46724
OG0010914	El003G188720	g46714
OG0010915	El003G189550	g16889
OG0010916	El006G296090	g37119
OG0010917	El006G296040	g51495
OG0010918	El006G295790	g37131, g51514
OG0010919	El002G120130	g32631
OG0010920	El001G009970, El006G305340	g40265
OG0010921	El004G212650	g40263
OG0010922	El001G010930	g40224
OG0010923	El001G011390	g40204
OG0010924	El001G011200	g40214
OG0010925	El006G297050	g23749, g37087
OG0010926	El006G297690, El006G297640	g51420
OG0010928	El006G298020	g51396
OG0010929	El007G358730	g11121
OG0010930	El007G357610	g49150
OG0010931	El007G357500	g37025
OG0010932	El007G357490	g18440
OG0010933	El007G357280	g1353
OG0010934	El007G352180, El007G356920	g36997
OG0010935	El001G009210	g40294
OG0010936	El001G008230	g25776
OG0010937	El001G007690	g40358
OG0010938	El001G006930	g40390
OG0010939	El001G005600	g16068
OG0010940	El001G005120	g25577
OG0010941	El001G005070	g25558
OG0010942	El001G005020, El005G255030	g40458
OG0010943	El001G004970	g25551
OG0010944	El007G361050	g18419, g16317
OG0010945	El004G218730	g44861
OG0010948	El007G364030	g40577
OG0010949	El007G365040	g40632
OG0010950	El007G365610	g40642
OG0010951	El007G366250	g10900
OG0010952	El007G366960	g40725
OG0010953	El007G366500	g10871, g40699
OG0010954	El005G269430	g13536
OG0010955	El005G269410	g13533
OG0010956	El003G183580	g46858
OG0010957	El005G269320	g13529, g35823
OG0010959	El006G290040	g24717
OG0010960	El003G177700	g17859
OG0010961	El003G176610, El003G176490, El003G176360	g47018
OG0010962	El003G176270, El003G176300, El003G176250	g24590
OG0010963	El003G176110	g24577
OG0010964	El003G176030, El003G176000	g17777
OG0010965	El006G312210, El004G211060	g6415
OG0010966	El003G174720	g47051
OG0010967	El003G172880	g24453, g17657
OG0010968	El003G190290	g46684, g43410, g53075
OG0010970	El003G160260, El005G269600	g16859
OG0010971	El005G269670	g16855
OG0010972	El005G269690	g16851
OG0010973	El003G190660	g16852
OG0010974	El003G191240	g46674
OG0010975	El003G191380	g6156
OG0010976	El003G191550	g16836
OG0010977	El003G191640	g16833
OG0010978	El003G193240	g16774
OG0010979	El003G193620	g14048
OG0010980	El006G279920	g50838
OG0010981	El006G279990	g37760
OG0010982	El006G280000	g37759
OG0010983	El006G280350	g37732
OG0010984	El006G280450	g37726
OG0010985	El006G280540	g50820
OG0010987	El006G281180	g37687
OG0010989	El006G282620	g37624
OG0010990	El006G282730	g37618
OG0010991	El006G282740	g52265
OG0010993	El006G283440	g37578, g52243
OG0010994	El006G284040	g52185, g37563
OG0010995	El006G284050	g52184
OG0010996	El006G284150	g52170
OG0010997	El006G284300	g37546
OG0010998	El001G031020	g18893
OG0010999	El004G219230	g41546
OG0011000	El006G285990	g37472
OG0011001	El006G286180	g38196
OG0011002	El006G286380	g52076
OG0011003	El006G286830	g37442
OG0011004	El006G287400	g37412
OG0011005	El006G287640, El006G287530	g37405
OG0011007	El006G287700	g52004
OG0011008	El006G287770	g38166
OG0011009	El006G287810	g37397
OG0011010	El001G082020	g5855
OG0011011	El001G081940	g5852
OG0011012	El001G081930	g5851
OG0011013	El001G081870	g5846
OG0011014	El001G081850	g5845
OG0011015	El001G081810	g5838, g5842, g5840, g5836
OG0011016	El006G304350, El003G189390	g7745
OG0011017	El001G080890	g5795
OG0011018	El001G080580	g30086, g36099, g5783
OG0011019	El001G080280	g45332
OG0011021	El001G080050, El004G217450	g5769
OG0011022	El001G079570	g29837
OG0011023	El006G317020	g5735
OG0011024	El001G078670	g5709
OG0011025	El001G078610	g29805
OG0011026	El001G051540	g638
OG0011028	El003G192450	g10
OG0011029	El001G059440	g28927
OG0011030	El001G059290	g28919
OG0011031	El001G059110	g41381
OG0011032	El001G058890	g28903
OG0011033	El001G058620	g767
OG0011034	El001G058570	g768
OG0011035	El001G057990	g41356, g28867
OG0011037	El007G330290	g28831
OG0011038	El007G330340	g842, g28829
OG0011039	El007G330460	g844
OG0011040	El007G330510	g846
OG0011041	El007G331810	g1264
OG0011042	El007G331670	g28742
OG0011043	El007G332370	g1233
OG0011044	El007G326940	g283
OG0011045	El003G143750	g268
OG0011046	El007G326330	g9783
OG0011047	El007G326320	g9782, g247
OG0011048	El007G326250	g244
OG0011049	El007G325790	g215
OG0011050	El001G020670	g2554
OG0011051	El007G322880	g40
OG0011052	El007G322870	g9641
OG0011053	El007G322560	g29
OG0011055	El007G322080	g19624
OG0011056	El007G321880	g7
OG0011058	El001G000660	g39457
OG0011059	El001G000470, El001G043240	g45275
OG0011060	El001G000350	g45277
OG0011061	El001G001380	g39463
OG0011062	El001G001660	g40789, g39505
OG0011063	El004G212590	g39508
OG0011064	El001G001750, El004G229960	g45223
OG0011066	El001G001850	g39514
OG0011067	El001G001900	g25425
OG0011068	El001G002090	g25432
OG0011069	El001G002030	g39518
OG0011070	El001G002310	g39533, g25448
OG0011071	El001G002740	g39551
OG0011072	El001G002960	g39585
OG0011073	El001G003000	g25469
OG0011074	El001G003080	g39590
OG0011075	El001G003500	g39620
OG0011076	El001G003440	g45218
OG0011077	El001G004140	g39647
OG0011078	El007G359780	g39703
OG0011079	El006G299050	g39759
OG0011080	El003G151920	g11176
OG0011081	El006G299250	g39768
