Orthogroup	Erysimum_linariifolium	Cardamine_hirsuta
OG0008234	El004G218330	CARHR060490
OG0008235	El004G217460	CARHR059860
OG0008236	El004G219880	CARHR061780
OG0008237	El004G219910	CARHR061790
OG0008238	El004G220060	CARHR061880
OG0008239	El004G221120	CARHR062920
OG0008240	El002G109830	CARHR024810
OG0008241	El007G350220, El007G350270, El005G260110	CARHR097680
OG0008242	El004G221690	CARHR063240
OG0008243	El004G221720	CARHR063250
OG0008244	El004G221770	CARHR063350
OG0008245	El004G221880	CARHR063530
OG0008246	El004G222010	CARHR063600
OG0008247	El004G222850	CARHR064300
OG0008248	El004G223180	CARHR064590
OG0008249	El004G223610	CARHR290940
OG0008250	El004G224110	CARHR065040
OG0008251	El004G231470	CARHR071600
OG0008252	El004G231450	CARHR071580
OG0008253	El004G231410	CARHR071560
OG0008254	El060G376090, El004G231010	CARHR071330
OG0008255	El004G230950	CARHR071300
OG0008256	El004G230540	CARHR070990
OG0008257	El004G230210	CARHR070670
OG0008258	El004G230100	CARHR070580
OG0008259	El004G229860	CARHR070410
OG0008260	El004G229410	CARHR070040
OG0008261	El004G228840	CARHR069600
OG0008262	El004G228770	CARHR069510
OG0008263	El004G228460	CARHR069230
OG0008264	El004G228450	CARHR069220
OG0008265	El004G228300	CARHR069070
OG0008266	El004G228240	CARHR069010
OG0008267	El004G228110	CARHR068910
OG0008268	El004G227740	CARHR068530
OG0008269	El004G227480	CARHR068260
OG0008270	El004G227280	CARHR068050, CARHR103880
OG0008271	El004G226910	CARHR067630
OG0008272	El004G226660	CARHR067260
OG0008273	El004G226350	CARHR067050
OG0008274	El004G226240	CARHR066930
OG0008275	El004G226180	CARHR066870
OG0008276	El004G226050	CARHR066750
OG0008277	El004G225680	CARHR066480
OG0008278	El004G225590	CARHR066410
OG0008279	El004G225230	CARHR066090
OG0008280	El004G225130	CARHR065990
OG0008281	El004G224580	CARHR065450
OG0008282	El004G224200	CARHR065110
OG0008283	El004G232500	CARHR072710
OG0008284	El004G232990	CARHR073140
OG0008285	El004G233230	CARHR073370
OG0008286	El004G233370	CARHR073500, CARHR153930
OG0008287	El004G233610	CARHR073730
OG0008288	El004G233740	CARHR073880
OG0008289	El004G233890	CARHR074050
OG0008290	El004G234150	CARHR074160
OG0008292	El004G234380	CARHR074370
OG0008293	El004G234680	CARHR074620
OG0008294	El005G248500	CARHR087210
OG0008295	El005G248950	CARHR087610
OG0008296	El005G248990	CARHR087650
OG0008297	El005G249220	CARHR087890
OG0008298	El005G271970	CARHR088090
OG0008299	El005G249970	CARHR088690
OG0008300	El001G052440	CARHR187650
OG0008301	El005G250000	CARHR088720
OG0008302	El005G250030, El004G203340, El001G047600	CARHR088750
OG0008303	El005G250060	CARHR088780
OG0008304	El005G250270	CARHR088970
OG0008305	El005G250310	CARHR089000, CARHR089020
OG0008306	El007G352450, El005G250360, El006G307930, El006G307800	CARHR089070
OG0008307	El005G250490	CARHR089150
OG0008308	El005G251250	CARHR089830
OG0008309	El005G251490	CARHR090050
OG0008310	El005G251730	CARHR090250
OG0008311	El005G251760	CARHR090280
OG0008312	El002G137670	CARHR042920
OG0008313	El005G252560	CARHR090990
OG0008314	El005G252990	CARHR091450
OG0008315	El005G253040	CARHR091510
OG0008316	El005G253490	CARHR091990
OG0008317	El005G254140	CARHR092490
OG0008318	El005G254300	CARHR092690
OG0008319	El005G254710	CARHR093150
OG0008320	El005G254970	CARHR093280
OG0008321	El005G255480	CARHR093650
OG0008322	El005G255970	CARHR094040, CARHR283750
OG0008323	El005G255990	CARHR094060
OG0008324	El005G256060	CARHR094150
OG0008325	El005G256510	CARHR094520
OG0008326	El005G256960	CARHR094890
OG0008327	El005G256990	CARHR094920
OG0008328	El005G257880	CARHR095710
OG0008329	El001G025420	CARHR164540
OG0008330	El005G258440	CARHR096370
OG0008331	El003G173630	CARHR221910
OG0008332	El005G236540	CARHR098320
OG0008333	El005G263650	CARHR099000
OG0008334	El005G264680	CARHR099260
OG0008335	El005G266970	CARHR100090
OG0008336	El001G045250	CARHR100330
OG0008337	El005G266300, El005G268640	CARHR101480
OG0008338	El007G340900	CARHR265590
OG0008339	El005G276560, El005G276590, El005G276460	CARHR108760
OG0008340	El005G272730	CARHR105660
OG0008341	El005G272990	CARHR105960
OG0008342	El005G273230	CARHR106200
OG0008343	El005G273600	CARHR106580, CARHR106560
OG0008344	El005G273820	CARHR106850
OG0008345	El005G274160	CARHR107200, CARHR107170
OG0008346	El005G274320	CARHR107350
OG0008347	El005G274830	CARHR107580
OG0008348	El005G274880	CARHR107620
OG0008349	El005G274900	CARHR107650
OG0008350	El005G275290	CARHR108130
OG0008351	El005G277030, El007G362660	CARHR109220
OG0008352	El005G276950	CARHR109160
OG0008353	El005G277180	CARHR109340
OG0008354	El001G043630	CARHR292530
OG0008355	El005G278060	CARHR110050
OG0008356	El005G278840	CARHR110920
OG0008357	El002G141070	CARHR045630
OG0008358	El002G140960	CARHR045540
OG0008359	El002G140330	CARHR044980
OG0008360	El007G366900	CARHR173610
OG0008361	El002G140260	CARHR044910
OG0008362	El002G139480	CARHR044210
OG0008363	El002G139460	CARHR044190
OG0008364	El002G139050	CARHR043840
OG0008365	El002G138880	CARHR043720
OG0008366	El002G138230	CARHR043570
OG0008367	El002G138490	CARHR043420
OG0008368	El002G138500	CARHR043410
OG0008369	El002G138660, El002G138580, El002G138780	CARHR043360
OG0008370	El002G138060	CARHR043270, CARHR258470
OG0008371	El002G136690	CARHR042240
OG0008372	El002G136560	CARHR042090
OG0008373	El002G136190	CARHR041860
OG0008374	El002G135730	CARHR041560
OG0008375	El002G134820	CARHR040660
OG0008376	El002G134540	CARHR040350
OG0008377	El002G134480	CARHR040290
OG0008378	El002G133190	CARHR039240
OG0008379	El002G132890	CARHR039030
OG0008380	El003G171470	CARHR222550
OG0008381	El003G171630	CARHR290740
OG0008382	El006G296200	CARHR129060
OG0008383	El006G296340	CARHR128990
OG0008384	El006G296370, El005G276040, El005G275930	CARHR128950
OG0008385	El001G022280	CARHR161560
OG0008386	El001G022490	CARHR161870
OG0008387	El001G022640	CARHR162030
OG0008388	El001G022730	CARHR162150
OG0008389	El001G023250	CARHR162610
OG0008390	El001G023420	CARHR162760
OG0008391	El001G024160	CARHR163440
OG0008392	El001G024250	CARHR163550
OG0008393	El001G024430	CARHR163680
OG0008394	El001G024550	CARHR163810
OG0008395	El001G024830	CARHR164000
OG0008396	El001G022020	CARHR161380
OG0008397	El001G025070	CARHR164240
OG0008398	El001G025080	CARHR164250
OG0008399	El001G025510	CARHR164640
OG0008400	El001G025040	CARHR164220
OG0008401	El001G025480	CARHR164610
OG0008402	El001G025830	CARHR164930
OG0008403	El001G026410	CARHR165440
OG0008404	El001G026510	CARHR165560, CARHR163150
OG0008405	El001G027320	CARHR166120
OG0008406	El001G027810	CARHR166600
OG0008407	El001G028350	CARHR167140
OG0008408	El001G029060	CARHR167950
OG0008409	El001G029730	CARHR168530
OG0008410	El001G030070	CARHR168840
OG0008411	El001G030250	CARHR169020
OG0008412	El001G030270	CARHR169030
OG0008413	El001G030360	CARHR169090
OG0008414	El001G030410	CARHR169150
OG0008415	El001G030470	CARHR169250
OG0008416	El001G030480	CARHR169260
OG0008417	El006G286100	CARHR137950
OG0008418	El005G269640	CARHR261990
OG0008419	El001G030990	CARHR169790
OG0008420	El001G031080	CARHR169890
OG0008421	El001G031110	CARHR169910
OG0008422	El001G031280	CARHR170040
OG0008423	El001G031330	CARHR170080
OG0008424	El001G031420	CARHR170160
OG0008425	El001G031740	CARHR170420
OG0008426	El001G031890	CARHR170520
OG0008427	El001G032090	CARHR170700
OG0008428	El001G032340	CARHR170960
OG0008429	El001G032410	CARHR171050
OG0008430	El001G033940	CARHR172100
OG0008431	El001G034190	CARHR172290
OG0008432	El001G034230	CARHR172320
OG0008433	El008G369950, El001G034360, El001G033760	CARHR172420
OG0008434	El001G034460	CARHR172520
OG0008435	El001G034420	CARHR172480
OG0008436	El001G035190	CARHR173200
OG0008437	El001G035200	CARHR173190
OG0008438	El001G035230	CARHR173230
OG0008439	El001G035420	CARHR173410
OG0008440	El001G035620	CARHR291700
OG0008441	El002G139810	CARHR044520
OG0008443	El003G153690, El006G315310	CARHR237470, CARHR120310, CARHR237440
OG0008445	El007G364120	CARHR176110
OG0008446	El001G006260	CARHR253880
OG0008447	El006G292000	CARHR132830
OG0008448	El004G198840, El001G009950, El001G012240, El001G016320	CARHR050070
OG0008448	El004G208270	CARHR050120, CARHR050340
OG0008449	El007G357790	CARHR070470
OG0008450	El004G224410	CARHR065270
OG0008451	El002G124230	CARHR286270
OG0008452	El003G155520	CARHR236150, CARHR236140
OG0008453	El003G150930	CARHR239860
OG0008454	El003G149050, El003G148650	CARHR241710
OG0008455	El003G150560	CARHR240200
OG0008456	El002G089220	CARHR006520
OG0008457	El002G090850	CARHR007970, CARHR007960
OG0008458	El002G092150	CARHR009330
OG0008459	El002G094140	CARHR011260
OG0008460	El001G010800	CARHR259690
OG0008461	El001G036360	CARHR144040
OG0008462	El004G224060	CARHR064990
OG0008464	El004G219130	CARHR061180
OG0008465	El004G219100	CARHR061080
OG0008466	El004G216360, El005G237710	CARHR058970
OG0008468	El005G246650	CARHR085740
OG0008469	El001G079770	CARHR210170
OG0008471	El006G305020	CARHR154080, CARHR121550
OG0008472	El007G358670, El007G356110, El007G352710	CARHR180480
OG0008473	El007G331760	CARHR285760
OG0008473	El007G347880	CARHR038470
OG0008474	El001G038990	CARHR146230
OG0008475	El007G340570, El007G340630	CARHR265850
OG0008476	El007G333710	CARHR271600
OG0008477	El001G057580	CARHR190830
OG0008478	El001G053590	CARHR188330
OG0008479	El007G328240	CARHR276230
OG0008480	El007G324170	CARHR279870
OG0008482	El002G111240	CARHR025380
OG0008483	El002G125440, El003G175580	CARHR104960
OG0008486	El007G343770	CARHR257820
OG0008487	El006G295480	CARHR129810
OG0008491	El007G349500	CARHR184040
OG0008492	El006G317760	CARHR184700
OG0008504	El003G155680	CARHR235970
OG0008505	El003G155230	CARHR236420
OG0008506	El003G154980	CARHR236620
OG0008507	El003G154810	CARHR236730
OG0008508	El003G154670	CARHR236810
OG0008509	El003G153280	CARHR237800
OG0008510	El001G013720, El001G027240, El003G153260	CARHR237820
OG0008511	El003G153250	CARHR237840
OG0008512	El003G153220	CARHR237860
OG0008513	El003G153090	CARHR237950
OG0008514	El003G152870	CARHR238140
OG0008515	El003G152750	CARHR238230
OG0008516	El003G152650	CARHR238310
OG0008517	El003G152620	CARHR238340
OG0008518	El001G060300	CARHR193000
OG0008519	El003G152200	CARHR238680
OG0008520	El003G152170	CARHR238710
OG0008521	El003G151560	CARHR239280
OG0008522	El003G151400	CARHR239440
OG0008524	El003G151080	CARHR239750
OG0008525	El003G151020	CARHR239810
OG0008526	El003G150680	CARHR240090
OG0008527	El003G150600	CARHR240160
OG0008528	El003G150570	CARHR240190
OG0008529	El003G150100	CARHR240620
OG0008530	El003G149720	CARHR240960
OG0008531	El003G149750	CARHR240930
OG0008532	El003G149740	CARHR240940
OG0008533	El003G149490	CARHR241210
OG0008534	El003G150050	CARHR240680
OG0008535	El003G149360	CARHR241380
OG0008536	El003G149350	CARHR241390
OG0008537	El003G149340	CARHR241400
OG0008538	El003G149280	CARHR241470
OG0008539	El003G161850	CARHR184890
OG0008540	El003G148240	CARHR242540
OG0008541	El003G148450	CARHR242210
OG0008542	El003G148620	CARHR242080
OG0008543	El003G148030	CARHR242340
OG0008544	El003G148010	CARHR242310
OG0008545	El003G147910	CARHR242880
OG0008546	El003G147690	CARHR243030
OG0008547	El003G147510	CARHR243210
OG0008548	El002G118410	CARHR030760
OG0008549	El002G118940	CARHR031070
OG0008550	El002G119020	CARHR031150
OG0008551	El002G124560, El002G119190	CARHR031300
OG0008552	El002G119550	CARHR031560
OG0008553	El002G119790	CARHR031810, CARHR031820
OG0008554	El003G170020	CARHR223650
OG0008555	El003G170080	CARHR223600
OG0008556	El003G170700	CARHR223160
OG0008557	El002G095630	CARHR012500
OG0008558	El006G299130	CARHR055770
OG0008559	El004G210060	CARHR055820
OG0008560	El004G207570, El004G207590	CARHR055170
OG0008561	El003G149650	CARHR241040
OG0008562	El004G204600	CARHR053800
OG0008563	El002G092840	CARHR009920
OG0008564	El004G203060	CARHR283980, CARHR284110
OG0008565	El004G201490	CARHR052970
OG0008566	El004G201450	CARHR052890
OG0008567	El004G200510	CARHR051740
OG0008568	El004G200600	CARHR051680
OG0008569	El005G266920	CARHR100050
OG0008570	El004G199840	CARHR051520
OG0008571	El004G199710	CARHR051340
OG0008572	El004G199610	CARHR051300
OG0008573	El004G199320	CARHR050750, CARHR011610
OG0008574	El004G199280	CARHR050730
OG0008575	El004G199250	CARHR050690
OG0008576	El004G198990	CARHR050470
OG0008577	El002G095180	CARHR012150
OG0008578	El002G099250	CARHR015700
OG0008579	El001G036550	CARHR144180
OG0008580	El001G036770	CARHR144360
OG0008581	El001G036890	CARHR144510
OG0008582	El001G037540	CARHR283560
OG0008583	El001G037940	CARHR145280
OG0008584	El001G038570	CARHR145840
OG0008585	El001G038870	CARHR146120
OG0008586	El001G039420	CARHR146580
OG0008587	El001G039970	CARHR146830
OG0008588	El001G040070	CARHR146910
OG0008589	El001G040340	CARHR147090
OG0008590	El001G040880	CARHR147500
OG0008591	El001G041130	CARHR147680
OG0008592	El001G041450	CARHR147980
OG0008593	El001G041470	CARHR148000
OG0008594	El001G041840	CARHR148360
OG0008595	El001G042060	CARHR148520
OG0008596	El001G042180	CARHR040910
OG0008597	El001G042740	CARHR149240
OG0008598	El001G042750	CARHR149260
OG0008599	El001G043590	CARHR292560
OG0008600	El001G043640	CARHR292520
OG0008601	El001G044140	CARHR151750
OG0008602	El001G044250	CARHR151840
OG0008603	El001G044300	CARHR151870
OG0008605	El001G045470	CARHR154090
OG0008606	El004G215520	CARHR058210
OG0008607	El001G038980	CARHR057990
OG0008608	El004G214210	CARHR057510
OG0008609	El004G212840	CARHR057060
OG0008610	El004G193830	CARHR046210
OG0008611	El004G193870	CARHR046280
OG0008612	El004G194220	CARHR046540
OG0008613	El004G194290	CARHR046570
OG0008614	El004G194770	CARHR046850
OG0008615	El004G195090	CARHR046980
OG0008616	El004G195280, El004G195410	CARHR047280, CARHR047310
OG0008617	El004G196270, El004G196300	CARHR048150
OG0008618	El004G196280, El004G196290, El001G051770	CARHR048140
OG0008619	El004G196970	CARHR048620
OG0008620	El004G197760	CARHR049250
OG0008621	El005G248450	CARHR087160
OG0008622	El007G334220	CARHR271250
OG0008623	El006G288150	CARHR136320
OG0008624	El006G288430	CARHR136100
OG0008625	El006G288340	CARHR136180
OG0008626	El005G244490	CARHR083680
OG0008627	El001G079070	CARHR209670
OG0008628	El005G245590	CARHR084740
OG0008629	El005G246070	CARHR085260
OG0008630	El005G246270	CARHR085450
OG0008631	El005G246380	CARHR085540
OG0008632	El005G247040	CARHR086040
OG0008633	El005G247110	CARHR086090
OG0008634	El005G247640	CARHR086420
OG0008635	El005G247740	CARHR086510
OG0008636	El005G247750	CARHR086520
OG0008637	El005G248000	CARHR086730
OG0008638	El005G248170	CARHR086890
OG0008639	El007G344780	CARHR258800
OG0008640	El007G344140	CARHR258180
OG0008641	El007G343900	CARHR258040, CARHR229310
OG0008642	El007G343560	CARHR257710
OG0008643	El007G343310	CARHR257390
OG0008644	El007G343280	CARHR257360
OG0008645	El007G343100	CARHR257090
OG0008646	El007G342130	CARHR264540
OG0008647	El007G341990	CARHR264680
OG0008648	El007G340850	CARHR265650
OG0008649	El007G340500	CARHR265910
OG0008650	El007G340000	CARHR266240
OG0008651	El007G340150	CARHR266090
OG0008652	El007G340200	CARHR266040
OG0008653	El007G339620	CARHR266620
OG0008654	El007G339600	CARHR266640
OG0008655	El007G339470	CARHR266700
OG0008656	El007G339450	CARHR266720
OG0008657	El007G338560	CARHR267310
OG0008658	El007G338950	CARHR266920
OG0008659	El007G338370	CARHR267420
OG0008660	El007G338110	CARHR267570
OG0008661	El007G338020	CARHR267640
OG0008662	El007G337340	CARHR268320
OG0008663	El007G337130, El007G337150	CARHR268470
OG0008664	El007G337020	CARHR268570
OG0008665	El007G336610	CARHR268850
OG0008666	El007G336500	CARHR268920
OG0008667	El007G336490	CARHR268930
OG0008668	El007G336040	CARHR269480
OG0008669	El007G335770	CARHR269780
OG0008670	El007G335750	CARHR269800
OG0008671	El007G335390	CARHR270230
OG0008672	El007G335200	CARHR270490
OG0008673	El007G335180	CARHR270510
OG0008674	El007G334910	CARHR270710
OG0008675	El007G334710	CARHR270880
OG0008676	El007G334600	CARHR270970
OG0008677	El007G334400	CARHR271100
OG0008678	El007G333980	CARHR271390
OG0008679	El007G333690	CARHR271660
OG0008680	El007G333520	CARHR271840
OG0008681	El007G333510	CARHR271850
OG0008682	El007G351680	CARHR184350
OG0008683	El007G351280	CARHR284360
OG0008684	El007G351260	CARHR291780
OG0008685	El001G068400	CARHR200140
OG0008686	El001G068420	CARHR200160
OG0008687	El001G068630	CARHR200370
OG0008688	El001G068670	CARHR200400
OG0008689	El001G068690	CARHR200410
OG0008690	El001G068750	CARHR200460
OG0008691	El001G069160	CARHR200770
OG0008692	El001G069180	CARHR200780
OG0008693	El001G069330	CARHR200930
OG0008694	El001G069560	CARHR201170
OG0008695	El001G069700	CARHR201310
OG0008696	El002G131760, El001G069730	CARHR201340
OG0008697	El001G069840	CARHR201450
OG0008698	El001G070360	CARHR201950
OG0008699	El001G071190	CARHR202590
OG0008700	El001G071470	CARHR202810
OG0008701	El001G071620	CARHR202930
OG0008702	El001G071870	CARHR203140
OG0008703	El001G072160	CARHR203460
OG0008704	El001G072360	CARHR203710
OG0008705	El001G072440	CARHR203780, CARHR069360
OG0008706	El001G072740	CARHR204060
OG0008707	El001G073050	CARHR204360
OG0008708	El001G073100	CARHR204380
OG0008709	El001G073330	CARHR204620
OG0008710	El001G073560	CARHR204930
OG0008711	El001G073850	CARHR205240
OG0008712	El001G073890	CARHR205280
OG0008713	El001G074000	CARHR205360
OG0008714	El001G074180	CARHR205570
OG0008715	El003G169880	CARHR223830
OG0008716	El003G169260	CARHR224370
OG0008717	El003G169210	CARHR224420
OG0008718	El003G169090	CARHR224510
OG0008719	El003G169020	CARHR224530
OG0008720	El003G169010	CARHR224540
OG0008721	El003G168840	CARHR224680
OG0008722	El003G168580	CARHR224890
OG0008723	El003G167600	CARHR225610
OG0008724	El007G363380	CARHR176660
OG0008725	El003G167010	CARHR226010
OG0008726	El003G166960	CARHR226040
OG0008727	El003G166610	CARHR226210
OG0008728	El003G166500	CARHR226290
OG0008729	El003G166390	CARHR226350
OG0008730	El003G165850	CARHR226780
OG0008731	El003G165800	CARHR226820
OG0008732	El003G165620	CARHR227010
OG0008733	El003G165350	CARHR227290
OG0008734	El003G165040	CARHR227600, CARHR036340
OG0008736	El003G164600	CARHR228130
OG0008737	El003G164090	CARHR228600, CARHR228550
OG0008738	El003G162900	CARHR229490
OG0008739	El001G006360	CARHR254010
OG0008740	El003G162770	CARHR229680
OG0008741	El003G162610	CARHR229900
OG0008742	El003G162470	CARHR230040
OG0008743	El003G162440	CARHR230070
OG0008744	El003G162240	CARHR230180
OG0008745	El003G161710	CARHR230810
OG0008746	El004G222110	CARHR063710
OG0008747	El003G161070	CARHR231280
