Orthogroup	Erysimum_linariifolium	Arabidopsis_lyrata_NCBI
OG0009082	El006G291580	XP_020885084.1
OG0009083	El006G291590	XP_002879756.2
OG0009084	El006G292230	XP_020884790.1
OG0009085	El006G291710	XP_002881599.1
OG0009086	El006G291870	XP_002862900.2, XP_020873636.1, XP_020884751.1, XP_020882751.1
OG0009087	El006G291880	XP_020882676.1
OG0009088	El006G295170	XP_020883698.1
OG0009089	El002G099310	XP_020866383.1
OG0009090	El002G099330	XP_002890096.1
OG0009091	El002G099460	XP_002890102.1
OG0009092	El002G099530	XP_002892868.1
OG0009093	El002G099640	XP_002892873.1
OG0009094	El002G099710	XP_020870107.1
OG0009095	El002G100040	XP_020867563.1
OG0009097	El002G100400	XP_020869706.1
OG0009098	El002G100490	XP_020866011.1
OG0009099	El002G100520	XP_020869105.1
OG0009100	El002G100870	XP_020867454.1
OG0009101	El002G101320	XP_002890212.1
OG0009102	El002G101460	XP_020869688.1
OG0009103	El002G101490	XP_002892948.1
OG0009104	El002G101780	XP_020867668.1
OG0009105	El002G102330	XP_020869031.1
OG0009106	El002G102760	XP_002890286.1
OG0009107	El003G158280	XP_020873240.1
OG0009108	El002G102810	XP_020867623.1
OG0009109	El002G102830	XP_002893006.1
OG0009110	El002G103270	XP_002893028.1
OG0009111	El002G104240	XP_020867392.1
OG0009112	El002G104250	XP_002893081.1
OG0009113	El002G104530	XP_020869773.1
OG0009114	El002G105350	XP_020868896.1
OG0009115	El002G105490	XP_020870759.1
OG0009116	El001G024930	XP_002877962.1
OG0009117	El002G106370	XP_002893188.1
OG0009118	El002G106490	XP_002893207.1
OG0009119	El002G106500	XP_020867952.1
OG0009120	El002G107810	XP_020870983.1
OG0009121	El002G107840	XP_002893246.2
OG0009122	El002G108360	XP_020869169.1
OG0009123	El002G108670	XP_002893279.1
OG0009124	El002G108780	XP_020870030.1
OG0009125	El002G109120, El002G109130, El003G188910	XP_002890592.1
OG0009126	El002G109960, El002G136990	XP_002893358.1
OG0009127	El002G110190	XP_002893370.1
OG0009128	El002G111420	XP_020868966.1
OG0009129	El002G111320	XP_020870509.1
OG0009130	El004G220410	XP_020889918.1
OG0009131	El002G111150	XP_020869573.1
OG0009132	El002G110890	XP_020867481.1
OG0009133	El002G110820, El002G110690	XP_020869083.1
OG0009134	El002G111680	XP_002890671.1
OG0009135	El002G112020	XP_020868537.1
OG0009136	El002G112040	XP_020866477.1
OG0009137	El002G112360	XP_002893431.2
OG0009138	El003G179110, El002G112410	XP_020866088.1
OG0009139	El002G112640	XP_020870683.1
OG0009140	El002G112960	XP_002890723.1
OG0009141	El003G160490	XP_002869728.2
OG0009142	El007G345110	XP_002864007.1
OG0009143	El003G160220	XP_002869714.1
OG0009144	El003G159900	XP_002869704.2
OG0009145	El003G159800	XP_002867637.1
OG0009146	El006G315070	XP_002880669.1
OG0009148	El006G315820	XP_002880649.1
OG0009149	El006G315740	XP_002878825.1
OG0009150	El006G316850	XP_020884357.1
OG0009151	El006G317150	XP_020883583.1
OG0009152	El006G317770	XP_020885728.1
OG0009153	El006G318090	XP_002880528.1
OG0009154	El006G318580	XP_002878680.1
OG0009155	El006G318880	XP_002880484.2
OG0009156	El001G021750	XP_020880074.1
OG0009157	El006G319640	XP_020884197.1
OG0009158	El006G319790	XP_020885636.1
OG0009159	El006G320470	XP_020883541.1
OG0009160	El006G321220	XP_002878549.1
OG0009161	El006G321580	XP_020885060.1
OG0009162	El002G099080	XP_002890083.1
OG0009163	El002G098820	XP_002892828.1
OG0009164	El002G098650	XP_020868994.1
OG0009165	El002G098090	XP_002892794.1
OG0009166	El002G098060	XP_020870646.1
OG0009167	El002G097820	XP_020868567.1
OG0009168	El002G096930	XP_002889997.1
OG0009169	El002G096960	XP_002889999.1
OG0009170	El002G096550	XP_002889978.1
OG0009171	El002G095830	XP_002889930.1
OG0009172	El002G095160	XP_002889896.1
OG0009173	El002G095040	XP_002889891.2
OG0009174	El002G094670	XP_020866057.1
OG0009175	El002G093830	XP_002892597.1
OG0009176	El002G093810	XP_002892595.1
OG0009177	El002G093710	XP_002889823.1
OG0009178	El002G093230	XP_002892557.1
OG0009179	El002G092670	XP_020868177.1
OG0009180	El002G092880	XP_020868195.1
OG0009181	El002G092330	XP_020869902.1
OG0009182	El002G092100	XP_002892499.1
OG0009184	El002G091840	XP_002892483.1
OG0009185	El002G091720	XP_002889727.1
OG0009186	El001G060260	XP_002873970.1
OG0009187	El002G091580	XP_002889716.1
OG0009188	El002G091530	XP_020867231.1
OG0009189	El002G091300	XP_020868473.1
OG0009190	El002G091310	XP_002892463.1
OG0009191	El002G091330	XP_020866309.1
OG0009192	El002G091350	XP_020866312.1
OG0009193	El002G091230	XP_020866923.1
OG0009194	El002G091170	XP_002892457.1
OG0009195	El002G090690	XP_020870049.1
OG0009196	El002G091050	XP_020870852.1
OG0009197	El002G090280	XP_002892412.1
OG0009198	El002G089970	XP_020869763.1
OG0009200	El002G088840	XP_002889605.1
OG0009201	El002G088780	XP_020868466.1
OG0009202	El002G088670	XP_002892332.1
OG0009203	El002G088640	XP_020868982.1
OG0009204	El002G088340	XP_002889579.1
OG0009205	El002G088070	XP_020869328.1
OG0009206	El002G087590	XP_020866405.1
OG0009207	El002G087570	XP_020870008.1
OG0009208	El002G087440	XP_020868039.1
OG0009209	El004G234320	XP_020891037.1
OG0009210	El002G087050	XP_002892254.1
OG0009211	El002G086900	XP_020867336.1
OG0009212	El002G086850	XP_020867675.1
OG0009213	El002G086550	XP_002889512.1
OG0009214	El002G086260	XP_002892208.1
OG0009215	El002G085880	XP_020869778.1
OG0009216	El002G085310	XP_020867706.1
OG0009217	El002G084880	XP_002892147.1
OG0009218	El002G084810	XP_002892143.1
OG0009219	El002G084510	XP_020868979.1
OG0009220	El002G084240	XP_020870586.1, XP_020869410.1
OG0009221	El002G084160	XP_002892109.1
OG0009222	El002G083930	XP_020868097.1
OG0009223	El002G083860	XP_020870149.1
OG0009224	El002G083810	XP_002889386.1
OG0009225	El002G083680	XP_002889377.1
OG0009226	El002G083600	XP_002889375.1
OG0009227	El002G083530	XP_002892072.1
OG0009228	El002G083200	XP_002892053.1
OG0009229	El001G000630	XP_002872947.1
OG0009230	El002G082570	XP_020869828.1
OG0009231	El002G082460	XP_020866291.1
OG0009232	El001G067640	XP_020875818.1
OG0009233	El001G067580	XP_020877908.1
OG0009234	El001G067310	XP_020878247.1
OG0009235	El001G067460	XP_020877069.1
OG0009236	El001G066580	XP_020879130.1
OG0009237	El001G066530	XP_020878025.1
OG0009238	El001G066450	XP_020876792.1
OG0009239	El001G065740	XP_002871676.1
OG0009240	El001G066040	XP_020876565.1
OG0009241	El001G066250	XP_020878765.1
OG0009242	El001G065600	XP_020876595.1
OG0009243	El001G065190	XP_002871705.1
OG0009244	El001G065110	XP_002873764.1
OG0009245	El001G064260	XP_020879457.1
OG0009246	El001G064200	XP_020876704.1
OG0009247	El001G063890	XP_020878392.1
OG0009248	El001G063780	XP_020878886.1
OG0009249	El001G063290	XP_020877287.1
OG0009250	El001G062540	XP_002871802.1
OG0009251	El001G061610	XP_002873918.1
OG0009252	El001G061520	XP_002873921.1
OG0009253	El001G061120	XP_002871876.1
OG0009254	El001G061080	XP_002871877.1
OG0009255	El001G049420	XP_002874373.1
OG0009256	El001G047650	XP_020877010.1
OG0009257	El007G346150	XP_020877397.1
OG0009258	El007G345290	XP_020866081.1
OG0009259	El004G208900, El007G346490, El007G346460	XP_020890504.1, XP_002863949.1
OG0009260	El007G346880	XP_002863934.1
OG0009261	El007G346930	XP_002863930.1
OG0009263	El001G068100	XP_002873618.1
OG0009264	El001G075040	XP_002871232.1
OG0009265	El001G075020	XP_020878979.1
OG0009267	El001G067840	XP_020879431.1
OG0009268	El001G075210	XP_020879096.1
OG0009269	El001G075240	XP_020878472.1
OG0009270	El001G068360	XP_002873608.1
OG0009271	El001G075920	XP_002871207.1
OG0009272	El001G075940	XP_020876020.1
OG0009273	El001G076150	XP_020876035.1
OG0009274	El001G076210	XP_002873233.1
OG0009275	El001G076400	XP_002871182.1
OG0009276	El001G076920	XP_020876046.1
OG0009277	El001G077050	XP_020875958.1
OG0009278	El001G077080	XP_020875999.1
OG0009279	El001G077340	XP_020876012.1
OG0009280	El001G077740	XP_002871116.1
OG0009281	El001G052670	XP_020878348.1
OG0009282	El001G052420	XP_020877856.1
OG0009283	El001G052630	XP_020876236.1
OG0009284	El001G052990	XP_002872158.1
OG0009285	El001G053390	XP_002874247.1
OG0009286	El001G053600, El002G128900	XP_002872141.1
OG0009287	El001G054250	XP_020878463.1
OG0009288	El001G054310	XP_020878031.1
OG0009289	El001G054760	XP_020878330.1
OG0009290	El001G055050	XP_020877099.1
OG0009291	El001G025550	XP_020879815.1
OG0009292	El001G055150	XP_020879242.1
OG0009293	El001G055410, El001G055380	XP_020878792.1
OG0009294	El001G056090	XP_002874154.1
OG0009295	El001G056540	XP_020879566.1
OG0009296	El001G056650	XP_002872056.1
OG0009297	El001G056720	XP_002872053.1
OG0009298	El001G056750	XP_020876798.1
OG0009299	El001G056970	XP_020876213.1
OG0009300	El007G329740	XP_020871859.1
OG0009301	El007G329060	XP_020871767.1
OG0009302	El007G328830	XP_020883725.1
OG0009303	El007G327760	XP_020871852.1
OG0009304	El001G017700	XP_020880368.1
OG0009305	El007G327610	XP_002864831.1
OG0009306	El007G332650	XP_002864588.2
OG0009307	El007G333080	XP_020871899.1
OG0009308	El001G021530	XP_020879928.1
OG0009309	El001G021480	XP_002876075.1
OG0009310	El001G021460	XP_020881649.1
OG0009311	El001G021300	XP_002877785.1
OG0009312	El001G021150	XP_002876055.2
OG0009313	El001G020740	XP_002877758.1
OG0009314	El001G020620	XP_020881437.1
OG0009315	El001G020000	XP_020879668.1
OG0009316	El001G019970	XP_002877710.1
OG0009317	El001G019950	XP_002876002.1
OG0009318	El001G019520	XP_020882144.1
OG0009319	El001G019150	XP_020881478.1
OG0009320	El001G018850	XP_002875940.1
OG0009321	El001G018440	XP_002875924.1
OG0009322	El001G018220	XP_020880939.1
OG0009323	El001G018110	XP_002875905.1
OG0009324	El001G018020	XP_002877609.2
OG0009325	El001G017510	XP_020880972.1
OG0009326	El001G017410	XP_002877582.1
OG0009327	El001G016680	XP_020881273.1
OG0009328	El001G012670	XP_020881497.1
OG0009329	El001G011680	XP_002875592.1
OG0009330	El003G149590	XP_020872316.1
OG0009331	El001G046650	XP_020880456.1
OG0009332	El004G217410	XP_020890717.1
OG0009333	El004G217440	XP_020891343.1
OG0009334	El004G219410	XP_020889959.1
OG0009335	El004G219690	XP_020891060.1
OG0009336	El004G219580	XP_002888678.1
OG0009337	El004G220090	XP_002887219.1
OG0009338	El004G220300	XP_002887227.1
OG0009339	El004G220390	XP_020891678.1
OG0009340	El004G220620	XP_002887238.1
OG0009341	El006G310330	XP_020883867.1
OG0009342	El004G221080	XP_020891410.1
OG0009343	El004G221090	XP_002888739.1
OG0009344	El004G221380	XP_020891771.1
OG0009345	El004G221990	XP_020891150.1
OG0009346	El004G222330	XP_020865957.1
OG0009347	El004G223080	XP_002888823.1
OG0009348	El004G223200	XP_002889448.1, XP_020889861.1
OG0009349	El004G223440	XP_020891536.1
OG0009350	El004G223680	XP_002888851.1
OG0009351	El004G223770	XP_002887401.1
OG0009352	El004G224080	XP_002888860.1
OG0009353	El004G224170	XP_002888863.1
OG0009354	El004G224180	XP_002887423.1
OG0009355	El004G224190	XP_002887424.2
OG0009356	El004G231580	XP_020865941.1
OG0009357	El004G230340	XP_020889752.1
OG0009358	El004G230240	XP_002887672.1
OG0009359	El004G230000	XP_020890620.1
OG0009360	El005G259360	XP_002885432.1
OG0009361	El004G229930	XP_020890487.1
OG0009362	El004G229850	XP_002889107.1
OG0009363	El004G228320	XP_002889038.1
OG0009364	El004G227750	XP_002887578.1
OG0009365	El004G227490	XP_020891435.1
OG0009366	El004G227470	XP_020891094.1
OG0009367	El004G227070	XP_020889775.1
OG0009368	El004G227040	XP_002888979.1
OG0009369	El004G227020	XP_002888978.1
OG0009370	El004G226220	XP_020889683.1
OG0009371	El004G225900	XP_002887490.1
OG0009372	El002G102430	XP_002890268.1
OG0009373	El004G225770	XP_002888931.1
OG0009374	El004G225730	XP_002887487.1
OG0009375	El004G225580, El004G225570	XP_020891484.1
OG0009377	El004G225120	XP_020891632.1
OG0009378	El004G224740	XP_020865945.1
OG0009379	El004G224700	XP_002888885.1
OG0009380	El004G224610	XP_002887438.1
OG0009381	El004G224490	XP_020890976.1
OG0009382	El004G224340	XP_002888867.1
OG0009383	El004G231680	XP_020891183.1
OG0009384	El004G231740	XP_002862994.1
OG0009385	El004G231790	XP_002887736.1
OG0009386	El004G231960	XP_002887746.1
OG0009387	El004G231990	XP_020890469.1
OG0009388	El004G232040	XP_002887749.1
OG0009389	El004G232200	XP_002889209.1
OG0009390	El004G232370	XP_002889221.2
OG0009391	El004G232570	XP_002887768.1
OG0009392	El004G233360	XP_002889266.1
OG0009393	El004G233380	XP_020889627.1
OG0009394	El004G233470	XP_020890635.1
OG0009395	El004G233880	XP_020891524.1
OG0009396	El004G234270	XP_002887838.1
OG0009397	El004G234360	XP_002889307.1
OG0009398	El004G234550	XP_002889316.1
OG0009399	El004G234570	XP_002887851.1
OG0009400	El004G234700	XP_020891644.1
OG0009401	El005G248600	XP_020885935.1
OG0009402	El005G248860	XP_002882800.1
OG0009403	El005G248960	XP_020889344.1
OG0009404	El005G248980	XP_020889348.1
OG0009405	El005G249170	XP_020888530.1
OG0009406	El005G249300	XP_002884963.1
OG0009407	El005G249480	XP_002882830.1
OG0009408	El005G249740	XP_002882842.1
OG0009409	El005G250500	XP_020886985.1
OG0009410	El005G250540	XP_020889365.1
OG0009411	El005G250650	XP_020886672.1
OG0009412	El005G250720	XP_020886081.1
OG0009413	El005G250860	XP_002882882.1
OG0009414	El005G251030	XP_020886334.1
OG0009416	El005G251470	XP_020887448.1
OG0009417	El005G251510	XP_002882914.1
OG0009418	El005G251530	XP_020886654.1
OG0009419	El005G252330	XP_020889433.1
OG0009420	El005G252450	XP_002882962.1
OG0009421	El005G252470	XP_002882964.1
OG0009422	El005G252510	XP_002885111.1
OG0009423	El005G252530	XP_002885112.1
OG0009424	El005G252860	XP_020887887.1
OG0009425	El005G252900	XP_002882983.1
OG0009426	El005G252950	XP_002885130.1
OG0009427	El005G253600	XP_020889185.1
OG0009428	El005G253660	XP_020889145.1
OG0009429	El005G253680	XP_020889118.1
OG0009430	El005G254130	XP_002883054.1
OG0009431	El005G254230	XP_002883055.1
OG0009432	El005G275900, El005G254240	XP_020889112.1
OG0009433	El001G000830	XP_020879298.1
OG0009434	El005G254550	XP_020889165.1
OG0009435	El005G255140	XP_002883104.1
OG0009436	El005G255410	XP_020888581.1
OG0009437	El005G255680	XP_002885254.1
OG0009438	El005G255890	XP_002885264.1
OG0009439	El005G255930	XP_020887093.1
OG0009440	El005G256330	XP_020889370.1
OG0009441	El005G256930	XP_020886333.1
OG0009442	El005G257000	XP_002885312.1
OG0009443	El005G257010	XP_020888181.1
OG0009444	El005G257500	XP_020888116.1
OG0009445	El005G257580	XP_020887414.1
OG0009446	El005G258060	XP_002885366.1
OG0009447	El005G258240	XP_002885374.1
OG0009448	El005G258290	XP_020889522.1
OG0009449	El005G258390	XP_020889358.1
OG0009450	El005G258880	XP_002885409.1
OG0009451	El005G259170	XP_020887856.1
OG0009452	El005G260030	XP_002885459.1
OG0009453	El005G261110	XP_002885495.1
OG0009454	El005G261320	XP_002883366.2
OG0009455	El005G262500	XP_002885529.1
OG0009456	El005G264910	XP_020887662.1
OG0009457	El005G264920	XP_020887661.1
OG0009458	El005G268670, El005G268740	XP_002885694.1, XP_002883585.1, XP_002885686.1
OG0009459	El007G342620	XP_020885632.1
OG0009460	El005G271420	XP_020889548.1
OG0009461	El005G271360	XP_020889550.1
OG0009462	El005G271570	XP_002885847.1
OG0009463	El005G271710	XP_002885870.1
OG0009464	El005G271720	XP_020886779.1
OG0009465	El005G271880	XP_002885881.1
OG0009466	El001G069610	XP_002873537.1
OG0009467	El005G273100	XP_020887387.1
OG0009468	El005G273110	XP_002885975.1
OG0009469	El005G273130	XP_020886008.1
OG0009470	El005G273180	XP_002885981.1
OG0009471	El005G274590	XP_020887617.1
OG0009472	El005G274870	XP_020889259.1
OG0009473	El005G274920	XP_020889263.1
OG0009474	El005G275480	XP_002886135.1
OG0009475	El005G276880	XP_020886144.1
OG0009476	El005G277490, El005G277510	XP_020887857.1
OG0009477	El005G278000	XP_020886453.1
OG0009478	El005G278730	XP_002886273.1
OG0009479	El005G278750	XP_020889323.1
OG0009480	El005G278810	XP_020887675.1
OG0009481	El005G278900	XP_002886281.1
OG0009482	El005G279480	XP_002884227.1
OG0009483	El002G141240	XP_020868865.1
OG0009484	El002G140280	XP_002894498.2
OG0009485	El002G140080	XP_002891815.1
OG0009486	El002G139690	XP_002891786.1
OG0009487	El002G139340	XP_002894460.1
OG0009488	El002G139320	XP_020870407.1
OG0009489	El002G138900	XP_020867142.1
OG0009490	El002G138550	XP_020867200.1
OG0009491	El002G137990	XP_002894417.1
OG0009492	El002G137860	XP_002894410.1
OG0009493	El002G137210	XP_002891698.2
OG0009494	El002G135180	XP_020867440.1
OG0009495	El002G135460	XP_002891620.1
OG0009496	El002G134600	XP_002891571.2
OG0009497	El002G134420	XP_002891556.1
OG0009498	El002G134260	XP_020866690.1
OG0009499	El001G067940	XP_020877241.1
OG0009500	El002G133930	XP_020866726.1
OG0009501	El002G133720	XP_020866741.1
OG0009502	El002G133610	XP_020866729.1
OG0009503	El001G034870	XP_002878470.1
OG0009504	El002G132910	XP_002891472.1
OG0009505	El002G132860	XP_020866597.1
OG0009506	El002G132780	XP_020868359.1
OG0009507	El006G296620	XP_002881348.1
OG0009508	El006G296680	XP_020884611.1, XP_002862641.1
OG0009509	El006G296890	XP_002879496.1
OG0009510	El001G022230	XP_002877831.1
OG0009511	El001G022440	XP_002876124.1
OG0009512	El001G022510	XP_020881888.1
OG0009513	El001G023390	XP_020881381.1
OG0009514	El001G023790	XP_020882285.1
OG0009515	El001G023750	XP_002877903.2
OG0009516	El001G024120	XP_020880625.1
OG0009517	El001G024510	XP_020881326.1
OG0009518	El001G024750	XP_002876238.1
OG0009519	El001G024840	XP_020882512.1
OG0009520	El001G024860	XP_002877960.1
OG0009521	El001G021970	XP_002877816.1
OG0009522	El001G024890	XP_020882385.1
OG0009523	El007G356410, El007G356420, El007G356400	XP_020891361.1
OG0009524	El001G025470	XP_020882037.1
OG0009525	El001G025460	XP_020882034.1
OG0009526	El006G291180	XP_002879771.1
OG0009527	El001G025590	XP_002878000.1
OG0009528	El001G025800	XP_002876277.1
OG0009529	El001G026300	XP_020882421.1
OG0009530	El001G027250	XP_002878055.1
OG0009531	El001G027270	XP_002876345.1
OG0009532	El001G027500	XP_002876354.1
OG0009533	El001G027600	XP_002878077.2
OG0009534	El001G028300	XP_002876389.1
OG0009535	El001G028360	XP_020879810.1
OG0009536	El001G028450	XP_020881248.1
OG0009537	El001G029500	XP_002876449.1
OG0009538	El001G029710	XP_002878190.1
OG0009539	El001G029770	XP_020882013.1
OG0009540	El001G030440	XP_002878240.1
OG0009541	El001G030600	XP_020880480.1
OG0009542	El001G030880	XP_020881019.1
OG0009543	El001G031040	XP_020882000.1
OG0009544	El001G056440, El003G188750	XP_002874140.1
OG0009545	El001G032250	XP_002878340.1
OG0009546	El001G032270	XP_020880430.1
OG0009547	El001G032450	XP_020882513.1
OG0009548	El001G033000	XP_020880000.1
OG0009549	El001G033140	XP_002876601.1
OG0009550	El001G033170	XP_002876602.1
OG0009551	El001G033650	XP_020882196.1
OG0009552	El001G034680	XP_020880113.1
OG0009553	El001G034690	XP_020880112.1
OG0009554	El001G035430	XP_002878496.1
OG0009555	El001G035540	XP_002876713.1
OG0009556	El001G035630	XP_020879986.1
OG0009557	El001G032710	XP_020880474.1
OG0009559	El002G137400	XP_002894386.1
OG0009561	El002G133490	XP_002894192.1
OG0009562	El003G146390	XP_020875298.1
OG0009563	El001G028550	XP_002876399.1
OG0009564	El007G322780	XP_002865054.1
OG0009565	El007G361530	XP_002863549.1
OG0009567	El003G158240	XP_020873702.1
OG0009568	El006G292340	XP_002879715.1
OG0009569	El006G291910	XP_020868306.1
OG0009570	El006G288210	XP_020885739.1
OG0009571	El006G281620	XP_020884577.1
